tick,day,snapshot_key,avatar_room,selected_resident,resident_state_digest,resource_state_digest,replay_event_count,snapshot_size_bytes,restored_ok,storage_keys_present
2098,117,ssrm:v59:audit:snapshot:d117:t02098,tool alcove,Sera,"{""debt"": 0.1676, ""memory"": ""sera:repair_promise:audit:d117:s10"", ""resident"": ""Sera"", ""schedule"": ""care duty"", ""trust"": 0.3796}","{""care"": 19, ""fiber"": 10, ""herb"": 16, ""tool time"": 22, ""water"": 26, ""wood"": 13}",160,247,True,True
2099,117,ssrm:v59:audit:snapshot:d117:t02099,rain court,Tovan,"{""debt"": 0.1753, ""memory"": ""tovan:care_favor:audit:d117:s11"", ""resident"": ""Tovan"", ""schedule"": ""private task"", ""trust"": 0.3039}","{""care"": 20, ""fiber"": 11, ""herb"": 17, ""tool time"": 23, ""water"": 27, ""wood"": 14}",160,248,True,True
2100,117,ssrm:v59:audit:snapshot:d117:t02100,fiber loft,Nia,"{""debt"": 0.1691, ""memory"": ""nia:tool_loan:audit:d117:s12"", ""resident"": ""Nia"", ""schedule"": ""recover focus"", ""trust"": 0.4304}","{""care"": 21, ""fiber"": 12, ""herb"": 18, ""tool time"": 24, ""water"": 28, ""wood"": 15}",160,244,True,True
2101,117,ssrm:v59:audit:snapshot:d117:t02101,west hearth,Ari,"{""debt"": 0.1492, ""memory"": ""ari:repair_promise:audit:d117:s13"", ""resident"": ""Ari"", ""schedule"": ""work"", ""trust"": 0.6697}","{""care"": 22, ""fiber"": 13, ""herb"": 19, ""tool time"": 25, ""water"": 10, ""wood"": 16}",160,240,True,True
2102,117,ssrm:v59:audit:snapshot:d117:t02102,river gate,Fay,"{""debt"": 0.1854, ""memory"": ""fay:care_favor:audit:d117:s14"", ""resident"": ""Fay"", ""schedule"": ""negotiate debt"", ""trust"": 0.6675}","{""care"": 23, ""fiber"": 14, ""herb"": 20, ""tool time"": 26, ""water"": 11, ""wood"": 17}",160,246,True,True
2103,117,ssrm:v59:audit:snapshot:d117:t02103,arrival court,Milo,"{""debt"": 0.1379, ""memory"": ""milo:tool_loan:audit:d117:s15"", ""resident"": ""Milo"", ""schedule"": ""negotiate debt"", ""trust"": 0.5698}","{""care"": 24, ""fiber"": 15, ""herb"": 21, ""tool time"": 27, ""water"": 12, ""wood"": 18}",160,247,True,True
2104,117,ssrm:v59:audit:snapshot:d117:t02104,tool alcove,Sera,"{""debt"": 0.1746, ""memory"": ""sera:repair_promise:audit:d117:s16"", ""resident"": ""Sera"", ""schedule"": ""care duty"", ""trust"": 0.3425}","{""care"": 25, ""fiber"": 16, ""herb"": 22, ""tool time"": 28, ""water"": 13, ""wood"": 19}",160,247,True,True
2105,117,ssrm:v59:audit:snapshot:d117:t02105,rain court,Tovan,"{""debt"": 0.1415, ""memory"": ""tovan:care_favor:audit:d117:s17"", ""resident"": ""Tovan"", ""schedule"": ""care duty"", ""trust"": 0.3058}","{""care"": 26, ""fiber"": 17, ""herb"": 23, ""tool time"": 10, ""water"": 14, ""wood"": 20}",160,245,True,True
2106,118,ssrm:v59:audit:snapshot:d118:t02106,west hearth,Nia,"{""debt"": 0.1367, ""memory"": ""nia:tool_loan:audit:d118:s00"", ""resident"": ""Nia"", ""schedule"": ""recover focus"", ""trust"": 0.4227}","{""care"": 27, ""fiber"": 18, ""herb"": 24, ""tool time"": 11, ""water"": 15, ""wood"": 21}",160,244,True,True
2107,118,ssrm:v59:audit:snapshot:d118:t02107,river gate,Ari,"{""debt"": 0.1321, ""memory"": ""ari:repair_promise:audit:d118:s01"", ""resident"": ""Ari"", ""schedule"": ""work"", ""trust"": 0.656}","{""care"": 28, ""fiber"": 19, ""herb"": 25, ""tool time"": 12, ""water"": 16, ""wood"": 22}",160,239,True,True
2108,118,ssrm:v59:audit:snapshot:d118:t02108,arrival court,Fay,"{""debt"": 0.1137, ""memory"": ""fay:care_favor:audit:d118:s02"", ""resident"": ""Fay"", ""schedule"": ""rest"", ""trust"": 0.6885}","{""care"": 10, ""fiber"": 20, ""herb"": 26, ""tool time"": 13, ""water"": 17, ""wood"": 23}",160,236,True,True
2109,118,ssrm:v59:audit:snapshot:d118:t02109,tool alcove,Milo,"{""debt"": 0.1517, ""memory"": ""milo:tool_loan:audit:d118:s03"", ""resident"": ""Milo"", ""schedule"": ""seek tool"", ""trust"": 0.5079}","{""care"": 11, ""fiber"": 21, ""herb"": 27, ""tool time"": 14, ""water"": 18, ""wood"": 24}",160,242,True,True
2110,118,ssrm:v59:audit:snapshot:d118:t02110,rain court,Sera,"{""debt"": 0.1058, ""memory"": ""sera:repair_promise:audit:d118:s04"", ""resident"": ""Sera"", ""schedule"": ""seek tool"", ""trust"": 0.3608}","{""care"": 12, ""fiber"": 22, ""herb"": 28, ""tool time"": 15, ""water"": 19, ""wood"": 25}",160,247,True,True
2111,118,ssrm:v59:audit:snapshot:d118:t02111,fiber loft,Tovan,"{""debt"": 0.1443, ""memory"": ""tovan:care_favor:audit:d118:s05"", ""resident"": ""Tovan"", ""schedule"": ""private task"", ""trust"": 0.2776}","{""care"": 13, ""fiber"": 23, ""herb"": 10, ""tool time"": 16, ""water"": 20, ""wood"": 26}",160,248,True,True
2112,118,ssrm:v59:audit:snapshot:d118:t02112,west hearth,Nia,"{""debt"": 0.113, ""memory"": ""nia:tool_loan:audit:d118:s06"", ""resident"": ""Nia"", ""schedule"": ""private task"", ""trust"": 0.4142}","{""care"": 14, ""fiber"": 24, ""herb"": 11, ""tool time"": 17, ""water"": 21, ""wood"": 27}",160,242,True,True
2113,118,ssrm:v59:audit:snapshot:d118:t02113,river gate,Ari,"{""debt"": 0.096, ""memory"": ""ari:repair_promise:audit:d118:s07"", ""resident"": ""Ari"", ""schedule"": ""recover focus"", ""trust"": 0.6675}","{""care"": 15, ""fiber"": 25, ""herb"": 12, ""tool time"": 18, ""water"": 22, ""wood"": 28}",160,248,True,True
2114,118,ssrm:v59:audit:snapshot:d118:t02114,arrival court,Fay,"{""debt"": 0.1073, ""memory"": ""fay:care_favor:audit:d118:s08"", ""resident"": ""Fay"", ""schedule"": ""work"", ""trust"": 0.6865}","{""care"": 16, ""fiber"": 26, ""herb"": 13, ""tool time"": 19, ""water"": 23, ""wood"": 10}",160,236,True,True
2115,118,ssrm:v59:audit:snapshot:d118:t02115,tool alcove,Milo,"{""debt"": 0.1049, ""memory"": ""milo:tool_loan:audit:d118:s09"", ""resident"": ""Milo"", ""schedule"": ""rest"", ""trust"": 0.5536}","{""care"": 17, ""fiber"": 27, ""herb"": 14, ""tool time"": 20, ""water"": 24, ""wood"": 11}",160,237,True,True
2116,118,ssrm:v59:audit:snapshot:d118:t02116,rain court,Sera,"{""debt"": 0.0887, ""memory"": ""sera:repair_promise:audit:d118:s10"", ""resident"": ""Sera"", ""schedule"": ""negotiate debt"", ""trust"": 0.3605}","{""care"": 18, ""fiber"": 28, ""herb"": 15, ""tool time"": 21, ""water"": 25, ""wood"": 12}",160,252,True,True
2117,118,ssrm:v59:audit:snapshot:d118:t02117,fiber loft,Tovan,"{""debt"": 0.1289, ""memory"": ""tovan:care_favor:audit:d118:s11"", ""resident"": ""Tovan"", ""schedule"": ""care duty"", ""trust"": 0.2894}","{""care"": 19, ""fiber"": 10, ""herb"": 16, ""tool time"": 22, ""water"": 26, ""wood"": 13}",160,245,True,True
2118,118,ssrm:v59:audit:snapshot:d118:t02118,west hearth,Nia,"{""debt"": 0.0853, ""memory"": ""nia:tool_loan:audit:d118:s12"", ""resident"": ""Nia"", ""schedule"": ""care duty"", ""trust"": 0.4334}","{""care"": 20, ""fiber"": 11, ""herb"": 17, ""tool time"": 23, ""water"": 27, ""wood"": 14}",160,240,True,True
2119,118,ssrm:v59:audit:snapshot:d118:t02119,river gate,Ari,"{""debt"": 0.1261, ""memory"": ""ari:repair_promise:audit:d118:s13"", ""resident"": ""Ari"", ""schedule"": ""recover focus"", ""trust"": 0.6358}","{""care"": 21, ""fiber"": 12, ""herb"": 18, ""tool time"": 24, ""water"": 28, ""wood"": 15}",160,249,True,True
2120,118,ssrm:v59:audit:snapshot:d118:t02120,arrival court,Fay,"{""debt"": 0.0971, ""memory"": ""fay:care_favor:audit:d118:s14"", ""resident"": ""Fay"", ""schedule"": ""recover focus"", ""trust"": 0.6789}","{""care"": 22, ""fiber"": 13, ""herb"": 19, ""tool time"": 25, ""water"": 10, ""wood"": 16}",160,245,True,True
2121,118,ssrm:v59:audit:snapshot:d118:t02121,tool alcove,Milo,"{""debt"": 0.0824, ""memory"": ""milo:tool_loan:audit:d118:s15"", ""resident"": ""Milo"", ""schedule"": ""work"", ""trust"": 0.5471}","{""care"": 23, ""fiber"": 14, ""herb"": 20, ""tool time"": 26, ""water"": 11, ""wood"": 17}",160,237,True,True
2122,118,ssrm:v59:audit:snapshot:d118:t02122,rain court,Sera,"{""debt"": 0.0961, ""memory"": ""sera:repair_promise:audit:d118:s16"", ""resident"": ""Sera"", ""schedule"": ""rest"", ""trust"": 0.3658}","{""care"": 24, ""fiber"": 15, ""herb"": 21, ""tool time"": 27, ""water"": 12, ""wood"": 18}",160,242,True,True
2123,118,ssrm:v59:audit:snapshot:d118:t02123,fiber loft,Tovan,"{""debt"": 0.096, ""memory"": ""tovan:care_favor:audit:d118:s17"", ""resident"": ""Tovan"", ""schedule"": ""negotiate debt"", ""trust"": 0.3185}","{""care"": 25, ""fiber"": 16, ""herb"": 22, ""tool time"": 28, ""water"": 13, ""wood"": 19}",160,249,True,True
2124,119,ssrm:v59:audit:snapshot:d119:t02124,river gate,Nia,"{""debt"": 0.1243, ""memory"": ""nia:tool_loan:audit:d119:s00"", ""resident"": ""Nia"", ""schedule"": ""private task"", ""trust"": 0.4095}","{""care"": 26, ""fiber"": 17, ""herb"": 23, ""tool time"": 10, ""water"": 14, ""wood"": 20}",160,243,True,True
2125,119,ssrm:v59:audit:snapshot:d119:t02125,arrival court,Ari,"{""debt"": 0.0828, ""memory"": ""ari:repair_promise:audit:d119:s01"", ""resident"": ""Ari"", ""schedule"": ""private task"", ""trust"": 0.6743}","{""care"": 27, ""fiber"": 18, ""herb"": 24, ""tool time"": 11, ""water"": 15, ""wood"": 21}",160,248,True,True
2126,119,ssrm:v59:audit:snapshot:d119:t02126,tool alcove,Fay,"{""debt"": 0.1256, ""memory"": ""fay:care_favor:audit:d119:s02"", ""resident"": ""Fay"", ""schedule"": ""work"", ""trust"": 0.6547}","{""care"": 28, ""fiber"": 19, ""herb"": 25, ""tool time"": 12, ""water"": 16, ""wood"": 22}",160,236,True,True
2127,119,ssrm:v59:audit:snapshot:d119:t02127,rain court,Milo,"{""debt"": 0.0988, ""memory"": ""milo:tool_loan:audit:d119:s03"", ""resident"": ""Milo"", ""schedule"": ""work"", ""trust"": 0.5352}","{""care"": 10, ""fiber"": 20, ""herb"": 26, ""tool time"": 13, ""water"": 17, ""wood"": 23}",160,237,True,True
2128,119,ssrm:v59:audit:snapshot:d119:t02128,fiber loft,Sera,"{""debt"": 0.0862, ""memory"": ""sera:repair_promise:audit:d119:s04"", ""resident"": ""Sera"", ""schedule"": ""rest"", ""trust"": 0.3637}","{""care"": 11, ""fiber"": 21, ""herb"": 27, ""tool time"": 14, ""water"": 18, ""wood"": 24}",160,242,True,True
2129,119,ssrm:v59:audit:snapshot:d119:t02129,west hearth,Tovan,"{""debt"": 0.102, ""memory"": ""tovan:care_favor:audit:d119:s05"", ""resident"": ""Tovan"", ""schedule"": ""negotiate debt"", ""trust"": 0.3025}","{""care"": 12, ""fiber"": 22, ""herb"": 28, ""tool time"": 15, ""water"": 19, ""wood"": 25}",160,249,True,True
2130,119,ssrm:v59:audit:snapshot:d119:t02130,river gate,Nia,"{""debt"": 0.104, ""memory"": ""nia:tool_loan:audit:d119:s06"", ""resident"": ""Nia"", ""schedule"": ""seek tool"", ""trust"": 0.4577}","{""care"": 13, ""fiber"": 23, ""herb"": 10, ""tool time"": 16, ""water"": 20, ""wood"": 26}",160,239,True,True
2131,119,ssrm:v59:audit:snapshot:d119:t02131,arrival court,Ari,"{""debt"": 0.0923, ""memory"": ""ari:repair_promise:audit:d119:s07"", ""resident"": ""Ari"", ""schedule"": ""care duty"", ""trust"": 0.6787}","{""care"": 14, ""fiber"": 24, ""herb"": 11, ""tool time"": 17, ""water"": 21, ""wood"": 27}",160,245,True,True
2132,119,ssrm:v59:audit:snapshot:d119:t02132,tool alcove,Fay,"{""debt"": 0.1369, ""memory"": ""fay:care_favor:audit:d119:s08"", ""resident"": ""Fay"", ""schedule"": ""recover focus"", ""trust"": 0.6619}","{""care"": 15, ""fiber"": 25, ""herb"": 12, ""tool time"": 18, ""water"": 22, ""wood"": 28}",160,245,True,True
2133,119,ssrm:v59:audit:snapshot:d119:t02133,rain court,Milo,"{""debt"": 0.0978, ""memory"": ""milo:tool_loan:audit:d119:s09"", ""resident"": ""Milo"", ""schedule"": ""recover focus"", ""trust"": 0.5478}","{""care"": 16, ""fiber"": 26, ""herb"": 13, ""tool time"": 19, ""water"": 23, ""wood"": 10}",160,246,True,True
2134,119,ssrm:v59:audit:snapshot:d119:t02134,fiber loft,Sera,"{""debt"": 0.143, ""memory"": ""sera:repair_promise:audit:d119:s10"", ""resident"": ""Sera"", ""schedule"": ""rest"", ""trust"": 0.3213}","{""care"": 17, ""fiber"": 27, ""herb"": 14, ""tool time"": 20, ""water"": 24, ""wood"": 11}",160,241,True,True
2135,119,ssrm:v59:audit:snapshot:d119:t02135,west hearth,Tovan,"{""debt"": 0.1184, ""memory"": ""tovan:care_favor:audit:d119:s11"", ""resident"": ""Tovan"", ""schedule"": ""rest"", ""trust"": 0.2978}","{""care"": 18, ""fiber"": 28, ""herb"": 15, ""tool time"": 21, ""water"": 25, ""wood"": 12}",160,240,True,True
2136,119,ssrm:v59:audit:snapshot:d119:t02136,river gate,Nia,"{""debt"": 0.1081, ""memory"": ""nia:tool_loan:audit:d119:s12"", ""resident"": ""Nia"", ""schedule"": ""negotiate debt"", ""trust"": 0.4563}","{""care"": 19, ""fiber"": 10, ""herb"": 16, ""tool time"": 22, ""water"": 26, ""wood"": 13}",160,245,True,True
2137,119,ssrm:v59:audit:snapshot:d119:t02137,arrival court,Ari,"{""debt"": 0.1261, ""memory"": ""ari:repair_promise:audit:d119:s13"", ""resident"": ""Ari"", ""schedule"": ""seek tool"", ""trust"": 0.662}","{""care"": 20, ""fiber"": 11, ""herb"": 17, ""tool time"": 23, ""water"": 27, ""wood"": 14}",160,244,True,True
2138,119,ssrm:v59:audit:snapshot:d119:t02138,tool alcove,Fay,"{""debt"": 0.1303, ""memory"": ""fay:care_favor:audit:d119:s14"", ""resident"": ""Fay"", ""schedule"": ""care duty"", ""trust"": 0.6962}","{""care"": 21, ""fiber"": 12, ""herb"": 18, ""tool time"": 24, ""water"": 28, ""wood"": 15}",160,241,True,True
2139,119,ssrm:v59:audit:snapshot:d119:t02139,rain court,Milo,"{""debt"": 0.1208, ""memory"": ""milo:tool_loan:audit:d119:s15"", ""resident"": ""Milo"", ""schedule"": ""private task"", ""trust"": 0.5457}","{""care"": 22, ""fiber"": 13, ""herb"": 19, ""tool time"": 25, ""water"": 10, ""wood"": 16}",160,245,True,True
2140,119,ssrm:v59:audit:snapshot:d119:t02140,fiber loft,Sera,"{""debt"": 0.1676, ""memory"": ""sera:repair_promise:audit:d119:s16"", ""resident"": ""Sera"", ""schedule"": ""work"", ""trust"": 0.3201}","{""care"": 23, ""fiber"": 14, ""herb"": 20, ""tool time"": 26, ""water"": 11, ""wood"": 17}",160,242,True,True
2141,119,ssrm:v59:audit:snapshot:d119:t02141,west hearth,Tovan,"{""debt"": 0.1305, ""memory"": ""tovan:care_favor:audit:d119:s17"", ""resident"": ""Tovan"", ""schedule"": ""work"", ""trust"": 0.3144}","{""care"": 24, ""fiber"": 15, ""herb"": 21, ""tool time"": 27, ""water"": 12, ""wood"": 18}",160,240,True,True
2142,120,ssrm:v59:audit:snapshot:d120:t02142,arrival court,Nia,"{""debt"": 0.1498, ""memory"": ""nia:tool_loan:audit:d120:s00"", ""resident"": ""Nia"", ""schedule"": ""negotiate debt"", ""trust"": 0.4529}","{""care"": 25, ""fiber"": 16, ""herb"": 22, ""tool time"": 28, ""water"": 13, ""wood"": 19}",160,245,True,True
2143,120,ssrm:v59:audit:snapshot:d120:t02143,tool alcove,Ari,"{""debt"": 0.1412, ""memory"": ""ari:repair_promise:audit:d120:s01"", ""resident"": ""Ari"", ""schedule"": ""seek tool"", ""trust"": 0.6744}","{""care"": 26, ""fiber"": 17, ""herb"": 23, ""tool time"": 10, ""water"": 14, ""wood"": 20}",160,245,True,True
2144,120,ssrm:v59:audit:snapshot:d120:t02144,rain court,Fay,"{""debt"": 0.1609, ""memory"": ""fay:care_favor:audit:d120:s02"", ""resident"": ""Fay"", ""schedule"": ""care duty"", ""trust"": 0.6675}","{""care"": 27, ""fiber"": 18, ""herb"": 24, ""tool time"": 11, ""water"": 15, ""wood"": 21}",160,241,True,True
2145,120,ssrm:v59:audit:snapshot:d120:t02145,fiber loft,Milo,"{""debt"": 0.1667, ""memory"": ""milo:tool_loan:audit:d120:s03"", ""resident"": ""Milo"", ""schedule"": ""private task"", ""trust"": 0.5288}","{""care"": 28, ""fiber"": 19, ""herb"": 25, ""tool time"": 12, ""water"": 16, ""wood"": 22}",160,245,True,True
2146,120,ssrm:v59:audit:snapshot:d120:t02146,west hearth,Sera,"{""debt"": 0.1588, ""memory"": ""sera:repair_promise:audit:d120:s04"", ""resident"": ""Sera"", ""schedule"": ""recover focus"", ""trust"": 0.3603}","{""care"": 10, ""fiber"": 20, ""herb"": 26, ""tool time"": 13, ""water"": 17, ""wood"": 23}",160,251,True,True
2147,120,ssrm:v59:audit:snapshot:d120:t02147,river gate,Tovan,"{""debt"": 0.2071, ""memory"": ""tovan:care_favor:audit:d120:s05"", ""resident"": ""Tovan"", ""schedule"": ""rest"", ""trust"": 0.2784}","{""care"": 11, ""fiber"": 21, ""herb"": 27, ""tool time"": 14, ""water"": 18, ""wood"": 24}",160,240,True,True
2148,120,ssrm:v59:audit:snapshot:d120:t02148,arrival court,Nia,"{""debt"": 0.1716, ""memory"": ""nia:tool_loan:audit:d120:s06"", ""resident"": ""Nia"", ""schedule"": ""rest"", ""trust"": 0.4721}","{""care"": 12, ""fiber"": 22, ""herb"": 28, ""tool time"": 15, ""water"": 19, ""wood"": 25}",160,235,True,True
2149,120,ssrm:v59:audit:snapshot:d120:t02149,tool alcove,Ari,"{""debt"": 0.2202, ""memory"": ""ari:repair_promise:audit:d120:s07"", ""resident"": ""Ari"", ""schedule"": ""seek tool"", ""trust"": 0.6574}","{""care"": 13, ""fiber"": 23, ""herb"": 10, ""tool time"": 16, ""water"": 20, ""wood"": 26}",160,245,True,True
2150,120,ssrm:v59:audit:snapshot:d120:t02150,rain court,Fay,"{""debt"": 0.199, ""memory"": ""fay:care_favor:audit:d120:s08"", ""resident"": ""Fay"", ""schedule"": ""seek tool"", ""trust"": 0.6829}","{""care"": 14, ""fiber"": 24, ""herb"": 11, ""tool time"": 17, ""water"": 21, ""wood"": 27}",160,240,True,True
2151,120,ssrm:v59:audit:snapshot:d120:t02151,fiber loft,Milo,"{""debt"": 0.192, ""memory"": ""milo:tool_loan:audit:d120:s09"", ""resident"": ""Milo"", ""schedule"": ""care duty"", ""trust"": 0.5318}","{""care"": 15, ""fiber"": 25, ""herb"": 12, ""tool time"": 18, ""water"": 22, ""wood"": 28}",160,241,True,True
2152,120,ssrm:v59:audit:snapshot:d120:t02152,west hearth,Sera,"{""debt"": 0.2131, ""memory"": ""sera:repair_promise:audit:d120:s10"", ""resident"": ""Sera"", ""schedule"": ""private task"", ""trust"": 0.3397}","{""care"": 16, ""fiber"": 26, ""herb"": 13, ""tool time"": 19, ""water"": 23, ""wood"": 10}",160,250,True,True
2153,120,ssrm:v59:audit:snapshot:d120:t02153,river gate,Tovan,"{""debt"": 0.2204, ""memory"": ""tovan:care_favor:audit:d120:s11"", ""resident"": ""Tovan"", ""schedule"": ""recover focus"", ""trust"": 0.3256}","{""care"": 17, ""fiber"": 27, ""herb"": 14, ""tool time"": 20, ""water"": 24, ""wood"": 11}",160,249,True,True
2154,120,ssrm:v59:audit:snapshot:d120:t02154,arrival court,Nia,"{""debt"": 0.2138, ""memory"": ""nia:tool_loan:audit:d120:s12"", ""resident"": ""Nia"", ""schedule"": ""work"", ""trust"": 0.4621}","{""care"": 18, ""fiber"": 28, ""herb"": 15, ""tool time"": 21, ""water"": 25, ""wood"": 12}",160,235,True,True
2155,120,ssrm:v59:audit:snapshot:d120:t02155,tool alcove,Ari,"{""debt"": 0.2633, ""memory"": ""ari:repair_promise:audit:d120:s13"", ""resident"": ""Ari"", ""schedule"": ""negotiate debt"", ""trust"": 0.6502}","{""care"": 19, ""fiber"": 10, ""herb"": 16, ""tool time"": 22, ""water"": 26, ""wood"": 13}",160,250,True,True
2156,120,ssrm:v59:audit:snapshot:d120:t02156,rain court,Fay,"{""debt"": 0.2289, ""memory"": ""fay:care_favor:audit:d120:s14"", ""resident"": ""Fay"", ""schedule"": ""negotiate debt"", ""trust"": 0.6803}","{""care"": 20, ""fiber"": 11, ""herb"": 17, ""tool time"": 23, ""water"": 27, ""wood"": 14}",160,246,True,True
2157,120,ssrm:v59:audit:snapshot:d120:t02157,fiber loft,Milo,"{""debt"": 0.2786, ""memory"": ""milo:tool_loan:audit:d120:s15"", ""resident"": ""Milo"", ""schedule"": ""care duty"", ""trust"": 0.5009}","{""care"": 21, ""fiber"": 12, ""herb"": 18, ""tool time"": 24, ""water"": 28, ""wood"": 15}",160,242,True,True
2158,120,ssrm:v59:audit:snapshot:d120:t02158,west hearth,Sera,"{""debt"": 0.2585, ""memory"": ""sera:repair_promise:audit:d120:s16"", ""resident"": ""Sera"", ""schedule"": ""care duty"", ""trust"": 0.3285}","{""care"": 22, ""fiber"": 13, ""herb"": 19, ""tool time"": 25, ""water"": 10, ""wood"": 16}",160,247,True,True
2159,120,ssrm:v59:audit:snapshot:d120:t02159,river gate,Tovan,"{""debt"": 0.2524, ""memory"": ""tovan:care_favor:audit:d120:s17"", ""resident"": ""Tovan"", ""schedule"": ""private task"", ""trust"": 0.3093}","{""care"": 23, ""fiber"": 14, ""herb"": 20, ""tool time"": 26, ""water"": 11, ""wood"": 17}",160,248,True,True
2160,121,ssrm:v59:audit:snapshot:d121:t02160,tool alcove,Nia,"{""debt"": 0.2743, ""memory"": ""nia:tool_loan:audit:d121:s00"", ""resident"": ""Nia"", ""schedule"": ""work"", ""trust"": 0.4825}","{""care"": 24, ""fiber"": 15, ""herb"": 21, ""tool time"": 27, ""water"": 12, ""wood"": 18}",160,235,True,True
2161,121,ssrm:v59:audit:snapshot:d121:t02161,rain court,Ari,"{""debt"": 0.2683, ""memory"": ""ari:repair_promise:audit:d121:s01"", ""resident"": ""Ari"", ""schedule"": ""rest"", ""trust"": 0.6925}","{""care"": 25, ""fiber"": 16, ""herb"": 22, ""tool time"": 28, ""water"": 13, ""wood"": 19}",160,240,True,True
2162,121,ssrm:v59:audit:snapshot:d121:t02162,fiber loft,Fay,"{""debt"": 0.3184, ""memory"": ""fay:care_favor:audit:d121:s02"", ""resident"": ""Fay"", ""schedule"": ""seek tool"", ""trust"": 0.6356}","{""care"": 26, ""fiber"": 17, ""herb"": 23, ""tool time"": 10, ""water"": 14, ""wood"": 20}",160,241,True,True
2163,121,ssrm:v59:audit:snapshot:d121:t02163,west hearth,Milo,"{""debt"": 0.2845, ""memory"": ""milo:tool_loan:audit:d121:s03"", ""resident"": ""Milo"", ""schedule"": ""seek tool"", ""trust"": 0.5215}","{""care"": 27, ""fiber"": 18, ""herb"": 24, ""tool time"": 11, ""water"": 15, ""wood"": 21}",160,242,True,True
2164,121,ssrm:v59:audit:snapshot:d121:t02164,river gate,Sera,"{""debt"": 0.3346, ""memory"": ""sera:repair_promise:audit:d121:s04"", ""resident"": ""Sera"", ""schedule"": ""private task"", ""trust"": 0.3215}","{""care"": 28, ""fiber"": 19, ""herb"": 25, ""tool time"": 12, ""water"": 16, ""wood"": 22}",160,250,True,True
2165,121,ssrm:v59:audit:snapshot:d121:t02165,arrival court,Tovan,"{""debt"": 0.3148, ""memory"": ""tovan:care_favor:audit:d121:s05"", ""resident"": ""Tovan"", ""schedule"": ""private task"", ""trust"": 0.3185}","{""care"": 10, ""fiber"": 20, ""herb"": 26, ""tool time"": 13, ""water"": 17, ""wood"": 23}",160,248,True,True
2166,121,ssrm:v59:audit:snapshot:d121:t02166,tool alcove,Nia,"{""debt"": 0.3089, ""memory"": ""nia:tool_loan:audit:d121:s06"", ""resident"": ""Nia"", ""schedule"": ""recover focus"", ""trust"": 0.466}","{""care"": 11, ""fiber"": 21, ""herb"": 27, ""tool time"": 14, ""water"": 18, ""wood"": 24}",160,243,True,True
2167,121,ssrm:v59:audit:snapshot:d121:t02167,rain court,Ari,"{""debt"": 0.331, ""memory"": ""ari:repair_promise:audit:d121:s07"", ""resident"": ""Ari"", ""schedule"": ""work"", ""trust"": 0.6793}","{""care"": 12, ""fiber"": 22, ""herb"": 28, ""tool time"": 15, ""water"": 19, ""wood"": 25}",160,239,True,True
2168,121,ssrm:v59:audit:snapshot:d121:t02168,fiber loft,Fay,"{""debt"": 0.3391, ""memory"": ""fay:care_favor:audit:d121:s08"", ""resident"": ""Fay"", ""schedule"": ""rest"", ""trust"": 0.6744}","{""care"": 13, ""fiber"": 23, ""herb"": 10, ""tool time"": 16, ""water"": 20, ""wood"": 26}",160,236,True,True
2169,121,ssrm:v59:audit:snapshot:d121:t02169,west hearth,Milo,"{""debt"": 0.3332, ""memory"": ""milo:tool_loan:audit:d121:s09"", ""resident"": ""Milo"", ""schedule"": ""negotiate debt"", ""trust"": 0.507}","{""care"": 14, ""fiber"": 24, ""herb"": 11, ""tool time"": 17, ""water"": 21, ""wood"": 27}",160,246,True,True
2170,121,ssrm:v59:audit:snapshot:d121:t02170,river gate,Sera,"{""debt"": 0.3833, ""memory"": ""sera:repair_promise:audit:d121:s10"", ""resident"": ""Sera"", ""schedule"": ""care duty"", ""trust"": 0.3066}","{""care"": 15, ""fiber"": 25, ""herb"": 12, ""tool time"": 18, ""water"": 22, ""wood"": 28}",160,247,True,True
2171,121,ssrm:v59:audit:snapshot:d121:t02171,arrival court,Tovan,"{""debt"": 0.3492, ""memory"": ""tovan:care_favor:audit:d121:s11"", ""resident"": ""Tovan"", ""schedule"": ""care duty"", ""trust"": 0.3303}","{""care"": 16, ""fiber"": 26, ""herb"": 13, ""tool time"": 19, ""water"": 23, ""wood"": 10}",160,245,True,True
2172,121,ssrm:v59:audit:snapshot:d121:t02172,tool alcove,Nia,"{""debt"": 0.3992, ""memory"": ""nia:tool_loan:audit:d121:s12"", ""resident"": ""Nia"", ""schedule"": ""recover focus"", ""trust"": 0.4295}","{""care"": 17, ""fiber"": 27, ""herb"": 14, ""tool time"": 20, ""water"": 24, ""wood"": 11}",160,244,True,True
2173,121,ssrm:v59:audit:snapshot:d121:t02173,rain court,Ari,"{""debt"": 0.379, ""memory"": ""ari:repair_promise:audit:d121:s13"", ""resident"": ""Ari"", ""schedule"": ""recover focus"", ""trust"": 0.6799}","{""care"": 18, ""fiber"": 28, ""herb"": 15, ""tool time"": 21, ""water"": 25, ""wood"": 12}",160,248,True,True
2174,121,ssrm:v59:audit:snapshot:d121:t02174,fiber loft,Fay,"{""debt"": 0.3727, ""memory"": ""fay:care_favor:audit:d121:s14"", ""resident"": ""Fay"", ""schedule"": ""work"", ""trust"": 0.6725}","{""care"": 19, ""fiber"": 10, ""herb"": 16, ""tool time"": 22, ""water"": 26, ""wood"": 13}",160,236,True,True
