tick_id,day,settlement_id,room_before,room_after,avatar_x,avatar_y,movement_action,adjacency_valid,collision_guard,room_state_saved
727,61,signal,lantern walk,arrival court,0.81,0.138,wait_for_schedule,True,True,True
728,61,orchard,arrival court,arrival court,0.7,0.5,warm_up,True,True,True
729,61,repair_ring,spark lane,spark lane,0.3,0.862,avoid_hazard,True,True,True
730,61,riverbend,kit alcove,arrival court,0.81,0.138,wait_for_schedule,True,True,True
731,61,roofward,warm lane,warm lane,0.7,0.5,warm_up,True,True,True
732,62,archive,ink niche,arrival court,0.245,0.911,move_north,True,True,True
733,62,signal,arrival court,arrival court,0.81,0.089,inspect_object,True,True,True
734,62,orchard,arrival court,arrival court,0.755,0.5,place_object,True,True,True
735,62,repair_ring,spark lane,spark lane,0.245,0.911,ask_dialect_memory,True,True,True
736,62,riverbend,arrival court,arrival court,0.81,0.089,inspect_object,True,True,True
737,62,roofward,warm lane,ledger loft,0.755,0.5,place_object,True,True,True
738,62,archive,arrival court,arrival court,0.19,0.96,ask_dialect_memory,True,True,True
739,62,signal,arrival court,arrival court,0.81,0.04,rest,True,True,True
740,62,orchard,arrival court,arrival court,0.81,0.5,dry_off,True,True,True
741,62,repair_ring,spark lane,arrival court,0.19,0.96,move_north,True,True,True
742,62,riverbend,arrival court,arrival court,0.81,0.04,rest,True,True,True
743,62,roofward,ledger loft,ledger loft,0.81,0.5,dry_off,True,True,True
744,63,signal,arrival court,mast base,0.755,0.04,inspect_object,True,True,True
745,63,orchard,arrival court,arrival court,0.81,0.5,place_object,True,True,True
746,63,repair_ring,arrival court,arrival court,0.245,0.96,ask_dialect_memory,True,True,True
747,63,riverbend,arrival court,arrival court,0.755,0.04,inspect_object,True,True,True
748,63,roofward,ledger loft,ledger loft,0.81,0.5,place_object,True,True,True
749,63,archive,arrival court,stone stacks,0.245,0.96,ask_dialect_memory,True,True,True
750,63,signal,mast base,mast base,0.7,0.04,rest,True,True,True
751,63,orchard,arrival court,arrival court,0.81,0.5,dry_off,True,True,True
752,63,repair_ring,arrival court,wire bench,0.3,0.96,move_north,True,True,True
753,63,riverbend,arrival court,arrival court,0.7,0.04,rest,True,True,True
754,63,roofward,ledger loft,ledger loft,0.81,0.5,dry_off,True,True,True
755,63,archive,stone stacks,ink niche,0.3,0.96,move_north,True,True,True
756,64,signal,mast base,lantern walk,0.645,0.04,pick_up_object,True,True,True
757,64,orchard,arrival court,arrival court,0.81,0.549,talk_resident,True,True,True
758,64,repair_ring,wire bench,spark lane,0.355,0.911,wait_for_schedule,True,True,True
759,64,riverbend,arrival court,arrival court,0.645,0.04,pick_up_object,True,True,True
760,64,roofward,ledger loft,ledger loft,0.81,0.549,talk_resident,True,True,True
761,64,archive,ink niche,stone stacks,0.355,0.911,wait_for_schedule,True,True,True
762,64,signal,lantern walk,lantern walk,0.59,0.04,warm_up,True,True,True
763,64,orchard,arrival court,arrival court,0.81,0.598,avoid_hazard,True,True,True
764,64,repair_ring,spark lane,bell alcove,0.41,0.862,move_east,True,True,True
765,64,riverbend,arrival court,arrival court,0.59,0.04,warm_up,True,True,True
766,64,roofward,ledger loft,arrival court,0.81,0.598,avoid_hazard,True,True,True
767,64,archive,stone stacks,ink niche,0.41,0.862,move_east,True,True,True
768,65,signal,lantern walk,lens room,0.535,0.089,place_object,True,True,True
769,65,orchard,arrival court,arrival court,0.81,0.549,ask_dialect_memory,True,True,True
770,65,repair_ring,bell alcove,bell alcove,0.465,0.862,rest,True,True,True
771,65,riverbend,arrival court,arrival court,0.535,0.089,place_object,True,True,True
772,65,roofward,arrival court,arrival court,0.81,0.549,ask_dialect_memory,True,True,True
773,65,archive,ink niche,ink niche,0.465,0.862,rest,True,True,True
774,65,signal,lens room,lens room,0.48,0.138,dry_off,True,True,True
775,65,orchard,arrival court,market plank,0.81,0.5,move_north,True,True,True
776,65,repair_ring,bell alcove,bell alcove,0.52,0.862,inspect_object,True,True,True
777,65,riverbend,arrival court,arrival court,0.48,0.138,dry_off,True,True,True
778,65,roofward,arrival court,glass stair,0.81,0.5,move_north,True,True,True
779,65,archive,ink niche,ink niche,0.52,0.862,inspect_object,True,True,True
780,66,signal,lens room,arrival court,0.425,0.089,talk_resident,True,True,True
781,66,orchard,market plank,arrival court,0.81,0.5,wait_for_schedule,True,True,True
782,66,repair_ring,bell alcove,bell alcove,0.575,0.911,warm_up,True,True,True
783,66,riverbend,arrival court,arrival court,0.425,0.089,talk_resident,True,True,True
784,66,roofward,glass stair,warm lane,0.81,0.5,wait_for_schedule,True,True,True
785,66,archive,ink niche,ink niche,0.575,0.911,warm_up,True,True,True
786,66,signal,arrival court,arrival court,0.37,0.04,avoid_hazard,True,True,True
787,66,orchard,arrival court,market plank,0.81,0.5,move_east,True,True,True
788,66,repair_ring,bell alcove,bell alcove,0.63,0.96,pick_up_object,True,True,True
789,66,riverbend,arrival court,arrival court,0.37,0.04,avoid_hazard,True,True,True
790,66,roofward,warm lane,ledger loft,0.81,0.5,move_east,True,True,True
791,66,archive,ink niche,ink niche,0.63,0.96,pick_up_object,True,True,True
792,67,signal,arrival court,mast base,0.315,0.04,ask_dialect_memory,True,True,True
793,67,orchard,market plank,market plank,0.81,0.549,rest,True,True,True
794,67,repair_ring,bell alcove,bell alcove,0.685,0.911,dry_off,True,True,True
795,67,riverbend,arrival court,arrival court,0.315,0.04,ask_dialect_memory,True,True,True
796,67,roofward,ledger loft,ledger loft,0.81,0.549,rest,True,True,True
797,67,archive,ink niche,ink niche,0.685,0.911,dry_off,True,True,True
798,67,signal,mast base,lantern walk,0.26,0.04,move_north,True,True,True
799,67,orchard,market plank,market plank,0.81,0.598,inspect_object,True,True,True
800,67,repair_ring,bell alcove,bell alcove,0.74,0.862,place_object,True,True,True
801,67,riverbend,arrival court,dry ridge,0.26,0.04,move_north,True,True,True
802,67,roofward,ledger loft,arrival court,0.81,0.598,inspect_object,True,True,True
803,67,archive,ink niche,ink niche,0.74,0.862,place_object,True,True,True
804,68,signal,lantern walk,lens room,0.205,0.089,wait_for_schedule,True,True,True
805,68,orchard,market plank,market plank,0.81,0.549,warm_up,True,True,True
806,68,repair_ring,bell alcove,bell alcove,0.795,0.862,avoid_hazard,True,True,True
807,68,riverbend,dry ridge,arrival court,0.205,0.089,wait_for_schedule,True,True,True
808,68,roofward,arrival court,arrival court,0.81,0.549,warm_up,True,True,True
809,68,archive,ink niche,arrival court,0.795,0.862,avoid_hazard,True,True,True
810,68,signal,lens room,arrival court,0.15,0.138,move_east,True,True,True
811,68,orchard,market plank,market plank,0.81,0.5,pick_up_object,True,True,True
812,68,repair_ring,bell alcove,bell alcove,0.85,0.862,talk_resident,True,True,True
813,68,riverbend,arrival court,dry ridge,0.15,0.138,move_east,True,True,True
814,68,roofward,arrival court,glass stair,0.81,0.5,pick_up_object,True,True,True
815,68,archive,arrival court,arrival court,0.85,0.862,talk_resident,True,True,True
816,69,signal,arrival court,arrival court,0.095,0.089,rest,True,True,True
817,69,orchard,market plank,market plank,0.81,0.5,dry_off,True,True,True
818,69,repair_ring,bell alcove,arrival court,0.905,0.911,move_north,True,True,True
819,69,riverbend,dry ridge,dry ridge,0.095,0.089,rest,True,True,True
820,69,roofward,glass stair,glass stair,0.81,0.5,dry_off,True,True,True
821,69,archive,arrival court,spool room,0.905,0.911,move_north,True,True,True
822,69,signal,arrival court,arrival court,0.04,0.04,inspect_object,True,True,True
823,69,orchard,market plank,market plank,0.81,0.5,place_object,True,True,True
824,69,repair_ring,arrival court,arrival court,0.96,0.96,ask_dialect_memory,True,True,True
825,69,riverbend,dry ridge,dry ridge,0.04,0.04,inspect_object,True,True,True
826,69,roofward,glass stair,warm lane,0.81,0.5,place_object,True,True,True
827,69,archive,spool room,spool room,0.96,0.96,ask_dialect_memory,True,True,True
828,70,orchard,market plank,market plank,0.755,0.5,dry_off,True,True,True
829,70,repair_ring,arrival court,spark lane,0.96,0.96,move_north,True,True,True
830,70,riverbend,dry ridge,dry ridge,0.095,0.04,rest,True,True,True
831,70,roofward,warm lane,warm lane,0.755,0.5,dry_off,True,True,True
832,70,archive,spool room,ink niche,0.96,0.96,move_north,True,True,True
833,70,signal,arrival court,mast base,0.095,0.04,inspect_object,True,True,True
834,70,orchard,market plank,market plank,0.7,0.5,place_object,True,True,True
835,70,repair_ring,spark lane,spark lane,0.96,0.96,ask_dialect_memory,True,True,True
836,70,riverbend,dry ridge,dry ridge,0.15,0.04,inspect_object,True,True,True
837,70,roofward,warm lane,warm lane,0.7,0.5,place_object,True,True,True
838,70,archive,ink niche,arrival court,0.96,0.96,ask_dialect_memory,True,True,True
839,70,signal,mast base,mast base,0.15,0.04,rest,True,True,True
840,71,orchard,market plank,satchel shed,0.645,0.549,avoid_hazard,True,True,True
841,71,repair_ring,spark lane,arrival court,0.96,0.911,move_east,True,True,True
842,71,riverbend,dry ridge,dry ridge,0.205,0.04,warm_up,True,True,True
843,71,roofward,warm lane,warm lane,0.645,0.549,avoid_hazard,True,True,True
844,71,archive,arrival court,stone stacks,0.96,0.911,move_east,True,True,True
845,71,signal,mast base,lantern walk,0.205,0.04,pick_up_object,True,True,True
846,71,orchard,satchel shed,satchel shed,0.59,0.598,talk_resident,True,True,True
847,71,repair_ring,arrival court,spark lane,0.96,0.862,wait_for_schedule,True,True,True
848,71,riverbend,dry ridge,dry ridge,0.26,0.04,pick_up_object,True,True,True
849,71,roofward,warm lane,warm lane,0.59,0.598,talk_resident,True,True,True
850,71,archive,stone stacks,spool room,0.96,0.862,wait_for_schedule,True,True,True
851,71,signal,lantern walk,lantern walk,0.26,0.04,warm_up,True,True,True
852,72,orchard,satchel shed,arrival court,0.535,0.549,move_north,True,True,True
853,72,repair_ring,spark lane,spark lane,0.96,0.862,inspect_object,True,True,True
854,72,riverbend,dry ridge,dry ridge,0.315,0.089,dry_off,True,True,True
855,72,roofward,warm lane,arrival court,0.535,0.549,move_north,True,True,True
856,72,archive,spool room,spool room,0.96,0.862,inspect_object,True,True,True
857,72,signal,lantern walk,lens room,0.315,0.089,place_object,True,True,True
858,72,orchard,arrival court,arrival court,0.48,0.5,ask_dialect_memory,True,True,True
859,72,repair_ring,spark lane,spark lane,0.96,0.862,rest,True,True,True
860,72,riverbend,dry ridge,dry ridge,0.37,0.138,place_object,True,True,True
861,72,roofward,arrival court,arrival court,0.48,0.5,ask_dialect_memory,True,True,True
862,72,archive,spool room,spool room,0.96,0.862,rest,True,True,True
863,72,signal,lens room,lens room,0.37,0.138,dry_off,True,True,True
864,73,orchard,arrival court,seed lane,0.425,0.5,move_east,True,True,True
865,73,repair_ring,spark lane,spark lane,0.96,0.911,pick_up_object,True,True,True
866,73,riverbend,dry ridge,dry ridge,0.425,0.089,avoid_hazard,True,True,True
867,73,roofward,arrival court,warm lane,0.425,0.5,move_east,True,True,True
868,73,archive,spool room,spool room,0.96,0.911,pick_up_object,True,True,True
869,73,signal,lens room,arrival court,0.425,0.089,talk_resident,True,True,True
870,73,orchard,seed lane,market plank,0.37,0.5,wait_for_schedule,True,True,True
871,73,repair_ring,spark lane,spark lane,0.96,0.96,warm_up,True,True,True
872,73,riverbend,dry ridge,dry ridge,0.48,0.04,talk_resident,True,True,True
873,73,roofward,warm lane,arrival court,0.37,0.5,wait_for_schedule,True,True,True
874,73,archive,spool room,spool room,0.96,0.96,warm_up,True,True,True
875,73,signal,arrival court,arrival court,0.48,0.04,avoid_hazard,True,True,True
876,74,orchard,market plank,satchel shed,0.315,0.549,inspect_object,True,True,True
877,74,repair_ring,spark lane,spark lane,0.96,0.911,place_object,True,True,True
878,74,riverbend,dry ridge,kit alcove,0.535,0.04,move_north,True,True,True
879,74,roofward,arrival court,arrival court,0.315,0.549,inspect_object,True,True,True
880,74,archive,spool room,spool room,0.96,0.911,place_object,True,True,True
881,74,signal,arrival court,mast base,0.535,0.04,ask_dialect_memory,True,True,True
882,74,orchard,satchel shed,satchel shed,0.26,0.598,rest,True,True,True
883,74,repair_ring,spark lane,spark lane,0.96,0.862,dry_off,True,True,True
884,74,riverbend,kit alcove,kit alcove,0.59,0.04,ask_dialect_memory,True,True,True
885,74,roofward,arrival court,arrival court,0.26,0.598,rest,True,True,True
886,74,archive,spool room,spool room,0.96,0.862,dry_off,True,True,True
887,74,signal,mast base,lens room,0.59,0.04,move_north,True,True,True
888,75,orchard,satchel shed,arrival court,0.205,0.549,pick_up_object,True,True,True
889,75,repair_ring,spark lane,spark lane,0.96,0.862,talk_resident,True,True,True
890,75,riverbend,kit alcove,arrival court,0.645,0.089,move_east,True,True,True
891,75,roofward,arrival court,arrival court,0.205,0.549,pick_up_object,True,True,True
892,75,archive,spool room,spool room,0.96,0.862,talk_resident,True,True,True
893,75,signal,lens room,mast base,0.645,0.089,wait_for_schedule,True,True,True
894,75,orchard,arrival court,arrival court,0.15,0.5,warm_up,True,True,True
895,75,repair_ring,spark lane,spark lane,0.96,0.862,avoid_hazard,True,True,True
896,75,riverbend,arrival court,plank hall,0.7,0.138,wait_for_schedule,True,True,True
897,75,roofward,arrival court,arrival court,0.15,0.5,warm_up,True,True,True
898,75,archive,spool room,ink niche,0.96,0.862,avoid_hazard,True,True,True
899,75,signal,mast base,lens room,0.7,0.138,move_east,True,True,True
900,76,orchard,arrival court,seed lane,0.095,0.5,place_object,True,True,True
901,76,repair_ring,spark lane,spark lane,0.96,0.911,ask_dialect_memory,True,True,True
902,76,riverbend,plank hall,plank hall,0.755,0.089,inspect_object,True,True,True
903,76,roofward,arrival court,arrival court,0.095,0.5,place_object,True,True,True
904,76,archive,ink niche,ink niche,0.96,0.911,ask_dialect_memory,True,True,True
905,76,signal,lens room,lens room,0.755,0.089,rest,True,True,True
906,76,orchard,seed lane,seed lane,0.04,0.5,dry_off,True,True,True
907,76,repair_ring,spark lane,arrival court,0.96,0.96,move_north,True,True,True
908,76,riverbend,plank hall,plank hall,0.81,0.04,rest,True,True,True
909,76,roofward,arrival court,arrival court,0.04,0.5,dry_off,True,True,True
910,76,archive,ink niche,arrival court,0.96,0.96,move_north,True,True,True
911,76,signal,lens room,lens room,0.81,0.04,inspect_object,True,True,True
912,77,repair_ring,arrival court,wire bench,0.905,0.96,ask_dialect_memory,True,True,True
913,77,riverbend,plank hall,plank hall,0.81,0.04,inspect_object,True,True,True
914,77,roofward,arrival court,arrival court,0.095,0.5,place_object,True,True,True
915,77,archive,arrival court,arrival court,0.905,0.96,ask_dialect_memory,True,True,True
916,77,signal,lens room,lens room,0.81,0.04,rest,True,True,True
917,77,orchard,seed lane,seed lane,0.095,0.5,dry_off,True,True,True
918,77,repair_ring,wire bench,spark lane,0.85,0.96,move_north,True,True,True
919,77,riverbend,plank hall,plank hall,0.81,0.04,rest,True,True,True
920,77,roofward,arrival court,arrival court,0.15,0.5,dry_off,True,True,True
921,77,archive,arrival court,spool room,0.85,0.96,move_north,True,True,True
922,77,signal,lens room,arrival court,0.81,0.04,inspect_object,True,True,True
923,77,orchard,seed lane,seed lane,0.15,0.5,place_object,True,True,True
924,78,repair_ring,spark lane,bell alcove,0.795,0.911,wait_for_schedule,True,True,True
925,78,riverbend,plank hall,plank hall,0.81,0.04,pick_up_object,True,True,True
926,78,roofward,arrival court,arrival court,0.205,0.549,talk_resident,True,True,True
927,78,archive,spool room,arrival court,0.795,0.911,wait_for_schedule,True,True,True
928,78,signal,arrival court,arrival court,0.81,0.04,warm_up,True,True,True
929,78,orchard,seed lane,market plank,0.205,0.549,avoid_hazard,True,True,True
930,78,repair_ring,bell alcove,arrival court,0.74,0.862,move_east,True,True,True
931,78,riverbend,plank hall,plank hall,0.81,0.04,warm_up,True,True,True
932,78,roofward,arrival court,arrival court,0.26,0.598,avoid_hazard,True,True,True
933,78,archive,arrival court,spool room,0.74,0.862,move_east,True,True,True
934,78,signal,arrival court,mast base,0.81,0.04,pick_up_object,True,True,True
935,78,orchard,market plank,market plank,0.26,0.598,talk_resident,True,True,True
936,79,repair_ring,arrival court,arrival court,0.685,0.862,rest,True,True,True
937,79,riverbend,plank hall,plank hall,0.81,0.089,place_object,True,True,True
938,79,roofward,arrival court,arrival court,0.315,0.549,ask_dialect_memory,True,True,True
939,79,archive,spool room,spool room,0.685,0.862,rest,True,True,True
940,79,signal,mast base,mast base,0.81,0.089,dry_off,True,True,True
941,79,orchard,market plank,arrival court,0.315,0.549,move_north,True,True,True
942,79,repair_ring,arrival court,arrival court,0.63,0.862,inspect_object,True,True,True
943,79,riverbend,plank hall,plank hall,0.81,0.138,dry_off,True,True,True
944,79,roofward,arrival court,glass stair,0.37,0.5,move_north,True,True,True
945,79,archive,spool room,spool room,0.63,0.862,inspect_object,True,True,True
946,79,signal,mast base,lantern walk,0.81,0.138,place_object,True,True,True
947,79,orchard,arrival court,arrival court,0.37,0.5,ask_dialect_memory,True,True,True
948,80,repair_ring,arrival court,arrival court,0.575,0.911,warm_up,True,True,True
949,80,riverbend,plank hall,plank hall,0.81,0.089,talk_resident,True,True,True
950,80,roofward,glass stair,warm lane,0.425,0.5,wait_for_schedule,True,True,True
951,80,archive,spool room,spool room,0.575,0.911,warm_up,True,True,True
952,80,signal,lantern walk,lantern walk,0.81,0.089,avoid_hazard,True,True,True
953,80,orchard,arrival court,market plank,0.425,0.5,move_east,True,True,True
954,80,repair_ring,arrival court,arrival court,0.52,0.96,pick_up_object,True,True,True
955,80,riverbend,plank hall,plank hall,0.81,0.04,avoid_hazard,True,True,True
956,80,roofward,warm lane,ledger loft,0.48,0.5,move_east,True,True,True
957,80,archive,spool room,spool room,0.52,0.96,pick_up_object,True,True,True
958,80,signal,lantern walk,lens room,0.81,0.04,talk_resident,True,True,True
959,80,orchard,market plank,arrival court,0.48,0.5,wait_for_schedule,True,True,True
960,81,repair_ring,arrival court,arrival court,0.465,0.911,dry_off,True,True,True
961,81,riverbend,plank hall,plank hall,0.81,0.04,ask_dialect_memory,True,True,True
962,81,roofward,ledger loft,ledger loft,0.535,0.549,rest,True,True,True
963,81,archive,spool room,spool room,0.465,0.911,dry_off,True,True,True
964,81,signal,lens room,arrival court,0.81,0.04,move_north,True,True,True
965,81,orchard,arrival court,seed lane,0.535,0.549,inspect_object,True,True,True
966,81,repair_ring,arrival court,arrival court,0.41,0.862,place_object,True,True,True
967,81,riverbend,plank hall,kit alcove,0.81,0.04,move_north,True,True,True
968,81,roofward,ledger loft,ledger loft,0.59,0.598,inspect_object,True,True,True
969,81,archive,spool room,spool room,0.41,0.862,place_object,True,True,True
970,81,signal,arrival court,mast base,0.81,0.04,ask_dialect_memory,True,True,True
971,81,orchard,seed lane,seed lane,0.59,0.598,rest,True,True,True
972,82,repair_ring,arrival court,wire bench,0.355,0.862,avoid_hazard,True,True,True
973,82,riverbend,kit alcove,plank hall,0.81,0.089,wait_for_schedule,True,True,True
974,82,roofward,ledger loft,ledger loft,0.645,0.549,warm_up,True,True,True
975,82,archive,spool room,spool room,0.355,0.862,avoid_hazard,True,True,True
976,82,signal,mast base,lantern walk,0.81,0.089,move_east,True,True,True
977,82,orchard,seed lane,market plank,0.645,0.549,pick_up_object,True,True,True
978,82,repair_ring,wire bench,wire bench,0.3,0.862,talk_resident,True,True,True
979,82,riverbend,plank hall,kit alcove,0.81,0.138,move_east,True,True,True
980,82,roofward,ledger loft,ledger loft,0.7,0.5,pick_up_object,True,True,True
981,82,archive,spool room,spool room,0.3,0.862,talk_resident,True,True,True
982,82,signal,lantern walk,lens room,0.81,0.138,wait_for_schedule,True,True,True
983,82,orchard,market plank,market plank,0.7,0.5,warm_up,True,True,True
984,83,repair_ring,wire bench,spark lane,0.245,0.911,move_north,True,True,True
985,83,riverbend,kit alcove,kit alcove,0.81,0.089,rest,True,True,True
986,83,roofward,ledger loft,ledger loft,0.755,0.5,dry_off,True,True,True
987,83,archive,spool room,arrival court,0.245,0.911,move_north,True,True,True
988,83,signal,lens room,lens room,0.81,0.089,inspect_object,True,True,True
989,83,orchard,market plank,satchel shed,0.755,0.5,place_object,True,True,True
990,83,repair_ring,spark lane,spark lane,0.19,0.96,ask_dialect_memory,True,True,True
991,83,riverbend,kit alcove,kit alcove,0.81,0.04,inspect_object,True,True,True
992,83,roofward,ledger loft,ledger loft,0.81,0.5,place_object,True,True,True
993,83,archive,arrival court,arrival court,0.19,0.96,ask_dialect_memory,True,True,True
994,83,signal,lens room,lens room,0.81,0.04,rest,True,True,True
995,83,orchard,satchel shed,satchel shed,0.81,0.5,dry_off,True,True,True
996,84,riverbend,kit alcove,kit alcove,0.755,0.04,rest,True,True,True
997,84,roofward,ledger loft,ledger loft,0.81,0.5,dry_off,True,True,True
998,84,archive,arrival court,stone stacks,0.245,0.96,move_north,True,True,True
999,84,signal,lens room,lens room,0.755,0.04,inspect_object,True,True,True
1000,84,orchard,satchel shed,satchel shed,0.81,0.5,place_object,True,True,True
1001,84,repair_ring,spark lane,bell alcove,0.245,0.96,ask_dialect_memory,True,True,True
1002,84,riverbend,kit alcove,kit alcove,0.7,0.04,inspect_object,True,True,True
1003,84,roofward,ledger loft,ledger loft,0.81,0.5,place_object,True,True,True
1004,84,archive,stone stacks,stone stacks,0.3,0.96,ask_dialect_memory,True,True,True
1005,84,signal,lens room,lens room,0.7,0.04,rest,True,True,True
1006,84,orchard,satchel shed,satchel shed,0.81,0.5,dry_off,True,True,True
1007,84,repair_ring,bell alcove,wire bench,0.3,0.96,move_north,True,True,True
