tick,day,active_panel,control_group,keyboard_hint,mobile_layout_supported,visible_feedback_panel,debug_toggle_available,replay_export_available,no_private_workspace_leak
2897,161,schedule,schedule,Tab,True,True,True,True,True
2898,162,memory,movement,Enter,True,True,True,True,True
2899,162,consequence,schedule,R,True,True,True,True,True
2900,162,audit,offscreen,S,True,True,True,True,True
2901,162,replay,audit,A,True,True,True,True,True
2902,162,scene,conversation,E,True,True,True,True,True
2903,162,resident,debt,WASD,True,True,True,True,True
2904,162,schedule,save,Tab,True,True,True,True,True
2905,162,debt,movement,Enter,True,True,True,True,True
2906,162,memory,schedule,R,True,True,True,True,True
2907,162,consequence,offscreen,S,True,True,True,True,True
2908,162,audit,audit,A,True,True,True,True,True
2909,162,replay,conversation,E,True,True,True,True,True
2910,162,scene,debt,WASD,True,True,True,True,True
2911,162,resident,save,Tab,True,True,True,True,True
2912,162,schedule,movement,Enter,True,True,True,True,True
2913,162,debt,schedule,R,True,True,True,True,True
2914,162,memory,offscreen,S,True,True,True,True,True
2915,162,consequence,audit,A,True,True,True,True,True
2916,163,replay,offscreen,E,True,True,True,True,True
2917,163,scene,audit,WASD,True,True,True,True,True
2918,163,resident,conversation,Tab,True,True,True,True,True
2919,163,schedule,debt,Enter,True,True,True,True,True
2920,163,debt,save,R,True,True,True,True,True
2921,163,memory,movement,S,True,True,True,True,True
2922,163,consequence,schedule,A,True,True,True,True,True
2923,163,audit,offscreen,E,True,True,True,True,True
2924,163,replay,audit,WASD,True,True,True,True,True
2925,163,scene,conversation,Tab,True,True,True,True,True
2926,163,resident,debt,Enter,True,True,True,True,True
2927,163,schedule,save,R,True,True,True,True,True
2928,163,debt,movement,S,True,True,True,True,True
2929,163,memory,schedule,A,True,True,True,True,True
2930,163,consequence,offscreen,E,True,True,True,True,True
2931,163,audit,audit,WASD,True,True,True,True,True
2932,163,replay,conversation,Tab,True,True,True,True,True
2933,163,scene,debt,Enter,True,True,True,True,True
2934,164,schedule,conversation,R,True,True,True,True,True
2935,164,debt,debt,S,True,True,True,True,True
2936,164,memory,save,A,True,True,True,True,True
2937,164,consequence,movement,E,True,True,True,True,True
2938,164,audit,schedule,WASD,True,True,True,True,True
2939,164,replay,offscreen,Tab,True,True,True,True,True
2940,164,scene,audit,Enter,True,True,True,True,True
2941,164,resident,conversation,R,True,True,True,True,True
2942,164,schedule,debt,S,True,True,True,True,True
2943,164,debt,save,A,True,True,True,True,True
2944,164,memory,movement,E,True,True,True,True,True
2945,164,consequence,schedule,WASD,True,True,True,True,True
2946,164,audit,offscreen,Tab,True,True,True,True,True
2947,164,replay,audit,Enter,True,True,True,True,True
2948,164,scene,conversation,R,True,True,True,True,True
2949,164,resident,debt,S,True,True,True,True,True
2950,164,schedule,save,A,True,True,True,True,True
2951,164,debt,movement,E,True,True,True,True,True
2952,165,consequence,save,WASD,True,True,True,True,True
2953,165,audit,movement,Tab,True,True,True,True,True
2954,165,replay,schedule,Enter,True,True,True,True,True
2955,165,scene,offscreen,R,True,True,True,True,True
2956,165,resident,audit,S,True,True,True,True,True
2957,165,schedule,conversation,A,True,True,True,True,True
2958,165,debt,debt,E,True,True,True,True,True
2959,165,memory,save,WASD,True,True,True,True,True
2960,165,consequence,movement,Tab,True,True,True,True,True
2961,165,audit,schedule,Enter,True,True,True,True,True
2962,165,replay,offscreen,R,True,True,True,True,True
2963,165,scene,audit,S,True,True,True,True,True
2964,165,resident,conversation,A,True,True,True,True,True
2965,165,schedule,debt,E,True,True,True,True,True
2966,165,debt,save,WASD,True,True,True,True,True
2967,165,memory,movement,Tab,True,True,True,True,True
2968,165,consequence,schedule,Enter,True,True,True,True,True
2969,165,audit,offscreen,R,True,True,True,True,True
2970,166,scene,schedule,S,True,True,True,True,True
2971,166,resident,offscreen,A,True,True,True,True,True
2972,166,schedule,audit,E,True,True,True,True,True
2973,166,debt,conversation,WASD,True,True,True,True,True
2974,166,memory,debt,Tab,True,True,True,True,True
2975,166,consequence,save,Enter,True,True,True,True,True
2976,166,audit,movement,R,True,True,True,True,True
2977,166,replay,schedule,S,True,True,True,True,True
2978,166,scene,offscreen,A,True,True,True,True,True
2979,166,resident,audit,E,True,True,True,True,True
2980,166,schedule,conversation,WASD,True,True,True,True,True
2981,166,debt,debt,Tab,True,True,True,True,True
2982,166,memory,save,Enter,True,True,True,True,True
2983,166,consequence,movement,R,True,True,True,True,True
2984,166,audit,schedule,S,True,True,True,True,True
2985,166,replay,offscreen,A,True,True,True,True,True
2986,166,scene,audit,E,True,True,True,True,True
2987,166,resident,conversation,WASD,True,True,True,True,True
2988,167,debt,audit,Tab,True,True,True,True,True
2989,167,memory,conversation,Enter,True,True,True,True,True
2990,167,consequence,debt,R,True,True,True,True,True
2991,167,audit,save,S,True,True,True,True,True
2992,167,replay,movement,A,True,True,True,True,True
2993,167,scene,schedule,E,True,True,True,True,True
2994,167,resident,offscreen,WASD,True,True,True,True,True
2995,167,schedule,audit,Tab,True,True,True,True,True
2996,167,debt,conversation,Enter,True,True,True,True,True
2997,167,memory,debt,R,True,True,True,True,True
2998,167,consequence,save,S,True,True,True,True,True
2999,167,audit,movement,A,True,True,True,True,True
3000,167,replay,schedule,E,True,True,True,True,True
3001,167,scene,offscreen,WASD,True,True,True,True,True
3002,167,resident,audit,Tab,True,True,True,True,True
3003,167,schedule,conversation,Enter,True,True,True,True,True
3004,167,debt,debt,R,True,True,True,True,True
3005,167,memory,save,S,True,True,True,True,True
3006,168,audit,debt,A,True,True,True,True,True
3007,168,replay,save,E,True,True,True,True,True
3008,168,scene,movement,WASD,True,True,True,True,True
3009,168,resident,schedule,Tab,True,True,True,True,True
3010,168,schedule,offscreen,Enter,True,True,True,True,True
3011,168,debt,audit,R,True,True,True,True,True
3012,168,memory,conversation,S,True,True,True,True,True
3013,168,consequence,debt,A,True,True,True,True,True
3014,168,audit,save,E,True,True,True,True,True
3015,168,replay,movement,WASD,True,True,True,True,True
3016,168,scene,schedule,Tab,True,True,True,True,True
3017,168,resident,offscreen,Enter,True,True,True,True,True
3018,168,schedule,audit,R,True,True,True,True,True
3019,168,debt,conversation,S,True,True,True,True,True
3020,168,memory,debt,A,True,True,True,True,True
3021,168,consequence,save,E,True,True,True,True,True
3022,168,audit,movement,WASD,True,True,True,True,True
3023,168,replay,schedule,Tab,True,True,True,True,True
3024,169,resident,movement,Enter,True,True,True,True,True
3025,169,schedule,schedule,R,True,True,True,True,True
3026,169,debt,offscreen,S,True,True,True,True,True
3027,169,memory,audit,A,True,True,True,True,True
3028,169,consequence,conversation,E,True,True,True,True,True
3029,169,audit,debt,WASD,True,True,True,True,True
3030,169,replay,save,Tab,True,True,True,True,True
3031,169,scene,movement,Enter,True,True,True,True,True
3032,169,resident,schedule,R,True,True,True,True,True
3033,169,schedule,offscreen,S,True,True,True,True,True
3034,169,debt,audit,A,True,True,True,True,True
3035,169,memory,conversation,E,True,True,True,True,True
3036,169,consequence,debt,WASD,True,True,True,True,True
3037,169,audit,save,Tab,True,True,True,True,True
3038,169,replay,movement,Enter,True,True,True,True,True
3039,169,scene,schedule,R,True,True,True,True,True
3040,169,resident,offscreen,S,True,True,True,True,True
3041,169,schedule,audit,A,True,True,True,True,True
3042,170,memory,offscreen,E,True,True,True,True,True
3043,170,consequence,audit,WASD,True,True,True,True,True
3044,170,audit,conversation,Tab,True,True,True,True,True
3045,170,replay,debt,Enter,True,True,True,True,True
3046,170,scene,save,R,True,True,True,True,True
3047,170,resident,movement,S,True,True,True,True,True
3048,170,schedule,schedule,A,True,True,True,True,True
3049,170,debt,offscreen,E,True,True,True,True,True
3050,170,memory,audit,WASD,True,True,True,True,True
3051,170,consequence,conversation,Tab,True,True,True,True,True
3052,170,audit,debt,Enter,True,True,True,True,True
3053,170,replay,save,R,True,True,True,True,True
3054,170,scene,movement,S,True,True,True,True,True
3055,170,resident,schedule,A,True,True,True,True,True
3056,170,schedule,offscreen,E,True,True,True,True,True
3057,170,debt,audit,WASD,True,True,True,True,True
3058,170,memory,conversation,Tab,True,True,True,True,True
3059,170,consequence,debt,Enter,True,True,True,True,True
3060,171,replay,conversation,R,True,True,True,True,True
3061,171,scene,debt,S,True,True,True,True,True
3062,171,resident,save,A,True,True,True,True,True
3063,171,schedule,movement,E,True,True,True,True,True
3064,171,debt,schedule,WASD,True,True,True,True,True
3065,171,memory,offscreen,Tab,True,True,True,True,True
3066,171,consequence,audit,Enter,True,True,True,True,True
3067,171,audit,conversation,R,True,True,True,True,True
3068,171,replay,debt,S,True,True,True,True,True
3069,171,scene,save,A,True,True,True,True,True
3070,171,resident,movement,E,True,True,True,True,True
3071,171,schedule,schedule,WASD,True,True,True,True,True
3072,171,debt,offscreen,Tab,True,True,True,True,True
3073,171,memory,audit,Enter,True,True,True,True,True
3074,171,consequence,conversation,R,True,True,True,True,True
3075,171,audit,debt,S,True,True,True,True,True
3076,171,replay,save,A,True,True,True,True,True
3077,171,scene,movement,E,True,True,True,True,True
3078,172,schedule,save,WASD,True,True,True,True,True
3079,172,debt,movement,Tab,True,True,True,True,True
3080,172,memory,schedule,Enter,True,True,True,True,True
3081,172,consequence,offscreen,R,True,True,True,True,True
3082,172,audit,audit,S,True,True,True,True,True
3083,172,replay,conversation,A,True,True,True,True,True
3084,172,scene,debt,E,True,True,True,True,True
3085,172,resident,save,WASD,True,True,True,True,True
3086,172,schedule,movement,Tab,True,True,True,True,True
3087,172,debt,schedule,Enter,True,True,True,True,True
3088,172,memory,offscreen,R,True,True,True,True,True
3089,172,consequence,audit,S,True,True,True,True,True
3090,172,audit,conversation,A,True,True,True,True,True
3091,172,replay,debt,E,True,True,True,True,True
3092,172,scene,save,WASD,True,True,True,True,True
3093,172,resident,movement,Tab,True,True,True,True,True
3094,172,schedule,schedule,Enter,True,True,True,True,True
3095,172,debt,offscreen,R,True,True,True,True,True
3096,173,consequence,schedule,S,True,True,True,True,True
3097,173,audit,offscreen,A,True,True,True,True,True
3098,173,replay,audit,E,True,True,True,True,True
3099,173,scene,conversation,WASD,True,True,True,True,True
3100,173,resident,debt,Tab,True,True,True,True,True
3101,173,schedule,save,Enter,True,True,True,True,True
3102,173,debt,movement,R,True,True,True,True,True
3103,173,memory,schedule,S,True,True,True,True,True
3104,173,consequence,offscreen,A,True,True,True,True,True
3105,173,audit,audit,E,True,True,True,True,True
3106,173,replay,conversation,WASD,True,True,True,True,True
3107,173,scene,debt,Tab,True,True,True,True,True
3108,173,resident,save,Enter,True,True,True,True,True
3109,173,schedule,movement,R,True,True,True,True,True
3110,173,debt,schedule,S,True,True,True,True,True
3111,173,memory,offscreen,A,True,True,True,True,True
3112,173,consequence,audit,E,True,True,True,True,True
3113,173,audit,conversation,WASD,True,True,True,True,True
3114,174,scene,audit,Tab,True,True,True,True,True
3115,174,resident,conversation,Enter,True,True,True,True,True
3116,174,schedule,debt,R,True,True,True,True,True
3117,174,debt,save,S,True,True,True,True,True
3118,174,memory,movement,A,True,True,True,True,True
3119,174,consequence,schedule,E,True,True,True,True,True
3120,174,audit,offscreen,WASD,True,True,True,True,True
3121,174,replay,audit,Tab,True,True,True,True,True
3122,174,scene,conversation,Enter,True,True,True,True,True
3123,174,resident,debt,R,True,True,True,True,True
3124,174,schedule,save,S,True,True,True,True,True
3125,174,debt,movement,A,True,True,True,True,True
3126,174,memory,schedule,E,True,True,True,True,True
3127,174,consequence,offscreen,WASD,True,True,True,True,True
3128,174,audit,audit,Tab,True,True,True,True,True
3129,174,replay,conversation,Enter,True,True,True,True,True
3130,174,scene,debt,R,True,True,True,True,True
3131,174,resident,save,S,True,True,True,True,True
3132,175,debt,debt,A,True,True,True,True,True
3133,175,memory,save,E,True,True,True,True,True
3134,175,consequence,movement,WASD,True,True,True,True,True
3135,175,audit,schedule,Tab,True,True,True,True,True
3136,175,replay,offscreen,Enter,True,True,True,True,True
3137,175,scene,audit,R,True,True,True,True,True
3138,175,resident,conversation,S,True,True,True,True,True
3139,175,schedule,debt,A,True,True,True,True,True
3140,175,debt,save,E,True,True,True,True,True
3141,175,memory,movement,WASD,True,True,True,True,True
3142,175,consequence,schedule,Tab,True,True,True,True,True
3143,175,audit,offscreen,Enter,True,True,True,True,True
3144,175,replay,audit,R,True,True,True,True,True
3145,175,scene,conversation,S,True,True,True,True,True
3146,175,resident,debt,A,True,True,True,True,True
3147,175,schedule,save,E,True,True,True,True,True
3148,175,debt,movement,WASD,True,True,True,True,True
3149,175,memory,schedule,Tab,True,True,True,True,True
3150,176,audit,movement,Enter,True,True,True,True,True
3151,176,replay,schedule,R,True,True,True,True,True
3152,176,scene,offscreen,S,True,True,True,True,True
3153,176,resident,audit,A,True,True,True,True,True
3154,176,schedule,conversation,E,True,True,True,True,True
3155,176,debt,debt,WASD,True,True,True,True,True
3156,176,memory,save,Tab,True,True,True,True,True
3157,176,consequence,movement,Enter,True,True,True,True,True
3158,176,audit,schedule,R,True,True,True,True,True
3159,176,replay,offscreen,S,True,True,True,True,True
3160,176,scene,audit,A,True,True,True,True,True
3161,176,resident,conversation,E,True,True,True,True,True
3162,176,schedule,debt,WASD,True,True,True,True,True
3163,176,debt,save,Tab,True,True,True,True,True
3164,176,memory,movement,Enter,True,True,True,True,True
3165,176,consequence,schedule,R,True,True,True,True,True
3166,176,audit,offscreen,S,True,True,True,True,True
3167,176,replay,audit,A,True,True,True,True,True
3168,177,resident,offscreen,E,True,True,True,True,True
3169,177,schedule,audit,WASD,True,True,True,True,True
3170,177,debt,conversation,Tab,True,True,True,True,True
3171,177,memory,debt,Enter,True,True,True,True,True
3172,177,consequence,save,R,True,True,True,True,True
3173,177,audit,movement,S,True,True,True,True,True
3174,177,replay,schedule,A,True,True,True,True,True
3175,177,scene,offscreen,E,True,True,True,True,True
3176,177,resident,audit,WASD,True,True,True,True,True
3177,177,schedule,conversation,Tab,True,True,True,True,True
3178,177,debt,debt,Enter,True,True,True,True,True
3179,177,memory,save,R,True,True,True,True,True
3180,177,consequence,movement,S,True,True,True,True,True
3181,177,audit,schedule,A,True,True,True,True,True
3182,177,replay,offscreen,E,True,True,True,True,True
3183,177,scene,audit,WASD,True,True,True,True,True
3184,177,resident,conversation,Tab,True,True,True,True,True
3185,177,schedule,debt,Enter,True,True,True,True,True
3186,178,memory,conversation,R,True,True,True,True,True
3187,178,consequence,debt,S,True,True,True,True,True
3188,178,audit,save,A,True,True,True,True,True
3189,178,replay,movement,E,True,True,True,True,True
3190,178,scene,schedule,WASD,True,True,True,True,True
3191,178,resident,offscreen,Tab,True,True,True,True,True
3192,178,schedule,audit,Enter,True,True,True,True,True
3193,178,debt,conversation,R,True,True,True,True,True
3194,178,memory,debt,S,True,True,True,True,True
3195,178,consequence,save,A,True,True,True,True,True
3196,178,audit,movement,E,True,True,True,True,True
3197,178,replay,schedule,WASD,True,True,True,True,True
3198,178,scene,offscreen,Tab,True,True,True,True,True
3199,178,resident,audit,Enter,True,True,True,True,True
3200,178,schedule,conversation,R,True,True,True,True,True
3201,178,debt,debt,S,True,True,True,True,True
3202,178,memory,save,A,True,True,True,True,True
3203,178,consequence,movement,E,True,True,True,True,True
3204,179,replay,save,WASD,True,True,True,True,True
3205,179,scene,movement,Tab,True,True,True,True,True
3206,179,resident,schedule,Enter,True,True,True,True,True
3207,179,schedule,offscreen,R,True,True,True,True,True
3208,179,debt,audit,S,True,True,True,True,True
3209,179,memory,conversation,A,True,True,True,True,True
3210,179,consequence,debt,E,True,True,True,True,True
3211,179,audit,save,WASD,True,True,True,True,True
3212,179,replay,movement,Tab,True,True,True,True,True
3213,179,scene,schedule,Enter,True,True,True,True,True
3214,179,resident,offscreen,R,True,True,True,True,True
3215,179,schedule,audit,S,True,True,True,True,True
3216,179,debt,conversation,A,True,True,True,True,True
3217,179,memory,debt,E,True,True,True,True,True
3218,179,consequence,save,WASD,True,True,True,True,True
3219,179,audit,movement,Tab,True,True,True,True,True
3220,179,replay,schedule,Enter,True,True,True,True,True
3221,179,scene,offscreen,R,True,True,True,True,True
3222,180,schedule,schedule,S,True,True,True,True,True
3223,180,debt,offscreen,A,True,True,True,True,True
3224,180,memory,audit,E,True,True,True,True,True
3225,180,consequence,conversation,WASD,True,True,True,True,True
3226,180,audit,debt,Tab,True,True,True,True,True
3227,180,replay,save,Enter,True,True,True,True,True
3228,180,scene,movement,R,True,True,True,True,True
3229,180,resident,schedule,S,True,True,True,True,True
3230,180,schedule,offscreen,A,True,True,True,True,True
3231,180,debt,audit,E,True,True,True,True,True
3232,180,memory,conversation,WASD,True,True,True,True,True
3233,180,consequence,debt,Tab,True,True,True,True,True
3234,180,audit,save,Enter,True,True,True,True,True
3235,180,replay,movement,R,True,True,True,True,True
3236,180,scene,schedule,S,True,True,True,True,True
3237,180,resident,offscreen,A,True,True,True,True,True
3238,180,schedule,audit,E,True,True,True,True,True
3239,180,debt,conversation,WASD,True,True,True,True,True
3240,181,consequence,audit,Tab,True,True,True,True,True
3241,181,audit,conversation,Enter,True,True,True,True,True
3242,181,replay,debt,R,True,True,True,True,True
3243,181,scene,save,S,True,True,True,True,True
3244,181,resident,movement,A,True,True,True,True,True
3245,181,schedule,schedule,E,True,True,True,True,True
3246,181,debt,offscreen,WASD,True,True,True,True,True
3247,181,memory,audit,Tab,True,True,True,True,True
3248,181,consequence,conversation,Enter,True,True,True,True,True
3249,181,audit,debt,R,True,True,True,True,True
3250,181,replay,save,S,True,True,True,True,True
3251,181,scene,movement,A,True,True,True,True,True
3252,181,resident,schedule,E,True,True,True,True,True
3253,181,schedule,offscreen,WASD,True,True,True,True,True
3254,181,debt,audit,Tab,True,True,True,True,True
3255,181,memory,conversation,Enter,True,True,True,True,True
3256,181,consequence,debt,R,True,True,True,True,True
3257,181,audit,save,S,True,True,True,True,True
3258,182,scene,debt,A,True,True,True,True,True
3259,182,resident,save,E,True,True,True,True,True
3260,182,schedule,movement,WASD,True,True,True,True,True
3261,182,debt,schedule,Tab,True,True,True,True,True
3262,182,memory,offscreen,Enter,True,True,True,True,True
3263,182,consequence,audit,R,True,True,True,True,True
3264,182,audit,conversation,S,True,True,True,True,True
3265,182,replay,debt,A,True,True,True,True,True
3266,182,scene,save,E,True,True,True,True,True
3267,182,resident,movement,WASD,True,True,True,True,True
3268,182,schedule,schedule,Tab,True,True,True,True,True
3269,182,debt,offscreen,Enter,True,True,True,True,True
3270,182,memory,audit,R,True,True,True,True,True
3271,182,consequence,conversation,S,True,True,True,True,True
3272,182,audit,debt,A,True,True,True,True,True
3273,182,replay,save,E,True,True,True,True,True
3274,182,scene,movement,WASD,True,True,True,True,True
3275,182,resident,schedule,Tab,True,True,True,True,True
3276,183,debt,movement,Enter,True,True,True,True,True
3277,183,memory,schedule,R,True,True,True,True,True
3278,183,consequence,offscreen,S,True,True,True,True,True
3279,183,audit,audit,A,True,True,True,True,True
3280,183,replay,conversation,E,True,True,True,True,True
3281,183,scene,debt,WASD,True,True,True,True,True
3282,183,resident,save,Tab,True,True,True,True,True
3283,183,schedule,movement,Enter,True,True,True,True,True
3284,183,debt,schedule,R,True,True,True,True,True
3285,183,memory,offscreen,S,True,True,True,True,True
3286,183,consequence,audit,A,True,True,True,True,True
3287,183,audit,conversation,E,True,True,True,True,True
3288,183,replay,debt,WASD,True,True,True,True,True
3289,183,scene,save,Tab,True,True,True,True,True
3290,183,resident,movement,Enter,True,True,True,True,True
3291,183,schedule,schedule,R,True,True,True,True,True
3292,183,debt,offscreen,S,True,True,True,True,True
3293,183,memory,audit,A,True,True,True,True,True
3294,184,audit,offscreen,E,True,True,True,True,True
3295,184,replay,audit,WASD,True,True,True,True,True
3296,184,scene,conversation,Tab,True,True,True,True,True
3297,184,resident,debt,Enter,True,True,True,True,True
3298,184,schedule,save,R,True,True,True,True,True
3299,184,debt,movement,S,True,True,True,True,True
3300,184,memory,schedule,A,True,True,True,True,True
3301,184,consequence,offscreen,E,True,True,True,True,True
3302,184,audit,audit,WASD,True,True,True,True,True
3303,184,replay,conversation,Tab,True,True,True,True,True
3304,184,scene,debt,Enter,True,True,True,True,True
3305,184,resident,save,R,True,True,True,True,True
3306,184,schedule,movement,S,True,True,True,True,True
3307,184,debt,schedule,A,True,True,True,True,True
3308,184,memory,offscreen,E,True,True,True,True,True
3309,184,consequence,audit,WASD,True,True,True,True,True
3310,184,audit,conversation,Tab,True,True,True,True,True
3311,184,replay,debt,Enter,True,True,True,True,True
3312,185,resident,conversation,R,True,True,True,True,True
3313,185,schedule,debt,S,True,True,True,True,True
3314,185,debt,save,A,True,True,True,True,True
3315,185,memory,movement,E,True,True,True,True,True
3316,185,consequence,schedule,WASD,True,True,True,True,True
3317,185,audit,offscreen,Tab,True,True,True,True,True
3318,185,replay,audit,Enter,True,True,True,True,True
3319,185,scene,conversation,R,True,True,True,True,True
3320,185,resident,debt,S,True,True,True,True,True
3321,185,schedule,save,A,True,True,True,True,True
3322,185,debt,movement,E,True,True,True,True,True
3323,185,memory,schedule,WASD,True,True,True,True,True
3324,185,consequence,offscreen,Tab,True,True,True,True,True
3325,185,audit,audit,Enter,True,True,True,True,True
3326,185,replay,conversation,R,True,True,True,True,True
3327,185,scene,debt,S,True,True,True,True,True
3328,185,resident,save,A,True,True,True,True,True
3329,185,schedule,movement,E,True,True,True,True,True
3330,186,memory,save,WASD,True,True,True,True,True
3331,186,consequence,movement,Tab,True,True,True,True,True
3332,186,audit,schedule,Enter,True,True,True,True,True
3333,186,replay,offscreen,R,True,True,True,True,True
3334,186,scene,audit,S,True,True,True,True,True
3335,186,resident,conversation,A,True,True,True,True,True
3336,186,schedule,debt,E,True,True,True,True,True
3337,186,debt,save,WASD,True,True,True,True,True
3338,186,memory,movement,Tab,True,True,True,True,True
3339,186,consequence,schedule,Enter,True,True,True,True,True
3340,186,audit,offscreen,R,True,True,True,True,True
3341,186,replay,audit,S,True,True,True,True,True
3342,186,scene,conversation,A,True,True,True,True,True
3343,186,resident,debt,E,True,True,True,True,True
3344,186,schedule,save,WASD,True,True,True,True,True
3345,186,debt,movement,Tab,True,True,True,True,True
3346,186,memory,schedule,Enter,True,True,True,True,True
3347,186,consequence,offscreen,R,True,True,True,True,True
3348,187,replay,schedule,S,True,True,True,True,True
3349,187,scene,offscreen,A,True,True,True,True,True
3350,187,resident,audit,E,True,True,True,True,True
3351,187,schedule,conversation,WASD,True,True,True,True,True
3352,187,debt,debt,Tab,True,True,True,True,True
3353,187,memory,save,Enter,True,True,True,True,True
3354,187,consequence,movement,R,True,True,True,True,True
3355,187,audit,schedule,S,True,True,True,True,True
3356,187,replay,offscreen,A,True,True,True,True,True
3357,187,scene,audit,E,True,True,True,True,True
3358,187,resident,conversation,WASD,True,True,True,True,True
3359,187,schedule,debt,Tab,True,True,True,True,True
3360,187,debt,save,Enter,True,True,True,True,True
3361,187,memory,movement,R,True,True,True,True,True
3362,187,consequence,schedule,S,True,True,True,True,True
3363,187,audit,offscreen,A,True,True,True,True,True
3364,187,replay,audit,E,True,True,True,True,True
3365,187,scene,conversation,WASD,True,True,True,True,True
3366,188,schedule,audit,Tab,True,True,True,True,True
3367,188,debt,conversation,Enter,True,True,True,True,True
3368,188,memory,debt,R,True,True,True,True,True
3369,188,consequence,save,S,True,True,True,True,True
3370,188,audit,movement,A,True,True,True,True,True
3371,188,replay,schedule,E,True,True,True,True,True
3372,188,scene,offscreen,WASD,True,True,True,True,True
3373,188,resident,audit,Tab,True,True,True,True,True
3374,188,schedule,conversation,Enter,True,True,True,True,True
3375,188,debt,debt,R,True,True,True,True,True
3376,188,memory,save,S,True,True,True,True,True
3377,188,consequence,movement,A,True,True,True,True,True
3378,188,audit,schedule,E,True,True,True,True,True
3379,188,replay,offscreen,WASD,True,True,True,True,True
3380,188,scene,audit,Tab,True,True,True,True,True
3381,188,resident,conversation,Enter,True,True,True,True,True
3382,188,schedule,debt,R,True,True,True,True,True
3383,188,debt,save,S,True,True,True,True,True
3384,189,consequence,debt,A,True,True,True,True,True
3385,189,audit,save,E,True,True,True,True,True
3386,189,replay,movement,WASD,True,True,True,True,True
3387,189,scene,schedule,Tab,True,True,True,True,True
3388,189,resident,offscreen,Enter,True,True,True,True,True
3389,189,schedule,audit,R,True,True,True,True,True
3390,189,debt,conversation,S,True,True,True,True,True
3391,189,memory,debt,A,True,True,True,True,True
3392,189,consequence,save,E,True,True,True,True,True
3393,189,audit,movement,WASD,True,True,True,True,True
3394,189,replay,schedule,Tab,True,True,True,True,True
3395,189,scene,offscreen,Enter,True,True,True,True,True
3396,189,resident,audit,R,True,True,True,True,True
3397,189,schedule,conversation,S,True,True,True,True,True
3398,189,debt,debt,A,True,True,True,True,True
3399,189,memory,save,E,True,True,True,True,True
3400,189,consequence,movement,WASD,True,True,True,True,True
3401,189,audit,schedule,Tab,True,True,True,True,True
3402,190,scene,movement,Enter,True,True,True,True,True
3403,190,resident,schedule,R,True,True,True,True,True
3404,190,schedule,offscreen,S,True,True,True,True,True
3405,190,debt,audit,A,True,True,True,True,True
3406,190,memory,conversation,E,True,True,True,True,True
3407,190,consequence,debt,WASD,True,True,True,True,True
3408,190,audit,save,Tab,True,True,True,True,True
3409,190,replay,movement,Enter,True,True,True,True,True
3410,190,scene,schedule,R,True,True,True,True,True
3411,190,resident,offscreen,S,True,True,True,True,True
3412,190,schedule,audit,A,True,True,True,True,True
3413,190,debt,conversation,E,True,True,True,True,True
3414,190,memory,debt,WASD,True,True,True,True,True
3415,190,consequence,save,Tab,True,True,True,True,True
3416,190,audit,movement,Enter,True,True,True,True,True
3417,190,replay,schedule,R,True,True,True,True,True
3418,190,scene,offscreen,S,True,True,True,True,True
3419,190,resident,audit,A,True,True,True,True,True
3420,191,debt,offscreen,E,True,True,True,True,True
3421,191,memory,audit,WASD,True,True,True,True,True
3422,191,consequence,conversation,Tab,True,True,True,True,True
3423,191,audit,debt,Enter,True,True,True,True,True
3424,191,replay,save,R,True,True,True,True,True
3425,191,scene,movement,S,True,True,True,True,True
3426,191,resident,schedule,A,True,True,True,True,True
3427,191,schedule,offscreen,E,True,True,True,True,True
3428,191,debt,audit,WASD,True,True,True,True,True
3429,191,memory,conversation,Tab,True,True,True,True,True
3430,191,consequence,debt,Enter,True,True,True,True,True
3431,191,audit,save,R,True,True,True,True,True
3432,191,replay,movement,S,True,True,True,True,True
3433,191,scene,schedule,A,True,True,True,True,True
3434,191,resident,offscreen,E,True,True,True,True,True
3435,191,schedule,audit,WASD,True,True,True,True,True
3436,191,debt,conversation,Tab,True,True,True,True,True
3437,191,memory,debt,Enter,True,True,True,True,True
3438,192,audit,conversation,R,True,True,True,True,True
3439,192,replay,debt,S,True,True,True,True,True
3440,192,scene,save,A,True,True,True,True,True
3441,192,resident,movement,E,True,True,True,True,True
3442,192,schedule,schedule,WASD,True,True,True,True,True
3443,192,debt,offscreen,Tab,True,True,True,True,True
3444,192,memory,audit,Enter,True,True,True,True,True
3445,192,consequence,conversation,R,True,True,True,True,True
3446,192,audit,debt,S,True,True,True,True,True
3447,192,replay,save,A,True,True,True,True,True
3448,192,scene,movement,E,True,True,True,True,True
3449,192,resident,schedule,WASD,True,True,True,True,True
3450,192,schedule,offscreen,Tab,True,True,True,True,True
3451,192,debt,audit,Enter,True,True,True,True,True
3452,192,memory,conversation,R,True,True,True,True,True
3453,192,consequence,debt,S,True,True,True,True,True
3454,192,audit,save,A,True,True,True,True,True
3455,192,replay,movement,E,True,True,True,True,True
3456,193,resident,save,WASD,True,True,True,True,True
3457,193,schedule,movement,Tab,True,True,True,True,True
3458,193,debt,schedule,Enter,True,True,True,True,True
3459,193,memory,offscreen,R,True,True,True,True,True
3460,193,consequence,audit,S,True,True,True,True,True
3461,193,audit,conversation,A,True,True,True,True,True
3462,193,replay,debt,E,True,True,True,True,True
3463,193,scene,save,WASD,True,True,True,True,True
