tick_id,day,debtor,infrastructure_id,owed_work,debt_before,debt_delta,debt_after,settled,visible_to_household,repair_option
403,23,Ari,river_mill_bridge,maintain River mill bridge,0.185098,0.0,0.185098,False,True,"schedule repair, borrow tool, exchange stock"
404,23,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.149068,0.0,0.149068,False,True,"schedule repair, borrow tool, exchange stock"
405,23,Nia,archive_public_kiosk,maintain Archive public kiosk,0.370964,-0.139127,0.231837,True,True,"schedule repair, borrow tool, exchange stock"
406,23,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.232743,0.0,0.232743,False,True,"schedule repair, borrow tool, exchange stock"
407,23,Ari,river_mill_bridge,maintain River mill bridge,0.185098,0.0,0.185098,False,True,"schedule repair, borrow tool, exchange stock"
408,23,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.149068,0.0,0.149068,False,True,"schedule repair, borrow tool, exchange stock"
409,23,Nia,archive_public_kiosk,maintain Archive public kiosk,0.231837,0.0,0.231837,False,True,"schedule repair, borrow tool, exchange stock"
410,23,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.232743,0.0,0.232743,False,True,"schedule repair, borrow tool, exchange stock"
411,23,Ari,river_mill_bridge,maintain River mill bridge,0.185098,0.0,0.185098,False,True,"schedule repair, borrow tool, exchange stock"
412,23,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.149068,0.0,0.149068,False,True,"schedule repair, borrow tool, exchange stock"
413,23,Nia,archive_public_kiosk,maintain Archive public kiosk,0.231837,-0.129428,0.102409,True,True,"schedule repair, borrow tool, exchange stock"
414,24,Ari,river_mill_bridge,maintain River mill bridge,0.185098,0.0,0.185098,False,True,"schedule repair, borrow tool, exchange stock"
415,24,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.149068,0.0,0.149068,False,True,"schedule repair, borrow tool, exchange stock"
416,24,Nia,archive_public_kiosk,maintain Archive public kiosk,0.102409,0.0,0.102409,False,True,"schedule repair, borrow tool, exchange stock"
417,24,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.232743,0.0,0.232743,False,True,"schedule repair, borrow tool, exchange stock"
418,24,Ari,river_mill_bridge,maintain River mill bridge,0.185098,0.0,0.185098,False,True,"schedule repair, borrow tool, exchange stock"
419,24,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.149068,0.0,0.149068,False,True,"schedule repair, borrow tool, exchange stock"
420,24,Nia,archive_public_kiosk,maintain Archive public kiosk,0.102409,0.0,0.102409,False,True,"schedule repair, borrow tool, exchange stock"
421,24,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.232743,0.0,0.232743,False,True,"schedule repair, borrow tool, exchange stock"
422,24,Ari,river_mill_bridge,maintain River mill bridge,0.185098,0.0,0.185098,False,True,"schedule repair, borrow tool, exchange stock"
423,24,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.149068,0.0,0.149068,False,True,"schedule repair, borrow tool, exchange stock"
424,24,Nia,archive_public_kiosk,maintain Archive public kiosk,0.102409,0.0,0.102409,False,True,"schedule repair, borrow tool, exchange stock"
425,24,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.232743,0.0,0.232743,False,True,"schedule repair, borrow tool, exchange stock"
426,24,Ari,river_mill_bridge,maintain River mill bridge,0.185098,0.0,0.185098,False,True,"schedule repair, borrow tool, exchange stock"
427,24,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.149068,0.0,0.149068,False,True,"schedule repair, borrow tool, exchange stock"
428,24,Nia,archive_public_kiosk,maintain Archive public kiosk,0.102409,0.0,0.102409,False,True,"schedule repair, borrow tool, exchange stock"
429,24,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.232743,0.0,0.232743,False,True,"schedule repair, borrow tool, exchange stock"
430,24,Ari,river_mill_bridge,maintain River mill bridge,0.185098,0.0,0.185098,False,True,"schedule repair, borrow tool, exchange stock"
431,24,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.149068,0.0,0.149068,False,True,"schedule repair, borrow tool, exchange stock"
432,25,Nia,archive_public_kiosk,maintain Archive public kiosk,0.102409,0.0,0.102409,False,True,"schedule repair, borrow tool, exchange stock"
433,25,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.232743,0.0,0.232743,False,True,"schedule repair, borrow tool, exchange stock"
434,25,Ari,river_mill_bridge,maintain River mill bridge,0.185098,0.0,0.185098,False,True,"schedule repair, borrow tool, exchange stock"
435,25,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.149068,0.0,0.149068,False,True,"schedule repair, borrow tool, exchange stock"
436,25,Nia,archive_public_kiosk,maintain Archive public kiosk,0.102409,0.0,0.102409,False,True,"schedule repair, borrow tool, exchange stock"
437,25,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.232743,0.0,0.232743,False,True,"schedule repair, borrow tool, exchange stock"
438,25,Ari,river_mill_bridge,maintain River mill bridge,0.185098,0.0,0.185098,False,True,"schedule repair, borrow tool, exchange stock"
439,25,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.149068,0.0,0.149068,False,True,"schedule repair, borrow tool, exchange stock"
440,25,Nia,archive_public_kiosk,maintain Archive public kiosk,0.102409,0.0,0.102409,False,True,"schedule repair, borrow tool, exchange stock"
441,25,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.232743,-0.130184,0.102559,True,True,"schedule repair, borrow tool, exchange stock"
442,25,Ari,river_mill_bridge,maintain River mill bridge,0.185098,0.0,0.185098,False,True,"schedule repair, borrow tool, exchange stock"
443,25,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.329068,0.012,0.341068,False,True,"schedule repair, borrow tool, exchange stock"
444,25,Nia,archive_public_kiosk,maintain Archive public kiosk,0.102409,0.0,0.102409,False,True,"schedule repair, borrow tool, exchange stock"
445,25,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.102559,0.0,0.102559,False,True,"schedule repair, borrow tool, exchange stock"
446,25,Ari,river_mill_bridge,maintain River mill bridge,0.185098,0.0,0.185098,False,True,"schedule repair, borrow tool, exchange stock"
447,25,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.341068,0.012,0.353068,False,True,"schedule repair, borrow tool, exchange stock"
448,25,Nia,archive_public_kiosk,maintain Archive public kiosk,0.102409,0.0,0.102409,False,True,"schedule repair, borrow tool, exchange stock"
449,25,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.102559,0.0,0.102559,False,True,"schedule repair, borrow tool, exchange stock"
450,26,Ari,river_mill_bridge,maintain River mill bridge,0.185098,0.0,0.185098,False,True,"schedule repair, borrow tool, exchange stock"
451,26,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.353068,0.012,0.365068,False,True,"schedule repair, borrow tool, exchange stock"
452,26,Nia,archive_public_kiosk,maintain Archive public kiosk,0.102409,0.0,0.102409,False,True,"schedule repair, borrow tool, exchange stock"
453,26,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.102559,0.0,0.102559,False,True,"schedule repair, borrow tool, exchange stock"
454,26,Ari,river_mill_bridge,maintain River mill bridge,0.185098,0.0,0.185098,False,True,"schedule repair, borrow tool, exchange stock"
455,26,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.365068,0.012,0.377068,False,True,"schedule repair, borrow tool, exchange stock"
456,26,Nia,archive_public_kiosk,maintain Archive public kiosk,0.102409,0.0,0.102409,False,True,"schedule repair, borrow tool, exchange stock"
457,26,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.102559,0.0,0.102559,False,True,"schedule repair, borrow tool, exchange stock"
458,26,Ari,river_mill_bridge,maintain River mill bridge,0.185098,0.0,0.185098,False,True,"schedule repair, borrow tool, exchange stock"
459,26,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.377068,-0.139228,0.23784,True,True,"schedule repair, borrow tool, exchange stock"
460,26,Nia,archive_public_kiosk,maintain Archive public kiosk,0.102409,0.0,0.102409,False,True,"schedule repair, borrow tool, exchange stock"
461,26,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.102559,0.0,0.102559,False,True,"schedule repair, borrow tool, exchange stock"
462,26,Ari,river_mill_bridge,maintain River mill bridge,0.185098,0.0,0.185098,False,True,"schedule repair, borrow tool, exchange stock"
463,26,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.23784,0.0,0.23784,False,True,"schedule repair, borrow tool, exchange stock"
464,26,Nia,archive_public_kiosk,maintain Archive public kiosk,0.102409,0.0,0.102409,False,True,"schedule repair, borrow tool, exchange stock"
465,26,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.102559,0.0,0.102559,False,True,"schedule repair, borrow tool, exchange stock"
466,26,Ari,river_mill_bridge,maintain River mill bridge,0.185098,0.0,0.185098,False,True,"schedule repair, borrow tool, exchange stock"
467,26,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.23784,-0.129705,0.108135,True,True,"schedule repair, borrow tool, exchange stock"
468,27,Nia,archive_public_kiosk,maintain Archive public kiosk,0.102409,0.0,0.102409,False,True,"schedule repair, borrow tool, exchange stock"
469,27,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.102559,0.0,0.102559,False,True,"schedule repair, borrow tool, exchange stock"
470,27,Ari,river_mill_bridge,maintain River mill bridge,0.185098,0.0,0.185098,False,True,"schedule repair, borrow tool, exchange stock"
471,27,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.108135,0.0,0.108135,False,True,"schedule repair, borrow tool, exchange stock"
472,27,Nia,archive_public_kiosk,maintain Archive public kiosk,0.102409,0.0,0.102409,False,True,"schedule repair, borrow tool, exchange stock"
473,27,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.102559,0.0,0.102559,False,True,"schedule repair, borrow tool, exchange stock"
474,27,Ari,river_mill_bridge,maintain River mill bridge,0.185098,0.0,0.185098,False,True,"schedule repair, borrow tool, exchange stock"
475,27,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.108135,0.0,0.108135,False,True,"schedule repair, borrow tool, exchange stock"
476,27,Nia,archive_public_kiosk,maintain Archive public kiosk,0.102409,0.012,0.114409,False,True,"schedule repair, borrow tool, exchange stock"
477,27,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.102559,0.0,0.102559,False,True,"schedule repair, borrow tool, exchange stock"
478,27,Ari,river_mill_bridge,maintain River mill bridge,0.185098,0.0,0.185098,False,True,"schedule repair, borrow tool, exchange stock"
479,27,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.108135,0.0,0.108135,False,True,"schedule repair, borrow tool, exchange stock"
480,27,Nia,archive_public_kiosk,maintain Archive public kiosk,0.114409,0.012,0.126409,False,True,"schedule repair, borrow tool, exchange stock"
481,27,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.102559,0.0,0.102559,False,True,"schedule repair, borrow tool, exchange stock"
482,27,Ari,river_mill_bridge,maintain River mill bridge,0.365098,0.0,0.365098,False,True,"schedule repair, borrow tool, exchange stock"
483,27,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.108135,0.0,0.108135,False,True,"schedule repair, borrow tool, exchange stock"
484,27,Nia,archive_public_kiosk,maintain Archive public kiosk,0.126409,0.012,0.138409,False,True,"schedule repair, borrow tool, exchange stock"
485,27,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.102559,0.0,0.102559,False,True,"schedule repair, borrow tool, exchange stock"
486,28,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.108135,0.0,0.108135,False,True,"schedule repair, borrow tool, exchange stock"
487,28,Nia,archive_public_kiosk,maintain Archive public kiosk,0.138409,0.012,0.150409,False,True,"schedule repair, borrow tool, exchange stock"
488,28,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.102559,0.0,0.102559,False,True,"schedule repair, borrow tool, exchange stock"
489,28,Ari,river_mill_bridge,maintain River mill bridge,0.365098,0.012,0.377098,False,True,"schedule repair, borrow tool, exchange stock"
490,28,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.108135,0.0,0.108135,False,True,"schedule repair, borrow tool, exchange stock"
491,28,Nia,archive_public_kiosk,maintain Archive public kiosk,0.150409,0.012,0.162409,False,True,"schedule repair, borrow tool, exchange stock"
492,28,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.102559,0.0,0.102559,False,True,"schedule repair, borrow tool, exchange stock"
493,28,Ari,river_mill_bridge,maintain River mill bridge,0.377098,-0.138976,0.238122,True,True,"schedule repair, borrow tool, exchange stock"
494,28,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.108135,0.0,0.108135,False,True,"schedule repair, borrow tool, exchange stock"
495,28,Nia,archive_public_kiosk,maintain Archive public kiosk,0.162409,0.0,0.162409,False,True,"schedule repair, borrow tool, exchange stock"
496,28,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.102559,0.0,0.102559,False,True,"schedule repair, borrow tool, exchange stock"
497,28,Ari,river_mill_bridge,maintain River mill bridge,0.238122,0.0,0.238122,False,True,"schedule repair, borrow tool, exchange stock"
498,28,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.108135,0.0,0.108135,False,True,"schedule repair, borrow tool, exchange stock"
499,28,Nia,archive_public_kiosk,maintain Archive public kiosk,0.162409,0.012,0.174409,False,True,"schedule repair, borrow tool, exchange stock"
500,28,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.102559,0.0,0.102559,False,True,"schedule repair, borrow tool, exchange stock"
501,28,Ari,river_mill_bridge,maintain River mill bridge,0.238122,0.0,0.238122,False,True,"schedule repair, borrow tool, exchange stock"
502,28,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.108135,0.0,0.108135,False,True,"schedule repair, borrow tool, exchange stock"
503,28,Nia,archive_public_kiosk,maintain Archive public kiosk,0.174409,0.0,0.174409,False,True,"schedule repair, borrow tool, exchange stock"
504,29,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.102559,0.0,0.102559,False,True,"schedule repair, borrow tool, exchange stock"
505,29,Ari,river_mill_bridge,maintain River mill bridge,0.238122,0.0,0.238122,False,True,"schedule repair, borrow tool, exchange stock"
506,29,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.108135,0.0,0.108135,False,True,"schedule repair, borrow tool, exchange stock"
507,29,Nia,archive_public_kiosk,maintain Archive public kiosk,0.174409,0.0,0.174409,False,True,"schedule repair, borrow tool, exchange stock"
508,29,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.102559,0.0,0.102559,False,True,"schedule repair, borrow tool, exchange stock"
509,29,Ari,river_mill_bridge,maintain River mill bridge,0.238122,0.0,0.238122,False,True,"schedule repair, borrow tool, exchange stock"
510,29,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.108135,0.0,0.108135,False,True,"schedule repair, borrow tool, exchange stock"
511,29,Nia,archive_public_kiosk,maintain Archive public kiosk,0.174409,0.012,0.186409,False,True,"schedule repair, borrow tool, exchange stock"
512,29,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.102559,0.0,0.102559,False,True,"schedule repair, borrow tool, exchange stock"
513,29,Ari,river_mill_bridge,maintain River mill bridge,0.238122,-0.129957,0.108165,True,True,"schedule repair, borrow tool, exchange stock"
514,29,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.108135,0.0,0.108135,False,True,"schedule repair, borrow tool, exchange stock"
515,29,Nia,archive_public_kiosk,maintain Archive public kiosk,0.186409,0.012,0.198409,False,True,"schedule repair, borrow tool, exchange stock"
516,29,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.102559,0.0,0.102559,False,True,"schedule repair, borrow tool, exchange stock"
517,29,Ari,river_mill_bridge,maintain River mill bridge,0.108165,0.0,0.108165,False,True,"schedule repair, borrow tool, exchange stock"
518,29,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.108135,0.0,0.108135,False,True,"schedule repair, borrow tool, exchange stock"
519,29,Nia,archive_public_kiosk,maintain Archive public kiosk,0.198409,0.012,0.210409,False,True,"schedule repair, borrow tool, exchange stock"
520,29,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.102559,0.0,0.102559,False,True,"schedule repair, borrow tool, exchange stock"
521,29,Ari,river_mill_bridge,maintain River mill bridge,0.108165,0.0,0.108165,False,True,"schedule repair, borrow tool, exchange stock"
522,30,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.108135,0.0,0.108135,False,True,"schedule repair, borrow tool, exchange stock"
523,30,Nia,archive_public_kiosk,maintain Archive public kiosk,0.210409,0.012,0.222409,False,True,"schedule repair, borrow tool, exchange stock"
524,30,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.102559,0.0,0.102559,False,True,"schedule repair, borrow tool, exchange stock"
525,30,Ari,river_mill_bridge,maintain River mill bridge,0.108165,0.0,0.108165,False,True,"schedule repair, borrow tool, exchange stock"
526,30,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.108135,0.0,0.108135,False,True,"schedule repair, borrow tool, exchange stock"
527,30,Nia,archive_public_kiosk,maintain Archive public kiosk,0.222409,0.012,0.234409,False,True,"schedule repair, borrow tool, exchange stock"
528,30,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.102559,0.0,0.102559,False,True,"schedule repair, borrow tool, exchange stock"
529,30,Ari,river_mill_bridge,maintain River mill bridge,0.108165,0.0,0.108165,False,True,"schedule repair, borrow tool, exchange stock"
530,30,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.108135,0.0,0.108135,False,True,"schedule repair, borrow tool, exchange stock"
531,30,Nia,archive_public_kiosk,maintain Archive public kiosk,0.234409,-0.130184,0.104225,True,True,"schedule repair, borrow tool, exchange stock"
532,30,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.102559,0.0,0.102559,False,True,"schedule repair, borrow tool, exchange stock"
533,30,Ari,river_mill_bridge,maintain River mill bridge,0.108165,0.0,0.108165,False,True,"schedule repair, borrow tool, exchange stock"
534,30,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.108135,0.0,0.108135,False,True,"schedule repair, borrow tool, exchange stock"
535,30,Nia,archive_public_kiosk,maintain Archive public kiosk,0.104225,0.012,0.116225,False,True,"schedule repair, borrow tool, exchange stock"
536,30,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.282559,0.0,0.282559,False,True,"schedule repair, borrow tool, exchange stock"
537,30,Ari,river_mill_bridge,maintain River mill bridge,0.108165,0.0,0.108165,False,True,"schedule repair, borrow tool, exchange stock"
538,30,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.108135,0.012,0.120135,False,True,"schedule repair, borrow tool, exchange stock"
539,30,Nia,archive_public_kiosk,maintain Archive public kiosk,0.116225,0.0,0.116225,False,True,"schedule repair, borrow tool, exchange stock"
540,31,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.282559,-0.139984,0.142575,True,True,"schedule repair, borrow tool, exchange stock"
541,31,Ari,river_mill_bridge,maintain River mill bridge,0.108165,0.0,0.108165,False,True,"schedule repair, borrow tool, exchange stock"
542,31,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.120135,0.012,0.132135,False,True,"schedule repair, borrow tool, exchange stock"
543,31,Nia,archive_public_kiosk,maintain Archive public kiosk,0.116225,0.012,0.128225,False,True,"schedule repair, borrow tool, exchange stock"
544,31,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.142575,0.0,0.142575,False,True,"schedule repair, borrow tool, exchange stock"
545,31,Ari,river_mill_bridge,maintain River mill bridge,0.108165,0.0,0.108165,False,True,"schedule repair, borrow tool, exchange stock"
546,31,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.132135,0.012,0.144135,False,True,"schedule repair, borrow tool, exchange stock"
547,31,Nia,archive_public_kiosk,maintain Archive public kiosk,0.128225,0.012,0.140225,False,True,"schedule repair, borrow tool, exchange stock"
548,31,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.142575,0.0,0.142575,False,True,"schedule repair, borrow tool, exchange stock"
549,31,Ari,river_mill_bridge,maintain River mill bridge,0.108165,0.0,0.108165,False,True,"schedule repair, borrow tool, exchange stock"
550,31,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.144135,0.012,0.156135,False,True,"schedule repair, borrow tool, exchange stock"
551,31,Nia,archive_public_kiosk,maintain Archive public kiosk,0.140225,0.012,0.152225,False,True,"schedule repair, borrow tool, exchange stock"
552,31,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.142575,0.0,0.142575,False,True,"schedule repair, borrow tool, exchange stock"
553,31,Ari,river_mill_bridge,maintain River mill bridge,0.108165,0.0,0.108165,False,True,"schedule repair, borrow tool, exchange stock"
554,31,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.156135,0.012,0.168135,False,True,"schedule repair, borrow tool, exchange stock"
555,31,Nia,archive_public_kiosk,maintain Archive public kiosk,0.152225,0.012,0.164225,False,True,"schedule repair, borrow tool, exchange stock"
556,31,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.142575,0.0,0.142575,False,True,"schedule repair, borrow tool, exchange stock"
557,31,Ari,river_mill_bridge,maintain River mill bridge,0.108165,0.0,0.108165,False,True,"schedule repair, borrow tool, exchange stock"
558,32,Nia,archive_public_kiosk,maintain Archive public kiosk,0.164225,0.0,0.164225,False,True,"schedule repair, borrow tool, exchange stock"
559,32,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.142575,0.0,0.142575,False,True,"schedule repair, borrow tool, exchange stock"
560,32,Ari,river_mill_bridge,maintain River mill bridge,0.108165,0.0,0.108165,False,True,"schedule repair, borrow tool, exchange stock"
561,32,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.168135,0.012,0.180135,False,True,"schedule repair, borrow tool, exchange stock"
562,32,Nia,archive_public_kiosk,maintain Archive public kiosk,0.164225,0.012,0.176225,False,True,"schedule repair, borrow tool, exchange stock"
563,32,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.142575,0.0,0.142575,False,True,"schedule repair, borrow tool, exchange stock"
564,32,Ari,river_mill_bridge,maintain River mill bridge,0.108165,0.0,0.108165,False,True,"schedule repair, borrow tool, exchange stock"
565,32,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.180135,0.012,0.192135,False,True,"schedule repair, borrow tool, exchange stock"
566,32,Nia,archive_public_kiosk,maintain Archive public kiosk,0.356225,0.012,0.368225,False,True,"schedule repair, borrow tool, exchange stock"
567,32,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.142575,0.0,0.142575,False,True,"schedule repair, borrow tool, exchange stock"
568,32,Ari,river_mill_bridge,maintain River mill bridge,0.108165,0.0,0.108165,False,True,"schedule repair, borrow tool, exchange stock"
569,32,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.192135,0.012,0.204135,False,True,"schedule repair, borrow tool, exchange stock"
570,32,Nia,archive_public_kiosk,maintain Archive public kiosk,0.368225,0.012,0.380225,False,True,"schedule repair, borrow tool, exchange stock"
571,32,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.142575,0.0,0.142575,False,True,"schedule repair, borrow tool, exchange stock"
572,32,Ari,river_mill_bridge,maintain River mill bridge,0.108165,0.0,0.108165,False,True,"schedule repair, borrow tool, exchange stock"
573,32,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.204135,0.012,0.216135,False,True,"schedule repair, borrow tool, exchange stock"
574,32,Nia,archive_public_kiosk,maintain Archive public kiosk,0.380225,0.012,0.392225,False,True,"schedule repair, borrow tool, exchange stock"
575,32,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.142575,0.0,0.142575,False,True,"schedule repair, borrow tool, exchange stock"
576,33,Ari,river_mill_bridge,maintain River mill bridge,0.108165,0.0,0.108165,False,True,"schedule repair, borrow tool, exchange stock"
577,33,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.216135,0.012,0.228135,False,True,"schedule repair, borrow tool, exchange stock"
578,33,Nia,archive_public_kiosk,maintain Archive public kiosk,0.392225,0.012,0.404225,False,True,"schedule repair, borrow tool, exchange stock"
579,33,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.142575,0.0,0.142575,False,True,"schedule repair, borrow tool, exchange stock"
580,33,Ari,river_mill_bridge,maintain River mill bridge,0.108165,0.0,0.108165,False,True,"schedule repair, borrow tool, exchange stock"
581,33,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.228135,0.012,0.240135,False,True,"schedule repair, borrow tool, exchange stock"
582,33,Nia,archive_public_kiosk,maintain Archive public kiosk,0.404225,0.012,0.416225,False,True,"schedule repair, borrow tool, exchange stock"
583,33,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.142575,0.0,0.142575,False,True,"schedule repair, borrow tool, exchange stock"
584,33,Ari,river_mill_bridge,maintain River mill bridge,0.108165,0.0,0.108165,False,True,"schedule repair, borrow tool, exchange stock"
585,33,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.240135,-0.130184,0.109951,True,True,"schedule repair, borrow tool, exchange stock"
586,33,Nia,archive_public_kiosk,maintain Archive public kiosk,0.416225,0.012,0.428225,False,True,"schedule repair, borrow tool, exchange stock"
587,33,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.142575,0.0,0.142575,False,True,"schedule repair, borrow tool, exchange stock"
588,33,Ari,river_mill_bridge,maintain River mill bridge,0.108165,0.0,0.108165,False,True,"schedule repair, borrow tool, exchange stock"
589,33,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.109951,0.012,0.121951,False,True,"schedule repair, borrow tool, exchange stock"
590,33,Nia,archive_public_kiosk,maintain Archive public kiosk,0.428225,0.012,0.440225,False,True,"schedule repair, borrow tool, exchange stock"
591,33,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.142575,0.0,0.142575,False,True,"schedule repair, borrow tool, exchange stock"
592,33,Ari,river_mill_bridge,maintain River mill bridge,0.108165,0.0,0.108165,False,True,"schedule repair, borrow tool, exchange stock"
593,33,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.121951,0.0,0.121951,False,True,"schedule repair, borrow tool, exchange stock"
594,34,Nia,archive_public_kiosk,maintain Archive public kiosk,0.440225,-0.139984,0.300241,True,True,"schedule repair, borrow tool, exchange stock"
595,34,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.142575,0.0,0.142575,False,True,"schedule repair, borrow tool, exchange stock"
596,34,Ari,river_mill_bridge,maintain River mill bridge,0.108165,0.0,0.108165,False,True,"schedule repair, borrow tool, exchange stock"
597,34,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.121951,0.012,0.133951,False,True,"schedule repair, borrow tool, exchange stock"
598,34,Nia,archive_public_kiosk,maintain Archive public kiosk,0.300241,0.012,0.312241,False,True,"schedule repair, borrow tool, exchange stock"
599,34,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.142575,0.0,0.142575,False,True,"schedule repair, borrow tool, exchange stock"
600,34,Ari,river_mill_bridge,maintain River mill bridge,0.108165,0.0,0.108165,False,True,"schedule repair, borrow tool, exchange stock"
601,34,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.133951,0.012,0.145951,False,True,"schedule repair, borrow tool, exchange stock"
602,34,Nia,archive_public_kiosk,maintain Archive public kiosk,0.312241,0.012,0.324241,False,True,"schedule repair, borrow tool, exchange stock"
603,34,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.142575,0.0,0.142575,False,True,"schedule repair, borrow tool, exchange stock"
