tick_id,day,settlement_id,caregiver_id,recipient_id,duty,care_tool,need_addressed,care_quality_before,care_quality_after,welfare_before,welfare_after,burden_before,burden_after,accepted_or_refused,visible_care_card,reciprocal_memory,bounded_care
1786,100,cinder_garden,Vale,Juno,Vale uses cool water for Juno,cool water,temperature,0.596,0.666,0.833171,0.885771,0.7,0.7,accepted,True,Juno remembers Vale care: accepted,True
1787,100,lichen_bridge,Sol,Luma,Sol uses rope splint for Luma,rope splint,injury,0.596,0.666,0.815883,0.868483,0.7,0.7,accepted,True,Luma remembers Sol care: accepted,True
1788,100,orchid_engine,Bea,Dax,Bea uses gear glove for Dax,gear glove,pain,0.596,0.666,0.809054,0.861654,0.7,0.7,accepted,True,Dax remembers Bea care: accepted,True
1789,100,moss_ward,Fay,Tala,Fay uses bandage for Tala,bandage,pain,0.596,0.666,0.820447,0.873047,0.7,0.7,accepted,True,Tala remembers Fay care: accepted,True
1790,100,glass_harbor,Puck,Nia,Puck uses salt tea for Nia,salt tea,thirst,0.596,0.666,0.808852,0.861452,0.7,0.7,accepted,True,Nia remembers Puck care: accepted,True
1792,100,lichen_bridge,Kio,Rin,Kio uses rest alcove for Rin,rest alcove,fatigue,0.596,0.666,0.817082,0.869682,0.7,0.7,accepted,True,Rin remembers Kio care: accepted,True
1793,100,orchid_engine,Cai,Eli,Cai uses heat vent for Eli,heat vent,temperature,0.596,0.666,0.808426,0.861026,0.7,0.7,accepted,True,Eli remembers Cai care: accepted,True
1794,100,moss_ward,Milo,Ari,Milo uses warm broth for Ari,warm broth,hunger,0.596,0.666,0.816884,0.869484,0.7,0.7,accepted,True,Ari remembers Milo care: accepted,True
1795,100,glass_harbor,Sera,Oren,Sera uses steam wrap for Oren,steam wrap,temperature,0.596,0.666,0.808137,0.860737,0.7,0.7,accepted,True,Oren remembers Sera care: accepted,True
1796,100,cinder_garden,Juno,Vale,Juno uses seed meal for Vale,seed meal,hunger,0.596,0.666,0.833381,0.885981,0.7,0.7,accepted,True,Vale remembers Juno care: accepted,True
1797,100,lichen_bridge,Luma,Sol,Luma uses hand warmer for Sol,hand warmer,temperature,0.596,0.666,0.813911,0.866511,0.7,0.7,accepted,True,Sol remembers Luma care: accepted,True
1798,100,orchid_engine,Dax,Bea,Dax uses orchid tea for Bea,orchid tea,thirst,0.596,0.666,0.808887,0.861487,0.7,0.7,accepted,True,Bea remembers Dax care: accepted,True
1799,100,moss_ward,Tala,Fay,Tala uses dry cloak for Fay,dry cloak,wetness,0.596,0.666,0.808561,0.861161,0.7,0.7,accepted,True,Fay remembers Tala care: accepted,True
1800,101,cinder_garden,Vale,Juno,Vale uses shade cloth for Juno,shade cloth,safety,0.596,0.636,0.833445,0.868645,0.7,0.7,deferred with consent,True,Juno remembers Vale care: deferred with consent,True
1801,101,lichen_bridge,Sol,Luma,Sol uses rest alcove for Luma,rest alcove,fatigue,0.596,0.666,0.816037,0.868637,0.7,0.7,accepted,True,Luma remembers Sol care: accepted,True
1802,101,orchid_engine,Bea,Dax,Bea uses heat vent for Dax,heat vent,temperature,0.596,0.666,0.810852,0.863452,0.7,0.7,accepted,True,Dax remembers Bea care: accepted,True
1803,101,moss_ward,Fay,Tala,Fay uses warm broth for Tala,warm broth,hunger,0.596,0.666,0.823244,0.875844,0.7,0.7,accepted,True,Tala remembers Fay care: accepted,True
1804,101,glass_harbor,Puck,Nia,Puck uses steam wrap for Nia,steam wrap,temperature,0.596,0.666,0.808352,0.860952,0.7,0.7,accepted,True,Nia remembers Puck care: accepted,True
1805,101,cinder_garden,Wren,Pax,Wren uses seed meal for Pax,seed meal,hunger,0.63632,0.70632,0.776086,0.828686,0.448,0.466,accepted,True,Pax remembers Wren care: accepted,True
1806,101,lichen_bridge,Kio,Rin,Kio uses hand warmer for Rin,hand warmer,temperature,0.596,0.666,0.816724,0.869324,0.7,0.7,accepted,True,Rin remembers Kio care: accepted,True
1807,101,orchid_engine,Cai,Eli,Cai uses orchid tea for Eli,orchid tea,thirst,0.596,0.666,0.811147,0.863747,0.7,0.7,accepted,True,Eli remembers Cai care: accepted,True
1808,101,moss_ward,Milo,Ari,Milo uses dry cloak for Ari,dry cloak,wetness,0.596,0.666,0.819221,0.871821,0.7,0.7,accepted,True,Ari remembers Milo care: accepted,True
1809,101,glass_harbor,Sera,Oren,Sera uses soft bunk for Oren,soft bunk,rest_debt,0.596,0.636,0.806947,0.842147,0.7,0.7,deferred with consent,True,Oren remembers Sera care: deferred with consent,True
1810,101,cinder_garden,Juno,Vale,Juno uses soft glove for Vale,soft glove,pain,0.596,0.666,0.832887,0.885487,0.7,0.7,accepted,True,Vale remembers Juno care: accepted,True
1811,101,lichen_bridge,Luma,Sol,Luma uses lichen soup for Sol,lichen soup,hunger,0.596,0.666,0.815398,0.867998,0.7,0.7,accepted,True,Sol remembers Luma care: accepted,True
1812,101,orchid_engine,Dax,Bea,Dax uses cot pass for Bea,cot pass,rest_debt,0.596,0.666,0.810674,0.863274,0.7,0.7,accepted,True,Bea remembers Dax care: accepted,True
1813,101,moss_ward,Tala,Fay,Tala uses quiet mat for Fay,quiet mat,fatigue,0.596,0.666,0.81715,0.86975,0.7,0.7,accepted,True,Fay remembers Tala care: accepted,True
1814,101,glass_harbor,Nia,Puck,Nia uses salve for Puck,salve,pain,0.596,0.666,0.809528,0.862128,0.7,0.7,accepted,True,Puck remembers Nia care: accepted,True
1816,101,lichen_bridge,Rin,Kio,Rin uses rope splint for Kio,rope splint,injury,0.596,0.666,0.816943,0.869543,0.7,0.7,accepted,True,Kio remembers Rin care: accepted,True
1817,101,orchid_engine,Eli,Cai,Eli uses gear glove for Cai,gear glove,pain,0.596,0.666,0.806467,0.859067,0.7,0.7,accepted,True,Cai remembers Eli care: accepted,True
1818,102,glass_harbor,Puck,Nia,Puck uses soft bunk for Nia,soft bunk,rest_debt,0.596,0.636,0.8073,0.8425,0.7,0.7,deferred with consent,True,Nia remembers Puck care: deferred with consent,True
1820,102,lichen_bridge,Kio,Rin,Kio uses lichen soup for Rin,lichen soup,hunger,0.596,0.666,0.81708,0.86968,0.7,0.7,accepted,True,Rin remembers Kio care: accepted,True
1821,102,orchid_engine,Cai,Eli,Cai uses cot pass for Eli,cot pass,rest_debt,0.596,0.666,0.807634,0.860234,0.7,0.7,accepted,True,Eli remembers Cai care: accepted,True
1822,102,moss_ward,Milo,Ari,Milo uses quiet mat for Ari,quiet mat,fatigue,0.596,0.666,0.818073,0.870673,0.7,0.7,accepted,True,Ari remembers Milo care: accepted,True
1824,102,cinder_garden,Juno,Vale,Juno uses cool water for Vale,cool water,temperature,0.596,0.666,0.834336,0.886936,0.7,0.7,accepted,True,Vale remembers Juno care: accepted,True
1825,102,lichen_bridge,Luma,Sol,Luma uses rope splint for Sol,rope splint,injury,0.596,0.666,0.815071,0.867671,0.7,0.7,accepted,True,Sol remembers Luma care: accepted,True
1826,102,orchid_engine,Dax,Bea,Dax uses gear glove for Bea,gear glove,pain,0.596,0.666,0.807173,0.859773,0.7,0.7,accepted,True,Bea remembers Dax care: accepted,True
1827,102,moss_ward,Tala,Fay,Tala uses bandage for Fay,bandage,pain,0.596,0.636,0.813584,0.848784,0.7,0.7,deferred with consent,True,Fay remembers Tala care: deferred with consent,True
1828,102,glass_harbor,Nia,Puck,Nia uses salt tea for Puck,salt tea,thirst,0.596,0.666,0.807438,0.860038,0.7,0.7,accepted,True,Puck remembers Nia care: accepted,True
1829,102,cinder_garden,Pax,Wren,Pax uses shade cloth for Wren,shade cloth,safety,0.64112,0.71112,0.817559,0.870159,0.418,0.436,accepted,True,Wren remembers Pax care: accepted,True
1830,102,lichen_bridge,Rin,Kio,Rin uses rest alcove for Kio,rest alcove,fatigue,0.596,0.666,0.817139,0.869739,0.7,0.7,accepted,True,Kio remembers Rin care: accepted,True
1831,102,orchid_engine,Eli,Cai,Eli uses heat vent for Cai,heat vent,temperature,0.596,0.666,0.806601,0.859201,0.7,0.7,accepted,True,Cai remembers Eli care: accepted,True
1832,102,moss_ward,Ari,Milo,Ari uses warm broth for Milo,warm broth,hunger,0.596,0.666,0.820584,0.873184,0.7,0.7,accepted,True,Milo remembers Ari care: accepted,True
1834,102,cinder_garden,Vale,Juno,Vale uses seed meal for Juno,seed meal,hunger,0.596,0.666,0.836911,0.889511,0.7,0.7,accepted,True,Juno remembers Vale care: accepted,True
1836,103,moss_ward,Milo,Ari,Milo uses bandage for Ari,bandage,pain,0.596,0.636,0.817189,0.852389,0.7,0.7,deferred with consent,True,Ari remembers Milo care: deferred with consent,True
1837,103,glass_harbor,Sera,Oren,Sera uses salt tea for Oren,salt tea,thirst,0.596,0.666,0.781885,0.834485,0.7,0.7,accepted,True,Oren remembers Sera care: accepted,True
1838,103,cinder_garden,Juno,Vale,Juno uses shade cloth for Vale,shade cloth,safety,0.596,0.666,0.83316,0.88576,0.7,0.7,accepted,True,Vale remembers Juno care: accepted,True
1840,103,orchid_engine,Dax,Bea,Dax uses heat vent for Bea,heat vent,temperature,0.596,0.666,0.807024,0.859624,0.7,0.7,accepted,True,Bea remembers Dax care: accepted,True
1841,103,moss_ward,Tala,Fay,Tala uses warm broth for Fay,warm broth,hunger,0.596,0.666,0.814651,0.867251,0.7,0.7,accepted,True,Fay remembers Tala care: accepted,True
1842,103,glass_harbor,Nia,Puck,Nia uses steam wrap for Puck,steam wrap,temperature,0.596,0.666,0.80777,0.86037,0.7,0.7,accepted,True,Puck remembers Nia care: accepted,True
1843,103,cinder_garden,Pax,Wren,Pax uses seed meal for Wren,seed meal,hunger,0.63824,0.70824,0.827961,0.880561,0.436,0.454,accepted,True,Wren remembers Pax care: accepted,True
1844,103,lichen_bridge,Rin,Kio,Rin uses hand warmer for Kio,hand warmer,temperature,0.596,0.666,0.818088,0.870688,0.7,0.7,accepted,True,Kio remembers Rin care: accepted,True
1845,103,orchid_engine,Eli,Cai,Eli uses orchid tea for Cai,orchid tea,thirst,0.596,0.636,0.807554,0.842754,0.7,0.7,deferred with consent,True,Cai remembers Eli care: deferred with consent,True
1846,103,moss_ward,Ari,Milo,Ari uses dry cloak for Milo,dry cloak,wetness,0.596,0.666,0.817114,0.869714,0.7,0.7,accepted,True,Milo remembers Ari care: accepted,True
1847,103,glass_harbor,Oren,Sera,Oren uses soft bunk for Sera,soft bunk,rest_debt,0.596,0.666,0.801136,0.853736,0.7,0.7,accepted,True,Sera remembers Oren care: accepted,True
1848,103,cinder_garden,Vale,Juno,Vale uses soft glove for Juno,soft glove,pain,0.596,0.666,0.834642,0.887242,0.7,0.7,accepted,True,Juno remembers Vale care: accepted,True
1849,103,lichen_bridge,Sol,Luma,Sol uses lichen soup for Luma,lichen soup,hunger,0.596,0.666,0.791843,0.844443,0.7,0.7,accepted,True,Luma remembers Sol care: accepted,True
1850,103,orchid_engine,Bea,Dax,Bea uses cot pass for Dax,cot pass,rest_debt,0.596,0.666,0.807296,0.859896,0.7,0.7,accepted,True,Dax remembers Bea care: accepted,True
1851,103,moss_ward,Fay,Tala,Fay uses quiet mat for Tala,quiet mat,fatigue,0.596,0.666,0.822182,0.874782,0.7,0.7,accepted,True,Tala remembers Fay care: accepted,True
1852,103,glass_harbor,Puck,Nia,Puck uses salve for Nia,salve,pain,0.596,0.666,0.80715,0.85975,0.7,0.7,accepted,True,Nia remembers Puck care: accepted,True
1854,104,orchid_engine,Dax,Bea,Dax uses orchid tea for Bea,orchid tea,thirst,0.596,0.636,0.807523,0.842723,0.7,0.7,deferred with consent,True,Bea remembers Dax care: deferred with consent,True
1855,104,moss_ward,Tala,Fay,Tala uses dry cloak for Fay,dry cloak,wetness,0.596,0.666,0.815809,0.868409,0.7,0.7,accepted,True,Fay remembers Tala care: accepted,True
1856,104,glass_harbor,Nia,Puck,Nia uses soft bunk for Puck,soft bunk,rest_debt,0.596,0.666,0.8076,0.8602,0.7,0.7,accepted,True,Puck remembers Nia care: accepted,True
1858,104,lichen_bridge,Rin,Kio,Rin uses lichen soup for Kio,lichen soup,hunger,0.596,0.666,0.819714,0.872314,0.7,0.7,accepted,True,Kio remembers Rin care: accepted,True
1860,104,moss_ward,Ari,Milo,Ari uses quiet mat for Milo,quiet mat,fatigue,0.596,0.666,0.818112,0.870712,0.7,0.7,accepted,True,Milo remembers Ari care: accepted,True
1862,104,cinder_garden,Vale,Juno,Vale uses cool water for Juno,cool water,temperature,0.596,0.666,0.833526,0.886126,0.7,0.7,accepted,True,Juno remembers Vale care: accepted,True
1863,104,lichen_bridge,Sol,Luma,Sol uses rope splint for Luma,rope splint,injury,0.596,0.636,0.818247,0.853447,0.7,0.7,deferred with consent,True,Luma remembers Sol care: deferred with consent,True
1864,104,orchid_engine,Bea,Dax,Bea uses gear glove for Dax,gear glove,pain,0.596,0.666,0.806841,0.859441,0.7,0.7,accepted,True,Dax remembers Bea care: accepted,True
1866,104,glass_harbor,Puck,Nia,Puck uses salt tea for Nia,salt tea,thirst,0.596,0.666,0.806998,0.859598,0.7,0.7,accepted,True,Nia remembers Puck care: accepted,True
1868,104,lichen_bridge,Kio,Rin,Kio uses rest alcove for Rin,rest alcove,fatigue,0.596,0.666,0.81662,0.86922,0.7,0.7,accepted,True,Rin remembers Kio care: accepted,True
1869,104,orchid_engine,Cai,Eli,Cai uses heat vent for Eli,heat vent,temperature,0.596,0.666,0.807468,0.860068,0.7,0.7,accepted,True,Eli remembers Cai care: accepted,True
1870,104,moss_ward,Milo,Ari,Milo uses warm broth for Ari,warm broth,hunger,0.596,0.666,0.817772,0.870372,0.7,0.7,accepted,True,Ari remembers Milo care: accepted,True
1871,104,glass_harbor,Sera,Oren,Sera uses steam wrap for Oren,steam wrap,temperature,0.596,0.666,0.799074,0.851674,0.7,0.7,accepted,True,Oren remembers Sera care: accepted,True
1872,105,lichen_bridge,Rin,Kio,Rin uses rope splint for Kio,rope splint,injury,0.596,0.636,0.81697,0.85217,0.7,0.7,deferred with consent,True,Kio remembers Rin care: deferred with consent,True
1874,105,moss_ward,Ari,Milo,Ari uses bandage for Milo,bandage,pain,0.596,0.666,0.817024,0.869624,0.7,0.7,accepted,True,Milo remembers Ari care: accepted,True
1875,105,glass_harbor,Oren,Sera,Oren uses salt tea for Sera,salt tea,thirst,0.596,0.666,0.782001,0.834601,0.7,0.7,accepted,True,Sera remembers Oren care: accepted,True
1876,105,cinder_garden,Vale,Juno,Vale uses shade cloth for Juno,shade cloth,safety,0.596,0.666,0.833314,0.885914,0.7,0.7,accepted,True,Juno remembers Vale care: accepted,True
1878,105,orchid_engine,Bea,Dax,Bea uses heat vent for Dax,heat vent,temperature,0.596,0.666,0.8085,0.8611,0.7,0.7,accepted,True,Dax remembers Bea care: accepted,True
1879,105,moss_ward,Fay,Tala,Fay uses warm broth for Tala,warm broth,hunger,0.596,0.666,0.79809,0.85069,0.7,0.7,accepted,True,Tala remembers Fay care: accepted,True
1880,105,glass_harbor,Puck,Nia,Puck uses steam wrap for Nia,steam wrap,temperature,0.596,0.666,0.809453,0.862053,0.7,0.7,accepted,True,Nia remembers Puck care: accepted,True
1882,105,lichen_bridge,Kio,Rin,Kio uses hand warmer for Rin,hand warmer,temperature,0.596,0.666,0.816524,0.869124,0.7,0.7,accepted,True,Rin remembers Kio care: accepted,True
1883,105,orchid_engine,Cai,Eli,Cai uses orchid tea for Eli,orchid tea,thirst,0.596,0.666,0.808752,0.861352,0.7,0.7,accepted,True,Eli remembers Cai care: accepted,True
1884,105,moss_ward,Milo,Ari,Milo uses dry cloak for Ari,dry cloak,wetness,0.596,0.666,0.817288,0.869888,0.7,0.7,accepted,True,Ari remembers Milo care: accepted,True
1885,105,glass_harbor,Sera,Oren,Sera uses soft bunk for Oren,soft bunk,rest_debt,0.596,0.666,0.807295,0.859895,0.7,0.7,accepted,True,Oren remembers Sera care: accepted,True
1886,105,cinder_garden,Juno,Vale,Juno uses soft glove for Vale,soft glove,pain,0.596,0.666,0.837164,0.889764,0.7,0.7,accepted,True,Vale remembers Juno care: accepted,True
1887,105,lichen_bridge,Luma,Sol,Luma uses lichen soup for Sol,lichen soup,hunger,0.596,0.666,0.814639,0.867239,0.7,0.7,accepted,True,Sol remembers Luma care: accepted,True
1888,105,orchid_engine,Dax,Bea,Dax uses cot pass for Bea,cot pass,rest_debt,0.596,0.666,0.808825,0.861425,0.7,0.7,accepted,True,Bea remembers Dax care: accepted,True
1889,105,moss_ward,Tala,Fay,Tala uses quiet mat for Fay,quiet mat,fatigue,0.596,0.666,0.815507,0.868107,0.7,0.7,accepted,True,Fay remembers Tala care: accepted,True
1890,106,cinder_garden,Vale,Juno,Vale uses seed meal for Juno,seed meal,hunger,0.596,0.636,0.837603,0.872803,0.7,0.7,deferred with consent,True,Juno remembers Vale care: deferred with consent,True
1891,106,lichen_bridge,Sol,Luma,Sol uses hand warmer for Luma,hand warmer,temperature,0.596,0.666,0.812149,0.864749,0.7,0.7,accepted,True,Luma remembers Sol care: accepted,True
1892,106,orchid_engine,Bea,Dax,Bea uses orchid tea for Dax,orchid tea,thirst,0.596,0.666,0.811148,0.863748,0.7,0.7,accepted,True,Dax remembers Bea care: accepted,True
1893,106,moss_ward,Fay,Tala,Fay uses dry cloak for Tala,dry cloak,wetness,0.596,0.666,0.822547,0.875147,0.7,0.7,accepted,True,Tala remembers Fay care: accepted,True
1894,106,glass_harbor,Puck,Nia,Puck uses soft bunk for Nia,soft bunk,rest_debt,0.596,0.666,0.808281,0.860881,0.7,0.7,accepted,True,Nia remembers Puck care: accepted,True
1896,106,lichen_bridge,Kio,Rin,Kio uses lichen soup for Rin,lichen soup,hunger,0.596,0.666,0.81565,0.86825,0.7,0.7,accepted,True,Rin remembers Kio care: accepted,True
1897,106,orchid_engine,Cai,Eli,Cai uses cot pass for Eli,cot pass,rest_debt,0.596,0.666,0.810524,0.863124,0.7,0.7,accepted,True,Eli remembers Cai care: accepted,True
1898,106,moss_ward,Milo,Ari,Milo uses quiet mat for Ari,quiet mat,fatigue,0.596,0.666,0.819485,0.872085,0.7,0.7,accepted,True,Ari remembers Milo care: accepted,True
1899,106,glass_harbor,Sera,Oren,Sera uses salve for Oren,salve,pain,0.596,0.636,0.80398,0.83918,0.7,0.7,deferred with consent,True,Oren remembers Sera care: deferred with consent,True
1900,106,cinder_garden,Juno,Vale,Juno uses cool water for Vale,cool water,temperature,0.596,0.666,0.834569,0.887169,0.7,0.7,accepted,True,Vale remembers Juno care: accepted,True
1901,106,lichen_bridge,Luma,Sol,Luma uses rope splint for Sol,rope splint,injury,0.596,0.666,0.816183,0.868783,0.7,0.7,accepted,True,Sol remembers Luma care: accepted,True
1902,106,orchid_engine,Dax,Bea,Dax uses gear glove for Bea,gear glove,pain,0.596,0.666,0.810611,0.863211,0.7,0.7,accepted,True,Bea remembers Dax care: accepted,True
1903,106,moss_ward,Tala,Fay,Tala uses bandage for Fay,bandage,pain,0.596,0.666,0.816029,0.868629,0.7,0.7,accepted,True,Fay remembers Tala care: accepted,True
1904,106,glass_harbor,Nia,Puck,Nia uses salt tea for Puck,salt tea,thirst,0.596,0.666,0.809044,0.861644,0.7,0.7,accepted,True,Puck remembers Nia care: accepted,True
1906,106,lichen_bridge,Rin,Kio,Rin uses rest alcove for Kio,rest alcove,fatigue,0.596,0.666,0.817262,0.869862,0.7,0.7,accepted,True,Kio remembers Rin care: accepted,True
1907,106,orchid_engine,Eli,Cai,Eli uses heat vent for Cai,heat vent,temperature,0.596,0.666,0.80284,0.85544,0.7,0.7,accepted,True,Cai remembers Eli care: accepted,True
1908,107,glass_harbor,Puck,Nia,Puck uses salve for Nia,salve,pain,0.596,0.636,0.807229,0.842429,0.7,0.7,deferred with consent,True,Nia remembers Puck care: deferred with consent,True
1910,107,lichen_bridge,Kio,Rin,Kio uses rope splint for Rin,rope splint,injury,0.596,0.666,0.816749,0.869349,0.7,0.7,accepted,True,Rin remembers Kio care: accepted,True
1911,107,orchid_engine,Cai,Eli,Cai uses gear glove for Eli,gear glove,pain,0.596,0.666,0.805103,0.857703,0.7,0.7,accepted,True,Eli remembers Cai care: accepted,True
1912,107,moss_ward,Milo,Ari,Milo uses bandage for Ari,bandage,pain,0.596,0.666,0.818053,0.870653,0.7,0.7,accepted,True,Ari remembers Milo care: accepted,True
1913,107,glass_harbor,Sera,Oren,Sera uses salt tea for Oren,salt tea,thirst,0.596,0.666,0.805042,0.857642,0.7,0.7,accepted,True,Oren remembers Sera care: accepted,True
1914,107,cinder_garden,Juno,Vale,Juno uses shade cloth for Vale,shade cloth,safety,0.596,0.666,0.835771,0.888371,0.7,0.7,accepted,True,Vale remembers Juno care: accepted,True
1916,107,orchid_engine,Dax,Bea,Dax uses heat vent for Bea,heat vent,temperature,0.596,0.666,0.80711,0.85971,0.7,0.7,accepted,True,Bea remembers Dax care: accepted,True
1917,107,moss_ward,Tala,Fay,Tala uses warm broth for Fay,warm broth,hunger,0.596,0.636,0.813837,0.849037,0.7,0.7,deferred with consent,True,Fay remembers Tala care: deferred with consent,True
1918,107,glass_harbor,Nia,Puck,Nia uses steam wrap for Puck,steam wrap,temperature,0.596,0.666,0.807277,0.859877,0.7,0.7,accepted,True,Puck remembers Nia care: accepted,True
1920,107,lichen_bridge,Rin,Kio,Rin uses hand warmer for Kio,hand warmer,temperature,0.596,0.666,0.817617,0.870217,0.7,0.7,accepted,True,Kio remembers Rin care: accepted,True
1921,107,orchid_engine,Eli,Cai,Eli uses orchid tea for Cai,orchid tea,thirst,0.596,0.666,0.806949,0.859549,0.7,0.7,accepted,True,Cai remembers Eli care: accepted,True
1922,107,moss_ward,Ari,Milo,Ari uses dry cloak for Milo,dry cloak,wetness,0.596,0.666,0.818512,0.871112,0.7,0.7,accepted,True,Milo remembers Ari care: accepted,True
1923,107,glass_harbor,Oren,Sera,Oren uses soft bunk for Sera,soft bunk,rest_debt,0.596,0.666,0.806217,0.858817,0.7,0.7,accepted,True,Sera remembers Oren care: accepted,True
1924,107,cinder_garden,Vale,Juno,Vale uses soft glove for Juno,soft glove,pain,0.596,0.666,0.838669,0.891269,0.7,0.7,accepted,True,Juno remembers Vale care: accepted,True
1925,107,lichen_bridge,Sol,Luma,Sol uses lichen soup for Luma,lichen soup,hunger,0.596,0.666,0.81636,0.86896,0.7,0.7,accepted,True,Luma remembers Sol care: accepted,True
1926,108,moss_ward,Milo,Ari,Milo uses warm broth for Ari,warm broth,hunger,0.596,0.636,0.816974,0.852174,0.7,0.7,deferred with consent,True,Ari remembers Milo care: deferred with consent,True
1927,108,glass_harbor,Sera,Oren,Sera uses steam wrap for Oren,steam wrap,temperature,0.596,0.666,0.805512,0.858112,0.7,0.7,accepted,True,Oren remembers Sera care: accepted,True
1928,108,cinder_garden,Juno,Vale,Juno uses seed meal for Vale,seed meal,hunger,0.596,0.666,0.837723,0.890323,0.7,0.7,accepted,True,Vale remembers Juno care: accepted,True
1930,108,orchid_engine,Dax,Bea,Dax uses orchid tea for Bea,orchid tea,thirst,0.596,0.666,0.807581,0.860181,0.7,0.7,accepted,True,Bea remembers Dax care: accepted,True
1932,108,glass_harbor,Nia,Puck,Nia uses soft bunk for Puck,soft bunk,rest_debt,0.596,0.666,0.807107,0.859707,0.7,0.7,accepted,True,Puck remembers Nia care: accepted,True
1933,108,cinder_garden,Pax,Wren,Pax uses soft glove for Wren,soft glove,pain,0.63536,0.70536,0.817884,0.870484,0.454,0.472,accepted,True,Wren remembers Pax care: accepted,True
1934,108,lichen_bridge,Rin,Kio,Rin uses lichen soup for Kio,lichen soup,hunger,0.596,0.666,0.817902,0.870502,0.7,0.7,accepted,True,Kio remembers Rin care: accepted,True
1935,108,orchid_engine,Eli,Cai,Eli uses cot pass for Cai,cot pass,rest_debt,0.596,0.636,0.806783,0.841983,0.7,0.7,deferred with consent,True,Cai remembers Eli care: deferred with consent,True
1936,108,moss_ward,Ari,Milo,Ari uses quiet mat for Milo,quiet mat,fatigue,0.596,0.666,0.816903,0.869503,0.7,0.7,accepted,True,Milo remembers Ari care: accepted,True
1938,108,cinder_garden,Vale,Juno,Vale uses cool water for Juno,cool water,temperature,0.596,0.666,0.83688,0.88948,0.7,0.7,accepted,True,Juno remembers Vale care: accepted,True
1940,108,orchid_engine,Bea,Dax,Bea uses gear glove for Dax,gear glove,pain,0.596,0.666,0.807997,0.860597,0.7,0.7,accepted,True,Dax remembers Bea care: accepted,True
1941,108,moss_ward,Fay,Tala,Fay uses bandage for Tala,bandage,pain,0.596,0.666,0.821789,0.874389,0.7,0.7,accepted,True,Tala remembers Fay care: accepted,True
1942,108,glass_harbor,Puck,Nia,Puck uses salt tea for Nia,salt tea,thirst,0.596,0.666,0.807077,0.859677,0.7,0.7,accepted,True,Nia remembers Puck care: accepted,True
1944,109,orchid_engine,Dax,Bea,Dax uses cot pass for Bea,cot pass,rest_debt,0.596,0.636,0.807454,0.842654,0.7,0.7,deferred with consent,True,Bea remembers Dax care: deferred with consent,True
1945,109,moss_ward,Tala,Fay,Tala uses quiet mat for Fay,quiet mat,fatigue,0.596,0.666,0.81254,0.86514,0.7,0.7,accepted,True,Fay remembers Tala care: accepted,True
1946,109,glass_harbor,Nia,Puck,Nia uses salve for Puck,salve,pain,0.596,0.666,0.806938,0.859538,0.7,0.7,accepted,True,Puck remembers Nia care: accepted,True
1947,109,cinder_garden,Pax,Wren,Pax uses cool water for Wren,cool water,temperature,0.63248,0.70248,0.823704,0.876304,0.472,0.49,accepted,True,Wren remembers Pax care: accepted,True
1948,109,lichen_bridge,Rin,Kio,Rin uses rope splint for Kio,rope splint,injury,0.596,0.666,0.819537,0.872137,0.7,0.7,accepted,True,Kio remembers Rin care: accepted,True
1950,109,moss_ward,Ari,Milo,Ari uses bandage for Milo,bandage,pain,0.596,0.666,0.819047,0.871647,0.7,0.7,accepted,True,Milo remembers Ari care: accepted,True
1951,109,glass_harbor,Oren,Sera,Oren uses salt tea for Sera,salt tea,thirst,0.596,0.666,0.78096,0.83356,0.7,0.7,accepted,True,Sera remembers Oren care: accepted,True
1952,109,cinder_garden,Vale,Juno,Vale uses shade cloth for Juno,shade cloth,safety,0.596,0.666,0.833908,0.886508,0.7,0.7,accepted,True,Juno remembers Vale care: accepted,True
1953,109,lichen_bridge,Sol,Luma,Sol uses rest alcove for Luma,rest alcove,fatigue,0.596,0.636,0.815022,0.850222,0.7,0.7,deferred with consent,True,Luma remembers Sol care: deferred with consent,True
1954,109,orchid_engine,Bea,Dax,Bea uses heat vent for Dax,heat vent,temperature,0.596,0.666,0.8075,0.8601,0.7,0.7,accepted,True,Dax remembers Bea care: accepted,True
1955,109,moss_ward,Fay,Tala,Fay uses warm broth for Tala,warm broth,hunger,0.596,0.666,0.822355,0.874955,0.7,0.7,accepted,True,Tala remembers Fay care: accepted,True
1956,109,glass_harbor,Puck,Nia,Puck uses steam wrap for Nia,steam wrap,temperature,0.596,0.666,0.807565,0.860165,0.7,0.7,accepted,True,Nia remembers Puck care: accepted,True
1957,109,cinder_garden,Wren,Pax,Wren uses seed meal for Pax,seed meal,hunger,0.63344,0.70344,0.7634,0.816,0.466,0.484,accepted,True,Pax remembers Wren care: accepted,True
1958,109,lichen_bridge,Kio,Rin,Kio uses hand warmer for Rin,hand warmer,temperature,0.596,0.666,0.817471,0.870071,0.7,0.7,accepted,True,Rin remembers Kio care: accepted,True
1960,109,moss_ward,Milo,Ari,Milo uses dry cloak for Ari,dry cloak,wetness,0.596,0.666,0.818256,0.870856,0.7,0.7,accepted,True,Ari remembers Milo care: accepted,True
1962,110,lichen_bridge,Rin,Kio,Rin uses rest alcove for Kio,rest alcove,fatigue,0.596,0.636,0.817297,0.852497,0.7,0.7,deferred with consent,True,Kio remembers Rin care: deferred with consent,True
