tick_id,day,settlement_id,resident_id,object_id,memory_key,reload_index,trust_before,trust_after,debt_before,debt_after,memory_span_days,recalled_after_multiple_reloads,inventory_trust_effect_visible,private_memory_not_dumped
1551,87,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,32,0.98,0.98,0.52,0.52,24,True,True,True
1552,87,repair_ring,Vale,cool cloth,ssrm.v45.inventory_trust.repair_ring.Vale,38,0.794,0.796,0.08,0.08,84,True,True,True
1554,87,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,31,0.98,0.98,0.51,0.51,21,True,True,True
1556,87,signal,Milo,wind wrap,ssrm.v45.inventory_trust.signal.Milo,36,0.98,0.98,0.0,0.0,69,True,True,True
1558,87,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,38,0.921,0.922,0.08,0.08,19,True,True,True
1559,87,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,37,0.98,0.98,0.0,0.0,23,True,True,True
1560,87,roofward,Sera,shade cloth,ssrm.v45.inventory_trust.roofward.Sera,32,0.98,0.98,0.51,0.51,20,True,True,True
1561,87,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,36,0.854,0.855,0.08,0.08,23,True,True,True
1562,87,signal,Ren,oil lantern,ssrm.v45.inventory_trust.signal.Ren,36,0.98,0.98,0.0,0.0,28,True,True,True
1563,87,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,32,0.98,0.98,0.52,0.52,23,True,True,True
1564,87,repair_ring,Vale,cool cloth,ssrm.v45.inventory_trust.repair_ring.Vale,38,0.798,0.8,0.08,0.08,84,True,True,True
1566,88,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,36,0.855,0.856,0.08,0.08,24,True,True,True
1568,88,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,32,0.98,0.98,0.52,0.53,24,True,True,True
1570,88,riverbend,Ari,cedar plank,ssrm.v45.inventory_trust.riverbend.Ari,38,0.69,0.691,0.08,0.08,48,True,True,True
1571,88,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,32,0.98,0.98,0.51,0.51,21,True,True,True
1572,88,archive,Vell,memory tag,ssrm.v45.inventory_trust.archive.Vell,37,0.882,0.884,0.08,0.08,46,True,True,True
1573,88,signal,Kesh,wind wrap,ssrm.v45.inventory_trust.signal.Kesh,36,0.98,0.98,0.0,0.0,69,True,True,True
1574,88,orchard,Ivo,seed satchel,ssrm.v45.inventory_trust.orchard.Ivo,32,0.98,0.98,0.62,0.62,46,True,True,True
1575,88,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,38,0.924,0.925,0.08,0.08,20,True,True,True
1576,88,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,38,0.98,0.98,0.0,0.0,23,True,True,True
1578,88,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,37,0.856,0.857,0.08,0.08,23,True,True,True
1580,88,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,32,0.98,0.98,0.53,0.54,23,True,True,True
1582,88,riverbend,Ari,cedar plank,ssrm.v45.inventory_trust.riverbend.Ari,38,0.691,0.692,0.08,0.08,46,True,True,True
1583,88,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,32,0.98,0.98,0.51,0.51,20,True,True,True
1584,89,signal,Ren,oil lantern,ssrm.v45.inventory_trust.signal.Ren,36,0.98,0.98,0.0,0.0,28,True,True,True
1585,89,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,32,0.98,0.98,0.54,0.54,24,True,True,True
1586,89,repair_ring,Juno,cool cloth,ssrm.v45.inventory_trust.repair_ring.Juno,38,0.754,0.756,0.08,0.08,84,True,True,True
1588,89,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,33,0.98,0.98,0.51,0.52,21,True,True,True
1590,89,signal,Ren,wind wrap,ssrm.v45.inventory_trust.signal.Ren,37,0.98,0.98,0.0,0.0,28,True,True,True
1592,89,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,38,0.927,0.928,0.08,0.08,20,True,True,True
1593,89,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,38,0.98,0.98,0.0,0.0,23,True,True,True
1594,89,roofward,Orr,shade cloth,ssrm.v45.inventory_trust.roofward.Orr,33,0.98,0.98,0.608,0.608,84,True,True,True
1595,89,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,37,0.861,0.863,0.08,0.08,23,True,True,True
1596,89,signal,Ren,oil lantern,ssrm.v45.inventory_trust.signal.Ren,37,0.98,0.98,0.0,0.0,27,True,True,True
1597,89,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,33,0.98,0.98,0.54,0.54,23,True,True,True
1598,89,repair_ring,Juno,cool cloth,ssrm.v45.inventory_trust.repair_ring.Juno,38,0.758,0.76,0.08,0.08,84,True,True,True
1600,89,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,33,0.98,0.98,0.52,0.53,20,True,True,True
1602,90,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,33,0.98,0.98,0.54,0.54,24,True,True,True
1604,90,riverbend,Ari,cedar plank,ssrm.v45.inventory_trust.riverbend.Ari,38,0.692,0.693,0.08,0.08,48,True,True,True
1605,90,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,33,0.98,0.98,0.53,0.53,21,True,True,True
1606,90,archive,Vell,memory tag,ssrm.v45.inventory_trust.archive.Vell,38,0.886,0.888,0.08,0.08,48,True,True,True
1607,90,signal,Milo,wind wrap,ssrm.v45.inventory_trust.signal.Milo,37,0.98,0.98,0.0,0.0,72,True,True,True
1608,90,orchard,Ivo,seed satchel,ssrm.v45.inventory_trust.orchard.Ivo,34,0.98,0.98,0.632,0.632,46,True,True,True
1609,90,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,38,0.928,0.929,0.08,0.08,21,True,True,True
1610,90,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,38,0.98,0.98,0.0,0.0,23,True,True,True
1612,90,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,38,0.865,0.866,0.08,0.08,23,True,True,True
1614,90,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,34,0.98,0.98,0.54,0.54,23,True,True,True
1616,90,riverbend,Ari,cedar plank,ssrm.v45.inventory_trust.riverbend.Ari,38,0.693,0.694,0.08,0.08,46,True,True,True
1617,90,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,33,0.98,0.98,0.53,0.53,21,True,True,True
1618,90,archive,Vell,memory tag,ssrm.v45.inventory_trust.archive.Vell,38,0.89,0.892,0.08,0.08,46,True,True,True
1619,90,signal,Milo,wind wrap,ssrm.v45.inventory_trust.signal.Milo,37,0.98,0.98,0.0,0.0,69,True,True,True
1620,91,repair_ring,Pax,cool cloth,ssrm.v45.inventory_trust.repair_ring.Pax,38,0.931,0.933,0.08,0.08,21,True,True,True
1622,91,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,33,0.98,0.98,0.53,0.53,21,True,True,True
1624,91,signal,Kesh,wind wrap,ssrm.v45.inventory_trust.signal.Kesh,38,0.98,0.98,0.0,0.0,72,True,True,True
1626,91,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,39,0.933,0.934,0.08,0.08,21,True,True,True
1627,91,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,38,0.98,0.98,0.0,0.0,23,True,True,True
1628,91,roofward,Fay,shade cloth,ssrm.v45.inventory_trust.roofward.Fay,33,0.735,0.736,0.08,0.08,90,True,True,True
1629,91,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,38,0.866,0.867,0.08,0.08,23,True,True,True
1630,91,signal,Ren,oil lantern,ssrm.v45.inventory_trust.signal.Ren,38,0.98,0.98,0.0,0.0,28,True,True,True
1631,91,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,34,0.98,0.98,0.54,0.55,23,True,True,True
1632,91,repair_ring,Pax,cool cloth,ssrm.v45.inventory_trust.repair_ring.Pax,39,0.936,0.938,0.08,0.08,20,True,True,True
1634,91,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,34,0.98,0.98,0.53,0.53,20,True,True,True
1636,91,signal,Kesh,wind wrap,ssrm.v45.inventory_trust.signal.Kesh,38,0.98,0.98,0.0,0.0,69,True,True,True
1638,92,riverbend,Ari,cedar plank,ssrm.v45.inventory_trust.riverbend.Ari,38,0.694,0.695,0.08,0.08,48,True,True,True
1639,92,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,34,0.98,0.98,0.53,0.54,20,True,True,True
1640,92,archive,Vell,memory tag,ssrm.v45.inventory_trust.archive.Vell,38,0.892,0.894,0.08,0.08,48,True,True,True
1641,92,signal,Ren,wind wrap,ssrm.v45.inventory_trust.signal.Ren,38,0.98,0.98,0.0,0.0,29,True,True,True
1642,92,orchard,Ivo,seed satchel,ssrm.v45.inventory_trust.orchard.Ivo,35,0.98,0.98,0.644,0.644,48,True,True,True
1643,92,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,39,0.938,0.939,0.08,0.08,21,True,True,True
1644,92,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,39,0.98,0.98,0.0,0.0,23,True,True,True
1646,92,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,38,0.869,0.87,0.08,0.08,23,True,True,True
1648,92,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,35,0.98,0.98,0.55,0.55,23,True,True,True
1650,92,riverbend,Ari,cedar plank,ssrm.v45.inventory_trust.riverbend.Ari,39,0.695,0.697,0.08,0.08,46,True,True,True
1651,92,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,34,0.98,0.98,0.54,0.55,19,True,True,True
1652,92,archive,Vell,memory tag,ssrm.v45.inventory_trust.archive.Vell,38,0.894,0.896,0.08,0.08,46,True,True,True
1653,92,signal,Ren,wind wrap,ssrm.v45.inventory_trust.signal.Ren,38,0.98,0.98,0.0,0.0,27,True,True,True
1654,92,orchard,Ivo,seed satchel,ssrm.v45.inventory_trust.orchard.Ivo,35,0.98,0.98,0.644,0.644,46,True,True,True
1655,92,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,39,0.939,0.94,0.08,0.08,20,True,True,True
1656,93,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,34,0.98,0.98,0.55,0.55,19,True,True,True
1658,93,signal,Milo,wind wrap,ssrm.v45.inventory_trust.signal.Milo,38,0.98,0.98,0.0,0.0,72,True,True,True
1660,93,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,40,0.94,0.941,0.08,0.08,21,True,True,True
1661,93,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,39,0.98,0.98,0.0,0.0,24,True,True,True
1662,93,roofward,Sera,shade cloth,ssrm.v45.inventory_trust.roofward.Sera,35,0.98,0.98,0.55,0.55,18,True,True,True
1663,93,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,38,0.872,0.873,0.08,0.08,23,True,True,True
1664,93,signal,Ren,oil lantern,ssrm.v45.inventory_trust.signal.Ren,38,0.98,0.98,0.0,0.0,28,True,True,True
1665,93,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,35,0.98,0.98,0.55,0.55,23,True,True,True
1666,93,repair_ring,Vale,cool cloth,ssrm.v45.inventory_trust.repair_ring.Vale,40,0.806,0.808,0.08,0.08,90,True,True,True
1668,93,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,35,0.98,0.98,0.55,0.55,18,True,True,True
1670,93,signal,Milo,wind wrap,ssrm.v45.inventory_trust.signal.Milo,38,0.98,0.98,0.0,0.0,69,True,True,True
1672,93,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,40,0.941,0.943,0.08,0.08,20,True,True,True
1673,93,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,39,0.98,0.98,0.0,0.0,23,True,True,True
1674,94,archive,Vell,memory tag,ssrm.v45.inventory_trust.archive.Vell,38,0.9,0.902,0.08,0.08,48,True,True,True
1675,94,signal,Kesh,wind wrap,ssrm.v45.inventory_trust.signal.Kesh,38,0.98,0.98,0.0,0.0,72,True,True,True
1676,94,orchard,Ivo,seed satchel,ssrm.v45.inventory_trust.orchard.Ivo,36,0.98,0.98,0.644,0.644,48,True,True,True
1677,94,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,40,0.943,0.944,0.08,0.08,21,True,True,True
1678,94,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,40,0.98,0.98,0.0,0.0,24,True,True,True
1680,94,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,39,0.873,0.874,0.08,0.08,23,True,True,True
1682,94,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,36,0.98,0.98,0.55,0.56,23,True,True,True
1684,94,riverbend,Ari,cedar plank,ssrm.v45.inventory_trust.riverbend.Ari,40,0.697,0.698,0.08,0.08,46,True,True,True
1685,94,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,35,0.98,0.98,0.55,0.55,19,True,True,True
1686,94,archive,Vell,memory tag,ssrm.v45.inventory_trust.archive.Vell,39,0.902,0.904,0.08,0.08,46,True,True,True
1687,94,signal,Kesh,wind wrap,ssrm.v45.inventory_trust.signal.Kesh,38,0.98,0.98,0.0,0.0,69,True,True,True
1688,94,orchard,Ivo,seed satchel,ssrm.v45.inventory_trust.orchard.Ivo,36,0.98,0.98,0.656,0.656,46,True,True,True
1689,94,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,40,0.946,0.947,0.08,0.08,21,True,True,True
1690,94,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,40,0.98,0.98,0.0,0.0,23,True,True,True
1692,95,signal,Ren,wind wrap,ssrm.v45.inventory_trust.signal.Ren,38,0.98,0.98,0.0,0.0,30,True,True,True
1694,95,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,40,0.947,0.949,0.08,0.08,21,True,True,True
1695,95,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,40,0.98,0.98,0.0,0.0,24,True,True,True
1696,95,roofward,Orr,shade cloth,ssrm.v45.inventory_trust.roofward.Orr,36,0.98,0.98,0.644,0.644,90,True,True,True
1697,95,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,39,0.874,0.875,0.08,0.08,24,True,True,True
1698,95,signal,Ren,oil lantern,ssrm.v45.inventory_trust.signal.Ren,39,0.98,0.98,0.0,0.0,28,True,True,True
1699,95,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,36,0.98,0.98,0.56,0.56,23,True,True,True
1700,95,repair_ring,Juno,cool cloth,ssrm.v45.inventory_trust.repair_ring.Juno,40,0.766,0.768,0.08,0.08,90,True,True,True
1702,95,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,36,0.98,0.98,0.55,0.56,19,True,True,True
1704,95,signal,Ren,wind wrap,ssrm.v45.inventory_trust.signal.Ren,39,0.98,0.98,0.0,0.0,27,True,True,True
1706,95,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,40,0.949,0.95,0.08,0.08,20,True,True,True
1707,95,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,40,0.98,0.98,0.0,0.0,23,True,True,True
1708,95,roofward,Orr,shade cloth,ssrm.v45.inventory_trust.roofward.Orr,37,0.98,0.98,0.656,0.656,90,True,True,True
1709,95,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,39,0.877,0.878,0.08,0.08,23,True,True,True
1710,96,orchard,Ivo,seed satchel,ssrm.v45.inventory_trust.orchard.Ivo,36,0.98,0.98,0.656,0.656,48,True,True,True
1711,96,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,40,0.95,0.951,0.08,0.08,20,True,True,True
1712,96,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,40,0.98,0.98,0.0,0.0,24,True,True,True
1714,96,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,40,0.878,0.879,0.08,0.08,24,True,True,True
1716,96,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,37,0.98,0.98,0.56,0.56,23,True,True,True
1718,96,riverbend,Ari,cedar plank,ssrm.v45.inventory_trust.riverbend.Ari,40,0.698,0.699,0.08,0.08,46,True,True,True
1719,96,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,37,0.98,0.98,0.56,0.56,20,True,True,True
1720,96,archive,Vell,memory tag,ssrm.v45.inventory_trust.archive.Vell,40,0.906,0.908,0.08,0.08,46,True,True,True
1721,96,signal,Milo,wind wrap,ssrm.v45.inventory_trust.signal.Milo,39,0.98,0.98,0.0,0.0,69,True,True,True
1722,96,orchard,Ivo,seed satchel,ssrm.v45.inventory_trust.orchard.Ivo,37,0.98,0.98,0.656,0.656,46,True,True,True
1723,96,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,40,0.951,0.952,0.08,0.08,19,True,True,True
1724,96,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,40,0.98,0.98,0.0,0.0,23,True,True,True
1726,96,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,40,0.879,0.88,0.08,0.08,23,True,True,True
1728,97,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,40,0.952,0.953,0.08,0.08,19,True,True,True
1729,97,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,40,0.98,0.98,0.0,0.0,24,True,True,True
1730,97,roofward,Fay,shade cloth,ssrm.v45.inventory_trust.roofward.Fay,37,0.74,0.741,0.08,0.08,96,True,True,True
1731,97,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,40,0.88,0.881,0.08,0.08,24,True,True,True
1732,97,signal,Ren,oil lantern,ssrm.v45.inventory_trust.signal.Ren,40,0.98,0.98,0.0,0.0,29,True,True,True
1733,97,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,37,0.98,0.98,0.56,0.57,24,True,True,True
1734,97,repair_ring,Pax,cool cloth,ssrm.v45.inventory_trust.repair_ring.Pax,41,0.955,0.957,0.08,0.08,18,True,True,True
1736,97,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,37,0.98,0.98,0.56,0.56,20,True,True,True
1738,97,signal,Kesh,wind wrap,ssrm.v45.inventory_trust.signal.Kesh,40,0.98,0.98,0.0,0.0,69,True,True,True
1740,97,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,41,0.957,0.958,0.08,0.08,18,True,True,True
1741,97,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,40,0.98,0.98,0.0,0.0,23,True,True,True
1742,97,roofward,Fay,shade cloth,ssrm.v45.inventory_trust.roofward.Fay,37,0.743,0.744,0.08,0.08,96,True,True,True
1743,97,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,40,0.881,0.882,0.08,0.08,23,True,True,True
1744,97,signal,Ren,oil lantern,ssrm.v45.inventory_trust.signal.Ren,40,0.98,0.98,0.0,0.0,28,True,True,True
1745,97,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,38,0.98,0.98,0.57,0.58,23,True,True,True
1746,98,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,40,0.98,0.98,0.0,0.0,24,True,True,True
1748,98,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,40,0.882,0.883,0.08,0.08,24,True,True,True
1750,98,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,39,0.98,0.98,0.58,0.58,24,True,True,True
1752,98,riverbend,Ari,cedar plank,ssrm.v45.inventory_trust.riverbend.Ari,41,0.699,0.7,0.08,0.08,46,True,True,True
1753,98,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,37,0.98,0.98,0.56,0.57,21,True,True,True
1754,98,archive,Vell,memory tag,ssrm.v45.inventory_trust.archive.Vell,40,0.908,0.91,0.08,0.08,46,True,True,True
1755,98,signal,Ren,wind wrap,ssrm.v45.inventory_trust.signal.Ren,40,0.98,0.98,0.0,0.0,27,True,True,True
1756,98,orchard,Ivo,seed satchel,ssrm.v45.inventory_trust.orchard.Ivo,39,0.98,0.98,0.68,0.68,46,True,True,True
1757,98,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,41,0.958,0.959,0.08,0.08,19,True,True,True
1758,98,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,41,0.98,0.98,0.0,0.0,23,True,True,True
1760,98,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,40,0.887,0.889,0.08,0.08,23,True,True,True
1762,98,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,39,0.98,0.98,0.58,0.58,23,True,True,True
1764,99,roofward,Sera,shade cloth,ssrm.v45.inventory_trust.roofward.Sera,37,0.98,0.98,0.57,0.57,21,True,True,True
1765,99,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,40,0.889,0.89,0.08,0.08,24,True,True,True
1766,99,signal,Ren,oil lantern,ssrm.v45.inventory_trust.signal.Ren,40,0.98,0.98,0.0,0.0,28,True,True,True
1767,99,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,39,0.98,0.98,0.58,0.58,24,True,True,True
1768,99,repair_ring,Vale,cool cloth,ssrm.v45.inventory_trust.repair_ring.Vale,42,0.814,0.816,0.08,0.08,96,True,True,True
1770,99,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,38,0.98,0.98,0.57,0.57,21,True,True,True
1772,99,signal,Milo,wind wrap,ssrm.v45.inventory_trust.signal.Milo,40,0.98,0.98,0.0,0.0,69,True,True,True
1774,99,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,42,0.959,0.96,0.08,0.08,19,True,True,True
1775,99,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,41,0.98,0.98,0.0,0.0,23,True,True,True
1776,99,roofward,Sera,shade cloth,ssrm.v45.inventory_trust.roofward.Sera,38,0.98,0.98,0.57,0.57,20,True,True,True
1777,99,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,40,0.89,0.891,0.08,0.08,23,True,True,True
1778,99,signal,Ren,oil lantern,ssrm.v45.inventory_trust.signal.Ren,40,0.98,0.98,0.0,0.0,28,True,True,True
1779,99,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,39,0.98,0.98,0.58,0.58,23,True,True,True
1780,99,repair_ring,Vale,cool cloth,ssrm.v45.inventory_trust.repair_ring.Vale,42,0.818,0.82,0.08,0.08,96,True,True,True
1782,100,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,40,0.891,0.893,0.08,0.08,24,True,True,True
1784,100,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,39,0.98,0.98,0.58,0.59,24,True,True,True
1786,100,riverbend,Ari,cedar plank,ssrm.v45.inventory_trust.riverbend.Ari,42,0.7,0.701,0.08,0.08,48,True,True,True
1787,100,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,39,0.98,0.98,0.57,0.57,21,True,True,True
1788,100,archive,Vell,memory tag,ssrm.v45.inventory_trust.archive.Vell,41,0.912,0.914,0.08,0.08,46,True,True,True
1789,100,signal,Kesh,wind wrap,ssrm.v45.inventory_trust.signal.Kesh,40,0.98,0.98,0.0,0.0,69,True,True,True
1790,100,orchard,Ivo,seed satchel,ssrm.v45.inventory_trust.orchard.Ivo,39,0.98,0.98,0.692,0.692,46,True,True,True
1791,100,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,42,0.962,0.963,0.08,0.08,20,True,True,True
1792,100,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,42,0.98,0.98,0.0,0.0,23,True,True,True
1794,100,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,41,0.893,0.894,0.08,0.08,23,True,True,True
1796,100,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,39,0.98,0.98,0.59,0.6,23,True,True,True
1798,100,riverbend,Ari,cedar plank,ssrm.v45.inventory_trust.riverbend.Ari,42,0.701,0.702,0.08,0.08,46,True,True,True
1799,100,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,39,0.98,0.98,0.57,0.57,20,True,True,True
1800,101,signal,Ren,oil lantern,ssrm.v45.inventory_trust.signal.Ren,40,0.98,0.98,0.0,0.0,28,True,True,True
1801,101,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,39,0.98,0.98,0.6,0.6,24,True,True,True
1802,101,repair_ring,Juno,cool cloth,ssrm.v45.inventory_trust.repair_ring.Juno,42,0.774,0.776,0.08,0.08,96,True,True,True
1804,101,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,40,0.98,0.98,0.57,0.58,21,True,True,True
1806,101,signal,Ren,wind wrap,ssrm.v45.inventory_trust.signal.Ren,41,0.98,0.98,0.0,0.0,28,True,True,True
1808,101,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,42,0.965,0.966,0.08,0.08,20,True,True,True
1809,101,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,42,0.98,0.98,0.0,0.0,23,True,True,True
1810,101,roofward,Orr,shade cloth,ssrm.v45.inventory_trust.roofward.Orr,40,0.98,0.98,0.68,0.68,96,True,True,True
1811,101,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,41,0.896,0.897,0.08,0.08,23,True,True,True
1812,101,signal,Ren,oil lantern,ssrm.v45.inventory_trust.signal.Ren,41,0.98,0.98,0.0,0.0,27,True,True,True
1813,101,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,39,0.98,0.98,0.6,0.6,23,True,True,True
1814,101,repair_ring,Juno,cool cloth,ssrm.v45.inventory_trust.repair_ring.Juno,42,0.778,0.78,0.08,0.08,96,True,True,True
1816,101,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,40,0.98,0.98,0.58,0.59,20,True,True,True
1818,102,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,40,0.98,0.98,0.6,0.6,24,True,True,True
1820,102,riverbend,Ari,cedar plank,ssrm.v45.inventory_trust.riverbend.Ari,42,0.702,0.703,0.08,0.08,48,True,True,True
1821,102,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,40,0.98,0.98,0.59,0.59,21,True,True,True
1822,102,archive,Vell,memory tag,ssrm.v45.inventory_trust.archive.Vell,42,0.916,0.918,0.08,0.08,48,True,True,True
1823,102,signal,Milo,wind wrap,ssrm.v45.inventory_trust.signal.Milo,41,0.98,0.98,0.0,0.0,72,True,True,True
