tick,day,slot,resident,room,schedule_state,need_state,debt_focus,project_progress,offscreen,schedule_changed_by_avatar,agency_preserved
2695,150,13,Tovan,west hearth,private task,relieved,water carry,0.181422,False,True,True
2696,150,14,Nia,river gate,private task,tired,repair promise,0.239944,True,False,True
2697,150,15,Ari,arrival court,recover focus,hungry,missed greeting,0.222928,False,True,True
2698,150,16,Fay,tool alcove,work,guarded,care favor,0.176019,False,False,True
2699,150,17,Milo,rain court,rest,steady,route warning,0.142344,True,False,True
2700,151,0,Sera,west hearth,care duty,guarded,water carry,0.224897,False,True,False
2701,151,1,Tovan,river gate,care duty,steady,repair promise,0.26697,False,True,True
2702,151,2,Nia,arrival court,recover focus,wet,missed greeting,0.240361,False,True,True
2703,151,3,Ari,tool alcove,recover focus,focused,care favor,0.231953,True,False,True
2704,151,4,Fay,rain court,work,relieved,route warning,0.187056,False,True,True
2705,151,5,Milo,fiber loft,rest,tired,tool loan,0.17695,False,False,True
2706,151,6,Sera,west hearth,negotiate debt,hungry,water carry,0.210926,False,False,True
2707,151,7,Tovan,river gate,seek tool,guarded,repair promise,0.257746,False,True,True
2708,151,8,Nia,arrival court,private task,steady,missed greeting,0.274364,False,True,False
2709,151,9,Ari,tool alcove,private task,wet,care favor,0.245502,False,True,True
2710,151,10,Fay,rain court,work,focused,route warning,0.167695,False,True,True
2711,151,11,Milo,fiber loft,work,relieved,tool loan,0.174897,True,False,True
2712,151,12,Sera,west hearth,rest,tired,water carry,0.198068,False,True,True
2713,151,13,Tovan,river gate,negotiate debt,hungry,repair promise,0.245905,False,False,True
2714,151,14,Nia,arrival court,seek tool,guarded,missed greeting,0.274427,False,False,True
2715,151,15,Ari,tool alcove,care duty,steady,care favor,0.257411,False,True,True
2716,151,16,Fay,rain court,recover focus,wet,route warning,0.210501,False,True,False
2717,151,17,Milo,fiber loft,recover focus,focused,tool loan,0.176827,False,True,True
2718,152,0,Sera,river gate,rest,wet,repair promise,0.259379,True,False,True
2719,152,1,Tovan,arrival court,negotiate debt,focused,missed greeting,0.301453,False,True,True
2720,152,2,Nia,tool alcove,seek tool,relieved,care favor,0.304844,False,False,True
2721,152,3,Ari,rain court,care duty,tired,route warning,0.266435,False,False,True
2722,152,4,Fay,fiber loft,private task,hungry,tool loan,0.221539,False,True,True
2723,152,5,Milo,west hearth,work,guarded,water carry,0.211433,False,True,True
2724,152,6,Sera,river gate,work,steady,repair promise,0.245409,False,True,True
2725,152,7,Tovan,arrival court,negotiate debt,wet,missed greeting,0.262229,False,True,True
2726,152,8,Nia,tool alcove,negotiate debt,focused,care favor,0.308847,True,False,True
2727,152,9,Ari,rain court,seek tool,relieved,route warning,0.279985,False,True,True
2728,152,10,Fay,fiber loft,care duty,tired,tool loan,0.232178,False,False,True
2729,152,11,Milo,west hearth,private task,hungry,water carry,0.20938,False,False,True
2730,152,12,Sera,river gate,recover focus,guarded,repair promise,0.232551,False,True,True
2731,152,13,Tovan,arrival court,rest,steady,missed greeting,0.280388,False,True,True
2732,152,14,Nia,tool alcove,rest,wet,care favor,0.30891,False,True,True
2733,152,15,Ari,rain court,seek tool,focused,route warning,0.261894,False,True,True
2734,152,16,Fay,fiber loft,seek tool,relieved,tool loan,0.244984,True,False,True
2735,152,17,Milo,west hearth,care duty,tired,water carry,0.211309,False,True,True
2736,153,0,Sera,arrival court,recover focus,relieved,missed greeting,0.293862,True,False,True
2737,153,1,Tovan,tool alcove,work,tired,care favor,0.335936,False,True,True
2738,153,2,Nia,rain court,negotiate debt,hungry,route warning,0.339327,False,True,True
2739,153,3,Ari,fiber loft,negotiate debt,guarded,tool loan,0.300918,False,True,True
2740,153,4,Fay,west hearth,care duty,steady,water carry,0.226022,False,True,False
2741,153,5,Milo,river gate,care duty,wet,repair promise,0.245916,True,False,True
2742,153,6,Sera,arrival court,private task,focused,missed greeting,0.279891,False,True,True
2743,153,7,Tovan,tool alcove,recover focus,relieved,care favor,0.326711,False,False,True
2744,153,8,Nia,rain court,work,tired,route warning,0.34333,False,False,True
2745,153,9,Ari,fiber loft,rest,hungry,tool loan,0.314468,False,True,True
2746,153,10,Fay,west hearth,seek tool,guarded,water carry,0.266661,False,True,True
2747,153,11,Milo,river gate,seek tool,steady,repair promise,0.243863,False,True,True
2748,153,12,Sera,arrival court,private task,wet,missed greeting,0.237033,False,True,False
2749,153,13,Tovan,tool alcove,private task,focused,care favor,0.31487,True,False,True
2750,153,14,Nia,rain court,recover focus,relieved,route warning,0.343392,False,True,True
2751,153,15,Ari,fiber loft,work,tired,tool loan,0.326376,False,False,True
2752,153,16,Fay,west hearth,rest,hungry,water carry,0.279467,False,False,True
2753,153,17,Milo,river gate,negotiate debt,guarded,repair promise,0.245792,True,True,True
2754,154,0,Sera,tool alcove,care duty,hungry,care favor,0.328345,False,True,True
2755,154,1,Tovan,rain court,recover focus,guarded,route warning,0.340418,False,True,True
2756,154,2,Nia,fiber loft,recover focus,steady,tool loan,0.37381,True,False,True
2757,154,3,Ari,west hearth,work,wet,water carry,0.335401,False,True,True
2758,154,4,Fay,river gate,rest,focused,repair promise,0.290505,False,False,True
2759,154,5,Milo,arrival court,negotiate debt,relieved,missed greeting,0.280399,False,False,True
2760,154,6,Sera,tool alcove,seek tool,tired,care favor,0.314374,False,True,True
2761,154,7,Tovan,rain court,private task,hungry,route warning,0.361194,False,True,True
2762,154,8,Nia,fiber loft,private task,guarded,tool loan,0.377813,False,True,True
2763,154,9,Ari,west hearth,work,steady,water carry,0.318951,False,True,True
2764,154,10,Fay,river gate,work,wet,repair promise,0.301144,True,False,True
2765,154,11,Milo,arrival court,rest,focused,missed greeting,0.278345,False,True,True
2766,154,12,Sera,tool alcove,negotiate debt,relieved,care favor,0.301516,False,False,True
2767,154,13,Tovan,rain court,seek tool,tired,route warning,0.349353,False,False,True
2768,154,14,Nia,fiber loft,care duty,hungry,tool loan,0.377875,False,True,True
2769,154,15,Ari,west hearth,recover focus,guarded,water carry,0.360859,False,True,True
2770,154,16,Fay,river gate,recover focus,steady,repair promise,0.31395,False,True,True
2771,154,17,Milo,arrival court,rest,wet,missed greeting,0.250275,False,True,True
2772,155,0,Sera,rain court,negotiate debt,steady,route warning,0.362828,False,True,True
2773,155,1,Tovan,fiber loft,seek tool,wet,tool loan,0.404901,False,False,True
2774,155,2,Nia,west hearth,care duty,focused,water carry,0.408292,False,False,True
2775,155,3,Ari,river gate,private task,relieved,repair promise,0.369884,False,True,True
2776,155,4,Fay,arrival court,work,tired,missed greeting,0.324987,False,True,False
2777,155,5,Milo,tool alcove,work,hungry,care favor,0.314881,False,True,True
2778,155,6,Sera,rain court,negotiate debt,guarded,route warning,0.318857,False,True,True
2779,155,7,Tovan,fiber loft,negotiate debt,steady,tool loan,0.395677,True,False,True
2780,155,8,Nia,west hearth,seek tool,wet,water carry,0.412295,False,True,True
2781,155,9,Ari,river gate,care duty,focused,repair promise,0.383434,False,False,True
2782,155,10,Fay,arrival court,private task,relieved,missed greeting,0.335627,False,False,True
2783,155,11,Milo,tool alcove,recover focus,tired,care favor,0.312828,False,True,True
2784,155,12,Sera,rain court,rest,hungry,route warning,0.335999,False,True,False
2785,155,13,Tovan,fiber loft,rest,guarded,tool loan,0.383836,False,True,True
2786,155,14,Nia,west hearth,seek tool,steady,water carry,0.382358,False,True,True
2787,155,15,Ari,river gate,seek tool,wet,repair promise,0.395342,True,False,True
2788,155,16,Fay,arrival court,care duty,focused,missed greeting,0.348432,False,True,True
2789,155,17,Milo,tool alcove,private task,relieved,care favor,0.314758,False,False,True
2790,156,0,Sera,fiber loft,work,focused,tool loan,0.39731,True,True,True
2791,156,1,Tovan,west hearth,negotiate debt,relieved,water carry,0.439384,False,True,True
2792,156,2,Nia,river gate,negotiate debt,tired,repair promise,0.442775,False,True,True
2793,156,3,Ari,arrival court,care duty,hungry,missed greeting,0.374366,False,True,True
2794,156,4,Fay,tool alcove,care duty,guarded,care favor,0.35947,True,False,True
2795,156,5,Milo,rain court,private task,steady,route warning,0.349364,False,True,True
2796,156,6,Sera,fiber loft,recover focus,wet,tool loan,0.38334,False,False,True
2797,156,7,Tovan,west hearth,work,focused,water carry,0.43016,False,False,True
2798,156,8,Nia,river gate,rest,relieved,repair promise,0.446778,False,True,True
2799,156,9,Ari,arrival court,seek tool,tired,missed greeting,0.417916,False,True,True
2800,156,10,Fay,tool alcove,seek tool,hungry,care favor,0.370109,False,True,True
2801,156,11,Milo,rain court,private task,guarded,route warning,0.317311,False,True,True
2802,156,12,Sera,fiber loft,private task,steady,tool loan,0.370482,True,False,True
2803,156,13,Tovan,west hearth,recover focus,wet,water carry,0.418319,False,True,True
2804,156,14,Nia,river gate,work,focused,repair promise,0.446841,False,False,True
2805,156,15,Ari,arrival court,rest,relieved,missed greeting,0.429825,False,False,True
2806,156,16,Fay,tool alcove,negotiate debt,tired,care favor,0.382915,False,True,True
2807,156,17,Milo,rain court,care duty,hungry,route warning,0.34924,True,True,True
2808,157,0,Sera,west hearth,recover focus,tired,water carry,0.401793,False,True,False
2809,157,1,Tovan,river gate,recover focus,hungry,repair promise,0.473867,True,False,True
2810,157,2,Nia,arrival court,work,guarded,missed greeting,0.477258,False,True,True
2811,157,3,Ari,tool alcove,rest,steady,care favor,0.438849,False,False,True
2812,157,4,Fay,rain court,negotiate debt,wet,route warning,0.393953,False,False,True
2813,157,5,Milo,fiber loft,seek tool,focused,tool loan,0.383847,False,True,True
2814,157,6,Sera,west hearth,private task,relieved,water carry,0.417822,False,True,True
2815,157,7,Tovan,river gate,private task,tired,repair promise,0.464642,False,True,True
2816,157,8,Nia,arrival court,work,hungry,missed greeting,0.451261,False,True,False
2817,157,9,Ari,tool alcove,work,guarded,care favor,0.452399,True,False,True
2818,157,10,Fay,rain court,rest,steady,route warning,0.404592,False,True,True
2819,157,11,Milo,fiber loft,negotiate debt,wet,tool loan,0.381794,False,False,True
2820,157,12,Sera,west hearth,seek tool,focused,water carry,0.404964,False,False,True
2821,157,13,Tovan,river gate,care duty,relieved,repair promise,0.452801,False,True,True
2822,157,14,Nia,arrival court,recover focus,tired,missed greeting,0.481323,False,True,True
2823,157,15,Ari,tool alcove,recover focus,hungry,care favor,0.464307,False,True,True
2824,157,16,Fay,rain court,rest,guarded,route warning,0.387398,False,True,False
2825,157,17,Milo,fiber loft,rest,steady,tool loan,0.383723,True,False,True
2826,158,0,Sera,river gate,seek tool,guarded,repair promise,0.466276,False,False,True
2827,158,1,Tovan,arrival court,care duty,steady,missed greeting,0.508349,False,False,True
2828,158,2,Nia,tool alcove,private task,wet,care favor,0.511741,False,True,True
2829,158,3,Ari,rain court,work,focused,route warning,0.473332,False,True,True
2830,158,4,Fay,fiber loft,work,relieved,tool loan,0.428436,False,True,True
2831,158,5,Milo,west hearth,negotiate debt,tired,water carry,0.38833,False,True,True
2832,158,6,Sera,river gate,negotiate debt,hungry,repair promise,0.452305,True,False,True
2833,158,7,Tovan,arrival court,seek tool,guarded,missed greeting,0.499125,False,True,True
2834,158,8,Nia,tool alcove,care duty,steady,care favor,0.515744,False,False,True
2835,158,9,Ari,rain court,private task,wet,route warning,0.486882,False,False,True
2836,158,10,Fay,fiber loft,recover focus,focused,tool loan,0.439075,False,True,True
2837,158,11,Milo,west hearth,rest,relieved,water carry,0.416276,False,True,True
2838,158,12,Sera,river gate,rest,tired,repair promise,0.439447,False,True,True
2839,158,13,Tovan,arrival court,seek tool,hungry,missed greeting,0.457284,False,True,True
2840,158,14,Nia,tool alcove,seek tool,guarded,care favor,0.515806,True,False,True
2841,158,15,Ari,rain court,care duty,steady,route warning,0.49879,False,True,True
2842,158,16,Fay,fiber loft,private task,wet,tool loan,0.451881,False,False,True
2843,158,17,Milo,west hearth,recover focus,focused,water carry,0.418206,False,False,True
2844,159,0,Sera,arrival court,negotiate debt,wet,missed greeting,0.500759,True,True,False
2845,159,1,Tovan,tool alcove,negotiate debt,focused,care favor,0.542832,False,True,True
2846,159,2,Nia,rain court,care duty,relieved,route warning,0.516223,False,True,True
2847,159,3,Ari,fiber loft,care duty,tired,tool loan,0.507815,True,False,True
2848,159,4,Fay,west hearth,private task,hungry,water carry,0.462918,False,True,True
2849,159,5,Milo,river gate,recover focus,guarded,repair promise,0.452812,False,False,True
2850,159,6,Sera,arrival court,work,steady,missed greeting,0.486788,False,False,True
2851,159,7,Tovan,tool alcove,rest,wet,care favor,0.533608,False,True,True
2852,159,8,Nia,rain court,seek tool,focused,route warning,0.550227,False,True,False
2853,159,9,Ari,fiber loft,seek tool,relieved,tool loan,0.521365,False,True,True
2854,159,10,Fay,west hearth,private task,tired,water carry,0.443558,False,True,True
2855,159,11,Milo,river gate,private task,hungry,repair promise,0.450759,True,False,True
2856,159,12,Sera,arrival court,recover focus,guarded,missed greeting,0.47393,False,True,True
2857,159,13,Tovan,tool alcove,work,steady,care favor,0.521767,False,False,True
2858,159,14,Nia,rain court,rest,wet,route warning,0.550289,False,False,True
2859,159,15,Ari,fiber loft,negotiate debt,focused,tool loan,0.533273,False,True,True
2860,159,16,Fay,west hearth,care duty,relieved,water carry,0.486363,False,True,False
2861,159,17,Milo,river gate,care duty,tired,repair promise,0.452689,True,True,True
2862,160,0,Sera,tool alcove,recover focus,relieved,care favor,0.535241,True,False,True
2863,160,1,Tovan,rain court,work,tired,route warning,0.577315,False,True,True
2864,160,2,Nia,fiber loft,rest,hungry,tool loan,0.580706,False,False,True
2865,160,3,Ari,west hearth,negotiate debt,guarded,water carry,0.542297,False,False,True
2866,160,4,Fay,river gate,seek tool,steady,repair promise,0.497401,False,True,True
2867,160,5,Milo,arrival court,private task,wet,missed greeting,0.487295,False,True,True
2868,160,6,Sera,tool alcove,private task,focused,care favor,0.521271,False,True,True
2869,160,7,Tovan,rain court,work,relieved,route warning,0.538091,False,True,True
2870,160,8,Nia,fiber loft,work,tired,tool loan,0.584709,True,False,True
2871,160,9,Ari,west hearth,rest,hungry,water carry,0.555847,False,True,True
2872,160,10,Fay,river gate,negotiate debt,guarded,repair promise,0.50804,False,False,True
2873,160,11,Milo,arrival court,seek tool,steady,missed greeting,0.485242,False,False,True
2874,160,12,Sera,tool alcove,care duty,wet,care favor,0.508413,False,True,True
2875,160,13,Tovan,rain court,recover focus,focused,route warning,0.55625,False,True,True
2876,160,14,Nia,fiber loft,recover focus,relieved,tool loan,0.584772,False,True,True
2877,160,15,Ari,west hearth,rest,tired,water carry,0.537756,False,True,True
2878,160,16,Fay,river gate,rest,hungry,repair promise,0.520846,True,False,True
2879,160,17,Milo,arrival court,negotiate debt,guarded,missed greeting,0.487172,False,True,True
2880,161,0,Sera,rain court,care duty,hungry,route warning,0.569724,False,False,True
2881,161,1,Tovan,fiber loft,private task,guarded,tool loan,0.611798,False,True,True
2882,161,2,Nia,west hearth,work,steady,water carry,0.615189,False,True,True
2883,161,3,Ari,river gate,work,wet,repair promise,0.57678,False,True,True
2884,161,4,Fay,arrival court,negotiate debt,focused,missed greeting,0.501884,False,True,False
2885,161,5,Milo,tool alcove,negotiate debt,relieved,care favor,0.521778,True,False,True
2886,161,6,Sera,rain court,seek tool,tired,route warning,0.555753,False,True,True
2887,161,7,Tovan,fiber loft,care duty,hungry,tool loan,0.602573,False,False,True
2888,161,8,Nia,west hearth,private task,guarded,water carry,0.619192,False,False,True
2889,161,9,Ari,river gate,recover focus,steady,repair promise,0.59033,False,True,True
2890,161,10,Fay,arrival court,rest,wet,missed greeting,0.542523,False,True,True
2891,161,11,Milo,tool alcove,rest,focused,care favor,0.519725,False,True,True
2892,161,12,Sera,rain court,seek tool,relieved,route warning,0.512895,False,True,False
2893,161,13,Tovan,fiber loft,seek tool,tired,tool loan,0.590732,True,False,True
2894,161,14,Nia,west hearth,care duty,hungry,water carry,0.619255,False,True,True
2895,161,15,Ari,river gate,private task,guarded,repair promise,0.602239,False,False,True
2896,161,16,Fay,arrival court,recover focus,steady,missed greeting,0.555329,False,False,True
2897,161,17,Milo,tool alcove,work,wet,care favor,0.521654,False,True,True
2898,162,0,Sera,fiber loft,negotiate debt,steady,tool loan,0.604207,True,True,True
2899,162,1,Tovan,west hearth,care duty,wet,water carry,0.61628,False,True,True
2900,162,2,Nia,river gate,care duty,focused,repair promise,0.649672,True,False,True
2901,162,3,Ari,arrival court,private task,relieved,missed greeting,0.611263,False,True,True
2902,162,4,Fay,tool alcove,recover focus,tired,care favor,0.566367,False,False,True
2903,162,5,Milo,rain court,work,hungry,route warning,0.556261,False,False,True
2904,162,6,Sera,fiber loft,rest,guarded,tool loan,0.590236,False,True,True
2905,162,7,Tovan,west hearth,seek tool,steady,water carry,0.637056,False,True,True
2906,162,8,Nia,river gate,seek tool,wet,repair promise,0.653675,False,True,True
2907,162,9,Ari,arrival court,private task,focused,missed greeting,0.594813,False,True,True
2908,162,10,Fay,tool alcove,private task,relieved,care favor,0.577006,True,False,True
2909,162,11,Milo,rain court,recover focus,tired,route warning,0.554207,False,True,True
2910,162,12,Sera,fiber loft,work,hungry,tool loan,0.577378,False,False,True
2911,162,13,Tovan,west hearth,rest,guarded,water carry,0.625215,False,False,True
2912,162,14,Nia,river gate,negotiate debt,steady,repair promise,0.653737,False,True,True
2913,162,15,Ari,arrival court,care duty,wet,missed greeting,0.636721,False,True,True
2914,162,16,Fay,tool alcove,care duty,focused,care favor,0.589812,False,True,True
2915,162,17,Milo,rain court,recover focus,relieved,route warning,0.526137,True,True,True
2916,163,0,Sera,west hearth,work,focused,water carry,0.63869,False,True,True
2917,163,1,Tovan,river gate,rest,relieved,repair promise,0.680763,False,False,True
2918,163,2,Nia,arrival court,negotiate debt,tired,missed greeting,0.684155,False,False,True
2919,163,3,Ari,tool alcove,seek tool,hungry,care favor,0.645746,False,True,True
2920,163,4,Fay,rain court,private task,guarded,route warning,0.60085,False,True,False
2921,163,5,Milo,fiber loft,private task,steady,tool loan,0.590743,False,True,True
2922,163,6,Sera,west hearth,work,wet,water carry,0.594719,False,True,True
2923,163,7,Tovan,river gate,work,focused,repair promise,0.671539,True,False,True
2924,163,8,Nia,arrival court,rest,relieved,missed greeting,0.688158,False,True,True
2925,163,9,Ari,tool alcove,negotiate debt,tired,care favor,0.659296,False,False,True
2926,163,10,Fay,rain court,seek tool,hungry,route warning,0.611489,False,False,True
2927,163,11,Milo,fiber loft,care duty,guarded,tool loan,0.58869,False,True,True
2928,163,12,Sera,west hearth,recover focus,steady,water carry,0.611861,False,True,False
2929,163,13,Tovan,river gate,recover focus,wet,repair promise,0.659698,False,True,True
2930,163,14,Nia,arrival court,rest,focused,missed greeting,0.65822,False,True,True
2931,163,15,Ari,tool alcove,rest,relieved,care favor,0.671204,True,False,True
2932,163,16,Fay,rain court,negotiate debt,tired,route warning,0.624294,False,True,True
2933,163,17,Milo,fiber loft,seek tool,hungry,tool loan,0.59062,False,False,True
2934,164,0,Sera,river gate,private task,tired,repair promise,0.673172,False,True,True
2935,164,1,Tovan,arrival court,work,hungry,missed greeting,0.715246,False,True,True
2936,164,2,Nia,tool alcove,work,guarded,care favor,0.718637,False,True,True
2937,164,3,Ari,rain court,negotiate debt,steady,route warning,0.650228,False,True,True
2938,164,4,Fay,fiber loft,negotiate debt,wet,tool loan,0.635332,True,False,True
2939,164,5,Milo,west hearth,seek tool,focused,water carry,0.625226,False,True,True
2940,164,6,Sera,river gate,care duty,relieved,repair promise,0.659202,False,False,True
2941,164,7,Tovan,arrival court,private task,tired,missed greeting,0.706022,False,False,True
2942,164,8,Nia,tool alcove,recover focus,hungry,care favor,0.72264,False,True,True
2943,164,9,Ari,rain court,rest,guarded,route warning,0.693778,False,True,True
2944,164,10,Fay,fiber loft,rest,steady,tool loan,0.645971,False,True,True
2945,164,11,Milo,west hearth,seek tool,wet,water carry,0.593173,False,True,True
2946,164,12,Sera,river gate,seek tool,focused,repair promise,0.646344,True,False,True
2947,164,13,Tovan,arrival court,care duty,relieved,missed greeting,0.694181,False,True,True
2948,164,14,Nia,tool alcove,private task,tired,care favor,0.722703,False,False,True
2949,164,15,Ari,rain court,recover focus,hungry,route warning,0.705687,False,False,True
2950,164,16,Fay,fiber loft,work,guarded,tool loan,0.658777,False,True,True
2951,164,17,Milo,west hearth,negotiate debt,steady,water carry,0.625103,False,True,True
2952,165,0,Sera,arrival court,care duty,guarded,missed greeting,0.677655,True,True,False
2953,165,1,Tovan,tool alcove,care duty,steady,care favor,0.749729,True,False,True
2954,165,2,Nia,rain court,private task,wet,route warning,0.75312,False,True,True
2955,165,3,Ari,fiber loft,recover focus,focused,tool loan,0.714711,False,False,True
2956,165,4,Fay,west hearth,work,relieved,water carry,0.669815,False,False,True
2957,165,5,Milo,river gate,rest,tired,repair promise,0.659709,False,True,True
2958,165,6,Sera,arrival court,seek tool,hungry,missed greeting,0.693684,False,True,True
2959,165,7,Tovan,tool alcove,seek tool,guarded,care favor,0.740505,False,True,True
2960,165,8,Nia,rain court,private task,steady,route warning,0.727123,False,True,False
2961,165,9,Ari,fiber loft,private task,wet,tool loan,0.728261,True,False,True
2962,165,10,Fay,west hearth,recover focus,focused,water carry,0.680454,False,True,True
2963,165,11,Milo,river gate,work,relieved,repair promise,0.657656,False,False,True
2964,165,12,Sera,arrival court,rest,tired,missed greeting,0.680827,False,False,True
2965,165,13,Tovan,tool alcove,negotiate debt,hungry,care favor,0.728664,False,True,True
2966,165,14,Nia,rain court,care duty,guarded,route warning,0.757186,False,True,True
2967,165,15,Ari,fiber loft,care duty,steady,tool loan,0.74017,False,True,True
2968,165,16,Fay,west hearth,recover focus,wet,water carry,0.66326,False,True,False
2969,165,17,Milo,river gate,recover focus,focused,repair promise,0.659585,True,False,True
2970,166,0,Sera,tool alcove,rest,wet,care favor,0.742138,False,False,True
2971,166,1,Tovan,rain court,negotiate debt,focused,route warning,0.784211,False,False,True
2972,166,2,Nia,fiber loft,seek tool,relieved,tool loan,0.787603,False,True,True
2973,166,3,Ari,west hearth,private task,tired,water carry,0.749194,False,True,True
2974,166,4,Fay,river gate,private task,hungry,repair promise,0.704298,False,True,True
2975,166,5,Milo,arrival court,work,guarded,missed greeting,0.664192,False,True,True
2976,166,6,Sera,tool alcove,work,steady,care favor,0.728167,True,False,True
2977,166,7,Tovan,rain court,rest,wet,route warning,0.774987,False,True,True
2978,166,8,Nia,fiber loft,negotiate debt,focused,tool loan,0.791606,False,False,True
2979,166,9,Ari,west hearth,seek tool,relieved,water carry,0.762744,False,False,True
2980,166,10,Fay,river gate,care duty,tired,repair promise,0.714937,False,True,True
2981,166,11,Milo,arrival court,recover focus,hungry,missed greeting,0.692138,False,True,True
2982,166,12,Sera,tool alcove,recover focus,guarded,care favor,0.715309,False,True,True
2983,166,13,Tovan,rain court,rest,steady,route warning,0.733146,False,True,True
2984,166,14,Nia,fiber loft,rest,wet,tool loan,0.791668,True,False,True
2985,166,15,Ari,west hearth,negotiate debt,focused,water carry,0.774652,False,True,True
2986,166,16,Fay,river gate,seek tool,relieved,repair promise,0.727743,False,False,True
2987,166,17,Milo,arrival court,care duty,tired,missed greeting,0.694068,False,False,True
2988,167,0,Sera,rain court,work,relieved,route warning,0.776621,False,True,False
2989,167,1,Tovan,fiber loft,work,tired,tool loan,0.818694,False,True,True
2990,167,2,Nia,west hearth,negotiate debt,hungry,water carry,0.792086,False,True,True
2991,167,3,Ari,river gate,negotiate debt,guarded,repair promise,0.783677,True,False,True
2992,167,4,Fay,arrival court,seek tool,steady,missed greeting,0.738781,False,True,True
2993,167,5,Milo,tool alcove,care duty,wet,care favor,0.728674,False,False,True
2994,167,6,Sera,rain court,private task,focused,route warning,0.76265,False,False,True
2995,167,7,Tovan,fiber loft,recover focus,relieved,tool loan,0.80947,False,True,True
2996,167,8,Nia,west hearth,rest,tired,water carry,0.826089,False,True,False
2997,167,9,Ari,river gate,rest,hungry,repair promise,0.797227,False,True,True
2998,167,10,Fay,arrival court,seek tool,guarded,missed greeting,0.71942,False,True,True
2999,167,11,Milo,tool alcove,seek tool,steady,care favor,0.726621,True,False,True
3000,167,12,Sera,rain court,care duty,wet,route warning,0.749792,False,True,True
3001,167,13,Tovan,fiber loft,private task,focused,tool loan,0.797629,False,False,True
3002,167,14,Nia,west hearth,recover focus,relieved,water carry,0.826151,False,False,True
3003,167,15,Ari,river gate,work,tired,repair promise,0.809135,False,True,True
3004,167,16,Fay,arrival court,negotiate debt,hungry,missed greeting,0.762226,False,True,False
3005,167,17,Milo,tool alcove,negotiate debt,guarded,care favor,0.728551,False,True,True
3006,168,0,Sera,fiber loft,care duty,hungry,tool loan,0.811103,True,False,True
3007,168,1,Tovan,west hearth,private task,guarded,water carry,0.853177,False,True,True
3008,168,2,Nia,river gate,recover focus,steady,repair promise,0.856568,False,False,True
3009,168,3,Ari,arrival court,work,wet,missed greeting,0.818159,False,False,True
3010,168,4,Fay,tool alcove,rest,focused,care favor,0.773263,False,True,True
3011,168,5,Milo,rain court,seek tool,relieved,route warning,0.763157,False,True,True
3012,168,6,Sera,fiber loft,seek tool,tired,tool loan,0.797133,False,True,True
3013,168,7,Tovan,west hearth,private task,hungry,water carry,0.813953,False,True,True
3014,168,8,Nia,river gate,private task,guarded,repair promise,0.860571,True,False,True
3015,168,9,Ari,arrival court,recover focus,steady,missed greeting,0.831709,False,True,True
3016,168,10,Fay,tool alcove,work,wet,care favor,0.783902,False,False,True
3017,168,11,Milo,rain court,rest,focused,route warning,0.761104,False,False,True
3018,168,12,Sera,fiber loft,negotiate debt,relieved,tool loan,0.784275,False,True,True
3019,168,13,Tovan,west hearth,care duty,tired,water carry,0.832112,False,True,True
3020,168,14,Nia,river gate,care duty,hungry,repair promise,0.860634,False,True,True
3021,168,15,Ari,arrival court,recover focus,guarded,missed greeting,0.813618,False,True,True
3022,168,16,Fay,tool alcove,recover focus,steady,care favor,0.796708,True,False,True
3023,168,17,Milo,rain court,work,wet,route warning,0.763034,True,True,True
3024,169,0,Sera,west hearth,negotiate debt,steady,water carry,0.845586,False,False,True
3025,169,1,Tovan,river gate,seek tool,wet,repair promise,0.88766,False,True,True
3026,169,2,Nia,arrival court,private task,focused,missed greeting,0.891051,False,True,True
3027,169,3,Ari,tool alcove,private task,relieved,care favor,0.852642,False,True,True
3028,169,4,Fay,rain court,work,tired,route warning,0.777746,False,True,False
3029,169,5,Milo,fiber loft,work,hungry,tool loan,0.79764,True,False,True
3030,169,6,Sera,west hearth,rest,guarded,water carry,0.831615,False,True,True
3031,169,7,Tovan,river gate,negotiate debt,steady,repair promise,0.878436,False,False,True
3032,169,8,Nia,arrival court,seek tool,wet,missed greeting,0.895054,False,False,True
3033,169,9,Ari,tool alcove,care duty,focused,care favor,0.866192,False,True,True
3034,169,10,Fay,rain court,recover focus,relieved,route warning,0.818385,False,True,True
3035,169,11,Milo,fiber loft,recover focus,tired,tool loan,0.795587,False,True,True
3036,169,12,Sera,west hearth,rest,hungry,water carry,0.788758,False,True,False
3037,169,13,Tovan,river gate,rest,guarded,repair promise,0.866595,True,False,True
3038,169,14,Nia,arrival court,negotiate debt,steady,missed greeting,0.895117,False,True,True
3039,169,15,Ari,tool alcove,seek tool,wet,care favor,0.878101,False,False,True
3040,169,16,Fay,rain court,care duty,focused,route warning,0.831191,False,False,True
3041,169,17,Milo,fiber loft,private task,relieved,tool loan,0.797516,False,True,True
3042,170,0,Sera,river gate,work,focused,repair promise,0.880069,False,True,True
3043,170,1,Tovan,arrival court,negotiate debt,relieved,missed greeting,0.892143,False,True,True
3044,170,2,Nia,tool alcove,negotiate debt,tired,care favor,0.925534,True,False,True
3045,170,3,Ari,rain court,seek tool,hungry,route warning,0.887125,False,True,True
3046,170,4,Fay,fiber loft,care duty,guarded,tool loan,0.842229,False,False,True
3047,170,5,Milo,west hearth,private task,steady,water carry,0.832123,False,False,True
