tick,day,resident,absent_ticks,offscreen_activity,progress_before,progress_after,resource_delta,interaction_without_avatar,visible_after_return
2680,149,Fay,16,ambient household tick,0.119061,0.133061,-1,True,True
2681,149,Milo,17,resident schedule advanced,0.085386,0.111386,0,True,True
2682,150,Sera,18,resident schedule advanced,0.186399,0.212399,1,True,True
2683,150,Tovan,19,ambient household tick,0.228472,0.242472,0,True,True
2684,150,Nia,20,ambient household tick,0.231864,0.245864,0,True,True
2685,150,Ari,21,ambient household tick,0.193455,0.207455,0,True,True
2686,150,Fay,22,ambient household tick,0.148559,0.162559,0,True,True
2687,150,Milo,23,ambient household tick,0.138453,0.152453,1,True,True
2688,150,Sera,24,resident schedule advanced,0.172428,0.198428,0,True,True
2689,150,Tovan,25,ambient household tick,0.219248,0.233248,0,True,True
2690,150,Nia,26,ambient household tick,0.235867,0.249867,0,True,True
2691,150,Ari,4,ambient household tick,0.207005,0.221005,0,True,True
2692,150,Fay,5,ambient household tick,0.159198,0.173198,1,True,True
2693,150,Milo,6,ambient household tick,0.136399,0.150399,0,True,True
2694,150,Sera,7,ambient household tick,0.15957,0.17357,0,True,True
2695,150,Tovan,8,ambient household tick,0.207407,0.221407,-1,True,True
2696,150,Nia,9,resident schedule advanced,0.235929,0.261929,0,True,True
2697,150,Ari,10,ambient household tick,0.218913,0.232913,1,True,True
2698,150,Fay,11,ambient household tick,0.172004,0.186004,0,True,True
2699,150,Milo,12,resident schedule advanced,0.138329,0.164329,0,True,True
2700,151,Sera,13,ambient household tick,0.226484,0.240484,1,True,True
2701,151,Tovan,14,ambient household tick,0.268557,0.282557,0,True,True
2702,151,Nia,15,ambient household tick,0.271949,0.285949,-1,True,True
2703,151,Ari,16,resident schedule advanced,0.23354,0.25954,0,True,True
2704,151,Fay,17,ambient household tick,0.188644,0.202644,0,True,True
2705,151,Milo,18,ambient household tick,0.178537,0.192537,1,True,True
2706,151,Sera,19,ambient household tick,0.212513,0.226513,0,True,True
2707,151,Tovan,20,ambient household tick,0.259333,0.273333,0,True,True
2708,151,Nia,21,ambient household tick,0.275952,0.289952,0,True,True
2709,151,Ari,22,ambient household tick,0.24709,0.26109,0,True,True
2710,151,Fay,23,ambient household tick,0.199283,0.213283,1,True,True
2711,151,Milo,24,resident schedule advanced,0.176484,0.202484,0,True,True
2712,151,Sera,25,ambient household tick,0.199655,0.213655,0,True,True
2713,151,Tovan,26,ambient household tick,0.247492,0.261492,0,True,True
2714,151,Nia,4,ambient household tick,0.276014,0.290014,0,True,True
2715,151,Ari,5,ambient household tick,0.258998,0.272998,1,True,True
2716,151,Fay,6,ambient household tick,0.212088,0.226088,0,True,True
2717,151,Milo,7,ambient household tick,0.178414,0.192414,0,True,True
2718,152,Sera,8,resident schedule advanced,0.24856,0.27456,1,True,True
2719,152,Tovan,9,ambient household tick,0.290634,0.304634,0,True,True
2720,152,Nia,10,ambient household tick,0.294025,0.308025,0,True,True
2721,152,Ari,11,ambient household tick,0.255616,0.269616,0,True,True
2722,152,Fay,12,ambient household tick,0.21072,0.22472,0,True,True
2723,152,Milo,13,ambient household tick,0.200614,0.214614,1,True,True
2724,152,Sera,14,ambient household tick,0.234589,0.248589,0,True,True
2725,152,Tovan,15,ambient household tick,0.28141,0.29541,-1,True,True
2726,152,Nia,16,resident schedule advanced,0.298028,0.324028,0,True,True
2727,152,Ari,17,ambient household tick,0.269166,0.283166,0,True,True
2728,152,Fay,18,ambient household tick,0.221359,0.235359,1,True,True
2729,152,Milo,19,ambient household tick,0.198561,0.212561,0,True,True
2730,152,Sera,20,ambient household tick,0.221732,0.235732,0,True,True
2731,152,Tovan,21,ambient household tick,0.269569,0.283569,0,True,True
2732,152,Nia,22,ambient household tick,0.298091,0.312091,0,True,True
2733,152,Ari,23,ambient household tick,0.281075,0.295075,1,True,True
2734,152,Fay,24,resident schedule advanced,0.234165,0.260165,0,True,True
2735,152,Milo,25,ambient household tick,0.20049,0.21449,0,True,True
2736,153,Sera,26,resident schedule advanced,0.264035,0.290035,1,True,True
2737,153,Tovan,4,ambient household tick,0.306108,0.320108,0,True,True
2738,153,Nia,5,ambient household tick,0.3095,0.3235,0,True,True
2739,153,Ari,6,ambient household tick,0.271091,0.285091,0,True,True
2740,153,Fay,7,ambient household tick,0.226195,0.240195,-1,True,True
2741,153,Milo,8,resident schedule advanced,0.216088,0.242088,1,True,True
2742,153,Sera,9,ambient household tick,0.250064,0.264064,0,True,True
2743,153,Tovan,10,ambient household tick,0.296884,0.310884,0,True,True
2744,153,Nia,11,ambient household tick,0.313503,0.327503,0,True,True
2745,153,Ari,12,ambient household tick,0.284641,0.298641,0,True,True
2746,153,Fay,13,ambient household tick,0.236834,0.250834,1,True,True
2747,153,Milo,14,ambient household tick,0.214035,0.228035,0,True,True
2748,153,Sera,15,ambient household tick,0.237206,0.251206,-1,True,True
2749,153,Tovan,16,resident schedule advanced,0.285043,0.311043,0,True,True
2750,153,Nia,17,ambient household tick,0.313565,0.327565,0,True,True
2751,153,Ari,18,ambient household tick,0.296549,0.310549,1,True,True
2752,153,Fay,19,ambient household tick,0.24964,0.26364,0,True,True
2753,153,Milo,20,resident schedule advanced,0.215965,0.241965,0,True,True
2754,154,Sera,21,ambient household tick,0.290383,0.304383,1,True,True
2755,154,Tovan,22,ambient household tick,0.332457,0.346457,-1,True,True
2756,154,Nia,23,resident schedule advanced,0.335848,0.361848,0,True,True
2757,154,Ari,24,ambient household tick,0.297439,0.311439,0,True,True
2758,154,Fay,25,ambient household tick,0.252543,0.266543,0,True,True
2759,154,Milo,26,ambient household tick,0.242437,0.256437,1,True,True
2760,154,Sera,4,ambient household tick,0.276412,0.290412,0,True,True
2761,154,Tovan,5,ambient household tick,0.323233,0.337233,0,True,True
2762,154,Nia,6,ambient household tick,0.339851,0.353851,0,True,True
2763,154,Ari,7,ambient household tick,0.310989,0.324989,-1,True,True
2764,154,Fay,8,resident schedule advanced,0.263182,0.289182,1,True,True
2765,154,Milo,9,ambient household tick,0.240384,0.254384,0,True,True
2766,154,Sera,10,ambient household tick,0.263555,0.277555,0,True,True
2767,154,Tovan,11,ambient household tick,0.311392,0.325392,0,True,True
2768,154,Nia,12,ambient household tick,0.339914,0.353914,0,True,True
2769,154,Ari,13,ambient household tick,0.322898,0.336898,1,True,True
2770,154,Fay,14,ambient household tick,0.275988,0.289988,0,True,True
2771,154,Milo,15,ambient household tick,0.242313,0.256313,-1,True,True
2772,155,Sera,16,ambient household tick,0.335084,0.349084,1,True,True
2773,155,Tovan,17,ambient household tick,0.377158,0.391158,0,True,True
2774,155,Nia,18,ambient household tick,0.380549,0.394549,0,True,True
2775,155,Ari,19,ambient household tick,0.34214,0.35614,0,True,True
2776,155,Fay,20,ambient household tick,0.297244,0.311244,0,True,True
2777,155,Milo,21,ambient household tick,0.287138,0.301138,1,True,True
2778,155,Sera,22,ambient household tick,0.321114,0.335114,-1,True,True
2779,155,Tovan,23,resident schedule advanced,0.367934,0.393934,0,True,True
2780,155,Nia,24,ambient household tick,0.384552,0.398552,0,True,True
2781,155,Ari,25,ambient household tick,0.35569,0.36969,0,True,True
2782,155,Fay,26,ambient household tick,0.307883,0.321883,1,True,True
2783,155,Milo,4,ambient household tick,0.285085,0.299085,0,True,True
2784,155,Sera,5,ambient household tick,0.308256,0.322256,0,True,True
2785,155,Tovan,6,ambient household tick,0.356093,0.370093,0,True,True
2786,155,Nia,7,ambient household tick,0.384615,0.398615,-1,True,True
2787,155,Ari,8,resident schedule advanced,0.367599,0.393599,1,True,True
2788,155,Fay,9,ambient household tick,0.320689,0.334689,0,True,True
2789,155,Milo,10,ambient household tick,0.287014,0.301014,0,True,True
2790,156,Sera,11,resident schedule advanced,0.388743,0.414743,1,True,True
2791,156,Tovan,12,ambient household tick,0.430817,0.444817,0,True,True
2792,156,Nia,13,ambient household tick,0.434208,0.448208,0,True,True
2793,156,Ari,14,ambient household tick,0.395799,0.409799,-1,True,True
2794,156,Fay,15,resident schedule advanced,0.350903,0.376903,0,True,True
2795,156,Milo,16,ambient household tick,0.340797,0.354797,1,True,True
2796,156,Sera,17,ambient household tick,0.374773,0.388773,0,True,True
2797,156,Tovan,18,ambient household tick,0.421593,0.435593,0,True,True
2798,156,Nia,19,ambient household tick,0.438211,0.452211,0,True,True
2799,156,Ari,20,ambient household tick,0.409349,0.423349,0,True,True
2800,156,Fay,21,ambient household tick,0.361542,0.375542,1,True,True
2801,156,Milo,22,ambient household tick,0.338744,0.352744,-1,True,True
2802,156,Sera,23,resident schedule advanced,0.361915,0.387915,0,True,True
2803,156,Tovan,24,ambient household tick,0.409752,0.423752,0,True,True
2804,156,Nia,25,ambient household tick,0.438274,0.452274,0,True,True
2805,156,Ari,26,ambient household tick,0.421258,0.435258,1,True,True
2806,156,Fay,4,ambient household tick,0.374348,0.388348,0,True,True
2807,156,Milo,5,resident schedule advanced,0.340674,0.366674,0,True,True
2808,157,Sera,6,ambient household tick,0.43373,0.44773,1,True,True
2809,157,Tovan,7,resident schedule advanced,0.475803,0.501803,0,True,True
2810,157,Nia,8,ambient household tick,0.479195,0.493195,0,True,True
2811,157,Ari,9,ambient household tick,0.440786,0.454786,0,True,True
2812,157,Fay,10,ambient household tick,0.39589,0.40989,0,True,True
2813,157,Milo,11,ambient household tick,0.385784,0.399784,1,True,True
2814,157,Sera,12,ambient household tick,0.419759,0.433759,0,True,True
2815,157,Tovan,13,ambient household tick,0.466579,0.480579,0,True,True
2816,157,Nia,14,ambient household tick,0.483198,0.497198,-1,True,True
2817,157,Ari,15,resident schedule advanced,0.454336,0.480336,0,True,True
2818,157,Fay,16,ambient household tick,0.406529,0.420529,1,True,True
2819,157,Milo,17,ambient household tick,0.38373,0.39773,0,True,True
2820,157,Sera,18,ambient household tick,0.406901,0.420901,0,True,True
2821,157,Tovan,19,ambient household tick,0.454738,0.468738,0,True,True
2822,157,Nia,20,ambient household tick,0.48326,0.49726,0,True,True
2823,157,Ari,21,ambient household tick,0.466244,0.480244,1,True,True
2824,157,Fay,22,ambient household tick,0.419335,0.433335,-1,True,True
2825,157,Milo,23,resident schedule advanced,0.38566,0.41166,0,True,True
2826,158,Sera,24,ambient household tick,0.460386,0.474386,1,True,True
2827,158,Tovan,25,ambient household tick,0.50246,0.51646,0,True,True
2828,158,Nia,26,ambient household tick,0.505851,0.519851,0,True,True
2829,158,Ari,4,ambient household tick,0.467442,0.481442,0,True,True
2830,158,Fay,5,ambient household tick,0.422546,0.436546,0,True,True
2831,158,Milo,6,ambient household tick,0.41244,0.42644,1,True,True
2832,158,Sera,7,resident schedule advanced,0.446416,0.472416,0,True,True
2833,158,Tovan,8,ambient household tick,0.493236,0.507236,0,True,True
2834,158,Nia,9,ambient household tick,0.509854,0.523854,0,True,True
2835,158,Ari,10,ambient household tick,0.480992,0.494992,0,True,True
2836,158,Fay,11,ambient household tick,0.433185,0.447185,1,True,True
2837,158,Milo,12,ambient household tick,0.410387,0.424387,0,True,True
2838,158,Sera,13,ambient household tick,0.433558,0.447558,0,True,True
2839,158,Tovan,14,ambient household tick,0.481395,0.495395,-1,True,True
2840,158,Nia,15,resident schedule advanced,0.509917,0.535917,0,True,True
2841,158,Ari,16,ambient household tick,0.492901,0.506901,1,True,True
2842,158,Fay,17,ambient household tick,0.445991,0.459991,0,True,True
2843,158,Milo,18,ambient household tick,0.412317,0.426317,0,True,True
2844,159,Sera,19,resident schedule advanced,0.475909,0.501909,1,True,True
2845,159,Tovan,20,ambient household tick,0.517982,0.531982,0,True,True
2846,159,Nia,21,ambient household tick,0.521374,0.535374,-1,True,True
2847,159,Ari,22,resident schedule advanced,0.482965,0.508965,0,True,True
2848,159,Fay,23,ambient household tick,0.438069,0.452069,0,True,True
2849,159,Milo,24,ambient household tick,0.427963,0.441963,1,True,True
2850,159,Sera,25,ambient household tick,0.461938,0.475938,0,True,True
2851,159,Tovan,26,ambient household tick,0.508758,0.522758,0,True,True
2852,159,Nia,4,ambient household tick,0.525377,0.539377,0,True,True
2853,159,Ari,5,ambient household tick,0.496515,0.510515,0,True,True
2854,159,Fay,6,ambient household tick,0.448708,0.462708,1,True,True
2855,159,Milo,7,resident schedule advanced,0.425909,0.451909,0,True,True
2856,159,Sera,8,ambient household tick,0.44908,0.46308,0,True,True
2857,159,Tovan,9,ambient household tick,0.496917,0.510917,0,True,True
2858,159,Nia,10,ambient household tick,0.525439,0.539439,0,True,True
2859,159,Ari,11,ambient household tick,0.508423,0.522423,1,True,True
2860,159,Fay,12,ambient household tick,0.461514,0.475514,0,True,True
2861,159,Milo,13,resident schedule advanced,0.427839,0.453839,0,True,True
2862,160,Sera,14,resident schedule advanced,0.497729,0.523729,1,True,True
2863,160,Tovan,15,ambient household tick,0.539802,0.553802,0,True,True
2864,160,Nia,16,ambient household tick,0.543194,0.557194,0,True,True
2865,160,Ari,17,ambient household tick,0.504785,0.518785,0,True,True
2866,160,Fay,18,ambient household tick,0.459889,0.473889,0,True,True
2867,160,Milo,19,ambient household tick,0.449783,0.463783,1,True,True
2868,160,Sera,20,ambient household tick,0.483758,0.497758,0,True,True
2869,160,Tovan,21,ambient household tick,0.530578,0.544578,-1,True,True
2870,160,Nia,22,resident schedule advanced,0.547197,0.573197,0,True,True
2871,160,Ari,23,ambient household tick,0.518335,0.532335,0,True,True
2872,160,Fay,24,ambient household tick,0.470528,0.484528,1,True,True
2873,160,Milo,25,ambient household tick,0.447729,0.461729,0,True,True
2874,160,Sera,26,ambient household tick,0.4709,0.4849,0,True,True
2875,160,Tovan,4,ambient household tick,0.518737,0.532737,0,True,True
2876,160,Nia,5,ambient household tick,0.547259,0.561259,0,True,True
2877,160,Ari,6,ambient household tick,0.530243,0.544243,1,True,True
2878,160,Fay,7,resident schedule advanced,0.483334,0.509334,0,True,True
2879,160,Milo,8,ambient household tick,0.449659,0.463659,0,True,True
2880,161,Sera,9,ambient household tick,0.537489,0.551489,1,True,True
2881,161,Tovan,10,ambient household tick,0.579562,0.593562,0,True,True
2882,161,Nia,11,ambient household tick,0.582954,0.596954,0,True,True
2883,161,Ari,12,ambient household tick,0.544545,0.558545,0,True,True
2884,161,Fay,13,ambient household tick,0.499649,0.513649,-1,True,True
2885,161,Milo,14,resident schedule advanced,0.489542,0.515542,1,True,True
2886,161,Sera,15,ambient household tick,0.523518,0.537518,0,True,True
2887,161,Tovan,16,ambient household tick,0.570338,0.584338,0,True,True
2888,161,Nia,17,ambient household tick,0.586957,0.600957,0,True,True
2889,161,Ari,18,ambient household tick,0.558095,0.572095,0,True,True
2890,161,Fay,19,ambient household tick,0.510288,0.524288,1,True,True
2891,161,Milo,20,ambient household tick,0.487489,0.501489,0,True,True
2892,161,Sera,21,ambient household tick,0.51066,0.52466,-1,True,True
2893,161,Tovan,22,resident schedule advanced,0.558497,0.584497,0,True,True
2894,161,Nia,23,ambient household tick,0.587019,0.601019,0,True,True
2895,161,Ari,24,ambient household tick,0.570003,0.584003,1,True,True
2896,161,Fay,25,ambient household tick,0.523093,0.537093,0,True,True
2897,161,Milo,26,ambient household tick,0.489419,0.503419,0,True,True
2898,162,Sera,4,resident schedule advanced,0.590337,0.616337,1,True,True
2899,162,Tovan,5,ambient household tick,0.63241,0.64641,-1,True,True
2900,162,Nia,6,resident schedule advanced,0.635801,0.661801,0,True,True
2901,162,Ari,7,ambient household tick,0.597393,0.611393,0,True,True
2902,162,Fay,8,ambient household tick,0.552496,0.566496,0,True,True
2903,162,Milo,9,ambient household tick,0.54239,0.55639,1,True,True
2904,162,Sera,10,ambient household tick,0.576366,0.590366,0,True,True
2905,162,Tovan,11,ambient household tick,0.623186,0.637186,0,True,True
2906,162,Nia,12,ambient household tick,0.639804,0.653804,0,True,True
2907,162,Ari,13,ambient household tick,0.610942,0.624942,-1,True,True
2908,162,Fay,14,resident schedule advanced,0.563135,0.589135,1,True,True
2909,162,Milo,15,ambient household tick,0.540337,0.554337,0,True,True
2910,162,Sera,16,ambient household tick,0.563508,0.577508,0,True,True
2911,162,Tovan,17,ambient household tick,0.611345,0.625345,0,True,True
2912,162,Nia,18,ambient household tick,0.639867,0.653867,0,True,True
2913,162,Ari,19,ambient household tick,0.622851,0.636851,1,True,True
2914,162,Fay,20,ambient household tick,0.575941,0.589941,0,True,True
2915,162,Milo,21,resident schedule advanced,0.542267,0.568267,-1,True,True
2916,163,Sera,22,ambient household tick,0.639388,0.653388,1,True,True
2917,163,Tovan,23,ambient household tick,0.681461,0.695461,0,True,True
2918,163,Nia,24,ambient household tick,0.684853,0.698853,0,True,True
2919,163,Ari,25,ambient household tick,0.646444,0.660444,0,True,True
2920,163,Fay,26,ambient household tick,0.601548,0.615548,0,True,True
2921,163,Milo,4,ambient household tick,0.591441,0.605441,1,True,True
2922,163,Sera,5,ambient household tick,0.625417,0.639417,-1,True,True
2923,163,Tovan,6,resident schedule advanced,0.672237,0.698237,0,True,True
2924,163,Nia,7,ambient household tick,0.688856,0.702856,0,True,True
2925,163,Ari,8,ambient household tick,0.659994,0.673994,0,True,True
2926,163,Fay,9,ambient household tick,0.612187,0.626187,1,True,True
2927,163,Milo,10,ambient household tick,0.589388,0.603388,0,True,True
2928,163,Sera,11,ambient household tick,0.612559,0.626559,0,True,True
2929,163,Tovan,12,ambient household tick,0.660396,0.674396,0,True,True
2930,163,Nia,13,ambient household tick,0.688918,0.702918,-1,True,True
2931,163,Ari,14,resident schedule advanced,0.671902,0.697902,1,True,True
2932,163,Fay,15,ambient household tick,0.624992,0.638992,0,True,True
2933,163,Milo,16,ambient household tick,0.591318,0.605318,0,True,True
2934,164,Sera,17,ambient household tick,0.671248,0.685248,1,True,True
2935,164,Tovan,18,ambient household tick,0.713321,0.727321,0,True,True
2936,164,Nia,19,ambient household tick,0.716713,0.730713,0,True,True
2937,164,Ari,20,ambient household tick,0.678304,0.692304,-1,True,True
2938,164,Fay,21,resident schedule advanced,0.633408,0.659408,0,True,True
2939,164,Milo,22,ambient household tick,0.623302,0.637302,1,True,True
2940,164,Sera,23,ambient household tick,0.657277,0.671277,0,True,True
2941,164,Tovan,24,ambient household tick,0.704097,0.718097,0,True,True
2942,164,Nia,25,ambient household tick,0.720716,0.734716,0,True,True
2943,164,Ari,26,ambient household tick,0.691854,0.705854,0,True,True
2944,164,Fay,4,ambient household tick,0.644047,0.658047,1,True,True
2945,164,Milo,5,ambient household tick,0.621248,0.635248,-1,True,True
2946,164,Sera,6,resident schedule advanced,0.644419,0.670419,0,True,True
2947,164,Tovan,7,ambient household tick,0.692256,0.706256,0,True,True
2948,164,Nia,8,ambient household tick,0.720778,0.734778,0,True,True
2949,164,Ari,9,ambient household tick,0.703762,0.717762,1,True,True
2950,164,Fay,10,ambient household tick,0.656853,0.670853,0,True,True
2951,164,Milo,11,ambient household tick,0.623178,0.637178,0,True,True
2952,165,Sera,12,resident schedule advanced,0.688328,0.714328,1,True,True
2953,165,Tovan,13,resident schedule advanced,0.730402,0.756402,0,True,True
2954,165,Nia,14,ambient household tick,0.733793,0.747793,0,True,True
2955,165,Ari,15,ambient household tick,0.695384,0.709384,0,True,True
2956,165,Fay,16,ambient household tick,0.650488,0.664488,0,True,True
2957,165,Milo,17,ambient household tick,0.640382,0.654382,1,True,True
2958,165,Sera,18,ambient household tick,0.674358,0.688358,0,True,True
2959,165,Tovan,19,ambient household tick,0.721178,0.735178,0,True,True
2960,165,Nia,20,ambient household tick,0.737796,0.751796,-1,True,True
2961,165,Ari,21,resident schedule advanced,0.708934,0.734934,0,True,True
2962,165,Fay,22,ambient household tick,0.661127,0.675127,1,True,True
2963,165,Milo,23,ambient household tick,0.638329,0.652329,0,True,True
2964,165,Sera,24,ambient household tick,0.6615,0.6755,0,True,True
2965,165,Tovan,25,ambient household tick,0.709337,0.723337,0,True,True
2966,165,Nia,26,ambient household tick,0.737859,0.751859,0,True,True
2967,165,Ari,4,ambient household tick,0.720843,0.734843,1,True,True
2968,165,Fay,5,ambient household tick,0.673933,0.687933,-1,True,True
2969,165,Milo,6,resident schedule advanced,0.640259,0.666259,0,True,True
2970,166,Sera,7,ambient household tick,0.706629,0.720629,1,True,True
2971,166,Tovan,8,ambient household tick,0.748702,0.762702,0,True,True
2972,166,Nia,9,ambient household tick,0.752094,0.766094,0,True,True
2973,166,Ari,10,ambient household tick,0.713685,0.727685,0,True,True
2974,166,Fay,11,ambient household tick,0.668789,0.682789,0,True,True
2975,166,Milo,12,ambient household tick,0.658683,0.672683,1,True,True
2976,166,Sera,13,resident schedule advanced,0.692658,0.718658,0,True,True
2977,166,Tovan,14,ambient household tick,0.739478,0.753478,0,True,True
2978,166,Nia,15,ambient household tick,0.756097,0.770097,0,True,True
2979,166,Ari,16,ambient household tick,0.727235,0.741235,0,True,True
2980,166,Fay,17,ambient household tick,0.679428,0.693428,1,True,True
2981,166,Milo,18,ambient household tick,0.656629,0.670629,0,True,True
2982,166,Sera,19,ambient household tick,0.6798,0.6938,0,True,True
2983,166,Tovan,20,ambient household tick,0.727637,0.741637,-1,True,True
2984,166,Nia,21,resident schedule advanced,0.756159,0.782159,0,True,True
2985,166,Ari,22,ambient household tick,0.739143,0.753143,1,True,True
2986,166,Fay,23,ambient household tick,0.692234,0.706234,0,True,True
2987,166,Milo,24,ambient household tick,0.658559,0.672559,0,True,True
2988,167,Sera,25,ambient household tick,0.741027,0.755027,1,True,True
2989,167,Tovan,26,ambient household tick,0.7831,0.7971,0,True,True
2990,167,Nia,4,ambient household tick,0.786492,0.800492,-1,True,True
2991,167,Ari,5,resident schedule advanced,0.748083,0.774083,0,True,True
2992,167,Fay,6,ambient household tick,0.703187,0.717187,0,True,True
2993,167,Milo,7,ambient household tick,0.693081,0.707081,1,True,True
2994,167,Sera,8,ambient household tick,0.727056,0.741056,0,True,True
2995,167,Tovan,9,ambient household tick,0.773876,0.787876,0,True,True
2996,167,Nia,10,ambient household tick,0.790495,0.804495,0,True,True
2997,167,Ari,11,ambient household tick,0.761633,0.775633,0,True,True
2998,167,Fay,12,ambient household tick,0.713826,0.727826,1,True,True
2999,167,Milo,13,resident schedule advanced,0.691027,0.717027,0,True,True
3000,167,Sera,14,ambient household tick,0.714198,0.728198,0,True,True
3001,167,Tovan,15,ambient household tick,0.762035,0.776035,0,True,True
3002,167,Nia,16,ambient household tick,0.790557,0.804557,0,True,True
3003,167,Ari,17,ambient household tick,0.773541,0.787541,1,True,True
3004,167,Fay,18,ambient household tick,0.726632,0.740632,0,True,True
3005,167,Milo,19,ambient household tick,0.692957,0.706957,0,True,True
3006,168,Sera,20,resident schedule advanced,0.791601,0.817601,1,True,True
3007,168,Tovan,21,ambient household tick,0.833674,0.847674,0,True,True
3008,168,Nia,22,ambient household tick,0.837066,0.851066,0,True,True
3009,168,Ari,23,ambient household tick,0.798657,0.812657,0,True,True
3010,168,Fay,24,ambient household tick,0.753761,0.767761,0,True,True
3011,168,Milo,25,ambient household tick,0.743655,0.757655,1,True,True
3012,168,Sera,26,ambient household tick,0.77763,0.79163,0,True,True
3013,168,Tovan,4,ambient household tick,0.82445,0.83845,-1,True,True
3014,168,Nia,5,resident schedule advanced,0.841069,0.867069,0,True,True
3015,168,Ari,6,ambient household tick,0.812207,0.826207,0,True,True
3016,168,Fay,7,ambient household tick,0.7644,0.7784,1,True,True
3017,168,Milo,8,ambient household tick,0.741601,0.755601,0,True,True
3018,168,Sera,9,ambient household tick,0.764772,0.778772,0,True,True
3019,168,Tovan,10,ambient household tick,0.812609,0.826609,0,True,True
3020,168,Nia,11,ambient household tick,0.841131,0.855131,0,True,True
3021,168,Ari,12,ambient household tick,0.824115,0.838115,1,True,True
3022,168,Fay,13,resident schedule advanced,0.777206,0.803206,0,True,True
3023,168,Milo,14,resident schedule advanced,0.743531,0.769531,0,True,True
3024,169,Sera,15,ambient household tick,0.843556,0.857556,1,True,True
3025,169,Tovan,16,ambient household tick,0.88563,0.89963,0,True,True
3026,169,Nia,17,ambient household tick,0.889021,0.903021,0,True,True
3027,169,Ari,18,ambient household tick,0.850612,0.864612,0,True,True
3028,169,Fay,19,ambient household tick,0.805716,0.819716,-1,True,True
3029,169,Milo,20,resident schedule advanced,0.79561,0.82161,1,True,True
3030,169,Sera,21,ambient household tick,0.829585,0.843585,0,True,True
3031,169,Tovan,22,ambient household tick,0.876405,0.890405,0,True,True
3032,169,Nia,23,ambient household tick,0.893024,0.907024,0,True,True
3033,169,Ari,24,ambient household tick,0.864162,0.878162,0,True,True
3034,169,Fay,25,ambient household tick,0.816355,0.830355,1,True,True
3035,169,Milo,26,ambient household tick,0.793557,0.807557,0,True,True
3036,169,Sera,4,ambient household tick,0.816727,0.830727,-1,True,True
3037,169,Tovan,5,resident schedule advanced,0.864564,0.890564,0,True,True
3038,169,Nia,6,ambient household tick,0.893086,0.907086,0,True,True
3039,169,Ari,7,ambient household tick,0.876071,0.890071,1,True,True
3040,169,Fay,8,ambient household tick,0.829161,0.843161,0,True,True
3041,169,Milo,9,ambient household tick,0.795486,0.809486,0,True,True
3042,170,Sera,10,ambient household tick,0.880829,0.894829,1,True,True
3043,170,Tovan,11,ambient household tick,0.922902,0.936902,-1,True,True
3044,170,Nia,12,resident schedule advanced,0.926294,0.952294,0,True,True
3045,170,Ari,13,ambient household tick,0.887885,0.901885,0,True,True
3046,170,Fay,14,ambient household tick,0.842989,0.856989,0,True,True
3047,170,Milo,15,ambient household tick,0.832883,0.846883,1,True,True
3048,170,Sera,16,ambient household tick,0.866858,0.880858,0,True,True
3049,170,Tovan,17,ambient household tick,0.913678,0.927678,0,True,True
3050,170,Nia,18,ambient household tick,0.930297,0.944297,0,True,True
3051,170,Ari,19,ambient household tick,0.901435,0.915435,-1,True,True
3052,170,Fay,20,resident schedule advanced,0.853628,0.879628,1,True,True
3053,170,Milo,21,ambient household tick,0.830829,0.844829,0,True,True
3054,170,Sera,22,ambient household tick,0.854,0.868,0,True,True
3055,170,Tovan,23,ambient household tick,0.901837,0.915837,0,True,True
3056,170,Nia,24,ambient household tick,0.930359,0.944359,0,True,True
3057,170,Ari,25,ambient household tick,0.913343,0.927343,1,True,True
3058,170,Fay,26,ambient household tick,0.866434,0.880434,0,True,True
3059,170,Milo,4,ambient household tick,0.832759,0.846759,-1,True,True
3060,171,Sera,5,resident schedule advanced,0.900854,0.926854,1,True,True
3061,171,Tovan,6,ambient household tick,0.942927,0.956927,0,True,True
3062,171,Nia,7,ambient household tick,0.946319,0.960319,0,True,True
3063,171,Ari,8,ambient household tick,0.90791,0.92191,0,True,True
3064,171,Fay,9,ambient household tick,0.863014,0.877014,0,True,True
3065,171,Milo,10,ambient household tick,0.852908,0.866908,1,True,True
3066,171,Sera,11,ambient household tick,0.886883,0.900883,-1,True,True
3067,171,Tovan,12,resident schedule advanced,0.933703,0.959703,0,True,True
3068,171,Nia,13,ambient household tick,0.950322,0.964322,0,True,True
3069,171,Ari,14,ambient household tick,0.92146,0.93546,0,True,True
3070,171,Fay,15,ambient household tick,0.873653,0.887653,1,True,True
3071,171,Milo,16,ambient household tick,0.850854,0.864854,0,True,True
3072,171,Sera,17,ambient household tick,0.874025,0.888025,0,True,True
3073,171,Tovan,18,ambient household tick,0.921862,0.935862,0,True,True
3074,171,Nia,19,ambient household tick,0.950384,0.964384,-1,True,True
3075,171,Ari,20,resident schedule advanced,0.933368,0.959368,1,True,True
3076,171,Fay,21,ambient household tick,0.886459,0.900459,0,True,True
3077,171,Milo,22,resident schedule advanced,0.852784,0.878784,0,True,True
3078,172,Sera,23,ambient household tick,0.916923,0.930923,1,True,True
3079,172,Tovan,24,ambient household tick,0.945889,0.959889,0,True,True
3080,172,Nia,25,ambient household tick,0.945889,0.959889,0,True,True
3081,172,Ari,26,ambient household tick,0.923979,0.937979,-1,True,True
3082,172,Fay,4,resident schedule advanced,0.879083,0.905083,0,True,True
