tick_id,day,settlement_id,room_id,sound_cue,sound_intensity,smell_cue,smell_intensity,temperature_c,wetness_level,light_level,vibration_hz,flower_phase,field_bound_to_room,bounded_sensory_rate,visible_field_marker
1356,76,riverbend,wet crossing,lantern tick,0.48,wet cedar,0.45,11.66,0.65,0.42,7.905,0.616667,True,True,True
1357,76,roofward,sun sill,sun glass hum,0.65,polished brass,0.3,20.54,0.27,0.54,8.33,0.823611,True,True,True
1358,76,archive,stone stacks,page flutter,0.47,wax seal,0.4,14.72,0.28,0.72,6.49,0.530556,True,True,True
1359,76,signal,lens room,static crickets,0.64,salt wind,0.5,10.28,0.26,0.48,9.255,0.7375,True,True,True
1360,76,orchard,arrival court,seed rattle,0.34,mud reed,0.35,13.06,0.22,0.66,5.785,0.444444,True,True,True
1361,76,repair_ring,spark lane,wire snap,0.51,hot copper,0.45,16.54,0.65,0.42,10.18,0.651389,True,True,True
1362,76,riverbend,dry ridge,river slap,0.61,mud thread,0.5,12.12,0.24,0.48,7.845,0.758333,True,True,True
1363,76,roofward,arrival court,paper hush,0.43,warm dust,0.35,17.5,0.67,0.66,8.36,0.465278,True,True,True
1364,76,archive,spool room,spool click,0.48,ink linen,0.45,15.18,0.32,0.42,6.43,0.672222,True,True,True
1365,76,signal,signal perch,rope creak,0.65,hot glass,0.3,11.46,0.25,0.54,9.195,0.879167,True,True,True
1366,76,orchard,seed lane,roof drip,0.47,dry twine,0.4,14.24,0.26,0.72,5.725,0.586111,True,True,True
1367,76,repair_ring,bell alcove,cool fan,0.64,stone chalk,0.5,17.72,0.24,0.48,10.12,0.793056,True,True,True
1368,77,roofward,ledger loft,hinge ticks,0.55,polished brass,0.3,19.28,0.25,0.54,8.315,0.8,True,True,True
1369,77,archive,arrival court,spool click,0.37,wax seal,0.4,13.46,0.68,0.72,6.475,0.506944,True,True,True
1370,77,signal,lantern walk,rope creak,0.54,salt wind,0.5,9.74,0.28,0.48,9.24,0.713889,True,True,True
1371,77,orchard,satchel shed,seed rattle,0.71,apple soil,0.35,16.02,0.26,0.6,5.68,0.920833,True,True,True
1372,77,repair_ring,wire bench,cool fan,0.41,hot copper,0.45,16.0,0.27,0.42,10.165,0.627778,True,True,True
1373,77,riverbend,wet crossing,cedar knock,0.51,mud thread,0.5,11.58,0.67,0.48,7.83,0.734722,True,True,True
1374,77,roofward,sun sill,paper hush,0.68,thyme paper,0.35,20.46,0.29,0.6,8.255,0.941667,True,True,True
1375,77,archive,stone stacks,stone echo,0.5,ink linen,0.45,14.64,0.25,0.42,6.415,0.648611,True,True,True
1376,77,signal,lens room,beacon pulse,0.55,hot glass,0.3,10.92,0.23,0.54,9.18,0.855556,True,True,True
1377,77,orchard,arrival court,cart creak,0.37,dry twine,0.4,12.98,0.24,0.72,5.71,0.5625,True,True,True
1378,77,repair_ring,spark lane,bell hum,0.54,stone chalk,0.5,16.46,0.67,0.48,10.105,0.769444,True,True,True
1379,77,riverbend,dry ridge,lantern tick,0.64,warm oil,0.3,12.04,0.26,0.54,7.935,0.876389,True,True,True
1380,77,roofward,arrival court,hinge ticks,0.34,polished brass,0.4,17.42,0.64,0.72,8.285,0.583333,True,True,True
1381,77,archive,spool room,page flutter,0.51,cold dust,0.5,15.1,0.29,0.48,6.52,0.790278,True,True,True
1382,77,signal,signal perch,static crickets,0.68,lamp oil,0.35,11.38,0.27,0.6,9.12,0.997222,True,True,True
1383,77,orchard,seed lane,seed rattle,0.5,apple soil,0.45,14.16,0.28,0.42,5.815,0.704167,True,True,True
1384,77,repair_ring,bell alcove,wire snap,0.55,clean cloth,0.3,17.64,0.26,0.54,10.045,0.911111,True,True,True
1385,77,riverbend,kit alcove,river slap,0.65,wet cedar,0.35,13.22,0.25,0.6,7.875,0.018056,True,True,True
1386,78,archive,arrival court,page flutter,0.4,ink linen,0.45,13.38,0.65,0.42,6.4,0.625,True,True,True
1387,78,signal,lantern walk,static crickets,0.57,hot glass,0.3,9.66,0.3,0.54,9.165,0.831944,True,True,True
1388,78,orchard,satchel shed,cart creak,0.62,mud reed,0.4,15.94,0.28,0.66,5.77,0.038889,True,True,True
1389,78,repair_ring,wire bench,wire snap,0.44,stone chalk,0.5,15.92,0.29,0.48,10.09,0.745833,True,True,True
1390,78,riverbend,wet crossing,river slap,0.54,warm oil,0.3,11.5,0.64,0.54,7.92,0.852778,True,True,True
1391,78,roofward,sun sill,hinge ticks,0.71,warm dust,0.4,20.38,0.26,0.66,8.345,0.059722,True,True,True
1392,78,archive,stone stacks,spool click,0.41,cold dust,0.5,14.56,0.27,0.48,6.505,0.766667,True,True,True
1393,78,signal,lens room,rope creak,0.58,lamp oil,0.35,10.84,0.25,0.6,9.27,0.973611,True,True,True
1394,78,orchard,arrival court,roof drip,0.4,apple soil,0.45,13.62,0.26,0.42,5.8,0.680556,True,True,True
1395,78,repair_ring,spark lane,cool fan,0.57,clean cloth,0.3,16.38,0.64,0.54,10.03,0.8875,True,True,True
1396,78,riverbend,dry ridge,cedar knock,0.55,wet cedar,0.35,11.96,0.23,0.6,7.86,0.994444,True,True,True
1397,78,roofward,arrival court,sun glass hum,0.37,thyme paper,0.45,17.34,0.66,0.42,8.21,0.701389,True,True,True
1398,78,archive,spool room,stone echo,0.54,wax seal,0.3,15.02,0.31,0.54,6.445,0.908333,True,True,True
1399,78,signal,signal perch,beacon pulse,0.71,salt wind,0.4,11.3,0.29,0.66,9.21,0.115278,True,True,True
1400,78,orchard,seed lane,cart creak,0.41,mud reed,0.5,14.08,0.25,0.48,5.74,0.822222,True,True,True
1401,78,repair_ring,bell alcove,bell hum,0.58,hot copper,0.35,17.56,0.23,0.6,10.135,0.029167,True,True,True
1402,78,riverbend,kit alcove,lantern tick,0.68,mud thread,0.4,13.14,0.27,0.66,7.965,0.136111,True,True,True
1403,78,roofward,glass stair,hinge ticks,0.5,warm dust,0.5,18.52,0.28,0.48,8.315,0.843056,True,True,True
1404,79,signal,lantern walk,beacon pulse,0.48,lamp oil,0.35,9.58,0.32,0.6,9.255,0.95,True,True,True
1405,79,orchard,satchel shed,roof drip,0.65,dry twine,0.45,15.86,0.25,0.72,5.695,0.156944,True,True,True
1406,79,repair_ring,wire bench,bell hum,0.47,clean cloth,0.3,15.84,0.26,0.54,10.18,0.863889,True,True,True
1407,79,riverbend,wet crossing,lantern tick,0.57,wet cedar,0.35,11.42,0.66,0.6,7.845,0.970833,True,True,True
1408,79,roofward,sun sill,sun glass hum,0.62,polished brass,0.45,20.3,0.28,0.72,8.27,0.177778,True,True,True
1409,79,archive,stone stacks,page flutter,0.44,wax seal,0.3,14.48,0.29,0.54,6.43,0.884722,True,True,True
1410,79,signal,lens room,static crickets,0.61,salt wind,0.4,10.76,0.22,0.66,9.195,0.091667,True,True,True
1411,79,orchard,arrival court,seed rattle,0.43,mud reed,0.5,13.54,0.23,0.48,5.725,0.798611,True,True,True
1412,79,repair_ring,spark lane,wire snap,0.48,hot copper,0.35,17.02,0.66,0.6,10.12,0.005556,True,True,True
1413,79,riverbend,dry ridge,river slap,0.58,mud thread,0.4,11.88,0.25,0.66,7.95,0.1125,True,True,True
1414,79,roofward,arrival court,paper hush,0.4,warm dust,0.5,17.26,0.68,0.48,8.3,0.819444,True,True,True
1415,79,archive,spool room,spool click,0.57,ink linen,0.35,14.94,0.28,0.6,6.535,0.026389,True,True,True
1416,79,signal,signal perch,rope creak,0.62,hot glass,0.45,11.22,0.26,0.72,9.135,0.233333,True,True,True
1417,79,orchard,seed lane,roof drip,0.44,dry twine,0.3,14.0,0.27,0.54,5.83,0.940278,True,True,True
1418,79,repair_ring,bell alcove,cool fan,0.61,stone chalk,0.4,17.48,0.25,0.66,10.06,0.147222,True,True,True
1419,79,riverbend,kit alcove,cedar knock,0.71,warm oil,0.45,13.06,0.29,0.72,7.89,0.254167,True,True,True
1420,79,roofward,glass stair,sun glass hum,0.41,polished brass,0.3,18.44,0.25,0.54,8.24,0.961111,True,True,True
1421,79,archive,ink niche,stone echo,0.58,cold dust,0.4,16.12,0.23,0.66,6.475,0.168056,True,True,True
1422,80,orchard,satchel shed,seed rattle,0.68,apple soil,0.5,15.78,0.27,0.42,5.785,0.275,True,True,True
1423,80,repair_ring,wire bench,cool fan,0.5,hot copper,0.35,15.76,0.28,0.6,10.105,0.981944,True,True,True
1424,80,riverbend,wet crossing,cedar knock,0.48,mud thread,0.4,11.34,0.68,0.66,7.935,0.088889,True,True,True
1425,80,roofward,sun sill,paper hush,0.65,thyme paper,0.5,20.22,0.25,0.42,8.36,0.295833,True,True,True
1426,80,archive,stone stacks,stone echo,0.47,ink linen,0.35,14.4,0.26,0.6,6.52,0.002778,True,True,True
1427,80,signal,lens room,beacon pulse,0.64,hot glass,0.45,10.68,0.24,0.72,9.12,0.209722,True,True,True
1428,80,orchard,arrival court,cart creak,0.34,dry twine,0.3,13.46,0.25,0.54,5.815,0.916667,True,True,True
1429,80,repair_ring,spark lane,bell hum,0.51,stone chalk,0.4,16.94,0.68,0.66,10.045,0.123611,True,True,True
1430,80,riverbend,dry ridge,lantern tick,0.61,warm oil,0.45,12.52,0.22,0.72,7.875,0.230556,True,True,True
1431,80,roofward,arrival court,hinge ticks,0.43,polished brass,0.3,17.18,0.65,0.54,8.225,0.9375,True,True,True
1432,80,archive,spool room,page flutter,0.48,cold dust,0.4,14.86,0.3,0.66,6.46,0.144444,True,True,True
1433,80,signal,signal perch,static crickets,0.65,lamp oil,0.5,11.14,0.28,0.42,9.225,0.351389,True,True,True
1434,80,orchard,seed lane,seed rattle,0.47,apple soil,0.35,13.92,0.29,0.6,5.755,0.058333,True,True,True
1435,80,repair_ring,bell alcove,wire snap,0.64,clean cloth,0.45,17.4,0.22,0.72,10.15,0.265278,True,True,True
1436,80,riverbend,kit alcove,river slap,0.62,wet cedar,0.5,12.98,0.26,0.42,7.98,0.372222,True,True,True
1437,80,roofward,glass stair,paper hush,0.44,thyme paper,0.35,18.36,0.27,0.6,8.33,0.079167,True,True,True
1438,80,archive,ink niche,spool click,0.61,wax seal,0.45,16.04,0.25,0.72,6.4,0.286111,True,True,True
1439,80,signal,arrival court,beacon pulse,0.43,hot glass,0.3,8.82,0.68,0.54,9.255,0.993056,True,True,True
1440,81,repair_ring,wire bench,wire snap,0.41,stone chalk,0.4,15.68,0.25,0.66,10.03,0.1,True,True,True
1441,81,riverbend,wet crossing,river slap,0.51,warm oil,0.45,11.26,0.65,0.72,7.86,0.206944,True,True,True
1442,81,roofward,sun sill,hinge ticks,0.68,warm dust,0.3,20.14,0.27,0.48,8.285,0.413889,True,True,True
1443,81,archive,stone stacks,spool click,0.5,cold dust,0.4,14.32,0.28,0.66,6.445,0.120833,True,True,True
1444,81,signal,lens room,rope creak,0.55,lamp oil,0.5,10.6,0.26,0.42,9.21,0.327778,True,True,True
1445,81,orchard,arrival court,roof drip,0.37,apple soil,0.35,13.38,0.22,0.6,5.74,0.034722,True,True,True
1446,81,repair_ring,spark lane,cool fan,0.54,clean cloth,0.45,16.86,0.65,0.72,10.135,0.241667,True,True,True
1447,81,riverbend,dry ridge,cedar knock,0.64,wet cedar,0.5,12.44,0.24,0.42,7.965,0.348611,True,True,True
1448,81,roofward,arrival court,sun glass hum,0.34,thyme paper,0.35,17.82,0.67,0.6,8.315,0.055556,True,True,True
1449,81,archive,spool room,stone echo,0.51,wax seal,0.45,14.78,0.32,0.72,6.55,0.2625,True,True,True
1450,81,signal,signal perch,beacon pulse,0.68,salt wind,0.3,11.06,0.25,0.48,9.15,0.469444,True,True,True
1451,81,orchard,seed lane,cart creak,0.5,mud reed,0.4,13.84,0.26,0.66,5.68,0.176389,True,True,True
1452,81,repair_ring,bell alcove,bell hum,0.55,hot copper,0.5,17.32,0.24,0.42,10.075,0.383333,True,True,True
1453,81,riverbend,kit alcove,lantern tick,0.65,mud thread,0.3,12.9,0.28,0.48,7.905,0.490278,True,True,True
1454,81,roofward,glass stair,hinge ticks,0.47,warm dust,0.4,18.28,0.29,0.66,8.255,0.197222,True,True,True
1455,81,archive,ink niche,page flutter,0.64,ink linen,0.5,15.96,0.22,0.42,6.49,0.404167,True,True,True
1456,81,signal,arrival court,rope creak,0.34,lamp oil,0.35,8.74,0.65,0.6,9.18,0.111111,True,True,True
1457,81,orchard,mud row,seed rattle,0.51,dry twine,0.45,15.02,0.66,0.72,5.785,0.318056,True,True,True
1458,82,riverbend,wet crossing,lantern tick,0.54,wet cedar,0.5,11.18,0.67,0.42,7.95,0.325,True,True,True
1459,82,roofward,sun sill,sun glass hum,0.71,polished brass,0.35,20.06,0.29,0.54,8.21,0.531944,True,True,True
1460,82,archive,stone stacks,page flutter,0.41,wax seal,0.45,14.24,0.25,0.72,6.535,0.238889,True,True,True
1461,82,signal,lens room,static crickets,0.58,salt wind,0.3,10.52,0.23,0.48,9.135,0.445833,True,True,True
1462,82,orchard,arrival court,seed rattle,0.4,mud reed,0.4,13.3,0.24,0.66,5.83,0.152778,True,True,True
1463,82,repair_ring,spark lane,wire snap,0.57,hot copper,0.5,16.78,0.67,0.42,10.06,0.359722,True,True,True
1464,82,riverbend,dry ridge,river slap,0.55,mud thread,0.3,12.36,0.26,0.48,7.89,0.466667,True,True,True
1465,82,roofward,arrival court,paper hush,0.37,warm dust,0.4,17.74,0.64,0.66,8.24,0.173611,True,True,True
1466,82,archive,spool room,spool click,0.54,ink linen,0.5,15.42,0.29,0.42,6.475,0.380556,True,True,True
1467,82,signal,signal perch,rope creak,0.71,hot glass,0.35,10.98,0.27,0.54,9.24,0.5875,True,True,True
1468,82,orchard,seed lane,roof drip,0.41,dry twine,0.45,13.76,0.28,0.72,5.77,0.294444,True,True,True
1469,82,repair_ring,bell alcove,cool fan,0.58,stone chalk,0.3,17.24,0.26,0.48,10.165,0.501389,True,True,True
1470,82,riverbend,kit alcove,cedar knock,0.68,warm oil,0.35,12.82,0.25,0.54,7.83,0.608333,True,True,True
1471,82,roofward,glass stair,sun glass hum,0.5,polished brass,0.45,18.2,0.26,0.72,8.345,0.315278,True,True,True
1472,82,archive,ink niche,stone echo,0.55,cold dust,0.3,15.88,0.24,0.48,6.415,0.522222,True,True,True
1473,82,signal,arrival court,static crickets,0.37,salt wind,0.4,8.66,0.67,0.66,9.27,0.229167,True,True,True
1474,82,orchard,mud row,cart creak,0.54,apple soil,0.5,14.94,0.68,0.42,5.71,0.436111,True,True,True
1475,82,repair_ring,cool corner,bell hum,0.71,clean cloth,0.35,18.42,0.25,0.54,10.105,0.643056,True,True,True
1476,83,roofward,sun sill,paper hush,0.62,thyme paper,0.4,19.98,0.26,0.6,8.3,0.65,True,True,True
1477,83,archive,stone stacks,stone echo,0.44,ink linen,0.5,14.16,0.27,0.42,6.46,0.356944,True,True,True
1478,83,signal,lens room,beacon pulse,0.61,hot glass,0.35,10.44,0.25,0.54,9.225,0.563889,True,True,True
1479,83,orchard,arrival court,cart creak,0.43,dry twine,0.45,13.22,0.26,0.72,5.755,0.270833,True,True,True
1480,83,repair_ring,spark lane,bell hum,0.48,stone chalk,0.3,16.7,0.64,0.48,10.15,0.477778,True,True,True
1481,83,riverbend,dry ridge,lantern tick,0.58,warm oil,0.35,12.28,0.23,0.54,7.98,0.584722,True,True,True
1482,83,roofward,arrival court,hinge ticks,0.4,polished brass,0.45,17.66,0.66,0.72,8.33,0.291667,True,True,True
1483,83,archive,spool room,page flutter,0.57,cold dust,0.3,15.34,0.31,0.48,6.4,0.498611,True,True,True
1484,83,signal,signal perch,static crickets,0.62,lamp oil,0.4,11.62,0.29,0.6,9.165,0.705556,True,True,True
1485,83,orchard,seed lane,seed rattle,0.44,apple soil,0.5,13.68,0.25,0.42,5.695,0.4125,True,True,True
1486,83,repair_ring,bell alcove,wire snap,0.61,clean cloth,0.35,17.16,0.23,0.54,10.09,0.619444,True,True,True
1487,83,riverbend,kit alcove,river slap,0.71,wet cedar,0.4,12.74,0.27,0.6,7.92,0.726389,True,True,True
1488,83,roofward,glass stair,paper hush,0.41,thyme paper,0.5,18.12,0.28,0.42,8.27,0.433333,True,True,True
1489,83,archive,ink niche,spool click,0.58,wax seal,0.35,15.8,0.26,0.54,6.505,0.640278,True,True,True
1490,83,signal,arrival court,beacon pulse,0.4,hot glass,0.45,8.58,0.64,0.72,9.195,0.347222,True,True,True
1491,83,orchard,mud row,roof drip,0.57,mud reed,0.3,14.86,0.65,0.48,5.8,0.554167,True,True,True
1492,83,repair_ring,cool corner,cool fan,0.62,hot copper,0.4,18.34,0.27,0.6,10.03,0.761111,True,True,True
1493,83,riverbend,arrival court,lantern tick,0.37,warm oil,0.45,10.42,0.25,0.72,7.95,0.368056,True,True,True
1494,84,archive,stone stacks,spool click,0.47,cold dust,0.3,14.08,0.29,0.48,6.55,0.475,True,True,True
1495,84,signal,lens room,rope creak,0.64,lamp oil,0.4,10.36,0.22,0.6,9.15,0.681944,True,True,True
1496,84,orchard,arrival court,roof drip,0.34,apple soil,0.5,13.14,0.23,0.42,5.68,0.388889,True,True,True
1497,84,repair_ring,spark lane,cool fan,0.51,clean cloth,0.35,16.62,0.66,0.54,10.075,0.595833,True,True,True
1498,84,riverbend,dry ridge,cedar knock,0.61,wet cedar,0.4,12.2,0.25,0.6,7.905,0.702778,True,True,True
1499,84,roofward,arrival court,sun glass hum,0.43,thyme paper,0.5,17.58,0.68,0.42,8.255,0.409722,True,True,True
1500,84,archive,spool room,stone echo,0.48,wax seal,0.35,15.26,0.28,0.54,6.49,0.616667,True,True,True
1501,84,signal,signal perch,beacon pulse,0.65,salt wind,0.45,11.54,0.26,0.66,9.255,0.823611,True,True,True
1502,84,orchard,seed lane,cart creak,0.47,mud reed,0.3,14.32,0.27,0.48,5.785,0.530556,True,True,True
1503,84,repair_ring,bell alcove,bell hum,0.64,hot copper,0.4,17.08,0.25,0.6,10.18,0.7375,True,True,True
1504,84,riverbend,kit alcove,lantern tick,0.62,mud thread,0.45,12.66,0.29,0.66,7.845,0.844444,True,True,True
1505,84,roofward,glass stair,hinge ticks,0.44,warm dust,0.3,18.04,0.25,0.48,8.36,0.551389,True,True,True
1506,84,archive,ink niche,page flutter,0.61,ink linen,0.4,15.72,0.23,0.6,6.43,0.758333,True,True,True
1507,84,signal,arrival court,rope creak,0.43,lamp oil,0.5,8.5,0.66,0.42,9.12,0.465278,True,True,True
1508,84,orchard,mud row,seed rattle,0.48,dry twine,0.35,14.78,0.67,0.54,5.725,0.672222,True,True,True
1509,84,repair_ring,cool corner,wire snap,0.65,stone chalk,0.45,18.26,0.29,0.66,10.12,0.879167,True,True,True
1510,84,riverbend,arrival court,cedar knock,0.4,wet cedar,0.5,10.34,0.22,0.42,7.875,0.486111,True,True,True
1511,84,roofward,warm lane,paper hush,0.57,polished brass,0.35,19.22,0.29,0.54,8.3,0.693056,True,True,True
1512,85,signal,lens room,static crickets,0.55,salt wind,0.45,10.28,0.24,0.66,9.24,0.8,True,True,True
1513,85,orchard,arrival court,seed rattle,0.37,mud reed,0.3,13.06,0.25,0.48,5.77,0.506944,True,True,True
1514,85,repair_ring,spark lane,wire snap,0.54,hot copper,0.4,16.54,0.68,0.6,10.165,0.713889,True,True,True
1515,85,riverbend,dry ridge,river slap,0.64,mud thread,0.45,12.12,0.22,0.66,7.83,0.820833,True,True,True
1516,85,roofward,arrival court,paper hush,0.34,warm dust,0.3,17.5,0.65,0.48,8.345,0.527778,True,True,True
1517,85,archive,spool room,spool click,0.51,ink linen,0.4,15.18,0.3,0.6,6.415,0.734722,True,True,True
1518,85,signal,signal perch,rope creak,0.68,hot glass,0.5,11.46,0.28,0.72,9.18,0.941667,True,True,True
1519,85,orchard,seed lane,roof drip,0.5,dry twine,0.35,14.24,0.29,0.54,5.71,0.648611,True,True,True
1520,85,repair_ring,bell alcove,cool fan,0.55,stone chalk,0.45,17.72,0.22,0.66,10.105,0.855556,True,True,True
1521,85,riverbend,kit alcove,cedar knock,0.65,warm oil,0.5,12.58,0.26,0.72,7.935,0.9625,True,True,True
1522,85,roofward,glass stair,sun glass hum,0.47,polished brass,0.35,17.96,0.27,0.54,8.285,0.669444,True,True,True
1523,85,archive,ink niche,stone echo,0.64,cold dust,0.45,15.64,0.25,0.66,6.52,0.876389,True,True,True
1524,85,signal,arrival court,static crickets,0.34,salt wind,0.3,8.42,0.68,0.48,9.21,0.583333,True,True,True
1525,85,orchard,mud row,cart creak,0.51,apple soil,0.4,14.7,0.64,0.6,5.815,0.790278,True,True,True
1526,85,repair_ring,cool corner,bell hum,0.68,clean cloth,0.5,18.18,0.26,0.72,10.045,0.997222,True,True,True
1527,85,riverbend,arrival court,river slap,0.43,mud thread,0.3,10.26,0.24,0.48,7.965,0.604167,True,True,True
1528,85,roofward,warm lane,hinge ticks,0.48,thyme paper,0.4,19.14,0.31,0.6,8.225,0.811111,True,True,True
1529,85,archive,memory desk,page flutter,0.65,wax seal,0.5,16.82,0.29,0.72,6.46,0.018056,True,True,True
1530,86,orchard,arrival court,cart creak,0.4,dry twine,0.35,12.98,0.22,0.54,5.695,0.625,True,True,True
1531,86,repair_ring,spark lane,bell hum,0.57,stone chalk,0.45,16.46,0.65,0.66,10.09,0.831944,True,True,True
1532,86,riverbend,dry ridge,lantern tick,0.55,warm oil,0.5,12.04,0.24,0.72,7.92,0.938889,True,True,True
1533,86,roofward,arrival court,hinge ticks,0.37,polished brass,0.35,17.42,0.67,0.54,8.27,0.645833,True,True,True
1534,86,archive,spool room,page flutter,0.54,cold dust,0.45,15.1,0.32,0.66,6.505,0.852778,True,True,True
1535,86,signal,signal perch,static crickets,0.71,lamp oil,0.3,11.38,0.25,0.42,9.27,0.059722,True,True,True
1536,86,orchard,seed lane,seed rattle,0.41,apple soil,0.4,14.16,0.26,0.6,5.8,0.766667,True,True,True
1537,86,repair_ring,bell alcove,wire snap,0.58,clean cloth,0.5,17.64,0.24,0.72,10.03,0.973611,True,True,True
1538,86,riverbend,kit alcove,river slap,0.68,wet cedar,0.3,13.22,0.28,0.42,7.86,0.080556,True,True,True
1539,86,roofward,glass stair,paper hush,0.5,thyme paper,0.4,17.88,0.29,0.6,8.21,0.7875,True,True,True
1540,86,archive,ink niche,spool click,0.55,wax seal,0.5,15.56,0.22,0.72,6.445,0.994444,True,True,True
1541,86,signal,arrival court,beacon pulse,0.37,hot glass,0.35,8.34,0.65,0.54,9.135,0.701389,True,True,True
1542,86,orchard,mud row,roof drip,0.54,mud reed,0.45,14.62,0.66,0.66,5.74,0.908333,True,True,True
1543,86,repair_ring,cool corner,cool fan,0.71,hot copper,0.3,18.1,0.28,0.42,10.135,0.115278,True,True,True
1544,86,riverbend,arrival court,lantern tick,0.34,warm oil,0.35,10.18,0.26,0.54,7.89,0.722222,True,True,True
1545,86,roofward,warm lane,sun glass hum,0.51,warm dust,0.45,19.06,0.28,0.66,8.315,0.929167,True,True,True
1546,86,archive,memory desk,stone echo,0.68,ink linen,0.3,16.74,0.26,0.42,6.55,0.136111,True,True,True
1547,86,signal,mast base,static crickets,0.5,lamp oil,0.4,9.52,0.27,0.6,9.24,0.843056,True,True,True
1548,87,repair_ring,spark lane,cool fan,0.48,clean cloth,0.5,16.38,0.67,0.72,10.18,0.95,True,True,True
1549,87,riverbend,dry ridge,cedar knock,0.58,wet cedar,0.3,11.96,0.26,0.42,7.845,0.056944,True,True,True
1550,87,roofward,arrival court,sun glass hum,0.4,thyme paper,0.4,17.34,0.64,0.6,8.36,0.763889,True,True,True
1551,87,archive,spool room,stone echo,0.57,wax seal,0.5,15.02,0.29,0.72,6.43,0.970833,True,True,True
1552,87,signal,signal perch,beacon pulse,0.62,salt wind,0.35,11.3,0.27,0.48,9.195,0.177778,True,True,True
1553,87,orchard,seed lane,cart creak,0.44,mud reed,0.45,14.08,0.28,0.66,5.725,0.884722,True,True,True
1554,87,repair_ring,bell alcove,bell hum,0.61,hot copper,0.3,17.56,0.26,0.42,10.12,0.091667,True,True,True
1555,87,riverbend,kit alcove,lantern tick,0.71,mud thread,0.35,13.14,0.25,0.48,7.95,0.198611,True,True,True
1556,87,roofward,glass stair,hinge ticks,0.41,warm dust,0.45,18.52,0.26,0.66,8.3,0.905556,True,True,True
1557,87,archive,ink niche,page flutter,0.58,ink linen,0.3,15.48,0.24,0.42,6.535,0.1125,True,True,True
1558,87,signal,arrival court,rope creak,0.4,lamp oil,0.4,8.26,0.67,0.6,9.225,0.819444,True,True,True
1559,87,orchard,mud row,seed rattle,0.57,dry twine,0.5,14.54,0.68,0.72,5.83,0.026389,True,True,True
1560,87,repair_ring,cool corner,wire snap,0.62,stone chalk,0.35,18.02,0.25,0.48,10.06,0.233333,True,True,True
1561,87,riverbend,arrival court,cedar knock,0.37,wet cedar,0.4,10.1,0.23,0.6,7.98,0.840278,True,True,True
1562,87,roofward,warm lane,paper hush,0.54,polished brass,0.5,18.98,0.3,0.72,8.24,0.047222,True,True,True
1563,87,archive,memory desk,spool click,0.71,cold dust,0.35,16.66,0.28,0.48,6.475,0.254167,True,True,True
1564,87,signal,mast base,beacon pulse,0.41,salt wind,0.45,9.44,0.29,0.66,9.165,0.961111,True,True,True
1565,87,orchard,market plank,roof drip,0.58,apple soil,0.3,15.72,0.22,0.42,5.77,0.168056,True,True,True
1566,88,riverbend,dry ridge,river slap,0.61,mud thread,0.35,11.88,0.23,0.48,7.935,0.175,True,True,True
1567,88,roofward,arrival court,paper hush,0.43,warm dust,0.45,17.26,0.66,0.66,8.285,0.881944,True,True,True
1568,88,archive,spool room,spool click,0.48,ink linen,0.3,14.94,0.31,0.42,6.52,0.088889,True,True,True
1569,88,signal,signal perch,rope creak,0.65,hot glass,0.4,11.22,0.29,0.54,9.12,0.295833,True,True,True
1570,88,orchard,seed lane,roof drip,0.47,dry twine,0.5,14.0,0.25,0.72,5.815,0.002778,True,True,True
1571,88,repair_ring,bell alcove,cool fan,0.64,stone chalk,0.35,17.48,0.23,0.48,10.045,0.209722,True,True,True
1572,88,riverbend,kit alcove,cedar knock,0.62,warm oil,0.4,13.06,0.27,0.54,7.875,0.316667,True,True,True
1573,88,roofward,glass stair,sun glass hum,0.44,polished brass,0.5,18.44,0.28,0.72,8.225,0.023611,True,True,True
1574,88,archive,ink niche,stone echo,0.61,cold dust,0.35,16.12,0.26,0.48,6.46,0.230556,True,True,True
1575,88,signal,arrival court,static crickets,0.43,salt wind,0.45,8.18,0.64,0.66,9.15,0.9375,True,True,True
1576,88,orchard,mud row,cart creak,0.48,apple soil,0.3,14.46,0.65,0.42,5.755,0.144444,True,True,True
1577,88,repair_ring,cool corner,bell hum,0.65,clean cloth,0.4,17.94,0.27,0.54,10.15,0.351389,True,True,True
1578,88,riverbend,arrival court,river slap,0.4,mud thread,0.45,10.02,0.25,0.66,7.905,0.958333,True,True,True
1579,88,roofward,warm lane,hinge ticks,0.57,thyme paper,0.3,18.9,0.32,0.42,8.33,0.165278,True,True,True
1580,88,archive,memory desk,page flutter,0.62,wax seal,0.4,16.58,0.25,0.54,6.4,0.372222,True,True,True
1581,88,signal,mast base,rope creak,0.44,hot glass,0.5,9.36,0.26,0.72,9.255,0.079167,True,True,True
1582,88,orchard,market plank,seed rattle,0.61,mud reed,0.35,15.64,0.24,0.48,5.695,0.286111,True,True,True
1583,88,repair_ring,arrival court,cool fan,0.43,stone chalk,0.45,15.62,0.25,0.66,10.18,0.993056,True,True,True
1584,89,roofward,arrival court,hinge ticks,0.34,polished brass,0.5,17.18,0.68,0.72,8.21,0.0,True,True,True
1585,89,archive,spool room,page flutter,0.51,cold dust,0.35,14.86,0.28,0.48,6.445,0.206944,True,True,True
1586,89,signal,signal perch,static crickets,0.68,lamp oil,0.45,11.14,0.26,0.6,9.21,0.413889,True,True,True
1587,89,orchard,seed lane,seed rattle,0.5,apple soil,0.3,13.92,0.27,0.42,5.74,0.120833,True,True,True
