tick_id,day,infrastructure_id,ecology_channel,level_before,infrastructure_effect,weather_effect,level_after,feedback_visible,care_action
653,37,archive_public_kiosk,notice_accuracy,0.92,0.01552,0.003,0.92,False,none
654,37,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
655,37,river_mill_bridge,bank_stability,0.88452,0.0,0.003,0.88752,False,none
656,37,roof_greenhouse_cistern,humidity,0.92,0.01552,0.003,0.92,False,none
657,37,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
658,37,dusk_signal_workshop,night_calm,0.92,0.01552,0.003,0.92,False,none
659,37,river_mill_bridge,bank_stability,0.88752,0.01552,0.003,0.90604,True,none
660,37,roof_greenhouse_cistern,humidity,0.92,0.03352,0.003,0.92,False,bank clearing / humidity vent / notice copy / dim relay
661,37,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
662,37,dusk_signal_workshop,night_calm,0.92,0.01552,-0.01,0.92,False,none
663,37,river_mill_bridge,bank_stability,0.90604,0.0,0.003,0.90904,False,none
664,37,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
665,37,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
666,38,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
667,38,river_mill_bridge,bank_stability,0.90904,0.0,0.003,0.91204,False,none
668,38,roof_greenhouse_cistern,humidity,0.92,0.01552,0.003,0.92,False,none
669,38,archive_public_kiosk,notice_accuracy,0.92,0.018,0.003,0.92,False,bank clearing / humidity vent / notice copy / dim relay
670,38,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
671,38,river_mill_bridge,bank_stability,0.91204,0.01552,0.003,0.92,True,none
672,38,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
673,38,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
674,38,dusk_signal_workshop,night_calm,0.92,0.01552,0.003,0.92,False,none
675,38,river_mill_bridge,bank_stability,0.92,0.0,0.003,0.92,False,none
676,38,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
677,38,archive_public_kiosk,notice_accuracy,0.92,0.01552,0.003,0.92,False,none
678,38,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
679,38,river_mill_bridge,bank_stability,0.92,0.0,0.003,0.92,False,none
680,38,roof_greenhouse_cistern,humidity,0.92,0.01552,0.003,0.92,False,none
681,38,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
682,38,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
683,38,river_mill_bridge,bank_stability,0.92,0.0,-0.014,0.906,True,none
684,39,roof_greenhouse_cistern,humidity,0.92,0.01552,-0.01,0.92,False,none
685,39,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
686,39,dusk_signal_workshop,night_calm,0.92,0.01552,0.003,0.92,False,none
687,39,river_mill_bridge,bank_stability,0.906,0.018,0.003,0.92,True,bank clearing / humidity vent / notice copy / dim relay
688,39,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
689,39,archive_public_kiosk,notice_accuracy,0.92,0.01552,0.003,0.92,False,none
690,39,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
691,39,river_mill_bridge,bank_stability,0.92,0.0,-0.014,0.906,True,none
692,39,roof_greenhouse_cistern,humidity,0.92,0.01552,0.003,0.92,False,none
693,39,archive_public_kiosk,notice_accuracy,0.92,0.01552,0.003,0.92,False,none
694,39,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
695,39,river_mill_bridge,bank_stability,0.906,0.01552,0.003,0.92,True,none
696,39,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
697,39,archive_public_kiosk,notice_accuracy,0.92,0.0,-0.01,0.91,True,none
698,39,dusk_signal_workshop,night_calm,0.92,-0.035,0.003,0.888,True,none
699,39,river_mill_bridge,bank_stability,0.92,0.0,-0.014,0.906,True,none
700,39,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
701,39,archive_public_kiosk,notice_accuracy,0.91,0.0,0.003,0.913,False,none
702,40,river_mill_bridge,bank_stability,0.906,0.01552,0.003,0.92,True,none
703,40,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
704,40,archive_public_kiosk,notice_accuracy,0.913,0.01552,0.003,0.92,True,none
705,40,dusk_signal_workshop,night_calm,0.888,0.0,0.003,0.891,False,none
706,40,river_mill_bridge,bank_stability,0.92,0.0,0.003,0.92,False,none
707,40,roof_greenhouse_cistern,humidity,0.92,0.01552,0.003,0.92,False,none
708,40,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
709,40,dusk_signal_workshop,night_calm,0.891,0.01552,0.003,0.90952,True,none
710,40,river_mill_bridge,bank_stability,0.92,0.01552,0.003,0.92,False,none
711,40,roof_greenhouse_cistern,humidity,0.92,0.01552,0.003,0.92,False,none
712,40,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
713,40,dusk_signal_workshop,night_calm,0.90952,0.01552,0.003,0.92,True,none
714,40,river_mill_bridge,bank_stability,0.92,0.0,0.003,0.92,False,none
715,40,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
716,40,archive_public_kiosk,notice_accuracy,0.92,0.01552,0.003,0.92,False,none
717,40,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
718,40,river_mill_bridge,bank_stability,0.92,0.0,0.003,0.92,False,none
719,40,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
720,41,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
721,41,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
722,41,river_mill_bridge,bank_stability,0.92,0.01552,0.003,0.92,False,none
723,41,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
724,41,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
725,41,dusk_signal_workshop,night_calm,0.92,0.01552,0.003,0.92,False,none
726,41,river_mill_bridge,bank_stability,0.92,0.0,0.003,0.92,False,none
727,41,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
728,41,archive_public_kiosk,notice_accuracy,0.92,-0.035,0.003,0.888,True,none
729,41,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
730,41,river_mill_bridge,bank_stability,0.92,0.0,0.003,0.92,False,none
731,41,roof_greenhouse_cistern,humidity,0.92,0.01552,0.003,0.92,False,none
732,41,archive_public_kiosk,notice_accuracy,0.888,0.018,-0.01,0.896,True,bank clearing / humidity vent / notice copy / dim relay
733,41,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
734,41,river_mill_bridge,bank_stability,0.92,0.01552,-0.014,0.92,False,none
735,41,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
736,41,archive_public_kiosk,notice_accuracy,0.896,0.0,0.003,0.899,False,none
737,41,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
738,42,river_mill_bridge,bank_stability,0.92,0.0,0.003,0.92,False,none
739,42,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
740,42,archive_public_kiosk,notice_accuracy,0.899,0.01552,0.003,0.91752,True,none
741,42,dusk_signal_workshop,night_calm,0.92,0.018,0.003,0.92,False,bank clearing / humidity vent / notice copy / dim relay
742,42,river_mill_bridge,bank_stability,0.92,0.0,-0.014,0.906,True,none
743,42,roof_greenhouse_cistern,humidity,0.92,0.01552,-0.01,0.92,False,none
744,42,archive_public_kiosk,notice_accuracy,0.91752,0.01552,0.003,0.92,False,none
745,42,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
746,42,river_mill_bridge,bank_stability,0.906,0.01552,0.003,0.92,True,none
747,42,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
748,42,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
749,42,dusk_signal_workshop,night_calm,0.92,0.01552,0.003,0.92,False,none
750,42,river_mill_bridge,bank_stability,0.92,0.018,-0.014,0.92,False,bank clearing / humidity vent / notice copy / dim relay
751,42,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
752,42,archive_public_kiosk,notice_accuracy,0.92,0.01552,0.003,0.92,False,none
753,42,dusk_signal_workshop,night_calm,0.92,0.01552,0.003,0.92,False,none
754,42,river_mill_bridge,bank_stability,0.92,0.0,0.003,0.92,False,none
755,42,roof_greenhouse_cistern,humidity,0.92,0.01552,0.003,0.92,False,none
756,43,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
757,43,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
758,43,river_mill_bridge,bank_stability,0.92,0.01552,-0.014,0.92,False,none
759,43,roof_greenhouse_cistern,humidity,0.92,0.018,0.003,0.92,False,bank clearing / humidity vent / notice copy / dim relay
760,43,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
761,43,dusk_signal_workshop,night_calm,0.92,0.01552,0.003,0.92,False,none
762,43,river_mill_bridge,bank_stability,0.92,0.0,0.003,0.92,False,none
763,43,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
764,43,archive_public_kiosk,notice_accuracy,0.92,0.01552,0.003,0.92,False,none
765,43,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
766,43,river_mill_bridge,bank_stability,0.92,0.0,0.003,0.92,False,none
767,43,roof_greenhouse_cistern,humidity,0.92,-0.035,0.003,0.888,True,none
768,43,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
769,43,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
770,43,river_mill_bridge,bank_stability,0.92,0.01552,0.003,0.92,False,none
771,43,roof_greenhouse_cistern,humidity,0.888,0.0,0.003,0.891,False,none
772,43,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
773,43,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
774,44,roof_greenhouse_cistern,humidity,0.891,0.0,0.003,0.894,False,none
775,44,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
776,44,dusk_signal_workshop,night_calm,0.92,0.01552,0.003,0.92,False,none
777,44,river_mill_bridge,bank_stability,0.92,0.0,0.003,0.92,False,none
778,44,roof_greenhouse_cistern,humidity,0.894,0.0,-0.01,0.884,True,none
779,44,archive_public_kiosk,notice_accuracy,0.92,0.01552,0.003,0.92,False,none
780,44,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
781,44,river_mill_bridge,bank_stability,0.92,0.0,0.003,0.92,False,none
782,44,roof_greenhouse_cistern,humidity,0.884,0.01552,0.003,0.90252,True,none
783,44,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
784,44,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
785,44,river_mill_bridge,bank_stability,0.92,0.01552,-0.014,0.92,False,none
786,44,roof_greenhouse_cistern,humidity,0.90252,0.0,0.003,0.90552,False,none
787,44,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
788,44,dusk_signal_workshop,night_calm,0.92,0.01552,0.003,0.92,False,none
789,44,river_mill_bridge,bank_stability,0.92,0.0,0.003,0.92,False,none
790,44,roof_greenhouse_cistern,humidity,0.90552,0.0,0.003,0.90852,False,none
791,44,archive_public_kiosk,notice_accuracy,0.92,0.0,-0.01,0.91,True,none
792,45,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
793,45,river_mill_bridge,bank_stability,0.92,0.0,-0.014,0.906,True,none
794,45,roof_greenhouse_cistern,humidity,0.90852,0.01552,0.003,0.92,True,none
795,45,archive_public_kiosk,notice_accuracy,0.91,0.01552,0.003,0.92,True,none
796,45,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
797,45,river_mill_bridge,bank_stability,0.906,-0.035,0.003,0.874,True,none
798,45,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
799,45,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
800,45,dusk_signal_workshop,night_calm,0.92,0.01552,0.003,0.92,False,none
801,45,river_mill_bridge,bank_stability,0.874,0.0,-0.014,0.86,True,none
802,45,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
803,45,archive_public_kiosk,notice_accuracy,0.92,0.01552,0.003,0.92,False,none
804,45,dusk_signal_workshop,night_calm,0.92,0.03352,0.003,0.92,False,bank clearing / humidity vent / notice copy / dim relay
805,45,river_mill_bridge,bank_stability,0.86,0.0,0.003,0.863,False,none
806,45,roof_greenhouse_cistern,humidity,0.92,0.01552,0.003,0.92,False,none
807,45,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
808,45,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
809,45,river_mill_bridge,bank_stability,0.863,0.0,0.003,0.866,False,none
810,46,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
811,46,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
812,46,dusk_signal_workshop,night_calm,0.92,0.01552,0.003,0.92,False,none
813,46,river_mill_bridge,bank_stability,0.866,0.0,-0.01,0.856,True,none
814,46,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
815,46,archive_public_kiosk,notice_accuracy,0.92,0.01552,0.003,0.92,False,none
816,46,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
817,46,river_mill_bridge,bank_stability,0.856,0.0,0.003,0.859,False,none
818,46,roof_greenhouse_cistern,humidity,0.92,0.01552,0.003,0.92,False,none
819,46,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
820,46,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
821,46,river_mill_bridge,bank_stability,0.859,0.01552,0.003,0.87752,True,none
822,46,roof_greenhouse_cistern,humidity,0.92,0.018,0.003,0.92,False,bank clearing / humidity vent / notice copy / dim relay
823,46,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
824,46,dusk_signal_workshop,night_calm,0.92,0.01552,0.003,0.92,False,none
825,46,river_mill_bridge,bank_stability,0.87752,0.0,0.003,0.88052,False,none
826,46,roof_greenhouse_cistern,humidity,0.92,0.0,-0.01,0.91,True,none
827,46,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
828,47,dusk_signal_workshop,night_calm,0.92,0.01552,0.003,0.92,False,none
829,47,river_mill_bridge,bank_stability,0.88052,0.0,0.003,0.88352,False,none
830,47,roof_greenhouse_cistern,humidity,0.91,0.01552,0.003,0.92,True,none
831,47,archive_public_kiosk,notice_accuracy,0.92,0.018,0.003,0.92,False,bank clearing / humidity vent / notice copy / dim relay
832,47,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
833,47,river_mill_bridge,bank_stability,0.88352,0.01552,0.003,0.90204,True,none
834,47,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
835,47,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
836,47,dusk_signal_workshop,night_calm,0.92,0.01552,0.003,0.92,False,none
837,47,river_mill_bridge,bank_stability,0.90204,0.0,-0.01,0.89204,True,none
838,47,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
839,47,archive_public_kiosk,notice_accuracy,0.92,0.01552,0.003,0.92,False,none
840,47,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
841,47,river_mill_bridge,bank_stability,0.89204,0.01552,0.003,0.91056,True,none
842,47,roof_greenhouse_cistern,humidity,0.92,0.01552,0.003,0.92,False,none
843,47,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
844,47,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
845,47,river_mill_bridge,bank_stability,0.91056,0.0,-0.014,0.89656,True,none
846,48,archive_public_kiosk,notice_accuracy,0.92,0.01552,0.003,0.92,False,none
847,48,dusk_signal_workshop,night_calm,0.92,0.0,0.003,0.92,False,none
848,48,river_mill_bridge,bank_stability,0.89656,0.01552,-0.01,0.90208,False,none
849,48,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
850,48,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
851,48,dusk_signal_workshop,night_calm,0.92,-0.035,0.003,0.888,True,none
852,48,river_mill_bridge,bank_stability,0.90208,0.0,-0.014,0.88808,True,none
853,48,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
854,48,archive_public_kiosk,notice_accuracy,0.92,0.01552,0.003,0.92,False,none
855,48,dusk_signal_workshop,night_calm,0.888,0.01552,0.003,0.90652,True,none
856,48,river_mill_bridge,bank_stability,0.88808,0.0,0.003,0.89108,False,none
857,48,roof_greenhouse_cistern,humidity,0.92,0.01552,0.003,0.92,False,none
858,48,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
859,48,dusk_signal_workshop,night_calm,0.90652,0.0,0.003,0.90952,False,none
860,48,river_mill_bridge,bank_stability,0.89108,0.01552,0.003,0.9096,True,none
861,48,roof_greenhouse_cistern,humidity,0.92,0.0,0.003,0.92,False,none
862,48,archive_public_kiosk,notice_accuracy,0.92,0.0,0.003,0.92,False,none
863,48,dusk_signal_workshop,night_calm,0.90952,0.0,0.003,0.91252,False,none
