tick,day,resident,schedule_key,memory_key,debt_key,consequence_key,snapshot_key,index_lookup,resident_filterable,crosslinks_complete
3080,172,Fay,schedule:fay:d172:s02,fay:care_favor:audit:d172:s02,debt:care_favor:fay,cause:return_tool:resident:Fay:tick:03080,ssrm:v59:audit:snapshot:d172:t03080,resident=Fay|tick=3080|memory=fay:care_favor:audit:d172:s02|debt=debt:care_favor:fay,True,True
3081,172,Milo,schedule:milo:d172:s03,milo:tool_loan:audit:d172:s03,debt:tool_loan:milo,cause:interrupt_work:resident:Milo:tick:03081,ssrm:v59:audit:snapshot:d172:t03081,resident=Milo|tick=3081|memory=milo:tool_loan:audit:d172:s03|debt=debt:tool_loan:milo,True,True
3082,172,Sera,schedule:sera:d172:s04,sera:repair_promise:audit:d172:s04,debt:repair_promise:sera,cause:wait_offscreen:resident:Sera:tick:03082,ssrm:v59:audit:snapshot:d172:t03082,resident=Sera|tick=3082|memory=sera:repair_promise:audit:d172:s04|debt=debt:repair_promise:sera,True,True
3083,172,Tovan,schedule:tovan:d172:s05,tovan:care_favor:audit:d172:s05,debt:care_favor:tovan,cause:repair_trust:resident:Tovan:tick:03083,ssrm:v59:audit:snapshot:d172:t03083,resident=Tovan|tick=3083|memory=tovan:care_favor:audit:d172:s05|debt=debt:care_favor:tovan,True,True
3084,172,Nia,schedule:nia:d172:s06,nia:tool_loan:audit:d172:s06,debt:tool_loan:nia,cause:move:resident:Nia:tick:03084,ssrm:v59:audit:snapshot:d172:t03084,resident=Nia|tick=3084|memory=nia:tool_loan:audit:d172:s06|debt=debt:tool_loan:nia,True,True
3085,172,Ari,schedule:ari:d172:s07,ari:repair_promise:audit:d172:s07,debt:repair_promise:ari,cause:talk:resident:Ari:tick:03085,ssrm:v59:audit:snapshot:d172:t03085,resident=Ari|tick=3085|memory=ari:repair_promise:audit:d172:s07|debt=debt:repair_promise:ari,True,True
3086,172,Fay,schedule:fay:d172:s08,fay:care_favor:audit:d172:s08,debt:care_favor:fay,cause:offer_help:resident:Fay:tick:03086,ssrm:v59:audit:snapshot:d172:t03086,resident=Fay|tick=3086|memory=fay:care_favor:audit:d172:s08|debt=debt:care_favor:fay,True,True
3087,172,Milo,schedule:milo:d172:s09,milo:tool_loan:audit:d172:s09,debt:tool_loan:milo,cause:borrow_tool:resident:Milo:tick:03087,ssrm:v59:audit:snapshot:d172:t03087,resident=Milo|tick=3087|memory=milo:tool_loan:audit:d172:s09|debt=debt:tool_loan:milo,True,True
3088,172,Sera,schedule:sera:d172:s10,sera:repair_promise:audit:d172:s10,debt:repair_promise:sera,cause:return_tool:resident:Sera:tick:03088,ssrm:v59:audit:snapshot:d172:t03088,resident=Sera|tick=3088|memory=sera:repair_promise:audit:d172:s10|debt=debt:repair_promise:sera,True,True
3089,172,Tovan,schedule:tovan:d172:s11,tovan:care_favor:audit:d172:s11,debt:care_favor:tovan,cause:interrupt_work:resident:Tovan:tick:03089,ssrm:v59:audit:snapshot:d172:t03089,resident=Tovan|tick=3089|memory=tovan:care_favor:audit:d172:s11|debt=debt:care_favor:tovan,True,True
3090,172,Nia,schedule:nia:d172:s12,nia:tool_loan:audit:d172:s12,debt:tool_loan:nia,cause:wait_offscreen:resident:Nia:tick:03090,ssrm:v59:audit:snapshot:d172:t03090,resident=Nia|tick=3090|memory=nia:tool_loan:audit:d172:s12|debt=debt:tool_loan:nia,True,True
3091,172,Ari,schedule:ari:d172:s13,ari:repair_promise:audit:d172:s13,debt:repair_promise:ari,cause:repair_trust:resident:Ari:tick:03091,ssrm:v59:audit:snapshot:d172:t03091,resident=Ari|tick=3091|memory=ari:repair_promise:audit:d172:s13|debt=debt:repair_promise:ari,True,True
3092,172,Fay,schedule:fay:d172:s14,fay:care_favor:audit:d172:s14,debt:care_favor:fay,cause:move:resident:Fay:tick:03092,ssrm:v59:audit:snapshot:d172:t03092,resident=Fay|tick=3092|memory=fay:care_favor:audit:d172:s14|debt=debt:care_favor:fay,True,True
3093,172,Milo,schedule:milo:d172:s15,milo:tool_loan:audit:d172:s15,debt:tool_loan:milo,cause:talk:resident:Milo:tick:03093,ssrm:v59:audit:snapshot:d172:t03093,resident=Milo|tick=3093|memory=milo:tool_loan:audit:d172:s15|debt=debt:tool_loan:milo,True,True
3094,172,Sera,schedule:sera:d172:s16,sera:repair_promise:audit:d172:s16,debt:repair_promise:sera,cause:offer_help:resident:Sera:tick:03094,ssrm:v59:audit:snapshot:d172:t03094,resident=Sera|tick=3094|memory=sera:repair_promise:audit:d172:s16|debt=debt:repair_promise:sera,True,True
3095,172,Tovan,schedule:tovan:d172:s17,tovan:care_favor:audit:d172:s17,debt:care_favor:tovan,cause:borrow_tool:resident:Tovan:tick:03095,ssrm:v59:audit:snapshot:d172:t03095,resident=Tovan|tick=3095|memory=tovan:care_favor:audit:d172:s17|debt=debt:care_favor:tovan,True,True
3096,173,Nia,schedule:nia:d173:s00,nia:tool_loan:audit:d173:s00,debt:tool_loan:nia,cause:interrupt_work:resident:Nia:tick:03096,ssrm:v59:audit:snapshot:d173:t03096,resident=Nia|tick=3096|memory=nia:tool_loan:audit:d173:s00|debt=debt:tool_loan:nia,True,True
3097,173,Ari,schedule:ari:d173:s01,ari:repair_promise:audit:d173:s01,debt:repair_promise:ari,cause:wait_offscreen:resident:Ari:tick:03097,ssrm:v59:audit:snapshot:d173:t03097,resident=Ari|tick=3097|memory=ari:repair_promise:audit:d173:s01|debt=debt:repair_promise:ari,True,True
3098,173,Fay,schedule:fay:d173:s02,fay:care_favor:audit:d173:s02,debt:care_favor:fay,cause:repair_trust:resident:Fay:tick:03098,ssrm:v59:audit:snapshot:d173:t03098,resident=Fay|tick=3098|memory=fay:care_favor:audit:d173:s02|debt=debt:care_favor:fay,True,True
3099,173,Milo,schedule:milo:d173:s03,milo:tool_loan:audit:d173:s03,debt:tool_loan:milo,cause:move:resident:Milo:tick:03099,ssrm:v59:audit:snapshot:d173:t03099,resident=Milo|tick=3099|memory=milo:tool_loan:audit:d173:s03|debt=debt:tool_loan:milo,True,True
3100,173,Sera,schedule:sera:d173:s04,sera:repair_promise:audit:d173:s04,debt:repair_promise:sera,cause:talk:resident:Sera:tick:03100,ssrm:v59:audit:snapshot:d173:t03100,resident=Sera|tick=3100|memory=sera:repair_promise:audit:d173:s04|debt=debt:repair_promise:sera,True,True
3101,173,Tovan,schedule:tovan:d173:s05,tovan:care_favor:audit:d173:s05,debt:care_favor:tovan,cause:offer_help:resident:Tovan:tick:03101,ssrm:v59:audit:snapshot:d173:t03101,resident=Tovan|tick=3101|memory=tovan:care_favor:audit:d173:s05|debt=debt:care_favor:tovan,True,True
3102,173,Nia,schedule:nia:d173:s06,nia:tool_loan:audit:d173:s06,debt:tool_loan:nia,cause:borrow_tool:resident:Nia:tick:03102,ssrm:v59:audit:snapshot:d173:t03102,resident=Nia|tick=3102|memory=nia:tool_loan:audit:d173:s06|debt=debt:tool_loan:nia,True,True
3103,173,Ari,schedule:ari:d173:s07,ari:repair_promise:audit:d173:s07,debt:repair_promise:ari,cause:return_tool:resident:Ari:tick:03103,ssrm:v59:audit:snapshot:d173:t03103,resident=Ari|tick=3103|memory=ari:repair_promise:audit:d173:s07|debt=debt:repair_promise:ari,True,True
3104,173,Fay,schedule:fay:d173:s08,fay:care_favor:audit:d173:s08,debt:care_favor:fay,cause:interrupt_work:resident:Fay:tick:03104,ssrm:v59:audit:snapshot:d173:t03104,resident=Fay|tick=3104|memory=fay:care_favor:audit:d173:s08|debt=debt:care_favor:fay,True,True
3105,173,Milo,schedule:milo:d173:s09,milo:tool_loan:audit:d173:s09,debt:tool_loan:milo,cause:wait_offscreen:resident:Milo:tick:03105,ssrm:v59:audit:snapshot:d173:t03105,resident=Milo|tick=3105|memory=milo:tool_loan:audit:d173:s09|debt=debt:tool_loan:milo,True,True
3106,173,Sera,schedule:sera:d173:s10,sera:repair_promise:audit:d173:s10,debt:repair_promise:sera,cause:repair_trust:resident:Sera:tick:03106,ssrm:v59:audit:snapshot:d173:t03106,resident=Sera|tick=3106|memory=sera:repair_promise:audit:d173:s10|debt=debt:repair_promise:sera,True,True
3107,173,Tovan,schedule:tovan:d173:s11,tovan:care_favor:audit:d173:s11,debt:care_favor:tovan,cause:move:resident:Tovan:tick:03107,ssrm:v59:audit:snapshot:d173:t03107,resident=Tovan|tick=3107|memory=tovan:care_favor:audit:d173:s11|debt=debt:care_favor:tovan,True,True
3108,173,Nia,schedule:nia:d173:s12,nia:tool_loan:audit:d173:s12,debt:tool_loan:nia,cause:talk:resident:Nia:tick:03108,ssrm:v59:audit:snapshot:d173:t03108,resident=Nia|tick=3108|memory=nia:tool_loan:audit:d173:s12|debt=debt:tool_loan:nia,True,True
3109,173,Ari,schedule:ari:d173:s13,ari:repair_promise:audit:d173:s13,debt:repair_promise:ari,cause:offer_help:resident:Ari:tick:03109,ssrm:v59:audit:snapshot:d173:t03109,resident=Ari|tick=3109|memory=ari:repair_promise:audit:d173:s13|debt=debt:repair_promise:ari,True,True
3110,173,Fay,schedule:fay:d173:s14,fay:care_favor:audit:d173:s14,debt:care_favor:fay,cause:borrow_tool:resident:Fay:tick:03110,ssrm:v59:audit:snapshot:d173:t03110,resident=Fay|tick=3110|memory=fay:care_favor:audit:d173:s14|debt=debt:care_favor:fay,True,True
3111,173,Milo,schedule:milo:d173:s15,milo:tool_loan:audit:d173:s15,debt:tool_loan:milo,cause:return_tool:resident:Milo:tick:03111,ssrm:v59:audit:snapshot:d173:t03111,resident=Milo|tick=3111|memory=milo:tool_loan:audit:d173:s15|debt=debt:tool_loan:milo,True,True
3112,173,Sera,schedule:sera:d173:s16,sera:repair_promise:audit:d173:s16,debt:repair_promise:sera,cause:interrupt_work:resident:Sera:tick:03112,ssrm:v59:audit:snapshot:d173:t03112,resident=Sera|tick=3112|memory=sera:repair_promise:audit:d173:s16|debt=debt:repair_promise:sera,True,True
3113,173,Tovan,schedule:tovan:d173:s17,tovan:care_favor:audit:d173:s17,debt:care_favor:tovan,cause:wait_offscreen:resident:Tovan:tick:03113,ssrm:v59:audit:snapshot:d173:t03113,resident=Tovan|tick=3113|memory=tovan:care_favor:audit:d173:s17|debt=debt:care_favor:tovan,True,True
3114,174,Nia,schedule:nia:d174:s00,nia:tool_loan:audit:d174:s00,debt:tool_loan:nia,cause:move:resident:Nia:tick:03114,ssrm:v59:audit:snapshot:d174:t03114,resident=Nia|tick=3114|memory=nia:tool_loan:audit:d174:s00|debt=debt:tool_loan:nia,True,True
3115,174,Ari,schedule:ari:d174:s01,ari:repair_promise:audit:d174:s01,debt:repair_promise:ari,cause:talk:resident:Ari:tick:03115,ssrm:v59:audit:snapshot:d174:t03115,resident=Ari|tick=3115|memory=ari:repair_promise:audit:d174:s01|debt=debt:repair_promise:ari,True,True
3116,174,Fay,schedule:fay:d174:s02,fay:care_favor:audit:d174:s02,debt:care_favor:fay,cause:offer_help:resident:Fay:tick:03116,ssrm:v59:audit:snapshot:d174:t03116,resident=Fay|tick=3116|memory=fay:care_favor:audit:d174:s02|debt=debt:care_favor:fay,True,True
3117,174,Milo,schedule:milo:d174:s03,milo:tool_loan:audit:d174:s03,debt:tool_loan:milo,cause:borrow_tool:resident:Milo:tick:03117,ssrm:v59:audit:snapshot:d174:t03117,resident=Milo|tick=3117|memory=milo:tool_loan:audit:d174:s03|debt=debt:tool_loan:milo,True,True
3118,174,Sera,schedule:sera:d174:s04,sera:repair_promise:audit:d174:s04,debt:repair_promise:sera,cause:return_tool:resident:Sera:tick:03118,ssrm:v59:audit:snapshot:d174:t03118,resident=Sera|tick=3118|memory=sera:repair_promise:audit:d174:s04|debt=debt:repair_promise:sera,True,True
3119,174,Tovan,schedule:tovan:d174:s05,tovan:care_favor:audit:d174:s05,debt:care_favor:tovan,cause:interrupt_work:resident:Tovan:tick:03119,ssrm:v59:audit:snapshot:d174:t03119,resident=Tovan|tick=3119|memory=tovan:care_favor:audit:d174:s05|debt=debt:care_favor:tovan,True,True
3120,174,Nia,schedule:nia:d174:s06,nia:tool_loan:audit:d174:s06,debt:tool_loan:nia,cause:wait_offscreen:resident:Nia:tick:03120,ssrm:v59:audit:snapshot:d174:t03120,resident=Nia|tick=3120|memory=nia:tool_loan:audit:d174:s06|debt=debt:tool_loan:nia,True,True
3121,174,Ari,schedule:ari:d174:s07,ari:repair_promise:audit:d174:s07,debt:repair_promise:ari,cause:repair_trust:resident:Ari:tick:03121,ssrm:v59:audit:snapshot:d174:t03121,resident=Ari|tick=3121|memory=ari:repair_promise:audit:d174:s07|debt=debt:repair_promise:ari,True,True
3122,174,Fay,schedule:fay:d174:s08,fay:care_favor:audit:d174:s08,debt:care_favor:fay,cause:move:resident:Fay:tick:03122,ssrm:v59:audit:snapshot:d174:t03122,resident=Fay|tick=3122|memory=fay:care_favor:audit:d174:s08|debt=debt:care_favor:fay,True,True
3123,174,Milo,schedule:milo:d174:s09,milo:tool_loan:audit:d174:s09,debt:tool_loan:milo,cause:talk:resident:Milo:tick:03123,ssrm:v59:audit:snapshot:d174:t03123,resident=Milo|tick=3123|memory=milo:tool_loan:audit:d174:s09|debt=debt:tool_loan:milo,True,True
3124,174,Sera,schedule:sera:d174:s10,sera:repair_promise:audit:d174:s10,debt:repair_promise:sera,cause:offer_help:resident:Sera:tick:03124,ssrm:v59:audit:snapshot:d174:t03124,resident=Sera|tick=3124|memory=sera:repair_promise:audit:d174:s10|debt=debt:repair_promise:sera,True,True
3125,174,Tovan,schedule:tovan:d174:s11,tovan:care_favor:audit:d174:s11,debt:care_favor:tovan,cause:borrow_tool:resident:Tovan:tick:03125,ssrm:v59:audit:snapshot:d174:t03125,resident=Tovan|tick=3125|memory=tovan:care_favor:audit:d174:s11|debt=debt:care_favor:tovan,True,True
3126,174,Nia,schedule:nia:d174:s12,nia:tool_loan:audit:d174:s12,debt:tool_loan:nia,cause:return_tool:resident:Nia:tick:03126,ssrm:v59:audit:snapshot:d174:t03126,resident=Nia|tick=3126|memory=nia:tool_loan:audit:d174:s12|debt=debt:tool_loan:nia,True,True
3127,174,Ari,schedule:ari:d174:s13,ari:repair_promise:audit:d174:s13,debt:repair_promise:ari,cause:interrupt_work:resident:Ari:tick:03127,ssrm:v59:audit:snapshot:d174:t03127,resident=Ari|tick=3127|memory=ari:repair_promise:audit:d174:s13|debt=debt:repair_promise:ari,True,True
3128,174,Fay,schedule:fay:d174:s14,fay:care_favor:audit:d174:s14,debt:care_favor:fay,cause:wait_offscreen:resident:Fay:tick:03128,ssrm:v59:audit:snapshot:d174:t03128,resident=Fay|tick=3128|memory=fay:care_favor:audit:d174:s14|debt=debt:care_favor:fay,True,True
3129,174,Milo,schedule:milo:d174:s15,milo:tool_loan:audit:d174:s15,debt:tool_loan:milo,cause:repair_trust:resident:Milo:tick:03129,ssrm:v59:audit:snapshot:d174:t03129,resident=Milo|tick=3129|memory=milo:tool_loan:audit:d174:s15|debt=debt:tool_loan:milo,True,True
3130,174,Sera,schedule:sera:d174:s16,sera:repair_promise:audit:d174:s16,debt:repair_promise:sera,cause:move:resident:Sera:tick:03130,ssrm:v59:audit:snapshot:d174:t03130,resident=Sera|tick=3130|memory=sera:repair_promise:audit:d174:s16|debt=debt:repair_promise:sera,True,True
3131,174,Tovan,schedule:tovan:d174:s17,tovan:care_favor:audit:d174:s17,debt:care_favor:tovan,cause:talk:resident:Tovan:tick:03131,ssrm:v59:audit:snapshot:d174:t03131,resident=Tovan|tick=3131|memory=tovan:care_favor:audit:d174:s17|debt=debt:care_favor:tovan,True,True
3132,175,Nia,schedule:nia:d175:s00,nia:tool_loan:audit:d175:s00,debt:tool_loan:nia,cause:borrow_tool:resident:Nia:tick:03132,ssrm:v59:audit:snapshot:d175:t03132,resident=Nia|tick=3132|memory=nia:tool_loan:audit:d175:s00|debt=debt:tool_loan:nia,True,True
3133,175,Ari,schedule:ari:d175:s01,ari:repair_promise:audit:d175:s01,debt:repair_promise:ari,cause:return_tool:resident:Ari:tick:03133,ssrm:v59:audit:snapshot:d175:t03133,resident=Ari|tick=3133|memory=ari:repair_promise:audit:d175:s01|debt=debt:repair_promise:ari,True,True
3134,175,Fay,schedule:fay:d175:s02,fay:care_favor:audit:d175:s02,debt:care_favor:fay,cause:interrupt_work:resident:Fay:tick:03134,ssrm:v59:audit:snapshot:d175:t03134,resident=Fay|tick=3134|memory=fay:care_favor:audit:d175:s02|debt=debt:care_favor:fay,True,True
3135,175,Milo,schedule:milo:d175:s03,milo:tool_loan:audit:d175:s03,debt:tool_loan:milo,cause:wait_offscreen:resident:Milo:tick:03135,ssrm:v59:audit:snapshot:d175:t03135,resident=Milo|tick=3135|memory=milo:tool_loan:audit:d175:s03|debt=debt:tool_loan:milo,True,True
3136,175,Sera,schedule:sera:d175:s04,sera:repair_promise:audit:d175:s04,debt:repair_promise:sera,cause:repair_trust:resident:Sera:tick:03136,ssrm:v59:audit:snapshot:d175:t03136,resident=Sera|tick=3136|memory=sera:repair_promise:audit:d175:s04|debt=debt:repair_promise:sera,True,True
3137,175,Tovan,schedule:tovan:d175:s05,tovan:care_favor:audit:d175:s05,debt:care_favor:tovan,cause:move:resident:Tovan:tick:03137,ssrm:v59:audit:snapshot:d175:t03137,resident=Tovan|tick=3137|memory=tovan:care_favor:audit:d175:s05|debt=debt:care_favor:tovan,True,True
3138,175,Nia,schedule:nia:d175:s06,nia:tool_loan:audit:d175:s06,debt:tool_loan:nia,cause:talk:resident:Nia:tick:03138,ssrm:v59:audit:snapshot:d175:t03138,resident=Nia|tick=3138|memory=nia:tool_loan:audit:d175:s06|debt=debt:tool_loan:nia,True,True
3139,175,Ari,schedule:ari:d175:s07,ari:repair_promise:audit:d175:s07,debt:repair_promise:ari,cause:offer_help:resident:Ari:tick:03139,ssrm:v59:audit:snapshot:d175:t03139,resident=Ari|tick=3139|memory=ari:repair_promise:audit:d175:s07|debt=debt:repair_promise:ari,True,True
3140,175,Fay,schedule:fay:d175:s08,fay:care_favor:audit:d175:s08,debt:care_favor:fay,cause:borrow_tool:resident:Fay:tick:03140,ssrm:v59:audit:snapshot:d175:t03140,resident=Fay|tick=3140|memory=fay:care_favor:audit:d175:s08|debt=debt:care_favor:fay,True,True
3141,175,Milo,schedule:milo:d175:s09,milo:tool_loan:audit:d175:s09,debt:tool_loan:milo,cause:return_tool:resident:Milo:tick:03141,ssrm:v59:audit:snapshot:d175:t03141,resident=Milo|tick=3141|memory=milo:tool_loan:audit:d175:s09|debt=debt:tool_loan:milo,True,True
3142,175,Sera,schedule:sera:d175:s10,sera:repair_promise:audit:d175:s10,debt:repair_promise:sera,cause:interrupt_work:resident:Sera:tick:03142,ssrm:v59:audit:snapshot:d175:t03142,resident=Sera|tick=3142|memory=sera:repair_promise:audit:d175:s10|debt=debt:repair_promise:sera,True,True
3143,175,Tovan,schedule:tovan:d175:s11,tovan:care_favor:audit:d175:s11,debt:care_favor:tovan,cause:wait_offscreen:resident:Tovan:tick:03143,ssrm:v59:audit:snapshot:d175:t03143,resident=Tovan|tick=3143|memory=tovan:care_favor:audit:d175:s11|debt=debt:care_favor:tovan,True,True
3144,175,Nia,schedule:nia:d175:s12,nia:tool_loan:audit:d175:s12,debt:tool_loan:nia,cause:repair_trust:resident:Nia:tick:03144,ssrm:v59:audit:snapshot:d175:t03144,resident=Nia|tick=3144|memory=nia:tool_loan:audit:d175:s12|debt=debt:tool_loan:nia,True,True
3145,175,Ari,schedule:ari:d175:s13,ari:repair_promise:audit:d175:s13,debt:repair_promise:ari,cause:move:resident:Ari:tick:03145,ssrm:v59:audit:snapshot:d175:t03145,resident=Ari|tick=3145|memory=ari:repair_promise:audit:d175:s13|debt=debt:repair_promise:ari,True,True
3146,175,Fay,schedule:fay:d175:s14,fay:care_favor:audit:d175:s14,debt:care_favor:fay,cause:talk:resident:Fay:tick:03146,ssrm:v59:audit:snapshot:d175:t03146,resident=Fay|tick=3146|memory=fay:care_favor:audit:d175:s14|debt=debt:care_favor:fay,True,True
3147,175,Milo,schedule:milo:d175:s15,milo:tool_loan:audit:d175:s15,debt:tool_loan:milo,cause:offer_help:resident:Milo:tick:03147,ssrm:v59:audit:snapshot:d175:t03147,resident=Milo|tick=3147|memory=milo:tool_loan:audit:d175:s15|debt=debt:tool_loan:milo,True,True
3148,175,Sera,schedule:sera:d175:s16,sera:repair_promise:audit:d175:s16,debt:repair_promise:sera,cause:borrow_tool:resident:Sera:tick:03148,ssrm:v59:audit:snapshot:d175:t03148,resident=Sera|tick=3148|memory=sera:repair_promise:audit:d175:s16|debt=debt:repair_promise:sera,True,True
3149,175,Tovan,schedule:tovan:d175:s17,tovan:care_favor:audit:d175:s17,debt:care_favor:tovan,cause:return_tool:resident:Tovan:tick:03149,ssrm:v59:audit:snapshot:d175:t03149,resident=Tovan|tick=3149|memory=tovan:care_favor:audit:d175:s17|debt=debt:care_favor:tovan,True,True
3150,176,Nia,schedule:nia:d176:s00,nia:tool_loan:audit:d176:s00,debt:tool_loan:nia,cause:wait_offscreen:resident:Nia:tick:03150,ssrm:v59:audit:snapshot:d176:t03150,resident=Nia|tick=3150|memory=nia:tool_loan:audit:d176:s00|debt=debt:tool_loan:nia,True,True
3151,176,Ari,schedule:ari:d176:s01,ari:repair_promise:audit:d176:s01,debt:repair_promise:ari,cause:repair_trust:resident:Ari:tick:03151,ssrm:v59:audit:snapshot:d176:t03151,resident=Ari|tick=3151|memory=ari:repair_promise:audit:d176:s01|debt=debt:repair_promise:ari,True,True
3152,176,Fay,schedule:fay:d176:s02,fay:care_favor:audit:d176:s02,debt:care_favor:fay,cause:move:resident:Fay:tick:03152,ssrm:v59:audit:snapshot:d176:t03152,resident=Fay|tick=3152|memory=fay:care_favor:audit:d176:s02|debt=debt:care_favor:fay,True,True
3153,176,Milo,schedule:milo:d176:s03,milo:tool_loan:audit:d176:s03,debt:tool_loan:milo,cause:talk:resident:Milo:tick:03153,ssrm:v59:audit:snapshot:d176:t03153,resident=Milo|tick=3153|memory=milo:tool_loan:audit:d176:s03|debt=debt:tool_loan:milo,True,True
3154,176,Sera,schedule:sera:d176:s04,sera:repair_promise:audit:d176:s04,debt:repair_promise:sera,cause:offer_help:resident:Sera:tick:03154,ssrm:v59:audit:snapshot:d176:t03154,resident=Sera|tick=3154|memory=sera:repair_promise:audit:d176:s04|debt=debt:repair_promise:sera,True,True
3155,176,Tovan,schedule:tovan:d176:s05,tovan:care_favor:audit:d176:s05,debt:care_favor:tovan,cause:borrow_tool:resident:Tovan:tick:03155,ssrm:v59:audit:snapshot:d176:t03155,resident=Tovan|tick=3155|memory=tovan:care_favor:audit:d176:s05|debt=debt:care_favor:tovan,True,True
3156,176,Nia,schedule:nia:d176:s06,nia:tool_loan:audit:d176:s06,debt:tool_loan:nia,cause:return_tool:resident:Nia:tick:03156,ssrm:v59:audit:snapshot:d176:t03156,resident=Nia|tick=3156|memory=nia:tool_loan:audit:d176:s06|debt=debt:tool_loan:nia,True,True
3157,176,Ari,schedule:ari:d176:s07,ari:repair_promise:audit:d176:s07,debt:repair_promise:ari,cause:interrupt_work:resident:Ari:tick:03157,ssrm:v59:audit:snapshot:d176:t03157,resident=Ari|tick=3157|memory=ari:repair_promise:audit:d176:s07|debt=debt:repair_promise:ari,True,True
3158,176,Fay,schedule:fay:d176:s08,fay:care_favor:audit:d176:s08,debt:care_favor:fay,cause:wait_offscreen:resident:Fay:tick:03158,ssrm:v59:audit:snapshot:d176:t03158,resident=Fay|tick=3158|memory=fay:care_favor:audit:d176:s08|debt=debt:care_favor:fay,True,True
3159,176,Milo,schedule:milo:d176:s09,milo:tool_loan:audit:d176:s09,debt:tool_loan:milo,cause:repair_trust:resident:Milo:tick:03159,ssrm:v59:audit:snapshot:d176:t03159,resident=Milo|tick=3159|memory=milo:tool_loan:audit:d176:s09|debt=debt:tool_loan:milo,True,True
3160,176,Sera,schedule:sera:d176:s10,sera:repair_promise:audit:d176:s10,debt:repair_promise:sera,cause:move:resident:Sera:tick:03160,ssrm:v59:audit:snapshot:d176:t03160,resident=Sera|tick=3160|memory=sera:repair_promise:audit:d176:s10|debt=debt:repair_promise:sera,True,True
3161,176,Tovan,schedule:tovan:d176:s11,tovan:care_favor:audit:d176:s11,debt:care_favor:tovan,cause:talk:resident:Tovan:tick:03161,ssrm:v59:audit:snapshot:d176:t03161,resident=Tovan|tick=3161|memory=tovan:care_favor:audit:d176:s11|debt=debt:care_favor:tovan,True,True
3162,176,Nia,schedule:nia:d176:s12,nia:tool_loan:audit:d176:s12,debt:tool_loan:nia,cause:offer_help:resident:Nia:tick:03162,ssrm:v59:audit:snapshot:d176:t03162,resident=Nia|tick=3162|memory=nia:tool_loan:audit:d176:s12|debt=debt:tool_loan:nia,True,True
3163,176,Ari,schedule:ari:d176:s13,ari:repair_promise:audit:d176:s13,debt:repair_promise:ari,cause:borrow_tool:resident:Ari:tick:03163,ssrm:v59:audit:snapshot:d176:t03163,resident=Ari|tick=3163|memory=ari:repair_promise:audit:d176:s13|debt=debt:repair_promise:ari,True,True
3164,176,Fay,schedule:fay:d176:s14,fay:care_favor:audit:d176:s14,debt:care_favor:fay,cause:return_tool:resident:Fay:tick:03164,ssrm:v59:audit:snapshot:d176:t03164,resident=Fay|tick=3164|memory=fay:care_favor:audit:d176:s14|debt=debt:care_favor:fay,True,True
3165,176,Milo,schedule:milo:d176:s15,milo:tool_loan:audit:d176:s15,debt:tool_loan:milo,cause:interrupt_work:resident:Milo:tick:03165,ssrm:v59:audit:snapshot:d176:t03165,resident=Milo|tick=3165|memory=milo:tool_loan:audit:d176:s15|debt=debt:tool_loan:milo,True,True
3166,176,Sera,schedule:sera:d176:s16,sera:repair_promise:audit:d176:s16,debt:repair_promise:sera,cause:wait_offscreen:resident:Sera:tick:03166,ssrm:v59:audit:snapshot:d176:t03166,resident=Sera|tick=3166|memory=sera:repair_promise:audit:d176:s16|debt=debt:repair_promise:sera,True,True
3167,176,Tovan,schedule:tovan:d176:s17,tovan:care_favor:audit:d176:s17,debt:care_favor:tovan,cause:repair_trust:resident:Tovan:tick:03167,ssrm:v59:audit:snapshot:d176:t03167,resident=Tovan|tick=3167|memory=tovan:care_favor:audit:d176:s17|debt=debt:care_favor:tovan,True,True
3168,177,Nia,schedule:nia:d177:s00,nia:tool_loan:audit:d177:s00,debt:tool_loan:nia,cause:talk:resident:Nia:tick:03168,ssrm:v59:audit:snapshot:d177:t03168,resident=Nia|tick=3168|memory=nia:tool_loan:audit:d177:s00|debt=debt:tool_loan:nia,True,True
3169,177,Ari,schedule:ari:d177:s01,ari:repair_promise:audit:d177:s01,debt:repair_promise:ari,cause:offer_help:resident:Ari:tick:03169,ssrm:v59:audit:snapshot:d177:t03169,resident=Ari|tick=3169|memory=ari:repair_promise:audit:d177:s01|debt=debt:repair_promise:ari,True,True
3170,177,Fay,schedule:fay:d177:s02,fay:care_favor:audit:d177:s02,debt:care_favor:fay,cause:borrow_tool:resident:Fay:tick:03170,ssrm:v59:audit:snapshot:d177:t03170,resident=Fay|tick=3170|memory=fay:care_favor:audit:d177:s02|debt=debt:care_favor:fay,True,True
3171,177,Milo,schedule:milo:d177:s03,milo:tool_loan:audit:d177:s03,debt:tool_loan:milo,cause:return_tool:resident:Milo:tick:03171,ssrm:v59:audit:snapshot:d177:t03171,resident=Milo|tick=3171|memory=milo:tool_loan:audit:d177:s03|debt=debt:tool_loan:milo,True,True
3172,177,Sera,schedule:sera:d177:s04,sera:repair_promise:audit:d177:s04,debt:repair_promise:sera,cause:interrupt_work:resident:Sera:tick:03172,ssrm:v59:audit:snapshot:d177:t03172,resident=Sera|tick=3172|memory=sera:repair_promise:audit:d177:s04|debt=debt:repair_promise:sera,True,True
