tick_id,day,settlement_id,object_id,lender_id,borrower_id,witness_id,loan_start_day,due_day,days_overdue,default_state,custody_holder,debt_before,debt_after,trust_before,trust_after,default_visible,repair_available,bounded_default
2028,113,repair_ring,copper wire,Pax,Pax,Vale,2,108,5,defaulted,Juno,0.759,0.76,0.12,0.12,True,True,True
2029,113,riverbend,binding cord,Cee,Cee,Nox,2,97,16,defaulted,Lio,0.74,0.76,0.128,0.12,True,True,True
2030,113,roofward,shade cloth,Bex,Bex,Fay,2,113,1,late,Orr,0.76,0.76,0.127,0.121,True,True,True
2032,113,signal,oil lantern,Ren,Ren,Kesh,3,112,1,late,Oda,0.758,0.76,0.12,0.12,True,True,True
2033,113,orchard,dry cord,Pim,Pim,Suf,2,110,3,defaulted,Mara,0.746,0.76,0.136,0.12,True,True,True
2034,114,riverbend,binding cord,Cee,Lio,Cee,2,97,17,defaulted,Lio,0.76,0.76,0.12,0.12,True,True,True
2036,114,archive,signal spool,Nia,Rin,Nia,3,114,1,late,Vell,0.74,0.752,0.128,0.122,True,True,True
2037,114,signal,oil lantern,Ren,Milo,Ren,3,112,2,defaulted,Oda,0.76,0.76,0.12,0.12,True,True,True
2038,114,orchard,dry cord,Pim,Mara,Pim,2,110,4,defaulted,Mara,0.759,0.76,0.12,0.12,True,True,True
2039,114,repair_ring,cool cloth,Wren,Vale,Wren,2,99,15,defaulted,Vale,0.76,0.76,0.12,0.12,True,True,True
2040,114,riverbend,cedar plank,Ari,Nox,Ari,4,106,8,defaulted,Lio,0.76,0.76,0.12,0.12,True,True,True
2042,114,archive,memory tag,Vell,Toma,Vell,2,105,9,defaulted,Toma,0.74,0.76,0.128,0.12,True,True,True
2043,114,signal,wind wrap,Oda,Kesh,Oda,2,112,2,defaulted,Kesh,0.746,0.76,0.136,0.124,True,True,True
2044,114,orchard,seed satchel,Ivo,Suf,Ivo,3,110,4,defaulted,Pim,0.746,0.76,0.136,0.12,True,True,True
2045,114,repair_ring,copper wire,Pax,Juno,Pax,2,108,6,defaulted,Juno,0.74,0.76,0.128,0.12,True,True,True
2048,114,archive,signal spool,Nia,Rin,Nia,3,114,1,late,Vell,0.752,0.76,0.122,0.12,True,True,True
2049,114,signal,oil lantern,Ren,Milo,Ren,3,112,2,defaulted,Oda,0.759,0.76,0.12,0.12,True,True,True
2050,114,orchard,dry cord,Pim,Mara,Pim,2,110,4,defaulted,Mara,0.746,0.76,0.136,0.12,True,True,True
2051,114,repair_ring,cool cloth,Wren,Vale,Wren,2,99,15,defaulted,Vale,0.74,0.76,0.128,0.12,True,True,True
2053,115,archive,signal spool,Nia,Vell,Rin,3,114,1,late,Vell,0.74,0.752,0.128,0.122,True,True,True
2054,115,signal,oil lantern,Ren,Oda,Milo,3,112,3,defaulted,Oda,0.76,0.76,0.12,0.12,True,True,True
2055,115,orchard,dry cord,Pim,Ivo,Mara,2,110,5,defaulted,Mara,0.76,0.76,0.125,0.12,True,True,True
2056,115,repair_ring,cool cloth,Wren,Pax,Vale,2,99,16,defaulted,Vale,0.759,0.76,0.12,0.12,True,True,True
2059,115,archive,memory tag,Vell,Nia,Toma,2,105,10,defaulted,Toma,0.738,0.76,0.128,0.12,True,True,True
2060,115,signal,wind wrap,Oda,Ren,Kesh,2,112,3,defaulted,Kesh,0.746,0.76,0.136,0.12,True,True,True
2061,115,orchard,seed satchel,Ivo,Pim,Suf,3,110,5,defaulted,Pim,0.74,0.76,0.128,0.12,True,True,True
2062,115,repair_ring,copper wire,Pax,Wren,Juno,2,108,7,defaulted,Juno,0.74,0.76,0.128,0.12,True,True,True
2063,115,riverbend,binding cord,Cee,Ari,Lio,2,115,1,late,Lio,0.76,0.76,0.12,0.12,True,True,True
2065,115,archive,signal spool,Nia,Vell,Rin,3,114,1,late,Vell,0.752,0.76,0.122,0.12,True,True,True
2066,115,signal,oil lantern,Ren,Oda,Milo,3,112,3,defaulted,Oda,0.76,0.76,0.12,0.12,True,True,True
2067,115,orchard,dry cord,Pim,Ivo,Mara,2,110,5,defaulted,Mara,0.746,0.76,0.136,0.12,True,True,True
2070,116,archive,signal spool,Nia,Toma,Vell,3,114,2,defaulted,Vell,0.74,0.76,0.128,0.12,True,True,True
2071,116,signal,oil lantern,Ren,Kesh,Oda,3,112,4,defaulted,Oda,0.76,0.76,0.121,0.12,True,True,True
2072,116,orchard,dry cord,Pim,Suf,Ivo,2,110,6,defaulted,Mara,0.76,0.76,0.12,0.12,True,True,True
2075,116,roofward,herb ledger,Sera,Orr,Bex,3,116,1,late,Bex,0.752,0.76,0.133,0.127,True,True,True
2076,116,archive,memory tag,Vell,Rin,Nia,2,105,11,defaulted,Toma,0.76,0.76,0.12,0.12,True,True,True
2077,116,signal,wind wrap,Oda,Milo,Ren,2,112,4,defaulted,Kesh,0.746,0.76,0.136,0.12,True,True,True
2078,116,orchard,seed satchel,Ivo,Mara,Pim,3,110,6,defaulted,Pim,0.74,0.76,0.128,0.12,True,True,True
2080,116,riverbend,binding cord,Cee,Nox,Ari,2,115,1,late,Lio,0.759,0.76,0.12,0.12,True,True,True
2081,116,roofward,shade cloth,Bex,Fay,Sera,2,116,1,late,Orr,0.745,0.757,0.136,0.13,True,True,True
2082,116,archive,signal spool,Nia,Toma,Vell,3,114,2,defaulted,Vell,0.759,0.76,0.12,0.12,True,True,True
2083,116,signal,oil lantern,Ren,Kesh,Oda,3,112,4,defaulted,Oda,0.76,0.76,0.12,0.12,True,True,True
2084,116,orchard,dry cord,Pim,Suf,Ivo,2,110,6,defaulted,Mara,0.746,0.76,0.136,0.12,True,True,True
2087,116,roofward,herb ledger,Sera,Orr,Bex,3,116,1,late,Bex,0.746,0.758,0.143,0.137,True,True,True
2088,117,signal,oil lantern,Ren,Ren,Kesh,3,112,5,defaulted,Oda,0.76,0.76,0.12,0.12,True,True,True
2089,117,orchard,dry cord,Pim,Pim,Suf,2,110,7,defaulted,Mara,0.759,0.76,0.12,0.12,True,True,True
2090,117,repair_ring,cool cloth,Wren,Wren,Juno,2,117,1,late,Vale,0.76,0.76,0.12,0.12,True,True,True
2092,117,roofward,herb ledger,Sera,Sera,Orr,3,116,1,late,Bex,0.751,0.76,0.133,0.127,True,True,True
2093,117,archive,memory tag,Vell,Vell,Rin,2,105,12,defaulted,Toma,0.76,0.76,0.12,0.12,True,True,True
2094,117,signal,wind wrap,Oda,Oda,Milo,2,112,5,defaulted,Kesh,0.746,0.76,0.136,0.12,True,True,True
2095,117,orchard,seed satchel,Ivo,Ivo,Mara,3,110,7,defaulted,Pim,0.74,0.76,0.128,0.12,True,True,True
2096,117,repair_ring,copper wire,Pax,Pax,Vale,2,117,1,late,Juno,0.746,0.758,0.125,0.12,True,True,True
2097,117,riverbend,binding cord,Cee,Cee,Nox,2,115,2,defaulted,Lio,0.746,0.76,0.136,0.124,True,True,True
2098,117,roofward,shade cloth,Bex,Bex,Fay,2,116,1,late,Orr,0.746,0.758,0.137,0.131,True,True,True
2099,117,archive,signal spool,Nia,Nia,Toma,3,114,3,defaulted,Vell,0.74,0.76,0.128,0.12,True,True,True
2100,117,signal,oil lantern,Ren,Ren,Kesh,3,112,5,defaulted,Oda,0.759,0.76,0.12,0.12,True,True,True
2101,117,orchard,dry cord,Pim,Pim,Suf,2,110,7,defaulted,Mara,0.746,0.76,0.136,0.12,True,True,True
2102,117,repair_ring,cool cloth,Wren,Wren,Juno,2,117,1,late,Vale,0.74,0.752,0.128,0.122,True,True,True
2104,117,roofward,herb ledger,Sera,Sera,Orr,3,116,1,late,Bex,0.746,0.758,0.143,0.137,True,True,True
2105,117,archive,memory tag,Vell,Vell,Rin,2,105,12,defaulted,Toma,0.74,0.76,0.128,0.12,True,True,True
2106,118,orchard,dry cord,Pim,Mara,Pim,2,110,8,defaulted,Mara,0.76,0.76,0.12,0.12,True,True,True
2107,118,repair_ring,cool cloth,Wren,Vale,Wren,2,117,1,late,Vale,0.759,0.76,0.12,0.12,True,True,True
2108,118,riverbend,cedar plank,Ari,Nox,Ari,4,118,1,late,Lio,0.76,0.76,0.12,0.12,True,True,True
2109,118,roofward,herb ledger,Sera,Fay,Sera,3,116,2,defaulted,Bex,0.757,0.76,0.13,0.12,True,True,True
2110,118,archive,memory tag,Vell,Toma,Vell,2,105,13,defaulted,Toma,0.759,0.76,0.12,0.12,True,True,True
2111,118,signal,wind wrap,Oda,Kesh,Oda,2,112,6,defaulted,Kesh,0.746,0.76,0.136,0.12,True,True,True
2113,118,repair_ring,copper wire,Pax,Juno,Pax,2,117,1,late,Juno,0.746,0.758,0.125,0.12,True,True,True
2114,118,riverbend,binding cord,Cee,Lio,Cee,2,115,3,defaulted,Lio,0.732,0.76,0.141,0.123,True,True,True
2115,118,roofward,shade cloth,Bex,Orr,Bex,2,116,2,defaulted,Orr,0.738,0.76,0.145,0.133,True,True,True
2116,118,archive,signal spool,Nia,Rin,Nia,3,114,4,defaulted,Vell,0.74,0.76,0.128,0.12,True,True,True
2117,118,signal,oil lantern,Ren,Milo,Ren,3,112,6,defaulted,Oda,0.76,0.76,0.12,0.12,True,True,True
2118,118,orchard,dry cord,Pim,Mara,Pim,2,110,8,defaulted,Mara,0.746,0.76,0.136,0.12,True,True,True
2119,118,repair_ring,cool cloth,Wren,Vale,Wren,2,117,1,late,Vale,0.74,0.752,0.128,0.122,True,True,True
2120,118,riverbend,cedar plank,Ari,Nox,Ari,4,118,1,late,Lio,0.76,0.76,0.12,0.12,True,True,True
2121,118,roofward,herb ledger,Sera,Fay,Sera,3,116,2,defaulted,Bex,0.746,0.76,0.136,0.124,True,True,True
2122,118,archive,memory tag,Vell,Toma,Vell,2,105,13,defaulted,Toma,0.74,0.76,0.128,0.12,True,True,True
2124,119,repair_ring,cool cloth,Wren,Pax,Vale,2,117,2,defaulted,Vale,0.758,0.76,0.12,0.12,True,True,True
2125,119,riverbend,cedar plank,Ari,Cee,Nox,4,118,1,late,Lio,0.76,0.76,0.121,0.12,True,True,True
2126,119,roofward,herb ledger,Sera,Bex,Fay,3,116,3,defaulted,Bex,0.758,0.76,0.131,0.12,True,True,True
2127,119,archive,memory tag,Vell,Nia,Toma,2,105,14,defaulted,Toma,0.76,0.76,0.12,0.12,True,True,True
2129,119,orchard,seed satchel,Ivo,Pim,Suf,3,119,1,late,Pim,0.74,0.752,0.128,0.122,True,True,True
2130,119,repair_ring,copper wire,Pax,Wren,Juno,2,117,2,defaulted,Juno,0.758,0.76,0.12,0.12,True,True,True
2131,119,riverbend,binding cord,Cee,Ari,Lio,2,115,4,defaulted,Lio,0.745,0.76,0.136,0.12,True,True,True
2132,119,roofward,shade cloth,Bex,Sera,Orr,2,116,3,defaulted,Orr,0.738,0.76,0.145,0.127,True,True,True
2133,119,archive,signal spool,Nia,Vell,Rin,3,114,5,defaulted,Vell,0.76,0.76,0.12,0.12,True,True,True
2135,119,orchard,dry cord,Pim,Ivo,Mara,2,110,9,defaulted,Mara,0.76,0.76,0.12,0.12,True,True,True
2136,119,repair_ring,cool cloth,Wren,Pax,Vale,2,117,2,defaulted,Vale,0.74,0.76,0.128,0.12,True,True,True
2137,119,riverbend,cedar plank,Ari,Cee,Nox,4,118,1,late,Lio,0.76,0.76,0.12,0.12,True,True,True
2138,119,roofward,herb ledger,Sera,Bex,Fay,3,116,3,defaulted,Bex,0.746,0.76,0.136,0.12,True,True,True
2139,119,archive,memory tag,Vell,Nia,Toma,2,105,14,defaulted,Toma,0.74,0.76,0.128,0.12,True,True,True
2141,119,orchard,seed satchel,Ivo,Pim,Suf,3,119,1,late,Pim,0.752,0.76,0.122,0.12,True,True,True
2142,120,riverbend,cedar plank,Ari,Lio,Cee,4,118,2,defaulted,Lio,0.76,0.76,0.12,0.12,True,True,True
2143,120,roofward,herb ledger,Sera,Orr,Bex,3,116,4,defaulted,Bex,0.759,0.76,0.133,0.12,True,True,True
2144,120,archive,memory tag,Vell,Rin,Nia,2,105,15,defaulted,Toma,0.76,0.76,0.12,0.12,True,True,True
2146,120,orchard,seed satchel,Ivo,Mara,Pim,3,119,1,late,Pim,0.74,0.752,0.128,0.122,True,True,True
2147,120,repair_ring,copper wire,Pax,Vale,Wren,2,117,3,defaulted,Juno,0.758,0.76,0.12,0.12,True,True,True
2148,120,riverbend,binding cord,Cee,Nox,Ari,2,115,5,defaulted,Lio,0.746,0.76,0.136,0.12,True,True,True
2149,120,roofward,shade cloth,Bex,Fay,Sera,2,116,4,defaulted,Orr,0.74,0.76,0.132,0.12,True,True,True
2150,120,archive,signal spool,Nia,Toma,Vell,3,114,6,defaulted,Vell,0.76,0.76,0.12,0.12,True,True,True
2152,120,orchard,dry cord,Pim,Suf,Ivo,2,110,10,defaulted,Mara,0.739,0.76,0.128,0.12,True,True,True
2153,120,repair_ring,cool cloth,Wren,Juno,Pax,2,117,3,defaulted,Vale,0.758,0.76,0.12,0.12,True,True,True
2154,120,riverbend,cedar plank,Ari,Lio,Cee,4,118,2,defaulted,Lio,0.759,0.76,0.12,0.12,True,True,True
2155,120,roofward,herb ledger,Sera,Orr,Bex,3,116,4,defaulted,Bex,0.746,0.76,0.136,0.12,True,True,True
2158,120,orchard,seed satchel,Ivo,Mara,Pim,3,119,1,late,Pim,0.752,0.76,0.122,0.12,True,True,True
2159,120,repair_ring,copper wire,Pax,Vale,Wren,2,117,3,defaulted,Juno,0.76,0.76,0.12,0.12,True,True,True
2160,121,roofward,herb ledger,Sera,Sera,Orr,3,116,5,defaulted,Bex,0.76,0.76,0.127,0.12,True,True,True
2162,121,signal,wind wrap,Oda,Oda,Milo,2,121,1,late,Kesh,0.746,0.758,0.136,0.13,True,True,True
2163,121,orchard,seed satchel,Ivo,Ivo,Mara,3,119,2,defaulted,Pim,0.74,0.76,0.128,0.12,True,True,True
2164,121,repair_ring,copper wire,Pax,Pax,Vale,2,117,4,defaulted,Juno,0.76,0.76,0.12,0.12,True,True,True
2165,121,riverbend,binding cord,Cee,Cee,Nox,2,115,6,defaulted,Lio,0.746,0.76,0.136,0.12,True,True,True
2166,121,roofward,shade cloth,Bex,Bex,Fay,2,116,5,defaulted,Orr,0.74,0.76,0.128,0.12,True,True,True
2168,121,signal,oil lantern,Ren,Ren,Kesh,3,121,1,late,Oda,0.752,0.76,0.133,0.127,True,True,True
2169,121,orchard,dry cord,Pim,Pim,Suf,2,110,11,defaulted,Mara,0.76,0.76,0.12,0.12,True,True,True
2170,121,repair_ring,cool cloth,Wren,Wren,Juno,2,117,4,defaulted,Vale,0.759,0.76,0.12,0.12,True,True,True
2171,121,riverbend,cedar plank,Ari,Ari,Lio,4,118,3,defaulted,Lio,0.76,0.76,0.12,0.12,True,True,True
2172,121,roofward,herb ledger,Sera,Sera,Orr,3,116,5,defaulted,Bex,0.746,0.76,0.136,0.12,True,True,True
2174,121,signal,wind wrap,Oda,Oda,Milo,2,121,1,late,Kesh,0.76,0.76,0.127,0.121,True,True,True
2175,121,orchard,seed satchel,Ivo,Ivo,Mara,3,119,2,defaulted,Pim,0.759,0.76,0.12,0.12,True,True,True
2176,121,repair_ring,copper wire,Pax,Pax,Vale,2,117,4,defaulted,Juno,0.76,0.76,0.12,0.12,True,True,True
2177,121,riverbend,binding cord,Cee,Cee,Nox,2,115,6,defaulted,Lio,0.76,0.76,0.12,0.12,True,True,True
2179,122,signal,wind wrap,Oda,Kesh,Oda,2,121,1,late,Kesh,0.746,0.758,0.136,0.13,True,True,True
2180,122,orchard,seed satchel,Ivo,Suf,Ivo,3,119,3,defaulted,Pim,0.74,0.76,0.128,0.12,True,True,True
2181,122,repair_ring,copper wire,Pax,Juno,Pax,2,117,5,defaulted,Juno,0.76,0.76,0.12,0.12,True,True,True
2182,122,riverbend,binding cord,Cee,Lio,Cee,2,115,7,defaulted,Lio,0.746,0.76,0.136,0.12,True,True,True
2183,122,roofward,shade cloth,Bex,Orr,Bex,2,116,6,defaulted,Orr,0.74,0.76,0.128,0.12,True,True,True
2185,122,signal,oil lantern,Ren,Milo,Ren,3,121,1,late,Oda,0.751,0.76,0.133,0.127,True,True,True
2186,122,orchard,dry cord,Pim,Mara,Pim,2,110,12,defaulted,Mara,0.76,0.76,0.12,0.12,True,True,True
2187,122,repair_ring,cool cloth,Wren,Vale,Wren,2,117,5,defaulted,Vale,0.746,0.76,0.136,0.12,True,True,True
2188,122,riverbend,cedar plank,Ari,Nox,Ari,4,118,4,defaulted,Lio,0.76,0.76,0.12,0.12,True,True,True
2189,122,roofward,herb ledger,Sera,Fay,Sera,3,116,6,defaulted,Bex,0.76,0.76,0.12,0.12,True,True,True
2191,122,signal,wind wrap,Oda,Kesh,Oda,2,121,1,late,Kesh,0.76,0.76,0.127,0.121,True,True,True
2192,122,orchard,seed satchel,Ivo,Suf,Ivo,3,119,3,defaulted,Pim,0.76,0.76,0.12,0.12,True,True,True
2193,122,repair_ring,copper wire,Pax,Juno,Pax,2,117,5,defaulted,Juno,0.759,0.76,0.12,0.12,True,True,True
2194,122,riverbend,binding cord,Cee,Lio,Cee,2,115,7,defaulted,Lio,0.76,0.76,0.12,0.12,True,True,True
2195,122,roofward,shade cloth,Bex,Orr,Bex,2,116,6,defaulted,Orr,0.76,0.76,0.12,0.12,True,True,True
2196,123,signal,wind wrap,Oda,Ren,Kesh,2,121,2,defaulted,Kesh,0.746,0.76,0.143,0.131,True,True,True
2197,123,orchard,seed satchel,Ivo,Pim,Suf,3,119,4,defaulted,Pim,0.74,0.76,0.128,0.12,True,True,True
2198,123,repair_ring,copper wire,Pax,Wren,Juno,2,117,6,defaulted,Juno,0.76,0.76,0.12,0.12,True,True,True
2199,123,riverbend,binding cord,Cee,Ari,Lio,2,115,8,defaulted,Lio,0.746,0.76,0.136,0.12,True,True,True
2201,123,archive,signal spool,Nia,Vell,Rin,3,123,1,late,Vell,0.745,0.757,0.125,0.12,True,True,True
2202,123,signal,oil lantern,Ren,Oda,Milo,3,121,2,defaulted,Oda,0.76,0.76,0.121,0.12,True,True,True
2203,123,orchard,dry cord,Pim,Ivo,Mara,2,110,13,defaulted,Mara,0.759,0.76,0.12,0.12,True,True,True
2204,123,repair_ring,cool cloth,Wren,Pax,Vale,2,117,6,defaulted,Vale,0.746,0.76,0.136,0.12,True,True,True
2205,123,riverbend,cedar plank,Ari,Cee,Nox,4,118,5,defaulted,Lio,0.76,0.76,0.12,0.12,True,True,True
2206,123,roofward,herb ledger,Sera,Bex,Fay,3,116,7,defaulted,Bex,0.759,0.76,0.12,0.12,True,True,True
2207,123,archive,memory tag,Vell,Nia,Toma,2,123,1,late,Toma,0.76,0.76,0.12,0.12,True,True,True
2208,123,signal,wind wrap,Oda,Ren,Kesh,2,121,2,defaulted,Kesh,0.76,0.76,0.128,0.12,True,True,True
2209,123,orchard,seed satchel,Ivo,Pim,Suf,3,119,4,defaulted,Pim,0.76,0.76,0.12,0.12,True,True,True
2210,123,repair_ring,copper wire,Pax,Wren,Juno,2,117,6,defaulted,Juno,0.76,0.76,0.12,0.12,True,True,True
2213,123,archive,signal spool,Nia,Vell,Rin,3,123,1,late,Vell,0.757,0.76,0.12,0.12,True,True,True
2214,124,orchard,seed satchel,Ivo,Mara,Pim,3,119,5,defaulted,Pim,0.74,0.76,0.128,0.12,True,True,True
2215,124,repair_ring,copper wire,Pax,Vale,Wren,2,117,7,defaulted,Juno,0.76,0.76,0.12,0.12,True,True,True
2216,124,riverbend,binding cord,Cee,Nox,Ari,2,124,1,late,Lio,0.746,0.758,0.136,0.13,True,True,True
2218,124,archive,signal spool,Nia,Toma,Vell,3,123,1,late,Vell,0.746,0.758,0.125,0.12,True,True,True
2219,124,signal,oil lantern,Ren,Kesh,Oda,3,121,3,defaulted,Oda,0.76,0.76,0.121,0.12,True,True,True
2220,124,orchard,dry cord,Pim,Suf,Ivo,2,110,14,defaulted,Mara,0.76,0.76,0.12,0.12,True,True,True
2221,124,repair_ring,cool cloth,Wren,Juno,Pax,2,117,7,defaulted,Vale,0.746,0.76,0.136,0.12,True,True,True
2223,124,roofward,herb ledger,Sera,Orr,Bex,3,116,8,defaulted,Bex,0.76,0.76,0.12,0.12,True,True,True
2224,124,archive,memory tag,Vell,Rin,Nia,2,123,1,late,Toma,0.745,0.757,0.125,0.12,True,True,True
2225,124,signal,wind wrap,Oda,Milo,Ren,2,121,3,defaulted,Kesh,0.746,0.76,0.143,0.125,True,True,True
2226,124,orchard,seed satchel,Ivo,Mara,Pim,3,119,5,defaulted,Pim,0.759,0.76,0.12,0.12,True,True,True
2227,124,repair_ring,copper wire,Pax,Vale,Wren,2,117,7,defaulted,Juno,0.76,0.76,0.12,0.12,True,True,True
2228,124,riverbend,binding cord,Cee,Nox,Ari,2,124,1,late,Lio,0.76,0.76,0.127,0.121,True,True,True
2230,124,archive,signal spool,Nia,Toma,Vell,3,123,1,late,Vell,0.758,0.76,0.12,0.12,True,True,True
2231,124,signal,oil lantern,Ren,Kesh,Oda,3,121,3,defaulted,Oda,0.746,0.76,0.136,0.12,True,True,True
2232,125,repair_ring,copper wire,Pax,Pax,Vale,2,117,8,defaulted,Juno,0.76,0.76,0.12,0.12,True,True,True
2234,125,roofward,shade cloth,Bex,Bex,Fay,2,125,1,late,Orr,0.74,0.752,0.128,0.122,True,True,True
2235,125,archive,signal spool,Nia,Nia,Toma,3,123,2,defaulted,Vell,0.76,0.76,0.12,0.12,True,True,True
2236,125,signal,oil lantern,Ren,Ren,Kesh,3,121,4,defaulted,Oda,0.759,0.76,0.12,0.12,True,True,True
2237,125,orchard,dry cord,Pim,Pim,Suf,2,110,15,defaulted,Mara,0.76,0.76,0.12,0.12,True,True,True
2238,125,repair_ring,cool cloth,Wren,Wren,Juno,2,117,8,defaulted,Vale,0.746,0.76,0.136,0.12,True,True,True
2240,125,roofward,herb ledger,Sera,Sera,Orr,3,116,9,defaulted,Bex,0.74,0.76,0.128,0.12,True,True,True
2241,125,archive,memory tag,Vell,Vell,Rin,2,123,2,defaulted,Toma,0.746,0.76,0.136,0.124,True,True,True
2242,125,signal,wind wrap,Oda,Oda,Milo,2,121,4,defaulted,Kesh,0.746,0.76,0.136,0.12,True,True,True
2243,125,orchard,seed satchel,Ivo,Ivo,Mara,3,119,6,defaulted,Pim,0.74,0.76,0.128,0.12,True,True,True
2246,125,roofward,shade cloth,Bex,Bex,Fay,2,125,1,late,Orr,0.752,0.76,0.122,0.12,True,True,True
2247,125,archive,signal spool,Nia,Nia,Toma,3,123,2,defaulted,Vell,0.759,0.76,0.12,0.12,True,True,True
2248,125,signal,oil lantern,Ren,Ren,Kesh,3,121,4,defaulted,Oda,0.746,0.76,0.136,0.12,True,True,True
2249,125,orchard,dry cord,Pim,Pim,Suf,2,110,15,defaulted,Mara,0.74,0.76,0.128,0.12,True,True,True
2251,126,roofward,shade cloth,Bex,Orr,Bex,2,125,1,late,Orr,0.74,0.752,0.128,0.122,True,True,True
2252,126,archive,signal spool,Nia,Rin,Nia,3,123,3,defaulted,Vell,0.76,0.76,0.12,0.12,True,True,True
2253,126,signal,oil lantern,Ren,Milo,Ren,3,121,5,defaulted,Oda,0.76,0.76,0.125,0.12,True,True,True
2254,126,orchard,dry cord,Pim,Mara,Pim,2,110,16,defaulted,Mara,0.759,0.76,0.12,0.12,True,True,True
2257,126,roofward,herb ledger,Sera,Fay,Sera,3,116,10,defaulted,Bex,0.738,0.76,0.128,0.12,True,True,True
2258,126,archive,memory tag,Vell,Toma,Vell,2,123,3,defaulted,Toma,0.746,0.76,0.136,0.12,True,True,True
2259,126,signal,wind wrap,Oda,Kesh,Oda,2,121,5,defaulted,Kesh,0.74,0.76,0.128,0.12,True,True,True
2260,126,orchard,seed satchel,Ivo,Suf,Ivo,3,119,7,defaulted,Pim,0.74,0.76,0.128,0.12,True,True,True
2261,126,repair_ring,copper wire,Pax,Juno,Pax,2,126,1,late,Juno,0.76,0.76,0.12,0.12,True,True,True
2263,126,roofward,shade cloth,Bex,Orr,Bex,2,125,1,late,Orr,0.752,0.76,0.122,0.12,True,True,True
2264,126,archive,signal spool,Nia,Rin,Nia,3,123,3,defaulted,Vell,0.76,0.76,0.12,0.12,True,True,True
2265,126,signal,oil lantern,Ren,Milo,Ren,3,121,5,defaulted,Oda,0.746,0.76,0.136,0.12,True,True,True
2268,127,roofward,shade cloth,Bex,Sera,Orr,2,125,2,defaulted,Orr,0.74,0.76,0.128,0.12,True,True,True
2269,127,archive,signal spool,Nia,Vell,Rin,3,123,4,defaulted,Vell,0.76,0.76,0.121,0.12,True,True,True
2270,127,signal,oil lantern,Ren,Oda,Milo,3,121,6,defaulted,Oda,0.76,0.76,0.12,0.12,True,True,True
2273,127,riverbend,cedar plank,Ari,Cee,Nox,4,127,1,late,Lio,0.752,0.76,0.133,0.127,True,True,True
2274,127,roofward,herb ledger,Sera,Bex,Fay,3,116,11,defaulted,Bex,0.76,0.76,0.12,0.12,True,True,True
2275,127,archive,memory tag,Vell,Nia,Toma,2,123,4,defaulted,Toma,0.746,0.76,0.136,0.12,True,True,True
2276,127,signal,wind wrap,Oda,Ren,Kesh,2,121,6,defaulted,Kesh,0.74,0.76,0.128,0.12,True,True,True
2278,127,repair_ring,copper wire,Pax,Wren,Juno,2,126,1,late,Juno,0.76,0.76,0.12,0.12,True,True,True
2279,127,riverbend,binding cord,Cee,Ari,Lio,2,127,1,late,Lio,0.745,0.757,0.136,0.13,True,True,True
2280,127,roofward,shade cloth,Bex,Sera,Orr,2,125,2,defaulted,Orr,0.759,0.76,0.12,0.12,True,True,True
2281,127,archive,signal spool,Nia,Vell,Rin,3,123,4,defaulted,Vell,0.76,0.76,0.12,0.12,True,True,True
2282,127,signal,oil lantern,Ren,Oda,Milo,3,121,6,defaulted,Oda,0.746,0.76,0.136,0.12,True,True,True
2285,127,riverbend,cedar plank,Ari,Cee,Nox,4,127,1,late,Lio,0.746,0.758,0.143,0.137,True,True,True
2286,128,archive,signal spool,Nia,Toma,Vell,3,123,5,defaulted,Vell,0.76,0.76,0.12,0.12,True,True,True
2287,128,signal,oil lantern,Ren,Kesh,Oda,3,121,7,defaulted,Oda,0.759,0.76,0.12,0.12,True,True,True
2288,128,orchard,dry cord,Pim,Suf,Ivo,2,128,1,late,Mara,0.76,0.76,0.12,0.12,True,True,True
2290,128,riverbend,cedar plank,Ari,Lio,Cee,4,127,1,late,Lio,0.751,0.76,0.133,0.127,True,True,True
2291,128,roofward,herb ledger,Sera,Orr,Bex,3,116,12,defaulted,Bex,0.76,0.76,0.12,0.12,True,True,True
2292,128,archive,memory tag,Vell,Rin,Nia,2,123,5,defaulted,Toma,0.746,0.76,0.136,0.12,True,True,True
2293,128,signal,wind wrap,Oda,Milo,Ren,2,121,7,defaulted,Kesh,0.74,0.76,0.128,0.12,True,True,True
2294,128,orchard,seed satchel,Ivo,Mara,Pim,3,128,1,late,Pim,0.746,0.758,0.125,0.12,True,True,True
2295,128,repair_ring,copper wire,Pax,Vale,Wren,2,126,2,defaulted,Juno,0.752,0.76,0.133,0.121,True,True,True
2296,128,riverbend,binding cord,Cee,Nox,Ari,2,127,1,late,Lio,0.746,0.758,0.137,0.131,True,True,True
2297,128,roofward,shade cloth,Bex,Fay,Sera,2,125,3,defaulted,Orr,0.74,0.76,0.128,0.12,True,True,True
2298,128,archive,signal spool,Nia,Toma,Vell,3,123,5,defaulted,Vell,0.759,0.76,0.12,0.12,True,True,True
2299,128,signal,oil lantern,Ren,Kesh,Oda,3,121,7,defaulted,Oda,0.746,0.76,0.136,0.12,True,True,True
2300,128,orchard,dry cord,Pim,Suf,Ivo,2,128,1,late,Mara,0.74,0.752,0.128,0.122,True,True,True
2302,128,riverbend,cedar plank,Ari,Lio,Cee,4,127,1,late,Lio,0.746,0.758,0.143,0.137,True,True,True
