tick_id,day,week,settlement_id,resident_id,food_item,water_source,shelter_id,food_stock_before,food_stock_after,water_stock_before,water_stock_after,shelter_occupancy,shelter_capacity,hunger_before,hunger_after,thirst_before,thirst_after,ration_policy,economy_visible,reserve_floor_preserved
1651,104,15,moss_ward,Tala,moss bread,spring pipe,root alcove,180.0,180.0,170.0,170.0,8,9,0.0,0.0,0.0,0.0,normal meal,True,True
1652,104,15,glass_harbor,Nia,kelp roll,cistern,steam alcove,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1653,104,15,cinder_garden,Pax,cool mash,dew tray,cool basin,180.0,180.0,169.9,170.0,7,9,0.018,0.018,0.016,0.016,normal meal,True,True
1654,104,15,lichen_bridge,Rin,lichen soup,wall seep,lichen wall,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1655,104,15,orchid_engine,Eli,gear stew,valve cistern,sleep cot,180.0,180.0,170.0,170.0,7,9,0.018,0.018,0.016,0.016,normal meal,True,True
1656,104,15,moss_ward,Ari,root cakes,rain jar,moss hall,180.0,180.0,170.0,170.0,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
1657,104,15,glass_harbor,Oren,salt porridge,fog catcher,net room,180.0,180.0,170.0,170.0,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
1658,104,15,cinder_garden,Vale,ember fruit,cool basin,shade tent,180.0,180.0,170.0,170.0,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
1659,104,15,lichen_bridge,Sol,bridge stew,meal cistern,meal room,180.0,180.0,170.0,170.0,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
1660,104,15,orchid_engine,Bea,orchid rice,condense pan,warm vent,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1661,104,15,moss_ward,Fay,broth,spring pipe,dry loft,180.0,180.0,170.0,170.0,7,9,0.018,0.018,0.016,0.016,normal meal,True,True
1662,104,15,glass_harbor,Puck,tea loaf,cistern,lamp bunk,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1663,104,15,cinder_garden,Wren,seed meal,dew tray,seed shelf,180.0,180.0,170.0,170.0,8,9,0.018,0.0,0.016,0.0,normal meal,True,True
1664,105,15,orchid_engine,Bea,orchid rice,valve cistern,sleep cot,180.0,180.0,170.0,170.0,6,9,0.018,0.0,0.016,0.0,normal meal,True,True
1665,105,15,moss_ward,Fay,broth,rain jar,moss hall,180.0,180.0,170.0,170.0,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
1666,105,15,glass_harbor,Puck,tea loaf,fog catcher,net room,180.0,180.0,170.0,170.0,6,9,0.018,0.0,0.016,0.0,normal meal,True,True
1667,105,15,cinder_garden,Wren,seed meal,cool basin,shade tent,180.0,180.0,170.0,170.0,7,9,0.0,0.0,0.0,0.0,normal meal,True,True
1668,105,15,lichen_bridge,Kio,rope grain,meal cistern,meal room,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1669,105,15,orchid_engine,Cai,steam tea,condense pan,warm vent,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1670,105,15,moss_ward,Milo,moss bread,spring pipe,dry loft,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1671,105,15,glass_harbor,Sera,kelp roll,cistern,lamp bunk,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1672,105,15,cinder_garden,Juno,cool mash,dew tray,seed shelf,180.0,180.0,170.0,170.0,5,9,0.0,0.018,0.0,0.016,normal meal,True,True
1673,105,15,lichen_bridge,Luma,lichen soup,wall seep,rest alcove,180.0,180.0,170.0,170.0,7,9,0.0,0.018,0.0,0.016,normal meal,True,True
1674,105,15,orchid_engine,Dax,gear stew,valve cistern,orchid bay,180.0,180.0,170.0,170.0,5,9,0.0,0.018,0.0,0.016,normal meal,True,True
1675,105,15,moss_ward,Tala,root cakes,rain jar,root alcove,180.0,180.0,170.0,170.0,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
1676,105,15,glass_harbor,Nia,salt porridge,fog catcher,steam alcove,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1677,105,15,cinder_garden,Pax,ember fruit,cool basin,cool basin,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1678,105,15,lichen_bridge,Rin,bridge stew,meal cistern,lichen wall,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1679,105,15,orchid_engine,Eli,orchid rice,condense pan,sleep cot,180.0,180.0,170.0,170.0,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
1680,106,16,glass_harbor,Nia,kelp roll,cistern,net room,180.0,180.0,170.0,170.0,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
1681,106,16,cinder_garden,Pax,cool mash,dew tray,shade tent,180.0,180.0,170.0,170.0,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
1682,106,16,lichen_bridge,Rin,lichen soup,wall seep,meal room,180.0,180.0,170.0,170.0,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
1683,106,16,orchid_engine,Eli,gear stew,valve cistern,warm vent,180.0,180.0,170.0,170.0,7,9,0.0,0.0,0.0,0.0,normal meal,True,True
1684,106,16,moss_ward,Ari,root cakes,rain jar,dry loft,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1685,106,16,glass_harbor,Oren,salt porridge,fog catcher,lamp bunk,180.0,180.0,170.0,170.0,7,9,0.018,0.018,0.016,0.016,normal meal,True,True
1686,106,16,cinder_garden,Vale,ember fruit,cool basin,seed shelf,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1687,106,16,lichen_bridge,Sol,bridge stew,meal cistern,rest alcove,180.0,180.0,170.0,170.0,7,9,0.018,0.018,0.016,0.016,normal meal,True,True
1688,106,16,orchid_engine,Bea,orchid rice,condense pan,orchid bay,180.0,180.0,170.0,170.0,5,9,0.0,0.018,0.0,0.016,normal meal,True,True
1689,106,16,moss_ward,Fay,broth,spring pipe,root alcove,180.0,180.0,170.0,170.0,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
1690,106,16,glass_harbor,Puck,tea loaf,cistern,steam alcove,180.0,180.0,170.0,170.0,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
1691,106,16,cinder_garden,Wren,seed meal,dew tray,cool basin,180.0,180.0,170.0,170.0,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
1692,106,16,lichen_bridge,Kio,rope grain,wall seep,lichen wall,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1693,106,16,orchid_engine,Cai,steam tea,valve cistern,sleep cot,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1694,106,16,moss_ward,Milo,moss bread,rain jar,moss hall,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1695,106,16,glass_harbor,Sera,kelp roll,fog catcher,net room,180.0,180.0,170.0,170.0,8,9,0.018,0.0,0.016,0.0,normal meal,True,True
1696,107,16,lichen_bridge,Kio,rope grain,meal cistern,rest alcove,180.0,180.0,170.0,170.0,6,9,0.018,0.0,0.016,0.0,normal meal,True,True
1697,107,16,orchid_engine,Cai,steam tea,condense pan,orchid bay,180.0,180.0,170.0,170.0,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
1698,107,16,moss_ward,Milo,moss bread,spring pipe,root alcove,180.0,180.0,170.0,170.0,6,9,0.018,0.0,0.016,0.0,normal meal,True,True
1699,107,16,glass_harbor,Sera,kelp roll,cistern,steam alcove,180.0,180.0,170.0,170.0,7,9,0.0,0.0,0.0,0.0,normal meal,True,True
1700,107,16,cinder_garden,Juno,cool mash,dew tray,cool basin,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1701,107,16,lichen_bridge,Luma,lichen soup,wall seep,lichen wall,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1702,107,16,orchid_engine,Dax,gear stew,valve cistern,sleep cot,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1703,107,16,moss_ward,Tala,root cakes,rain jar,moss hall,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1704,107,16,glass_harbor,Nia,salt porridge,fog catcher,net room,180.0,180.0,170.0,170.0,5,9,0.0,0.018,0.0,0.016,normal meal,True,True
1705,107,16,cinder_garden,Pax,ember fruit,cool basin,shade tent,180.0,180.0,170.0,170.0,7,9,0.0,0.018,0.0,0.016,normal meal,True,True
1706,107,16,lichen_bridge,Rin,bridge stew,meal cistern,meal room,180.0,180.0,170.0,170.0,5,9,0.0,0.018,0.0,0.016,normal meal,True,True
1707,107,16,orchid_engine,Eli,orchid rice,condense pan,warm vent,180.0,180.0,170.0,170.0,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
1708,107,16,moss_ward,Ari,broth,spring pipe,dry loft,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1709,107,16,glass_harbor,Oren,tea loaf,cistern,lamp bunk,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1710,107,16,cinder_garden,Vale,seed meal,dew tray,seed shelf,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1711,107,16,lichen_bridge,Sol,rope grain,wall seep,rest alcove,180.0,180.0,170.0,170.0,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
1712,108,16,moss_ward,Ari,broth,rain jar,moss hall,180.0,180.0,170.0,170.0,6,9,0.018,0.0,0.016,0.0,normal meal,True,True
1713,108,16,glass_harbor,Oren,tea loaf,fog catcher,net room,180.0,180.0,170.0,170.0,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
1714,108,16,cinder_garden,Vale,seed meal,cool basin,shade tent,180.0,180.0,170.0,170.0,6,9,0.018,0.0,0.016,0.0,normal meal,True,True
1715,108,16,lichen_bridge,Sol,rope grain,meal cistern,meal room,180.0,180.0,170.0,170.0,7,9,0.0,0.0,0.0,0.0,normal meal,True,True
1716,108,16,orchid_engine,Bea,steam tea,condense pan,warm vent,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1717,108,16,moss_ward,Fay,moss bread,spring pipe,dry loft,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1718,108,16,glass_harbor,Puck,kelp roll,cistern,lamp bunk,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1719,108,16,cinder_garden,Wren,cool mash,dew tray,seed shelf,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1720,108,16,lichen_bridge,Kio,lichen soup,wall seep,rest alcove,180.0,180.0,170.0,170.0,5,9,0.0,0.018,0.0,0.016,normal meal,True,True
1721,108,16,orchid_engine,Cai,gear stew,valve cistern,orchid bay,180.0,180.0,170.0,170.0,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
1722,108,16,moss_ward,Milo,root cakes,rain jar,root alcove,180.0,180.0,170.0,170.0,5,9,0.0,0.018,0.0,0.016,normal meal,True,True
1723,108,16,glass_harbor,Sera,salt porridge,fog catcher,steam alcove,180.0,180.0,170.0,170.0,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
1724,108,16,cinder_garden,Juno,ember fruit,cool basin,cool basin,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1725,108,16,lichen_bridge,Luma,bridge stew,meal cistern,lichen wall,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1726,108,16,orchid_engine,Dax,orchid rice,condense pan,sleep cot,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1727,108,16,moss_ward,Tala,broth,spring pipe,moss hall,180.0,180.0,170.0,170.0,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
1728,109,16,cinder_garden,Juno,ember fruit,dew tray,seed shelf,180.0,180.0,170.0,170.0,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
1729,109,16,lichen_bridge,Luma,bridge stew,wall seep,rest alcove,180.0,180.0,170.0,170.0,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
1730,109,16,orchid_engine,Dax,orchid rice,valve cistern,orchid bay,180.0,180.0,170.0,170.0,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
1731,109,16,moss_ward,Tala,broth,rain jar,root alcove,180.0,180.0,170.0,170.0,8,9,0.0,0.0,0.0,0.0,normal meal,True,True
1732,109,16,glass_harbor,Nia,tea loaf,fog catcher,steam alcove,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1733,109,16,cinder_garden,Pax,seed meal,cool basin,cool basin,180.0,180.0,170.0,170.0,7,9,0.018,0.018,0.016,0.016,normal meal,True,True
1734,109,16,lichen_bridge,Rin,rope grain,meal cistern,lichen wall,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1735,109,16,orchid_engine,Eli,steam tea,condense pan,sleep cot,180.0,180.0,170.0,170.0,7,9,0.018,0.018,0.016,0.016,normal meal,True,True
1736,109,16,moss_ward,Ari,moss bread,spring pipe,moss hall,180.0,180.0,170.0,170.0,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
1737,109,16,glass_harbor,Oren,kelp roll,cistern,net room,180.0,180.0,170.0,170.0,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
1738,109,16,cinder_garden,Vale,cool mash,dew tray,shade tent,180.0,180.0,170.0,170.0,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
1739,109,16,lichen_bridge,Sol,lichen soup,wall seep,meal room,180.0,180.0,170.0,170.0,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
1740,109,16,orchid_engine,Bea,gear stew,valve cistern,warm vent,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1741,109,16,moss_ward,Fay,root cakes,rain jar,dry loft,180.0,180.0,170.0,170.0,7,9,0.018,0.018,0.016,0.016,normal meal,True,True
1742,109,16,glass_harbor,Puck,salt porridge,fog catcher,lamp bunk,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1743,109,16,cinder_garden,Wren,ember fruit,cool basin,seed shelf,180.0,180.0,170.0,170.0,8,9,0.018,0.0,0.016,0.0,normal meal,True,True
1744,110,16,orchid_engine,Bea,gear stew,condense pan,sleep cot,180.0,180.0,170.0,170.0,6,9,0.018,0.0,0.016,0.0,normal meal,True,True
1745,110,16,moss_ward,Fay,root cakes,spring pipe,moss hall,180.0,180.0,170.0,170.0,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
1746,110,16,glass_harbor,Puck,salt porridge,cistern,net room,180.0,180.0,170.0,170.0,6,9,0.018,0.0,0.016,0.0,normal meal,True,True
1747,110,16,cinder_garden,Wren,ember fruit,dew tray,shade tent,180.0,180.0,170.0,170.0,7,9,0.0,0.0,0.0,0.0,normal meal,True,True
1748,110,16,lichen_bridge,Kio,bridge stew,wall seep,meal room,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1749,110,16,orchid_engine,Cai,orchid rice,valve cistern,warm vent,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1750,110,16,moss_ward,Milo,broth,rain jar,dry loft,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1751,110,16,glass_harbor,Sera,tea loaf,fog catcher,lamp bunk,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1752,110,16,cinder_garden,Juno,seed meal,cool basin,seed shelf,180.0,180.0,170.0,170.0,5,9,0.0,0.018,0.0,0.016,normal meal,True,True
1753,110,16,lichen_bridge,Luma,rope grain,meal cistern,rest alcove,180.0,180.0,170.0,170.0,7,9,0.0,0.018,0.0,0.016,normal meal,True,True
1754,110,16,orchid_engine,Dax,steam tea,condense pan,orchid bay,180.0,180.0,170.0,170.0,5,9,0.0,0.018,0.0,0.016,normal meal,True,True
1755,110,16,moss_ward,Tala,moss bread,spring pipe,root alcove,180.0,180.0,170.0,170.0,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
1756,110,16,glass_harbor,Nia,kelp roll,cistern,steam alcove,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1757,110,16,cinder_garden,Pax,cool mash,dew tray,cool basin,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1758,110,16,lichen_bridge,Rin,lichen soup,wall seep,lichen wall,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1759,110,16,orchid_engine,Eli,gear stew,valve cistern,sleep cot,180.0,180.0,170.0,170.0,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
1760,111,16,glass_harbor,Nia,kelp roll,fog catcher,lamp bunk,180.0,180.0,170.0,170.0,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
1761,111,16,cinder_garden,Pax,cool mash,cool basin,seed shelf,180.0,180.0,170.0,170.0,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
1762,111,16,lichen_bridge,Rin,lichen soup,meal cistern,rest alcove,180.0,180.0,170.0,170.0,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
1763,111,16,orchid_engine,Eli,gear stew,condense pan,orchid bay,180.0,180.0,170.0,170.0,7,9,0.0,0.0,0.0,0.0,normal meal,True,True
1764,111,16,moss_ward,Ari,root cakes,spring pipe,root alcove,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1765,111,16,glass_harbor,Oren,salt porridge,cistern,steam alcove,180.0,180.0,170.0,170.0,7,9,0.018,0.018,0.016,0.016,normal meal,True,True
1766,111,16,cinder_garden,Vale,ember fruit,dew tray,cool basin,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1767,111,16,lichen_bridge,Sol,bridge stew,wall seep,lichen wall,180.0,180.0,170.0,170.0,7,9,0.018,0.018,0.016,0.016,normal meal,True,True
1768,111,16,orchid_engine,Bea,orchid rice,valve cistern,sleep cot,180.0,180.0,170.0,170.0,5,9,0.0,0.018,0.0,0.016,normal meal,True,True
1769,111,16,moss_ward,Fay,broth,rain jar,moss hall,180.0,180.0,170.0,170.0,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
1770,111,16,glass_harbor,Puck,tea loaf,fog catcher,net room,180.0,180.0,170.0,170.0,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
1771,111,16,cinder_garden,Wren,seed meal,cool basin,shade tent,180.0,180.0,170.0,170.0,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
1772,111,16,lichen_bridge,Kio,rope grain,meal cistern,meal room,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1773,111,16,orchid_engine,Cai,steam tea,condense pan,warm vent,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1774,111,16,moss_ward,Milo,moss bread,spring pipe,dry loft,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1775,111,16,glass_harbor,Sera,kelp roll,cistern,lamp bunk,180.0,180.0,170.0,170.0,8,9,0.018,0.0,0.016,0.0,normal meal,True,True
1776,112,16,lichen_bridge,Kio,rope grain,wall seep,lichen wall,180.0,180.0,170.0,170.0,6,9,0.018,0.0,0.016,0.0,normal meal,True,True
1777,112,16,orchid_engine,Cai,steam tea,valve cistern,sleep cot,180.0,180.0,170.0,170.0,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
1778,112,16,moss_ward,Milo,moss bread,rain jar,moss hall,180.0,180.0,170.0,170.0,6,9,0.018,0.0,0.016,0.0,normal meal,True,True
1779,112,16,glass_harbor,Sera,kelp roll,fog catcher,net room,180.0,180.0,170.0,170.0,7,9,0.0,0.0,0.0,0.0,normal meal,True,True
1780,112,16,cinder_garden,Juno,cool mash,cool basin,shade tent,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1781,112,16,lichen_bridge,Luma,lichen soup,meal cistern,meal room,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1782,112,16,orchid_engine,Dax,gear stew,condense pan,warm vent,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1783,112,16,moss_ward,Tala,root cakes,spring pipe,dry loft,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1784,112,16,glass_harbor,Nia,salt porridge,cistern,lamp bunk,180.0,180.0,170.0,170.0,5,9,0.0,0.018,0.0,0.016,normal meal,True,True
1785,112,16,cinder_garden,Pax,ember fruit,dew tray,seed shelf,180.0,180.0,170.0,170.0,7,9,0.0,0.018,0.0,0.016,normal meal,True,True
1786,112,16,lichen_bridge,Rin,bridge stew,wall seep,rest alcove,180.0,180.0,170.0,170.0,5,9,0.0,0.018,0.0,0.016,normal meal,True,True
1787,112,16,orchid_engine,Eli,orchid rice,valve cistern,orchid bay,180.0,180.0,170.0,170.0,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
1788,112,16,moss_ward,Ari,broth,rain jar,root alcove,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1789,112,16,glass_harbor,Oren,tea loaf,fog catcher,steam alcove,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1790,112,16,cinder_garden,Vale,seed meal,cool basin,cool basin,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1791,112,16,lichen_bridge,Sol,rope grain,meal cistern,lichen wall,180.0,180.0,170.0,170.0,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
1792,113,17,moss_ward,Ari,root cakes,spring pipe,moss hall,180.0,180.0,170.0,170.0,6,9,0.018,0.0,0.016,0.0,normal meal,True,True
1793,113,17,glass_harbor,Oren,salt porridge,cistern,net room,180.0,180.0,170.0,170.0,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
1794,113,17,cinder_garden,Vale,ember fruit,dew tray,shade tent,180.0,180.0,170.0,170.0,6,9,0.018,0.0,0.016,0.0,normal meal,True,True
1795,113,17,lichen_bridge,Sol,bridge stew,wall seep,meal room,180.0,180.0,170.0,170.0,7,9,0.0,0.0,0.0,0.0,normal meal,True,True
1796,113,17,orchid_engine,Bea,orchid rice,valve cistern,warm vent,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1797,113,17,moss_ward,Fay,broth,rain jar,dry loft,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1798,113,17,glass_harbor,Puck,tea loaf,fog catcher,lamp bunk,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1799,113,17,cinder_garden,Wren,seed meal,cool basin,seed shelf,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1800,113,17,lichen_bridge,Kio,rope grain,meal cistern,rest alcove,180.0,180.0,170.0,170.0,5,9,0.0,0.018,0.0,0.016,normal meal,True,True
1801,113,17,orchid_engine,Cai,steam tea,condense pan,orchid bay,180.0,180.0,170.0,170.0,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
1802,113,17,moss_ward,Milo,moss bread,spring pipe,root alcove,180.0,180.0,170.0,170.0,5,9,0.0,0.018,0.0,0.016,normal meal,True,True
1803,113,17,glass_harbor,Sera,kelp roll,cistern,steam alcove,180.0,180.0,170.0,170.0,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
1804,113,17,cinder_garden,Juno,cool mash,dew tray,cool basin,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1805,113,17,lichen_bridge,Luma,lichen soup,wall seep,lichen wall,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1806,113,17,orchid_engine,Dax,gear stew,valve cistern,sleep cot,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1807,113,17,moss_ward,Tala,root cakes,rain jar,moss hall,180.0,180.0,170.0,170.0,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
1808,114,17,cinder_garden,Juno,cool mash,cool basin,seed shelf,180.0,180.0,170.0,170.0,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
1809,114,17,lichen_bridge,Luma,lichen soup,meal cistern,rest alcove,180.0,180.0,170.0,170.0,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
1810,114,17,orchid_engine,Dax,gear stew,condense pan,orchid bay,180.0,180.0,170.0,170.0,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
1811,114,17,moss_ward,Tala,root cakes,spring pipe,root alcove,180.0,180.0,170.0,170.0,8,9,0.0,0.0,0.0,0.0,normal meal,True,True
1812,114,17,glass_harbor,Nia,salt porridge,cistern,steam alcove,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1813,114,17,cinder_garden,Pax,ember fruit,dew tray,cool basin,180.0,180.0,170.0,170.0,7,9,0.018,0.018,0.016,0.016,normal meal,True,True
1814,114,17,lichen_bridge,Rin,bridge stew,wall seep,lichen wall,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1815,114,17,orchid_engine,Eli,orchid rice,valve cistern,sleep cot,180.0,180.0,170.0,170.0,7,9,0.018,0.018,0.016,0.016,normal meal,True,True
1816,114,17,moss_ward,Ari,broth,rain jar,moss hall,180.0,180.0,170.0,170.0,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
1817,114,17,glass_harbor,Oren,tea loaf,fog catcher,net room,180.0,180.0,170.0,170.0,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
1818,114,17,cinder_garden,Vale,seed meal,cool basin,shade tent,180.0,180.0,170.0,170.0,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
1819,114,17,lichen_bridge,Sol,rope grain,meal cistern,meal room,180.0,180.0,170.0,170.0,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
1820,114,17,orchid_engine,Bea,steam tea,condense pan,warm vent,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
1821,114,17,moss_ward,Fay,moss bread,spring pipe,dry loft,180.0,180.0,170.0,170.0,7,9,0.018,0.018,0.016,0.016,normal meal,True,True
1822,114,17,glass_harbor,Puck,kelp roll,cistern,lamp bunk,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
1823,114,17,cinder_garden,Wren,cool mash,dew tray,seed shelf,180.0,180.0,170.0,170.0,8,9,0.018,0.0,0.016,0.0,normal meal,True,True
1824,115,17,orchid_engine,Bea,steam tea,valve cistern,sleep cot,180.0,180.0,170.0,170.0,6,9,0.018,0.0,0.016,0.0,normal meal,True,True
1825,115,17,moss_ward,Fay,moss bread,rain jar,moss hall,180.0,180.0,170.0,170.0,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
