tick_id,day,agent_id,my_body_score,my_object_score,my_home_score,my_choice_score,boundary_pressure,autonomy_pressure,felt_respect,self_confidence,social_face,boundary_phrase_public,self_boundary_intact
823,69,Fay,0.892,0.7976,0.7712,0.7665,0.94,0.935,0.101,0.96,0.044,I need room to choose.,True
825,69,Milo,0.892,0.8156,0.7584,0.764,0.94,0.96,0.05,0.96,0.04,I need room to choose.,True
827,69,Juno,0.892,0.8048,0.7408,0.764,0.94,0.96,0.082,0.96,0.04,I need room to choose.,True
828,70,Fay,0.892,0.7976,0.7712,0.7661,0.94,0.939,0.113,0.96,0.046,I need room to choose.,True
830,70,Milo,0.892,0.8156,0.7584,0.764,0.94,0.96,0.04,0.96,0.04,I need room to choose.,True
832,70,Juno,0.892,0.8048,0.7408,0.7665,0.94,0.935,0.117,0.96,0.042,I need room to choose.,True
833,70,Ari,0.892,0.8192,0.7792,0.764,0.89,0.96,0.814,0.96,0.353,I need room to choose.,True
835,70,Nia,0.892,0.8444,0.7504,0.7691,0.79,0.909,0.96,0.96,0.455,I need room to choose.,True
837,70,Ivo,0.892,0.8318,0.7776,0.769,0.94,0.91,0.77,0.96,0.292,I need room to choose.,True
839,70,Ari,0.892,0.8192,0.7792,0.764,0.94,0.96,0.749,0.96,0.318,I need room to choose.,True
840,71,Fay,0.892,0.7976,0.7712,0.7657,0.94,0.943,0.125,0.96,0.048,I need room to choose.,True
842,71,Milo,0.8884,0.8156,0.7584,0.764,0.94,0.96,0.04,0.942,0.04,I need room to choose.,True
844,71,Juno,0.892,0.8048,0.7408,0.764,0.94,0.96,0.052,0.96,0.044,That is mine; ask before touching it.,True
847,71,Nia,0.892,0.8444,0.7504,0.764,0.875,0.96,0.895,0.96,0.457,That is mine; ask before touching it.,True
849,71,Ivo,0.892,0.8318,0.7776,0.764,0.94,0.96,0.705,0.96,0.294,That is mine; ask before touching it.,True
851,71,Ari,0.892,0.8192,0.7792,0.764,0.94,0.96,0.784,0.96,0.32,That is mine; ask before touching it.,True
852,72,Fay,0.892,0.7976,0.7712,0.7653,0.94,0.947,0.16,0.96,0.05,That is mine; ask before touching it.,True
854,72,Milo,0.892,0.8156,0.7584,0.7665,0.94,0.935,0.075,0.96,0.042,I need room to choose.,True
856,72,Juno,0.892,0.8048,0.7408,0.764,0.94,0.96,0.04,0.96,0.04,I need room to choose.,True
859,72,Nia,0.892,0.8444,0.7504,0.764,0.94,0.96,0.83,0.96,0.422,I need room to choose.,True
861,72,Ivo,0.892,0.8318,0.7776,0.764,0.94,0.96,0.64,0.96,0.259,I need room to choose.,True
862,72,Juno,0.892,0.8048,0.7408,0.7665,0.895,0.935,0.1,0.96,0.068,I need room to choose.,True
863,72,Ari,0.892,0.8192,0.7792,0.7665,0.94,0.935,0.819,0.96,0.322,I need room to choose.,True
864,73,Fay,0.892,0.7976,0.7712,0.764,0.94,0.96,0.095,0.96,0.052,That is mine; ask before touching it.,True
866,73,Milo,0.892,0.8156,0.7584,0.7661,0.94,0.939,0.11,0.96,0.044,That is mine; ask before touching it.,True
867,73,Ivo,0.892,0.8318,0.7776,0.764,0.94,0.96,0.575,0.96,0.261,That is mine; ask before touching it.,True
868,73,Juno,0.892,0.8048,0.7408,0.7661,0.901,0.939,0.135,0.96,0.07,That is mine; ask before touching it.,True
871,73,Nia,0.892,0.8444,0.7504,0.764,0.94,0.96,0.865,0.96,0.424,That is mine; ask before touching it.,True
873,73,Ivo,0.892,0.8318,0.7776,0.764,0.94,0.96,0.587,0.96,0.263,I need room to choose.,True
875,73,Ari,0.892,0.8192,0.7792,0.764,0.94,0.96,0.754,0.96,0.324,That is mine; ask before touching it.,True
876,74,Fay,0.892,0.7976,0.7712,0.764,0.94,0.96,0.04,0.96,0.04,I need room to choose.,True
878,74,Milo,0.892,0.8156,0.7584,0.7686,0.94,0.914,0.145,0.96,0.046,I need room to choose.,True
880,74,Juno,0.892,0.8048,0.7408,0.7686,0.907,0.914,0.17,0.96,0.072,I need room to choose.,True
883,74,Nia,0.892,0.8444,0.7504,0.7665,0.94,0.935,0.9,0.96,0.426,I need room to choose.,True
884,74,Milo,0.892,0.8156,0.7584,0.764,0.94,0.96,0.08,0.96,0.04,I need room to choose.,True
885,74,Ivo,0.892,0.8318,0.7776,0.7665,0.895,0.935,0.647,0.96,0.291,I need room to choose.,True
887,74,Ari,0.892,0.8192,0.7792,0.764,0.94,0.96,0.689,0.96,0.289,I need room to choose.,True
888,75,Fay,0.8884,0.7976,0.7712,0.764,0.94,0.96,0.04,0.942,0.04,I need room to choose.,True
889,75,Nia,0.892,0.8444,0.7504,0.7661,0.94,0.939,0.935,0.96,0.428,That is mine; ask before touching it.,True
890,75,Milo,0.892,0.8156,0.7584,0.764,0.94,0.96,0.04,0.96,0.042,That is mine; ask before touching it.,True
892,75,Juno,0.892,0.8048,0.7408,0.764,0.94,0.96,0.105,0.96,0.074,That is mine; ask before touching it.,True
895,75,Nia,0.892,0.8444,0.7504,0.764,0.94,0.96,0.87,0.96,0.43,That is mine; ask before touching it.,True
897,75,Ivo,0.892,0.8318,0.7776,0.7661,0.85,0.939,0.707,0.96,0.293,I need room to choose.,True
899,75,Ari,0.892,0.8192,0.7792,0.764,0.94,0.96,0.701,0.96,0.291,I need room to choose.,True
900,76,Fay,0.892,0.7976,0.7712,0.7665,0.94,0.935,0.075,0.96,0.042,I need room to choose.,True
902,76,Milo,0.892,0.8156,0.7584,0.764,0.94,0.96,0.04,0.96,0.04,I need room to choose.,True
904,76,Juno,0.892,0.8048,0.7408,0.764,0.94,0.96,0.04,0.96,0.04,I need room to choose.,True
906,76,Fay,0.892,0.7976,0.7712,0.769,0.94,0.91,0.11,0.96,0.044,I need room to choose.,True
907,76,Nia,0.892,0.8444,0.7504,0.764,0.94,0.96,0.805,0.96,0.395,I need room to choose.,True
909,76,Ivo,0.892,0.8318,0.7776,0.7686,0.805,0.914,0.767,0.96,0.295,I need room to choose.,True
911,76,Ari,0.892,0.8192,0.7792,0.7665,0.895,0.935,0.761,0.96,0.319,I need room to choose.,True
912,77,Fay,0.892,0.7976,0.7712,0.7686,0.94,0.914,0.145,0.96,0.046,That is mine; ask before touching it.,True
914,77,Milo,0.892,0.8156,0.7584,0.764,0.94,0.96,0.075,0.96,0.042,That is mine; ask before touching it.,True
916,77,Juno,0.892,0.8048,0.7408,0.764,0.94,0.96,0.052,0.96,0.042,I need room to choose.,True
917,77,Ari,0.892,0.8192,0.7792,0.7661,0.901,0.939,0.796,0.96,0.321,That is mine; ask before touching it.,True
919,77,Nia,0.892,0.8444,0.7504,0.764,0.94,0.96,0.817,0.96,0.397,I need room to choose.,True
921,77,Ivo,0.892,0.8318,0.7776,0.7682,0.76,0.918,0.827,0.96,0.297,I need room to choose.,True
923,77,Ari,0.892,0.8192,0.7792,0.7657,0.856,0.943,0.856,0.96,0.323,I need room to choose.,True
924,78,Fay,0.892,0.7976,0.7712,0.7711,0.94,0.889,0.18,0.96,0.048,I need room to choose.,True
926,78,Milo,0.892,0.8156,0.7584,0.7665,0.94,0.935,0.11,0.96,0.044,I need room to choose.,True
928,78,Juno,0.892,0.8048,0.7408,0.7665,0.895,0.935,0.112,0.96,0.07,I need room to choose.,True
931,78,Nia,0.892,0.8444,0.7504,0.7665,0.895,0.935,0.877,0.96,0.425,I need room to choose.,True
933,78,Ivo,0.892,0.8318,0.7776,0.7678,0.766,0.922,0.839,0.96,0.299,I need room to choose.,True
935,78,Ari,0.892,0.8192,0.7792,0.7682,0.811,0.918,0.916,0.96,0.325,I need room to choose.,True
936,79,Fay,0.892,0.7976,0.7712,0.7656,0.94,0.944,0.115,0.96,0.05,That is mine; ask before touching it.,True
938,79,Milo,0.892,0.8156,0.7584,0.764,0.94,0.96,0.045,0.96,0.046,That is mine; ask before touching it.,True
940,79,Juno,0.892,0.8048,0.7408,0.7661,0.85,0.939,0.172,0.96,0.072,I need room to choose.,True
943,79,Nia,0.892,0.8444,0.7504,0.7661,0.85,0.939,0.937,0.96,0.427,I need room to choose.,True
945,79,Ivo,0.892,0.8318,0.7776,0.7674,0.772,0.926,0.851,0.96,0.301,I need room to choose.,True
946,79,Juno,0.892,0.8048,0.7408,0.764,0.935,0.96,0.107,0.96,0.074,That is mine; ask before touching it.,True
947,79,Ari,0.892,0.8192,0.7792,0.7678,0.766,0.922,0.96,0.96,0.327,I need room to choose.,True
948,80,Nia,0.892,0.8444,0.7504,0.7657,0.856,0.943,0.96,0.96,0.429,That is mine; ask before touching it.,True
950,80,Ivo,0.892,0.8318,0.7776,0.767,0.778,0.93,0.863,0.96,0.303,I need room to choose.,True
952,80,Ari,0.892,0.8192,0.7792,0.764,0.851,0.96,0.895,0.96,0.329,That is mine; ask before touching it.,True
955,80,Milo,0.892,0.8156,0.7584,0.764,0.895,0.96,0.105,0.96,0.048,I need room to choose.,True
956,80,Ivo,0.892,0.8318,0.7776,0.7666,0.784,0.934,0.875,0.96,0.305,I need room to choose.,True
957,80,Juno,0.892,0.8048,0.7408,0.764,0.94,0.96,0.042,0.96,0.076,That is mine; ask before touching it.,True
959,80,Fay,0.892,0.7976,0.7712,0.7652,0.94,0.948,0.127,0.96,0.052,I need room to choose.,True
960,81,Nia,0.892,0.8444,0.7504,0.7682,0.862,0.918,0.96,0.96,0.431,I need room to choose.,True
961,81,Milo,0.892,0.8156,0.7584,0.764,0.94,0.96,0.04,0.96,0.04,I need room to choose.,True
962,81,Ivo,0.892,0.8318,0.7776,0.7691,0.739,0.909,0.935,0.96,0.333,I need room to choose.,True
964,81,Ari,0.892,0.8192,0.7792,0.764,0.936,0.96,0.83,0.96,0.294,I need room to choose.,True
967,81,Milo,0.892,0.8156,0.7584,0.764,0.94,0.96,0.052,0.96,0.042,I need room to choose.,True
969,81,Juno,0.892,0.8048,0.7408,0.764,0.94,0.96,0.04,0.96,0.041,I need room to choose.,True
971,81,Fay,0.892,0.7976,0.7712,0.7648,0.94,0.952,0.162,0.96,0.054,That is mine; ask before touching it.,True
972,82,Nia,0.892,0.8444,0.7504,0.764,0.94,0.96,0.895,0.96,0.433,That is mine; ask before touching it.,True
974,82,Ivo,0.892,0.8318,0.7776,0.7687,0.694,0.913,0.96,0.96,0.335,I need room to choose.,True
976,82,Ari,0.892,0.8192,0.7792,0.764,0.94,0.96,0.842,0.96,0.296,I need room to choose.,True
978,82,Nia,0.892,0.8444,0.7504,0.764,0.895,0.96,0.955,0.96,0.435,I need room to choose.,True
979,82,Milo,0.892,0.8156,0.7584,0.764,0.94,0.96,0.064,0.96,0.044,I need room to choose.,True
981,82,Juno,0.8884,0.8048,0.7408,0.764,0.94,0.96,0.04,0.942,0.04,I need room to choose.,True
983,82,Fay,0.892,0.7976,0.7712,0.764,0.94,0.96,0.097,0.96,0.056,That is mine; ask before touching it.,True
984,83,Nia,0.892,0.8444,0.7504,0.764,0.94,0.96,0.89,0.96,0.4,I need room to choose.,True
986,83,Ivo,0.892,0.8318,0.7776,0.7712,0.649,0.888,0.96,0.96,0.337,I need room to choose.,True
988,83,Ari,0.892,0.8192,0.7792,0.7665,0.895,0.935,0.902,0.96,0.324,I need room to choose.,True
989,83,Fay,0.892,0.7976,0.7712,0.7665,0.895,0.935,0.157,0.96,0.058,I need room to choose.,True
991,83,Milo,0.892,0.8156,0.7584,0.764,0.94,0.96,0.099,0.96,0.046,That is mine; ask before touching it.,True
993,83,Juno,0.892,0.8048,0.7408,0.7665,0.94,0.935,0.075,0.96,0.042,I need room to choose.,True
995,83,Fay,0.892,0.7976,0.7712,0.764,0.94,0.96,0.092,0.96,0.04,I need room to choose.,True
996,84,Nia,0.892,0.8444,0.7504,0.764,0.94,0.96,0.902,0.96,0.402,I need room to choose.,True
998,84,Ivo,0.892,0.8318,0.7776,0.7708,0.604,0.892,0.96,0.96,0.339,I need room to choose.,True
1000,84,Ari,0.892,0.8192,0.7792,0.7661,0.85,0.939,0.96,0.96,0.326,I need room to choose.,True
1003,84,Milo,0.892,0.8156,0.7584,0.764,0.94,0.96,0.04,0.96,0.048,That is mine; ask before touching it.,True
1005,84,Juno,0.892,0.8048,0.7408,0.7661,0.94,0.939,0.11,0.96,0.044,That is mine; ask before touching it.,True
1006,84,Ari,0.892,0.8192,0.7792,0.764,0.935,0.96,0.895,0.96,0.328,That is mine; ask before touching it.,True
1007,84,Fay,0.8884,0.7976,0.7712,0.764,0.94,0.96,0.04,0.942,0.04,I need room to choose.,True
1008,85,Nia,0.892,0.8444,0.7504,0.7665,0.895,0.935,0.96,0.96,0.43,I need room to choose.,True
1010,85,Ivo,0.892,0.8318,0.7776,0.7704,0.61,0.896,0.96,0.96,0.341,I need room to choose.,True
1012,85,Ari,0.892,0.8192,0.7792,0.7665,0.89,0.935,0.955,0.96,0.33,I need room to choose.,True
1015,85,Milo,0.892,0.8156,0.7584,0.764,0.94,0.96,0.04,0.96,0.04,I need room to choose.,True
1017,85,Juno,0.892,0.8048,0.7408,0.7686,0.94,0.914,0.145,0.96,0.046,I need room to choose.,True
1019,85,Fay,0.892,0.7976,0.7712,0.7665,0.94,0.935,0.075,0.96,0.042,I need room to choose.,True
1020,86,Nia,0.892,0.8444,0.7504,0.7661,0.85,0.939,0.96,0.96,0.432,I need room to choose.,True
1022,86,Ivo,0.892,0.8318,0.7776,0.77,0.616,0.9,0.96,0.96,0.343,I need room to choose.,True
1023,86,Juno,0.892,0.8048,0.7408,0.764,0.94,0.96,0.08,0.96,0.048,That is mine; ask before touching it.,True
1024,86,Ari,0.892,0.8192,0.7792,0.7661,0.845,0.939,0.96,0.96,0.332,I need room to choose.,True
1027,86,Milo,0.8884,0.8156,0.7584,0.764,0.94,0.96,0.04,0.942,0.04,I need room to choose.,True
1029,86,Juno,0.892,0.8048,0.7408,0.764,0.94,0.96,0.04,0.96,0.05,That is mine; ask before touching it.,True
1031,86,Fay,0.892,0.7976,0.7712,0.7661,0.94,0.939,0.11,0.96,0.044,That is mine; ask before touching it.,True
1032,87,Nia,0.892,0.8444,0.7504,0.7686,0.805,0.914,0.96,0.96,0.434,I need room to choose.,True
1034,87,Ivo,0.892,0.8318,0.7776,0.7696,0.622,0.904,0.96,0.96,0.345,That is mine; ask before touching it.,True
1036,87,Ari,0.892,0.8192,0.7792,0.7657,0.851,0.943,0.96,0.96,0.334,I need room to choose.,True
1039,87,Milo,0.892,0.8156,0.7584,0.7665,0.94,0.935,0.075,0.96,0.042,I need room to choose.,True
1040,87,Ivo,0.892,0.8318,0.7776,0.7721,0.628,0.879,0.96,0.96,0.347,I need room to choose.,True
1041,87,Juno,0.892,0.8048,0.7408,0.764,0.94,0.96,0.04,0.96,0.04,I need room to choose.,True
1043,87,Fay,0.892,0.7976,0.7712,0.7686,0.94,0.914,0.145,0.96,0.046,I need room to choose.,True
1044,88,Nia,0.892,0.8444,0.7504,0.7682,0.76,0.918,0.96,0.96,0.436,I need room to choose.,True
1045,88,Milo,0.892,0.8156,0.7584,0.7661,0.94,0.939,0.087,0.96,0.044,I need room to choose.,True
1046,88,Ivo,0.892,0.8318,0.7776,0.7666,0.713,0.934,0.895,0.96,0.349,That is mine; ask before touching it.,True
1048,88,Ari,0.892,0.8192,0.7792,0.7653,0.857,0.947,0.96,0.96,0.336,I need room to choose.,True
1051,88,Milo,0.892,0.8156,0.7584,0.7657,0.94,0.943,0.122,0.96,0.046,That is mine; ask before touching it.,True
1053,88,Juno,0.892,0.8048,0.7408,0.764,0.94,0.96,0.075,0.96,0.042,That is mine; ask before touching it.,True
1055,88,Fay,0.892,0.7976,0.7712,0.764,0.94,0.96,0.08,0.96,0.048,That is mine; ask before touching it.,True
1056,89,Nia,0.892,0.8444,0.7504,0.7678,0.766,0.922,0.96,0.96,0.438,I need room to choose.,True
1058,89,Ivo,0.892,0.8318,0.7776,0.764,0.798,0.96,0.83,0.96,0.314,I need room to choose.,True
1060,89,Ari,0.892,0.8192,0.7792,0.7649,0.863,0.951,0.96,0.96,0.338,That is mine; ask before touching it.,True
1062,89,Nia,0.892,0.8444,0.7504,0.7703,0.772,0.897,0.96,0.96,0.44,I need room to choose.,True
1063,89,Milo,0.892,0.8156,0.7584,0.7682,0.94,0.918,0.157,0.96,0.048,I need room to choose.,True
1065,89,Juno,0.892,0.8048,0.7408,0.7665,0.94,0.935,0.11,0.96,0.044,I need room to choose.,True
1067,89,Fay,0.892,0.7976,0.7712,0.764,0.94,0.96,0.04,0.96,0.04,I need room to choose.,True
1068,90,Milo,0.892,0.8156,0.7584,0.7678,0.94,0.922,0.192,0.96,0.05,That is mine; ask before touching it.,True
1070,90,Juno,0.892,0.8048,0.7408,0.769,0.94,0.91,0.145,0.96,0.046,I need room to choose.,True
1072,90,Fay,0.892,0.7976,0.7712,0.764,0.94,0.96,0.04,0.96,0.04,I need room to choose.,True
1075,90,Ivo,0.892,0.8318,0.7776,0.764,0.883,0.96,0.765,0.96,0.279,I need room to choose.,True
1077,90,Ari,0.892,0.8192,0.7792,0.7674,0.869,0.926,0.96,0.96,0.34,I need room to choose.,True
1078,90,Fay,0.892,0.7976,0.7712,0.764,0.94,0.96,0.04,0.96,0.04,I need room to choose.,True
1079,90,Nia,0.892,0.8444,0.7504,0.7728,0.778,0.872,0.96,0.96,0.442,I need room to choose.,True
1080,91,Milo,0.892,0.8156,0.7584,0.764,0.94,0.96,0.127,0.96,0.052,That is mine; ask before touching it.,True
1082,91,Juno,0.892,0.8048,0.7408,0.7686,0.94,0.914,0.18,0.96,0.048,That is mine; ask before touching it.,True
1083,91,Ari,0.892,0.8192,0.7792,0.764,0.94,0.96,0.895,0.96,0.342,That is mine; ask before touching it.,True
1084,91,Fay,0.8884,0.7976,0.7712,0.764,0.94,0.96,0.04,0.942,0.04,I need room to choose.,True
1087,91,Ivo,0.892,0.8318,0.7776,0.764,0.889,0.96,0.8,0.96,0.281,That is mine; ask before touching it.,True
1089,91,Ari,0.892,0.8192,0.7792,0.764,0.94,0.96,0.83,0.96,0.344,That is mine; ask before touching it.,True
1091,91,Nia,0.892,0.8444,0.7504,0.7673,0.863,0.927,0.895,0.96,0.444,That is mine; ask before touching it.,True
1092,92,Milo,0.892,0.8156,0.7584,0.764,0.94,0.96,0.062,0.96,0.04,I need room to choose.,True
1094,92,Juno,0.892,0.8048,0.7408,0.7711,0.94,0.889,0.215,0.96,0.05,I need room to choose.,True
1096,92,Fay,0.892,0.7976,0.7712,0.7665,0.94,0.935,0.075,0.96,0.042,I need room to choose.,True
1099,92,Ivo,0.892,0.8318,0.7776,0.7665,0.895,0.935,0.835,0.96,0.283,I need room to choose.,True
1101,92,Ari,0.892,0.8192,0.7792,0.764,0.94,0.96,0.765,0.96,0.309,I need room to choose.,True
1103,92,Nia,0.892,0.8444,0.7504,0.764,0.94,0.96,0.83,0.96,0.409,I need room to choose.,True
1104,93,Milo,0.8884,0.8156,0.7584,0.764,0.94,0.96,0.04,0.942,0.04,I need room to choose.,True
1106,93,Juno,0.892,0.8048,0.7408,0.7656,0.94,0.944,0.15,0.96,0.052,That is mine; ask before touching it.,True
1108,93,Fay,0.892,0.7976,0.7712,0.7661,0.94,0.939,0.11,0.96,0.044,That is mine; ask before touching it.,True
1111,93,Ivo,0.892,0.8318,0.7776,0.764,0.94,0.96,0.77,0.96,0.285,That is mine; ask before touching it.,True
1112,93,Juno,0.892,0.8048,0.7408,0.7652,0.94,0.948,0.162,0.96,0.054,I need room to choose.,True
1113,93,Ari,0.892,0.8192,0.7792,0.764,0.94,0.96,0.8,0.96,0.311,That is mine; ask before touching it.,True
1115,93,Nia,0.892,0.8444,0.7504,0.764,0.94,0.96,0.842,0.96,0.411,I need room to choose.,True
1116,94,Milo,0.892,0.8156,0.7584,0.7665,0.94,0.935,0.075,0.96,0.042,I need room to choose.,True
1117,94,Ivo,0.892,0.8318,0.7776,0.7665,0.94,0.935,0.805,0.96,0.287,I need room to choose.,True
1118,94,Juno,0.892,0.8048,0.7408,0.764,0.94,0.96,0.097,0.96,0.04,I need room to choose.,True
1120,94,Fay,0.892,0.7976,0.7712,0.7686,0.94,0.914,0.145,0.96,0.046,I need room to choose.,True
1123,94,Ivo,0.892,0.8318,0.7776,0.764,0.94,0.96,0.74,0.96,0.252,I need room to choose.,True
1125,94,Ari,0.892,0.8192,0.7792,0.7665,0.94,0.935,0.835,0.96,0.313,I need room to choose.,True
1127,94,Nia,0.892,0.8444,0.7504,0.7665,0.895,0.935,0.902,0.96,0.439,I need room to choose.,True
1128,95,Milo,0.892,0.8156,0.7584,0.7661,0.94,0.939,0.11,0.96,0.044,That is mine; ask before touching it.,True
1130,95,Juno,0.892,0.8048,0.7408,0.764,0.94,0.96,0.132,0.96,0.042,That is mine; ask before touching it.,True
1132,95,Fay,0.892,0.7976,0.7712,0.764,0.94,0.96,0.08,0.96,0.048,That is mine; ask before touching it.,True
1134,95,Milo,0.892,0.8156,0.7584,0.764,0.94,0.96,0.045,0.96,0.046,That is mine; ask before touching it.,True
1135,95,Ivo,0.892,0.8318,0.7776,0.764,0.94,0.96,0.752,0.96,0.254,I need room to choose.,True
1137,95,Ari,0.892,0.8192,0.7792,0.764,0.94,0.96,0.77,0.96,0.315,That is mine; ask before touching it.,True
1139,95,Nia,0.892,0.8444,0.7504,0.7661,0.85,0.939,0.96,0.96,0.441,I need room to choose.,True
1140,96,Milo,0.892,0.8156,0.7584,0.7665,0.94,0.935,0.08,0.96,0.048,I need room to choose.,True
1142,96,Juno,0.892,0.8048,0.7408,0.7665,0.94,0.935,0.167,0.96,0.044,I need room to choose.,True
1144,96,Fay,0.892,0.7976,0.7712,0.764,0.94,0.96,0.04,0.96,0.04,I need room to choose.,True
1145,96,Nia,0.892,0.8444,0.7504,0.7686,0.856,0.914,0.96,0.96,0.443,I need room to choose.,True
1147,96,Ivo,0.892,0.8318,0.7776,0.7665,0.895,0.935,0.812,0.96,0.282,I need room to choose.,True
1149,96,Ari,0.892,0.8192,0.7792,0.764,0.94,0.96,0.705,0.96,0.28,I need room to choose.,True
1151,96,Nia,0.892,0.8444,0.7504,0.7711,0.811,0.889,0.96,0.96,0.445,I need room to choose.,True
1152,97,Milo,0.892,0.8156,0.7584,0.764,0.94,0.96,0.04,0.96,0.05,That is mine; ask before touching it.,True
1154,97,Juno,0.892,0.8048,0.7408,0.764,0.94,0.96,0.102,0.96,0.046,That is mine; ask before touching it.,True
1156,97,Fay,0.892,0.7976,0.7712,0.764,0.94,0.96,0.075,0.96,0.042,That is mine; ask before touching it.,True
1159,97,Ivo,0.892,0.8318,0.7776,0.7661,0.85,0.939,0.872,0.96,0.284,I need room to choose.,True
1161,97,Ari,0.892,0.8192,0.7792,0.764,0.94,0.96,0.717,0.96,0.282,I need room to choose.,True
1162,97,Fay,0.892,0.7976,0.7712,0.764,0.895,0.96,0.135,0.96,0.044,I need room to choose.,True
1163,97,Nia,0.892,0.8444,0.7504,0.7707,0.766,0.893,0.96,0.96,0.447,I need room to choose.,True
1164,98,Milo,0.892,0.8156,0.7584,0.764,0.94,0.96,0.04,0.96,0.04,I need room to choose.,True
1166,98,Juno,0.892,0.8048,0.7408,0.764,0.94,0.96,0.04,0.96,0.04,I need room to choose.,True
1167,98,Ari,0.892,0.8192,0.7792,0.764,0.94,0.96,0.652,0.96,0.247,I need room to choose.,True
1168,98,Fay,0.892,0.7976,0.7712,0.7665,0.901,0.935,0.17,0.96,0.046,I need room to choose.,True
1171,98,Ivo,0.892,0.8318,0.7776,0.7686,0.805,0.914,0.932,0.96,0.286,I need room to choose.,True
1173,98,Ari,0.892,0.8192,0.7792,0.7665,0.895,0.935,0.712,0.96,0.275,I need room to choose.,True
1175,98,Nia,0.892,0.8444,0.7504,0.7703,0.772,0.897,0.96,0.96,0.449,I need room to choose.,True
1176,99,Milo,0.892,0.8156,0.7584,0.764,0.94,0.96,0.075,0.96,0.042,That is mine; ask before touching it.,True
1178,99,Juno,0.892,0.8048,0.7408,0.764,0.94,0.96,0.052,0.96,0.042,I need room to choose.,True
1180,99,Fay,0.892,0.7976,0.7712,0.764,0.94,0.96,0.105,0.96,0.048,That is mine; ask before touching it.,True
1183,99,Ivo,0.892,0.8318,0.7776,0.7682,0.76,0.918,0.96,0.96,0.288,I need room to choose.,True
1185,99,Ari,0.892,0.8192,0.7792,0.7661,0.85,0.939,0.772,0.96,0.277,I need room to choose.,True
1187,99,Nia,0.892,0.8444,0.7504,0.7699,0.778,0.901,0.96,0.96,0.451,I need room to choose.,True
1188,100,Ivo,0.892,0.8318,0.7776,0.764,0.845,0.96,0.895,0.96,0.29,That is mine; ask before touching it.,True
1189,100,Juno,0.892,0.8048,0.7408,0.764,0.94,0.96,0.064,0.96,0.044,I need room to choose.,True
1190,100,Ari,0.892,0.8192,0.7792,0.7657,0.856,0.943,0.807,0.96,0.279,That is mine; ask before touching it.,True
1192,100,Nia,0.892,0.8444,0.7504,0.7695,0.784,0.905,0.96,0.96,0.453,I need room to choose.,True
1195,100,Juno,0.892,0.8048,0.7408,0.764,0.94,0.96,0.076,0.96,0.046,I need room to choose.,True
1197,100,Fay,0.892,0.7976,0.7712,0.764,0.895,0.96,0.165,0.96,0.05,I need room to choose.,True
1199,100,Milo,0.892,0.8156,0.7584,0.764,0.94,0.96,0.04,0.96,0.044,That is mine; ask before touching it.,True
1200,101,Ivo,0.892,0.8318,0.7776,0.764,0.93,0.96,0.83,0.96,0.255,I need room to choose.,True
1202,101,Ari,0.892,0.8192,0.7792,0.7682,0.862,0.918,0.842,0.96,0.281,I need room to choose.,True
1204,101,Nia,0.892,0.8444,0.7504,0.772,0.739,0.88,0.96,0.96,0.481,I need room to choose.,True
1206,101,Ivo,0.892,0.8318,0.7776,0.764,0.936,0.96,0.842,0.96,0.257,I need room to choose.,True
1207,101,Juno,0.892,0.8048,0.7408,0.764,0.94,0.96,0.111,0.96,0.048,That is mine; ask before touching it.,True
1209,101,Fay,0.892,0.7976,0.7712,0.764,0.901,0.96,0.177,0.96,0.052,I need room to choose.,True
1211,101,Milo,0.892,0.8156,0.7584,0.764,0.94,0.96,0.04,0.96,0.04,I need room to choose.,True
1212,102,Ivo,0.892,0.8318,0.7776,0.764,0.94,0.96,0.854,0.96,0.259,I need room to choose.,True
1214,102,Ari,0.892,0.8192,0.7792,0.764,0.94,0.96,0.777,0.96,0.283,That is mine; ask before touching it.,True
1216,102,Nia,0.892,0.8444,0.7504,0.7716,0.694,0.884,0.96,0.96,0.483,I need room to choose.,True
1217,102,Milo,0.892,0.8156,0.7584,0.764,0.895,0.96,0.1,0.96,0.042,I need room to choose.,True
1219,102,Juno,0.892,0.8048,0.7408,0.764,0.94,0.96,0.046,0.96,0.05,That is mine; ask before touching it.,True
1221,102,Fay,0.892,0.7976,0.7712,0.764,0.907,0.96,0.189,0.96,0.054,I need room to choose.,True
1223,102,Milo,0.8884,0.8156,0.7584,0.764,0.94,0.96,0.04,0.942,0.04,I need room to choose.,True
1224,103,Ivo,0.892,0.8318,0.7776,0.7665,0.895,0.935,0.914,0.96,0.287,I need room to choose.,True
1226,103,Ari,0.892,0.8192,0.7792,0.764,0.94,0.96,0.712,0.96,0.248,I need room to choose.,True
1228,103,Nia,0.892,0.8444,0.7504,0.7741,0.649,0.859,0.96,0.96,0.485,I need room to choose.,True
1231,103,Juno,0.892,0.8048,0.7408,0.764,0.94,0.96,0.04,0.96,0.04,I need room to choose.,True
1233,103,Fay,0.892,0.7976,0.7712,0.764,0.913,0.96,0.224,0.96,0.056,That is mine; ask before touching it.,True
1234,103,Nia,0.892,0.8444,0.7504,0.7686,0.734,0.914,0.895,0.96,0.45,I need room to choose.,True
1235,103,Milo,0.892,0.8156,0.7584,0.7665,0.94,0.935,0.075,0.96,0.042,I need room to choose.,True
1236,104,Ivo,0.892,0.8318,0.7776,0.7661,0.85,0.939,0.96,0.96,0.289,I need room to choose.,True
