tick_id,day,settlement_id,resident_id,animation_id,gaze_keyframes,posture_keyframes,gesture_keyframes,duration_ms,loop_mode,relationship,queue_pressure,trust_repair_need,animation_matches_state,visible_animation_timeline,not_private_workspace_dump
1116,63,archive,Vell,anim:archive:Vell:560,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.19,0.0,True,True,True
1117,63,signal,Milo,anim:signal:Milo:558,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.376,0.0,True,True,True
1117,63,signal,Ren,anim:signal:Ren:559,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.344,0.0,True,True,True
1117,63,signal,Kesh,anim:signal:Kesh:560,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.346,0.0,True,True,True
1118,63,orchard,Ivo,anim:orchard:Ivo:558,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.286,0.0,True,True,True
1118,63,orchard,Mara,anim:orchard:Mara:559,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.286,0.0,True,True,True
1118,63,orchard,Pim,anim:orchard:Pim:560,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.292,0.0,True,True,True
1119,63,repair_ring,Juno,anim:repair_ring:Juno:558,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.196,0.0,True,True,True
1119,63,repair_ring,Pax,anim:repair_ring:Pax:559,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.19,0.0,True,True,True
1119,63,repair_ring,Vale,anim:repair_ring:Vale:560,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.19,0.0,True,True,True
1120,63,riverbend,Ari,anim:riverbend:Ari:558,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.336,0.0,True,True,True
1120,63,riverbend,Lio,anim:riverbend:Lio:559,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.978,0.454,0.14,True,True,True
1120,63,riverbend,Cee,anim:riverbend:Cee:560,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.346,0.0,True,True,True
1121,63,roofward,Fay,anim:roofward:Fay:558,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.286,0.0,True,True,True
1121,63,roofward,Sera,anim:roofward:Sera:559,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.286,0.0,True,True,True
1121,63,roofward,Orr,anim:roofward:Orr:560,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.292,0.0,True,True,True
1122,63,archive,Nia,anim:archive:Nia:561,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.198,0.0,True,True,True
1122,63,archive,Toma,anim:archive:Toma:562,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.19,0.0,True,True,True
1122,63,archive,Vell,anim:archive:Vell:563,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.19,0.0,True,True,True
1123,63,signal,Milo,anim:signal:Milo:561,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.376,0.0,True,True,True
1123,63,signal,Ren,anim:signal:Ren:562,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.344,0.0,True,True,True
1123,63,signal,Kesh,anim:signal:Kesh:563,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.346,0.0,True,True,True
1124,63,orchard,Ivo,anim:orchard:Ivo:561,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.286,0.0,True,True,True
1124,63,orchard,Mara,anim:orchard:Mara:562,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.286,0.0,True,True,True
1124,63,orchard,Pim,anim:orchard:Pim:563,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.284,0.0,True,True,True
1125,63,repair_ring,Juno,anim:repair_ring:Juno:561,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.188,0.0,True,True,True
1125,63,repair_ring,Pax,anim:repair_ring:Pax:562,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.19,0.0,True,True,True
1125,63,repair_ring,Vale,anim:repair_ring:Vale:563,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.19,0.0,True,True,True
1126,63,riverbend,Ari,anim:riverbend:Ari:561,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.336,0.0,True,True,True
1126,63,riverbend,Lio,anim:riverbend:Lio:562,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.978,0.454,0.14,True,True,True
1126,63,riverbend,Cee,anim:riverbend:Cee:563,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.346,0.0,True,True,True
1127,63,roofward,Fay,anim:roofward:Fay:561,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.286,0.0,True,True,True
1127,63,roofward,Sera,anim:roofward:Sera:562,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.286,0.0,True,True,True
1127,63,roofward,Orr,anim:roofward:Orr:563,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.284,0.0,True,True,True
1128,63,archive,Nia,anim:archive:Nia:564,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.19,0.0,True,True,True
1128,63,archive,Toma,anim:archive:Toma:565,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.19,0.0,True,True,True
1128,63,archive,Vell,anim:archive:Vell:566,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.19,0.0,True,True,True
1129,63,signal,Milo,anim:signal:Milo:564,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.376,0.0,True,True,True
1129,63,signal,Ren,anim:signal:Ren:565,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.346,0.0,True,True,True
1129,63,signal,Kesh,anim:signal:Kesh:566,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.346,0.0,True,True,True
1130,63,orchard,Ivo,anim:orchard:Ivo:564,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.286,0.0,True,True,True
1130,63,orchard,Mara,anim:orchard:Mara:565,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.286,0.0,True,True,True
1130,63,orchard,Pim,anim:orchard:Pim:566,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.286,0.0,True,True,True
1131,63,repair_ring,Juno,anim:repair_ring:Juno:564,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.19,0.0,True,True,True
1131,63,repair_ring,Pax,anim:repair_ring:Pax:565,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.19,0.0,True,True,True
1131,63,repair_ring,Vale,anim:repair_ring:Vale:566,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.19,0.0,True,True,True
1132,63,riverbend,Ari,anim:riverbend:Ari:564,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.336,0.0,True,True,True
1132,63,riverbend,Lio,anim:riverbend:Lio:565,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.456,0.1184,True,True,True
1132,63,riverbend,Cee,anim:riverbend:Cee:566,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.346,0.0,True,True,True
1133,63,roofward,Fay,anim:roofward:Fay:564,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.286,0.0,True,True,True
1133,63,roofward,Sera,anim:roofward:Sera:565,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.286,0.0,True,True,True
1133,63,roofward,Orr,anim:roofward:Orr:566,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.286,0.0,True,True,True
1134,64,signal,Milo,anim:signal:Milo:567,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.378,0.0,True,True,True
1134,64,signal,Ren,anim:signal:Ren:568,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.346,0.0,True,True,True
1134,64,signal,Kesh,anim:signal:Kesh:569,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.346,0.0,True,True,True
1135,64,orchard,Ivo,anim:orchard:Ivo:567,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.286,0.0,True,True,True
1135,64,orchard,Mara,anim:orchard:Mara:568,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.286,0.0,True,True,True
1135,64,orchard,Pim,anim:orchard:Pim:569,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.286,0.0,True,True,True
1136,64,repair_ring,Juno,anim:repair_ring:Juno:567,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.19,0.0,True,True,True
1136,64,repair_ring,Pax,anim:repair_ring:Pax:568,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.19,0.0,True,True,True
1136,64,repair_ring,Vale,anim:repair_ring:Vale:569,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.19,0.0,True,True,True
1137,64,riverbend,Ari,anim:riverbend:Ari:567,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.338,0.0,True,True,True
1137,64,riverbend,Lio,anim:riverbend:Lio:568,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.456,0.1184,True,True,True
1137,64,riverbend,Cee,anim:riverbend:Cee:569,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.346,0.0,True,True,True
1138,64,roofward,Fay,anim:roofward:Fay:567,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.286,0.0,True,True,True
1138,64,roofward,Sera,anim:roofward:Sera:568,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.286,0.0,True,True,True
1138,64,roofward,Orr,anim:roofward:Orr:569,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.286,0.0,True,True,True
1139,64,archive,Nia,anim:archive:Nia:567,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.19,0.0,True,True,True
1139,64,archive,Toma,anim:archive:Toma:568,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.19,0.0,True,True,True
1139,64,archive,Vell,anim:archive:Vell:569,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.19,0.0,True,True,True
1140,64,signal,Milo,anim:signal:Milo:570,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.378,0.0,True,True,True
1140,64,signal,Ren,anim:signal:Ren:571,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.346,0.0,True,True,True
1140,64,signal,Kesh,anim:signal:Kesh:572,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.346,0.0,True,True,True
1141,64,orchard,Ivo,anim:orchard:Ivo:570,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.286,0.0,True,True,True
1141,64,orchard,Mara,anim:orchard:Mara:571,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.278,0.0,True,True,True
1141,64,orchard,Pim,anim:orchard:Pim:572,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.286,0.0,True,True,True
1142,64,repair_ring,Juno,anim:repair_ring:Juno:570,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.19,0.0,True,True,True
1142,64,repair_ring,Pax,anim:repair_ring:Pax:571,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.19,0.0,True,True,True
1142,64,repair_ring,Vale,anim:repair_ring:Vale:572,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.182,0.0,True,True,True
1143,64,riverbend,Ari,anim:riverbend:Ari:570,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.338,0.0,True,True,True
1143,64,riverbend,Lio,anim:riverbend:Lio:571,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.456,0.1184,True,True,True
1143,64,riverbend,Cee,anim:riverbend:Cee:572,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.346,0.0,True,True,True
1144,64,roofward,Fay,anim:roofward:Fay:570,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.286,0.0,True,True,True
1144,64,roofward,Sera,anim:roofward:Sera:571,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.278,0.0,True,True,True
1144,64,roofward,Orr,anim:roofward:Orr:572,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.286,0.0,True,True,True
1145,64,archive,Nia,anim:archive:Nia:570,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.19,0.0,True,True,True
1145,64,archive,Toma,anim:archive:Toma:571,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.19,0.0,True,True,True
1145,64,archive,Vell,anim:archive:Vell:572,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.182,0.0,True,True,True
1146,64,signal,Milo,anim:signal:Milo:573,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.38,0.0,True,True,True
1146,64,signal,Ren,anim:signal:Ren:574,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.346,0.0,True,True,True
1146,64,signal,Kesh,anim:signal:Kesh:575,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.346,0.0,True,True,True
1147,64,orchard,Ivo,anim:orchard:Ivo:573,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.286,0.0,True,True,True
1147,64,orchard,Mara,anim:orchard:Mara:574,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.28,0.0,True,True,True
1147,64,orchard,Pim,anim:orchard:Pim:575,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.286,0.0,True,True,True
1148,64,repair_ring,Juno,anim:repair_ring:Juno:573,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.19,0.0,True,True,True
1148,64,repair_ring,Pax,anim:repair_ring:Pax:574,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.19,0.0,True,True,True
1148,64,repair_ring,Vale,anim:repair_ring:Vale:575,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.184,0.0,True,True,True
1149,64,riverbend,Ari,anim:riverbend:Ari:573,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.34,0.0,True,True,True
1149,64,riverbend,Lio,anim:riverbend:Lio:574,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.456,0.1184,True,True,True
1149,64,riverbend,Cee,anim:riverbend:Cee:575,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.346,0.0,True,True,True
1150,64,roofward,Fay,anim:roofward:Fay:573,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.286,0.0,True,True,True
1150,64,roofward,Sera,anim:roofward:Sera:574,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.28,0.0,True,True,True
1150,64,roofward,Orr,anim:roofward:Orr:575,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.286,0.0,True,True,True
1151,64,archive,Nia,anim:archive:Nia:573,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.19,0.0,True,True,True
1151,64,archive,Toma,anim:archive:Toma:574,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.19,0.0,True,True,True
1151,64,archive,Vell,anim:archive:Vell:575,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.184,0.0,True,True,True
1152,65,orchard,Ivo,anim:orchard:Ivo:576,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.286,0.0,True,True,True
1152,65,orchard,Mara,anim:orchard:Mara:577,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.28,0.0,True,True,True
1152,65,orchard,Pim,anim:orchard:Pim:578,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.286,0.0,True,True,True
1153,65,repair_ring,Juno,anim:repair_ring:Juno:576,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.19,0.0,True,True,True
1153,65,repair_ring,Pax,anim:repair_ring:Pax:577,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.19,0.0,True,True,True
1153,65,repair_ring,Vale,anim:repair_ring:Vale:578,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.184,0.0,True,True,True
1154,65,riverbend,Ari,anim:riverbend:Ari:576,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.34,0.0,True,True,True
1154,65,riverbend,Lio,anim:riverbend:Lio:577,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.456,0.1184,True,True,True
1154,65,riverbend,Cee,anim:riverbend:Cee:578,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.348,0.0,True,True,True
1155,65,roofward,Fay,anim:roofward:Fay:576,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.286,0.0,True,True,True
1155,65,roofward,Sera,anim:roofward:Sera:577,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.28,0.0,True,True,True
1155,65,roofward,Orr,anim:roofward:Orr:578,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.286,0.0,True,True,True
1156,65,archive,Nia,anim:archive:Nia:576,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.19,0.0,True,True,True
1156,65,archive,Toma,anim:archive:Toma:577,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.19,0.0,True,True,True
1156,65,archive,Vell,anim:archive:Vell:578,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.184,0.0,True,True,True
1157,65,signal,Milo,anim:signal:Milo:576,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.38,0.0,True,True,True
1157,65,signal,Ren,anim:signal:Ren:577,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.346,0.0,True,True,True
1157,65,signal,Kesh,anim:signal:Kesh:578,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.346,0.0,True,True,True
1158,65,orchard,Ivo,anim:orchard:Ivo:579,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.278,0.0,True,True,True
1158,65,orchard,Mara,anim:orchard:Mara:580,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.28,0.0,True,True,True
1158,65,orchard,Pim,anim:orchard:Pim:581,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.286,0.0,True,True,True
1159,65,repair_ring,Juno,anim:repair_ring:Juno:579,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.19,0.0,True,True,True
1159,65,repair_ring,Pax,anim:repair_ring:Pax:580,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.182,0.0,True,True,True
1159,65,repair_ring,Vale,anim:repair_ring:Vale:581,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.184,0.0,True,True,True
1160,65,riverbend,Ari,anim:riverbend:Ari:579,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.34,0.0,True,True,True
1160,65,riverbend,Lio,anim:riverbend:Lio:580,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.456,0.1184,True,True,True
1160,65,riverbend,Cee,anim:riverbend:Cee:581,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.348,0.0,True,True,True
1161,65,roofward,Fay,anim:roofward:Fay:579,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.278,0.0,True,True,True
1161,65,roofward,Sera,anim:roofward:Sera:580,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.28,0.0,True,True,True
1161,65,roofward,Orr,anim:roofward:Orr:581,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.286,0.0,True,True,True
1162,65,archive,Nia,anim:archive:Nia:579,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.19,0.0,True,True,True
1162,65,archive,Toma,anim:archive:Toma:580,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.182,0.0,True,True,True
1162,65,archive,Vell,anim:archive:Vell:581,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.184,0.0,True,True,True
1163,65,signal,Milo,anim:signal:Milo:579,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.38,0.0,True,True,True
1163,65,signal,Ren,anim:signal:Ren:580,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.346,0.0,True,True,True
1163,65,signal,Kesh,anim:signal:Kesh:581,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.348,0.0,True,True,True
1164,65,orchard,Ivo,anim:orchard:Ivo:582,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.28,0.0,True,True,True
1164,65,orchard,Mara,anim:orchard:Mara:583,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.28,0.0,True,True,True
1164,65,orchard,Pim,anim:orchard:Pim:584,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.286,0.0,True,True,True
1165,65,repair_ring,Juno,anim:repair_ring:Juno:582,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.19,0.0,True,True,True
1165,65,repair_ring,Pax,anim:repair_ring:Pax:583,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.184,0.0,True,True,True
1165,65,repair_ring,Vale,anim:repair_ring:Vale:584,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.184,0.0,True,True,True
1166,65,riverbend,Ari,anim:riverbend:Ari:582,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.34,0.0,True,True,True
1166,65,riverbend,Lio,anim:riverbend:Lio:583,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.456,0.1184,True,True,True
1166,65,riverbend,Cee,anim:riverbend:Cee:584,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.35,0.0,True,True,True
1167,65,roofward,Fay,anim:roofward:Fay:582,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.28,0.0,True,True,True
1167,65,roofward,Sera,anim:roofward:Sera:583,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.28,0.0,True,True,True
1167,65,roofward,Orr,anim:roofward:Orr:584,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.286,0.0,True,True,True
1168,65,archive,Nia,anim:archive:Nia:582,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.19,0.0,True,True,True
1168,65,archive,Toma,anim:archive:Toma:583,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.184,0.0,True,True,True
1168,65,archive,Vell,anim:archive:Vell:584,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.184,0.0,True,True,True
1169,65,signal,Milo,anim:signal:Milo:582,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.38,0.0,True,True,True
1169,65,signal,Ren,anim:signal:Ren:583,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.346,0.0,True,True,True
1169,65,signal,Kesh,anim:signal:Kesh:584,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.348,0.0,True,True,True
1170,66,repair_ring,Juno,anim:repair_ring:Juno:585,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.19,0.0,True,True,True
1170,66,repair_ring,Pax,anim:repair_ring:Pax:586,avatar>tool>avatar,open>relaxed>open,beckon>share-space>small-wave,840,loop-soft,0.98,0.184,0.0,True,True,True
