tick_id,day,agent,skill_domain,practice_delta,skill_before,skill_after,fatigue_cost,helps_project,specialization_visible
611,34,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
612,35,Ari,carpentry,0.002,0.92,0.92,0.025,False,Ari:carpentry:0.92
613,35,Fay,cultivation,0.002,0.92,0.92,0.045,False,Fay:cultivation:0.92
614,35,Nia,recordkeeping,0.009,0.92,0.92,0.045,True,Nia:recordkeeping:0.92
615,35,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
616,35,Ari,carpentry,0.002,0.92,0.92,0.025,False,Ari:carpentry:0.92
617,35,Fay,cultivation,0.009,0.92,0.92,0.045,True,Fay:cultivation:0.92
618,35,Nia,recordkeeping,0.002,0.92,0.92,0.045,False,Nia:recordkeeping:0.92
619,35,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
620,35,Ari,carpentry,0.009,0.92,0.92,0.025,True,Ari:carpentry:0.92
621,35,Fay,cultivation,0.002,0.92,0.92,0.045,False,Fay:cultivation:0.92
622,35,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
623,35,Milo,signalcraft,0.009,0.92,0.92,0.025,True,Milo:signalcraft:0.92
624,35,Ari,carpentry,0.002,0.92,0.92,0.025,False,Ari:carpentry:0.92
625,35,Fay,cultivation,0.002,0.92,0.92,0.025,False,Fay:cultivation:0.92
626,35,Nia,recordkeeping,0.009,0.92,0.92,0.025,True,Nia:recordkeeping:0.92
627,35,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
628,35,Ari,carpentry,0.002,0.92,0.92,0.025,False,Ari:carpentry:0.92
629,35,Fay,cultivation,0.002,0.92,0.92,0.025,False,Fay:cultivation:0.92
630,36,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
631,36,Ari,carpentry,0.002,0.92,0.92,0.025,False,Ari:carpentry:0.92
632,36,Fay,cultivation,0.009,0.92,0.92,0.025,True,Fay:cultivation:0.92
633,36,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
634,36,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
635,36,Ari,carpentry,0.009,0.92,0.92,0.025,True,Ari:carpentry:0.92
636,36,Fay,cultivation,0.002,0.92,0.92,0.025,False,Fay:cultivation:0.92
637,36,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
638,36,Milo,signalcraft,0.009,0.92,0.92,0.025,True,Milo:signalcraft:0.92
639,36,Ari,carpentry,0.002,0.92,0.92,0.045,False,Ari:carpentry:0.92
640,36,Fay,cultivation,0.002,0.92,0.92,0.025,False,Fay:cultivation:0.92
641,36,Nia,recordkeeping,0.009,0.92,0.92,0.025,True,Nia:recordkeeping:0.92
642,36,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
643,36,Ari,carpentry,0.002,0.92,0.92,0.025,False,Ari:carpentry:0.92
644,36,Fay,cultivation,0.009,0.92,0.92,0.025,True,Fay:cultivation:0.92
645,36,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
646,36,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
647,36,Ari,carpentry,0.002,0.92,0.92,0.025,False,Ari:carpentry:0.92
648,37,Fay,cultivation,0.002,0.92,0.92,0.025,False,Fay:cultivation:0.92
649,37,Nia,recordkeeping,0.009,0.92,0.92,0.025,True,Nia:recordkeeping:0.92
650,37,Milo,signalcraft,0.009,0.92,0.92,0.025,True,Milo:signalcraft:0.92
651,37,Ari,carpentry,0.009,0.92,0.92,0.025,True,Ari:carpentry:0.92
652,37,Fay,cultivation,0.002,0.92,0.92,0.025,False,Fay:cultivation:0.92
653,37,Nia,recordkeeping,0.009,0.92,0.92,0.025,True,Nia:recordkeeping:0.92
654,37,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
655,37,Ari,carpentry,0.002,0.92,0.92,0.025,False,Ari:carpentry:0.92
656,37,Fay,cultivation,0.009,0.92,0.92,0.025,True,Fay:cultivation:0.92
657,37,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
658,37,Milo,signalcraft,0.009,0.92,0.92,0.025,True,Milo:signalcraft:0.92
659,37,Ari,carpentry,0.009,0.92,0.92,0.025,True,Ari:carpentry:0.92
660,37,Fay,cultivation,0.009,0.92,0.92,0.025,True,Fay:cultivation:0.92
661,37,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
662,37,Milo,signalcraft,0.009,0.92,0.92,0.045,True,Milo:signalcraft:0.92
663,37,Ari,carpentry,0.002,0.92,0.92,0.025,False,Ari:carpentry:0.92
664,37,Fay,cultivation,0.002,0.92,0.92,0.025,False,Fay:cultivation:0.92
665,37,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
666,38,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
667,38,Ari,carpentry,0.002,0.92,0.92,0.025,False,Ari:carpentry:0.92
668,38,Fay,cultivation,0.009,0.92,0.92,0.025,True,Fay:cultivation:0.92
669,38,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
670,38,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
671,38,Ari,carpentry,0.009,0.92,0.92,0.025,True,Ari:carpentry:0.92
672,38,Fay,cultivation,0.002,0.92,0.92,0.025,False,Fay:cultivation:0.92
673,38,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
674,38,Milo,signalcraft,0.009,0.92,0.92,0.025,True,Milo:signalcraft:0.92
675,38,Ari,carpentry,0.002,0.92,0.92,0.025,False,Ari:carpentry:0.92
676,38,Fay,cultivation,0.002,0.92,0.92,0.025,False,Fay:cultivation:0.92
677,38,Nia,recordkeeping,0.009,0.92,0.92,0.025,True,Nia:recordkeeping:0.92
678,38,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
679,38,Ari,carpentry,0.002,0.92,0.92,0.025,False,Ari:carpentry:0.92
680,38,Fay,cultivation,0.009,0.92,0.92,0.025,True,Fay:cultivation:0.92
681,38,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
682,38,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
683,38,Ari,carpentry,0.002,0.92,0.92,0.025,False,Ari:carpentry:0.92
684,39,Fay,cultivation,0.009,0.92,0.92,0.025,True,Fay:cultivation:0.92
685,39,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
686,39,Milo,signalcraft,0.009,0.92,0.92,0.025,True,Milo:signalcraft:0.92
687,39,Ari,carpentry,0.002,0.92,0.92,0.025,False,Ari:carpentry:0.92
688,39,Fay,cultivation,0.002,0.92,0.92,0.025,False,Fay:cultivation:0.92
689,39,Nia,recordkeeping,0.009,0.92,0.92,0.025,True,Nia:recordkeeping:0.92
690,39,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
691,39,Ari,carpentry,0.002,0.92,0.92,0.025,False,Ari:carpentry:0.92
692,39,Fay,cultivation,0.009,0.92,0.92,0.025,True,Fay:cultivation:0.92
693,39,Nia,recordkeeping,0.009,0.92,0.92,0.025,True,Nia:recordkeeping:0.92
694,39,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
695,39,Ari,carpentry,0.009,0.92,0.92,0.025,True,Ari:carpentry:0.92
696,39,Fay,cultivation,0.002,0.92,0.92,0.025,False,Fay:cultivation:0.92
697,39,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
698,39,Milo,signalcraft,0.009,0.92,0.92,0.025,True,Milo:signalcraft:0.92
699,39,Ari,carpentry,0.002,0.92,0.92,0.025,False,Ari:carpentry:0.92
700,39,Fay,cultivation,0.002,0.92,0.92,0.025,False,Fay:cultivation:0.92
701,39,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
702,40,Ari,carpentry,0.009,0.92,0.92,0.025,True,Ari:carpentry:0.92
703,40,Fay,cultivation,0.002,0.92,0.92,0.025,False,Fay:cultivation:0.92
704,40,Nia,recordkeeping,0.009,0.92,0.92,0.025,True,Nia:recordkeeping:0.92
705,40,Milo,signalcraft,0.002,0.92,0.92,0.045,False,Milo:signalcraft:0.92
706,40,Ari,carpentry,0.002,0.92,0.92,0.025,False,Ari:carpentry:0.92
707,40,Fay,cultivation,0.009,0.92,0.92,0.025,True,Fay:cultivation:0.92
708,40,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
709,40,Milo,signalcraft,0.009,0.92,0.92,0.045,True,Milo:signalcraft:0.92
710,40,Ari,carpentry,0.009,0.92,0.92,0.025,True,Ari:carpentry:0.92
711,40,Fay,cultivation,0.009,0.92,0.92,0.045,True,Fay:cultivation:0.92
712,40,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
713,40,Milo,signalcraft,0.009,0.92,0.92,0.045,True,Milo:signalcraft:0.92
714,40,Ari,carpentry,0.002,0.92,0.92,0.025,False,Ari:carpentry:0.92
715,40,Fay,cultivation,0.002,0.92,0.92,0.045,False,Fay:cultivation:0.92
716,40,Nia,recordkeeping,0.009,0.92,0.92,0.025,True,Nia:recordkeeping:0.92
717,40,Milo,signalcraft,0.002,0.92,0.92,0.045,False,Milo:signalcraft:0.92
718,40,Ari,carpentry,0.002,0.92,0.92,0.025,False,Ari:carpentry:0.92
719,40,Fay,cultivation,0.002,0.92,0.92,0.025,False,Fay:cultivation:0.92
720,41,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
721,41,Milo,signalcraft,0.002,0.92,0.92,0.045,False,Milo:signalcraft:0.92
722,41,Ari,carpentry,0.009,0.92,0.92,0.025,True,Ari:carpentry:0.92
723,41,Fay,cultivation,0.002,0.92,0.92,0.025,False,Fay:cultivation:0.92
724,41,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
725,41,Milo,signalcraft,0.009,0.92,0.92,0.045,True,Milo:signalcraft:0.92
726,41,Ari,carpentry,0.002,0.92,0.92,0.025,False,Ari:carpentry:0.92
727,41,Fay,cultivation,0.002,0.92,0.92,0.025,False,Fay:cultivation:0.92
728,41,Nia,recordkeeping,0.009,0.92,0.92,0.025,True,Nia:recordkeeping:0.92
729,41,Milo,signalcraft,0.002,0.92,0.92,0.045,False,Milo:signalcraft:0.92
730,41,Ari,carpentry,0.002,0.92,0.92,0.025,False,Ari:carpentry:0.92
731,41,Fay,cultivation,0.009,0.92,0.92,0.025,True,Fay:cultivation:0.92
732,41,Nia,recordkeeping,0.002,0.92,0.92,0.045,False,Nia:recordkeeping:0.92
733,41,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
734,41,Ari,carpentry,0.009,0.92,0.92,0.025,True,Ari:carpentry:0.92
735,41,Fay,cultivation,0.002,0.92,0.92,0.025,False,Fay:cultivation:0.92
736,41,Nia,recordkeeping,0.002,0.92,0.92,0.045,False,Nia:recordkeeping:0.92
737,41,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
738,42,Ari,carpentry,0.002,0.92,0.92,0.025,False,Ari:carpentry:0.92
739,42,Fay,cultivation,0.002,0.92,0.92,0.025,False,Fay:cultivation:0.92
740,42,Nia,recordkeeping,0.009,0.92,0.92,0.045,True,Nia:recordkeeping:0.92
741,42,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
742,42,Ari,carpentry,0.002,0.92,0.92,0.025,False,Ari:carpentry:0.92
743,42,Fay,cultivation,0.009,0.92,0.92,0.025,True,Fay:cultivation:0.92
744,42,Nia,recordkeeping,0.009,0.92,0.92,0.045,True,Nia:recordkeeping:0.92
745,42,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
746,42,Ari,carpentry,0.009,0.92,0.92,0.025,True,Ari:carpentry:0.92
747,42,Fay,cultivation,0.002,0.92,0.92,0.025,False,Fay:cultivation:0.92
748,42,Nia,recordkeeping,0.002,0.92,0.92,0.045,False,Nia:recordkeeping:0.92
749,42,Milo,signalcraft,0.009,0.92,0.92,0.025,True,Milo:signalcraft:0.92
750,42,Ari,carpentry,0.002,0.92,0.92,0.025,False,Ari:carpentry:0.92
751,42,Fay,cultivation,0.002,0.92,0.92,0.025,False,Fay:cultivation:0.92
752,42,Nia,recordkeeping,0.009,0.92,0.92,0.045,True,Nia:recordkeeping:0.92
753,42,Milo,signalcraft,0.009,0.92,0.92,0.025,True,Milo:signalcraft:0.92
754,42,Ari,carpentry,0.002,0.92,0.92,0.025,False,Ari:carpentry:0.92
755,42,Fay,cultivation,0.009,0.92,0.92,0.025,True,Fay:cultivation:0.92
756,43,Nia,recordkeeping,0.002,0.92,0.92,0.045,False,Nia:recordkeeping:0.92
757,43,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
758,43,Ari,carpentry,0.009,0.92,0.92,0.025,True,Ari:carpentry:0.92
759,43,Fay,cultivation,0.002,0.92,0.92,0.025,False,Fay:cultivation:0.92
760,43,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
761,43,Milo,signalcraft,0.009,0.92,0.92,0.025,True,Milo:signalcraft:0.92
762,43,Ari,carpentry,0.002,0.92,0.92,0.025,False,Ari:carpentry:0.92
763,43,Fay,cultivation,0.002,0.92,0.92,0.025,False,Fay:cultivation:0.92
764,43,Nia,recordkeeping,0.009,0.92,0.92,0.025,True,Nia:recordkeeping:0.92
765,43,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
766,43,Ari,carpentry,0.002,0.92,0.92,0.025,False,Ari:carpentry:0.92
767,43,Fay,cultivation,0.009,0.92,0.92,0.025,True,Fay:cultivation:0.92
768,43,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
769,43,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
770,43,Ari,carpentry,0.009,0.92,0.92,0.025,True,Ari:carpentry:0.92
771,43,Fay,cultivation,0.002,0.92,0.92,0.045,False,Fay:cultivation:0.92
772,43,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
773,43,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
774,44,Fay,cultivation,0.002,0.92,0.92,0.045,False,Fay:cultivation:0.92
775,44,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
776,44,Milo,signalcraft,0.009,0.92,0.92,0.025,True,Milo:signalcraft:0.92
777,44,Ari,carpentry,0.002,0.92,0.92,0.025,False,Ari:carpentry:0.92
778,44,Fay,cultivation,0.002,0.92,0.92,0.025,False,Fay:cultivation:0.92
779,44,Nia,recordkeeping,0.009,0.92,0.92,0.025,True,Nia:recordkeeping:0.92
780,44,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
781,44,Ari,carpentry,0.002,0.92,0.92,0.025,False,Ari:carpentry:0.92
782,44,Fay,cultivation,0.009,0.92,0.92,0.025,True,Fay:cultivation:0.92
783,44,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
784,44,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
785,44,Ari,carpentry,0.009,0.92,0.92,0.045,True,Ari:carpentry:0.92
786,44,Fay,cultivation,0.002,0.92,0.92,0.025,False,Fay:cultivation:0.92
787,44,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
788,44,Milo,signalcraft,0.009,0.92,0.92,0.025,True,Milo:signalcraft:0.92
789,44,Ari,carpentry,0.002,0.92,0.92,0.045,False,Ari:carpentry:0.92
790,44,Fay,cultivation,0.002,0.92,0.92,0.025,False,Fay:cultivation:0.92
791,44,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
792,45,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
793,45,Ari,carpentry,0.002,0.92,0.92,0.045,False,Ari:carpentry:0.92
794,45,Fay,cultivation,0.009,0.92,0.92,0.025,True,Fay:cultivation:0.92
795,45,Nia,recordkeeping,0.009,0.92,0.92,0.025,True,Nia:recordkeeping:0.92
796,45,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
797,45,Ari,carpentry,0.009,0.92,0.92,0.045,True,Ari:carpentry:0.92
798,45,Fay,cultivation,0.002,0.92,0.92,0.025,False,Fay:cultivation:0.92
799,45,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
800,45,Milo,signalcraft,0.009,0.92,0.92,0.025,True,Milo:signalcraft:0.92
801,45,Ari,carpentry,0.002,0.92,0.92,0.045,False,Ari:carpentry:0.92
802,45,Fay,cultivation,0.002,0.92,0.92,0.025,False,Fay:cultivation:0.92
803,45,Nia,recordkeeping,0.009,0.92,0.92,0.025,True,Nia:recordkeeping:0.92
804,45,Milo,signalcraft,0.009,0.92,0.92,0.025,True,Milo:signalcraft:0.92
805,45,Ari,carpentry,0.002,0.92,0.92,0.025,False,Ari:carpentry:0.92
806,45,Fay,cultivation,0.009,0.92,0.92,0.025,True,Fay:cultivation:0.92
807,45,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
808,45,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
809,45,Ari,carpentry,0.002,0.92,0.92,0.025,False,Ari:carpentry:0.92
810,46,Fay,cultivation,0.002,0.92,0.92,0.025,False,Fay:cultivation:0.92
811,46,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
812,46,Milo,signalcraft,0.009,0.92,0.92,0.025,True,Milo:signalcraft:0.92
813,46,Ari,carpentry,0.002,0.92,0.92,0.025,False,Ari:carpentry:0.92
814,46,Fay,cultivation,0.002,0.92,0.92,0.025,False,Fay:cultivation:0.92
815,46,Nia,recordkeeping,0.009,0.92,0.92,0.025,True,Nia:recordkeeping:0.92
816,46,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
817,46,Ari,carpentry,0.002,0.92,0.92,0.025,False,Ari:carpentry:0.92
818,46,Fay,cultivation,0.009,0.92,0.92,0.025,True,Fay:cultivation:0.92
819,46,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
820,46,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
821,46,Ari,carpentry,0.009,0.92,0.92,0.025,True,Ari:carpentry:0.92
822,46,Fay,cultivation,0.002,0.92,0.92,0.025,False,Fay:cultivation:0.92
823,46,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
824,46,Milo,signalcraft,0.009,0.92,0.92,0.025,True,Milo:signalcraft:0.92
825,46,Ari,carpentry,0.002,0.92,0.92,0.025,False,Ari:carpentry:0.92
826,46,Fay,cultivation,0.002,0.92,0.92,0.025,False,Fay:cultivation:0.92
827,46,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
828,47,Milo,signalcraft,0.009,0.92,0.92,0.025,True,Milo:signalcraft:0.92
829,47,Ari,carpentry,0.002,0.92,0.92,0.025,False,Ari:carpentry:0.92
830,47,Fay,cultivation,0.009,0.92,0.92,0.025,True,Fay:cultivation:0.92
831,47,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
832,47,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
833,47,Ari,carpentry,0.009,0.92,0.92,0.025,True,Ari:carpentry:0.92
834,47,Fay,cultivation,0.002,0.92,0.92,0.025,False,Fay:cultivation:0.92
835,47,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
836,47,Milo,signalcraft,0.009,0.92,0.92,0.025,True,Milo:signalcraft:0.92
837,47,Ari,carpentry,0.002,0.92,0.92,0.025,False,Ari:carpentry:0.92
838,47,Fay,cultivation,0.002,0.92,0.92,0.025,False,Fay:cultivation:0.92
839,47,Nia,recordkeeping,0.009,0.92,0.92,0.025,True,Nia:recordkeeping:0.92
840,47,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
841,47,Ari,carpentry,0.009,0.92,0.92,0.025,True,Ari:carpentry:0.92
842,47,Fay,cultivation,0.009,0.92,0.92,0.025,True,Fay:cultivation:0.92
843,47,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
844,47,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
845,47,Ari,carpentry,0.002,0.92,0.92,0.025,False,Ari:carpentry:0.92
846,48,Nia,recordkeeping,0.009,0.92,0.92,0.025,True,Nia:recordkeeping:0.92
847,48,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
848,48,Ari,carpentry,0.009,0.92,0.92,0.025,True,Ari:carpentry:0.92
849,48,Fay,cultivation,0.002,0.92,0.92,0.025,False,Fay:cultivation:0.92
850,48,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
851,48,Milo,signalcraft,0.009,0.92,0.92,0.025,True,Milo:signalcraft:0.92
852,48,Ari,carpentry,0.002,0.92,0.92,0.025,False,Ari:carpentry:0.92
853,48,Fay,cultivation,0.002,0.92,0.92,0.025,False,Fay:cultivation:0.92
854,48,Nia,recordkeeping,0.009,0.92,0.92,0.025,True,Nia:recordkeeping:0.92
855,48,Milo,signalcraft,0.009,0.92,0.92,0.045,True,Milo:signalcraft:0.92
856,48,Ari,carpentry,0.002,0.92,0.92,0.025,False,Ari:carpentry:0.92
857,48,Fay,cultivation,0.009,0.92,0.92,0.025,True,Fay:cultivation:0.92
858,48,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
859,48,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
860,48,Ari,carpentry,0.009,0.92,0.92,0.025,True,Ari:carpentry:0.92
861,48,Fay,cultivation,0.002,0.92,0.92,0.025,False,Fay:cultivation:0.92
862,48,Nia,recordkeeping,0.002,0.92,0.92,0.025,False,Nia:recordkeeping:0.92
863,48,Milo,signalcraft,0.002,0.92,0.92,0.025,False,Milo:signalcraft:0.92
