tick_id,day,material,claimant_project,claimant_agent,competing_project,competing_agent,claimant_priority,competing_priority,conflict,winner_project,loser_project,compromise,visible_conflict_marker
424,22,water,greenhouse_heat_loop,Fay,flood_bridge_market_route,Ari,0.61,0.65,True,flood_bridge_market_route,greenhouse_heat_loop,split stock and schedule appeal,True
425,22,planks,flood_bridge_market_route,Nia,archive_public_kiosk,Nia,0.75,0.39,False,none,none,none,False
426,22,thread,archive_public_kiosk,Fay,dusk_signal_court,Milo,0.54,0.51,True,archive_public_kiosk,dusk_signal_court,split stock and schedule appeal,True
427,22,oil,dusk_signal_court,Ari,greenhouse_heat_loop,Fay,0.68,0.63,True,dusk_signal_court,greenhouse_heat_loop,split stock and schedule appeal,True
428,22,water,greenhouse_heat_loop,Fay,flood_bridge_market_route,Ari,0.54,0.59,True,flood_bridge_market_route,greenhouse_heat_loop,split stock and schedule appeal,True
429,22,planks,flood_bridge_market_route,Nia,archive_public_kiosk,Nia,0.68,0.63,True,flood_bridge_market_route,archive_public_kiosk,split stock and schedule appeal,True
430,22,thread,archive_public_kiosk,Fay,dusk_signal_court,Milo,0.82,0.45,False,none,none,none,False
431,22,oil,dusk_signal_court,Ari,greenhouse_heat_loop,Fay,0.61,0.57,True,dusk_signal_court,greenhouse_heat_loop,split stock and schedule appeal,True
432,22,water,greenhouse_heat_loop,Fay,flood_bridge_market_route,Ari,0.82,0.53,False,none,none,none,False
433,22,planks,flood_bridge_market_route,Nia,archive_public_kiosk,Nia,0.61,0.57,True,flood_bridge_market_route,archive_public_kiosk,split stock and schedule appeal,True
434,22,thread,archive_public_kiosk,Fay,dusk_signal_court,Milo,0.75,0.39,True,archive_public_kiosk,dusk_signal_court,winner receives current slot,True
435,22,oil,dusk_signal_court,Ari,greenhouse_heat_loop,Fay,0.54,0.51,False,none,none,none,False
436,22,water,greenhouse_heat_loop,Fay,flood_bridge_market_route,Ari,0.75,0.47,True,greenhouse_heat_loop,flood_bridge_market_route,winner receives current slot,True
437,22,planks,flood_bridge_market_route,Nia,archive_public_kiosk,Nia,0.54,0.51,False,none,none,none,False
438,22,thread,archive_public_kiosk,Fay,dusk_signal_court,Milo,0.68,0.63,True,archive_public_kiosk,dusk_signal_court,split stock and schedule appeal,True
439,22,oil,dusk_signal_court,Ari,greenhouse_heat_loop,Fay,0.82,0.45,True,dusk_signal_court,greenhouse_heat_loop,winner receives current slot,True
440,23,compost,greenhouse_heat_loop,Nia,archive_public_kiosk,Nia,0.75,0.53,False,none,none,none,False
441,23,resin,flood_bridge_market_route,Ari,dusk_signal_court,Milo,0.54,0.57,True,dusk_signal_court,flood_bridge_market_route,split stock and schedule appeal,True
442,23,glass,archive_public_kiosk,Milo,greenhouse_heat_loop,Fay,0.68,0.39,False,none,none,none,False
443,23,wire,dusk_signal_court,Milo,flood_bridge_market_route,Ari,0.82,0.51,False,none,none,none,False
444,23,compost,greenhouse_heat_loop,Nia,archive_public_kiosk,Nia,0.68,0.47,False,none,none,none,False
445,23,resin,flood_bridge_market_route,Ari,dusk_signal_court,Milo,0.82,0.51,False,none,none,none,False
446,23,glass,archive_public_kiosk,Milo,greenhouse_heat_loop,Fay,0.61,0.63,True,greenhouse_heat_loop,archive_public_kiosk,split stock and schedule appeal,True
447,23,wire,dusk_signal_court,Milo,flood_bridge_market_route,Ari,0.75,0.45,False,none,none,none,False
448,23,compost,greenhouse_heat_loop,Nia,archive_public_kiosk,Nia,0.61,0.71,True,archive_public_kiosk,greenhouse_heat_loop,split stock and schedule appeal,True
449,23,resin,flood_bridge_market_route,Ari,dusk_signal_court,Milo,0.75,0.45,False,none,none,none,False
450,23,glass,archive_public_kiosk,Milo,greenhouse_heat_loop,Fay,0.54,0.57,False,none,none,none,False
451,23,wire,dusk_signal_court,Milo,flood_bridge_market_route,Ari,0.68,0.39,True,dusk_signal_court,flood_bridge_market_route,winner receives current slot,True
452,23,compost,greenhouse_heat_loop,Nia,archive_public_kiosk,Nia,0.54,0.65,False,none,none,none,False
453,23,resin,flood_bridge_market_route,Ari,dusk_signal_court,Milo,0.68,0.39,True,flood_bridge_market_route,dusk_signal_court,winner receives current slot,True
454,23,glass,archive_public_kiosk,Milo,greenhouse_heat_loop,Fay,0.82,0.51,False,none,none,none,False
455,23,wire,dusk_signal_court,Milo,flood_bridge_market_route,Ari,0.61,0.63,False,none,none,none,False
456,23,compost,greenhouse_heat_loop,Nia,archive_public_kiosk,Nia,0.82,0.59,False,none,none,none,False
457,23,resin,flood_bridge_market_route,Ari,dusk_signal_court,Milo,0.61,0.63,False,none,none,none,False
458,23,glass,archive_public_kiosk,Milo,greenhouse_heat_loop,Fay,0.75,0.45,True,archive_public_kiosk,greenhouse_heat_loop,winner receives current slot,True
459,23,wire,dusk_signal_court,Milo,flood_bridge_market_route,Ari,0.54,0.57,False,none,none,none,False
460,24,glass,greenhouse_heat_loop,Ari,flood_bridge_market_route,Ari,0.82,0.65,True,greenhouse_heat_loop,flood_bridge_market_route,winner receives current slot,True
461,24,rope,flood_bridge_market_route,Fay,archive_public_kiosk,Nia,0.49,0.39,True,flood_bridge_market_route,archive_public_kiosk,split stock and schedule appeal,True
462,24,paper,archive_public_kiosk,Nia,dusk_signal_court,Milo,0.75,0.51,False,none,none,none,False
463,24,glass,dusk_signal_court,Nia,greenhouse_heat_loop,Fay,0.54,0.63,True,greenhouse_heat_loop,dusk_signal_court,split stock and schedule appeal,True
464,24,glass,greenhouse_heat_loop,Ari,flood_bridge_market_route,Ari,0.75,0.59,False,none,none,none,False
465,24,rope,flood_bridge_market_route,Fay,archive_public_kiosk,Nia,0.42,0.63,True,archive_public_kiosk,flood_bridge_market_route,winner receives current slot,True
466,24,paper,archive_public_kiosk,Nia,dusk_signal_court,Milo,0.68,0.45,True,archive_public_kiosk,dusk_signal_court,winner receives current slot,True
467,24,glass,dusk_signal_court,Nia,greenhouse_heat_loop,Fay,0.82,0.57,False,none,none,none,False
468,24,glass,greenhouse_heat_loop,Ari,flood_bridge_market_route,Ari,0.68,0.53,True,greenhouse_heat_loop,flood_bridge_market_route,winner receives current slot,True
469,24,rope,flood_bridge_market_route,Fay,archive_public_kiosk,Nia,0.7,0.57,False,none,none,none,False
470,24,paper,archive_public_kiosk,Nia,dusk_signal_court,Milo,0.61,0.39,True,archive_public_kiosk,dusk_signal_court,winner receives current slot,True
471,24,glass,dusk_signal_court,Nia,greenhouse_heat_loop,Fay,0.75,0.51,True,dusk_signal_court,greenhouse_heat_loop,winner receives current slot,True
472,24,glass,greenhouse_heat_loop,Ari,flood_bridge_market_route,Ari,0.61,0.47,True,greenhouse_heat_loop,flood_bridge_market_route,winner receives current slot,True
473,24,rope,flood_bridge_market_route,Fay,archive_public_kiosk,Nia,0.63,0.51,True,flood_bridge_market_route,archive_public_kiosk,winner receives current slot,True
474,24,paper,archive_public_kiosk,Nia,dusk_signal_court,Milo,0.54,0.63,False,none,none,none,False
475,24,glass,dusk_signal_court,Nia,greenhouse_heat_loop,Fay,0.68,0.45,True,dusk_signal_court,greenhouse_heat_loop,winner receives current slot,True
476,24,glass,greenhouse_heat_loop,Ari,flood_bridge_market_route,Ari,0.54,0.71,False,none,none,none,False
477,24,rope,flood_bridge_market_route,Fay,archive_public_kiosk,Nia,0.56,0.45,True,flood_bridge_market_route,archive_public_kiosk,split stock and schedule appeal,True
478,24,paper,archive_public_kiosk,Nia,dusk_signal_court,Milo,0.82,0.57,True,archive_public_kiosk,dusk_signal_court,winner receives current slot,True
479,24,glass,dusk_signal_court,Nia,greenhouse_heat_loop,Fay,0.61,0.39,False,none,none,none,False
480,25,rope,flood_bridge_market_route,Fay,dusk_signal_court,Milo,0.49,0.53,True,dusk_signal_court,flood_bridge_market_route,split stock and schedule appeal,True
481,25,paper,archive_public_kiosk,Nia,greenhouse_heat_loop,Fay,0.75,0.57,False,none,none,none,False
482,25,glass,dusk_signal_court,Nia,flood_bridge_market_route,Ari,0.54,0.39,True,dusk_signal_court,flood_bridge_market_route,winner receives current slot,True
483,25,glass,greenhouse_heat_loop,Ari,archive_public_kiosk,Nia,0.75,0.57,False,none,none,none,False
484,25,rope,flood_bridge_market_route,Fay,dusk_signal_court,Milo,0.42,0.47,True,dusk_signal_court,flood_bridge_market_route,split stock and schedule appeal,True
485,25,paper,archive_public_kiosk,Nia,greenhouse_heat_loop,Fay,0.68,0.51,True,archive_public_kiosk,greenhouse_heat_loop,winner receives current slot,True
486,25,glass,dusk_signal_court,Nia,flood_bridge_market_route,Ari,0.82,0.63,False,none,none,none,False
487,25,glass,greenhouse_heat_loop,Ari,archive_public_kiosk,Nia,0.68,0.51,True,greenhouse_heat_loop,archive_public_kiosk,winner receives current slot,True
488,25,rope,flood_bridge_market_route,Fay,dusk_signal_court,Milo,0.7,0.71,False,none,none,none,False
489,25,paper,archive_public_kiosk,Nia,greenhouse_heat_loop,Fay,0.61,0.45,True,archive_public_kiosk,greenhouse_heat_loop,winner receives current slot,True
490,25,glass,dusk_signal_court,Nia,flood_bridge_market_route,Ari,0.75,0.57,True,dusk_signal_court,flood_bridge_market_route,winner receives current slot,True
491,25,glass,greenhouse_heat_loop,Ari,archive_public_kiosk,Nia,0.61,0.45,True,greenhouse_heat_loop,archive_public_kiosk,winner receives current slot,True
492,25,rope,flood_bridge_market_route,Fay,dusk_signal_court,Milo,0.63,0.65,True,dusk_signal_court,flood_bridge_market_route,split stock and schedule appeal,True
493,25,paper,archive_public_kiosk,Nia,greenhouse_heat_loop,Fay,0.54,0.39,False,none,none,none,False
494,25,glass,dusk_signal_court,Nia,flood_bridge_market_route,Ari,0.68,0.51,True,dusk_signal_court,flood_bridge_market_route,winner receives current slot,True
495,25,glass,greenhouse_heat_loop,Ari,archive_public_kiosk,Nia,0.54,0.39,False,none,none,none,False
496,25,rope,flood_bridge_market_route,Fay,dusk_signal_court,Milo,0.56,0.59,True,dusk_signal_court,flood_bridge_market_route,split stock and schedule appeal,True
497,25,paper,archive_public_kiosk,Nia,greenhouse_heat_loop,Fay,0.82,0.63,True,archive_public_kiosk,greenhouse_heat_loop,winner receives current slot,True
498,25,glass,dusk_signal_court,Nia,flood_bridge_market_route,Ari,0.61,0.45,False,none,none,none,False
499,25,glass,greenhouse_heat_loop,Ari,archive_public_kiosk,Nia,0.82,0.63,True,greenhouse_heat_loop,archive_public_kiosk,winner receives current slot,True
500,26,oil,flood_bridge_market_route,Milo,archive_public_kiosk,Nia,0.56,0.65,False,none,none,none,False
501,26,ink,archive_public_kiosk,Ari,dusk_signal_court,Milo,0.82,0.39,False,none,none,none,False
502,26,rope,dusk_signal_court,Fay,greenhouse_heat_loop,Fay,0.61,0.51,True,dusk_signal_court,greenhouse_heat_loop,split stock and schedule appeal,True
503,26,copper,greenhouse_heat_loop,Milo,flood_bridge_market_route,Ari,0.82,0.39,False,none,none,none,False
504,26,oil,flood_bridge_market_route,Milo,archive_public_kiosk,Nia,0.49,0.59,True,archive_public_kiosk,flood_bridge_market_route,split stock and schedule appeal,True
505,26,ink,archive_public_kiosk,Ari,dusk_signal_court,Milo,0.75,0.63,False,none,none,none,False
506,26,rope,dusk_signal_court,Fay,greenhouse_heat_loop,Fay,0.54,0.45,False,none,none,none,False
507,26,copper,greenhouse_heat_loop,Milo,flood_bridge_market_route,Ari,0.75,0.63,False,none,none,none,False
508,26,oil,flood_bridge_market_route,Milo,archive_public_kiosk,Nia,0.42,0.53,False,none,none,none,False
509,26,ink,archive_public_kiosk,Ari,dusk_signal_court,Milo,0.68,0.57,True,archive_public_kiosk,dusk_signal_court,split stock and schedule appeal,True
510,26,rope,dusk_signal_court,Fay,greenhouse_heat_loop,Fay,0.82,0.39,False,none,none,none,False
511,26,copper,greenhouse_heat_loop,Milo,flood_bridge_market_route,Ari,0.68,0.57,True,greenhouse_heat_loop,flood_bridge_market_route,split stock and schedule appeal,True
512,26,oil,flood_bridge_market_route,Milo,archive_public_kiosk,Nia,0.7,0.47,False,none,none,none,False
513,26,ink,archive_public_kiosk,Ari,dusk_signal_court,Milo,0.61,0.51,False,none,none,none,False
514,26,rope,dusk_signal_court,Fay,greenhouse_heat_loop,Fay,0.75,0.63,True,dusk_signal_court,greenhouse_heat_loop,winner receives current slot,True
515,26,copper,greenhouse_heat_loop,Milo,flood_bridge_market_route,Ari,0.61,0.51,False,none,none,none,False
516,26,oil,flood_bridge_market_route,Milo,archive_public_kiosk,Nia,0.63,0.71,True,archive_public_kiosk,flood_bridge_market_route,split stock and schedule appeal,True
517,26,ink,archive_public_kiosk,Ari,dusk_signal_court,Milo,0.54,0.45,False,none,none,none,False
518,26,rope,dusk_signal_court,Fay,greenhouse_heat_loop,Fay,0.68,0.57,False,none,none,none,False
519,26,copper,greenhouse_heat_loop,Milo,flood_bridge_market_route,Ari,0.54,0.45,False,none,none,none,False
520,27,planks,flood_bridge_market_route,Nia,dusk_signal_court,Milo,0.75,0.47,False,none,none,none,False
521,27,thread,archive_public_kiosk,Fay,greenhouse_heat_loop,Fay,0.54,0.51,True,archive_public_kiosk,greenhouse_heat_loop,split stock and schedule appeal,True
522,27,oil,dusk_signal_court,Ari,flood_bridge_market_route,Ari,0.68,0.63,True,dusk_signal_court,flood_bridge_market_route,split stock and schedule appeal,False
523,27,water,greenhouse_heat_loop,Fay,archive_public_kiosk,Nia,0.54,0.51,True,greenhouse_heat_loop,archive_public_kiosk,split stock and schedule appeal,True
524,27,planks,flood_bridge_market_route,Nia,dusk_signal_court,Milo,0.68,0.71,True,dusk_signal_court,flood_bridge_market_route,split stock and schedule appeal,True
525,27,thread,archive_public_kiosk,Fay,greenhouse_heat_loop,Fay,0.82,0.45,False,none,none,none,False
526,27,oil,dusk_signal_court,Ari,flood_bridge_market_route,Ari,0.61,0.57,True,dusk_signal_court,flood_bridge_market_route,split stock and schedule appeal,True
527,27,water,greenhouse_heat_loop,Fay,archive_public_kiosk,Nia,0.82,0.45,False,none,none,none,False
528,27,planks,flood_bridge_market_route,Nia,dusk_signal_court,Milo,0.61,0.65,True,dusk_signal_court,flood_bridge_market_route,split stock and schedule appeal,True
529,27,thread,archive_public_kiosk,Fay,greenhouse_heat_loop,Fay,0.75,0.39,True,archive_public_kiosk,greenhouse_heat_loop,winner receives current slot,True
530,27,oil,dusk_signal_court,Ari,flood_bridge_market_route,Ari,0.54,0.51,False,none,none,none,False
531,27,water,greenhouse_heat_loop,Fay,archive_public_kiosk,Nia,0.75,0.39,True,greenhouse_heat_loop,archive_public_kiosk,winner receives current slot,True
532,27,planks,flood_bridge_market_route,Nia,dusk_signal_court,Milo,0.54,0.59,False,none,none,none,False
533,27,thread,archive_public_kiosk,Fay,greenhouse_heat_loop,Fay,0.68,0.63,True,archive_public_kiosk,greenhouse_heat_loop,split stock and schedule appeal,True
534,27,oil,dusk_signal_court,Ari,flood_bridge_market_route,Ari,0.82,0.45,True,dusk_signal_court,flood_bridge_market_route,winner receives current slot,True
535,27,water,greenhouse_heat_loop,Fay,archive_public_kiosk,Nia,0.68,0.63,True,greenhouse_heat_loop,archive_public_kiosk,split stock and schedule appeal,True
536,27,planks,flood_bridge_market_route,Nia,dusk_signal_court,Milo,0.82,0.53,True,flood_bridge_market_route,dusk_signal_court,winner receives current slot,True
537,27,thread,archive_public_kiosk,Fay,greenhouse_heat_loop,Fay,0.61,0.57,False,none,none,none,False
538,27,oil,dusk_signal_court,Ari,flood_bridge_market_route,Ari,0.75,0.39,True,dusk_signal_court,flood_bridge_market_route,winner receives current slot,True
539,27,water,greenhouse_heat_loop,Fay,archive_public_kiosk,Nia,0.61,0.57,False,none,none,none,False
540,28,resin,flood_bridge_market_route,Ari,archive_public_kiosk,Nia,0.82,0.59,False,none,none,none,False
541,28,glass,archive_public_kiosk,Milo,dusk_signal_court,Milo,0.61,0.63,True,dusk_signal_court,archive_public_kiosk,split stock and schedule appeal,True
542,28,wire,dusk_signal_court,Milo,greenhouse_heat_loop,Fay,0.75,0.45,False,none,none,none,False
543,28,compost,greenhouse_heat_loop,Nia,flood_bridge_market_route,Ari,0.61,0.63,True,flood_bridge_market_route,greenhouse_heat_loop,split stock and schedule appeal,True
544,28,resin,flood_bridge_market_route,Ari,archive_public_kiosk,Nia,0.75,0.53,False,none,none,none,False
545,28,glass,archive_public_kiosk,Milo,dusk_signal_court,Milo,0.54,0.57,False,none,none,none,False
546,28,wire,dusk_signal_court,Milo,greenhouse_heat_loop,Fay,0.68,0.39,True,dusk_signal_court,greenhouse_heat_loop,winner receives current slot,True
547,28,compost,greenhouse_heat_loop,Nia,flood_bridge_market_route,Ari,0.54,0.57,False,none,none,none,False
548,28,resin,flood_bridge_market_route,Ari,archive_public_kiosk,Nia,0.68,0.47,True,flood_bridge_market_route,archive_public_kiosk,winner receives current slot,True
549,28,glass,archive_public_kiosk,Milo,dusk_signal_court,Milo,0.82,0.51,False,none,none,none,False
550,28,wire,dusk_signal_court,Milo,greenhouse_heat_loop,Fay,0.61,0.63,False,none,none,none,False
551,28,compost,greenhouse_heat_loop,Nia,flood_bridge_market_route,Ari,0.82,0.51,False,none,none,none,False
552,28,resin,flood_bridge_market_route,Ari,archive_public_kiosk,Nia,0.61,0.71,False,none,none,none,False
553,28,glass,archive_public_kiosk,Milo,dusk_signal_court,Milo,0.75,0.45,True,archive_public_kiosk,dusk_signal_court,winner receives current slot,True
554,28,wire,dusk_signal_court,Milo,greenhouse_heat_loop,Fay,0.54,0.57,False,none,none,none,False
555,28,compost,greenhouse_heat_loop,Nia,flood_bridge_market_route,Ari,0.75,0.45,True,greenhouse_heat_loop,flood_bridge_market_route,winner receives current slot,True
556,28,resin,flood_bridge_market_route,Ari,archive_public_kiosk,Nia,0.54,0.65,False,none,none,none,False
557,28,glass,archive_public_kiosk,Milo,dusk_signal_court,Milo,0.68,0.39,False,none,none,none,False
558,28,wire,dusk_signal_court,Milo,greenhouse_heat_loop,Fay,0.82,0.51,True,dusk_signal_court,greenhouse_heat_loop,winner receives current slot,True
559,28,compost,greenhouse_heat_loop,Nia,flood_bridge_market_route,Ari,0.68,0.39,False,none,none,none,False
560,29,rope,flood_bridge_market_route,Fay,dusk_signal_court,Milo,0.54,0.71,True,dusk_signal_court,flood_bridge_market_route,winner receives current slot,True
561,29,paper,archive_public_kiosk,Nia,greenhouse_heat_loop,Fay,0.68,0.45,True,archive_public_kiosk,greenhouse_heat_loop,winner receives current slot,True
562,29,glass,dusk_signal_court,Nia,flood_bridge_market_route,Ari,0.82,0.57,False,none,none,none,False
563,29,glass,greenhouse_heat_loop,Ari,archive_public_kiosk,Nia,0.68,0.45,True,greenhouse_heat_loop,archive_public_kiosk,winner receives current slot,True
564,29,rope,flood_bridge_market_route,Fay,dusk_signal_court,Milo,0.82,0.65,False,none,none,none,False
565,29,paper,archive_public_kiosk,Nia,greenhouse_heat_loop,Fay,0.61,0.39,True,archive_public_kiosk,greenhouse_heat_loop,winner receives current slot,True
566,29,glass,dusk_signal_court,Nia,flood_bridge_market_route,Ari,0.75,0.51,True,dusk_signal_court,flood_bridge_market_route,winner receives current slot,True
567,29,glass,greenhouse_heat_loop,Ari,archive_public_kiosk,Nia,0.61,0.39,True,greenhouse_heat_loop,archive_public_kiosk,winner receives current slot,True
568,29,rope,flood_bridge_market_route,Fay,dusk_signal_court,Milo,0.75,0.59,True,flood_bridge_market_route,dusk_signal_court,winner receives current slot,True
569,29,paper,archive_public_kiosk,Nia,greenhouse_heat_loop,Fay,0.54,0.63,False,none,none,none,False
570,29,glass,dusk_signal_court,Nia,flood_bridge_market_route,Ari,0.68,0.45,True,dusk_signal_court,flood_bridge_market_route,winner receives current slot,True
571,29,glass,greenhouse_heat_loop,Ari,archive_public_kiosk,Nia,0.54,0.63,False,none,none,none,False
572,29,rope,flood_bridge_market_route,Fay,dusk_signal_court,Milo,0.68,0.53,True,flood_bridge_market_route,dusk_signal_court,winner receives current slot,True
573,29,paper,archive_public_kiosk,Nia,greenhouse_heat_loop,Fay,0.82,0.57,True,archive_public_kiosk,greenhouse_heat_loop,winner receives current slot,True
574,29,glass,dusk_signal_court,Nia,flood_bridge_market_route,Ari,0.61,0.39,False,none,none,none,False
575,29,glass,greenhouse_heat_loop,Ari,archive_public_kiosk,Nia,0.82,0.57,True,greenhouse_heat_loop,archive_public_kiosk,winner receives current slot,True
576,29,rope,flood_bridge_market_route,Fay,dusk_signal_court,Milo,0.61,0.47,False,none,none,none,False
577,29,paper,archive_public_kiosk,Nia,greenhouse_heat_loop,Fay,0.75,0.51,True,archive_public_kiosk,greenhouse_heat_loop,winner receives current slot,True
578,29,glass,dusk_signal_court,Nia,flood_bridge_market_route,Ari,0.54,0.63,True,flood_bridge_market_route,dusk_signal_court,split stock and schedule appeal,True
579,29,glass,greenhouse_heat_loop,Ari,archive_public_kiosk,Nia,0.75,0.51,True,greenhouse_heat_loop,archive_public_kiosk,winner receives current slot,True
580,30,paper,archive_public_kiosk,Nia,dusk_signal_court,Milo,0.68,0.59,True,archive_public_kiosk,dusk_signal_court,split stock and schedule appeal,False
581,30,glass,dusk_signal_court,Nia,greenhouse_heat_loop,Fay,0.82,0.63,False,none,none,none,False
582,30,glass,greenhouse_heat_loop,Ari,flood_bridge_market_route,Ari,0.68,0.51,True,greenhouse_heat_loop,flood_bridge_market_route,winner receives current slot,True
583,30,rope,flood_bridge_market_route,Fay,archive_public_kiosk,Nia,0.82,0.63,False,none,none,none,False
584,30,paper,archive_public_kiosk,Nia,dusk_signal_court,Milo,0.61,0.53,True,archive_public_kiosk,dusk_signal_court,split stock and schedule appeal,True
585,30,glass,dusk_signal_court,Nia,greenhouse_heat_loop,Fay,0.75,0.57,True,dusk_signal_court,greenhouse_heat_loop,winner receives current slot,True
586,30,glass,greenhouse_heat_loop,Ari,flood_bridge_market_route,Ari,0.61,0.45,True,greenhouse_heat_loop,flood_bridge_market_route,winner receives current slot,True
587,30,rope,flood_bridge_market_route,Fay,archive_public_kiosk,Nia,0.75,0.57,True,flood_bridge_market_route,archive_public_kiosk,winner receives current slot,True
588,30,paper,archive_public_kiosk,Nia,dusk_signal_court,Milo,0.54,0.47,False,none,none,none,False
589,30,glass,dusk_signal_court,Nia,greenhouse_heat_loop,Fay,0.68,0.51,True,dusk_signal_court,greenhouse_heat_loop,winner receives current slot,True
590,30,glass,greenhouse_heat_loop,Ari,flood_bridge_market_route,Ari,0.54,0.39,False,none,none,none,False
591,30,rope,flood_bridge_market_route,Fay,archive_public_kiosk,Nia,0.68,0.51,True,flood_bridge_market_route,archive_public_kiosk,winner receives current slot,True
592,30,paper,archive_public_kiosk,Nia,dusk_signal_court,Milo,0.82,0.71,True,archive_public_kiosk,dusk_signal_court,split stock and schedule appeal,True
593,30,glass,dusk_signal_court,Nia,greenhouse_heat_loop,Fay,0.61,0.45,False,none,none,none,False
594,30,glass,greenhouse_heat_loop,Ari,flood_bridge_market_route,Ari,0.82,0.63,True,greenhouse_heat_loop,flood_bridge_market_route,winner receives current slot,True
595,30,rope,flood_bridge_market_route,Fay,archive_public_kiosk,Nia,0.61,0.45,False,none,none,none,False
596,30,paper,archive_public_kiosk,Nia,dusk_signal_court,Milo,0.75,0.65,True,archive_public_kiosk,dusk_signal_court,split stock and schedule appeal,True
597,30,glass,dusk_signal_court,Nia,greenhouse_heat_loop,Fay,0.54,0.39,True,dusk_signal_court,greenhouse_heat_loop,winner receives current slot,True
598,30,glass,greenhouse_heat_loop,Ari,flood_bridge_market_route,Ari,0.75,0.57,True,greenhouse_heat_loop,flood_bridge_market_route,winner receives current slot,True
599,30,rope,flood_bridge_market_route,Fay,archive_public_kiosk,Nia,0.54,0.39,True,flood_bridge_market_route,archive_public_kiosk,winner receives current slot,True
600,31,ink,archive_public_kiosk,Ari,greenhouse_heat_loop,Fay,0.75,0.71,False,none,none,none,False
601,31,rope,dusk_signal_court,Fay,flood_bridge_market_route,Ari,0.54,0.45,False,none,none,none,False
602,31,copper,greenhouse_heat_loop,Milo,archive_public_kiosk,Nia,0.75,0.63,False,none,none,none,False
603,31,oil,flood_bridge_market_route,Milo,dusk_signal_court,Milo,0.42,0.45,False,none,none,none,False
604,31,ink,archive_public_kiosk,Ari,greenhouse_heat_loop,Fay,0.68,0.65,True,archive_public_kiosk,greenhouse_heat_loop,split stock and schedule appeal,True
605,31,rope,dusk_signal_court,Fay,flood_bridge_market_route,Ari,0.82,0.39,False,none,none,none,False
606,31,copper,greenhouse_heat_loop,Milo,archive_public_kiosk,Nia,0.68,0.57,True,greenhouse_heat_loop,archive_public_kiosk,split stock and schedule appeal,True
607,31,oil,flood_bridge_market_route,Milo,dusk_signal_court,Milo,0.7,0.39,False,none,none,none,False
608,31,ink,archive_public_kiosk,Ari,greenhouse_heat_loop,Fay,0.61,0.59,False,none,none,none,False
609,31,rope,dusk_signal_court,Fay,flood_bridge_market_route,Ari,0.75,0.63,True,dusk_signal_court,flood_bridge_market_route,winner receives current slot,False
610,31,copper,greenhouse_heat_loop,Milo,archive_public_kiosk,Nia,0.61,0.51,False,none,none,none,False
611,31,oil,flood_bridge_market_route,Milo,dusk_signal_court,Milo,0.63,0.63,True,flood_bridge_market_route,dusk_signal_court,split stock and schedule appeal,True
612,31,ink,archive_public_kiosk,Ari,greenhouse_heat_loop,Fay,0.54,0.53,False,none,none,none,False
613,31,rope,dusk_signal_court,Fay,flood_bridge_market_route,Ari,0.68,0.57,False,none,none,none,False
614,31,copper,greenhouse_heat_loop,Milo,archive_public_kiosk,Nia,0.54,0.45,False,none,none,none,False
615,31,oil,flood_bridge_market_route,Milo,dusk_signal_court,Milo,0.56,0.57,False,none,none,none,False
616,31,ink,archive_public_kiosk,Ari,greenhouse_heat_loop,Fay,0.82,0.47,True,archive_public_kiosk,greenhouse_heat_loop,winner receives current slot,True
617,31,rope,dusk_signal_court,Fay,flood_bridge_market_route,Ari,0.61,0.51,False,none,none,none,False
618,31,copper,greenhouse_heat_loop,Milo,archive_public_kiosk,Nia,0.82,0.39,True,greenhouse_heat_loop,archive_public_kiosk,winner receives current slot,True
619,31,oil,flood_bridge_market_route,Milo,dusk_signal_court,Milo,0.49,0.51,False,none,none,none,False
620,32,thread,archive_public_kiosk,Fay,dusk_signal_court,Milo,0.82,0.53,False,none,none,none,False
621,32,oil,dusk_signal_court,Ari,greenhouse_heat_loop,Fay,0.61,0.57,True,dusk_signal_court,greenhouse_heat_loop,split stock and schedule appeal,True
622,32,water,greenhouse_heat_loop,Fay,flood_bridge_market_route,Ari,0.82,0.45,False,none,none,none,False
623,32,planks,flood_bridge_market_route,Nia,archive_public_kiosk,Nia,0.61,0.57,True,flood_bridge_market_route,archive_public_kiosk,split stock and schedule appeal,True
624,32,thread,archive_public_kiosk,Fay,dusk_signal_court,Milo,0.75,0.47,True,archive_public_kiosk,dusk_signal_court,winner receives current slot,True
625,32,oil,dusk_signal_court,Ari,greenhouse_heat_loop,Fay,0.54,0.51,False,none,none,none,False
626,32,water,greenhouse_heat_loop,Fay,flood_bridge_market_route,Ari,0.75,0.39,True,greenhouse_heat_loop,flood_bridge_market_route,winner receives current slot,True
627,32,planks,flood_bridge_market_route,Nia,archive_public_kiosk,Nia,0.54,0.51,False,none,none,none,False
628,32,thread,archive_public_kiosk,Fay,dusk_signal_court,Milo,0.68,0.71,True,dusk_signal_court,archive_public_kiosk,split stock and schedule appeal,True
629,32,oil,dusk_signal_court,Ari,greenhouse_heat_loop,Fay,0.82,0.45,True,dusk_signal_court,greenhouse_heat_loop,winner receives current slot,True
630,32,water,greenhouse_heat_loop,Fay,flood_bridge_market_route,Ari,0.68,0.63,True,greenhouse_heat_loop,flood_bridge_market_route,split stock and schedule appeal,True
631,32,planks,flood_bridge_market_route,Nia,archive_public_kiosk,Nia,0.82,0.45,True,flood_bridge_market_route,archive_public_kiosk,winner receives current slot,True
