tick,day,session_id,saved_key,restored_conversation_key,restored_resource_key,restored_consequence_key,restored_ok
2688,150,v57-d150-s06,ssrm:v57:v57-d150-s06,canvas:fiber loft:resident:Sera:phrase:ask_sensory,stone:11,Sera->Milo:trust warms,True
2696,150,v57-d150-s14,ssrm:v57:v57-d150-s14,canvas:river gate:resident:Nia:phrase:request_space,copper:19,Nia->Tovan:work slows but recovers,True
2704,151,v57-d151-s04,ssrm:v57:v57-d151-s04,canvas:tool alcove:resident:Fay:phrase:thank_resident,charcoal:26,Fay->Ari:group mood steadies,True
2712,151,v57-d151-s12,ssrm:v57:v57-d151-s12,canvas:glasshouse:resident:Sera:phrase:ask_repair,water:11,Sera->Milo:guardedness rises,True
2720,152,v57-d152-s02,ssrm:v57:v57-d152-s02,canvas:rain court:resident:Nia:phrase:ask_help,wood:22,Nia->Tovan:trust warms,True
2728,152,v57-d152-s10,ssrm:v57:v57-d152-s10,canvas:fiber loft:resident:Fay:phrase:offer_tool,stone:30,Fay->Ari:work slows but recovers,True
2736,153,v57-d153-s00,ssrm:v57:v57-d153-s00,canvas:west hearth:resident:Sera:phrase:apologize,herb:14,Sera->Milo:group mood steadies,True
2744,153,v57-d153-s08,ssrm:v57:v57-d153-s08,canvas:tool alcove:resident:Nia:phrase:ask_sensory,charcoal:22,Nia->Tovan:guardedness rises,True
2752,153,v57-d153-s16,ssrm:v57:v57-d153-s16,canvas:glasshouse:resident:Fay:phrase:request_space,water:30,Fay->Ari:debt is marked paid,True
2760,154,v57-d154-s06,ssrm:v57:v57-d154-s06,canvas:rain court:resident:Sera:phrase:thank_resident,wood:18,Sera->Milo:work slows but recovers,True
2768,154,v57-d154-s14,ssrm:v57:v57-d154-s14,canvas:fiber loft:resident:Nia:phrase:ask_repair,stone:26,Nia->Tovan:bystander learns caution,True
2776,155,v57-d155-s04,ssrm:v57:v57-d155-s04,canvas:west hearth:resident:Fay:phrase:ask_help,herb:10,Fay->Ari:guardedness rises,True
2784,155,v57-d155-s12,ssrm:v57:v57-d155-s12,canvas:tool alcove:resident:Sera:phrase:offer_tool,charcoal:18,Sera->Milo:debt is marked paid,True
2792,156,v57-d156-s02,ssrm:v57:v57-d156-s02,canvas:river gate:resident:Nia:phrase:apologize,fiber:29,Nia->Tovan:work slows but recovers,True
2800,156,v57-d156-s10,ssrm:v57:v57-d156-s10,canvas:rain court:resident:Fay:phrase:ask_sensory,wood:14,Fay->Ari:bystander learns caution,True
2808,157,v57-d157-s00,ssrm:v57:v57-d157-s00,canvas:glasshouse:resident:Sera:phrase:request_space,copper:21,Sera->Milo:guardedness rises,True
2816,157,v57-d157-s08,ssrm:v57:v57-d157-s08,canvas:west hearth:resident:Nia:phrase:thank_resident,herb:29,Nia->Tovan:debt is marked paid,True
2824,157,v57-d157-s16,ssrm:v57:v57-d157-s16,canvas:tool alcove:resident:Fay:phrase:ask_repair,charcoal:14,Fay->Ari:group mood steadies,True
2832,158,v57-d158-s06,ssrm:v57:v57-d158-s06,canvas:river gate:resident:Sera:phrase:ask_help,fiber:25,Sera->Milo:bystander learns caution,True
2840,158,v57-d158-s14,ssrm:v57:v57-d158-s14,canvas:rain court:resident:Nia:phrase:offer_tool,wood:10,Nia->Tovan:trust warms,True
2848,159,v57-d159-s04,ssrm:v57:v57-d159-s04,canvas:glasshouse:resident:Fay:phrase:apologize,copper:17,Fay->Ari:debt is marked paid,True
2856,159,v57-d159-s12,ssrm:v57:v57-d159-s12,canvas:west hearth:resident:Sera:phrase:ask_sensory,herb:25,Sera->Milo:group mood steadies,True
2864,160,v57-d160-s02,ssrm:v57:v57-d160-s02,canvas:fiber loft:resident:Nia:phrase:request_space,water:13,Nia->Tovan:bystander learns caution,True
2872,160,v57-d160-s10,ssrm:v57:v57-d160-s10,canvas:river gate:resident:Fay:phrase:thank_resident,fiber:21,Fay->Ari:trust warms,True
2880,161,v57-d161-s00,ssrm:v57:v57-d161-s00,canvas:tool alcove:resident:Sera:phrase:ask_repair,stone:28,Sera->Milo:debt is marked paid,True
2888,161,v57-d161-s08,ssrm:v57:v57-d161-s08,canvas:glasshouse:resident:Nia:phrase:ask_help,copper:13,Nia->Tovan:group mood steadies,True
2896,161,v57-d161-s16,ssrm:v57:v57-d161-s16,canvas:west hearth:resident:Fay:phrase:offer_tool,herb:21,Fay->Ari:guardedness rises,True
2904,162,v57-d162-s06,ssrm:v57:v57-d162-s06,canvas:fiber loft:resident:Sera:phrase:apologize,water:32,Sera->Milo:trust warms,True
2912,162,v57-d162-s14,ssrm:v57:v57-d162-s14,canvas:river gate:resident:Nia:phrase:ask_sensory,fiber:17,Nia->Tovan:work slows but recovers,True
2920,163,v57-d163-s04,ssrm:v57:v57-d163-s04,canvas:tool alcove:resident:Fay:phrase:request_space,stone:24,Fay->Ari:group mood steadies,True
2928,163,v57-d163-s12,ssrm:v57:v57-d163-s12,canvas:glasshouse:resident:Sera:phrase:thank_resident,copper:9,Sera->Milo:guardedness rises,True
2936,164,v57-d164-s02,ssrm:v57:v57-d164-s02,canvas:rain court:resident:Nia:phrase:ask_repair,charcoal:20,Nia->Tovan:trust warms,True
2944,164,v57-d164-s10,ssrm:v57:v57-d164-s10,canvas:fiber loft:resident:Fay:phrase:ask_help,water:28,Fay->Ari:work slows but recovers,True
2952,165,v57-d165-s00,ssrm:v57:v57-d165-s00,canvas:west hearth:resident:Sera:phrase:offer_tool,wood:12,Sera->Milo:group mood steadies,True
2960,165,v57-d165-s08,ssrm:v57:v57-d165-s08,canvas:tool alcove:resident:Nia:phrase:apologize,stone:20,Nia->Tovan:guardedness rises,True
2968,165,v57-d165-s16,ssrm:v57:v57-d165-s16,canvas:glasshouse:resident:Fay:phrase:ask_sensory,copper:28,Fay->Ari:debt is marked paid,True
2976,166,v57-d166-s06,ssrm:v57:v57-d166-s06,canvas:rain court:resident:Sera:phrase:request_space,charcoal:16,Sera->Milo:work slows but recovers,True
2984,166,v57-d166-s14,ssrm:v57:v57-d166-s14,canvas:fiber loft:resident:Nia:phrase:thank_resident,water:24,Nia->Tovan:bystander learns caution,True
2992,167,v57-d167-s04,ssrm:v57:v57-d167-s04,canvas:west hearth:resident:Fay:phrase:ask_repair,wood:8,Fay->Ari:guardedness rises,True
3000,167,v57-d167-s12,ssrm:v57:v57-d167-s12,canvas:tool alcove:resident:Sera:phrase:ask_help,stone:16,Sera->Milo:debt is marked paid,True
3008,168,v57-d168-s02,ssrm:v57:v57-d168-s02,canvas:river gate:resident:Nia:phrase:offer_tool,herb:27,Nia->Tovan:work slows but recovers,True
3016,168,v57-d168-s10,ssrm:v57:v57-d168-s10,canvas:rain court:resident:Fay:phrase:apologize,charcoal:12,Fay->Ari:bystander learns caution,True
3024,169,v57-d169-s00,ssrm:v57:v57-d169-s00,canvas:glasshouse:resident:Sera:phrase:ask_sensory,fiber:19,Sera->Milo:guardedness rises,True
3032,169,v57-d169-s08,ssrm:v57:v57-d169-s08,canvas:west hearth:resident:Nia:phrase:request_space,wood:27,Nia->Tovan:debt is marked paid,True
3040,169,v57-d169-s16,ssrm:v57:v57-d169-s16,canvas:tool alcove:resident:Fay:phrase:thank_resident,stone:12,Fay->Ari:group mood steadies,True
3048,170,v57-d170-s06,ssrm:v57:v57-d170-s06,canvas:river gate:resident:Sera:phrase:ask_repair,herb:23,Sera->Milo:bystander learns caution,True
3056,170,v57-d170-s14,ssrm:v57:v57-d170-s14,canvas:rain court:resident:Nia:phrase:ask_help,charcoal:31,Nia->Tovan:trust warms,True
3064,171,v57-d171-s04,ssrm:v57:v57-d171-s04,canvas:glasshouse:resident:Fay:phrase:offer_tool,fiber:15,Fay->Ari:debt is marked paid,True
3072,171,v57-d171-s12,ssrm:v57:v57-d171-s12,canvas:west hearth:resident:Sera:phrase:apologize,wood:23,Sera->Milo:group mood steadies,True
3080,172,v57-d172-s02,ssrm:v57:v57-d172-s02,canvas:fiber loft:resident:Nia:phrase:ask_sensory,copper:11,Nia->Tovan:bystander learns caution,True
3088,172,v57-d172-s10,ssrm:v57:v57-d172-s10,canvas:river gate:resident:Fay:phrase:request_space,herb:19,Fay->Ari:trust warms,True
3096,173,v57-d173-s00,ssrm:v57:v57-d173-s00,canvas:tool alcove:resident:Sera:phrase:thank_resident,water:26,Sera->Milo:debt is marked paid,True
3104,173,v57-d173-s08,ssrm:v57:v57-d173-s08,canvas:glasshouse:resident:Nia:phrase:ask_repair,fiber:11,Nia->Tovan:group mood steadies,True
3112,173,v57-d173-s16,ssrm:v57:v57-d173-s16,canvas:west hearth:resident:Fay:phrase:ask_help,wood:19,Fay->Ari:guardedness rises,True
3120,174,v57-d174-s06,ssrm:v57:v57-d174-s06,canvas:fiber loft:resident:Sera:phrase:offer_tool,copper:30,Sera->Milo:trust warms,True
3128,174,v57-d174-s14,ssrm:v57:v57-d174-s14,canvas:river gate:resident:Nia:phrase:apologize,herb:15,Nia->Tovan:work slows but recovers,True
3136,175,v57-d175-s04,ssrm:v57:v57-d175-s04,canvas:tool alcove:resident:Fay:phrase:ask_sensory,water:22,Fay->Ari:group mood steadies,True
3144,175,v57-d175-s12,ssrm:v57:v57-d175-s12,canvas:glasshouse:resident:Sera:phrase:request_space,fiber:30,Sera->Milo:guardedness rises,True
3152,176,v57-d176-s02,ssrm:v57:v57-d176-s02,canvas:rain court:resident:Nia:phrase:thank_resident,stone:18,Nia->Tovan:trust warms,True
3160,176,v57-d176-s10,ssrm:v57:v57-d176-s10,canvas:fiber loft:resident:Fay:phrase:ask_repair,copper:26,Fay->Ari:work slows but recovers,True
3168,177,v57-d177-s00,ssrm:v57:v57-d177-s00,canvas:west hearth:resident:Sera:phrase:ask_help,charcoal:10,Sera->Milo:group mood steadies,True
3176,177,v57-d177-s08,ssrm:v57:v57-d177-s08,canvas:tool alcove:resident:Nia:phrase:offer_tool,water:18,Nia->Tovan:guardedness rises,True
3184,177,v57-d177-s16,ssrm:v57:v57-d177-s16,canvas:glasshouse:resident:Fay:phrase:apologize,fiber:26,Fay->Ari:debt is marked paid,True
3192,178,v57-d178-s06,ssrm:v57:v57-d178-s06,canvas:rain court:resident:Sera:phrase:ask_sensory,stone:14,Sera->Milo:work slows but recovers,True
3200,178,v57-d178-s14,ssrm:v57:v57-d178-s14,canvas:fiber loft:resident:Nia:phrase:request_space,copper:22,Nia->Tovan:bystander learns caution,True
3208,179,v57-d179-s04,ssrm:v57:v57-d179-s04,canvas:west hearth:resident:Fay:phrase:thank_resident,charcoal:29,Fay->Ari:guardedness rises,True
3216,179,v57-d179-s12,ssrm:v57:v57-d179-s12,canvas:tool alcove:resident:Sera:phrase:ask_repair,water:14,Sera->Milo:debt is marked paid,True
3224,180,v57-d180-s02,ssrm:v57:v57-d180-s02,canvas:river gate:resident:Nia:phrase:ask_help,wood:25,Nia->Tovan:work slows but recovers,True
3232,180,v57-d180-s10,ssrm:v57:v57-d180-s10,canvas:rain court:resident:Fay:phrase:offer_tool,stone:10,Fay->Ari:bystander learns caution,True
3240,181,v57-d181-s00,ssrm:v57:v57-d181-s00,canvas:glasshouse:resident:Sera:phrase:apologize,herb:17,Sera->Milo:guardedness rises,True
3248,181,v57-d181-s08,ssrm:v57:v57-d181-s08,canvas:west hearth:resident:Nia:phrase:ask_sensory,charcoal:25,Nia->Tovan:debt is marked paid,True
3256,181,v57-d181-s16,ssrm:v57:v57-d181-s16,canvas:tool alcove:resident:Fay:phrase:request_space,water:10,Fay->Ari:group mood steadies,True
3264,182,v57-d182-s06,ssrm:v57:v57-d182-s06,canvas:river gate:resident:Sera:phrase:thank_resident,wood:21,Sera->Milo:bystander learns caution,True
3272,182,v57-d182-s14,ssrm:v57:v57-d182-s14,canvas:rain court:resident:Nia:phrase:ask_repair,stone:29,Nia->Tovan:trust warms,True
3280,183,v57-d183-s04,ssrm:v57:v57-d183-s04,canvas:glasshouse:resident:Fay:phrase:ask_help,herb:13,Fay->Ari:debt is marked paid,True
3288,183,v57-d183-s12,ssrm:v57:v57-d183-s12,canvas:west hearth:resident:Sera:phrase:offer_tool,charcoal:21,Sera->Milo:group mood steadies,True
3296,184,v57-d184-s02,ssrm:v57:v57-d184-s02,canvas:fiber loft:resident:Nia:phrase:apologize,fiber:32,Nia->Tovan:bystander learns caution,True
3304,184,v57-d184-s10,ssrm:v57:v57-d184-s10,canvas:river gate:resident:Fay:phrase:ask_sensory,wood:17,Fay->Ari:trust warms,True
3312,185,v57-d185-s00,ssrm:v57:v57-d185-s00,canvas:tool alcove:resident:Sera:phrase:request_space,copper:24,Sera->Milo:debt is marked paid,True
3320,185,v57-d185-s08,ssrm:v57:v57-d185-s08,canvas:glasshouse:resident:Nia:phrase:thank_resident,herb:9,Nia->Tovan:group mood steadies,True
3328,185,v57-d185-s16,ssrm:v57:v57-d185-s16,canvas:west hearth:resident:Fay:phrase:ask_repair,charcoal:17,Fay->Ari:guardedness rises,True
3336,186,v57-d186-s06,ssrm:v57:v57-d186-s06,canvas:fiber loft:resident:Sera:phrase:ask_help,fiber:28,Sera->Milo:trust warms,True
3344,186,v57-d186-s14,ssrm:v57:v57-d186-s14,canvas:river gate:resident:Nia:phrase:offer_tool,wood:13,Nia->Tovan:work slows but recovers,True
3352,187,v57-d187-s04,ssrm:v57:v57-d187-s04,canvas:tool alcove:resident:Fay:phrase:apologize,copper:20,Fay->Ari:group mood steadies,True
3360,187,v57-d187-s12,ssrm:v57:v57-d187-s12,canvas:glasshouse:resident:Sera:phrase:ask_sensory,herb:28,Sera->Milo:guardedness rises,True
3368,188,v57-d188-s02,ssrm:v57:v57-d188-s02,canvas:rain court:resident:Nia:phrase:request_space,water:16,Nia->Tovan:trust warms,True
3376,188,v57-d188-s10,ssrm:v57:v57-d188-s10,canvas:fiber loft:resident:Fay:phrase:thank_resident,fiber:24,Fay->Ari:work slows but recovers,True
3384,189,v57-d189-s00,ssrm:v57:v57-d189-s00,canvas:west hearth:resident:Sera:phrase:ask_repair,stone:8,Sera->Milo:group mood steadies,True
3392,189,v57-d189-s08,ssrm:v57:v57-d189-s08,canvas:tool alcove:resident:Nia:phrase:ask_help,copper:16,Nia->Tovan:guardedness rises,True
3400,189,v57-d189-s16,ssrm:v57:v57-d189-s16,canvas:glasshouse:resident:Fay:phrase:offer_tool,herb:24,Fay->Ari:debt is marked paid,True
3408,190,v57-d190-s06,ssrm:v57:v57-d190-s06,canvas:rain court:resident:Sera:phrase:apologize,water:12,Sera->Milo:work slows but recovers,True
3416,190,v57-d190-s14,ssrm:v57:v57-d190-s14,canvas:fiber loft:resident:Nia:phrase:ask_sensory,fiber:20,Nia->Tovan:bystander learns caution,True
3424,191,v57-d191-s04,ssrm:v57:v57-d191-s04,canvas:west hearth:resident:Fay:phrase:request_space,stone:27,Fay->Ari:guardedness rises,True
3432,191,v57-d191-s12,ssrm:v57:v57-d191-s12,canvas:tool alcove:resident:Sera:phrase:thank_resident,copper:12,Sera->Milo:debt is marked paid,True
3440,192,v57-d192-s02,ssrm:v57:v57-d192-s02,canvas:river gate:resident:Nia:phrase:ask_repair,charcoal:23,Nia->Tovan:work slows but recovers,True
3448,192,v57-d192-s10,ssrm:v57:v57-d192-s10,canvas:rain court:resident:Fay:phrase:ask_help,water:31,Fay->Ari:bystander learns caution,True
3456,193,v57-d193-s00,ssrm:v57:v57-d193-s00,canvas:glasshouse:resident:Sera:phrase:offer_tool,wood:15,Sera->Milo:guardedness rises,True
3464,193,v57-d193-s08,ssrm:v57:v57-d193-s08,canvas:west hearth:resident:Nia:phrase:apologize,stone:23,Nia->Tovan:debt is marked paid,True
3472,193,v57-d193-s16,ssrm:v57:v57-d193-s16,canvas:tool alcove:resident:Fay:phrase:ask_sensory,copper:8,Fay->Ari:group mood steadies,True
3480,194,v57-d194-s06,ssrm:v57:v57-d194-s06,canvas:river gate:resident:Sera:phrase:request_space,charcoal:19,Sera->Milo:bystander learns caution,True
3488,194,v57-d194-s14,ssrm:v57:v57-d194-s14,canvas:rain court:resident:Nia:phrase:thank_resident,water:27,Nia->Tovan:trust warms,True
3496,195,v57-d195-s04,ssrm:v57:v57-d195-s04,canvas:glasshouse:resident:Fay:phrase:ask_repair,wood:11,Fay->Ari:debt is marked paid,True
3504,195,v57-d195-s12,ssrm:v57:v57-d195-s12,canvas:west hearth:resident:Sera:phrase:ask_help,stone:19,Sera->Milo:group mood steadies,True
3512,196,v57-d196-s02,ssrm:v57:v57-d196-s02,canvas:fiber loft:resident:Nia:phrase:offer_tool,herb:30,Nia->Tovan:bystander learns caution,True
3520,196,v57-d196-s10,ssrm:v57:v57-d196-s10,canvas:river gate:resident:Fay:phrase:apologize,charcoal:15,Fay->Ari:trust warms,True
3528,197,v57-d197-s00,ssrm:v57:v57-d197-s00,canvas:tool alcove:resident:Sera:phrase:ask_sensory,fiber:22,Sera->Milo:debt is marked paid,True
3536,197,v57-d197-s08,ssrm:v57:v57-d197-s08,canvas:glasshouse:resident:Nia:phrase:request_space,wood:30,Nia->Tovan:group mood steadies,True
3544,197,v57-d197-s16,ssrm:v57:v57-d197-s16,canvas:west hearth:resident:Fay:phrase:thank_resident,stone:15,Fay->Ari:guardedness rises,True
3552,198,v57-d198-s06,ssrm:v57:v57-d198-s06,canvas:fiber loft:resident:Sera:phrase:ask_repair,herb:26,Sera->Milo:trust warms,True
3560,198,v57-d198-s14,ssrm:v57:v57-d198-s14,canvas:river gate:resident:Nia:phrase:ask_help,charcoal:11,Nia->Tovan:work slows but recovers,True
3568,199,v57-d199-s04,ssrm:v57:v57-d199-s04,canvas:tool alcove:resident:Fay:phrase:offer_tool,fiber:18,Fay->Ari:group mood steadies,True
3576,199,v57-d199-s12,ssrm:v57:v57-d199-s12,canvas:glasshouse:resident:Sera:phrase:apologize,wood:26,Sera->Milo:guardedness rises,True
3584,200,v57-d200-s02,ssrm:v57:v57-d200-s02,canvas:rain court:resident:Nia:phrase:ask_sensory,copper:14,Nia->Tovan:trust warms,True
3592,200,v57-d200-s10,ssrm:v57:v57-d200-s10,canvas:fiber loft:resident:Fay:phrase:request_space,herb:22,Fay->Ari:work slows but recovers,True
3600,201,v57-d201-s00,ssrm:v57:v57-d201-s00,canvas:west hearth:resident:Sera:phrase:thank_resident,water:29,Sera->Milo:group mood steadies,True
3608,201,v57-d201-s08,ssrm:v57:v57-d201-s08,canvas:tool alcove:resident:Nia:phrase:ask_repair,fiber:14,Nia->Tovan:guardedness rises,True
3616,201,v57-d201-s16,ssrm:v57:v57-d201-s16,canvas:glasshouse:resident:Fay:phrase:ask_help,wood:22,Fay->Ari:debt is marked paid,True
3624,202,v57-d202-s06,ssrm:v57:v57-d202-s06,canvas:rain court:resident:Sera:phrase:offer_tool,copper:10,Sera->Milo:work slows but recovers,True
3632,202,v57-d202-s14,ssrm:v57:v57-d202-s14,canvas:fiber loft:resident:Nia:phrase:apologize,herb:18,Nia->Tovan:bystander learns caution,True
3640,203,v57-d203-s04,ssrm:v57:v57-d203-s04,canvas:west hearth:resident:Fay:phrase:ask_sensory,water:25,Fay->Ari:guardedness rises,True
3648,203,v57-d203-s12,ssrm:v57:v57-d203-s12,canvas:tool alcove:resident:Sera:phrase:request_space,fiber:10,Sera->Milo:debt is marked paid,True
3656,204,v57-d204-s02,ssrm:v57:v57-d204-s02,canvas:river gate:resident:Nia:phrase:thank_resident,stone:21,Nia->Tovan:work slows but recovers,True
3664,204,v57-d204-s10,ssrm:v57:v57-d204-s10,canvas:rain court:resident:Fay:phrase:ask_repair,copper:29,Fay->Ari:bystander learns caution,True
3672,205,v57-d205-s00,ssrm:v57:v57-d205-s00,canvas:glasshouse:resident:Sera:phrase:ask_help,charcoal:13,Sera->Milo:guardedness rises,True
3680,205,v57-d205-s08,ssrm:v57:v57-d205-s08,canvas:west hearth:resident:Nia:phrase:offer_tool,water:21,Nia->Tovan:debt is marked paid,True
3688,205,v57-d205-s16,ssrm:v57:v57-d205-s16,canvas:tool alcove:resident:Fay:phrase:apologize,fiber:29,Fay->Ari:group mood steadies,True
3696,206,v57-d206-s06,ssrm:v57:v57-d206-s06,canvas:river gate:resident:Sera:phrase:ask_sensory,stone:17,Sera->Milo:bystander learns caution,True
3704,206,v57-d206-s14,ssrm:v57:v57-d206-s14,canvas:rain court:resident:Nia:phrase:request_space,copper:25,Nia->Tovan:trust warms,True
3712,207,v57-d207-s04,ssrm:v57:v57-d207-s04,canvas:glasshouse:resident:Fay:phrase:thank_resident,charcoal:9,Fay->Ari:debt is marked paid,True
3720,207,v57-d207-s12,ssrm:v57:v57-d207-s12,canvas:west hearth:resident:Sera:phrase:ask_repair,water:17,Sera->Milo:group mood steadies,True
3728,208,v57-d208-s02,ssrm:v57:v57-d208-s02,canvas:fiber loft:resident:Nia:phrase:ask_help,wood:28,Nia->Tovan:bystander learns caution,True
3736,208,v57-d208-s10,ssrm:v57:v57-d208-s10,canvas:river gate:resident:Fay:phrase:offer_tool,stone:13,Fay->Ari:trust warms,True
3744,209,v57-d209-s00,ssrm:v57:v57-d209-s00,canvas:tool alcove:resident:Sera:phrase:apologize,herb:20,Sera->Milo:debt is marked paid,True
3752,209,v57-d209-s08,ssrm:v57:v57-d209-s08,canvas:glasshouse:resident:Nia:phrase:ask_sensory,charcoal:28,Nia->Tovan:group mood steadies,True
3760,209,v57-d209-s16,ssrm:v57:v57-d209-s16,canvas:west hearth:resident:Fay:phrase:request_space,water:13,Fay->Ari:guardedness rises,True
3768,210,v57-d210-s06,ssrm:v57:v57-d210-s06,canvas:fiber loft:resident:Sera:phrase:thank_resident,wood:24,Sera->Milo:trust warms,True
3776,210,v57-d210-s14,ssrm:v57:v57-d210-s14,canvas:river gate:resident:Nia:phrase:ask_repair,stone:32,Nia->Tovan:work slows but recovers,True
3784,211,v57-d211-s04,ssrm:v57:v57-d211-s04,canvas:tool alcove:resident:Fay:phrase:ask_help,herb:16,Fay->Ari:group mood steadies,True
3792,211,v57-d211-s12,ssrm:v57:v57-d211-s12,canvas:glasshouse:resident:Sera:phrase:offer_tool,charcoal:24,Sera->Milo:guardedness rises,True
3800,212,v57-d212-s02,ssrm:v57:v57-d212-s02,canvas:rain court:resident:Nia:phrase:apologize,fiber:12,Nia->Tovan:trust warms,True
3808,212,v57-d212-s10,ssrm:v57:v57-d212-s10,canvas:fiber loft:resident:Fay:phrase:ask_sensory,wood:20,Fay->Ari:work slows but recovers,True
3816,213,v57-d213-s00,ssrm:v57:v57-d213-s00,canvas:west hearth:resident:Sera:phrase:request_space,copper:27,Sera->Milo:group mood steadies,True
3824,213,v57-d213-s08,ssrm:v57:v57-d213-s08,canvas:tool alcove:resident:Nia:phrase:thank_resident,herb:12,Nia->Tovan:guardedness rises,True
3832,213,v57-d213-s16,ssrm:v57:v57-d213-s16,canvas:glasshouse:resident:Fay:phrase:ask_repair,charcoal:20,Fay->Ari:debt is marked paid,True
3840,214,v57-d214-s06,ssrm:v57:v57-d214-s06,canvas:rain court:resident:Sera:phrase:ask_help,fiber:31,Sera->Milo:work slows but recovers,True
3848,214,v57-d214-s14,ssrm:v57:v57-d214-s14,canvas:fiber loft:resident:Nia:phrase:offer_tool,wood:16,Nia->Tovan:bystander learns caution,True
3856,215,v57-d215-s04,ssrm:v57:v57-d215-s04,canvas:west hearth:resident:Fay:phrase:apologize,copper:23,Fay->Ari:guardedness rises,True
3864,215,v57-d215-s12,ssrm:v57:v57-d215-s12,canvas:tool alcove:resident:Sera:phrase:ask_sensory,herb:8,Sera->Milo:debt is marked paid,True
3872,216,v57-d216-s02,ssrm:v57:v57-d216-s02,canvas:river gate:resident:Nia:phrase:request_space,water:19,Nia->Tovan:work slows but recovers,True
3880,216,v57-d216-s10,ssrm:v57:v57-d216-s10,canvas:rain court:resident:Fay:phrase:thank_resident,fiber:27,Fay->Ari:bystander learns caution,True
3888,217,v57-d217-s00,ssrm:v57:v57-d217-s00,canvas:glasshouse:resident:Sera:phrase:ask_repair,stone:11,Sera->Milo:guardedness rises,True
3896,217,v57-d217-s08,ssrm:v57:v57-d217-s08,canvas:west hearth:resident:Nia:phrase:ask_help,copper:19,Nia->Tovan:debt is marked paid,True
3904,217,v57-d217-s16,ssrm:v57:v57-d217-s16,canvas:tool alcove:resident:Fay:phrase:offer_tool,herb:27,Fay->Ari:group mood steadies,True
3912,218,v57-d218-s06,ssrm:v57:v57-d218-s06,canvas:river gate:resident:Sera:phrase:apologize,water:15,Sera->Milo:bystander learns caution,True
3920,218,v57-d218-s14,ssrm:v57:v57-d218-s14,canvas:rain court:resident:Nia:phrase:ask_sensory,fiber:23,Nia->Tovan:trust warms,True
3928,219,v57-d219-s04,ssrm:v57:v57-d219-s04,canvas:glasshouse:resident:Fay:phrase:request_space,stone:30,Fay->Ari:debt is marked paid,True
3936,219,v57-d219-s12,ssrm:v57:v57-d219-s12,canvas:west hearth:resident:Sera:phrase:thank_resident,copper:15,Sera->Milo:group mood steadies,True
3944,220,v57-d220-s02,ssrm:v57:v57-d220-s02,canvas:fiber loft:resident:Nia:phrase:ask_repair,charcoal:26,Nia->Tovan:bystander learns caution,True
3952,220,v57-d220-s10,ssrm:v57:v57-d220-s10,canvas:river gate:resident:Fay:phrase:ask_help,water:11,Fay->Ari:trust warms,True
3960,221,v57-d221-s00,ssrm:v57:v57-d221-s00,canvas:tool alcove:resident:Sera:phrase:offer_tool,wood:18,Sera->Milo:debt is marked paid,True
3968,221,v57-d221-s08,ssrm:v57:v57-d221-s08,canvas:glasshouse:resident:Nia:phrase:apologize,stone:26,Nia->Tovan:group mood steadies,True
3976,221,v57-d221-s16,ssrm:v57:v57-d221-s16,canvas:west hearth:resident:Fay:phrase:ask_sensory,copper:11,Fay->Ari:guardedness rises,True
3984,222,v57-d222-s06,ssrm:v57:v57-d222-s06,canvas:fiber loft:resident:Sera:phrase:request_space,charcoal:22,Sera->Milo:trust warms,True
3992,222,v57-d222-s14,ssrm:v57:v57-d222-s14,canvas:river gate:resident:Nia:phrase:thank_resident,water:30,Nia->Tovan:work slows but recovers,True
4000,223,v57-d223-s04,ssrm:v57:v57-d223-s04,canvas:tool alcove:resident:Fay:phrase:ask_repair,wood:14,Fay->Ari:group mood steadies,True
4008,223,v57-d223-s12,ssrm:v57:v57-d223-s12,canvas:glasshouse:resident:Sera:phrase:ask_help,stone:22,Sera->Milo:guardedness rises,True
4016,224,v57-d224-s02,ssrm:v57:v57-d224-s02,canvas:rain court:resident:Nia:phrase:offer_tool,herb:10,Nia->Tovan:trust warms,True
4024,224,v57-d224-s10,ssrm:v57:v57-d224-s10,canvas:fiber loft:resident:Fay:phrase:apologize,charcoal:18,Fay->Ari:work slows but recovers,True
4032,225,v57-d225-s00,ssrm:v57:v57-d225-s00,canvas:west hearth:resident:Sera:phrase:ask_sensory,fiber:25,Sera->Milo:group mood steadies,True
4040,225,v57-d225-s08,ssrm:v57:v57-d225-s08,canvas:tool alcove:resident:Nia:phrase:request_space,wood:10,Nia->Tovan:guardedness rises,True
4048,225,v57-d225-s16,ssrm:v57:v57-d225-s16,canvas:glasshouse:resident:Fay:phrase:thank_resident,stone:18,Fay->Ari:debt is marked paid,True
4056,226,v57-d226-s06,ssrm:v57:v57-d226-s06,canvas:rain court:resident:Sera:phrase:ask_repair,herb:29,Sera->Milo:work slows but recovers,True
4064,226,v57-d226-s14,ssrm:v57:v57-d226-s14,canvas:fiber loft:resident:Nia:phrase:ask_help,charcoal:14,Nia->Tovan:bystander learns caution,True
4072,227,v57-d227-s04,ssrm:v57:v57-d227-s04,canvas:west hearth:resident:Fay:phrase:offer_tool,fiber:21,Fay->Ari:guardedness rises,True
4080,227,v57-d227-s12,ssrm:v57:v57-d227-s12,canvas:tool alcove:resident:Sera:phrase:apologize,wood:29,Sera->Milo:debt is marked paid,True
