tick_id,day,settlement_id,object_id,owner_id,object_use,avatar_action,permission_state,inventory_before,inventory_after,location_after,owner_badge_visible,permission_badge_visible,rollback_action_visible,consequence_visible,ownership_respected_or_repairable
1681,94,orchard,market token,Mara,trade,wait_respectfully,respectful,empty,empty,satchel shed,True,True,True,True,True
1682,94,repair_ring,bell gauge,Vale,diagnostic,listen_memory,respectful,empty,empty,wire bench,True,True,True,True,True
1683,94,riverbend,dry shawl,shared,care,return_object,returning,empty,empty,arrival court,True,True,True,True,True
1684,94,roofward,sun lens,Fay,craft,wait_respectfully,respectful,empty,empty,glass stair,True,True,True,True,True
1685,94,archive,ink ribbon,Toma,craft,listen_memory,respectful,clean cloth,clean cloth,spool room,True,True,True,True,True
1686,94,signal,signal lens,Kesh,craft,move_forward,observed,empty,empty,lantern walk,True,True,True,True,True
1687,94,orchard,apple wrap,shared,care,turn_right,observed,empty,empty,mud row,True,True,True,True,True
1688,94,repair_ring,insulated tongs,Juno,repair,start_conversation,observed,empty,empty,wire bench,True,True,True,True,True
1689,94,riverbend,ridge lantern,Lio,signal,move_forward,observed,empty,empty,arrival court,True,True,True,True,True
1690,94,roofward,brass hinge,Orr,repair,turn_right,observed,empty,empty,sun sill,True,True,True,True,True
1691,94,archive,clean cloth,shared,care,start_conversation,observed,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
1692,95,orchard,apple wrap,shared,care,request_permission,granted,empty,empty,mud row,True,True,True,True,True
1693,95,repair_ring,insulated tongs,Juno,repair,pickup_shared_object,deferred,empty,empty,wire bench,True,True,True,True,True
1694,95,riverbend,ridge lantern,Lio,signal,approach_group,observed,empty,empty,arrival court,True,True,True,True,True
1695,95,roofward,brass hinge,Orr,repair,request_permission,granted,empty,empty,sun sill,True,True,True,True,True
1696,95,archive,clean cloth,shared,care,pickup_shared_object,granted,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
1697,95,signal,mast rope,Milo,repair,return_object,returning,empty,empty,lens room,True,True,True,True,True
1698,95,orchard,market token,Mara,trade,wait_respectfully,respectful,empty,empty,satchel shed,True,True,True,True,True
1699,95,repair_ring,bell gauge,Vale,diagnostic,listen_memory,respectful,empty,empty,wire bench,True,True,True,True,True
1700,95,riverbend,dry shawl,shared,care,return_object,returning,empty,empty,arrival court,True,True,True,True,True
1701,95,roofward,sun lens,Fay,craft,wait_respectfully,respectful,empty,empty,glass stair,True,True,True,True,True
1702,95,archive,ink ribbon,Toma,craft,listen_memory,respectful,clean cloth,clean cloth,spool room,True,True,True,True,True
1703,95,signal,signal lens,Kesh,craft,move_forward,observed,empty,empty,lantern walk,True,True,True,True,True
1704,95,orchard,apple wrap,shared,care,turn_right,observed,empty,empty,mud row,True,True,True,True,True
1705,95,repair_ring,insulated tongs,Juno,repair,start_conversation,observed,empty,empty,wire bench,True,True,True,True,True
1706,95,riverbend,ridge lantern,Lio,signal,move_forward,observed,empty,empty,arrival court,True,True,True,True,True
1707,95,roofward,brass hinge,Orr,repair,turn_right,observed,empty,empty,sun sill,True,True,True,True,True
1708,95,archive,clean cloth,shared,care,start_conversation,observed,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
1709,95,signal,mast rope,Milo,repair,pickup_owned_object,deferred,empty,empty,lens room,True,True,True,True,True
1710,96,repair_ring,insulated tongs,Juno,repair,pickup_shared_object,deferred,empty,empty,wire bench,True,True,True,True,True
1711,96,riverbend,ridge lantern,Lio,signal,approach_group,observed,empty,empty,arrival court,True,True,True,True,True
1712,96,roofward,brass hinge,Orr,repair,request_permission,granted,empty,empty,sun sill,True,True,True,True,True
1713,96,archive,clean cloth,shared,care,pickup_shared_object,granted,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
1714,96,signal,mast rope,Milo,repair,return_object,returning,empty,empty,lens room,True,True,True,True,True
1715,96,orchard,market token,Mara,trade,wait_respectfully,respectful,empty,empty,satchel shed,True,True,True,True,True
1716,96,repair_ring,bell gauge,Vale,diagnostic,listen_memory,respectful,empty,empty,wire bench,True,True,True,True,True
1717,96,riverbend,dry shawl,shared,care,return_object,returning,empty,empty,arrival court,True,True,True,True,True
1718,96,roofward,sun lens,Fay,craft,wait_respectfully,respectful,empty,empty,glass stair,True,True,True,True,True
1719,96,archive,ink ribbon,Toma,craft,listen_memory,respectful,clean cloth,clean cloth,spool room,True,True,True,True,True
1720,96,signal,signal lens,Kesh,craft,move_forward,observed,empty,empty,lantern walk,True,True,True,True,True
1721,96,orchard,apple wrap,shared,care,turn_right,observed,empty,empty,mud row,True,True,True,True,True
1722,96,repair_ring,insulated tongs,Juno,repair,start_conversation,observed,empty,empty,wire bench,True,True,True,True,True
1723,96,riverbend,ridge lantern,Lio,signal,move_forward,observed,empty,empty,arrival court,True,True,True,True,True
1724,96,roofward,brass hinge,Orr,repair,turn_right,observed,empty,empty,sun sill,True,True,True,True,True
1725,96,archive,clean cloth,shared,care,start_conversation,observed,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
1726,96,signal,mast rope,Milo,repair,pickup_owned_object,deferred,empty,empty,lens room,True,True,True,True,True
1727,96,orchard,market token,Mara,trade,drop_object,returning,empty,empty,satchel shed,True,True,True,True,True
1728,97,riverbend,ridge lantern,Lio,signal,approach_group,observed,empty,empty,arrival court,True,True,True,True,True
1729,97,roofward,brass hinge,Orr,repair,request_permission,granted,empty,empty,sun sill,True,True,True,True,True
1730,97,archive,clean cloth,shared,care,pickup_shared_object,granted,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
1731,97,signal,mast rope,Milo,repair,return_object,returning,empty,empty,lens room,True,True,True,True,True
1732,97,orchard,market token,Mara,trade,wait_respectfully,respectful,empty,empty,satchel shed,True,True,True,True,True
1733,97,repair_ring,bell gauge,Vale,diagnostic,listen_memory,respectful,empty,empty,wire bench,True,True,True,True,True
1734,97,riverbend,dry shawl,shared,care,return_object,returning,empty,empty,arrival court,True,True,True,True,True
1735,97,roofward,sun lens,Fay,craft,wait_respectfully,respectful,empty,empty,glass stair,True,True,True,True,True
1736,97,archive,ink ribbon,Toma,craft,listen_memory,respectful,clean cloth,clean cloth,spool room,True,True,True,True,True
1737,97,signal,signal lens,Kesh,craft,move_forward,observed,empty,empty,lantern walk,True,True,True,True,True
1738,97,orchard,apple wrap,shared,care,turn_right,observed,empty,empty,mud row,True,True,True,True,True
1739,97,repair_ring,insulated tongs,Juno,repair,start_conversation,observed,empty,empty,wire bench,True,True,True,True,True
1740,97,riverbend,ridge lantern,Lio,signal,move_forward,observed,empty,empty,arrival court,True,True,True,True,True
1741,97,roofward,brass hinge,Orr,repair,turn_right,observed,empty,empty,sun sill,True,True,True,True,True
1742,97,archive,clean cloth,shared,care,start_conversation,observed,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
1743,97,signal,mast rope,Milo,repair,pickup_owned_object,deferred,empty,empty,lens room,True,True,True,True,True
1744,97,orchard,market token,Mara,trade,drop_object,returning,empty,empty,satchel shed,True,True,True,True,True
1745,97,repair_ring,bell gauge,Vale,diagnostic,apologize,repairing,empty,empty,wire bench,True,True,True,True,True
1746,98,roofward,brass hinge,Orr,repair,request_permission,granted,empty,empty,sun sill,True,True,True,True,True
1747,98,archive,clean cloth,shared,care,pickup_shared_object,granted,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
1748,98,signal,mast rope,Milo,repair,return_object,returning,empty,empty,lens room,True,True,True,True,True
1749,98,orchard,market token,Mara,trade,wait_respectfully,respectful,empty,empty,satchel shed,True,True,True,True,True
1750,98,repair_ring,bell gauge,Vale,diagnostic,listen_memory,respectful,empty,empty,wire bench,True,True,True,True,True
1751,98,riverbend,dry shawl,shared,care,return_object,returning,empty,empty,arrival court,True,True,True,True,True
1752,98,roofward,sun lens,Fay,craft,wait_respectfully,respectful,empty,empty,glass stair,True,True,True,True,True
1753,98,archive,ink ribbon,Toma,craft,listen_memory,respectful,clean cloth,clean cloth,spool room,True,True,True,True,True
1754,98,signal,signal lens,Kesh,craft,move_forward,observed,empty,empty,lantern walk,True,True,True,True,True
1755,98,orchard,apple wrap,shared,care,turn_right,observed,empty,empty,mud row,True,True,True,True,True
1756,98,repair_ring,insulated tongs,Juno,repair,start_conversation,observed,empty,empty,wire bench,True,True,True,True,True
1757,98,riverbend,ridge lantern,Lio,signal,move_forward,observed,empty,empty,arrival court,True,True,True,True,True
1758,98,roofward,brass hinge,Orr,repair,turn_right,observed,empty,empty,sun sill,True,True,True,True,True
1759,98,archive,clean cloth,shared,care,start_conversation,observed,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
1760,98,signal,mast rope,Milo,repair,pickup_owned_object,not_requested,empty,mast rope,avatar inventory,True,True,True,True,True
1761,98,orchard,market token,Mara,trade,drop_object,returning,empty,empty,satchel shed,True,True,True,True,True
1762,98,repair_ring,bell gauge,Vale,diagnostic,apologize,repairing,empty,empty,wire bench,True,True,True,True,True
1763,98,riverbend,dry shawl,shared,care,pickup_owned_object,deferred,empty,empty,arrival court,True,True,True,True,True
1764,99,archive,clean cloth,shared,care,pickup_shared_object,granted,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
1765,99,signal,mast rope,Milo,repair,return_object,returning,mast rope,empty,signal perch,True,True,True,True,True
1766,99,orchard,market token,Mara,trade,wait_respectfully,respectful,empty,empty,satchel shed,True,True,True,True,True
1767,99,repair_ring,bell gauge,Vale,diagnostic,listen_memory,respectful,empty,empty,wire bench,True,True,True,True,True
1768,99,riverbend,dry shawl,shared,care,return_object,returning,empty,empty,arrival court,True,True,True,True,True
1769,99,roofward,sun lens,Fay,craft,wait_respectfully,respectful,empty,empty,glass stair,True,True,True,True,True
1770,99,archive,ink ribbon,Toma,craft,listen_memory,respectful,clean cloth,clean cloth,spool room,True,True,True,True,True
1771,99,signal,signal lens,Kesh,craft,move_forward,observed,empty,empty,lantern walk,True,True,True,True,True
1772,99,orchard,apple wrap,shared,care,turn_right,observed,empty,empty,mud row,True,True,True,True,True
1773,99,repair_ring,insulated tongs,Juno,repair,start_conversation,observed,empty,empty,wire bench,True,True,True,True,True
1774,99,riverbend,ridge lantern,Lio,signal,move_forward,observed,empty,empty,arrival court,True,True,True,True,True
1775,99,roofward,brass hinge,Orr,repair,turn_right,observed,empty,empty,sun sill,True,True,True,True,True
1776,99,archive,clean cloth,shared,care,start_conversation,observed,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
1777,99,signal,mast rope,Milo,repair,pickup_owned_object,deferred,empty,empty,signal perch,True,True,True,True,True
1778,99,orchard,market token,Mara,trade,drop_object,returning,empty,empty,satchel shed,True,True,True,True,True
1779,99,repair_ring,bell gauge,Vale,diagnostic,apologize,repairing,empty,empty,wire bench,True,True,True,True,True
1780,99,riverbend,dry shawl,shared,care,pickup_owned_object,not_requested,empty,dry shawl,avatar inventory,True,True,True,True,True
1781,99,roofward,sun lens,Fay,craft,drop_object,returning,empty,empty,glass stair,True,True,True,True,True
1782,100,signal,mast rope,Milo,repair,return_object,returning,empty,empty,signal perch,True,True,True,True,True
1783,100,orchard,market token,Mara,trade,wait_respectfully,respectful,empty,empty,satchel shed,True,True,True,True,True
1784,100,repair_ring,bell gauge,Vale,diagnostic,listen_memory,respectful,empty,empty,wire bench,True,True,True,True,True
1785,100,riverbend,dry shawl,shared,care,return_object,returning,dry shawl,empty,wet crossing,True,True,True,True,True
1786,100,roofward,sun lens,Fay,craft,wait_respectfully,respectful,empty,empty,glass stair,True,True,True,True,True
1787,100,archive,ink ribbon,Toma,craft,listen_memory,respectful,clean cloth,clean cloth,spool room,True,True,True,True,True
1788,100,signal,signal lens,Kesh,craft,move_forward,observed,empty,empty,lantern walk,True,True,True,True,True
1789,100,orchard,apple wrap,shared,care,turn_right,observed,empty,empty,mud row,True,True,True,True,True
1790,100,repair_ring,insulated tongs,Juno,repair,start_conversation,observed,empty,empty,wire bench,True,True,True,True,True
1791,100,riverbend,ridge lantern,Lio,signal,move_forward,observed,empty,empty,arrival court,True,True,True,True,True
1792,100,roofward,brass hinge,Orr,repair,turn_right,observed,empty,empty,sun sill,True,True,True,True,True
1793,100,archive,clean cloth,shared,care,start_conversation,observed,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
1794,100,signal,mast rope,Milo,repair,pickup_owned_object,deferred,empty,empty,signal perch,True,True,True,True,True
1795,100,orchard,market token,Mara,trade,drop_object,returning,empty,empty,satchel shed,True,True,True,True,True
1796,100,repair_ring,bell gauge,Vale,diagnostic,apologize,repairing,empty,empty,wire bench,True,True,True,True,True
1797,100,riverbend,dry shawl,shared,care,pickup_owned_object,deferred,empty,empty,wet crossing,True,True,True,True,True
1798,100,roofward,sun lens,Fay,craft,drop_object,returning,empty,empty,glass stair,True,True,True,True,True
1799,100,archive,ink ribbon,Toma,craft,apologize,repairing,clean cloth,clean cloth,spool room,True,True,True,True,True
1800,101,orchard,market token,Mara,trade,wait_respectfully,respectful,empty,empty,satchel shed,True,True,True,True,True
1801,101,repair_ring,bell gauge,Vale,diagnostic,listen_memory,respectful,empty,empty,wire bench,True,True,True,True,True
1802,101,riverbend,dry shawl,shared,care,return_object,returning,empty,empty,wet crossing,True,True,True,True,True
1803,101,roofward,sun lens,Fay,craft,wait_respectfully,respectful,empty,empty,glass stair,True,True,True,True,True
1804,101,archive,ink ribbon,Toma,craft,listen_memory,respectful,clean cloth,clean cloth,spool room,True,True,True,True,True
1805,101,signal,signal lens,Kesh,craft,move_forward,observed,empty,empty,lantern walk,True,True,True,True,True
1806,101,orchard,apple wrap,shared,care,turn_right,observed,empty,empty,mud row,True,True,True,True,True
1807,101,repair_ring,insulated tongs,Juno,repair,start_conversation,observed,empty,empty,wire bench,True,True,True,True,True
1808,101,riverbend,ridge lantern,Lio,signal,move_forward,observed,empty,empty,arrival court,True,True,True,True,True
1809,101,roofward,brass hinge,Orr,repair,turn_right,observed,empty,empty,sun sill,True,True,True,True,True
1810,101,archive,clean cloth,shared,care,start_conversation,observed,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
1811,101,signal,mast rope,Milo,repair,pickup_owned_object,deferred,empty,empty,signal perch,True,True,True,True,True
1812,101,orchard,market token,Mara,trade,drop_object,returning,empty,empty,satchel shed,True,True,True,True,True
1813,101,repair_ring,bell gauge,Vale,diagnostic,apologize,repairing,empty,empty,wire bench,True,True,True,True,True
1814,101,riverbend,dry shawl,shared,care,pickup_owned_object,deferred,empty,empty,wet crossing,True,True,True,True,True
1815,101,roofward,sun lens,Fay,craft,drop_object,returning,empty,empty,glass stair,True,True,True,True,True
1816,101,archive,ink ribbon,Toma,craft,apologize,repairing,clean cloth,clean cloth,spool room,True,True,True,True,True
1817,101,signal,signal lens,Kesh,craft,offer_help,respectful,empty,empty,lantern walk,True,True,True,True,True
1818,102,repair_ring,bell gauge,Vale,diagnostic,listen_memory,respectful,empty,empty,wire bench,True,True,True,True,True
1819,102,riverbend,dry shawl,shared,care,return_object,returning,empty,empty,wet crossing,True,True,True,True,True
1820,102,roofward,sun lens,Fay,craft,wait_respectfully,respectful,empty,empty,glass stair,True,True,True,True,True
1821,102,archive,ink ribbon,Toma,craft,listen_memory,respectful,clean cloth,clean cloth,spool room,True,True,True,True,True
1822,102,signal,signal lens,Kesh,craft,move_forward,observed,empty,empty,lantern walk,True,True,True,True,True
1823,102,orchard,apple wrap,shared,care,turn_right,observed,empty,empty,mud row,True,True,True,True,True
1824,102,repair_ring,insulated tongs,Juno,repair,start_conversation,observed,empty,empty,wire bench,True,True,True,True,True
1825,102,riverbend,ridge lantern,Lio,signal,move_forward,observed,empty,empty,arrival court,True,True,True,True,True
1826,102,roofward,brass hinge,Orr,repair,turn_right,observed,empty,empty,sun sill,True,True,True,True,True
1827,102,archive,clean cloth,shared,care,start_conversation,observed,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
1828,102,signal,mast rope,Milo,repair,pickup_owned_object,deferred,empty,empty,signal perch,True,True,True,True,True
1829,102,orchard,market token,Mara,trade,drop_object,returning,empty,empty,satchel shed,True,True,True,True,True
1830,102,repair_ring,bell gauge,Vale,diagnostic,apologize,repairing,empty,empty,wire bench,True,True,True,True,True
1831,102,riverbend,dry shawl,shared,care,pickup_owned_object,deferred,empty,empty,wet crossing,True,True,True,True,True
1832,102,roofward,sun lens,Fay,craft,drop_object,returning,empty,empty,glass stair,True,True,True,True,True
1833,102,archive,ink ribbon,Toma,craft,apologize,repairing,clean cloth,clean cloth,spool room,True,True,True,True,True
1834,102,signal,signal lens,Kesh,craft,offer_help,respectful,empty,empty,lantern walk,True,True,True,True,True
1835,102,orchard,apple wrap,shared,care,inspect_inventory,observed,empty,empty,mud row,True,True,True,True,True
1836,103,riverbend,dry shawl,shared,care,return_object,returning,empty,empty,wet crossing,True,True,True,True,True
1837,103,roofward,sun lens,Fay,craft,wait_respectfully,respectful,empty,empty,glass stair,True,True,True,True,True
1838,103,archive,ink ribbon,Toma,craft,listen_memory,respectful,clean cloth,clean cloth,spool room,True,True,True,True,True
1839,103,signal,signal lens,Kesh,craft,move_forward,observed,empty,empty,lantern walk,True,True,True,True,True
1840,103,orchard,apple wrap,shared,care,turn_right,observed,empty,empty,mud row,True,True,True,True,True
1841,103,repair_ring,insulated tongs,Juno,repair,start_conversation,observed,empty,empty,wire bench,True,True,True,True,True
1842,103,riverbend,ridge lantern,Lio,signal,move_forward,observed,empty,empty,arrival court,True,True,True,True,True
1843,103,roofward,brass hinge,Orr,repair,turn_right,observed,empty,empty,sun sill,True,True,True,True,True
1844,103,archive,clean cloth,shared,care,start_conversation,observed,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
1845,103,signal,mast rope,Milo,repair,pickup_owned_object,not_requested,empty,mast rope,avatar inventory,True,True,True,True,True
1846,103,orchard,market token,Mara,trade,drop_object,returning,empty,empty,satchel shed,True,True,True,True,True
1847,103,repair_ring,bell gauge,Vale,diagnostic,apologize,repairing,empty,empty,wire bench,True,True,True,True,True
1848,103,riverbend,dry shawl,shared,care,pickup_owned_object,deferred,empty,empty,wet crossing,True,True,True,True,True
1849,103,roofward,sun lens,Fay,craft,drop_object,returning,empty,empty,glass stair,True,True,True,True,True
1850,103,archive,ink ribbon,Toma,craft,apologize,repairing,clean cloth,clean cloth,spool room,True,True,True,True,True
1851,103,signal,signal lens,Kesh,craft,offer_help,respectful,mast rope,mast rope,lantern walk,True,True,True,True,True
1852,103,orchard,apple wrap,shared,care,inspect_inventory,observed,empty,empty,mud row,True,True,True,True,True
1853,103,repair_ring,insulated tongs,Juno,repair,turn_left,observed,empty,empty,wire bench,True,True,True,True,True
1854,104,roofward,sun lens,Fay,craft,wait_respectfully,respectful,empty,empty,glass stair,True,True,True,True,True
1855,104,archive,ink ribbon,Toma,craft,listen_memory,respectful,clean cloth,clean cloth,spool room,True,True,True,True,True
1856,104,signal,signal lens,Kesh,craft,move_forward,observed,mast rope,mast rope,lantern walk,True,True,True,True,True
1857,104,orchard,apple wrap,shared,care,turn_right,observed,empty,empty,mud row,True,True,True,True,True
1858,104,repair_ring,insulated tongs,Juno,repair,start_conversation,observed,empty,empty,wire bench,True,True,True,True,True
1859,104,riverbend,ridge lantern,Lio,signal,move_forward,observed,empty,empty,arrival court,True,True,True,True,True
1860,104,roofward,brass hinge,Orr,repair,turn_right,observed,empty,empty,sun sill,True,True,True,True,True
1861,104,archive,clean cloth,shared,care,start_conversation,observed,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
1862,104,signal,mast rope,Milo,repair,pickup_owned_object,deferred,mast rope,mast rope,avatar inventory,True,True,True,True,True
1863,104,orchard,market token,Mara,trade,drop_object,returning,empty,empty,satchel shed,True,True,True,True,True
1864,104,repair_ring,bell gauge,Vale,diagnostic,apologize,repairing,empty,empty,wire bench,True,True,True,True,True
1865,104,riverbend,dry shawl,shared,care,pickup_owned_object,not_requested,empty,dry shawl,avatar inventory,True,True,True,True,True
1866,104,roofward,sun lens,Fay,craft,drop_object,returning,empty,empty,glass stair,True,True,True,True,True
1867,104,archive,ink ribbon,Toma,craft,apologize,repairing,clean cloth,clean cloth,spool room,True,True,True,True,True
1868,104,signal,signal lens,Kesh,craft,offer_help,respectful,mast rope,mast rope,lantern walk,True,True,True,True,True
1869,104,orchard,apple wrap,shared,care,inspect_inventory,observed,empty,empty,mud row,True,True,True,True,True
1870,104,repair_ring,insulated tongs,Juno,repair,turn_left,observed,empty,empty,wire bench,True,True,True,True,True
1871,104,riverbend,ridge lantern,Lio,signal,offer_help,respectful,dry shawl,dry shawl,arrival court,True,True,True,True,True
1872,105,archive,ink ribbon,Toma,craft,listen_memory,respectful,clean cloth,clean cloth,spool room,True,True,True,True,True
1873,105,signal,signal lens,Kesh,craft,move_forward,observed,mast rope,mast rope,lantern walk,True,True,True,True,True
1874,105,orchard,apple wrap,shared,care,turn_right,observed,empty,empty,mud row,True,True,True,True,True
1875,105,repair_ring,insulated tongs,Juno,repair,start_conversation,observed,empty,empty,wire bench,True,True,True,True,True
1876,105,riverbend,ridge lantern,Lio,signal,move_forward,observed,dry shawl,dry shawl,arrival court,True,True,True,True,True
1877,105,roofward,brass hinge,Orr,repair,turn_right,observed,empty,empty,sun sill,True,True,True,True,True
1878,105,archive,clean cloth,shared,care,start_conversation,observed,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
1879,105,signal,mast rope,Milo,repair,pickup_owned_object,deferred,mast rope,mast rope,avatar inventory,True,True,True,True,True
1880,105,orchard,market token,Mara,trade,drop_object,returning,empty,empty,satchel shed,True,True,True,True,True
1881,105,repair_ring,bell gauge,Vale,diagnostic,apologize,repairing,empty,empty,wire bench,True,True,True,True,True
1882,105,riverbend,dry shawl,shared,care,pickup_owned_object,deferred,dry shawl,dry shawl,avatar inventory,True,True,True,True,True
1883,105,roofward,sun lens,Fay,craft,drop_object,returning,empty,empty,glass stair,True,True,True,True,True
1884,105,archive,ink ribbon,Toma,craft,apologize,repairing,clean cloth,clean cloth,spool room,True,True,True,True,True
1885,105,signal,signal lens,Kesh,craft,offer_help,respectful,mast rope,mast rope,lantern walk,True,True,True,True,True
1886,105,orchard,apple wrap,shared,care,inspect_inventory,observed,empty,empty,mud row,True,True,True,True,True
1887,105,repair_ring,insulated tongs,Juno,repair,turn_left,observed,empty,empty,wire bench,True,True,True,True,True
1888,105,riverbend,ridge lantern,Lio,signal,offer_help,respectful,dry shawl,dry shawl,arrival court,True,True,True,True,True
1889,105,roofward,brass hinge,Orr,repair,inspect_inventory,observed,empty,empty,sun sill,True,True,True,True,True
1890,106,signal,signal lens,Kesh,craft,move_forward,observed,mast rope,mast rope,lantern walk,True,True,True,True,True
1891,106,orchard,apple wrap,shared,care,turn_right,observed,empty,empty,mud row,True,True,True,True,True
1892,106,repair_ring,insulated tongs,Juno,repair,start_conversation,observed,empty,empty,wire bench,True,True,True,True,True
1893,106,riverbend,ridge lantern,Lio,signal,move_forward,observed,dry shawl,dry shawl,arrival court,True,True,True,True,True
1894,106,roofward,brass hinge,Orr,repair,turn_right,observed,empty,empty,sun sill,True,True,True,True,True
1895,106,archive,clean cloth,shared,care,start_conversation,observed,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
1896,106,signal,mast rope,Milo,repair,pickup_owned_object,deferred,mast rope,mast rope,avatar inventory,True,True,True,True,True
1897,106,orchard,market token,Mara,trade,drop_object,returning,empty,empty,satchel shed,True,True,True,True,True
1898,106,repair_ring,bell gauge,Vale,diagnostic,apologize,repairing,empty,empty,wire bench,True,True,True,True,True
1899,106,riverbend,dry shawl,shared,care,pickup_owned_object,deferred,dry shawl,dry shawl,avatar inventory,True,True,True,True,True
1900,106,roofward,sun lens,Fay,craft,drop_object,returning,empty,empty,glass stair,True,True,True,True,True
1901,106,archive,ink ribbon,Toma,craft,apologize,repairing,clean cloth,clean cloth,spool room,True,True,True,True,True
1902,106,signal,signal lens,Kesh,craft,offer_help,respectful,mast rope,mast rope,lantern walk,True,True,True,True,True
1903,106,orchard,apple wrap,shared,care,inspect_inventory,observed,empty,empty,mud row,True,True,True,True,True
1904,106,repair_ring,insulated tongs,Juno,repair,turn_left,observed,empty,empty,wire bench,True,True,True,True,True
1905,106,riverbend,ridge lantern,Lio,signal,offer_help,respectful,dry shawl,dry shawl,arrival court,True,True,True,True,True
1906,106,roofward,brass hinge,Orr,repair,inspect_inventory,observed,empty,empty,sun sill,True,True,True,True,True
1907,106,archive,clean cloth,shared,care,turn_left,observed,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
1908,107,orchard,apple wrap,shared,care,turn_right,observed,empty,empty,mud row,True,True,True,True,True
1909,107,repair_ring,insulated tongs,Juno,repair,start_conversation,observed,empty,empty,wire bench,True,True,True,True,True
1910,107,riverbend,ridge lantern,Lio,signal,move_forward,observed,dry shawl,dry shawl,arrival court,True,True,True,True,True
1911,107,roofward,brass hinge,Orr,repair,turn_right,observed,empty,empty,sun sill,True,True,True,True,True
1912,107,archive,clean cloth,shared,care,start_conversation,observed,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
1913,107,signal,mast rope,Milo,repair,pickup_owned_object,deferred,mast rope,mast rope,avatar inventory,True,True,True,True,True
1914,107,orchard,market token,Mara,trade,drop_object,returning,empty,empty,satchel shed,True,True,True,True,True
1915,107,repair_ring,bell gauge,Vale,diagnostic,apologize,repairing,empty,empty,wire bench,True,True,True,True,True
1916,107,riverbend,dry shawl,shared,care,pickup_owned_object,deferred,dry shawl,dry shawl,avatar inventory,True,True,True,True,True
1917,107,roofward,sun lens,Fay,craft,drop_object,returning,empty,empty,glass stair,True,True,True,True,True
1918,107,archive,ink ribbon,Toma,craft,apologize,repairing,clean cloth,clean cloth,spool room,True,True,True,True,True
1919,107,signal,signal lens,Kesh,craft,offer_help,respectful,mast rope,mast rope,lantern walk,True,True,True,True,True
1920,107,orchard,apple wrap,shared,care,inspect_inventory,observed,empty,empty,mud row,True,True,True,True,True
1921,107,repair_ring,insulated tongs,Juno,repair,turn_left,observed,empty,empty,wire bench,True,True,True,True,True
1922,107,riverbend,ridge lantern,Lio,signal,offer_help,respectful,dry shawl,dry shawl,arrival court,True,True,True,True,True
1923,107,roofward,brass hinge,Orr,repair,inspect_inventory,observed,empty,empty,sun sill,True,True,True,True,True
1924,107,archive,clean cloth,shared,care,turn_left,observed,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
1925,107,signal,mast rope,Milo,repair,approach_group,observed,mast rope,mast rope,avatar inventory,True,True,True,True,True
1926,108,repair_ring,insulated tongs,Juno,repair,start_conversation,observed,empty,empty,wire bench,True,True,True,True,True
1927,108,riverbend,ridge lantern,Lio,signal,move_forward,observed,dry shawl,dry shawl,arrival court,True,True,True,True,True
1928,108,roofward,brass hinge,Orr,repair,turn_right,observed,empty,empty,sun sill,True,True,True,True,True
1929,108,archive,clean cloth,shared,care,start_conversation,observed,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
1930,108,signal,mast rope,Milo,repair,pickup_owned_object,not_requested,mast rope,mast rope,avatar inventory,True,True,True,True,True
1931,108,orchard,market token,Mara,trade,drop_object,returning,empty,empty,satchel shed,True,True,True,True,True
1932,108,repair_ring,bell gauge,Vale,diagnostic,apologize,repairing,empty,empty,wire bench,True,True,True,True,True
1933,108,riverbend,dry shawl,shared,care,pickup_owned_object,deferred,dry shawl,dry shawl,avatar inventory,True,True,True,True,True
1934,108,roofward,sun lens,Fay,craft,drop_object,returning,empty,empty,glass stair,True,True,True,True,True
1935,108,archive,ink ribbon,Toma,craft,apologize,repairing,clean cloth,clean cloth,spool room,True,True,True,True,True
1936,108,signal,signal lens,Kesh,craft,offer_help,respectful,mast rope,mast rope,lantern walk,True,True,True,True,True
1937,108,orchard,apple wrap,shared,care,inspect_inventory,observed,empty,empty,mud row,True,True,True,True,True
