tick_id,day,session_id,settlement_id,resident_id,site_id,start_x,start_y,target_x,target_y,distance_before,distance_after,path_nodes,collision_or_boundary,arrived_or_closer,sensory_marker,frequency_hz,flower_phase
1538,86,session-015,lichen_bridge,Sol,rope_bridge,12,3,1,7,15,11,12->3|13->4|14->5|15->5|16->5,clear,True,damp rope,24.52505,0.357175
1539,86,session-015,orchid_engine,Bea,gear_wash,0,5,8,8,11,7,0->5|1->6|2->7|3->7|4->7,wet edge reroute,True,gear oil,26.860464,0.382952
1540,86,session-015,moss_ward,Fay,root_alcove,1,7,9,2,13,9,1->7|2->8|3->9|4->9|5->9,clear,True,root ink,22.209246,0.33973
1541,86,session-015,glass_harbor,Puck,lamp_pier,2,9,3,9,1,0,2->9|3->10,clear,True,lamp oil,23.381,0.355508
1542,86,session-015,cinder_garden,Wren,ash_path,3,0,5,9,11,7,3->0|4->1|5->2|6->2|7->2,clear,True,cool ash,25.913064,0.379286
1543,86,session-015,lichen_bridge,Kio,meal_room,4,2,9,5,8,4,4->2|5->3|6->4|7->4|8->4,clear,True,lichen soup,24.5906,0.371063
1544,86,session-015,orchid_engine,Cai,engine_ring,5,4,4,3,2,0,5->4|6->5|7->6,clear,True,warm iron,26.945,0.396841
1545,86,session-015,moss_ward,Milo,blanket_room,6,6,6,4,2,0,6->6|7->7|8->8,clear,True,warm wool,22.29535,0.353619
1546,86,session-015,glass_harbor,Sera,fog_rail,7,8,11,3,9,5,7->8|8->9|9->10|10->10|11->10,clear,True,cold fog,23.41095,0.369397
1547,86,session-015,cinder_garden,Juno,seed_shelf,8,10,2,5,11,7,8->10|9->11|10->12|11->12|12->12,clear,True,seed oil,25.968614,0.393175
1548,87,session-015,orchid_engine,Bea,orchid_bay,5,10,12,4,13,9,5->10|6->11|7->12|8->12|9->12,clear,True,orchid steam,26.957196,0.408429
1549,87,session-015,moss_ward,Fay,rain_gate,6,1,2,8,11,7,6->1|7->2|8->3|9->3|10->3,clear,True,wet moss,22.311014,0.365206
1550,87,session-015,glass_harbor,Puck,net_room,7,3,7,5,2,0,7->3|8->4|9->5,clear,True,salt fiber,23.48015,0.380984
1551,87,session-015,cinder_garden,Wren,shade_tent,8,5,10,6,3,0,8->5|9->6|10->7|11->7,clear,True,dry shade,26.04095,0.404762
1552,87,session-015,lichen_bridge,Kio,rope_bridge,9,7,1,7,8,4,9->7|10->8|11->9|12->9|13->9,clear,True,damp rope,24.68975,0.39654
1553,87,session-015,orchid_engine,Cai,gear_wash,10,9,8,8,3,0,10->9|11->10|12->11|13->11,clear,True,gear oil,27.04425,0.422317
1554,87,session-015,moss_ward,Milo,root_alcove,11,0,9,2,4,0,11->0|12->1|13->2|14->2|15->2,clear,True,root ink,22.3946,0.379095
1555,87,session-015,glass_harbor,Sera,lamp_pier,12,2,3,9,16,12,12->2|13->3|14->4|15->4|16->4,clear,True,lamp oil,23.50145,0.394873
1556,87,session-015,cinder_garden,Juno,ash_path,0,4,5,9,10,6,0->4|1->5|2->6|3->6|4->6,clear,True,cool ash,26.0695,0.418651
1557,87,session-015,lichen_bridge,Luma,meal_room,1,6,9,5,9,5,1->6|2->7|3->8|4->8|5->8,clear,True,lichen soup,24.74285,0.410429
1558,87,session-015,orchid_engine,Dax,engine_ring,2,8,4,3,7,3,2->8|3->9|4->10|5->10|6->10,wet edge reroute,True,warm iron,27.079164,0.436206
1559,87,session-015,moss_ward,Tala,blanket_room,3,10,6,4,9,5,3->10|4->11|5->12|6->12|7->12,clear,True,warm wool,22.42385,0.392984
1560,87,session-015,glass_harbor,Nia,fog_rail,4,1,11,3,9,5,4->1|5->2|6->3|7->3|8->3,clear,True,cold fog,23.56535,0.408762
1561,87,session-015,cinder_garden,Pax,seed_shelf,5,3,2,5,5,1,5->3|6->4|7->5|8->5|9->5,clear,True,seed oil,26.14305,0.43254
1562,87,session-015,lichen_bridge,Rin,signal_post,6,5,6,10,5,1,6->5|7->6|8->7|9->7|10->7,clear,True,bell hum,24.81335,0.424317
1563,87,session-015,orchid_engine,Eli,orchid_bay,7,7,12,4,8,4,7->7|8->8|9->9|10->9|11->9,clear,True,orchid steam,27.1309,0.450095
1564,87,session-015,moss_ward,Ari,rain_gate,8,9,2,8,7,3,8->9|9->10|10->11|11->11|12->11,clear,True,wet moss,22.485114,0.406873
1565,87,session-015,glass_harbor,Oren,net_room,9,0,7,5,7,3,9->0|10->1|11->2|12->2|13->2,clear,True,salt fiber,23.627114,0.422651
1566,88,session-015,lichen_bridge,Luma,rope_bridge,6,0,1,7,12,8,6->0|7->1|8->2|9->2|10->2,clear,True,damp rope,24.837,0.435905
1567,88,session-015,orchid_engine,Dax,gear_wash,7,2,8,8,7,3,7->2|8->3|9->4|10->4|11->4,clear,True,gear oil,27.178414,0.461683
1568,88,session-015,moss_ward,Tala,root_alcove,8,4,9,2,3,0,8->4|9->5|10->6|11->6,clear,True,root ink,22.548,0.41846
1569,88,session-015,glass_harbor,Nia,lamp_pier,9,6,3,9,9,5,9->6|10->7|11->8|12->8|13->8,clear,True,lamp oil,23.6646,0.434238
1570,88,session-015,cinder_garden,Pax,ash_path,10,8,5,9,6,2,10->8|11->9|12->10|13->10|14->10,clear,True,cool ash,26.2362,0.458016
1571,88,session-015,lichen_bridge,Rin,meal_room,11,10,9,5,7,3,11->10|12->11|13->12|14->12|15->12,clear,True,lichen soup,24.902314,0.449794
1572,88,session-015,orchid_engine,Eli,engine_ring,12,1,4,3,10,6,12->1|13->2|14->3|15->3|16->3,clear,True,warm iron,27.22555,0.475571
1573,88,session-015,moss_ward,Ari,blanket_room,0,3,6,4,7,3,0->3|1->4|2->5|3->5|4->5,clear,True,warm wool,22.584364,0.432349
1574,88,session-015,glass_harbor,Oren,fog_rail,1,5,11,3,12,8,1->5|2->6|3->7|4->7|5->7,clear,True,cold fog,23.71555,0.448127
1575,88,session-015,cinder_garden,Vale,seed_shelf,2,7,2,5,2,0,2->7|3->8|4->9,clear,True,seed oil,26.3057,0.471905
1576,88,session-015,lichen_bridge,Sol,signal_post,3,9,6,10,4,0,3->9|4->10|5->11|6->11|7->11,clear,True,bell hum,24.9763,0.463683
1577,88,session-015,orchid_engine,Bea,orchid_bay,4,0,12,4,12,8,4->0|5->1|6->2|7->2|8->2,wet edge reroute,True,orchid steam,27.2776,0.48946
1578,88,session-015,moss_ward,Fay,rain_gate,5,2,2,8,9,5,5->2|6->3|7->4|8->4|9->4,clear,True,wet moss,22.6339,0.446238
1579,88,session-015,glass_harbor,Puck,net_room,6,4,7,5,2,0,6->4|7->5|8->6,clear,True,salt fiber,23.7994,0.462016
1580,88,session-015,cinder_garden,Wren,shade_tent,7,6,10,6,3,0,7->6|8->7|9->8|10->8,clear,True,dry shade,26.3601,0.485794
1581,88,session-015,lichen_bridge,Kio,rope_bridge,8,8,1,7,8,4,8->8|9->9|10->10|11->10|12->10,clear,True,damp rope,25.009,0.477571
1582,88,session-015,orchid_engine,Cai,gear_wash,9,10,8,8,3,0,9->10|10->11|11->12|12->12,clear,True,gear oil,27.3634,0.503349
1583,88,session-015,moss_ward,Milo,root_alcove,10,1,9,2,2,0,10->1|11->2|12->3,clear,True,root ink,22.71385,0.460127
1584,89,session-015,cinder_garden,Vale,ash_path,7,1,5,9,10,6,7->1|8->2|9->3|10->3|11->3,clear,True,cool ash,26.37785,0.497381
1585,89,session-015,lichen_bridge,Sol,meal_room,8,3,9,5,3,0,8->3|9->4|10->5|11->5,clear,True,lichen soup,25.07555,0.489159
1586,89,session-015,orchid_engine,Bea,engine_ring,9,5,4,3,7,3,9->5|10->6|11->7|12->7|13->7,clear,True,warm iron,27.387564,0.514937
1587,89,session-015,moss_ward,Fay,blanket_room,10,7,6,4,7,3,10->7|11->8|12->9|13->9|14->9,clear,True,warm wool,22.738864,0.471714
1588,89,session-015,glass_harbor,Puck,fog_rail,11,9,11,3,6,2,11->9|12->10|13->11|14->11|15->11,clear,True,cold fog,23.88365,0.487492
1589,89,session-015,cinder_garden,Wren,seed_shelf,12,0,2,5,15,11,12->0|13->1|14->2|15->2|16->2,clear,True,seed oil,26.42635,0.51127
1590,89,session-015,lichen_bridge,Kio,signal_post,0,2,6,10,14,10,0->2|1->3|2->4|3->4|4->4,clear,True,bell hum,25.098507,0.503048
1591,89,session-015,orchid_engine,Cai,orchid_bay,1,4,12,4,11,7,1->4|2->5|3->6|4->6|5->6,clear,True,orchid steam,27.434014,0.528825
1592,89,session-015,moss_ward,Milo,rain_gate,2,6,2,8,2,0,2->6|3->7|4->8,clear,True,wet moss,22.813,0.485603
1593,89,session-015,glass_harbor,Sera,net_room,3,8,7,5,7,3,3->8|4->9|5->10|6->10|7->10,clear,True,salt fiber,23.934164,0.501381
1594,89,session-015,cinder_garden,Juno,shade_tent,4,10,10,6,10,6,4->10|5->11|6->12|7->12|8->12,clear,True,dry shade,26.48775,0.525159
1595,89,session-015,lichen_bridge,Luma,rope_bridge,5,1,1,7,10,6,5->1|6->2|7->3|8->3|9->3,clear,True,damp rope,25.15925,0.516937
1596,89,session-015,orchid_engine,Dax,gear_wash,6,3,8,8,7,3,6->3|7->4|8->5|9->5|10->5,wet edge reroute,True,gear oil,27.497564,0.542714
1597,89,session-015,moss_ward,Tala,root_alcove,7,5,9,2,5,1,7->5|8->6|9->7|10->7|11->7,clear,True,root ink,22.85825,0.499492
1598,89,session-015,glass_harbor,Nia,lamp_pier,8,7,3,9,7,3,8->7|9->8|10->9|11->9|12->9,clear,True,lamp oil,23.989464,0.51527
1599,89,session-015,cinder_garden,Pax,ash_path,9,9,5,9,4,0,9->9|10->10|11->11|12->11|13->11,clear,True,cool ash,26.57045,0.539048
1600,89,session-015,lichen_bridge,Rin,meal_room,10,0,9,5,6,2,10->0|11->1|12->2|13->2|14->2,clear,True,lichen soup,25.22575,0.530825
1601,89,session-015,orchid_engine,Eli,engine_ring,11,2,4,3,8,4,11->2|12->3|13->4|14->4|15->4,clear,True,warm iron,27.5493,0.556603
1602,90,session-015,glass_harbor,Sera,fog_rail,8,2,11,3,4,0,8->2|9->3|10->4|11->4|12->4,clear,True,cold fog,24.0526,0.526857
1603,90,session-015,cinder_garden,Juno,seed_shelf,9,4,2,5,8,4,9->4|10->5|11->6|12->6|13->6,clear,True,seed oil,26.5915,0.550635
1604,90,session-015,lichen_bridge,Luma,signal_post,10,6,6,10,8,4,10->6|11->7|12->8|13->8|14->8,clear,True,bell hum,25.263,0.542413
1605,90,session-015,orchid_engine,Dax,orchid_bay,11,8,12,4,5,1,11->8|12->9|13->10|14->10|15->10,clear,True,orchid steam,27.6071,0.56819
1606,90,session-015,moss_ward,Tala,rain_gate,12,10,2,8,12,8,12->10|13->11|14->12|15->12|16->12,clear,True,wet moss,22.9364,0.524968
1607,90,session-015,glass_harbor,Nia,net_room,0,1,7,5,11,7,0->1|1->2|2->3|3->3|4->3,clear,True,salt fiber,24.079364,0.540746
1608,90,session-015,cinder_garden,Pax,shade_tent,1,3,10,6,12,8,1->3|2->4|3->5|4->5|5->5,clear,True,dry shade,26.6396,0.564524
1609,90,session-015,lichen_bridge,Rin,rope_bridge,2,5,1,7,3,0,2->5|3->6|4->7|5->7,clear,True,damp rope,25.34,0.556302
1610,90,session-015,orchid_engine,Eli,gear_wash,3,7,8,8,6,2,3->7|4->8|5->9|6->9|7->9,clear,True,gear oil,27.65595,0.582079
1611,90,session-015,moss_ward,Ari,root_alcove,4,9,9,2,12,8,4->9|5->10|6->11|7->11|8->11,clear,True,root ink,22.9918,0.538857
1612,90,session-015,glass_harbor,Oren,lamp_pier,5,0,3,9,11,7,5->0|6->1|7->2|8->2|9->2,clear,True,lamp oil,24.135164,0.554635
1613,90,session-015,cinder_garden,Vale,ash_path,6,2,5,9,8,4,6->2|7->3|8->4|9->4|10->4,clear,True,cool ash,26.7016,0.578413
1614,90,session-015,lichen_bridge,Sol,meal_room,7,4,9,5,3,0,7->4|8->5|9->6|10->6,clear,True,lichen soup,25.3947,0.57019
1615,90,session-015,orchid_engine,Bea,engine_ring,8,6,4,3,7,3,8->6|9->7|10->8|11->8|12->8,wet edge reroute,True,warm iron,27.706814,0.595968
1616,90,session-015,moss_ward,Fay,blanket_room,9,8,6,4,7,3,9->8|10->9|11->10|12->10|13->10,clear,True,warm wool,23.058014,0.552746
1617,90,session-015,glass_harbor,Puck,fog_rail,10,10,11,3,8,4,10->10|11->11|12->12|13->12|14->12,clear,True,cold fog,24.1954,0.568524
1618,90,session-015,cinder_garden,Wren,seed_shelf,11,1,2,5,13,9,11->1|12->2|13->3|14->3|15->3,clear,True,seed oil,26.747446,0.592302
1619,90,session-015,lichen_bridge,Kio,signal_post,12,3,6,10,13,9,12->3|13->4|14->5|15->5|16->5,clear,True,bell hum,25.418746,0.584079
1620,91,session-016,moss_ward,Ari,rain_gate,9,3,2,8,12,8,9->3|10->4|11->5|12->5|13->5,clear,True,wet moss,23.09105,0.564333
1621,91,session-016,glass_harbor,Oren,net_room,10,5,7,5,3,0,10->5|11->6|12->7|13->7,clear,True,salt fiber,24.26305,0.580111
1622,91,session-016,cinder_garden,Vale,shade_tent,11,7,10,6,2,0,11->7|12->8|13->9,clear,True,dry shade,26.82335,0.603889
1623,91,session-016,lichen_bridge,Sol,rope_bridge,12,9,1,7,13,9,12->9|13->10|14->11|15->11|16->11,clear,True,damp rope,25.462796,0.595667
1624,91,session-016,orchid_engine,Bea,gear_wash,0,0,8,8,16,12,0->0|1->1|2->2|3->2|4->2,clear,True,gear oil,27.7915,0.621444
1625,91,session-016,moss_ward,Fay,root_alcove,1,2,9,2,8,4,1->2|2->3|3->4|4->4|5->4,clear,True,root ink,23.15405,0.578222
1626,91,session-016,glass_harbor,Puck,lamp_pier,2,4,3,9,6,2,2->4|3->5|4->6|5->6|6->6,clear,True,lamp oil,24.30205,0.594
1627,91,session-016,cinder_garden,Wren,ash_path,3,6,5,9,5,1,3->6|4->7|5->8|6->8|7->8,clear,True,cool ash,26.86885,0.617778
1628,91,session-016,lichen_bridge,Kio,meal_room,4,8,9,5,8,4,4->8|5->9|6->10|7->10|8->10,clear,True,lichen soup,25.52665,0.609556
1629,91,session-016,orchid_engine,Cai,engine_ring,5,10,4,3,8,4,5->10|6->11|7->12|8->12|9->12,clear,True,warm iron,27.8584,0.635333
1630,91,session-016,moss_ward,Milo,blanket_room,6,1,6,4,3,0,6->1|7->2|8->3|9->3,clear,True,warm wool,23.23125,0.592111
1631,91,session-016,glass_harbor,Sera,fog_rail,7,3,11,3,4,0,7->3|8->4|9->5|10->5|11->5,clear,True,cold fog,24.37185,0.607889
1632,91,session-016,cinder_garden,Juno,seed_shelf,8,5,2,5,6,2,8->5|9->6|10->7|11->7|12->7,clear,True,seed oil,26.91815,0.631667
1633,91,session-016,lichen_bridge,Luma,signal_post,9,7,6,10,6,2,9->7|10->8|11->9|12->9|13->9,clear,True,bell hum,25.58975,0.623444
1634,91,session-016,orchid_engine,Dax,orchid_bay,10,9,12,4,7,3,10->9|11->10|12->11|13->11|14->11,wet edge reroute,True,orchid steam,27.915964,0.649222
1635,91,session-016,moss_ward,Tala,rain_gate,11,0,2,8,17,13,11->0|12->1|13->2|14->2|15->2,clear,True,wet moss,23.251238,0.606
1636,91,session-016,glass_harbor,Nia,net_room,12,2,7,5,8,4,12->2|13->3|14->4|15->4|16->4,clear,True,salt fiber,24.40475,0.621778
1637,91,session-016,cinder_garden,Pax,shade_tent,0,4,10,6,12,8,0->4|1->5|2->6|3->6|4->6,clear,True,dry shade,26.95885,0.645556
1638,92,session-016,orchid_engine,Cai,gear_wash,10,4,8,8,6,2,10->4|11->5|12->6|13->6|14->6,clear,True,gear oil,27.96505,0.66081
1639,92,session-016,moss_ward,Milo,root_alcove,11,6,9,2,6,2,11->6|12->7|13->8|14->8|15->8,clear,True,root ink,23.3155,0.617587
1640,92,session-016,glass_harbor,Sera,lamp_pier,12,8,3,9,10,6,12->8|13->9|14->10|15->10|16->10,clear,True,lamp oil,24.444,0.633365
1641,92,session-016,cinder_garden,Juno,ash_path,0,10,5,9,6,2,0->10|1->11|2->12|3->12|4->12,clear,True,cool ash,27.0174,0.657143
1642,92,session-016,lichen_bridge,Luma,meal_room,1,1,9,5,12,8,1->1|2->2|3->3|4->3|5->3,clear,True,lichen soup,25.6739,0.648921
1643,92,session-016,orchid_engine,Dax,engine_ring,2,3,4,3,2,0,2->3|3->4|4->5,clear,True,warm iron,28.0345,0.674698
1644,92,session-016,moss_ward,Tala,blanket_room,3,5,6,4,4,0,3->5|4->6|5->7|6->7|7->7,clear,True,warm wool,23.3849,0.631476
1645,92,session-016,glass_harbor,Nia,fog_rail,4,7,11,3,11,7,4->7|5->8|6->9|7->9|8->9,clear,True,cold fog,24.497864,0.647254
1646,92,session-016,cinder_garden,Pax,seed_shelf,5,9,2,5,7,3,5->9|6->10|7->11|8->11|9->11,clear,True,seed oil,27.068814,0.671032
1647,92,session-016,lichen_bridge,Rin,signal_post,6,0,6,10,10,6,6->0|7->1|8->2|9->2|10->2,clear,True,bell hum,25.73115,0.66281
1648,92,session-016,orchid_engine,Eli,orchid_bay,7,2,12,4,7,3,7->2|8->3|9->4|10->4|11->4,clear,True,orchid steam,28.069914,0.688587
1649,92,session-016,moss_ward,Ari,rain_gate,8,4,2,8,10,6,8->4|9->5|10->6|11->6|12->6,clear,True,wet moss,23.4133,0.645365
1650,92,session-016,glass_harbor,Oren,net_room,9,6,7,5,3,0,9->6|10->7|11->8|12->8,clear,True,salt fiber,24.5822,0.661143
1651,92,session-016,cinder_garden,Vale,shade_tent,10,8,10,6,2,0,10->8|11->9|12->10,clear,True,dry shade,27.1426,0.684921
1652,92,session-016,lichen_bridge,Sol,rope_bridge,11,10,1,7,13,9,11->10|12->11|13->12|14->12|15->12,clear,True,damp rope,25.782046,0.676698
1653,92,session-016,orchid_engine,Bea,gear_wash,12,1,8,8,11,7,12->1|13->2|14->3|15->3|16->3,wet edge reroute,True,gear oil,28.115864,0.702476
1654,92,session-016,moss_ward,Fay,root_alcove,0,3,9,2,10,6,0->3|1->4|2->5|3->5|4->5,clear,True,root ink,23.4687,0.659254
1655,92,session-016,glass_harbor,Puck,lamp_pier,1,5,3,9,6,2,1->5|2->6|3->7|4->7|5->7,clear,True,lamp oil,24.6213,0.675032
1656,93,session-016,lichen_bridge,Rin,meal_room,11,5,9,5,2,0,11->5|12->6|13->7,clear,True,lichen soup,25.8574,0.688286
1657,93,session-016,orchid_engine,Eli,engine_ring,12,7,4,3,12,8,12->7|13->8|14->9|15->9|16->9,clear,True,warm iron,28.15845,0.714063
1658,93,session-016,moss_ward,Ari,blanket_room,0,9,6,4,11,7,0->9|1->10|2->11|3->11|4->11,clear,True,warm wool,23.510914,0.670841
1659,93,session-016,glass_harbor,Oren,fog_rail,1,0,11,3,13,9,1->0|2->1|3->2|4->2|5->2,clear,True,cold fog,24.650296,0.686619
1660,93,session-016,cinder_garden,Vale,seed_shelf,2,2,2,5,3,0,2->2|3->3|4->4|5->4,clear,True,seed oil,27.24175,0.710397
1661,93,session-016,lichen_bridge,Sol,signal_post,3,4,6,10,9,5,3->4|4->5|5->6|6->6|7->6,clear,True,bell hum,25.88745,0.702175
1662,93,session-016,orchid_engine,Bea,orchid_bay,4,6,12,4,10,6,4->6|5->7|6->8|7->8|8->8,clear,True,orchid steam,28.21675,0.727952
1663,93,session-016,moss_ward,Fay,rain_gate,5,8,2,8,3,0,5->8|6->9|7->10|8->10,clear,True,wet moss,23.59495,0.68473
1664,93,session-016,glass_harbor,Puck,net_room,6,10,7,5,6,2,6->10|7->11|8->12|9->12|10->12,clear,True,salt fiber,24.72045,0.700508
1665,93,session-016,cinder_garden,Wren,shade_tent,7,1,10,6,8,4,7->1|8->2|9->3|10->3|11->3,clear,True,dry shade,27.2735,0.724286
1666,93,session-016,lichen_bridge,Kio,rope_bridge,8,3,1,7,11,7,8->3|9->4|10->5|11->5|12->5,clear,True,damp rope,25.938764,0.716063
1667,93,session-016,orchid_engine,Cai,gear_wash,9,5,8,8,4,0,9->5|10->6|11->7|12->7|13->7,clear,True,gear oil,28.2993,0.741841
1668,93,session-016,moss_ward,Milo,root_alcove,10,7,9,2,6,2,10->7|11->8|12->9|13->9|14->9,clear,True,root ink,23.63465,0.698619
1669,93,session-016,glass_harbor,Sera,lamp_pier,11,9,3,9,8,4,11->9|12->10|13->11|14->11|15->11,clear,True,lamp oil,24.76775,0.714397
1670,93,session-016,cinder_garden,Juno,ash_path,12,0,5,9,16,12,12->0|13->1|14->2|15->2|16->2,clear,True,cool ash,27.3178,0.738175
1671,93,session-016,lichen_bridge,Luma,meal_room,0,2,9,5,12,8,0->2|1->3|2->4|3->4|4->4,clear,True,lichen soup,25.99315,0.729952
1672,93,session-016,orchid_engine,Dax,engine_ring,1,4,4,3,4,0,1->4|2->5|3->6|4->6|5->6,wet edge reroute,True,warm iron,28.35365,0.75573
1673,93,session-016,moss_ward,Tala,blanket_room,2,6,6,4,6,2,2->6|3->7|4->8|5->8|6->8,clear,True,warm wool,23.68915,0.712508
1674,94,session-016,cinder_garden,Wren,seed_shelf,12,6,2,5,11,7,12->6|13->7|14->8|15->8|16->8,clear,True,seed oil,27.366514,0.749762
1675,94,session-016,lichen_bridge,Kio,signal_post,0,8,6,10,8,4,0->8|1->9|2->10|3->10|4->10,clear,True,bell hum,26.04415,0.74154
1676,94,session-016,orchid_engine,Cai,orchid_bay,1,10,12,4,17,13,1->10|2->11|3->12|4->12|5->12,clear,True,orchid steam,28.364038,0.767317
1677,94,session-016,moss_ward,Milo,rain_gate,2,1,2,8,7,3,2->1|3->2|4->3|5->3|6->3,clear,True,wet moss,23.729614,0.724095
1678,94,session-016,glass_harbor,Sera,net_room,3,3,7,5,6,2,3->3|4->4|5->5|6->5|7->5,clear,True,salt fiber,24.8744,0.739873
1679,94,session-016,cinder_garden,Juno,shade_tent,4,5,10,6,7,3,4->5|5->6|6->7|7->7|8->7,clear,True,dry shade,27.431514,0.763651
1680,94,session-016,lichen_bridge,Luma,rope_bridge,5,7,1,7,4,0,5->7|6->8|7->9|8->9|9->9,clear,True,damp rope,26.1224,0.755429
1681,94,session-016,orchid_engine,Dax,gear_wash,6,9,8,8,3,0,6->9|7->10|8->11|9->11,clear,True,gear oil,28.4529,0.781206
1682,94,session-016,moss_ward,Tala,root_alcove,7,0,9,2,4,0,7->0|8->1|9->2|10->2|11->2,clear,True,root ink,23.8033,0.737984
1683,94,session-016,glass_harbor,Nia,lamp_pier,8,2,3,9,12,8,8->2|9->3|10->4|11->4|12->4,clear,True,lamp oil,24.91475,0.753762
1684,94,session-016,cinder_garden,Pax,ash_path,9,4,5,9,9,5,9->4|10->5|11->6|12->6|13->6,clear,True,cool ash,27.48135,0.77754
1685,94,session-016,lichen_bridge,Rin,meal_room,10,6,9,5,2,0,10->6|11->7|12->8,clear,True,lichen soup,26.17665,0.769317
1686,94,session-016,orchid_engine,Eli,engine_ring,11,8,4,3,12,8,11->8|12->9|13->10|14->10|15->10,clear,True,warm iron,28.4777,0.795095
1687,94,session-016,moss_ward,Ari,blanket_room,12,10,6,4,12,8,12->10|13->11|14->12|15->12|16->12,clear,True,warm wool,23.8288,0.751873
1688,94,session-016,glass_harbor,Oren,fog_rail,0,1,11,3,13,9,0->1|1->2|2->3|3->3|4->3,clear,True,cold fog,24.969346,0.767651
1689,94,session-016,cinder_garden,Vale,seed_shelf,1,3,2,5,3,0,1->3|2->4|3->5|4->5,clear,True,seed oil,27.561,0.791429
1690,94,session-016,lichen_bridge,Sol,signal_post,2,5,6,10,9,5,2->5|3->6|4->7|5->7|6->7,clear,True,bell hum,26.2066,0.783206
1691,94,session-016,orchid_engine,Bea,orchid_bay,3,7,12,4,12,8,3->7|4->8|5->9|6->9|7->9,wet edge reroute,True,orchid steam,28.533,0.808984
1692,95,session-016,glass_harbor,Nia,net_room,0,7,7,5,9,5,0->7|1->8|2->9|3->9|4->9,clear,True,salt fiber,25.019,0.779238
1693,95,session-016,cinder_garden,Pax,shade_tent,1,9,10,6,12,8,1->9|2->10|3->11|4->11|5->11,clear,True,dry shade,27.5755,0.803016
1694,95,session-016,lichen_bridge,Rin,rope_bridge,2,0,1,7,8,4,2->0|3->1|4->2|5->2|6->2,clear,True,damp rope,26.2533,0.794794
1695,95,session-016,orchid_engine,Eli,gear_wash,3,2,8,8,11,7,3->2|4->3|5->4|6->4|7->4,clear,True,gear oil,28.578314,0.820571
1696,95,session-016,moss_ward,Ari,root_alcove,4,4,9,2,7,3,4->4|5->5|6->6|7->6|8->6,clear,True,root ink,23.938764,0.777349
1697,95,session-016,glass_harbor,Oren,lamp_pier,5,6,3,9,5,1,5->6|6->7|7->8|8->8|9->8,clear,True,lamp oil,25.0905,0.793127
1698,95,session-016,cinder_garden,Vale,ash_path,6,8,5,9,2,0,6->8|7->9|8->10,clear,True,cool ash,27.66015,0.816905
1699,95,session-016,lichen_bridge,Sol,meal_room,7,10,9,5,7,3,7->10|8->11|9->12|10->12|11->12,clear,True,lichen soup,26.311564,0.808683
1700,95,session-016,orchid_engine,Bea,engine_ring,8,1,4,3,6,2,8->1|9->2|10->3|11->3|12->3,clear,True,warm iron,28.64725,0.83446
1701,95,session-016,moss_ward,Fay,blanket_room,9,3,6,4,4,0,9->3|10->4|11->5|12->5|13->5,clear,True,warm wool,24.0131,0.791238
1702,95,session-016,glass_harbor,Puck,fog_rail,10,5,11,3,3,0,10->5|11->6|12->7|13->7,clear,True,cold fog,25.1537,0.807016
1703,95,session-016,cinder_garden,Wren,seed_shelf,11,7,2,5,11,7,11->7|12->8|13->9|14->9|15->9,clear,True,seed oil,27.685764,0.830794
1704,95,session-016,lichen_bridge,Kio,signal_post,12,9,6,10,7,3,12->9|13->10|14->11|15->11|16->11,clear,True,bell hum,26.366514,0.822571
1705,95,session-016,orchid_engine,Cai,orchid_bay,0,0,12,4,16,12,0->0|1->1|2->2|3->2|4->2,clear,True,orchid steam,28.68375,0.848349
1706,95,session-016,moss_ward,Milo,rain_gate,1,2,2,8,7,3,1->2|2->3|3->4|4->4|5->4,clear,True,wet moss,24.048764,0.805127
1707,95,session-016,glass_harbor,Sera,net_room,2,4,7,5,6,2,2->4|3->5|4->6|5->6|6->6,clear,True,salt fiber,25.19365,0.820905
1708,95,session-016,cinder_garden,Juno,shade_tent,3,6,10,6,7,3,3->6|4->7|5->8|6->8|7->8,clear,True,dry shade,27.750664,0.844683
1709,95,session-016,lichen_bridge,Luma,rope_bridge,4,8,1,7,4,0,4->8|5->9|6->10|7->10|8->10,clear,True,damp rope,26.4415,0.83646
1710,96,session-016,moss_ward,Fay,root_alcove,1,8,9,2,14,10,1->8|2->9|3->10|4->10|5->10,wet edge reroute,True,root ink,24.080107,0.816714
1711,96,session-016,glass_harbor,Puck,lamp_pier,2,10,3,9,2,0,2->10|3->11|4->12,clear,True,lamp oil,25.25295,0.832492
1712,96,session-016,cinder_garden,Wren,ash_path,3,1,5,9,10,6,3->1|4->2|5->3|6->3|7->3,clear,True,cool ash,27.78665,0.85627
1713,96,session-016,lichen_bridge,Kio,meal_room,4,3,9,5,7,3,4->3|5->4|6->5|7->5|8->5,clear,True,lichen soup,26.465764,0.848048
1714,96,session-016,orchid_engine,Cai,engine_ring,5,5,4,3,3,0,5->5|6->6|7->7|8->7,clear,True,warm iron,28.8165,0.873825
1715,96,session-016,moss_ward,Milo,blanket_room,6,7,6,4,3,0,6->7|7->8|8->9|9->9,clear,True,warm wool,24.1673,0.830603
1716,96,session-016,glass_harbor,Sera,fog_rail,7,9,11,3,10,6,7->9|8->10|9->11|10->11|11->11,clear,True,cold fog,25.2808,0.846381
1717,96,session-016,cinder_garden,Juno,seed_shelf,8,0,2,5,11,7,8->0|9->1|10->2|11->2|12->2,clear,True,seed oil,27.840564,0.870159
