tick_id,day,settlement_id,snapshot_key,reload_index,absence_negotiation_count,mediation_count,default_count,forgiveness_count,avatar_choice_count,checksum,restored_negotiations_visible,restored_mediation_visible,restored_defaults_visible,restored_forgiveness_visible,restored_choices_visible,replay_exportable
3404,190,riverbend,ssrm.v47.snapshot.riverbend.190.2,72,568,283,462,217,418,v47-386191,True,True,True,True,True,True
3419,190,signal,ssrm.v47.snapshot.signal.190.17,73,570,285,458,242,418,v47-244868,True,True,True,True,True,True
3420,191,repair_ring,ssrm.v47.snapshot.repair_ring.191.0,79,571,286,461,244,420,v47-494173,True,True,True,True,True,True
3437,191,orchard,ssrm.v47.snapshot.orchard.191.17,80,573,285,463,212,420,v47-291620,True,True,True,True,True,True
3438,192,riverbend,ssrm.v47.snapshot.riverbend.192.0,73,574,286,466,220,422,v47-382910,True,True,True,True,True,True
3441,192,signal,ssrm.v47.snapshot.signal.192.3,74,574,288,462,244,420,v47-216024,True,True,True,True,True,True
3455,192,repair_ring,ssrm.v47.snapshot.repair_ring.192.17,80,576,288,465,247,424,v47-530696,True,True,True,True,True,True
3456,193,roofward,ssrm.v47.snapshot.roofward.193.0,81,577,289,465,239,421,v47-341059,True,True,True,True,True,True
3473,193,riverbend,ssrm.v47.snapshot.riverbend.193.17,74,579,288,470,221,425,v47-417565,True,True,True,True,True,True
3474,194,archive,ssrm.v47.snapshot.archive.194.0,81,580,289,469,221,427,v47-270993,True,True,True,True,True,True
3478,194,riverbend,ssrm.v47.snapshot.riverbend.194.4,75,580,289,471,221,425,v47-387110,True,True,True,True,True,True
3491,194,roofward,ssrm.v47.snapshot.roofward.194.17,82,582,291,470,241,425,v47-362904,True,True,True,True,True,True
3492,195,signal,ssrm.v47.snapshot.signal.195.0,75,583,292,469,246,425,v47-221392,True,True,True,True,True,True
3509,195,archive,ssrm.v47.snapshot.archive.195.17,82,585,291,474,223,431,v47-297492,True,True,True,True,True,True
3510,196,orchard,ssrm.v47.snapshot.orchard.196.0,81,586,292,472,218,430,v47-269224,True,True,True,True,True,True
3515,196,signal,ssrm.v47.snapshot.signal.196.5,76,586,294,470,247,428,v47-225539,True,True,True,True,True,True
3527,196,signal,ssrm.v47.snapshot.signal.196.17,77,588,294,472,247,429,v47-256397,True,True,True,True,True,True
3528,197,repair_ring,ssrm.v47.snapshot.repair_ring.197.0,81,589,295,478,254,434,v47-505935,True,True,True,True,True,True
3545,197,orchard,ssrm.v47.snapshot.orchard.197.17,82,591,294,477,221,434,v47-301134,True,True,True,True,True,True
3546,198,riverbend,ssrm.v47.snapshot.riverbend.198.0,76,592,295,483,224,432,v47-389745,True,True,True,True,True,True
3552,198,riverbend,ssrm.v47.snapshot.riverbend.198.6,77,593,296,484,225,433,v47-396063,True,True,True,True,True,True
3563,198,repair_ring,ssrm.v47.snapshot.repair_ring.198.17,82,594,297,483,255,437,v47-536503,True,True,True,True,True,True
3564,199,roofward,ssrm.v47.snapshot.roofward.199.0,83,595,298,478,248,435,v47-350045,True,True,True,True,True,True
3581,199,riverbend,ssrm.v47.snapshot.riverbend.199.17,78,597,297,487,225,436,v47-430300,True,True,True,True,True,True
3582,200,archive,ssrm.v47.snapshot.archive.200.0,83,598,298,485,230,441,v47-267338,True,True,True,True,True,True
3589,200,signal,ssrm.v47.snapshot.signal.200.7,78,599,300,483,250,437,v47-215085,True,True,True,True,True,True
3599,200,roofward,ssrm.v47.snapshot.roofward.200.17,84,600,300,481,250,439,v47-352026,True,True,True,True,True,True
3600,201,signal,ssrm.v47.snapshot.signal.201.0,79,601,301,485,251,439,v47-207332,True,True,True,True,True,True
3617,201,archive,ssrm.v47.snapshot.archive.201.17,84,603,300,490,231,444,v47-283418,True,True,True,True,True,True
3618,202,orchard,ssrm.v47.snapshot.orchard.202.0,83,604,301,490,227,444,v47-257309,True,True,True,True,True,True
3626,202,riverbend,ssrm.v47.snapshot.riverbend.202.8,79,605,302,489,227,442,v47-385136,True,True,True,True,True,True
3635,202,signal,ssrm.v47.snapshot.signal.202.17,80,606,303,490,253,443,v47-233844,True,True,True,True,True,True
3636,203,repair_ring,ssrm.v47.snapshot.repair_ring.203.0,83,607,304,490,259,444,v47-491232,True,True,True,True,True,True
3653,203,orchard,ssrm.v47.snapshot.orchard.203.17,84,609,303,494,229,448,v47-297714,True,True,True,True,True,True
3654,204,riverbend,ssrm.v47.snapshot.riverbend.204.0,80,610,304,494,228,446,v47-377350,True,True,True,True,True,True
3663,204,signal,ssrm.v47.snapshot.signal.204.9,81,611,306,492,255,447,v47-213590,True,True,True,True,True,True
3671,204,repair_ring,ssrm.v47.snapshot.repair_ring.204.17,84,612,306,493,260,448,v47-521218,True,True,True,True,True,True
