tick_id,day,settlement_id,resident_id,room_id,schedule_phase,avatar_action,dialect_memory_used,body_state_referenced,object_context_referenced,interaction_visible,private_workspace_hidden
730,61,riverbend,Lio,arrival court,night memory,wait_for_schedule,True,False,False,True,True
731,61,roofward,Fay,warm lane,night memory,warm_up,True,True,False,True,True
732,62,archive,Nia,arrival court,morning work,move_north,True,False,False,True,True
733,62,signal,Ren,arrival court,morning work,inspect_object,True,False,True,True,True
734,62,orchard,Ivo,arrival court,morning work,place_object,True,False,True,True,True
735,62,repair_ring,Pax,spark lane,midday exchange,ask_dialect_memory,True,False,True,True,True
736,62,riverbend,Ari,arrival court,midday exchange,inspect_object,True,False,True,True,True
737,62,roofward,Sera,ledger loft,midday exchange,place_object,True,False,True,True,True
738,62,archive,Nia,arrival court,evening repair,ask_dialect_memory,True,False,False,True,True
739,62,signal,Ren,arrival court,evening repair,rest,True,True,False,True,True
740,62,orchard,Ivo,arrival court,evening repair,dry_off,True,True,False,True,True
741,62,repair_ring,Pax,arrival court,night memory,move_north,True,False,False,True,True
742,62,riverbend,Ari,arrival court,night memory,rest,True,True,True,True,True
743,62,roofward,Sera,ledger loft,night memory,dry_off,True,True,False,True,True
744,63,signal,Ren,mast base,morning work,inspect_object,True,False,True,True,True
745,63,orchard,Ivo,arrival court,morning work,place_object,True,False,True,True,True
746,63,repair_ring,Pax,arrival court,morning work,ask_dialect_memory,True,False,False,True,True
747,63,riverbend,Ari,arrival court,midday exchange,inspect_object,True,False,True,True,True
748,63,roofward,Sera,ledger loft,midday exchange,place_object,True,False,True,True,True
749,63,archive,Nia,stone stacks,midday exchange,ask_dialect_memory,True,False,True,True,True
750,63,signal,Ren,mast base,evening repair,rest,True,True,False,True,True
751,63,orchard,Ivo,arrival court,evening repair,dry_off,True,True,False,True,True
752,63,repair_ring,Pax,wire bench,evening repair,move_north,True,False,False,True,True
753,63,riverbend,Ari,arrival court,night memory,rest,True,True,False,True,True
754,63,roofward,Sera,ledger loft,night memory,dry_off,True,True,False,True,True
755,63,archive,Nia,ink niche,night memory,move_north,True,False,False,True,True
756,64,signal,Milo,lantern walk,morning work,pick_up_object,True,False,True,True,True
757,64,orchard,Mara,arrival court,morning work,talk_resident,True,True,False,True,True
758,64,repair_ring,Juno,spark lane,morning work,wait_for_schedule,True,False,False,True,True
759,64,riverbend,Lio,arrival court,midday exchange,pick_up_object,True,False,True,True,True
760,64,roofward,Fay,ledger loft,midday exchange,talk_resident,True,True,False,True,True
761,64,archive,Toma,stone stacks,midday exchange,wait_for_schedule,True,False,False,True,True
762,64,signal,Milo,lantern walk,evening repair,warm_up,True,True,False,True,True
763,64,orchard,Mara,arrival court,evening repair,avoid_hazard,True,True,True,True,True
764,64,repair_ring,Juno,bell alcove,evening repair,move_east,True,False,False,True,True
765,64,riverbend,Lio,arrival court,night memory,warm_up,True,True,False,True,True
766,64,roofward,Fay,arrival court,night memory,avoid_hazard,True,True,False,True,True
767,64,archive,Toma,ink niche,night memory,move_east,True,False,False,True,True
768,65,signal,Ren,lens room,morning work,place_object,True,False,True,True,True
769,65,orchard,Ivo,arrival court,morning work,ask_dialect_memory,True,False,False,True,True
770,65,repair_ring,Pax,bell alcove,morning work,rest,True,True,True,True,True
771,65,riverbend,Ari,arrival court,midday exchange,place_object,True,False,True,True,True
772,65,roofward,Sera,arrival court,midday exchange,ask_dialect_memory,True,False,False,True,True
773,65,archive,Nia,ink niche,midday exchange,rest,True,True,False,True,True
774,65,signal,Ren,lens room,evening repair,dry_off,True,True,False,True,True
775,65,orchard,Ivo,market plank,evening repair,move_north,True,False,False,True,True
776,65,repair_ring,Pax,bell alcove,evening repair,inspect_object,True,False,True,True,True
777,65,riverbend,Ari,arrival court,night memory,dry_off,True,True,True,True,True
778,65,roofward,Sera,glass stair,night memory,move_north,True,False,False,True,True
779,65,archive,Nia,ink niche,night memory,inspect_object,True,False,True,True,True
780,66,signal,Milo,arrival court,morning work,talk_resident,True,True,False,True,True
781,66,orchard,Mara,arrival court,morning work,wait_for_schedule,True,False,False,True,True
782,66,repair_ring,Juno,bell alcove,morning work,warm_up,True,True,False,True,True
783,66,riverbend,Lio,arrival court,midday exchange,talk_resident,True,True,False,True,True
784,66,roofward,Fay,warm lane,midday exchange,wait_for_schedule,True,False,True,True,True
785,66,archive,Toma,ink niche,midday exchange,warm_up,True,True,False,True,True
786,66,signal,Milo,arrival court,evening repair,avoid_hazard,True,True,False,True,True
787,66,orchard,Mara,market plank,evening repair,move_east,True,False,False,True,True
788,66,repair_ring,Juno,bell alcove,evening repair,pick_up_object,True,False,True,True,True
789,66,riverbend,Lio,arrival court,night memory,avoid_hazard,True,True,False,True,True
790,66,roofward,Fay,ledger loft,night memory,move_east,True,False,False,True,True
791,66,archive,Toma,ink niche,night memory,pick_up_object,True,False,True,True,True
792,67,signal,Ren,mast base,morning work,ask_dialect_memory,True,False,False,True,True
793,67,orchard,Ivo,market plank,morning work,rest,True,True,False,True,True
794,67,repair_ring,Pax,bell alcove,morning work,dry_off,True,True,False,True,True
795,67,riverbend,Ari,arrival court,midday exchange,ask_dialect_memory,True,False,False,True,True
796,67,roofward,Sera,ledger loft,midday exchange,rest,True,True,False,True,True
797,67,archive,Nia,ink niche,midday exchange,dry_off,True,True,False,True,True
798,67,signal,Ren,lantern walk,evening repair,move_north,True,False,True,True,True
799,67,orchard,Ivo,market plank,evening repair,inspect_object,True,False,True,True,True
800,67,repair_ring,Pax,bell alcove,evening repair,place_object,True,False,True,True,True
801,67,riverbend,Ari,dry ridge,night memory,move_north,True,False,False,True,True
802,67,roofward,Sera,arrival court,night memory,inspect_object,True,False,True,True,True
803,67,archive,Nia,ink niche,night memory,place_object,True,False,True,True,True
804,68,signal,Milo,lens room,morning work,wait_for_schedule,True,False,False,True,True
805,68,orchard,Mara,market plank,morning work,warm_up,True,True,True,True,True
806,68,repair_ring,Juno,bell alcove,morning work,avoid_hazard,True,True,False,True,True
807,68,riverbend,Lio,arrival court,midday exchange,wait_for_schedule,True,False,False,True,True
808,68,roofward,Fay,arrival court,midday exchange,warm_up,True,True,False,True,True
809,68,archive,Toma,arrival court,midday exchange,avoid_hazard,True,True,False,True,True
810,68,signal,Milo,arrival court,evening repair,move_east,True,False,False,True,True
811,68,orchard,Mara,market plank,evening repair,pick_up_object,True,False,True,True,True
812,68,repair_ring,Juno,bell alcove,evening repair,talk_resident,True,True,True,True,True
813,68,riverbend,Lio,dry ridge,night memory,move_east,True,False,False,True,True
814,68,roofward,Fay,glass stair,night memory,pick_up_object,True,False,True,True,True
815,68,archive,Toma,arrival court,night memory,talk_resident,True,True,False,True,True
816,69,signal,Ren,arrival court,morning work,rest,True,True,False,True,True
817,69,orchard,Ivo,market plank,morning work,dry_off,True,True,False,True,True
818,69,repair_ring,Pax,arrival court,morning work,move_north,True,False,False,True,True
819,69,riverbend,Ari,dry ridge,midday exchange,rest,True,True,True,True,True
820,69,roofward,Sera,glass stair,midday exchange,dry_off,True,True,False,True,True
821,69,archive,Nia,spool room,midday exchange,move_north,True,False,False,True,True
822,69,signal,Ren,arrival court,evening repair,inspect_object,True,False,True,True,True
823,69,orchard,Ivo,market plank,evening repair,place_object,True,False,True,True,True
824,69,repair_ring,Pax,arrival court,evening repair,ask_dialect_memory,True,False,False,True,True
825,69,riverbend,Ari,dry ridge,night memory,inspect_object,True,False,True,True,True
826,69,roofward,Sera,warm lane,night memory,place_object,True,False,True,True,True
827,69,archive,Nia,spool room,night memory,ask_dialect_memory,True,False,False,True,True
828,70,orchard,Ivo,market plank,morning work,dry_off,True,True,False,True,True
829,70,repair_ring,Pax,spark lane,morning work,move_north,True,False,False,True,True
830,70,riverbend,Ari,dry ridge,morning work,rest,True,True,False,True,True
831,70,roofward,Sera,warm lane,midday exchange,dry_off,True,True,False,True,True
832,70,archive,Nia,ink niche,midday exchange,move_north,True,False,False,True,True
833,70,signal,Ren,mast base,midday exchange,inspect_object,True,False,True,True,True
834,70,orchard,Ivo,market plank,evening repair,place_object,True,False,True,True,True
835,70,repair_ring,Pax,spark lane,evening repair,ask_dialect_memory,True,False,False,True,True
836,70,riverbend,Ari,dry ridge,evening repair,inspect_object,True,False,True,True,True
837,70,roofward,Sera,warm lane,night memory,place_object,True,False,True,True,True
838,70,archive,Nia,arrival court,night memory,ask_dialect_memory,True,False,False,True,True
839,70,signal,Ren,mast base,night memory,rest,True,True,False,True,True
840,71,orchard,Mara,satchel shed,morning work,avoid_hazard,True,True,True,True,True
841,71,repair_ring,Juno,arrival court,morning work,move_east,True,False,False,True,True
842,71,riverbend,Lio,dry ridge,morning work,warm_up,True,True,False,True,True
843,71,roofward,Fay,warm lane,midday exchange,avoid_hazard,True,True,False,True,True
844,71,archive,Toma,stone stacks,midday exchange,move_east,True,False,False,True,True
845,71,signal,Milo,lantern walk,midday exchange,pick_up_object,True,False,True,True,True
846,71,orchard,Mara,satchel shed,evening repair,talk_resident,True,True,False,True,True
847,71,repair_ring,Juno,spark lane,evening repair,wait_for_schedule,True,False,True,True,True
848,71,riverbend,Lio,dry ridge,evening repair,pick_up_object,True,False,True,True,True
849,71,roofward,Fay,warm lane,night memory,talk_resident,True,True,False,True,True
850,71,archive,Toma,spool room,night memory,wait_for_schedule,True,False,False,True,True
851,71,signal,Milo,lantern walk,night memory,warm_up,True,True,False,True,True
852,72,orchard,Ivo,arrival court,morning work,move_north,True,False,False,True,True
853,72,repair_ring,Pax,spark lane,morning work,inspect_object,True,False,True,True,True
854,72,riverbend,Ari,dry ridge,morning work,dry_off,True,True,True,True,True
855,72,roofward,Sera,arrival court,midday exchange,move_north,True,False,False,True,True
856,72,archive,Nia,spool room,midday exchange,inspect_object,True,False,True,True,True
857,72,signal,Ren,lens room,midday exchange,place_object,True,False,True,True,True
858,72,orchard,Ivo,arrival court,evening repair,ask_dialect_memory,True,False,False,True,True
859,72,repair_ring,Pax,spark lane,evening repair,rest,True,True,False,True,True
860,72,riverbend,Ari,dry ridge,evening repair,place_object,True,False,True,True,True
861,72,roofward,Sera,arrival court,night memory,ask_dialect_memory,True,False,True,True,True
862,72,archive,Nia,spool room,night memory,rest,True,True,False,True,True
863,72,signal,Ren,lens room,night memory,dry_off,True,True,False,True,True
864,73,orchard,Mara,seed lane,morning work,move_east,True,False,False,True,True
865,73,repair_ring,Juno,spark lane,morning work,pick_up_object,True,False,True,True,True
866,73,riverbend,Lio,dry ridge,morning work,avoid_hazard,True,True,False,True,True
867,73,roofward,Fay,warm lane,midday exchange,move_east,True,False,False,True,True
868,73,archive,Toma,spool room,midday exchange,pick_up_object,True,False,True,True,True
869,73,signal,Milo,arrival court,midday exchange,talk_resident,True,True,False,True,True
870,73,orchard,Mara,market plank,evening repair,wait_for_schedule,True,False,False,True,True
871,73,repair_ring,Juno,spark lane,evening repair,warm_up,True,True,False,True,True
872,73,riverbend,Lio,dry ridge,evening repair,talk_resident,True,True,False,True,True
873,73,roofward,Fay,arrival court,night memory,wait_for_schedule,True,False,False,True,True
874,73,archive,Toma,spool room,night memory,warm_up,True,True,False,True,True
875,73,signal,Milo,arrival court,night memory,avoid_hazard,True,True,True,True,True
876,74,orchard,Ivo,satchel shed,morning work,inspect_object,True,False,True,True,True
877,74,repair_ring,Pax,spark lane,morning work,place_object,True,False,True,True,True
878,74,riverbend,Ari,kit alcove,morning work,move_north,True,False,False,True,True
879,74,roofward,Sera,arrival court,midday exchange,inspect_object,True,False,True,True,True
880,74,archive,Nia,spool room,midday exchange,place_object,True,False,True,True,True
881,74,signal,Ren,mast base,midday exchange,ask_dialect_memory,True,False,False,True,True
882,74,orchard,Ivo,satchel shed,evening repair,rest,True,True,True,True,True
883,74,repair_ring,Pax,spark lane,evening repair,dry_off,True,True,False,True,True
884,74,riverbend,Ari,kit alcove,evening repair,ask_dialect_memory,True,False,False,True,True
885,74,roofward,Sera,arrival court,night memory,rest,True,True,False,True,True
886,74,archive,Nia,spool room,night memory,dry_off,True,True,False,True,True
887,74,signal,Ren,lens room,night memory,move_north,True,False,False,True,True
888,75,orchard,Mara,arrival court,morning work,pick_up_object,True,False,True,True,True
889,75,repair_ring,Juno,spark lane,morning work,talk_resident,True,True,True,True,True
890,75,riverbend,Lio,arrival court,morning work,move_east,True,False,False,True,True
891,75,roofward,Fay,arrival court,midday exchange,pick_up_object,True,False,True,True,True
892,75,archive,Toma,spool room,midday exchange,talk_resident,True,True,False,True,True
893,75,signal,Milo,mast base,midday exchange,wait_for_schedule,True,False,False,True,True
894,75,orchard,Mara,arrival court,evening repair,warm_up,True,True,False,True,True
895,75,repair_ring,Juno,spark lane,evening repair,avoid_hazard,True,True,False,True,True
896,75,riverbend,Lio,plank hall,evening repair,wait_for_schedule,True,False,True,True,True
897,75,roofward,Fay,arrival court,night memory,warm_up,True,True,False,True,True
898,75,archive,Toma,ink niche,night memory,avoid_hazard,True,True,False,True,True
899,75,signal,Milo,lens room,night memory,move_east,True,False,False,True,True
900,76,orchard,Ivo,seed lane,morning work,place_object,True,False,True,True,True
901,76,repair_ring,Pax,spark lane,morning work,ask_dialect_memory,True,False,False,True,True
902,76,riverbend,Ari,plank hall,morning work,inspect_object,True,False,True,True,True
903,76,roofward,Sera,arrival court,midday exchange,place_object,True,False,True,True,True
904,76,archive,Nia,ink niche,midday exchange,ask_dialect_memory,True,False,False,True,True
905,76,signal,Ren,lens room,midday exchange,rest,True,True,False,True,True
906,76,orchard,Ivo,seed lane,evening repair,dry_off,True,True,False,True,True
907,76,repair_ring,Pax,arrival court,evening repair,move_north,True,False,False,True,True
908,76,riverbend,Ari,plank hall,evening repair,rest,True,True,False,True,True
909,76,roofward,Sera,arrival court,night memory,dry_off,True,True,False,True,True
910,76,archive,Nia,arrival court,night memory,move_north,True,False,True,True,True
911,76,signal,Ren,lens room,night memory,inspect_object,True,False,True,True,True
912,77,repair_ring,Pax,wire bench,morning work,ask_dialect_memory,True,False,False,True,True
913,77,riverbend,Ari,plank hall,morning work,inspect_object,True,False,True,True,True
914,77,roofward,Sera,arrival court,morning work,place_object,True,False,True,True,True
915,77,archive,Nia,arrival court,midday exchange,ask_dialect_memory,True,False,False,True,True
916,77,signal,Ren,lens room,midday exchange,rest,True,True,False,True,True
917,77,orchard,Ivo,seed lane,midday exchange,dry_off,True,True,True,True,True
918,77,repair_ring,Pax,spark lane,evening repair,move_north,True,False,False,True,True
919,77,riverbend,Ari,plank hall,evening repair,rest,True,True,False,True,True
920,77,roofward,Sera,arrival court,evening repair,dry_off,True,True,False,True,True
921,77,archive,Nia,spool room,night memory,move_north,True,False,False,True,True
922,77,signal,Ren,arrival court,night memory,inspect_object,True,False,True,True,True
923,77,orchard,Ivo,seed lane,night memory,place_object,True,False,True,True,True
924,78,repair_ring,Juno,bell alcove,morning work,wait_for_schedule,True,False,True,True,True
925,78,riverbend,Lio,plank hall,morning work,pick_up_object,True,False,True,True,True
926,78,roofward,Fay,arrival court,morning work,talk_resident,True,True,False,True,True
927,78,archive,Toma,arrival court,midday exchange,wait_for_schedule,True,False,False,True,True
928,78,signal,Milo,arrival court,midday exchange,warm_up,True,True,False,True,True
929,78,orchard,Mara,market plank,midday exchange,avoid_hazard,True,True,False,True,True
930,78,repair_ring,Juno,arrival court,evening repair,move_east,True,False,False,True,True
931,78,riverbend,Lio,plank hall,evening repair,warm_up,True,True,True,True,True
932,78,roofward,Fay,arrival court,evening repair,avoid_hazard,True,True,False,True,True
933,78,archive,Toma,spool room,night memory,move_east,True,False,False,True,True
934,78,signal,Milo,mast base,night memory,pick_up_object,True,False,True,True,True
935,78,orchard,Mara,market plank,night memory,talk_resident,True,True,False,True,True
936,79,repair_ring,Pax,arrival court,morning work,rest,True,True,False,True,True
937,79,riverbend,Ari,plank hall,morning work,place_object,True,False,True,True,True
938,79,roofward,Sera,arrival court,morning work,ask_dialect_memory,True,False,True,True,True
939,79,archive,Nia,spool room,midday exchange,rest,True,True,False,True,True
940,79,signal,Ren,mast base,midday exchange,dry_off,True,True,False,True,True
941,79,orchard,Ivo,arrival court,midday exchange,move_north,True,False,False,True,True
942,79,repair_ring,Pax,arrival court,evening repair,inspect_object,True,False,True,True,True
943,79,riverbend,Ari,plank hall,evening repair,dry_off,True,True,False,True,True
944,79,roofward,Sera,glass stair,evening repair,move_north,True,False,False,True,True
945,79,archive,Nia,spool room,night memory,inspect_object,True,False,True,True,True
946,79,signal,Ren,lantern walk,night memory,place_object,True,False,True,True,True
947,79,orchard,Ivo,arrival court,night memory,ask_dialect_memory,True,False,False,True,True
948,80,repair_ring,Juno,arrival court,morning work,warm_up,True,True,False,True,True
949,80,riverbend,Lio,plank hall,morning work,talk_resident,True,True,False,True,True
950,80,roofward,Fay,warm lane,morning work,wait_for_schedule,True,False,False,True,True
951,80,archive,Toma,spool room,midday exchange,warm_up,True,True,False,True,True
952,80,signal,Milo,lantern walk,midday exchange,avoid_hazard,True,True,True,True,True
953,80,orchard,Mara,market plank,midday exchange,move_east,True,False,False,True,True
954,80,repair_ring,Juno,arrival court,evening repair,pick_up_object,True,False,True,True,True
955,80,riverbend,Lio,plank hall,evening repair,avoid_hazard,True,True,False,True,True
956,80,roofward,Fay,ledger loft,evening repair,move_east,True,False,False,True,True
957,80,archive,Toma,spool room,night memory,pick_up_object,True,False,True,True,True
958,80,signal,Milo,lens room,night memory,talk_resident,True,True,False,True,True
959,80,orchard,Mara,arrival court,night memory,wait_for_schedule,True,False,True,True,True
960,81,repair_ring,Pax,arrival court,morning work,dry_off,True,True,False,True,True
961,81,riverbend,Ari,plank hall,morning work,ask_dialect_memory,True,False,False,True,True
962,81,roofward,Sera,ledger loft,morning work,rest,True,True,False,True,True
963,81,archive,Nia,spool room,midday exchange,dry_off,True,True,False,True,True
964,81,signal,Ren,arrival court,midday exchange,move_north,True,False,False,True,True
965,81,orchard,Ivo,seed lane,midday exchange,inspect_object,True,False,True,True,True
966,81,repair_ring,Pax,arrival court,evening repair,place_object,True,False,True,True,True
967,81,riverbend,Ari,kit alcove,evening repair,move_north,True,False,False,True,True
968,81,roofward,Sera,ledger loft,evening repair,inspect_object,True,False,True,True,True
969,81,archive,Nia,spool room,night memory,place_object,True,False,True,True,True
970,81,signal,Ren,mast base,night memory,ask_dialect_memory,True,False,False,True,True
971,81,orchard,Ivo,seed lane,night memory,rest,True,True,False,True,True
972,82,repair_ring,Juno,wire bench,morning work,avoid_hazard,True,True,False,True,True
973,82,riverbend,Lio,plank hall,morning work,wait_for_schedule,True,False,True,True,True
974,82,roofward,Fay,ledger loft,morning work,warm_up,True,True,False,True,True
975,82,archive,Toma,spool room,midday exchange,avoid_hazard,True,True,False,True,True
976,82,signal,Milo,lantern walk,midday exchange,move_east,True,False,False,True,True
977,82,orchard,Mara,market plank,midday exchange,pick_up_object,True,False,True,True,True
978,82,repair_ring,Juno,wire bench,evening repair,talk_resident,True,True,False,True,True
979,82,riverbend,Lio,kit alcove,evening repair,move_east,True,False,False,True,True
980,82,roofward,Fay,ledger loft,evening repair,pick_up_object,True,False,True,True,True
981,82,archive,Toma,spool room,night memory,talk_resident,True,True,False,True,True
982,82,signal,Milo,lens room,night memory,wait_for_schedule,True,False,False,True,True
983,82,orchard,Mara,market plank,night memory,warm_up,True,True,False,True,True
984,83,repair_ring,Pax,spark lane,morning work,move_north,True,False,False,True,True
985,83,riverbend,Ari,kit alcove,morning work,rest,True,True,False,True,True
986,83,roofward,Sera,ledger loft,morning work,dry_off,True,True,False,True,True
987,83,archive,Nia,arrival court,midday exchange,move_north,True,False,True,True,True
988,83,signal,Ren,lens room,midday exchange,inspect_object,True,False,True,True,True
989,83,orchard,Ivo,satchel shed,midday exchange,place_object,True,False,True,True,True
990,83,repair_ring,Pax,spark lane,evening repair,ask_dialect_memory,True,False,False,True,True
991,83,riverbend,Ari,kit alcove,evening repair,inspect_object,True,False,True,True,True
992,83,roofward,Sera,ledger loft,evening repair,place_object,True,False,True,True,True
993,83,archive,Nia,arrival court,night memory,ask_dialect_memory,True,False,False,True,True
994,83,signal,Ren,lens room,night memory,rest,True,True,True,True,True
995,83,orchard,Ivo,satchel shed,night memory,dry_off,True,True,False,True,True
996,84,riverbend,Ari,kit alcove,morning work,rest,True,True,False,True,True
997,84,roofward,Sera,ledger loft,morning work,dry_off,True,True,False,True,True
998,84,archive,Nia,stone stacks,morning work,move_north,True,False,False,True,True
999,84,signal,Ren,lens room,midday exchange,inspect_object,True,False,True,True,True
1000,84,orchard,Ivo,satchel shed,midday exchange,place_object,True,False,True,True,True
1001,84,repair_ring,Pax,bell alcove,midday exchange,ask_dialect_memory,True,False,True,True,True
1002,84,riverbend,Ari,kit alcove,evening repair,inspect_object,True,False,True,True,True
1003,84,roofward,Sera,ledger loft,evening repair,place_object,True,False,True,True,True
1004,84,archive,Nia,stone stacks,evening repair,ask_dialect_memory,True,False,False,True,True
1005,84,signal,Ren,lens room,night memory,rest,True,True,False,True,True
1006,84,orchard,Ivo,satchel shed,night memory,dry_off,True,True,False,True,True
1007,84,repair_ring,Pax,wire bench,night memory,move_north,True,False,False,True,True
