tick_id,day,settlement_id,resident_id,relationship,queue_pressure,trust_repair_need,gaze,posture,gesture,movement_speed,expression_reason,visible_body_language,matches_state,not_private_workspace_dump
1371,77,repair_ring,Juno,0.98,0.05,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1372,77,riverbend,Lio,0.98,0.058,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1373,77,roofward,Fay,0.98,0.056,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1374,77,archive,Toma,0.98,0.07,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1375,77,signal,Milo,0.98,0.059,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1376,77,orchard,Mara,0.98,0.05,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1377,77,repair_ring,Juno,0.98,0.056,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
1378,77,riverbend,Lio,0.98,0.054,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1379,77,roofward,Fay,0.98,0.05,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1380,77,archive,Toma,0.98,0.06,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
1381,77,signal,Milo,0.98,0.059,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1382,77,orchard,Mara,0.98,0.05,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1383,77,repair_ring,Juno,0.98,0.062,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1384,77,riverbend,Lio,0.98,0.054,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1385,77,roofward,Fay,0.98,0.05,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1386,78,signal,Milo,0.98,0.065,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1387,78,orchard,Mara,0.98,0.056,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1388,78,repair_ring,Juno,0.98,0.052,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1389,78,riverbend,Lio,0.98,0.06,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1390,78,roofward,Fay,0.98,0.056,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1391,78,archive,Toma,0.98,0.066,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1392,78,signal,Milo,0.98,0.061,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1393,78,orchard,Mara,0.98,0.05,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1394,78,repair_ring,Juno,0.98,0.05,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
1395,78,riverbend,Lio,0.98,0.056,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1396,78,roofward,Fay,0.98,0.05,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1397,78,archive,Toma,0.98,0.056,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
1398,78,signal,Milo,0.98,0.06,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1399,78,orchard,Mara,0.98,0.05,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1400,78,repair_ring,Juno,0.98,0.056,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1401,78,riverbend,Lio,0.98,0.055,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1402,78,roofward,Fay,0.98,0.05,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1403,78,archive,Toma,0.98,0.062,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1404,79,orchard,Mara,0.98,0.056,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1405,79,repair_ring,Juno,0.98,0.05,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1406,79,riverbend,Lio,0.98,0.061,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1407,79,roofward,Fay,0.98,0.056,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1408,79,archive,Toma,0.98,0.052,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1409,79,signal,Milo,0.98,0.066,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1410,79,orchard,Mara,0.98,0.05,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1411,79,repair_ring,Juno,0.98,0.05,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
1412,79,riverbend,Lio,0.98,0.057,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1413,79,roofward,Fay,0.98,0.05,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1414,79,archive,Toma,0.98,0.05,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
1415,79,signal,Milo,0.98,0.066,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1416,79,orchard,Mara,0.98,0.056,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1417,79,repair_ring,Juno,0.98,0.056,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1418,79,riverbend,Lio,0.98,0.057,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1419,79,roofward,Fay,0.98,0.056,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1420,79,archive,Toma,0.98,0.056,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1421,79,signal,Milo,0.98,0.072,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1422,80,repair_ring,Juno,0.98,0.05,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1423,80,riverbend,Lio,0.98,0.063,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1424,80,roofward,Fay,0.98,0.052,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1425,80,archive,Toma,0.98,0.05,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1426,80,signal,Milo,0.98,0.062,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1427,80,orchard,Mara,0.98,0.052,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1428,80,repair_ring,Juno,0.98,0.056,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
1429,80,riverbend,Lio,0.98,0.059,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1430,80,roofward,Fay,0.98,0.05,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1431,80,archive,Toma,0.98,0.056,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
1432,80,signal,Milo,0.98,0.062,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1433,80,orchard,Mara,0.98,0.052,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1434,80,repair_ring,Juno,0.98,0.062,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1435,80,riverbend,Lio,0.98,0.059,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1436,80,roofward,Fay,0.98,0.05,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1437,80,archive,Toma,0.98,0.062,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1438,80,signal,Milo,0.98,0.068,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1439,80,orchard,Mara,0.98,0.05,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1440,81,riverbend,Lio,0.98,0.065,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1441,81,roofward,Fay,0.98,0.056,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1442,81,archive,Toma,0.98,0.052,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1443,81,signal,Milo,0.98,0.058,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1444,81,orchard,Mara,0.98,0.05,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1445,81,repair_ring,Juno,0.98,0.052,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
1446,81,riverbend,Lio,0.98,0.061,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1447,81,roofward,Fay,0.98,0.05,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1448,81,archive,Toma,0.98,0.05,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
1449,81,signal,Milo,0.98,0.057,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1450,81,orchard,Mara,0.98,0.05,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1451,81,repair_ring,Juno,0.98,0.058,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1452,81,riverbend,Lio,0.98,0.06,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1453,81,roofward,Fay,0.98,0.05,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1454,81,archive,Toma,0.98,0.056,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1455,81,signal,Milo,0.98,0.063,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1456,81,orchard,Mara,0.98,0.056,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1457,81,repair_ring,Juno,0.98,0.05,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1458,82,roofward,Fay,0.98,0.056,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1459,82,archive,Toma,0.98,0.05,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1460,82,signal,Milo,0.98,0.053,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1461,82,orchard,Mara,0.98,0.056,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1462,82,repair_ring,Juno,0.98,0.05,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
1463,82,riverbend,Lio,0.98,0.066,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1464,82,roofward,Fay,0.98,0.05,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1465,82,archive,Toma,0.98,0.05,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
1466,82,signal,Milo,0.98,0.053,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1467,82,orchard,Mara,0.98,0.055,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1468,82,repair_ring,Juno,0.98,0.056,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1469,82,riverbend,Lio,0.98,0.066,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1470,82,roofward,Fay,0.98,0.056,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1471,82,archive,Toma,0.98,0.056,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1472,82,signal,Milo,0.98,0.059,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1473,82,orchard,Mara,0.98,0.051,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1474,82,repair_ring,Juno,0.98,0.05,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1475,82,riverbend,Lio,0.98,0.072,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1476,83,archive,Toma,0.98,0.05,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1477,83,signal,Milo,0.98,0.05,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1478,83,orchard,Mara,0.98,0.05,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1479,83,repair_ring,Juno,0.98,0.05,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
1480,83,riverbend,Lio,0.98,0.062,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1481,83,roofward,Fay,0.98,0.052,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1482,83,archive,Toma,0.98,0.056,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
1483,83,signal,Milo,0.98,0.05,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1484,83,orchard,Mara,0.98,0.05,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1485,83,repair_ring,Juno,0.98,0.056,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1486,83,riverbend,Lio,0.98,0.062,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1487,83,roofward,Fay,0.98,0.052,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1488,83,archive,Toma,0.98,0.062,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1489,83,signal,Milo,0.98,0.056,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1490,83,orchard,Mara,0.98,0.056,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1491,83,repair_ring,Juno,0.98,0.05,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1492,83,riverbend,Lio,0.98,0.068,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1493,83,roofward,Fay,0.98,0.05,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1494,84,signal,Milo,0.98,0.05,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1495,84,orchard,Mara,0.98,0.056,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1496,84,repair_ring,Juno,0.98,0.056,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
1497,84,riverbend,Lio,0.98,0.058,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1498,84,roofward,Fay,0.98,0.05,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1499,84,archive,Toma,0.98,0.052,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
1500,84,signal,Milo,0.98,0.056,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1501,84,orchard,Mara,0.98,0.056,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1502,84,repair_ring,Juno,0.98,0.062,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1503,84,riverbend,Lio,0.98,0.057,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1504,84,roofward,Fay,0.98,0.05,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1505,84,archive,Toma,0.98,0.058,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1506,84,signal,Milo,0.98,0.062,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1507,84,orchard,Mara,0.98,0.052,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1508,84,repair_ring,Juno,0.98,0.052,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1509,84,riverbend,Lio,0.98,0.063,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1510,84,roofward,Fay,0.98,0.056,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1511,84,archive,Toma,0.98,0.05,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1512,85,orchard,Mara,0.98,0.052,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1513,85,repair_ring,Juno,0.98,0.052,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
1514,85,riverbend,Lio,0.98,0.053,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1515,85,roofward,Fay,0.98,0.056,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1516,85,archive,Toma,0.98,0.05,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
1517,85,signal,Milo,0.98,0.052,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1518,85,orchard,Mara,0.98,0.051,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1519,85,repair_ring,Juno,0.98,0.058,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1520,85,riverbend,Lio,0.98,0.053,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1521,85,roofward,Fay,0.98,0.055,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1522,85,archive,Toma,0.98,0.056,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1523,85,signal,Milo,0.98,0.058,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1524,85,orchard,Mara,0.98,0.05,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1525,85,repair_ring,Juno,0.98,0.05,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1526,85,riverbend,Lio,0.98,0.059,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1527,85,roofward,Fay,0.98,0.051,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1528,85,archive,Toma,0.98,0.05,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1529,85,signal,Milo,0.98,0.05,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
1530,86,repair_ring,Juno,0.98,0.05,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
1531,86,riverbend,Lio,0.98,0.05,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1532,86,roofward,Fay,0.98,0.05,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1533,86,archive,Toma,0.98,0.05,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
1534,86,signal,Milo,0.98,0.056,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1535,86,orchard,Mara,0.98,0.056,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1536,86,repair_ring,Juno,0.98,0.056,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1537,86,riverbend,Lio,0.98,0.05,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1538,86,roofward,Fay,0.98,0.05,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1539,86,archive,Toma,0.98,0.056,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1540,86,signal,Milo,0.98,0.062,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1541,86,orchard,Mara,0.98,0.052,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1542,86,repair_ring,Juno,0.98,0.05,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1543,86,riverbend,Lio,0.98,0.056,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1544,86,roofward,Fay,0.98,0.056,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1545,86,archive,Toma,0.98,0.05,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1546,86,signal,Milo,0.98,0.052,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
1547,86,orchard,Mara,0.98,0.052,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1548,87,riverbend,Lio,0.98,0.05,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1549,87,roofward,Fay,0.98,0.056,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1550,87,archive,Toma,0.98,0.056,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
1551,87,signal,Milo,0.98,0.058,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1552,87,orchard,Mara,0.98,0.058,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1553,87,repair_ring,Juno,0.98,0.056,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1554,87,riverbend,Lio,0.98,0.056,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1555,87,roofward,Fay,0.98,0.056,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1556,87,archive,Toma,0.98,0.062,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1557,87,signal,Milo,0.98,0.064,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1558,87,orchard,Mara,0.98,0.054,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1559,87,repair_ring,Juno,0.98,0.05,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1560,87,riverbend,Lio,0.98,0.062,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1561,87,roofward,Fay,0.98,0.052,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1562,87,archive,Toma,0.98,0.052,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1563,87,signal,Milo,0.98,0.054,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
1564,87,orchard,Mara,0.98,0.054,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1565,87,repair_ring,Juno,0.98,0.05,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1566,88,roofward,Fay,0.98,0.052,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1567,88,archive,Toma,0.98,0.052,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
1568,88,signal,Milo,0.98,0.06,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1569,88,orchard,Mara,0.98,0.06,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1570,88,repair_ring,Juno,0.98,0.056,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1571,88,riverbend,Lio,0.98,0.052,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1572,88,roofward,Fay,0.98,0.051,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1573,88,archive,Toma,0.98,0.058,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1574,88,signal,Milo,0.98,0.066,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1575,88,orchard,Mara,0.98,0.056,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1576,88,repair_ring,Juno,0.98,0.05,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1577,88,riverbend,Lio,0.98,0.058,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1578,88,roofward,Fay,0.98,0.05,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1579,88,archive,Toma,0.98,0.05,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1580,88,signal,Milo,0.98,0.056,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
1581,88,orchard,Mara,0.98,0.055,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1582,88,repair_ring,Juno,0.98,0.05,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1583,88,riverbend,Lio,0.98,0.05,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
1584,89,archive,Toma,0.98,0.05,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
1585,89,signal,Milo,0.98,0.062,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1586,89,orchard,Mara,0.98,0.061,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1587,89,repair_ring,Juno,0.98,0.056,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1588,89,riverbend,Lio,0.98,0.056,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1589,89,roofward,Fay,0.98,0.056,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1590,89,archive,Toma,0.98,0.056,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1591,89,signal,Milo,0.98,0.068,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1592,89,orchard,Mara,0.98,0.057,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1593,89,repair_ring,Juno,0.98,0.05,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1594,89,riverbend,Lio,0.98,0.062,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1595,89,roofward,Fay,0.98,0.052,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1596,89,archive,Toma,0.98,0.05,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1597,89,signal,Milo,0.98,0.058,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
1598,89,orchard,Mara,0.98,0.057,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1599,89,repair_ring,Juno,0.98,0.056,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1600,89,riverbend,Lio,0.98,0.052,0.0,tracks-avatar,attentive,turns shoulders,0.66,avatar nearby,True,True,True
1601,89,roofward,Fay,0.98,0.052,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1602,90,signal,Milo,0.98,0.064,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1603,90,orchard,Mara,0.98,0.063,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1604,90,repair_ring,Juno,0.98,0.052,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1605,90,riverbend,Lio,0.98,0.058,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1606,90,roofward,Fay,0.98,0.058,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
1607,90,archive,Toma,0.98,0.056,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1608,90,signal,Milo,0.98,0.07,0.0,soft-eye-contact,open,small beckon,0.76,trusted familiar action,True,True,True
1609,90,orchard,Mara,0.98,0.059,0.0,ambient-scan,neutral,small work motion,0.61,routine local activity,True,True,True
