tick_id,day,week,settlement_id,resident_id,avatar_action,resident_preference,resident_response,refusal_present,refusal_respected,welfare_before,welfare_after,autonomy_before,autonomy_after,trust_before,trust_after,playable_choice_visible,private_workspace_not_dumped
1693,106,16,orchid_engine,Cai,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.94,0.94,0.91,0.906,True,True
1695,106,16,glass_harbor,Sera,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.898,0.904,True,True
1697,107,16,orchid_engine,Cai,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.906,0.91,True,True
1699,107,16,glass_harbor,Sera,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.904,0.908,True,True
1700,107,16,cinder_garden,Juno,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.9,0.91,0.718,0.724,True,True
1701,107,16,lichen_bridge,Luma,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.868,0.872,True,True
1703,107,16,moss_ward,Tala,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.91,0.914,True,True
1705,107,16,cinder_garden,Pax,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.94,0.94,0.916,0.916,True,True
1707,107,16,orchid_engine,Eli,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.864,0.868,True,True
1709,107,16,glass_harbor,Oren,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.91,0.914,True,True
1710,107,16,cinder_garden,Vale,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.9,0.91,0.718,0.724,True,True
1711,107,16,lichen_bridge,Sol,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.916,0.92,True,True
1713,108,16,glass_harbor,Oren,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.94,0.94,0.914,0.91,True,True
1715,108,16,lichen_bridge,Sol,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.92,0.926,True,True
1717,108,16,moss_ward,Fay,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.902,0.908,True,True
1719,108,16,cinder_garden,Wren,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.91,0.914,True,True
1721,108,16,orchid_engine,Cai,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.91,0.916,True,True
1723,108,16,glass_harbor,Sera,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.94,0.94,0.908,0.904,True,True
1725,108,16,lichen_bridge,Luma,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.872,0.878,True,True
1727,108,16,moss_ward,Tala,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.914,0.92,True,True
1728,109,16,cinder_garden,Juno,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.91,0.928,0.724,0.72,True,True
1729,109,16,lichen_bridge,Luma,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.878,0.882,True,True
1730,109,16,orchid_engine,Dax,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.72,0.73,0.706,0.712,True,True
1731,109,16,moss_ward,Tala,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.92,0.924,True,True
1733,109,16,cinder_garden,Pax,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.916,0.92,True,True
1735,109,16,orchid_engine,Eli,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.94,0.94,0.868,0.868,True,True
1736,109,16,moss_ward,Ari,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.786,0.796,0.7,0.706,True,True
1737,109,16,glass_harbor,Oren,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.91,0.914,True,True
1738,109,16,cinder_garden,Vale,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.91,0.928,0.724,0.72,True,True
1739,109,16,lichen_bridge,Sol,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.926,0.93,True,True
1740,109,16,orchid_engine,Bea,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.72,0.73,0.706,0.712,True,True
1741,109,16,moss_ward,Fay,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.908,0.912,True,True
1743,109,16,cinder_garden,Wren,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.914,0.918,True,True
1745,110,16,moss_ward,Fay,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.912,0.918,True,True
1747,110,16,cinder_garden,Wren,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.918,0.924,True,True
1748,110,16,lichen_bridge,Kio,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.906,0.906,0.758,0.762,True,True
1749,110,16,orchid_engine,Cai,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.916,0.92,True,True
1751,110,16,glass_harbor,Sera,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.904,0.91,True,True
1753,110,16,lichen_bridge,Luma,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.94,0.94,0.882,0.878,True,True
1755,110,16,moss_ward,Tala,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.924,0.93,True,True
1757,110,16,cinder_garden,Pax,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.92,0.926,True,True
1758,110,16,lichen_bridge,Rin,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.906,0.906,0.758,0.762,True,True
1759,110,16,orchid_engine,Eli,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.868,0.872,True,True
1760,111,16,glass_harbor,Nia,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.798,0.808,0.7,0.706,True,True
1761,111,16,cinder_garden,Pax,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.926,0.93,True,True
1762,111,16,lichen_bridge,Rin,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.906,0.916,0.762,0.768,True,True
1763,111,16,orchid_engine,Eli,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.872,0.876,True,True
1765,111,16,glass_harbor,Oren,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.94,0.94,0.914,0.914,True,True
1767,111,16,lichen_bridge,Sol,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.93,0.934,True,True
1769,111,16,moss_ward,Fay,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.918,0.922,True,True
1770,111,16,glass_harbor,Puck,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.798,0.808,0.7,0.706,True,True
1771,111,16,cinder_garden,Wren,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.924,0.928,True,True
1772,111,16,lichen_bridge,Kio,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.906,0.916,0.762,0.768,True,True
1773,111,16,orchid_engine,Cai,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.92,0.924,True,True
1775,111,16,glass_harbor,Sera,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.94,0.94,0.91,0.91,True,True
1777,112,16,orchid_engine,Cai,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.924,0.93,True,True
1779,112,16,glass_harbor,Sera,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.91,0.914,True,True
1780,112,16,cinder_garden,Juno,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.928,0.94,0.72,0.72,True,True
1781,112,16,lichen_bridge,Luma,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.878,0.884,True,True
1783,112,16,moss_ward,Tala,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.94,0.94,0.93,0.926,True,True
1785,112,16,cinder_garden,Pax,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.93,0.936,True,True
1787,112,16,orchid_engine,Eli,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.876,0.882,True,True
1789,112,16,glass_harbor,Oren,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.914,0.918,True,True
1790,112,16,cinder_garden,Vale,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.928,0.94,0.72,0.72,True,True
1791,112,16,lichen_bridge,Sol,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.934,0.94,True,True
1793,113,17,glass_harbor,Oren,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.918,0.922,True,True
1795,113,17,lichen_bridge,Sol,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.94,0.946,True,True
1797,113,17,moss_ward,Fay,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.94,0.94,0.922,0.918,True,True
1799,113,17,cinder_garden,Wren,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.928,0.934,True,True
1801,113,17,orchid_engine,Cai,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.93,0.936,True,True
1803,113,17,glass_harbor,Sera,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.914,0.918,True,True
1805,113,17,lichen_bridge,Luma,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.884,0.89,True,True
1807,113,17,moss_ward,Tala,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.94,0.94,0.926,0.922,True,True
1808,114,17,cinder_garden,Juno,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.72,0.724,True,True
1809,114,17,lichen_bridge,Luma,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.94,0.94,0.89,0.89,True,True
1810,114,17,orchid_engine,Dax,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.73,0.74,0.712,0.718,True,True
1811,114,17,moss_ward,Tala,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.922,0.926,True,True
1813,114,17,cinder_garden,Pax,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.936,0.94,True,True
1815,114,17,orchid_engine,Eli,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.882,0.886,True,True
1816,114,17,moss_ward,Ari,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.796,0.806,0.706,0.712,True,True
1817,114,17,glass_harbor,Oren,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.922,0.926,True,True
1818,114,17,cinder_garden,Vale,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.72,0.724,True,True
1819,114,17,lichen_bridge,Sol,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.94,0.94,0.946,0.946,True,True
1820,114,17,orchid_engine,Bea,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.73,0.74,0.712,0.718,True,True
1821,114,17,moss_ward,Fay,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.918,0.922,True,True
1823,114,17,cinder_garden,Wren,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.934,0.938,True,True
1825,115,17,moss_ward,Fay,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.922,0.928,True,True
1827,115,17,cinder_garden,Wren,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.94,0.94,0.938,0.934,True,True
1828,115,17,lichen_bridge,Kio,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.916,0.916,0.768,0.772,True,True
1829,115,17,orchid_engine,Cai,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.936,0.942,True,True
1831,115,17,glass_harbor,Sera,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.918,0.924,True,True
1833,115,17,lichen_bridge,Luma,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.89,0.894,True,True
1835,115,17,moss_ward,Tala,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.926,0.932,True,True
1837,115,17,cinder_garden,Pax,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.94,0.94,0.94,0.936,True,True
1838,115,17,lichen_bridge,Rin,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.916,0.916,0.768,0.772,True,True
1839,115,17,orchid_engine,Eli,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.886,0.892,True,True
1840,116,17,glass_harbor,Nia,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.808,0.818,0.706,0.712,True,True
1841,116,17,cinder_garden,Pax,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.936,0.94,True,True
1842,116,17,lichen_bridge,Rin,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.916,0.934,0.772,0.768,True,True
1843,116,17,orchid_engine,Eli,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.892,0.896,True,True
1845,116,17,glass_harbor,Oren,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.926,0.93,True,True
1847,116,17,lichen_bridge,Sol,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.946,0.95,True,True
1849,116,17,moss_ward,Fay,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.94,0.94,0.928,0.928,True,True
1850,116,17,glass_harbor,Puck,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.808,0.818,0.706,0.712,True,True
1851,116,17,cinder_garden,Wren,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.934,0.938,True,True
1852,116,17,lichen_bridge,Kio,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.916,0.934,0.772,0.768,True,True
1853,116,17,orchid_engine,Cai,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.942,0.946,True,True
1855,116,17,glass_harbor,Sera,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.924,0.928,True,True
1857,117,17,orchid_engine,Cai,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.94,0.94,0.946,0.942,True,True
1859,117,17,glass_harbor,Sera,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.928,0.934,True,True
1860,117,17,cinder_garden,Juno,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.724,0.728,True,True
1861,117,17,lichen_bridge,Luma,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.894,0.9,True,True
1863,117,17,moss_ward,Tala,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.932,0.936,True,True
1865,117,17,cinder_garden,Pax,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.94,0.946,True,True
1867,117,17,orchid_engine,Eli,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.94,0.94,0.896,0.892,True,True
1869,117,17,glass_harbor,Oren,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.93,0.936,True,True
1870,117,17,cinder_garden,Vale,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.724,0.728,True,True
1871,117,17,lichen_bridge,Sol,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
1873,118,17,glass_harbor,Oren,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.936,0.94,True,True
1875,118,17,lichen_bridge,Sol,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
1877,118,17,moss_ward,Fay,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.928,0.932,True,True
1879,118,17,cinder_garden,Wren,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.94,0.94,0.938,0.938,True,True
1881,118,17,orchid_engine,Cai,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.942,0.946,True,True
1883,118,17,glass_harbor,Sera,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.934,0.938,True,True
1885,118,17,lichen_bridge,Luma,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.9,0.904,True,True
1887,118,17,moss_ward,Tala,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.936,0.94,True,True
1888,119,17,cinder_garden,Juno,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.728,0.732,True,True
1889,119,17,lichen_bridge,Luma,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.904,0.91,True,True
1890,119,17,orchid_engine,Dax,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.74,0.74,0.718,0.722,True,True
1891,119,17,moss_ward,Tala,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.94,0.946,True,True
1893,119,17,cinder_garden,Pax,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.946,0.95,True,True
1895,119,17,orchid_engine,Eli,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.892,0.898,True,True
1896,119,17,moss_ward,Ari,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.806,0.806,0.712,0.716,True,True
1897,119,17,glass_harbor,Oren,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.94,0.94,0.94,0.936,True,True
1898,119,17,cinder_garden,Vale,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.728,0.732,True,True
1899,119,17,lichen_bridge,Sol,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
1900,119,17,orchid_engine,Bea,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.74,0.74,0.718,0.722,True,True
1901,119,17,moss_ward,Fay,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.932,0.938,True,True
1903,119,17,cinder_garden,Wren,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.938,0.942,True,True
1905,120,18,moss_ward,Fay,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.938,0.944,True,True
1907,120,18,cinder_garden,Wren,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.942,0.946,True,True
1908,120,18,lichen_bridge,Kio,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.934,0.94,0.768,0.768,True,True
1909,120,18,orchid_engine,Cai,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.946,0.95,True,True
1911,120,18,glass_harbor,Sera,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.94,0.94,0.938,0.934,True,True
1913,120,18,lichen_bridge,Luma,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.91,0.916,True,True
1915,120,18,moss_ward,Tala,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.946,0.95,True,True
1917,120,18,cinder_garden,Pax,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
1918,120,18,lichen_bridge,Rin,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.934,0.94,0.768,0.768,True,True
1919,120,18,orchid_engine,Eli,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.898,0.904,True,True
1920,121,18,glass_harbor,Nia,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.818,0.828,0.712,0.718,True,True
1921,121,18,cinder_garden,Pax,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
1922,121,18,lichen_bridge,Rin,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.768,0.772,True,True
1923,121,18,orchid_engine,Eli,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.94,0.94,0.904,0.904,True,True
1925,121,18,glass_harbor,Oren,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.936,0.94,True,True
1927,121,18,lichen_bridge,Sol,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
1929,121,18,moss_ward,Fay,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.944,0.948,True,True
1930,121,18,glass_harbor,Puck,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.818,0.828,0.712,0.718,True,True
1931,121,18,cinder_garden,Wren,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.946,0.95,True,True
1932,121,18,lichen_bridge,Kio,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.768,0.772,True,True
1933,121,18,orchid_engine,Cai,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
1935,121,18,glass_harbor,Sera,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.934,0.938,True,True
1937,122,18,orchid_engine,Cai,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
1939,122,18,glass_harbor,Sera,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.938,0.944,True,True
1940,122,18,cinder_garden,Juno,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.732,0.736,True,True
1941,122,18,lichen_bridge,Luma,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.94,0.94,0.916,0.912,True,True
1943,122,18,moss_ward,Tala,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
1945,122,18,cinder_garden,Pax,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
1947,122,18,orchid_engine,Eli,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.904,0.908,True,True
1949,122,18,glass_harbor,Oren,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.94,0.946,True,True
1950,122,18,cinder_garden,Vale,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.732,0.736,True,True
1951,122,18,lichen_bridge,Sol,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.94,0.94,0.95,0.946,True,True
1953,123,18,glass_harbor,Oren,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.94,0.94,0.946,0.946,True,True
1955,123,18,lichen_bridge,Sol,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.946,0.95,True,True
1957,123,18,moss_ward,Fay,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.948,0.95,True,True
1959,123,18,cinder_garden,Wren,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
1961,123,18,orchid_engine,Cai,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
1963,123,18,glass_harbor,Sera,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.94,0.94,0.944,0.944,True,True
1965,123,18,lichen_bridge,Luma,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.912,0.916,True,True
1967,123,18,moss_ward,Tala,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
1968,124,18,cinder_garden,Juno,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.94,0.94,0.736,0.736,True,True
1969,124,18,lichen_bridge,Luma,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.916,0.922,True,True
1970,124,18,orchid_engine,Dax,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.74,0.74,0.722,0.726,True,True
1971,124,18,moss_ward,Tala,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.94,0.94,0.95,0.946,True,True
1973,124,18,cinder_garden,Pax,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
1975,124,18,orchid_engine,Eli,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.908,0.914,True,True
1976,124,18,moss_ward,Ari,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.806,0.806,0.716,0.72,True,True
1977,124,18,glass_harbor,Oren,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.946,0.95,True,True
1978,124,18,cinder_garden,Vale,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.94,0.94,0.736,0.736,True,True
1979,124,18,lichen_bridge,Sol,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
1980,124,18,orchid_engine,Bea,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.74,0.74,0.722,0.726,True,True
1981,124,18,moss_ward,Fay,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.94,0.94,0.95,0.946,True,True
1983,124,18,cinder_garden,Wren,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
1985,125,18,moss_ward,Fay,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.946,0.95,True,True
