tick_id,day,settlement_id,resident_id,project_id,material_item,inventory_before,inventory_after,output_item,output_before,output_after,task_effect,inventory_delta_visible,material_consumed,output_created,no_magic_inventory
0,1,glass_harbor,Oren,4691632fda,salt chalk,520,518,mend fog net output,0,1,consume 2 salt chalk; advance mend fog net,True,True,True,True
1563,87,moss_ward,Milo,037725c0bc,reed bundle,436,435,patch blanket loom output,78,79,consume 1 reed bundle; advance patch blanket loom,True,True,True,True
1564,87,glass_harbor,Sera,39906512c4,glass bead,437,436,mark crossing rope output,78,79,consume 1 glass bead; advance mark crossing rope,True,True,True,True
1565,87,cinder_garden,Juno,5d450b0d31,cool stone,436,435,sort ember fruit output,79,80,consume 1 cool stone; advance sort ember fruit,True,True,True,True
1566,88,orchid_engine,Bea,2899e764df,orchid oil,436,435,listen to valve pulse output,77,78,consume 1 orchid oil; advance listen to valve pulse,True,True,True,True
1567,88,moss_ward,Fay,5147eb41b9,charcoal mark,436,435,copy root ledger output,78,79,consume 1 charcoal mark; advance copy root ledger,True,True,True,True
1568,88,glass_harbor,Puck,ed218dd38f,lamp oil,435,434,relight public lamp output,77,78,consume 1 lamp oil; advance relight public lamp,True,True,True,True
1569,88,cinder_garden,Wren,a66b280afe,ember basket,436,435,cool ash path output,77,78,consume 1 ember basket; advance cool ash path,True,True,True,True
1570,88,lichen_bridge,Kio,505b3ed3bc,meal token,437,436,test rope bridge output,78,79,consume 1 meal token; advance test rope bridge,True,True,True,True
1571,88,orchid_engine,Cai,9567222324,steam seal,435,434,tend orchid lamp output,77,78,consume 1 steam seal; advance tend orchid lamp,True,True,True,True
1572,88,moss_ward,Milo,022ca473b4,reed bundle,435,434,drain rain path output,77,78,consume 1 reed bundle; advance drain rain path,True,True,True,True
1573,88,glass_harbor,Sera,e2517cc645,glass bead,436,434,seal fog catcher output,78,79,consume 2 glass bead; advance seal fog catcher,True,True,True,True
1574,88,cinder_garden,Juno,46bd9e887d,cool stone,435,434,shade seed rows output,78,79,consume 1 cool stone; advance shade seed rows,True,True,True,True
1575,88,lichen_bridge,Luma,ef4a1eb826,lichen glue,437,436,mark signal bell output,77,78,consume 1 lichen glue; advance mark signal bell,True,True,True,True
1576,88,orchid_engine,Dax,5ea66d74e7,valve grease,436,435,listen to valve pulse output,78,79,consume 1 valve grease; advance listen to valve pulse,True,True,True,True
1577,88,moss_ward,Tala,825eef3be9,dry clay,435,434,copy root ledger output,79,80,consume 1 dry clay; advance copy root ledger,True,True,True,True
1578,88,glass_harbor,Nia,aa85d5f3cf,net fiber,437,436,relight public lamp output,78,79,consume 1 net fiber; advance relight public lamp,True,True,True,True
1579,88,cinder_garden,Pax,bfe20f64e9,seed ink,437,436,cool ash path output,78,79,consume 1 seed ink; advance cool ash path,True,True,True,True
1580,88,lichen_bridge,Rin,1ca3ca05c1,rope fiber,435,434,test rope bridge output,79,80,consume 1 rope fiber; advance test rope bridge,True,True,True,True
1581,88,orchid_engine,Eli,79a49a3901,gear cloth,436,435,tend orchid lamp output,78,79,consume 1 gear cloth; advance tend orchid lamp,True,True,True,True
1582,88,moss_ward,Ari,27a5f6be30,moss cord,436,435,drain rain path output,78,79,consume 1 moss cord; advance drain rain path,True,True,True,True
1583,88,glass_harbor,Oren,139ed15166,salt chalk,434,433,seal fog catcher output,79,80,consume 1 salt chalk; advance seal fog catcher,True,True,True,True
1584,89,lichen_bridge,Luma,6e76849c77,lichen glue,436,435,weave spare rope output,79,80,consume 1 lichen glue; advance weave spare rope,True,True,True,True
1585,89,orchid_engine,Dax,1194905158,valve grease,435,434,stabilize steam kettle output,80,81,consume 1 valve grease; advance stabilize steam kettle,True,True,True,True
1586,89,moss_ward,Tala,ffd144b235,dry clay,434,432,patch blanket loom output,79,80,consume 2 dry clay; advance patch blanket loom,True,True,True,True
1587,89,glass_harbor,Nia,e283abe06a,net fiber,436,435,mark crossing rope output,79,80,consume 1 net fiber; advance mark crossing rope,True,True,True,True
1588,89,cinder_garden,Pax,f91854767d,seed ink,436,435,sort ember fruit output,80,81,consume 1 seed ink; advance sort ember fruit,True,True,True,True
1589,89,lichen_bridge,Rin,47513db752,rope fiber,434,433,repair meal ledger output,79,80,consume 1 rope fiber; advance repair meal ledger,True,True,True,True
1590,89,orchid_engine,Eli,ee36774892,gear cloth,435,434,clean gear wash output,78,79,consume 1 gear cloth; advance clean gear wash,True,True,True,True
1591,89,moss_ward,Ari,6666182d43,moss cord,435,434,raise warm-cup shelf output,79,80,consume 1 moss cord; advance raise warm-cup shelf,True,True,True,True
1592,89,glass_harbor,Oren,4691632fda,salt chalk,433,432,mend fog net output,80,81,consume 1 salt chalk; advance mend fog net,True,True,True,True
1593,89,cinder_garden,Vale,669e90cbc3,shade reed,435,434,repair seed calendar output,79,80,consume 1 shade reed; advance repair seed calendar,True,True,True,True
1594,89,lichen_bridge,Sol,797e050dde,bell tin,434,433,weave spare rope output,80,81,consume 1 bell tin; advance weave spare rope,True,True,True,True
1595,89,orchid_engine,Bea,936769c116,orchid oil,435,434,stabilize steam kettle output,81,82,consume 1 orchid oil; advance stabilize steam kettle,True,True,True,True
1596,89,moss_ward,Fay,23961e054e,charcoal mark,435,434,patch blanket loom output,80,81,consume 1 charcoal mark; advance patch blanket loom,True,True,True,True
1597,89,glass_harbor,Puck,4e34e5eca9,lamp oil,434,433,mark crossing rope output,80,81,consume 1 lamp oil; advance mark crossing rope,True,True,True,True
1598,89,cinder_garden,Wren,f54993de4d,ember basket,435,434,sort ember fruit output,81,82,consume 1 ember basket; advance sort ember fruit,True,True,True,True
1599,89,lichen_bridge,Kio,e74a8726db,meal token,436,434,repair meal ledger output,80,81,consume 2 meal token; advance repair meal ledger,True,True,True,True
1600,89,orchid_engine,Cai,fee339b1d9,steam seal,434,433,clean gear wash output,79,80,consume 1 steam seal; advance clean gear wash,True,True,True,True
1601,89,moss_ward,Milo,d27f39c290,reed bundle,434,433,raise warm-cup shelf output,80,81,consume 1 reed bundle; advance raise warm-cup shelf,True,True,True,True
1602,90,cinder_garden,Vale,5e37aea90d,shade reed,434,433,cool ash path output,79,80,consume 1 shade reed; advance cool ash path,True,True,True,True
1603,90,lichen_bridge,Sol,72a63892cd,bell tin,433,432,test rope bridge output,80,81,consume 1 bell tin; advance test rope bridge,True,True,True,True
1604,90,orchid_engine,Bea,ff802a82b5,orchid oil,434,433,tend orchid lamp output,79,80,consume 1 orchid oil; advance tend orchid lamp,True,True,True,True
1605,90,moss_ward,Fay,b4068fee47,charcoal mark,434,433,drain rain path output,79,80,consume 1 charcoal mark; advance drain rain path,True,True,True,True
1606,90,glass_harbor,Puck,b9f27156b1,lamp oil,433,432,seal fog catcher output,80,81,consume 1 lamp oil; advance seal fog catcher,True,True,True,True
1607,90,cinder_garden,Wren,8d7a6c2aa4,ember basket,434,433,shade seed rows output,79,80,consume 1 ember basket; advance shade seed rows,True,True,True,True
1608,90,lichen_bridge,Kio,a9335a1d29,meal token,434,433,mark signal bell output,78,79,consume 1 meal token; advance mark signal bell,True,True,True,True
1609,90,orchid_engine,Cai,b31fad0817,steam seal,433,432,listen to valve pulse output,79,80,consume 1 steam seal; advance listen to valve pulse,True,True,True,True
1610,90,moss_ward,Milo,48ae12c016,reed bundle,433,432,copy root ledger output,80,81,consume 1 reed bundle; advance copy root ledger,True,True,True,True
1611,90,glass_harbor,Sera,ea7173b0ad,glass bead,434,433,relight public lamp output,79,80,consume 1 glass bead; advance relight public lamp,True,True,True,True
1612,90,cinder_garden,Juno,5f79a57e6f,cool stone,434,432,cool ash path output,80,81,consume 2 cool stone; advance cool ash path,True,True,True,True
1613,90,lichen_bridge,Luma,e1bab827b9,lichen glue,435,434,test rope bridge output,81,82,consume 1 lichen glue; advance test rope bridge,True,True,True,True
1614,90,orchid_engine,Dax,3645f43e1d,valve grease,434,433,tend orchid lamp output,80,81,consume 1 valve grease; advance tend orchid lamp,True,True,True,True
1615,90,moss_ward,Tala,28589c06c6,dry clay,432,431,drain rain path output,80,81,consume 1 dry clay; advance drain rain path,True,True,True,True
1616,90,glass_harbor,Nia,9a5c1e063a,net fiber,435,434,seal fog catcher output,81,82,consume 1 net fiber; advance seal fog catcher,True,True,True,True
1617,90,cinder_garden,Pax,da2b247900,seed ink,435,434,shade seed rows output,80,81,consume 1 seed ink; advance shade seed rows,True,True,True,True
1618,90,lichen_bridge,Rin,0d07f43a57,rope fiber,433,432,mark signal bell output,79,80,consume 1 rope fiber; advance mark signal bell,True,True,True,True
1619,90,orchid_engine,Eli,2432f12bb3,gear cloth,434,433,listen to valve pulse output,80,81,consume 1 gear cloth; advance listen to valve pulse,True,True,True,True
1620,91,glass_harbor,Sera,39906512c4,glass bead,433,432,mark crossing rope output,81,82,consume 1 glass bead; advance mark crossing rope,True,True,True,True
1621,91,cinder_garden,Juno,5d450b0d31,cool stone,432,431,sort ember fruit output,82,83,consume 1 cool stone; advance sort ember fruit,True,True,True,True
1622,91,lichen_bridge,Luma,c11ee45638,lichen glue,434,433,repair meal ledger output,81,82,consume 1 lichen glue; advance repair meal ledger,True,True,True,True
1623,91,orchid_engine,Dax,fa2f54a5f1,valve grease,433,432,clean gear wash output,80,81,consume 1 valve grease; advance clean gear wash,True,True,True,True
1624,91,moss_ward,Tala,5b51e19d49,dry clay,431,430,raise warm-cup shelf output,81,82,consume 1 dry clay; advance raise warm-cup shelf,True,True,True,True
1625,91,glass_harbor,Nia,b58364559a,net fiber,434,432,mend fog net output,81,82,consume 2 net fiber; advance mend fog net,True,True,True,True
1626,91,cinder_garden,Pax,301d0ea001,seed ink,434,433,repair seed calendar output,80,81,consume 1 seed ink; advance repair seed calendar,True,True,True,True
1627,91,lichen_bridge,Rin,84fdd2bf40,rope fiber,432,431,weave spare rope output,81,82,consume 1 rope fiber; advance weave spare rope,True,True,True,True
1628,91,orchid_engine,Eli,b41913dbe2,gear cloth,433,432,stabilize steam kettle output,82,83,consume 1 gear cloth; advance stabilize steam kettle,True,True,True,True
1629,91,moss_ward,Ari,572d4e939c,moss cord,434,433,patch blanket loom output,81,82,consume 1 moss cord; advance patch blanket loom,True,True,True,True
1630,91,glass_harbor,Oren,5a399028bb,salt chalk,432,431,mark crossing rope output,82,83,consume 1 salt chalk; advance mark crossing rope,True,True,True,True
1631,91,cinder_garden,Vale,cc7272cc69,shade reed,433,432,sort ember fruit output,83,84,consume 1 shade reed; advance sort ember fruit,True,True,True,True
1632,91,lichen_bridge,Sol,76f402ab6a,bell tin,432,431,repair meal ledger output,82,83,consume 1 bell tin; advance repair meal ledger,True,True,True,True
1633,91,orchid_engine,Bea,9a2f344251,orchid oil,433,432,clean gear wash output,81,82,consume 1 orchid oil; advance clean gear wash,True,True,True,True
1634,91,moss_ward,Fay,69fbe1ae68,charcoal mark,433,432,raise warm-cup shelf output,82,83,consume 1 charcoal mark; advance raise warm-cup shelf,True,True,True,True
1635,91,glass_harbor,Puck,cf04a81caf,lamp oil,432,431,mend fog net output,82,83,consume 1 lamp oil; advance mend fog net,True,True,True,True
1636,91,cinder_garden,Wren,88d6240bdd,ember basket,433,432,repair seed calendar output,81,82,consume 1 ember basket; advance repair seed calendar,True,True,True,True
1637,91,lichen_bridge,Kio,87e730b100,meal token,433,432,weave spare rope output,82,83,consume 1 meal token; advance weave spare rope,True,True,True,True
1638,92,moss_ward,Ari,27a5f6be30,moss cord,433,431,drain rain path output,81,82,consume 2 moss cord; advance drain rain path,True,True,True,True
1639,92,glass_harbor,Oren,139ed15166,salt chalk,431,430,seal fog catcher output,82,83,consume 1 salt chalk; advance seal fog catcher,True,True,True,True
1640,92,cinder_garden,Vale,50e2b859c6,shade reed,432,431,shade seed rows output,81,82,consume 1 shade reed; advance shade seed rows,True,True,True,True
1641,92,lichen_bridge,Sol,878bf0af37,bell tin,431,430,mark signal bell output,80,81,consume 1 bell tin; advance mark signal bell,True,True,True,True
1642,92,orchid_engine,Bea,2899e764df,orchid oil,432,431,listen to valve pulse output,81,82,consume 1 orchid oil; advance listen to valve pulse,True,True,True,True
1643,92,moss_ward,Fay,5147eb41b9,charcoal mark,432,431,copy root ledger output,81,82,consume 1 charcoal mark; advance copy root ledger,True,True,True,True
1644,92,glass_harbor,Puck,ed218dd38f,lamp oil,431,430,relight public lamp output,80,81,consume 1 lamp oil; advance relight public lamp,True,True,True,True
1645,92,cinder_garden,Wren,a66b280afe,ember basket,432,431,cool ash path output,81,82,consume 1 ember basket; advance cool ash path,True,True,True,True
1646,92,lichen_bridge,Kio,505b3ed3bc,meal token,432,431,test rope bridge output,82,83,consume 1 meal token; advance test rope bridge,True,True,True,True
1647,92,orchid_engine,Cai,9567222324,steam seal,432,431,tend orchid lamp output,81,82,consume 1 steam seal; advance tend orchid lamp,True,True,True,True
1648,92,moss_ward,Milo,022ca473b4,reed bundle,432,431,drain rain path output,82,83,consume 1 reed bundle; advance drain rain path,True,True,True,True
1649,92,glass_harbor,Sera,e2517cc645,glass bead,432,431,seal fog catcher output,83,84,consume 1 glass bead; advance seal fog catcher,True,True,True,True
1650,92,cinder_garden,Juno,46bd9e887d,cool stone,431,430,shade seed rows output,82,83,consume 1 cool stone; advance shade seed rows,True,True,True,True
1651,92,lichen_bridge,Luma,ef4a1eb826,lichen glue,433,431,mark signal bell output,81,82,consume 2 lichen glue; advance mark signal bell,True,True,True,True
1652,92,orchid_engine,Dax,5ea66d74e7,valve grease,432,431,listen to valve pulse output,82,83,consume 1 valve grease; advance listen to valve pulse,True,True,True,True
1653,92,moss_ward,Tala,825eef3be9,dry clay,430,429,copy root ledger output,82,83,consume 1 dry clay; advance copy root ledger,True,True,True,True
1654,92,glass_harbor,Nia,aa85d5f3cf,net fiber,432,431,relight public lamp output,81,82,consume 1 net fiber; advance relight public lamp,True,True,True,True
1655,92,cinder_garden,Pax,bfe20f64e9,seed ink,433,432,cool ash path output,82,83,consume 1 seed ink; advance cool ash path,True,True,True,True
1656,93,orchid_engine,Cai,fee339b1d9,steam seal,431,430,clean gear wash output,82,83,consume 1 steam seal; advance clean gear wash,True,True,True,True
1657,93,moss_ward,Milo,d27f39c290,reed bundle,431,430,raise warm-cup shelf output,83,84,consume 1 reed bundle; advance raise warm-cup shelf,True,True,True,True
1658,93,glass_harbor,Sera,c5ce3bb82a,glass bead,431,430,mend fog net output,83,84,consume 1 glass bead; advance mend fog net,True,True,True,True
1659,93,cinder_garden,Juno,ab3857f6de,cool stone,430,429,repair seed calendar output,82,83,consume 1 cool stone; advance repair seed calendar,True,True,True,True
1660,93,lichen_bridge,Luma,6e76849c77,lichen glue,431,430,weave spare rope output,83,84,consume 1 lichen glue; advance weave spare rope,True,True,True,True
1661,93,orchid_engine,Dax,1194905158,valve grease,431,430,stabilize steam kettle output,83,84,consume 1 valve grease; advance stabilize steam kettle,True,True,True,True
1662,93,moss_ward,Tala,ffd144b235,dry clay,429,428,patch blanket loom output,82,83,consume 1 dry clay; advance patch blanket loom,True,True,True,True
1663,93,glass_harbor,Nia,e283abe06a,net fiber,431,430,mark crossing rope output,83,84,consume 1 net fiber; advance mark crossing rope,True,True,True,True
1664,93,cinder_garden,Pax,f91854767d,seed ink,432,430,sort ember fruit output,84,85,consume 2 seed ink; advance sort ember fruit,True,True,True,True
1665,93,lichen_bridge,Rin,47513db752,rope fiber,431,430,repair meal ledger output,83,84,consume 1 rope fiber; advance repair meal ledger,True,True,True,True
1666,93,orchid_engine,Eli,ee36774892,gear cloth,432,431,clean gear wash output,83,84,consume 1 gear cloth; advance clean gear wash,True,True,True,True
1667,93,moss_ward,Ari,6666182d43,moss cord,431,430,raise warm-cup shelf output,84,85,consume 1 moss cord; advance raise warm-cup shelf,True,True,True,True
1668,93,glass_harbor,Oren,4691632fda,salt chalk,430,429,mend fog net output,84,85,consume 1 salt chalk; advance mend fog net,True,True,True,True
1669,93,cinder_garden,Vale,669e90cbc3,shade reed,431,430,repair seed calendar output,83,84,consume 1 shade reed; advance repair seed calendar,True,True,True,True
1670,93,lichen_bridge,Sol,797e050dde,bell tin,430,429,weave spare rope output,84,85,consume 1 bell tin; advance weave spare rope,True,True,True,True
1671,93,orchid_engine,Bea,936769c116,orchid oil,431,430,stabilize steam kettle output,84,85,consume 1 orchid oil; advance stabilize steam kettle,True,True,True,True
1672,93,moss_ward,Fay,23961e054e,charcoal mark,431,430,patch blanket loom output,83,84,consume 1 charcoal mark; advance patch blanket loom,True,True,True,True
1673,93,glass_harbor,Puck,4e34e5eca9,lamp oil,430,429,mark crossing rope output,84,85,consume 1 lamp oil; advance mark crossing rope,True,True,True,True
1674,94,lichen_bridge,Rin,0d07f43a57,rope fiber,430,429,mark signal bell output,82,83,consume 1 rope fiber; advance mark signal bell,True,True,True,True
1675,94,orchid_engine,Eli,2432f12bb3,gear cloth,431,430,listen to valve pulse output,83,84,consume 1 gear cloth; advance listen to valve pulse,True,True,True,True
1676,94,moss_ward,Ari,2ea8f2d96e,moss cord,430,429,copy root ledger output,83,84,consume 1 moss cord; advance copy root ledger,True,True,True,True
1677,94,glass_harbor,Oren,fd03ad5da8,salt chalk,429,427,relight public lamp output,82,83,consume 2 salt chalk; advance relight public lamp,True,True,True,True
1678,94,cinder_garden,Vale,5e37aea90d,shade reed,430,429,cool ash path output,83,84,consume 1 shade reed; advance cool ash path,True,True,True,True
1679,94,lichen_bridge,Sol,72a63892cd,bell tin,429,428,test rope bridge output,83,84,consume 1 bell tin; advance test rope bridge,True,True,True,True
1680,94,orchid_engine,Bea,ff802a82b5,orchid oil,430,429,tend orchid lamp output,82,83,consume 1 orchid oil; advance tend orchid lamp,True,True,True,True
1681,94,moss_ward,Fay,b4068fee47,charcoal mark,430,429,drain rain path output,83,84,consume 1 charcoal mark; advance drain rain path,True,True,True,True
1682,94,glass_harbor,Puck,b9f27156b1,lamp oil,429,428,seal fog catcher output,84,85,consume 1 lamp oil; advance seal fog catcher,True,True,True,True
1683,94,cinder_garden,Wren,8d7a6c2aa4,ember basket,431,430,shade seed rows output,83,84,consume 1 ember basket; advance shade seed rows,True,True,True,True
1684,94,lichen_bridge,Kio,a9335a1d29,meal token,431,430,mark signal bell output,83,84,consume 1 meal token; advance mark signal bell,True,True,True,True
1685,94,orchid_engine,Cai,b31fad0817,steam seal,430,429,listen to valve pulse output,84,85,consume 1 steam seal; advance listen to valve pulse,True,True,True,True
1686,94,moss_ward,Milo,48ae12c016,reed bundle,430,429,copy root ledger output,84,85,consume 1 reed bundle; advance copy root ledger,True,True,True,True
1687,94,glass_harbor,Sera,ea7173b0ad,glass bead,430,429,relight public lamp output,83,84,consume 1 glass bead; advance relight public lamp,True,True,True,True
1688,94,cinder_garden,Juno,5f79a57e6f,cool stone,429,428,cool ash path output,84,85,consume 1 cool stone; advance cool ash path,True,True,True,True
1689,94,lichen_bridge,Luma,e1bab827b9,lichen glue,430,429,test rope bridge output,84,85,consume 1 lichen glue; advance test rope bridge,True,True,True,True
1690,94,orchid_engine,Dax,3645f43e1d,valve grease,430,428,tend orchid lamp output,83,84,consume 2 valve grease; advance tend orchid lamp,True,True,True,True
1691,94,moss_ward,Tala,28589c06c6,dry clay,428,427,drain rain path output,84,85,consume 1 dry clay; advance drain rain path,True,True,True,True
1692,95,cinder_garden,Wren,88d6240bdd,ember basket,430,429,repair seed calendar output,84,85,consume 1 ember basket; advance repair seed calendar,True,True,True,True
1693,95,lichen_bridge,Kio,87e730b100,meal token,430,429,weave spare rope output,85,86,consume 1 meal token; advance weave spare rope,True,True,True,True
1694,95,orchid_engine,Cai,b805ef5f3b,steam seal,429,428,stabilize steam kettle output,85,86,consume 1 steam seal; advance stabilize steam kettle,True,True,True,True
1695,95,moss_ward,Milo,037725c0bc,reed bundle,429,428,patch blanket loom output,84,85,consume 1 reed bundle; advance patch blanket loom,True,True,True,True
1696,95,glass_harbor,Sera,39906512c4,glass bead,429,428,mark crossing rope output,85,86,consume 1 glass bead; advance mark crossing rope,True,True,True,True
1697,95,cinder_garden,Juno,5d450b0d31,cool stone,428,427,sort ember fruit output,85,86,consume 1 cool stone; advance sort ember fruit,True,True,True,True
1698,95,lichen_bridge,Luma,c11ee45638,lichen glue,429,428,repair meal ledger output,84,85,consume 1 lichen glue; advance repair meal ledger,True,True,True,True
1699,95,orchid_engine,Dax,fa2f54a5f1,valve grease,428,427,clean gear wash output,84,85,consume 1 valve grease; advance clean gear wash,True,True,True,True
1700,95,moss_ward,Tala,5b51e19d49,dry clay,427,426,raise warm-cup shelf output,85,86,consume 1 dry clay; advance raise warm-cup shelf,True,True,True,True
1701,95,glass_harbor,Nia,b58364559a,net fiber,430,429,mend fog net output,85,86,consume 1 net fiber; advance mend fog net,True,True,True,True
1702,95,cinder_garden,Pax,301d0ea001,seed ink,430,429,repair seed calendar output,85,86,consume 1 seed ink; advance repair seed calendar,True,True,True,True
1703,95,lichen_bridge,Rin,84fdd2bf40,rope fiber,429,427,weave spare rope output,86,87,consume 2 rope fiber; advance weave spare rope,True,True,True,True
1704,95,orchid_engine,Eli,b41913dbe2,gear cloth,430,429,stabilize steam kettle output,86,87,consume 1 gear cloth; advance stabilize steam kettle,True,True,True,True
1705,95,moss_ward,Ari,572d4e939c,moss cord,429,428,patch blanket loom output,85,86,consume 1 moss cord; advance patch blanket loom,True,True,True,True
1706,95,glass_harbor,Oren,5a399028bb,salt chalk,427,426,mark crossing rope output,86,87,consume 1 salt chalk; advance mark crossing rope,True,True,True,True
1707,95,cinder_garden,Vale,cc7272cc69,shade reed,429,428,sort ember fruit output,86,87,consume 1 shade reed; advance sort ember fruit,True,True,True,True
1708,95,lichen_bridge,Sol,76f402ab6a,bell tin,428,427,repair meal ledger output,85,86,consume 1 bell tin; advance repair meal ledger,True,True,True,True
1709,95,orchid_engine,Bea,9a2f344251,orchid oil,429,428,clean gear wash output,85,86,consume 1 orchid oil; advance clean gear wash,True,True,True,True
1710,96,glass_harbor,Nia,aa85d5f3cf,net fiber,429,428,relight public lamp output,84,85,consume 1 net fiber; advance relight public lamp,True,True,True,True
1711,96,cinder_garden,Pax,bfe20f64e9,seed ink,429,428,cool ash path output,85,86,consume 1 seed ink; advance cool ash path,True,True,True,True
1712,96,lichen_bridge,Rin,1ca3ca05c1,rope fiber,427,426,test rope bridge output,85,86,consume 1 rope fiber; advance test rope bridge,True,True,True,True
1713,96,orchid_engine,Eli,79a49a3901,gear cloth,429,428,tend orchid lamp output,84,85,consume 1 gear cloth; advance tend orchid lamp,True,True,True,True
1714,96,moss_ward,Ari,27a5f6be30,moss cord,428,427,drain rain path output,85,86,consume 1 moss cord; advance drain rain path,True,True,True,True
1715,96,glass_harbor,Oren,139ed15166,salt chalk,426,425,seal fog catcher output,85,86,consume 1 salt chalk; advance seal fog catcher,True,True,True,True
1716,96,cinder_garden,Vale,50e2b859c6,shade reed,428,426,shade seed rows output,84,85,consume 2 shade reed; advance shade seed rows,True,True,True,True
1717,96,lichen_bridge,Sol,878bf0af37,bell tin,427,426,mark signal bell output,84,85,consume 1 bell tin; advance mark signal bell,True,True,True,True
1718,96,orchid_engine,Bea,2899e764df,orchid oil,428,427,listen to valve pulse output,85,86,consume 1 orchid oil; advance listen to valve pulse,True,True,True,True
1719,96,moss_ward,Fay,5147eb41b9,charcoal mark,429,428,copy root ledger output,85,86,consume 1 charcoal mark; advance copy root ledger,True,True,True,True
1720,96,glass_harbor,Puck,ed218dd38f,lamp oil,428,427,relight public lamp output,85,86,consume 1 lamp oil; advance relight public lamp,True,True,True,True
1721,96,cinder_garden,Wren,a66b280afe,ember basket,429,428,cool ash path output,86,87,consume 1 ember basket; advance cool ash path,True,True,True,True
1722,96,lichen_bridge,Kio,505b3ed3bc,meal token,429,428,test rope bridge output,86,87,consume 1 meal token; advance test rope bridge,True,True,True,True
1723,96,orchid_engine,Cai,9567222324,steam seal,428,427,tend orchid lamp output,85,86,consume 1 steam seal; advance tend orchid lamp,True,True,True,True
1724,96,moss_ward,Milo,022ca473b4,reed bundle,428,427,drain rain path output,86,87,consume 1 reed bundle; advance drain rain path,True,True,True,True
1725,96,glass_harbor,Sera,e2517cc645,glass bead,428,427,seal fog catcher output,86,87,consume 1 glass bead; advance seal fog catcher,True,True,True,True
1726,96,cinder_garden,Juno,46bd9e887d,cool stone,427,426,shade seed rows output,85,86,consume 1 cool stone; advance shade seed rows,True,True,True,True
1727,96,lichen_bridge,Luma,ef4a1eb826,lichen glue,428,427,mark signal bell output,85,86,consume 1 lichen glue; advance mark signal bell,True,True,True,True
1728,97,moss_ward,Fay,23961e054e,charcoal mark,428,427,patch blanket loom output,86,87,consume 1 charcoal mark; advance patch blanket loom,True,True,True,True
1729,97,glass_harbor,Puck,4e34e5eca9,lamp oil,427,425,mark crossing rope output,87,88,consume 2 lamp oil; advance mark crossing rope,True,True,True,True
1730,97,cinder_garden,Wren,f54993de4d,ember basket,428,427,sort ember fruit output,87,88,consume 1 ember basket; advance sort ember fruit,True,True,True,True
1731,97,lichen_bridge,Kio,e74a8726db,meal token,428,427,repair meal ledger output,86,87,consume 1 meal token; advance repair meal ledger,True,True,True,True
1732,97,orchid_engine,Cai,fee339b1d9,steam seal,427,426,clean gear wash output,86,87,consume 1 steam seal; advance clean gear wash,True,True,True,True
1733,97,moss_ward,Milo,d27f39c290,reed bundle,427,426,raise warm-cup shelf output,86,87,consume 1 reed bundle; advance raise warm-cup shelf,True,True,True,True
1734,97,glass_harbor,Sera,c5ce3bb82a,glass bead,427,426,mend fog net output,86,87,consume 1 glass bead; advance mend fog net,True,True,True,True
1735,97,cinder_garden,Juno,ab3857f6de,cool stone,426,425,repair seed calendar output,86,87,consume 1 cool stone; advance repair seed calendar,True,True,True,True
1736,97,lichen_bridge,Luma,6e76849c77,lichen glue,427,426,weave spare rope output,87,88,consume 1 lichen glue; advance weave spare rope,True,True,True,True
1737,97,orchid_engine,Dax,1194905158,valve grease,427,426,stabilize steam kettle output,87,88,consume 1 valve grease; advance stabilize steam kettle,True,True,True,True
1738,97,moss_ward,Tala,ffd144b235,dry clay,426,425,patch blanket loom output,87,88,consume 1 dry clay; advance patch blanket loom,True,True,True,True
1739,97,glass_harbor,Nia,e283abe06a,net fiber,428,427,mark crossing rope output,88,89,consume 1 net fiber; advance mark crossing rope,True,True,True,True
1740,97,cinder_garden,Pax,f91854767d,seed ink,428,427,sort ember fruit output,88,89,consume 1 seed ink; advance sort ember fruit,True,True,True,True
1741,97,lichen_bridge,Rin,47513db752,rope fiber,426,425,repair meal ledger output,87,88,consume 1 rope fiber; advance repair meal ledger,True,True,True,True
1742,97,orchid_engine,Eli,ee36774892,gear cloth,428,426,clean gear wash output,87,88,consume 2 gear cloth; advance clean gear wash,True,True,True,True
1743,97,moss_ward,Ari,6666182d43,moss cord,427,426,raise warm-cup shelf output,87,88,consume 1 moss cord; advance raise warm-cup shelf,True,True,True,True
1744,97,glass_harbor,Oren,4691632fda,salt chalk,425,424,mend fog net output,87,88,consume 1 salt chalk; advance mend fog net,True,True,True,True
1745,97,cinder_garden,Vale,669e90cbc3,shade reed,426,425,repair seed calendar output,87,88,consume 1 shade reed; advance repair seed calendar,True,True,True,True
1746,98,orchid_engine,Dax,3645f43e1d,valve grease,426,425,tend orchid lamp output,86,87,consume 1 valve grease; advance tend orchid lamp,True,True,True,True
1747,98,moss_ward,Tala,28589c06c6,dry clay,425,424,drain rain path output,87,88,consume 1 dry clay; advance drain rain path,True,True,True,True
1748,98,glass_harbor,Nia,9a5c1e063a,net fiber,427,426,seal fog catcher output,87,88,consume 1 net fiber; advance seal fog catcher,True,True,True,True
1749,98,cinder_garden,Pax,da2b247900,seed ink,427,426,shade seed rows output,86,87,consume 1 seed ink; advance shade seed rows,True,True,True,True
1750,98,lichen_bridge,Rin,0d07f43a57,rope fiber,425,424,mark signal bell output,86,87,consume 1 rope fiber; advance mark signal bell,True,True,True,True
