tick,day,snapshot_key,restored_avatar_room,restored_resident,restored_memory_key,restored_debt_name,replay_event_count,restored_ok,audit_scrubbable
1979,110,ssrm:v58:snapshot:d110:t01979,west hearth,Milo,milo:water_carry:d110:s17,water carry,140,True,True
1980,111,ssrm:v58:snapshot:d111:t01980,arrival court,Sera,sera:missed_greeting:d111:s00,missed greeting,140,True,True
1981,111,ssrm:v58:snapshot:d111:t01981,tool alcove,Tovan,tovan:care_favor:d111:s01,care favor,140,True,True
1988,111,ssrm:v58:snapshot:d111:t01988,rain court,Nia,nia:route_warning:d111:s08,route warning,140,True,True
1995,111,ssrm:v58:snapshot:d111:t01995,fiber loft,Ari,ari:tool_loan:d111:s15,tool loan,140,True,True
1997,111,ssrm:v58:snapshot:d111:t01997,river gate,Milo,milo:repair_promise:d111:s17,repair promise,140,True,True
1998,112,ssrm:v58:snapshot:d112:t01998,tool alcove,Sera,sera:care_favor:d112:s00,care favor,140,True,True
2002,112,ssrm:v58:snapshot:d112:t02002,river gate,Fay,fay:repair_promise:d112:s04,repair promise,140,True,True
2009,112,ssrm:v58:snapshot:d112:t02009,arrival court,Milo,milo:missed_greeting:d112:s11,missed greeting,140,True,True
2015,112,ssrm:v58:snapshot:d112:t02015,arrival court,Milo,milo:missed_greeting:d112:s17,missed greeting,140,True,True
2016,113,ssrm:v58:snapshot:d113:t02016,rain court,Sera,sera:route_warning:d113:s00,route warning,140,True,True
2023,113,ssrm:v58:snapshot:d113:t02023,fiber loft,Tovan,tovan:tool_loan:d113:s07,tool loan,140,True,True
2030,113,ssrm:v58:snapshot:d113:t02030,west hearth,Nia,nia:water_carry:d113:s14,water carry,140,True,True
2033,113,ssrm:v58:snapshot:d113:t02033,tool alcove,Milo,milo:care_favor:d113:s17,care favor,140,True,True
2034,114,ssrm:v58:snapshot:d114:t02034,fiber loft,Sera,sera:tool_loan:d114:s00,tool loan,140,True,True
2037,114,ssrm:v58:snapshot:d114:t02037,arrival court,Ari,ari:missed_greeting:d114:s03,missed greeting,140,True,True
2044,114,ssrm:v58:snapshot:d114:t02044,tool alcove,Fay,fay:care_favor:d114:s10,care favor,140,True,True
2051,114,ssrm:v58:snapshot:d114:t02051,rain court,Milo,milo:route_warning:d114:s17,route warning,140,True,True
2052,115,ssrm:v58:snapshot:d115:t02052,west hearth,Sera,sera:water_carry:d115:s00,water carry,140,True,True
2058,115,ssrm:v58:snapshot:d115:t02058,west hearth,Sera,sera:water_carry:d115:s06,water carry,140,True,True
2065,115,ssrm:v58:snapshot:d115:t02065,river gate,Tovan,tovan:repair_promise:d115:s13,repair promise,140,True,True
2069,115,ssrm:v58:snapshot:d115:t02069,fiber loft,Milo,milo:tool_loan:d115:s17,tool loan,140,True,True
2070,116,ssrm:v58:snapshot:d116:t02070,river gate,Sera,sera:repair_promise:d116:s00,repair promise,140,True,True
2072,116,ssrm:v58:snapshot:d116:t02072,tool alcove,Nia,nia:care_favor:d116:s02,care favor,140,True,True
2079,116,ssrm:v58:snapshot:d116:t02079,rain court,Ari,ari:route_warning:d116:s09,route warning,140,True,True
2086,116,ssrm:v58:snapshot:d116:t02086,fiber loft,Fay,fay:tool_loan:d116:s16,tool loan,140,True,True
2087,116,ssrm:v58:snapshot:d116:t02087,west hearth,Milo,milo:water_carry:d116:s17,water carry,140,True,True
2088,117,ssrm:v58:snapshot:d117:t02088,arrival court,Sera,sera:missed_greeting:d117:s00,missed greeting,140,True,True
2093,117,ssrm:v58:snapshot:d117:t02093,river gate,Milo,milo:repair_promise:d117:s05,repair promise,140,True,True
2100,117,ssrm:v58:snapshot:d117:t02100,arrival court,Sera,sera:missed_greeting:d117:s12,missed greeting,140,True,True
2105,117,ssrm:v58:snapshot:d117:t02105,river gate,Milo,milo:repair_promise:d117:s17,repair promise,140,True,True
2106,118,ssrm:v58:snapshot:d118:t02106,tool alcove,Sera,sera:care_favor:d118:s00,care favor,140,True,True
2107,118,ssrm:v58:snapshot:d118:t02107,rain court,Tovan,tovan:route_warning:d118:s01,route warning,140,True,True
2114,118,ssrm:v58:snapshot:d118:t02114,fiber loft,Nia,nia:tool_loan:d118:s08,tool loan,140,True,True
2121,118,ssrm:v58:snapshot:d118:t02121,west hearth,Ari,ari:water_carry:d118:s15,water carry,140,True,True
2123,118,ssrm:v58:snapshot:d118:t02123,arrival court,Milo,milo:missed_greeting:d118:s17,missed greeting,140,True,True
2124,119,ssrm:v58:snapshot:d119:t02124,rain court,Sera,sera:route_warning:d119:s00,route warning,140,True,True
2128,119,ssrm:v58:snapshot:d119:t02128,arrival court,Fay,fay:missed_greeting:d119:s04,missed greeting,140,True,True
2135,119,ssrm:v58:snapshot:d119:t02135,tool alcove,Milo,milo:care_favor:d119:s11,care favor,140,True,True
2141,119,ssrm:v58:snapshot:d119:t02141,tool alcove,Milo,milo:care_favor:d119:s17,care favor,140,True,True
2142,120,ssrm:v58:snapshot:d120:t02142,fiber loft,Sera,sera:tool_loan:d120:s00,tool loan,140,True,True
2149,120,ssrm:v58:snapshot:d120:t02149,west hearth,Tovan,tovan:water_carry:d120:s07,water carry,140,True,True
2156,120,ssrm:v58:snapshot:d120:t02156,river gate,Nia,nia:repair_promise:d120:s14,repair promise,140,True,True
2159,120,ssrm:v58:snapshot:d120:t02159,rain court,Milo,milo:route_warning:d120:s17,route warning,140,True,True
2160,121,ssrm:v58:snapshot:d121:t02160,west hearth,Sera,sera:water_carry:d121:s00,water carry,140,True,True
2163,121,ssrm:v58:snapshot:d121:t02163,tool alcove,Ari,ari:care_favor:d121:s03,care favor,140,True,True
2170,121,ssrm:v58:snapshot:d121:t02170,rain court,Fay,fay:route_warning:d121:s10,route warning,140,True,True
2177,121,ssrm:v58:snapshot:d121:t02177,fiber loft,Milo,milo:tool_loan:d121:s17,tool loan,140,True,True
2178,122,ssrm:v58:snapshot:d122:t02178,river gate,Sera,sera:repair_promise:d122:s00,repair promise,140,True,True
2184,122,ssrm:v58:snapshot:d122:t02184,river gate,Sera,sera:repair_promise:d122:s06,repair promise,140,True,True
2191,122,ssrm:v58:snapshot:d122:t02191,arrival court,Tovan,tovan:missed_greeting:d122:s13,missed greeting,140,True,True
2195,122,ssrm:v58:snapshot:d122:t02195,west hearth,Milo,milo:water_carry:d122:s17,water carry,140,True,True
2196,123,ssrm:v58:snapshot:d123:t02196,arrival court,Sera,sera:missed_greeting:d123:s00,missed greeting,140,True,True
2198,123,ssrm:v58:snapshot:d123:t02198,rain court,Nia,nia:route_warning:d123:s02,route warning,140,True,True
2205,123,ssrm:v58:snapshot:d123:t02205,fiber loft,Ari,ari:tool_loan:d123:s09,tool loan,140,True,True
2212,123,ssrm:v58:snapshot:d123:t02212,west hearth,Fay,fay:water_carry:d123:s16,water carry,140,True,True
2213,123,ssrm:v58:snapshot:d123:t02213,river gate,Milo,milo:repair_promise:d123:s17,repair promise,140,True,True
2214,124,ssrm:v58:snapshot:d124:t02214,tool alcove,Sera,sera:care_favor:d124:s00,care favor,140,True,True
2219,124,ssrm:v58:snapshot:d124:t02219,arrival court,Milo,milo:missed_greeting:d124:s05,missed greeting,140,True,True
2226,124,ssrm:v58:snapshot:d124:t02226,tool alcove,Sera,sera:care_favor:d124:s12,care favor,140,True,True
2231,124,ssrm:v58:snapshot:d124:t02231,arrival court,Milo,milo:missed_greeting:d124:s17,missed greeting,140,True,True
2232,125,ssrm:v58:snapshot:d125:t02232,rain court,Sera,sera:route_warning:d125:s00,route warning,140,True,True
2233,125,ssrm:v58:snapshot:d125:t02233,fiber loft,Tovan,tovan:tool_loan:d125:s01,tool loan,140,True,True
2240,125,ssrm:v58:snapshot:d125:t02240,west hearth,Nia,nia:water_carry:d125:s08,water carry,140,True,True
2247,125,ssrm:v58:snapshot:d125:t02247,river gate,Ari,ari:repair_promise:d125:s15,repair promise,140,True,True
2249,125,ssrm:v58:snapshot:d125:t02249,tool alcove,Milo,milo:care_favor:d125:s17,care favor,140,True,True
2250,126,ssrm:v58:snapshot:d126:t02250,fiber loft,Sera,sera:tool_loan:d126:s00,tool loan,140,True,True
2254,126,ssrm:v58:snapshot:d126:t02254,tool alcove,Fay,fay:care_favor:d126:s04,care favor,140,True,True
2261,126,ssrm:v58:snapshot:d126:t02261,rain court,Milo,milo:route_warning:d126:s11,route warning,140,True,True
2267,126,ssrm:v58:snapshot:d126:t02267,rain court,Milo,milo:route_warning:d126:s17,route warning,140,True,True
2268,127,ssrm:v58:snapshot:d127:t02268,west hearth,Sera,sera:water_carry:d127:s00,water carry,140,True,True
2275,127,ssrm:v58:snapshot:d127:t02275,river gate,Tovan,tovan:repair_promise:d127:s07,repair promise,140,True,True
2282,127,ssrm:v58:snapshot:d127:t02282,arrival court,Nia,nia:missed_greeting:d127:s14,missed greeting,140,True,True
2285,127,ssrm:v58:snapshot:d127:t02285,fiber loft,Milo,milo:tool_loan:d127:s17,tool loan,140,True,True
2286,128,ssrm:v58:snapshot:d128:t02286,river gate,Sera,sera:repair_promise:d128:s00,repair promise,140,True,True
2289,128,ssrm:v58:snapshot:d128:t02289,rain court,Ari,ari:route_warning:d128:s03,route warning,140,True,True
2296,128,ssrm:v58:snapshot:d128:t02296,fiber loft,Fay,fay:tool_loan:d128:s10,tool loan,140,True,True
2303,128,ssrm:v58:snapshot:d128:t02303,west hearth,Milo,milo:water_carry:d128:s17,water carry,140,True,True
2304,129,ssrm:v58:snapshot:d129:t02304,arrival court,Sera,sera:missed_greeting:d129:s00,missed greeting,140,True,True
2310,129,ssrm:v58:snapshot:d129:t02310,arrival court,Sera,sera:missed_greeting:d129:s06,missed greeting,140,True,True
2317,129,ssrm:v58:snapshot:d129:t02317,tool alcove,Tovan,tovan:care_favor:d129:s13,care favor,140,True,True
2321,129,ssrm:v58:snapshot:d129:t02321,river gate,Milo,milo:repair_promise:d129:s17,repair promise,140,True,True
2322,130,ssrm:v58:snapshot:d130:t02322,tool alcove,Sera,sera:care_favor:d130:s00,care favor,140,True,True
2324,130,ssrm:v58:snapshot:d130:t02324,fiber loft,Nia,nia:tool_loan:d130:s02,tool loan,140,True,True
2331,130,ssrm:v58:snapshot:d130:t02331,west hearth,Ari,ari:water_carry:d130:s09,water carry,140,True,True
2338,130,ssrm:v58:snapshot:d130:t02338,river gate,Fay,fay:repair_promise:d130:s16,repair promise,140,True,True
2339,130,ssrm:v58:snapshot:d130:t02339,arrival court,Milo,milo:missed_greeting:d130:s17,missed greeting,140,True,True
2340,131,ssrm:v58:snapshot:d131:t02340,rain court,Sera,sera:route_warning:d131:s00,route warning,140,True,True
2345,131,ssrm:v58:snapshot:d131:t02345,tool alcove,Milo,milo:care_favor:d131:s05,care favor,140,True,True
2352,131,ssrm:v58:snapshot:d131:t02352,rain court,Sera,sera:route_warning:d131:s12,route warning,140,True,True
2357,131,ssrm:v58:snapshot:d131:t02357,tool alcove,Milo,milo:care_favor:d131:s17,care favor,140,True,True
2358,132,ssrm:v58:snapshot:d132:t02358,fiber loft,Sera,sera:tool_loan:d132:s00,tool loan,140,True,True
2359,132,ssrm:v58:snapshot:d132:t02359,west hearth,Tovan,tovan:water_carry:d132:s01,water carry,140,True,True
2366,132,ssrm:v58:snapshot:d132:t02366,river gate,Nia,nia:repair_promise:d132:s08,repair promise,140,True,True
2373,132,ssrm:v58:snapshot:d132:t02373,arrival court,Ari,ari:missed_greeting:d132:s15,missed greeting,140,True,True
2375,132,ssrm:v58:snapshot:d132:t02375,rain court,Milo,milo:route_warning:d132:s17,route warning,140,True,True
2376,133,ssrm:v58:snapshot:d133:t02376,west hearth,Sera,sera:water_carry:d133:s00,water carry,140,True,True
2380,133,ssrm:v58:snapshot:d133:t02380,rain court,Fay,fay:route_warning:d133:s04,route warning,140,True,True
2387,133,ssrm:v58:snapshot:d133:t02387,fiber loft,Milo,milo:tool_loan:d133:s11,tool loan,140,True,True
2393,133,ssrm:v58:snapshot:d133:t02393,fiber loft,Milo,milo:tool_loan:d133:s17,tool loan,140,True,True
2394,134,ssrm:v58:snapshot:d134:t02394,river gate,Sera,sera:repair_promise:d134:s00,repair promise,140,True,True
2401,134,ssrm:v58:snapshot:d134:t02401,arrival court,Tovan,tovan:missed_greeting:d134:s07,missed greeting,140,True,True
2408,134,ssrm:v58:snapshot:d134:t02408,tool alcove,Nia,nia:care_favor:d134:s14,care favor,140,True,True
2411,134,ssrm:v58:snapshot:d134:t02411,west hearth,Milo,milo:water_carry:d134:s17,water carry,140,True,True
2412,135,ssrm:v58:snapshot:d135:t02412,arrival court,Sera,sera:missed_greeting:d135:s00,missed greeting,140,True,True
2415,135,ssrm:v58:snapshot:d135:t02415,fiber loft,Ari,ari:tool_loan:d135:s03,tool loan,140,True,True
2422,135,ssrm:v58:snapshot:d135:t02422,west hearth,Fay,fay:water_carry:d135:s10,water carry,140,True,True
2429,135,ssrm:v58:snapshot:d135:t02429,river gate,Milo,milo:repair_promise:d135:s17,repair promise,140,True,True
2430,136,ssrm:v58:snapshot:d136:t02430,tool alcove,Sera,sera:care_favor:d136:s00,care favor,140,True,True
2436,136,ssrm:v58:snapshot:d136:t02436,tool alcove,Sera,sera:care_favor:d136:s06,care favor,140,True,True
2443,136,ssrm:v58:snapshot:d136:t02443,rain court,Tovan,tovan:route_warning:d136:s13,route warning,140,True,True
2447,136,ssrm:v58:snapshot:d136:t02447,arrival court,Milo,milo:missed_greeting:d136:s17,missed greeting,140,True,True
2448,137,ssrm:v58:snapshot:d137:t02448,rain court,Sera,sera:route_warning:d137:s00,route warning,140,True,True
2450,137,ssrm:v58:snapshot:d137:t02450,west hearth,Nia,nia:water_carry:d137:s02,water carry,140,True,True
2457,137,ssrm:v58:snapshot:d137:t02457,river gate,Ari,ari:repair_promise:d137:s09,repair promise,140,True,True
2464,137,ssrm:v58:snapshot:d137:t02464,arrival court,Fay,fay:missed_greeting:d137:s16,missed greeting,140,True,True
2465,137,ssrm:v58:snapshot:d137:t02465,tool alcove,Milo,milo:care_favor:d137:s17,care favor,140,True,True
2466,138,ssrm:v58:snapshot:d138:t02466,fiber loft,Sera,sera:tool_loan:d138:s00,tool loan,140,True,True
2471,138,ssrm:v58:snapshot:d138:t02471,rain court,Milo,milo:route_warning:d138:s05,route warning,140,True,True
2478,138,ssrm:v58:snapshot:d138:t02478,fiber loft,Sera,sera:tool_loan:d138:s12,tool loan,140,True,True
2483,138,ssrm:v58:snapshot:d138:t02483,rain court,Milo,milo:route_warning:d138:s17,route warning,140,True,True
2484,139,ssrm:v58:snapshot:d139:t02484,west hearth,Sera,sera:water_carry:d139:s00,water carry,140,True,True
2485,139,ssrm:v58:snapshot:d139:t02485,river gate,Tovan,tovan:repair_promise:d139:s01,repair promise,140,True,True
2492,139,ssrm:v58:snapshot:d139:t02492,arrival court,Nia,nia:missed_greeting:d139:s08,missed greeting,140,True,True
2499,139,ssrm:v58:snapshot:d139:t02499,tool alcove,Ari,ari:care_favor:d139:s15,care favor,140,True,True
2501,139,ssrm:v58:snapshot:d139:t02501,fiber loft,Milo,milo:tool_loan:d139:s17,tool loan,140,True,True
2502,140,ssrm:v58:snapshot:d140:t02502,river gate,Sera,sera:repair_promise:d140:s00,repair promise,140,True,True
2506,140,ssrm:v58:snapshot:d140:t02506,fiber loft,Fay,fay:tool_loan:d140:s04,tool loan,140,True,True
2513,140,ssrm:v58:snapshot:d140:t02513,west hearth,Milo,milo:water_carry:d140:s11,water carry,140,True,True
2519,140,ssrm:v58:snapshot:d140:t02519,west hearth,Milo,milo:water_carry:d140:s17,water carry,140,True,True
2520,141,ssrm:v58:snapshot:d141:t02520,arrival court,Sera,sera:missed_greeting:d141:s00,missed greeting,140,True,True
2527,141,ssrm:v58:snapshot:d141:t02527,tool alcove,Tovan,tovan:care_favor:d141:s07,care favor,140,True,True
2534,141,ssrm:v58:snapshot:d141:t02534,rain court,Nia,nia:route_warning:d141:s14,route warning,140,True,True
2537,141,ssrm:v58:snapshot:d141:t02537,river gate,Milo,milo:repair_promise:d141:s17,repair promise,140,True,True
2538,142,ssrm:v58:snapshot:d142:t02538,tool alcove,Sera,sera:care_favor:d142:s00,care favor,140,True,True
2541,142,ssrm:v58:snapshot:d142:t02541,west hearth,Ari,ari:water_carry:d142:s03,water carry,140,True,True
2548,142,ssrm:v58:snapshot:d142:t02548,river gate,Fay,fay:repair_promise:d142:s10,repair promise,140,True,True
2555,142,ssrm:v58:snapshot:d142:t02555,arrival court,Milo,milo:missed_greeting:d142:s17,missed greeting,140,True,True
2556,143,ssrm:v58:snapshot:d143:t02556,rain court,Sera,sera:route_warning:d143:s00,route warning,140,True,True
2562,143,ssrm:v58:snapshot:d143:t02562,rain court,Sera,sera:route_warning:d143:s06,route warning,140,True,True
2569,143,ssrm:v58:snapshot:d143:t02569,fiber loft,Tovan,tovan:tool_loan:d143:s13,tool loan,140,True,True
2573,143,ssrm:v58:snapshot:d143:t02573,tool alcove,Milo,milo:care_favor:d143:s17,care favor,140,True,True
2574,144,ssrm:v58:snapshot:d144:t02574,fiber loft,Sera,sera:tool_loan:d144:s00,tool loan,140,True,True
2576,144,ssrm:v58:snapshot:d144:t02576,river gate,Nia,nia:repair_promise:d144:s02,repair promise,140,True,True
2583,144,ssrm:v58:snapshot:d144:t02583,arrival court,Ari,ari:missed_greeting:d144:s09,missed greeting,140,True,True
2590,144,ssrm:v58:snapshot:d144:t02590,tool alcove,Fay,fay:care_favor:d144:s16,care favor,140,True,True
2591,144,ssrm:v58:snapshot:d144:t02591,rain court,Milo,milo:route_warning:d144:s17,route warning,140,True,True
2592,145,ssrm:v58:snapshot:d145:t02592,west hearth,Sera,sera:water_carry:d145:s00,water carry,140,True,True
2597,145,ssrm:v58:snapshot:d145:t02597,fiber loft,Milo,milo:tool_loan:d145:s05,tool loan,140,True,True
2604,145,ssrm:v58:snapshot:d145:t02604,west hearth,Sera,sera:water_carry:d145:s12,water carry,140,True,True
2609,145,ssrm:v58:snapshot:d145:t02609,fiber loft,Milo,milo:tool_loan:d145:s17,tool loan,140,True,True
2610,146,ssrm:v58:snapshot:d146:t02610,river gate,Sera,sera:repair_promise:d146:s00,repair promise,140,True,True
2611,146,ssrm:v58:snapshot:d146:t02611,arrival court,Tovan,tovan:missed_greeting:d146:s01,missed greeting,140,True,True
2618,146,ssrm:v58:snapshot:d146:t02618,tool alcove,Nia,nia:care_favor:d146:s08,care favor,140,True,True
2625,146,ssrm:v58:snapshot:d146:t02625,rain court,Ari,ari:route_warning:d146:s15,route warning,140,True,True
2627,146,ssrm:v58:snapshot:d146:t02627,west hearth,Milo,milo:water_carry:d146:s17,water carry,140,True,True
2628,147,ssrm:v58:snapshot:d147:t02628,arrival court,Sera,sera:missed_greeting:d147:s00,missed greeting,140,True,True
2632,147,ssrm:v58:snapshot:d147:t02632,west hearth,Fay,fay:water_carry:d147:s04,water carry,140,True,True
2639,147,ssrm:v58:snapshot:d147:t02639,river gate,Milo,milo:repair_promise:d147:s11,repair promise,140,True,True
2645,147,ssrm:v58:snapshot:d147:t02645,river gate,Milo,milo:repair_promise:d147:s17,repair promise,140,True,True
2646,148,ssrm:v58:snapshot:d148:t02646,tool alcove,Sera,sera:care_favor:d148:s00,care favor,140,True,True
2653,148,ssrm:v58:snapshot:d148:t02653,rain court,Tovan,tovan:route_warning:d148:s07,route warning,140,True,True
2660,148,ssrm:v58:snapshot:d148:t02660,fiber loft,Nia,nia:tool_loan:d148:s14,tool loan,140,True,True
2663,148,ssrm:v58:snapshot:d148:t02663,arrival court,Milo,milo:missed_greeting:d148:s17,missed greeting,140,True,True
2664,149,ssrm:v58:snapshot:d149:t02664,rain court,Sera,sera:route_warning:d149:s00,route warning,140,True,True
2667,149,ssrm:v58:snapshot:d149:t02667,river gate,Ari,ari:repair_promise:d149:s03,repair promise,140,True,True
2674,149,ssrm:v58:snapshot:d149:t02674,arrival court,Fay,fay:missed_greeting:d149:s10,missed greeting,140,True,True
2681,149,ssrm:v58:snapshot:d149:t02681,tool alcove,Milo,milo:care_favor:d149:s17,care favor,140,True,True
2682,150,ssrm:v58:snapshot:d150:t02682,fiber loft,Sera,sera:tool_loan:d150:s00,tool loan,140,True,True
2688,150,ssrm:v58:snapshot:d150:t02688,fiber loft,Sera,sera:tool_loan:d150:s06,tool loan,140,True,True
2695,150,ssrm:v58:snapshot:d150:t02695,west hearth,Tovan,tovan:water_carry:d150:s13,water carry,140,True,True
2699,150,ssrm:v58:snapshot:d150:t02699,rain court,Milo,milo:route_warning:d150:s17,route warning,140,True,True
2700,151,ssrm:v58:snapshot:d151:t02700,west hearth,Sera,sera:water_carry:d151:s00,water carry,140,True,True
2702,151,ssrm:v58:snapshot:d151:t02702,arrival court,Nia,nia:missed_greeting:d151:s02,missed greeting,140,True,True
2709,151,ssrm:v58:snapshot:d151:t02709,tool alcove,Ari,ari:care_favor:d151:s09,care favor,140,True,True
2716,151,ssrm:v58:snapshot:d151:t02716,rain court,Fay,fay:route_warning:d151:s16,route warning,140,True,True
2717,151,ssrm:v58:snapshot:d151:t02717,fiber loft,Milo,milo:tool_loan:d151:s17,tool loan,140,True,True
2718,152,ssrm:v58:snapshot:d152:t02718,river gate,Sera,sera:repair_promise:d152:s00,repair promise,140,True,True
2723,152,ssrm:v58:snapshot:d152:t02723,west hearth,Milo,milo:water_carry:d152:s05,water carry,140,True,True
2730,152,ssrm:v58:snapshot:d152:t02730,river gate,Sera,sera:repair_promise:d152:s12,repair promise,140,True,True
2735,152,ssrm:v58:snapshot:d152:t02735,west hearth,Milo,milo:water_carry:d152:s17,water carry,140,True,True
2736,153,ssrm:v58:snapshot:d153:t02736,arrival court,Sera,sera:missed_greeting:d153:s00,missed greeting,140,True,True
2737,153,ssrm:v58:snapshot:d153:t02737,tool alcove,Tovan,tovan:care_favor:d153:s01,care favor,140,True,True
2744,153,ssrm:v58:snapshot:d153:t02744,rain court,Nia,nia:route_warning:d153:s08,route warning,140,True,True
2751,153,ssrm:v58:snapshot:d153:t02751,fiber loft,Ari,ari:tool_loan:d153:s15,tool loan,140,True,True
2753,153,ssrm:v58:snapshot:d153:t02753,river gate,Milo,milo:repair_promise:d153:s17,repair promise,140,True,True
2754,154,ssrm:v58:snapshot:d154:t02754,tool alcove,Sera,sera:care_favor:d154:s00,care favor,140,True,True
2758,154,ssrm:v58:snapshot:d154:t02758,river gate,Fay,fay:repair_promise:d154:s04,repair promise,140,True,True
2765,154,ssrm:v58:snapshot:d154:t02765,arrival court,Milo,milo:missed_greeting:d154:s11,missed greeting,140,True,True
2771,154,ssrm:v58:snapshot:d154:t02771,arrival court,Milo,milo:missed_greeting:d154:s17,missed greeting,140,True,True
2772,155,ssrm:v58:snapshot:d155:t02772,rain court,Sera,sera:route_warning:d155:s00,route warning,140,True,True
2779,155,ssrm:v58:snapshot:d155:t02779,fiber loft,Tovan,tovan:tool_loan:d155:s07,tool loan,140,True,True
2786,155,ssrm:v58:snapshot:d155:t02786,west hearth,Nia,nia:water_carry:d155:s14,water carry,140,True,True
2789,155,ssrm:v58:snapshot:d155:t02789,tool alcove,Milo,milo:care_favor:d155:s17,care favor,140,True,True
2790,156,ssrm:v58:snapshot:d156:t02790,fiber loft,Sera,sera:tool_loan:d156:s00,tool loan,140,True,True
2793,156,ssrm:v58:snapshot:d156:t02793,arrival court,Ari,ari:missed_greeting:d156:s03,missed greeting,140,True,True
2800,156,ssrm:v58:snapshot:d156:t02800,tool alcove,Fay,fay:care_favor:d156:s10,care favor,140,True,True
2807,156,ssrm:v58:snapshot:d156:t02807,rain court,Milo,milo:route_warning:d156:s17,route warning,140,True,True
2808,157,ssrm:v58:snapshot:d157:t02808,west hearth,Sera,sera:water_carry:d157:s00,water carry,140,True,True
2814,157,ssrm:v58:snapshot:d157:t02814,west hearth,Sera,sera:water_carry:d157:s06,water carry,140,True,True
2821,157,ssrm:v58:snapshot:d157:t02821,river gate,Tovan,tovan:repair_promise:d157:s13,repair promise,140,True,True
2825,157,ssrm:v58:snapshot:d157:t02825,fiber loft,Milo,milo:tool_loan:d157:s17,tool loan,140,True,True
2826,158,ssrm:v58:snapshot:d158:t02826,river gate,Sera,sera:repair_promise:d158:s00,repair promise,140,True,True
2828,158,ssrm:v58:snapshot:d158:t02828,tool alcove,Nia,nia:care_favor:d158:s02,care favor,140,True,True
2835,158,ssrm:v58:snapshot:d158:t02835,rain court,Ari,ari:route_warning:d158:s09,route warning,140,True,True
2842,158,ssrm:v58:snapshot:d158:t02842,fiber loft,Fay,fay:tool_loan:d158:s16,tool loan,140,True,True
2843,158,ssrm:v58:snapshot:d158:t02843,west hearth,Milo,milo:water_carry:d158:s17,water carry,140,True,True
2844,159,ssrm:v58:snapshot:d159:t02844,arrival court,Sera,sera:missed_greeting:d159:s00,missed greeting,140,True,True
2849,159,ssrm:v58:snapshot:d159:t02849,river gate,Milo,milo:repair_promise:d159:s05,repair promise,140,True,True
2856,159,ssrm:v58:snapshot:d159:t02856,arrival court,Sera,sera:missed_greeting:d159:s12,missed greeting,140,True,True
2861,159,ssrm:v58:snapshot:d159:t02861,river gate,Milo,milo:repair_promise:d159:s17,repair promise,140,True,True
2862,160,ssrm:v58:snapshot:d160:t02862,tool alcove,Sera,sera:care_favor:d160:s00,care favor,140,True,True
2863,160,ssrm:v58:snapshot:d160:t02863,rain court,Tovan,tovan:route_warning:d160:s01,route warning,140,True,True
2870,160,ssrm:v58:snapshot:d160:t02870,fiber loft,Nia,nia:tool_loan:d160:s08,tool loan,140,True,True
2877,160,ssrm:v58:snapshot:d160:t02877,west hearth,Ari,ari:water_carry:d160:s15,water carry,140,True,True
2879,160,ssrm:v58:snapshot:d160:t02879,arrival court,Milo,milo:missed_greeting:d160:s17,missed greeting,140,True,True
2880,161,ssrm:v58:snapshot:d161:t02880,rain court,Sera,sera:route_warning:d161:s00,route warning,140,True,True
2884,161,ssrm:v58:snapshot:d161:t02884,arrival court,Fay,fay:missed_greeting:d161:s04,missed greeting,140,True,True
2891,161,ssrm:v58:snapshot:d161:t02891,tool alcove,Milo,milo:care_favor:d161:s11,care favor,140,True,True
2897,161,ssrm:v58:snapshot:d161:t02897,tool alcove,Milo,milo:care_favor:d161:s17,care favor,140,True,True
2898,162,ssrm:v58:snapshot:d162:t02898,fiber loft,Sera,sera:tool_loan:d162:s00,tool loan,140,True,True
2905,162,ssrm:v58:snapshot:d162:t02905,west hearth,Tovan,tovan:water_carry:d162:s07,water carry,140,True,True
2912,162,ssrm:v58:snapshot:d162:t02912,river gate,Nia,nia:repair_promise:d162:s14,repair promise,140,True,True
2915,162,ssrm:v58:snapshot:d162:t02915,rain court,Milo,milo:route_warning:d162:s17,route warning,140,True,True
2916,163,ssrm:v58:snapshot:d163:t02916,west hearth,Sera,sera:water_carry:d163:s00,water carry,140,True,True
2919,163,ssrm:v58:snapshot:d163:t02919,tool alcove,Ari,ari:care_favor:d163:s03,care favor,140,True,True
2926,163,ssrm:v58:snapshot:d163:t02926,rain court,Fay,fay:route_warning:d163:s10,route warning,140,True,True
2933,163,ssrm:v58:snapshot:d163:t02933,fiber loft,Milo,milo:tool_loan:d163:s17,tool loan,140,True,True
2934,164,ssrm:v58:snapshot:d164:t02934,river gate,Sera,sera:repair_promise:d164:s00,repair promise,140,True,True
2940,164,ssrm:v58:snapshot:d164:t02940,river gate,Sera,sera:repair_promise:d164:s06,repair promise,140,True,True
2947,164,ssrm:v58:snapshot:d164:t02947,arrival court,Tovan,tovan:missed_greeting:d164:s13,missed greeting,140,True,True
2951,164,ssrm:v58:snapshot:d164:t02951,west hearth,Milo,milo:water_carry:d164:s17,water carry,140,True,True
2952,165,ssrm:v58:snapshot:d165:t02952,arrival court,Sera,sera:missed_greeting:d165:s00,missed greeting,140,True,True
2954,165,ssrm:v58:snapshot:d165:t02954,rain court,Nia,nia:route_warning:d165:s02,route warning,140,True,True
