tick_id,day,settlement_id,resident_id,avatar_action,queue_before,queue_after,task_delay_ms,relationship_delta,project_progress_delta,consequence_label,resident_response_marker,consequence_visible,bounded_consequence,no_permanent_damage
1146,64,riverbend,Ari,approach,0.884,0.892,454,0.006,0.0,claim understood,looks toward avatar,True,True,True
1147,64,roofward,Sera,ask_about_tool,0.89,0.898,457,0.0,0.0,claim understood,looks toward avatar,True,True,True
1148,64,archive,Nia,touch_claimed_tool,0.931,0.913,463,-0.026,-0.006,ownership wound,turns away from avatar,True,True,True
1149,64,signal,Ren,interrupt_queue,0.904,0.886,592,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
1150,64,orchard,Ivo,consent_dialogue,0.89,0.898,457,0.0,0.0,claim understood,looks toward avatar,True,True,True
1151,64,repair_ring,Pax,step_back,0.883,0.877,448,0.006,0.0,claim understood,looks toward avatar,True,True,True
1152,65,roofward,Sera,ask_about_tool,0.898,0.906,460,0.0,0.0,claim understood,looks toward avatar,True,True,True
1153,65,archive,Nia,touch_claimed_tool,0.913,0.895,455,0.003,0.0,boundary respected,looks toward avatar,True,True,True
1154,65,signal,Ren,interrupt_queue,0.886,0.94,614,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
1155,65,orchard,Ivo,consent_dialogue,0.898,0.906,460,0.0,0.0,claim understood,looks toward avatar,True,True,True
1156,65,repair_ring,Pax,step_back,0.877,0.871,445,0.006,0.0,claim understood,looks toward avatar,True,True,True
1157,65,riverbend,Ari,interrupt_queue,0.892,0.94,614,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
1158,65,roofward,Sera,consent_dialogue,0.906,0.888,452,0.0,0.0,claim understood,looks toward avatar,True,True,True
1159,65,archive,Nia,step_back,0.895,0.889,453,0.006,0.0,claim understood,looks toward avatar,True,True,True
1160,65,signal,Ren,approach,0.94,0.922,467,0.006,0.0,claim understood,looks toward avatar,True,True,True
1161,65,orchard,Ivo,ask_about_tool,0.906,0.888,452,0.0,0.0,claim understood,looks toward avatar,True,True,True
1162,65,repair_ring,Pax,touch_claimed_tool,0.871,0.877,448,0.003,0.0,boundary respected,looks toward avatar,True,True,True
1163,65,riverbend,Ari,approach,0.94,0.922,467,0.006,0.0,claim understood,looks toward avatar,True,True,True
1164,65,roofward,Sera,ask_about_tool,0.888,0.896,456,0.0,0.0,claim understood,looks toward avatar,True,True,True
1165,65,archive,Nia,touch_claimed_tool,0.889,0.895,455,0.003,0.0,boundary respected,looks toward avatar,True,True,True
1166,65,signal,Ren,interrupt_queue,0.922,0.904,599,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
1167,65,orchard,Ivo,consent_dialogue,0.888,0.896,456,0.0,0.0,claim understood,looks toward avatar,True,True,True
1168,65,repair_ring,Pax,step_back,0.877,0.871,445,0.006,0.0,claim understood,looks toward avatar,True,True,True
1169,65,riverbend,Ari,interrupt_queue,0.922,0.904,599,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
1170,66,archive,Nia,touch_claimed_tool,0.895,0.901,458,0.003,0.0,boundary respected,looks toward avatar,True,True,True
1171,66,signal,Ren,interrupt_queue,0.904,0.886,592,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
1172,66,orchard,Ivo,consent_dialogue,0.896,0.904,459,0.0,0.0,claim understood,looks toward avatar,True,True,True
1173,66,repair_ring,Pax,step_back,0.871,0.865,443,0.006,0.0,claim understood,looks toward avatar,True,True,True
1174,66,riverbend,Ari,interrupt_queue,0.904,0.886,592,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
1175,66,roofward,Sera,consent_dialogue,0.896,0.904,459,0.0,0.0,claim understood,looks toward avatar,True,True,True
1176,66,archive,Nia,step_back,0.901,0.895,455,0.006,0.0,claim understood,looks toward avatar,True,True,True
1177,66,signal,Ren,approach,0.886,0.894,455,0.006,0.0,claim understood,looks toward avatar,True,True,True
1178,66,orchard,Ivo,ask_about_tool,0.904,0.886,452,0.0,0.0,claim understood,looks toward avatar,True,True,True
1179,66,repair_ring,Pax,touch_claimed_tool,0.865,0.871,445,0.003,0.0,boundary respected,looks toward avatar,True,True,True
1180,66,riverbend,Ari,approach,0.886,0.894,455,0.006,0.0,claim understood,looks toward avatar,True,True,True
1181,66,roofward,Sera,ask_about_tool,0.904,0.886,452,0.0,0.0,claim understood,looks toward avatar,True,True,True
1182,66,archive,Nia,touch_claimed_tool,0.895,0.901,458,0.003,0.0,boundary respected,looks toward avatar,True,True,True
1183,66,signal,Ren,interrupt_queue,0.894,0.94,614,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
1184,66,orchard,Ivo,consent_dialogue,0.886,0.894,455,0.0,0.0,claim understood,looks toward avatar,True,True,True
1185,66,repair_ring,Pax,step_back,0.871,0.865,443,0.006,0.0,claim understood,looks toward avatar,True,True,True
1186,66,riverbend,Ari,interrupt_queue,0.894,0.94,614,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
1187,66,roofward,Sera,consent_dialogue,0.886,0.894,455,0.0,0.0,claim understood,looks toward avatar,True,True,True
1188,67,signal,Ren,interrupt_queue,0.94,0.922,607,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
1189,67,orchard,Ivo,consent_dialogue,0.894,0.902,458,0.0,0.0,claim understood,looks toward avatar,True,True,True
1190,67,repair_ring,Pax,step_back,0.865,0.859,440,0.006,0.0,claim understood,looks toward avatar,True,True,True
1191,67,riverbend,Ari,interrupt_queue,0.94,0.922,607,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
1192,67,roofward,Sera,consent_dialogue,0.894,0.902,458,0.0,0.0,claim understood,looks toward avatar,True,True,True
1193,67,archive,Nia,step_back,0.901,0.895,455,0.006,0.0,claim understood,looks toward avatar,True,True,True
1194,67,signal,Ren,approach,0.922,0.904,459,0.006,0.0,claim understood,looks toward avatar,True,True,True
1195,67,orchard,Ivo,ask_about_tool,0.902,0.884,451,0.0,0.0,claim understood,looks toward avatar,True,True,True
1196,67,repair_ring,Pax,touch_claimed_tool,0.859,0.904,459,-0.026,-0.006,ownership wound,turns away from avatar,True,True,True
1197,67,riverbend,Ari,approach,0.922,0.904,459,0.006,0.0,claim understood,looks toward avatar,True,True,True
1198,67,roofward,Sera,ask_about_tool,0.902,0.884,451,0.0,0.0,claim understood,looks toward avatar,True,True,True
1199,67,archive,Nia,touch_claimed_tool,0.895,0.901,458,0.003,0.0,boundary respected,looks toward avatar,True,True,True
1200,67,signal,Ren,interrupt_queue,0.904,0.886,592,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
1201,67,orchard,Ivo,consent_dialogue,0.884,0.892,454,0.0,0.0,claim understood,looks toward avatar,True,True,True
1202,67,repair_ring,Pax,step_back,0.904,0.898,457,0.006,0.0,claim understood,looks toward avatar,True,True,True
1203,67,riverbend,Ari,interrupt_queue,0.904,0.886,592,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
1204,67,roofward,Sera,consent_dialogue,0.884,0.892,454,0.0,0.0,claim understood,looks toward avatar,True,True,True
1205,67,archive,Nia,step_back,0.901,0.895,455,0.006,0.0,claim understood,looks toward avatar,True,True,True
1206,68,orchard,Ivo,consent_dialogue,0.892,0.9,458,0.0,0.0,claim understood,looks toward avatar,True,True,True
1207,68,repair_ring,Pax,step_back,0.898,0.892,454,0.006,0.0,claim understood,looks toward avatar,True,True,True
1208,68,riverbend,Ari,interrupt_queue,0.886,0.94,614,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
1209,68,roofward,Sera,consent_dialogue,0.892,0.9,458,0.0,0.0,claim understood,looks toward avatar,True,True,True
1210,68,archive,Nia,step_back,0.895,0.889,453,0.006,0.0,claim understood,looks toward avatar,True,True,True
1211,68,signal,Ren,approach,0.886,0.894,455,0.006,0.0,claim understood,looks toward avatar,True,True,True
1212,68,orchard,Ivo,ask_about_tool,0.9,0.882,450,0.0,0.0,claim understood,looks toward avatar,True,True,True
1213,68,repair_ring,Pax,touch_claimed_tool,0.892,0.898,457,0.003,0.0,boundary respected,looks toward avatar,True,True,True
1214,68,riverbend,Ari,approach,0.94,0.922,467,0.006,0.0,claim understood,looks toward avatar,True,True,True
1215,68,roofward,Sera,ask_about_tool,0.9,0.882,450,0.0,0.0,claim understood,looks toward avatar,True,True,True
1216,68,archive,Nia,touch_claimed_tool,0.889,0.934,472,-0.026,-0.006,ownership wound,turns away from avatar,True,True,True
1217,68,signal,Ren,interrupt_queue,0.894,0.94,614,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
1218,68,orchard,Ivo,consent_dialogue,0.882,0.89,453,0.0,0.0,claim understood,looks toward avatar,True,True,True
1219,68,repair_ring,Pax,step_back,0.898,0.892,454,0.006,0.0,claim understood,looks toward avatar,True,True,True
1220,68,riverbend,Ari,interrupt_queue,0.922,0.904,599,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
1221,68,roofward,Sera,consent_dialogue,0.882,0.89,453,0.0,0.0,claim understood,looks toward avatar,True,True,True
1222,68,archive,Nia,step_back,0.934,0.928,469,0.006,0.0,claim understood,looks toward avatar,True,True,True
1223,68,signal,Ren,approach,0.94,0.922,467,0.006,0.0,claim understood,looks toward avatar,True,True,True
1224,69,repair_ring,Pax,step_back,0.892,0.886,452,0.006,0.0,claim understood,looks toward avatar,True,True,True
1225,69,riverbend,Ari,interrupt_queue,0.904,0.886,592,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
1226,69,roofward,Sera,consent_dialogue,0.89,0.898,457,0.0,0.0,claim understood,looks toward avatar,True,True,True
1227,69,archive,Nia,step_back,0.928,0.922,467,0.006,0.0,claim understood,looks toward avatar,True,True,True
1228,69,signal,Ren,approach,0.922,0.904,459,0.006,0.0,claim understood,looks toward avatar,True,True,True
1229,69,orchard,Ivo,ask_about_tool,0.89,0.898,457,0.0,0.0,claim understood,looks toward avatar,True,True,True
1230,69,repair_ring,Pax,touch_claimed_tool,0.886,0.892,454,0.003,0.0,boundary respected,looks toward avatar,True,True,True
1231,69,riverbend,Ari,approach,0.886,0.894,455,0.006,0.0,claim understood,looks toward avatar,True,True,True
1232,69,roofward,Sera,ask_about_tool,0.898,0.906,460,0.0,0.0,claim understood,looks toward avatar,True,True,True
1233,69,archive,Nia,touch_claimed_tool,0.922,0.904,459,0.003,0.0,boundary respected,looks toward avatar,True,True,True
1234,69,signal,Ren,interrupt_queue,0.904,0.886,592,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
1235,69,orchard,Ivo,consent_dialogue,0.898,0.906,460,0.0,0.0,claim understood,looks toward avatar,True,True,True
1236,69,repair_ring,Pax,step_back,0.892,0.886,452,0.006,0.0,claim understood,looks toward avatar,True,True,True
1237,69,riverbend,Ari,interrupt_queue,0.894,0.94,614,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
1238,69,roofward,Sera,consent_dialogue,0.906,0.888,452,0.0,0.0,claim understood,looks toward avatar,True,True,True
1239,69,archive,Nia,step_back,0.904,0.898,457,0.006,0.0,claim understood,looks toward avatar,True,True,True
1240,69,signal,Ren,approach,0.886,0.894,455,0.006,0.0,claim understood,looks toward avatar,True,True,True
1241,69,orchard,Ivo,ask_about_tool,0.906,0.888,452,0.0,0.0,claim understood,looks toward avatar,True,True,True
1242,70,riverbend,Ari,interrupt_queue,0.94,0.922,607,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
1243,70,roofward,Sera,consent_dialogue,0.888,0.896,456,0.0,0.0,claim understood,looks toward avatar,True,True,True
1244,70,archive,Nia,step_back,0.898,0.892,454,0.006,0.0,claim understood,looks toward avatar,True,True,True
1245,70,signal,Ren,approach,0.894,0.902,458,0.006,0.0,claim understood,looks toward avatar,True,True,True
1246,70,orchard,Ivo,ask_about_tool,0.888,0.896,456,0.0,0.0,claim understood,looks toward avatar,True,True,True
1247,70,repair_ring,Pax,touch_claimed_tool,0.886,0.892,454,0.003,0.0,boundary respected,looks toward avatar,True,True,True
1248,70,riverbend,Ari,approach,0.922,0.904,459,0.006,0.0,claim understood,looks toward avatar,True,True,True
1249,70,roofward,Sera,ask_about_tool,0.896,0.904,459,0.0,0.0,claim understood,looks toward avatar,True,True,True
1250,70,archive,Nia,touch_claimed_tool,0.892,0.898,457,0.003,0.0,boundary respected,looks toward avatar,True,True,True
1251,70,signal,Ren,interrupt_queue,0.902,0.884,591,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
1252,70,orchard,Ivo,consent_dialogue,0.896,0.904,459,0.0,0.0,claim understood,looks toward avatar,True,True,True
1253,70,repair_ring,Pax,step_back,0.892,0.886,452,0.006,0.0,claim understood,looks toward avatar,True,True,True
1254,70,riverbend,Ari,interrupt_queue,0.904,0.886,592,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
1255,70,roofward,Sera,consent_dialogue,0.904,0.886,452,0.0,0.0,claim understood,looks toward avatar,True,True,True
1256,70,archive,Nia,step_back,0.898,0.892,454,0.006,0.0,claim understood,looks toward avatar,True,True,True
1257,70,signal,Ren,approach,0.884,0.892,454,0.006,0.0,claim understood,looks toward avatar,True,True,True
1258,70,orchard,Ivo,ask_about_tool,0.904,0.886,452,0.0,0.0,claim understood,looks toward avatar,True,True,True
1259,70,repair_ring,Pax,touch_claimed_tool,0.886,0.892,454,0.003,0.0,boundary respected,looks toward avatar,True,True,True
1260,71,roofward,Sera,consent_dialogue,0.886,0.894,455,0.0,0.0,claim understood,looks toward avatar,True,True,True
1261,71,archive,Nia,step_back,0.892,0.886,452,0.006,0.0,claim understood,looks toward avatar,True,True,True
1262,71,signal,Ren,approach,0.892,0.9,457,0.006,0.0,claim understood,looks toward avatar,True,True,True
1263,71,orchard,Ivo,ask_about_tool,0.886,0.894,455,0.0,0.0,claim understood,looks toward avatar,True,True,True
1264,71,repair_ring,Pax,touch_claimed_tool,0.892,0.937,473,-0.026,-0.006,ownership wound,turns away from avatar,True,True,True
1265,71,riverbend,Ari,approach,0.886,0.894,455,0.006,0.0,claim understood,looks toward avatar,True,True,True
1266,71,roofward,Sera,ask_about_tool,0.894,0.902,458,0.0,0.0,claim understood,looks toward avatar,True,True,True
1267,71,archive,Nia,touch_claimed_tool,0.886,0.892,454,0.003,0.0,boundary respected,looks toward avatar,True,True,True
1268,71,signal,Ren,interrupt_queue,0.9,0.94,614,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
1269,71,orchard,Ivo,consent_dialogue,0.894,0.902,458,0.0,0.0,claim understood,looks toward avatar,True,True,True
1270,71,repair_ring,Pax,step_back,0.937,0.931,471,0.006,0.0,claim understood,looks toward avatar,True,True,True
1271,71,riverbend,Ari,interrupt_queue,0.894,0.94,614,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
1272,71,roofward,Sera,consent_dialogue,0.902,0.884,451,0.0,0.0,claim understood,looks toward avatar,True,True,True
1273,71,archive,Nia,step_back,0.892,0.886,452,0.006,0.0,claim understood,looks toward avatar,True,True,True
1274,71,signal,Ren,approach,0.94,0.922,467,0.006,0.0,claim understood,looks toward avatar,True,True,True
1275,71,orchard,Ivo,ask_about_tool,0.902,0.884,451,0.0,0.0,claim understood,looks toward avatar,True,True,True
1276,71,repair_ring,Pax,touch_claimed_tool,0.931,0.913,463,-0.026,-0.006,ownership wound,turns away from avatar,True,True,True
1277,71,riverbend,Ari,approach,0.94,0.922,467,0.006,0.0,claim understood,looks toward avatar,True,True,True
1278,72,archive,Nia,step_back,0.886,0.88,449,0.006,0.0,claim understood,looks toward avatar,True,True,True
1279,72,signal,Ren,approach,0.922,0.904,459,0.006,0.0,claim understood,looks toward avatar,True,True,True
1280,72,orchard,Ivo,ask_about_tool,0.884,0.892,454,0.0,0.0,claim understood,looks toward avatar,True,True,True
1281,72,repair_ring,Pax,touch_claimed_tool,0.913,0.895,455,0.003,0.0,boundary respected,looks toward avatar,True,True,True
1282,72,riverbend,Ari,approach,0.922,0.904,459,0.006,0.0,claim understood,looks toward avatar,True,True,True
1283,72,roofward,Sera,ask_about_tool,0.884,0.892,454,0.0,0.0,claim understood,looks toward avatar,True,True,True
1284,72,archive,Nia,touch_claimed_tool,0.88,0.925,468,-0.026,-0.006,ownership wound,turns away from avatar,True,True,True
1285,72,signal,Ren,interrupt_queue,0.904,0.886,592,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
1286,72,orchard,Ivo,consent_dialogue,0.892,0.9,458,0.0,0.0,claim understood,looks toward avatar,True,True,True
1287,72,repair_ring,Pax,step_back,0.895,0.889,453,0.006,0.0,claim understood,looks toward avatar,True,True,True
1288,72,riverbend,Ari,interrupt_queue,0.904,0.886,592,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
1289,72,roofward,Sera,consent_dialogue,0.892,0.9,458,0.0,0.0,claim understood,looks toward avatar,True,True,True
1290,72,archive,Nia,step_back,0.925,0.919,465,0.006,0.0,claim understood,looks toward avatar,True,True,True
1291,72,signal,Ren,approach,0.886,0.894,455,0.006,0.0,claim understood,looks toward avatar,True,True,True
1292,72,orchard,Ivo,ask_about_tool,0.9,0.882,450,0.0,0.0,claim understood,looks toward avatar,True,True,True
1293,72,repair_ring,Pax,touch_claimed_tool,0.889,0.895,455,0.003,0.0,boundary respected,looks toward avatar,True,True,True
1294,72,riverbend,Ari,approach,0.886,0.894,455,0.006,0.0,claim understood,looks toward avatar,True,True,True
1295,72,roofward,Sera,ask_about_tool,0.9,0.882,450,0.0,0.0,claim understood,looks toward avatar,True,True,True
1296,73,signal,Ren,approach,0.894,0.902,458,0.006,0.0,claim understood,looks toward avatar,True,True,True
1297,73,orchard,Ivo,ask_about_tool,0.882,0.89,453,0.0,0.0,claim understood,looks toward avatar,True,True,True
1298,73,repair_ring,Pax,touch_claimed_tool,0.895,0.901,458,0.003,0.0,boundary respected,looks toward avatar,True,True,True
1299,73,riverbend,Ari,approach,0.894,0.902,458,0.006,0.0,claim understood,looks toward avatar,True,True,True
1300,73,roofward,Sera,ask_about_tool,0.882,0.89,453,0.0,0.0,claim understood,looks toward avatar,True,True,True
1301,73,archive,Nia,touch_claimed_tool,0.919,0.901,458,0.003,0.0,boundary respected,looks toward avatar,True,True,True
1302,73,signal,Ren,interrupt_queue,0.902,0.884,591,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
1303,73,orchard,Ivo,consent_dialogue,0.89,0.898,457,0.0,0.0,claim understood,looks toward avatar,True,True,True
1304,73,repair_ring,Pax,step_back,0.901,0.895,455,0.006,0.0,claim understood,looks toward avatar,True,True,True
1305,73,riverbend,Ari,interrupt_queue,0.902,0.884,591,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
1306,73,roofward,Sera,consent_dialogue,0.89,0.898,457,0.0,0.0,claim understood,looks toward avatar,True,True,True
1307,73,archive,Nia,step_back,0.901,0.895,455,0.006,0.0,claim understood,looks toward avatar,True,True,True
1308,73,signal,Ren,approach,0.884,0.892,454,0.006,0.0,claim understood,looks toward avatar,True,True,True
1309,73,orchard,Ivo,ask_about_tool,0.898,0.906,460,0.0,0.0,claim understood,looks toward avatar,True,True,True
1310,73,repair_ring,Pax,touch_claimed_tool,0.895,0.901,458,0.003,0.0,boundary respected,looks toward avatar,True,True,True
1311,73,riverbend,Ari,approach,0.884,0.892,454,0.006,0.0,claim understood,looks toward avatar,True,True,True
1312,73,roofward,Sera,ask_about_tool,0.898,0.906,460,0.0,0.0,claim understood,looks toward avatar,True,True,True
1313,73,archive,Nia,touch_claimed_tool,0.895,0.901,458,0.003,0.0,boundary respected,looks toward avatar,True,True,True
1314,74,orchard,Ivo,ask_about_tool,0.906,0.888,452,0.0,0.0,claim understood,looks toward avatar,True,True,True
1315,74,repair_ring,Pax,touch_claimed_tool,0.901,0.883,450,0.003,0.0,boundary respected,looks toward avatar,True,True,True
1316,74,riverbend,Ari,approach,0.892,0.9,457,0.006,0.0,claim understood,looks toward avatar,True,True,True
1317,74,roofward,Sera,ask_about_tool,0.906,0.888,452,0.0,0.0,claim understood,looks toward avatar,True,True,True
1318,74,archive,Nia,touch_claimed_tool,0.901,0.883,450,0.003,0.0,boundary respected,looks toward avatar,True,True,True
1319,74,signal,Ren,interrupt_queue,0.892,0.94,614,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
1320,74,orchard,Ivo,consent_dialogue,0.888,0.896,456,0.0,0.0,claim understood,looks toward avatar,True,True,True
1321,74,repair_ring,Pax,step_back,0.883,0.877,448,0.006,0.0,claim understood,looks toward avatar,True,True,True
1322,74,riverbend,Ari,interrupt_queue,0.9,0.94,614,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
1323,74,roofward,Sera,consent_dialogue,0.888,0.896,456,0.0,0.0,claim understood,looks toward avatar,True,True,True
1324,74,archive,Nia,step_back,0.883,0.877,448,0.006,0.0,claim understood,looks toward avatar,True,True,True
1325,74,signal,Ren,approach,0.94,0.922,467,0.006,0.0,claim understood,looks toward avatar,True,True,True
1326,74,orchard,Ivo,ask_about_tool,0.896,0.904,459,0.0,0.0,claim understood,looks toward avatar,True,True,True
1327,74,repair_ring,Pax,touch_claimed_tool,0.877,0.883,450,0.003,0.0,boundary respected,looks toward avatar,True,True,True
1328,74,riverbend,Ari,approach,0.94,0.922,467,0.006,0.0,claim understood,looks toward avatar,True,True,True
1329,74,roofward,Sera,ask_about_tool,0.896,0.904,459,0.0,0.0,claim understood,looks toward avatar,True,True,True
1330,74,archive,Nia,touch_claimed_tool,0.877,0.883,450,0.003,0.0,boundary respected,looks toward avatar,True,True,True
1331,74,signal,Ren,interrupt_queue,0.922,0.904,599,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
1332,75,repair_ring,Pax,touch_claimed_tool,0.883,0.928,469,-0.026,0.0,ownership wound,turns away from avatar,True,True,True
1333,75,riverbend,Ari,approach,0.922,0.904,459,0.006,0.0,claim understood,looks toward avatar,True,True,True
1334,75,roofward,Sera,ask_about_tool,0.904,0.886,452,0.0,0.0,claim understood,looks toward avatar,True,True,True
1335,75,archive,Nia,touch_claimed_tool,0.883,0.889,453,0.003,0.0,boundary respected,looks toward avatar,True,True,True
1336,75,signal,Ren,interrupt_queue,0.904,0.886,592,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
1337,75,orchard,Ivo,consent_dialogue,0.904,0.886,452,0.0,0.0,claim understood,looks toward avatar,True,True,True
1338,75,repair_ring,Pax,step_back,0.928,0.922,467,0.006,0.0,claim understood,looks toward avatar,True,True,True
1339,75,riverbend,Ari,interrupt_queue,0.904,0.886,592,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
1340,75,roofward,Sera,consent_dialogue,0.886,0.894,455,0.0,0.0,claim understood,looks toward avatar,True,True,True
1341,75,archive,Nia,step_back,0.889,0.883,450,0.006,0.0,claim understood,looks toward avatar,True,True,True
1342,75,signal,Ren,approach,0.886,0.894,455,0.006,0.0,claim understood,looks toward avatar,True,True,True
1343,75,orchard,Ivo,ask_about_tool,0.886,0.894,455,0.0,0.0,claim understood,looks toward avatar,True,True,True
1344,75,repair_ring,Pax,touch_claimed_tool,0.922,0.904,459,-0.026,0.0,ownership wound,turns away from avatar,True,True,True
1345,75,riverbend,Ari,approach,0.886,0.894,455,0.006,0.0,claim understood,looks toward avatar,True,True,True
1346,75,roofward,Sera,ask_about_tool,0.894,0.902,458,0.0,0.0,claim understood,looks toward avatar,True,True,True
1347,75,archive,Nia,touch_claimed_tool,0.883,0.889,453,0.003,0.0,boundary respected,looks toward avatar,True,True,True
1348,75,signal,Ren,interrupt_queue,0.894,0.94,614,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
1349,75,orchard,Ivo,consent_dialogue,0.894,0.902,458,0.0,0.0,claim understood,looks toward avatar,True,True,True
1350,76,riverbend,Ari,approach,0.894,0.902,458,0.006,0.0,claim understood,looks toward avatar,True,True,True
1351,76,roofward,Sera,ask_about_tool,0.902,0.884,451,0.0,0.0,claim understood,looks toward avatar,True,True,True
1352,76,archive,Nia,touch_claimed_tool,0.889,0.934,472,-0.026,-0.006,ownership wound,turns away from avatar,True,True,True
1353,76,signal,Ren,interrupt_queue,0.94,0.922,607,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
1354,76,orchard,Ivo,consent_dialogue,0.902,0.884,451,0.0,0.0,claim understood,looks toward avatar,True,True,True
1355,76,repair_ring,Pax,step_back,0.904,0.898,457,0.006,0.0,claim understood,looks toward avatar,True,True,True
1356,76,riverbend,Ari,interrupt_queue,0.902,0.884,591,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
1357,76,roofward,Sera,consent_dialogue,0.884,0.892,454,0.0,0.0,claim understood,looks toward avatar,True,True,True
1358,76,archive,Nia,step_back,0.934,0.928,469,0.006,0.0,claim understood,looks toward avatar,True,True,True
1359,76,signal,Ren,approach,0.922,0.904,459,0.006,0.0,claim understood,looks toward avatar,True,True,True
1360,76,orchard,Ivo,ask_about_tool,0.884,0.892,454,0.0,0.0,claim understood,looks toward avatar,True,True,True
1361,76,repair_ring,Pax,touch_claimed_tool,0.898,0.904,459,0.003,0.0,boundary respected,looks toward avatar,True,True,True
1362,76,riverbend,Ari,approach,0.884,0.892,454,0.006,0.0,claim understood,looks toward avatar,True,True,True
1363,76,roofward,Sera,ask_about_tool,0.892,0.9,458,0.0,0.0,claim understood,looks toward avatar,True,True,True
1364,76,archive,Nia,touch_claimed_tool,0.928,0.91,462,-0.026,-0.006,ownership wound,turns away from avatar,True,True,True
1365,76,signal,Ren,interrupt_queue,0.904,0.886,592,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
1366,76,orchard,Ivo,consent_dialogue,0.892,0.9,458,0.0,0.0,claim understood,looks toward avatar,True,True,True
1367,76,repair_ring,Pax,step_back,0.904,0.898,457,0.006,0.0,claim understood,looks toward avatar,True,True,True
1368,77,roofward,Sera,ask_about_tool,0.9,0.882,450,0.0,0.0,claim understood,looks toward avatar,True,True,True
1369,77,archive,Nia,touch_claimed_tool,0.91,0.892,454,0.003,0.0,boundary respected,looks toward avatar,True,True,True
1370,77,signal,Ren,interrupt_queue,0.886,0.94,614,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
1371,77,orchard,Ivo,consent_dialogue,0.9,0.882,450,0.0,0.0,claim understood,looks toward avatar,True,True,True
1372,77,repair_ring,Pax,step_back,0.898,0.892,454,0.006,0.0,claim understood,looks toward avatar,True,True,True
1373,77,riverbend,Ari,interrupt_queue,0.892,0.94,614,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
1374,77,roofward,Sera,consent_dialogue,0.882,0.89,453,0.0,0.0,claim understood,looks toward avatar,True,True,True
1375,77,archive,Nia,step_back,0.892,0.886,452,0.006,0.0,claim understood,looks toward avatar,True,True,True
1376,77,signal,Ren,approach,0.94,0.922,467,0.006,0.0,claim understood,looks toward avatar,True,True,True
1377,77,orchard,Ivo,ask_about_tool,0.882,0.89,453,0.0,0.0,claim understood,looks toward avatar,True,True,True
1378,77,repair_ring,Pax,touch_claimed_tool,0.892,0.898,457,0.003,0.0,boundary respected,looks toward avatar,True,True,True
1379,77,riverbend,Ari,approach,0.94,0.922,467,0.006,0.0,claim understood,looks toward avatar,True,True,True
1380,77,roofward,Sera,ask_about_tool,0.89,0.898,457,0.0,0.0,claim understood,looks toward avatar,True,True,True
1381,77,archive,Nia,touch_claimed_tool,0.886,0.892,454,0.003,0.0,boundary respected,looks toward avatar,True,True,True
1382,77,signal,Ren,interrupt_queue,0.922,0.904,599,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
1383,77,orchard,Ivo,consent_dialogue,0.89,0.898,457,0.0,0.0,claim understood,looks toward avatar,True,True,True
1384,77,repair_ring,Pax,step_back,0.898,0.892,454,0.006,0.0,claim understood,looks toward avatar,True,True,True
