tick_id,day,week,settlement_id,simulated_year,dialect_family,phrase,ritual,craft_technology,lineage_memory,culture_marker_visible,not_autonomous_language_claim,frequency_hz,flower_phase
2533,159,23,cinder_garden,1344,cinder pulse-family,cinder-0-keep Pax,cool hand sign,seed shelf tool lineage v4,Pax remembers cinder pulse-family shelter rule from year 1341,True,True,10.168248,0.304608
2534,159,23,lichen_bridge,1422,bridge hum-family,bridge-1-keep Rin,rope touch,rope bridge tool lineage v5,Rin remembers bridge hum-family shelter rule from year 1419,True,True,8.816488,0.296417
2535,159,23,orchid_engine,1497,engine ring-family,engine-6-keep Eli,orchid cup,orchid bay tool lineage v6,Eli remembers engine ring-family shelter rule from year 1494,True,True,11.08622,0.324825
2536,159,23,moss_ward,1189,moss-ward breath-family,moss-ward-6-keep Ari,door-watch blessing,tool nook tool lineage v7,Ari remembers moss-ward breath-family shelter rule from year 1186,True,True,6.625235,0.283433
2537,159,23,glass_harbor,1273,harbor chime-family,harbor-0-keep Oren,tea before crossing,lamp pier tool lineage v8,Oren remembers harbor chime-family shelter rule from year 1270,True,True,7.825521,0.299942
2538,159,23,cinder_garden,1344,cinder pulse-family,cinder-1-keep Vale,seed-count chant,ash path tool lineage v9,Vale remembers cinder pulse-family shelter rule from year 1341,True,True,10.502711,0.33065
2539,159,23,lichen_bridge,1422,bridge hum-family,bridge-1-keep Sol,signal hush,lichen wall tool lineage v10,Sol remembers bridge hum-family shelter rule from year 1419,True,True,9.03638,0.322458
2540,159,23,orchid_engine,1497,engine ring-family,engine-6-keep Bea,valve pause,engine ring tool lineage v11,Bea remembers engine ring-family shelter rule from year 1494,True,True,11.5879,0.350867
2541,159,23,moss_ward,1189,moss-ward breath-family,moss-ward-6-keep Fay,blanket share,rain gate tool lineage v0,Fay remembers moss-ward breath-family shelter rule from year 1186,True,True,6.998224,0.309475
2542,159,23,glass_harbor,1273,harbor chime-family,harbor-0-keep Puck,net-knot thanks,net room tool lineage v1,Puck remembers harbor chime-family shelter rule from year 1270,True,True,8.197992,0.325983
2543,159,23,cinder_garden,1344,cinder pulse-family,cinder-1-keep Wren,shade cloth bow,ember bed tool lineage v2,Wren remembers cinder pulse-family shelter rule from year 1341,True,True,10.649,0.356692
2544,160,23,orchid_engine,1497,engine ring-family,engine-6-keep Bea,orchid cup,orchid bay tool lineage v11,Bea remembers engine ring-family shelter rule from year 1494,True,True,10.724724,0.3717
2545,160,23,moss_ward,1189,moss-ward breath-family,moss-ward-6-keep Fay,door-watch blessing,tool nook tool lineage v0,Fay remembers moss-ward breath-family shelter rule from year 1186,True,True,6.135049,0.330308
2546,160,23,glass_harbor,1273,harbor chime-family,harbor-0-keep Puck,tea before crossing,lamp pier tool lineage v1,Puck remembers harbor chime-family shelter rule from year 1270,True,True,7.334816,0.346817
2547,160,23,cinder_garden,1344,cinder pulse-family,cinder-1-keep Wren,seed-count chant,ash path tool lineage v2,Wren remembers cinder pulse-family shelter rule from year 1341,True,True,9.809,0.377525
2548,160,23,lichen_bridge,1422,bridge hum-family,bridge-1-keep Kio,signal hush,lichen wall tool lineage v3,Kio remembers bridge hum-family shelter rule from year 1419,True,True,8.764316,0.369333
2549,160,23,orchid_engine,1497,engine ring-family,engine-6-keep Cai,valve pause,engine ring tool lineage v4,Cai remembers engine ring-family shelter rule from year 1494,True,True,10.997434,0.397742
2550,160,23,moss_ward,1189,moss-ward breath-family,moss-ward-0-keep Milo,blanket share,rain gate tool lineage v5,Milo remembers moss-ward breath-family shelter rule from year 1186,True,True,6.407273,0.35635
2551,160,23,glass_harbor,1273,harbor chime-family,harbor-0-keep Sera,net-knot thanks,net room tool lineage v6,Sera remembers harbor chime-family shelter rule from year 1270,True,True,7.55376,0.372858
2552,160,23,cinder_garden,1344,cinder pulse-family,cinder-1-keep Juno,shade cloth bow,ember bed tool lineage v7,Juno remembers cinder pulse-family shelter rule from year 1341,True,True,10.305154,0.403567
2553,160,23,lichen_bridge,1422,bridge hum-family,bridge-2-keep Luma,shared bowl,signal post tool lineage v8,Luma remembers bridge hum-family shelter rule from year 1419,True,True,9.03558,0.395375
2554,160,23,orchid_engine,1497,engine ring-family,engine-6-keep Dax,gear-wash thanks,gear wash tool lineage v9,Dax remembers engine ring-family shelter rule from year 1494,True,True,11.346515,0.423783
2555,160,23,moss_ward,1189,moss-ward breath-family,moss-ward-0-keep Tala,warm cup before work,moss lane tool lineage v10,Tala remembers moss-ward breath-family shelter rule from year 1186,True,True,6.69638,0.382392
2556,160,23,glass_harbor,1273,harbor chime-family,harbor-6-keep Nia,lamp touch,salt steps tool lineage v11,Nia remembers harbor chime-family shelter rule from year 1270,True,True,7.957879,0.3989
2557,160,23,cinder_garden,1344,cinder pulse-family,cinder-0-keep Pax,cool hand sign,seed shelf tool lineage v0,Pax remembers cinder pulse-family shelter rule from year 1341,True,True,10.735628,0.429608
2558,160,23,lichen_bridge,1422,bridge hum-family,bridge-1-keep Rin,rope touch,rope bridge tool lineage v1,Rin remembers bridge hum-family shelter rule from year 1419,True,True,9.386328,0.421417
2559,160,23,orchid_engine,1497,engine ring-family,engine-6-keep Eli,orchid cup,orchid bay tool lineage v2,Eli remembers engine ring-family shelter rule from year 1494,True,True,11.629,0.449825
2560,161,23,glass_harbor,1273,harbor chime-family,harbor-6-keep Nia,net-knot thanks,net room tool lineage v11,Nia remembers harbor chime-family shelter rule from year 1270,True,True,7.094703,0.419733
2561,161,23,cinder_garden,1344,cinder pulse-family,cinder-0-keep Pax,shade cloth bow,ember bed tool lineage v0,Pax remembers cinder pulse-family shelter rule from year 1341,True,True,9.872452,0.450442
2562,161,23,lichen_bridge,1422,bridge hum-family,bridge-1-keep Rin,shared bowl,signal post tool lineage v1,Rin remembers bridge hum-family shelter rule from year 1419,True,True,8.523152,0.44225
2563,161,23,orchid_engine,1497,engine ring-family,engine-6-keep Eli,gear-wash thanks,gear wash tool lineage v2,Eli remembers engine ring-family shelter rule from year 1494,True,True,10.789,0.470658
2564,161,23,moss_ward,1189,moss-ward breath-family,moss-ward-6-keep Ari,warm cup before work,moss lane tool lineage v3,Ari remembers moss-ward breath-family shelter rule from year 1186,True,True,6.352615,0.429267
2565,161,23,glass_harbor,1273,harbor chime-family,harbor-0-keep Oren,lamp touch,salt steps tool lineage v4,Oren remembers harbor chime-family shelter rule from year 1270,True,True,7.555361,0.445775
2566,161,23,cinder_garden,1344,cinder pulse-family,cinder-1-keep Vale,cool hand sign,seed shelf tool lineage v5,Vale remembers cinder pulse-family shelter rule from year 1341,True,True,10.230091,0.476483
2567,161,23,lichen_bridge,1422,bridge hum-family,bridge-1-keep Sol,rope touch,rope bridge tool lineage v6,Sol remembers bridge hum-family shelter rule from year 1419,True,True,8.76622,0.468292
2568,161,23,orchid_engine,1497,engine ring-family,engine-6-keep Bea,orchid cup,orchid bay tool lineage v7,Bea remembers engine ring-family shelter rule from year 1494,True,True,11.292104,0.4967
2569,161,23,moss_ward,1189,moss-ward breath-family,moss-ward-6-keep Fay,door-watch blessing,tool nook tool lineage v8,Fay remembers moss-ward breath-family shelter rule from year 1186,True,True,6.702429,0.455308
2570,161,23,glass_harbor,1273,harbor chime-family,harbor-0-keep Puck,tea before crossing,lamp pier tool lineage v9,Puck remembers harbor chime-family shelter rule from year 1270,True,True,7.904656,0.471817
2571,161,23,cinder_garden,1344,cinder pulse-family,cinder-1-keep Wren,seed-count chant,ash path tool lineage v10,Wren remembers cinder pulse-family shelter rule from year 1341,True,True,10.37638,0.502525
2572,161,23,lichen_bridge,1422,bridge hum-family,bridge-1-keep Kio,signal hush,lichen wall tool lineage v11,Kio remembers bridge hum-family shelter rule from year 1419,True,True,9.334156,0.494333
2573,161,23,orchid_engine,1497,engine ring-family,engine-6-keep Cai,valve pause,engine ring tool lineage v0,Cai remembers engine ring-family shelter rule from year 1494,True,True,11.564814,0.522742
2574,161,23,moss_ward,1189,moss-ward breath-family,moss-ward-0-keep Milo,blanket share,rain gate tool lineage v1,Milo remembers moss-ward breath-family shelter rule from year 1186,True,True,6.974653,0.48135
2575,161,23,glass_harbor,1273,harbor chime-family,harbor-0-keep Sera,net-knot thanks,net room tool lineage v2,Sera remembers harbor chime-family shelter rule from year 1270,True,True,8.099,0.497858
2576,162,24,lichen_bridge,1423,bridge hum-family,bridge-2-keep Kio,rope touch,rope bridge tool lineage v0,Kio remembers bridge hum-family shelter rule from year 1420,True,True,8.48398,0.516167
2577,162,24,orchid_engine,1498,engine ring-family,engine-0-keep Cai,orchid cup,orchid bay tool lineage v1,Cai remembers engine ring-family shelter rule from year 1495,True,True,10.714638,0.544575
2578,162,24,moss_ward,1190,moss-ward breath-family,moss-ward-1-keep Milo,door-watch blessing,tool nook tool lineage v2,Milo remembers moss-ward breath-family shelter rule from year 1187,True,True,6.124478,0.503183
2579,162,24,glass_harbor,1274,harbor chime-family,harbor-1-keep Sera,tea before crossing,lamp pier tool lineage v3,Sera remembers harbor chime-family shelter rule from year 1271,True,True,7.272,0.519692
2580,162,24,cinder_garden,1345,cinder pulse-family,cinder-2-keep Juno,seed-count chant,ash path tool lineage v4,Juno remembers cinder pulse-family shelter rule from year 1342,True,True,10.047994,0.5504
2581,162,24,lichen_bridge,1423,bridge hum-family,bridge-3-keep Luma,signal hush,lichen wall tool lineage v5,Luma remembers bridge hum-family shelter rule from year 1420,True,True,8.77596,0.542208
2582,162,24,orchid_engine,1498,engine ring-family,engine-0-keep Dax,valve pause,engine ring tool lineage v6,Dax remembers engine ring-family shelter rule from year 1495,True,True,11.086895,0.570617
2583,162,24,moss_ward,1190,moss-ward breath-family,moss-ward-1-keep Tala,blanket share,rain gate tool lineage v7,Tala remembers moss-ward breath-family shelter rule from year 1187,True,True,6.43676,0.529225
2584,162,24,glass_harbor,1274,harbor chime-family,harbor-0-keep Nia,net-knot thanks,net room tool lineage v8,Nia remembers harbor chime-family shelter rule from year 1271,True,True,7.675083,0.545733
2585,162,24,cinder_garden,1345,cinder pulse-family,cinder-1-keep Pax,shade cloth bow,ember bed tool lineage v9,Pax remembers cinder pulse-family shelter rule from year 1342,True,True,10.455292,0.576442
2586,162,24,lichen_bridge,1423,bridge hum-family,bridge-2-keep Rin,shared bowl,signal post tool lineage v10,Rin remembers bridge hum-family shelter rule from year 1420,True,True,9.103532,0.56825
2587,162,24,orchid_engine,1498,engine ring-family,engine-0-keep Eli,gear-wash thanks,gear wash tool lineage v11,Eli remembers engine ring-family shelter rule from year 1495,True,True,11.36938,0.596658
2588,162,24,moss_ward,1190,moss-ward breath-family,moss-ward-0-keep Ari,warm cup before work,moss lane tool lineage v0,Ari remembers moss-ward breath-family shelter rule from year 1187,True,True,6.932995,0.555267
2589,162,24,glass_harbor,1274,harbor chime-family,harbor-1-keep Oren,lamp touch,salt steps tool lineage v1,Oren remembers harbor chime-family shelter rule from year 1271,True,True,8.135741,0.571775
2590,162,24,cinder_garden,1345,cinder pulse-family,cinder-2-keep Vale,cool hand sign,seed shelf tool lineage v2,Vale remembers cinder pulse-family shelter rule from year 1342,True,True,10.812931,0.602483
2591,162,24,lichen_bridge,1423,bridge hum-family,bridge-2-keep Sol,rope touch,rope bridge tool lineage v3,Sol remembers bridge hum-family shelter rule from year 1420,True,True,9.322,0.594292
2592,163,24,moss_ward,1190,moss-ward breath-family,moss-ward-0-keep Ari,blanket share,rain gate tool lineage v0,Ari remembers moss-ward breath-family shelter rule from year 1187,True,True,6.069819,0.5761
2593,163,24,glass_harbor,1274,harbor chime-family,harbor-1-keep Oren,net-knot thanks,net room tool lineage v1,Oren remembers harbor chime-family shelter rule from year 1271,True,True,7.272565,0.592608
2594,163,24,cinder_garden,1345,cinder pulse-family,cinder-2-keep Vale,shade cloth bow,ember bed tool lineage v2,Vale remembers cinder pulse-family shelter rule from year 1342,True,True,9.949755,0.623317
2595,163,24,lichen_bridge,1423,bridge hum-family,bridge-2-keep Sol,shared bowl,signal post tool lineage v3,Sol remembers bridge hum-family shelter rule from year 1420,True,True,8.482,0.615125
2596,163,24,orchid_engine,1498,engine ring-family,engine-0-keep Bea,gear-wash thanks,gear wash tool lineage v4,Bea remembers engine ring-family shelter rule from year 1495,True,True,11.032484,0.643533
2597,163,24,moss_ward,1190,moss-ward breath-family,moss-ward-0-keep Fay,warm cup before work,moss lane tool lineage v5,Fay remembers moss-ward breath-family shelter rule from year 1187,True,True,6.442809,0.602142
2598,163,24,glass_harbor,1274,harbor chime-family,harbor-1-keep Puck,lamp touch,salt steps tool lineage v6,Puck remembers harbor chime-family shelter rule from year 1271,True,True,7.645036,0.61865
2599,163,24,cinder_garden,1345,cinder pulse-family,cinder-2-keep Wren,cool hand sign,seed shelf tool lineage v7,Wren remembers cinder pulse-family shelter rule from year 1342,True,True,10.11676,0.649358
2600,163,24,lichen_bridge,1423,bridge hum-family,bridge-2-keep Kio,rope touch,rope bridge tool lineage v8,Kio remembers bridge hum-family shelter rule from year 1420,True,True,9.05136,0.641167
2601,163,24,orchid_engine,1498,engine ring-family,engine-0-keep Cai,orchid cup,orchid bay tool lineage v9,Cai remembers engine ring-family shelter rule from year 1495,True,True,11.282018,0.669575
2602,163,24,moss_ward,1190,moss-ward breath-family,moss-ward-1-keep Milo,door-watch blessing,tool nook tool lineage v10,Milo remembers moss-ward breath-family shelter rule from year 1187,True,True,6.691858,0.628183
2603,163,24,glass_harbor,1274,harbor chime-family,harbor-1-keep Sera,tea before crossing,lamp pier tool lineage v11,Sera remembers harbor chime-family shelter rule from year 1271,True,True,7.83938,0.644692
2604,163,24,cinder_garden,1345,cinder pulse-family,cinder-2-keep Juno,seed-count chant,ash path tool lineage v0,Juno remembers cinder pulse-family shelter rule from year 1342,True,True,10.615374,0.6754
2605,163,24,lichen_bridge,1423,bridge hum-family,bridge-3-keep Luma,signal hush,lichen wall tool lineage v1,Luma remembers bridge hum-family shelter rule from year 1420,True,True,9.34334,0.667208
2606,163,24,orchid_engine,1498,engine ring-family,engine-0-keep Dax,valve pause,engine ring tool lineage v2,Dax remembers engine ring-family shelter rule from year 1495,True,True,11.654275,0.695617
2607,163,24,moss_ward,1190,moss-ward breath-family,moss-ward-1-keep Tala,blanket share,rain gate tool lineage v3,Tala remembers moss-ward breath-family shelter rule from year 1187,True,True,6.982,0.654225
2608,164,24,cinder_garden,1345,cinder pulse-family,cinder-2-keep Juno,cool hand sign,seed shelf tool lineage v0,Juno remembers cinder pulse-family shelter rule from year 1342,True,True,9.752198,0.696233
2609,164,24,lichen_bridge,1423,bridge hum-family,bridge-3-keep Luma,rope touch,rope bridge tool lineage v1,Luma remembers bridge hum-family shelter rule from year 1420,True,True,8.480164,0.688042
2610,164,24,orchid_engine,1498,engine ring-family,engine-0-keep Dax,orchid cup,orchid bay tool lineage v2,Dax remembers engine ring-family shelter rule from year 1495,True,True,10.791099,0.71645
2611,164,24,moss_ward,1190,moss-ward breath-family,moss-ward-1-keep Tala,door-watch blessing,tool nook tool lineage v3,Tala remembers moss-ward breath-family shelter rule from year 1187,True,True,6.142,0.675058
2612,164,24,glass_harbor,1274,harbor chime-family,harbor-0-keep Nia,tea before crossing,lamp pier tool lineage v4,Nia remembers harbor chime-family shelter rule from year 1271,True,True,7.402463,0.691567
2613,164,24,cinder_garden,1345,cinder pulse-family,cinder-1-keep Pax,seed-count chant,ash path tool lineage v5,Pax remembers cinder pulse-family shelter rule from year 1342,True,True,10.185132,0.722275
2614,164,24,lichen_bridge,1423,bridge hum-family,bridge-2-keep Rin,signal hush,lichen wall tool lineage v6,Rin remembers bridge hum-family shelter rule from year 1420,True,True,8.830912,0.714083
2615,164,24,orchid_engine,1498,engine ring-family,engine-0-keep Eli,valve pause,engine ring tool lineage v7,Eli remembers engine ring-family shelter rule from year 1495,True,True,11.09922,0.742492
2616,164,24,moss_ward,1190,moss-ward breath-family,moss-ward-0-keep Ari,blanket share,rain gate tool lineage v8,Ari remembers moss-ward breath-family shelter rule from year 1187,True,True,6.639659,0.7011
2617,164,24,glass_harbor,1274,harbor chime-family,harbor-1-keep Oren,net-knot thanks,net room tool lineage v9,Oren remembers harbor chime-family shelter rule from year 1271,True,True,7.839945,0.717608
2618,164,24,cinder_garden,1345,cinder pulse-family,cinder-2-keep Vale,shade cloth bow,ember bed tool lineage v10,Vale remembers cinder pulse-family shelter rule from year 1342,True,True,10.519595,0.748317
2619,164,24,lichen_bridge,1423,bridge hum-family,bridge-2-keep Sol,shared bowl,signal post tool lineage v11,Sol remembers bridge hum-family shelter rule from year 1420,True,True,9.04938,0.740125
2620,164,24,orchid_engine,1498,engine ring-family,engine-0-keep Bea,gear-wash thanks,gear wash tool lineage v0,Bea remembers engine ring-family shelter rule from year 1495,True,True,11.602324,0.768533
2621,164,24,moss_ward,1190,moss-ward breath-family,moss-ward-0-keep Fay,warm cup before work,moss lane tool lineage v1,Fay remembers moss-ward breath-family shelter rule from year 1187,True,True,7.012649,0.727142
2622,164,24,glass_harbor,1274,harbor chime-family,harbor-1-keep Puck,lamp touch,salt steps tool lineage v2,Puck remembers harbor chime-family shelter rule from year 1271,True,True,8.212416,0.74365
2623,164,24,cinder_garden,1345,cinder pulse-family,cinder-2-keep Wren,cool hand sign,seed shelf tool lineage v3,Wren remembers cinder pulse-family shelter rule from year 1342,True,True,10.662,0.774358
2624,165,24,orchid_engine,1498,engine ring-family,engine-0-keep Bea,valve pause,engine ring tool lineage v0,Bea remembers engine ring-family shelter rule from year 1495,True,True,10.739149,0.789367
2625,165,24,moss_ward,1190,moss-ward breath-family,moss-ward-0-keep Fay,blanket share,rain gate tool lineage v1,Fay remembers moss-ward breath-family shelter rule from year 1187,True,True,6.149473,0.747975
2626,165,24,glass_harbor,1274,harbor chime-family,harbor-1-keep Puck,net-knot thanks,net room tool lineage v2,Puck remembers harbor chime-family shelter rule from year 1271,True,True,7.34924,0.764483
2627,165,24,cinder_garden,1345,cinder pulse-family,cinder-2-keep Wren,shade cloth bow,ember bed tool lineage v3,Wren remembers cinder pulse-family shelter rule from year 1342,True,True,9.822,0.795192
2628,165,24,lichen_bridge,1423,bridge hum-family,bridge-2-keep Kio,shared bowl,signal post tool lineage v4,Kio remembers bridge hum-family shelter rule from year 1420,True,True,8.7812,0.787
2629,165,24,orchid_engine,1498,engine ring-family,engine-0-keep Cai,gear-wash thanks,gear wash tool lineage v5,Cai remembers engine ring-family shelter rule from year 1495,True,True,11.009398,0.815408
2630,165,24,moss_ward,1190,moss-ward breath-family,moss-ward-1-keep Milo,warm cup before work,moss lane tool lineage v6,Milo remembers moss-ward breath-family shelter rule from year 1187,True,True,6.419238,0.774017
2631,165,24,glass_harbor,1274,harbor chime-family,harbor-1-keep Sera,lamp touch,salt steps tool lineage v7,Sera remembers harbor chime-family shelter rule from year 1271,True,True,7.56676,0.790525
2632,165,24,cinder_garden,1345,cinder pulse-family,cinder-2-keep Juno,cool hand sign,seed shelf tool lineage v8,Juno remembers cinder pulse-family shelter rule from year 1342,True,True,10.319578,0.821233
2633,165,24,lichen_bridge,1423,bridge hum-family,bridge-3-keep Luma,rope touch,rope bridge tool lineage v9,Luma remembers bridge hum-family shelter rule from year 1420,True,True,9.050004,0.813042
2634,165,24,orchid_engine,1498,engine ring-family,engine-0-keep Dax,orchid cup,orchid bay tool lineage v10,Dax remembers engine ring-family shelter rule from year 1495,True,True,11.358479,0.84145
2635,165,24,moss_ward,1190,moss-ward breath-family,moss-ward-1-keep Tala,door-watch blessing,tool nook tool lineage v11,Tala remembers moss-ward breath-family shelter rule from year 1187,True,True,6.70938,0.800058
2636,165,24,glass_harbor,1274,harbor chime-family,harbor-0-keep Nia,tea before crossing,lamp pier tool lineage v0,Nia remembers harbor chime-family shelter rule from year 1271,True,True,7.969843,0.816567
2637,165,24,cinder_garden,1345,cinder pulse-family,cinder-1-keep Pax,seed-count chant,ash path tool lineage v1,Pax remembers cinder pulse-family shelter rule from year 1342,True,True,10.752512,0.847275
2638,165,24,lichen_bridge,1423,bridge hum-family,bridge-2-keep Rin,signal hush,lichen wall tool lineage v2,Rin remembers bridge hum-family shelter rule from year 1420,True,True,9.400752,0.839083
2639,165,24,orchid_engine,1498,engine ring-family,engine-0-keep Eli,valve pause,engine ring tool lineage v3,Eli remembers engine ring-family shelter rule from year 1495,True,True,11.642,0.867492
2640,166,24,glass_harbor,1274,harbor chime-family,harbor-0-keep Nia,lamp touch,salt steps tool lineage v0,Nia remembers harbor chime-family shelter rule from year 1271,True,True,7.106667,0.8374
2641,166,24,cinder_garden,1345,cinder pulse-family,cinder-1-keep Pax,cool hand sign,seed shelf tool lineage v1,Pax remembers cinder pulse-family shelter rule from year 1342,True,True,9.889336,0.868108
2642,166,24,lichen_bridge,1423,bridge hum-family,bridge-2-keep Rin,rope touch,rope bridge tool lineage v2,Rin remembers bridge hum-family shelter rule from year 1420,True,True,8.537576,0.859917
2643,166,24,orchid_engine,1498,engine ring-family,engine-0-keep Eli,orchid cup,orchid bay tool lineage v3,Eli remembers engine ring-family shelter rule from year 1495,True,True,10.802,0.888325
2644,166,24,moss_ward,1190,moss-ward breath-family,moss-ward-0-keep Ari,door-watch blessing,tool nook tool lineage v4,Ari remembers moss-ward breath-family shelter rule from year 1187,True,True,6.367039,0.846933
2645,166,24,glass_harbor,1274,harbor chime-family,harbor-1-keep Oren,tea before crossing,lamp pier tool lineage v5,Oren remembers harbor chime-family shelter rule from year 1271,True,True,7.569785,0.863442
2646,166,24,cinder_garden,1345,cinder pulse-family,cinder-2-keep Vale,seed-count chant,ash path tool lineage v6,Vale remembers cinder pulse-family shelter rule from year 1342,True,True,10.246975,0.89415
2647,166,24,lichen_bridge,1423,bridge hum-family,bridge-2-keep Sol,signal hush,lichen wall tool lineage v7,Sol remembers bridge hum-family shelter rule from year 1420,True,True,8.77922,0.885958
2648,166,24,orchid_engine,1498,engine ring-family,engine-0-keep Bea,valve pause,engine ring tool lineage v8,Bea remembers engine ring-family shelter rule from year 1495,True,True,11.306529,0.914367
2649,166,24,moss_ward,1190,moss-ward breath-family,moss-ward-0-keep Fay,blanket share,rain gate tool lineage v9,Fay remembers moss-ward breath-family shelter rule from year 1187,True,True,6.716853,0.872975
2650,166,24,glass_harbor,1274,harbor chime-family,harbor-1-keep Puck,net-knot thanks,net room tool lineage v10,Puck remembers harbor chime-family shelter rule from year 1271,True,True,7.91908,0.889483
2651,166,24,cinder_garden,1345,cinder pulse-family,cinder-2-keep Wren,shade cloth bow,ember bed tool lineage v11,Wren remembers cinder pulse-family shelter rule from year 1342,True,True,10.38938,0.920192
2652,166,24,lichen_bridge,1423,bridge hum-family,bridge-2-keep Kio,shared bowl,signal post tool lineage v0,Kio remembers bridge hum-family shelter rule from year 1420,True,True,9.35104,0.912
2653,166,24,orchid_engine,1498,engine ring-family,engine-0-keep Cai,gear-wash thanks,gear wash tool lineage v1,Cai remembers engine ring-family shelter rule from year 1495,True,True,11.576778,0.940408
2654,166,24,moss_ward,1190,moss-ward breath-family,moss-ward-1-keep Milo,warm cup before work,moss lane tool lineage v2,Milo remembers moss-ward breath-family shelter rule from year 1187,True,True,6.986618,0.899017
2655,166,24,glass_harbor,1274,harbor chime-family,harbor-1-keep Sera,lamp touch,salt steps tool lineage v3,Sera remembers harbor chime-family shelter rule from year 1271,True,True,8.112,0.915525
2656,167,24,lichen_bridge,1423,bridge hum-family,bridge-2-keep Kio,signal hush,lichen wall tool lineage v0,Kio remembers bridge hum-family shelter rule from year 1420,True,True,8.487865,0.932833
2657,167,24,orchid_engine,1498,engine ring-family,engine-0-keep Cai,valve pause,engine ring tool lineage v1,Cai remembers engine ring-family shelter rule from year 1495,True,True,10.713603,0.961242
2658,167,24,moss_ward,1190,moss-ward breath-family,moss-ward-1-keep Milo,blanket share,rain gate tool lineage v2,Milo remembers moss-ward breath-family shelter rule from year 1187,True,True,6.123442,0.91985
2659,167,24,glass_harbor,1274,harbor chime-family,harbor-1-keep Sera,net-knot thanks,net room tool lineage v3,Sera remembers harbor chime-family shelter rule from year 1271,True,True,7.272,0.936358
2660,167,24,cinder_garden,1345,cinder pulse-family,cinder-2-keep Juno,shade cloth bow,ember bed tool lineage v4,Juno remembers cinder pulse-family shelter rule from year 1342,True,True,10.049418,0.967067
2661,167,24,lichen_bridge,1423,bridge hum-family,bridge-3-keep Luma,shared bowl,signal post tool lineage v5,Luma remembers bridge hum-family shelter rule from year 1420,True,True,8.777384,0.958875
2662,167,24,orchid_engine,1498,engine ring-family,engine-0-keep Dax,gear-wash thanks,gear wash tool lineage v6,Dax remembers engine ring-family shelter rule from year 1495,True,True,11.085859,0.987283
2663,167,24,moss_ward,1190,moss-ward breath-family,moss-ward-1-keep Tala,warm cup before work,moss lane tool lineage v7,Tala remembers moss-ward breath-family shelter rule from year 1187,True,True,6.43676,0.945892
2664,167,24,glass_harbor,1274,harbor chime-family,harbor-0-keep Nia,lamp touch,salt steps tool lineage v8,Nia remembers harbor chime-family shelter rule from year 1271,True,True,7.674047,0.9624
2665,167,24,cinder_garden,1345,cinder pulse-family,cinder-1-keep Pax,cool hand sign,seed shelf tool lineage v9,Pax remembers cinder pulse-family shelter rule from year 1342,True,True,10.459176,0.993108
2666,167,24,lichen_bridge,1423,bridge hum-family,bridge-2-keep Rin,rope touch,rope bridge tool lineage v10,Rin remembers bridge hum-family shelter rule from year 1420,True,True,9.104956,0.984917
2667,167,24,orchid_engine,1498,engine ring-family,engine-0-keep Eli,orchid cup,orchid bay tool lineage v11,Eli remembers engine ring-family shelter rule from year 1495,True,True,11.36938,0.013325
2668,167,24,moss_ward,1190,moss-ward breath-family,moss-ward-0-keep Ari,door-watch blessing,tool nook tool lineage v0,Ari remembers moss-ward breath-family shelter rule from year 1187,True,True,6.934419,0.971933
2669,167,24,glass_harbor,1274,harbor chime-family,harbor-1-keep Oren,tea before crossing,lamp pier tool lineage v1,Oren remembers harbor chime-family shelter rule from year 1271,True,True,8.137165,0.988442
2670,167,24,cinder_garden,1345,cinder pulse-family,cinder-2-keep Vale,seed-count chant,ash path tool lineage v2,Vale remembers cinder pulse-family shelter rule from year 1342,True,True,10.816815,0.01915
2671,167,24,lichen_bridge,1423,bridge hum-family,bridge-2-keep Sol,signal hush,lichen wall tool lineage v3,Sol remembers bridge hum-family shelter rule from year 1420,True,True,9.322,0.010958
2672,168,24,moss_ward,1190,moss-ward breath-family,moss-ward-0-keep Ari,warm cup before work,moss lane tool lineage v0,Ari remembers moss-ward breath-family shelter rule from year 1187,True,True,6.071244,0.992767
2673,168,24,glass_harbor,1274,harbor chime-family,harbor-1-keep Oren,lamp touch,salt steps tool lineage v1,Oren remembers harbor chime-family shelter rule from year 1271,True,True,7.273989,0.009275
2674,168,24,cinder_garden,1345,cinder pulse-family,cinder-2-keep Vale,cool hand sign,seed shelf tool lineage v2,Vale remembers cinder pulse-family shelter rule from year 1342,True,True,9.953639,0.039983
2675,168,24,lichen_bridge,1423,bridge hum-family,bridge-2-keep Sol,rope touch,rope bridge tool lineage v3,Sol remembers bridge hum-family shelter rule from year 1420,True,True,8.482,0.031792
2676,168,24,orchid_engine,1498,engine ring-family,engine-0-keep Bea,orchid cup,orchid bay tool lineage v4,Bea remembers engine ring-family shelter rule from year 1495,True,True,11.033909,0.0602
2677,168,24,moss_ward,1190,moss-ward breath-family,moss-ward-0-keep Fay,door-watch blessing,tool nook tool lineage v5,Fay remembers moss-ward breath-family shelter rule from year 1187,True,True,6.444233,0.018808
2678,168,24,glass_harbor,1274,harbor chime-family,harbor-1-keep Puck,tea before crossing,lamp pier tool lineage v6,Puck remembers harbor chime-family shelter rule from year 1271,True,True,7.64646,0.035317
2679,168,24,cinder_garden,1345,cinder pulse-family,cinder-2-keep Wren,seed-count chant,ash path tool lineage v7,Wren remembers cinder pulse-family shelter rule from year 1342,True,True,10.11676,0.066025
