tick_index,agent,routine,project_progress,skill_practice,resource_change,social_face_change,autonomy_satisfaction,routine_variation,consequence_summary
1,Ari,quiet_route_scan,0.193754,0.234,0.5,0.48,0.792921,0.26,Ari quiet_route_scan: progress=0.19; resource=0.50; face=0.48
410,Fay,dream_sort_memory,0.846003,1.0,0.448,0.954,0.8286,0.26,Fay dream_sort_memory: progress=0.85; resource=0.45; face=0.95
411,Milo,guarded_rest,0.838115,0.999,0.766,0.598,0.787715,0.26,Milo guarded_rest: progress=0.84; resource=0.77; face=0.60
412,Sol,soft_recovery,0.932921,1.0,0.494,0.712,0.840538,0.42,Sol soft_recovery: progress=0.93; resource=0.49; face=0.71
413,Ari,soft_recovery,0.871042,1.0,0.338,0.58,0.833292,0.34,Ari soft_recovery: progress=0.87; resource=0.34; face=0.58
414,Fay,sleep,0.846003,1.0,0.448,0.954,0.812447,0.18,Fay sleep: progress=0.85; resource=0.45; face=0.95
415,Milo,dream_sort_memory,0.838115,1.0,0.766,0.598,0.8454,0.18,Milo dream_sort_memory: progress=0.84; resource=0.77; face=0.60
416,Sol,guarded_rest,0.932921,1.0,0.494,0.698,0.737079,0.18,Sol guarded_rest: progress=0.93; resource=0.49; face=0.70
417,Ari,share_water,0.871042,1.0,0.32,0.58,0.82984,0.5,Ari share_water: progress=0.87; resource=0.32; face=0.58
418,Fay,wake_check_body,0.846003,1.0,0.448,0.954,0.806412,0.5,Fay wake_check_body: progress=0.85; resource=0.45; face=0.95
419,Milo,prepare_tools,0.855941,1.0,0.766,0.598,0.8454,0.5,Milo prepare_tools: progress=0.86; resource=0.77; face=0.60
420,Sol,quiet_route_scan,0.950314,1.0,0.494,0.698,0.801398,0.5,Sol quiet_route_scan: progress=0.95; resource=0.49; face=0.70
421,Ari,quiet_route_scan,0.888646,1.0,0.32,0.58,0.792095,0.34,Ari quiet_route_scan: progress=0.89; resource=0.32; face=0.58
422,Fay,share_water,0.846003,1.0,0.448,0.954,0.809508,0.5,Fay share_water: progress=0.85; resource=0.45; face=0.95
423,Milo,wake_check_body,0.855941,1.0,0.766,0.598,0.82304,0.34,Milo wake_check_body: progress=0.86; resource=0.77; face=0.60
424,Sol,prepare_tools,0.967977,1.0,0.494,0.698,0.8608,0.34,Sol prepare_tools: progress=0.97; resource=0.49; face=0.70
425,Ari,repair_route,0.906408,1.0,0.32,0.58,0.8524,0.18,Ari repair_route: progress=0.91; resource=0.32; face=0.58
426,Fay,repair_route,0.862923,1.0,0.448,0.94,0.704633,0.18,Fay repair_route: progress=0.86; resource=0.45; face=0.94
427,Milo,market_exchange,0.873743,1.0,0.774,0.598,0.823346,0.18,Milo market_exchange: progress=0.87; resource=0.77; face=0.60
428,Sol,work_project,0.985728,1.0,0.494,0.698,0.842237,0.18,Sol work_project: progress=0.99; resource=0.49; face=0.70
429,Ari,repair_route,0.924172,1.0,0.32,0.58,0.833605,0.42,Ari repair_route: progress=0.92; resource=0.32; face=0.58
430,Fay,market_exchange,0.880106,1.0,0.474,0.94,0.8286,0.42,Fay market_exchange: progress=0.88; resource=0.47; face=0.94
431,Milo,market_exchange,0.89127,1.0,0.8,0.598,0.783688,0.42,Milo market_exchange: progress=0.89; resource=0.80; face=0.60
432,Sol,teach_skill,1.0,1.0,0.494,0.716,0.844334,0.58,Sol teach_skill: progress=1.00; resource=0.49; face=0.72
433,Ari,store_objects,0.924172,1.0,0.332,0.58,0.835473,0.42,Ari store_objects: progress=0.92; resource=0.33; face=0.58
434,Fay,ritual_hum,0.880106,1.0,0.474,0.958,0.810755,0.26,Fay ritual_hum: progress=0.88; resource=0.47; face=0.96
435,Milo,ritual_hum,0.89127,1.0,0.8,0.616,0.8454,0.26,Milo ritual_hum: progress=0.89; resource=0.80; face=0.62
436,Sol,relationship_check,1.0,1.0,0.494,0.72,0.737036,0.26,Sol relationship_check: progress=1.00; resource=0.49; face=0.72
437,Ari,relationship_check,0.924172,1.0,0.332,0.584,0.731351,0.5,Ari relationship_check: progress=0.92; resource=0.33; face=0.58
438,Fay,ritual_hum,0.880106,1.0,0.456,0.976,0.811779,0.5,Fay ritual_hum: progress=0.88; resource=0.46; face=0.98
439,Milo,hearth_return,0.89127,1.0,0.8,0.616,0.828864,0.5,Milo hearth_return: progress=0.89; resource=0.80; face=0.62
440,Sol,ritual_hum,1.0,1.0,0.494,0.738,0.8608,0.5,Sol ritual_hum: progress=1.00; resource=0.49; face=0.74
441,Ari,dream_sort_memory,0.924172,1.0,0.332,0.584,0.8524,0.34,Ari dream_sort_memory: progress=0.92; resource=0.33; face=0.58
442,Fay,guarded_rest,0.880106,1.0,0.456,0.976,0.769711,0.34,Fay guarded_rest: progress=0.88; resource=0.46; face=0.98
443,Milo,soft_recovery,0.89127,1.0,0.8,0.626,0.82481,0.5,Milo soft_recovery: progress=0.89; resource=0.80; face=0.63
444,Sol,sleep,1.0,1.0,0.494,0.738,0.842812,0.34,Sol sleep: progress=1.00; resource=0.49; face=0.74
445,Ari,sleep,0.924172,1.0,0.332,0.584,0.832686,0.26,Ari sleep: progress=0.92; resource=0.33; face=0.58
446,Fay,dream_sort_memory,0.880106,1.0,0.456,0.976,0.8286,0.26,Fay dream_sort_memory: progress=0.88; resource=0.46; face=0.98
447,Milo,guarded_rest,0.89127,1.0,0.8,0.612,0.721099,0.26,Milo guarded_rest: progress=0.89; resource=0.80; face=0.61
448,Sol,soft_recovery,1.0,1.0,0.476,0.738,0.843136,0.26,Sol soft_recovery: progress=1.00; resource=0.48; face=0.74
449,Ari,wake_check_body,0.924172,1.0,0.332,0.584,0.832492,0.18,Ari wake_check_body: progress=0.92; resource=0.33; face=0.58
450,Fay,prepare_tools,0.897758,1.0,0.456,0.976,0.8286,0.18,Fay prepare_tools: progress=0.90; resource=0.46; face=0.98
451,Milo,quiet_route_scan,0.908413,1.0,0.8,0.612,0.782562,0.18,Milo quiet_route_scan: progress=0.91; resource=0.80; face=0.61
452,Sol,quiet_route_scan,1.0,1.0,0.476,0.738,0.839988,0.34,Sol quiet_route_scan: progress=1.00; resource=0.48; face=0.74
453,Ari,share_water,0.924172,1.0,0.332,0.584,0.833871,0.58,Ari share_water: progress=0.92; resource=0.33; face=0.58
454,Fay,wake_check_body,0.897758,1.0,0.456,0.976,0.812094,0.42,Fay wake_check_body: progress=0.90; resource=0.46; face=0.98
455,Milo,prepare_tools,0.925834,1.0,0.8,0.612,0.8454,0.42,Milo prepare_tools: progress=0.93; resource=0.80; face=0.61
456,Sol,quiet_route_scan,1.0,1.0,0.476,0.724,0.741563,0.42,Sol quiet_route_scan: progress=1.00; resource=0.48; face=0.72
457,Ari,repair_route,0.941423,1.0,0.332,0.57,0.730381,0.26,Ari repair_route: progress=0.94; resource=0.33; face=0.57
458,Fay,teach_skill,0.915407,1.0,0.438,0.994,0.810961,0.26,Fay teach_skill: progress=0.92; resource=0.44; face=0.99
459,Milo,work_project,0.943338,1.0,0.8,0.612,0.825194,0.26,Milo work_project: progress=0.94; resource=0.80; face=0.61
460,Sol,market_exchange,1.0,1.0,0.502,0.724,0.8608,0.26,Sol market_exchange: progress=1.00; resource=0.50; face=0.72
461,Ari,repair_route,0.95894,1.0,0.332,0.57,0.8524,0.5,Ari repair_route: progress=0.96; resource=0.33; face=0.57
462,Fay,repair_route,0.932763,1.0,0.438,0.994,0.767258,0.5,Fay repair_route: progress=0.93; resource=0.44; face=0.99
463,Milo,teach_skill,0.960892,1.0,0.8,0.63,0.82495,0.66,Milo teach_skill: progress=0.96; resource=0.80; face=0.63
464,Sol,work_project,1.0,1.0,0.502,0.724,0.843216,0.5,Sol work_project: progress=1.00; resource=0.50; face=0.72
465,Ari,hearth_return,0.95894,1.0,0.332,0.57,0.832903,0.34,Ari hearth_return: progress=0.96; resource=0.33; face=0.57
466,Fay,ritual_hum,0.932763,1.0,0.438,1.0,0.8286,0.34,Fay ritual_hum: progress=0.93; resource=0.44; face=1.00
467,Milo,relationship_check,0.960892,1.0,0.8,0.634,0.721298,0.34,Milo relationship_check: progress=0.96; resource=0.80; face=0.63
468,Sol,store_objects,1.0,1.0,0.496,0.724,0.844949,0.34,Sol store_objects: progress=1.00; resource=0.50; face=0.72
469,Ari,store_objects,0.95894,1.0,0.326,0.57,0.830675,0.18,Ari store_objects: progress=0.96; resource=0.33; face=0.57
470,Fay,ritual_hum,0.932763,1.0,0.438,1.0,0.811267,0.18,Fay ritual_hum: progress=0.93; resource=0.44; face=1.00
471,Milo,ritual_hum,0.960892,1.0,0.8,0.652,0.8454,0.18,Milo ritual_hum: progress=0.96; resource=0.80; face=0.65
472,Sol,relationship_check,1.0,1.0,0.496,0.742,0.803469,0.18,Sol relationship_check: progress=1.00; resource=0.50; face=0.74
473,Ari,guarded_rest,0.95894,1.0,0.326,0.57,0.793778,0.42,Ari guarded_rest: progress=0.96; resource=0.33; face=0.57
474,Fay,soft_recovery,0.932763,1.0,0.438,1.0,0.811974,0.58,Fay soft_recovery: progress=0.93; resource=0.44; face=1.00
475,Milo,sleep,0.960892,1.0,0.8,0.652,0.826316,0.42,Milo sleep: progress=0.96; resource=0.80; face=0.65
476,Sol,dream_sort_memory,1.0,1.0,0.496,0.742,0.8608,0.42,Sol dream_sort_memory: progress=1.00; resource=0.50; face=0.74
477,Ari,dream_sort_memory,0.95894,1.0,0.326,0.57,0.8524,0.34,Ari dream_sort_memory: progress=0.96; resource=0.33; face=0.57
478,Fay,guarded_rest,0.932763,1.0,0.438,0.986,0.708373,0.34,Fay guarded_rest: progress=0.93; resource=0.44; face=0.99
479,Milo,soft_recovery,0.960892,1.0,0.782,0.652,0.822848,0.34,Milo soft_recovery: progress=0.96; resource=0.78; face=0.65
480,Sol,sleep,1.0,1.0,0.496,0.742,0.842163,0.34,Sol sleep: progress=1.00; resource=0.50; face=0.74
481,Ari,prepare_tools,0.976864,1.0,0.326,0.57,0.8524,0.26,Ari prepare_tools: progress=0.98; resource=0.33; face=0.57
482,Fay,quiet_route_scan,0.949754,1.0,0.438,0.986,0.771216,0.26,Fay quiet_route_scan: progress=0.95; resource=0.44; face=0.99
483,Milo,share_water,0.960892,1.0,0.782,0.652,0.828769,0.42,Milo share_water: progress=0.96; resource=0.78; face=0.65
484,Sol,wake_check_body,1.0,1.0,0.496,0.742,0.841489,0.26,Sol wake_check_body: progress=1.00; resource=0.50; face=0.74
485,Ari,wake_check_body,0.976864,1.0,0.326,0.57,0.829612,0.5,Ari wake_check_body: progress=0.98; resource=0.33; face=0.57
486,Fay,prepare_tools,0.967001,1.0,0.438,0.986,0.8286,0.5,Fay prepare_tools: progress=0.97; resource=0.44; face=0.99
487,Milo,quiet_route_scan,0.978044,1.0,0.782,0.638,0.723851,0.5,Milo quiet_route_scan: progress=0.98; resource=0.78; face=0.64
488,Sol,share_water,1.0,1.0,0.478,0.742,0.844312,0.5,Sol share_water: progress=1.00; resource=0.48; face=0.74
489,Ari,repair_route,0.994788,1.0,0.308,0.57,0.834781,0.34,Ari repair_route: progress=0.99; resource=0.31; face=0.57
490,Fay,work_project,0.984331,1.0,0.438,0.986,0.811214,0.34,Fay work_project: progress=0.98; resource=0.44; face=0.99
491,Milo,market_exchange,0.995473,1.0,0.808,0.638,0.8454,0.34,Milo market_exchange: progress=1.00; resource=0.81; face=0.64
492,Sol,repair_route,1.0,1.0,0.478,0.742,0.802752,0.34,Sol repair_route: progress=1.00; resource=0.48; face=0.74
493,Ari,repair_route,1.0,1.0,0.308,0.57,0.7952,0.18,Ari repair_route: progress=1.00; resource=0.31; face=0.57
494,Fay,teach_skill,1.0,1.0,0.438,1.0,0.810809,0.34,Fay teach_skill: progress=1.00; resource=0.44; face=1.00
495,Milo,market_exchange,1.0,1.0,0.834,0.638,0.825607,0.18,Milo market_exchange: progress=1.00; resource=0.83; face=0.64
496,Sol,market_exchange,1.0,1.0,0.504,0.742,0.8608,0.18,Sol market_exchange: progress=1.00; resource=0.50; face=0.74
497,Ari,ritual_hum,1.0,1.0,0.308,0.588,0.8524,0.42,Ari ritual_hum: progress=1.00; resource=0.31; face=0.59
498,Fay,ritual_hum,1.0,1.0,0.438,1.0,0.709023,0.42,Fay ritual_hum: progress=1.00; resource=0.44; face=1.00
499,Milo,store_objects,1.0,1.0,0.828,0.638,0.82653,0.42,Milo store_objects: progress=1.00; resource=0.83; face=0.64
500,Sol,hearth_return,1.0,1.0,0.504,0.742,0.840762,0.42,Sol hearth_return: progress=1.00; resource=0.50; face=0.74
501,Ari,hearth_return,1.0,1.0,0.308,0.588,0.833254,0.26,Ari hearth_return: progress=1.00; resource=0.31; face=0.59
502,Fay,ritual_hum,1.0,1.0,0.438,1.0,0.8286,0.26,Fay ritual_hum: progress=1.00; resource=0.44; face=1.00
503,Milo,relationship_check,1.0,1.0,0.828,0.656,0.787659,0.26,Milo relationship_check: progress=1.00; resource=0.83; face=0.66
504,Sol,store_objects,1.0,1.0,0.516,0.742,0.838425,0.42,Sol store_objects: progress=1.00; resource=0.52; face=0.74
505,Ari,soft_recovery,1.0,1.0,0.308,0.598,0.8359,0.66,Ari soft_recovery: progress=1.00; resource=0.31; face=0.60
506,Fay,sleep,1.0,1.0,0.438,1.0,0.806242,0.5,Fay sleep: progress=1.00; resource=0.44; face=1.00
507,Milo,dream_sort_memory,1.0,1.0,0.828,0.656,0.8454,0.5,Milo dream_sort_memory: progress=1.00; resource=0.83; face=0.66
508,Sol,guarded_rest,1.0,1.0,0.516,0.728,0.735425,0.5,Sol guarded_rest: progress=1.00; resource=0.52; face=0.73
509,Ari,guarded_rest,1.0,1.0,0.308,0.584,0.729144,0.42,Ari guarded_rest: progress=1.00; resource=0.31; face=0.58
510,Fay,soft_recovery,1.0,1.0,0.42,1.0,0.805981,0.42,Fay soft_recovery: progress=1.00; resource=0.42; face=1.00
511,Milo,sleep,1.0,1.0,0.828,0.656,0.823334,0.42,Milo sleep: progress=1.00; resource=0.83; face=0.66
512,Sol,dream_sort_memory,1.0,1.0,0.516,0.728,0.8608,0.42,Sol dream_sort_memory: progress=1.00; resource=0.52; face=0.73
513,Ari,quiet_route_scan,1.0,1.0,0.308,0.584,0.79491,0.34,Ari quiet_route_scan: progress=1.00; resource=0.31; face=0.58
514,Fay,share_water,1.0,1.0,0.42,1.0,0.807106,0.5,Fay share_water: progress=1.00; resource=0.42; face=1.00
515,Milo,wake_check_body,1.0,1.0,0.828,0.656,0.823354,0.34,Milo wake_check_body: progress=1.00; resource=0.83; face=0.66
516,Sol,prepare_tools,1.0,1.0,0.516,0.728,0.8608,0.34,Sol prepare_tools: progress=1.00; resource=0.52; face=0.73
517,Ari,prepare_tools,1.0,1.0,0.308,0.584,0.8524,0.18,Ari prepare_tools: progress=1.00; resource=0.31; face=0.58
518,Fay,quiet_route_scan,1.0,1.0,0.42,0.986,0.704234,0.18,Fay quiet_route_scan: progress=1.00; resource=0.42; face=0.99
519,Milo,share_water,1.0,1.0,0.81,0.656,0.825148,0.18,Milo share_water: progress=1.00; resource=0.81; face=0.66
520,Sol,wake_check_body,1.0,1.0,0.516,0.728,0.838848,0.18,Sol wake_check_body: progress=1.00; resource=0.52; face=0.73
521,Ari,repair_route,1.0,1.0,0.308,0.584,0.830103,0.42,Ari repair_route: progress=1.00; resource=0.31; face=0.58
522,Fay,market_exchange,1.0,1.0,0.446,0.986,0.8286,0.42,Fay market_exchange: progress=1.00; resource=0.45; face=0.99
523,Milo,repair_route,1.0,1.0,0.81,0.656,0.782011,0.42,Milo repair_route: progress=1.00; resource=0.81; face=0.66
524,Sol,teach_skill,1.0,1.0,0.516,0.746,0.838505,0.58,Sol teach_skill: progress=1.00; resource=0.52; face=0.75
525,Ari,repair_route,1.0,1.0,0.308,0.584,0.833312,0.42,Ari repair_route: progress=1.00; resource=0.31; face=0.58
526,Fay,work_project,1.0,1.0,0.446,0.986,0.810144,0.26,Fay work_project: progress=1.00; resource=0.45; face=0.99
527,Milo,market_exchange,1.0,1.0,0.836,0.656,0.8454,0.26,Milo market_exchange: progress=1.00; resource=0.84; face=0.66
528,Sol,repair_route,1.0,1.0,0.516,0.732,0.736877,0.26,Sol repair_route: progress=1.00; resource=0.52; face=0.73
529,Ari,relationship_check,1.0,1.0,0.308,0.588,0.728008,0.5,Ari relationship_check: progress=1.00; resource=0.31; face=0.59
530,Fay,ritual_hum,1.0,1.0,0.428,1.0,0.807327,0.5,Fay ritual_hum: progress=1.00; resource=0.43; face=1.00
531,Milo,hearth_return,1.0,1.0,0.836,0.656,0.826382,0.5,Milo hearth_return: progress=1.00; resource=0.84; face=0.66
532,Sol,ritual_hum,1.0,1.0,0.516,0.75,0.8608,0.5,Sol ritual_hum: progress=1.00; resource=0.52; face=0.75
533,Ari,ritual_hum,1.0,1.0,0.308,0.606,0.8524,0.34,Ari ritual_hum: progress=1.00; resource=0.31; face=0.61
534,Fay,ritual_hum,1.0,1.0,0.428,1.0,0.769859,0.34,Fay ritual_hum: progress=1.00; resource=0.43; face=1.00
535,Milo,store_objects,1.0,1.0,0.848,0.656,0.828237,0.5,Milo store_objects: progress=1.00; resource=0.85; face=0.66
536,Sol,hearth_return,1.0,1.0,0.516,0.75,0.840647,0.34,Sol hearth_return: progress=1.00; resource=0.52; face=0.75
537,Ari,sleep,1.0,1.0,0.308,0.606,0.830561,0.18,Ari sleep: progress=1.00; resource=0.31; face=0.61
538,Fay,dream_sort_memory,1.0,1.0,0.428,1.0,0.8286,0.18,Fay dream_sort_memory: progress=1.00; resource=0.43; face=1.00
539,Milo,guarded_rest,1.0,1.0,0.848,0.642,0.719488,0.18,Milo guarded_rest: progress=1.00; resource=0.85; face=0.64
540,Sol,soft_recovery,1.0,1.0,0.498,0.75,0.843114,0.18,Sol soft_recovery: progress=1.00; resource=0.50; face=0.75
541,Ari,soft_recovery,1.0,1.0,0.29,0.606,0.835698,0.5,Ari soft_recovery: progress=1.00; resource=0.29; face=0.61
542,Fay,sleep,1.0,1.0,0.428,1.0,0.811091,0.5,Fay sleep: progress=1.00; resource=0.43; face=1.00
543,Milo,dream_sort_memory,1.0,1.0,0.848,0.642,0.8454,0.5,Milo dream_sort_memory: progress=1.00; resource=0.85; face=0.64
544,Sol,guarded_rest,1.0,1.0,0.498,0.75,0.797359,0.5,Sol guarded_rest: progress=1.00; resource=0.50; face=0.75
545,Ari,share_water,1.0,1.0,0.29,0.606,0.83108,0.58,Ari share_water: progress=1.00; resource=0.29; face=0.61
546,Fay,wake_check_body,1.0,1.0,0.428,1.0,0.810993,0.42,Fay wake_check_body: progress=1.00; resource=0.43; face=1.00
547,Milo,prepare_tools,1.0,1.0,0.848,0.642,0.8454,0.42,Milo prepare_tools: progress=1.00; resource=0.85; face=0.64
548,Sol,quiet_route_scan,1.0,1.0,0.498,0.736,0.738198,0.42,Sol quiet_route_scan: progress=1.00; resource=0.50; face=0.74
549,Ari,quiet_route_scan,1.0,1.0,0.29,0.592,0.72834,0.26,Ari quiet_route_scan: progress=1.00; resource=0.29; face=0.59
550,Fay,share_water,1.0,1.0,0.41,1.0,0.807027,0.26,Fay share_water: progress=1.00; resource=0.41; face=1.00
551,Milo,wake_check_body,1.0,1.0,0.848,0.642,0.825882,0.26,Milo wake_check_body: progress=1.00; resource=0.85; face=0.64
552,Sol,quiet_route_scan,1.0,1.0,0.498,0.736,0.8608,0.26,Sol quiet_route_scan: progress=1.00; resource=0.50; face=0.74
553,Ari,repair_route,1.0,1.0,0.29,0.592,0.8524,0.5,Ari repair_route: progress=1.00; resource=0.29; face=0.59
554,Fay,repair_route,1.0,1.0,0.41,1.0,0.768778,0.5,Fay repair_route: progress=1.00; resource=0.41; face=1.00
555,Milo,market_exchange,1.0,1.0,0.874,0.642,0.827166,0.66,Milo market_exchange: progress=1.00; resource=0.87; face=0.64
556,Sol,work_project,1.0,1.0,0.498,0.736,0.838856,0.5,Sol work_project: progress=1.00; resource=0.50; face=0.74
557,Ari,repair_route,1.0,1.0,0.29,0.592,0.835698,0.34,Ari repair_route: progress=1.00; resource=0.29; face=0.59
558,Fay,market_exchange,1.0,1.0,0.436,1.0,0.8286,0.34,Fay market_exchange: progress=1.00; resource=0.44; face=1.00
559,Milo,market_exchange,1.0,1.0,0.9,0.628,0.722379,0.34,Milo market_exchange: progress=1.00; resource=0.90; face=0.63
560,Sol,teach_skill,1.0,1.0,0.48,0.754,0.844104,0.34,Sol teach_skill: progress=1.00; resource=0.48; face=0.75
561,Ari,store_objects,1.0,1.0,0.284,0.592,0.835384,0.18,Ari store_objects: progress=1.00; resource=0.28; face=0.59
562,Fay,ritual_hum,1.0,1.0,0.436,1.0,0.811448,0.18,Fay ritual_hum: progress=1.00; resource=0.44; face=1.00
563,Milo,ritual_hum,1.0,1.0,0.9,0.646,0.8454,0.18,Milo ritual_hum: progress=1.00; resource=0.90; face=0.65
564,Sol,relationship_check,1.0,1.0,0.48,0.772,0.797248,0.18,Sol relationship_check: progress=1.00; resource=0.48; face=0.77
565,Ari,relationship_check,1.0,1.0,0.284,0.61,0.792487,0.42,Ari relationship_check: progress=1.00; resource=0.28; face=0.61
566,Fay,ritual_hum,1.0,1.0,0.436,1.0,0.809474,0.58,Fay ritual_hum: progress=1.00; resource=0.44; face=1.00
567,Milo,hearth_return,1.0,1.0,0.9,0.646,0.825332,0.42,Milo hearth_return: progress=1.00; resource=0.90; face=0.65
568,Sol,ritual_hum,1.0,1.0,0.48,0.79,0.8608,0.42,Sol ritual_hum: progress=1.00; resource=0.48; face=0.79
569,Ari,dream_sort_memory,1.0,1.0,0.284,0.61,0.8524,0.26,Ari dream_sort_memory: progress=1.00; resource=0.28; face=0.61
570,Fay,guarded_rest,1.0,1.0,0.436,0.986,0.708232,0.26,Fay guarded_rest: progress=1.00; resource=0.44; face=0.99
571,Milo,soft_recovery,1.0,1.0,0.882,0.646,0.826729,0.26,Milo soft_recovery: progress=1.00; resource=0.88; face=0.65
572,Sol,sleep,1.0,1.0,0.48,0.79,0.843434,0.26,Sol sleep: progress=1.00; resource=0.48; face=0.79
573,Ari,sleep,1.0,1.0,0.284,0.61,0.834076,0.18,Ari sleep: progress=1.00; resource=0.28; face=0.61
574,Fay,dream_sort_memory,1.0,1.0,0.436,0.996,0.8286,0.18,Fay dream_sort_memory: progress=1.00; resource=0.44; face=1.00
575,Milo,guarded_rest,1.0,1.0,0.882,0.646,0.788188,0.18,Milo guarded_rest: progress=1.00; resource=0.88; face=0.65
576,Sol,soft_recovery,1.0,1.0,0.48,0.8,0.843186,0.34,Sol soft_recovery: progress=1.00; resource=0.48; face=0.80
577,Ari,wake_check_body,1.0,1.0,0.284,0.61,0.834076,0.5,Ari wake_check_body: progress=1.00; resource=0.28; face=0.61
578,Fay,prepare_tools,1.0,1.0,0.436,0.996,0.8286,0.5,Fay prepare_tools: progress=1.00; resource=0.44; face=1.00
579,Milo,quiet_route_scan,1.0,1.0,0.882,0.632,0.723962,0.5,Milo quiet_route_scan: progress=1.00; resource=0.88; face=0.63
580,Sol,share_water,1.0,1.0,0.462,0.8,0.838483,0.5,Sol share_water: progress=1.00; resource=0.46; face=0.80
581,Ari,share_water,1.0,1.0,0.266,0.61,0.83216,0.34,Ari share_water: progress=1.00; resource=0.27; face=0.61
582,Fay,wake_check_body,1.0,1.0,0.436,0.996,0.807919,0.34,Fay wake_check_body: progress=1.00; resource=0.44; face=1.00
583,Milo,prepare_tools,1.0,1.0,0.882,0.632,0.8454,0.34,Milo prepare_tools: progress=1.00; resource=0.88; face=0.63
584,Sol,quiet_route_scan,1.0,1.0,0.462,0.8,0.803411,0.34,Sol quiet_route_scan: progress=1.00; resource=0.46; face=0.80
585,Ari,repair_route,1.0,1.0,0.266,0.61,0.790543,0.18,Ari repair_route: progress=1.00; resource=0.27; face=0.61
586,Fay,teach_skill,1.0,1.0,0.436,1.0,0.808368,0.34,Fay teach_skill: progress=1.00; resource=0.44; face=1.00
587,Milo,work_project,1.0,1.0,0.882,0.632,0.826299,0.18,Milo work_project: progress=1.00; resource=0.88; face=0.63
588,Sol,market_exchange,1.0,1.0,0.488,0.8,0.8608,0.18,Sol market_exchange: progress=1.00; resource=0.49; face=0.80
589,Ari,repair_route,1.0,1.0,0.266,0.61,0.8524,0.42,Ari repair_route: progress=1.00; resource=0.27; face=0.61
590,Fay,repair_route,1.0,1.0,0.436,0.986,0.705037,0.42,Fay repair_route: progress=1.00; resource=0.44; face=0.99
591,Milo,teach_skill,1.0,1.0,0.864,0.65,0.824504,0.42,Milo teach_skill: progress=1.00; resource=0.86; face=0.65
592,Sol,work_project,1.0,1.0,0.488,0.8,0.84242,0.42,Sol work_project: progress=1.00; resource=0.49; face=0.80
593,Ari,hearth_return,1.0,1.0,0.266,0.61,0.832674,0.26,Ari hearth_return: progress=1.00; resource=0.27; face=0.61
594,Fay,ritual_hum,1.0,1.0,0.436,1.0,0.8286,0.26,Fay ritual_hum: progress=1.00; resource=0.44; face=1.00
595,Milo,relationship_check,1.0,1.0,0.864,0.668,0.784087,0.26,Milo relationship_check: progress=1.00; resource=0.86; face=0.67
596,Sol,store_objects,1.0,1.0,0.5,0.8,0.843515,0.42,Sol store_objects: progress=1.00; resource=0.50; face=0.80
597,Ari,store_objects,1.0,1.0,0.278,0.61,0.833687,0.66,Ari store_objects: progress=1.00; resource=0.28; face=0.61
598,Fay,ritual_hum,1.0,1.0,0.436,1.0,0.806697,0.5,Fay ritual_hum: progress=1.00; resource=0.44; face=1.00
599,Milo,ritual_hum,1.0,1.0,0.864,0.686,0.8454,0.5,Milo ritual_hum: progress=1.00; resource=0.86; face=0.69
600,Sol,relationship_check,1.0,1.0,0.5,0.804,0.736584,0.5,Sol relationship_check: progress=1.00; resource=0.50; face=0.80
601,Ari,guarded_rest,1.0,1.0,0.278,0.596,0.73317,0.34,Ari guarded_rest: progress=1.00; resource=0.28; face=0.60
602,Fay,soft_recovery,1.0,1.0,0.418,1.0,0.811643,0.34,Fay soft_recovery: progress=1.00; resource=0.42; face=1.00
603,Milo,sleep,1.0,1.0,0.864,0.686,0.826786,0.34,Milo sleep: progress=1.00; resource=0.86; face=0.69
604,Sol,dream_sort_memory,1.0,1.0,0.5,0.804,0.8608,0.34,Sol dream_sort_memory: progress=1.00; resource=0.50; face=0.80
605,Ari,dream_sort_memory,1.0,1.0,0.278,0.596,0.8524,0.26,Ari dream_sort_memory: progress=1.00; resource=0.28; face=0.60
606,Fay,guarded_rest,1.0,1.0,0.418,1.0,0.765956,0.26,Fay guarded_rest: progress=1.00; resource=0.42; face=1.00
607,Milo,soft_recovery,1.0,1.0,0.864,0.696,0.8228,0.42,Milo soft_recovery: progress=1.00; resource=0.86; face=0.70
608,Sol,sleep,1.0,1.0,0.5,0.804,0.840481,0.26,Sol sleep: progress=1.00; resource=0.50; face=0.80
609,Ari,prepare_tools,1.0,1.0,0.278,0.596,0.8524,0.18,Ari prepare_tools: progress=1.00; resource=0.28; face=0.60
610,Fay,quiet_route_scan,1.0,1.0,0.418,0.986,0.707834,0.18,Fay quiet_route_scan: progress=1.00; resource=0.42; face=0.99
611,Milo,share_water,1.0,1.0,0.846,0.696,0.824013,0.18,Milo share_water: progress=1.00; resource=0.85; face=0.70
612,Sol,wake_check_body,1.0,1.0,0.5,0.804,0.842876,0.18,Sol wake_check_body: progress=1.00; resource=0.50; face=0.80
613,Ari,wake_check_body,1.0,1.0,0.278,0.596,0.831596,0.42,Ari wake_check_body: progress=1.00; resource=0.28; face=0.60
614,Fay,prepare_tools,1.0,1.0,0.418,0.986,0.8286,0.42,Fay prepare_tools: progress=1.00; resource=0.42; face=0.99
615,Milo,quiet_route_scan,1.0,1.0,0.846,0.696,0.78545,0.42,Milo quiet_route_scan: progress=1.00; resource=0.85; face=0.70
616,Sol,share_water,1.0,1.0,0.5,0.804,0.843122,0.58,Sol share_water: progress=1.00; resource=0.50; face=0.80
