tick_id,day,settlement_id,avatar_position,visible_resident,sight_packet,sound_packet,smell_packet,temperature_packet,wetness_packet,local_history_hash,prehistory_present,private_workspace_boundary,frequency_hz,flower_phase
1526,85,lichen_bridge,touch rope post,Rin,Rin near meal ledger with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,45a180f1ac57aa2a,True,True,36.9368,0.606778
1527,85,orchid_engine,stand outside engine ring,Eli,Eli near valve key with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,0396036369dce66b,True,True,39.32686,0.635333
1528,85,moss_ward,stand by rain gate,Ari,Ari near blanket loom with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,a3e01bc05a95df34,True,True,34.6866,0.594889
1529,85,glass_harbor,pause at lamp pier,Oren,Oren near fog catcher with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,10c96d2f3e8bd875,True,True,35.82228,0.613444
1530,86,lichen_bridge,touch rope post,Kio,Kio near signal bell with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,d788dfff7692714a,True,True,37.06312,0.63
1531,86,orchid_engine,stand outside engine ring,Cai,Cai near orchid lamp with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,16f3e2ffa44a77ca,True,True,39.40286,0.658556
1532,86,moss_ward,stand by rain gate,Milo,Milo near root archive with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,957b1dabc385c73f,True,True,34.67122,0.618111
1533,86,glass_harbor,pause at lamp pier,Sera,Sera near brass lantern with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,2641864211718747,True,True,35.91012,0.636667
1534,86,cinder_garden,bow to shade cloth,Juno,Juno near shade pole with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,5dcef3e22b70bfd2,True,True,38.47986,0.663222
1535,86,lichen_bridge,touch rope post,Luma,Luma near meal ledger with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,d788dfff7692714a,True,True,37.1596,0.657778
1536,86,orchid_engine,stand outside engine ring,Dax,Dax near valve key with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,16f3e2ffa44a77ca,True,True,39.49268,0.686333
1537,86,moss_ward,stand by rain gate,Tala,Tala near blanket loom with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,957b1dabc385c73f,True,True,34.8206,0.645889
1538,86,glass_harbor,pause at lamp pier,Nia,Nia near fog catcher with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,2641864211718747,True,True,36.00586,0.664444
1539,86,cinder_garden,bow to shade cloth,Pax,Pax near seed tray with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,5dcef3e22b70bfd2,True,True,38.55416,0.691
1540,86,lichen_bridge,touch rope post,Rin,Rin near rope kit with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,d788dfff7692714a,True,True,37.2102,0.685556
1541,86,orchid_engine,stand outside engine ring,Eli,Eli near gear basin with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,16f3e2ffa44a77ca,True,True,39.59286,0.714111
1542,86,moss_ward,stand by rain gate,Ari,Ari near rain jar with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,957b1dabc385c73f,True,True,34.94336,0.673667
1543,86,glass_harbor,pause at lamp pier,Oren,Oren near net spool with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,2641864211718747,True,True,36.09272,0.692222
1544,86,cinder_garden,bow to shade cloth,Vale,Vale near cool bowl with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,5dcef3e22b70bfd2,True,True,38.66986,0.718778
1545,86,lichen_bridge,touch rope post,Sol,Sol near signal bell with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,d788dfff7692714a,True,True,37.29188,0.713333
1546,86,orchid_engine,stand outside engine ring,Bea,Bea near orchid lamp with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,16f3e2ffa44a77ca,True,True,39.67528,0.741889
1547,86,moss_ward,stand by rain gate,Fay,Fay near root archive with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,957b1dabc385c73f,True,True,35.0476,0.701444
1548,87,cinder_garden,bow to shade cloth,Juno,Juno near seed tray with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,8f6b4c978067918c,True,True,38.74586,0.742
1549,87,lichen_bridge,touch rope post,Luma,Luma near rope kit with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,e4db0c751fb592c1,True,True,37.41636,0.736556
1550,87,orchid_engine,stand outside engine ring,Dax,Dax near gear basin with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,6dcad1625b1d82ab,True,True,39.76312,0.765111
1551,87,moss_ward,stand by rain gate,Tala,Tala near rain jar with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,a26eb222a8a56285,True,True,35.094,0.724667
1552,87,glass_harbor,pause at lamp pier,Nia,Nia near net spool with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,1fca2a7e9f16dff6,True,True,36.27186,0.743222
1553,87,cinder_garden,bow to shade cloth,Pax,Pax near cool bowl with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,8f6b4c978067918c,True,True,38.82828,0.769778
1554,87,lichen_bridge,touch rope post,Rin,Rin near signal bell with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,e4db0c751fb592c1,True,True,37.47916,0.764333
1555,87,orchid_engine,stand outside engine ring,Eli,Eli near orchid lamp with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,6dcad1625b1d82ab,True,True,39.85886,0.792889
1556,87,moss_ward,stand by rain gate,Ari,Ari near root archive with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,a26eb222a8a56285,True,True,35.19716,0.752444
1557,87,glass_harbor,pause at lamp pier,Oren,Oren near brass lantern with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,1fca2a7e9f16dff6,True,True,36.36612,0.771
1558,87,cinder_garden,bow to shade cloth,Vale,Vale near shade pole with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,8f6b4c978067918c,True,True,38.93586,0.797556
1559,87,lichen_bridge,touch rope post,Sol,Sol near meal ledger with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,e4db0c751fb592c1,True,True,37.54864,0.792111
1560,87,orchid_engine,stand outside engine ring,Bea,Bea near valve key with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,6dcad1625b1d82ab,True,True,39.94572,0.820667
1561,87,moss_ward,stand by rain gate,Fay,Fay near blanket loom with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,a26eb222a8a56285,True,True,35.3136,0.780222
1562,87,glass_harbor,pause at lamp pier,Puck,Puck near fog catcher with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,1fca2a7e9f16dff6,True,True,36.40858,0.798778
1563,87,cinder_garden,bow to shade cloth,Wren,Wren near seed tray with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,8f6b4c978067918c,True,True,38.91234,0.825333
1564,87,lichen_bridge,touch rope post,Kio,Kio near rope kit with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,e4db0c751fb592c1,True,True,37.7106,0.819889
1565,87,orchid_engine,stand outside engine ring,Cai,Cai near gear basin with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,6dcad1625b1d82ab,True,True,40.04886,0.848444
1566,88,glass_harbor,pause at lamp pier,Nia,Nia near brass lantern with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,a670a9c7ff95b2bf,True,True,36.52862,0.822
1567,88,cinder_garden,bow to shade cloth,Pax,Pax near shade pole with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,cda2a019b0cb4604,True,True,39.09872,0.848556
1568,88,lichen_bridge,touch rope post,Rin,Rin near meal ledger with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,73b8b05b8a0e75d7,True,True,37.75256,0.843111
1569,88,orchid_engine,stand outside engine ring,Eli,Eli near valve key with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,d1e8d8236f69dda1,True,True,40.12486,0.871667
1570,88,moss_ward,stand by rain gate,Ari,Ari near blanket loom with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,aaba871b25fdd6a2,True,True,35.47128,0.831222
1571,88,glass_harbor,pause at lamp pier,Oren,Oren near fog catcher with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,a670a9c7ff95b2bf,True,True,36.6336,0.849778
1572,88,cinder_garden,bow to shade cloth,Vale,Vale near seed tray with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,cda2a019b0cb4604,True,True,39.20186,0.876333
1573,88,lichen_bridge,touch rope post,Sol,Sol near rope kit with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,73b8b05b8a0e75d7,True,True,37.80244,0.870889
1574,88,orchid_engine,stand outside engine ring,Bea,Bea near gear basin with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,d1e8d8236f69dda1,True,True,40.21912,0.899444
1575,88,moss_ward,stand by rain gate,Fay,Fay near rain jar with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,aaba871b25fdd6a2,True,True,35.5796,0.859
1576,88,glass_harbor,pause at lamp pier,Puck,Puck near net spool with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,a670a9c7ff95b2bf,True,True,36.66534,0.877556
1577,88,cinder_garden,bow to shade cloth,Wren,Wren near cool bowl with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,cda2a019b0cb4604,True,True,39.18366,0.904111
1578,88,lichen_bridge,touch rope post,Kio,Kio near signal bell with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,73b8b05b8a0e75d7,True,True,37.9766,0.898667
1579,88,orchid_engine,stand outside engine ring,Cai,Cai near orchid lamp with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,d1e8d8236f69dda1,True,True,40.31486,0.927222
1580,88,moss_ward,stand by rain gate,Milo,Milo near root archive with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,aaba871b25fdd6a2,True,True,35.57102,0.886778
1581,88,glass_harbor,pause at lamp pier,Sera,Sera near brass lantern with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,a670a9c7ff95b2bf,True,True,36.82286,0.905333
1582,88,cinder_garden,bow to shade cloth,Juno,Juno near shade pole with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,cda2a019b0cb4604,True,True,39.39186,0.931889
1583,88,lichen_bridge,touch rope post,Luma,Luma near meal ledger with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,73b8b05b8a0e75d7,True,True,38.05016,0.926444
1584,89,moss_ward,stand by rain gate,Ari,Ari near rain jar with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,bd882b4a5aca455f,True,True,35.74172,0.91
1585,89,glass_harbor,pause at lamp pier,Oren,Oren near net spool with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,7a63e9dc9dd4dd02,True,True,36.8996,0.928556
1586,89,cinder_garden,bow to shade cloth,Vale,Vale near cool bowl with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,820a7f0731b44708,True,True,39.46786,0.955111
1587,89,lichen_bridge,touch rope post,Sol,Sol near signal bell with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,fa63b6d74f571774,True,True,38.07656,0.949667
1588,89,orchid_engine,stand outside engine ring,Bea,Bea near orchid lamp with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,f830e2943ba3bc12,True,True,40.4866,0.978222
1589,89,moss_ward,stand by rain gate,Fay,Fay near root archive with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,bd882b4a5aca455f,True,True,35.8456,0.937778
1590,89,glass_harbor,pause at lamp pier,Puck,Puck near brass lantern with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,7a63e9dc9dd4dd02,True,True,36.91914,0.956333
1591,89,cinder_garden,bow to shade cloth,Wren,Wren near shade pole with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,820a7f0731b44708,True,True,39.45794,0.982889
1592,89,lichen_bridge,touch rope post,Kio,Kio near meal ledger with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,fa63b6d74f571774,True,True,38.2426,0.977444
1593,89,orchid_engine,stand outside engine ring,Cai,Cai near valve key with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,f830e2943ba3bc12,True,True,40.57162,0.006
1594,89,moss_ward,stand by rain gate,Milo,Milo near blanket loom with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,bd882b4a5aca455f,True,True,35.84234,0.965556
1595,89,glass_harbor,pause at lamp pier,Sera,Sera near fog catcher with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,7a63e9dc9dd4dd02,True,True,37.08886,0.984111
1596,89,cinder_garden,bow to shade cloth,Juno,Juno near seed tray with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,820a7f0731b44708,True,True,39.65786,0.010667
1597,89,lichen_bridge,touch rope post,Luma,Luma near rope kit with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,fa63b6d74f571774,True,True,38.32428,0.005222
1598,89,orchid_engine,stand outside engine ring,Dax,Dax near gear basin with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,f830e2943ba3bc12,True,True,40.67586,0.033778
1599,89,moss_ward,stand by rain gate,Tala,Tala near rain jar with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,bd882b4a5aca455f,True,True,36.01044,0.993333
1600,89,glass_harbor,pause at lamp pier,Nia,Nia near net spool with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,7a63e9dc9dd4dd02,True,True,37.16242,0.011889
1601,89,cinder_garden,bow to shade cloth,Pax,Pax near cool bowl with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,820a7f0731b44708,True,True,39.75212,0.038444
1602,90,orchid_engine,stand outside engine ring,Bea,Bea near valve key with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,4b1320bc5de11701,True,True,40.7526,0.057
1603,90,moss_ward,stand by rain gate,Fay,Fay near blanket loom with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,a58e86c23c5c98e2,True,True,36.11086,0.016556
1604,90,glass_harbor,pause at lamp pier,Puck,Puck near fog catcher with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,007eaea2c5edfd33,True,True,37.19326,0.035111
1605,90,cinder_garden,bow to shade cloth,Wren,Wren near seed tray with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,a7861655d82d962d,True,True,39.72976,0.061667
1606,90,lichen_bridge,touch rope post,Kio,Kio near rope kit with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,c5d00a38ffaecca9,True,True,38.5086,0.056222
1607,90,orchid_engine,stand outside engine ring,Cai,Cai near gear basin with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,4b1320bc5de11701,True,True,40.82542,0.084778
1608,90,moss_ward,stand by rain gate,Milo,Milo near rain jar with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,a58e86c23c5c98e2,True,True,36.11662,0.044333
1609,90,glass_harbor,pause at lamp pier,Sera,Sera near net spool with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,007eaea2c5edfd33,True,True,37.35486,0.062889
1610,90,cinder_garden,bow to shade cloth,Juno,Juno near cool bowl with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,a7861655d82d962d,True,True,39.91462,0.089444
1611,90,lichen_bridge,touch rope post,Luma,Luma near signal bell with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,c5d00a38ffaecca9,True,True,38.59472,0.084
1612,90,orchid_engine,stand outside engine ring,Dax,Dax near orchid lamp with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,4b1320bc5de11701,True,True,40.94186,0.112556
1613,90,moss_ward,stand by rain gate,Tala,Tala near root archive with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,a58e86c23c5c98e2,True,True,36.2794,0.072111
1614,90,glass_harbor,pause at lamp pier,Nia,Nia near brass lantern with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,007eaea2c5edfd33,True,True,37.43654,0.090667
1615,90,cinder_garden,bow to shade cloth,Pax,Pax near shade pole with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,a7861655d82d962d,True,True,40.0196,0.117222
1616,90,lichen_bridge,touch rope post,Rin,Rin near meal ledger with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,c5d00a38ffaecca9,True,True,38.669,0.111778
1617,90,orchid_engine,stand outside engine ring,Eli,Eli near valve key with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,4b1320bc5de11701,True,True,41.02762,0.140333
1618,90,moss_ward,stand by rain gate,Ari,Ari near blanket loom with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,a58e86c23c5c98e2,True,True,36.39512,0.099889
1619,90,glass_harbor,pause at lamp pier,Oren,Oren near fog catcher with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,007eaea2c5edfd33,True,True,37.5456,0.118444
1620,91,lichen_bridge,touch rope post,Kio,Kio near signal bell with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,47ddb6e4b0a499d0,True,True,38.7746,0.135
1621,91,orchid_engine,stand outside engine ring,Cai,Cai near orchid lamp with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,537545dbcf921a9b,True,True,41.09954,0.163556
1622,91,moss_ward,stand by rain gate,Milo,Milo near root archive with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,2f6680a892667da1,True,True,36.38844,0.123111
1623,91,glass_harbor,pause at lamp pier,Sera,Sera near brass lantern with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,63840f972a1bf3f5,True,True,37.62086,0.141667
1624,91,cinder_garden,bow to shade cloth,Juno,Juno near shade pole with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,60e135a517d7db7a,True,True,40.16842,0.168222
1625,91,lichen_bridge,touch rope post,Luma,Luma near meal ledger with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,47ddb6e4b0a499d0,True,True,38.86812,0.162778
1626,91,orchid_engine,stand outside engine ring,Dax,Dax near valve key with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,537545dbcf921a9b,True,True,41.20786,0.191333
1627,91,moss_ward,stand by rain gate,Tala,Tala near blanket loom with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,2f6680a892667da1,True,True,36.53616,0.150889
1628,91,glass_harbor,pause at lamp pier,Nia,Nia near fog catcher with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,63840f972a1bf3f5,True,True,37.70698,0.169444
1629,91,cinder_garden,bow to shade cloth,Pax,Pax near seed tray with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,60e135a517d7db7a,True,True,40.2856,0.196
1630,91,lichen_bridge,touch rope post,Rin,Rin near rope kit with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,47ddb6e4b0a499d0,True,True,38.93796,0.190556
1631,91,orchid_engine,stand outside engine ring,Eli,Eli near gear basin with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,537545dbcf921a9b,True,True,41.30064,0.219111
1632,91,moss_ward,stand by rain gate,Ari,Ari near rain jar with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,2f6680a892667da1,True,True,36.6626,0.178667
1633,91,glass_harbor,pause at lamp pier,Oren,Oren near net spool with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,63840f972a1bf3f5,True,True,37.8116,0.197222
1634,91,cinder_garden,bow to shade cloth,Vale,Vale near cool bowl with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,60e135a517d7db7a,True,True,40.37062,0.223778
1635,91,lichen_bridge,touch rope post,Sol,Sol near signal bell with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,47ddb6e4b0a499d0,True,True,38.993,0.218333
1636,91,orchid_engine,stand outside engine ring,Bea,Bea near orchid lamp with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,537545dbcf921a9b,True,True,41.3986,0.246889
1637,91,moss_ward,stand by rain gate,Fay,Fay near root archive with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,2f6680a892667da1,True,True,36.74762,0.206444
1638,92,cinder_garden,bow to shade cloth,Juno,Juno near seed tray with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,179e3af302b38e48,True,True,40.44254,0.247
1639,92,lichen_bridge,touch rope post,Luma,Luma near rope kit with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,315a7d2011300ad6,True,True,39.1356,0.241556
1640,92,orchid_engine,stand outside engine ring,Dax,Dax near gear basin with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,cc5b2bb51434d38e,True,True,41.47386,0.270111
1641,92,moss_ward,stand by rain gate,Tala,Tala near rain jar with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,c9ac44fb7aadb156,True,True,36.78996,0.229667
1642,92,glass_harbor,pause at lamp pier,Nia,Nia near net spool with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,acc8863d326ac17b,True,True,37.98038,0.248222
1643,92,cinder_garden,bow to shade cloth,Pax,Pax near cool bowl with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,179e3af302b38e48,True,True,40.5516,0.274778
1644,92,lichen_bridge,touch rope post,Rin,Rin near signal bell with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,315a7d2011300ad6,True,True,39.19472,0.269333
1645,92,orchid_engine,stand outside engine ring,Eli,Eli near orchid lamp with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,cc5b2bb51434d38e,True,True,41.56886,0.297889
1646,92,moss_ward,stand by rain gate,Ari,Ari near root archive with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,c9ac44fb7aadb156,True,True,36.92786,0.257444
1647,92,glass_harbor,pause at lamp pier,Oren,Oren near brass lantern with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,acc8863d326ac17b,True,True,38.0776,0.276
1648,92,cinder_garden,bow to shade cloth,Vale,Vale near shade pole with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,179e3af302b38e48,True,True,40.64364,0.302556
1649,92,lichen_bridge,touch rope post,Sol,Sol near meal ledger with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,315a7d2011300ad6,True,True,39.26196,0.297111
1650,92,orchid_engine,stand outside engine ring,Bea,Bea near valve key with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,cc5b2bb51434d38e,True,True,41.6646,0.325667
1651,92,moss_ward,stand by rain gate,Fay,Fay near blanket loom with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,c9ac44fb7aadb156,True,True,37.00142,0.285222
1652,92,glass_harbor,pause at lamp pier,Puck,Puck near fog catcher with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,acc8863d326ac17b,True,True,38.1097,0.303778
1653,92,cinder_garden,bow to shade cloth,Wren,Wren near seed tray with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,179e3af302b38e48,True,True,40.65004,0.330333
1654,92,lichen_bridge,touch rope post,Kio,Kio near rope kit with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,315a7d2011300ad6,True,True,39.41136,0.324889
1655,92,orchid_engine,stand outside engine ring,Cai,Cai near gear basin with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,cc5b2bb51434d38e,True,True,41.74998,0.353444
1656,93,glass_harbor,pause at lamp pier,Nia,Nia near brass lantern with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,10ae10ded8d897e4,True,True,38.24786,0.327
1657,93,cinder_garden,bow to shade cloth,Pax,Pax near shade pole with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,05ed669578242f14,True,True,40.8176,0.353556
1658,93,lichen_bridge,touch rope post,Rin,Rin near meal ledger with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,3199fe6075b972c5,True,True,39.44852,0.348111
1659,93,orchid_engine,stand outside engine ring,Eli,Eli near valve key with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,c93515719636be85,True,True,41.83486,0.376667
1660,93,moss_ward,stand by rain gate,Ari,Ari near blanket loom with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,080cdd9b36f63eaa,True,True,37.19386,0.336222
1661,93,glass_harbor,pause at lamp pier,Oren,Oren near fog catcher with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,10ae10ded8d897e4,True,True,38.33436,0.354778
1662,93,cinder_garden,bow to shade cloth,Vale,Vale near seed tray with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,05ed669578242f14,True,True,40.91186,0.381333
1663,93,lichen_bridge,touch rope post,Sol,Sol near rope kit with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,3199fe6075b972c5,True,True,39.53536,0.375889
1664,93,orchid_engine,stand outside engine ring,Bea,Bea near gear basin with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,c93515719636be85,True,True,41.9306,0.404444
1665,93,moss_ward,stand by rain gate,Fay,Fay near rain jar with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,080cdd9b36f63eaa,True,True,37.27554,0.364
1666,93,glass_harbor,pause at lamp pier,Puck,Puck near net spool with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,10ae10ded8d897e4,True,True,38.37866,0.382556
1667,93,cinder_garden,bow to shade cloth,Wren,Wren near cool bowl with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,05ed669578242f14,True,True,40.9184,0.409111
1668,93,lichen_bridge,touch rope post,Kio,Kio near signal bell with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,3199fe6075b972c5,True,True,39.66516,0.403667
1669,93,orchid_engine,stand outside engine ring,Cai,Cai near orchid lamp with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,c93515719636be85,True,True,42.02338,0.432222
1670,93,moss_ward,stand by rain gate,Milo,Milo near root archive with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,080cdd9b36f63eaa,True,True,37.30872,0.391778
1671,93,glass_harbor,pause at lamp pier,Sera,Sera near brass lantern with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,10ae10ded8d897e4,True,True,38.53286,0.410333
1672,93,cinder_garden,bow to shade cloth,Juno,Juno near shade pole with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,05ed669578242f14,True,True,41.09298,0.436889
1673,93,lichen_bridge,touch rope post,Luma,Luma near meal ledger with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,3199fe6075b972c5,True,True,39.78086,0.431444
1674,94,moss_ward,stand by rain gate,Ari,Ari near rain jar with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,2083412d51cd199a,True,True,37.45986,0.415
