tick_id,day,settlement_id,resident_id,dialect_id,phrase_token,remembered_phrase,relationship_before,relationship_after,memory_age_days,saved_relationship_summary,restored_phrase,visible_after_restore,persistent_relationship_key
1134,71,roofward,Sera,roofward-dialect-9,roofward:sera:13:14:5,roofward:sera:13:8:5,0.98,0.98,36,Sera remembers roofward:sera:13:8:5 with trust 0.96,roofward:sera:13:8:5,True,ssrm.v41.relationship.roofward.Sera
1136,72,signal,Milo,signal-dialect-9,signal:milo:14:0:5,signal:milo:12:14:5,0.98,0.98,22,Milo remembers signal:milo:12:14:5 with trust 0.77,signal:milo:12:14:5,True,ssrm.v41.relationship.signal.Milo
1138,72,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:14:2:5,repair_ring:juno:12:10:5,0.98,0.98,22,Juno remembers repair_ring:juno:12:10:5 with trust 0.75,repair_ring:juno:12:10:5,True,ssrm.v41.relationship.repair_ring.Juno
1139,72,riverbend,Lio,riverbend-dialect-9,riverbend:lio:14:3:5,riverbend:lio:12:5:5,0.98,0.98,23,Lio remembers riverbend:lio:12:5:5 with trust 0.77,riverbend:lio:12:5:5,True,ssrm.v41.relationship.riverbend.Lio
1140,72,roofward,Fay,roofward-dialect-9,roofward:fay:14:4:5,roofward:fay:12:12:5,0.98,0.98,23,Fay remembers roofward:fay:12:12:5 with trust 0.73,roofward:fay:12:12:5,True,ssrm.v41.relationship.roofward.Fay
1141,72,archive,Toma,archive-dialect-9,archive:toma:14:5:5,archive:toma:12:7:5,0.98,0.98,23,Toma remembers archive:toma:12:7:5 with trust 0.80,archive:toma:12:7:5,True,ssrm.v41.relationship.archive.Toma
1142,72,signal,Milo,signal-dialect-9,signal:milo:14:6:5,signal:milo:14:0:5,0.98,0.98,22,Milo remembers signal:milo:14:0:5 with trust 0.77,signal:milo:14:0:5,True,ssrm.v41.relationship.signal.Milo
1143,72,orchard,Mara,orchard-dialect-9,orchard:mara:14:7:5,orchard:mara:12:9:5,0.98,0.98,23,Mara remembers orchard:mara:12:9:5 with trust 0.79,orchard:mara:12:9:5,True,ssrm.v41.relationship.orchard.Mara
1144,72,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:14:8:5,repair_ring:juno:14:2:5,0.98,0.98,22,Juno remembers repair_ring:juno:14:2:5 with trust 0.75,repair_ring:juno:14:2:5,True,ssrm.v41.relationship.repair_ring.Juno
1146,72,roofward,Fay,roofward-dialect-9,roofward:fay:14:10:5,roofward:fay:14:4:5,0.98,0.98,22,Fay remembers roofward:fay:14:4:5 with trust 0.73,roofward:fay:14:4:5,True,ssrm.v41.relationship.roofward.Fay
1148,72,signal,Milo,signal-dialect-9,signal:milo:14:12:5,signal:milo:14:6:5,0.98,0.98,22,Milo remembers signal:milo:14:6:5 with trust 0.78,signal:milo:14:6:5,True,ssrm.v41.relationship.signal.Milo
1150,72,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:14:14:5,repair_ring:juno:14:8:5,0.98,0.98,22,Juno remembers repair_ring:juno:14:8:5 with trust 0.75,repair_ring:juno:14:8:5,True,ssrm.v41.relationship.repair_ring.Juno
1151,72,riverbend,Lio,riverbend-dialect-9,riverbend:lio:14:15:5,riverbend:lio:14:3:5,0.98,0.98,23,Lio remembers riverbend:lio:14:3:5 with trust 0.77,riverbend:lio:14:3:5,True,ssrm.v41.relationship.riverbend.Lio
1152,73,roofward,Sera,roofward-dialect-9,roofward:sera:15:0:5,roofward:sera:13:14:5,0.98,0.98,38,Sera remembers roofward:sera:13:14:5 with trust 0.96,roofward:sera:13:14:5,True,ssrm.v41.relationship.roofward.Sera
1154,73,signal,Ren,signal-dialect-9,signal:ren:15:2:5,signal:ren:13:10:5,0.98,0.98,38,Ren remembers signal:ren:13:10:5 with trust 0.82,signal:ren:13:10:5,True,ssrm.v41.relationship.signal.Ren
1156,73,repair_ring,Pax,repair_ring-dialect-9,repair_ring:pax:15:4:5,repair_ring:pax:13:12:5,0.98,0.98,38,Pax remembers repair_ring:pax:13:12:5 with trust 0.96,repair_ring:pax:13:12:5,True,ssrm.v41.relationship.repair_ring.Pax
1158,73,roofward,Sera,roofward-dialect-9,roofward:sera:15:6:5,roofward:sera:15:0:5,0.98,0.98,38,Sera remembers roofward:sera:15:0:5 with trust 0.96,roofward:sera:15:0:5,True,ssrm.v41.relationship.roofward.Sera
1160,73,signal,Ren,signal-dialect-9,signal:ren:15:8:5,signal:ren:15:2:5,0.98,0.98,38,Ren remembers signal:ren:15:2:5 with trust 0.83,signal:ren:15:2:5,True,ssrm.v41.relationship.signal.Ren
1162,73,repair_ring,Pax,repair_ring-dialect-9,repair_ring:pax:15:10:5,repair_ring:pax:15:4:5,0.98,0.98,36,Pax remembers repair_ring:pax:15:4:5 with trust 0.96,repair_ring:pax:15:4:5,True,ssrm.v41.relationship.repair_ring.Pax
1164,73,roofward,Sera,roofward-dialect-9,roofward:sera:15:12:5,roofward:sera:15:6:5,0.98,0.98,36,Sera remembers roofward:sera:15:6:5 with trust 0.96,roofward:sera:15:6:5,True,ssrm.v41.relationship.roofward.Sera
1166,73,signal,Ren,signal-dialect-9,signal:ren:15:14:5,signal:ren:15:8:5,0.98,0.98,36,Ren remembers signal:ren:15:8:5 with trust 0.84,signal:ren:15:8:5,True,ssrm.v41.relationship.signal.Ren
1168,74,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:16:0:5,repair_ring:juno:14:14:5,0.98,0.98,22,Juno remembers repair_ring:juno:14:14:5 with trust 0.76,repair_ring:juno:14:14:5,True,ssrm.v41.relationship.repair_ring.Juno
1169,74,riverbend,Lio,riverbend-dialect-9,riverbend:lio:16:1:5,riverbend:lio:14:15:5,0.98,0.98,24,Lio remembers riverbend:lio:14:15:5 with trust 0.77,riverbend:lio:14:15:5,True,ssrm.v41.relationship.riverbend.Lio
1170,74,roofward,Fay,roofward-dialect-9,roofward:fay:16:2:5,roofward:fay:14:10:5,0.98,0.98,24,Fay remembers roofward:fay:14:10:5 with trust 0.73,roofward:fay:14:10:5,True,ssrm.v41.relationship.roofward.Fay
1171,74,archive,Toma,archive-dialect-9,archive:toma:16:3:5,archive:toma:14:5:5,0.98,0.98,25,Toma remembers archive:toma:14:5:5 with trust 0.80,archive:toma:14:5:5,True,ssrm.v41.relationship.archive.Toma
1172,74,signal,Milo,signal-dialect-9,signal:milo:16:4:5,signal:milo:14:12:5,0.98,0.98,22,Milo remembers signal:milo:14:12:5 with trust 0.79,signal:milo:14:12:5,True,ssrm.v41.relationship.signal.Milo
1173,74,orchard,Mara,orchard-dialect-9,orchard:mara:16:5:5,orchard:mara:14:7:5,0.98,0.98,25,Mara remembers orchard:mara:14:7:5 with trust 0.79,orchard:mara:14:7:5,True,ssrm.v41.relationship.orchard.Mara
1174,74,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:16:6:5,repair_ring:juno:16:0:5,0.98,0.98,22,Juno remembers repair_ring:juno:16:0:5 with trust 0.76,repair_ring:juno:16:0:5,True,ssrm.v41.relationship.repair_ring.Juno
1176,74,roofward,Fay,roofward-dialect-9,roofward:fay:16:8:5,roofward:fay:16:2:5,0.98,0.98,22,Fay remembers roofward:fay:16:2:5 with trust 0.74,roofward:fay:16:2:5,True,ssrm.v41.relationship.roofward.Fay
1178,74,signal,Milo,signal-dialect-9,signal:milo:16:10:5,signal:milo:16:4:5,0.98,0.98,22,Milo remembers signal:milo:16:4:5 with trust 0.79,signal:milo:16:4:5,True,ssrm.v41.relationship.signal.Milo
1180,74,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:16:12:5,repair_ring:juno:16:6:5,0.98,0.98,22,Juno remembers repair_ring:juno:16:6:5 with trust 0.77,repair_ring:juno:16:6:5,True,ssrm.v41.relationship.repair_ring.Juno
1181,74,riverbend,Lio,riverbend-dialect-9,riverbend:lio:16:13:5,riverbend:lio:16:1:5,0.98,0.98,22,Lio remembers riverbend:lio:16:1:5 with trust 0.77,riverbend:lio:16:1:5,True,ssrm.v41.relationship.riverbend.Lio
1182,74,roofward,Fay,roofward-dialect-9,roofward:fay:16:14:5,roofward:fay:16:8:5,0.98,0.98,22,Fay remembers roofward:fay:16:8:5 with trust 0.74,roofward:fay:16:8:5,True,ssrm.v41.relationship.roofward.Fay
1183,74,archive,Toma,archive-dialect-9,archive:toma:16:15:5,archive:toma:16:3:5,0.98,0.98,24,Toma remembers archive:toma:16:3:5 with trust 0.80,archive:toma:16:3:5,True,ssrm.v41.relationship.archive.Toma
1184,75,signal,Ren,signal-dialect-9,signal:ren:17:0:5,signal:ren:15:14:5,0.98,0.98,38,Ren remembers signal:ren:15:14:5 with trust 0.85,signal:ren:15:14:5,True,ssrm.v41.relationship.signal.Ren
1186,75,repair_ring,Pax,repair_ring-dialect-9,repair_ring:pax:17:2:5,repair_ring:pax:15:10:5,0.98,0.98,38,Pax remembers repair_ring:pax:15:10:5 with trust 0.96,repair_ring:pax:15:10:5,True,ssrm.v41.relationship.repair_ring.Pax
1188,75,roofward,Sera,roofward-dialect-9,roofward:sera:17:4:5,roofward:sera:15:12:5,0.98,0.98,38,Sera remembers roofward:sera:15:12:5 with trust 0.96,roofward:sera:15:12:5,True,ssrm.v41.relationship.roofward.Sera
1190,75,signal,Ren,signal-dialect-9,signal:ren:17:6:5,signal:ren:17:0:5,0.98,0.98,38,Ren remembers signal:ren:17:0:5 with trust 0.85,signal:ren:17:0:5,True,ssrm.v41.relationship.signal.Ren
1192,75,repair_ring,Pax,repair_ring-dialect-9,repair_ring:pax:17:8:5,repair_ring:pax:17:2:5,0.98,0.98,38,Pax remembers repair_ring:pax:17:2:5 with trust 0.96,repair_ring:pax:17:2:5,True,ssrm.v41.relationship.repair_ring.Pax
1194,75,roofward,Sera,roofward-dialect-9,roofward:sera:17:10:5,roofward:sera:17:4:5,0.98,0.98,36,Sera remembers roofward:sera:17:4:5 with trust 0.96,roofward:sera:17:4:5,True,ssrm.v41.relationship.roofward.Sera
1196,75,signal,Ren,signal-dialect-9,signal:ren:17:12:5,signal:ren:17:6:5,0.98,0.98,36,Ren remembers signal:ren:17:6:5 with trust 0.86,signal:ren:17:6:5,True,ssrm.v41.relationship.signal.Ren
1198,75,repair_ring,Pax,repair_ring-dialect-9,repair_ring:pax:17:14:5,repair_ring:pax:17:8:5,0.98,0.98,36,Pax remembers repair_ring:pax:17:8:5 with trust 0.96,repair_ring:pax:17:8:5,True,ssrm.v41.relationship.repair_ring.Pax
1200,76,roofward,Fay,roofward-dialect-9,roofward:fay:18:0:5,roofward:fay:16:14:5,0.98,0.98,24,Fay remembers roofward:fay:16:14:5 with trust 0.75,roofward:fay:16:14:5,True,ssrm.v41.relationship.roofward.Fay
1201,76,archive,Toma,archive-dialect-9,archive:toma:18:1:5,archive:toma:16:15:5,0.98,0.98,24,Toma remembers archive:toma:16:15:5 with trust 0.80,archive:toma:16:15:5,True,ssrm.v41.relationship.archive.Toma
1202,76,signal,Milo,signal-dialect-9,signal:milo:18:2:5,signal:milo:16:10:5,0.98,0.98,22,Milo remembers signal:milo:16:10:5 with trust 0.79,signal:milo:16:10:5,True,ssrm.v41.relationship.signal.Milo
1203,76,orchard,Mara,orchard-dialect-9,orchard:mara:18:3:5,orchard:mara:16:5:5,0.98,0.98,27,Mara remembers orchard:mara:16:5:5 with trust 0.79,orchard:mara:16:5:5,True,ssrm.v41.relationship.orchard.Mara
1204,76,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:18:4:5,repair_ring:juno:16:12:5,0.98,0.98,22,Juno remembers repair_ring:juno:16:12:5 with trust 0.78,repair_ring:juno:16:12:5,True,ssrm.v41.relationship.repair_ring.Juno
1206,76,roofward,Fay,roofward-dialect-9,roofward:fay:18:6:5,roofward:fay:18:0:5,0.98,0.98,22,Fay remembers roofward:fay:18:0:5 with trust 0.75,roofward:fay:18:0:5,True,ssrm.v41.relationship.roofward.Fay
1208,76,signal,Milo,signal-dialect-9,signal:milo:18:8:5,signal:milo:18:2:5,0.98,0.98,22,Milo remembers signal:milo:18:2:5 with trust 0.80,signal:milo:18:2:5,True,ssrm.v41.relationship.signal.Milo
1210,76,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:18:10:5,repair_ring:juno:18:4:5,0.98,0.98,22,Juno remembers repair_ring:juno:18:4:5 with trust 0.78,repair_ring:juno:18:4:5,True,ssrm.v41.relationship.repair_ring.Juno
1211,76,riverbend,Lio,riverbend-dialect-9,riverbend:lio:18:11:5,riverbend:lio:16:13:5,0.98,0.98,22,Lio remembers riverbend:lio:16:13:5 with trust 0.77,riverbend:lio:16:13:5,True,ssrm.v41.relationship.riverbend.Lio
1212,76,roofward,Fay,roofward-dialect-9,roofward:fay:18:12:5,roofward:fay:18:6:5,0.98,0.98,22,Fay remembers roofward:fay:18:6:5 with trust 0.76,roofward:fay:18:6:5,True,ssrm.v41.relationship.roofward.Fay
1213,76,archive,Toma,archive-dialect-9,archive:toma:18:13:5,archive:toma:18:1:5,0.98,0.98,22,Toma remembers archive:toma:18:1:5 with trust 0.80,archive:toma:18:1:5,True,ssrm.v41.relationship.archive.Toma
1214,76,signal,Milo,signal-dialect-9,signal:milo:18:14:5,signal:milo:18:8:5,0.98,0.98,22,Milo remembers signal:milo:18:8:5 with trust 0.80,signal:milo:18:8:5,True,ssrm.v41.relationship.signal.Milo
1215,76,orchard,Mara,orchard-dialect-9,orchard:mara:18:15:5,orchard:mara:18:3:5,0.98,0.98,26,Mara remembers orchard:mara:18:3:5 with trust 0.79,orchard:mara:18:3:5,True,ssrm.v41.relationship.orchard.Mara
1216,77,repair_ring,Pax,repair_ring-dialect-9,repair_ring:pax:19:0:5,repair_ring:pax:17:14:5,0.98,0.98,38,Pax remembers repair_ring:pax:17:14:5 with trust 0.96,repair_ring:pax:17:14:5,True,ssrm.v41.relationship.repair_ring.Pax
1218,77,roofward,Sera,roofward-dialect-9,roofward:sera:19:2:5,roofward:sera:17:10:5,0.98,0.98,38,Sera remembers roofward:sera:17:10:5 with trust 0.96,roofward:sera:17:10:5,True,ssrm.v41.relationship.roofward.Sera
1220,77,signal,Ren,signal-dialect-9,signal:ren:19:4:5,signal:ren:17:12:5,0.98,0.98,38,Ren remembers signal:ren:17:12:5 with trust 0.87,signal:ren:17:12:5,True,ssrm.v41.relationship.signal.Ren
1222,77,repair_ring,Pax,repair_ring-dialect-9,repair_ring:pax:19:6:5,repair_ring:pax:19:0:5,0.98,0.98,38,Pax remembers repair_ring:pax:19:0:5 with trust 0.96,repair_ring:pax:19:0:5,True,ssrm.v41.relationship.repair_ring.Pax
1224,77,roofward,Sera,roofward-dialect-9,roofward:sera:19:8:5,roofward:sera:19:2:5,0.98,0.98,38,Sera remembers roofward:sera:19:2:5 with trust 0.96,roofward:sera:19:2:5,True,ssrm.v41.relationship.roofward.Sera
1226,77,signal,Ren,signal-dialect-9,signal:ren:19:10:5,signal:ren:19:4:5,0.98,0.98,26,Ren remembers signal:ren:19:4:5 with trust 0.88,signal:ren:19:4:5,True,ssrm.v41.relationship.signal.Ren
1228,77,repair_ring,Pax,repair_ring-dialect-9,repair_ring:pax:19:12:5,repair_ring:pax:19:6:5,0.98,0.98,26,Pax remembers repair_ring:pax:19:6:5 with trust 0.96,repair_ring:pax:19:6:5,True,ssrm.v41.relationship.repair_ring.Pax
1230,77,roofward,Sera,roofward-dialect-9,roofward:sera:19:14:5,roofward:sera:19:8:5,0.98,0.98,26,Sera remembers roofward:sera:19:8:5 with trust 0.96,roofward:sera:19:8:5,True,ssrm.v41.relationship.roofward.Sera
1232,78,signal,Milo,signal-dialect-9,signal:milo:20:0:5,signal:milo:18:14:5,0.98,0.98,22,Milo remembers signal:milo:18:14:5 with trust 0.81,signal:milo:18:14:5,True,ssrm.v41.relationship.signal.Milo
1233,78,orchard,Mara,orchard-dialect-9,orchard:mara:20:1:5,orchard:mara:18:15:5,0.98,0.98,28,Mara remembers orchard:mara:18:15:5 with trust 0.79,orchard:mara:18:15:5,True,ssrm.v41.relationship.orchard.Mara
1234,78,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:20:2:5,repair_ring:juno:18:10:5,0.98,0.98,22,Juno remembers repair_ring:juno:18:10:5 with trust 0.78,repair_ring:juno:18:10:5,True,ssrm.v41.relationship.repair_ring.Juno
1236,78,roofward,Fay,roofward-dialect-9,roofward:fay:20:4:5,roofward:fay:18:12:5,0.98,0.98,24,Fay remembers roofward:fay:18:12:5 with trust 0.77,roofward:fay:18:12:5,True,ssrm.v41.relationship.roofward.Fay
1238,78,signal,Milo,signal-dialect-9,signal:milo:20:6:5,signal:milo:20:0:5,0.98,0.98,22,Milo remembers signal:milo:20:0:5 with trust 0.81,signal:milo:20:0:5,True,ssrm.v41.relationship.signal.Milo
1240,78,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:20:8:5,repair_ring:juno:20:2:5,0.98,0.98,22,Juno remembers repair_ring:juno:20:2:5 with trust 0.79,repair_ring:juno:20:2:5,True,ssrm.v41.relationship.repair_ring.Juno
1241,78,riverbend,Lio,riverbend-dialect-9,riverbend:lio:20:9:5,riverbend:lio:18:11:5,0.98,0.98,22,Lio remembers riverbend:lio:18:11:5 with trust 0.77,riverbend:lio:18:11:5,True,ssrm.v41.relationship.riverbend.Lio
1242,78,roofward,Fay,roofward-dialect-9,roofward:fay:20:10:5,roofward:fay:20:4:5,0.98,0.98,22,Fay remembers roofward:fay:20:4:5 with trust 0.77,roofward:fay:20:4:5,True,ssrm.v41.relationship.roofward.Fay
1243,78,archive,Toma,archive-dialect-9,archive:toma:20:11:5,archive:toma:18:13:5,0.98,0.98,22,Toma remembers archive:toma:18:13:5 with trust 0.80,archive:toma:18:13:5,True,ssrm.v41.relationship.archive.Toma
1244,78,signal,Milo,signal-dialect-9,signal:milo:20:12:5,signal:milo:20:6:5,0.98,0.98,22,Milo remembers signal:milo:20:6:5 with trust 0.82,signal:milo:20:6:5,True,ssrm.v41.relationship.signal.Milo
1245,78,orchard,Mara,orchard-dialect-9,orchard:mara:20:13:5,orchard:mara:20:1:5,0.98,0.98,26,Mara remembers orchard:mara:20:1:5 with trust 0.79,orchard:mara:20:1:5,True,ssrm.v41.relationship.orchard.Mara
1246,78,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:20:14:5,repair_ring:juno:20:8:5,0.98,0.98,22,Juno remembers repair_ring:juno:20:8:5 with trust 0.79,repair_ring:juno:20:8:5,True,ssrm.v41.relationship.repair_ring.Juno
1248,79,roofward,Sera,roofward-dialect-9,roofward:sera:21:0:5,roofward:sera:19:14:5,0.98,0.98,28,Sera remembers roofward:sera:19:14:5 with trust 0.96,roofward:sera:19:14:5,True,ssrm.v41.relationship.roofward.Sera
1250,79,signal,Ren,signal-dialect-9,signal:ren:21:2:5,signal:ren:19:10:5,0.98,0.98,28,Ren remembers signal:ren:19:10:5 with trust 0.88,signal:ren:19:10:5,True,ssrm.v41.relationship.signal.Ren
1252,79,repair_ring,Pax,repair_ring-dialect-9,repair_ring:pax:21:4:5,repair_ring:pax:19:12:5,0.98,0.98,28,Pax remembers repair_ring:pax:19:12:5 with trust 0.96,repair_ring:pax:19:12:5,True,ssrm.v41.relationship.repair_ring.Pax
1254,79,roofward,Sera,roofward-dialect-9,roofward:sera:21:6:5,roofward:sera:21:0:5,0.98,0.98,28,Sera remembers roofward:sera:21:0:5 with trust 0.96,roofward:sera:21:0:5,True,ssrm.v41.relationship.roofward.Sera
1256,79,signal,Ren,signal-dialect-9,signal:ren:21:8:5,signal:ren:21:2:5,0.98,0.98,28,Ren remembers signal:ren:21:2:5 with trust 0.89,signal:ren:21:2:5,True,ssrm.v41.relationship.signal.Ren
1258,79,repair_ring,Pax,repair_ring-dialect-9,repair_ring:pax:21:10:5,repair_ring:pax:21:4:5,0.98,0.98,26,Pax remembers repair_ring:pax:21:4:5 with trust 0.96,repair_ring:pax:21:4:5,True,ssrm.v41.relationship.repair_ring.Pax
1260,79,roofward,Sera,roofward-dialect-9,roofward:sera:21:12:5,roofward:sera:21:6:5,0.98,0.98,26,Sera remembers roofward:sera:21:6:5 with trust 0.96,roofward:sera:21:6:5,True,ssrm.v41.relationship.roofward.Sera
1262,79,signal,Ren,signal-dialect-9,signal:ren:21:14:5,signal:ren:21:8:5,0.98,0.98,26,Ren remembers signal:ren:21:8:5 with trust 0.89,signal:ren:21:8:5,True,ssrm.v41.relationship.signal.Ren
1264,80,riverbend,Ari,riverbend-dialect-9,riverbend:ari:22:0:5,riverbend:ari:10:14:5,0.98,0.98,38,Ari remembers riverbend:ari:10:14:5 with trust 0.92,riverbend:ari:10:14:5,True,ssrm.v41.relationship.riverbend.Ari
1266,80,archive,Nia,archive-dialect-9,archive:nia:22:2:5,archive:nia:10:10:5,0.98,0.98,38,Nia remembers archive:nia:10:10:5 with trust 0.95,archive:nia:10:10:5,True,ssrm.v41.relationship.archive.Nia
1268,80,orchard,Ivo,orchard-dialect-9,orchard:ivo:22:4:5,orchard:ivo:10:12:5,0.98,0.98,38,Ivo remembers orchard:ivo:10:12:5 with trust 0.95,orchard:ivo:10:12:5,True,ssrm.v41.relationship.orchard.Ivo
1270,80,riverbend,Ari,riverbend-dialect-9,riverbend:ari:22:6:5,riverbend:ari:22:0:5,0.98,0.98,38,Ari remembers riverbend:ari:22:0:5 with trust 0.92,riverbend:ari:22:0:5,True,ssrm.v41.relationship.riverbend.Ari
1272,80,archive,Nia,archive-dialect-9,archive:nia:22:8:5,archive:nia:22:2:5,0.98,0.98,38,Nia remembers archive:nia:22:2:5 with trust 0.96,archive:nia:22:2:5,True,ssrm.v41.relationship.archive.Nia
1274,80,orchard,Ivo,orchard-dialect-9,orchard:ivo:22:10:5,orchard:ivo:22:4:5,0.98,0.98,36,Ivo remembers orchard:ivo:22:4:5 with trust 0.95,orchard:ivo:22:4:5,True,ssrm.v41.relationship.orchard.Ivo
1276,80,riverbend,Ari,riverbend-dialect-9,riverbend:ari:22:12:5,riverbend:ari:22:6:5,0.98,0.98,36,Ari remembers riverbend:ari:22:6:5 with trust 0.92,riverbend:ari:22:6:5,True,ssrm.v41.relationship.riverbend.Ari
1278,80,archive,Nia,archive-dialect-9,archive:nia:22:14:5,archive:nia:22:8:5,0.98,0.98,36,Nia remembers archive:nia:22:8:5 with trust 0.96,archive:nia:22:8:5,True,ssrm.v41.relationship.archive.Nia
1280,81,orchard,Mara,orchard-dialect-9,orchard:mara:23:0:5,orchard:mara:20:13:5,0.98,0.98,27,Mara remembers orchard:mara:20:13:5 with trust 0.80,orchard:mara:20:13:5,True,ssrm.v41.relationship.orchard.Mara
1281,81,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:23:1:5,repair_ring:juno:20:14:5,0.98,0.98,23,Juno remembers repair_ring:juno:20:14:5 with trust 0.79,repair_ring:juno:20:14:5,True,ssrm.v41.relationship.repair_ring.Juno
1282,81,riverbend,Lio,riverbend-dialect-9,riverbend:lio:23:2:5,riverbend:lio:20:9:5,0.98,0.98,25,Lio remembers riverbend:lio:20:9:5 with trust 0.77,riverbend:lio:20:9:5,True,ssrm.v41.relationship.riverbend.Lio
1284,81,archive,Toma,archive-dialect-9,archive:toma:23:4:5,archive:toma:20:11:5,0.98,0.98,23,Toma remembers archive:toma:20:11:5 with trust 0.81,archive:toma:20:11:5,True,ssrm.v41.relationship.archive.Toma
1286,81,orchard,Mara,orchard-dialect-9,orchard:mara:23:6:5,orchard:mara:23:0:5,0.98,0.98,25,Mara remembers orchard:mara:23:0:5 with trust 0.80,orchard:mara:23:0:5,True,ssrm.v41.relationship.orchard.Mara
1288,81,riverbend,Lio,riverbend-dialect-9,riverbend:lio:23:8:5,riverbend:lio:23:2:5,0.98,0.98,23,Lio remembers riverbend:lio:23:2:5 with trust 0.78,riverbend:lio:23:2:5,True,ssrm.v41.relationship.riverbend.Lio
1289,81,roofward,Fay,roofward-dialect-9,roofward:fay:23:9:5,roofward:fay:20:10:5,0.98,0.98,25,Fay remembers roofward:fay:20:10:5 with trust 0.77,roofward:fay:20:10:5,True,ssrm.v41.relationship.roofward.Fay
1290,81,archive,Toma,archive-dialect-9,archive:toma:23:10:5,archive:toma:23:4:5,0.98,0.98,23,Toma remembers archive:toma:23:4:5 with trust 0.81,archive:toma:23:4:5,True,ssrm.v41.relationship.archive.Toma
1291,81,signal,Milo,signal-dialect-9,signal:milo:23:11:5,signal:milo:20:12:5,0.98,0.98,23,Milo remembers signal:milo:20:12:5 with trust 0.82,signal:milo:20:12:5,True,ssrm.v41.relationship.signal.Milo
1292,81,orchard,Mara,orchard-dialect-9,orchard:mara:23:12:5,orchard:mara:23:6:5,0.98,0.98,23,Mara remembers orchard:mara:23:6:5 with trust 0.81,orchard:mara:23:6:5,True,ssrm.v41.relationship.orchard.Mara
1293,81,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:23:13:5,repair_ring:juno:23:1:5,0.98,0.98,23,Juno remembers repair_ring:juno:23:1:5 with trust 0.79,repair_ring:juno:23:1:5,True,ssrm.v41.relationship.repair_ring.Juno
1294,81,riverbend,Lio,riverbend-dialect-9,riverbend:lio:23:14:5,riverbend:lio:23:8:5,0.98,0.98,23,Lio remembers riverbend:lio:23:8:5 with trust 0.78,riverbend:lio:23:8:5,True,ssrm.v41.relationship.riverbend.Lio
1296,82,archive,Nia,archive-dialect-9,archive:nia:24:0:5,archive:nia:22:14:5,0.98,0.98,38,Nia remembers archive:nia:22:14:5 with trust 0.96,archive:nia:22:14:5,True,ssrm.v41.relationship.archive.Nia
1298,82,orchard,Ivo,orchard-dialect-9,orchard:ivo:24:2:5,orchard:ivo:22:10:5,0.98,0.98,38,Ivo remembers orchard:ivo:22:10:5 with trust 0.95,orchard:ivo:22:10:5,True,ssrm.v41.relationship.orchard.Ivo
1300,82,riverbend,Ari,riverbend-dialect-9,riverbend:ari:24:4:5,riverbend:ari:22:12:5,0.98,0.98,38,Ari remembers riverbend:ari:22:12:5 with trust 0.93,riverbend:ari:22:12:5,True,ssrm.v41.relationship.riverbend.Ari
1302,82,archive,Nia,archive-dialect-9,archive:nia:24:6:5,archive:nia:24:0:5,0.98,0.98,38,Nia remembers archive:nia:24:0:5 with trust 0.96,archive:nia:24:0:5,True,ssrm.v41.relationship.archive.Nia
1304,82,orchard,Ivo,orchard-dialect-9,orchard:ivo:24:8:5,orchard:ivo:24:2:5,0.98,0.98,38,Ivo remembers orchard:ivo:24:2:5 with trust 0.96,orchard:ivo:24:2:5,True,ssrm.v41.relationship.orchard.Ivo
1306,82,riverbend,Ari,riverbend-dialect-9,riverbend:ari:24:10:5,riverbend:ari:24:4:5,0.98,0.98,36,Ari remembers riverbend:ari:24:4:5 with trust 0.93,riverbend:ari:24:4:5,True,ssrm.v41.relationship.riverbend.Ari
1308,82,archive,Nia,archive-dialect-9,archive:nia:24:12:5,archive:nia:24:6:5,0.98,0.98,36,Nia remembers archive:nia:24:6:5 with trust 0.96,archive:nia:24:6:5,True,ssrm.v41.relationship.archive.Nia
1310,82,orchard,Ivo,orchard-dialect-9,orchard:ivo:24:14:5,orchard:ivo:24:8:5,0.98,0.98,36,Ivo remembers orchard:ivo:24:8:5 with trust 0.96,orchard:ivo:24:8:5,True,ssrm.v41.relationship.orchard.Ivo
1312,83,riverbend,Lio,riverbend-dialect-9,riverbend:lio:25:0:5,riverbend:lio:23:14:5,0.98,0.98,22,Lio remembers riverbend:lio:23:14:5 with trust 0.79,riverbend:lio:23:14:5,True,ssrm.v41.relationship.riverbend.Lio
1314,83,archive,Toma,archive-dialect-9,archive:toma:25:2:5,archive:toma:23:10:5,0.98,0.98,22,Toma remembers archive:toma:23:10:5 with trust 0.81,archive:toma:23:10:5,True,ssrm.v41.relationship.archive.Toma
