tick_id,day,route_id,replay_event,state_hash,includes_dialogue_animation,includes_merge_control,includes_snapshot_exchange,includes_delayed_reaction,includes_reload_persistence,replay_exportable
491,41,central_repair_ring,central_repair_ring:inner repair yard:relieved reset stance:idle,v33-886858,True,False,False,False,True,True
492,42,roofward_archive,roofward_archive:cool archive lane:relieved reset stance:snapshot shared,v33-832830,True,False,True,False,True,True
493,42,archive_signal,archive_signal:paper lane:careful pointing:idle,v33-624551,True,False,False,False,False,True
494,42,signal_orchard,signal_orchard:river lantern loop:route-board reach:snapshot shared,v33-754083,True,True,True,False,False,True
495,42,orchard_riverbend,orchard_riverbend:fen track:open forward lean:snapshot shared,v33-662154,False,True,True,False,False,True
496,42,central_repair_ring,central_repair_ring:inner repair yard:careful pointing:idle,v33-813100,True,False,False,False,True,True
497,42,riverbend_roofward,riverbend_roofward:orchard ridge detour:relieved reset stance:snapshot shared,v33-923383,True,False,True,False,False,True
498,42,roofward_archive,roofward_archive:cool archive lane:relieved reset stance:snapshot shared,v33-833701,True,True,True,False,False,True
499,42,archive_signal,archive_signal:paper lane:careful pointing:idle,v33-625145,True,False,False,False,False,True
500,42,signal_orchard,signal_orchard:dusk road:route-board reach:snapshot shared,v33-614234,True,True,True,False,False,True
501,42,orchard_riverbend,orchard_riverbend:market plank route:open forward lean:snapshot shared,v33-803190,True,True,True,False,False,True
502,42,central_repair_ring,central_repair_ring:inner repair yard:careful pointing:snapshot shared,v33-812062,True,False,True,False,False,True
503,42,riverbend_roofward,riverbend_roofward:river ford:relieved reset stance:snapshot shared,v33-763107,True,True,True,False,True,True
504,43,roofward_archive,roofward_archive:cool archive lane:relieved reset stance:snapshot shared,v33-832660,True,False,True,False,True,True
505,43,archive_signal,archive_signal:paper lane:listening tilt:idle,v33-595206,True,False,False,False,False,True
506,43,signal_orchard,signal_orchard:river lantern loop:listening tilt:snapshot shared,v33-719124,True,True,True,False,False,True
507,43,orchard_riverbend,orchard_riverbend:fen track:open forward lean:snapshot shared,v33-662093,True,True,True,False,False,True
508,43,central_repair_ring,central_repair_ring:inner repair yard:listening tilt:idle,v33-781594,True,False,False,False,False,True
509,43,riverbend_roofward,riverbend_roofward:river ford:relieved reset stance:snapshot shared,v33-763836,True,False,True,False,False,True
510,43,roofward_archive,roofward_archive:cool archive lane:relieved reset stance:exchange pending,v33-832499,False,True,True,False,False,True
511,43,archive_signal,archive_signal:stone kiosk path:listening tilt:snapshot shared,v33-685152,True,True,True,False,False,True
512,43,signal_orchard,signal_orchard:dusk road:listening tilt:snapshot shared,v33-582111,True,True,True,False,False,True
513,43,orchard_riverbend,orchard_riverbend:fen track:open forward lean:snapshot shared,v33-660730,True,True,True,False,False,True
514,43,central_repair_ring,central_repair_ring:inner repair yard:listening tilt:snapshot shared,v33-781439,True,False,True,False,False,True
515,43,riverbend_roofward,riverbend_roofward:river ford:relieved reset stance:idle,v33-763538,False,False,False,False,True,True
516,44,roofward_archive,roofward_archive:cool archive lane:careful pointing:snapshot shared,v33-760345,True,False,True,False,True,True
517,44,archive_signal,archive_signal:stone kiosk path:route-board reach:idle,v33-720226,True,False,False,False,False,True
518,44,signal_orchard,signal_orchard:river lantern loop:route-board reach:snapshot shared,v33-754892,True,True,True,False,False,True
519,44,orchard_riverbend,orchard_riverbend:fen track:open forward lean:snapshot shared,v33-661457,True,False,True,False,False,True
520,44,central_repair_ring,central_repair_ring:inner repair yard:route-board reach:idle,v33-816947,True,False,False,False,False,True
521,44,riverbend_roofward,riverbend_roofward:river ford:careful pointing:snapshot shared,v33-692762,True,False,True,False,False,True
522,44,roofward_archive,roofward_archive:cool archive lane:careful pointing:snapshot shared,v33-760324,True,True,True,False,False,True
523,44,archive_signal,archive_signal:stone kiosk path:route-board reach:idle,v33-719928,True,False,False,False,False,True
524,44,signal_orchard,signal_orchard:dusk road:route-board reach:snapshot shared,v33-615854,True,True,True,False,False,True
525,44,orchard_riverbend,orchard_riverbend:market plank route:open forward lean:snapshot shared,v33-802097,False,True,True,False,False,True
526,44,central_repair_ring,central_repair_ring:inner repair yard:route-board reach:snapshot shared,v33-817684,True,False,True,False,False,True
527,44,riverbend_roofward,riverbend_roofward:river ford:careful pointing:idle,v33-693356,True,False,False,False,True,True
528,45,roofward_archive,roofward_archive:cool archive lane:careful pointing:snapshot shared,v33-761058,True,False,True,False,True,True
529,45,archive_signal,archive_signal:stone kiosk path:open forward lean:idle,v33-720721,True,False,False,False,False,True
530,45,signal_orchard,signal_orchard:river lantern loop:open forward lean:snapshot shared,v33-755045,False,True,True,False,False,True
531,45,orchard_riverbend,orchard_riverbend:fen track:open forward lean:snapshot shared,v33-660216,True,True,True,False,False,True
532,45,central_repair_ring,central_repair_ring:inner repair yard:open forward lean:snapshot shared,v33-817728,True,True,True,False,False,True
533,45,riverbend_roofward,riverbend_roofward:river ford:relieved reset stance:snapshot shared,v33-763806,True,False,True,False,False,True
534,45,roofward_archive,roofward_archive:cool archive lane:relieved reset stance:snapshot shared,v33-833925,True,True,True,False,False,True
535,45,archive_signal,archive_signal:stone kiosk path:open forward lean:idle,v33-720423,True,False,False,False,False,True
536,45,signal_orchard,signal_orchard:dusk road:open forward lean:snapshot shared,v33-616863,True,True,True,False,False,True
537,45,orchard_riverbend,orchard_riverbend:market plank route:open forward lean:snapshot shared,v33-802955,True,True,True,False,False,True
538,45,central_repair_ring,central_repair_ring:inner repair yard:open forward lean:snapshot shared,v33-818465,True,False,True,False,False,True
539,45,riverbend_roofward,riverbend_roofward:orchard ridge detour:relieved reset stance:snapshot shared,v33-922820,True,True,True,False,True,True
540,46,roofward_archive,roofward_archive:cool archive lane:relieved reset stance:snapshot shared,v33-833767,False,False,True,False,True,True
541,46,archive_signal,archive_signal:stone kiosk path:guarded crossed arms:idle,v33-769467,True,False,False,False,False,True
542,46,signal_orchard,signal_orchard:river lantern loop:guarded crossed arms:snapshot shared,v33-804638,True,True,True,False,False,True
543,46,orchard_riverbend,orchard_riverbend:fen track:open forward lean:snapshot shared,v33-661038,True,True,True,False,False,True
544,46,central_repair_ring,central_repair_ring:inner repair yard:guarded crossed arms:idle,v33-869399,True,False,False,False,False,True
545,46,riverbend_roofward,riverbend_roofward:orchard ridge detour:relieved reset stance:snapshot shared,v33-922667,False,False,True,False,False,True
546,46,roofward_archive,roofward_archive:cool archive lane:relieved reset stance:snapshot shared,v33-832143,True,True,True,False,False,True
547,46,archive_signal,archive_signal:stone kiosk path:guarded crossed arms:idle,v33-770061,True,False,False,False,False,True
548,46,signal_orchard,signal_orchard:dusk road:guarded crossed arms:snapshot shared,v33-662495,True,True,True,False,False,True
549,46,orchard_riverbend,orchard_riverbend:market plank route:open forward lean:snapshot shared,v33-803813,True,True,True,False,False,True
550,46,central_repair_ring,central_repair_ring:inner repair yard:guarded crossed arms:snapshot shared,v33-869244,True,False,True,False,False,True
551,46,riverbend_roofward,riverbend_roofward:river ford:relieved reset stance:snapshot shared,v33-764473,True,True,True,False,True,True
552,47,roofward_archive,roofward_archive:cool archive lane:relieved reset stance:snapshot shared,v33-831985,True,False,True,False,True,True
553,47,archive_signal,archive_signal:stone kiosk path:relieved reset stance:idle,v33-787175,True,False,False,False,False,True
554,47,signal_orchard,signal_orchard:river lantern loop:relieved reset stance:snapshot shared,v33-821866,True,True,True,False,False,True
555,47,orchard_riverbend,orchard_riverbend:fen track:open forward lean:snapshot shared,v33-661860,False,True,True,False,False,True
556,47,central_repair_ring,central_repair_ring:inner repair yard:relieved reset stance:idle,v33-887916,True,False,False,False,False,True
557,47,riverbend_roofward,riverbend_roofward:river ford:relieved reset stance:snapshot shared,v33-765202,True,False,True,False,False,True
558,47,roofward_archive,roofward_archive:cool archive lane:relieved reset stance:snapshot shared,v33-832856,True,True,True,False,True,True
559,47,archive_signal,archive_signal:stone kiosk path:relieved reset stance:idle,v33-787769,True,False,False,False,False,True
560,47,signal_orchard,signal_orchard:dusk road:relieved reset stance:snapshot shared,v33-679048,False,True,True,False,False,True
561,47,orchard_riverbend,orchard_riverbend:market plank route:open forward lean:exchange pending,v33-803637,True,True,True,False,False,True
562,47,central_repair_ring,central_repair_ring:inner repair yard:relieved reset stance:snapshot shared,v33-886473,True,False,True,False,False,True
563,47,riverbend_roofward,riverbend_roofward:river ford:relieved reset stance:snapshot shared,v33-763955,True,True,True,False,True,True
564,48,archive_signal,archive_signal:stone kiosk path:guarded crossed arms:snapshot shared,v33-770097,True,False,True,False,True,True
565,48,signal_orchard,signal_orchard:dusk road:listening tilt:idle,v33-582639,True,False,False,False,False,True
566,48,orchard_riverbend,orchard_riverbend:market plank route:listening tilt:snapshot shared,v33-768629,True,True,True,False,False,True
567,48,central_repair_ring,central_repair_ring:inner repair yard:relieved reset stance:snapshot shared,v33-887111,True,False,True,False,False,True
568,48,riverbend_roofward,riverbend_roofward:river ford:listening tilt:idle,v33-664311,True,False,False,False,False,True
569,48,roofward_archive,roofward_archive:cool archive lane:guarded crossed arms:snapshot shared,v33-815448,True,False,True,False,False,True
570,48,archive_signal,archive_signal:stone kiosk path:guarded crossed arms:snapshot shared,v33-769936,False,True,True,False,False,True
571,48,signal_orchard,signal_orchard:dusk road:listening tilt:idle,v33-582341,True,False,False,False,False,True
572,48,orchard_riverbend,orchard_riverbend:fen track:listening tilt:snapshot shared,v33-628620,True,True,True,False,False,True
573,48,central_repair_ring,central_repair_ring:outer bell path:relieved reset stance:snapshot shared,v33-852831,True,True,True,False,False,True
574,48,riverbend_roofward,riverbend_roofward:orchard ridge detour:listening tilt:snapshot shared,v33-815953,True,True,True,False,False,True
575,48,roofward_archive,roofward_archive:cool archive lane:guarded crossed arms:snapshot shared,v33-815290,False,True,True,False,True,True
576,49,archive_signal,archive_signal:stone kiosk path:guarded crossed arms:snapshot shared,v33-770667,True,False,True,False,True,True
577,49,signal_orchard,signal_orchard:dusk road:route-board reach:idle,v33-615868,True,False,False,False,False,True
578,49,orchard_riverbend,orchard_riverbend:market plank route:route-board reach:exchange pending,v33-804930,True,True,True,False,False,True
579,49,central_repair_ring,central_repair_ring:inner repair yard:careful pointing:snapshot shared,v33-813720,True,True,True,False,False,True
580,49,riverbend_roofward,riverbend_roofward:orchard ridge detour:route-board reach:idle,v33-851903,True,False,False,False,False,True
581,49,roofward_archive,roofward_archive:cool archive lane:guarded crossed arms:snapshot shared,v33-815132,True,False,True,False,False,True
582,49,archive_signal,archive_signal:stone kiosk path:guarded crossed arms:snapshot shared,v33-770640,True,True,True,False,False,True
583,49,signal_orchard,signal_orchard:dusk road:route-board reach:idle,v33-615570,True,False,False,False,False,True
584,49,orchard_riverbend,orchard_riverbend:fen track:route-board reach:snapshot shared,v33-660536,True,True,True,False,False,True
585,49,central_repair_ring,central_repair_ring:outer bell path:careful pointing:snapshot shared,v33-780342,True,True,True,False,False,True
586,49,riverbend_roofward,riverbend_roofward:orchard ridge detour:route-board reach:snapshot shared,v33-852642,True,False,True,False,False,True
587,49,roofward_archive,roofward_archive:glass stair:guarded crossed arms:snapshot shared,v33-730558,True,True,True,False,True,True
588,50,archive_signal,archive_signal:stone kiosk path:guarded crossed arms:snapshot shared,v33-771371,True,False,True,False,True,True
589,50,signal_orchard,signal_orchard:dusk road:open forward lean:idle,v33-616363,True,False,False,False,True,True
590,50,orchard_riverbend,orchard_riverbend:market plank route:relieved reset stance:snapshot shared,v33-871448,True,True,True,False,False,True
591,50,central_repair_ring,central_repair_ring:inner repair yard:careful pointing:snapshot shared,v33-813690,True,True,True,False,False,True
592,50,riverbend_roofward,riverbend_roofward:orchard ridge detour:open forward lean:idle,v33-852543,True,False,False,False,False,True
593,50,roofward_archive,roofward_archive:glass stair:guarded crossed arms:snapshot shared,v33-730394,True,False,True,False,False,True
594,50,archive_signal,archive_signal:stone kiosk path:guarded crossed arms:snapshot shared,v33-771344,True,True,True,False,False,True
595,50,signal_orchard,signal_orchard:river lantern loop:open forward lean:exchange pending,v33-755162,True,True,True,False,False,True
596,50,orchard_riverbend,orchard_riverbend:fen track:relieved reset stance:snapshot shared,v33-726607,True,True,True,False,False,True
597,50,central_repair_ring,central_repair_ring:outer bell path:careful pointing:snapshot shared,v33-781196,True,True,True,False,False,True
598,50,riverbend_roofward,riverbend_roofward:orchard ridge detour:open forward lean:snapshot shared,v33-853282,True,False,True,False,False,True
599,50,roofward_archive,roofward_archive:glass stair:guarded crossed arms:idle,v33-730988,True,False,False,False,True,True
600,51,archive_signal,archive_signal:stone kiosk path:guarded crossed arms:snapshot shared,v33-770300,False,False,True,False,True,True
601,51,signal_orchard,signal_orchard:river lantern loop:guarded crossed arms:idle,v33-803953,True,False,False,False,False,True
602,51,orchard_riverbend,orchard_riverbend:market plank route:guarded crossed arms:snapshot shared,v33-853456,True,True,True,False,False,True
603,51,central_repair_ring,central_repair_ring:inner repair yard:careful pointing:snapshot shared,v33-812408,True,True,True,False,False,True
604,51,riverbend_roofward,riverbend_roofward:orchard ridge detour:guarded crossed arms:idle,v33-903963,True,False,False,False,False,True
605,51,roofward_archive,roofward_archive:glass stair:guarded crossed arms:snapshot shared,v33-729941,False,False,True,False,False,True
606,51,archive_signal,archive_signal:stone kiosk path:guarded crossed arms:snapshot shared,v33-769931,True,True,True,False,False,True
607,51,signal_orchard,signal_orchard:river lantern loop:guarded crossed arms:idle,v33-804547,True,False,False,False,False,True
608,51,orchard_riverbend,orchard_riverbend:fen track:guarded crossed arms:snapshot shared,v33-709578,True,True,True,False,False,True
609,51,central_repair_ring,central_repair_ring:outer bell path:careful pointing:snapshot shared,v33-779924,True,True,True,False,False,True
610,51,riverbend_roofward,riverbend_roofward:orchard ridge detour:guarded crossed arms:snapshot shared,v33-903810,True,False,True,False,False,True
611,51,roofward_archive,roofward_archive:glass stair:guarded crossed arms:idle,v33-729643,True,False,False,False,True,True
612,52,archive_signal,archive_signal:stone kiosk path:open forward lean:exchange pending,v33-720291,True,False,True,False,True,True
613,52,signal_orchard,signal_orchard:river lantern loop:relieved reset stance:idle,v33-821883,True,False,False,False,False,True
614,52,orchard_riverbend,orchard_riverbend:market plank route:relieved reset stance:snapshot shared,v33-872281,True,True,True,False,False,True
615,52,central_repair_ring,central_repair_ring:inner repair yard:careful pointing:snapshot shared,v33-813270,False,True,True,False,False,True
616,52,riverbend_roofward,riverbend_roofward:orchard ridge detour:relieved reset stance:idle,v33-922704,True,False,False,False,False,True
617,52,roofward_archive,roofward_archive:glass stair:open forward lean:snapshot shared,v33-681974,True,False,True,False,False,True
618,52,archive_signal,archive_signal:stone kiosk path:open forward lean:snapshot shared,v33-721156,True,True,True,False,False,True
619,52,signal_orchard,signal_orchard:river lantern loop:relieved reset stance:idle,v33-822477,True,False,False,False,False,True
620,52,orchard_riverbend,orchard_riverbend:fen track:relieved reset stance:snapshot shared,v33-726476,False,True,True,False,True,True
621,52,central_repair_ring,central_repair_ring:outer bell path:careful pointing:snapshot shared,v33-778616,True,True,True,False,False,True
622,52,riverbend_roofward,riverbend_roofward:orchard ridge detour:relieved reset stance:snapshot shared,v33-922551,True,False,True,False,False,True
623,52,roofward_archive,roofward_archive:glass stair:open forward lean:snapshot shared,v33-680734,True,True,True,False,True,True
624,53,archive_signal,archive_signal:stone kiosk path:open forward lean:snapshot shared,v33-720995,True,False,True,False,True,True
625,53,signal_orchard,signal_orchard:river lantern loop:careful pointing:idle,v33-749746,True,False,False,False,False,True
626,53,orchard_riverbend,orchard_riverbend:market plank route:careful pointing:snapshot shared,v33-799341,True,True,True,False,False,True
627,53,central_repair_ring,central_repair_ring:inner repair yard:careful pointing:snapshot shared,v33-812844,True,True,True,False,False,True
628,53,riverbend_roofward,riverbend_roofward:orchard ridge detour:careful pointing:idle,v33-847982,True,False,False,False,False,True
629,53,roofward_archive,roofward_archive:glass stair:route-board reach:exchange pending,v33-681129,True,False,True,False,False,True
630,53,archive_signal,archive_signal:stone kiosk path:route-board reach:snapshot shared,v33-719562,False,True,True,False,False,True
631,53,signal_orchard,signal_orchard:river lantern loop:careful pointing:idle,v33-749448,True,False,False,False,False,True
632,53,orchard_riverbend,orchard_riverbend:fen track:careful pointing:snapshot shared,v33-657595,True,True,True,False,False,True
633,53,central_repair_ring,central_repair_ring:outer bell path:careful pointing:snapshot shared,v33-779470,True,True,True,False,False,True
634,53,riverbend_roofward,riverbend_roofward:orchard ridge detour:careful pointing:snapshot shared,v33-847829,True,False,True,False,False,True
635,53,roofward_archive,roofward_archive:glass stair:route-board reach:snapshot shared,v33-681096,True,True,True,False,True,True
636,54,signal_orchard,signal_orchard:river lantern loop:relieved reset stance:snapshot shared,v33-822515,True,False,True,False,True,True
637,54,orchard_riverbend,orchard_riverbend:market plank route:route-board reach:snapshot shared,v33-804815,True,True,True,False,False,True
638,54,central_repair_ring,central_repair_ring:outer bell path:relieved reset stance:snapshot shared,v33-853587,True,True,True,False,False,True
639,54,riverbend_roofward,riverbend_roofward:river ford:careful pointing:snapshot shared,v33-694948,True,True,True,False,False,True
640,54,roofward_archive,roofward_archive:glass stair:route-board reach:idle,v33-680699,True,False,False,False,False,True
641,54,archive_signal,archive_signal:stone kiosk path:relieved reset stance:snapshot shared,v33-786849,True,False,True,False,False,True
642,54,signal_orchard,signal_orchard:river lantern loop:relieved reset stance:snapshot shared,v33-822492,True,True,True,False,False,True
643,54,orchard_riverbend,orchard_riverbend:market plank route:route-board reach:idle,v33-804517,True,False,False,False,False,True
644,54,central_repair_ring,central_repair_ring:outer bell path:relieved reset stance:snapshot shared,v33-853430,True,True,True,False,False,True
645,54,riverbend_roofward,riverbend_roofward:orchard ridge detour:careful pointing:snapshot shared,v33-848600,True,True,True,False,False,True
646,54,roofward_archive,roofward_archive:glass stair:route-board reach:exchange pending,v33-681293,True,False,True,False,False,True
647,54,archive_signal,archive_signal:paper lane:relieved reset stance:snapshot shared,v33-693841,True,True,True,False,True,True
648,55,signal_orchard,signal_orchard:river lantern loop:relieved reset stance:snapshot shared,v33-823225,True,False,True,False,True,True
649,55,orchard_riverbend,orchard_riverbend:market plank route:open forward lean:idle,v33-805310,True,False,False,False,False,True
650,55,central_repair_ring,central_repair_ring:outer bell path:relieved reset stance:snapshot shared,v33-853411,False,True,True,False,False,True
651,55,riverbend_roofward,riverbend_roofward:river ford:route-board reach:snapshot shared,v33-699398,True,True,True,False,True,True
652,55,roofward_archive,roofward_archive:glass stair:open forward lean:idle,v33-681194,True,False,False,False,False,True
653,55,archive_signal,archive_signal:paper lane:relieved reset stance:snapshot shared,v33-693674,True,False,True,False,False,True
654,55,signal_orchard,signal_orchard:river lantern loop:relieved reset stance:snapshot shared,v33-823202,True,True,True,False,False,True
655,55,orchard_riverbend,orchard_riverbend:market plank route:open forward lean:idle,v33-805012,True,False,False,False,False,True
656,55,central_repair_ring,central_repair_ring:inner repair yard:relieved reset stance:snapshot shared,v33-888567,True,True,True,False,False,True
657,55,riverbend_roofward,riverbend_roofward:orchard ridge detour:open forward lean:snapshot shared,v33-853165,True,True,True,False,False,True
658,55,roofward_archive,roofward_archive:cool archive lane:open forward lean:snapshot shared,v33-765608,True,True,True,False,False,True
659,55,archive_signal,archive_signal:paper lane:relieved reset stance:idle,v33-694268,True,False,False,False,True,True
660,56,signal_orchard,signal_orchard:river lantern loop:relieved reset stance:snapshot shared,v33-823043,False,False,True,False,True,True
661,56,orchard_riverbend,orchard_riverbend:market plank route:guarded crossed arms:idle,v33-855631,True,False,False,False,False,True
662,56,central_repair_ring,central_repair_ring:outer bell path:relieved reset stance:snapshot shared,v33-854265,True,True,True,False,False,True
663,56,riverbend_roofward,riverbend_roofward:river ford:open forward lean:exchange pending,v33-699076,True,True,True,False,False,True
664,56,roofward_archive,roofward_archive:cool archive lane:guarded crossed arms:idle,v33-815597,True,False,False,False,False,True
665,56,archive_signal,archive_signal:paper lane:relieved reset stance:snapshot shared,v33-694101,False,False,True,False,False,True
666,56,signal_orchard,signal_orchard:river lantern loop:relieved reset stance:snapshot shared,v33-823912,True,True,True,False,False,True
667,56,orchard_riverbend,orchard_riverbend:market plank route:guarded crossed arms:idle,v33-856225,True,False,False,False,False,True
668,56,central_repair_ring,central_repair_ring:inner repair yard:relieved reset stance:snapshot shared,v33-888168,True,True,True,False,False,True
669,56,riverbend_roofward,riverbend_roofward:orchard ridge detour:guarded crossed arms:snapshot shared,v33-904473,True,True,True,False,False,True
670,56,roofward_archive,roofward_archive:cool archive lane:guarded crossed arms:snapshot shared,v33-815439,True,False,True,False,False,True
671,56,archive_signal,archive_signal:paper lane:relieved reset stance:idle,v33-693803,True,False,False,False,True,True
672,57,signal_orchard,signal_orchard:river lantern loop:relieved reset stance:snapshot shared,v33-823753,True,False,True,False,True,True
673,57,orchard_riverbend,orchard_riverbend:market plank route:relieved reset stance:idle,v33-873894,True,False,False,False,False,True
674,57,central_repair_ring,central_repair_ring:outer bell path:relieved reset stance:snapshot shared,v33-853876,True,True,True,False,False,True
675,57,riverbend_roofward,riverbend_roofward:river ford:guarded crossed arms:snapshot shared,v33-747429,False,True,True,False,False,True
676,57,roofward_archive,roofward_archive:cool archive lane:relieved reset stance:idle,v33-833778,True,False,False,False,False,True
677,57,archive_signal,archive_signal:paper lane:relieved reset stance:snapshot shared,v33-694528,True,False,True,False,False,True
678,57,signal_orchard,signal_orchard:river lantern loop:relieved reset stance:snapshot shared,v33-823370,True,True,True,False,False,True
679,57,orchard_riverbend,orchard_riverbend:market plank route:relieved reset stance:idle,v33-874488,True,False,False,False,False,True
680,57,central_repair_ring,central_repair_ring:inner repair yard:relieved reset stance:exchange pending,v33-887995,False,True,True,False,False,True
681,57,riverbend_roofward,riverbend_roofward:orchard ridge detour:relieved reset stance:snapshot shared,v33-922751,True,True,True,False,False,True
682,57,roofward_archive,roofward_archive:cool archive lane:relieved reset stance:snapshot shared,v33-833620,True,False,True,False,True,True
683,57,archive_signal,archive_signal:paper lane:relieved reset stance:snapshot shared,v33-694489,True,True,True,False,True,True
684,58,signal_orchard,signal_orchard:river lantern loop:relieved reset stance:snapshot shared,v33-823211,True,False,True,False,True,True
685,58,orchard_riverbend,orchard_riverbend:market plank route:careful pointing:idle,v33-800392,True,False,False,False,False,True
686,58,central_repair_ring,central_repair_ring:outer bell path:route-board reach:snapshot shared,v33-784662,True,True,True,False,False,True
687,58,riverbend_roofward,riverbend_roofward:river ford:relieved reset stance:snapshot shared,v33-765449,True,True,True,False,False,True
688,58,roofward_archive,roofward_archive:cool archive lane:careful pointing:idle,v33-761326,True,False,False,False,False,True
689,58,archive_signal,archive_signal:paper lane:relieved reset stance:snapshot shared,v33-694034,True,False,True,False,False,True
690,58,signal_orchard,signal_orchard:river lantern loop:relieved reset stance:snapshot shared,v33-823188,False,True,True,False,False,True
691,58,orchard_riverbend,orchard_riverbend:market plank route:careful pointing:idle,v33-800094,True,False,False,False,False,True
692,58,central_repair_ring,central_repair_ring:inner repair yard:route-board reach:snapshot shared,v33-818060,True,True,True,False,False,True
693,58,riverbend_roofward,riverbend_roofward:orchard ridge detour:careful pointing:snapshot shared,v33-848458,True,True,True,False,False,True
694,58,roofward_archive,roofward_archive:cool archive lane:careful pointing:snapshot shared,v33-761168,True,False,True,False,False,True
695,58,archive_signal,archive_signal:paper lane:relieved reset stance:snapshot shared,v33-693995,False,True,True,False,True,True
696,59,signal_orchard,signal_orchard:river lantern loop:relieved reset stance:snapshot shared,v33-823921,True,False,True,False,True,True
697,59,orchard_riverbend,orchard_riverbend:market plank route:listening tilt:idle,v33-769818,True,False,False,False,False,True
698,59,central_repair_ring,central_repair_ring:outer bell path:route-board reach:snapshot shared,v33-785516,True,True,True,False,False,True
699,59,riverbend_roofward,riverbend_roofward:river ford:careful pointing:snapshot shared,v33-695666,True,True,True,False,False,True
700,59,roofward_archive,roofward_archive:cool archive lane:listening tilt:idle,v33-729501,True,False,False,False,False,True
701,59,archive_signal,archive_signal:paper lane:relieved reset stance:snapshot shared,v33-692945,True,False,True,False,False,True
702,59,signal_orchard,signal_orchard:river lantern loop:relieved reset stance:snapshot shared,v33-821790,True,True,True,False,False,True
703,59,orchard_riverbend,orchard_riverbend:market plank route:listening tilt:idle,v33-768637,True,False,False,False,False,True
704,59,central_repair_ring,central_repair_ring:inner repair yard:route-board reach:snapshot shared,v33-818039,True,True,True,False,False,True
705,59,riverbend_roofward,riverbend_roofward:orchard ridge detour:listening tilt:snapshot shared,v33-816999,False,True,True,False,False,True
706,59,roofward_archive,roofward_archive:cool archive lane:listening tilt:snapshot shared,v33-730235,True,False,True,False,False,True
707,59,archive_signal,archive_signal:paper lane:relieved reset stance:idle,v33-693539,True,False,False,False,True,True
708,60,orchard_riverbend,orchard_riverbend:market plank route:careful pointing:snapshot shared,v33-798865,True,False,True,False,True,True
709,60,central_repair_ring,central_repair_ring:inner repair yard:open forward lean:idle,v33-818733,True,False,False,False,False,True
710,60,riverbend_roofward,riverbend_roofward:orchard ridge detour:listening tilt:snapshot shared,v33-816889,False,True,True,False,False,True
711,60,roofward_archive,roofward_archive:glass stair:route-board reach:snapshot shared,v33-681667,True,True,True,False,False,True
712,60,archive_signal,archive_signal:paper lane:open forward lean:idle,v33-628944,True,False,False,False,False,True
713,60,signal_orchard,signal_orchard:river lantern loop:relieved reset stance:snapshot shared,v33-822126,True,False,True,False,True,True
714,60,orchard_riverbend,orchard_riverbend:market plank route:relieved reset stance:exchange pending,v33-871252,True,True,True,False,False,True
715,60,central_repair_ring,central_repair_ring:inner repair yard:open forward lean:idle,v33-818435,True,False,False,False,False,True
716,60,riverbend_roofward,riverbend_roofward:river ford:listening tilt:snapshot shared,v33-665957,True,True,True,False,False,True
717,60,roofward_archive,roofward_archive:cool archive lane:open forward lean:snapshot shared,v33-766328,True,True,True,False,False,True
718,60,archive_signal,archive_signal:paper lane:open forward lean:snapshot shared,v33-629669,True,False,True,False,False,True
719,60,signal_orchard,signal_orchard:dusk road:relieved reset stance:snapshot shared,v33-680164,True,True,True,False,True,True
720,61,orchard_riverbend,orchard_riverbend:market plank route:relieved reset stance:snapshot shared,v33-871096,False,False,True,False,True,True
721,61,central_repair_ring,central_repair_ring:outer bell path:guarded crossed arms:snapshot shared,v33-835593,True,True,True,False,False,True
722,61,riverbend_roofward,riverbend_roofward:river ford:listening tilt:snapshot shared,v33-664578,True,True,True,False,False,True
723,61,roofward_archive,roofward_archive:glass stair:open forward lean:snapshot shared,v33-682692,True,True,True,False,False,True
724,61,archive_signal,archive_signal:paper lane:guarded crossed arms:idle,v33-676823,True,False,False,False,False,True
725,61,signal_orchard,signal_orchard:dusk road:relieved reset stance:snapshot shared,v33-679996,False,False,True,False,False,True
726,61,orchard_riverbend,orchard_riverbend:market plank route:relieved reset stance:snapshot shared,v33-871971,True,True,True,False,False,True
727,61,central_repair_ring,central_repair_ring:outer bell path:guarded crossed arms:idle,v33-836187,True,False,False,False,False,True
728,61,riverbend_roofward,riverbend_roofward:river ford:listening tilt:snapshot shared,v33-665307,True,False,True,False,False,True
729,61,roofward_archive,roofward_archive:cool archive lane:guarded crossed arms:snapshot shared,v33-816204,True,True,True,False,False,True
730,61,archive_signal,archive_signal:paper lane:guarded crossed arms:snapshot shared,v33-676656,True,False,True,False,False,True
731,61,signal_orchard,signal_orchard:dusk road:relieved reset stance:idle,v33-679698,True,False,False,False,True,True
732,62,orchard_riverbend,orchard_riverbend:market plank route:relieved reset stance:snapshot shared,v33-871815,True,False,True,False,True,True
733,62,central_repair_ring,central_repair_ring:outer bell path:relieved reset stance:idle,v33-853745,True,False,False,False,False,True
734,62,riverbend_roofward,riverbend_roofward:orchard ridge detour:listening tilt:snapshot shared,v33-817039,True,True,True,False,False,True
735,62,roofward_archive,roofward_archive:glass stair:open forward lean:snapshot shared,v33-681131,True,True,True,False,False,True
736,62,archive_signal,archive_signal:paper lane:relieved reset stance:idle,v33-693996,True,False,False,False,False,True
