tick_id,day,settlement_id,resident_id,body_issue,proposed_treatment,consent_state,consent_reason,autonomy_pressure,trust_before,trust_after,treatment_performed,treatment_blocked,refusal_respected,body_delta,distress_bounded,visible_consent_prompt
1188,75,roofward,Sera,soreness,offer careful bandage,refused,explain treatment first,0.43,0.96,0.96,False,True,True,-0.003,True,True
1189,75,archive,Nia,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.18,0.922,0.932,True,False,True,0.0,True,True
1192,75,repair_ring,Pax,wetness,offer dry cloth,refused,ask before bandage,0.2898,0.96,0.96,False,True,True,0.009,True,True
1196,75,signal,Ren,cold,offer warm wrap,refused,offer rest before aid,0.18,0.854,0.858,False,True,True,-0.003,True,True
1199,75,riverbend,Ari,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.3433,0.878,0.888,True,False,True,0.015,True,True
1200,76,roofward,Fay,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.27396,0.744,0.754,True,False,True,0.0,True,True
1204,76,repair_ring,Juno,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.27264,0.774,0.784,True,False,True,0.012,True,True
1208,76,signal,Milo,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.2832,0.786,0.796,True,False,True,0.053,True,True
1212,76,roofward,Fay,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.27528,0.754,0.764,True,False,True,0.072,True,True
1216,77,repair_ring,Pax,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.20112,0.96,0.96,True,False,True,0.006,True,True
1219,77,archive,Nia,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.18,0.932,0.942,True,False,True,0.0,True,True
1220,77,signal,Ren,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.27132,0.858,0.868,True,False,True,0.006,True,True
1224,77,roofward,Sera,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.27132,0.96,0.96,True,False,True,0.006,True,True
1226,77,signal,Ren,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.18264,0.868,0.878,True,False,True,0.097,True,True
1228,77,repair_ring,Pax,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.29244,0.96,0.96,True,False,True,0.078,True,True
1229,77,riverbend,Ari,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.18,0.888,0.898,True,False,True,0.0,True,True
1232,78,signal,Milo,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.44452,0.796,0.806,True,False,True,0.006,True,True
1236,78,roofward,Fay,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.2766,0.764,0.774,True,False,True,0.012,True,True
1240,78,repair_ring,Juno,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.27,0.784,0.794,True,False,True,0.0,True,True
1244,78,signal,Milo,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.28584,0.806,0.816,True,False,True,0.072,True,True
1248,79,roofward,Sera,soreness,offer careful bandage,deferred,finish current queued task first,0.27,0.96,0.96,False,True,True,-0.003,True,True
1249,79,archive,Nia,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.18,0.942,0.952,True,False,True,0.0,True,True
1252,79,repair_ring,Pax,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.29376,0.96,0.96,True,False,True,0.015,True,True
1256,79,signal,Ren,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.18396,0.878,0.888,True,False,True,0.097,True,True
1259,79,riverbend,Ari,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.18,0.898,0.908,True,False,True,0.0,True,True
1260,79,roofward,Sera,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.27132,0.96,0.96,True,False,True,0.032,True,True
1263,79,orchard,Ivo,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.18308,0.93,0.94,True,False,True,0.109,True,True
1264,80,riverbend,Ari,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.27,0.908,0.918,True,False,True,0.0,True,True
1265,80,roofward,Sera,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.34264,0.96,0.96,True,False,True,0.0,True,True
1268,80,orchard,Ivo,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.2744,0.94,0.95,True,False,True,0.019,True,True
1269,80,repair_ring,Pax,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.20508,0.96,0.96,True,False,True,0.109,True,True
1272,80,archive,Nia,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.18,0.952,0.96,True,False,True,0.047,True,True
1276,80,riverbend,Ari,cold,offer warm wrap,refused,ask before touching sore wrist,0.43,0.918,0.922,False,True,True,-0.003,True,True
1279,80,signal,Ren,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.18528,0.888,0.898,True,False,True,0.024,True,True
1280,81,orchard,Mara,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.27396,0.794,0.804,True,False,True,0.0,True,True
1284,81,archive,Toma,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.27264,0.804,0.814,True,False,True,0.012,True,True
1288,81,riverbend,Lio,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.29684,0.774,0.784,True,False,True,0.041,True,True
1292,81,orchard,Mara,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.27528,0.804,0.814,True,False,True,0.095,True,True
1296,82,archive,Nia,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.27132,0.96,0.96,True,False,True,0.036,True,True
1299,82,repair_ring,Pax,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.1811,0.96,0.96,True,False,True,0.005,True,True
1300,82,riverbend,Ari,fatigue,invite rest,deferred,finish current queued task first,0.27132,0.922,0.926,False,True,True,0.009,True,True
1302,82,archive,Nia,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.18264,0.96,0.96,True,False,True,0.006,True,True
1304,82,orchard,Ivo,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.27572,0.95,0.96,True,False,True,0.026,True,True
1308,82,archive,Nia,soreness,offer careful bandage,refused,do not interrupt recall,0.27396,0.96,0.96,False,True,True,-0.003,True,True
1309,82,signal,Ren,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.34,0.898,0.908,True,False,True,0.0,True,True
1312,83,riverbend,Lio,wetness,offer dry cloth,refused,ask before touching sore wrist,0.29816,0.784,0.788,False,True,True,-0.005,True,True
1316,83,orchard,Mara,cold,offer warm wrap,refused,keep distance while muddy,0.2766,0.814,0.818,False,True,True,0.009,True,True
1320,83,archive,Toma,fatigue,invite rest,refused,do not interrupt recall,0.43,0.814,0.818,False,True,True,0.0,True,True
1324,83,riverbend,Lio,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.29948,0.788,0.798,True,False,True,0.109,True,True
1328,84,orchard,Ivo,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.27,0.96,0.96,True,False,True,0.006,True,True
1329,84,repair_ring,Pax,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.18,0.96,0.96,True,False,True,0.0,True,True
1332,84,archive,Nia,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.18528,0.96,0.96,True,False,True,0.006,True,True
1336,84,riverbend,Ari,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.27264,0.926,0.936,True,False,True,0.097,True,True
1339,84,signal,Ren,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.18,0.908,0.918,True,False,True,0.0,True,True
1340,84,orchard,Ivo,fatigue,invite rest,refused,keep distance while muddy,0.27132,0.96,0.96,False,True,True,-0.013,True,True
1342,84,riverbend,Ari,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.34396,0.936,0.946,True,False,True,0.095,True,True
1344,85,archive,Toma,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.27132,0.818,0.828,True,False,True,0.006,True,True
1348,85,riverbend,Lio,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.2755,0.798,0.808,True,False,True,0.012,True,True
1352,85,orchard,Mara,wetness,offer dry cloth,deferred,finish current queued task first,0.27792,0.818,0.822,False,True,True,-0.005,True,True
1356,85,archive,Toma,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.27,0.828,0.838,True,False,True,0.072,True,True
1360,86,riverbend,Ari,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.27528,0.946,0.956,True,False,True,0.0,True,True
1362,86,archive,Nia,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.1866,0.96,0.96,True,False,True,0.0,True,True
1364,86,orchard,Ivo,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.43264,0.96,0.96,True,False,True,0.012,True,True
1368,86,archive,Nia,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.27792,0.96,0.96,True,False,True,0.097,True,True
1369,86,signal,Ren,overload,offer quiet space,refused,offer rest before aid,0.18,0.918,0.922,False,True,True,0.0,True,True
1372,86,riverbend,Ari,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.1866,0.956,0.96,True,False,True,0.095,True,True
1376,87,orchard,Mara,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.27924,0.822,0.832,True,False,True,0.009,True,True
1380,87,archive,Toma,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.27132,0.838,0.848,True,False,True,0.0,True,True
1384,87,riverbend,Lio,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.27682,0.808,0.818,True,False,True,0.031,True,True
1388,87,orchard,Mara,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.28056,0.832,0.842,True,False,True,0.109,True,True
1392,88,archive,Nia,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.18924,0.96,0.96,True,False,True,0.006,True,True
1396,88,riverbend,Ari,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.27792,0.96,0.96,True,False,True,0.097,True,True
1399,88,signal,Ren,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.18,0.922,0.932,True,False,True,0.0,True,True
1400,88,orchard,Ivo,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.27,0.96,0.96,True,False,True,0.0,True,True
1402,88,riverbend,Ari,wetness,offer dry cloth,refused,ask before touching sore wrist,0.18924,0.96,0.96,False,True,True,-0.005,True,True
1404,88,archive,Nia,overload,offer quiet space,deferred,finish current queued task first,0.28056,0.96,0.96,False,True,True,0.009,True,True
1406,88,orchard,Ivo,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.18132,0.96,0.96,True,False,True,0.072,True,True
1408,89,riverbend,Lio,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.43,0.818,0.828,True,False,True,0.006,True,True
1412,89,orchard,Mara,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.28188,0.842,0.852,True,False,True,0.095,True,True
1416,89,archive,Toma,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.27264,0.848,0.858,True,False,True,0.006,True,True
1420,89,riverbend,Lio,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.27132,0.828,0.838,True,False,True,0.0,True,True
1424,90,repair_ring,Juno,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.27132,0.794,0.804,True,False,True,0.006,True,True
1428,90,signal,Milo,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.27,0.816,0.826,True,False,True,0.024,True,True
1432,90,roofward,Fay,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.27792,0.774,0.784,True,False,True,0.006,True,True
1436,90,repair_ring,Juno,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.27,0.804,0.814,True,False,True,0.082,True,True
1440,91,signal,Ren,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.27,0.932,0.942,True,False,True,0.0,True,True
1442,91,repair_ring,Pax,wetness,offer dry cloth,refused,ask before bandage,0.18,0.96,0.96,False,True,True,0.009,True,True
1444,91,roofward,Sera,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.27396,0.96,0.96,True,False,True,0.018,True,True
1445,91,archive,Nia,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.18858,0.96,0.96,True,False,True,0.006,True,True
1448,91,repair_ring,Pax,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.27132,0.96,0.96,True,False,True,0.042,True,True
1452,91,signal,Ren,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.34132,0.942,0.952,True,False,True,0.109,True,True
1455,91,riverbend,Ari,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.19056,0.96,0.96,True,False,True,0.006,True,True
1456,92,roofward,Fay,cold,offer warm wrap,refused,explain treatment first,0.27924,0.784,0.788,False,True,True,0.006,True,True
1460,92,repair_ring,Juno,fatigue,invite rest,refused,ask before bandage,0.27132,0.814,0.818,False,True,True,0.0,True,True
1464,92,signal,Milo,overload,offer quiet space,refused,offer rest before aid,0.27132,0.826,0.83,False,True,True,0.006,True,True
1468,92,roofward,Fay,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.28056,0.788,0.798,True,False,True,0.084,True,True
1472,93,repair_ring,Pax,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.18264,0.96,0.96,True,False,True,0.015,True,True
1475,93,archive,Nia,fatigue,invite rest,refused,do not interrupt recall,0.1899,0.96,0.96,False,True,True,0.0,True,True
1476,93,signal,Ren,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.27264,0.952,0.96,True,False,True,0.097,True,True
1480,93,roofward,Sera,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.27,0.96,0.96,True,False,True,0.0,True,True
1482,93,signal,Ren,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.18396,0.96,0.96,True,False,True,0.035,True,True
1484,93,repair_ring,Pax,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.27396,0.96,0.96,True,False,True,0.018,True,True
1485,93,riverbend,Ari,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.35188,0.96,0.96,True,False,True,0.0,True,True
1488,94,signal,Milo,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.27,0.83,0.84,True,False,True,0.006,True,True
1492,94,roofward,Fay,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.28188,0.798,0.808,True,False,True,0.012,True,True
1496,94,repair_ring,Juno,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.43264,0.818,0.828,True,False,True,0.006,True,True
1500,94,signal,Milo,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.27132,0.84,0.85,True,False,True,0.004,True,True
1504,95,roofward,Sera,overload,offer quiet space,refused,explain treatment first,0.27132,0.96,0.96,False,True,True,0.006,True,True
1505,95,archive,Nia,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.19122,0.96,0.96,True,False,True,0.0,True,True
1508,95,repair_ring,Pax,soreness,offer careful bandage,deferred,finish current queued task first,0.27,0.96,0.96,False,True,True,-0.003,True,True
1512,95,signal,Ren,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.18528,0.96,0.96,True,False,True,0.0,True,True
1515,95,riverbend,Ari,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.1932,0.96,0.96,True,False,True,0.0,True,True
1516,95,roofward,Sera,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.27,0.96,0.96,True,False,True,0.102,True,True
1519,95,orchard,Ivo,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.18264,0.96,0.96,True,False,True,0.012,True,True
1520,96,repair_ring,Juno,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.27396,0.828,0.838,True,False,True,0.0,True,True
1524,96,signal,Milo,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.27264,0.85,0.86,True,False,True,0.012,True,True
1528,96,roofward,Fay,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.2832,0.808,0.818,True,False,True,0.006,True,True
1532,96,repair_ring,Juno,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.27528,0.838,0.848,True,False,True,0.072,True,True
1536,97,signal,Ren,cold,offer warm wrap,refused,offer rest before aid,0.2766,0.96,0.96,False,True,True,-0.003,True,True
1540,97,roofward,Sera,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.43132,0.96,0.96,True,False,True,0.026,True,True
1542,97,signal,Ren,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.18792,0.96,0.96,True,False,True,0.006,True,True
1544,97,repair_ring,Pax,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.27132,0.96,0.96,True,False,True,0.006,True,True
1545,97,riverbend,Ari,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.19452,0.96,0.96,True,False,True,0.0,True,True
1548,97,signal,Ren,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.27924,0.96,0.96,True,False,True,0.097,True,True
1549,97,orchard,Ivo,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.18,0.96,0.96,True,False,True,0.0,True,True
1552,98,roofward,Fay,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.28452,0.818,0.828,True,False,True,0.006,True,True
1556,98,repair_ring,Juno,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.2766,0.848,0.858,True,False,True,0.012,True,True
1560,98,signal,Milo,fatigue,invite rest,deferred,finish current queued task first,0.27,0.86,0.864,False,True,True,0.0,True,True
1564,98,roofward,Fay,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.28584,0.828,0.838,True,False,True,0.072,True,True
1568,99,repair_ring,Pax,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.27,0.96,0.96,True,False,True,0.021,True,True
1572,99,signal,Ren,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.19056,0.96,0.96,True,False,True,0.006,True,True
1575,99,riverbend,Ari,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.19584,0.96,0.96,True,False,True,0.0,True,True
1576,99,roofward,Sera,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.27264,0.96,0.96,True,False,True,0.006,True,True
1579,99,orchard,Ivo,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.18,0.96,0.96,True,False,True,0.0,True,True
1580,99,repair_ring,Pax,fatigue,invite rest,refused,ask before bandage,0.27132,0.96,0.96,False,True,True,-0.013,True,True
1582,99,roofward,Sera,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.18396,0.96,0.96,True,False,True,0.072,True,True
1584,100,orchard,Ivo,overload,offer quiet space,refused,keep distance while muddy,0.43,0.96,0.96,False,True,True,0.0,True,True
1585,100,repair_ring,Pax,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.18264,0.96,0.96,True,False,True,0.015,True,True
1588,100,archive,Nia,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.19254,0.96,0.96,True,False,True,0.098,True,True
1592,100,riverbend,Ari,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.28716,0.96,0.96,True,False,True,0.095,True,True
1595,100,signal,Ren,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.35188,0.96,0.96,True,False,True,0.0,True,True
1596,100,orchard,Ivo,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.27,0.96,0.96,True,False,True,0.024,True,True
1598,100,riverbend,Ari,soreness,offer careful bandage,refused,ask before touching sore wrist,0.19848,0.96,0.96,False,True,True,0.009,True,True
1600,101,archive,Toma,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.27396,0.858,0.868,True,False,True,0.0,True,True
1604,101,riverbend,Lio,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.27264,0.838,0.848,True,False,True,0.012,True,True
1608,101,orchard,Mara,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.2832,0.852,0.862,True,False,True,0.041,True,True
1612,101,archive,Toma,wetness,offer dry cloth,deferred,finish current queued task first,0.27528,0.868,0.872,False,True,True,0.009,True,True
1616,102,riverbend,Ari,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.2898,0.96,0.96,True,False,True,0.097,True,True
1618,102,archive,Nia,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.19386,0.96,0.96,True,False,True,0.0,True,True
1620,102,orchard,Ivo,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.27132,0.96,0.96,True,False,True,0.026,True,True
1624,102,archive,Nia,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.28518,0.96,0.96,True,False,True,0.069,True,True
1625,102,signal,Ren,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.1932,0.96,0.96,True,False,True,0.0,True,True
1628,102,riverbend,Ari,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.36112,0.96,0.96,True,False,True,0.109,True,True
1632,103,orchard,Mara,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.28452,0.862,0.872,True,False,True,0.095,True,True
1636,103,archive,Toma,cold,offer warm wrap,refused,do not interrupt recall,0.2766,0.872,0.876,False,True,True,0.009,True,True
1640,103,riverbend,Lio,fatigue,invite rest,refused,ask before touching sore wrist,0.27,0.848,0.852,False,True,True,0.0,True,True
1644,103,orchard,Mara,overload,offer quiet space,refused,keep distance while muddy,0.28584,0.872,0.876,False,True,True,0.009,True,True
1648,104,archive,Nia,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.18,0.96,0.96,True,False,True,0.018,True,True
1652,104,riverbend,Ari,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.29244,0.96,0.96,True,False,True,0.095,True,True
1655,104,signal,Ren,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.19452,0.96,0.96,True,False,True,0.0,True,True
1656,104,orchard,Ivo,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.27264,0.96,0.96,True,False,True,0.006,True,True
1658,104,riverbend,Ari,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.20376,0.96,0.96,True,False,True,0.109,True,True
1660,104,archive,Nia,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.27132,0.96,0.96,True,False,True,0.0,True,True
1662,104,orchard,Ivo,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.18396,0.96,0.96,True,False,True,0.095,True,True
1664,105,riverbend,Lio,overload,offer quiet space,deferred,finish current queued task first,0.27132,0.852,0.856,False,True,True,0.006,True,True
1668,105,orchard,Mara,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.28386,0.876,0.886,True,False,True,0.012,True,True
1672,105,archive,Toma,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.43792,0.876,0.886,True,False,True,0.069,True,True
1676,105,riverbend,Lio,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.27,0.856,0.866,True,False,True,0.097,True,True
1680,106,orchard,Ivo,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.27528,0.96,0.96,True,False,True,0.0,True,True
1684,106,archive,Nia,overload,offer quiet space,refused,do not interrupt recall,0.27264,0.96,0.96,False,True,True,0.009,True,True
1685,106,signal,Ren,fatigue,invite rest,refused,offer rest before aid,0.19584,0.96,0.96,False,True,True,0.0,True,True
1688,106,riverbend,Ari,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.20508,0.96,0.96,True,False,True,0.013,True,True
1692,106,orchard,Ivo,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.1866,0.96,0.96,True,False,True,0.095,True,True
1695,106,roofward,Sera,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.18528,0.96,0.96,True,False,True,0.0,True,True
1696,107,archive,Toma,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.27924,0.886,0.896,True,False,True,0.009,True,True
1700,107,riverbend,Lio,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.27132,0.866,0.876,True,False,True,0.004,True,True
1704,107,orchard,Mara,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.28518,0.886,0.896,True,False,True,0.069,True,True
1708,107,archive,Toma,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.28056,0.896,0.906,True,False,True,0.072,True,True
1712,108,riverbend,Ari,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.2964,0.96,0.96,True,False,True,0.095,True,True
1715,108,signal,Ren,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.19716,0.96,0.96,True,False,True,0.0,True,True
1716,108,orchard,Ivo,cold,offer warm wrap,refused,keep distance while muddy,0.43792,0.96,0.96,False,True,True,0.009,True,True
1718,108,riverbend,Ari,soreness,offer careful bandage,refused,ask before touching sore wrist,0.20772,0.96,0.96,False,True,True,0.009,True,True
1720,108,archive,Nia,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.27066,0.96,0.96,True,False,True,0.028,True,True
1722,108,orchard,Ivo,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.18924,0.96,0.96,True,False,True,0.095,True,True
1724,108,riverbend,Ari,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.29904,0.96,0.96,True,False,True,0.109,True,True
1725,108,roofward,Sera,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.1866,0.96,0.96,True,False,True,0.0,True,True
1728,109,orchard,Mara,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.27,0.896,0.906,True,False,True,0.006,True,True
1732,109,archive,Toma,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.28188,0.906,0.916,True,False,True,0.012,True,True
1736,109,riverbend,Lio,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.27264,0.876,0.886,True,False,True,0.097,True,True
1740,109,orchard,Mara,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.27132,0.906,0.916,True,False,True,0.0,True,True
1744,110,signal,Milo,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.27132,0.864,0.874,True,False,True,0.006,True,True
1748,110,roofward,Fay,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.27,0.838,0.848,True,False,True,0.012,True,True
1752,110,repair_ring,Juno,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.27792,0.858,0.868,True,False,True,0.006,True,True
1756,110,signal,Milo,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.27,0.874,0.884,True,False,True,0.097,True,True
1760,111,roofward,Sera,fatigue,invite rest,refused,explain treatment first,0.43792,0.96,0.96,False,True,True,-0.013,True,True
1761,111,archive,Nia,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.18198,0.96,0.96,True,False,True,0.102,True,True
1764,111,repair_ring,Pax,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.27396,0.96,0.96,True,False,True,0.018,True,True
1768,111,signal,Ren,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.19848,0.96,0.96,True,False,True,0.107,True,True
1771,111,riverbend,Ari,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.34506,0.96,0.96,True,False,True,0.097,True,True
1772,111,roofward,Sera,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.27924,0.96,0.96,True,False,True,0.018,True,True
1775,111,orchard,Ivo,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.19056,0.96,0.96,True,False,True,0.004,True,True
1776,112,repair_ring,Juno,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.27924,0.868,0.878,True,False,True,0.006,True,True
1780,112,signal,Milo,fatigue,invite rest,refused,offer rest before aid,0.27132,0.884,0.888,False,True,True,0.0,True,True
1784,112,roofward,Fay,overload,offer quiet space,refused,explain treatment first,0.27132,0.848,0.852,False,True,True,0.006,True,True
1788,112,repair_ring,Juno,soreness,offer careful bandage,refused,ask before bandage,0.28056,0.878,0.882,False,True,True,-0.003,True,True
