tick_id,day,tick,season,source_region,destination_region,resource,source_stock_before,requested,delivered,source_stock_after,destination_stock_after,route_blocked,visible_delivery_ledger
398,25,14,summer_dry,archive_quarter,orchard_fen,paper,6.223,0.33,0.33,5.893,21.43,False,archive_quarter->orchard_fen:paper:0.33
399,25,15,summer_dry,signal_ridge,riverbend,oil,6.62772,0.43,0.43,6.19772,25.9,False,signal_ridge->riverbend:oil:0.43
400,26,0,summer_dry,orchard_fen,riverbend,oil,9.05,0.38,0.38,8.67,26.28,False,orchard_fen->riverbend:oil:0.38
401,26,1,summer_dry,riverbend,roofward,planks,6.3488,0.43,0.43,5.9188,17.9,False,riverbend->roofward:planks:0.43
402,26,2,summer_dry,roofward,archive_quarter,herbs,7.16404,0.33,0.33,6.83404,17.22,False,roofward->archive_quarter:herbs:0.33
403,26,3,summer_dry,archive_quarter,signal_ridge,wire,4.55,0.43,0.43,4.12,14.76,False,archive_quarter->signal_ridge:wire:0.43
404,26,4,summer_dry,signal_ridge,orchard_fen,oil,6.23892,0.33,0.33,5.90892,9.0,False,signal_ridge->orchard_fen:oil:0.33
405,26,5,summer_dry,orchard_fen,riverbend,seeds,10.95424,0.43,0.43,10.4212,15.85192,False,orchard_fen->riverbend:seeds:0.43
406,26,6,summer_dry,riverbend,roofward,water,6.6,0.28,0.28,6.32,16.33,False,riverbend->roofward:water:0.28
407,26,7,summer_dry,roofward,archive_quarter,herbs,6.87496,0.38,0.38,6.49496,17.6,False,roofward->archive_quarter:herbs:0.38
408,26,8,summer_dry,archive_quarter,signal_ridge,paper,5.97292,0.28,0.28,5.69292,17.95,False,archive_quarter->signal_ridge:paper:0.28
409,26,9,summer_dry,signal_ridge,orchard_fen,planks,2.7,0.38,0.38,2.32,18.8,False,signal_ridge->orchard_fen:planks:0.38
410,26,10,summer_dry,orchard_fen,riverbend,seeds,10.58616,0.28,0.28,10.20312,16.13192,False,orchard_fen->riverbend:seeds:0.28
411,26,11,summer_dry,riverbend,roofward,planks,5.99456,0.33,0.33,5.66456,18.23,False,riverbend->roofward:planks:0.33
412,26,12,summer_dry,roofward,archive_quarter,thread,6.98,0.43,0.43,6.55,16.37,False,roofward->archive_quarter:thread:0.43
413,26,13,summer_dry,archive_quarter,signal_ridge,paper,5.85276,0.33,0.33,5.52276,18.28,False,archive_quarter->signal_ridge:paper:0.33
414,26,14,summer_dry,signal_ridge,orchard_fen,oil,5.99132,0.43,0.43,5.56132,9.43,False,signal_ridge->orchard_fen:oil:0.43
415,26,15,summer_dry,orchard_fen,riverbend,oil,9.43,0.33,0.33,9.1,25.86,False,orchard_fen->riverbend:oil:0.33
416,27,0,summer_dry,riverbend,archive_quarter,thread,4.13,0.43,0.43,3.7,16.8,False,riverbend->archive_quarter:thread:0.43
417,27,1,summer_dry,roofward,signal_ridge,herbs,6.69956,0.33,0.33,6.36956,21.56,False,roofward->signal_ridge:herbs:0.33
418,27,2,summer_dry,archive_quarter,orchard_fen,paper,5.56272,0.43,0.43,5.13272,21.86,False,archive_quarter->orchard_fen:paper:0.43
419,27,3,summer_dry,signal_ridge,riverbend,oil,5.60272,0.33,0.33,5.27272,26.19,False,signal_ridge->riverbend:oil:0.33
420,27,4,summer_dry,orchard_fen,roofward,seeds,10.18236,0.43,0.43,9.75236,19.32984,False,orchard_fen->roofward:seeds:0.43
421,27,5,summer_dry,riverbend,archive_quarter,planks,5.86196,0.28,0.28,5.58196,16.69,False,riverbend->archive_quarter:planks:0.28
422,27,6,summer_dry,roofward,signal_ridge,wire,1.42,0.38,0.38,1.04,15.14,False,roofward->signal_ridge:wire:0.38
423,27,7,summer_dry,archive_quarter,orchard_fen,paper,5.17268,0.28,0.28,4.89268,22.14,False,archive_quarter->orchard_fen:paper:0.28
424,27,8,summer_dry,signal_ridge,riverbend,oil,5.31412,0.38,0.38,4.93412,26.57,False,signal_ridge->riverbend:oil:0.38
425,27,9,summer_dry,orchard_fen,roofward,water,4.65,0.28,0.28,4.37,16.61,False,orchard_fen->roofward:water:0.28
426,27,10,summer_dry,riverbend,archive_quarter,planks,5.73988,0.33,0.33,5.40988,17.02,False,riverbend->archive_quarter:planks:0.33
427,27,11,summer_dry,roofward,signal_ridge,herbs,6.4514,0.43,0.43,6.0214,21.99,False,roofward->signal_ridge:herbs:0.43
428,27,12,summer_dry,archive_quarter,orchard_fen,planks,17.02,0.33,0.33,16.69,19.13,False,archive_quarter->orchard_fen:planks:0.33
429,27,13,summer_dry,signal_ridge,riverbend,oil,5.09972,0.43,0.43,4.66972,27.0,False,signal_ridge->riverbend:oil:0.43
430,27,14,summer_dry,orchard_fen,roofward,seeds,9.83444,0.33,0.33,9.50444,19.65984,False,orchard_fen->roofward:seeds:0.33
431,27,15,summer_dry,riverbend,archive_quarter,thread,3.7,0.38,0.38,3.32,17.18,False,riverbend->archive_quarter:thread:0.38
432,28,0,summer_dry,roofward,archive_quarter,thread,6.55,0.33,0.33,6.22,17.51,False,roofward->archive_quarter:thread:0.33
433,28,1,summer_dry,archive_quarter,signal_ridge,paper,5.09248,0.43,0.43,4.66248,18.71,False,archive_quarter->signal_ridge:paper:0.43
434,28,2,summer_dry,signal_ridge,orchard_fen,oil,4.71112,0.33,0.33,4.38112,9.43,False,signal_ridge->orchard_fen:oil:0.33
435,28,3,summer_dry,orchard_fen,riverbend,oil,9.43,0.43,0.43,9.0,27.43,False,orchard_fen->riverbend:oil:0.43
436,28,4,summer_dry,riverbend,roofward,planks,5.48864,0.28,0.28,5.20864,18.51,False,riverbend->roofward:planks:0.28
437,28,5,summer_dry,roofward,archive_quarter,herbs,6.226,0.38,0.38,5.846,17.98,False,roofward->archive_quarter:herbs:0.38
438,28,6,summer_dry,archive_quarter,signal_ridge,wire,4.12,0.28,0.28,3.84,15.42,False,archive_quarter->signal_ridge:wire:0.28
439,28,7,summer_dry,signal_ridge,orchard_fen,oil,4.42252,0.38,0.38,4.04252,9.38,False,signal_ridge->orchard_fen:oil:0.38
440,28,8,summer_dry,orchard_fen,riverbend,seeds,9.58692,0.28,0.28,9.30692,15.9972,False,orchard_fen->riverbend:seeds:0.28
441,28,9,summer_dry,riverbend,roofward,water,6.32,0.33,0.33,5.99,16.94,False,riverbend->roofward:water:0.33
442,28,10,summer_dry,roofward,archive_quarter,herbs,6.00968,0.43,0.43,5.57968,18.41,False,roofward->archive_quarter:herbs:0.43
443,28,11,summer_dry,archive_quarter,signal_ridge,paper,4.744,0.33,0.33,4.414,19.04,False,archive_quarter->signal_ridge:paper:0.33
444,28,12,summer_dry,signal_ridge,orchard_fen,planks,2.32,0.43,0.43,1.89,19.56,False,signal_ridge->orchard_fen:planks:0.43
445,28,13,summer_dry,orchard_fen,riverbend,seeds,9.47188,0.33,0.33,9.14188,16.3272,False,orchard_fen->riverbend:seeds:0.33
446,28,14,summer_dry,riverbend,roofward,planks,5.2872,0.38,0.38,4.9072,18.89,False,riverbend->roofward:planks:0.38
447,28,15,summer_dry,roofward,archive_quarter,thread,6.22,0.28,0.28,5.94,17.04,False,roofward->archive_quarter:thread:0.28
448,29,0,summer_dry,archive_quarter,orchard_fen,planks,16.69,0.43,0.43,16.26,19.99,False,archive_quarter->orchard_fen:planks:0.43
449,29,1,summer_dry,signal_ridge,riverbend,oil,4.24952,0.33,0.33,3.91952,27.76,False,signal_ridge->riverbend:oil:0.33
450,29,2,summer_dry,orchard_fen,roofward,seeds,9.28488,0.43,0.43,8.85488,19.67256,False,orchard_fen->roofward:seeds:0.43
451,29,3,summer_dry,riverbend,archive_quarter,thread,3.32,0.28,0.28,3.04,17.32,False,riverbend->archive_quarter:thread:0.28
452,29,4,summer_dry,roofward,signal_ridge,herbs,5.66132,0.38,0.38,5.28132,22.37,False,roofward->signal_ridge:herbs:0.38
453,29,5,summer_dry,archive_quarter,orchard_fen,paper,4.6218,0.28,0.28,4.3418,22.42,False,archive_quarter->orchard_fen:paper:0.28
454,29,6,summer_dry,signal_ridge,riverbend,oil,3.96092,0.38,0.38,3.58092,28.14,False,signal_ridge->riverbend:oil:0.38
455,29,7,summer_dry,orchard_fen,roofward,seeds,8.99788,0.28,0.28,8.71788,19.95256,False,orchard_fen->roofward:seeds:0.28
456,29,8,summer_dry,riverbend,archive_quarter,planks,4.98616,0.33,0.33,4.65616,16.59,False,riverbend->archive_quarter:planks:0.33
457,29,9,summer_dry,roofward,signal_ridge,wire,1.04,0.43,0.43,0.61,15.85,False,roofward->signal_ridge:wire:0.43
458,29,10,summer_dry,archive_quarter,orchard_fen,paper,4.50804,0.33,0.33,4.17804,22.75,False,archive_quarter->orchard_fen:paper:0.33
459,29,11,summer_dry,signal_ridge,riverbend,oil,3.62232,0.43,0.43,3.19232,28.57,False,signal_ridge->riverbend:oil:0.43
460,29,12,summer_dry,orchard_fen,roofward,water,4.37,0.33,0.33,4.04,17.27,False,orchard_fen->roofward:water:0.33
461,29,13,summer_dry,riverbend,archive_quarter,planks,4.81408,0.38,0.38,4.43408,16.97,False,riverbend->archive_quarter:planks:0.38
462,29,14,summer_dry,roofward,signal_ridge,herbs,5.36276,0.28,0.28,5.08276,22.65,False,roofward->signal_ridge:herbs:0.28
463,29,15,summer_dry,archive_quarter,orchard_fen,planks,16.97,0.38,0.38,16.59,20.37,False,archive_quarter->orchard_fen:planks:0.38
464,30,0,summer_dry,orchard_fen,riverbend,oil,9.38,0.38,0.38,9.0,28.95,False,orchard_fen->riverbend:oil:0.38
465,30,1,summer_dry,riverbend,roofward,planks,4.59264,0.43,0.43,4.16264,19.32,False,riverbend->roofward:planks:0.43
466,30,2,summer_dry,roofward,archive_quarter,herbs,5.12384,0.33,0.33,4.79384,18.74,False,roofward->archive_quarter:herbs:0.33
467,30,3,summer_dry,archive_quarter,signal_ridge,wire,3.84,0.43,0.43,3.41,16.28,False,archive_quarter->signal_ridge:wire:0.43
468,30,4,summer_dry,signal_ridge,orchard_fen,oil,3.23368,0.33,0.33,2.90368,9.33,False,signal_ridge->orchard_fen:oil:0.33
469,30,5,summer_dry,orchard_fen,riverbend,seeds,9.06724,0.43,0.43,8.53484,16.7572,False,orchard_fen->riverbend:seeds:0.43
470,30,6,summer_dry,riverbend,roofward,water,5.99,0.28,0.28,5.71,17.55,False,riverbend->roofward:water:0.28
471,30,7,summer_dry,roofward,archive_quarter,herbs,4.83492,0.38,0.38,4.45492,19.12,False,roofward->archive_quarter:herbs:0.38
472,30,8,summer_dry,archive_quarter,signal_ridge,paper,4.30144,0.28,0.28,4.02144,19.32,False,archive_quarter->signal_ridge:paper:0.28
473,30,9,summer_dry,signal_ridge,orchard_fen,planks,1.89,0.38,0.38,1.51,20.75,False,signal_ridge->orchard_fen:planks:0.38
474,30,10,summer_dry,orchard_fen,riverbend,seeds,8.70044,0.28,0.28,8.31804,17.0372,False,orchard_fen->riverbend:seeds:0.28
475,30,11,summer_dry,riverbend,roofward,planks,4.24352,0.33,0.33,3.91352,19.65,False,riverbend->roofward:planks:0.33
476,30,12,summer_dry,roofward,archive_quarter,thread,5.94,0.43,0.43,5.51,17.75,False,roofward->archive_quarter:thread:0.43
477,30,13,summer_dry,archive_quarter,signal_ridge,paper,4.18512,0.33,0.33,3.85512,19.65,False,archive_quarter->signal_ridge:paper:0.33
478,30,14,summer_dry,signal_ridge,orchard_fen,oil,2.9864,0.43,0.43,2.5564,9.76,False,signal_ridge->orchard_fen:oil:0.43
479,30,15,summer_dry,orchard_fen,riverbend,oil,9.76,0.33,0.33,9.43,28.53,False,orchard_fen->riverbend:oil:0.33
480,31,0,summer_dry,riverbend,archive_quarter,thread,3.04,0.43,0.43,2.61,18.18,False,riverbend->archive_quarter:thread:0.43
481,31,1,summer_dry,roofward,signal_ridge,herbs,4.66032,0.33,0.33,4.33032,22.98,False,roofward->signal_ridge:herbs:0.33
482,31,2,summer_dry,archive_quarter,orchard_fen,paper,3.89604,0.43,0.43,3.46604,23.18,False,archive_quarter->orchard_fen:paper:0.43
483,31,3,summer_dry,signal_ridge,riverbend,oil,2.59796,0.33,0.33,2.26796,28.86,False,signal_ridge->riverbend:oil:0.33
484,31,4,summer_dry,orchard_fen,roofward,seeds,8.29824,0.43,0.43,7.86824,20.79216,False,orchard_fen->roofward:seeds:0.43
485,31,5,summer_dry,riverbend,archive_quarter,planks,4.11972,0.28,0.28,3.83972,16.87,False,riverbend->archive_quarter:planks:0.28
486,31,6,summer_dry,roofward,signal_ridge,wire,0.61,0.38,0.38,0.23,16.66,False,roofward->signal_ridge:wire:0.38
487,31,7,summer_dry,archive_quarter,orchard_fen,paper,3.50696,0.28,0.28,3.22696,23.46,False,archive_quarter->orchard_fen:paper:0.28
488,31,8,summer_dry,signal_ridge,riverbend,oil,2.30952,0.38,0.38,1.92952,29.24,False,signal_ridge->riverbend:oil:0.38
489,31,9,summer_dry,orchard_fen,roofward,water,4.04,0.28,0.28,3.76,17.83,False,orchard_fen->roofward:water:0.28
490,31,10,summer_dry,riverbend,archive_quarter,planks,4.00468,0.33,0.33,3.67468,17.2,False,riverbend->archive_quarter:planks:0.33
491,31,11,summer_dry,roofward,signal_ridge,herbs,4.41248,0.43,0.43,3.98248,23.41,False,roofward->signal_ridge:herbs:0.43
492,31,12,summer_dry,archive_quarter,orchard_fen,planks,17.2,0.33,0.33,16.87,21.08,False,archive_quarter->orchard_fen:planks:0.33
493,31,13,summer_dry,signal_ridge,riverbend,oil,2.09576,0.43,0.43,1.66576,29.67,False,signal_ridge->riverbend:oil:0.43
494,31,14,summer_dry,orchard_fen,roofward,seeds,7.95064,0.33,0.33,7.62064,21.12216,False,orchard_fen->roofward:seeds:0.33
495,31,15,summer_dry,riverbend,archive_quarter,thread,2.61,0.38,0.38,2.23,18.56,False,riverbend->archive_quarter:thread:0.38
496,32,0,summer_dry,roofward,archive_quarter,thread,5.51,0.33,0.33,5.18,18.89,False,roofward->archive_quarter:thread:0.33
497,32,1,summer_dry,archive_quarter,signal_ridge,paper,3.43156,0.43,0.43,3.00156,20.08,False,archive_quarter->signal_ridge:paper:0.43
498,32,2,summer_dry,signal_ridge,orchard_fen,oil,1.70732,0.33,0.33,1.37732,9.76,False,signal_ridge->orchard_fen:oil:0.33
499,32,3,summer_dry,orchard_fen,riverbend,oil,9.76,0.43,0.43,9.33,30.1,False,orchard_fen->riverbend:oil:0.43
500,32,4,summer_dry,riverbend,roofward,planks,3.75696,0.28,0.28,3.47696,19.93,False,riverbend->roofward:planks:0.28
501,32,5,summer_dry,roofward,archive_quarter,herbs,4.18788,0.38,0.38,3.80788,19.5,False,roofward->archive_quarter:herbs:0.38
502,32,6,summer_dry,archive_quarter,signal_ridge,wire,3.41,0.28,0.28,3.13,16.94,False,archive_quarter->signal_ridge:wire:0.28
503,32,7,summer_dry,signal_ridge,orchard_fen,oil,1.41888,0.38,0.38,1.03888,9.71,False,signal_ridge->orchard_fen:oil:0.38
504,32,8,summer_dry,orchard_fen,riverbend,seeds,7.70344,0.28,0.28,7.42344,16.90504,False,orchard_fen->riverbend:seeds:0.28
505,32,9,summer_dry,riverbend,roofward,water,5.71,0.33,0.33,5.38,18.16,False,riverbend->roofward:water:0.33
506,32,10,summer_dry,roofward,archive_quarter,herbs,3.9722,0.43,0.43,3.5422,19.93,False,roofward->archive_quarter:herbs:0.43
507,32,11,summer_dry,archive_quarter,signal_ridge,paper,3.0834,0.33,0.33,2.7534,20.41,False,archive_quarter->signal_ridge:paper:0.33
508,32,12,summer_dry,signal_ridge,orchard_fen,planks,1.51,0.43,0.43,1.08,21.51,False,signal_ridge->orchard_fen:planks:0.43
509,32,13,summer_dry,orchard_fen,riverbend,seeds,7.58904,0.33,0.33,7.25904,17.23504,False,orchard_fen->riverbend:seeds:0.33
510,32,14,summer_dry,riverbend,roofward,planks,3.55904,0.38,0.38,3.17904,20.31,False,riverbend->roofward:planks:0.38
511,32,15,summer_dry,roofward,archive_quarter,thread,5.18,0.28,0.28,4.9,19.17,False,roofward->archive_quarter:thread:0.28
512,33,0,autumn_wind,archive_quarter,orchard_fen,planks,16.87,0.43,0.4085,16.4615,21.9185,False,archive_quarter->orchard_fen:planks:0.41
513,33,1,autumn_wind,signal_ridge,riverbend,oil,1.23324,0.33,0.3135,0.91974,30.4135,False,signal_ridge->riverbend:oil:0.31
514,33,2,autumn_wind,orchard_fen,roofward,seeds,7.29708,0.43,0.4085,6.88858,21.11594,False,orchard_fen->roofward:seeds:0.41
515,33,3,autumn_wind,riverbend,archive_quarter,thread,2.23,0.28,0.266,1.964,19.436,False,riverbend->archive_quarter:thread:0.27
516,33,4,autumn_wind,roofward,signal_ridge,herbs,3.6208,0.38,0.361,3.2598,23.771,False,roofward->signal_ridge:herbs:0.36
517,33,5,autumn_wind,archive_quarter,orchard_fen,paper,2.9452,0.28,0.266,2.6792,23.726,False,archive_quarter->orchard_fen:paper:0.27
518,33,6,autumn_wind,signal_ridge,riverbend,oil,0.95794,0.38,0.361,0.59694,30.7745,False,signal_ridge->riverbend:oil:0.36
519,33,7,autumn_wind,orchard_fen,roofward,seeds,6.92662,0.28,0.266,6.66062,21.38194,False,orchard_fen->roofward:seeds:0.27
520,33,8,autumn_wind,riverbend,archive_quarter,planks,3.2548,0.33,0.3135,2.9413,16.775,False,riverbend->archive_quarter:planks:0.31
521,33,9,autumn_wind,roofward,signal_ridge,wire,0.23,0.43,0.0,0.23,16.94,False,roofward->signal_ridge:wire:0.00
522,33,10,autumn_wind,archive_quarter,orchard_fen,paper,2.83264,0.33,0.3135,2.51914,24.0395,False,archive_quarter->orchard_fen:paper:0.31
523,33,11,autumn_wind,signal_ridge,riverbend,oil,0.63514,0.43,0.4085,0.22664,31.183,False,signal_ridge->riverbend:oil:0.41
524,33,12,autumn_wind,orchard_fen,roofward,water,3.76,0.33,0.3135,3.4465,18.4735,False,orchard_fen->roofward:water:0.31
525,33,13,autumn_wind,riverbend,archive_quarter,planks,3.09282,0.38,0.361,2.73182,17.136,False,riverbend->archive_quarter:planks:0.36
526,33,14,autumn_wind,roofward,signal_ridge,herbs,3.33484,0.28,0.266,3.06884,24.037,False,roofward->signal_ridge:herbs:0.27
527,33,15,autumn_wind,archive_quarter,orchard_fen,planks,17.136,0.38,0.361,16.775,22.2795,False,archive_quarter->orchard_fen:planks:0.36
528,34,0,autumn_wind,signal_ridge,orchard_fen,planks,1.08,0.33,0.3135,0.7665,22.593,False,signal_ridge->orchard_fen:planks:0.31
529,34,1,autumn_wind,orchard_fen,riverbend,seeds,6.85082,0.43,0.4085,6.44232,17.64354,False,orchard_fen->riverbend:seeds:0.41
530,34,2,autumn_wind,riverbend,roofward,planks,2.7697,0.28,0.266,2.5037,20.576,False,riverbend->roofward:planks:0.27
531,34,3,autumn_wind,roofward,archive_quarter,thread,4.9,0.38,0.361,4.539,19.797,False,roofward->archive_quarter:thread:0.36
532,34,4,autumn_wind,archive_quarter,signal_ridge,paper,2.59566,0.28,0.266,2.32966,20.676,False,archive_quarter->signal_ridge:paper:0.27
533,34,5,autumn_wind,signal_ridge,orchard_fen,oil,0.41764,0.38,0.361,0.05664,10.071,False,signal_ridge->orchard_fen:oil:0.36
534,34,6,autumn_wind,orchard_fen,riverbend,oil,10.071,0.28,0.266,9.805,31.449,False,orchard_fen->riverbend:oil:0.27
535,34,7,autumn_wind,riverbend,roofward,planks,2.54158,0.33,0.3135,2.22808,20.8895,False,riverbend->roofward:planks:0.31
536,34,8,autumn_wind,roofward,archive_quarter,herbs,3.14428,0.43,0.4085,2.73578,20.3385,False,roofward->archive_quarter:herbs:0.41
537,34,9,autumn_wind,archive_quarter,signal_ridge,wire,3.13,0.33,0.3135,2.8165,17.2535,False,archive_quarter->signal_ridge:wire:0.31
538,34,10,autumn_wind,signal_ridge,orchard_fen,oil,0.20944,0.43,0.0,0.20944,9.805,False,signal_ridge->orchard_fen:oil:0.00
539,34,11,autumn_wind,orchard_fen,riverbend,seeds,6.5184,0.33,0.3135,6.2049,17.95704,False,orchard_fen->riverbend:seeds:0.31
540,34,12,autumn_wind,riverbend,roofward,water,5.38,0.38,0.361,5.019,18.8345,False,riverbend->roofward:water:0.36
541,34,13,autumn_wind,roofward,archive_quarter,herbs,2.88666,0.28,0.266,2.62066,20.6045,False,roofward->archive_quarter:herbs:0.27
542,34,14,autumn_wind,archive_quarter,signal_ridge,paper,2.40598,0.38,0.361,2.04498,21.037,False,archive_quarter->signal_ridge:paper:0.36
543,34,15,autumn_wind,signal_ridge,orchard_fen,planks,0.7665,0.28,0.266,0.5005,22.859,False,signal_ridge->orchard_fen:planks:0.27
544,35,0,autumn_wind,orchard_fen,roofward,water,3.4465,0.43,0.4085,3.038,19.243,False,orchard_fen->roofward:water:0.41
545,35,1,autumn_wind,riverbend,archive_quarter,planks,2.41748,0.28,0.266,2.15148,17.041,False,riverbend->archive_quarter:planks:0.27
546,35,2,autumn_wind,roofward,signal_ridge,herbs,2.65838,0.38,0.361,2.29738,24.398,False,roofward->signal_ridge:herbs:0.36
547,35,3,autumn_wind,archive_quarter,orchard_fen,planks,17.041,0.28,0.266,16.775,23.125,False,archive_quarter->orchard_fen:planks:0.27
548,35,4,autumn_wind,signal_ridge,riverbend,oil,0.28564,0.38,0.0,0.28564,31.449,False,signal_ridge->riverbend:oil:0.00
549,35,5,autumn_wind,orchard_fen,roofward,seeds,6.3951,0.28,0.266,6.1291,21.64794,False,orchard_fen->roofward:seeds:0.27
550,35,6,autumn_wind,riverbend,archive_quarter,thread,1.964,0.33,0.3135,1.6505,20.1105,False,riverbend->archive_quarter:thread:0.31
551,35,7,autumn_wind,roofward,signal_ridge,herbs,2.3351,0.43,0.4085,1.9266,24.8065,False,roofward->signal_ridge:herbs:0.41
552,35,8,autumn_wind,archive_quarter,orchard_fen,paper,2.1217,0.33,0.3135,1.8082,24.353,False,archive_quarter->orchard_fen:paper:0.31
553,35,9,autumn_wind,signal_ridge,riverbend,oil,0.32364,0.43,0.0,0.32364,31.449,False,signal_ridge->riverbend:oil:0.00
554,35,10,autumn_wind,orchard_fen,roofward,seeds,6.28126,0.33,0.3135,5.96776,21.96144,False,orchard_fen->roofward:seeds:0.31
555,35,11,autumn_wind,riverbend,archive_quarter,planks,2.22724,0.38,0.361,1.86624,17.136,False,riverbend->archive_quarter:planks:0.36
556,35,12,autumn_wind,roofward,signal_ridge,wire,0.23,0.28,0.0,0.23,17.2535,False,roofward->signal_ridge:wire:0.00
557,35,13,autumn_wind,archive_quarter,orchard_fen,paper,1.96164,0.38,0.361,1.60064,24.714,False,archive_quarter->orchard_fen:paper:0.36
558,35,14,autumn_wind,signal_ridge,riverbend,oil,0.36164,0.28,0.266,0.09564,31.715,False,signal_ridge->riverbend:oil:0.27
559,35,15,autumn_wind,orchard_fen,roofward,water,3.038,0.38,0.361,2.677,19.604,False,orchard_fen->roofward:water:0.36
560,36,0,autumn_wind,roofward,archive_quarter,thread,4.539,0.33,0.3135,4.2255,20.424,False,roofward->archive_quarter:thread:0.31
561,36,1,autumn_wind,archive_quarter,signal_ridge,paper,1.75152,0.43,0.4085,1.34302,21.4455,False,archive_quarter->signal_ridge:paper:0.41
562,36,2,autumn_wind,signal_ridge,orchard_fen,oil,0.134,0.33,0.0,0.134,9.805,False,signal_ridge->orchard_fen:oil:0.00
563,36,3,autumn_wind,orchard_fen,riverbend,oil,9.805,0.43,0.4085,9.3965,32.1235,False,orchard_fen->riverbend:oil:0.41
564,36,4,autumn_wind,riverbend,roofward,planks,1.90408,0.28,0.266,1.63808,21.1555,False,riverbend->roofward:planks:0.27
565,36,5,autumn_wind,roofward,archive_quarter,herbs,2.15372,0.38,0.361,1.79272,20.9655,False,roofward->archive_quarter:herbs:0.36
566,36,6,autumn_wind,archive_quarter,signal_ridge,wire,2.8165,0.28,0.266,2.5505,17.5195,False,archive_quarter->signal_ridge:wire:0.27
567,36,7,autumn_wind,signal_ridge,orchard_fen,oil,0.17236,0.38,0.0,0.17236,9.3965,False,signal_ridge->orchard_fen:oil:0.00
568,36,8,autumn_wind,orchard_fen,riverbend,seeds,6.0822,0.28,0.266,5.8162,18.22304,False,orchard_fen->riverbend:seeds:0.27
569,36,9,autumn_wind,riverbend,roofward,water,5.019,0.33,0.3135,4.7055,19.9175,False,riverbend->roofward:water:0.31
570,36,10,autumn_wind,roofward,archive_quarter,herbs,1.94424,0.43,0.4085,1.53574,21.374,False,roofward->archive_quarter:herbs:0.41
571,36,11,autumn_wind,archive_quarter,signal_ridge,paper,1.41846,0.33,0.3135,1.10496,21.759,False,archive_quarter->signal_ridge:paper:0.31
572,36,12,autumn_wind,signal_ridge,orchard_fen,planks,0.5005,0.43,0.4085,0.092,23.5335,False,signal_ridge->orchard_fen:planks:0.41
573,36,13,autumn_wind,orchard_fen,riverbend,seeds,5.969,0.33,0.3135,5.6555,18.53654,False,orchard_fen->riverbend:seeds:0.31
574,36,14,autumn_wind,riverbend,roofward,planks,1.71376,0.38,0.361,1.35276,21.5165,False,riverbend->roofward:planks:0.36
575,36,15,autumn_wind,roofward,archive_quarter,thread,4.2255,0.28,0.266,3.9595,20.69,False,roofward->archive_quarter:thread:0.27
576,37,0,autumn_wind,archive_quarter,orchard_fen,planks,17.136,0.43,0.4085,16.7275,23.942,False,archive_quarter->orchard_fen:planks:0.41
577,37,1,autumn_wind,signal_ridge,riverbend,oil,0.36416,0.33,0.3135,0.05066,32.437,False,signal_ridge->riverbend:oil:0.31
578,37,2,autumn_wind,orchard_fen,roofward,seeds,5.6937,0.43,0.4085,5.2852,22.36994,False,orchard_fen->roofward:seeds:0.41
579,37,3,autumn_wind,riverbend,archive_quarter,thread,1.6505,0.28,0.266,1.3845,20.956,False,riverbend->archive_quarter:thread:0.27
580,37,4,autumn_wind,roofward,signal_ridge,herbs,1.6113,0.38,0.361,1.2503,25.1675,False,roofward->signal_ridge:herbs:0.36
581,37,5,autumn_wind,archive_quarter,orchard_fen,paper,1.29356,0.28,0.266,1.02756,24.98,False,archive_quarter->orchard_fen:paper:0.27
582,37,6,autumn_wind,signal_ridge,riverbend,oil,0.08902,0.38,0.0,0.08902,32.437,False,signal_ridge->riverbend:oil:0.00
583,37,7,autumn_wind,orchard_fen,roofward,seeds,5.3234,0.28,0.266,5.0574,22.63594,False,orchard_fen->roofward:seeds:0.27
584,37,8,autumn_wind,riverbend,archive_quarter,planks,1.42884,0.33,0.3135,1.11534,17.041,False,riverbend->archive_quarter:planks:0.31
585,37,9,autumn_wind,roofward,signal_ridge,wire,0.23,0.43,0.0,0.23,17.5195,False,roofward->signal_ridge:wire:0.00
586,37,10,autumn_wind,archive_quarter,orchard_fen,paper,1.17844,0.33,0.3135,0.86494,25.2935,False,archive_quarter->orchard_fen:paper:0.31
587,37,11,autumn_wind,signal_ridge,riverbend,oil,0.12738,0.43,0.0,0.12738,32.437,False,signal_ridge->riverbend:oil:0.00
588,37,12,autumn_wind,orchard_fen,roofward,water,2.677,0.33,0.3135,2.3635,20.231,False,orchard_fen->roofward:water:0.31
589,37,13,autumn_wind,riverbend,archive_quarter,planks,1.2675,0.38,0.361,0.9065,17.402,False,riverbend->archive_quarter:planks:0.36
590,37,14,autumn_wind,roofward,signal_ridge,herbs,1.32566,0.28,0.266,1.05966,25.4335,False,roofward->signal_ridge:herbs:0.27
591,37,15,autumn_wind,archive_quarter,orchard_fen,planks,17.402,0.38,0.361,17.041,24.303,False,archive_quarter->orchard_fen:planks:0.36
592,38,0,autumn_wind,signal_ridge,orchard_fen,planks,0.092,0.33,0.0,0.092,24.303,False,signal_ridge->orchard_fen:planks:0.00
593,38,1,autumn_wind,orchard_fen,riverbend,seeds,5.2484,0.43,0.4085,4.8399,18.94504,False,orchard_fen->riverbend:seeds:0.41
594,38,2,autumn_wind,riverbend,roofward,planks,0.94454,0.28,0.266,0.67854,21.7825,False,riverbend->roofward:planks:0.27
