tick_id,day,route_id,agent,choice_label,trust_before,trust_delta,trust_after,route_recovery_delta,followup_due,consequence_visible
621,45,orchard_riverbend,Ari,ask to keep direct route,0.794,0.0,0.794,0.0,False,False
622,45,central_repair_ring,Juno,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
623,45,riverbend_roofward,Fay,ask to keep direct route,0.848,0.0,0.848,0.0,False,False
624,45,roofward_archive,Fay,ask to merge detour,0.92,0.018,0.92,0.012,False,True
625,45,archive_signal,Milo,ask to keep direct route,0.8,0.0,0.8,0.0,False,False
626,45,signal_orchard,Milo,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
627,45,orchard_riverbend,Ari,ask to keep direct route,0.794,0.0,0.794,0.0,False,False
628,45,central_repair_ring,Juno,ask to merge detour,0.92,0.018,0.92,0.012,False,True
629,45,riverbend_roofward,Fay,ask to keep direct route,0.848,0.0,0.848,0.0,False,False
630,46,roofward_archive,Fay,ask to keep direct route,0.92,0.018,0.92,0.012,True,True
631,46,archive_signal,Milo,ask to keep direct route,0.8,0.018,0.818,0.012,False,True
632,46,signal_orchard,Milo,ask to merge detour,0.92,0.0,0.92,0.0,False,False
633,46,orchard_riverbend,Ari,ask to keep direct route,0.794,0.018,0.812,0.012,False,True
634,46,central_repair_ring,Juno,ask to keep direct route,0.92,0.018,0.92,0.012,True,True
635,46,riverbend_roofward,Fay,ask to keep direct route,0.848,0.0,0.848,0.0,False,False
636,46,roofward_archive,Fay,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
637,46,archive_signal,Milo,ask to keep direct route,0.818,0.0,0.818,0.0,False,False
638,46,signal_orchard,Milo,ask to keep direct route,0.92,-0.012,0.908,-0.004,False,True
639,46,orchard_riverbend,Ari,ask to keep direct route,0.812,0.018,0.83,0.012,False,True
640,46,central_repair_ring,Juno,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
641,46,riverbend_roofward,Fay,ask to keep direct route,0.848,0.0,0.848,0.0,False,False
642,46,roofward_archive,Fay,ask to merge detour,0.92,0.018,0.92,0.012,False,True
643,46,archive_signal,Milo,ask to keep direct route,0.818,0.0,0.818,0.0,False,False
644,47,signal_orchard,Milo,ask to keep direct route,0.908,0.0,0.908,0.0,False,False
645,47,orchard_riverbend,Ari,ask to keep direct route,0.83,0.018,0.848,0.012,True,True
646,47,central_repair_ring,Juno,ask to merge detour,0.92,0.0,0.92,0.0,False,False
647,47,riverbend_roofward,Fay,ask to keep direct route,0.848,0.0,0.848,0.0,False,False
648,47,roofward_archive,Fay,ask to keep direct route,0.92,0.018,0.92,0.012,True,True
649,47,archive_signal,Milo,ask to keep direct route,0.818,0.0,0.818,0.0,False,False
650,47,signal_orchard,Milo,ask to keep direct route,0.908,0.0,0.908,0.0,False,False
651,47,orchard_riverbend,Ari,ask to keep direct route,0.848,0.0,0.848,0.0,False,False
652,47,central_repair_ring,Juno,ask to merge detour,0.92,0.018,0.92,0.012,False,True
653,47,riverbend_roofward,Fay,ask to keep direct route,0.848,0.0,0.848,0.0,False,False
654,47,roofward_archive,Fay,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
655,47,archive_signal,Milo,ask to keep direct route,0.818,0.0,0.818,0.0,False,False
656,47,signal_orchard,Milo,ask to merge detour,0.908,-0.012,0.896,-0.004,False,True
657,47,orchard_riverbend,Ari,ask to keep direct route,0.848,0.0,0.848,0.0,False,False
658,48,riverbend_roofward,Ari,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
659,48,roofward_archive,Nia,ask to merge detour,0.818,0.018,0.836,0.012,False,True
660,48,archive_signal,Nia,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
661,48,signal_orchard,Ivo,ask to merge detour,0.848,0.0,0.848,0.0,False,False
662,48,orchard_riverbend,Ivo,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
663,48,central_repair_ring,Pax,ask to keep direct route,0.77,0.0,0.77,0.0,False,False
664,48,riverbend_roofward,Ari,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
665,48,roofward_archive,Nia,ask to keep direct route,0.836,0.0,0.836,0.0,False,False
666,48,archive_signal,Nia,ask to merge detour,0.92,0.018,0.92,0.012,False,True
667,48,signal_orchard,Ivo,ask to merge detour,0.848,0.0,0.848,0.0,False,False
668,48,orchard_riverbend,Ivo,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
669,48,central_repair_ring,Pax,ask to keep direct route,0.77,0.0,0.77,0.0,False,False
670,48,riverbend_roofward,Ari,ask to merge detour,0.92,0.018,0.92,0.012,False,True
671,48,roofward_archive,Nia,ask to keep direct route,0.836,0.0,0.836,0.0,False,False
672,49,archive_signal,Nia,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
673,49,signal_orchard,Ivo,ask to merge detour,0.848,0.018,0.866,0.012,True,True
674,49,orchard_riverbend,Ivo,ask to merge detour,0.92,0.0,0.92,0.0,False,False
675,49,central_repair_ring,Pax,ask to keep direct route,0.77,0.0,0.77,0.0,False,False
676,49,riverbend_roofward,Ari,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
677,49,roofward_archive,Nia,ask to keep direct route,0.836,0.0,0.836,0.0,False,False
678,49,archive_signal,Nia,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
679,49,signal_orchard,Ivo,ask to keep direct route,0.866,0.018,0.884,0.012,False,True
680,49,orchard_riverbend,Ivo,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
681,49,central_repair_ring,Pax,ask to keep direct route,0.77,0.0,0.77,0.0,False,False
682,49,riverbend_roofward,Ari,ask to keep direct route,0.92,0.018,0.92,0.012,True,True
683,49,roofward_archive,Nia,ask to keep direct route,0.836,0.0,0.836,0.0,False,False
684,49,archive_signal,Nia,ask to merge detour,0.92,0.018,0.92,0.012,True,True
685,49,signal_orchard,Ivo,ask to keep direct route,0.884,0.018,0.902,0.012,False,True
686,50,orchard_riverbend,Ivo,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
687,50,central_repair_ring,Pax,ask to keep direct route,0.77,0.018,0.788,0.012,False,True
688,50,riverbend_roofward,Ari,ask to merge detour,0.92,0.0,0.92,0.0,False,False
689,50,roofward_archive,Nia,ask to keep direct route,0.836,0.0,0.836,0.0,False,False
690,50,archive_signal,Nia,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
691,50,signal_orchard,Ivo,ask to keep direct route,0.902,0.0,0.902,0.0,False,False
692,50,orchard_riverbend,Ivo,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
693,50,central_repair_ring,Pax,ask to keep direct route,0.788,0.0,0.788,0.0,False,False
694,50,riverbend_roofward,Ari,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
695,50,roofward_archive,Nia,ask to keep direct route,0.836,0.0,0.836,0.0,False,False
696,50,archive_signal,Nia,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
697,50,signal_orchard,Ivo,ask to keep direct route,0.902,0.0,0.902,0.0,False,False
698,50,orchard_riverbend,Ivo,ask to merge detour,0.92,0.018,0.92,0.012,True,True
699,50,central_repair_ring,Pax,ask to keep direct route,0.788,0.0,0.788,0.0,False,False
700,51,riverbend_roofward,Ari,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
701,51,roofward_archive,Nia,ask to keep direct route,0.836,0.018,0.854,0.012,False,True
702,51,archive_signal,Nia,ask to merge detour,0.92,0.0,0.92,0.0,False,False
703,51,signal_orchard,Ivo,ask to keep direct route,0.902,0.0,0.902,0.0,False,False
704,51,orchard_riverbend,Ivo,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
705,51,central_repair_ring,Pax,ask to keep direct route,0.788,0.0,0.788,0.0,False,False
706,51,riverbend_roofward,Ari,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
707,51,roofward_archive,Nia,ask to keep direct route,0.854,0.018,0.872,0.012,True,True
708,51,archive_signal,Nia,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
709,51,signal_orchard,Ivo,ask to keep direct route,0.902,0.0,0.902,0.0,False,False
710,51,orchard_riverbend,Ivo,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
711,51,central_repair_ring,Pax,ask to keep direct route,0.788,0.0,0.788,0.0,False,False
712,51,riverbend_roofward,Ari,ask to merge detour,0.92,0.018,0.92,0.012,False,True
713,51,roofward_archive,Nia,ask to keep direct route,0.872,0.018,0.89,0.012,False,True
714,52,archive_signal,Nia,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
715,52,signal_orchard,Ivo,ask to keep direct route,0.902,0.018,0.92,0.012,True,True
716,52,orchard_riverbend,Ivo,ask to merge detour,0.92,0.0,0.92,0.0,False,False
717,52,central_repair_ring,Pax,ask to keep direct route,0.788,0.0,0.788,0.0,False,False
718,52,riverbend_roofward,Ari,ask to keep direct route,0.92,0.018,0.92,0.012,True,True
719,52,roofward_archive,Nia,ask to keep direct route,0.89,0.0,0.89,0.0,False,False
720,52,archive_signal,Nia,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
721,52,signal_orchard,Ivo,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
722,52,orchard_riverbend,Ivo,ask to keep direct route,0.92,0.018,0.92,0.012,True,True
723,52,central_repair_ring,Pax,ask to keep direct route,0.788,0.0,0.788,0.0,False,False
724,52,riverbend_roofward,Ari,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
725,52,roofward_archive,Nia,ask to keep direct route,0.89,0.0,0.89,0.0,False,False
726,52,archive_signal,Nia,ask to merge detour,0.92,0.018,0.92,0.012,True,True
727,52,signal_orchard,Ivo,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
728,53,orchard_riverbend,Ivo,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
729,53,central_repair_ring,Pax,ask to keep direct route,0.788,0.018,0.806,0.012,True,True
730,53,riverbend_roofward,Ari,ask to merge detour,0.92,0.0,0.92,0.0,False,False
731,53,roofward_archive,Nia,ask to keep direct route,0.89,0.0,0.89,0.0,False,False
732,53,archive_signal,Nia,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
733,53,signal_orchard,Ivo,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
734,53,orchard_riverbend,Ivo,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
735,53,central_repair_ring,Pax,ask to keep direct route,0.806,0.018,0.824,0.012,False,True
736,53,riverbend_roofward,Ari,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
737,53,roofward_archive,Nia,ask to keep direct route,0.89,0.0,0.89,0.0,False,False
738,53,archive_signal,Nia,ask to keep direct route,0.92,-0.012,0.908,-0.004,False,True
739,53,signal_orchard,Ivo,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
740,53,orchard_riverbend,Ivo,ask to merge detour,0.92,0.018,0.92,0.012,False,True
741,53,central_repair_ring,Pax,ask to keep direct route,0.824,0.018,0.842,0.012,False,True
742,54,roofward_archive,Fay,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
743,54,archive_signal,Milo,ask to merge detour,0.818,0.018,0.836,0.012,True,True
744,54,signal_orchard,Milo,ask to keep direct route,0.896,0.018,0.914,0.012,False,True
745,54,orchard_riverbend,Ari,ask to keep direct route,0.848,0.0,0.848,0.0,False,False
746,54,central_repair_ring,Juno,ask to keep direct route,0.92,0.018,0.92,0.012,True,True
747,54,riverbend_roofward,Fay,ask to keep direct route,0.848,0.018,0.866,0.012,False,True
748,54,roofward_archive,Fay,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
749,54,archive_signal,Milo,ask to keep direct route,0.836,0.0,0.836,0.0,False,False
750,54,signal_orchard,Milo,ask to merge detour,0.914,0.018,0.92,0.012,False,True
751,54,orchard_riverbend,Ari,ask to keep direct route,0.848,0.0,0.848,0.0,False,False
752,54,central_repair_ring,Juno,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
753,54,riverbend_roofward,Fay,ask to keep direct route,0.866,0.018,0.884,0.012,True,True
754,54,roofward_archive,Fay,ask to keep direct route,0.92,-0.012,0.908,-0.004,False,True
755,54,archive_signal,Milo,ask to keep direct route,0.836,0.0,0.836,0.0,False,False
756,55,signal_orchard,Milo,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
757,55,orchard_riverbend,Ari,ask to keep direct route,0.848,0.018,0.866,0.012,False,True
758,55,central_repair_ring,Juno,ask to merge detour,0.92,0.0,0.92,0.0,False,False
759,55,riverbend_roofward,Fay,ask to keep direct route,0.884,0.0,0.884,0.0,False,False
760,55,roofward_archive,Fay,ask to keep direct route,0.908,0.018,0.92,0.012,False,True
761,55,archive_signal,Milo,ask to keep direct route,0.836,0.0,0.836,0.0,False,False
762,55,signal_orchard,Milo,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
763,55,orchard_riverbend,Ari,ask to keep direct route,0.866,0.0,0.866,0.0,False,False
764,55,central_repair_ring,Juno,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
765,55,riverbend_roofward,Fay,ask to keep direct route,0.884,0.0,0.884,0.0,False,False
766,55,roofward_archive,Fay,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
767,55,archive_signal,Milo,ask to keep direct route,0.836,0.0,0.836,0.0,False,False
768,55,signal_orchard,Milo,ask to merge detour,0.92,0.018,0.92,0.012,True,True
769,55,orchard_riverbend,Ari,ask to keep direct route,0.866,0.0,0.866,0.0,False,False
770,56,central_repair_ring,Juno,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
771,56,riverbend_roofward,Fay,ask to keep direct route,0.884,0.018,0.902,0.012,False,True
772,56,roofward_archive,Fay,ask to merge detour,0.92,0.018,0.92,0.012,True,True
773,56,archive_signal,Milo,ask to keep direct route,0.836,0.0,0.836,0.0,False,False
774,56,signal_orchard,Milo,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
775,56,orchard_riverbend,Ari,ask to keep direct route,0.866,0.018,0.884,0.012,True,True
776,56,central_repair_ring,Juno,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
777,56,riverbend_roofward,Fay,ask to keep direct route,0.902,0.0,0.902,0.0,False,False
778,56,roofward_archive,Fay,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
779,56,archive_signal,Milo,ask to keep direct route,0.836,0.0,0.836,0.0,False,False
780,56,signal_orchard,Milo,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
781,56,orchard_riverbend,Ari,ask to keep direct route,0.884,0.018,0.902,0.012,False,True
782,56,central_repair_ring,Juno,ask to merge detour,0.92,0.018,0.92,0.012,False,True
783,56,riverbend_roofward,Fay,ask to keep direct route,0.902,0.0,0.902,0.0,False,False
784,57,roofward_archive,Fay,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
785,57,archive_signal,Milo,ask to keep direct route,0.836,0.018,0.854,0.012,False,True
786,57,signal_orchard,Milo,ask to merge detour,0.92,0.0,0.92,0.0,False,False
787,57,orchard_riverbend,Ari,ask to keep direct route,0.902,0.0,0.902,0.0,False,False
788,57,central_repair_ring,Juno,ask to merge detour,0.92,0.018,0.92,0.012,True,True
789,57,riverbend_roofward,Fay,ask to keep direct route,0.902,0.0,0.902,0.0,False,False
790,57,roofward_archive,Fay,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
791,57,archive_signal,Milo,ask to keep direct route,0.854,0.0,0.854,0.0,False,False
792,57,signal_orchard,Milo,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
793,57,orchard_riverbend,Ari,ask to keep direct route,0.902,0.0,0.902,0.0,False,False
794,57,central_repair_ring,Juno,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
795,57,riverbend_roofward,Fay,ask to keep direct route,0.902,0.0,0.902,0.0,False,False
796,57,roofward_archive,Fay,ask to merge detour,0.92,0.018,0.92,0.012,False,True
797,57,archive_signal,Milo,ask to keep direct route,0.854,0.0,0.854,0.0,False,False
798,58,signal_orchard,Milo,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
799,58,orchard_riverbend,Ari,ask to keep direct route,0.902,0.018,0.92,0.012,False,True
800,58,central_repair_ring,Juno,ask to merge detour,0.92,0.018,0.92,0.012,False,True
801,58,riverbend_roofward,Fay,ask to keep direct route,0.902,0.0,0.902,0.0,False,False
802,58,roofward_archive,Fay,ask to keep direct route,0.92,0.018,0.92,0.012,True,True
803,58,archive_signal,Milo,ask to keep direct route,0.854,0.018,0.872,0.012,False,True
804,58,signal_orchard,Milo,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
805,58,orchard_riverbend,Ari,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
806,58,central_repair_ring,Juno,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
807,58,riverbend_roofward,Fay,ask to keep direct route,0.902,0.0,0.902,0.0,False,False
808,58,roofward_archive,Fay,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
809,58,archive_signal,Milo,ask to keep direct route,0.872,0.018,0.89,0.012,True,True
810,58,signal_orchard,Milo,ask to merge detour,0.92,0.018,0.92,0.012,True,True
811,58,orchard_riverbend,Ari,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
812,59,central_repair_ring,Juno,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
813,59,riverbend_roofward,Fay,ask to keep direct route,0.902,0.018,0.92,0.012,False,True
814,59,roofward_archive,Fay,ask to merge detour,0.92,0.0,0.92,0.0,False,False
815,59,archive_signal,Milo,ask to keep direct route,0.89,0.0,0.89,0.0,False,False
816,59,signal_orchard,Milo,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
817,59,orchard_riverbend,Ari,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
818,59,central_repair_ring,Juno,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
819,59,riverbend_roofward,Fay,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
820,59,roofward_archive,Fay,ask to keep direct route,0.92,-0.012,0.908,-0.004,False,True
821,59,archive_signal,Milo,ask to keep direct route,0.89,0.0,0.89,0.0,False,False
822,59,signal_orchard,Milo,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
823,59,orchard_riverbend,Ari,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
824,59,central_repair_ring,Juno,ask to merge detour,0.92,0.018,0.92,0.012,True,True
825,59,riverbend_roofward,Fay,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
826,60,archive_signal,Nia,ask to keep direct route,0.908,0.0,0.908,0.0,False,False
827,60,signal_orchard,Ivo,ask to merge detour,0.92,0.018,0.92,0.012,False,True
828,60,orchard_riverbend,Ivo,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
829,60,central_repair_ring,Pax,ask to keep direct route,0.842,0.0,0.842,0.0,False,False
830,60,riverbend_roofward,Ari,ask to keep direct route,0.92,0.018,0.92,0.012,True,True
831,60,roofward_archive,Nia,ask to keep direct route,0.89,0.0,0.89,0.0,False,False
832,60,archive_signal,Nia,ask to keep direct route,0.908,0.0,0.908,0.0,False,False
833,60,signal_orchard,Ivo,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
834,60,orchard_riverbend,Ivo,ask to merge detour,0.92,0.018,0.92,0.012,True,True
835,60,central_repair_ring,Pax,ask to keep direct route,0.842,0.0,0.842,0.0,False,False
836,60,riverbend_roofward,Ari,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
837,60,roofward_archive,Nia,ask to keep direct route,0.89,0.0,0.89,0.0,False,False
838,60,archive_signal,Nia,ask to merge detour,0.908,0.018,0.92,0.012,False,True
839,60,signal_orchard,Ivo,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
840,61,orchard_riverbend,Ivo,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
841,61,central_repair_ring,Pax,ask to keep direct route,0.842,-0.012,0.83,-0.004,False,True
842,61,riverbend_roofward,Ari,ask to merge detour,0.92,0.0,0.92,0.0,False,False
843,61,roofward_archive,Nia,ask to keep direct route,0.89,0.018,0.908,0.012,False,True
844,61,archive_signal,Nia,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
845,61,signal_orchard,Ivo,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
846,61,orchard_riverbend,Ivo,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
847,61,central_repair_ring,Pax,ask to keep direct route,0.83,0.0,0.83,0.0,False,False
848,61,riverbend_roofward,Ari,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
849,61,roofward_archive,Nia,ask to keep direct route,0.908,0.018,0.92,0.012,True,True
850,61,archive_signal,Nia,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
851,61,signal_orchard,Ivo,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
852,61,orchard_riverbend,Ivo,ask to merge detour,0.92,0.018,0.92,0.012,True,True
853,61,central_repair_ring,Pax,ask to keep direct route,0.83,0.0,0.83,0.0,False,False
854,62,riverbend_roofward,Ari,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
855,62,roofward_archive,Nia,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
856,62,archive_signal,Nia,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
857,62,signal_orchard,Ivo,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
858,62,orchard_riverbend,Ivo,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
859,62,central_repair_ring,Pax,ask to keep direct route,0.83,0.0,0.83,0.0,False,False
860,62,riverbend_roofward,Ari,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
861,62,roofward_archive,Nia,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
862,62,archive_signal,Nia,ask to merge detour,0.92,0.018,0.92,0.012,True,True
863,62,signal_orchard,Ivo,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
864,62,orchard_riverbend,Ivo,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
865,62,central_repair_ring,Pax,ask to keep direct route,0.83,0.0,0.83,0.0,False,False
866,62,riverbend_roofward,Ari,ask to merge detour,0.92,0.018,0.92,0.012,False,True
867,62,roofward_archive,Nia,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
868,63,archive_signal,Nia,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
869,63,signal_orchard,Ivo,ask to keep direct route,0.92,0.018,0.92,0.012,True,True
870,63,orchard_riverbend,Ivo,ask to merge detour,0.92,0.0,0.92,0.0,False,False
871,63,central_repair_ring,Pax,ask to keep direct route,0.83,0.018,0.848,0.012,False,True
872,63,riverbend_roofward,Ari,ask to keep direct route,0.92,0.018,0.92,0.012,True,True
873,63,roofward_archive,Nia,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
874,63,archive_signal,Nia,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
875,63,signal_orchard,Ivo,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
876,63,orchard_riverbend,Ivo,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
877,63,central_repair_ring,Pax,ask to keep direct route,0.848,0.018,0.866,0.012,False,True
878,63,riverbend_roofward,Ari,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
879,63,roofward_archive,Nia,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
880,63,archive_signal,Nia,ask to merge detour,0.92,0.018,0.92,0.012,True,True
881,63,signal_orchard,Ivo,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
882,64,orchard_riverbend,Ivo,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
883,64,central_repair_ring,Pax,ask to keep direct route,0.866,0.018,0.884,0.012,True,True
884,64,riverbend_roofward,Ari,ask to merge detour,0.92,0.0,0.92,0.0,False,False
885,64,roofward_archive,Nia,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
886,64,archive_signal,Nia,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
887,64,signal_orchard,Ivo,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
888,64,orchard_riverbend,Ivo,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
889,64,central_repair_ring,Pax,ask to keep direct route,0.884,0.0,0.884,0.0,False,False
890,64,riverbend_roofward,Ari,ask to merge detour,0.92,0.018,0.92,0.012,False,True
891,64,roofward_archive,Nia,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
892,64,archive_signal,Nia,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
893,64,signal_orchard,Ivo,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
894,64,orchard_riverbend,Ivo,ask to merge detour,0.92,0.018,0.92,0.012,True,True
895,64,central_repair_ring,Pax,ask to keep direct route,0.884,0.0,0.884,0.0,False,False
896,65,riverbend_roofward,Ari,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
897,65,roofward_archive,Nia,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
898,65,archive_signal,Nia,ask to merge detour,0.92,0.0,0.92,0.0,False,False
899,65,signal_orchard,Ivo,ask to keep direct route,0.92,-0.012,0.908,-0.004,False,True
900,65,orchard_riverbend,Ivo,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
901,65,central_repair_ring,Pax,ask to keep direct route,0.884,0.0,0.884,0.0,False,False
902,65,riverbend_roofward,Ari,ask to keep direct route,0.92,-0.012,0.908,-0.004,False,True
903,65,roofward_archive,Nia,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
904,65,archive_signal,Nia,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
905,65,signal_orchard,Ivo,ask to keep direct route,0.908,0.018,0.92,0.012,False,True
906,65,orchard_riverbend,Ivo,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
907,65,central_repair_ring,Pax,ask to keep direct route,0.884,0.0,0.884,0.0,False,False
908,65,riverbend_roofward,Ari,ask to merge detour,0.908,0.018,0.92,0.012,False,True
909,65,roofward_archive,Nia,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
910,66,signal_orchard,Milo,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
911,66,orchard_riverbend,Ari,ask to merge detour,0.92,0.018,0.92,0.012,False,True
912,66,central_repair_ring,Juno,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
913,66,riverbend_roofward,Fay,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
914,66,roofward_archive,Fay,ask to keep direct route,0.908,0.018,0.92,0.012,True,True
915,66,archive_signal,Milo,ask to keep direct route,0.89,0.0,0.89,0.0,False,False
916,66,signal_orchard,Milo,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
917,66,orchard_riverbend,Ari,ask to keep direct route,0.92,0.018,0.92,0.012,True,True
918,66,central_repair_ring,Juno,ask to merge detour,0.92,0.018,0.92,0.012,False,True
919,66,riverbend_roofward,Fay,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
920,66,roofward_archive,Fay,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
921,66,archive_signal,Milo,ask to keep direct route,0.89,0.0,0.89,0.0,False,False
922,66,signal_orchard,Milo,ask to merge detour,0.92,0.018,0.92,0.012,False,True
923,66,orchard_riverbend,Ari,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
924,67,central_repair_ring,Juno,ask to merge detour,0.92,0.0,0.92,0.0,False,False
925,67,riverbend_roofward,Fay,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
926,67,roofward_archive,Fay,ask to merge detour,0.92,0.0,0.92,0.0,False,False
927,67,archive_signal,Milo,ask to keep direct route,0.89,0.0,0.89,0.0,False,False
928,67,signal_orchard,Milo,ask to keep direct route,0.92,-0.012,0.908,-0.004,False,True
929,67,orchard_riverbend,Ari,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
930,67,central_repair_ring,Juno,ask to merge detour,0.92,0.0,0.92,0.0,False,False
931,67,riverbend_roofward,Fay,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
