tick,day,followup_id,scene_id,agent,obligation_id,followup_kind,followup_due,followup_visible,initiated_by_agent,changed_avatar_options,followup_score
491,28,v24-followup-0491,v24-scene-d28,Keth,v24-obligation-keth-0491,return-reminder,0,0,0,0,1.0
492,28,v24-followup-0492,v24-scene-d28,Melo,v24-obligation-melo-0492,return-reminder,0,0,0,0,1.0
493,28,v24-followup-0493,v24-scene-d28,Keth,v24-no-open-keth-0493,none,0,0,0,0,1.0
494,28,v24-followup-0494,v24-scene-d28,Vonn,v24-obligation-vonn-0494,return-reminder,0,0,0,0,1.0
495,28,v24-followup-0495,v24-scene-d28,Keth,v24-obligation-keth-0495,return-reminder,0,0,0,0,1.0
496,28,v24-followup-0496,v24-scene-d28,Melo,v24-obligation-melo-0496,return-reminder,1,1,1,1,1.0
497,28,v24-followup-0497,v24-scene-d28,Sova,v24-no-open-sova-0497,none,0,0,0,0,1.0
498,28,v24-followup-0498,v24-scene-d28,Keth,v24-obligation-keth-0495,return-reminder,0,0,0,0,1.0
499,28,v24-followup-0499,v24-scene-d28,Sova,v24-obligation-sova-0499,return-reminder,0,0,0,0,1.0
500,28,v24-followup-0500,v24-scene-d28,Sova,v24-obligation-sova-0500,return-reminder,1,1,1,1,1.0
501,28,v24-followup-0501,v24-scene-d28,Vonn,v24-no-open-vonn-0501,none,0,0,0,0,1.0
502,28,v24-followup-0502,v24-scene-d28,Melo,v24-obligation-melo-0496,return-reminder,0,0,0,0,1.0
503,28,v24-followup-0503,v24-scene-d28,Vonn,v24-obligation-vonn-0503,none,0,0,0,0,1.0
504,29,v24-followup-0504,v24-scene-d29,Sova,v24-obligation-sova-0500,return-reminder,0,0,0,0,1.0
505,29,v24-followup-0505,v24-scene-d29,Keth,v24-no-open-keth-0505,none,0,0,0,0,1.0
506,29,v24-followup-0506,v24-scene-d29,Ori,v24-obligation-ori-0506,return-reminder,0,0,0,0,1.0
507,29,v24-followup-0507,v24-scene-d29,Nari,v24-obligation-nari-0507,return-reminder,1,1,1,1,1.0
508,29,v24-followup-0508,v24-scene-d29,Nari,v24-obligation-nari-0507,return-reminder,0,0,0,0,1.0
509,29,v24-followup-0509,v24-scene-d29,Ori,v24-no-open-ori-0509,none,0,0,0,0,1.0
510,29,v24-followup-0510,v24-scene-d29,Sova,v24-obligation-sova-0510,return-reminder,0,0,0,0,1.0
511,29,v24-followup-0511,v24-scene-d29,Sova,v24-obligation-sova-0511,return-reminder,0,0,0,0,1.0
512,29,v24-followup-0512,v24-scene-d29,Nari,v24-obligation-nari-0508,return-reminder,1,1,1,1,1.0
513,29,v24-followup-0513,v24-scene-d29,Vonn,v24-no-open-vonn-0513,none,0,0,0,0,1.0
514,29,v24-followup-0514,v24-scene-d29,Keth,v24-obligation-keth-0514,return-reminder,0,0,0,0,1.0
515,29,v24-followup-0515,v24-scene-d29,Nari,v24-obligation-nari-0508,return-reminder,0,0,0,0,1.0
516,29,v24-followup-0516,v24-scene-d29,Sova,v24-obligation-sova-0516,return-reminder,0,0,0,0,1.0
517,29,v24-followup-0517,v24-scene-d29,Sova,v24-no-open-sova-0517,none,0,0,0,0,1.0
518,29,v24-followup-0518,v24-scene-d29,Ori,v24-obligation-ori-0518,return-reminder,0,0,0,0,1.0
519,29,v24-followup-0519,v24-scene-d29,Melo,v24-obligation-melo-0519,return-reminder,0,0,0,0,1.0
520,29,v24-followup-0520,v24-scene-d29,Vonn,v24-obligation-vonn-0520,repair-check,1,1,1,1,1.0
521,29,v24-followup-0521,v24-scene-d29,Vonn,v24-obligation-vonn-0520,repair-check,0,0,0,0,1.0
522,30,v24-followup-0522,v24-scene-d30,Sova,v24-obligation-sova-0522,return-reminder,1,1,1,1,1.0
523,30,v24-followup-0523,v24-scene-d30,Ori,v24-obligation-ori-0523,return-reminder,0,0,0,0,1.0
524,30,v24-followup-0524,v24-scene-d30,Melo,v24-obligation-melo-0524,return-reminder,0,0,0,0,1.0
525,30,v24-followup-0525,v24-scene-d30,Nari,v24-obligation-nari-0508,return-reminder,0,0,0,0,1.0
526,30,v24-followup-0526,v24-scene-d30,Sova,v24-obligation-sova-0522,return-reminder,0,0,0,0,1.0
527,30,v24-followup-0527,v24-scene-d30,Keth,v24-obligation-keth-0527,return-reminder,0,0,0,0,1.0
528,30,v24-followup-0528,v24-scene-d30,Nari,v24-obligation-nari-0528,repair-check,1,1,1,1,1.0
529,30,v24-followup-0529,v24-scene-d30,Nari,v24-obligation-nari-0528,repair-check,1,1,1,1,1.0
530,30,v24-followup-0530,v24-scene-d30,Vonn,v24-obligation-vonn-0520,none,0,0,0,0,1.0
531,30,v24-followup-0531,v24-scene-d30,Vonn,v24-obligation-vonn-0531,return-reminder,0,0,0,0,1.0
532,30,v24-followup-0532,v24-scene-d30,Vonn,v24-obligation-vonn-0532,return-reminder,0,0,0,0,1.0
533,30,v24-followup-0533,v24-scene-d30,Keth,v24-no-open-keth-0533,none,0,0,0,0,1.0
534,30,v24-followup-0534,v24-scene-d30,Sova,v24-obligation-sova-0534,return-reminder,1,1,0,1,0.75
535,30,v24-followup-0535,v24-scene-d30,Nari,v24-obligation-nari-0528,none,0,0,0,0,1.0
536,30,v24-followup-0536,v24-scene-d30,Vonn,v24-obligation-vonn-0536,return-reminder,0,0,0,0,1.0
537,30,v24-followup-0537,v24-scene-d30,Nari,v24-obligation-nari-0537,return-reminder,1,1,1,1,1.0
538,30,v24-followup-0538,v24-scene-d30,Melo,v24-obligation-melo-0538,return-reminder,0,0,0,0,1.0
539,30,v24-followup-0539,v24-scene-d30,Vonn,v24-obligation-vonn-0539,repair-check,1,1,1,1,1.0
