tick_id,day,session_id,settlement_id,resident_id,project_id,failure_mode,failure_trigger,work_integrity_before,work_integrity_after,recovery_action,recovery_option_visible,failed_work_not_erased,retry_available,relationship_damage_bounded,recovered_enough_to_continue
1982,111,session-019,cinder_garden,Vale,7525471538,basket spill,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
1984,111,session-019,orchid_engine,Bea,a0d3597080,valve knock,explicit recovery step,0.94,0.94,step back,True,True,True,True,True
1986,111,session-019,glass_harbor,Puck,d99abac1ce,fog seal leak,path/tool/material uncertainty,0.94,0.94,swap worn tool,True,True,True,True,True
1988,111,session-019,lichen_bridge,Kio,096f63fbc9,bell mistune,path/tool/material uncertainty,0.94,0.94,schedule retry,True,True,True,True,True
1990,111,session-019,moss_ward,Milo,42164b006a,wet footing,path/tool/material uncertainty,0.94,0.94,ask resident lead,True,True,True,True,True
1991,111,session-019,glass_harbor,Sera,b557cb5ab1,net tear,explicit recovery step,0.743,0.758,swap worn tool,True,True,True,True,True
1992,111,session-019,cinder_garden,Juno,f754fc777c,calendar mismatch,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
1994,111,session-019,orchid_engine,Dax,947f5c8b39,gear jam,path/tool/material uncertainty,0.94,0.94,step back,True,True,True,True,True
1995,111,session-019,moss_ward,Tala,f91d6085d8,ledger miscopy,path/tool/material uncertainty,0.77,0.779,ask resident lead,True,True,True,True,True
1996,111,session-019,glass_harbor,Nia,7d03d3d3f1,lamp sputter,path/tool/material uncertainty,0.94,0.94,swap worn tool,True,True,True,True,True
1998,112,session-019,orchid_engine,Cai,aa06bc447d,valve knock,path/tool/material uncertainty,0.94,0.94,swap worn tool,True,True,True,True,True
2000,112,session-019,glass_harbor,Sera,35df557118,fog seal leak,path/tool/material uncertainty,0.94,0.94,schedule retry,True,True,True,True,True
2001,112,session-019,cinder_garden,Juno,a3cdbd8180,heat spike,explicit recovery step,0.767,0.788,step back,True,True,True,True,True
2002,112,session-019,lichen_bridge,Luma,a72c4caf94,bell mistune,path/tool/material uncertainty,0.94,0.94,ask resident lead,True,True,True,True,True
2004,112,session-019,moss_ward,Tala,ab7eb655b8,wet footing,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
2006,112,session-019,cinder_garden,Pax,cfb8cd3fed,calendar mismatch,path/tool/material uncertainty,0.94,0.94,step back,True,True,True,True,True
2008,112,session-019,orchid_engine,Eli,3f711d3e3b,gear jam,explicit recovery step,0.94,0.94,swap worn tool,True,True,True,True,True
2010,112,session-019,glass_harbor,Oren,f949aa8fd3,lamp sputter,path/tool/material uncertainty,0.94,0.94,schedule retry,True,True,True,True,True
2012,112,session-019,lichen_bridge,Sol,910495b9ec,token shortage,path/tool/material uncertainty,0.94,0.94,ask resident lead,True,True,True,True,True
2014,112,session-019,moss_ward,Fay,9c82c8d116,cord snap,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
2015,112,session-019,glass_harbor,Puck,4a73f95e3d,fog seal leak,explicit recovery step,0.812,0.833,schedule retry,True,True,True,True,True
2016,113,session-019,lichen_bridge,Rin,48fc2b7680,bell mistune,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
2018,113,session-019,moss_ward,Ari,da0f22a6f5,wet footing,explicit recovery step,0.94,0.94,step back,True,True,True,True,True
2020,113,session-019,cinder_garden,Vale,58b08d67ce,calendar mismatch,path/tool/material uncertainty,0.94,0.94,swap worn tool,True,True,True,True,True
2021,113,session-019,lichen_bridge,Sol,6a6945c048,rope slack,path/tool/material uncertainty,0.818,0.827,restore material,True,True,True,True,True
2022,113,session-019,orchid_engine,Bea,1a39418cc8,gear jam,path/tool/material uncertainty,0.94,0.94,schedule retry,True,True,True,True,True
2024,113,session-019,glass_harbor,Puck,19e61c2da4,lamp sputter,path/tool/material uncertainty,0.94,0.94,ask resident lead,True,True,True,True,True
2025,113,session-019,cinder_garden,Wren,b1df32837e,basket spill,explicit recovery step,0.776,0.797,swap worn tool,True,True,True,True,True
2026,113,session-019,lichen_bridge,Kio,0c14394478,token shortage,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
2028,113,session-019,moss_ward,Milo,4f19e26857,cord snap,path/tool/material uncertainty,0.94,0.94,step back,True,True,True,True,True
2029,113,session-019,glass_harbor,Sera,ee1d01c438,fog seal leak,path/tool/material uncertainty,0.803,0.812,ask resident lead,True,True,True,True,True
2030,113,session-019,cinder_garden,Juno,9c5554028b,heat spike,path/tool/material uncertainty,0.94,0.94,swap worn tool,True,True,True,True,True
2031,113,session-019,lichen_bridge,Luma,5fbf6bf7bd,bell mistune,path/tool/material uncertainty,0.809,0.818,restore material,True,True,True,True,True
2032,113,session-019,orchid_engine,Dax,8d36ca6708,orchid dim,explicit recovery step,0.94,0.94,schedule retry,True,True,True,True,True
2033,113,session-019,moss_ward,Tala,690cd7241e,wet footing,path/tool/material uncertainty,0.785,0.794,step back,True,True,True,True,True
2034,114,session-019,cinder_garden,Wren,81aa359945,calendar mismatch,path/tool/material uncertainty,0.94,0.94,schedule retry,True,True,True,True,True
2035,114,session-019,lichen_bridge,Kio,ebef679159,rope slack,explicit recovery step,0.833,0.854,step back,True,True,True,True,True
2036,114,session-019,orchid_engine,Cai,2fe151eb17,gear jam,path/tool/material uncertainty,0.94,0.94,ask resident lead,True,True,True,True,True
2038,114,session-019,glass_harbor,Sera,768a4d2ad8,lamp sputter,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
2039,114,session-019,cinder_garden,Juno,2b1e35e8a1,basket spill,path/tool/material uncertainty,0.854,0.863,schedule retry,True,True,True,True,True
2040,114,session-019,lichen_bridge,Luma,450c18baea,token shortage,path/tool/material uncertainty,0.94,0.94,step back,True,True,True,True,True
2042,114,session-019,moss_ward,Tala,572744cec7,cord snap,explicit recovery step,0.94,0.94,swap worn tool,True,True,True,True,True
2043,114,session-019,glass_harbor,Nia,2c46e6f05e,fog seal leak,path/tool/material uncertainty,0.812,0.821,restore material,True,True,True,True,True
2044,114,session-019,cinder_garden,Pax,1e5830ef22,heat spike,path/tool/material uncertainty,0.94,0.94,schedule retry,True,True,True,True,True
2046,114,session-019,orchid_engine,Eli,a3b8dc6d55,orchid dim,path/tool/material uncertainty,0.94,0.94,ask resident lead,True,True,True,True,True
2048,114,session-019,glass_harbor,Oren,d2b7153668,net tear,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
2049,114,session-019,cinder_garden,Vale,b4da23a954,calendar mismatch,explicit recovery step,0.782,0.803,schedule retry,True,True,True,True,True
2050,114,session-019,lichen_bridge,Sol,85cb036eb5,rope slack,path/tool/material uncertainty,0.94,0.94,step back,True,True,True,True,True
2052,115,session-020,glass_harbor,Nia,7d03d3d3f1,lamp sputter,explicit recovery step,0.94,0.94,step back,True,True,True,True,True
2054,115,session-020,lichen_bridge,Rin,b522b59c7e,token shortage,path/tool/material uncertainty,0.94,0.94,swap worn tool,True,True,True,True,True
2056,115,session-020,moss_ward,Ari,acb2c21249,cord snap,path/tool/material uncertainty,0.94,0.94,schedule retry,True,True,True,True,True
2058,115,session-020,cinder_garden,Vale,7525471538,heat spike,path/tool/material uncertainty,0.94,0.94,ask resident lead,True,True,True,True,True
2059,115,session-020,lichen_bridge,Sol,032f2286f3,bell mistune,explicit recovery step,0.77,0.791,swap worn tool,True,True,True,True,True
2060,115,session-020,orchid_engine,Bea,a0d3597080,orchid dim,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
2062,115,session-020,glass_harbor,Puck,d99abac1ce,net tear,path/tool/material uncertainty,0.94,0.94,step back,True,True,True,True,True
2064,115,session-020,lichen_bridge,Kio,096f63fbc9,rope slack,path/tool/material uncertainty,0.94,0.94,swap worn tool,True,True,True,True,True
2066,115,session-020,moss_ward,Milo,42164b006a,ledger miscopy,explicit recovery step,0.94,0.94,schedule retry,True,True,True,True,True
2067,115,session-020,glass_harbor,Sera,b557cb5ab1,lamp sputter,path/tool/material uncertainty,0.758,0.767,step back,True,True,True,True,True
2068,115,session-020,cinder_garden,Juno,f754fc777c,basket spill,path/tool/material uncertainty,0.94,0.94,ask resident lead,True,True,True,True,True
2070,116,session-020,moss_ward,Fay,9c82c8d116,cord snap,path/tool/material uncertainty,0.94,0.94,ask resident lead,True,True,True,True,True
2072,116,session-020,cinder_garden,Wren,9ee5bba78b,heat spike,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
2073,116,session-020,lichen_bridge,Kio,1356a31e8d,bell mistune,path/tool/material uncertainty,0.779,0.788,schedule retry,True,True,True,True,True
2074,116,session-020,orchid_engine,Cai,aa06bc447d,orchid dim,path/tool/material uncertainty,0.94,0.94,step back,True,True,True,True,True
2076,116,session-020,glass_harbor,Sera,35df557118,net tear,explicit recovery step,0.94,0.94,swap worn tool,True,True,True,True,True
2077,116,session-020,cinder_garden,Juno,a3cdbd8180,calendar mismatch,path/tool/material uncertainty,0.788,0.797,restore material,True,True,True,True,True
2078,116,session-020,lichen_bridge,Luma,a72c4caf94,rope slack,path/tool/material uncertainty,0.94,0.94,schedule retry,True,True,True,True,True
2079,116,session-020,orchid_engine,Dax,e5be4a3317,gear jam,path/tool/material uncertainty,0.797,0.806,step back,True,True,True,True,True
2080,116,session-020,moss_ward,Tala,ab7eb655b8,ledger miscopy,path/tool/material uncertainty,0.94,0.94,ask resident lead,True,True,True,True,True
2082,116,session-020,cinder_garden,Pax,cfb8cd3fed,basket spill,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
2083,116,session-020,lichen_bridge,Rin,d21d02a5bc,token shortage,explicit recovery step,0.767,0.788,schedule retry,True,True,True,True,True
2084,116,session-020,orchid_engine,Eli,3f711d3e3b,valve knock,path/tool/material uncertainty,0.94,0.94,step back,True,True,True,True,True
2086,116,session-020,glass_harbor,Oren,f949aa8fd3,fog seal leak,path/tool/material uncertainty,0.94,0.94,swap worn tool,True,True,True,True,True
2087,116,session-020,cinder_garden,Vale,6b0dbec2ed,heat spike,path/tool/material uncertainty,0.806,0.815,restore material,True,True,True,True,True
2088,117,session-020,orchid_engine,Dax,8d36ca6708,orchid dim,path/tool/material uncertainty,0.94,0.94,swap worn tool,True,True,True,True,True
2090,117,session-020,glass_harbor,Nia,24a6670b6c,net tear,path/tool/material uncertainty,0.94,0.94,schedule retry,True,True,True,True,True
2092,117,session-020,lichen_bridge,Rin,48fc2b7680,rope slack,path/tool/material uncertainty,0.94,0.94,ask resident lead,True,True,True,True,True
2093,117,session-020,orchid_engine,Eli,86759406ca,gear jam,explicit recovery step,0.812,0.833,swap worn tool,True,True,True,True,True
2094,117,session-020,moss_ward,Ari,da0f22a6f5,ledger miscopy,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
2096,117,session-020,cinder_garden,Vale,58b08d67ce,basket spill,path/tool/material uncertainty,0.94,0.94,step back,True,True,True,True,True
2098,117,session-020,orchid_engine,Bea,1a39418cc8,valve knock,path/tool/material uncertainty,0.94,0.94,swap worn tool,True,True,True,True,True
2100,117,session-020,glass_harbor,Puck,19e61c2da4,fog seal leak,explicit recovery step,0.94,0.94,schedule retry,True,True,True,True,True
2101,117,session-020,cinder_garden,Wren,b1df32837e,heat spike,path/tool/material uncertainty,0.797,0.806,step back,True,True,True,True,True
2102,117,session-020,lichen_bridge,Kio,0c14394478,bell mistune,path/tool/material uncertainty,0.94,0.94,ask resident lead,True,True,True,True,True
2104,117,session-020,moss_ward,Milo,4f19e26857,wet footing,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
2105,117,session-020,glass_harbor,Sera,ee1d01c438,net tear,path/tool/material uncertainty,0.812,0.821,schedule retry,True,True,True,True,True
2106,118,session-020,lichen_bridge,Sol,85cb036eb5,rope slack,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
2108,118,session-020,moss_ward,Fay,6a7b5adb25,ledger miscopy,path/tool/material uncertainty,0.94,0.94,step back,True,True,True,True,True
2110,118,session-020,cinder_garden,Wren,81aa359945,basket spill,explicit recovery step,0.94,0.94,swap worn tool,True,True,True,True,True
2112,118,session-020,orchid_engine,Cai,2fe151eb17,valve knock,path/tool/material uncertainty,0.94,0.94,schedule retry,True,True,True,True,True
2114,118,session-020,glass_harbor,Sera,768a4d2ad8,fog seal leak,path/tool/material uncertainty,0.94,0.94,ask resident lead,True,True,True,True,True
2116,118,session-020,lichen_bridge,Luma,450c18baea,bell mistune,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
2117,118,session-020,orchid_engine,Dax,363676d602,orchid dim,explicit recovery step,0.782,0.803,schedule retry,True,True,True,True,True
2118,118,session-020,moss_ward,Tala,572744cec7,wet footing,path/tool/material uncertainty,0.94,0.94,step back,True,True,True,True,True
2120,118,session-020,cinder_garden,Pax,1e5830ef22,calendar mismatch,path/tool/material uncertainty,0.94,0.94,swap worn tool,True,True,True,True,True
2121,118,session-020,lichen_bridge,Rin,9611f49c07,rope slack,path/tool/material uncertainty,0.77,0.779,restore material,True,True,True,True,True
2122,118,session-020,orchid_engine,Eli,a3b8dc6d55,gear jam,path/tool/material uncertainty,0.94,0.94,schedule retry,True,True,True,True,True
2123,118,session-020,moss_ward,Ari,2378d81ec8,ledger miscopy,path/tool/material uncertainty,0.851,0.86,step back,True,True,True,True,True
2124,119,session-020,cinder_garden,Juno,f754fc777c,basket spill,path/tool/material uncertainty,0.94,0.94,schedule retry,True,True,True,True,True
2126,119,session-020,orchid_engine,Dax,947f5c8b39,valve knock,path/tool/material uncertainty,0.94,0.94,ask resident lead,True,True,True,True,True
2127,119,session-020,moss_ward,Tala,f91d6085d8,cord snap,explicit recovery step,0.779,0.8,swap worn tool,True,True,True,True,True
2128,119,session-020,glass_harbor,Nia,7d03d3d3f1,fog seal leak,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
2130,119,session-020,lichen_bridge,Rin,b522b59c7e,bell mistune,path/tool/material uncertainty,0.94,0.94,step back,True,True,True,True,True
2131,119,session-020,orchid_engine,Eli,e4ebf8a5c3,orchid dim,path/tool/material uncertainty,0.788,0.797,ask resident lead,True,True,True,True,True
2132,119,session-020,moss_ward,Ari,acb2c21249,wet footing,path/tool/material uncertainty,0.94,0.94,swap worn tool,True,True,True,True,True
2134,119,session-020,cinder_garden,Vale,7525471538,calendar mismatch,explicit recovery step,0.94,0.94,schedule retry,True,True,True,True,True
2135,119,session-020,lichen_bridge,Sol,032f2286f3,rope slack,path/tool/material uncertainty,0.791,0.8,step back,True,True,True,True,True
2136,119,session-020,orchid_engine,Bea,a0d3597080,gear jam,path/tool/material uncertainty,0.94,0.94,ask resident lead,True,True,True,True,True
2138,119,session-020,glass_harbor,Puck,d99abac1ce,lamp sputter,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
2140,119,session-020,lichen_bridge,Kio,096f63fbc9,token shortage,path/tool/material uncertainty,0.94,0.94,step back,True,True,True,True,True
2141,119,session-020,orchid_engine,Cai,7b17b6bca2,valve knock,explicit recovery step,0.824,0.845,ask resident lead,True,True,True,True,True
2142,120,session-020,glass_harbor,Oren,f949aa8fd3,fog seal leak,path/tool/material uncertainty,0.94,0.94,step back,True,True,True,True,True
2144,120,session-020,lichen_bridge,Sol,910495b9ec,bell mistune,explicit recovery step,0.94,0.94,swap worn tool,True,True,True,True,True
2145,120,session-020,orchid_engine,Bea,d5a5690d8e,orchid dim,path/tool/material uncertainty,0.788,0.797,restore material,True,True,True,True,True
2146,120,session-020,moss_ward,Fay,9c82c8d116,wet footing,path/tool/material uncertainty,0.94,0.94,schedule retry,True,True,True,True,True
2148,120,session-020,cinder_garden,Wren,9ee5bba78b,calendar mismatch,path/tool/material uncertainty,0.94,0.94,ask resident lead,True,True,True,True,True
2149,120,session-020,lichen_bridge,Kio,1356a31e8d,rope slack,path/tool/material uncertainty,0.788,0.797,swap worn tool,True,True,True,True,True
2150,120,session-020,orchid_engine,Cai,aa06bc447d,gear jam,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
2151,120,session-020,moss_ward,Milo,214b5191fa,ledger miscopy,explicit recovery step,0.806,0.827,schedule retry,True,True,True,True,True
2152,120,session-020,glass_harbor,Sera,35df557118,lamp sputter,path/tool/material uncertainty,0.94,0.94,step back,True,True,True,True,True
2154,120,session-020,lichen_bridge,Luma,a72c4caf94,token shortage,path/tool/material uncertainty,0.94,0.94,swap worn tool,True,True,True,True,True
2156,120,session-020,moss_ward,Tala,ab7eb655b8,cord snap,path/tool/material uncertainty,0.94,0.94,schedule retry,True,True,True,True,True
2157,120,session-020,glass_harbor,Nia,35100ce116,fog seal leak,path/tool/material uncertainty,0.797,0.806,step back,True,True,True,True,True
2158,120,session-020,cinder_garden,Pax,cfb8cd3fed,heat spike,explicit recovery step,0.94,0.94,ask resident lead,True,True,True,True,True
2159,120,session-020,lichen_bridge,Rin,d21d02a5bc,bell mistune,path/tool/material uncertainty,0.788,0.797,swap worn tool,True,True,True,True,True
2160,121,session-021,moss_ward,Milo,4f19e26857,wet footing,path/tool/material uncertainty,0.94,0.94,ask resident lead,True,True,True,True,True
2161,121,session-021,glass_harbor,Sera,ee1d01c438,net tear,explicit recovery step,0.821,0.842,swap worn tool,True,True,True,True,True
2162,121,session-021,cinder_garden,Juno,9c5554028b,calendar mismatch,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
2164,121,session-021,orchid_engine,Dax,8d36ca6708,gear jam,path/tool/material uncertainty,0.94,0.94,step back,True,True,True,True,True
2165,121,session-021,moss_ward,Tala,690cd7241e,ledger miscopy,path/tool/material uncertainty,0.794,0.803,ask resident lead,True,True,True,True,True
2166,121,session-021,glass_harbor,Nia,24a6670b6c,lamp sputter,path/tool/material uncertainty,0.94,0.94,swap worn tool,True,True,True,True,True
2168,121,session-021,lichen_bridge,Rin,48fc2b7680,token shortage,explicit recovery step,0.94,0.94,schedule retry,True,True,True,True,True
2170,121,session-021,moss_ward,Ari,da0f22a6f5,cord snap,path/tool/material uncertainty,0.94,0.94,ask resident lead,True,True,True,True,True
2172,121,session-021,cinder_garden,Vale,58b08d67ce,heat spike,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
2173,121,session-021,lichen_bridge,Sol,6a6945c048,bell mistune,path/tool/material uncertainty,0.827,0.836,schedule retry,True,True,True,True,True
2174,121,session-021,orchid_engine,Bea,1a39418cc8,orchid dim,path/tool/material uncertainty,0.94,0.94,step back,True,True,True,True,True
2175,121,session-021,moss_ward,Fay,cbe617b6af,wet footing,explicit recovery step,0.779,0.8,ask resident lead,True,True,True,True,True
2176,121,session-021,glass_harbor,Puck,19e61c2da4,net tear,path/tool/material uncertainty,0.94,0.94,swap worn tool,True,True,True,True,True
2177,121,session-021,cinder_garden,Wren,b1df32837e,calendar mismatch,path/tool/material uncertainty,0.806,0.815,restore material,True,True,True,True,True
2178,122,session-021,orchid_engine,Eli,a3b8dc6d55,gear jam,explicit recovery step,0.94,0.94,swap worn tool,True,True,True,True,True
2180,122,session-021,glass_harbor,Oren,d2b7153668,lamp sputter,path/tool/material uncertainty,0.94,0.94,schedule retry,True,True,True,True,True
2182,122,session-021,lichen_bridge,Sol,85cb036eb5,token shortage,path/tool/material uncertainty,0.94,0.94,ask resident lead,True,True,True,True,True
2184,122,session-021,moss_ward,Fay,6a7b5adb25,cord snap,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
2185,122,session-021,glass_harbor,Puck,c10ea1470a,fog seal leak,explicit recovery step,0.764,0.785,schedule retry,True,True,True,True,True
2186,122,session-021,cinder_garden,Wren,81aa359945,heat spike,path/tool/material uncertainty,0.94,0.94,step back,True,True,True,True,True
2188,122,session-021,orchid_engine,Cai,2fe151eb17,orchid dim,path/tool/material uncertainty,0.94,0.94,swap worn tool,True,True,True,True,True
2189,122,session-021,moss_ward,Milo,b03af16c10,wet footing,path/tool/material uncertainty,0.77,0.779,restore material,True,True,True,True,True
2190,122,session-021,glass_harbor,Sera,768a4d2ad8,net tear,path/tool/material uncertainty,0.94,0.94,schedule retry,True,True,True,True,True
2191,122,session-021,cinder_garden,Juno,2b1e35e8a1,calendar mismatch,path/tool/material uncertainty,0.863,0.872,step back,True,True,True,True,True
2192,122,session-021,lichen_bridge,Luma,450c18baea,rope slack,explicit recovery step,0.94,0.94,ask resident lead,True,True,True,True,True
2194,122,session-021,moss_ward,Tala,572744cec7,ledger miscopy,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
2196,123,session-021,lichen_bridge,Kio,096f63fbc9,token shortage,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
2198,123,session-021,moss_ward,Milo,42164b006a,cord snap,path/tool/material uncertainty,0.94,0.94,step back,True,True,True,True,True
2199,123,session-021,glass_harbor,Sera,b557cb5ab1,fog seal leak,path/tool/material uncertainty,0.767,0.776,ask resident lead,True,True,True,True,True
2200,123,session-021,cinder_garden,Juno,f754fc777c,heat spike,path/tool/material uncertainty,0.94,0.94,swap worn tool,True,True,True,True,True
2201,123,session-021,lichen_bridge,Luma,7017cc792d,bell mistune,path/tool/material uncertainty,0.818,0.827,restore material,True,True,True,True,True
2202,123,session-021,orchid_engine,Dax,947f5c8b39,orchid dim,explicit recovery step,0.94,0.94,schedule retry,True,True,True,True,True
2203,123,session-021,moss_ward,Tala,f91d6085d8,wet footing,path/tool/material uncertainty,0.8,0.809,step back,True,True,True,True,True
2204,123,session-021,glass_harbor,Nia,7d03d3d3f1,net tear,path/tool/material uncertainty,0.94,0.94,ask resident lead,True,True,True,True,True
2206,123,session-021,lichen_bridge,Rin,b522b59c7e,rope slack,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
2207,123,session-021,orchid_engine,Eli,e4ebf8a5c3,gear jam,path/tool/material uncertainty,0.797,0.806,schedule retry,True,True,True,True,True
2208,123,session-021,moss_ward,Ari,acb2c21249,ledger miscopy,path/tool/material uncertainty,0.94,0.94,step back,True,True,True,True,True
2209,123,session-021,glass_harbor,Oren,65ab173ea1,lamp sputter,explicit recovery step,0.857,0.878,ask resident lead,True,True,True,True,True
2210,123,session-021,cinder_garden,Vale,7525471538,basket spill,path/tool/material uncertainty,0.94,0.94,swap worn tool,True,True,True,True,True
2211,123,session-021,lichen_bridge,Sol,032f2286f3,token shortage,path/tool/material uncertainty,0.8,0.809,restore material,True,True,True,True,True
2212,123,session-021,orchid_engine,Bea,a0d3597080,valve knock,path/tool/material uncertainty,0.94,0.94,schedule retry,True,True,True,True,True
2214,124,session-021,cinder_garden,Pax,cfb8cd3fed,heat spike,path/tool/material uncertainty,0.94,0.94,schedule retry,True,True,True,True,True
2216,124,session-021,orchid_engine,Eli,3f711d3e3b,orchid dim,path/tool/material uncertainty,0.94,0.94,ask resident lead,True,True,True,True,True
2218,124,session-021,glass_harbor,Oren,f949aa8fd3,net tear,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
2219,124,session-021,cinder_garden,Vale,6b0dbec2ed,calendar mismatch,explicit recovery step,0.815,0.836,schedule retry,True,True,True,True,True
2220,124,session-021,lichen_bridge,Sol,910495b9ec,rope slack,path/tool/material uncertainty,0.94,0.94,step back,True,True,True,True,True
2222,124,session-021,moss_ward,Fay,9c82c8d116,ledger miscopy,path/tool/material uncertainty,0.94,0.94,swap worn tool,True,True,True,True,True
2223,124,session-021,glass_harbor,Puck,4a73f95e3d,lamp sputter,path/tool/material uncertainty,0.833,0.842,restore material,True,True,True,True,True
2224,124,session-021,cinder_garden,Wren,9ee5bba78b,basket spill,path/tool/material uncertainty,0.94,0.94,schedule retry,True,True,True,True,True
2225,124,session-021,lichen_bridge,Kio,1356a31e8d,token shortage,path/tool/material uncertainty,0.797,0.806,step back,True,True,True,True,True
2226,124,session-021,orchid_engine,Cai,aa06bc447d,valve knock,explicit recovery step,0.94,0.94,ask resident lead,True,True,True,True,True
2228,124,session-021,glass_harbor,Sera,35df557118,fog seal leak,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
2230,124,session-021,lichen_bridge,Luma,a72c4caf94,bell mistune,path/tool/material uncertainty,0.94,0.94,step back,True,True,True,True,True
2232,125,session-021,glass_harbor,Puck,19e61c2da4,net tear,path/tool/material uncertainty,0.94,0.94,step back,True,True,True,True,True
2234,125,session-021,lichen_bridge,Kio,0c14394478,rope slack,path/tool/material uncertainty,0.94,0.94,swap worn tool,True,True,True,True,True
2236,125,session-021,moss_ward,Milo,4f19e26857,ledger miscopy,explicit recovery step,0.94,0.94,schedule retry,True,True,True,True,True
2237,125,session-021,glass_harbor,Sera,ee1d01c438,lamp sputter,path/tool/material uncertainty,0.842,0.851,step back,True,True,True,True,True
2238,125,session-021,cinder_garden,Juno,9c5554028b,basket spill,path/tool/material uncertainty,0.94,0.94,ask resident lead,True,True,True,True,True
2240,125,session-021,orchid_engine,Dax,8d36ca6708,valve knock,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
2241,125,session-021,moss_ward,Tala,690cd7241e,cord snap,path/tool/material uncertainty,0.803,0.812,schedule retry,True,True,True,True,True
2242,125,session-021,glass_harbor,Nia,24a6670b6c,fog seal leak,path/tool/material uncertainty,0.94,0.94,step back,True,True,True,True,True
2243,125,session-021,cinder_garden,Pax,9dfff354ca,heat spike,explicit recovery step,0.818,0.839,ask resident lead,True,True,True,True,True
2244,125,session-021,lichen_bridge,Rin,48fc2b7680,bell mistune,path/tool/material uncertainty,0.94,0.94,swap worn tool,True,True,True,True,True
2245,125,session-021,orchid_engine,Eli,86759406ca,orchid dim,path/tool/material uncertainty,0.833,0.842,restore material,True,True,True,True,True
2246,125,session-021,moss_ward,Ari,da0f22a6f5,wet footing,path/tool/material uncertainty,0.94,0.94,schedule retry,True,True,True,True,True
2248,125,session-021,cinder_garden,Vale,58b08d67ce,calendar mismatch,path/tool/material uncertainty,0.94,0.94,ask resident lead,True,True,True,True,True
2250,126,session-021,moss_ward,Tala,572744cec7,ledger miscopy,path/tool/material uncertainty,0.94,0.94,ask resident lead,True,True,True,True,True
2252,126,session-021,cinder_garden,Pax,1e5830ef22,basket spill,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
2253,126,session-021,lichen_bridge,Rin,9611f49c07,token shortage,explicit recovery step,0.779,0.8,schedule retry,True,True,True,True,True
2254,126,session-021,orchid_engine,Eli,a3b8dc6d55,valve knock,path/tool/material uncertainty,0.94,0.94,step back,True,True,True,True,True
2256,126,session-021,glass_harbor,Oren,d2b7153668,fog seal leak,path/tool/material uncertainty,0.94,0.94,swap worn tool,True,True,True,True,True
2257,126,session-021,cinder_garden,Vale,b4da23a954,heat spike,path/tool/material uncertainty,0.803,0.812,restore material,True,True,True,True,True
2258,126,session-021,lichen_bridge,Sol,85cb036eb5,bell mistune,path/tool/material uncertainty,0.94,0.94,schedule retry,True,True,True,True,True
2259,126,session-021,orchid_engine,Bea,3935fa5efe,orchid dim,path/tool/material uncertainty,0.863,0.872,step back,True,True,True,True,True
2260,126,session-021,moss_ward,Fay,6a7b5adb25,wet footing,explicit recovery step,0.94,0.94,ask resident lead,True,True,True,True,True
2262,126,session-021,cinder_garden,Wren,81aa359945,calendar mismatch,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
2264,126,session-021,orchid_engine,Cai,2fe151eb17,gear jam,path/tool/material uncertainty,0.94,0.94,step back,True,True,True,True,True
2266,126,session-021,glass_harbor,Sera,768a4d2ad8,lamp sputter,path/tool/material uncertainty,0.94,0.94,swap worn tool,True,True,True,True,True
2267,126,session-021,cinder_garden,Juno,2b1e35e8a1,basket spill,explicit recovery step,0.872,0.893,restore material,True,True,True,True,True
