tick_id,day,settlement_id,resident_id,plan_id,turn_number,plan_state,avatar_offer,resident_counter,agreed_next_step,plan_quality_before,plan_quality_after,trust_before,trust_after,multi_turn_visible,history_not_erased
1414,79,cinder_garden,Vale,b75d8f2b74,1,accepted,wait for resident lead,cool bowl shared,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1416,79,orchid_engine,Bea,6c9b089c3a,4,refused,repair together,keep gear lane open,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1417,79,moss_ward,Fay,40806d92ed,1,proposed,watch route,rain path first,do first safe step for rain jar,0.92,0.92,0.94,0.94,True,True
1418,79,glass_harbor,Puck,22d8efae35,4,countered,translate phrase,do not dim lamp,revise plan around tea before crossing,0.92,0.92,0.94,0.94,True,True
1419,79,cinder_garden,Wren,683689cafd,2,revised,step back,shade caller leads,revise plan around do not cross seed rows,0.724,0.748,0.94,0.94,True,True
1420,79,lichen_bridge,Kio,23630a6eac,2,accepted,wait for resident lead,meal room welcomes,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1422,80,glass_harbor,Nia,ad636757ed,1,proposed,watch route,net keeper decides,do first safe step for brass lantern,0.92,0.92,0.94,0.94,True,True
1424,80,lichen_bridge,Rin,5976ac15ab,3,revised,step back,do not step on tension rope,revise plan around meal room welcomes,0.92,0.92,0.94,0.94,True,True
1425,80,orchid_engine,Eli,d8f94ed5c7,1,accepted,wait for resident lead,keep gear lane open,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1426,80,moss_ward,Ari,dc74dbb3a0,2,deferred,carry object,rain path first,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
1428,80,cinder_garden,Vale,ae0db1b33c,3,proposed,watch route,shade caller leads,do first safe step for shade pole,0.92,0.92,0.94,0.94,True,True
1429,80,lichen_bridge,Sol,b527bd01b4,4,countered,translate phrase,meal room welcomes,revise plan around signal keeper answers,0.92,0.92,0.94,0.94,True,True
1430,80,orchid_engine,Bea,f938d8deef,2,revised,step back,do not turn valve key,revise plan around orchid keeper decides,0.92,0.92,0.94,0.94,True,True
1431,80,moss_ward,Fay,7c70623987,3,accepted,wait for resident lead,ask before loom repair,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1432,80,glass_harbor,Puck,383c0b9713,2,deferred,carry object,tea before crossing,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
1434,80,lichen_bridge,Kio,b439544935,1,proposed,watch route,signal keeper answers,do first safe step for rope kit,0.92,0.92,0.94,0.94,True,True
1435,80,orchid_engine,Cai,f38ea43bea,3,countered,translate phrase,orchid keeper decides,revise plan around keep gear lane open,0.92,0.92,0.94,0.94,True,True
1436,80,moss_ward,Milo,bcf398f8b4,4,revised,step back,do not move root ledger,revise plan around rain path first,0.92,0.92,0.94,0.94,True,True
1438,80,cinder_garden,Juno,3a55aedc28,4,deferred,carry object,cool bowl shared,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
1439,80,lichen_bridge,Luma,8ca718be35,2,refused,repair together,do not step on tension rope,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1440,81,moss_ward,Ari,35ea9ba0bf,1,countered,translate phrase,ask before loom repair,revise plan around do not move root ledger,0.92,0.92,0.94,0.94,True,True
1441,81,glass_harbor,Oren,d287a8b146,3,revised,step back,tea before crossing,revise plan around net keeper decides,0.92,0.92,0.94,0.94,True,True
1442,81,cinder_garden,Vale,fecb52847b,1,accepted,wait for resident lead,do not cross seed rows,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1443,81,lichen_bridge,Sol,6485ce424a,3,deferred,carry object,signal keeper answers,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
1444,81,orchid_engine,Bea,a18a588fdd,4,refused,repair together,orchid keeper decides,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1446,81,glass_harbor,Puck,7b95336ec0,4,countered,translate phrase,net keeper decides,revise plan around do not dim lamp,0.92,0.92,0.94,0.94,True,True
1447,81,cinder_garden,Wren,abd16eeccb,2,revised,step back,cool bowl shared,revise plan around shade caller leads,0.748,0.772,0.94,0.94,True,True
1448,81,lichen_bridge,Kio,c91830878d,4,accepted,wait for resident lead,do not step on tension rope,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1450,81,moss_ward,Milo,0072eb859b,2,refused,repair together,rain path first,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1451,81,glass_harbor,Sera,d019056cf7,1,proposed,watch route,do not dim lamp,do first safe step for brass lantern,0.758,0.776,0.94,0.94,True,True
1452,81,cinder_garden,Juno,03ef8aa569,3,countered,translate phrase,shade caller leads,revise plan around do not cross seed rows,0.92,0.92,0.94,0.94,True,True
1453,81,lichen_bridge,Luma,33b4a4bc3e,1,revised,step back,meal room welcomes,revise plan around signal keeper answers,0.92,0.92,0.94,0.94,True,True
1454,81,orchid_engine,Dax,73081dc4bc,1,accepted,wait for resident lead,do not turn valve key,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1456,81,glass_harbor,Nia,9af8eb7167,2,refused,repair together,tea before crossing,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1457,81,cinder_garden,Pax,1ff8e88e00,4,proposed,watch route,do not cross seed rows,do first safe step for shade pole,0.92,0.92,0.94,0.94,True,True
1458,82,orchid_engine,Bea,f8673060d4,2,revised,step back,keep gear lane open,revise plan around do not turn valve key,0.92,0.92,0.94,0.94,True,True
1459,82,moss_ward,Fay,3384c7916a,3,accepted,wait for resident lead,rain path first,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1460,82,glass_harbor,Puck,a1b20dac4a,3,deferred,carry object,do not dim lamp,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
1462,82,lichen_bridge,Kio,c7baacbf06,2,proposed,watch route,meal room welcomes,do first safe step for rope kit,0.92,0.92,0.94,0.94,True,True
1463,82,orchid_engine,Cai,c27c9a50e5,3,countered,translate phrase,do not turn valve key,revise plan around orchid keeper decides,0.92,0.92,0.94,0.94,True,True
1464,82,moss_ward,Milo,18b1c23817,4,revised,step back,ask before loom repair,revise plan around do not move root ledger,0.92,0.92,0.94,0.94,True,True
1465,82,glass_harbor,Sera,b45c08d0db,4,accepted,wait for resident lead,tea before crossing,resident keeps lead; avatar waits,0.776,0.786,0.94,0.94,True,True
1466,82,cinder_garden,Juno,578ecafd8f,1,deferred,carry object,do not cross seed rows,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
1468,82,orchid_engine,Dax,d4cbc7d598,4,proposed,watch route,orchid keeper decides,do first safe step for valve key,0.92,0.92,0.94,0.94,True,True
1469,82,moss_ward,Tala,5032d3c095,1,countered,translate phrase,do not move root ledger,revise plan around rain path first,0.754,0.778,0.94,0.94,True,True
1470,82,glass_harbor,Nia,a35421a22d,1,revised,step back,net keeper decides,revise plan around do not dim lamp,0.92,0.92,0.94,0.94,True,True
1472,82,lichen_bridge,Rin,6016b938b5,3,deferred,carry object,do not step on tension rope,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
1473,82,orchid_engine,Eli,86fe62c668,1,refused,repair together,keep gear lane open,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1474,82,moss_ward,Ari,7deb23261e,2,proposed,watch route,rain path first,do first safe step for rain jar,0.92,0.92,0.94,0.94,True,True
1475,82,glass_harbor,Oren,5ae6321967,2,countered,translate phrase,do not dim lamp,revise plan around tea before crossing,0.92,0.92,0.94,0.94,True,True
1476,83,lichen_bridge,Kio,a976e50946,4,accepted,wait for resident lead,signal keeper answers,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1477,83,orchid_engine,Cai,18d710256b,2,deferred,carry object,orchid keeper decides,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
1478,83,moss_ward,Milo,21ac39872c,3,refused,repair together,do not move root ledger,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1480,83,cinder_garden,Juno,286d787cc7,2,countered,translate phrase,cool bowl shared,revise plan around shade caller leads,0.92,0.92,0.94,0.94,True,True
1481,83,lichen_bridge,Luma,0d13482224,1,revised,step back,do not step on tension rope,revise plan around meal room welcomes,0.92,0.92,0.94,0.94,True,True
1482,83,orchid_engine,Dax,aff1deab1d,3,accepted,wait for resident lead,keep gear lane open,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1484,83,glass_harbor,Nia,71a91fb1cf,3,refused,repair together,do not dim lamp,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1485,83,cinder_garden,Pax,9e145da837,3,proposed,watch route,shade caller leads,do first safe step for shade pole,0.92,0.92,0.94,0.94,True,True
1486,83,lichen_bridge,Rin,c8d2763d50,2,countered,translate phrase,meal room welcomes,revise plan around signal keeper answers,0.92,0.92,0.94,0.94,True,True
1487,83,orchid_engine,Eli,77c25c03a9,4,revised,step back,do not turn valve key,revise plan around orchid keeper decides,0.92,0.92,0.94,0.94,True,True
1488,83,moss_ward,Ari,2bddf23717,4,accepted,wait for resident lead,ask before loom repair,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1490,83,cinder_garden,Vale,136ca2b903,4,refused,repair together,do not cross seed rows,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1491,83,lichen_bridge,Sol,43278c040b,3,proposed,watch route,signal keeper answers,do first safe step for rope kit,0.92,0.92,0.94,0.94,True,True
1492,83,orchid_engine,Bea,1e0e141953,1,countered,translate phrase,orchid keeper decides,revise plan around keep gear lane open,0.92,0.92,0.94,0.94,True,True
1494,84,cinder_garden,Juno,3dc4db3df7,1,deferred,carry object,shade caller leads,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
1496,84,orchid_engine,Dax,a09c4bd086,2,proposed,watch route,do not turn valve key,do first safe step for valve key,0.92,0.92,0.94,0.94,True,True
1497,84,moss_ward,Tala,74da95704b,1,countered,translate phrase,ask before loom repair,revise plan around do not move root ledger,0.778,0.802,0.94,0.94,True,True
1498,84,glass_harbor,Nia,3c0440acea,4,revised,step back,tea before crossing,revise plan around net keeper decides,0.92,0.92,0.94,0.94,True,True
1499,84,cinder_garden,Pax,9d09564859,2,accepted,wait for resident lead,do not cross seed rows,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1500,84,lichen_bridge,Rin,48c4b29312,4,deferred,carry object,signal keeper answers,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
1502,84,moss_ward,Ari,f6dc6e8b25,2,proposed,watch route,do not move root ledger,do first safe step for rain jar,0.92,0.92,0.94,0.94,True,True
1503,84,glass_harbor,Oren,8c7d6eda75,1,countered,translate phrase,net keeper decides,revise plan around do not dim lamp,0.92,0.92,0.94,0.94,True,True
1504,84,cinder_garden,Vale,e384c379c3,3,revised,step back,cool bowl shared,revise plan around shade caller leads,0.92,0.92,0.94,0.94,True,True
1506,84,orchid_engine,Bea,ac7f51b58a,3,deferred,carry object,keep gear lane open,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
1507,84,moss_ward,Fay,c630a6927b,3,refused,repair together,rain path first,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1508,84,glass_harbor,Puck,936fda7e29,2,proposed,watch route,do not dim lamp,do first safe step for brass lantern,0.92,0.92,0.94,0.94,True,True
1509,84,cinder_garden,Wren,f4aa8100e9,4,countered,translate phrase,shade caller leads,revise plan around do not cross seed rows,0.772,0.796,0.94,0.94,True,True
1510,84,lichen_bridge,Kio,188b360454,1,revised,step back,meal room welcomes,revise plan around signal keeper answers,0.92,0.92,0.94,0.94,True,True
1512,85,glass_harbor,Nia,15f4638b14,3,refused,repair together,net keeper decides,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1514,85,lichen_bridge,Rin,af1b379460,2,countered,translate phrase,do not step on tension rope,revise plan around meal room welcomes,0.92,0.92,0.94,0.94,True,True
1515,85,orchid_engine,Eli,5ea978bc71,4,revised,step back,keep gear lane open,revise plan around do not turn valve key,0.92,0.92,0.94,0.94,True,True
1516,85,moss_ward,Ari,48352ad28d,4,accepted,wait for resident lead,rain path first,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1518,85,cinder_garden,Vale,84c0c25daf,1,refused,repair together,shade caller leads,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1519,85,lichen_bridge,Sol,6272198f7e,3,proposed,watch route,meal room welcomes,do first safe step for rope kit,0.92,0.92,0.94,0.94,True,True
1520,85,orchid_engine,Bea,07d31e5312,1,countered,translate phrase,do not turn valve key,revise plan around orchid keeper decides,0.92,0.92,0.94,0.94,True,True
1521,85,moss_ward,Fay,0107c04b41,1,revised,step back,ask before loom repair,revise plan around do not move root ledger,0.92,0.92,0.94,0.94,True,True
1522,85,glass_harbor,Puck,3a9511b782,4,accepted,wait for resident lead,tea before crossing,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1524,85,lichen_bridge,Kio,1f1ff4293f,4,refused,repair together,signal keeper answers,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1525,85,orchid_engine,Cai,f5c32ca719,2,proposed,watch route,orchid keeper decides,do first safe step for valve key,0.92,0.92,0.94,0.94,True,True
1526,85,moss_ward,Milo,56dc56eb8a,2,countered,translate phrase,do not move root ledger,revise plan around rain path first,0.92,0.92,0.94,0.94,True,True
1528,85,cinder_garden,Juno,276f732492,2,accepted,wait for resident lead,cool bowl shared,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1529,85,lichen_bridge,Luma,4b651dcc09,1,deferred,carry object,do not step on tension rope,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
1530,86,moss_ward,Ari,09191a586d,3,proposed,watch route,ask before loom repair,do first safe step for rain jar,0.92,0.92,0.94,0.94,True,True
1531,86,glass_harbor,Oren,a69ab4b19a,1,countered,translate phrase,tea before crossing,revise plan around net keeper decides,0.92,0.92,0.94,0.94,True,True
1532,86,cinder_garden,Vale,288778d20e,3,revised,step back,do not cross seed rows,revise plan around cool bowl shared,0.92,0.92,0.94,0.94,True,True
1533,86,lichen_bridge,Sol,ffa76eb457,2,accepted,wait for resident lead,signal keeper answers,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1534,86,orchid_engine,Bea,ad1d8d0895,3,deferred,carry object,orchid keeper decides,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
1536,86,glass_harbor,Puck,65b50e39d4,2,proposed,watch route,net keeper decides,do first safe step for brass lantern,0.92,0.92,0.94,0.94,True,True
1537,86,cinder_garden,Wren,a5ebc1f4e5,4,countered,translate phrase,cool bowl shared,revise plan around shade caller leads,0.796,0.82,0.94,0.94,True,True
1538,86,lichen_bridge,Kio,1ef0f59ce0,3,revised,step back,do not step on tension rope,revise plan around meal room welcomes,0.92,0.92,0.94,0.94,True,True
1540,86,moss_ward,Milo,d8f44f8efd,4,deferred,carry object,rain path first,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
1541,86,glass_harbor,Sera,dc33264c22,3,refused,repair together,do not dim lamp,resident keeps lead; avatar waits,0.786,0.796,0.94,0.94,True,True
1542,86,cinder_garden,Juno,c383a48633,1,proposed,watch route,shade caller leads,do first safe step for shade pole,0.92,0.92,0.94,0.94,True,True
1543,86,lichen_bridge,Luma,998a2b00b0,4,countered,translate phrase,meal room welcomes,revise plan around signal keeper answers,0.92,0.92,0.94,0.94,True,True
1544,86,orchid_engine,Dax,a6eb3ad9fd,4,revised,step back,do not turn valve key,revise plan around orchid keeper decides,0.92,0.92,0.94,0.94,True,True
1546,86,glass_harbor,Nia,bc51860e1d,4,deferred,carry object,tea before crossing,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
1547,86,cinder_garden,Pax,4e449838ed,2,refused,repair together,do not cross seed rows,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1548,87,orchid_engine,Bea,d741024e2f,1,countered,translate phrase,keep gear lane open,revise plan around do not turn valve key,0.92,0.92,0.94,0.94,True,True
1549,87,moss_ward,Fay,975270d592,1,revised,step back,rain path first,revise plan around ask before loom repair,0.92,0.92,0.94,0.94,True,True
1550,87,glass_harbor,Puck,10deecb2c6,1,accepted,wait for resident lead,do not dim lamp,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1552,87,lichen_bridge,Kio,208be66834,1,refused,repair together,meal room welcomes,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1553,87,orchid_engine,Cai,ac3e531750,2,proposed,watch route,do not turn valve key,do first safe step for valve key,0.92,0.92,0.94,0.94,True,True
1554,87,moss_ward,Milo,09435c05a0,2,countered,translate phrase,ask before loom repair,revise plan around do not move root ledger,0.92,0.92,0.94,0.94,True,True
1555,87,glass_harbor,Sera,6c27fbc590,2,revised,step back,tea before crossing,revise plan around net keeper decides,0.796,0.82,0.94,0.94,True,True
1556,87,cinder_garden,Juno,c3f56e0e0b,3,accepted,wait for resident lead,do not cross seed rows,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1558,87,orchid_engine,Dax,83aa45f653,3,refused,repair together,orchid keeper decides,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1559,87,moss_ward,Tala,81f9b20df4,3,proposed,watch route,do not move root ledger,do first safe step for rain jar,0.802,0.82,0.94,0.94,True,True
1560,87,glass_harbor,Nia,3059d6946b,3,countered,translate phrase,net keeper decides,revise plan around do not dim lamp,0.92,0.92,0.94,0.94,True,True
1562,87,lichen_bridge,Rin,f6625cbdd6,2,accepted,wait for resident lead,do not step on tension rope,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1563,87,orchid_engine,Eli,776980c1f8,4,deferred,carry object,keep gear lane open,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
1564,87,moss_ward,Ari,021480dd4e,4,refused,repair together,rain path first,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1565,87,glass_harbor,Oren,d6f352b4ab,4,proposed,watch route,do not dim lamp,do first safe step for brass lantern,0.92,0.92,0.94,0.94,True,True
1566,88,lichen_bridge,Kio,029497c13c,3,revised,step back,signal keeper answers,revise plan around do not step on tension rope,0.92,0.92,0.94,0.94,True,True
1567,88,orchid_engine,Cai,4049a31865,1,accepted,wait for resident lead,orchid keeper decides,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1568,88,moss_ward,Milo,d41dfee531,1,deferred,carry object,do not move root ledger,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
1570,88,cinder_garden,Juno,b4b2a948fa,4,proposed,watch route,cool bowl shared,do first safe step for shade pole,0.92,0.92,0.94,0.94,True,True
1571,88,lichen_bridge,Luma,43cffc0620,4,countered,translate phrase,do not step on tension rope,revise plan around meal room welcomes,0.92,0.92,0.94,0.94,True,True
1572,88,orchid_engine,Dax,f1d73c87fe,2,revised,step back,keep gear lane open,revise plan around do not turn valve key,0.92,0.92,0.94,0.94,True,True
1574,88,glass_harbor,Nia,f1b4fb280c,1,deferred,carry object,do not dim lamp,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
1575,88,cinder_garden,Pax,cc6cbfdc25,1,refused,repair together,shade caller leads,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1576,88,lichen_bridge,Rin,c8f1cabdbf,1,proposed,watch route,meal room welcomes,do first safe step for rope kit,0.92,0.92,0.94,0.94,True,True
1577,88,orchid_engine,Eli,0c5361bf5a,3,countered,translate phrase,do not turn valve key,revise plan around orchid keeper decides,0.92,0.92,0.94,0.94,True,True
1578,88,moss_ward,Ari,96df29782d,2,revised,step back,ask before loom repair,revise plan around do not move root ledger,0.92,0.92,0.94,0.94,True,True
1580,88,cinder_garden,Vale,82368b8c67,2,deferred,carry object,do not cross seed rows,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
1581,88,lichen_bridge,Sol,f65710a452,2,refused,repair together,signal keeper answers,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1582,88,orchid_engine,Bea,faafc4e979,4,proposed,watch route,orchid keeper decides,do first safe step for valve key,0.92,0.92,0.94,0.94,True,True
1584,89,cinder_garden,Juno,a21e3801df,3,accepted,wait for resident lead,shade caller leads,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1586,89,orchid_engine,Dax,12640d5b61,1,refused,repair together,do not turn valve key,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1587,89,moss_ward,Tala,697b034d1d,3,proposed,watch route,ask before loom repair,do first safe step for rain jar,0.82,0.838,0.94,0.94,True,True
1588,89,glass_harbor,Nia,ce67fe1bb4,2,countered,translate phrase,tea before crossing,revise plan around net keeper decides,0.92,0.92,0.94,0.94,True,True
1589,89,cinder_garden,Pax,6299d0a7d9,4,revised,step back,do not cross seed rows,revise plan around cool bowl shared,0.92,0.92,0.94,0.94,True,True
1590,89,lichen_bridge,Rin,5bab83b37e,3,accepted,wait for resident lead,signal keeper answers,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1592,89,moss_ward,Ari,78161e0339,4,refused,repair together,do not move root ledger,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1593,89,glass_harbor,Oren,a3c8c19fe2,3,proposed,watch route,net keeper decides,do first safe step for brass lantern,0.92,0.92,0.94,0.94,True,True
1594,89,cinder_garden,Vale,392a6cade2,1,countered,translate phrase,cool bowl shared,revise plan around shade caller leads,0.92,0.92,0.94,0.94,True,True
1596,89,orchid_engine,Bea,f2dda9eed1,2,accepted,wait for resident lead,keep gear lane open,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1597,89,moss_ward,Fay,15ff90b52d,1,deferred,carry object,rain path first,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
1598,89,glass_harbor,Puck,8c5c256e77,4,refused,repair together,do not dim lamp,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1599,89,cinder_garden,Wren,63028e74b8,2,proposed,watch route,shade caller leads,do first safe step for shade pole,0.82,0.838,0.94,0.94,True,True
1600,89,lichen_bridge,Kio,90b857140a,4,countered,translate phrase,meal room welcomes,revise plan around signal keeper answers,0.92,0.92,0.94,0.94,True,True
1602,90,glass_harbor,Nia,4c05806475,1,deferred,carry object,net keeper decides,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
1604,90,lichen_bridge,Rin,ec6549368b,1,proposed,watch route,do not step on tension rope,do first safe step for rope kit,0.92,0.92,0.94,0.94,True,True
1605,90,orchid_engine,Eli,6adbf91e8c,3,countered,translate phrase,keep gear lane open,revise plan around do not turn valve key,0.92,0.92,0.94,0.94,True,True
1606,90,moss_ward,Ari,244f72fca4,2,revised,step back,rain path first,revise plan around ask before loom repair,0.92,0.92,0.94,0.94,True,True
1608,90,cinder_garden,Vale,93fb26f9ae,3,deferred,carry object,shade caller leads,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
1609,90,lichen_bridge,Sol,af435d6afa,2,refused,repair together,meal room welcomes,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1610,90,orchid_engine,Bea,2eee3fe089,4,proposed,watch route,do not turn valve key,do first safe step for valve key,0.92,0.92,0.94,0.94,True,True
1611,90,moss_ward,Fay,d456f10a1e,3,countered,translate phrase,ask before loom repair,revise plan around do not move root ledger,0.92,0.92,0.94,0.94,True,True
1612,90,glass_harbor,Puck,82eb2aaa3c,2,revised,step back,tea before crossing,revise plan around net keeper decides,0.92,0.92,0.94,0.94,True,True
1614,90,lichen_bridge,Kio,9f440b7990,3,deferred,carry object,signal keeper answers,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
1615,90,orchid_engine,Cai,04d3b90440,1,refused,repair together,orchid keeper decides,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1616,90,moss_ward,Milo,e7b48d21d7,4,proposed,watch route,do not move root ledger,do first safe step for rain jar,0.92,0.92,0.94,0.94,True,True
1618,90,cinder_garden,Juno,8dba37a8a9,4,revised,step back,cool bowl shared,revise plan around shade caller leads,0.92,0.92,0.94,0.94,True,True
1619,90,lichen_bridge,Luma,4641d6357b,4,accepted,wait for resident lead,do not step on tension rope,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1620,91,moss_ward,Ari,69a55c934d,1,refused,repair together,ask before loom repair,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1621,91,glass_harbor,Oren,4ac1391f4b,3,proposed,watch route,tea before crossing,do first safe step for brass lantern,0.92,0.92,0.94,0.94,True,True
1622,91,cinder_garden,Vale,f56bf31a07,1,countered,translate phrase,do not cross seed rows,revise plan around cool bowl shared,0.92,0.92,0.94,0.94,True,True
1623,91,lichen_bridge,Sol,27b58310c5,1,revised,step back,signal keeper answers,revise plan around do not step on tension rope,0.92,0.92,0.94,0.94,True,True
1624,91,orchid_engine,Bea,9bb76825af,2,accepted,wait for resident lead,orchid keeper decides,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1626,91,glass_harbor,Puck,20e87b2bf2,4,refused,repair together,net keeper decides,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1627,91,cinder_garden,Wren,74dd1769b7,2,proposed,watch route,cool bowl shared,do first safe step for shade pole,0.838,0.856,0.94,0.94,True,True
1628,91,lichen_bridge,Kio,c003285e30,2,countered,translate phrase,do not step on tension rope,revise plan around meal room welcomes,0.92,0.92,0.94,0.94,True,True
1630,91,moss_ward,Milo,0dabd1a4e9,2,accepted,wait for resident lead,rain path first,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1631,91,glass_harbor,Sera,856e119be9,1,deferred,carry object,do not dim lamp,schedule later with phrase marker,0.82,0.834,0.94,0.94,True,True
1632,91,cinder_garden,Juno,2f2eca4e64,3,refused,repair together,shade caller leads,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1633,91,lichen_bridge,Luma,35876580ef,3,proposed,watch route,meal room welcomes,do first safe step for rope kit,0.92,0.92,0.94,0.94,True,True
1634,91,orchid_engine,Dax,8a2ef2fec0,3,countered,translate phrase,do not turn valve key,revise plan around orchid keeper decides,0.92,0.92,0.94,0.94,True,True
1636,91,glass_harbor,Nia,66605849d9,2,accepted,wait for resident lead,tea before crossing,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1637,91,cinder_garden,Pax,490c60c3c9,4,deferred,carry object,do not cross seed rows,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
1638,92,orchid_engine,Bea,b77508aa0f,4,proposed,watch route,keep gear lane open,do first safe step for valve key,0.92,0.92,0.94,0.94,True,True
1639,92,moss_ward,Fay,80a1d4de33,3,countered,translate phrase,rain path first,revise plan around ask before loom repair,0.92,0.92,0.94,0.94,True,True
1640,92,glass_harbor,Puck,068fd87bbf,3,revised,step back,do not dim lamp,revise plan around tea before crossing,0.92,0.92,0.94,0.94,True,True
1642,92,lichen_bridge,Kio,5dbc39836e,4,deferred,carry object,meal room welcomes,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
1643,92,orchid_engine,Cai,07bfc2f931,1,refused,repair together,do not turn valve key,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
1644,92,moss_ward,Milo,2bdff54a67,4,proposed,watch route,ask before loom repair,do first safe step for rain jar,0.92,0.92,0.94,0.94,True,True
1645,92,glass_harbor,Sera,33c7e6253f,4,countered,translate phrase,tea before crossing,revise plan around net keeper decides,0.834,0.858,0.94,0.94,True,True
1646,92,cinder_garden,Juno,05a9e90aae,1,revised,step back,do not cross seed rows,revise plan around cool bowl shared,0.92,0.92,0.94,0.94,True,True
