tick_id,day,tick,route_id,speaker,listener,dialogue_choice,keyframe_index,pose,gesture,gaze_target,mouth_shape,screen_x,screen_y,animation_visible,private_workspace_sealed
483,41,3,signal_orchard,Ivo,Milo,none,5,open forward lean,small nod,route board,rest,0.522,0.495,True,True
484,41,4,orchard_riverbend,Ivo,Ari,ask rollback,1,guarded crossed arms,two-hand offer,avatar,rest,0.58,0.355,True,True
485,41,5,central_repair_ring,Pax,Juno,none,3,relieved reset stance,small nod,route board,rest,0.694,0.425,False,True
486,41,6,riverbend_roofward,Ari,Fay,none,5,open forward lean,small nod,route board,rest,0.208,0.495,True,True
487,41,7,roofward_archive,Nia,Fay,ask rollback,1,guarded crossed arms,small nod,avatar,pause,0.322,0.355,True,True
488,41,8,archive_signal,Nia,Milo,none,3,guarded crossed arms,small nod,route board,rest,0.38,0.425,True,True
489,41,9,signal_orchard,Ivo,Milo,none,5,guarded crossed arms,small nod,route board,rest,0.494,0.495,True,True
490,41,10,orchard_riverbend,Ivo,Ari,ask rollback,1,guarded crossed arms,two-hand offer,avatar,short syllable,0.608,0.355,True,True
491,41,11,central_repair_ring,Pax,Juno,none,3,relieved reset stance,small nod,route board,rest,0.722,0.425,True,True
492,42,0,roofward_archive,Fay,Nia,none,1,relieved reset stance,small nod,route board,rest,0.28,0.355,True,True
493,42,1,archive_signal,Milo,Nia,ask merge,3,careful pointing,two-hand offer,avatar,soft close,0.394,0.425,True,True
494,42,2,signal_orchard,Milo,Ivo,ask rollback,5,route-board reach,small nod,avatar,long syllable,0.508,0.495,True,True
495,42,3,orchard_riverbend,Ari,Ivo,none,1,open forward lean,small nod,route board,rest,0.622,0.355,False,True
496,42,4,central_repair_ring,Juno,Pax,ask merge,3,careful pointing,small nod,avatar,long syllable,0.68,0.425,True,True
497,42,5,riverbend_roofward,Fay,Ari,none,5,relieved reset stance,small nod,route board,rest,0.194,0.495,True,True
498,42,6,roofward_archive,Fay,Nia,none,1,relieved reset stance,small nod,route board,rest,0.308,0.355,True,True
499,42,7,archive_signal,Milo,Nia,ask merge,3,careful pointing,two-hand offer,avatar,rest,0.422,0.425,True,True
500,42,8,signal_orchard,Milo,Ivo,ask rollback,5,route-board reach,small nod,avatar,pause,0.48,0.495,True,True
501,42,9,orchard_riverbend,Ari,Ivo,none,1,open forward lean,small nod,route board,rest,0.594,0.355,True,True
502,42,10,central_repair_ring,Juno,Pax,ask merge,3,careful pointing,small nod,avatar,pause,0.708,0.425,True,True
503,42,11,riverbend_roofward,Fay,Ari,none,5,relieved reset stance,small nod,route board,rest,0.222,0.495,True,True
504,43,0,roofward_archive,Fay,Nia,none,2,relieved reset stance,small nod,route board,rest,0.28,0.39,True,True
505,43,1,archive_signal,Milo,Nia,ask merge,4,listening tilt,open palm,avatar,rest,0.394,0.46,True,True
506,43,2,signal_orchard,Milo,Ivo,none,0,listening tilt,small nod,route board,rest,0.508,0.32,True,True
507,43,3,orchard_riverbend,Ari,Ivo,none,2,open forward lean,small nod,route board,rest,0.622,0.39,True,True
508,43,4,central_repair_ring,Juno,Pax,ask merge,4,listening tilt,route point,avatar,pause,0.68,0.46,True,True
509,43,5,riverbend_roofward,Fay,Ari,none,0,relieved reset stance,small nod,route board,rest,0.194,0.32,True,True
510,43,6,roofward_archive,Fay,Nia,none,2,relieved reset stance,small nod,route board,rest,0.308,0.39,False,True
511,43,7,archive_signal,Milo,Nia,ask merge,4,listening tilt,open palm,avatar,short syllable,0.422,0.46,True,True
512,43,8,signal_orchard,Milo,Ivo,none,0,listening tilt,small nod,route board,rest,0.48,0.32,True,True
513,43,9,orchard_riverbend,Ari,Ivo,none,2,open forward lean,small nod,route board,rest,0.594,0.39,True,True
514,43,10,central_repair_ring,Juno,Pax,ask merge,4,listening tilt,route point,avatar,soft close,0.708,0.46,True,True
515,43,11,riverbend_roofward,Fay,Ari,none,0,relieved reset stance,small nod,route board,rest,0.222,0.32,False,True
516,44,0,roofward_archive,Fay,Nia,ask rollback,3,careful pointing,step back,avatar,pause,0.28,0.425,True,True
517,44,1,archive_signal,Milo,Nia,ask rollback,5,route-board reach,tight grip,avatar,short syllable,0.394,0.495,True,True
518,44,2,signal_orchard,Milo,Ivo,none,1,route-board reach,small nod,route board,rest,0.508,0.355,True,True
519,44,3,orchard_riverbend,Ari,Ivo,none,3,open forward lean,small nod,route board,rest,0.622,0.425,True,True
520,44,4,central_repair_ring,Juno,Pax,ask merge,5,route-board reach,step back,avatar,soft close,0.68,0.495,True,True
521,44,5,riverbend_roofward,Fay,Ari,none,1,careful pointing,small nod,route board,rest,0.194,0.355,True,True
522,44,6,roofward_archive,Fay,Nia,ask rollback,3,careful pointing,step back,avatar,soft close,0.308,0.425,True,True
523,44,7,archive_signal,Milo,Nia,ask rollback,5,route-board reach,tight grip,avatar,long syllable,0.422,0.495,True,True
524,44,8,signal_orchard,Milo,Ivo,none,1,route-board reach,small nod,route board,rest,0.48,0.355,True,True
525,44,9,orchard_riverbend,Ari,Ivo,none,3,open forward lean,small nod,route board,rest,0.594,0.425,False,True
526,44,10,central_repair_ring,Juno,Pax,ask merge,5,route-board reach,step back,avatar,rest,0.708,0.495,True,True
527,44,11,riverbend_roofward,Fay,Ari,none,1,careful pointing,small nod,route board,rest,0.222,0.355,True,True
528,45,0,roofward_archive,Fay,Nia,none,4,careful pointing,small nod,route board,rest,0.28,0.46,True,True
529,45,1,archive_signal,Milo,Nia,ask rollback,0,open forward lean,small nod,avatar,short syllable,0.394,0.32,True,True
530,45,2,signal_orchard,Milo,Ivo,none,2,open forward lean,small nod,route board,rest,0.508,0.39,False,True
531,45,3,orchard_riverbend,Ari,Ivo,none,4,open forward lean,small nod,route board,rest,0.622,0.46,True,True
532,45,4,central_repair_ring,Juno,Pax,ask merge,0,open forward lean,two-hand offer,avatar,soft close,0.68,0.32,True,True
533,45,5,riverbend_roofward,Fay,Ari,ask merge,2,relieved reset stance,small nod,avatar,long syllable,0.194,0.39,True,True
534,45,6,roofward_archive,Fay,Nia,none,4,relieved reset stance,small nod,route board,rest,0.308,0.46,True,True
535,45,7,archive_signal,Milo,Nia,ask rollback,0,open forward lean,small nod,avatar,long syllable,0.422,0.32,True,True
536,45,8,signal_orchard,Milo,Ivo,none,2,open forward lean,small nod,route board,rest,0.48,0.39,True,True
537,45,9,orchard_riverbend,Ari,Ivo,none,4,open forward lean,small nod,route board,rest,0.594,0.46,True,True
538,45,10,central_repair_ring,Juno,Pax,ask merge,0,open forward lean,two-hand offer,avatar,rest,0.708,0.32,True,True
539,45,11,riverbend_roofward,Fay,Ari,ask merge,2,relieved reset stance,small nod,avatar,pause,0.222,0.39,True,True
540,46,0,roofward_archive,Fay,Nia,none,5,relieved reset stance,small nod,route board,rest,0.28,0.495,False,True
541,46,1,archive_signal,Milo,Nia,ask rollback,1,guarded crossed arms,route point,avatar,long syllable,0.394,0.355,True,True
542,46,2,signal_orchard,Milo,Ivo,none,3,guarded crossed arms,small nod,route board,rest,0.508,0.425,True,True
543,46,3,orchard_riverbend,Ari,Ivo,none,5,open forward lean,small nod,route board,rest,0.622,0.495,True,True
544,46,4,central_repair_ring,Juno,Pax,ask merge,1,guarded crossed arms,open palm,avatar,rest,0.68,0.355,True,True
545,46,5,riverbend_roofward,Fay,Ari,none,3,relieved reset stance,small nod,route board,rest,0.194,0.425,False,True
546,46,6,roofward_archive,Fay,Nia,none,5,relieved reset stance,small nod,route board,rest,0.308,0.495,True,True
547,46,7,archive_signal,Milo,Nia,ask rollback,1,guarded crossed arms,route point,avatar,pause,0.422,0.355,True,True
548,46,8,signal_orchard,Milo,Ivo,none,3,guarded crossed arms,small nod,route board,rest,0.48,0.425,True,True
549,46,9,orchard_riverbend,Ari,Ivo,none,5,open forward lean,small nod,route board,rest,0.594,0.495,True,True
550,46,10,central_repair_ring,Juno,Pax,ask merge,1,guarded crossed arms,open palm,avatar,short syllable,0.708,0.355,True,True
551,46,11,riverbend_roofward,Fay,Ari,none,3,relieved reset stance,small nod,route board,rest,0.222,0.425,True,True
552,47,0,roofward_archive,Fay,Nia,none,0,relieved reset stance,small nod,route board,rest,0.28,0.32,True,True
553,47,1,archive_signal,Milo,Nia,ask rollback,2,relieved reset stance,step back,avatar,pause,0.394,0.39,True,True
554,47,2,signal_orchard,Milo,Ivo,none,4,relieved reset stance,small nod,route board,rest,0.508,0.46,True,True
555,47,3,orchard_riverbend,Ari,Ivo,none,0,open forward lean,small nod,route board,rest,0.622,0.32,False,True
556,47,4,central_repair_ring,Juno,Pax,ask merge,2,relieved reset stance,tight grip,avatar,short syllable,0.68,0.39,True,True
557,47,5,riverbend_roofward,Fay,Ari,none,4,relieved reset stance,small nod,route board,rest,0.194,0.46,True,True
558,47,6,roofward_archive,Fay,Nia,none,0,relieved reset stance,small nod,route board,rest,0.308,0.32,True,True
559,47,7,archive_signal,Milo,Nia,ask rollback,2,relieved reset stance,step back,avatar,soft close,0.422,0.39,True,True
560,47,8,signal_orchard,Milo,Ivo,none,4,relieved reset stance,small nod,route board,rest,0.48,0.46,False,True
561,47,9,orchard_riverbend,Ari,Ivo,none,0,open forward lean,small nod,route board,rest,0.594,0.32,True,True
562,47,10,central_repair_ring,Juno,Pax,ask merge,2,relieved reset stance,tight grip,avatar,long syllable,0.708,0.39,True,True
563,47,11,riverbend_roofward,Fay,Ari,none,4,relieved reset stance,small nod,route board,rest,0.222,0.46,True,True
564,48,0,archive_signal,Nia,Milo,none,2,guarded crossed arms,small nod,route board,rest,0.38,0.39,True,True
565,48,1,signal_orchard,Ivo,Milo,ask merge,4,listening tilt,tight grip,avatar,rest,0.494,0.46,True,True
566,48,2,orchard_riverbend,Ivo,Ari,none,0,listening tilt,small nod,route board,rest,0.608,0.32,True,True
567,48,3,central_repair_ring,Pax,Juno,none,2,relieved reset stance,small nod,route board,rest,0.722,0.39,True,True
568,48,4,riverbend_roofward,Ari,Fay,ask merge,4,listening tilt,step back,avatar,pause,0.18,0.46,True,True
569,48,5,roofward_archive,Nia,Fay,none,0,guarded crossed arms,small nod,route board,rest,0.294,0.32,True,True
570,48,6,archive_signal,Nia,Milo,none,2,guarded crossed arms,small nod,route board,rest,0.408,0.39,False,True
571,48,7,signal_orchard,Ivo,Milo,ask merge,4,listening tilt,tight grip,avatar,short syllable,0.522,0.46,True,True
572,48,8,orchard_riverbend,Ivo,Ari,none,0,listening tilt,small nod,route board,rest,0.58,0.32,True,True
573,48,9,central_repair_ring,Pax,Juno,none,2,relieved reset stance,small nod,route board,rest,0.694,0.39,True,True
574,48,10,riverbend_roofward,Ari,Fay,ask merge,4,listening tilt,step back,avatar,soft close,0.208,0.46,True,True
575,48,11,roofward_archive,Nia,Fay,none,0,guarded crossed arms,small nod,route board,rest,0.322,0.32,False,True
576,49,0,archive_signal,Nia,Milo,none,3,guarded crossed arms,small nod,route board,rest,0.38,0.425,True,True
577,49,1,signal_orchard,Ivo,Milo,ask merge,5,route-board reach,small nod,avatar,short syllable,0.494,0.495,True,True
578,49,2,orchard_riverbend,Ivo,Ari,none,1,route-board reach,small nod,route board,rest,0.608,0.355,True,True
579,49,3,central_repair_ring,Pax,Juno,ask rollback,3,careful pointing,small nod,avatar,short syllable,0.722,0.425,True,True
580,49,4,riverbend_roofward,Ari,Fay,ask rollback,5,route-board reach,two-hand offer,avatar,soft close,0.18,0.495,True,True
581,49,5,roofward_archive,Nia,Fay,none,1,guarded crossed arms,small nod,route board,rest,0.294,0.355,True,True
582,49,6,archive_signal,Nia,Milo,none,3,guarded crossed arms,small nod,route board,rest,0.408,0.425,True,True
583,49,7,signal_orchard,Ivo,Milo,ask merge,5,route-board reach,small nod,avatar,long syllable,0.522,0.495,True,True
584,49,8,orchard_riverbend,Ivo,Ari,none,1,route-board reach,small nod,route board,rest,0.58,0.355,True,True
585,49,9,central_repair_ring,Pax,Juno,ask merge,3,careful pointing,small nod,avatar,long syllable,0.694,0.425,True,True
586,49,10,riverbend_roofward,Ari,Fay,ask rollback,5,route-board reach,two-hand offer,avatar,rest,0.208,0.495,True,True
587,49,11,roofward_archive,Nia,Fay,none,1,guarded crossed arms,small nod,route board,rest,0.322,0.355,True,True
588,50,0,archive_signal,Nia,Milo,none,4,guarded crossed arms,small nod,route board,rest,0.38,0.46,True,True
589,50,1,signal_orchard,Ivo,Milo,ask merge,0,open forward lean,route point,avatar,short syllable,0.494,0.32,True,True
590,50,2,orchard_riverbend,Ivo,Ari,ask merge,2,relieved reset stance,open palm,avatar,soft close,0.608,0.39,True,True
591,50,3,central_repair_ring,Pax,Juno,none,4,careful pointing,small nod,route board,rest,0.722,0.46,True,True
592,50,4,riverbend_roofward,Ari,Fay,ask rollback,0,open forward lean,open palm,avatar,soft close,0.18,0.32,True,True
593,50,5,roofward_archive,Nia,Fay,none,2,guarded crossed arms,small nod,route board,rest,0.294,0.39,True,True
594,50,6,archive_signal,Nia,Milo,none,4,guarded crossed arms,small nod,route board,rest,0.408,0.46,True,True
595,50,7,signal_orchard,Ivo,Milo,ask merge,0,open forward lean,route point,avatar,long syllable,0.522,0.32,True,True
596,50,8,orchard_riverbend,Ivo,Ari,ask rollback,2,relieved reset stance,open palm,avatar,rest,0.58,0.39,True,True
597,50,9,central_repair_ring,Pax,Juno,none,4,careful pointing,small nod,route board,rest,0.694,0.46,True,True
598,50,10,riverbend_roofward,Ari,Fay,ask rollback,0,open forward lean,open palm,avatar,rest,0.208,0.32,True,True
599,50,11,roofward_archive,Nia,Fay,none,2,guarded crossed arms,small nod,route board,rest,0.322,0.39,True,True
600,51,0,archive_signal,Nia,Milo,none,5,guarded crossed arms,small nod,route board,rest,0.38,0.495,False,True
601,51,1,signal_orchard,Ivo,Milo,ask rollback,1,guarded crossed arms,step back,avatar,long syllable,0.494,0.355,True,True
602,51,2,orchard_riverbend,Ivo,Ari,none,3,guarded crossed arms,small nod,route board,rest,0.608,0.425,True,True
603,51,3,central_repair_ring,Pax,Juno,none,5,careful pointing,small nod,route board,rest,0.722,0.495,True,True
604,51,4,riverbend_roofward,Ari,Fay,ask rollback,1,guarded crossed arms,tight grip,avatar,rest,0.18,0.355,True,True
605,51,5,roofward_archive,Nia,Fay,none,3,guarded crossed arms,small nod,route board,rest,0.294,0.425,False,True
606,51,6,archive_signal,Nia,Milo,none,5,guarded crossed arms,small nod,route board,rest,0.408,0.495,True,True
607,51,7,signal_orchard,Ivo,Milo,ask rollback,1,guarded crossed arms,step back,avatar,pause,0.522,0.355,True,True
608,51,8,orchard_riverbend,Ivo,Ari,none,3,guarded crossed arms,small nod,route board,rest,0.58,0.425,True,True
609,51,9,central_repair_ring,Pax,Juno,none,5,careful pointing,small nod,route board,rest,0.694,0.495,True,True
610,51,10,riverbend_roofward,Ari,Fay,ask rollback,1,guarded crossed arms,tight grip,avatar,short syllable,0.208,0.355,True,True
611,51,11,roofward_archive,Nia,Fay,none,3,guarded crossed arms,small nod,route board,rest,0.322,0.425,True,True
612,52,0,archive_signal,Nia,Milo,ask rollback,0,open forward lean,small nod,avatar,rest,0.38,0.32,True,True
613,52,1,signal_orchard,Ivo,Milo,ask rollback,2,relieved reset stance,two-hand offer,avatar,pause,0.494,0.39,True,True
614,52,2,orchard_riverbend,Ivo,Ari,none,4,relieved reset stance,small nod,route board,rest,0.608,0.46,True,True
615,52,3,central_repair_ring,Pax,Juno,none,0,careful pointing,small nod,route board,rest,0.722,0.32,False,True
616,52,4,riverbend_roofward,Ari,Fay,ask rollback,2,relieved reset stance,small nod,avatar,short syllable,0.18,0.39,True,True
617,52,5,roofward_archive,Nia,Fay,none,4,open forward lean,small nod,route board,rest,0.294,0.46,True,True
618,52,6,archive_signal,Nia,Milo,ask rollback,0,open forward lean,small nod,avatar,short syllable,0.408,0.32,True,True
619,52,7,signal_orchard,Ivo,Milo,ask rollback,2,relieved reset stance,two-hand offer,avatar,soft close,0.522,0.39,True,True
620,52,8,orchard_riverbend,Ivo,Ari,none,4,relieved reset stance,small nod,route board,rest,0.58,0.46,False,True
621,52,9,central_repair_ring,Pax,Juno,none,0,careful pointing,small nod,route board,rest,0.694,0.32,True,True
622,52,10,riverbend_roofward,Ari,Fay,ask rollback,2,relieved reset stance,small nod,avatar,long syllable,0.208,0.39,True,True
623,52,11,roofward_archive,Nia,Fay,none,4,open forward lean,small nod,route board,rest,0.322,0.46,True,True
624,53,0,archive_signal,Nia,Milo,none,1,open forward lean,small nod,route board,rest,0.38,0.355,True,True
625,53,1,signal_orchard,Ivo,Milo,ask rollback,3,careful pointing,open palm,avatar,soft close,0.494,0.425,True,True
626,53,2,orchard_riverbend,Ivo,Ari,none,5,careful pointing,small nod,route board,rest,0.608,0.495,True,True
627,53,3,central_repair_ring,Pax,Juno,none,1,careful pointing,small nod,route board,rest,0.722,0.355,True,True
628,53,4,riverbend_roofward,Ari,Fay,ask rollback,3,careful pointing,route point,avatar,long syllable,0.18,0.425,True,True
629,53,5,roofward_archive,Nia,Fay,ask merge,5,route-board reach,open palm,avatar,rest,0.294,0.495,True,True
630,53,6,archive_signal,Nia,Milo,none,1,route-board reach,small nod,route board,rest,0.408,0.355,False,True
631,53,7,signal_orchard,Ivo,Milo,ask rollback,3,careful pointing,open palm,avatar,rest,0.522,0.425,True,True
632,53,8,orchard_riverbend,Ivo,Ari,none,5,careful pointing,small nod,route board,rest,0.58,0.495,True,True
633,53,9,central_repair_ring,Pax,Juno,none,1,careful pointing,small nod,route board,rest,0.694,0.355,True,True
634,53,10,riverbend_roofward,Ari,Fay,ask rollback,3,careful pointing,route point,avatar,pause,0.208,0.425,True,True
635,53,11,roofward_archive,Nia,Fay,ask merge,5,route-board reach,open palm,avatar,short syllable,0.322,0.495,True,True
636,54,0,signal_orchard,Milo,Ivo,none,3,relieved reset stance,small nod,route board,rest,0.48,0.425,True,True
637,54,1,orchard_riverbend,Ari,Ivo,ask merge,5,route-board reach,route point,avatar,short syllable,0.594,0.495,True,True
638,54,2,central_repair_ring,Juno,Pax,none,1,relieved reset stance,small nod,route board,rest,0.708,0.355,True,True
639,54,3,riverbend_roofward,Fay,Ari,ask rollback,3,careful pointing,route point,avatar,short syllable,0.222,0.425,True,True
640,54,4,roofward_archive,Fay,Nia,ask merge,5,route-board reach,open palm,avatar,soft close,0.28,0.495,True,True
641,54,5,archive_signal,Milo,Nia,none,1,relieved reset stance,small nod,route board,rest,0.394,0.355,True,True
642,54,6,signal_orchard,Milo,Ivo,none,3,relieved reset stance,small nod,route board,rest,0.508,0.425,True,True
643,54,7,orchard_riverbend,Ari,Ivo,ask rollback,5,route-board reach,route point,avatar,long syllable,0.622,0.495,True,True
644,54,8,central_repair_ring,Juno,Pax,none,1,relieved reset stance,small nod,route board,rest,0.68,0.355,True,True
645,54,9,riverbend_roofward,Fay,Ari,ask merge,3,careful pointing,route point,avatar,long syllable,0.194,0.425,True,True
646,54,10,roofward_archive,Fay,Nia,ask merge,5,route-board reach,open palm,avatar,rest,0.308,0.495,True,True
647,54,11,archive_signal,Milo,Nia,none,1,relieved reset stance,small nod,route board,rest,0.422,0.355,True,True
648,55,0,signal_orchard,Milo,Ivo,none,4,relieved reset stance,small nod,route board,rest,0.48,0.46,True,True
649,55,1,orchard_riverbend,Ari,Ivo,ask rollback,0,open forward lean,step back,avatar,short syllable,0.594,0.32,True,True
650,55,2,central_repair_ring,Juno,Pax,none,2,relieved reset stance,small nod,route board,rest,0.708,0.39,False,True
651,55,3,riverbend_roofward,Fay,Ari,none,4,route-board reach,small nod,route board,rest,0.222,0.46,True,True
652,55,4,roofward_archive,Fay,Nia,ask merge,0,open forward lean,tight grip,avatar,soft close,0.28,0.32,True,True
653,55,5,archive_signal,Milo,Nia,none,2,relieved reset stance,small nod,route board,rest,0.394,0.39,True,True
654,55,6,signal_orchard,Milo,Ivo,none,4,relieved reset stance,small nod,route board,rest,0.508,0.46,True,True
655,55,7,orchard_riverbend,Ari,Ivo,ask rollback,0,open forward lean,step back,avatar,long syllable,0.622,0.32,True,True
656,55,8,central_repair_ring,Juno,Pax,none,2,relieved reset stance,small nod,route board,rest,0.68,0.39,True,True
657,55,9,riverbend_roofward,Fay,Ari,none,4,open forward lean,small nod,route board,rest,0.194,0.46,True,True
658,55,10,roofward_archive,Fay,Nia,ask merge,0,open forward lean,tight grip,avatar,rest,0.308,0.32,True,True
659,55,11,archive_signal,Milo,Nia,none,2,relieved reset stance,small nod,route board,rest,0.422,0.39,True,True
660,56,0,signal_orchard,Milo,Ivo,none,5,relieved reset stance,small nod,route board,rest,0.48,0.495,False,True
661,56,1,orchard_riverbend,Ari,Ivo,ask rollback,1,guarded crossed arms,two-hand offer,avatar,long syllable,0.594,0.355,True,True
662,56,2,central_repair_ring,Juno,Pax,none,3,relieved reset stance,small nod,route board,rest,0.708,0.425,True,True
663,56,3,riverbend_roofward,Fay,Ari,none,5,open forward lean,small nod,route board,rest,0.222,0.495,True,True
664,56,4,roofward_archive,Fay,Nia,ask rollback,1,guarded crossed arms,small nod,avatar,rest,0.28,0.355,True,True
665,56,5,archive_signal,Milo,Nia,none,3,relieved reset stance,small nod,route board,rest,0.394,0.425,False,True
666,56,6,signal_orchard,Milo,Ivo,none,5,relieved reset stance,small nod,route board,rest,0.508,0.495,True,True
667,56,7,orchard_riverbend,Ari,Ivo,ask rollback,1,guarded crossed arms,two-hand offer,avatar,pause,0.622,0.355,True,True
668,56,8,central_repair_ring,Juno,Pax,none,3,relieved reset stance,small nod,route board,rest,0.68,0.425,True,True
669,56,9,riverbend_roofward,Fay,Ari,none,5,guarded crossed arms,small nod,route board,rest,0.194,0.495,True,True
670,56,10,roofward_archive,Fay,Nia,ask rollback,1,guarded crossed arms,small nod,avatar,short syllable,0.308,0.355,True,True
671,56,11,archive_signal,Milo,Nia,none,3,relieved reset stance,small nod,route board,rest,0.422,0.425,True,True
672,57,0,signal_orchard,Milo,Ivo,none,0,relieved reset stance,small nod,route board,rest,0.48,0.32,True,True
673,57,1,orchard_riverbend,Ari,Ivo,ask rollback,2,relieved reset stance,open palm,avatar,pause,0.594,0.39,True,True
674,57,2,central_repair_ring,Juno,Pax,none,4,relieved reset stance,small nod,route board,rest,0.708,0.46,True,True
675,57,3,riverbend_roofward,Fay,Ari,none,0,guarded crossed arms,small nod,route board,rest,0.222,0.32,False,True
676,57,4,roofward_archive,Fay,Nia,ask rollback,2,relieved reset stance,route point,avatar,short syllable,0.28,0.39,True,True
677,57,5,archive_signal,Milo,Nia,none,4,relieved reset stance,small nod,route board,rest,0.394,0.46,True,True
678,57,6,signal_orchard,Milo,Ivo,none,0,relieved reset stance,small nod,route board,rest,0.508,0.32,True,True
679,57,7,orchard_riverbend,Ari,Ivo,ask rollback,2,relieved reset stance,open palm,avatar,soft close,0.622,0.39,True,True
680,57,8,central_repair_ring,Juno,Pax,none,4,relieved reset stance,small nod,route board,rest,0.68,0.46,False,True
681,57,9,riverbend_roofward,Fay,Ari,none,0,relieved reset stance,small nod,route board,rest,0.194,0.32,True,True
682,57,10,roofward_archive,Fay,Nia,ask rollback,2,relieved reset stance,route point,avatar,long syllable,0.308,0.39,True,True
683,57,11,archive_signal,Milo,Nia,none,4,relieved reset stance,small nod,route board,rest,0.422,0.46,True,True
684,58,0,signal_orchard,Milo,Ivo,none,1,relieved reset stance,small nod,route board,rest,0.48,0.355,True,True
685,58,1,orchard_riverbend,Ari,Ivo,ask rollback,3,careful pointing,tight grip,avatar,soft close,0.594,0.425,True,True
686,58,2,central_repair_ring,Juno,Pax,ask merge,5,route-board reach,step back,avatar,long syllable,0.708,0.495,True,True
687,58,3,riverbend_roofward,Fay,Ari,none,1,relieved reset stance,small nod,route board,rest,0.222,0.355,True,True
688,58,4,roofward_archive,Fay,Nia,ask rollback,3,careful pointing,step back,avatar,long syllable,0.28,0.425,True,True
689,58,5,archive_signal,Milo,Nia,none,5,relieved reset stance,small nod,route board,rest,0.394,0.495,True,True
690,58,6,signal_orchard,Milo,Ivo,none,1,relieved reset stance,small nod,route board,rest,0.508,0.355,False,True
691,58,7,orchard_riverbend,Ari,Ivo,ask rollback,3,careful pointing,tight grip,avatar,rest,0.622,0.425,True,True
692,58,8,central_repair_ring,Juno,Pax,ask rollback,5,route-board reach,step back,avatar,pause,0.68,0.495,True,True
693,58,9,riverbend_roofward,Fay,Ari,none,1,careful pointing,small nod,route board,rest,0.194,0.355,True,True
694,58,10,roofward_archive,Fay,Nia,ask rollback,3,careful pointing,step back,avatar,pause,0.308,0.425,True,True
695,58,11,archive_signal,Milo,Nia,none,5,relieved reset stance,small nod,route board,rest,0.422,0.495,False,True
696,59,0,signal_orchard,Milo,Ivo,none,2,relieved reset stance,small nod,route board,rest,0.48,0.39,True,True
697,59,1,orchard_riverbend,Ari,Ivo,ask rollback,4,listening tilt,small nod,avatar,rest,0.594,0.46,True,True
698,59,2,central_repair_ring,Juno,Pax,none,0,route-board reach,small nod,route board,rest,0.708,0.32,True,True
699,59,3,riverbend_roofward,Fay,Ari,none,2,careful pointing,small nod,route board,rest,0.222,0.39,True,True
700,59,4,roofward_archive,Fay,Nia,ask rollback,4,listening tilt,two-hand offer,avatar,pause,0.28,0.46,True,True
701,59,5,archive_signal,Milo,Nia,none,0,relieved reset stance,small nod,route board,rest,0.394,0.32,True,True
702,59,6,signal_orchard,Milo,Ivo,none,2,relieved reset stance,small nod,route board,rest,0.508,0.39,True,True
703,59,7,orchard_riverbend,Ari,Ivo,ask rollback,4,listening tilt,small nod,avatar,short syllable,0.622,0.46,True,True
704,59,8,central_repair_ring,Juno,Pax,none,0,route-board reach,small nod,route board,rest,0.68,0.32,True,True
705,59,9,riverbend_roofward,Fay,Ari,none,2,listening tilt,small nod,route board,rest,0.194,0.39,False,True
706,59,10,roofward_archive,Fay,Nia,ask rollback,4,listening tilt,two-hand offer,avatar,soft close,0.308,0.46,True,True
707,59,11,archive_signal,Milo,Nia,none,0,relieved reset stance,small nod,route board,rest,0.422,0.32,True,True
708,60,0,orchard_riverbend,Ivo,Ari,none,4,careful pointing,small nod,route board,rest,0.58,0.46,True,True
709,60,1,central_repair_ring,Pax,Juno,ask merge,0,open forward lean,two-hand offer,avatar,short syllable,0.694,0.32,True,True
710,60,2,riverbend_roofward,Ari,Fay,none,2,listening tilt,small nod,route board,rest,0.208,0.39,False,True
711,60,3,roofward_archive,Nia,Fay,none,4,route-board reach,small nod,route board,rest,0.322,0.46,True,True
712,60,4,archive_signal,Nia,Milo,ask merge,0,open forward lean,small nod,avatar,soft close,0.38,0.32,True,True
713,60,5,signal_orchard,Ivo,Milo,ask rollback,2,relieved reset stance,two-hand offer,avatar,long syllable,0.494,0.39,True,True
714,60,6,orchard_riverbend,Ivo,Ari,none,4,relieved reset stance,small nod,route board,rest,0.608,0.46,True,True
715,60,7,central_repair_ring,Pax,Juno,ask merge,0,open forward lean,two-hand offer,avatar,long syllable,0.722,0.32,True,True
716,60,8,riverbend_roofward,Ari,Fay,none,2,listening tilt,small nod,route board,rest,0.18,0.39,True,True
717,60,9,roofward_archive,Nia,Fay,none,4,open forward lean,small nod,route board,rest,0.294,0.46,True,True
718,60,10,archive_signal,Nia,Milo,ask merge,0,open forward lean,small nod,avatar,rest,0.408,0.32,True,True
719,60,11,signal_orchard,Ivo,Milo,ask rollback,2,relieved reset stance,two-hand offer,avatar,pause,0.522,0.39,True,True
720,61,0,orchard_riverbend,Ivo,Ari,none,5,relieved reset stance,small nod,route board,rest,0.58,0.495,False,True
721,61,1,central_repair_ring,Pax,Juno,ask merge,1,guarded crossed arms,open palm,avatar,long syllable,0.694,0.355,True,True
722,61,2,riverbend_roofward,Ari,Fay,none,3,listening tilt,small nod,route board,rest,0.208,0.425,True,True
723,61,3,roofward_archive,Nia,Fay,none,5,open forward lean,small nod,route board,rest,0.322,0.495,True,True
