tick_id,day,route_id,probe_kind,pre_reload_hash,post_reload_hash,branch_restored,snapshot_restored,body_language_restored,dialogue_followup_restored,reload_ok
776,56,central_repair_ring,none,v32-866593,v32-834206,True,True,True,True,True
777,56,riverbend_roofward,none,v32-731713,v32-773854,True,True,True,True,True
778,56,roofward_archive,none,v32-715654,v32-733045,True,True,True,True,True
779,56,archive_signal,none,v32-688378,v32-704968,True,True,True,True,True
780,56,signal_orchard,none,v32-650149,v32-804211,True,True,True,True,True
781,56,orchard_riverbend,none,v32-758223,v32-775886,True,True,True,True,True
782,56,central_repair_ring,none,v32-816009,v32-834052,True,True,True,True,True
783,56,riverbend_roofward,none,v32-755905,v32-773262,True,True,True,True,True
784,57,roofward_archive,reload,v32-714351,v32-756368,True,True,True,True,True
785,57,archive_signal,none,v32-687498,v32-681277,True,True,True,True,True
786,57,signal_orchard,none,v32-787064,v32-667777,True,True,True,True,True
787,57,orchard_riverbend,none,v32-695543,v32-712787,True,True,True,True,True
788,57,central_repair_ring,none,v32-816713,v32-867754,True,True,True,True,True
789,57,riverbend_roofward,none,v32-756174,v32-764548,True,True,True,True,True
790,57,roofward_archive,none,v32-738668,v32-814129,True,True,True,True,True
791,57,archive_signal,none,v32-664090,v32-704661,True,True,True,True,True
792,57,signal_orchard,none,v32-650556,v32-667488,True,True,True,True,True
793,57,orchard_riverbend,none,v32-695257,v32-736974,True,True,True,True,True
794,57,central_repair_ring,none,v32-849342,v32-834609,True,True,True,True,True
795,57,riverbend_roofward,none,v32-746786,v32-773679,True,True,True,True,True
796,57,roofward_archive,none,v32-796924,v32-732274,True,True,True,True,True
797,57,archive_signal,none,v32-688051,v32-705843,True,True,True,True,True
798,58,signal_orchard,reload,v32-651249,v32-684525,True,True,True,True,True
799,58,orchard_riverbend,none,v32-720142,v32-713074,True,True,True,True,True
800,58,central_repair_ring,none,v32-814355,v32-865360,True,True,True,True,True
801,58,riverbend_roofward,none,v32-755012,v32-772967,True,True,True,True,True
802,58,roofward_archive,none,v32-713756,v32-731129,True,True,True,True,True
803,58,archive_signal,none,v32-686527,v32-679543,True,True,True,True,True
804,58,signal_orchard,none,v32-729004,v32-870686,True,True,True,True,True
805,58,orchard_riverbend,none,v32-694820,v32-736374,True,True,True,True,True
806,58,central_repair_ring,restore,v32-847690,v32-865936,True,True,True,True,True
807,58,riverbend_roofward,none,v32-755884,v32-772929,True,True,True,True,True
808,58,roofward_archive,none,v32-714453,v32-814404,True,True,True,True,True
809,58,archive_signal,none,v32-663228,v32-680244,True,True,True,True,True
810,58,signal_orchard,none,v32-785136,v32-665885,True,True,True,True,True
811,58,orchard_riverbend,none,v32-718692,v32-735786,True,True,True,True,True
812,59,central_repair_ring,reload,v32-847540,v32-891870,True,True,True,True,True
813,59,riverbend_roofward,none,v32-754988,v32-748614,True,True,True,True,True
814,59,roofward_archive,none,v32-796341,v32-731672,True,True,True,True,True
815,59,archive_signal,none,v32-663066,v32-680080,True,True,True,True,True
816,59,signal_orchard,none,v32-649538,v32-666461,True,True,True,True,True
817,59,orchard_riverbend,none,v32-718965,v32-727192,True,True,True,True,True
818,59,central_repair_ring,none,v32-874171,v32-833516,True,True,True,True,True
819,59,riverbend_roofward,none,v32-731816,v32-773495,True,True,True,True,True
820,59,roofward_archive,none,v32-714008,v32-755103,True,True,True,True,True
821,59,archive_signal,none,v32-662780,v32-703945,True,True,True,True,True
822,59,signal_orchard,none,v32-649375,v32-803394,True,True,True,True,True
823,59,orchard_riverbend,none,v32-709695,v32-736201,True,True,True,True,True
824,59,central_repair_ring,none,v32-815325,v32-866345,True,True,True,True,True
825,59,riverbend_roofward,none,v32-755549,v32-773828,True,True,True,True,True
826,60,archive_signal,reload,v32-687372,v32-704099,True,True,True,True,True
827,60,signal_orchard,none,v32-786159,v32-666900,True,True,True,True,True
828,60,orchard_riverbend,none,v32-718272,v32-851657,True,True,True,True,True
829,60,central_repair_ring,none,v32-848707,v32-866962,True,True,True,True,True
830,60,riverbend_roofward,none,v32-755914,v32-748774,True,True,True,True,True
831,60,roofward_archive,none,v32-737762,v32-747133,True,True,True,True,True
832,60,archive_signal,none,v32-686762,v32-770340,True,True,True,True,True
833,60,signal_orchard,none,v32-649810,v32-690728,True,True,True,True,True
834,60,orchard_riverbend,none,v32-833349,v32-711482,True,True,True,True,True
835,60,central_repair_ring,none,v32-848421,v32-892432,True,True,True,True,True
836,60,riverbend_roofward,none,v32-730822,v32-900278,True,True,True,True,True
837,60,roofward_archive,restore,v32-730351,v32-756759,True,True,True,True,True
838,60,archive_signal,none,v32-753418,v32-680933,True,True,True,True,True
839,60,signal_orchard,none,v32-674212,v32-691157,True,True,True,True,True
840,61,orchard_riverbend,reload,v32-694090,v32-711320,True,True,True,True,True
841,61,central_repair_ring,none,v32-873735,v32-890853,True,True,True,True,True
842,61,riverbend_roofward,none,v32-881661,v32-748157,True,True,True,True,True
843,61,roofward_archive,none,v32-739056,v32-732117,True,True,True,True,True
844,61,archive_signal,none,v32-726149,v32-743594,True,True,True,True,True
845,61,signal_orchard,none,v32-673780,v32-691908,True,True,True,True,True
846,61,orchard_riverbend,none,v32-694786,v32-852063,True,True,True,True,True
847,61,central_repair_ring,none,v32-873159,v32-893829,True,True,True,True,True
848,61,riverbend_roofward,none,v32-731234,v32-748733,True,True,True,True,True
849,61,roofward_archive,none,v32-715432,v32-732821,True,True,True,True,True
850,61,archive_signal,none,v32-725987,v32-760471,True,True,True,True,True
851,61,signal_orchard,none,v32-674650,v32-682454,True,True,True,True,True
852,61,orchard_riverbend,none,v32-833752,v32-711861,True,True,True,True,True
853,61,central_repair_ring,none,v32-875122,v32-892894,True,True,True,True,True
854,62,riverbend_roofward,reload,v32-731076,v32-773060,True,True,True,True,True
855,62,roofward_archive,none,v32-715146,v32-732532,True,True,True,True,True
856,62,archive_signal,none,v32-680643,v32-771307,True,True,True,True,True
857,62,signal_orchard,none,v32-666116,v32-690803,True,True,True,True,True
858,62,orchard_riverbend,none,v32-695196,v32-712437,True,True,True,True,True
859,62,central_repair_ring,none,v32-875050,v32-875597,True,True,True,True,True
860,62,riverbend_roofward,none,v32-755246,v32-900404,True,True,True,True,True
861,62,roofward_archive,none,v32-714987,v32-757008,True,True,True,True,True
862,62,archive_signal,none,v32-753520,v32-681017,True,True,True,True,True
863,62,signal_orchard,none,v32-673428,v32-690066,True,True,True,True,True
864,62,orchard_riverbend,none,v32-695036,v32-852333,True,True,True,True,True
865,62,central_repair_ring,none,v32-857137,v32-892665,True,True,True,True,True
866,62,riverbend_roofward,none,v32-882643,v32-749118,True,True,True,True,True
867,62,roofward_archive,none,v32-740033,v32-757433,True,True,True,True,True
868,63,archive_signal,reload,v32-664689,v32-681718,True,True,True,True,True
869,63,signal_orchard,none,v32-673676,v32-667968,True,True,True,True,True
870,63,orchard_riverbend,none,v32-834020,v32-712113,True,True,True,True,True
871,63,central_repair_ring,none,v32-874101,v32-867080,True,True,True,True,True
872,63,riverbend_roofward,none,v32-731330,v32-748829,True,True,True,True,True
873,63,roofward_archive,none,v32-739597,v32-758212,True,True,True,True,True
874,63,archive_signal,none,v32-670425,v32-777806,True,True,True,True,True
875,63,signal_orchard,none,v32-650868,v32-683548,True,True,True,True,True
876,63,orchard_riverbend,none,v32-695446,v32-712689,True,True,True,True,True
877,63,central_repair_ring,none,v32-917167,v32-935855,True,True,True,True,True
878,63,riverbend_roofward,none,v32-732028,v32-901545,True,True,True,True,True
879,63,roofward_archive,none,v32-741355,v32-749379,True,True,True,True,True
880,63,archive_signal,none,v32-759987,v32-687319,True,True,True,True,True
881,63,signal_orchard,none,v32-666344,v32-683677,True,True,True,True,True
882,64,orchard_riverbend,reload,v32-695286,v32-712527,True,True,True,True,True
883,64,central_repair_ring,none,v32-916881,v32-935566,True,True,True,True,True
884,64,riverbend_roofward,none,v32-882917,v32-925837,True,True,True,True,True
885,64,roofward_archive,none,v32-737814,v32-763245,True,True,True,True,True
886,64,archive_signal,none,v32-670834,v32-687895,True,True,True,True,True
887,64,signal_orchard,none,v32-667206,v32-692055,True,True,True,True,True
888,64,orchard_riverbend,none,v32-695982,v32-853315,True,True,True,True,True
889,64,central_repair_ring,none,v32-849951,v32-894303,True,True,True,True,True
890,64,riverbend_roofward,none,v32-907062,v32-749214,True,True,True,True,True
891,64,roofward_archive,none,v32-745381,v32-762493,True,True,True,True,True
892,64,archive_signal,none,v32-670673,v32-778068,True,True,True,True,True
893,64,signal_orchard,none,v32-674793,v32-668049,True,True,True,True,True
894,64,orchard_riverbend,none,v32-834993,v32-713068,True,True,True,True,True
895,64,central_repair_ring,none,v32-875590,v32-893854,True,True,True,True,True
896,65,riverbend_roofward,reload,v32-732410,v32-749919,True,True,True,True,True
897,65,roofward_archive,none,v32-745491,v32-739506,True,True,True,True,True
898,65,archive_signal,none,v32-761103,v32-688434,True,True,True,True,True
899,65,signal_orchard,restore,v32-657673,v32-674647,True,True,True,True,True
900,65,orchard_riverbend,none,v32-758065,v32-775725,True,True,True,True,True
901,65,central_repair_ring,none,v32-880852,v32-899945,True,True,True,True,True
902,65,riverbend_roofward,none,v32-731405,v32-900954,True,True,True,True,True
903,65,roofward_archive,none,v32-721076,v32-755377,True,True,True,True,True
904,65,archive_signal,none,v32-670235,v32-687289,True,True,True,True,True
905,65,signal_orchard,none,v32-656664,v32-673627,True,True,True,True,True
906,65,orchard_riverbend,none,v32-765145,v32-927049,True,True,True,True,True
907,65,central_repair_ring,none,v32-882206,v32-891961,True,True,True,True,True
908,65,riverbend_roofward,none,v32-889508,v32-755656,True,True,True,True,True
909,65,roofward_archive,none,v32-738423,v32-755339,True,True,True,True,True
910,66,signal_orchard,reload,v32-656407,v32-697365,True,True,True,True,True
911,66,orchard_riverbend,none,v32-840548,v32-718357,True,True,True,True,True
912,66,central_repair_ring,none,v32-873317,v32-840614,True,True,True,True,True
913,66,riverbend_roofward,none,v32-737869,v32-755401,True,True,True,True,True
914,66,roofward_archive,none,v32-737432,v32-738681,True,True,True,True,True
915,66,archive_signal,none,v32-670424,v32-704037,True,True,True,True,True
916,66,signal_orchard,none,v32-680939,v32-811544,True,True,True,True,True
917,66,orchard_riverbend,none,v32-701786,v32-719061,True,True,True,True,True
918,66,central_repair_ring,none,v32-823245,v32-841326,True,True,True,True,True
919,66,riverbend_roofward,none,v32-738439,v32-780775,True,True,True,True,True
920,66,roofward_archive,none,v32-721107,v32-821326,True,True,True,True,True
921,66,archive_signal,none,v32-686710,v32-687317,True,True,True,True,True
922,66,signal_orchard,none,v32-793503,v32-673904,True,True,True,True,True
923,66,orchard_riverbend,none,v32-701627,v32-718900,True,True,True,True,True
924,67,central_repair_ring,reload,v32-823094,v32-875085,True,True,True,True,True
925,67,riverbend_roofward,none,v32-762791,v32-755688,True,True,True,True,True
926,67,roofward_archive,none,v32-804086,v32-739226,True,True,True,True,True
927,67,archive_signal,none,v32-670958,v32-688019,True,True,True,True,True
928,67,signal_orchard,none,v32-657509,v32-697735,True,True,True,True,True
929,67,orchard_riverbend,none,v32-765999,v32-808985,True,True,True,True,True
930,67,central_repair_ring,restore,v32-856645,v32-874087,True,True,True,True,True
931,67,riverbend_roofward,none,v32-737996,v32-780175,True,True,True,True,True
932,67,roofward_archive,none,v32-721519,v32-738937,True,True,True,True,True
933,67,archive_signal,none,v32-670672,v32-711435,True,True,True,True,True
934,67,signal_orchard,none,v32-680447,v32-811810,True,True,True,True,True
935,67,orchard_riverbend,none,v32-726514,v32-744713,True,True,True,True,True
936,67,central_repair_ring,none,v32-856368,v32-874663,True,True,True,True,True
937,67,riverbend_roofward,none,v32-763053,v32-780285,True,True,True,True,True
938,68,roofward_archive,reload,v32-722217,v32-764280,True,True,True,True,True
939,68,archive_signal,none,v32-694790,v32-688306,True,True,True,True,True
940,68,signal_orchard,none,v32-793767,v32-674152,True,True,True,True,True
941,68,orchard_riverbend,none,v32-727111,v32-719154,True,True,True,True,True
942,68,central_repair_ring,none,v32-856082,v32-874374,True,True,True,True,True
943,68,riverbend_roofward,none,v32-762304,v32-779378,True,True,True,True,True
944,68,roofward_archive,none,v32-746537,v32-822305,True,True,True,True,True
945,68,archive_signal,none,v32-671081,v32-688143,True,True,True,True,True
946,68,signal_orchard,none,v32-657755,v32-674728,True,True,True,True,True
947,68,orchard_riverbend,none,v32-702449,v32-744208,True,True,True,True,True
948,68,central_repair_ring,none,v32-856789,v32-842019,True,True,True,True,True
949,68,riverbend_roofward,none,v32-762389,v32-780390,True,True,True,True,True
950,68,roofward_archive,none,v32-804200,v32-739322,True,True,True,True,True
951,68,archive_signal,none,v32-670920,v32-687980,True,True,True,True,True
952,69,signal_orchard,reload,v32-720117,v32-761690,True,True,True,True,True
953,69,orchard_riverbend,none,v32-726481,v32-719441,True,True,True,True,True
954,69,central_repair_ring,none,v32-823781,v32-874937,True,True,True,True,True
955,69,riverbend_roofward,none,v32-762536,v32-756363,True,True,True,True,True
956,69,roofward_archive,none,v32-722471,v32-739898,True,True,True,True,True
957,69,archive_signal,none,v32-671490,v32-712871,True,True,True,True,True
958,69,signal_orchard,none,v32-681678,v32-812786,True,True,True,True,True
959,69,orchard_riverbend,none,v32-702860,v32-744473,True,True,True,True,True
960,69,central_repair_ring,none,v32-856354,v32-874648,True,True,True,True,True
961,69,riverbend_roofward,restore,v32-738536,v32-780407,True,True,True,True,True
962,69,roofward_archive,none,v32-722313,v32-822573,True,True,True,True,True
963,69,archive_signal,none,v32-695483,v32-713459,True,True,True,True,True
964,69,signal_orchard,none,v32-794734,v32-675101,True,True,True,True,True
965,69,orchard_riverbend,none,v32-726743,v32-743724,True,True,True,True,True
966,70,central_repair_ring,reload,v32-857061,v32-901440,True,True,True,True,True
967,70,riverbend_roofward,none,v32-763282,v32-756650,True,True,True,True,True
968,70,roofward_archive,none,v32-805322,v32-740443,True,True,True,True,True
969,70,archive_signal,none,v32-696924,v32-689095,True,True,True,True,True
970,70,signal_orchard,none,v32-657839,v32-674812,True,True,True,True,True
971,70,orchard_riverbend,none,v32-726000,v32-742825,True,True,True,True,True
972,70,central_repair_ring,none,v32-882830,v32-842136,True,True,True,True,True
973,70,riverbend_roofward,none,v32-738949,v32-756491,True,True,True,True,True
974,70,roofward_archive,none,v32-722725,v32-740154,True,True,True,True,True
975,70,archive_signal,none,v32-671738,v32-712964,True,True,True,True,True
976,70,signal_orchard,none,v32-657416,v32-811845,True,True,True,True,True
977,70,orchard_riverbend,none,v32-726091,v32-743831,True,True,True,True,True
978,70,central_repair_ring,none,v32-823538,v32-874682,True,True,True,True,True
979,70,riverbend_roofward,none,v32-739648,v32-757197,True,True,True,True,True
980,71,roofward_archive,reload,v32-786795,v32-829452,True,True,True,True,True
981,71,archive_signal,none,v32-695450,v32-688517,True,True,True,True,True
982,71,signal_orchard,none,v32-793800,v32-674223,True,True,True,True,True
983,71,orchard_riverbend,none,v32-726232,v32-720110,True,True,True,True,True
984,71,central_repair_ring,none,v32-856099,v32-899663,True,True,True,True,True
985,71,riverbend_roofward,none,v32-739362,v32-781867,True,True,True,True,True
986,71,roofward_archive,none,v32-746131,v32-764489,True,True,True,True,True
987,71,archive_signal,none,v32-671021,v32-712094,True,True,True,True,True
988,71,signal_orchard,none,v32-657824,v32-674799,True,True,True,True,True
989,71,orchard_riverbend,none,v32-703396,v32-744705,True,True,True,True,True
990,71,central_repair_ring,none,v32-881065,v32-841181,True,True,True,True,True
991,71,riverbend_roofward,none,v32-764003,v32-782479,True,True,True,True,True
992,71,roofward_archive,restore,v32-746616,v32-772150,True,True,True,True,True
993,71,archive_signal,none,v32-694586,v32-711351,True,True,True,True,True
994,72,orchard_riverbend,reload,v32-727004,v32-744297,True,True,True,True,True
995,72,central_repair_ring,none,v32-823711,v32-874860,True,True,True,True,True
996,72,riverbend_roofward,none,v32-765373,v32-909800,True,True,True,True,True
997,72,roofward_archive,none,v32-755118,v32-739857,True,True,True,True,True
998,72,archive_signal,none,v32-694610,v32-688275,True,True,True,True,True
999,72,signal_orchard,none,v32-658013,v32-698841,True,True,True,True,True
1000,72,orchard_riverbend,none,v32-733944,v32-868687,True,True,True,True,True
1001,72,central_repair_ring,none,v32-865670,v32-909742,True,True,True,True,True
1002,72,riverbend_roofward,none,v32-900612,v32-765739,True,True,True,True,True
1003,72,roofward_archive,none,v32-730529,v32-779857,True,True,True,True,True
1004,72,archive_signal,none,v32-679073,v32-787109,True,True,True,True,True
1005,72,signal_orchard,none,v32-689638,v32-682792,True,True,True,True,True
1006,72,orchard_riverbend,none,v32-851171,v32-728093,True,True,True,True,True
1007,72,central_repair_ring,none,v32-891835,v32-910986,True,True,True,True,True
