tick,day,active_panel,selected_resident,selected_tick,filter_text,visible_columns,panel_patch,keyboard_shortcut,export_ready,private_workspace_hidden
2918,163,schedule diff,Fay,2918,resident:Fay event:talk,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""fay:care_favor:audit:d163:s02"", ""panel"": ""schedule diff"", ""resident"": ""Fay"", ""snapshot"": ""ssrm:v59:audit:snapshot:d163:t02918"", ""tick"": 2918}",r,True,True
2919,163,invariant,Milo,2919,resident:Milo event:offer_help,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""milo:tool_loan:audit:d163:s03"", ""panel"": ""invariant"", ""resident"": ""Milo"", ""snapshot"": ""ssrm:v59:audit:snapshot:d163:t02919"", ""tick"": 2919}",d,True,True
2920,163,dashboard,Sera,2920,resident:Sera event:borrow_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""sera:repair_promise:audit:d163:s04"", ""panel"": ""dashboard"", ""resident"": ""Sera"", ""snapshot"": ""ssrm:v59:audit:snapshot:d163:t02920"", ""tick"": 2920}",x,True,True
2921,163,resident index,Tovan,2921,resident:Tovan event:return_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""tovan:care_favor:audit:d163:s05"", ""panel"": ""resident index"", ""resident"": ""Tovan"", ""snapshot"": ""ssrm:v59:audit:snapshot:d163:t02921"", ""tick"": 2921}",j/k,True,True
2922,163,schedule diff,Nia,2922,resident:Nia event:interrupt_work,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""nia:tool_loan:audit:d163:s06"", ""panel"": ""schedule diff"", ""resident"": ""Nia"", ""snapshot"": ""ssrm:v59:audit:snapshot:d163:t02922"", ""tick"": 2922}",m,True,True
2923,163,invariant,Ari,2923,resident:Ari event:wait_offscreen,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""ari:repair_promise:audit:d163:s07"", ""panel"": ""invariant"", ""resident"": ""Ari"", ""snapshot"": ""ssrm:v59:audit:snapshot:d163:t02923"", ""tick"": 2923}",s,True,True
2924,163,dashboard,Fay,2924,resident:Fay event:repair_trust,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""fay:care_favor:audit:d163:s08"", ""panel"": ""dashboard"", ""resident"": ""Fay"", ""snapshot"": ""ssrm:v59:audit:snapshot:d163:t02924"", ""tick"": 2924}",e,True,True
2925,163,resident index,Milo,2925,resident:Milo event:move,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""milo:tool_loan:audit:d163:s09"", ""panel"": ""resident index"", ""resident"": ""Milo"", ""snapshot"": ""ssrm:v59:audit:snapshot:d163:t02925"", ""tick"": 2925}",r,True,True
2926,163,schedule diff,Sera,2926,resident:Sera event:talk,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""sera:repair_promise:audit:d163:s10"", ""panel"": ""schedule diff"", ""resident"": ""Sera"", ""snapshot"": ""ssrm:v59:audit:snapshot:d163:t02926"", ""tick"": 2926}",d,True,True
2927,163,invariant,Tovan,2927,resident:Tovan event:offer_help,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""tovan:care_favor:audit:d163:s11"", ""panel"": ""invariant"", ""resident"": ""Tovan"", ""snapshot"": ""ssrm:v59:audit:snapshot:d163:t02927"", ""tick"": 2927}",x,True,True
2928,163,dashboard,Nia,2928,resident:Nia event:borrow_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""nia:tool_loan:audit:d163:s12"", ""panel"": ""dashboard"", ""resident"": ""Nia"", ""snapshot"": ""ssrm:v59:audit:snapshot:d163:t02928"", ""tick"": 2928}",j/k,True,True
2929,163,resident index,Ari,2929,resident:Ari event:return_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""ari:repair_promise:audit:d163:s13"", ""panel"": ""resident index"", ""resident"": ""Ari"", ""snapshot"": ""ssrm:v59:audit:snapshot:d163:t02929"", ""tick"": 2929}",m,True,True
2930,163,schedule diff,Fay,2930,resident:Fay event:interrupt_work,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""fay:care_favor:audit:d163:s14"", ""panel"": ""schedule diff"", ""resident"": ""Fay"", ""snapshot"": ""ssrm:v59:audit:snapshot:d163:t02930"", ""tick"": 2930}",s,True,True
2931,163,invariant,Milo,2931,resident:Milo event:wait_offscreen,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""milo:tool_loan:audit:d163:s15"", ""panel"": ""invariant"", ""resident"": ""Milo"", ""snapshot"": ""ssrm:v59:audit:snapshot:d163:t02931"", ""tick"": 2931}",e,True,True
2932,163,dashboard,Sera,2932,resident:Sera event:repair_trust,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""sera:repair_promise:audit:d163:s16"", ""panel"": ""dashboard"", ""resident"": ""Sera"", ""snapshot"": ""ssrm:v59:audit:snapshot:d163:t02932"", ""tick"": 2932}",r,True,True
2933,163,resident index,Tovan,2933,resident:Tovan event:move,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""tovan:care_favor:audit:d163:s17"", ""panel"": ""resident index"", ""resident"": ""Tovan"", ""snapshot"": ""ssrm:v59:audit:snapshot:d163:t02933"", ""tick"": 2933}",d,True,True
2934,164,memory debt,Nia,2934,resident:Nia event:offer_help,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""nia:tool_loan:audit:d164:s00"", ""panel"": ""memory debt"", ""resident"": ""Nia"", ""snapshot"": ""ssrm:v59:audit:snapshot:d164:t02934"", ""tick"": 2934}",r,True,True
2935,164,snapshot,Ari,2935,resident:Ari event:borrow_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""ari:repair_promise:audit:d164:s01"", ""panel"": ""snapshot"", ""resident"": ""Ari"", ""snapshot"": ""ssrm:v59:audit:snapshot:d164:t02935"", ""tick"": 2935}",d,True,True
2936,164,causality,Fay,2936,resident:Fay event:return_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""fay:care_favor:audit:d164:s02"", ""panel"": ""causality"", ""resident"": ""Fay"", ""snapshot"": ""ssrm:v59:audit:snapshot:d164:t02936"", ""tick"": 2936}",x,True,True
2937,164,scrubber,Milo,2937,resident:Milo event:interrupt_work,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""milo:tool_loan:audit:d164:s03"", ""panel"": ""scrubber"", ""resident"": ""Milo"", ""snapshot"": ""ssrm:v59:audit:snapshot:d164:t02937"", ""tick"": 2937}",j/k,True,True
2938,164,memory debt,Sera,2938,resident:Sera event:wait_offscreen,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""sera:repair_promise:audit:d164:s04"", ""panel"": ""memory debt"", ""resident"": ""Sera"", ""snapshot"": ""ssrm:v59:audit:snapshot:d164:t02938"", ""tick"": 2938}",m,True,True
2939,164,snapshot,Tovan,2939,resident:Tovan event:repair_trust,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""tovan:care_favor:audit:d164:s05"", ""panel"": ""snapshot"", ""resident"": ""Tovan"", ""snapshot"": ""ssrm:v59:audit:snapshot:d164:t02939"", ""tick"": 2939}",s,True,True
2940,164,causality,Nia,2940,resident:Nia event:move,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""nia:tool_loan:audit:d164:s06"", ""panel"": ""causality"", ""resident"": ""Nia"", ""snapshot"": ""ssrm:v59:audit:snapshot:d164:t02940"", ""tick"": 2940}",e,True,True
2941,164,scrubber,Ari,2941,resident:Ari event:talk,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""ari:repair_promise:audit:d164:s07"", ""panel"": ""scrubber"", ""resident"": ""Ari"", ""snapshot"": ""ssrm:v59:audit:snapshot:d164:t02941"", ""tick"": 2941}",r,True,True
2942,164,memory debt,Fay,2942,resident:Fay event:offer_help,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""fay:care_favor:audit:d164:s08"", ""panel"": ""memory debt"", ""resident"": ""Fay"", ""snapshot"": ""ssrm:v59:audit:snapshot:d164:t02942"", ""tick"": 2942}",d,True,True
2943,164,snapshot,Milo,2943,resident:Milo event:borrow_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""milo:tool_loan:audit:d164:s09"", ""panel"": ""snapshot"", ""resident"": ""Milo"", ""snapshot"": ""ssrm:v59:audit:snapshot:d164:t02943"", ""tick"": 2943}",x,True,True
2944,164,causality,Sera,2944,resident:Sera event:return_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""sera:repair_promise:audit:d164:s10"", ""panel"": ""causality"", ""resident"": ""Sera"", ""snapshot"": ""ssrm:v59:audit:snapshot:d164:t02944"", ""tick"": 2944}",j/k,True,True
2945,164,scrubber,Tovan,2945,resident:Tovan event:interrupt_work,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""tovan:care_favor:audit:d164:s11"", ""panel"": ""scrubber"", ""resident"": ""Tovan"", ""snapshot"": ""ssrm:v59:audit:snapshot:d164:t02945"", ""tick"": 2945}",m,True,True
2946,164,memory debt,Nia,2946,resident:Nia event:wait_offscreen,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""nia:tool_loan:audit:d164:s12"", ""panel"": ""memory debt"", ""resident"": ""Nia"", ""snapshot"": ""ssrm:v59:audit:snapshot:d164:t02946"", ""tick"": 2946}",s,True,True
2947,164,snapshot,Ari,2947,resident:Ari event:repair_trust,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""ari:repair_promise:audit:d164:s13"", ""panel"": ""snapshot"", ""resident"": ""Ari"", ""snapshot"": ""ssrm:v59:audit:snapshot:d164:t02947"", ""tick"": 2947}",e,True,True
2948,164,causality,Fay,2948,resident:Fay event:move,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""fay:care_favor:audit:d164:s14"", ""panel"": ""causality"", ""resident"": ""Fay"", ""snapshot"": ""ssrm:v59:audit:snapshot:d164:t02948"", ""tick"": 2948}",r,True,True
2949,164,scrubber,Milo,2949,resident:Milo event:talk,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""milo:tool_loan:audit:d164:s15"", ""panel"": ""scrubber"", ""resident"": ""Milo"", ""snapshot"": ""ssrm:v59:audit:snapshot:d164:t02949"", ""tick"": 2949}",d,True,True
2950,164,memory debt,Sera,2950,resident:Sera event:offer_help,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""sera:repair_promise:audit:d164:s16"", ""panel"": ""memory debt"", ""resident"": ""Sera"", ""snapshot"": ""ssrm:v59:audit:snapshot:d164:t02950"", ""tick"": 2950}",x,True,True
2951,164,snapshot,Tovan,2951,resident:Tovan event:borrow_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""tovan:care_favor:audit:d164:s17"", ""panel"": ""snapshot"", ""resident"": ""Tovan"", ""snapshot"": ""ssrm:v59:audit:snapshot:d164:t02951"", ""tick"": 2951}",j/k,True,True
2952,165,invariant,Nia,2952,resident:Nia event:interrupt_work,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""nia:tool_loan:audit:d165:s00"", ""panel"": ""invariant"", ""resident"": ""Nia"", ""snapshot"": ""ssrm:v59:audit:snapshot:d165:t02952"", ""tick"": 2952}",x,True,True
2953,165,dashboard,Ari,2953,resident:Ari event:wait_offscreen,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""ari:repair_promise:audit:d165:s01"", ""panel"": ""dashboard"", ""resident"": ""Ari"", ""snapshot"": ""ssrm:v59:audit:snapshot:d165:t02953"", ""tick"": 2953}",j/k,True,True
2954,165,resident index,Fay,2954,resident:Fay event:repair_trust,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""fay:care_favor:audit:d165:s02"", ""panel"": ""resident index"", ""resident"": ""Fay"", ""snapshot"": ""ssrm:v59:audit:snapshot:d165:t02954"", ""tick"": 2954}",m,True,True
2955,165,schedule diff,Milo,2955,resident:Milo event:move,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""milo:tool_loan:audit:d165:s03"", ""panel"": ""schedule diff"", ""resident"": ""Milo"", ""snapshot"": ""ssrm:v59:audit:snapshot:d165:t02955"", ""tick"": 2955}",s,True,True
2956,165,invariant,Sera,2956,resident:Sera event:talk,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""sera:repair_promise:audit:d165:s04"", ""panel"": ""invariant"", ""resident"": ""Sera"", ""snapshot"": ""ssrm:v59:audit:snapshot:d165:t02956"", ""tick"": 2956}",e,True,True
2957,165,dashboard,Tovan,2957,resident:Tovan event:offer_help,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""tovan:care_favor:audit:d165:s05"", ""panel"": ""dashboard"", ""resident"": ""Tovan"", ""snapshot"": ""ssrm:v59:audit:snapshot:d165:t02957"", ""tick"": 2957}",r,True,True
2958,165,resident index,Nia,2958,resident:Nia event:borrow_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""nia:tool_loan:audit:d165:s06"", ""panel"": ""resident index"", ""resident"": ""Nia"", ""snapshot"": ""ssrm:v59:audit:snapshot:d165:t02958"", ""tick"": 2958}",d,True,True
2959,165,schedule diff,Ari,2959,resident:Ari event:return_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""ari:repair_promise:audit:d165:s07"", ""panel"": ""schedule diff"", ""resident"": ""Ari"", ""snapshot"": ""ssrm:v59:audit:snapshot:d165:t02959"", ""tick"": 2959}",x,True,True
2960,165,invariant,Fay,2960,resident:Fay event:interrupt_work,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""fay:care_favor:audit:d165:s08"", ""panel"": ""invariant"", ""resident"": ""Fay"", ""snapshot"": ""ssrm:v59:audit:snapshot:d165:t02960"", ""tick"": 2960}",j/k,True,True
2961,165,dashboard,Milo,2961,resident:Milo event:wait_offscreen,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""milo:tool_loan:audit:d165:s09"", ""panel"": ""dashboard"", ""resident"": ""Milo"", ""snapshot"": ""ssrm:v59:audit:snapshot:d165:t02961"", ""tick"": 2961}",m,True,True
2962,165,resident index,Sera,2962,resident:Sera event:repair_trust,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""sera:repair_promise:audit:d165:s10"", ""panel"": ""resident index"", ""resident"": ""Sera"", ""snapshot"": ""ssrm:v59:audit:snapshot:d165:t02962"", ""tick"": 2962}",s,True,True
2963,165,schedule diff,Tovan,2963,resident:Tovan event:move,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""tovan:care_favor:audit:d165:s11"", ""panel"": ""schedule diff"", ""resident"": ""Tovan"", ""snapshot"": ""ssrm:v59:audit:snapshot:d165:t02963"", ""tick"": 2963}",e,True,True
2964,165,invariant,Nia,2964,resident:Nia event:talk,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""nia:tool_loan:audit:d165:s12"", ""panel"": ""invariant"", ""resident"": ""Nia"", ""snapshot"": ""ssrm:v59:audit:snapshot:d165:t02964"", ""tick"": 2964}",r,True,True
2965,165,dashboard,Ari,2965,resident:Ari event:offer_help,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""ari:repair_promise:audit:d165:s13"", ""panel"": ""dashboard"", ""resident"": ""Ari"", ""snapshot"": ""ssrm:v59:audit:snapshot:d165:t02965"", ""tick"": 2965}",d,True,True
2966,165,resident index,Fay,2966,resident:Fay event:borrow_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""fay:care_favor:audit:d165:s14"", ""panel"": ""resident index"", ""resident"": ""Fay"", ""snapshot"": ""ssrm:v59:audit:snapshot:d165:t02966"", ""tick"": 2966}",x,True,True
2967,165,schedule diff,Milo,2967,resident:Milo event:return_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""milo:tool_loan:audit:d165:s15"", ""panel"": ""schedule diff"", ""resident"": ""Milo"", ""snapshot"": ""ssrm:v59:audit:snapshot:d165:t02967"", ""tick"": 2967}",j/k,True,True
2968,165,invariant,Sera,2968,resident:Sera event:interrupt_work,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""sera:repair_promise:audit:d165:s16"", ""panel"": ""invariant"", ""resident"": ""Sera"", ""snapshot"": ""ssrm:v59:audit:snapshot:d165:t02968"", ""tick"": 2968}",m,True,True
2969,165,dashboard,Tovan,2969,resident:Tovan event:wait_offscreen,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""tovan:care_favor:audit:d165:s17"", ""panel"": ""dashboard"", ""resident"": ""Tovan"", ""snapshot"": ""ssrm:v59:audit:snapshot:d165:t02969"", ""tick"": 2969}",s,True,True
2970,166,scrubber,Nia,2970,resident:Nia event:move,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""nia:tool_loan:audit:d166:s00"", ""panel"": ""scrubber"", ""resident"": ""Nia"", ""snapshot"": ""ssrm:v59:audit:snapshot:d166:t02970"", ""tick"": 2970}",m,True,True
2971,166,memory debt,Ari,2971,resident:Ari event:talk,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""ari:repair_promise:audit:d166:s01"", ""panel"": ""memory debt"", ""resident"": ""Ari"", ""snapshot"": ""ssrm:v59:audit:snapshot:d166:t02971"", ""tick"": 2971}",s,True,True
2972,166,snapshot,Fay,2972,resident:Fay event:offer_help,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""fay:care_favor:audit:d166:s02"", ""panel"": ""snapshot"", ""resident"": ""Fay"", ""snapshot"": ""ssrm:v59:audit:snapshot:d166:t02972"", ""tick"": 2972}",e,True,True
2973,166,causality,Milo,2973,resident:Milo event:borrow_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""milo:tool_loan:audit:d166:s03"", ""panel"": ""causality"", ""resident"": ""Milo"", ""snapshot"": ""ssrm:v59:audit:snapshot:d166:t02973"", ""tick"": 2973}",r,True,True
2974,166,scrubber,Sera,2974,resident:Sera event:return_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""sera:repair_promise:audit:d166:s04"", ""panel"": ""scrubber"", ""resident"": ""Sera"", ""snapshot"": ""ssrm:v59:audit:snapshot:d166:t02974"", ""tick"": 2974}",d,True,True
2975,166,memory debt,Tovan,2975,resident:Tovan event:interrupt_work,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""tovan:care_favor:audit:d166:s05"", ""panel"": ""memory debt"", ""resident"": ""Tovan"", ""snapshot"": ""ssrm:v59:audit:snapshot:d166:t02975"", ""tick"": 2975}",x,True,True
2976,166,snapshot,Nia,2976,resident:Nia event:wait_offscreen,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""nia:tool_loan:audit:d166:s06"", ""panel"": ""snapshot"", ""resident"": ""Nia"", ""snapshot"": ""ssrm:v59:audit:snapshot:d166:t02976"", ""tick"": 2976}",j/k,True,True
2977,166,causality,Ari,2977,resident:Ari event:repair_trust,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""ari:repair_promise:audit:d166:s07"", ""panel"": ""causality"", ""resident"": ""Ari"", ""snapshot"": ""ssrm:v59:audit:snapshot:d166:t02977"", ""tick"": 2977}",m,True,True
2978,166,scrubber,Fay,2978,resident:Fay event:move,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""fay:care_favor:audit:d166:s08"", ""panel"": ""scrubber"", ""resident"": ""Fay"", ""snapshot"": ""ssrm:v59:audit:snapshot:d166:t02978"", ""tick"": 2978}",s,True,True
2979,166,memory debt,Milo,2979,resident:Milo event:talk,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""milo:tool_loan:audit:d166:s09"", ""panel"": ""memory debt"", ""resident"": ""Milo"", ""snapshot"": ""ssrm:v59:audit:snapshot:d166:t02979"", ""tick"": 2979}",e,True,True
2980,166,snapshot,Sera,2980,resident:Sera event:offer_help,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""sera:repair_promise:audit:d166:s10"", ""panel"": ""snapshot"", ""resident"": ""Sera"", ""snapshot"": ""ssrm:v59:audit:snapshot:d166:t02980"", ""tick"": 2980}",r,True,True
2981,166,causality,Tovan,2981,resident:Tovan event:borrow_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""tovan:care_favor:audit:d166:s11"", ""panel"": ""causality"", ""resident"": ""Tovan"", ""snapshot"": ""ssrm:v59:audit:snapshot:d166:t02981"", ""tick"": 2981}",d,True,True
2982,166,scrubber,Nia,2982,resident:Nia event:return_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""nia:tool_loan:audit:d166:s12"", ""panel"": ""scrubber"", ""resident"": ""Nia"", ""snapshot"": ""ssrm:v59:audit:snapshot:d166:t02982"", ""tick"": 2982}",x,True,True
2983,166,memory debt,Ari,2983,resident:Ari event:interrupt_work,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""ari:repair_promise:audit:d166:s13"", ""panel"": ""memory debt"", ""resident"": ""Ari"", ""snapshot"": ""ssrm:v59:audit:snapshot:d166:t02983"", ""tick"": 2983}",j/k,True,True
2984,166,snapshot,Fay,2984,resident:Fay event:wait_offscreen,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""fay:care_favor:audit:d166:s14"", ""panel"": ""snapshot"", ""resident"": ""Fay"", ""snapshot"": ""ssrm:v59:audit:snapshot:d166:t02984"", ""tick"": 2984}",m,True,True
2985,166,causality,Milo,2985,resident:Milo event:repair_trust,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""milo:tool_loan:audit:d166:s15"", ""panel"": ""causality"", ""resident"": ""Milo"", ""snapshot"": ""ssrm:v59:audit:snapshot:d166:t02985"", ""tick"": 2985}",s,True,True
2986,166,scrubber,Sera,2986,resident:Sera event:move,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""sera:repair_promise:audit:d166:s16"", ""panel"": ""scrubber"", ""resident"": ""Sera"", ""snapshot"": ""ssrm:v59:audit:snapshot:d166:t02986"", ""tick"": 2986}",e,True,True
2987,166,memory debt,Tovan,2987,resident:Tovan event:talk,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""tovan:care_favor:audit:d166:s17"", ""panel"": ""memory debt"", ""resident"": ""Tovan"", ""snapshot"": ""ssrm:v59:audit:snapshot:d166:t02987"", ""tick"": 2987}",r,True,True
2988,167,schedule diff,Nia,2988,resident:Nia event:borrow_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""nia:tool_loan:audit:d167:s00"", ""panel"": ""schedule diff"", ""resident"": ""Nia"", ""snapshot"": ""ssrm:v59:audit:snapshot:d167:t02988"", ""tick"": 2988}",e,True,True
2989,167,invariant,Ari,2989,resident:Ari event:return_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""ari:repair_promise:audit:d167:s01"", ""panel"": ""invariant"", ""resident"": ""Ari"", ""snapshot"": ""ssrm:v59:audit:snapshot:d167:t02989"", ""tick"": 2989}",r,True,True
2990,167,dashboard,Fay,2990,resident:Fay event:interrupt_work,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""fay:care_favor:audit:d167:s02"", ""panel"": ""dashboard"", ""resident"": ""Fay"", ""snapshot"": ""ssrm:v59:audit:snapshot:d167:t02990"", ""tick"": 2990}",d,True,True
2991,167,resident index,Milo,2991,resident:Milo event:wait_offscreen,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""milo:tool_loan:audit:d167:s03"", ""panel"": ""resident index"", ""resident"": ""Milo"", ""snapshot"": ""ssrm:v59:audit:snapshot:d167:t02991"", ""tick"": 2991}",x,True,True
2992,167,schedule diff,Sera,2992,resident:Sera event:repair_trust,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""sera:repair_promise:audit:d167:s04"", ""panel"": ""schedule diff"", ""resident"": ""Sera"", ""snapshot"": ""ssrm:v59:audit:snapshot:d167:t02992"", ""tick"": 2992}",j/k,True,True
2993,167,invariant,Tovan,2993,resident:Tovan event:move,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""tovan:care_favor:audit:d167:s05"", ""panel"": ""invariant"", ""resident"": ""Tovan"", ""snapshot"": ""ssrm:v59:audit:snapshot:d167:t02993"", ""tick"": 2993}",m,True,True
2994,167,dashboard,Nia,2994,resident:Nia event:talk,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""nia:tool_loan:audit:d167:s06"", ""panel"": ""dashboard"", ""resident"": ""Nia"", ""snapshot"": ""ssrm:v59:audit:snapshot:d167:t02994"", ""tick"": 2994}",s,True,True
2995,167,resident index,Ari,2995,resident:Ari event:offer_help,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""ari:repair_promise:audit:d167:s07"", ""panel"": ""resident index"", ""resident"": ""Ari"", ""snapshot"": ""ssrm:v59:audit:snapshot:d167:t02995"", ""tick"": 2995}",e,True,True
