tick_id,day,settlement_id,resident_id,avatar_action,local_lexeme,public_translation,reply_line,dialect_conditioned,references_culture,references_technology,references_memory,private_workspace_hidden
448,38,orchard,Ivo,move_near_object,orchard-move-ne-6,orchard-move-ne-6: keep tomorrow dry,"Ivo: slow steps. The satchel-vow-seasonal repair says owned things need room, and water clocks records that memory.",True,True,True,False,True
449,38,repair_ring,Pax,follow_route,repair_ring-follow--7,repair_ring-follow--7: give hands room near sparks,Pax: kiln alloys made this route possible; move with care through spark-distance-object blessing and give hands room near sparks.,True,True,True,True,True
450,38,riverbend,Ari,offer_help,riverbend-offer-h-8,riverbend-offer-h-8: ask before crossing wet tools,Ari: help is welcome when it follows ask before crossing wet tools; route engines made the work shareable.,True,True,True,True,True
451,38,roofward,Sera,move_near_object,roofward-move-ne-9,roofward-move-ne-9: wait before taking ledgers,"Sera: slow steps. The sun-ledger-trade witness says owned things need room, and civic observatories records that memory.",True,True,True,False,True
452,38,archive,Nia,follow_route,archive-follow--10,archive-follow--10: ask before touching signal spools,Nia: memory looms made this route possible; move with care through spool-naming-boundary asking and ask before touching signal spools.,True,True,True,True,True
453,38,signal,Ren,mark_map,signal-mark-ma-11,signal-mark-ma-11: light before haste,Ren: signal lenses made this route possible; move with care through lantern-turning-child naming and light before haste.,True,True,True,True,True
454,38,orchard,Ivo,leave_gift,orchard-leave-g-12,orchard-leave-g-12: keep tomorrow dry,Ivo: gift recorded through satchel-vow-seasonal repair; next visit begins warmer under keep tomorrow dry.,True,True,False,True,True
455,38,repair_ring,Pax,inspect_ritual,repair_ring-inspect-0,repair_ring-inspect-0: give hands room near sparks,Pax: kiln alloys made this route possible; move with care through spark-distance-object blessing and give hands room near sparks.,True,True,True,True,True
456,39,riverbend,Lio,rest_near_resident,riverbend-rest-ne-1,riverbend-rest-ne-1: ask before crossing wet tools,Lio: route engines made this route possible; move with care through plank-listening-avatar waiting myth and ask before crossing wet tools.,True,True,True,True,True
457,39,roofward,Fay,enter_world,roofward-enter-w-2,roofward-enter-w-2: wait before taking ledgers,Fay: civic observatories made this route possible; move with care through sun-ledger-trade witness and wait before taking ledgers.,True,True,True,True,True
458,39,archive,Toma,ask_local_word,archive-ask-loc-3,archive-ask-loc-3: ask before touching signal spools,"Toma: in archive-dialect-8, archive-ask-loc-3 carries signal memory, spool-naming-boundary asking, and ask before touching signal spools.",True,True,False,True,True
459,39,signal,Milo,request_tool,signal-request-4,signal-request-4: light before haste,Milo: signal-request-4 means ask first. Our lantern-turning-child naming and light before haste are carried by signal lenses.,True,True,True,True,True
460,39,orchard,Mara,give_space,orchard-give-sp-5,orchard-give-sp-5: keep tomorrow dry,Mara: water clocks made this route possible; move with care through satchel-vow-seasonal repair and keep tomorrow dry.,True,True,True,True,True
461,39,repair_ring,Juno,ask_memory,repair_ring-ask-mem-6,repair_ring-ask-mem-6: give hands room near sparks,Juno: our kiln alloys still keep the avatar-waiting story and spark-distance-object blessing.,True,True,True,True,True
462,39,riverbend,Lio,request_tool,riverbend-request-7,riverbend-request-7: ask before crossing wet tools,Lio: riverbend-request-7 means ask first. Our plank-listening-avatar waiting myth and ask before crossing wet tools are carried by route engines.,True,True,True,True,True
463,39,roofward,Fay,give_space,roofward-give-sp-8,roofward-give-sp-8: wait before taking ledgers,Fay: civic observatories made this route possible; move with care through sun-ledger-trade witness and wait before taking ledgers.,True,True,True,True,True
464,39,archive,Toma,ask_memory,archive-ask-mem-9,archive-ask-mem-9: ask before touching signal spools,Toma: our memory looms still keep the avatar-waiting story and spool-naming-boundary asking.,True,True,True,True,True
465,39,signal,Milo,rest_near_resident,signal-rest-ne-10,signal-rest-ne-10: light before haste,Milo: signal lenses made this route possible; move with care through lantern-turning-child naming and light before haste.,True,True,True,True,True
466,39,orchard,Mara,enter_world,orchard-enter-w-11,orchard-enter-w-11: keep tomorrow dry,Mara: water clocks made this route possible; move with care through satchel-vow-seasonal repair and keep tomorrow dry.,True,True,True,True,True
467,39,repair_ring,Juno,ask_local_word,repair_ring-ask-loc-12,repair_ring-ask-loc-12: give hands room near sparks,"Juno: in repair_ring-dialect-8, repair_ring-ask-loc-12 carries safe repair space, spark-distance-object blessing, and give hands room near sparks.",True,True,False,True,True
468,40,riverbend,Ari,leave_gift,riverbend-leave-g-0,riverbend-leave-g-0: ask before crossing wet tools,Ari: gift recorded through plank-listening-avatar waiting myth; next visit begins warmer under ask before crossing wet tools.,True,True,False,True,True
469,40,roofward,Sera,inspect_ritual,roofward-inspect-1,roofward-inspect-1: wait before taking ledgers,Sera: civic observatories made this route possible; move with care through sun-ledger-trade witness and wait before taking ledgers.,True,True,True,True,True
470,40,archive,Nia,offer_help,archive-offer-h-2,archive-offer-h-2: ask before touching signal spools,Nia: help is welcome when it follows ask before touching signal spools; memory looms made the work shareable.,True,True,True,True,True
471,40,signal,Ren,move_near_object,signal-move-ne-3,signal-move-ne-3: light before haste,"Ren: slow steps. The lantern-turning-child naming says owned things need room, and signal lenses records that memory.",True,True,True,False,True
472,40,orchard,Ivo,follow_route,orchard-follow--4,orchard-follow--4: keep tomorrow dry,Ivo: water clocks made this route possible; move with care through satchel-vow-seasonal repair and keep tomorrow dry.,True,True,True,True,True
473,40,repair_ring,Pax,mark_map,repair_ring-mark-ma-5,repair_ring-mark-ma-5: give hands room near sparks,Pax: kiln alloys made this route possible; move with care through spark-distance-object blessing and give hands room near sparks.,True,True,True,True,True
474,40,riverbend,Ari,move_near_object,riverbend-move-ne-6,riverbend-move-ne-6: ask before crossing wet tools,"Ari: slow steps. The plank-listening-avatar waiting myth says owned things need room, and route engines records that memory.",True,True,True,False,True
475,40,roofward,Sera,follow_route,roofward-follow--7,roofward-follow--7: wait before taking ledgers,Sera: civic observatories made this route possible; move with care through sun-ledger-trade witness and wait before taking ledgers.,True,True,True,True,True
476,40,archive,Nia,mark_map,archive-mark-ma-8,archive-mark-ma-8: ask before touching signal spools,Nia: memory looms made this route possible; move with care through spool-naming-boundary asking and ask before touching signal spools.,True,True,True,True,True
477,40,signal,Ren,leave_gift,signal-leave-g-9,signal-leave-g-9: light before haste,Ren: gift recorded through lantern-turning-child naming; next visit begins warmer under light before haste.,True,True,False,True,True
478,40,orchard,Ivo,inspect_ritual,orchard-inspect-10,orchard-inspect-10: keep tomorrow dry,Ivo: water clocks made this route possible; move with care through satchel-vow-seasonal repair and keep tomorrow dry.,True,True,True,True,True
479,40,repair_ring,Pax,offer_help,repair_ring-offer-h-11,repair_ring-offer-h-11: give hands room near sparks,Pax: help is welcome when it follows give hands room near sparks; kiln alloys made the work shareable.,True,True,True,True,True
480,41,riverbend,Lio,enter_world,riverbend-enter-w-12,riverbend-enter-w-12: ask before crossing wet tools,Lio: route engines made this route possible; move with care through plank-listening-avatar waiting myth and ask before crossing wet tools.,True,True,True,True,True
481,41,roofward,Fay,ask_local_word,roofward-ask-loc-0,roofward-ask-loc-0: wait before taking ledgers,"Fay: in roofward-dialect-8, roofward-ask-loc-0 carries herb preservation, sun-ledger-trade witness, and wait before taking ledgers.",True,True,False,True,True
482,41,archive,Toma,request_tool,archive-request-1,archive-request-1: ask before touching signal spools,Toma: archive-request-1 means ask first. Our spool-naming-boundary asking and ask before touching signal spools are carried by memory looms.,True,True,True,True,True
483,41,signal,Milo,give_space,signal-give-sp-2,signal-give-sp-2: light before haste,Milo: signal lenses made this route possible; move with care through lantern-turning-child naming and light before haste.,True,True,True,True,True
484,41,orchard,Mara,ask_memory,orchard-ask-mem-3,orchard-ask-mem-3: keep tomorrow dry,Mara: our water clocks still keep the avatar-waiting story and satchel-vow-seasonal repair.,True,True,True,True,True
485,41,repair_ring,Juno,rest_near_resident,repair_ring-rest-ne-4,repair_ring-rest-ne-4: give hands room near sparks,Juno: kiln alloys made this route possible; move with care through spark-distance-object blessing and give hands room near sparks.,True,True,True,True,True
486,41,riverbend,Lio,give_space,riverbend-give-sp-5,riverbend-give-sp-5: ask before crossing wet tools,Lio: route engines made this route possible; move with care through plank-listening-avatar waiting myth and ask before crossing wet tools.,True,True,True,True,True
487,41,roofward,Fay,ask_memory,roofward-ask-mem-6,roofward-ask-mem-6: wait before taking ledgers,Fay: our civic observatories still keep the avatar-waiting story and sun-ledger-trade witness.,True,True,True,True,True
488,41,archive,Toma,rest_near_resident,archive-rest-ne-7,archive-rest-ne-7: ask before touching signal spools,Toma: memory looms made this route possible; move with care through spool-naming-boundary asking and ask before touching signal spools.,True,True,True,True,True
489,41,signal,Milo,enter_world,signal-enter-w-8,signal-enter-w-8: light before haste,Milo: signal lenses made this route possible; move with care through lantern-turning-child naming and light before haste.,True,True,True,True,True
490,41,orchard,Mara,ask_local_word,orchard-ask-loc-9,orchard-ask-loc-9: keep tomorrow dry,"Mara: in orchard-dialect-8, orchard-ask-loc-9 carries dry seed continuity, satchel-vow-seasonal repair, and keep tomorrow dry.",True,True,False,True,True
491,41,repair_ring,Juno,request_tool,repair_ring-request-10,repair_ring-request-10: give hands room near sparks,Juno: repair_ring-request-10 means ask first. Our spark-distance-object blessing and give hands room near sparks are carried by kiln alloys.,True,True,True,True,True
492,42,roofward,Fay,ask_local_word,roofward-ask-loc-11,roofward-ask-loc-11: wait before taking ledgers,"Fay: in roofward-dialect-8, roofward-ask-loc-11 carries herb preservation, sun-ledger-trade witness, and wait before taking ledgers.",True,True,False,True,True
493,42,archive,Toma,request_tool,archive-request-12,archive-request-12: ask before touching signal spools,Toma: archive-request-12 means ask first. Our spool-naming-boundary asking and ask before touching signal spools are carried by memory looms.,True,True,True,True,True
494,42,signal,Milo,give_space,signal-give-sp-0,signal-give-sp-0: light before haste,Milo: signal lenses made this route possible; move with care through lantern-turning-child naming and light before haste.,True,True,True,True,True
495,42,orchard,Mara,ask_memory,orchard-ask-mem-1,orchard-ask-mem-1: keep tomorrow dry,Mara: our water clocks still keep the avatar-waiting story and satchel-vow-seasonal repair.,True,True,True,True,True
496,42,repair_ring,Juno,rest_near_resident,repair_ring-rest-ne-2,repair_ring-rest-ne-2: give hands room near sparks,Juno: kiln alloys made this route possible; move with care through spark-distance-object blessing and give hands room near sparks.,True,True,True,True,True
497,42,riverbend,Lio,give_space,riverbend-give-sp-3,riverbend-give-sp-3: ask before crossing wet tools,Lio: route engines made this route possible; move with care through plank-listening-avatar waiting myth and ask before crossing wet tools.,True,True,True,True,True
498,42,roofward,Fay,ask_memory,roofward-ask-mem-4,roofward-ask-mem-4: wait before taking ledgers,Fay: our civic observatories still keep the avatar-waiting story and sun-ledger-trade witness.,True,True,True,True,True
499,42,archive,Toma,rest_near_resident,archive-rest-ne-5,archive-rest-ne-5: ask before touching signal spools,Toma: memory looms made this route possible; move with care through spool-naming-boundary asking and ask before touching signal spools.,True,True,True,True,True
500,42,signal,Milo,enter_world,signal-enter-w-6,signal-enter-w-6: light before haste,Milo: signal lenses made this route possible; move with care through lantern-turning-child naming and light before haste.,True,True,True,True,True
501,42,orchard,Mara,ask_local_word,orchard-ask-loc-7,orchard-ask-loc-7: keep tomorrow dry,"Mara: in orchard-dialect-8, orchard-ask-loc-7 carries dry seed continuity, satchel-vow-seasonal repair, and keep tomorrow dry.",True,True,False,True,True
502,42,repair_ring,Juno,request_tool,repair_ring-request-8,repair_ring-request-8: give hands room near sparks,Juno: repair_ring-request-8 means ask first. Our spark-distance-object blessing and give hands room near sparks are carried by kiln alloys.,True,True,True,True,True
503,42,riverbend,Lio,enter_world,riverbend-enter-w-9,riverbend-enter-w-9: ask before crossing wet tools,Lio: route engines made this route possible; move with care through plank-listening-avatar waiting myth and ask before crossing wet tools.,True,True,True,True,True
504,43,roofward,Sera,offer_help,roofward-offer-h-10,roofward-offer-h-10: wait before taking ledgers,Sera: help is welcome when it follows wait before taking ledgers; civic observatories made the work shareable.,True,True,True,True,True
505,43,archive,Nia,move_near_object,archive-move-ne-11,archive-move-ne-11: ask before touching signal spools,"Nia: slow steps. The spool-naming-boundary asking says owned things need room, and memory looms records that memory.",True,True,True,False,True
506,43,signal,Ren,follow_route,signal-follow--12,signal-follow--12: light before haste,Ren: signal lenses made this route possible; move with care through lantern-turning-child naming and light before haste.,True,True,True,True,True
507,43,orchard,Ivo,mark_map,orchard-mark-ma-0,orchard-mark-ma-0: keep tomorrow dry,Ivo: water clocks made this route possible; move with care through satchel-vow-seasonal repair and keep tomorrow dry.,True,True,True,True,True
508,43,repair_ring,Pax,leave_gift,repair_ring-leave-g-1,repair_ring-leave-g-1: give hands room near sparks,Pax: gift recorded through spark-distance-object blessing; next visit begins warmer under give hands room near sparks.,True,True,False,True,True
509,43,riverbend,Ari,follow_route,riverbend-follow--2,riverbend-follow--2: ask before crossing wet tools,Ari: route engines made this route possible; move with care through plank-listening-avatar waiting myth and ask before crossing wet tools.,True,True,True,True,True
510,43,roofward,Sera,mark_map,roofward-mark-ma-3,roofward-mark-ma-3: wait before taking ledgers,Sera: civic observatories made this route possible; move with care through sun-ledger-trade witness and wait before taking ledgers.,True,True,True,True,True
511,43,archive,Nia,leave_gift,archive-leave-g-4,archive-leave-g-4: ask before touching signal spools,Nia: gift recorded through spool-naming-boundary asking; next visit begins warmer under ask before touching signal spools.,True,True,False,True,True
512,43,signal,Ren,inspect_ritual,signal-inspect-5,signal-inspect-5: light before haste,Ren: signal lenses made this route possible; move with care through lantern-turning-child naming and light before haste.,True,True,True,True,True
513,43,orchard,Ivo,offer_help,orchard-offer-h-6,orchard-offer-h-6: keep tomorrow dry,Ivo: help is welcome when it follows keep tomorrow dry; water clocks made the work shareable.,True,True,True,True,True
514,43,repair_ring,Pax,move_near_object,repair_ring-move-ne-7,repair_ring-move-ne-7: give hands room near sparks,"Pax: slow steps. The spark-distance-object blessing says owned things need room, and kiln alloys records that memory.",True,True,True,False,True
515,43,riverbend,Ari,inspect_ritual,riverbend-inspect-8,riverbend-inspect-8: ask before crossing wet tools,Ari: route engines made this route possible; move with care through plank-listening-avatar waiting myth and ask before crossing wet tools.,True,True,True,True,True
516,44,roofward,Fay,request_tool,roofward-request-9,roofward-request-9: wait before taking ledgers,Fay: roofward-request-9 means ask first. Our sun-ledger-trade witness and wait before taking ledgers are carried by civic observatories.,True,True,True,True,True
517,44,archive,Toma,give_space,archive-give-sp-10,archive-give-sp-10: ask before touching signal spools,Toma: memory looms made this route possible; move with care through spool-naming-boundary asking and ask before touching signal spools.,True,True,True,True,True
518,44,signal,Milo,ask_memory,signal-ask-mem-11,signal-ask-mem-11: light before haste,Milo: our signal lenses still keep the avatar-waiting story and lantern-turning-child naming.,True,True,True,True,True
519,44,orchard,Mara,rest_near_resident,orchard-rest-ne-12,orchard-rest-ne-12: keep tomorrow dry,Mara: water clocks made this route possible; move with care through satchel-vow-seasonal repair and keep tomorrow dry.,True,True,True,True,True
520,44,repair_ring,Juno,enter_world,repair_ring-enter-w-0,repair_ring-enter-w-0: give hands room near sparks,Juno: kiln alloys made this route possible; move with care through spark-distance-object blessing and give hands room near sparks.,True,True,True,True,True
521,44,riverbend,Lio,ask_memory,riverbend-ask-mem-1,riverbend-ask-mem-1: ask before crossing wet tools,Lio: our route engines still keep the avatar-waiting story and plank-listening-avatar waiting myth.,True,True,True,True,True
522,44,roofward,Fay,rest_near_resident,roofward-rest-ne-2,roofward-rest-ne-2: wait before taking ledgers,Fay: civic observatories made this route possible; move with care through sun-ledger-trade witness and wait before taking ledgers.,True,True,True,True,True
523,44,archive,Toma,enter_world,archive-enter-w-3,archive-enter-w-3: ask before touching signal spools,Toma: memory looms made this route possible; move with care through spool-naming-boundary asking and ask before touching signal spools.,True,True,True,True,True
524,44,signal,Milo,ask_local_word,signal-ask-loc-4,signal-ask-loc-4: light before haste,"Milo: in signal-dialect-8, signal-ask-loc-4 carries path visibility, lantern-turning-child naming, and light before haste.",True,True,False,True,True
525,44,orchard,Mara,request_tool,orchard-request-5,orchard-request-5: keep tomorrow dry,Mara: orchard-request-5 means ask first. Our satchel-vow-seasonal repair and keep tomorrow dry are carried by water clocks.,True,True,True,True,True
526,44,repair_ring,Juno,give_space,repair_ring-give-sp-6,repair_ring-give-sp-6: give hands room near sparks,Juno: kiln alloys made this route possible; move with care through spark-distance-object blessing and give hands room near sparks.,True,True,True,True,True
527,44,riverbend,Lio,ask_local_word,riverbend-ask-loc-7,riverbend-ask-loc-7: ask before crossing wet tools,"Lio: in riverbend-dialect-8, riverbend-ask-loc-7 carries dry crossing, plank-listening-avatar waiting myth, and ask before crossing wet tools.",True,True,False,True,True
528,45,roofward,Sera,move_near_object,roofward-move-ne-8,roofward-move-ne-8: wait before taking ledgers,"Sera: slow steps. The sun-ledger-trade witness says owned things need room, and civic observatories records that memory.",True,True,True,False,True
529,45,archive,Nia,follow_route,archive-follow--9,archive-follow--9: ask before touching signal spools,Nia: memory looms made this route possible; move with care through spool-naming-boundary asking and ask before touching signal spools.,True,True,True,True,True
530,45,signal,Ren,mark_map,signal-mark-ma-10,signal-mark-ma-10: light before haste,Ren: signal lenses made this route possible; move with care through lantern-turning-child naming and light before haste.,True,True,True,True,True
531,45,orchard,Ivo,leave_gift,orchard-leave-g-11,orchard-leave-g-11: keep tomorrow dry,Ivo: gift recorded through satchel-vow-seasonal repair; next visit begins warmer under keep tomorrow dry.,True,True,False,True,True
532,45,repair_ring,Pax,inspect_ritual,repair_ring-inspect-12,repair_ring-inspect-12: give hands room near sparks,Pax: kiln alloys made this route possible; move with care through spark-distance-object blessing and give hands room near sparks.,True,True,True,True,True
533,45,riverbend,Ari,mark_map,riverbend-mark-ma-0,riverbend-mark-ma-0: ask before crossing wet tools,Ari: route engines made this route possible; move with care through plank-listening-avatar waiting myth and ask before crossing wet tools.,True,True,True,True,True
534,45,roofward,Sera,leave_gift,roofward-leave-g-1,roofward-leave-g-1: wait before taking ledgers,Sera: gift recorded through sun-ledger-trade witness; next visit begins warmer under wait before taking ledgers.,True,True,False,True,True
535,45,archive,Nia,inspect_ritual,archive-inspect-2,archive-inspect-2: ask before touching signal spools,Nia: memory looms made this route possible; move with care through spool-naming-boundary asking and ask before touching signal spools.,True,True,True,True,True
536,45,signal,Ren,offer_help,signal-offer-h-3,signal-offer-h-3: light before haste,Ren: help is welcome when it follows light before haste; signal lenses made the work shareable.,True,True,True,True,True
537,45,orchard,Ivo,move_near_object,orchard-move-ne-4,orchard-move-ne-4: keep tomorrow dry,"Ivo: slow steps. The satchel-vow-seasonal repair says owned things need room, and water clocks records that memory.",True,True,True,False,True
538,45,repair_ring,Pax,follow_route,repair_ring-follow--5,repair_ring-follow--5: give hands room near sparks,Pax: kiln alloys made this route possible; move with care through spark-distance-object blessing and give hands room near sparks.,True,True,True,True,True
539,45,riverbend,Ari,offer_help,riverbend-offer-h-6,riverbend-offer-h-6: ask before crossing wet tools,Ari: help is welcome when it follows ask before crossing wet tools; route engines made the work shareable.,True,True,True,True,True
540,46,roofward,Fay,give_space,roofward-give-sp-7,roofward-give-sp-7: wait before taking ledgers,Fay: civic observatories made this route possible; move with care through sun-ledger-trade witness and wait before taking ledgers.,True,True,True,True,True
541,46,archive,Toma,ask_memory,archive-ask-mem-8,archive-ask-mem-8: ask before touching signal spools,Toma: our memory looms still keep the avatar-waiting story and spool-naming-boundary asking.,True,True,True,True,True
542,46,signal,Milo,rest_near_resident,signal-rest-ne-9,signal-rest-ne-9: light before haste,Milo: signal lenses made this route possible; move with care through lantern-turning-child naming and light before haste.,True,True,True,True,True
543,46,orchard,Mara,enter_world,orchard-enter-w-10,orchard-enter-w-10: keep tomorrow dry,Mara: water clocks made this route possible; move with care through satchel-vow-seasonal repair and keep tomorrow dry.,True,True,True,True,True
544,46,repair_ring,Juno,ask_local_word,repair_ring-ask-loc-11,repair_ring-ask-loc-11: give hands room near sparks,"Juno: in repair_ring-dialect-8, repair_ring-ask-loc-11 carries safe repair space, spark-distance-object blessing, and give hands room near sparks.",True,True,False,True,True
545,46,riverbend,Lio,rest_near_resident,riverbend-rest-ne-12,riverbend-rest-ne-12: ask before crossing wet tools,Lio: route engines made this route possible; move with care through plank-listening-avatar waiting myth and ask before crossing wet tools.,True,True,True,True,True
546,46,roofward,Fay,enter_world,roofward-enter-w-0,roofward-enter-w-0: wait before taking ledgers,Fay: civic observatories made this route possible; move with care through sun-ledger-trade witness and wait before taking ledgers.,True,True,True,True,True
547,46,archive,Toma,ask_local_word,archive-ask-loc-1,archive-ask-loc-1: ask before touching signal spools,"Toma: in archive-dialect-8, archive-ask-loc-1 carries signal memory, spool-naming-boundary asking, and ask before touching signal spools.",True,True,False,True,True
548,46,signal,Milo,request_tool,signal-request-2,signal-request-2: light before haste,Milo: signal-request-2 means ask first. Our lantern-turning-child naming and light before haste are carried by signal lenses.,True,True,True,True,True
549,46,orchard,Mara,give_space,orchard-give-sp-3,orchard-give-sp-3: keep tomorrow dry,Mara: water clocks made this route possible; move with care through satchel-vow-seasonal repair and keep tomorrow dry.,True,True,True,True,True
550,46,repair_ring,Juno,ask_memory,repair_ring-ask-mem-4,repair_ring-ask-mem-4: give hands room near sparks,Juno: our kiln alloys still keep the avatar-waiting story and spark-distance-object blessing.,True,True,True,True,True
551,46,riverbend,Lio,request_tool,riverbend-request-5,riverbend-request-5: ask before crossing wet tools,Lio: riverbend-request-5 means ask first. Our plank-listening-avatar waiting myth and ask before crossing wet tools are carried by route engines.,True,True,True,True,True
552,47,roofward,Sera,follow_route,roofward-follow--6,roofward-follow--6: wait before taking ledgers,Sera: civic observatories made this route possible; move with care through sun-ledger-trade witness and wait before taking ledgers.,True,True,True,True,True
553,47,archive,Nia,mark_map,archive-mark-ma-7,archive-mark-ma-7: ask before touching signal spools,Nia: memory looms made this route possible; move with care through spool-naming-boundary asking and ask before touching signal spools.,True,True,True,True,True
554,47,signal,Ren,leave_gift,signal-leave-g-8,signal-leave-g-8: light before haste,Ren: gift recorded through lantern-turning-child naming; next visit begins warmer under light before haste.,True,True,False,True,True
555,47,orchard,Ivo,inspect_ritual,orchard-inspect-9,orchard-inspect-9: keep tomorrow dry,Ivo: water clocks made this route possible; move with care through satchel-vow-seasonal repair and keep tomorrow dry.,True,True,True,True,True
556,47,repair_ring,Pax,offer_help,repair_ring-offer-h-10,repair_ring-offer-h-10: give hands room near sparks,Pax: help is welcome when it follows give hands room near sparks; kiln alloys made the work shareable.,True,True,True,True,True
557,47,riverbend,Ari,leave_gift,riverbend-leave-g-11,riverbend-leave-g-11: ask before crossing wet tools,Ari: gift recorded through plank-listening-avatar waiting myth; next visit begins warmer under ask before crossing wet tools.,True,True,False,True,True
558,47,roofward,Sera,inspect_ritual,roofward-inspect-12,roofward-inspect-12: wait before taking ledgers,Sera: civic observatories made this route possible; move with care through sun-ledger-trade witness and wait before taking ledgers.,True,True,True,True,True
559,47,archive,Nia,offer_help,archive-offer-h-0,archive-offer-h-0: ask before touching signal spools,Nia: help is welcome when it follows ask before touching signal spools; memory looms made the work shareable.,True,True,True,True,True
560,47,signal,Ren,move_near_object,signal-move-ne-1,signal-move-ne-1: light before haste,"Ren: slow steps. The lantern-turning-child naming says owned things need room, and signal lenses records that memory.",True,True,True,False,True
561,47,orchard,Ivo,follow_route,orchard-follow--2,orchard-follow--2: keep tomorrow dry,Ivo: water clocks made this route possible; move with care through satchel-vow-seasonal repair and keep tomorrow dry.,True,True,True,True,True
562,47,repair_ring,Pax,mark_map,repair_ring-mark-ma-3,repair_ring-mark-ma-3: give hands room near sparks,Pax: kiln alloys made this route possible; move with care through spark-distance-object blessing and give hands room near sparks.,True,True,True,True,True
563,47,riverbend,Ari,move_near_object,riverbend-move-ne-4,riverbend-move-ne-4: ask before crossing wet tools,"Ari: slow steps. The plank-listening-avatar waiting myth says owned things need room, and route engines records that memory.",True,True,True,False,True
564,48,archive,Nia,mark_map,archive-mark-ma-5,archive-mark-ma-5: ask before touching signal spools,Nia: memory looms made this route possible; move with care through spool-naming-boundary asking and ask before touching signal spools.,True,True,True,True,True
565,48,signal,Ren,leave_gift,signal-leave-g-6,signal-leave-g-6: light before haste,Ren: gift recorded through lantern-turning-child naming; next visit begins warmer under light before haste.,True,True,False,True,True
566,48,orchard,Ivo,inspect_ritual,orchard-inspect-7,orchard-inspect-7: keep tomorrow dry,Ivo: water clocks made this route possible; move with care through satchel-vow-seasonal repair and keep tomorrow dry.,True,True,True,True,True
567,48,repair_ring,Pax,offer_help,repair_ring-offer-h-8,repair_ring-offer-h-8: give hands room near sparks,Pax: help is welcome when it follows give hands room near sparks; kiln alloys made the work shareable.,True,True,True,True,True
568,48,riverbend,Ari,leave_gift,riverbend-leave-g-9,riverbend-leave-g-9: ask before crossing wet tools,Ari: gift recorded through plank-listening-avatar waiting myth; next visit begins warmer under ask before crossing wet tools.,True,True,False,True,True
569,48,roofward,Sera,inspect_ritual,roofward-inspect-10,roofward-inspect-10: wait before taking ledgers,Sera: civic observatories made this route possible; move with care through sun-ledger-trade witness and wait before taking ledgers.,True,True,True,True,True
570,48,archive,Nia,offer_help,archive-offer-h-11,archive-offer-h-11: ask before touching signal spools,Nia: help is welcome when it follows ask before touching signal spools; memory looms made the work shareable.,True,True,True,True,True
571,48,signal,Ren,move_near_object,signal-move-ne-12,signal-move-ne-12: light before haste,"Ren: slow steps. The lantern-turning-child naming says owned things need room, and signal lenses records that memory.",True,True,True,False,True
572,48,orchard,Ivo,follow_route,orchard-follow--0,orchard-follow--0: keep tomorrow dry,Ivo: water clocks made this route possible; move with care through satchel-vow-seasonal repair and keep tomorrow dry.,True,True,True,True,True
573,48,repair_ring,Pax,mark_map,repair_ring-mark-ma-1,repair_ring-mark-ma-1: give hands room near sparks,Pax: kiln alloys made this route possible; move with care through spark-distance-object blessing and give hands room near sparks.,True,True,True,True,True
574,48,riverbend,Ari,move_near_object,riverbend-move-ne-2,riverbend-move-ne-2: ask before crossing wet tools,"Ari: slow steps. The plank-listening-avatar waiting myth says owned things need room, and route engines records that memory.",True,True,True,False,True
575,48,roofward,Sera,follow_route,roofward-follow--3,roofward-follow--3: wait before taking ledgers,Sera: civic observatories made this route possible; move with care through sun-ledger-trade witness and wait before taking ledgers.,True,True,True,True,True
576,49,archive,Toma,rest_near_resident,archive-rest-ne-4,archive-rest-ne-4: ask before touching signal spools,Toma: memory looms made this route possible; move with care through spool-naming-boundary asking and ask before touching signal spools.,True,True,True,True,True
577,49,signal,Milo,enter_world,signal-enter-w-5,signal-enter-w-5: light before haste,Milo: signal lenses made this route possible; move with care through lantern-turning-child naming and light before haste.,True,True,True,True,True
578,49,orchard,Mara,ask_local_word,orchard-ask-loc-6,orchard-ask-loc-6: keep tomorrow dry,"Mara: in orchard-dialect-8, orchard-ask-loc-6 carries dry seed continuity, satchel-vow-seasonal repair, and keep tomorrow dry.",True,True,False,True,True
579,49,repair_ring,Juno,request_tool,repair_ring-request-7,repair_ring-request-7: give hands room near sparks,Juno: repair_ring-request-7 means ask first. Our spark-distance-object blessing and give hands room near sparks are carried by kiln alloys.,True,True,True,True,True
580,49,riverbend,Lio,enter_world,riverbend-enter-w-8,riverbend-enter-w-8: ask before crossing wet tools,Lio: route engines made this route possible; move with care through plank-listening-avatar waiting myth and ask before crossing wet tools.,True,True,True,True,True
581,49,roofward,Fay,ask_local_word,roofward-ask-loc-9,roofward-ask-loc-9: wait before taking ledgers,"Fay: in roofward-dialect-8, roofward-ask-loc-9 carries herb preservation, sun-ledger-trade witness, and wait before taking ledgers.",True,True,False,True,True
582,49,archive,Toma,request_tool,archive-request-10,archive-request-10: ask before touching signal spools,Toma: archive-request-10 means ask first. Our spool-naming-boundary asking and ask before touching signal spools are carried by memory looms.,True,True,True,True,True
583,49,signal,Milo,give_space,signal-give-sp-11,signal-give-sp-11: light before haste,Milo: signal lenses made this route possible; move with care through lantern-turning-child naming and light before haste.,True,True,True,True,True
