tick_id,day,settlement_id,resident_id,avatar_action,resident_response,dialogue_hook,consent_or_boundary_state,gaze_after,posture_after,relationship_delta,queue_delta,trust_repair_marker,turn_visible,private_workspace_sealed
1301,73,signal,Milo,request_permission,Milo: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
1303,73,repair_ring,Juno,listen_memory,Juno: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
1304,73,riverbend,Lio,request_permission,Lio: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,0.006,stable,True,True
1306,73,archive,Toma,listen_memory,Toma: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
1308,73,orchard,Mara,turn_right,Mara: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
1309,73,repair_ring,Juno,approach_resident,Juno: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
1312,73,archive,Toma,approach_resident,Toma: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
1313,73,signal,Milo,drop_object,Milo: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
1314,74,repair_ring,Juno,drop_object,Juno: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
1316,74,roofward,Fay,approach_resident,Fay: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
1317,74,archive,Toma,drop_object,Toma: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
1318,74,signal,Milo,request_permission,Milo: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
1320,74,repair_ring,Juno,listen_memory,Juno: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
1321,74,riverbend,Lio,request_permission,Lio: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
1323,74,archive,Toma,listen_memory,Toma: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
1324,74,signal,Milo,move_forward,Milo: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.0,stable,True,True
1326,74,repair_ring,Juno,approach_resident,Juno: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
1328,74,roofward,Fay,turn_right,Fay: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.0,stable,True,True
1329,74,archive,Toma,approach_resident,Toma: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
1330,74,signal,Milo,drop_object,Milo: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
1331,74,orchard,Mara,request_permission,Mara: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,0.006,stable,True,True
1332,75,riverbend,Lio,turn_right,Lio: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,-0.001,stable,True,True
1333,75,roofward,Fay,approach_resident,Fay: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
1334,75,archive,Toma,drop_object,Toma: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
1335,75,signal,Milo,request_permission,Milo: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
1336,75,orchard,Mara,wait_respectfully,Mara: I see you near the work.,local presence,observed,soft-eye-contact,open,0.0,-0.006,stable,True,True
1337,75,repair_ring,Juno,listen_memory,Juno: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
1338,75,riverbend,Lio,request_permission,Lio: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.001,stable,True,True
1340,75,archive,Toma,listen_memory,Toma: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
1343,75,repair_ring,Juno,approach_resident,Juno: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
1344,75,riverbend,Lio,move_forward,Lio: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
1346,75,archive,Toma,approach_resident,Toma: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
1347,75,signal,Milo,drop_object,Milo: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
1348,75,orchard,Mara,request_permission,Mara: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,0.006,stable,True,True
1350,76,roofward,Fay,approach_resident,Fay: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
1351,76,archive,Toma,drop_object,Toma: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
1352,76,signal,Milo,request_permission,Milo: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
1354,76,repair_ring,Juno,listen_memory,Juno: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.002,stable,True,True
1355,76,riverbend,Lio,request_permission,Lio: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
1356,76,roofward,Fay,wait_respectfully,Fay: I see you near the work.,local presence,observed,soft-eye-contact,open,0.0,-0.006,stable,True,True
1357,76,archive,Toma,listen_memory,Toma: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
1360,76,repair_ring,Juno,approach_resident,Juno: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
1363,76,archive,Toma,approach_resident,Toma: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
1364,76,signal,Milo,drop_object,Milo: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
1365,76,orchard,Mara,request_permission,Mara: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
1367,76,riverbend,Lio,drop_object,Lio: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
1368,77,archive,Toma,drop_object,Toma: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
1369,77,signal,Milo,request_permission,Milo: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
1371,77,repair_ring,Juno,listen_memory,Juno: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,0.006,stable,True,True
1372,77,riverbend,Lio,request_permission,Lio: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
1374,77,archive,Toma,listen_memory,Toma: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
1376,77,orchard,Mara,turn_right,Mara: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.0,stable,True,True
1377,77,repair_ring,Juno,approach_resident,Juno: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
1380,77,archive,Toma,approach_resident,Toma: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
1381,77,signal,Milo,drop_object,Milo: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
1382,77,orchard,Mara,request_permission,Mara: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,0.006,stable,True,True
1384,77,riverbend,Lio,drop_object,Lio: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
1385,77,roofward,Fay,request_permission,Fay: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,0.006,stable,True,True
1386,78,signal,Milo,request_permission,Milo: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
1388,78,repair_ring,Juno,listen_memory,Juno: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.002,stable,True,True
1389,78,riverbend,Lio,request_permission,Lio: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
1391,78,archive,Toma,listen_memory,Toma: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
1392,78,signal,Milo,move_forward,Milo: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,-0.001,stable,True,True
1394,78,repair_ring,Juno,approach_resident,Juno: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
1396,78,roofward,Fay,turn_right,Fay: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.0,stable,True,True
1397,78,archive,Toma,approach_resident,Toma: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
1398,78,signal,Milo,drop_object,Milo: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
1399,78,orchard,Mara,request_permission,Mara: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,0.006,stable,True,True
1400,78,repair_ring,Juno,wait_respectfully,Juno: I see you near the work.,local presence,observed,soft-eye-contact,open,0.0,-0.006,stable,True,True
1401,78,riverbend,Lio,drop_object,Lio: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
1402,78,roofward,Fay,request_permission,Fay: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,0.006,stable,True,True
1404,79,orchard,Mara,wait_respectfully,Mara: I see you near the work.,local presence,observed,soft-eye-contact,open,0.0,-0.006,stable,True,True
1405,79,repair_ring,Juno,listen_memory,Juno: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,0.0,stable,True,True
1406,79,riverbend,Lio,request_permission,Lio: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
1408,79,archive,Toma,listen_memory,Toma: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.002,stable,True,True
1411,79,repair_ring,Juno,approach_resident,Juno: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
1412,79,riverbend,Lio,move_forward,Lio: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.0,stable,True,True
1414,79,archive,Toma,approach_resident,Toma: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
1415,79,signal,Milo,drop_object,Milo: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
1416,79,orchard,Mara,request_permission,Mara: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
1418,79,riverbend,Lio,drop_object,Lio: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
1419,79,roofward,Fay,request_permission,Fay: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
1420,79,archive,Toma,wait_respectfully,Toma: I see you near the work.,local presence,observed,soft-eye-contact,open,0.0,-0.006,stable,True,True
1421,79,signal,Milo,listen_memory,Milo: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
1422,80,repair_ring,Juno,listen_memory,Juno: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,0.006,stable,True,True
1423,80,riverbend,Lio,request_permission,Lio: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
1424,80,roofward,Fay,wait_respectfully,Fay: I see you near the work.,local presence,observed,soft-eye-contact,open,0.0,-0.002,stable,True,True
1425,80,archive,Toma,listen_memory,Toma: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,0.006,stable,True,True
1428,80,repair_ring,Juno,approach_resident,Juno: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
1431,80,archive,Toma,approach_resident,Toma: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
1432,80,signal,Milo,drop_object,Milo: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
1433,80,orchard,Mara,request_permission,Mara: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.002,stable,True,True
1435,80,riverbend,Lio,drop_object,Lio: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
1436,80,roofward,Fay,request_permission,Fay: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,0.006,stable,True,True
1438,80,signal,Milo,listen_memory,Milo: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
1440,81,riverbend,Lio,request_permission,Lio: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
1442,81,archive,Toma,listen_memory,Toma: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.002,stable,True,True
1444,81,orchard,Mara,turn_right,Mara: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.0,stable,True,True
1445,81,repair_ring,Juno,approach_resident,Juno: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
1448,81,archive,Toma,approach_resident,Toma: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
1449,81,signal,Milo,drop_object,Milo: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
1450,81,orchard,Mara,request_permission,Mara: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,0.006,stable,True,True
1452,81,riverbend,Lio,drop_object,Lio: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
1453,81,roofward,Fay,request_permission,Fay: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,0.006,stable,True,True
1455,81,signal,Milo,listen_memory,Milo: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
1456,81,orchard,Mara,move_forward,Mara: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.0,stable,True,True
1459,82,archive,Toma,listen_memory,Toma: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,0.0,stable,True,True
1460,82,signal,Milo,move_forward,Milo: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.0,stable,True,True
1462,82,repair_ring,Juno,approach_resident,Juno: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
1464,82,roofward,Fay,turn_right,Fay: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
1465,82,archive,Toma,approach_resident,Toma: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
1466,82,signal,Milo,drop_object,Milo: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
1467,82,orchard,Mara,request_permission,Mara: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
1468,82,repair_ring,Juno,wait_respectfully,Juno: I see you near the work.,local presence,observed,soft-eye-contact,open,0.0,-0.006,stable,True,True
1469,82,riverbend,Lio,drop_object,Lio: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
1470,82,roofward,Fay,request_permission,Fay: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
1472,82,signal,Milo,listen_memory,Milo: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.009,stable,True,True
1475,82,riverbend,Lio,listen_memory,Lio: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
1476,83,archive,Toma,listen_memory,Toma: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,0.006,stable,True,True
1479,83,repair_ring,Juno,approach_resident,Juno: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
1480,83,riverbend,Lio,move_forward,Lio: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.0,stable,True,True
1482,83,archive,Toma,approach_resident,Toma: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
1483,83,signal,Milo,drop_object,Milo: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
1484,83,orchard,Mara,request_permission,Mara: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,0.006,stable,True,True
1486,83,riverbend,Lio,drop_object,Lio: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
1487,83,roofward,Fay,request_permission,Fay: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.002,stable,True,True
1488,83,archive,Toma,wait_respectfully,Toma: I see you near the work.,local presence,observed,soft-eye-contact,open,0.0,-0.01,stable,True,True
1489,83,signal,Milo,listen_memory,Milo: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.006,stable,True,True
1492,83,riverbend,Lio,listen_memory,Lio: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
1496,84,repair_ring,Juno,approach_resident,Juno: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
1499,84,archive,Toma,approach_resident,Toma: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
1500,84,signal,Milo,drop_object,Milo: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
1501,84,orchard,Mara,request_permission,Mara: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
1503,84,riverbend,Lio,drop_object,Lio: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
1504,84,roofward,Fay,request_permission,Fay: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,0.006,stable,True,True
1506,84,signal,Milo,listen_memory,Milo: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
1508,84,repair_ring,Juno,turn_right,Juno: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.0,stable,True,True
1509,84,riverbend,Lio,listen_memory,Lio: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
1512,85,orchard,Mara,turn_right,Mara: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,-0.001,stable,True,True
1513,85,repair_ring,Juno,approach_resident,Juno: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
1516,85,archive,Toma,approach_resident,Toma: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
1517,85,signal,Milo,drop_object,Milo: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
1518,85,orchard,Mara,request_permission,Mara: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.001,stable,True,True
1520,85,riverbend,Lio,drop_object,Lio: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
1521,85,roofward,Fay,request_permission,Fay: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
1523,85,signal,Milo,listen_memory,Milo: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.008,stable,True,True
1524,85,orchard,Mara,move_forward,Mara: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
1526,85,riverbend,Lio,listen_memory,Lio: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.009,stable,True,True
1528,85,archive,Toma,turn_right,Toma: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.0,stable,True,True
1529,85,signal,Milo,approach_resident,Milo: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
1530,86,repair_ring,Juno,approach_resident,Juno: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
1532,86,roofward,Fay,turn_right,Fay: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.0,stable,True,True
1533,86,archive,Toma,approach_resident,Toma: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
1534,86,signal,Milo,drop_object,Milo: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
1535,86,orchard,Mara,request_permission,Mara: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
1536,86,repair_ring,Juno,wait_respectfully,Juno: I see you near the work.,local presence,observed,soft-eye-contact,open,0.0,-0.006,stable,True,True
1537,86,riverbend,Lio,drop_object,Lio: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
1538,86,roofward,Fay,request_permission,Fay: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,0.006,stable,True,True
1540,86,signal,Milo,listen_memory,Milo: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
1543,86,riverbend,Lio,listen_memory,Lio: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.006,stable,True,True
1544,86,roofward,Fay,move_forward,Fay: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.0,stable,True,True
1546,86,signal,Milo,approach_resident,Milo: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
1547,86,orchard,Mara,drop_object,Mara: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
1548,87,riverbend,Lio,move_forward,Lio: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
1550,87,archive,Toma,approach_resident,Toma: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
1551,87,signal,Milo,drop_object,Milo: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
1552,87,orchard,Mara,request_permission,Mara: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
1554,87,riverbend,Lio,drop_object,Lio: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
1555,87,roofward,Fay,request_permission,Fay: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
1556,87,archive,Toma,wait_respectfully,Toma: I see you near the work.,local presence,observed,soft-eye-contact,open,0.0,-0.01,stable,True,True
1557,87,signal,Milo,listen_memory,Milo: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
1560,87,riverbend,Lio,listen_memory,Lio: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
1563,87,signal,Milo,approach_resident,Milo: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
1564,87,orchard,Mara,drop_object,Mara: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
1565,87,repair_ring,Juno,request_permission,Juno: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,0.006,stable,True,True
1567,88,archive,Toma,approach_resident,Toma: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
1568,88,signal,Milo,drop_object,Milo: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
1569,88,orchard,Mara,request_permission,Mara: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
1571,88,riverbend,Lio,drop_object,Lio: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
1572,88,roofward,Fay,request_permission,Fay: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.001,stable,True,True
1574,88,signal,Milo,listen_memory,Milo: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
1576,88,repair_ring,Juno,turn_right,Juno: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.0,stable,True,True
1577,88,riverbend,Lio,listen_memory,Lio: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.008,stable,True,True
1580,88,signal,Milo,approach_resident,Milo: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
1581,88,orchard,Mara,drop_object,Mara: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
1582,88,repair_ring,Juno,request_permission,Juno: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,0.006,stable,True,True
1583,88,riverbend,Lio,approach_resident,Lio: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
1584,89,archive,Toma,approach_resident,Toma: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
1585,89,signal,Milo,drop_object,Milo: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
1586,89,orchard,Mara,request_permission,Mara: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
1588,89,riverbend,Lio,drop_object,Lio: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
1589,89,roofward,Fay,request_permission,Fay: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
1591,89,signal,Milo,listen_memory,Milo: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
1592,89,orchard,Mara,move_forward,Mara: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.0,stable,True,True
1594,89,riverbend,Lio,listen_memory,Lio: That sound reminds me where we left the work.,sensory recall,shared,soft-eye-contact,open,0.0,-0.01,stable,True,True
1596,89,archive,Toma,turn_right,Toma: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
1597,89,signal,Milo,approach_resident,Milo: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
1598,89,orchard,Mara,drop_object,Mara: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
1599,89,repair_ring,Juno,request_permission,Juno: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
1600,89,riverbend,Lio,approach_resident,Lio: I see you near the work.,local presence,observed,tracks-avatar,attentive,0.0,0.006,stable,True,True
1601,89,roofward,Fay,drop_object,Fay: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
1602,90,signal,Milo,drop_object,Milo: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
1603,90,orchard,Mara,request_permission,Mara: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
1604,90,repair_ring,Juno,wait_respectfully,Juno: I see you near the work.,local presence,observed,soft-eye-contact,open,0.0,-0.002,stable,True,True
1605,90,riverbend,Lio,drop_object,Lio: I see you near the work.,local presence,observed,ambient-scan,neutral,0.0,0.006,stable,True,True
1606,90,roofward,Fay,request_permission,Fay: You can carry it if you stay nearby.,permission request,granted,ambient-scan,neutral,0.0,-0.004,stable,True,True
