tick_id,day,infrastructure_id,sight_cue,sound_cue,smell_cue,temperature_cue,wetness_cue,body_cue,rhythm_marker,sensory_bound_to_infrastructure
470,27,river_mill_bridge,steady structure,work rhythm,soil and water,mild air,dry surface,skilled work posture,maintenance-pulse,True
471,27,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,watchful idle,maintenance-pulse,True
472,27,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,flower-node,True
473,27,dusk_signal_workshop,steady structure,work rhythm,oil and paper,mild air,dry surface,skilled work posture,maintenance-pulse,True
474,27,river_mill_bridge,steady structure,quiet upkeep,soil and water,cold draft,wet surface,watchful idle,maintenance-pulse,True
475,27,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,watchful idle,maintenance-pulse,True
476,27,archive_public_kiosk,steady structure,work rhythm,oil and paper,mild air,dry surface,fatigued maintenance posture,flower-node,True
477,27,dusk_signal_workshop,steady structure,quiet upkeep,wet wood,mild air,wet surface,watchful idle,maintenance-pulse,True
478,27,river_mill_bridge,steady structure,quiet upkeep,wet wood,mild air,wet surface,watchful idle,maintenance-pulse,True
479,27,roof_greenhouse_cistern,steady structure,work rhythm,soil and water,warm work air,dry surface,skilled work posture,maintenance-pulse,True
480,27,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,mild air,dry surface,fatigued maintenance posture,flower-node,True
481,27,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
482,27,river_mill_bridge,steady structure,work rhythm,soil and water,mild air,dry surface,skilled work posture,maintenance-pulse,True
483,27,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,watchful idle,maintenance-pulse,True
484,27,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,mild air,dry surface,fatigued maintenance posture,flower-node,True
485,27,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,ambient-rate,True
486,28,roof_greenhouse_cistern,steady structure,quiet upkeep,wet wood,warm work air,wet surface,watchful idle,flower-node,True
487,28,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
488,28,dusk_signal_workshop,steady structure,work rhythm,oil and paper,mild air,dry surface,skilled work posture,maintenance-pulse,True
489,28,river_mill_bridge,visible cracks,quiet upkeep,soil and water,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
490,28,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,watchful idle,flower-node,True
491,28,archive_public_kiosk,steady structure,work rhythm,oil and paper,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
492,28,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
493,28,river_mill_bridge,visible cracks,quiet upkeep,soil and water,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
494,28,roof_greenhouse_cistern,steady structure,work rhythm,wet wood,warm work air,wet surface,skilled work posture,flower-node,True
495,28,archive_public_kiosk,steady structure,quiet upkeep,wet wood,mild air,wet surface,fatigued maintenance posture,maintenance-pulse,True
496,28,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
497,28,river_mill_bridge,steady structure,work rhythm,soil and water,mild air,dry surface,skilled work posture,maintenance-pulse,True
498,28,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,cold draft,wet surface,watchful idle,flower-node,True
499,28,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
500,28,dusk_signal_workshop,steady structure,work rhythm,oil and paper,mild air,dry surface,skilled work posture,maintenance-pulse,True
501,28,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,watchful idle,maintenance-pulse,True
502,28,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,watchful idle,flower-node,True
503,28,archive_public_kiosk,steady structure,quiet upkeep,wet wood,mild air,wet surface,fatigued maintenance posture,ambient-rate,True
504,29,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,flower-node,True
505,29,river_mill_bridge,steady structure,work rhythm,soil and water,mild air,dry surface,skilled work posture,maintenance-pulse,True
506,29,roof_greenhouse_cistern,steady structure,work rhythm,soil and water,warm work air,dry surface,skilled work posture,maintenance-pulse,True
507,29,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
508,29,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,flower-node,True
509,29,river_mill_bridge,steady structure,work rhythm,soil and water,cold draft,wet surface,skilled work posture,maintenance-pulse,True
510,29,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,watchful idle,maintenance-pulse,True
511,29,archive_public_kiosk,steady structure,quiet upkeep,wet wood,mild air,wet surface,fatigued maintenance posture,maintenance-pulse,True
512,29,dusk_signal_workshop,steady structure,work rhythm,wet wood,mild air,wet surface,skilled work posture,flower-node,True
513,29,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,watchful idle,maintenance-pulse,True
514,29,roof_greenhouse_cistern,steady structure,work rhythm,soil and water,warm work air,dry surface,skilled work posture,maintenance-pulse,True
515,29,archive_public_kiosk,visible cracks,work rhythm,oil and paper,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
516,29,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,flower-node,True
517,29,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,watchful idle,maintenance-pulse,True
518,29,roof_greenhouse_cistern,steady structure,work rhythm,soil and water,warm work air,dry surface,skilled work posture,maintenance-pulse,True
519,29,archive_public_kiosk,visible cracks,quiet upkeep,oil and paper,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
520,29,dusk_signal_workshop,steady structure,quiet upkeep,wet wood,mild air,wet surface,watchful idle,flower-node,True
521,29,river_mill_bridge,steady structure,quiet upkeep,wet wood,mild air,wet surface,watchful idle,ambient-rate,True
522,30,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,watchful idle,flower-node,True
523,30,archive_public_kiosk,visible cracks,quiet upkeep,oil and paper,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
524,30,dusk_signal_workshop,steady structure,work rhythm,oil and paper,mild air,dry surface,skilled work posture,maintenance-pulse,True
525,30,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,watchful idle,maintenance-pulse,True
526,30,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,watchful idle,flower-node,True
527,30,archive_public_kiosk,visible cracks,work rhythm,oil and paper,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
528,30,dusk_signal_workshop,steady structure,quiet upkeep,wet wood,mild air,wet surface,watchful idle,maintenance-pulse,True
529,30,river_mill_bridge,steady structure,quiet upkeep,wet wood,mild air,wet surface,watchful idle,maintenance-pulse,True
530,30,roof_greenhouse_cistern,steady structure,work rhythm,soil and water,warm work air,dry surface,skilled work posture,flower-node,True
531,30,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
532,30,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
533,30,river_mill_bridge,steady structure,work rhythm,soil and water,cold draft,wet surface,skilled work posture,maintenance-pulse,True
534,30,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,watchful idle,flower-node,True
535,30,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
536,30,dusk_signal_workshop,steady structure,work rhythm,oil and paper,mild air,dry surface,skilled work posture,maintenance-pulse,True
537,30,river_mill_bridge,steady structure,quiet upkeep,wet wood,mild air,wet surface,watchful idle,maintenance-pulse,True
538,30,roof_greenhouse_cistern,steady structure,quiet upkeep,wet wood,warm work air,wet surface,fatigued maintenance posture,flower-node,True
539,30,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,mild air,dry surface,fatigued maintenance posture,ambient-rate,True
540,31,dusk_signal_workshop,visible cracks,quiet upkeep,oil and paper,mild air,dry surface,fatigued maintenance posture,flower-node,True
541,31,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,watchful idle,maintenance-pulse,True
542,31,roof_greenhouse_cistern,steady structure,work rhythm,soil and water,warm work air,dry surface,fatigued maintenance posture,maintenance-pulse,True
543,31,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
544,31,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,cold draft,wet surface,watchful idle,flower-node,True
545,31,river_mill_bridge,steady structure,work rhythm,wet wood,mild air,wet surface,skilled work posture,maintenance-pulse,True
546,31,roof_greenhouse_cistern,steady structure,quiet upkeep,wet wood,warm work air,wet surface,fatigued maintenance posture,maintenance-pulse,True
547,31,archive_public_kiosk,steady structure,work rhythm,oil and paper,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
548,31,dusk_signal_workshop,steady structure,work rhythm,oil and paper,mild air,dry surface,skilled work posture,flower-node,True
549,31,river_mill_bridge,steady structure,work rhythm,soil and water,mild air,dry surface,skilled work posture,maintenance-pulse,True
550,31,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,fatigued maintenance posture,maintenance-pulse,True
551,31,archive_public_kiosk,steady structure,work rhythm,oil and paper,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
552,31,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,flower-node,True
553,31,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,watchful idle,maintenance-pulse,True
554,31,roof_greenhouse_cistern,steady structure,work rhythm,wet wood,warm work air,wet surface,fatigued maintenance posture,maintenance-pulse,True
555,31,archive_public_kiosk,steady structure,quiet upkeep,wet wood,mild air,wet surface,fatigued maintenance posture,maintenance-pulse,True
556,31,dusk_signal_workshop,steady structure,work rhythm,oil and paper,mild air,dry surface,skilled work posture,flower-node,True
557,31,river_mill_bridge,steady structure,quiet upkeep,soil and water,cold draft,wet surface,watchful idle,ambient-rate,True
558,32,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,mild air,dry surface,fatigued maintenance posture,flower-node,True
559,32,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
560,32,river_mill_bridge,steady structure,work rhythm,soil and water,mild air,dry surface,skilled work posture,maintenance-pulse,True
561,32,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,fatigued maintenance posture,maintenance-pulse,True
562,32,archive_public_kiosk,steady structure,quiet upkeep,wet wood,mild air,wet surface,fatigued maintenance posture,flower-node,True
563,32,dusk_signal_workshop,steady structure,work rhythm,wet wood,mild air,wet surface,skilled work posture,maintenance-pulse,True
564,32,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,watchful idle,maintenance-pulse,True
565,32,roof_greenhouse_cistern,steady structure,work rhythm,soil and water,warm work air,dry surface,fatigued maintenance posture,maintenance-pulse,True
566,32,archive_public_kiosk,visible cracks,work rhythm,oil and paper,mild air,dry surface,fatigued maintenance posture,flower-node,True
567,32,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
568,32,river_mill_bridge,steady structure,quiet upkeep,soil and water,cold draft,wet surface,watchful idle,maintenance-pulse,True
569,32,roof_greenhouse_cistern,steady structure,work rhythm,soil and water,warm work air,dry surface,fatigued maintenance posture,maintenance-pulse,True
570,32,archive_public_kiosk,visible cracks,quiet upkeep,oil and paper,mild air,dry surface,fatigued maintenance posture,flower-node,True
571,32,dusk_signal_workshop,steady structure,quiet upkeep,wet wood,mild air,wet surface,watchful idle,maintenance-pulse,True
572,32,river_mill_bridge,steady structure,work rhythm,wet wood,mild air,wet surface,skilled work posture,maintenance-pulse,True
573,32,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,fatigued maintenance posture,maintenance-pulse,True
574,32,archive_public_kiosk,visible cracks,work rhythm,oil and paper,mild air,dry surface,fatigued maintenance posture,flower-node,True
575,32,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,ambient-rate,True
576,33,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,watchful idle,flower-node,True
577,33,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,fatigued maintenance posture,maintenance-pulse,True
578,33,archive_public_kiosk,visible cracks,work rhythm,oil and paper,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
579,33,dusk_signal_workshop,steady structure,quiet upkeep,wet wood,mild air,wet surface,watchful idle,maintenance-pulse,True
580,33,river_mill_bridge,steady structure,quiet upkeep,wet wood,mild air,wet surface,watchful idle,flower-node,True
581,33,roof_greenhouse_cistern,visible cracks,work rhythm,soil and water,warm work air,dry surface,fatigued maintenance posture,maintenance-pulse,True
582,33,archive_public_kiosk,visible cracks,quiet upkeep,oil and paper,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
583,33,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
584,33,river_mill_bridge,steady structure,work rhythm,soil and water,mild air,dry surface,skilled work posture,flower-node,True
585,33,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,fatigued maintenance posture,maintenance-pulse,True
586,33,archive_public_kiosk,visible cracks,quiet upkeep,oil and paper,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
587,33,dusk_signal_workshop,steady structure,work rhythm,oil and paper,mild air,dry surface,skilled work posture,maintenance-pulse,True
588,33,river_mill_bridge,steady structure,quiet upkeep,wet wood,mild air,wet surface,watchful idle,flower-node,True
589,33,roof_greenhouse_cistern,steady structure,quiet upkeep,wet wood,warm work air,wet surface,fatigued maintenance posture,maintenance-pulse,True
590,33,archive_public_kiosk,visible cracks,work rhythm,oil and paper,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
591,33,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
592,33,river_mill_bridge,steady structure,quiet upkeep,soil and water,cold draft,wet surface,watchful idle,flower-node,True
593,33,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,fatigued maintenance posture,ambient-rate,True
594,34,archive_public_kiosk,visible cracks,quiet upkeep,oil and paper,mild air,dry surface,fatigued maintenance posture,flower-node,True
595,34,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
596,34,river_mill_bridge,steady structure,work rhythm,wet wood,mild air,wet surface,skilled work posture,maintenance-pulse,True
597,34,roof_greenhouse_cistern,steady structure,quiet upkeep,wet wood,warm work air,wet surface,fatigued maintenance posture,maintenance-pulse,True
598,34,archive_public_kiosk,steady structure,work rhythm,oil and paper,mild air,dry surface,fatigued maintenance posture,flower-node,True
599,34,dusk_signal_workshop,steady structure,work rhythm,oil and paper,mild air,dry surface,skilled work posture,maintenance-pulse,True
600,34,river_mill_bridge,steady structure,work rhythm,soil and water,mild air,dry surface,skilled work posture,maintenance-pulse,True
601,34,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,fatigued maintenance posture,maintenance-pulse,True
602,34,archive_public_kiosk,steady structure,work rhythm,oil and paper,mild air,dry surface,fatigued maintenance posture,flower-node,True
603,34,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,cold draft,wet surface,watchful idle,maintenance-pulse,True
604,34,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,watchful idle,maintenance-pulse,True
605,34,roof_greenhouse_cistern,steady structure,work rhythm,wet wood,warm work air,wet surface,fatigued maintenance posture,maintenance-pulse,True
606,34,archive_public_kiosk,steady structure,quiet upkeep,wet wood,mild air,wet surface,fatigued maintenance posture,flower-node,True
607,34,dusk_signal_workshop,steady structure,work rhythm,oil and paper,mild air,dry surface,skilled work posture,maintenance-pulse,True
608,34,river_mill_bridge,steady structure,work rhythm,soil and water,mild air,dry surface,skilled work posture,maintenance-pulse,True
609,34,roof_greenhouse_cistern,visible cracks,work rhythm,soil and water,warm work air,dry surface,fatigued maintenance posture,maintenance-pulse,True
610,34,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,mild air,dry surface,fatigued maintenance posture,flower-node,True
611,34,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,ambient-rate,True
612,35,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,watchful idle,flower-node,True
613,35,roof_greenhouse_cistern,visible cracks,quiet upkeep,wet wood,warm work air,wet surface,fatigued maintenance posture,maintenance-pulse,True
614,35,archive_public_kiosk,visible cracks,work rhythm,wet wood,mild air,wet surface,fatigued maintenance posture,maintenance-pulse,True
615,35,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
616,35,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,watchful idle,flower-node,True
617,35,roof_greenhouse_cistern,visible cracks,work rhythm,soil and water,warm work air,dry surface,fatigued maintenance posture,maintenance-pulse,True
618,35,archive_public_kiosk,visible cracks,quiet upkeep,oil and paper,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
619,35,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
620,35,river_mill_bridge,steady structure,work rhythm,soil and water,mild air,dry surface,skilled work posture,flower-node,True
621,35,roof_greenhouse_cistern,visible cracks,quiet upkeep,soil and water,warm work air,dry surface,fatigued maintenance posture,maintenance-pulse,True
622,35,archive_public_kiosk,steady structure,quiet upkeep,wet wood,mild air,wet surface,fatigued maintenance posture,maintenance-pulse,True
623,35,dusk_signal_workshop,steady structure,work rhythm,wet wood,mild air,wet surface,skilled work posture,maintenance-pulse,True
624,35,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,watchful idle,flower-node,True
625,35,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,watchful idle,maintenance-pulse,True
626,35,archive_public_kiosk,steady structure,work rhythm,oil and paper,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
627,35,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,cold draft,wet surface,fatigued maintenance posture,maintenance-pulse,True
628,35,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,watchful idle,flower-node,True
629,35,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,watchful idle,ambient-rate,True
630,36,dusk_signal_workshop,steady structure,quiet upkeep,wet wood,mild air,wet surface,fatigued maintenance posture,flower-node,True
631,36,river_mill_bridge,steady structure,quiet upkeep,wet wood,mild air,wet surface,watchful idle,maintenance-pulse,True
632,36,roof_greenhouse_cistern,steady structure,work rhythm,soil and water,warm work air,dry surface,skilled work posture,maintenance-pulse,True
633,36,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
634,36,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,fatigued maintenance posture,flower-node,True
635,36,river_mill_bridge,steady structure,work rhythm,soil and water,mild air,dry surface,skilled work posture,maintenance-pulse,True
636,36,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,watchful idle,maintenance-pulse,True
637,36,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
638,36,dusk_signal_workshop,steady structure,work rhythm,oil and paper,cold draft,wet surface,fatigued maintenance posture,flower-node,True
639,36,river_mill_bridge,visible cracks,quiet upkeep,wet wood,mild air,wet surface,fatigued maintenance posture,maintenance-pulse,True
640,36,roof_greenhouse_cistern,steady structure,quiet upkeep,wet wood,warm work air,wet surface,watchful idle,maintenance-pulse,True
641,36,archive_public_kiosk,steady structure,work rhythm,oil and paper,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
642,36,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,fatigued maintenance posture,flower-node,True
643,36,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,watchful idle,maintenance-pulse,True
644,36,roof_greenhouse_cistern,steady structure,work rhythm,soil and water,warm work air,dry surface,skilled work posture,maintenance-pulse,True
645,36,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
646,36,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,fatigued maintenance posture,flower-node,True
647,36,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,watchful idle,ambient-rate,True
648,37,roof_greenhouse_cistern,steady structure,quiet upkeep,wet wood,warm work air,wet surface,watchful idle,flower-node,True
649,37,archive_public_kiosk,steady structure,work rhythm,oil and paper,cold draft,wet surface,fatigued maintenance posture,maintenance-pulse,True
650,37,dusk_signal_workshop,steady structure,work rhythm,oil and paper,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
651,37,river_mill_bridge,steady structure,work rhythm,soil and water,mild air,dry surface,skilled work posture,maintenance-pulse,True
652,37,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,watchful idle,flower-node,True
653,37,archive_public_kiosk,steady structure,work rhythm,oil and paper,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
654,37,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
655,37,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,watchful idle,maintenance-pulse,True
656,37,roof_greenhouse_cistern,steady structure,work rhythm,wet wood,warm work air,wet surface,skilled work posture,flower-node,True
657,37,archive_public_kiosk,steady structure,quiet upkeep,wet wood,mild air,wet surface,fatigued maintenance posture,maintenance-pulse,True
658,37,dusk_signal_workshop,steady structure,work rhythm,oil and paper,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
659,37,river_mill_bridge,steady structure,work rhythm,soil and water,mild air,dry surface,skilled work posture,maintenance-pulse,True
660,37,roof_greenhouse_cistern,steady structure,work rhythm,soil and water,warm work air,dry surface,skilled work posture,flower-node,True
661,37,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
662,37,dusk_signal_workshop,visible cracks,work rhythm,oil and paper,cold draft,wet surface,fatigued maintenance posture,maintenance-pulse,True
663,37,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,watchful idle,maintenance-pulse,True
664,37,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,watchful idle,flower-node,True
665,37,archive_public_kiosk,steady structure,quiet upkeep,wet wood,mild air,wet surface,watchful idle,ambient-rate,True
666,38,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,flower-node,True
667,38,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,watchful idle,maintenance-pulse,True
668,38,roof_greenhouse_cistern,steady structure,work rhythm,soil and water,warm work air,dry surface,skilled work posture,maintenance-pulse,True
669,38,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
670,38,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,fatigued maintenance posture,flower-node,True
671,38,river_mill_bridge,steady structure,work rhythm,soil and water,mild air,dry surface,skilled work posture,maintenance-pulse,True
672,38,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,watchful idle,maintenance-pulse,True
673,38,archive_public_kiosk,steady structure,quiet upkeep,wet wood,mild air,wet surface,watchful idle,maintenance-pulse,True
674,38,dusk_signal_workshop,steady structure,work rhythm,wet wood,mild air,wet surface,fatigued maintenance posture,flower-node,True
675,38,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,watchful idle,maintenance-pulse,True
676,38,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,watchful idle,maintenance-pulse,True
677,38,archive_public_kiosk,steady structure,work rhythm,oil and paper,mild air,dry surface,skilled work posture,maintenance-pulse,True
678,38,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,fatigued maintenance posture,flower-node,True
679,38,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,watchful idle,maintenance-pulse,True
680,38,roof_greenhouse_cistern,steady structure,work rhythm,soil and water,warm work air,dry surface,fatigued maintenance posture,maintenance-pulse,True
681,38,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
682,38,dusk_signal_workshop,steady structure,quiet upkeep,wet wood,mild air,wet surface,fatigued maintenance posture,flower-node,True
683,38,river_mill_bridge,steady structure,quiet upkeep,wet wood,mild air,wet surface,watchful idle,ambient-rate,True
684,39,roof_greenhouse_cistern,steady structure,work rhythm,soil and water,cold draft,wet surface,fatigued maintenance posture,flower-node,True
685,39,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
686,39,dusk_signal_workshop,steady structure,work rhythm,oil and paper,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
687,39,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,watchful idle,maintenance-pulse,True
688,39,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,fatigued maintenance posture,flower-node,True
689,39,archive_public_kiosk,steady structure,work rhythm,oil and paper,mild air,dry surface,skilled work posture,maintenance-pulse,True
690,39,dusk_signal_workshop,steady structure,quiet upkeep,wet wood,mild air,wet surface,watchful idle,maintenance-pulse,True
691,39,river_mill_bridge,steady structure,quiet upkeep,wet wood,mild air,wet surface,watchful idle,maintenance-pulse,True
692,39,roof_greenhouse_cistern,steady structure,work rhythm,soil and water,warm work air,dry surface,fatigued maintenance posture,flower-node,True
693,39,archive_public_kiosk,steady structure,work rhythm,oil and paper,mild air,dry surface,skilled work posture,maintenance-pulse,True
694,39,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
695,39,river_mill_bridge,steady structure,work rhythm,soil and water,mild air,dry surface,skilled work posture,maintenance-pulse,True
696,39,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,fatigued maintenance posture,flower-node,True
697,39,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,cold draft,wet surface,watchful idle,maintenance-pulse,True
698,39,dusk_signal_workshop,steady structure,work rhythm,oil and paper,mild air,dry surface,skilled work posture,maintenance-pulse,True
699,39,river_mill_bridge,steady structure,quiet upkeep,wet wood,mild air,wet surface,fatigued maintenance posture,maintenance-pulse,True
700,39,roof_greenhouse_cistern,steady structure,quiet upkeep,wet wood,warm work air,wet surface,fatigued maintenance posture,flower-node,True
701,39,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,ambient-rate,True
