tick_id,day,settlement_id,resident_id,schedule_phase,scheduled_room,actual_room,task,schedule_visible,interruption_possible,routine_saved
718,60,riverbend,Ari,night memory,arrival court,arrival court,recall memory,True,False,True
719,60,roofward,Sera,night memory,arrival court,arrival court,recall memory,True,False,True
720,61,archive,Toma,morning work,spool room,spool room,repair object,True,False,True
721,61,signal,Milo,morning work,mast base,mast base,repair object,True,False,True
722,61,orchard,Mara,morning work,seed lane,seed lane,repair object,True,True,True
723,61,repair_ring,Juno,midday exchange,spark lane,spark lane,teach dialect,True,True,True
724,61,riverbend,Lio,midday exchange,kit alcove,kit alcove,teach dialect,True,False,True
725,61,roofward,Fay,midday exchange,warm lane,warm lane,teach dialect,True,True,True
726,61,archive,Toma,evening repair,ink niche,ink niche,inspect hazard,True,True,True
727,61,signal,Milo,evening repair,lens room,lens room,inspect hazard,True,False,True
728,61,orchard,Mara,evening repair,market plank,market plank,inspect hazard,True,False,True
729,61,repair_ring,Juno,night memory,arrival court,arrival court,recall memory,True,False,True
730,61,riverbend,Lio,night memory,arrival court,arrival court,recall memory,True,False,True
731,61,roofward,Fay,night memory,arrival court,arrival court,recall memory,True,False,True
732,62,archive,Nia,morning work,spool room,spool room,repair object,True,False,True
733,62,signal,Ren,morning work,mast base,mast base,repair object,True,False,True
734,62,orchard,Ivo,morning work,seed lane,seed lane,repair object,True,True,True
735,62,repair_ring,Pax,midday exchange,spark lane,spark lane,teach dialect,True,False,True
736,62,riverbend,Ari,midday exchange,kit alcove,kit alcove,teach dialect,True,False,True
737,62,roofward,Sera,midday exchange,warm lane,warm lane,teach dialect,True,True,True
738,62,archive,Nia,evening repair,ink niche,ink niche,inspect hazard,True,False,True
739,62,signal,Ren,evening repair,lens room,lens room,inspect hazard,True,False,True
740,62,orchard,Ivo,evening repair,market plank,market plank,inspect hazard,True,False,True
741,62,repair_ring,Pax,night memory,arrival court,arrival court,recall memory,True,False,True
742,62,riverbend,Ari,night memory,arrival court,arrival court,recall memory,True,False,True
743,62,roofward,Sera,night memory,arrival court,arrival court,recall memory,True,False,True
744,63,signal,Ren,morning work,mast base,mast base,repair object,True,False,True
745,63,orchard,Ivo,morning work,seed lane,seed lane,repair object,True,True,True
746,63,repair_ring,Pax,morning work,wire bench,wire bench,repair object,True,False,True
747,63,riverbend,Ari,midday exchange,kit alcove,kit alcove,teach dialect,True,False,True
748,63,roofward,Sera,midday exchange,warm lane,warm lane,teach dialect,True,True,True
749,63,archive,Nia,midday exchange,stone stacks,stone stacks,teach dialect,True,False,True
750,63,signal,Ren,evening repair,lens room,lens room,inspect hazard,True,False,True
751,63,orchard,Ivo,evening repair,market plank,market plank,inspect hazard,True,False,True
752,63,repair_ring,Pax,evening repair,bell alcove,bell alcove,inspect hazard,True,False,True
753,63,riverbend,Ari,night memory,arrival court,arrival court,recall memory,True,False,True
754,63,roofward,Sera,night memory,arrival court,arrival court,recall memory,True,False,True
755,63,archive,Nia,night memory,arrival court,arrival court,recall memory,True,False,True
756,64,signal,Milo,morning work,mast base,mast base,repair object,True,True,True
757,64,orchard,Mara,morning work,seed lane,seed lane,repair object,True,True,True
758,64,repair_ring,Juno,morning work,wire bench,wire bench,repair object,True,False,True
759,64,riverbend,Lio,midday exchange,kit alcove,kit alcove,teach dialect,True,True,True
760,64,roofward,Fay,midday exchange,warm lane,warm lane,teach dialect,True,True,True
761,64,archive,Toma,midday exchange,stone stacks,stone stacks,teach dialect,True,False,True
762,64,signal,Milo,evening repair,lens room,lens room,inspect hazard,True,False,True
763,64,orchard,Mara,evening repair,market plank,market plank,inspect hazard,True,False,True
764,64,repair_ring,Juno,evening repair,bell alcove,bell alcove,inspect hazard,True,False,True
765,64,riverbend,Lio,night memory,arrival court,arrival court,recall memory,True,False,True
766,64,roofward,Fay,night memory,arrival court,arrival court,recall memory,True,False,True
767,64,archive,Toma,night memory,arrival court,arrival court,recall memory,True,False,True
768,65,signal,Ren,morning work,mast base,mast base,repair object,True,True,True
769,65,orchard,Ivo,morning work,seed lane,seed lane,repair object,True,False,True
770,65,repair_ring,Pax,morning work,wire bench,wire bench,repair object,True,False,True
771,65,riverbend,Ari,midday exchange,kit alcove,kit alcove,teach dialect,True,True,True
772,65,roofward,Sera,midday exchange,warm lane,warm lane,teach dialect,True,False,True
773,65,archive,Nia,midday exchange,stone stacks,stone stacks,teach dialect,True,False,True
774,65,signal,Ren,evening repair,lens room,lens room,inspect hazard,True,False,True
775,65,orchard,Ivo,evening repair,market plank,market plank,inspect hazard,True,False,True
776,65,repair_ring,Pax,evening repair,bell alcove,bell alcove,inspect hazard,True,False,True
777,65,riverbend,Ari,night memory,arrival court,arrival court,recall memory,True,False,True
778,65,roofward,Sera,night memory,arrival court,arrival court,recall memory,True,False,True
779,65,archive,Nia,night memory,arrival court,arrival court,recall memory,True,False,True
780,66,signal,Milo,morning work,mast base,mast base,repair object,True,True,True
781,66,orchard,Mara,morning work,seed lane,seed lane,repair object,True,False,True
782,66,repair_ring,Juno,morning work,wire bench,wire bench,repair object,True,False,True
783,66,riverbend,Lio,midday exchange,kit alcove,kit alcove,teach dialect,True,True,True
784,66,roofward,Fay,midday exchange,warm lane,warm lane,teach dialect,True,False,True
785,66,archive,Toma,midday exchange,stone stacks,stone stacks,teach dialect,True,False,True
786,66,signal,Milo,evening repair,lens room,lens room,inspect hazard,True,False,True
787,66,orchard,Mara,evening repair,market plank,market plank,inspect hazard,True,False,True
788,66,repair_ring,Juno,evening repair,bell alcove,bell alcove,inspect hazard,True,True,True
789,66,riverbend,Lio,night memory,arrival court,arrival court,recall memory,True,False,True
790,66,roofward,Fay,night memory,arrival court,arrival court,recall memory,True,False,True
791,66,archive,Toma,night memory,arrival court,arrival court,recall memory,True,True,True
792,67,signal,Ren,morning work,mast base,mast base,repair object,True,False,True
793,67,orchard,Ivo,morning work,seed lane,seed lane,repair object,True,False,True
794,67,repair_ring,Pax,morning work,wire bench,wire bench,repair object,True,False,True
795,67,riverbend,Ari,midday exchange,kit alcove,kit alcove,teach dialect,True,False,True
796,67,roofward,Sera,midday exchange,warm lane,warm lane,teach dialect,True,False,True
797,67,archive,Nia,midday exchange,stone stacks,stone stacks,teach dialect,True,False,True
798,67,signal,Ren,evening repair,lens room,lens room,inspect hazard,True,False,True
799,67,orchard,Ivo,evening repair,market plank,market plank,inspect hazard,True,False,True
800,67,repair_ring,Pax,evening repair,bell alcove,bell alcove,inspect hazard,True,True,True
801,67,riverbend,Ari,night memory,arrival court,arrival court,recall memory,True,False,True
802,67,roofward,Sera,night memory,arrival court,arrival court,recall memory,True,False,True
803,67,archive,Nia,night memory,arrival court,arrival court,recall memory,True,True,True
804,68,signal,Milo,morning work,mast base,mast base,repair object,True,False,True
805,68,orchard,Mara,morning work,seed lane,seed lane,repair object,True,False,True
806,68,repair_ring,Juno,morning work,wire bench,wire bench,repair object,True,False,True
807,68,riverbend,Lio,midday exchange,kit alcove,kit alcove,teach dialect,True,False,True
808,68,roofward,Fay,midday exchange,warm lane,warm lane,teach dialect,True,False,True
809,68,archive,Toma,midday exchange,stone stacks,stone stacks,teach dialect,True,False,True
810,68,signal,Milo,evening repair,lens room,lens room,inspect hazard,True,False,True
811,68,orchard,Mara,evening repair,market plank,market plank,inspect hazard,True,True,True
812,68,repair_ring,Juno,evening repair,bell alcove,bell alcove,inspect hazard,True,True,True
813,68,riverbend,Lio,night memory,arrival court,arrival court,recall memory,True,False,True
814,68,roofward,Fay,night memory,arrival court,arrival court,recall memory,True,True,True
815,68,archive,Toma,night memory,arrival court,arrival court,recall memory,True,True,True
816,69,signal,Ren,morning work,mast base,mast base,repair object,True,False,True
817,69,orchard,Ivo,morning work,seed lane,seed lane,repair object,True,False,True
818,69,repair_ring,Pax,morning work,wire bench,wire bench,repair object,True,False,True
819,69,riverbend,Ari,midday exchange,kit alcove,kit alcove,teach dialect,True,False,True
820,69,roofward,Sera,midday exchange,warm lane,warm lane,teach dialect,True,False,True
821,69,archive,Nia,midday exchange,stone stacks,stone stacks,teach dialect,True,False,True
822,69,signal,Ren,evening repair,lens room,lens room,inspect hazard,True,False,True
823,69,orchard,Ivo,evening repair,market plank,market plank,inspect hazard,True,True,True
824,69,repair_ring,Pax,evening repair,bell alcove,bell alcove,inspect hazard,True,False,True
825,69,riverbend,Ari,night memory,arrival court,arrival court,recall memory,True,False,True
826,69,roofward,Sera,night memory,arrival court,arrival court,recall memory,True,True,True
827,69,archive,Nia,night memory,arrival court,arrival court,recall memory,True,False,True
828,70,orchard,Ivo,morning work,seed lane,seed lane,repair object,True,False,True
829,70,repair_ring,Pax,morning work,wire bench,wire bench,repair object,True,False,True
830,70,riverbend,Ari,morning work,plank hall,plank hall,repair object,True,False,True
831,70,roofward,Sera,midday exchange,warm lane,warm lane,teach dialect,True,False,True
832,70,archive,Nia,midday exchange,stone stacks,stone stacks,teach dialect,True,False,True
833,70,signal,Ren,midday exchange,lantern walk,lantern walk,teach dialect,True,False,True
834,70,orchard,Ivo,evening repair,market plank,market plank,inspect hazard,True,True,True
835,70,repair_ring,Pax,evening repair,bell alcove,bell alcove,inspect hazard,True,False,True
836,70,riverbend,Ari,evening repair,dry ridge,dry ridge,inspect hazard,True,False,True
837,70,roofward,Sera,night memory,arrival court,arrival court,recall memory,True,True,True
838,70,archive,Nia,night memory,arrival court,arrival court,recall memory,True,False,True
839,70,signal,Ren,night memory,arrival court,arrival court,recall memory,True,False,True
840,71,orchard,Mara,morning work,seed lane,seed lane,repair object,True,False,True
841,71,repair_ring,Juno,morning work,wire bench,wire bench,repair object,True,False,True
842,71,riverbend,Lio,morning work,plank hall,plank hall,repair object,True,False,True
843,71,roofward,Fay,midday exchange,warm lane,warm lane,teach dialect,True,False,True
844,71,archive,Toma,midday exchange,stone stacks,stone stacks,teach dialect,True,False,True
845,71,signal,Milo,midday exchange,lantern walk,lantern walk,teach dialect,True,True,True
846,71,orchard,Mara,evening repair,market plank,market plank,inspect hazard,True,True,True
847,71,repair_ring,Juno,evening repair,bell alcove,bell alcove,inspect hazard,True,False,True
848,71,riverbend,Lio,evening repair,dry ridge,dry ridge,inspect hazard,True,True,True
849,71,roofward,Fay,night memory,arrival court,arrival court,recall memory,True,True,True
850,71,archive,Toma,night memory,arrival court,arrival court,recall memory,True,False,True
851,71,signal,Milo,night memory,arrival court,arrival court,recall memory,True,False,True
852,72,orchard,Ivo,morning work,seed lane,seed lane,repair object,True,False,True
853,72,repair_ring,Pax,morning work,wire bench,wire bench,repair object,True,False,True
854,72,riverbend,Ari,morning work,plank hall,plank hall,repair object,True,False,True
855,72,roofward,Sera,midday exchange,warm lane,warm lane,teach dialect,True,False,True
856,72,archive,Nia,midday exchange,stone stacks,stone stacks,teach dialect,True,False,True
857,72,signal,Ren,midday exchange,lantern walk,lantern walk,teach dialect,True,True,True
858,72,orchard,Ivo,evening repair,market plank,market plank,inspect hazard,True,False,True
859,72,repair_ring,Pax,evening repair,bell alcove,bell alcove,inspect hazard,True,False,True
860,72,riverbend,Ari,evening repair,dry ridge,dry ridge,inspect hazard,True,True,True
861,72,roofward,Sera,night memory,arrival court,arrival court,recall memory,True,False,True
862,72,archive,Nia,night memory,arrival court,arrival court,recall memory,True,False,True
863,72,signal,Ren,night memory,arrival court,arrival court,recall memory,True,False,True
864,73,orchard,Mara,morning work,seed lane,seed lane,repair object,True,False,True
865,73,repair_ring,Juno,morning work,wire bench,wire bench,repair object,True,True,True
866,73,riverbend,Lio,morning work,plank hall,plank hall,repair object,True,False,True
867,73,roofward,Fay,midday exchange,warm lane,warm lane,teach dialect,True,False,True
868,73,archive,Toma,midday exchange,stone stacks,stone stacks,teach dialect,True,True,True
869,73,signal,Milo,midday exchange,lantern walk,lantern walk,teach dialect,True,True,True
870,73,orchard,Mara,evening repair,market plank,market plank,inspect hazard,True,False,True
871,73,repair_ring,Juno,evening repair,bell alcove,bell alcove,inspect hazard,True,False,True
872,73,riverbend,Lio,evening repair,dry ridge,dry ridge,inspect hazard,True,True,True
873,73,roofward,Fay,night memory,arrival court,arrival court,recall memory,True,False,True
874,73,archive,Toma,night memory,arrival court,arrival court,recall memory,True,False,True
875,73,signal,Milo,night memory,arrival court,arrival court,recall memory,True,False,True
876,74,orchard,Ivo,morning work,seed lane,seed lane,repair object,True,False,True
877,74,repair_ring,Pax,morning work,wire bench,wire bench,repair object,True,True,True
878,74,riverbend,Ari,morning work,plank hall,plank hall,repair object,True,False,True
879,74,roofward,Sera,midday exchange,warm lane,warm lane,teach dialect,True,False,True
880,74,archive,Nia,midday exchange,stone stacks,stone stacks,teach dialect,True,True,True
881,74,signal,Ren,midday exchange,lantern walk,lantern walk,teach dialect,True,False,True
882,74,orchard,Ivo,evening repair,market plank,market plank,inspect hazard,True,False,True
883,74,repair_ring,Pax,evening repair,bell alcove,bell alcove,inspect hazard,True,False,True
884,74,riverbend,Ari,evening repair,dry ridge,dry ridge,inspect hazard,True,False,True
885,74,roofward,Sera,night memory,arrival court,arrival court,recall memory,True,False,True
886,74,archive,Nia,night memory,arrival court,arrival court,recall memory,True,False,True
887,74,signal,Ren,night memory,arrival court,arrival court,recall memory,True,False,True
888,75,orchard,Mara,morning work,seed lane,seed lane,repair object,True,True,True
889,75,repair_ring,Juno,morning work,wire bench,wire bench,repair object,True,True,True
890,75,riverbend,Lio,morning work,plank hall,plank hall,repair object,True,False,True
891,75,roofward,Fay,midday exchange,warm lane,warm lane,teach dialect,True,True,True
892,75,archive,Toma,midday exchange,stone stacks,stone stacks,teach dialect,True,True,True
893,75,signal,Milo,midday exchange,lantern walk,lantern walk,teach dialect,True,False,True
894,75,orchard,Mara,evening repair,market plank,market plank,inspect hazard,True,False,True
895,75,repair_ring,Juno,evening repair,bell alcove,bell alcove,inspect hazard,True,False,True
896,75,riverbend,Lio,evening repair,dry ridge,dry ridge,inspect hazard,True,False,True
897,75,roofward,Fay,night memory,arrival court,arrival court,recall memory,True,False,True
898,75,archive,Toma,night memory,arrival court,arrival court,recall memory,True,False,True
899,75,signal,Milo,night memory,arrival court,arrival court,recall memory,True,False,True
900,76,orchard,Ivo,morning work,seed lane,seed lane,repair object,True,True,True
901,76,repair_ring,Pax,morning work,wire bench,wire bench,repair object,True,False,True
902,76,riverbend,Ari,morning work,plank hall,plank hall,repair object,True,False,True
903,76,roofward,Sera,midday exchange,warm lane,warm lane,teach dialect,True,True,True
904,76,archive,Nia,midday exchange,stone stacks,stone stacks,teach dialect,True,False,True
905,76,signal,Ren,midday exchange,lantern walk,lantern walk,teach dialect,True,False,True
906,76,orchard,Ivo,evening repair,market plank,market plank,inspect hazard,True,False,True
907,76,repair_ring,Pax,evening repair,bell alcove,bell alcove,inspect hazard,True,False,True
908,76,riverbend,Ari,evening repair,dry ridge,dry ridge,inspect hazard,True,False,True
909,76,roofward,Sera,night memory,arrival court,arrival court,recall memory,True,False,True
910,76,archive,Nia,night memory,arrival court,arrival court,recall memory,True,False,True
911,76,signal,Ren,night memory,arrival court,arrival court,recall memory,True,False,True
912,77,repair_ring,Pax,morning work,wire bench,wire bench,repair object,True,False,True
913,77,riverbend,Ari,morning work,plank hall,plank hall,repair object,True,False,True
914,77,roofward,Sera,morning work,ledger loft,ledger loft,repair object,True,True,True
915,77,archive,Nia,midday exchange,stone stacks,stone stacks,teach dialect,True,False,True
916,77,signal,Ren,midday exchange,lantern walk,lantern walk,teach dialect,True,False,True
917,77,orchard,Ivo,midday exchange,satchel shed,satchel shed,teach dialect,True,False,True
918,77,repair_ring,Pax,evening repair,bell alcove,bell alcove,inspect hazard,True,False,True
919,77,riverbend,Ari,evening repair,dry ridge,dry ridge,inspect hazard,True,False,True
920,77,roofward,Sera,evening repair,glass stair,glass stair,inspect hazard,True,False,True
921,77,archive,Nia,night memory,arrival court,arrival court,recall memory,True,False,True
922,77,signal,Ren,night memory,arrival court,arrival court,recall memory,True,False,True
923,77,orchard,Ivo,night memory,arrival court,arrival court,recall memory,True,True,True
924,78,repair_ring,Juno,morning work,wire bench,wire bench,repair object,True,False,True
925,78,riverbend,Lio,morning work,plank hall,plank hall,repair object,True,True,True
926,78,roofward,Fay,morning work,ledger loft,ledger loft,repair object,True,True,True
927,78,archive,Toma,midday exchange,stone stacks,stone stacks,teach dialect,True,False,True
928,78,signal,Milo,midday exchange,lantern walk,lantern walk,teach dialect,True,False,True
929,78,orchard,Mara,midday exchange,satchel shed,satchel shed,teach dialect,True,False,True
930,78,repair_ring,Juno,evening repair,bell alcove,bell alcove,inspect hazard,True,False,True
931,78,riverbend,Lio,evening repair,dry ridge,dry ridge,inspect hazard,True,False,True
932,78,roofward,Fay,evening repair,glass stair,glass stair,inspect hazard,True,False,True
933,78,archive,Toma,night memory,arrival court,arrival court,recall memory,True,False,True
934,78,signal,Milo,night memory,arrival court,arrival court,recall memory,True,True,True
935,78,orchard,Mara,night memory,arrival court,arrival court,recall memory,True,True,True
936,79,repair_ring,Pax,morning work,wire bench,wire bench,repair object,True,False,True
937,79,riverbend,Ari,morning work,plank hall,plank hall,repair object,True,True,True
938,79,roofward,Sera,morning work,ledger loft,ledger loft,repair object,True,False,True
939,79,archive,Nia,midday exchange,stone stacks,stone stacks,teach dialect,True,False,True
940,79,signal,Ren,midday exchange,lantern walk,lantern walk,teach dialect,True,False,True
941,79,orchard,Ivo,midday exchange,satchel shed,satchel shed,teach dialect,True,False,True
942,79,repair_ring,Pax,evening repair,bell alcove,bell alcove,inspect hazard,True,False,True
943,79,riverbend,Ari,evening repair,dry ridge,dry ridge,inspect hazard,True,False,True
944,79,roofward,Sera,evening repair,glass stair,glass stair,inspect hazard,True,False,True
945,79,archive,Nia,night memory,arrival court,arrival court,recall memory,True,False,True
946,79,signal,Ren,night memory,arrival court,arrival court,recall memory,True,True,True
947,79,orchard,Ivo,night memory,arrival court,arrival court,recall memory,True,False,True
948,80,repair_ring,Juno,morning work,wire bench,wire bench,repair object,True,False,True
949,80,riverbend,Lio,morning work,plank hall,plank hall,repair object,True,True,True
950,80,roofward,Fay,morning work,ledger loft,ledger loft,repair object,True,False,True
951,80,archive,Toma,midday exchange,stone stacks,stone stacks,teach dialect,True,False,True
952,80,signal,Milo,midday exchange,lantern walk,lantern walk,teach dialect,True,False,True
953,80,orchard,Mara,midday exchange,satchel shed,satchel shed,teach dialect,True,False,True
954,80,repair_ring,Juno,evening repair,bell alcove,bell alcove,inspect hazard,True,True,True
955,80,riverbend,Lio,evening repair,dry ridge,dry ridge,inspect hazard,True,False,True
956,80,roofward,Fay,evening repair,glass stair,glass stair,inspect hazard,True,False,True
957,80,archive,Toma,night memory,arrival court,arrival court,recall memory,True,True,True
958,80,signal,Milo,night memory,arrival court,arrival court,recall memory,True,True,True
959,80,orchard,Mara,night memory,arrival court,arrival court,recall memory,True,False,True
960,81,repair_ring,Pax,morning work,wire bench,wire bench,repair object,True,False,True
961,81,riverbend,Ari,morning work,plank hall,plank hall,repair object,True,False,True
962,81,roofward,Sera,morning work,ledger loft,ledger loft,repair object,True,False,True
963,81,archive,Nia,midday exchange,stone stacks,stone stacks,teach dialect,True,False,True
964,81,signal,Ren,midday exchange,lantern walk,lantern walk,teach dialect,True,False,True
965,81,orchard,Ivo,midday exchange,satchel shed,satchel shed,teach dialect,True,False,True
966,81,repair_ring,Pax,evening repair,bell alcove,bell alcove,inspect hazard,True,True,True
967,81,riverbend,Ari,evening repair,dry ridge,dry ridge,inspect hazard,True,False,True
968,81,roofward,Sera,evening repair,glass stair,glass stair,inspect hazard,True,False,True
969,81,archive,Nia,night memory,arrival court,arrival court,recall memory,True,True,True
970,81,signal,Ren,night memory,arrival court,arrival court,recall memory,True,False,True
971,81,orchard,Ivo,night memory,arrival court,arrival court,recall memory,True,False,True
972,82,repair_ring,Juno,morning work,wire bench,wire bench,repair object,True,False,True
973,82,riverbend,Lio,morning work,plank hall,plank hall,repair object,True,False,True
974,82,roofward,Fay,morning work,ledger loft,ledger loft,repair object,True,False,True
975,82,archive,Toma,midday exchange,stone stacks,stone stacks,teach dialect,True,False,True
976,82,signal,Milo,midday exchange,lantern walk,lantern walk,teach dialect,True,False,True
977,82,orchard,Mara,midday exchange,satchel shed,satchel shed,teach dialect,True,True,True
978,82,repair_ring,Juno,evening repair,bell alcove,bell alcove,inspect hazard,True,True,True
979,82,riverbend,Lio,evening repair,dry ridge,dry ridge,inspect hazard,True,False,True
980,82,roofward,Fay,evening repair,glass stair,glass stair,inspect hazard,True,True,True
981,82,archive,Toma,night memory,arrival court,arrival court,recall memory,True,True,True
982,82,signal,Milo,night memory,arrival court,arrival court,recall memory,True,False,True
983,82,orchard,Mara,night memory,arrival court,arrival court,recall memory,True,False,True
984,83,repair_ring,Pax,morning work,wire bench,wire bench,repair object,True,False,True
985,83,riverbend,Ari,morning work,plank hall,plank hall,repair object,True,False,True
986,83,roofward,Sera,morning work,ledger loft,ledger loft,repair object,True,False,True
987,83,archive,Nia,midday exchange,stone stacks,stone stacks,teach dialect,True,False,True
988,83,signal,Ren,midday exchange,lantern walk,lantern walk,teach dialect,True,False,True
989,83,orchard,Ivo,midday exchange,satchel shed,satchel shed,teach dialect,True,True,True
990,83,repair_ring,Pax,evening repair,bell alcove,bell alcove,inspect hazard,True,False,True
991,83,riverbend,Ari,evening repair,dry ridge,dry ridge,inspect hazard,True,False,True
992,83,roofward,Sera,evening repair,glass stair,glass stair,inspect hazard,True,True,True
993,83,archive,Nia,night memory,arrival court,arrival court,recall memory,True,False,True
994,83,signal,Ren,night memory,arrival court,arrival court,recall memory,True,False,True
995,83,orchard,Ivo,night memory,arrival court,arrival court,recall memory,True,False,True
996,84,riverbend,Ari,morning work,plank hall,plank hall,repair object,True,False,True
997,84,roofward,Sera,morning work,ledger loft,ledger loft,repair object,True,False,True
998,84,archive,Nia,morning work,spool room,spool room,repair object,True,False,True
999,84,signal,Ren,midday exchange,lantern walk,lantern walk,teach dialect,True,False,True
1000,84,orchard,Ivo,midday exchange,satchel shed,satchel shed,teach dialect,True,True,True
1001,84,repair_ring,Pax,midday exchange,spark lane,spark lane,teach dialect,True,False,True
1002,84,riverbend,Ari,evening repair,dry ridge,dry ridge,inspect hazard,True,False,True
1003,84,roofward,Sera,evening repair,glass stair,glass stair,inspect hazard,True,True,True
1004,84,archive,Nia,evening repair,ink niche,ink niche,inspect hazard,True,False,True
1005,84,signal,Ren,night memory,arrival court,arrival court,recall memory,True,False,True
1006,84,orchard,Ivo,night memory,arrival court,arrival court,recall memory,True,False,True
1007,84,repair_ring,Pax,night memory,arrival court,arrival court,recall memory,True,False,True
