tick_id,day,session_id,settlement_id,resident_id,site_id,sprite_x_before,sprite_y_before,sprite_x_after,sprite_y_after,animation_frame_index,easing_label,path_progress_before,path_progress_after,body_pose,sensory_overlay,animated_path_visible
0,1,canvas-session-001,lichen_bridge,Luma,meal_room,106,104,118,116,0,cautious-step,0.377419,0.416129,reaching,bowl clink; lichen soup; warm steam,True
2053,115,canvas-session-020,moss_ward,Ari,rain_gate,260,148,248,160,1,ease-in-out,0.464516,0.503226,walking,rain taps; wet moss; cold damp,True
2054,115,canvas-session-020,glass_harbor,Oren,net_room,280,212,292,200,2,ease-in-out,0.96129,1.0,walking,net rasp; salt fiber; mild damp,True
2055,115,canvas-session-020,cinder_garden,Vale,shade_tent,228,252,240,240,3,cautious-step,0.696774,0.735484,walking,cloth flap; dry shade; soft warm,True
2056,115,canvas-session-020,lichen_bridge,Sol,rope_bridge,280,292,268,292,4,ease-in-out,0.677419,0.696774,reaching,rope strain; damp rope; wet breeze,True
2057,115,canvas-session-020,orchid_engine,Bea,gear_wash,320,140,320,152,5,ease-in-out,0.754839,0.774194,walking,gear brush; gear oil; warm damp,True
2058,115,canvas-session-020,moss_ward,Fay,root_alcove,248,160,260,148,6,cautious-step,0.677419,0.716129,walking,root drip; root ink; cool still,True
2059,115,canvas-session-020,glass_harbor,Puck,lamp_pier,316,176,304,188,7,ease-in-out,0.406452,0.445161,walking,lamp hiss; lamp oil; salt cold,True
2060,115,canvas-session-020,cinder_garden,Wren,ash_path,228,220,228,232,8,ease-in-out,0.787097,0.806452,reaching,ash crunch; cool ash; hot edge,True
2061,115,canvas-session-020,lichen_bridge,Kio,meal_room,256,304,268,292,9,cautious-step,0.619355,0.658065,walking,bowl clink; lichen soup; warm steam,True
2062,115,canvas-session-020,orchid_engine,Cai,engine_ring,332,164,320,152,10,ease-in-out,0.658065,0.696774,walking,valve pulse; warm iron; hot dry,True
2063,115,canvas-session-020,moss_ward,Milo,blanket_room,248,160,248,160,11,ease-in-out,1.0,1.0,walking,loom creak; warm wool; warm dry,True
2064,115,canvas-session-020,glass_harbor,Sera,fog_rail,304,188,316,176,0,cautious-step,0.674194,0.712903,reaching,fog bell; cold fog; chilled wet,True
2065,115,canvas-session-020,cinder_garden,Juno,seed_shelf,240,228,228,220,1,ease-in-out,0.754839,0.787097,walking,seed rattle; seed oil; warm dry,True
2066,115,canvas-session-020,lichen_bridge,Luma,signal_post,256,304,256,316,2,ease-in-out,0.890323,0.909677,walking,bell hum; bell tin; cool mist,True
2067,115,canvas-session-020,orchid_engine,Dax,orchid_bay,332,164,344,164,3,cautious-step,0.806452,0.825806,walking,steam sigh; orchid oil; humid warm,True
2068,115,canvas-session-020,moss_ward,Tala,rain_gate,260,148,248,160,4,ease-in-out,0.464516,0.503226,reaching,rain taps; wet moss; cold damp,True
2069,115,canvas-session-020,glass_harbor,Nia,net_room,292,200,292,200,5,ease-in-out,1.0,1.0,walking,net rasp; salt fiber; mild damp,True
2070,116,canvas-session-020,lichen_bridge,Kio,rope_bridge,268,292,256,292,6,cautious-step,0.696774,0.716129,reaching,rope strain; damp rope; wet breeze,True
2071,116,canvas-session-020,orchid_engine,Cai,gear_wash,320,152,320,164,7,ease-in-out,0.774194,0.793548,walking,gear brush; gear oil; warm damp,True
2072,116,canvas-session-020,moss_ward,Milo,root_alcove,248,160,260,148,8,ease-in-out,0.677419,0.716129,walking,root drip; root ink; cool still,True
2073,116,canvas-session-020,glass_harbor,Sera,lamp_pier,316,176,304,188,9,cautious-step,0.406452,0.445161,walking,lamp hiss; lamp oil; salt cold,True
2074,116,canvas-session-020,cinder_garden,Juno,ash_path,228,220,228,232,10,ease-in-out,0.787097,0.806452,reaching,ash crunch; cool ash; hot edge,True
2075,116,canvas-session-020,lichen_bridge,Luma,meal_room,256,316,268,304,11,ease-in-out,0.6,0.63871,walking,bowl clink; lichen soup; warm steam,True
2076,116,canvas-session-020,orchid_engine,Dax,engine_ring,344,164,332,152,0,cautious-step,0.63871,0.677419,walking,valve pulse; warm iron; hot dry,True
2077,116,canvas-session-020,moss_ward,Tala,blanket_room,248,160,248,160,1,ease-in-out,1.0,1.0,walking,loom creak; warm wool; warm dry,True
2078,116,canvas-session-020,glass_harbor,Nia,fog_rail,292,200,304,188,2,ease-in-out,0.635484,0.674194,reaching,fog bell; cold fog; chilled wet,True
2079,116,canvas-session-020,cinder_garden,Pax,seed_shelf,240,240,228,228,3,cautious-step,0.735484,0.774194,walking,seed rattle; seed oil; warm dry,True
2080,116,canvas-session-020,lichen_bridge,Rin,signal_post,268,292,256,304,4,ease-in-out,0.851613,0.890323,walking,bell hum; bell tin; cool mist,True
2081,116,canvas-session-020,orchid_engine,Eli,orchid_bay,332,164,344,164,5,ease-in-out,0.806452,0.825806,walking,steam sigh; orchid oil; humid warm,True
2082,116,canvas-session-020,moss_ward,Ari,rain_gate,248,160,236,172,6,cautious-step,0.503226,0.541935,reaching,rain taps; wet moss; cold damp,True
2083,116,canvas-session-020,glass_harbor,Oren,net_room,292,200,292,200,7,ease-in-out,1.0,1.0,walking,net rasp; salt fiber; mild damp,True
2084,116,canvas-session-020,cinder_garden,Vale,shade_tent,240,240,252,240,8,ease-in-out,0.735484,0.754839,walking,cloth flap; dry shade; soft warm,True
2085,116,canvas-session-020,lichen_bridge,Sol,rope_bridge,268,292,256,292,9,cautious-step,0.696774,0.716129,walking,rope strain; damp rope; wet breeze,True
2086,116,canvas-session-020,orchid_engine,Bea,gear_wash,320,152,320,164,10,ease-in-out,0.774194,0.793548,reaching,gear brush; gear oil; warm damp,True
2087,116,canvas-session-020,moss_ward,Fay,root_alcove,260,148,272,136,11,ease-in-out,0.716129,0.754839,walking,root drip; root ink; cool still,True
2088,117,canvas-session-020,cinder_garden,Pax,ash_path,228,228,228,240,0,cautious-step,0.8,0.819355,reaching,ash crunch; cool ash; hot edge,True
2089,117,canvas-session-020,lichen_bridge,Rin,meal_room,256,304,268,292,1,ease-in-out,0.619355,0.658065,walking,bowl clink; lichen soup; warm steam,True
2090,117,canvas-session-020,orchid_engine,Eli,engine_ring,344,164,332,152,2,ease-in-out,0.63871,0.677419,walking,valve pulse; warm iron; hot dry,True
2091,117,canvas-session-020,moss_ward,Ari,blanket_room,236,172,248,160,3,cautious-step,0.96129,1.0,walking,loom creak; warm wool; warm dry,True
2092,117,canvas-session-020,glass_harbor,Oren,fog_rail,292,200,304,188,4,ease-in-out,0.635484,0.674194,reaching,fog bell; cold fog; chilled wet,True
2093,117,canvas-session-020,cinder_garden,Vale,seed_shelf,252,240,240,228,5,ease-in-out,0.716129,0.754839,walking,seed rattle; seed oil; warm dry,True
2094,117,canvas-session-020,lichen_bridge,Sol,signal_post,256,292,256,304,6,cautious-step,0.870968,0.890323,walking,bell hum; bell tin; cool mist,True
2095,117,canvas-session-020,orchid_engine,Bea,orchid_bay,320,164,332,164,7,ease-in-out,0.787097,0.806452,walking,steam sigh; orchid oil; humid warm,True
2096,117,canvas-session-020,moss_ward,Fay,rain_gate,272,136,260,148,8,ease-in-out,0.425806,0.464516,reaching,rain taps; wet moss; cold damp,True
2097,117,canvas-session-020,glass_harbor,Puck,net_room,304,188,292,200,9,cautious-step,0.96129,1.0,walking,net rasp; salt fiber; mild damp,True
2098,117,canvas-session-020,cinder_garden,Wren,shade_tent,228,232,240,240,10,ease-in-out,0.703226,0.735484,walking,cloth flap; dry shade; soft warm,True
2099,117,canvas-session-020,lichen_bridge,Kio,rope_bridge,256,292,244,292,11,ease-in-out,0.716129,0.735484,walking,rope strain; damp rope; wet breeze,True
2100,117,canvas-session-020,orchid_engine,Cai,gear_wash,320,164,320,176,0,cautious-step,0.793548,0.812903,reaching,gear brush; gear oil; warm damp,True
2101,117,canvas-session-020,moss_ward,Milo,root_alcove,260,148,272,136,1,ease-in-out,0.716129,0.754839,walking,root drip; root ink; cool still,True
2102,117,canvas-session-020,glass_harbor,Sera,lamp_pier,304,188,292,200,2,ease-in-out,0.445161,0.483871,walking,lamp hiss; lamp oil; salt cold,True
2103,117,canvas-session-020,cinder_garden,Juno,ash_path,228,232,228,244,3,cautious-step,0.806452,0.825806,walking,ash crunch; cool ash; hot edge,True
2104,117,canvas-session-020,lichen_bridge,Luma,meal_room,268,304,280,292,4,ease-in-out,0.63871,0.677419,reaching,bowl clink; lichen soup; warm steam,True
2105,117,canvas-session-020,orchid_engine,Dax,engine_ring,332,152,320,140,5,ease-in-out,0.677419,0.716129,walking,valve pulse; warm iron; hot dry,True
2106,118,canvas-session-020,glass_harbor,Puck,fog_rail,292,200,304,188,6,cautious-step,0.635484,0.674194,reaching,fog bell; cold fog; chilled wet,True
2107,118,canvas-session-020,cinder_garden,Wren,seed_shelf,240,240,228,228,7,ease-in-out,0.735484,0.774194,walking,seed rattle; seed oil; warm dry,True
2108,118,canvas-session-020,lichen_bridge,Kio,signal_post,244,292,256,304,8,ease-in-out,0.851613,0.890323,walking,bell hum; bell tin; cool mist,True
2109,118,canvas-session-020,orchid_engine,Cai,orchid_bay,320,176,332,164,9,cautious-step,0.767742,0.806452,walking,steam sigh; orchid oil; humid warm,True
2110,118,canvas-session-020,moss_ward,Milo,rain_gate,272,136,260,148,10,ease-in-out,0.425806,0.464516,reaching,rain taps; wet moss; cold damp,True
2111,118,canvas-session-020,glass_harbor,Sera,net_room,292,200,292,200,11,ease-in-out,1.0,1.0,walking,net rasp; salt fiber; mild damp,True
2112,118,canvas-session-020,cinder_garden,Juno,shade_tent,228,244,240,240,0,cautious-step,0.709677,0.735484,walking,cloth flap; dry shade; soft warm,True
2113,118,canvas-session-020,lichen_bridge,Luma,rope_bridge,280,292,268,292,1,ease-in-out,0.677419,0.696774,walking,rope strain; damp rope; wet breeze,True
2114,118,canvas-session-020,orchid_engine,Dax,gear_wash,320,140,320,152,2,ease-in-out,0.754839,0.774194,reaching,gear brush; gear oil; warm damp,True
2115,118,canvas-session-020,moss_ward,Tala,root_alcove,248,160,260,148,3,cautious-step,0.677419,0.716129,walking,root drip; root ink; cool still,True
2116,118,canvas-session-020,glass_harbor,Nia,lamp_pier,304,188,292,200,4,ease-in-out,0.445161,0.483871,walking,lamp hiss; lamp oil; salt cold,True
2117,118,canvas-session-020,cinder_garden,Pax,ash_path,228,240,228,252,5,ease-in-out,0.819355,0.83871,walking,ash crunch; cool ash; hot edge,True
2118,118,canvas-session-020,lichen_bridge,Rin,meal_room,268,292,280,280,6,cautious-step,0.658065,0.696774,reaching,bowl clink; lichen soup; warm steam,True
2119,118,canvas-session-020,orchid_engine,Eli,engine_ring,332,152,320,140,7,ease-in-out,0.677419,0.716129,walking,valve pulse; warm iron; hot dry,True
2120,118,canvas-session-020,moss_ward,Ari,blanket_room,248,160,248,160,8,ease-in-out,1.0,1.0,walking,loom creak; warm wool; warm dry,True
2121,118,canvas-session-020,glass_harbor,Oren,fog_rail,304,188,316,176,9,cautious-step,0.674194,0.712903,walking,fog bell; cold fog; chilled wet,True
2122,118,canvas-session-020,cinder_garden,Vale,seed_shelf,240,228,228,220,10,ease-in-out,0.754839,0.787097,reaching,seed rattle; seed oil; warm dry,True
2123,118,canvas-session-020,lichen_bridge,Sol,signal_post,256,304,256,316,11,ease-in-out,0.890323,0.909677,walking,bell hum; bell tin; cool mist,True
2124,119,canvas-session-020,moss_ward,Tala,rain_gate,260,148,248,160,0,cautious-step,0.464516,0.503226,reaching,rain taps; wet moss; cold damp,True
2125,119,canvas-session-020,glass_harbor,Nia,net_room,292,200,292,200,1,ease-in-out,1.0,1.0,walking,net rasp; salt fiber; mild damp,True
2126,119,canvas-session-020,cinder_garden,Pax,shade_tent,228,252,240,240,2,ease-in-out,0.696774,0.735484,walking,cloth flap; dry shade; soft warm,True
2127,119,canvas-session-020,lichen_bridge,Rin,rope_bridge,280,280,268,292,3,cautious-step,0.658065,0.696774,walking,rope strain; damp rope; wet breeze,True
2128,119,canvas-session-020,orchid_engine,Eli,gear_wash,320,140,320,152,4,ease-in-out,0.754839,0.774194,reaching,gear brush; gear oil; warm damp,True
2129,119,canvas-session-020,moss_ward,Ari,root_alcove,248,160,260,148,5,ease-in-out,0.677419,0.716129,walking,root drip; root ink; cool still,True
2130,119,canvas-session-020,glass_harbor,Oren,lamp_pier,316,176,304,188,6,cautious-step,0.406452,0.445161,walking,lamp hiss; lamp oil; salt cold,True
2131,119,canvas-session-020,cinder_garden,Vale,ash_path,228,220,228,232,7,ease-in-out,0.787097,0.806452,walking,ash crunch; cool ash; hot edge,True
2132,119,canvas-session-020,lichen_bridge,Sol,meal_room,256,316,268,304,8,ease-in-out,0.6,0.63871,reaching,bowl clink; lichen soup; warm steam,True
2133,119,canvas-session-020,orchid_engine,Bea,engine_ring,332,164,320,152,9,cautious-step,0.658065,0.696774,walking,valve pulse; warm iron; hot dry,True
2134,119,canvas-session-020,moss_ward,Fay,blanket_room,260,148,248,160,10,ease-in-out,0.96129,1.0,walking,loom creak; warm wool; warm dry,True
2135,119,canvas-session-020,glass_harbor,Puck,fog_rail,304,188,316,176,11,ease-in-out,0.674194,0.712903,walking,fog bell; cold fog; chilled wet,True
2136,119,canvas-session-020,cinder_garden,Wren,seed_shelf,228,228,216,220,0,cautious-step,0.774194,0.806452,reaching,seed rattle; seed oil; warm dry,True
2137,119,canvas-session-020,lichen_bridge,Kio,signal_post,256,304,256,316,1,ease-in-out,0.890323,0.909677,walking,bell hum; bell tin; cool mist,True
2138,119,canvas-session-020,orchid_engine,Cai,orchid_bay,332,164,344,164,2,ease-in-out,0.806452,0.825806,walking,steam sigh; orchid oil; humid warm,True
2139,119,canvas-session-020,moss_ward,Milo,rain_gate,260,148,248,160,3,cautious-step,0.464516,0.503226,walking,rain taps; wet moss; cold damp,True
2140,119,canvas-session-020,glass_harbor,Sera,net_room,292,200,292,200,4,ease-in-out,1.0,1.0,reaching,net rasp; salt fiber; mild damp,True
2141,119,canvas-session-020,cinder_garden,Juno,shade_tent,240,240,252,240,5,ease-in-out,0.735484,0.754839,walking,cloth flap; dry shade; soft warm,True
2142,120,canvas-session-020,orchid_engine,Bea,gear_wash,320,152,320,164,6,cautious-step,0.774194,0.793548,reaching,gear brush; gear oil; warm damp,True
2143,120,canvas-session-020,moss_ward,Fay,root_alcove,248,160,260,148,7,ease-in-out,0.677419,0.716129,walking,root drip; root ink; cool still,True
2144,120,canvas-session-020,glass_harbor,Puck,lamp_pier,316,176,304,188,8,ease-in-out,0.406452,0.445161,walking,lamp hiss; lamp oil; salt cold,True
2145,120,canvas-session-020,cinder_garden,Wren,ash_path,216,220,228,232,9,cautious-step,0.767742,0.806452,walking,ash crunch; cool ash; hot edge,True
2146,120,canvas-session-020,lichen_bridge,Kio,meal_room,256,316,268,304,10,ease-in-out,0.6,0.63871,reaching,bowl clink; lichen soup; warm steam,True
2147,120,canvas-session-020,orchid_engine,Cai,engine_ring,344,164,332,152,11,ease-in-out,0.63871,0.677419,walking,valve pulse; warm iron; hot dry,True
2148,120,canvas-session-020,moss_ward,Milo,blanket_room,248,160,248,160,0,cautious-step,1.0,1.0,walking,loom creak; warm wool; warm dry,True
2149,120,canvas-session-020,glass_harbor,Sera,fog_rail,292,200,304,188,1,ease-in-out,0.635484,0.674194,walking,fog bell; cold fog; chilled wet,True
2150,120,canvas-session-020,cinder_garden,Juno,seed_shelf,252,240,240,228,2,ease-in-out,0.716129,0.754839,reaching,seed rattle; seed oil; warm dry,True
2151,120,canvas-session-020,lichen_bridge,Luma,signal_post,268,292,256,304,3,cautious-step,0.851613,0.890323,walking,bell hum; bell tin; cool mist,True
2152,120,canvas-session-020,orchid_engine,Dax,orchid_bay,320,152,332,164,4,ease-in-out,0.767742,0.806452,walking,steam sigh; orchid oil; humid warm,True
2153,120,canvas-session-020,moss_ward,Tala,rain_gate,248,160,236,172,5,ease-in-out,0.503226,0.541935,walking,rain taps; wet moss; cold damp,True
2154,120,canvas-session-020,glass_harbor,Nia,net_room,292,200,292,200,6,cautious-step,1.0,1.0,reaching,net rasp; salt fiber; mild damp,True
2155,120,canvas-session-020,cinder_garden,Pax,shade_tent,240,240,252,240,7,ease-in-out,0.735484,0.754839,walking,cloth flap; dry shade; soft warm,True
2156,120,canvas-session-020,lichen_bridge,Rin,rope_bridge,268,292,256,292,8,ease-in-out,0.696774,0.716129,walking,rope strain; damp rope; wet breeze,True
2157,120,canvas-session-020,orchid_engine,Eli,gear_wash,320,152,320,164,9,cautious-step,0.774194,0.793548,walking,gear brush; gear oil; warm damp,True
2158,120,canvas-session-020,moss_ward,Ari,root_alcove,260,148,272,136,10,ease-in-out,0.716129,0.754839,reaching,root drip; root ink; cool still,True
2159,120,canvas-session-020,glass_harbor,Oren,lamp_pier,304,188,292,200,11,ease-in-out,0.445161,0.483871,walking,lamp hiss; lamp oil; salt cold,True
2160,121,canvas-session-021,lichen_bridge,Luma,meal_room,256,304,268,292,0,cautious-step,0.619355,0.658065,reaching,bowl clink; lichen soup; warm steam,True
2161,121,canvas-session-021,orchid_engine,Dax,engine_ring,332,164,320,152,1,ease-in-out,0.658065,0.696774,walking,valve pulse; warm iron; hot dry,True
2162,121,canvas-session-021,moss_ward,Tala,blanket_room,236,172,248,160,2,ease-in-out,0.96129,1.0,walking,loom creak; warm wool; warm dry,True
2163,121,canvas-session-021,glass_harbor,Nia,fog_rail,292,200,304,188,3,cautious-step,0.635484,0.674194,walking,fog bell; cold fog; chilled wet,True
2164,121,canvas-session-021,cinder_garden,Pax,seed_shelf,252,240,240,228,4,ease-in-out,0.716129,0.754839,reaching,seed rattle; seed oil; warm dry,True
2165,121,canvas-session-021,lichen_bridge,Rin,signal_post,256,292,256,304,5,ease-in-out,0.870968,0.890323,walking,bell hum; bell tin; cool mist,True
2166,121,canvas-session-021,orchid_engine,Eli,orchid_bay,320,164,332,164,6,cautious-step,0.787097,0.806452,walking,steam sigh; orchid oil; humid warm,True
2167,121,canvas-session-021,moss_ward,Ari,rain_gate,272,136,260,148,7,ease-in-out,0.425806,0.464516,walking,rain taps; wet moss; cold damp,True
2168,121,canvas-session-021,glass_harbor,Oren,net_room,292,200,292,200,8,ease-in-out,1.0,1.0,reaching,net rasp; salt fiber; mild damp,True
2169,121,canvas-session-021,cinder_garden,Vale,shade_tent,228,232,240,240,9,cautious-step,0.703226,0.735484,walking,cloth flap; dry shade; soft warm,True
2170,121,canvas-session-021,lichen_bridge,Sol,rope_bridge,268,304,256,292,10,ease-in-out,0.677419,0.716129,walking,rope strain; damp rope; wet breeze,True
2171,121,canvas-session-021,orchid_engine,Bea,gear_wash,320,164,320,176,11,ease-in-out,0.793548,0.812903,walking,gear brush; gear oil; warm damp,True
2172,121,canvas-session-021,moss_ward,Fay,root_alcove,260,148,272,136,0,cautious-step,0.716129,0.754839,reaching,root drip; root ink; cool still,True
2173,121,canvas-session-021,glass_harbor,Puck,lamp_pier,304,188,292,200,1,ease-in-out,0.445161,0.483871,walking,lamp hiss; lamp oil; salt cold,True
2174,121,canvas-session-021,cinder_garden,Wren,ash_path,228,232,228,244,2,ease-in-out,0.806452,0.825806,walking,ash crunch; cool ash; hot edge,True
2175,121,canvas-session-021,lichen_bridge,Kio,meal_room,268,304,280,292,3,cautious-step,0.63871,0.677419,walking,bowl clink; lichen soup; warm steam,True
2176,121,canvas-session-021,orchid_engine,Cai,engine_ring,332,152,320,140,4,ease-in-out,0.677419,0.716129,reaching,valve pulse; warm iron; hot dry,True
2177,121,canvas-session-021,moss_ward,Milo,blanket_room,248,160,248,160,5,ease-in-out,1.0,1.0,walking,loom creak; warm wool; warm dry,True
2178,122,canvas-session-021,cinder_garden,Vale,seed_shelf,240,240,228,228,6,cautious-step,0.735484,0.774194,reaching,seed rattle; seed oil; warm dry,True
2179,122,canvas-session-021,lichen_bridge,Sol,signal_post,256,292,256,304,7,ease-in-out,0.870968,0.890323,walking,bell hum; bell tin; cool mist,True
2180,122,canvas-session-021,orchid_engine,Bea,orchid_bay,320,176,332,164,8,ease-in-out,0.767742,0.806452,walking,steam sigh; orchid oil; humid warm,True
2181,122,canvas-session-021,moss_ward,Fay,rain_gate,272,136,260,148,9,cautious-step,0.425806,0.464516,walking,rain taps; wet moss; cold damp,True
2182,122,canvas-session-021,glass_harbor,Puck,net_room,292,200,292,200,10,ease-in-out,1.0,1.0,reaching,net rasp; salt fiber; mild damp,True
2183,122,canvas-session-021,cinder_garden,Wren,shade_tent,228,244,240,240,11,ease-in-out,0.709677,0.735484,walking,cloth flap; dry shade; soft warm,True
2184,122,canvas-session-021,lichen_bridge,Kio,rope_bridge,280,292,268,292,0,cautious-step,0.677419,0.696774,walking,rope strain; damp rope; wet breeze,True
2185,122,canvas-session-021,orchid_engine,Cai,gear_wash,320,140,320,152,1,ease-in-out,0.754839,0.774194,walking,gear brush; gear oil; warm damp,True
2186,122,canvas-session-021,moss_ward,Milo,root_alcove,248,160,260,148,2,ease-in-out,0.677419,0.716129,reaching,root drip; root ink; cool still,True
2187,122,canvas-session-021,glass_harbor,Sera,lamp_pier,304,188,292,200,3,cautious-step,0.445161,0.483871,walking,lamp hiss; lamp oil; salt cold,True
2188,122,canvas-session-021,cinder_garden,Juno,ash_path,240,228,228,240,4,ease-in-out,0.780645,0.819355,walking,ash crunch; cool ash; hot edge,True
2189,122,canvas-session-021,lichen_bridge,Luma,meal_room,268,292,280,280,5,ease-in-out,0.658065,0.696774,walking,bowl clink; lichen soup; warm steam,True
2190,122,canvas-session-021,orchid_engine,Dax,engine_ring,320,152,308,140,6,cautious-step,0.696774,0.735484,reaching,valve pulse; warm iron; hot dry,True
2191,122,canvas-session-021,moss_ward,Tala,blanket_room,248,160,248,160,7,ease-in-out,1.0,1.0,walking,loom creak; warm wool; warm dry,True
2192,122,canvas-session-021,glass_harbor,Nia,fog_rail,304,188,316,176,8,ease-in-out,0.674194,0.712903,walking,fog bell; cold fog; chilled wet,True
2193,122,canvas-session-021,cinder_garden,Pax,seed_shelf,240,228,228,220,9,cautious-step,0.754839,0.787097,walking,seed rattle; seed oil; warm dry,True
2194,122,canvas-session-021,lichen_bridge,Rin,signal_post,256,304,256,316,10,ease-in-out,0.890323,0.909677,reaching,bell hum; bell tin; cool mist,True
2195,122,canvas-session-021,orchid_engine,Eli,orchid_bay,332,164,344,164,11,ease-in-out,0.806452,0.825806,walking,steam sigh; orchid oil; humid warm,True
2196,123,canvas-session-021,glass_harbor,Sera,net_room,292,200,292,200,0,cautious-step,1.0,1.0,reaching,net rasp; salt fiber; mild damp,True
2197,123,canvas-session-021,cinder_garden,Juno,shade_tent,228,240,240,240,1,ease-in-out,0.716129,0.735484,walking,cloth flap; dry shade; soft warm,True
2198,123,canvas-session-021,lichen_bridge,Luma,rope_bridge,280,280,268,292,2,ease-in-out,0.658065,0.696774,walking,rope strain; damp rope; wet breeze,True
2199,123,canvas-session-021,orchid_engine,Dax,gear_wash,308,140,320,152,3,cautious-step,0.735484,0.774194,walking,gear brush; gear oil; warm damp,True
2200,123,canvas-session-021,moss_ward,Tala,root_alcove,248,160,260,148,4,ease-in-out,0.677419,0.716129,reaching,root drip; root ink; cool still,True
2201,123,canvas-session-021,glass_harbor,Nia,lamp_pier,316,176,304,188,5,ease-in-out,0.406452,0.445161,walking,lamp hiss; lamp oil; salt cold,True
2202,123,canvas-session-021,cinder_garden,Pax,ash_path,228,220,228,232,6,cautious-step,0.787097,0.806452,walking,ash crunch; cool ash; hot edge,True
2203,123,canvas-session-021,lichen_bridge,Rin,meal_room,256,316,268,304,7,ease-in-out,0.6,0.63871,walking,bowl clink; lichen soup; warm steam,True
2204,123,canvas-session-021,orchid_engine,Eli,engine_ring,344,164,332,152,8,ease-in-out,0.63871,0.677419,reaching,valve pulse; warm iron; hot dry,True
2205,123,canvas-session-021,moss_ward,Ari,blanket_room,260,148,248,160,9,cautious-step,0.96129,1.0,walking,loom creak; warm wool; warm dry,True
2206,123,canvas-session-021,glass_harbor,Oren,fog_rail,292,200,304,188,10,ease-in-out,0.635484,0.674194,walking,fog bell; cold fog; chilled wet,True
2207,123,canvas-session-021,cinder_garden,Vale,seed_shelf,228,228,216,220,11,ease-in-out,0.774194,0.806452,walking,seed rattle; seed oil; warm dry,True
2208,123,canvas-session-021,lichen_bridge,Sol,signal_post,256,304,256,316,0,cautious-step,0.890323,0.909677,reaching,bell hum; bell tin; cool mist,True
2209,123,canvas-session-021,orchid_engine,Bea,orchid_bay,332,164,344,164,1,ease-in-out,0.806452,0.825806,walking,steam sigh; orchid oil; humid warm,True
2210,123,canvas-session-021,moss_ward,Fay,rain_gate,260,148,248,160,2,ease-in-out,0.464516,0.503226,walking,rain taps; wet moss; cold damp,True
2211,123,canvas-session-021,glass_harbor,Puck,net_room,292,200,292,200,3,cautious-step,1.0,1.0,walking,net rasp; salt fiber; mild damp,True
2212,123,canvas-session-021,cinder_garden,Wren,shade_tent,240,240,252,240,4,ease-in-out,0.735484,0.754839,reaching,cloth flap; dry shade; soft warm,True
2213,123,canvas-session-021,lichen_bridge,Kio,rope_bridge,268,292,256,292,5,ease-in-out,0.696774,0.716129,walking,rope strain; damp rope; wet breeze,True
2214,124,canvas-session-021,moss_ward,Ari,root_alcove,248,160,260,148,6,cautious-step,0.677419,0.716129,reaching,root drip; root ink; cool still,True
2215,124,canvas-session-021,glass_harbor,Oren,lamp_pier,304,188,292,200,7,ease-in-out,0.445161,0.483871,walking,lamp hiss; lamp oil; salt cold,True
2216,124,canvas-session-021,cinder_garden,Vale,ash_path,216,220,228,232,8,ease-in-out,0.767742,0.806452,walking,ash crunch; cool ash; hot edge,True
2217,124,canvas-session-021,lichen_bridge,Sol,meal_room,256,316,268,304,9,cautious-step,0.6,0.63871,walking,bowl clink; lichen soup; warm steam,True
2218,124,canvas-session-021,orchid_engine,Bea,engine_ring,344,164,332,152,10,ease-in-out,0.63871,0.677419,reaching,valve pulse; warm iron; hot dry,True
2219,124,canvas-session-021,moss_ward,Fay,blanket_room,248,160,248,160,11,ease-in-out,1.0,1.0,walking,loom creak; warm wool; warm dry,True
2220,124,canvas-session-021,glass_harbor,Puck,fog_rail,292,200,304,188,0,cautious-step,0.635484,0.674194,walking,fog bell; cold fog; chilled wet,True
2221,124,canvas-session-021,cinder_garden,Wren,seed_shelf,252,240,240,228,1,ease-in-out,0.716129,0.754839,walking,seed rattle; seed oil; warm dry,True
2222,124,canvas-session-021,lichen_bridge,Kio,signal_post,256,292,256,304,2,ease-in-out,0.870968,0.890323,reaching,bell hum; bell tin; cool mist,True
2223,124,canvas-session-021,orchid_engine,Cai,orchid_bay,320,152,332,164,3,cautious-step,0.767742,0.806452,walking,steam sigh; orchid oil; humid warm,True
2224,124,canvas-session-021,moss_ward,Milo,rain_gate,260,148,248,160,4,ease-in-out,0.464516,0.503226,walking,rain taps; wet moss; cold damp,True
2225,124,canvas-session-021,glass_harbor,Sera,net_room,292,200,292,200,5,ease-in-out,1.0,1.0,walking,net rasp; salt fiber; mild damp,True
2226,124,canvas-session-021,cinder_garden,Juno,shade_tent,240,240,252,240,6,cautious-step,0.735484,0.754839,reaching,cloth flap; dry shade; soft warm,True
2227,124,canvas-session-021,lichen_bridge,Luma,rope_bridge,268,292,256,292,7,ease-in-out,0.696774,0.716129,walking,rope strain; damp rope; wet breeze,True
2228,124,canvas-session-021,orchid_engine,Dax,gear_wash,320,152,320,164,8,ease-in-out,0.774194,0.793548,walking,gear brush; gear oil; warm damp,True
2229,124,canvas-session-021,moss_ward,Tala,root_alcove,260,148,272,136,9,cautious-step,0.716129,0.754839,walking,root drip; root ink; cool still,True
2230,124,canvas-session-021,glass_harbor,Nia,lamp_pier,304,188,292,200,10,ease-in-out,0.445161,0.483871,reaching,lamp hiss; lamp oil; salt cold,True
