tick_id,day,settlement_id,resident_id,question,resident_need,avatar_response_type,answer_state,trust_before,trust_after,resident_initiated,unknown_respected,question_card_visible
1334,75,orchid_engine,Dax,Which phrase means valve listener?,custom clarity,ask_clarify,clarifying answer,0.868,0.882,True,True,True
1335,75,moss_ward,Tala,Why do you watch the rain jar?,safety check,gesture_repair,clarifying answer,0.94,0.94,True,True,True
1336,75,glass_harbor,Nia,Can you leave the lamp bright?,safety check,admit_unknown,unknown respected,0.94,0.94,True,True,True
1338,75,lichen_bridge,Rin,Why did you stop at the rope?,safety check,step_back,deferred instead of fabricated,0.878,0.882,True,True,True
1340,75,moss_ward,Ari,Do you understand warm-cup?,custom clarity,ask_clarify,clarifying answer,0.94,0.94,True,True,True
1341,75,glass_harbor,Oren,Why did you touch the rail?,safety check,gesture_repair,clarifying answer,0.932,0.94,True,True,True
1342,75,cinder_garden,Vale,Can you wait by ash path?,safety check,admit_unknown,unknown respected,0.874,0.884,True,True,True
1344,75,orchid_engine,Bea,Why do you look at the valve key?,safety check,step_back,deferred instead of fabricated,0.94,0.94,True,True,True
1346,75,glass_harbor,Puck,Which word means net keeper?,custom clarity,ask_clarify,clarifying answer,0.888,0.902,True,True,True
1347,75,cinder_garden,Wren,Why are you near the seed tray?,safety check,gesture_repair,clarifying answer,0.94,0.94,True,True,True
1348,75,lichen_bridge,Kio,Can you wait for signal hush?,safety check,admit_unknown,unknown respected,0.94,0.94,True,True,True
1350,76,glass_harbor,Nia,Can you leave the lamp bright?,safety check,answer_known,bounded answer,0.94,0.94,True,True,True
1351,76,cinder_garden,Pax,Do you know cool-hand?,safety check,ask_clarify,clarifying answer,0.94,0.94,True,True,True
1353,76,orchid_engine,Eli,Can you keep the lane open?,safety check,admit_unknown,unknown respected,0.94,0.94,True,True,True
1356,76,cinder_garden,Vale,Can you wait by ash path?,safety check,answer_known,bounded answer,0.884,0.892,True,True,True
1357,76,lichen_bridge,Sol,Which sign means safe crossing?,safety check,ask_clarify,clarifying answer,0.94,0.94,True,True,True
1359,76,moss_ward,Fay,Will you keep the path clear?,safety check,admit_unknown,unknown respected,0.93,0.94,True,True,True
1362,76,lichen_bridge,Kio,Can you wait for signal hush?,safety check,answer_known,bounded answer,0.94,0.94,True,True,True
1363,76,orchid_engine,Cai,Which phrase means valve listener?,custom clarity,ask_clarify,clarifying answer,0.926,0.94,True,True,True
1365,76,glass_harbor,Sera,Can you leave the lamp bright?,safety check,admit_unknown,unknown respected,0.94,0.94,True,True,True
1368,77,moss_ward,Ari,Do you understand warm-cup?,custom clarity,ask_clarify,clarifying answer,0.94,0.94,True,True,True
1370,77,cinder_garden,Vale,Can you wait by ash path?,safety check,admit_unknown,unknown respected,0.892,0.902,True,True,True
1371,77,lichen_bridge,Sol,Which sign means safe crossing?,safety check,offer_trade,deferred instead of fabricated,0.94,0.94,True,True,True
1374,77,glass_harbor,Puck,Which word means net keeper?,custom clarity,ask_clarify,clarifying answer,0.902,0.916,True,True,True
1376,77,lichen_bridge,Kio,Can you wait for signal hush?,safety check,admit_unknown,unknown respected,0.94,0.94,True,True,True
1377,77,orchid_engine,Cai,Which phrase means valve listener?,custom clarity,offer_trade,deferred instead of fabricated,0.94,0.94,True,True,True
1380,77,cinder_garden,Juno,Do you know cool-hand?,safety check,ask_clarify,clarifying answer,0.94,0.94,True,True,True
1382,77,orchid_engine,Dax,Can you keep the lane open?,safety check,admit_unknown,unknown respected,0.882,0.892,True,True,True
1383,77,moss_ward,Tala,Do you understand warm-cup?,custom clarity,offer_trade,deferred instead of fabricated,0.94,0.94,True,True,True
1386,78,orchid_engine,Bea,Why do you look at the valve key?,safety check,gesture_repair,clarifying answer,0.94,0.94,True,True,True
1387,78,moss_ward,Fay,Will you keep the path clear?,safety check,admit_unknown,unknown respected,0.94,0.94,True,True,True
1389,78,cinder_garden,Wren,Why are you near the seed tray?,safety check,step_back,deferred instead of fabricated,0.94,0.94,True,True,True
1391,78,orchid_engine,Cai,Which phrase means valve listener?,custom clarity,ask_clarify,clarifying answer,0.94,0.94,True,True,True
1392,78,moss_ward,Milo,Why do you watch the rain jar?,safety check,gesture_repair,clarifying answer,0.878,0.892,True,True,True
1393,78,glass_harbor,Sera,Can you leave the lamp bright?,safety check,admit_unknown,unknown respected,0.94,0.94,True,True,True
1395,78,lichen_bridge,Luma,Why did you stop at the rope?,safety check,step_back,deferred instead of fabricated,0.94,0.94,True,True,True
1397,78,moss_ward,Tala,Do you understand warm-cup?,custom clarity,ask_clarify,clarifying answer,0.94,0.94,True,True,True
1398,78,glass_harbor,Nia,Why did you touch the rail?,safety check,gesture_repair,clarifying answer,0.94,0.94,True,True,True
1399,78,cinder_garden,Pax,Can you wait by ash path?,safety check,admit_unknown,unknown respected,0.94,0.94,True,True,True
1401,78,orchid_engine,Eli,Why do you look at the valve key?,safety check,step_back,deferred instead of fabricated,0.94,0.94,True,True,True
1403,78,glass_harbor,Oren,Which word means net keeper?,custom clarity,ask_clarify,clarifying answer,0.94,0.94,True,True,True
1404,79,lichen_bridge,Kio,Can you wait for signal hush?,safety check,admit_unknown,unknown respected,0.94,0.94,True,True,True
1407,79,glass_harbor,Sera,Can you leave the lamp bright?,safety check,answer_known,bounded answer,0.94,0.94,True,True,True
1408,79,cinder_garden,Juno,Do you know cool-hand?,safety check,ask_clarify,clarifying answer,0.94,0.94,True,True,True
1410,79,orchid_engine,Dax,Can you keep the lane open?,safety check,admit_unknown,unknown respected,0.892,0.902,True,True,True
1413,79,cinder_garden,Pax,Can you wait by ash path?,safety check,answer_known,bounded answer,0.94,0.94,True,True,True
1414,79,lichen_bridge,Rin,Which sign means safe crossing?,safety check,ask_clarify,clarifying answer,0.882,0.896,True,True,True
1416,79,moss_ward,Ari,Will you keep the path clear?,safety check,admit_unknown,unknown respected,0.94,0.94,True,True,True
1419,79,lichen_bridge,Sol,Can you wait for signal hush?,safety check,answer_known,bounded answer,0.94,0.94,True,True,True
1420,79,orchid_engine,Bea,Which phrase means valve listener?,custom clarity,ask_clarify,clarifying answer,0.94,0.94,True,True,True
1422,80,cinder_garden,Juno,Do you know cool-hand?,safety check,offer_trade,deferred instead of fabricated,0.94,0.94,True,True,True
1425,80,moss_ward,Tala,Do you understand warm-cup?,custom clarity,ask_clarify,clarifying answer,0.94,0.94,True,True,True
1427,80,cinder_garden,Pax,Can you wait by ash path?,safety check,admit_unknown,unknown respected,0.94,0.94,True,True,True
1428,80,lichen_bridge,Rin,Which sign means safe crossing?,safety check,offer_trade,deferred instead of fabricated,0.896,0.9,True,True,True
1431,80,glass_harbor,Oren,Which word means net keeper?,custom clarity,ask_clarify,clarifying answer,0.94,0.94,True,True,True
1433,80,lichen_bridge,Sol,Can you wait for signal hush?,safety check,admit_unknown,unknown respected,0.94,0.94,True,True,True
1434,80,orchid_engine,Bea,Which phrase means valve listener?,custom clarity,offer_trade,deferred instead of fabricated,0.94,0.94,True,True,True
1437,80,cinder_garden,Wren,Do you know cool-hand?,safety check,ask_clarify,clarifying answer,0.94,0.94,True,True,True
1439,80,orchid_engine,Cai,Can you keep the lane open?,safety check,admit_unknown,unknown respected,0.94,0.94,True,True,True
1440,81,glass_harbor,Nia,Why did you touch the rail?,safety check,step_back,deferred instead of fabricated,0.94,0.94,True,True,True
1442,81,lichen_bridge,Rin,Which sign means safe crossing?,safety check,ask_clarify,clarifying answer,0.9,0.914,True,True,True
1443,81,orchid_engine,Eli,Why do you look at the valve key?,safety check,gesture_repair,clarifying answer,0.94,0.94,True,True,True
1444,81,moss_ward,Ari,Will you keep the path clear?,safety check,admit_unknown,unknown respected,0.94,0.94,True,True,True
1446,81,cinder_garden,Vale,Why are you near the seed tray?,safety check,step_back,deferred instead of fabricated,0.902,0.906,True,True,True
1448,81,orchid_engine,Bea,Which phrase means valve listener?,custom clarity,ask_clarify,clarifying answer,0.94,0.94,True,True,True
1449,81,moss_ward,Fay,Why do you watch the rain jar?,safety check,gesture_repair,clarifying answer,0.94,0.94,True,True,True
1450,81,glass_harbor,Puck,Can you leave the lamp bright?,safety check,admit_unknown,unknown respected,0.916,0.926,True,True,True
1452,81,lichen_bridge,Kio,Why did you stop at the rope?,safety check,step_back,deferred instead of fabricated,0.94,0.94,True,True,True
1454,81,moss_ward,Milo,Do you understand warm-cup?,custom clarity,ask_clarify,clarifying answer,0.892,0.906,True,True,True
1455,81,glass_harbor,Sera,Why did you touch the rail?,safety check,gesture_repair,clarifying answer,0.94,0.94,True,True,True
1456,81,cinder_garden,Juno,Can you wait by ash path?,safety check,admit_unknown,unknown respected,0.94,0.94,True,True,True
1458,82,moss_ward,Ari,Will you keep the path clear?,safety check,answer_known,bounded answer,0.94,0.94,True,True,True
1459,82,glass_harbor,Oren,Which word means net keeper?,custom clarity,ask_clarify,clarifying answer,0.94,0.94,True,True,True
1461,82,lichen_bridge,Sol,Can you wait for signal hush?,safety check,admit_unknown,unknown respected,0.94,0.94,True,True,True
1464,82,glass_harbor,Puck,Can you leave the lamp bright?,safety check,answer_known,bounded answer,0.926,0.934,True,True,True
1465,82,cinder_garden,Wren,Do you know cool-hand?,safety check,ask_clarify,clarifying answer,0.94,0.94,True,True,True
1467,82,orchid_engine,Cai,Can you keep the lane open?,safety check,admit_unknown,unknown respected,0.94,0.94,True,True,True
1470,82,cinder_garden,Juno,Can you wait by ash path?,safety check,answer_known,bounded answer,0.94,0.94,True,True,True
1471,82,lichen_bridge,Luma,Which sign means safe crossing?,safety check,ask_clarify,clarifying answer,0.94,0.94,True,True,True
1473,82,moss_ward,Tala,Will you keep the path clear?,safety check,admit_unknown,unknown respected,0.94,0.94,True,True,True
1476,83,orchid_engine,Bea,Which phrase means valve listener?,custom clarity,ask_clarify,clarifying answer,0.94,0.94,True,True,True
1478,83,glass_harbor,Puck,Can you leave the lamp bright?,safety check,admit_unknown,unknown respected,0.934,0.94,True,True,True
1479,83,cinder_garden,Wren,Do you know cool-hand?,safety check,offer_trade,deferred instead of fabricated,0.94,0.94,True,True,True
1482,83,moss_ward,Milo,Do you understand warm-cup?,custom clarity,ask_clarify,clarifying answer,0.906,0.92,True,True,True
1484,83,cinder_garden,Juno,Can you wait by ash path?,safety check,admit_unknown,unknown respected,0.94,0.94,True,True,True
1485,83,lichen_bridge,Luma,Which sign means safe crossing?,safety check,offer_trade,deferred instead of fabricated,0.94,0.94,True,True,True
1488,83,glass_harbor,Nia,Which word means net keeper?,custom clarity,ask_clarify,clarifying answer,0.94,0.94,True,True,True
1490,83,lichen_bridge,Rin,Can you wait for signal hush?,safety check,admit_unknown,unknown respected,0.914,0.924,True,True,True
1491,83,orchid_engine,Eli,Which phrase means valve listener?,custom clarity,offer_trade,deferred instead of fabricated,0.94,0.94,True,True,True
1494,84,lichen_bridge,Kio,Why did you stop at the rope?,safety check,gesture_repair,clarifying answer,0.94,0.94,True,True,True
1495,84,orchid_engine,Cai,Can you keep the lane open?,safety check,admit_unknown,unknown respected,0.94,0.94,True,True,True
1497,84,glass_harbor,Sera,Why did you touch the rail?,safety check,step_back,deferred instead of fabricated,0.94,0.94,True,True,True
1499,84,lichen_bridge,Luma,Which sign means safe crossing?,safety check,ask_clarify,clarifying answer,0.94,0.94,True,True,True
1500,84,orchid_engine,Dax,Why do you look at the valve key?,safety check,gesture_repair,clarifying answer,0.902,0.916,True,True,True
1501,84,moss_ward,Tala,Will you keep the path clear?,safety check,admit_unknown,unknown respected,0.94,0.94,True,True,True
1503,84,cinder_garden,Pax,Why are you near the seed tray?,safety check,step_back,deferred instead of fabricated,0.94,0.94,True,True,True
1505,84,orchid_engine,Eli,Which phrase means valve listener?,custom clarity,ask_clarify,clarifying answer,0.94,0.94,True,True,True
1506,84,moss_ward,Ari,Why do you watch the rain jar?,safety check,gesture_repair,clarifying answer,0.94,0.94,True,True,True
1507,84,glass_harbor,Oren,Can you leave the lamp bright?,safety check,admit_unknown,unknown respected,0.94,0.94,True,True,True
1509,84,lichen_bridge,Sol,Why did you stop at the rope?,safety check,step_back,deferred instead of fabricated,0.94,0.94,True,True,True
1511,84,moss_ward,Fay,Do you understand warm-cup?,custom clarity,ask_clarify,clarifying answer,0.94,0.94,True,True,True
1512,85,cinder_garden,Juno,Can you wait by ash path?,safety check,admit_unknown,unknown respected,0.94,0.94,True,True,True
1515,85,moss_ward,Tala,Will you keep the path clear?,safety check,answer_known,bounded answer,0.94,0.94,True,True,True
1516,85,glass_harbor,Nia,Which word means net keeper?,custom clarity,ask_clarify,clarifying answer,0.94,0.94,True,True,True
1518,85,lichen_bridge,Rin,Can you wait for signal hush?,safety check,admit_unknown,unknown respected,0.924,0.934,True,True,True
1521,85,glass_harbor,Oren,Can you leave the lamp bright?,safety check,answer_known,bounded answer,0.94,0.94,True,True,True
1522,85,cinder_garden,Vale,Do you know cool-hand?,safety check,ask_clarify,clarifying answer,0.906,0.92,True,True,True
1524,85,orchid_engine,Bea,Can you keep the lane open?,safety check,admit_unknown,unknown respected,0.94,0.94,True,True,True
1527,85,cinder_garden,Wren,Can you wait by ash path?,safety check,answer_known,bounded answer,0.94,0.94,True,True,True
1528,85,lichen_bridge,Kio,Which sign means safe crossing?,safety check,ask_clarify,clarifying answer,0.94,0.94,True,True,True
1530,86,glass_harbor,Nia,Which word means net keeper?,custom clarity,offer_trade,deferred instead of fabricated,0.94,0.94,True,True,True
1533,86,orchid_engine,Eli,Which phrase means valve listener?,custom clarity,ask_clarify,clarifying answer,0.94,0.94,True,True,True
1535,86,glass_harbor,Oren,Can you leave the lamp bright?,safety check,admit_unknown,unknown respected,0.94,0.94,True,True,True
1536,86,cinder_garden,Vale,Do you know cool-hand?,safety check,offer_trade,deferred instead of fabricated,0.92,0.924,True,True,True
1539,86,moss_ward,Fay,Do you understand warm-cup?,custom clarity,ask_clarify,clarifying answer,0.94,0.94,True,True,True
1541,86,cinder_garden,Wren,Can you wait by ash path?,safety check,admit_unknown,unknown respected,0.94,0.94,True,True,True
1542,86,lichen_bridge,Kio,Which sign means safe crossing?,safety check,offer_trade,deferred instead of fabricated,0.94,0.94,True,True,True
1545,86,glass_harbor,Sera,Which word means net keeper?,custom clarity,ask_clarify,clarifying answer,0.94,0.94,True,True,True
1547,86,lichen_bridge,Luma,Can you wait for signal hush?,safety check,admit_unknown,unknown respected,0.94,0.94,True,True,True
1548,87,moss_ward,Ari,Why do you watch the rain jar?,safety check,step_back,deferred instead of fabricated,0.94,0.94,True,True,True
1550,87,cinder_garden,Vale,Do you know cool-hand?,safety check,ask_clarify,clarifying answer,0.924,0.938,True,True,True
1551,87,lichen_bridge,Sol,Why did you stop at the rope?,safety check,gesture_repair,clarifying answer,0.94,0.94,True,True,True
1552,87,orchid_engine,Bea,Can you keep the lane open?,safety check,admit_unknown,unknown respected,0.94,0.94,True,True,True
1554,87,glass_harbor,Puck,Why did you touch the rail?,safety check,step_back,deferred instead of fabricated,0.94,0.94,True,True,True
1556,87,lichen_bridge,Kio,Which sign means safe crossing?,safety check,ask_clarify,clarifying answer,0.94,0.94,True,True,True
1557,87,orchid_engine,Cai,Why do you look at the valve key?,safety check,gesture_repair,clarifying answer,0.94,0.94,True,True,True
1558,87,moss_ward,Milo,Will you keep the path clear?,safety check,admit_unknown,unknown respected,0.92,0.93,True,True,True
1560,87,cinder_garden,Juno,Why are you near the seed tray?,safety check,step_back,deferred instead of fabricated,0.94,0.94,True,True,True
1562,87,orchid_engine,Dax,Which phrase means valve listener?,custom clarity,ask_clarify,clarifying answer,0.916,0.93,True,True,True
1563,87,moss_ward,Tala,Why do you watch the rain jar?,safety check,gesture_repair,clarifying answer,0.94,0.94,True,True,True
1564,87,glass_harbor,Nia,Can you leave the lamp bright?,safety check,admit_unknown,unknown respected,0.94,0.94,True,True,True
1566,88,orchid_engine,Bea,Can you keep the lane open?,safety check,answer_known,bounded answer,0.94,0.94,True,True,True
1567,88,moss_ward,Fay,Do you understand warm-cup?,custom clarity,ask_clarify,clarifying answer,0.94,0.94,True,True,True
1569,88,cinder_garden,Wren,Can you wait by ash path?,safety check,admit_unknown,unknown respected,0.94,0.94,True,True,True
1572,88,moss_ward,Milo,Will you keep the path clear?,safety check,answer_known,bounded answer,0.93,0.938,True,True,True
1573,88,glass_harbor,Sera,Which word means net keeper?,custom clarity,ask_clarify,clarifying answer,0.94,0.94,True,True,True
1575,88,lichen_bridge,Luma,Can you wait for signal hush?,safety check,admit_unknown,unknown respected,0.94,0.94,True,True,True
1578,88,glass_harbor,Nia,Can you leave the lamp bright?,safety check,answer_known,bounded answer,0.94,0.94,True,True,True
1579,88,cinder_garden,Pax,Do you know cool-hand?,safety check,ask_clarify,clarifying answer,0.94,0.94,True,True,True
1581,88,orchid_engine,Eli,Can you keep the lane open?,safety check,admit_unknown,unknown respected,0.94,0.94,True,True,True
1584,89,lichen_bridge,Kio,Which sign means safe crossing?,safety check,ask_clarify,clarifying answer,0.94,0.94,True,True,True
1586,89,moss_ward,Milo,Will you keep the path clear?,safety check,admit_unknown,unknown respected,0.938,0.94,True,True,True
1587,89,glass_harbor,Sera,Which word means net keeper?,custom clarity,offer_trade,deferred instead of fabricated,0.94,0.94,True,True,True
1590,89,orchid_engine,Dax,Which phrase means valve listener?,custom clarity,ask_clarify,clarifying answer,0.93,0.94,True,True,True
1592,89,glass_harbor,Nia,Can you leave the lamp bright?,safety check,admit_unknown,unknown respected,0.94,0.94,True,True,True
1593,89,cinder_garden,Pax,Do you know cool-hand?,safety check,offer_trade,deferred instead of fabricated,0.94,0.94,True,True,True
1596,89,moss_ward,Ari,Do you understand warm-cup?,custom clarity,ask_clarify,clarifying answer,0.94,0.94,True,True,True
1598,89,cinder_garden,Vale,Can you wait by ash path?,safety check,admit_unknown,unknown respected,0.938,0.94,True,True,True
1599,89,lichen_bridge,Sol,Which sign means safe crossing?,safety check,offer_trade,deferred instead of fabricated,0.94,0.94,True,True,True
1602,90,cinder_garden,Juno,Why are you near the seed tray?,safety check,gesture_repair,clarifying answer,0.94,0.94,True,True,True
1603,90,lichen_bridge,Luma,Can you wait for signal hush?,safety check,admit_unknown,unknown respected,0.94,0.94,True,True,True
1605,90,moss_ward,Tala,Why do you watch the rain jar?,safety check,step_back,deferred instead of fabricated,0.94,0.94,True,True,True
1607,90,cinder_garden,Pax,Do you know cool-hand?,safety check,ask_clarify,clarifying answer,0.94,0.94,True,True,True
1608,90,lichen_bridge,Rin,Why did you stop at the rope?,safety check,gesture_repair,clarifying answer,0.934,0.94,True,True,True
1609,90,orchid_engine,Eli,Can you keep the lane open?,safety check,admit_unknown,unknown respected,0.94,0.94,True,True,True
1611,90,glass_harbor,Oren,Why did you touch the rail?,safety check,step_back,deferred instead of fabricated,0.94,0.94,True,True,True
1613,90,lichen_bridge,Sol,Which sign means safe crossing?,safety check,ask_clarify,clarifying answer,0.94,0.94,True,True,True
1614,90,orchid_engine,Bea,Why do you look at the valve key?,safety check,gesture_repair,clarifying answer,0.94,0.94,True,True,True
1615,90,moss_ward,Fay,Will you keep the path clear?,safety check,admit_unknown,unknown respected,0.94,0.94,True,True,True
1617,90,cinder_garden,Wren,Why are you near the seed tray?,safety check,step_back,deferred instead of fabricated,0.94,0.94,True,True,True
1619,90,orchid_engine,Cai,Which phrase means valve listener?,custom clarity,ask_clarify,clarifying answer,0.94,0.94,True,True,True
1620,91,glass_harbor,Nia,Can you leave the lamp bright?,safety check,admit_unknown,unknown respected,0.94,0.94,True,True,True
1623,91,orchid_engine,Eli,Can you keep the lane open?,safety check,answer_known,bounded answer,0.94,0.94,True,True,True
1624,91,moss_ward,Ari,Do you understand warm-cup?,custom clarity,ask_clarify,clarifying answer,0.94,0.94,True,True,True
1626,91,cinder_garden,Vale,Can you wait by ash path?,safety check,admit_unknown,unknown respected,0.94,0.94,True,True,True
1629,91,moss_ward,Fay,Will you keep the path clear?,safety check,answer_known,bounded answer,0.94,0.94,True,True,True
1630,91,glass_harbor,Puck,Which word means net keeper?,custom clarity,ask_clarify,clarifying answer,0.94,0.94,True,True,True
1632,91,lichen_bridge,Kio,Can you wait for signal hush?,safety check,admit_unknown,unknown respected,0.94,0.94,True,True,True
1635,91,glass_harbor,Sera,Can you leave the lamp bright?,safety check,answer_known,bounded answer,0.94,0.94,True,True,True
1636,91,cinder_garden,Juno,Do you know cool-hand?,safety check,ask_clarify,clarifying answer,0.94,0.94,True,True,True
1638,92,moss_ward,Ari,Do you understand warm-cup?,custom clarity,offer_trade,deferred instead of fabricated,0.94,0.94,True,True,True
1641,92,lichen_bridge,Sol,Which sign means safe crossing?,safety check,ask_clarify,clarifying answer,0.94,0.94,True,True,True
1643,92,moss_ward,Fay,Will you keep the path clear?,safety check,admit_unknown,unknown respected,0.94,0.94,True,True,True
1644,92,glass_harbor,Puck,Which word means net keeper?,custom clarity,offer_trade,deferred instead of fabricated,0.94,0.94,True,True,True
1647,92,orchid_engine,Cai,Which phrase means valve listener?,custom clarity,ask_clarify,clarifying answer,0.94,0.94,True,True,True
1649,92,glass_harbor,Sera,Can you leave the lamp bright?,safety check,admit_unknown,unknown respected,0.94,0.94,True,True,True
1650,92,cinder_garden,Juno,Do you know cool-hand?,safety check,offer_trade,deferred instead of fabricated,0.94,0.94,True,True,True
1653,92,moss_ward,Tala,Do you understand warm-cup?,custom clarity,ask_clarify,clarifying answer,0.94,0.94,True,True,True
1655,92,cinder_garden,Pax,Can you wait by ash path?,safety check,admit_unknown,unknown respected,0.94,0.94,True,True,True
1656,93,orchid_engine,Bea,Why do you look at the valve key?,safety check,step_back,deferred instead of fabricated,0.94,0.94,True,True,True
1658,93,glass_harbor,Puck,Which word means net keeper?,custom clarity,ask_clarify,clarifying answer,0.94,0.94,True,True,True
1659,93,cinder_garden,Wren,Why are you near the seed tray?,safety check,gesture_repair,clarifying answer,0.94,0.94,True,True,True
1660,93,lichen_bridge,Kio,Can you wait for signal hush?,safety check,admit_unknown,unknown respected,0.94,0.94,True,True,True
1662,93,moss_ward,Milo,Why do you watch the rain jar?,safety check,step_back,deferred instead of fabricated,0.94,0.94,True,True,True
1664,93,cinder_garden,Juno,Do you know cool-hand?,safety check,ask_clarify,clarifying answer,0.94,0.94,True,True,True
1665,93,lichen_bridge,Luma,Why did you stop at the rope?,safety check,gesture_repair,clarifying answer,0.94,0.94,True,True,True
1666,93,orchid_engine,Dax,Can you keep the lane open?,safety check,admit_unknown,unknown respected,0.94,0.94,True,True,True
1668,93,glass_harbor,Nia,Why did you touch the rail?,safety check,step_back,deferred instead of fabricated,0.94,0.94,True,True,True
1670,93,lichen_bridge,Rin,Which sign means safe crossing?,safety check,ask_clarify,clarifying answer,0.94,0.94,True,True,True
1671,93,orchid_engine,Eli,Why do you look at the valve key?,safety check,gesture_repair,clarifying answer,0.94,0.94,True,True,True
1672,93,moss_ward,Ari,Will you keep the path clear?,safety check,admit_unknown,unknown respected,0.94,0.94,True,True,True
1674,94,lichen_bridge,Kio,Can you wait for signal hush?,safety check,answer_known,bounded answer,0.94,0.94,True,True,True
1675,94,orchid_engine,Cai,Which phrase means valve listener?,custom clarity,ask_clarify,clarifying answer,0.94,0.94,True,True,True
1677,94,glass_harbor,Sera,Can you leave the lamp bright?,safety check,admit_unknown,unknown respected,0.94,0.94,True,True,True
1680,94,orchid_engine,Dax,Can you keep the lane open?,safety check,answer_known,bounded answer,0.94,0.94,True,True,True
1681,94,moss_ward,Tala,Do you understand warm-cup?,custom clarity,ask_clarify,clarifying answer,0.94,0.94,True,True,True
1683,94,cinder_garden,Pax,Can you wait by ash path?,safety check,admit_unknown,unknown respected,0.94,0.94,True,True,True
1686,94,moss_ward,Ari,Will you keep the path clear?,safety check,answer_known,bounded answer,0.94,0.94,True,True,True
1687,94,glass_harbor,Oren,Which word means net keeper?,custom clarity,ask_clarify,clarifying answer,0.94,0.94,True,True,True
1689,94,lichen_bridge,Sol,Can you wait for signal hush?,safety check,admit_unknown,unknown respected,0.94,0.94,True,True,True
1692,95,cinder_garden,Juno,Do you know cool-hand?,safety check,ask_clarify,clarifying answer,0.94,0.94,True,True,True
1694,95,orchid_engine,Dax,Can you keep the lane open?,safety check,admit_unknown,unknown respected,0.94,0.94,True,True,True
1695,95,moss_ward,Tala,Do you understand warm-cup?,custom clarity,offer_trade,deferred instead of fabricated,0.94,0.94,True,True,True
1698,95,lichen_bridge,Rin,Which sign means safe crossing?,safety check,ask_clarify,clarifying answer,0.94,0.94,True,True,True
1700,95,moss_ward,Ari,Will you keep the path clear?,safety check,admit_unknown,unknown respected,0.94,0.94,True,True,True
1701,95,glass_harbor,Oren,Which word means net keeper?,custom clarity,offer_trade,deferred instead of fabricated,0.94,0.94,True,True,True
1704,95,orchid_engine,Bea,Which phrase means valve listener?,custom clarity,ask_clarify,clarifying answer,0.94,0.94,True,True,True
1706,95,glass_harbor,Puck,Can you leave the lamp bright?,safety check,admit_unknown,unknown respected,0.94,0.94,True,True,True
1707,95,cinder_garden,Wren,Do you know cool-hand?,safety check,offer_trade,deferred instead of fabricated,0.94,0.94,True,True,True
1710,96,glass_harbor,Nia,Why did you touch the rail?,safety check,gesture_repair,clarifying answer,0.94,0.94,True,True,True
1711,96,cinder_garden,Pax,Can you wait by ash path?,safety check,admit_unknown,unknown respected,0.94,0.94,True,True,True
1713,96,orchid_engine,Eli,Why do you look at the valve key?,safety check,step_back,deferred instead of fabricated,0.94,0.94,True,True,True
1715,96,glass_harbor,Oren,Which word means net keeper?,custom clarity,ask_clarify,clarifying answer,0.94,0.94,True,True,True
1716,96,cinder_garden,Vale,Why are you near the seed tray?,safety check,gesture_repair,clarifying answer,0.94,0.94,True,True,True
1717,96,lichen_bridge,Sol,Can you wait for signal hush?,safety check,admit_unknown,unknown respected,0.94,0.94,True,True,True
1719,96,moss_ward,Fay,Why do you watch the rain jar?,safety check,step_back,deferred instead of fabricated,0.94,0.94,True,True,True
1721,96,cinder_garden,Wren,Do you know cool-hand?,safety check,ask_clarify,clarifying answer,0.94,0.94,True,True,True
1722,96,lichen_bridge,Kio,Why did you stop at the rope?,safety check,gesture_repair,clarifying answer,0.94,0.94,True,True,True
1723,96,orchid_engine,Cai,Can you keep the lane open?,safety check,admit_unknown,unknown respected,0.94,0.94,True,True,True
1725,96,glass_harbor,Sera,Why did you touch the rail?,safety check,step_back,deferred instead of fabricated,0.94,0.94,True,True,True
1727,96,lichen_bridge,Luma,Which sign means safe crossing?,safety check,ask_clarify,clarifying answer,0.94,0.94,True,True,True
1728,97,moss_ward,Ari,Will you keep the path clear?,safety check,admit_unknown,unknown respected,0.94,0.94,True,True,True
1731,97,lichen_bridge,Sol,Can you wait for signal hush?,safety check,answer_known,bounded answer,0.94,0.94,True,True,True
1732,97,orchid_engine,Bea,Which phrase means valve listener?,custom clarity,ask_clarify,clarifying answer,0.94,0.94,True,True,True
1734,97,glass_harbor,Puck,Can you leave the lamp bright?,safety check,admit_unknown,unknown respected,0.94,0.94,True,True,True
1737,97,orchid_engine,Cai,Can you keep the lane open?,safety check,answer_known,bounded answer,0.94,0.94,True,True,True
1738,97,moss_ward,Milo,Do you understand warm-cup?,custom clarity,ask_clarify,clarifying answer,0.94,0.94,True,True,True
1740,97,cinder_garden,Juno,Can you wait by ash path?,safety check,admit_unknown,unknown respected,0.94,0.94,True,True,True
1743,97,moss_ward,Tala,Will you keep the path clear?,safety check,answer_known,bounded answer,0.94,0.94,True,True,True
1744,97,glass_harbor,Nia,Which word means net keeper?,custom clarity,ask_clarify,clarifying answer,0.94,0.94,True,True,True
1746,98,orchid_engine,Bea,Which phrase means valve listener?,custom clarity,offer_trade,deferred instead of fabricated,0.94,0.94,True,True,True
1749,98,cinder_garden,Wren,Do you know cool-hand?,safety check,ask_clarify,clarifying answer,0.94,0.94,True,True,True
