tick_id,day,tick,route_id,control_surface,keyboard_input,pointer_input,option_count,selected_option,previous_route_choice,updated_route_choice,valid_selection,live_mutation_visible,local_storage_key
345,22,9,riverbend_roofward,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,True,ssrm_v30_route_choice_riverbend_roofward
346,22,10,roofward_archive,route radio buttons + map path highlight,none,none,2,cool archive lane,cool archive lane,cool archive lane,True,False,ssrm_v30_route_choice_roofward_archive
347,22,11,archive_signal,route radio buttons + map path highlight,none,none,2,paper lane,paper lane,paper lane,True,False,ssrm_v30_route_choice_archive_signal
348,22,12,signal_orchard,route radio buttons + map path highlight,none,none,2,river lantern loop,river lantern loop,river lantern loop,True,False,ssrm_v30_route_choice_signal_orchard
349,22,13,orchard_riverbend,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,market plank route,market plank route,market plank route,True,True,ssrm_v30_route_choice_orchard_riverbend
350,22,14,central_repair_ring,route radio buttons + map path highlight,none,none,2,outer bell path,outer bell path,outer bell path,True,False,ssrm_v30_route_choice_central_repair_ring
351,22,15,riverbend_roofward,route radio buttons + map path highlight,none,none,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,False,ssrm_v30_route_choice_riverbend_roofward
352,23,0,roofward_archive,route radio buttons + map path highlight,none,none,2,cool archive lane,cool archive lane,cool archive lane,True,False,ssrm_v30_route_choice_roofward_archive
353,23,1,archive_signal,route radio buttons + map path highlight,ArrowRight+Enter,tap direct,2,paper lane,paper lane,paper lane,True,True,ssrm_v30_route_choice_archive_signal
354,23,2,signal_orchard,route radio buttons + map path highlight,none,none,2,river lantern loop,river lantern loop,river lantern loop,True,False,ssrm_v30_route_choice_signal_orchard
355,23,3,orchard_riverbend,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,market plank route,market plank route,market plank route,True,True,ssrm_v30_route_choice_orchard_riverbend
356,23,4,central_repair_ring,route radio buttons + map path highlight,none,none,2,outer bell path,outer bell path,outer bell path,True,False,ssrm_v30_route_choice_central_repair_ring
357,23,5,riverbend_roofward,route radio buttons + map path highlight,ArrowRight+Enter,tap direct,2,river ford,orchard ridge detour,river ford,True,True,ssrm_v30_route_choice_riverbend_roofward
358,23,6,roofward_archive,route radio buttons + map path highlight,none,none,2,cool archive lane,cool archive lane,cool archive lane,True,False,ssrm_v30_route_choice_roofward_archive
359,23,7,archive_signal,route radio buttons + map path highlight,none,none,2,paper lane,paper lane,paper lane,True,False,ssrm_v30_route_choice_archive_signal
360,23,8,signal_orchard,route radio buttons + map path highlight,none,none,2,river lantern loop,river lantern loop,river lantern loop,True,False,ssrm_v30_route_choice_signal_orchard
361,23,9,orchard_riverbend,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,market plank route,market plank route,market plank route,True,True,ssrm_v30_route_choice_orchard_riverbend
362,23,10,central_repair_ring,route radio buttons + map path highlight,none,none,2,outer bell path,outer bell path,outer bell path,True,False,ssrm_v30_route_choice_central_repair_ring
363,23,11,riverbend_roofward,route radio buttons + map path highlight,none,none,2,river ford,river ford,river ford,True,False,ssrm_v30_route_choice_riverbend_roofward
364,23,12,roofward_archive,route radio buttons + map path highlight,none,none,2,cool archive lane,cool archive lane,cool archive lane,True,False,ssrm_v30_route_choice_roofward_archive
365,23,13,archive_signal,route radio buttons + map path highlight,ArrowRight+Enter,tap direct,2,paper lane,paper lane,paper lane,True,True,ssrm_v30_route_choice_archive_signal
366,23,14,signal_orchard,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,river lantern loop,river lantern loop,river lantern loop,True,True,ssrm_v30_route_choice_signal_orchard
367,23,15,orchard_riverbend,route radio buttons + map path highlight,none,none,2,market plank route,market plank route,market plank route,True,False,ssrm_v30_route_choice_orchard_riverbend
368,24,0,riverbend_roofward,route radio buttons + map path highlight,none,none,2,river ford,river ford,river ford,True,False,ssrm_v30_route_choice_riverbend_roofward
369,24,1,roofward_archive,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,cool archive lane,cool archive lane,cool archive lane,True,True,ssrm_v30_route_choice_roofward_archive
370,24,2,archive_signal,route radio buttons + map path highlight,none,none,2,paper lane,paper lane,paper lane,True,False,ssrm_v30_route_choice_archive_signal
371,24,3,signal_orchard,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,river lantern loop,river lantern loop,river lantern loop,True,True,ssrm_v30_route_choice_signal_orchard
372,24,4,orchard_riverbend,route radio buttons + map path highlight,none,none,2,market plank route,market plank route,market plank route,True,False,ssrm_v30_route_choice_orchard_riverbend
373,24,5,central_repair_ring,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,outer bell path,outer bell path,outer bell path,True,True,ssrm_v30_route_choice_central_repair_ring
374,24,6,riverbend_roofward,route radio buttons + map path highlight,none,none,2,river ford,river ford,river ford,True,False,ssrm_v30_route_choice_riverbend_roofward
375,24,7,roofward_archive,route radio buttons + map path highlight,none,none,2,cool archive lane,cool archive lane,cool archive lane,True,False,ssrm_v30_route_choice_roofward_archive
376,24,8,archive_signal,route radio buttons + map path highlight,none,none,2,paper lane,paper lane,paper lane,True,False,ssrm_v30_route_choice_archive_signal
377,24,9,signal_orchard,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,river lantern loop,river lantern loop,river lantern loop,True,True,ssrm_v30_route_choice_signal_orchard
378,24,10,orchard_riverbend,route radio buttons + map path highlight,none,none,2,market plank route,market plank route,market plank route,True,False,ssrm_v30_route_choice_orchard_riverbend
379,24,11,central_repair_ring,route radio buttons + map path highlight,none,none,2,outer bell path,outer bell path,outer bell path,True,False,ssrm_v30_route_choice_central_repair_ring
380,24,12,riverbend_roofward,route radio buttons + map path highlight,none,none,2,river ford,river ford,river ford,True,False,ssrm_v30_route_choice_riverbend_roofward
381,24,13,roofward_archive,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,cool archive lane,cool archive lane,cool archive lane,True,True,ssrm_v30_route_choice_roofward_archive
382,24,14,archive_signal,route radio buttons + map path highlight,none,none,2,paper lane,paper lane,paper lane,True,False,ssrm_v30_route_choice_archive_signal
383,24,15,signal_orchard,route radio buttons + map path highlight,none,none,2,river lantern loop,river lantern loop,river lantern loop,True,False,ssrm_v30_route_choice_signal_orchard
384,25,0,orchard_riverbend,route radio buttons + map path highlight,none,none,2,market plank route,market plank route,market plank route,True,False,ssrm_v30_route_choice_orchard_riverbend
385,25,1,central_repair_ring,route radio buttons + map path highlight,ArrowRight+Enter,tap direct,2,inner repair yard,outer bell path,inner repair yard,True,True,ssrm_v30_route_choice_central_repair_ring
386,25,2,riverbend_roofward,route radio buttons + map path highlight,none,none,2,river ford,river ford,river ford,True,False,ssrm_v30_route_choice_riverbend_roofward
387,25,3,roofward_archive,route radio buttons + map path highlight,none,none,2,cool archive lane,cool archive lane,cool archive lane,True,False,ssrm_v30_route_choice_roofward_archive
388,25,4,archive_signal,route radio buttons + map path highlight,none,none,2,paper lane,paper lane,paper lane,True,False,ssrm_v30_route_choice_archive_signal
389,25,5,signal_orchard,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,river lantern loop,river lantern loop,river lantern loop,True,True,ssrm_v30_route_choice_signal_orchard
390,25,6,orchard_riverbend,route radio buttons + map path highlight,none,none,2,market plank route,market plank route,market plank route,True,False,ssrm_v30_route_choice_orchard_riverbend
391,25,7,central_repair_ring,route radio buttons + map path highlight,none,none,2,inner repair yard,inner repair yard,inner repair yard,True,False,ssrm_v30_route_choice_central_repair_ring
392,25,8,riverbend_roofward,route radio buttons + map path highlight,none,none,2,river ford,river ford,river ford,True,False,ssrm_v30_route_choice_riverbend_roofward
393,25,9,roofward_archive,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,cool archive lane,cool archive lane,cool archive lane,True,True,ssrm_v30_route_choice_roofward_archive
394,25,10,archive_signal,route radio buttons + map path highlight,none,none,2,paper lane,paper lane,paper lane,True,False,ssrm_v30_route_choice_archive_signal
395,25,11,signal_orchard,route radio buttons + map path highlight,none,none,2,river lantern loop,river lantern loop,river lantern loop,True,False,ssrm_v30_route_choice_signal_orchard
396,25,12,orchard_riverbend,route radio buttons + map path highlight,none,none,2,market plank route,market plank route,market plank route,True,False,ssrm_v30_route_choice_orchard_riverbend
397,25,13,central_repair_ring,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,outer bell path,inner repair yard,outer bell path,True,True,ssrm_v30_route_choice_central_repair_ring
398,25,14,riverbend_roofward,route radio buttons + map path highlight,none,none,2,river ford,river ford,river ford,True,False,ssrm_v30_route_choice_riverbend_roofward
399,25,15,roofward_archive,route radio buttons + map path highlight,none,none,2,cool archive lane,cool archive lane,cool archive lane,True,False,ssrm_v30_route_choice_roofward_archive
400,26,0,archive_signal,route radio buttons + map path highlight,none,none,2,paper lane,paper lane,paper lane,True,False,ssrm_v30_route_choice_archive_signal
401,26,1,signal_orchard,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,river lantern loop,river lantern loop,river lantern loop,True,True,ssrm_v30_route_choice_signal_orchard
402,26,2,orchard_riverbend,route radio buttons + map path highlight,none,none,2,market plank route,market plank route,market plank route,True,False,ssrm_v30_route_choice_orchard_riverbend
403,26,3,central_repair_ring,route radio buttons + map path highlight,none,none,2,outer bell path,outer bell path,outer bell path,True,False,ssrm_v30_route_choice_central_repair_ring
404,26,4,riverbend_roofward,route radio buttons + map path highlight,none,none,2,river ford,river ford,river ford,True,False,ssrm_v30_route_choice_riverbend_roofward
405,26,5,roofward_archive,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,cool archive lane,cool archive lane,cool archive lane,True,True,ssrm_v30_route_choice_roofward_archive
406,26,6,archive_signal,route radio buttons + map path highlight,none,none,2,paper lane,paper lane,paper lane,True,False,ssrm_v30_route_choice_archive_signal
407,26,7,signal_orchard,route radio buttons + map path highlight,none,none,2,river lantern loop,river lantern loop,river lantern loop,True,False,ssrm_v30_route_choice_signal_orchard
408,26,8,orchard_riverbend,route radio buttons + map path highlight,none,none,2,market plank route,market plank route,market plank route,True,False,ssrm_v30_route_choice_orchard_riverbend
409,26,9,central_repair_ring,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,outer bell path,outer bell path,outer bell path,True,True,ssrm_v30_route_choice_central_repair_ring
410,26,10,riverbend_roofward,route radio buttons + map path highlight,none,none,2,river ford,river ford,river ford,True,False,ssrm_v30_route_choice_riverbend_roofward
411,26,11,roofward_archive,route radio buttons + map path highlight,none,none,2,cool archive lane,cool archive lane,cool archive lane,True,False,ssrm_v30_route_choice_roofward_archive
412,26,12,archive_signal,route radio buttons + map path highlight,none,none,2,paper lane,paper lane,paper lane,True,False,ssrm_v30_route_choice_archive_signal
413,26,13,signal_orchard,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,river lantern loop,river lantern loop,river lantern loop,True,True,ssrm_v30_route_choice_signal_orchard
414,26,14,orchard_riverbend,route radio buttons + map path highlight,none,none,2,market plank route,market plank route,market plank route,True,False,ssrm_v30_route_choice_orchard_riverbend
415,26,15,central_repair_ring,route radio buttons + map path highlight,none,none,2,outer bell path,outer bell path,outer bell path,True,False,ssrm_v30_route_choice_central_repair_ring
416,27,0,riverbend_roofward,route radio buttons + map path highlight,none,none,2,river ford,river ford,river ford,True,False,ssrm_v30_route_choice_riverbend_roofward
417,27,1,roofward_archive,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,cool archive lane,cool archive lane,cool archive lane,True,True,ssrm_v30_route_choice_roofward_archive
418,27,2,archive_signal,route radio buttons + map path highlight,none,none,2,paper lane,paper lane,paper lane,True,False,ssrm_v30_route_choice_archive_signal
419,27,3,signal_orchard,route radio buttons + map path highlight,none,none,2,river lantern loop,river lantern loop,river lantern loop,True,False,ssrm_v30_route_choice_signal_orchard
420,27,4,orchard_riverbend,route radio buttons + map path highlight,none,none,2,market plank route,market plank route,market plank route,True,False,ssrm_v30_route_choice_orchard_riverbend
421,27,5,central_repair_ring,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,outer bell path,outer bell path,outer bell path,True,True,ssrm_v30_route_choice_central_repair_ring
422,27,6,riverbend_roofward,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,orchard ridge detour,river ford,orchard ridge detour,True,True,ssrm_v30_route_choice_riverbend_roofward
423,27,7,roofward_archive,route radio buttons + map path highlight,none,none,2,cool archive lane,cool archive lane,cool archive lane,True,False,ssrm_v30_route_choice_roofward_archive
424,27,8,archive_signal,route radio buttons + map path highlight,none,none,2,paper lane,paper lane,paper lane,True,False,ssrm_v30_route_choice_archive_signal
425,27,9,signal_orchard,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,river lantern loop,river lantern loop,river lantern loop,True,True,ssrm_v30_route_choice_signal_orchard
426,27,10,orchard_riverbend,route radio buttons + map path highlight,none,none,2,market plank route,market plank route,market plank route,True,False,ssrm_v30_route_choice_orchard_riverbend
427,27,11,central_repair_ring,route radio buttons + map path highlight,none,none,2,outer bell path,outer bell path,outer bell path,True,False,ssrm_v30_route_choice_central_repair_ring
428,27,12,riverbend_roofward,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,True,ssrm_v30_route_choice_riverbend_roofward
429,27,13,roofward_archive,route radio buttons + map path highlight,ArrowRight+Enter,tap direct,2,glass stair,cool archive lane,glass stair,True,True,ssrm_v30_route_choice_roofward_archive
430,27,14,archive_signal,route radio buttons + map path highlight,none,none,2,paper lane,paper lane,paper lane,True,False,ssrm_v30_route_choice_archive_signal
431,27,15,signal_orchard,route radio buttons + map path highlight,none,none,2,river lantern loop,river lantern loop,river lantern loop,True,False,ssrm_v30_route_choice_signal_orchard
432,28,0,orchard_riverbend,route radio buttons + map path highlight,none,none,2,market plank route,market plank route,market plank route,True,False,ssrm_v30_route_choice_orchard_riverbend
433,28,1,central_repair_ring,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,outer bell path,outer bell path,outer bell path,True,True,ssrm_v30_route_choice_central_repair_ring
434,28,2,riverbend_roofward,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,True,ssrm_v30_route_choice_riverbend_roofward
435,28,3,roofward_archive,route radio buttons + map path highlight,none,none,2,glass stair,glass stair,glass stair,True,False,ssrm_v30_route_choice_roofward_archive
436,28,4,archive_signal,route radio buttons + map path highlight,none,none,2,paper lane,paper lane,paper lane,True,False,ssrm_v30_route_choice_archive_signal
437,28,5,signal_orchard,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,river lantern loop,river lantern loop,river lantern loop,True,True,ssrm_v30_route_choice_signal_orchard
438,28,6,orchard_riverbend,route radio buttons + map path highlight,none,none,2,market plank route,market plank route,market plank route,True,False,ssrm_v30_route_choice_orchard_riverbend
439,28,7,central_repair_ring,route radio buttons + map path highlight,none,none,2,outer bell path,outer bell path,outer bell path,True,False,ssrm_v30_route_choice_central_repair_ring
440,28,8,riverbend_roofward,route radio buttons + map path highlight,none,none,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,False,ssrm_v30_route_choice_riverbend_roofward
441,28,9,roofward_archive,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,cool archive lane,glass stair,cool archive lane,True,True,ssrm_v30_route_choice_roofward_archive
442,28,10,archive_signal,route radio buttons + map path highlight,none,none,2,paper lane,paper lane,paper lane,True,False,ssrm_v30_route_choice_archive_signal
443,28,11,signal_orchard,route radio buttons + map path highlight,none,none,2,river lantern loop,river lantern loop,river lantern loop,True,False,ssrm_v30_route_choice_signal_orchard
444,28,12,orchard_riverbend,route radio buttons + map path highlight,none,none,2,market plank route,market plank route,market plank route,True,False,ssrm_v30_route_choice_orchard_riverbend
445,28,13,central_repair_ring,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,outer bell path,outer bell path,outer bell path,True,True,ssrm_v30_route_choice_central_repair_ring
446,28,14,riverbend_roofward,route radio buttons + map path highlight,none,none,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,False,ssrm_v30_route_choice_riverbend_roofward
447,28,15,roofward_archive,route radio buttons + map path highlight,none,none,2,cool archive lane,cool archive lane,cool archive lane,True,False,ssrm_v30_route_choice_roofward_archive
448,29,0,archive_signal,route radio buttons + map path highlight,none,none,2,paper lane,paper lane,paper lane,True,False,ssrm_v30_route_choice_archive_signal
449,29,1,signal_orchard,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,river lantern loop,river lantern loop,river lantern loop,True,True,ssrm_v30_route_choice_signal_orchard
450,29,2,orchard_riverbend,route radio buttons + map path highlight,none,none,2,market plank route,market plank route,market plank route,True,False,ssrm_v30_route_choice_orchard_riverbend
451,29,3,central_repair_ring,route radio buttons + map path highlight,none,none,2,outer bell path,outer bell path,outer bell path,True,False,ssrm_v30_route_choice_central_repair_ring
452,29,4,riverbend_roofward,route radio buttons + map path highlight,none,none,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,False,ssrm_v30_route_choice_riverbend_roofward
453,29,5,roofward_archive,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,cool archive lane,cool archive lane,cool archive lane,True,True,ssrm_v30_route_choice_roofward_archive
454,29,6,archive_signal,route radio buttons + map path highlight,none,none,2,paper lane,paper lane,paper lane,True,False,ssrm_v30_route_choice_archive_signal
455,29,7,signal_orchard,route radio buttons + map path highlight,none,none,2,river lantern loop,river lantern loop,river lantern loop,True,False,ssrm_v30_route_choice_signal_orchard
456,29,8,orchard_riverbend,route radio buttons + map path highlight,none,none,2,market plank route,market plank route,market plank route,True,False,ssrm_v30_route_choice_orchard_riverbend
457,29,9,central_repair_ring,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,outer bell path,outer bell path,outer bell path,True,True,ssrm_v30_route_choice_central_repair_ring
458,29,10,riverbend_roofward,route radio buttons + map path highlight,none,none,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,False,ssrm_v30_route_choice_riverbend_roofward
459,29,11,roofward_archive,route radio buttons + map path highlight,none,none,2,cool archive lane,cool archive lane,cool archive lane,True,False,ssrm_v30_route_choice_roofward_archive
460,29,12,archive_signal,route radio buttons + map path highlight,none,none,2,paper lane,paper lane,paper lane,True,False,ssrm_v30_route_choice_archive_signal
461,29,13,signal_orchard,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,river lantern loop,river lantern loop,river lantern loop,True,True,ssrm_v30_route_choice_signal_orchard
462,29,14,orchard_riverbend,route radio buttons + map path highlight,ArrowRight+Enter,tap direct,2,fen track,market plank route,fen track,True,True,ssrm_v30_route_choice_orchard_riverbend
463,29,15,central_repair_ring,route radio buttons + map path highlight,none,none,2,outer bell path,outer bell path,outer bell path,True,False,ssrm_v30_route_choice_central_repair_ring
464,30,0,roofward_archive,route radio buttons + map path highlight,none,none,2,cool archive lane,cool archive lane,cool archive lane,True,False,ssrm_v30_route_choice_roofward_archive
465,30,1,archive_signal,route radio buttons + map path highlight,ArrowRight+Enter,tap direct,2,paper lane,paper lane,paper lane,True,True,ssrm_v30_route_choice_archive_signal
466,30,2,signal_orchard,route radio buttons + map path highlight,none,none,2,river lantern loop,river lantern loop,river lantern loop,True,False,ssrm_v30_route_choice_signal_orchard
467,30,3,orchard_riverbend,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,market plank route,fen track,market plank route,True,True,ssrm_v30_route_choice_orchard_riverbend
468,30,4,central_repair_ring,route radio buttons + map path highlight,none,none,2,outer bell path,outer bell path,outer bell path,True,False,ssrm_v30_route_choice_central_repair_ring
469,30,5,riverbend_roofward,route radio buttons + map path highlight,ArrowRight+Enter,tap direct,2,river ford,orchard ridge detour,river ford,True,True,ssrm_v30_route_choice_riverbend_roofward
470,30,6,roofward_archive,route radio buttons + map path highlight,none,none,2,cool archive lane,cool archive lane,cool archive lane,True,False,ssrm_v30_route_choice_roofward_archive
471,30,7,archive_signal,route radio buttons + map path highlight,none,none,2,paper lane,paper lane,paper lane,True,False,ssrm_v30_route_choice_archive_signal
472,30,8,signal_orchard,route radio buttons + map path highlight,none,none,2,river lantern loop,river lantern loop,river lantern loop,True,False,ssrm_v30_route_choice_signal_orchard
473,30,9,orchard_riverbend,route radio buttons + map path highlight,ArrowRight+Enter,tap direct,2,fen track,market plank route,fen track,True,True,ssrm_v30_route_choice_orchard_riverbend
474,30,10,central_repair_ring,route radio buttons + map path highlight,none,none,2,outer bell path,outer bell path,outer bell path,True,False,ssrm_v30_route_choice_central_repair_ring
475,30,11,riverbend_roofward,route radio buttons + map path highlight,none,none,2,river ford,river ford,river ford,True,False,ssrm_v30_route_choice_riverbend_roofward
476,30,12,roofward_archive,route radio buttons + map path highlight,none,none,2,cool archive lane,cool archive lane,cool archive lane,True,False,ssrm_v30_route_choice_roofward_archive
477,30,13,archive_signal,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,stone kiosk path,paper lane,stone kiosk path,True,True,ssrm_v30_route_choice_archive_signal
478,30,14,signal_orchard,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,river lantern loop,river lantern loop,river lantern loop,True,True,ssrm_v30_route_choice_signal_orchard
479,30,15,orchard_riverbend,route radio buttons + map path highlight,none,none,2,fen track,fen track,fen track,True,False,ssrm_v30_route_choice_orchard_riverbend
480,31,0,central_repair_ring,route radio buttons + map path highlight,none,none,2,outer bell path,outer bell path,outer bell path,True,False,ssrm_v30_route_choice_central_repair_ring
481,31,1,riverbend_roofward,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,orchard ridge detour,river ford,river ford,False,False,ssrm_v30_route_choice_riverbend_roofward
482,31,2,roofward_archive,route radio buttons + map path highlight,none,none,2,cool archive lane,cool archive lane,cool archive lane,True,False,ssrm_v30_route_choice_roofward_archive
483,31,3,archive_signal,route radio buttons + map path highlight,none,none,2,stone kiosk path,stone kiosk path,stone kiosk path,True,False,ssrm_v30_route_choice_archive_signal
484,31,4,signal_orchard,route radio buttons + map path highlight,ArrowRight+Enter,tap direct,2,dusk road,river lantern loop,dusk road,True,True,ssrm_v30_route_choice_signal_orchard
485,31,5,orchard_riverbend,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,market plank route,fen track,market plank route,True,True,ssrm_v30_route_choice_orchard_riverbend
486,31,6,central_repair_ring,route radio buttons + map path highlight,none,none,2,outer bell path,outer bell path,outer bell path,True,False,ssrm_v30_route_choice_central_repair_ring
487,31,7,riverbend_roofward,route radio buttons + map path highlight,none,none,2,river ford,river ford,river ford,True,False,ssrm_v30_route_choice_riverbend_roofward
488,31,8,roofward_archive,route radio buttons + map path highlight,none,none,2,cool archive lane,cool archive lane,cool archive lane,True,False,ssrm_v30_route_choice_roofward_archive
489,31,9,archive_signal,route radio buttons + map path highlight,ArrowRight+Enter,tap direct,2,paper lane,stone kiosk path,paper lane,True,True,ssrm_v30_route_choice_archive_signal
490,31,10,signal_orchard,route radio buttons + map path highlight,none,none,2,dusk road,dusk road,dusk road,True,False,ssrm_v30_route_choice_signal_orchard
491,31,11,orchard_riverbend,route radio buttons + map path highlight,none,none,2,market plank route,market plank route,market plank route,True,False,ssrm_v30_route_choice_orchard_riverbend
492,31,12,central_repair_ring,route radio buttons + map path highlight,none,none,2,outer bell path,outer bell path,outer bell path,True,False,ssrm_v30_route_choice_central_repair_ring
493,31,13,riverbend_roofward,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,orchard ridge detour,river ford,orchard ridge detour,True,True,ssrm_v30_route_choice_riverbend_roofward
494,31,14,roofward_archive,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,cool archive lane,cool archive lane,cool archive lane,True,True,ssrm_v30_route_choice_roofward_archive
495,31,15,archive_signal,route radio buttons + map path highlight,none,none,2,paper lane,paper lane,paper lane,True,False,ssrm_v30_route_choice_archive_signal
496,32,0,signal_orchard,route radio buttons + map path highlight,none,none,2,dusk road,dusk road,dusk road,True,False,ssrm_v30_route_choice_signal_orchard
497,32,1,orchard_riverbend,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,market plank route,market plank route,market plank route,True,True,ssrm_v30_route_choice_orchard_riverbend
498,32,2,central_repair_ring,route radio buttons + map path highlight,none,none,2,outer bell path,outer bell path,outer bell path,True,False,ssrm_v30_route_choice_central_repair_ring
499,32,3,riverbend_roofward,route radio buttons + map path highlight,none,none,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,False,ssrm_v30_route_choice_riverbend_roofward
500,32,4,roofward_archive,route radio buttons + map path highlight,none,none,2,cool archive lane,cool archive lane,cool archive lane,True,False,ssrm_v30_route_choice_roofward_archive
501,32,5,archive_signal,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,stone kiosk path,paper lane,stone kiosk path,True,True,ssrm_v30_route_choice_archive_signal
502,32,6,signal_orchard,route radio buttons + map path highlight,none,none,2,dusk road,dusk road,dusk road,True,False,ssrm_v30_route_choice_signal_orchard
503,32,7,orchard_riverbend,route radio buttons + map path highlight,none,none,2,market plank route,market plank route,market plank route,True,False,ssrm_v30_route_choice_orchard_riverbend
504,32,8,central_repair_ring,route radio buttons + map path highlight,none,none,2,outer bell path,outer bell path,outer bell path,True,False,ssrm_v30_route_choice_central_repair_ring
505,32,9,riverbend_roofward,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,True,ssrm_v30_route_choice_riverbend_roofward
506,32,10,roofward_archive,route radio buttons + map path highlight,none,none,2,cool archive lane,cool archive lane,cool archive lane,True,False,ssrm_v30_route_choice_roofward_archive
507,32,11,archive_signal,route radio buttons + map path highlight,none,none,2,stone kiosk path,stone kiosk path,stone kiosk path,True,False,ssrm_v30_route_choice_archive_signal
508,32,12,signal_orchard,route radio buttons + map path highlight,none,none,2,dusk road,dusk road,dusk road,True,False,ssrm_v30_route_choice_signal_orchard
509,32,13,orchard_riverbend,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,market plank route,market plank route,market plank route,True,True,ssrm_v30_route_choice_orchard_riverbend
510,32,14,central_repair_ring,route radio buttons + map path highlight,none,none,2,outer bell path,outer bell path,outer bell path,True,False,ssrm_v30_route_choice_central_repair_ring
511,32,15,riverbend_roofward,route radio buttons + map path highlight,none,none,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,False,ssrm_v30_route_choice_riverbend_roofward
512,33,0,roofward_archive,route radio buttons + map path highlight,none,none,2,cool archive lane,cool archive lane,cool archive lane,True,False,ssrm_v30_route_choice_roofward_archive
513,33,1,archive_signal,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,stone kiosk path,stone kiosk path,stone kiosk path,True,True,ssrm_v30_route_choice_archive_signal
514,33,2,signal_orchard,route radio buttons + map path highlight,none,none,2,dusk road,dusk road,dusk road,True,False,ssrm_v30_route_choice_signal_orchard
515,33,3,orchard_riverbend,route radio buttons + map path highlight,none,none,2,market plank route,market plank route,market plank route,True,False,ssrm_v30_route_choice_orchard_riverbend
516,33,4,central_repair_ring,route radio buttons + map path highlight,none,none,2,outer bell path,outer bell path,outer bell path,True,False,ssrm_v30_route_choice_central_repair_ring
517,33,5,riverbend_roofward,route radio buttons + map path highlight,ArrowRight+Enter,tap direct,2,river ford,orchard ridge detour,river ford,True,True,ssrm_v30_route_choice_riverbend_roofward
518,33,6,roofward_archive,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,cool archive lane,cool archive lane,cool archive lane,False,False,ssrm_v30_route_choice_roofward_archive
519,33,7,archive_signal,route radio buttons + map path highlight,none,none,2,stone kiosk path,stone kiosk path,stone kiosk path,True,False,ssrm_v30_route_choice_archive_signal
