epoch_id,simulated_year,settlement_id,lineage_id,memory_depth_generations,remembered_event,ritual_anchor,law_or_custom,relationship_continuity,memory_not_global_dump,visible_archive_marker
608,605,lichen_bridge,Luma-line,25,Luma-line remembers rope-touch rule from generation 22,rope-touch,custom: ask before taking signal stone,0.56029,True,archive:lichen_bridge:Luma-line:605
609,605,orchid_engine,Bea-line,25,Bea-line remembers gear-wash-thanks rule from generation 22,gear-wash-thanks,custom: ask before taking steam water,0.560142,True,archive:orchid_engine:Bea-line:605
609,605,orchid_engine,Cai-line,25,Cai-line remembers gear-wash-thanks rule from generation 22,gear-wash-thanks,custom: ask before taking steam water,0.560142,True,archive:orchid_engine:Cai-line:605
609,605,orchid_engine,Eli-line,25,Eli-line remembers gear-wash-thanks rule from generation 22,gear-wash-thanks,custom: ask before taking steam water,0.560142,True,archive:orchid_engine:Eli-line:605
610,610,moss_ward,Tala-line,25,Tala-line remembers warm-cup rule from generation 22,warm-cup,custom: ask before taking root starch,0.559434,True,archive:moss_ward:Tala-line:610
611,610,glass_harbor,Nia-line,25,Nia-line remembers net-knot-thanks rule from generation 22,net-knot-thanks,custom: ask before taking kelp fiber,0.559286,True,archive:glass_harbor:Nia-line:610
613,610,lichen_bridge,Luma-line,25,Luma-line remembers rope-touch rule from generation 22,rope-touch,custom: ask before taking signal stone,0.560286,True,archive:lichen_bridge:Luma-line:610
614,610,orchid_engine,Bea-line,25,Bea-line remembers gear-wash-thanks rule from generation 22,gear-wash-thanks,custom: ask before taking steam water,0.560204,True,archive:orchid_engine:Bea-line:610
614,610,orchid_engine,Cai-line,25,Cai-line remembers gear-wash-thanks rule from generation 22,gear-wash-thanks,custom: ask before taking steam water,0.560204,True,archive:orchid_engine:Cai-line:610
614,610,orchid_engine,Eli-line,25,Eli-line remembers gear-wash-thanks rule from generation 22,gear-wash-thanks,custom: ask before taking steam water,0.560204,True,archive:orchid_engine:Eli-line:610
615,615,moss_ward,Tala-line,25,Tala-line remembers warm-cup rule from generation 22,warm-cup,custom: ask before taking root starch,0.55943,True,archive:moss_ward:Tala-line:615
616,615,glass_harbor,Nia-line,25,Nia-line remembers net-knot-thanks rule from generation 22,net-knot-thanks,custom: ask before taking kelp fiber,0.559282,True,archive:glass_harbor:Nia-line:615
618,615,lichen_bridge,Luma-line,25,Luma-line remembers rope-touch rule from generation 22,rope-touch,custom: ask before taking signal stone,0.560348,True,archive:lichen_bridge:Luma-line:615
619,615,orchid_engine,Bea-line,25,Bea-line remembers gear-wash-thanks rule from generation 22,gear-wash-thanks,custom: ask before taking steam water,0.5602,True,archive:orchid_engine:Bea-line:615
619,615,orchid_engine,Cai-line,25,Cai-line remembers gear-wash-thanks rule from generation 22,gear-wash-thanks,custom: ask before taking steam water,0.5602,True,archive:orchid_engine:Cai-line:615
619,615,orchid_engine,Eli-line,25,Eli-line remembers gear-wash-thanks rule from generation 22,gear-wash-thanks,custom: ask before taking steam water,0.5602,True,archive:orchid_engine:Eli-line:615
620,620,moss_ward,Tala-line,25,Tala-line remembers warm-cup rule from generation 22,warm-cup,custom: ask before taking root starch,0.559426,True,archive:moss_ward:Tala-line:620
621,620,glass_harbor,Nia-line,25,Nia-line remembers net-knot-thanks rule from generation 22,net-knot-thanks,custom: ask before taking kelp fiber,0.559278,True,archive:glass_harbor:Nia-line:620
623,620,lichen_bridge,Luma-line,25,Luma-line remembers rope-touch rule from generation 22,rope-touch,custom: ask before taking signal stone,0.560344,True,archive:lichen_bridge:Luma-line:620
624,620,orchid_engine,Bea-line,25,Bea-line remembers gear-wash-thanks rule from generation 22,gear-wash-thanks,custom: ask before taking steam water,0.560196,True,archive:orchid_engine:Bea-line:620
624,620,orchid_engine,Cai-line,25,Cai-line remembers gear-wash-thanks rule from generation 22,gear-wash-thanks,custom: ask before taking steam water,0.560196,True,archive:orchid_engine:Cai-line:620
624,620,orchid_engine,Eli-line,25,Eli-line remembers gear-wash-thanks rule from generation 22,gear-wash-thanks,custom: ask before taking steam water,0.560196,True,archive:orchid_engine:Eli-line:620
625,625,moss_ward,Ari-line,26,Ari-line remembers warm-cup rule from generation 23,warm-cup,custom: ask before taking moss fiber,0.565758,True,archive:moss_ward:Ari-line:625
625,625,moss_ward,Fay-line,26,Fay-line remembers warm-cup rule from generation 23,warm-cup,custom: ask before taking moss fiber,0.565758,True,archive:moss_ward:Fay-line:625
627,625,cinder_garden,Juno-line,26,Juno-line remembers seed-count rule from generation 23,seed-count,custom: ask before taking ember fruit,0.566824,True,archive:cinder_garden:Juno-line:625
627,625,cinder_garden,Wren-line,26,Wren-line remembers seed-count rule from generation 23,seed-count,custom: ask before taking ember fruit,0.566824,True,archive:cinder_garden:Wren-line:625
628,625,lichen_bridge,Kio-line,26,Kio-line remembers rope-touch rule from generation 23,rope-touch,custom: ask before taking lichen paste,0.566676,True,archive:lichen_bridge:Kio-line:625
628,625,lichen_bridge,Sol-line,26,Sol-line remembers rope-touch rule from generation 23,rope-touch,custom: ask before taking lichen paste,0.566676,True,archive:lichen_bridge:Sol-line:625
630,630,moss_ward,Ari-line,26,Ari-line remembers warm-cup rule from generation 23,warm-cup,custom: ask before taking moss fiber,0.56582,True,archive:moss_ward:Ari-line:630
630,630,moss_ward,Fay-line,26,Fay-line remembers warm-cup rule from generation 23,warm-cup,custom: ask before taking moss fiber,0.56582,True,archive:moss_ward:Fay-line:630
632,630,cinder_garden,Juno-line,26,Juno-line remembers seed-count rule from generation 23,seed-count,custom: ask before taking ember fruit,0.56682,True,archive:cinder_garden:Juno-line:630
632,630,cinder_garden,Wren-line,26,Wren-line remembers seed-count rule from generation 23,seed-count,custom: ask before taking ember fruit,0.56682,True,archive:cinder_garden:Wren-line:630
633,630,lichen_bridge,Kio-line,26,Kio-line remembers rope-touch rule from generation 23,rope-touch,custom: ask before taking lichen paste,0.566672,True,archive:lichen_bridge:Kio-line:630
633,630,lichen_bridge,Sol-line,26,Sol-line remembers rope-touch rule from generation 23,rope-touch,custom: ask before taking lichen paste,0.566672,True,archive:lichen_bridge:Sol-line:630
635,635,moss_ward,Ari-line,26,Ari-line remembers warm-cup rule from generation 23,warm-cup,custom: ask before taking moss fiber,0.565816,True,archive:moss_ward:Ari-line:635
635,635,moss_ward,Fay-line,26,Fay-line remembers warm-cup rule from generation 23,warm-cup,custom: ask before taking moss fiber,0.565816,True,archive:moss_ward:Fay-line:635
637,635,cinder_garden,Juno-line,26,Juno-line remembers seed-count rule from generation 23,seed-count,custom: ask before taking ember fruit,0.566816,True,archive:cinder_garden:Juno-line:635
637,635,cinder_garden,Wren-line,26,Wren-line remembers seed-count rule from generation 23,seed-count,custom: ask before taking ember fruit,0.566816,True,archive:cinder_garden:Wren-line:635
638,635,lichen_bridge,Kio-line,26,Kio-line remembers rope-touch rule from generation 23,rope-touch,custom: ask before taking lichen paste,0.566669,True,archive:lichen_bridge:Kio-line:635
638,635,lichen_bridge,Sol-line,26,Sol-line remembers rope-touch rule from generation 23,rope-touch,custom: ask before taking lichen paste,0.566669,True,archive:lichen_bridge:Sol-line:635
640,640,moss_ward,Ari-line,26,Ari-line remembers warm-cup rule from generation 23,warm-cup,custom: ask before taking moss fiber,0.565812,True,archive:moss_ward:Ari-line:640
640,640,moss_ward,Fay-line,26,Fay-line remembers warm-cup rule from generation 23,warm-cup,custom: ask before taking moss fiber,0.565812,True,archive:moss_ward:Fay-line:640
642,640,cinder_garden,Juno-line,26,Juno-line remembers seed-count rule from generation 23,seed-count,custom: ask before taking ember fruit,0.566813,True,archive:cinder_garden:Juno-line:640
642,640,cinder_garden,Wren-line,26,Wren-line remembers seed-count rule from generation 23,seed-count,custom: ask before taking ember fruit,0.566813,True,archive:cinder_garden:Wren-line:640
643,640,lichen_bridge,Kio-line,26,Kio-line remembers rope-touch rule from generation 23,rope-touch,custom: ask before taking lichen paste,0.566665,True,archive:lichen_bridge:Kio-line:640
643,640,lichen_bridge,Sol-line,26,Sol-line remembers rope-touch rule from generation 23,rope-touch,custom: ask before taking lichen paste,0.566665,True,archive:lichen_bridge:Sol-line:640
645,645,moss_ward,Ari-line,26,Ari-line remembers warm-cup rule from generation 23,warm-cup,custom: ask before taking moss fiber,0.565808,True,archive:moss_ward:Ari-line:645
645,645,moss_ward,Fay-line,26,Fay-line remembers warm-cup rule from generation 23,warm-cup,custom: ask before taking moss fiber,0.565808,True,archive:moss_ward:Fay-line:645
647,645,cinder_garden,Juno-line,26,Juno-line remembers seed-count rule from generation 23,seed-count,custom: ask before taking ember fruit,0.566809,True,archive:cinder_garden:Juno-line:645
647,645,cinder_garden,Wren-line,26,Wren-line remembers seed-count rule from generation 23,seed-count,custom: ask before taking ember fruit,0.566809,True,archive:cinder_garden:Wren-line:645
648,645,lichen_bridge,Kio-line,26,Kio-line remembers rope-touch rule from generation 23,rope-touch,custom: ask before taking lichen paste,0.566661,True,archive:lichen_bridge:Kio-line:645
648,645,lichen_bridge,Sol-line,26,Sol-line remembers rope-touch rule from generation 23,rope-touch,custom: ask before taking lichen paste,0.566661,True,archive:lichen_bridge:Sol-line:645
651,650,glass_harbor,Oren-line,27,Oren-line remembers net-knot-thanks rule from generation 24,net-knot-thanks,custom: ask before taking lamp oil,0.573289,True,archive:glass_harbor:Oren-line:650
651,650,glass_harbor,Sera-line,27,Sera-line remembers net-knot-thanks rule from generation 24,net-knot-thanks,custom: ask before taking lamp oil,0.573289,True,archive:glass_harbor:Sera-line:650
652,650,cinder_garden,Pax-line,27,Pax-line remembers seed-count rule from generation 24,seed-count,custom: ask before taking shade wood,0.573141,True,archive:cinder_garden:Pax-line:650
656,655,glass_harbor,Oren-line,27,Oren-line remembers net-knot-thanks rule from generation 24,net-knot-thanks,custom: ask before taking lamp oil,0.573285,True,archive:glass_harbor:Oren-line:655
656,655,glass_harbor,Sera-line,27,Sera-line remembers net-knot-thanks rule from generation 24,net-knot-thanks,custom: ask before taking lamp oil,0.573285,True,archive:glass_harbor:Sera-line:655
657,655,cinder_garden,Pax-line,27,Pax-line remembers seed-count rule from generation 24,seed-count,custom: ask before taking shade wood,0.573137,True,archive:cinder_garden:Pax-line:655
661,660,glass_harbor,Oren-line,27,Oren-line remembers net-knot-thanks rule from generation 24,net-knot-thanks,custom: ask before taking lamp oil,0.573281,True,archive:glass_harbor:Oren-line:660
661,660,glass_harbor,Sera-line,27,Sera-line remembers net-knot-thanks rule from generation 24,net-knot-thanks,custom: ask before taking lamp oil,0.573281,True,archive:glass_harbor:Sera-line:660
662,660,cinder_garden,Pax-line,27,Pax-line remembers seed-count rule from generation 24,seed-count,custom: ask before taking shade wood,0.573133,True,archive:cinder_garden:Pax-line:660
666,665,glass_harbor,Oren-line,27,Oren-line remembers net-knot-thanks rule from generation 24,net-knot-thanks,custom: ask before taking lamp oil,0.573277,True,archive:glass_harbor:Oren-line:665
666,665,glass_harbor,Sera-line,27,Sera-line remembers net-knot-thanks rule from generation 24,net-knot-thanks,custom: ask before taking lamp oil,0.573277,True,archive:glass_harbor:Sera-line:665
667,665,cinder_garden,Pax-line,27,Pax-line remembers seed-count rule from generation 24,seed-count,custom: ask before taking shade wood,0.573129,True,archive:cinder_garden:Pax-line:665
671,670,glass_harbor,Oren-line,27,Oren-line remembers net-knot-thanks rule from generation 24,net-knot-thanks,custom: ask before taking lamp oil,0.573273,True,archive:glass_harbor:Oren-line:670
671,670,glass_harbor,Sera-line,27,Sera-line remembers net-knot-thanks rule from generation 24,net-knot-thanks,custom: ask before taking lamp oil,0.573273,True,archive:glass_harbor:Sera-line:670
672,670,cinder_garden,Pax-line,27,Pax-line remembers seed-count rule from generation 24,seed-count,custom: ask before taking shade wood,0.573125,True,archive:cinder_garden:Pax-line:670
675,675,moss_ward,Tala-line,28,Tala-line remembers warm-cup rule from generation 25,warm-cup,custom: ask before taking root starch,0.579753,True,archive:moss_ward:Tala-line:675
676,675,glass_harbor,Nia-line,28,Nia-line remembers net-knot-thanks rule from generation 25,net-knot-thanks,custom: ask before taking kelp fiber,0.579605,True,archive:glass_harbor:Nia-line:675
678,675,lichen_bridge,Luma-line,28,Luma-line remembers rope-touch rule from generation 25,rope-touch,custom: ask before taking signal stone,0.579309,True,archive:lichen_bridge:Luma-line:675
679,675,orchid_engine,Bea-line,28,Bea-line remembers gear-wash-thanks rule from generation 25,gear-wash-thanks,custom: ask before taking steam water,0.579162,True,archive:orchid_engine:Bea-line:675
679,675,orchid_engine,Cai-line,28,Cai-line remembers gear-wash-thanks rule from generation 25,gear-wash-thanks,custom: ask before taking steam water,0.579162,True,archive:orchid_engine:Cai-line:675
679,675,orchid_engine,Eli-line,28,Eli-line remembers gear-wash-thanks rule from generation 25,gear-wash-thanks,custom: ask before taking steam water,0.579162,True,archive:orchid_engine:Eli-line:675
680,680,moss_ward,Tala-line,28,Tala-line remembers warm-cup rule from generation 25,warm-cup,custom: ask before taking root starch,0.579749,True,archive:moss_ward:Tala-line:680
681,680,glass_harbor,Nia-line,28,Nia-line remembers net-knot-thanks rule from generation 25,net-knot-thanks,custom: ask before taking kelp fiber,0.579601,True,archive:glass_harbor:Nia-line:680
683,680,lichen_bridge,Luma-line,28,Luma-line remembers rope-touch rule from generation 25,rope-touch,custom: ask before taking signal stone,0.579306,True,archive:lichen_bridge:Luma-line:680
684,680,orchid_engine,Bea-line,28,Bea-line remembers gear-wash-thanks rule from generation 25,gear-wash-thanks,custom: ask before taking steam water,0.579158,True,archive:orchid_engine:Bea-line:680
684,680,orchid_engine,Cai-line,28,Cai-line remembers gear-wash-thanks rule from generation 25,gear-wash-thanks,custom: ask before taking steam water,0.579158,True,archive:orchid_engine:Cai-line:680
684,680,orchid_engine,Eli-line,28,Eli-line remembers gear-wash-thanks rule from generation 25,gear-wash-thanks,custom: ask before taking steam water,0.579158,True,archive:orchid_engine:Eli-line:680
685,685,moss_ward,Tala-line,28,Tala-line remembers warm-cup rule from generation 25,warm-cup,custom: ask before taking root starch,0.579745,True,archive:moss_ward:Tala-line:685
686,685,glass_harbor,Nia-line,28,Nia-line remembers net-knot-thanks rule from generation 25,net-knot-thanks,custom: ask before taking kelp fiber,0.579597,True,archive:glass_harbor:Nia-line:685
688,685,lichen_bridge,Luma-line,28,Luma-line remembers rope-touch rule from generation 25,rope-touch,custom: ask before taking signal stone,0.579302,True,archive:lichen_bridge:Luma-line:685
689,685,orchid_engine,Bea-line,28,Bea-line remembers gear-wash-thanks rule from generation 25,gear-wash-thanks,custom: ask before taking steam water,0.579154,True,archive:orchid_engine:Bea-line:685
689,685,orchid_engine,Cai-line,28,Cai-line remembers gear-wash-thanks rule from generation 25,gear-wash-thanks,custom: ask before taking steam water,0.579154,True,archive:orchid_engine:Cai-line:685
689,685,orchid_engine,Eli-line,28,Eli-line remembers gear-wash-thanks rule from generation 25,gear-wash-thanks,custom: ask before taking steam water,0.579154,True,archive:orchid_engine:Eli-line:685
690,690,moss_ward,Tala-line,28,Tala-line remembers warm-cup rule from generation 25,warm-cup,custom: ask before taking root starch,0.579741,True,archive:moss_ward:Tala-line:690
691,690,glass_harbor,Nia-line,28,Nia-line remembers net-knot-thanks rule from generation 25,net-knot-thanks,custom: ask before taking kelp fiber,0.579594,True,archive:glass_harbor:Nia-line:690
693,690,lichen_bridge,Luma-line,28,Luma-line remembers rope-touch rule from generation 25,rope-touch,custom: ask before taking signal stone,0.579298,True,archive:lichen_bridge:Luma-line:690
694,690,orchid_engine,Bea-line,28,Bea-line remembers gear-wash-thanks rule from generation 25,gear-wash-thanks,custom: ask before taking steam water,0.57915,True,archive:orchid_engine:Bea-line:690
694,690,orchid_engine,Cai-line,28,Cai-line remembers gear-wash-thanks rule from generation 25,gear-wash-thanks,custom: ask before taking steam water,0.57915,True,archive:orchid_engine:Cai-line:690
694,690,orchid_engine,Eli-line,28,Eli-line remembers gear-wash-thanks rule from generation 25,gear-wash-thanks,custom: ask before taking steam water,0.57915,True,archive:orchid_engine:Eli-line:690
695,695,moss_ward,Tala-line,28,Tala-line remembers warm-cup rule from generation 25,warm-cup,custom: ask before taking root starch,0.579738,True,archive:moss_ward:Tala-line:695
696,695,glass_harbor,Nia-line,28,Nia-line remembers net-knot-thanks rule from generation 25,net-knot-thanks,custom: ask before taking kelp fiber,0.57959,True,archive:glass_harbor:Nia-line:695
698,695,lichen_bridge,Luma-line,28,Luma-line remembers rope-touch rule from generation 25,rope-touch,custom: ask before taking signal stone,0.579294,True,archive:lichen_bridge:Luma-line:695
699,695,orchid_engine,Bea-line,28,Bea-line remembers gear-wash-thanks rule from generation 25,gear-wash-thanks,custom: ask before taking steam water,0.579212,True,archive:orchid_engine:Bea-line:695
699,695,orchid_engine,Cai-line,28,Cai-line remembers gear-wash-thanks rule from generation 25,gear-wash-thanks,custom: ask before taking steam water,0.579212,True,archive:orchid_engine:Cai-line:695
699,695,orchid_engine,Eli-line,28,Eli-line remembers gear-wash-thanks rule from generation 25,gear-wash-thanks,custom: ask before taking steam water,0.579212,True,archive:orchid_engine:Eli-line:695
700,700,moss_ward,Ari-line,29,Ari-line remembers warm-cup rule from generation 26,warm-cup,custom: ask before taking moss fiber,0.586055,True,archive:moss_ward:Ari-line:700
700,700,moss_ward,Fay-line,29,Fay-line remembers warm-cup rule from generation 26,warm-cup,custom: ask before taking moss fiber,0.586055,True,archive:moss_ward:Fay-line:700
702,700,cinder_garden,Juno-line,29,Juno-line remembers seed-count rule from generation 26,seed-count,custom: ask before taking ember fruit,0.585759,True,archive:cinder_garden:Juno-line:700
702,700,cinder_garden,Wren-line,29,Wren-line remembers seed-count rule from generation 26,seed-count,custom: ask before taking ember fruit,0.585759,True,archive:cinder_garden:Wren-line:700
703,700,lichen_bridge,Kio-line,29,Kio-line remembers rope-touch rule from generation 26,rope-touch,custom: ask before taking lichen paste,0.585678,True,archive:lichen_bridge:Kio-line:700
703,700,lichen_bridge,Sol-line,29,Sol-line remembers rope-touch rule from generation 26,rope-touch,custom: ask before taking lichen paste,0.585678,True,archive:lichen_bridge:Sol-line:700
705,705,moss_ward,Ari-line,29,Ari-line remembers warm-cup rule from generation 26,warm-cup,custom: ask before taking moss fiber,0.586051,True,archive:moss_ward:Ari-line:705
705,705,moss_ward,Fay-line,29,Fay-line remembers warm-cup rule from generation 26,warm-cup,custom: ask before taking moss fiber,0.586051,True,archive:moss_ward:Fay-line:705
707,705,cinder_garden,Juno-line,29,Juno-line remembers seed-count rule from generation 26,seed-count,custom: ask before taking ember fruit,0.585822,True,archive:cinder_garden:Juno-line:705
707,705,cinder_garden,Wren-line,29,Wren-line remembers seed-count rule from generation 26,seed-count,custom: ask before taking ember fruit,0.585822,True,archive:cinder_garden:Wren-line:705
708,705,lichen_bridge,Kio-line,29,Kio-line remembers rope-touch rule from generation 26,rope-touch,custom: ask before taking lichen paste,0.585674,True,archive:lichen_bridge:Kio-line:705
708,705,lichen_bridge,Sol-line,29,Sol-line remembers rope-touch rule from generation 26,rope-touch,custom: ask before taking lichen paste,0.585674,True,archive:lichen_bridge:Sol-line:705
710,710,moss_ward,Ari-line,29,Ari-line remembers warm-cup rule from generation 26,warm-cup,custom: ask before taking moss fiber,0.586047,True,archive:moss_ward:Ari-line:710
710,710,moss_ward,Fay-line,29,Fay-line remembers warm-cup rule from generation 26,warm-cup,custom: ask before taking moss fiber,0.586047,True,archive:moss_ward:Fay-line:710
712,710,cinder_garden,Juno-line,29,Juno-line remembers seed-count rule from generation 26,seed-count,custom: ask before taking ember fruit,0.585818,True,archive:cinder_garden:Juno-line:710
712,710,cinder_garden,Wren-line,29,Wren-line remembers seed-count rule from generation 26,seed-count,custom: ask before taking ember fruit,0.585818,True,archive:cinder_garden:Wren-line:710
713,710,lichen_bridge,Kio-line,29,Kio-line remembers rope-touch rule from generation 26,rope-touch,custom: ask before taking lichen paste,0.58567,True,archive:lichen_bridge:Kio-line:710
713,710,lichen_bridge,Sol-line,29,Sol-line remembers rope-touch rule from generation 26,rope-touch,custom: ask before taking lichen paste,0.58567,True,archive:lichen_bridge:Sol-line:710
715,715,moss_ward,Ari-line,29,Ari-line remembers warm-cup rule from generation 26,warm-cup,custom: ask before taking moss fiber,0.58611,True,archive:moss_ward:Ari-line:715
715,715,moss_ward,Fay-line,29,Fay-line remembers warm-cup rule from generation 26,warm-cup,custom: ask before taking moss fiber,0.58611,True,archive:moss_ward:Fay-line:715
717,715,cinder_garden,Juno-line,29,Juno-line remembers seed-count rule from generation 26,seed-count,custom: ask before taking ember fruit,0.585814,True,archive:cinder_garden:Juno-line:715
717,715,cinder_garden,Wren-line,29,Wren-line remembers seed-count rule from generation 26,seed-count,custom: ask before taking ember fruit,0.585814,True,archive:cinder_garden:Wren-line:715
718,715,lichen_bridge,Kio-line,29,Kio-line remembers rope-touch rule from generation 26,rope-touch,custom: ask before taking lichen paste,0.585666,True,archive:lichen_bridge:Kio-line:715
718,715,lichen_bridge,Sol-line,29,Sol-line remembers rope-touch rule from generation 26,rope-touch,custom: ask before taking lichen paste,0.585666,True,archive:lichen_bridge:Sol-line:715
720,720,moss_ward,Ari-line,29,Ari-line remembers warm-cup rule from generation 26,warm-cup,custom: ask before taking moss fiber,0.586106,True,archive:moss_ward:Ari-line:720
720,720,moss_ward,Fay-line,29,Fay-line remembers warm-cup rule from generation 26,warm-cup,custom: ask before taking moss fiber,0.586106,True,archive:moss_ward:Fay-line:720
722,720,cinder_garden,Juno-line,29,Juno-line remembers seed-count rule from generation 26,seed-count,custom: ask before taking ember fruit,0.58581,True,archive:cinder_garden:Juno-line:720
722,720,cinder_garden,Wren-line,29,Wren-line remembers seed-count rule from generation 26,seed-count,custom: ask before taking ember fruit,0.58581,True,archive:cinder_garden:Wren-line:720
723,720,lichen_bridge,Kio-line,29,Kio-line remembers rope-touch rule from generation 26,rope-touch,custom: ask before taking lichen paste,0.585662,True,archive:lichen_bridge:Kio-line:720
723,720,lichen_bridge,Sol-line,29,Sol-line remembers rope-touch rule from generation 26,rope-touch,custom: ask before taking lichen paste,0.585662,True,archive:lichen_bridge:Sol-line:720
726,725,glass_harbor,Oren-line,30,Oren-line remembers net-knot-thanks rule from generation 27,net-knot-thanks,custom: ask before taking lamp oil,0.592304,True,archive:glass_harbor:Oren-line:725
726,725,glass_harbor,Sera-line,30,Sera-line remembers net-knot-thanks rule from generation 27,net-knot-thanks,custom: ask before taking lamp oil,0.592304,True,archive:glass_harbor:Sera-line:725
727,725,cinder_garden,Pax-line,30,Pax-line remembers seed-count rule from generation 27,seed-count,custom: ask before taking shade wood,0.592157,True,archive:cinder_garden:Pax-line:725
731,730,glass_harbor,Oren-line,30,Oren-line remembers net-knot-thanks rule from generation 27,net-knot-thanks,custom: ask before taking lamp oil,0.592301,True,archive:glass_harbor:Oren-line:730
731,730,glass_harbor,Sera-line,30,Sera-line remembers net-knot-thanks rule from generation 27,net-knot-thanks,custom: ask before taking lamp oil,0.592301,True,archive:glass_harbor:Sera-line:730
732,730,cinder_garden,Pax-line,30,Pax-line remembers seed-count rule from generation 27,seed-count,custom: ask before taking shade wood,0.592153,True,archive:cinder_garden:Pax-line:730
736,735,glass_harbor,Oren-line,30,Oren-line remembers net-knot-thanks rule from generation 27,net-knot-thanks,custom: ask before taking lamp oil,0.592297,True,archive:glass_harbor:Oren-line:735
736,735,glass_harbor,Sera-line,30,Sera-line remembers net-knot-thanks rule from generation 27,net-knot-thanks,custom: ask before taking lamp oil,0.592297,True,archive:glass_harbor:Sera-line:735
737,735,cinder_garden,Pax-line,30,Pax-line remembers seed-count rule from generation 27,seed-count,custom: ask before taking shade wood,0.592149,True,archive:cinder_garden:Pax-line:735
741,740,glass_harbor,Oren-line,30,Oren-line remembers net-knot-thanks rule from generation 27,net-knot-thanks,custom: ask before taking lamp oil,0.592293,True,archive:glass_harbor:Oren-line:740
741,740,glass_harbor,Sera-line,30,Sera-line remembers net-knot-thanks rule from generation 27,net-knot-thanks,custom: ask before taking lamp oil,0.592293,True,archive:glass_harbor:Sera-line:740
742,740,cinder_garden,Pax-line,30,Pax-line remembers seed-count rule from generation 27,seed-count,custom: ask before taking shade wood,0.592145,True,archive:cinder_garden:Pax-line:740
746,745,glass_harbor,Oren-line,30,Oren-line remembers net-knot-thanks rule from generation 27,net-knot-thanks,custom: ask before taking lamp oil,0.592289,True,archive:glass_harbor:Oren-line:745
746,745,glass_harbor,Sera-line,30,Sera-line remembers net-knot-thanks rule from generation 27,net-knot-thanks,custom: ask before taking lamp oil,0.592289,True,archive:glass_harbor:Sera-line:745
747,745,cinder_garden,Pax-line,30,Pax-line remembers seed-count rule from generation 27,seed-count,custom: ask before taking shade wood,0.592141,True,archive:cinder_garden:Pax-line:745
750,750,moss_ward,Tala-line,31,Tala-line remembers warm-cup rule from generation 28,warm-cup,custom: ask before taking root starch,0.598769,True,archive:moss_ward:Tala-line:750
751,750,glass_harbor,Nia-line,31,Nia-line remembers net-knot-thanks rule from generation 28,net-knot-thanks,custom: ask before taking kelp fiber,0.598621,True,archive:glass_harbor:Nia-line:750
753,750,lichen_bridge,Luma-line,31,Luma-line remembers rope-touch rule from generation 28,rope-touch,custom: ask before taking signal stone,0.598325,True,archive:lichen_bridge:Luma-line:750
754,750,orchid_engine,Bea-line,31,Bea-line remembers gear-wash-thanks rule from generation 28,gear-wash-thanks,custom: ask before taking steam water,0.598177,True,archive:orchid_engine:Bea-line:750
754,750,orchid_engine,Cai-line,31,Cai-line remembers gear-wash-thanks rule from generation 28,gear-wash-thanks,custom: ask before taking steam water,0.598177,True,archive:orchid_engine:Cai-line:750
754,750,orchid_engine,Eli-line,31,Eli-line remembers gear-wash-thanks rule from generation 28,gear-wash-thanks,custom: ask before taking steam water,0.598177,True,archive:orchid_engine:Eli-line:750
755,755,moss_ward,Tala-line,31,Tala-line remembers warm-cup rule from generation 28,warm-cup,custom: ask before taking root starch,0.598765,True,archive:moss_ward:Tala-line:755
756,755,glass_harbor,Nia-line,31,Nia-line remembers net-knot-thanks rule from generation 28,net-knot-thanks,custom: ask before taking kelp fiber,0.598617,True,archive:glass_harbor:Nia-line:755
758,755,lichen_bridge,Luma-line,31,Luma-line remembers rope-touch rule from generation 28,rope-touch,custom: ask before taking signal stone,0.598321,True,archive:lichen_bridge:Luma-line:755
759,755,orchid_engine,Bea-line,31,Bea-line remembers gear-wash-thanks rule from generation 28,gear-wash-thanks,custom: ask before taking steam water,0.598173,True,archive:orchid_engine:Bea-line:755
759,755,orchid_engine,Cai-line,31,Cai-line remembers gear-wash-thanks rule from generation 28,gear-wash-thanks,custom: ask before taking steam water,0.598173,True,archive:orchid_engine:Cai-line:755
759,755,orchid_engine,Eli-line,31,Eli-line remembers gear-wash-thanks rule from generation 28,gear-wash-thanks,custom: ask before taking steam water,0.598173,True,archive:orchid_engine:Eli-line:755
760,760,moss_ward,Tala-line,31,Tala-line remembers warm-cup rule from generation 28,warm-cup,custom: ask before taking root starch,0.598761,True,archive:moss_ward:Tala-line:760
761,760,glass_harbor,Nia-line,31,Nia-line remembers net-knot-thanks rule from generation 28,net-knot-thanks,custom: ask before taking kelp fiber,0.598613,True,archive:glass_harbor:Nia-line:760
763,760,lichen_bridge,Luma-line,31,Luma-line remembers rope-touch rule from generation 28,rope-touch,custom: ask before taking signal stone,0.598317,True,archive:lichen_bridge:Luma-line:760
764,760,orchid_engine,Bea-line,31,Bea-line remembers gear-wash-thanks rule from generation 28,gear-wash-thanks,custom: ask before taking steam water,0.59817,True,archive:orchid_engine:Bea-line:760
764,760,orchid_engine,Cai-line,31,Cai-line remembers gear-wash-thanks rule from generation 28,gear-wash-thanks,custom: ask before taking steam water,0.59817,True,archive:orchid_engine:Cai-line:760
764,760,orchid_engine,Eli-line,31,Eli-line remembers gear-wash-thanks rule from generation 28,gear-wash-thanks,custom: ask before taking steam water,0.59817,True,archive:orchid_engine:Eli-line:760
