tick_id,day,route_id,agent,posture_before,posture_after,gaze,distance,gesture,reaction_trigger,body_language_visible,persists_after_reload
535,39,roofward_archive,Nia,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
536,39,archive_signal,Nia,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
537,39,signal_orchard,Ivo,open forward lean,relieved reset stance,toward avatar,0.34,open palm,dialogue,True,False
538,39,orchard_riverbend,Ivo,relieved reset stance,open forward lean,toward route board,0.34,open palm,merge,True,False
539,39,central_repair_ring,Pax,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
540,39,riverbend_roofward,Ari,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
541,39,roofward_archive,Nia,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
542,39,archive_signal,Nia,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
543,39,signal_orchard,Ivo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
544,39,orchard_riverbend,Ivo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
545,39,central_repair_ring,Pax,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
546,40,riverbend_roofward,Ari,open forward lean,open forward lean,side glance,0.34,open palm,reload,True,True
547,40,roofward_archive,Nia,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
548,40,archive_signal,Nia,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
549,40,signal_orchard,Ivo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
550,40,orchard_riverbend,Ivo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
551,40,central_repair_ring,Pax,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
552,40,riverbend_roofward,Ari,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
553,40,roofward_archive,Nia,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
554,40,archive_signal,Nia,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
555,40,signal_orchard,Ivo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
556,40,orchard_riverbend,Ivo,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
557,40,central_repair_ring,Pax,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
558,40,riverbend_roofward,Ari,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,True
559,40,roofward_archive,Nia,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
560,41,archive_signal,Nia,open forward lean,open forward lean,side glance,0.34,open palm,reload,True,True
561,41,signal_orchard,Ivo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
562,41,orchard_riverbend,Ivo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
563,41,central_repair_ring,Pax,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
564,41,riverbend_roofward,Ari,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
565,41,roofward_archive,Nia,open forward lean,relieved reset stance,toward avatar,0.34,open palm,dialogue,True,False
566,41,archive_signal,Nia,relieved reset stance,open forward lean,toward route board,0.34,open palm,merge,True,False
567,41,signal_orchard,Ivo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
568,41,orchard_riverbend,Ivo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
569,41,central_repair_ring,Pax,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
570,41,riverbend_roofward,Ari,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
571,41,roofward_archive,Nia,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
572,41,archive_signal,Nia,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
573,41,signal_orchard,Ivo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
574,42,central_repair_ring,Juno,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,True
575,42,riverbend_roofward,Fay,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
576,42,roofward_archive,Fay,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
577,42,archive_signal,Milo,open forward lean,relieved reset stance,toward avatar,0.34,open palm,dialogue,True,False
578,42,signal_orchard,Milo,relieved reset stance,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
579,42,orchard_riverbend,Ari,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
580,42,central_repair_ring,Juno,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
581,42,riverbend_roofward,Fay,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
582,42,roofward_archive,Fay,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
583,42,archive_signal,Milo,open forward lean,relieved reset stance,toward avatar,0.34,open palm,dialogue,True,False
584,42,signal_orchard,Milo,relieved reset stance,open forward lean,toward route board,0.34,open palm,merge,True,False
585,42,orchard_riverbend,Ari,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
586,42,central_repair_ring,Juno,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
587,42,riverbend_roofward,Fay,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
588,43,roofward_archive,Fay,open forward lean,open forward lean,side glance,0.34,open palm,reload,True,True
589,43,archive_signal,Milo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,True
590,43,signal_orchard,Milo,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
591,43,orchard_riverbend,Ari,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
592,43,central_repair_ring,Juno,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
593,43,riverbend_roofward,Fay,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
594,43,roofward_archive,Fay,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
595,43,archive_signal,Milo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
596,43,signal_orchard,Milo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
597,43,orchard_riverbend,Ari,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
598,43,central_repair_ring,Juno,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
599,43,riverbend_roofward,Fay,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
600,43,roofward_archive,Fay,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
601,43,archive_signal,Milo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
602,44,signal_orchard,Milo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,True
603,44,orchard_riverbend,Ari,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
604,44,central_repair_ring,Juno,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
605,44,riverbend_roofward,Fay,open forward lean,relieved reset stance,toward avatar,0.34,open palm,dialogue,True,False
606,44,roofward_archive,Fay,relieved reset stance,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
607,44,archive_signal,Milo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
608,44,signal_orchard,Milo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
609,44,orchard_riverbend,Ari,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
610,44,central_repair_ring,Juno,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
611,44,riverbend_roofward,Fay,open forward lean,relieved reset stance,toward avatar,0.34,open palm,dialogue,True,False
612,44,roofward_archive,Fay,relieved reset stance,open forward lean,toward route board,0.34,open palm,merge,True,False
613,44,archive_signal,Milo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
614,44,signal_orchard,Milo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
615,44,orchard_riverbend,Ari,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
616,45,central_repair_ring,Juno,open forward lean,open forward lean,side glance,0.34,open palm,reload,True,True
617,45,riverbend_roofward,Fay,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
618,45,roofward_archive,Fay,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
619,45,archive_signal,Milo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
620,45,signal_orchard,Milo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,True
621,45,orchard_riverbend,Ari,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
622,45,central_repair_ring,Juno,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
623,45,riverbend_roofward,Fay,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
624,45,roofward_archive,Fay,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
625,45,archive_signal,Milo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
626,45,signal_orchard,Milo,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
627,45,orchard_riverbend,Ari,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
628,45,central_repair_ring,Juno,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
629,45,riverbend_roofward,Fay,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
630,46,roofward_archive,Fay,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,True
631,46,archive_signal,Milo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
632,46,signal_orchard,Milo,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
633,46,orchard_riverbend,Ari,open forward lean,relieved reset stance,toward avatar,0.34,open palm,dialogue,True,False
634,46,central_repair_ring,Juno,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
635,46,riverbend_roofward,Fay,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
636,46,roofward_archive,Fay,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
637,46,archive_signal,Milo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
638,46,signal_orchard,Milo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
639,46,orchard_riverbend,Ari,relieved reset stance,relieved reset stance,toward avatar,0.34,open palm,dialogue,True,False
640,46,central_repair_ring,Juno,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
641,46,riverbend_roofward,Fay,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
642,46,roofward_archive,Fay,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
643,46,archive_signal,Milo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
644,47,signal_orchard,Milo,open forward lean,open forward lean,side glance,0.34,open palm,reload,True,True
645,47,orchard_riverbend,Ari,relieved reset stance,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
646,47,central_repair_ring,Juno,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
647,47,riverbend_roofward,Fay,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
648,47,roofward_archive,Fay,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
649,47,archive_signal,Milo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
650,47,signal_orchard,Milo,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
651,47,orchard_riverbend,Ari,open forward lean,open forward lean,side glance,0.34,open palm,reload,True,True
652,47,central_repair_ring,Juno,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
653,47,riverbend_roofward,Fay,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
654,47,roofward_archive,Fay,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
655,47,archive_signal,Milo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
656,47,signal_orchard,Milo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
657,47,orchard_riverbend,Ari,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
658,48,riverbend_roofward,Ari,open forward lean,open forward lean,side glance,0.34,open palm,reload,True,True
659,48,roofward_archive,Nia,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
660,48,archive_signal,Nia,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
661,48,signal_orchard,Ivo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
662,48,orchard_riverbend,Ivo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
663,48,central_repair_ring,Pax,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
664,48,riverbend_roofward,Ari,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
665,48,roofward_archive,Nia,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
666,48,archive_signal,Nia,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
667,48,signal_orchard,Ivo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
668,48,orchard_riverbend,Ivo,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
669,48,central_repair_ring,Pax,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
670,48,riverbend_roofward,Ari,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
671,48,roofward_archive,Nia,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
672,49,archive_signal,Nia,open forward lean,open forward lean,side glance,0.34,open palm,reload,True,True
673,49,signal_orchard,Ivo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
674,49,orchard_riverbend,Ivo,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
675,49,central_repair_ring,Pax,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
676,49,riverbend_roofward,Ari,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
677,49,roofward_archive,Nia,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
678,49,archive_signal,Nia,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
679,49,signal_orchard,Ivo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
680,49,orchard_riverbend,Ivo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
681,49,central_repair_ring,Pax,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
682,49,riverbend_roofward,Ari,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,True
683,49,roofward_archive,Nia,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
684,49,archive_signal,Nia,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
685,49,signal_orchard,Ivo,open forward lean,relieved reset stance,toward avatar,0.34,open palm,dialogue,True,False
686,50,orchard_riverbend,Ivo,relieved reset stance,open forward lean,side glance,0.34,open palm,reload,True,True
687,50,central_repair_ring,Pax,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
688,50,riverbend_roofward,Ari,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
689,50,roofward_archive,Nia,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
690,50,archive_signal,Nia,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
691,50,signal_orchard,Ivo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
692,50,orchard_riverbend,Ivo,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
693,50,central_repair_ring,Pax,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
694,50,riverbend_roofward,Ari,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
695,50,roofward_archive,Nia,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
696,50,archive_signal,Nia,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
697,50,signal_orchard,Ivo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
698,50,orchard_riverbend,Ivo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
699,50,central_repair_ring,Pax,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
700,51,riverbend_roofward,Ari,open forward lean,open forward lean,side glance,0.34,open palm,reload,True,True
701,51,roofward_archive,Nia,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
702,51,archive_signal,Nia,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
703,51,signal_orchard,Ivo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
704,51,orchard_riverbend,Ivo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
705,51,central_repair_ring,Pax,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
706,51,riverbend_roofward,Ari,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
707,51,roofward_archive,Nia,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
708,51,archive_signal,Nia,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
709,51,signal_orchard,Ivo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
710,51,orchard_riverbend,Ivo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
711,51,central_repair_ring,Pax,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
712,51,riverbend_roofward,Ari,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
713,51,roofward_archive,Nia,open forward lean,relieved reset stance,toward avatar,0.34,open palm,dialogue,True,True
714,52,archive_signal,Nia,relieved reset stance,open forward lean,side glance,0.34,open palm,reload,True,True
715,52,signal_orchard,Ivo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
716,52,orchard_riverbend,Ivo,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
717,52,central_repair_ring,Pax,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
718,52,riverbend_roofward,Ari,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
719,52,roofward_archive,Nia,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
720,52,archive_signal,Nia,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
721,52,signal_orchard,Ivo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
722,52,orchard_riverbend,Ivo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
723,52,central_repair_ring,Pax,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
724,52,riverbend_roofward,Ari,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
725,52,roofward_archive,Nia,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
726,52,archive_signal,Nia,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
727,52,signal_orchard,Ivo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
728,53,orchard_riverbend,Ivo,open forward lean,open forward lean,side glance,0.34,open palm,reload,True,True
729,53,central_repair_ring,Pax,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
730,53,riverbend_roofward,Ari,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
731,53,roofward_archive,Nia,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
732,53,archive_signal,Nia,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
733,53,signal_orchard,Ivo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
734,53,orchard_riverbend,Ivo,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
735,53,central_repair_ring,Pax,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
736,53,riverbend_roofward,Ari,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
737,53,roofward_archive,Nia,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
738,53,archive_signal,Nia,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
739,53,signal_orchard,Ivo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
740,53,orchard_riverbend,Ivo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
741,53,central_repair_ring,Pax,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
742,54,roofward_archive,Fay,open forward lean,open forward lean,side glance,0.34,open palm,reload,True,True
743,54,archive_signal,Milo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
744,54,signal_orchard,Milo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,True
745,54,orchard_riverbend,Ari,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
746,54,central_repair_ring,Juno,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
747,54,riverbend_roofward,Fay,open forward lean,relieved reset stance,toward avatar,0.34,open palm,dialogue,True,False
748,54,roofward_archive,Fay,relieved reset stance,open forward lean,toward route board,0.34,open palm,merge,True,False
749,54,archive_signal,Milo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
750,54,signal_orchard,Milo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
751,54,orchard_riverbend,Ari,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
752,54,central_repair_ring,Juno,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
753,54,riverbend_roofward,Fay,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
754,54,roofward_archive,Fay,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
755,54,archive_signal,Milo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
756,55,signal_orchard,Milo,open forward lean,open forward lean,side glance,0.34,open palm,reload,True,True
757,55,orchard_riverbend,Ari,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
758,55,central_repair_ring,Juno,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
759,55,riverbend_roofward,Fay,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
760,55,roofward_archive,Fay,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
761,55,archive_signal,Milo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
762,55,signal_orchard,Milo,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
763,55,orchard_riverbend,Ari,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
764,55,central_repair_ring,Juno,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
765,55,riverbend_roofward,Fay,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
766,55,roofward_archive,Fay,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
767,55,archive_signal,Milo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
768,55,signal_orchard,Milo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
769,55,orchard_riverbend,Ari,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
770,56,central_repair_ring,Juno,open forward lean,open forward lean,side glance,0.34,open palm,reload,True,True
771,56,riverbend_roofward,Fay,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
772,56,roofward_archive,Fay,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
773,56,archive_signal,Milo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
774,56,signal_orchard,Milo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
775,56,orchard_riverbend,Ari,open forward lean,relieved reset stance,toward avatar,0.34,open palm,dialogue,True,True
776,56,central_repair_ring,Juno,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
777,56,riverbend_roofward,Fay,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
778,56,roofward_archive,Fay,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
779,56,archive_signal,Milo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
780,56,signal_orchard,Milo,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
781,56,orchard_riverbend,Ari,relieved reset stance,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
782,56,central_repair_ring,Juno,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
783,56,riverbend_roofward,Fay,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
784,57,roofward_archive,Fay,open forward lean,open forward lean,side glance,0.34,open palm,reload,True,True
785,57,archive_signal,Milo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
786,57,signal_orchard,Milo,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
787,57,orchard_riverbend,Ari,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
788,57,central_repair_ring,Juno,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
789,57,riverbend_roofward,Fay,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
790,57,roofward_archive,Fay,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
791,57,archive_signal,Milo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
792,57,signal_orchard,Milo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
793,57,orchard_riverbend,Ari,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
794,57,central_repair_ring,Juno,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
795,57,riverbend_roofward,Fay,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
796,57,roofward_archive,Fay,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
797,57,archive_signal,Milo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
798,58,signal_orchard,Milo,open forward lean,open forward lean,side glance,0.34,open palm,reload,True,True
799,58,orchard_riverbend,Ari,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
800,58,central_repair_ring,Juno,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
801,58,riverbend_roofward,Fay,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
802,58,roofward_archive,Fay,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
803,58,archive_signal,Milo,open forward lean,relieved reset stance,toward avatar,0.34,open palm,dialogue,True,False
804,58,signal_orchard,Milo,relieved reset stance,open forward lean,toward route board,0.34,open palm,merge,True,False
805,58,orchard_riverbend,Ari,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
806,58,central_repair_ring,Juno,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,True
807,58,riverbend_roofward,Fay,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
808,58,roofward_archive,Fay,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
809,58,archive_signal,Milo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
810,58,signal_orchard,Milo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
811,58,orchard_riverbend,Ari,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
812,59,central_repair_ring,Juno,open forward lean,open forward lean,side glance,0.34,open palm,reload,True,True
813,59,riverbend_roofward,Fay,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
814,59,roofward_archive,Fay,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
815,59,archive_signal,Milo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
816,59,signal_orchard,Milo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
817,59,orchard_riverbend,Ari,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
