tick_id,day,route_id,agent,cause,body_reaction,reaction_visible,posture_delta,proximity_delta,sensory_cue_bound,followup_scheduled_tick,care_path_available
792,67,archive_signal,Milo,animation_play,"Nia blinks twice, then points toward the kiosk",True,guards,0.055,True,796,True
793,67,signal_orchard,Ivo,animation_step,Milo lifts the lantern and scans the path twice,True,opens,-0.045,True,798,True
794,67,orchard_riverbend,Ari,merge_detour,"Ivo pats the satchel, then moves nearer to the dry planks",True,opens,-0.045,True,800,True
795,67,central_repair_ring,Pax,animation_pause,"Juno covers the wire, exhales, then nods once",True,guards,0.055,True,798,True
797,67,roofward_archive,Nia,rollback_direct,Fay lowers her shoulders and uncurls her fingers,True,guards,0.055,True,800,True
798,67,archive_signal,Milo,animation_play,"Nia blinks twice, then points toward the kiosk",False,guards,0.055,True,802,True
799,67,signal_orchard,Ivo,animation_step,Milo lifts the lantern and scans the path twice,True,opens,-0.045,True,804,True
800,67,orchard_riverbend,Ari,merge_detour,"Ivo pats the satchel, then moves nearer to the dry planks",True,opens,-0.045,True,806,True
801,67,central_repair_ring,Pax,animation_pause,"Juno covers the wire, exhales, then nods once",True,guards,0.055,True,804,True
804,68,archive_signal,Nia,animation_play,"Nia blinks twice, then points toward the kiosk",True,guards,0.055,True,809,True
806,68,orchard_riverbend,Ivo,merge_detour,"Ivo pats the satchel, then moves nearer to the dry planks",True,opens,-0.045,True,809,True
807,68,central_repair_ring,Juno,animation_pause,"Juno covers the wire, exhales, then nods once",True,guards,0.055,True,811,True
809,68,roofward_archive,Fay,rollback_direct,Fay lowers her shoulders and uncurls her fingers,True,guards,0.055,True,813,True
810,68,archive_signal,Nia,animation_play,"Nia blinks twice, then points toward the kiosk",True,guards,0.055,True,815,True
812,68,orchard_riverbend,Ivo,merge_detour,"Ivo pats the satchel, then moves nearer to the dry planks",True,opens,-0.045,True,815,True
813,68,central_repair_ring,Juno,animation_pause,"Juno covers the wire, exhales, then nods once",True,guards,0.055,True,817,True
816,69,archive_signal,Milo,animation_play,"Nia blinks twice, then points toward the kiosk",True,guards,0.055,True,822,True
818,69,orchard_riverbend,Ari,merge_detour,"Ivo pats the satchel, then moves nearer to the dry planks",True,opens,-0.045,True,822,True
819,69,central_repair_ring,Pax,animation_pause,"Juno covers the wire, exhales, then nods once",True,guards,0.055,True,824,True
821,69,roofward_archive,Nia,rollback_direct,Fay lowers her shoulders and uncurls her fingers,True,guards,0.055,True,826,True
822,69,archive_signal,Milo,animation_play,"Nia blinks twice, then points toward the kiosk",True,guards,0.055,True,828,True
824,69,orchard_riverbend,Ari,merge_detour,"Ivo pats the satchel, then moves nearer to the dry planks",True,opens,-0.045,True,828,True
825,69,central_repair_ring,Pax,animation_pause,"Juno covers the wire, exhales, then nods once",True,guards,0.055,True,830,True
827,69,roofward_archive,Nia,animation_step,Fay lowers her shoulders and uncurls her fingers,True,guards,0.055,True,832,True
828,70,archive_signal,Nia,animation_play,"Nia blinks twice, then points toward the kiosk",True,guards,0.055,True,831,True
830,70,orchard_riverbend,Ivo,merge_detour,"Ivo pats the satchel, then moves nearer to the dry planks",True,opens,-0.045,True,835,True
831,70,central_repair_ring,Juno,animation_pause,"Juno covers the wire, exhales, then nods once",True,guards,0.055,True,837,True
832,70,riverbend_roofward,Ari,animation_step,"Ari shakes water from sleeves, then leans closer",True,guards,0.055,True,837,True
833,70,roofward_archive,Fay,rollback_direct,Fay lowers her shoulders and uncurls her fingers,True,guards,0.055,True,839,True
834,70,archive_signal,Nia,animation_play,"Nia blinks twice, then points toward the kiosk",True,guards,0.055,True,837,True
836,70,orchard_riverbend,Ivo,merge_detour,"Ivo pats the satchel, then moves nearer to the dry planks",False,opens,-0.045,True,841,True
837,70,central_repair_ring,Juno,animation_pause,"Juno covers the wire, exhales, then nods once",True,guards,0.055,True,843,True
838,70,riverbend_roofward,Ari,animation_step,"Ari shakes water from sleeves, then leans closer",True,guards,0.055,True,843,True
840,71,archive_signal,Milo,animation_play,"Nia blinks twice, then points toward the kiosk",True,guards,0.055,True,844,True
842,71,orchard_riverbend,Ari,merge_detour,"Ivo pats the satchel, then moves nearer to the dry planks",True,opens,-0.045,True,848,True
843,71,central_repair_ring,Pax,animation_pause,"Juno covers the wire, exhales, then nods once",True,guards,0.055,True,846,True
845,71,roofward_archive,Nia,rollback_direct,Fay lowers her shoulders and uncurls her fingers,True,guards,0.055,True,848,True
846,71,archive_signal,Milo,animation_play,"Nia blinks twice, then points toward the kiosk",True,guards,0.055,True,850,True
848,71,orchard_riverbend,Ari,merge_detour,"Ivo pats the satchel, then moves nearer to the dry planks",True,opens,-0.045,True,854,True
849,71,central_repair_ring,Pax,animation_pause,"Juno covers the wire, exhales, then nods once",True,guards,0.055,True,852,True
852,72,signal_orchard,Ivo,animation_play,Milo lifts the lantern and scans the path twice,True,opens,-0.045,True,858,True
854,72,central_repair_ring,Pax,merge_detour,"Juno covers the wire, exhales, then nods once",True,opens,-0.045,True,858,True
855,72,riverbend_roofward,Fay,animation_pause,"Ari shakes water from sleeves, then leans closer",False,guards,0.055,True,858,True
857,72,archive_signal,Milo,rollback_direct,"Nia blinks twice, then points toward the kiosk",True,guards,0.055,True,862,True
858,72,signal_orchard,Ivo,animation_play,Milo lifts the lantern and scans the path twice,True,opens,-0.045,True,864,True
860,72,central_repair_ring,Pax,merge_detour,"Juno covers the wire, exhales, then nods once",True,opens,-0.045,True,864,True
861,72,riverbend_roofward,Fay,animation_pause,"Ari shakes water from sleeves, then leans closer",True,guards,0.055,True,864,True
864,73,signal_orchard,Milo,animation_play,Milo lifts the lantern and scans the path twice,True,opens,-0.045,True,867,True
866,73,central_repair_ring,Juno,merge_detour,"Juno covers the wire, exhales, then nods once",True,opens,-0.045,True,871,True
867,73,riverbend_roofward,Ari,animation_pause,"Ari shakes water from sleeves, then leans closer",True,guards,0.055,True,871,True
869,73,archive_signal,Nia,rollback_direct,"Nia blinks twice, then points toward the kiosk",True,guards,0.055,True,875,True
870,73,signal_orchard,Milo,animation_play,Milo lifts the lantern and scans the path twice,True,opens,-0.045,True,873,True
872,73,central_repair_ring,Juno,merge_detour,"Juno covers the wire, exhales, then nods once",True,opens,-0.045,True,877,True
873,73,riverbend_roofward,Ari,animation_pause,"Ari shakes water from sleeves, then leans closer",True,guards,0.055,True,877,True
876,74,signal_orchard,Ivo,animation_play,Milo lifts the lantern and scans the path twice,True,opens,-0.045,True,880,True
878,74,central_repair_ring,Pax,merge_detour,"Juno covers the wire, exhales, then nods once",True,opens,-0.045,True,884,True
879,74,riverbend_roofward,Fay,animation_pause,"Ari shakes water from sleeves, then leans closer",True,guards,0.055,True,884,True
881,74,archive_signal,Milo,rollback_direct,"Nia blinks twice, then points toward the kiosk",True,guards,0.055,True,884,True
882,74,signal_orchard,Ivo,animation_play,Milo lifts the lantern and scans the path twice,True,opens,-0.045,True,886,True
884,74,central_repair_ring,Pax,merge_detour,"Juno covers the wire, exhales, then nods once",True,opens,-0.045,True,890,True
885,74,riverbend_roofward,Fay,animation_pause,"Ari shakes water from sleeves, then leans closer",True,guards,0.055,True,890,True
888,75,signal_orchard,Milo,animation_play,Milo lifts the lantern and scans the path twice,True,opens,-0.045,True,893,True
890,75,central_repair_ring,Juno,merge_detour,"Juno covers the wire, exhales, then nods once",True,opens,-0.045,True,893,True
891,75,riverbend_roofward,Ari,animation_pause,"Ari shakes water from sleeves, then leans closer",True,guards,0.055,True,897,True
893,75,archive_signal,Nia,rollback_direct,"Nia blinks twice, then points toward the kiosk",False,guards,0.055,True,897,True
894,75,signal_orchard,Milo,animation_play,Milo lifts the lantern and scans the path twice,True,opens,-0.045,True,899,True
896,75,central_repair_ring,Juno,merge_detour,"Juno covers the wire, exhales, then nods once",True,opens,-0.045,True,899,True
897,75,riverbend_roofward,Ari,animation_pause,"Ari shakes water from sleeves, then leans closer",True,guards,0.055,True,903,True
900,76,signal_orchard,Ivo,animation_play,Milo lifts the lantern and scans the path twice,True,opens,-0.045,True,906,True
902,76,central_repair_ring,Pax,merge_detour,"Juno covers the wire, exhales, then nods once",True,opens,-0.045,True,906,True
903,76,riverbend_roofward,Fay,animation_pause,"Ari shakes water from sleeves, then leans closer",True,guards,0.055,True,906,True
905,76,archive_signal,Milo,rollback_direct,"Nia blinks twice, then points toward the kiosk",True,guards,0.055,True,910,True
906,76,signal_orchard,Ivo,animation_play,Milo lifts the lantern and scans the path twice,True,opens,-0.045,True,912,True
908,76,central_repair_ring,Pax,merge_detour,"Juno covers the wire, exhales, then nods once",True,opens,-0.045,True,912,True
909,76,riverbend_roofward,Fay,animation_pause,"Ari shakes water from sleeves, then leans closer",True,guards,0.055,True,912,True
912,77,signal_orchard,Milo,animation_play,Milo lifts the lantern and scans the path twice,False,opens,-0.045,True,915,True
914,77,central_repair_ring,Juno,merge_detour,"Juno covers the wire, exhales, then nods once",True,opens,-0.045,True,919,True
915,77,riverbend_roofward,Ari,animation_pause,"Ari shakes water from sleeves, then leans closer",True,guards,0.055,True,919,True
917,77,archive_signal,Nia,rollback_direct,"Nia blinks twice, then points toward the kiosk",True,guards,0.055,True,923,True
918,77,signal_orchard,Milo,animation_play,Milo lifts the lantern and scans the path twice,True,opens,-0.045,True,921,True
920,77,central_repair_ring,Juno,merge_detour,"Juno covers the wire, exhales, then nods once",True,opens,-0.045,True,925,True
921,77,riverbend_roofward,Ari,animation_pause,"Ari shakes water from sleeves, then leans closer",True,guards,0.055,True,925,True
924,78,signal_orchard,Ivo,animation_play,Milo lifts the lantern and scans the path twice,True,opens,-0.045,True,928,True
926,78,central_repair_ring,Pax,merge_detour,"Juno covers the wire, exhales, then nods once",True,opens,-0.045,True,932,True
927,78,riverbend_roofward,Fay,animation_pause,"Ari shakes water from sleeves, then leans closer",True,guards,0.055,True,932,True
929,78,archive_signal,Milo,rollback_direct,"Nia blinks twice, then points toward the kiosk",True,guards,0.055,True,932,True
930,78,signal_orchard,Ivo,animation_play,Milo lifts the lantern and scans the path twice,True,opens,-0.045,True,934,True
932,78,central_repair_ring,Pax,merge_detour,"Juno covers the wire, exhales, then nods once",True,opens,-0.045,True,938,True
933,78,riverbend_roofward,Fay,animation_pause,"Ari shakes water from sleeves, then leans closer",True,guards,0.055,True,938,True
936,79,signal_orchard,Milo,animation_play,Milo lifts the lantern and scans the path twice,True,opens,-0.045,True,941,True
938,79,central_repair_ring,Juno,merge_detour,"Juno covers the wire, exhales, then nods once",True,opens,-0.045,True,941,True
939,79,riverbend_roofward,Ari,animation_pause,"Ari shakes water from sleeves, then leans closer",True,guards,0.055,True,945,True
941,79,archive_signal,Nia,rollback_direct,"Nia blinks twice, then points toward the kiosk",True,guards,0.055,True,945,True
942,79,signal_orchard,Milo,animation_play,Milo lifts the lantern and scans the path twice,True,opens,-0.045,True,947,True
944,79,central_repair_ring,Juno,merge_detour,"Juno covers the wire, exhales, then nods once",True,opens,-0.045,True,947,True
945,79,riverbend_roofward,Ari,animation_pause,"Ari shakes water from sleeves, then leans closer",True,guards,0.055,True,951,True
948,80,orchard_riverbend,Ivo,animation_play,"Ivo pats the satchel, then moves nearer to the dry planks",True,opens,-0.045,True,951,True
950,80,riverbend_roofward,Ari,merge_detour,"Ari shakes water from sleeves, then leans closer",False,opens,-0.045,True,953,True
951,80,roofward_archive,Fay,animation_pause,Fay lowers her shoulders and uncurls her fingers,True,guards,0.055,True,955,True
953,80,signal_orchard,Milo,rollback_direct,Milo lifts the lantern and scans the path twice,True,guards,0.055,True,959,True
954,80,orchard_riverbend,Ivo,animation_play,"Ivo pats the satchel, then moves nearer to the dry planks",True,opens,-0.045,True,957,True
956,80,riverbend_roofward,Ari,merge_detour,"Ari shakes water from sleeves, then leans closer",True,opens,-0.045,True,959,True
957,80,roofward_archive,Fay,animation_pause,Fay lowers her shoulders and uncurls her fingers,True,guards,0.055,True,961,True
960,81,orchard_riverbend,Ari,animation_play,"Ivo pats the satchel, then moves nearer to the dry planks",True,opens,-0.045,True,964,True
962,81,riverbend_roofward,Fay,merge_detour,"Ari shakes water from sleeves, then leans closer",True,opens,-0.045,True,966,True
963,81,roofward_archive,Nia,animation_pause,Fay lowers her shoulders and uncurls her fingers,True,guards,0.055,True,968,True
965,81,signal_orchard,Ivo,rollback_direct,Milo lifts the lantern and scans the path twice,True,guards,0.055,True,968,True
966,81,orchard_riverbend,Ari,animation_play,"Ivo pats the satchel, then moves nearer to the dry planks",True,opens,-0.045,True,970,True
968,81,riverbend_roofward,Fay,merge_detour,"Ari shakes water from sleeves, then leans closer",True,opens,-0.045,True,972,True
969,81,roofward_archive,Nia,animation_pause,Fay lowers her shoulders and uncurls her fingers,False,guards,0.055,True,974,True
972,82,orchard_riverbend,Ivo,animation_play,"Ivo pats the satchel, then moves nearer to the dry planks",True,opens,-0.045,True,977,True
973,82,central_repair_ring,Juno,animation_step,"Juno covers the wire, exhales, then nods once",True,opens,-0.045,True,979,True
974,82,riverbend_roofward,Ari,merge_detour,"Ari shakes water from sleeves, then leans closer",True,opens,-0.045,True,979,True
975,82,roofward_archive,Fay,animation_pause,Fay lowers her shoulders and uncurls her fingers,True,guards,0.055,True,981,True
977,82,signal_orchard,Milo,rollback_direct,Milo lifts the lantern and scans the path twice,True,guards,0.055,True,981,True
978,82,orchard_riverbend,Ivo,animation_play,"Ivo pats the satchel, then moves nearer to the dry planks",True,opens,-0.045,True,983,True
979,82,central_repair_ring,Juno,animation_step,"Juno covers the wire, exhales, then nods once",True,opens,-0.045,True,985,True
980,82,riverbend_roofward,Ari,merge_detour,"Ari shakes water from sleeves, then leans closer",True,opens,-0.045,True,985,True
981,82,roofward_archive,Fay,animation_pause,Fay lowers her shoulders and uncurls her fingers,True,guards,0.055,True,987,True
984,83,orchard_riverbend,Ari,animation_play,"Ivo pats the satchel, then moves nearer to the dry planks",True,opens,-0.045,True,990,True
985,83,central_repair_ring,Pax,rollback_direct,"Juno covers the wire, exhales, then nods once",True,guards,0.055,True,988,True
986,83,riverbend_roofward,Fay,merge_detour,"Ari shakes water from sleeves, then leans closer",True,opens,-0.045,True,992,True
987,83,roofward_archive,Nia,animation_pause,Fay lowers her shoulders and uncurls her fingers,True,guards,0.055,True,990,True
989,83,signal_orchard,Ivo,rollback_direct,Milo lifts the lantern and scans the path twice,True,guards,0.055,True,994,True
990,83,orchard_riverbend,Ari,animation_play,"Ivo pats the satchel, then moves nearer to the dry planks",True,opens,-0.045,True,996,True
992,83,riverbend_roofward,Fay,merge_detour,"Ari shakes water from sleeves, then leans closer",True,opens,-0.045,True,998,True
993,83,roofward_archive,Nia,animation_pause,Fay lowers her shoulders and uncurls her fingers,True,guards,0.055,True,996,True
996,84,orchard_riverbend,Ivo,animation_play,"Ivo pats the satchel, then moves nearer to the dry planks",True,opens,-0.045,True,999,True
998,84,riverbend_roofward,Ari,merge_detour,"Ari shakes water from sleeves, then leans closer",True,opens,-0.045,True,1001,True
999,84,roofward_archive,Fay,animation_pause,Fay lowers her shoulders and uncurls her fingers,True,guards,0.055,True,1003,True
1001,84,signal_orchard,Milo,rollback_direct,Milo lifts the lantern and scans the path twice,True,guards,0.055,True,1007,True
1002,84,orchard_riverbend,Ivo,animation_play,"Ivo pats the satchel, then moves nearer to the dry planks",True,opens,-0.045,True,1005,True
1004,84,riverbend_roofward,Ari,merge_detour,"Ari shakes water from sleeves, then leans closer",True,opens,-0.045,True,1007,True
1005,84,roofward_archive,Fay,animation_pause,Fay lowers her shoulders and uncurls her fingers,True,guards,0.055,True,1009,True
1007,84,signal_orchard,Milo,animation_step,Milo lifts the lantern and scans the path twice,False,guards,0.055,True,1013,True
1008,85,orchard_riverbend,Ari,animation_play,"Ivo pats the satchel, then moves nearer to the dry planks",True,opens,-0.045,True,1012,True
1010,85,riverbend_roofward,Fay,merge_detour,"Ari shakes water from sleeves, then leans closer",True,opens,-0.045,True,1014,True
1011,85,roofward_archive,Nia,animation_pause,Fay lowers her shoulders and uncurls her fingers,True,guards,0.055,True,1016,True
1012,85,archive_signal,Milo,animation_step,"Nia blinks twice, then points toward the kiosk",True,guards,0.055,True,1018,True
1013,85,signal_orchard,Ivo,rollback_direct,Milo lifts the lantern and scans the path twice,True,guards,0.055,True,1016,True
1014,85,orchard_riverbend,Ari,animation_play,"Ivo pats the satchel, then moves nearer to the dry planks",True,opens,-0.045,True,1018,True
1016,85,riverbend_roofward,Fay,merge_detour,"Ari shakes water from sleeves, then leans closer",True,opens,-0.045,True,1020,True
1017,85,roofward_archive,Nia,animation_pause,Fay lowers her shoulders and uncurls her fingers,True,guards,0.055,True,1022,True
1018,85,archive_signal,Milo,animation_step,"Nia blinks twice, then points toward the kiosk",True,guards,0.055,True,1024,True
1020,86,orchard_riverbend,Ivo,animation_play,"Ivo pats the satchel, then moves nearer to the dry planks",True,opens,-0.045,True,1025,True
1022,86,riverbend_roofward,Ari,merge_detour,"Ari shakes water from sleeves, then leans closer",True,opens,-0.045,True,1027,True
1023,86,roofward_archive,Fay,animation_pause,Fay lowers her shoulders and uncurls her fingers,True,guards,0.055,True,1029,True
1025,86,signal_orchard,Milo,rollback_direct,Milo lifts the lantern and scans the path twice,True,guards,0.055,True,1029,True
1026,86,orchard_riverbend,Ivo,rollback_direct,"Ivo pats the satchel, then moves nearer to the dry planks",False,guards,0.055,True,1031,True
1028,86,riverbend_roofward,Ari,merge_detour,"Ari shakes water from sleeves, then leans closer",True,opens,-0.045,True,1033,True
1029,86,roofward_archive,Fay,animation_pause,Fay lowers her shoulders and uncurls her fingers,True,guards,0.055,True,1035,True
1032,87,orchard_riverbend,Ari,animation_play,"Ivo pats the satchel, then moves nearer to the dry planks",True,guards,0.055,True,1038,True
1034,87,riverbend_roofward,Fay,merge_detour,"Ari shakes water from sleeves, then leans closer",True,opens,-0.045,True,1040,True
1035,87,roofward_archive,Nia,animation_pause,Fay lowers her shoulders and uncurls her fingers,True,guards,0.055,True,1038,True
1037,87,signal_orchard,Ivo,rollback_direct,Milo lifts the lantern and scans the path twice,True,guards,0.055,True,1042,True
1038,87,orchard_riverbend,Ari,animation_play,"Ivo pats the satchel, then moves nearer to the dry planks",True,guards,0.055,True,1044,True
1040,87,riverbend_roofward,Fay,merge_detour,"Ari shakes water from sleeves, then leans closer",True,opens,-0.045,True,1046,True
1041,87,roofward_archive,Nia,animation_pause,Fay lowers her shoulders and uncurls her fingers,True,guards,0.055,True,1044,True
1044,88,central_repair_ring,Pax,animation_play,"Juno covers the wire, exhales, then nods once",True,guards,0.055,True,1048,True
1046,88,roofward_archive,Nia,merge_detour,Fay lowers her shoulders and uncurls her fingers,True,opens,-0.045,True,1050,True
1047,88,archive_signal,Milo,animation_pause,"Nia blinks twice, then points toward the kiosk",True,guards,0.055,True,1052,True
1049,88,orchard_riverbend,Ari,rollback_direct,"Ivo pats the satchel, then moves nearer to the dry planks",True,guards,0.055,True,1052,True
1050,88,central_repair_ring,Pax,animation_play,"Juno covers the wire, exhales, then nods once",True,guards,0.055,True,1054,True
1052,88,roofward_archive,Nia,merge_detour,Fay lowers her shoulders and uncurls her fingers,True,opens,-0.045,True,1056,True
1053,88,archive_signal,Milo,animation_pause,"Nia blinks twice, then points toward the kiosk",True,guards,0.055,True,1058,True
1056,89,central_repair_ring,Juno,animation_play,"Juno covers the wire, exhales, then nods once",True,guards,0.055,True,1061,True
1058,89,roofward_archive,Fay,merge_detour,Fay lowers her shoulders and uncurls her fingers,True,opens,-0.045,True,1063,True
1059,89,archive_signal,Nia,animation_pause,"Nia blinks twice, then points toward the kiosk",True,guards,0.055,True,1065,True
1061,89,orchard_riverbend,Ivo,rollback_direct,"Ivo pats the satchel, then moves nearer to the dry planks",True,guards,0.055,True,1065,True
1062,89,central_repair_ring,Juno,animation_play,"Juno covers the wire, exhales, then nods once",True,guards,0.055,True,1067,True
1064,89,roofward_archive,Fay,merge_detour,Fay lowers her shoulders and uncurls her fingers,False,opens,-0.045,True,1069,True
1065,89,archive_signal,Nia,animation_pause,"Nia blinks twice, then points toward the kiosk",True,guards,0.055,True,1071,True
1068,90,central_repair_ring,Pax,animation_play,"Juno covers the wire, exhales, then nods once",True,guards,0.055,True,1074,True
1070,90,roofward_archive,Nia,merge_detour,Fay lowers her shoulders and uncurls her fingers,True,opens,-0.045,True,1076,True
1071,90,archive_signal,Milo,animation_pause,"Nia blinks twice, then points toward the kiosk",True,guards,0.055,True,1074,True
1073,90,orchard_riverbend,Ari,rollback_direct,"Ivo pats the satchel, then moves nearer to the dry planks",True,guards,0.055,True,1078,True
1074,90,central_repair_ring,Pax,animation_play,"Juno covers the wire, exhales, then nods once",True,guards,0.055,True,1080,True
1076,90,roofward_archive,Nia,merge_detour,Fay lowers her shoulders and uncurls her fingers,True,opens,-0.045,True,1082,True
1077,90,archive_signal,Milo,animation_pause,"Nia blinks twice, then points toward the kiosk",True,guards,0.055,True,1080,True
1080,91,central_repair_ring,Juno,animation_play,"Juno covers the wire, exhales, then nods once",True,guards,0.055,True,1083,True
1082,91,roofward_archive,Fay,merge_detour,Fay lowers her shoulders and uncurls her fingers,True,opens,-0.045,True,1085,True
1083,91,archive_signal,Nia,animation_pause,"Nia blinks twice, then points toward the kiosk",False,guards,0.055,True,1087,True
1085,91,orchard_riverbend,Ivo,rollback_direct,"Ivo pats the satchel, then moves nearer to the dry planks",True,guards,0.055,True,1091,True
1086,91,central_repair_ring,Juno,animation_play,"Juno covers the wire, exhales, then nods once",True,guards,0.055,True,1089,True
1088,91,roofward_archive,Fay,merge_detour,Fay lowers her shoulders and uncurls her fingers,True,opens,-0.045,True,1091,True
1089,91,archive_signal,Nia,animation_pause,"Nia blinks twice, then points toward the kiosk",True,guards,0.055,True,1093,True
1092,92,central_repair_ring,Pax,animation_play,"Juno covers the wire, exhales, then nods once",True,guards,0.055,True,1096,True
1094,92,roofward_archive,Nia,merge_detour,Fay lowers her shoulders and uncurls her fingers,True,opens,-0.045,True,1098,True
1095,92,archive_signal,Milo,animation_pause,"Nia blinks twice, then points toward the kiosk",True,guards,0.055,True,1100,True
1097,92,orchard_riverbend,Ari,rollback_direct,"Ivo pats the satchel, then moves nearer to the dry planks",True,guards,0.055,True,1100,True
1098,92,central_repair_ring,Pax,animation_play,"Juno covers the wire, exhales, then nods once",True,guards,0.055,True,1102,True
1100,92,roofward_archive,Nia,merge_detour,Fay lowers her shoulders and uncurls her fingers,True,opens,-0.045,True,1104,True
1101,92,archive_signal,Milo,animation_pause,"Nia blinks twice, then points toward the kiosk",True,guards,0.055,True,1106,True
1104,93,central_repair_ring,Juno,animation_play,"Juno covers the wire, exhales, then nods once",True,guards,0.055,True,1109,True
1106,93,roofward_archive,Fay,merge_detour,Fay lowers her shoulders and uncurls her fingers,True,opens,-0.045,True,1111,True
1107,93,archive_signal,Nia,animation_pause,"Nia blinks twice, then points toward the kiosk",True,guards,0.055,True,1113,True
1109,93,orchard_riverbend,Ivo,rollback_direct,"Ivo pats the satchel, then moves nearer to the dry planks",True,guards,0.055,True,1113,True
1110,93,central_repair_ring,Juno,animation_play,"Juno covers the wire, exhales, then nods once",True,guards,0.055,True,1115,True
1112,93,roofward_archive,Fay,merge_detour,Fay lowers her shoulders and uncurls her fingers,True,opens,-0.045,True,1117,True
1113,93,archive_signal,Nia,animation_pause,"Nia blinks twice, then points toward the kiosk",True,guards,0.055,True,1119,True
1116,94,central_repair_ring,Pax,animation_play,"Juno covers the wire, exhales, then nods once",True,guards,0.055,True,1122,True
1118,94,roofward_archive,Nia,merge_detour,Fay lowers her shoulders and uncurls her fingers,True,opens,-0.045,True,1124,True
1119,94,archive_signal,Milo,animation_pause,"Nia blinks twice, then points toward the kiosk",True,guards,0.055,True,1122,True
1121,94,orchard_riverbend,Ari,rollback_direct,"Ivo pats the satchel, then moves nearer to the dry planks",False,guards,0.055,True,1126,True
1122,94,central_repair_ring,Pax,animation_play,"Juno covers the wire, exhales, then nods once",True,guards,0.055,True,1128,True
1124,94,roofward_archive,Nia,merge_detour,Fay lowers her shoulders and uncurls her fingers,True,opens,-0.045,True,1130,True
1125,94,archive_signal,Milo,animation_pause,"Nia blinks twice, then points toward the kiosk",True,guards,0.055,True,1128,True
1128,95,central_repair_ring,Juno,animation_play,"Juno covers the wire, exhales, then nods once",True,guards,0.055,True,1131,True
1130,95,roofward_archive,Fay,merge_detour,Fay lowers her shoulders and uncurls her fingers,True,opens,-0.045,True,1133,True
1131,95,archive_signal,Nia,animation_pause,"Nia blinks twice, then points toward the kiosk",True,guards,0.055,True,1135,True
1133,95,orchard_riverbend,Ivo,rollback_direct,"Ivo pats the satchel, then moves nearer to the dry planks",True,guards,0.055,True,1139,True
1134,95,central_repair_ring,Juno,animation_play,"Juno covers the wire, exhales, then nods once",True,guards,0.055,True,1137,True
1136,95,roofward_archive,Fay,merge_detour,Fay lowers her shoulders and uncurls her fingers,True,opens,-0.045,True,1139,True
1137,95,archive_signal,Nia,animation_pause,"Nia blinks twice, then points toward the kiosk",True,guards,0.055,True,1141,True
1140,96,riverbend_roofward,Ari,animation_play,"Ari shakes water from sleeves, then leans closer",False,opens,-0.045,True,1143,True
1142,96,archive_signal,Nia,merge_detour,"Nia blinks twice, then points toward the kiosk",True,opens,-0.045,True,1147,True
1143,96,signal_orchard,Milo,animation_pause,Milo lifts the lantern and scans the path twice,True,guards,0.055,True,1149,True
1145,96,central_repair_ring,Juno,rollback_direct,"Juno covers the wire, exhales, then nods once",True,guards,0.055,True,1149,True
1146,96,riverbend_roofward,Ari,animation_play,"Ari shakes water from sleeves, then leans closer",True,opens,-0.045,True,1149,True
1148,96,archive_signal,Nia,merge_detour,"Nia blinks twice, then points toward the kiosk",True,opens,-0.045,True,1153,True
1149,96,signal_orchard,Milo,animation_pause,Milo lifts the lantern and scans the path twice,True,guards,0.055,True,1155,True
