epoch_id,simulated_year,settlement_id,proto_family,root_count,lexicon_size,grammar_complexity,dialect_split_count,mutual_intelligibility,example_phrase,not_autonomous_language_claim,frequency_hz,flower_phase
435,435,moss_ward,proto-moss-breath,19,203,0.374,1,0.974368,moss breath keeps warm-cup 9,True,10.38038,0.246333
436,435,glass_harbor,proto-harbor-chime,20,205,0.374,1,0.975086,harbor chime keeps lamp-touch 12,True,11.52338,0.259333
437,435,cinder_garden,proto-cinder-pulse,21,207,0.374,1,0.974994,cinder pulse keeps shade-bow 0,True,14.08638,0.280333
438,435,lichen_bridge,proto-bridge-hum,22,209,0.374,1,0.974901,bridge hum keeps rope-touch 0,True,12.75938,0.269333
439,435,orchid_engine,proto-engine-ring,23,211,0.374,1,0.974809,engine ring keeps valve-pause 0,True,15.09238,0.292333
440,440,moss_ward,proto-moss-breath,19,203,0.374,1,0.974366,moss breath keeps door-watch 10,True,10.43538,0.260222
441,440,glass_harbor,proto-harbor-chime,20,205,0.374,1,0.975084,harbor chime keeps lamp-touch 0,True,11.57838,0.273222
442,440,cinder_garden,proto-cinder-pulse,21,207,0.374,1,0.974991,cinder pulse keeps seed-count 1,True,14.14138,0.294222
443,440,lichen_bridge,proto-bridge-hum,22,209,0.374,1,0.974899,bridge hum keeps signal-hush 1,True,12.81438,0.283222
444,440,orchid_engine,proto-engine-ring,23,211,0.374,1,0.974848,engine ring keeps orchid-cup 1,True,15.14738,0.306222
445,445,moss_ward,proto-moss-breath,19,203,0.374,1,0.974364,moss breath keeps blanket-share 11,True,10.49038,0.274111
446,445,glass_harbor,proto-harbor-chime,20,205,0.374,1,0.975081,harbor chime keeps tea-before-crossing 1,True,11.63338,0.287111
447,445,cinder_garden,proto-cinder-pulse,21,207,0.374,1,0.974989,cinder pulse keeps cool-hand 2,True,14.19638,0.308111
448,445,lichen_bridge,proto-bridge-hum,22,209,0.374,1,0.974938,bridge hum keeps shared-bowl 2,True,12.86938,0.297111
449,445,orchid_engine,proto-engine-ring,23,211,0.374,1,0.974845,engine ring keeps gear-wash-thanks 2,True,15.20238,0.320111
450,450,moss_ward,proto-moss-breath,20,210,0.384,1,0.975381,moss breath keeps warm-cup 0,True,10.56208,0.289
451,450,glass_harbor,proto-harbor-chime,21,212,0.384,1,0.975289,harbor chime keeps lamp-touch 3,True,11.70508,0.302
452,450,cinder_garden,proto-cinder-pulse,22,214,0.384,1,0.975238,cinder pulse keeps seed-count 4,True,14.26808,0.323
453,450,lichen_bridge,proto-bridge-hum,23,216,0.384,1,0.975145,bridge hum keeps signal-hush 4,True,12.94108,0.312
454,450,orchid_engine,proto-engine-ring,24,218,0.384,1,0.975053,engine ring keeps orchid-cup 4,True,15.27408,0.335
455,455,moss_ward,proto-moss-breath,20,210,0.384,1,0.975379,moss breath keeps door-watch 1,True,10.61708,0.302889
456,455,glass_harbor,proto-harbor-chime,21,212,0.384,1,0.975328,harbor chime keeps tea-before-crossing 4,True,11.76008,0.315889
457,455,cinder_garden,proto-cinder-pulse,22,214,0.384,1,0.975235,cinder pulse keeps cool-hand 5,True,14.32308,0.336889
458,455,lichen_bridge,proto-bridge-hum,23,216,0.384,1,0.975143,bridge hum keeps shared-bowl 5,True,12.99608,0.325889
459,455,orchid_engine,proto-engine-ring,24,218,0.384,1,0.97505,engine ring keeps gear-wash-thanks 5,True,15.32908,0.348889
460,460,moss_ward,proto-moss-breath,20,210,0.384,1,0.975418,moss breath keeps blanket-share 2,True,10.67208,0.316778
461,460,glass_harbor,proto-harbor-chime,21,212,0.384,1,0.975325,harbor chime keeps net-knot-thanks 5,True,11.81508,0.329778
462,460,cinder_garden,proto-cinder-pulse,22,214,0.384,1,0.975233,cinder pulse keeps shade-bow 6,True,14.37808,0.350778
463,460,lichen_bridge,proto-bridge-hum,23,216,0.384,1,0.97514,bridge hum keeps rope-touch 6,True,13.05108,0.339778
464,460,orchid_engine,proto-engine-ring,24,218,0.384,1,0.975048,engine ring keeps valve-pause 6,True,15.38408,0.362778
465,465,moss_ward,proto-moss-breath,20,210,0.384,1,0.975415,moss breath keeps warm-cup 3,True,10.72708,0.330667
466,465,glass_harbor,proto-harbor-chime,21,212,0.384,1,0.975323,harbor chime keeps lamp-touch 6,True,11.87008,0.343667
467,465,cinder_garden,proto-cinder-pulse,22,214,0.384,1,0.97523,cinder pulse keeps seed-count 7,True,14.43308,0.364667
468,465,lichen_bridge,proto-bridge-hum,23,216,0.384,1,0.975138,bridge hum keeps signal-hush 7,True,13.10608,0.353667
469,465,orchid_engine,proto-engine-ring,24,218,0.384,1,0.975045,engine ring keeps orchid-cup 7,True,15.43908,0.376667
470,470,moss_ward,proto-moss-breath,20,210,0.384,1,0.975413,moss breath keeps door-watch 4,True,10.78208,0.344556
471,470,glass_harbor,proto-harbor-chime,21,212,0.384,1,0.97532,harbor chime keeps tea-before-crossing 7,True,11.92508,0.357556
472,470,cinder_garden,proto-cinder-pulse,22,214,0.384,1,0.975228,cinder pulse keeps cool-hand 8,True,14.48808,0.378556
473,470,lichen_bridge,proto-bridge-hum,23,216,0.384,1,0.975135,bridge hum keeps shared-bowl 8,True,13.16108,0.367556
474,470,orchid_engine,proto-engine-ring,24,218,0.384,1,0.975043,engine ring keeps gear-wash-thanks 8,True,15.49408,0.390556
475,475,moss_ward,proto-moss-breath,20,215,0.394,1,0.97562,moss breath keeps warm-cup 6,True,10.84078,0.359444
476,475,glass_harbor,proto-harbor-chime,21,217,0.394,1,0.975528,harbor chime keeps lamp-touch 9,True,11.98378,0.372444
477,475,cinder_garden,proto-cinder-pulse,22,219,0.394,1,0.975435,cinder pulse keeps seed-count 10,True,14.54678,0.393444
478,475,lichen_bridge,proto-bridge-hum,23,221,0.394,1,0.975343,bridge hum keeps signal-hush 10,True,13.21978,0.382444
479,475,orchid_engine,proto-engine-ring,24,223,0.394,1,0.975251,engine ring keeps orchid-cup 10,True,15.55278,0.405444
480,480,moss_ward,proto-moss-breath,20,215,0.394,1,0.975618,moss breath keeps door-watch 7,True,10.89578,0.373333
481,480,glass_harbor,proto-harbor-chime,21,217,0.394,1,0.975525,harbor chime keeps tea-before-crossing 10,True,12.03878,0.386333
482,480,cinder_garden,proto-cinder-pulse,22,219,0.394,1,0.975433,cinder pulse keeps cool-hand 11,True,14.60178,0.407333
483,480,lichen_bridge,proto-bridge-hum,23,221,0.394,1,0.975341,bridge hum keeps shared-bowl 11,True,13.27478,0.396333
484,480,orchid_engine,proto-engine-ring,24,223,0.394,1,0.975248,engine ring keeps gear-wash-thanks 11,True,15.60778,0.419333
485,485,moss_ward,proto-moss-breath,20,215,0.394,1,0.975615,moss breath keeps blanket-share 8,True,10.95078,0.387222
486,485,glass_harbor,proto-harbor-chime,21,217,0.394,1,0.975523,harbor chime keeps net-knot-thanks 11,True,12.09378,0.400222
487,485,cinder_garden,proto-cinder-pulse,22,219,0.394,1,0.975431,cinder pulse keeps shade-bow 12,True,14.65678,0.421222
488,485,lichen_bridge,proto-bridge-hum,23,221,0.394,1,0.975338,bridge hum keeps rope-touch 12,True,13.32978,0.410222
489,485,orchid_engine,proto-engine-ring,24,223,0.394,1,0.975246,engine ring keeps valve-pause 12,True,15.66278,0.433222
490,490,moss_ward,proto-moss-breath,20,215,0.394,1,0.975613,moss breath keeps warm-cup 9,True,11.00578,0.401111
491,490,glass_harbor,proto-harbor-chime,21,217,0.394,1,0.975521,harbor chime keeps lamp-touch 12,True,12.14878,0.414111
492,490,cinder_garden,proto-cinder-pulse,22,219,0.394,1,0.975428,cinder pulse keeps shade-bow 0,True,14.71178,0.435111
493,490,lichen_bridge,proto-bridge-hum,23,221,0.394,1,0.975336,bridge hum keeps rope-touch 0,True,13.38478,0.424111
494,490,orchid_engine,proto-engine-ring,24,223,0.394,1,0.975243,engine ring keeps valve-pause 0,True,15.71778,0.447111
495,495,moss_ward,proto-moss-breath,20,215,0.394,1,0.975611,moss breath keeps door-watch 10,True,11.06078,0.415
496,495,glass_harbor,proto-harbor-chime,21,217,0.394,1,0.975518,harbor chime keeps lamp-touch 0,True,12.20378,0.428
497,495,cinder_garden,proto-cinder-pulse,22,219,0.394,1,0.975426,cinder pulse keeps seed-count 1,True,14.76678,0.449
498,495,lichen_bridge,proto-bridge-hum,23,221,0.394,1,0.975333,bridge hum keeps signal-hush 1,True,13.43978,0.438
499,495,orchid_engine,proto-engine-ring,24,223,0.394,1,0.975241,engine ring keeps orchid-cup 1,True,15.77278,0.461
500,500,moss_ward,proto-moss-breath,20,220,0.404,2,0.957818,moss breath keeps warm-cup 12,True,11.11948,0.429889
501,500,glass_harbor,proto-harbor-chime,21,222,0.404,2,0.957726,harbor chime keeps net-knot-thanks 2,True,12.26248,0.442889
502,500,cinder_garden,proto-cinder-pulse,22,224,0.404,2,0.957633,cinder pulse keeps shade-bow 3,True,14.82548,0.463889
503,500,lichen_bridge,proto-bridge-hum,23,226,0.404,2,0.957541,bridge hum keeps rope-touch 3,True,13.49848,0.452889
504,500,orchid_engine,proto-engine-ring,24,228,0.404,2,0.957448,engine ring keeps valve-pause 3,True,15.83148,0.475889
505,505,moss_ward,proto-moss-breath,20,220,0.41,2,0.957816,moss breath keeps warm-cup 0,True,11.1767,0.443778
506,505,glass_harbor,proto-harbor-chime,21,222,0.41,2,0.957723,harbor chime keeps lamp-touch 3,True,12.3197,0.456778
507,505,cinder_garden,proto-cinder-pulse,22,224,0.41,2,0.957631,cinder pulse keeps seed-count 4,True,14.8827,0.477778
508,505,lichen_bridge,proto-bridge-hum,23,226,0.41,2,0.957538,bridge hum keeps signal-hush 4,True,13.5557,0.466778
509,505,orchid_engine,proto-engine-ring,24,228,0.41,2,0.957446,engine ring keeps orchid-cup 4,True,15.8887,0.489778
510,510,moss_ward,proto-moss-breath,20,220,0.41,2,0.957813,moss breath keeps door-watch 1,True,11.2317,0.457667
511,510,glass_harbor,proto-harbor-chime,21,222,0.41,2,0.957721,harbor chime keeps tea-before-crossing 4,True,12.3747,0.470667
512,510,cinder_garden,proto-cinder-pulse,22,224,0.41,2,0.957628,cinder pulse keeps cool-hand 5,True,14.9377,0.491667
513,510,lichen_bridge,proto-bridge-hum,23,226,0.41,2,0.957536,bridge hum keeps shared-bowl 5,True,13.6107,0.480667
514,510,orchid_engine,proto-engine-ring,24,228,0.41,2,0.957444,engine ring keeps gear-wash-thanks 5,True,15.9437,0.503667
515,515,moss_ward,proto-moss-breath,20,220,0.41,2,0.957811,moss breath keeps blanket-share 2,True,11.2867,0.471556
516,515,glass_harbor,proto-harbor-chime,21,222,0.41,2,0.957718,harbor chime keeps net-knot-thanks 5,True,12.4297,0.484556
517,515,cinder_garden,proto-cinder-pulse,22,224,0.41,2,0.957626,cinder pulse keeps shade-bow 6,True,14.9927,0.505556
518,515,lichen_bridge,proto-bridge-hum,23,226,0.41,2,0.957534,bridge hum keeps rope-touch 6,True,13.6657,0.494556
519,515,orchid_engine,proto-engine-ring,24,228,0.41,2,0.957441,engine ring keeps valve-pause 6,True,15.9987,0.517556
520,520,moss_ward,proto-moss-breath,20,220,0.41,2,0.957808,moss breath keeps warm-cup 3,True,11.3417,0.485444
521,520,glass_harbor,proto-harbor-chime,21,222,0.41,2,0.957716,harbor chime keeps lamp-touch 6,True,12.4847,0.498444
522,520,cinder_garden,proto-cinder-pulse,22,224,0.41,2,0.957624,cinder pulse keeps seed-count 7,True,15.0477,0.519444
523,520,lichen_bridge,proto-bridge-hum,23,226,0.41,2,0.957531,bridge hum keeps signal-hush 7,True,13.7207,0.508444
524,520,orchid_engine,proto-engine-ring,24,228,0.41,2,0.957439,engine ring keeps orchid-cup 7,True,16.0537,0.531444
525,525,moss_ward,proto-moss-breath,21,227,0.42,2,0.958007,moss breath keeps blanket-share 5,True,11.4134,0.500333
526,525,glass_harbor,proto-harbor-chime,22,229,0.42,2,0.957915,harbor chime keeps net-knot-thanks 8,True,12.5564,0.513333
527,525,cinder_garden,proto-cinder-pulse,23,231,0.42,2,0.957822,cinder pulse keeps shade-bow 9,True,15.1194,0.534333
528,525,lichen_bridge,proto-bridge-hum,24,233,0.42,2,0.95773,bridge hum keeps rope-touch 9,True,13.7924,0.523333
529,525,orchid_engine,proto-engine-ring,25,235,0.42,2,0.957679,engine ring keeps valve-pause 9,True,16.1254,0.546333
530,530,moss_ward,proto-moss-breath,21,227,0.42,2,0.958005,moss breath keeps warm-cup 6,True,11.4684,0.514222
531,530,glass_harbor,proto-harbor-chime,22,229,0.42,2,0.957912,harbor chime keeps lamp-touch 9,True,12.6114,0.527222
532,530,cinder_garden,proto-cinder-pulse,23,231,0.42,2,0.95782,cinder pulse keeps seed-count 10,True,15.1744,0.548222
533,530,lichen_bridge,proto-bridge-hum,24,233,0.42,2,0.957769,bridge hum keeps signal-hush 10,True,13.8474,0.537222
534,530,orchid_engine,proto-engine-ring,25,235,0.42,2,0.957676,engine ring keeps orchid-cup 10,True,16.1804,0.560222
535,535,moss_ward,proto-moss-breath,21,227,0.42,2,0.958002,moss breath keeps door-watch 7,True,11.5234,0.528111
536,535,glass_harbor,proto-harbor-chime,22,229,0.42,2,0.95791,harbor chime keeps tea-before-crossing 10,True,12.6664,0.541111
537,535,cinder_garden,proto-cinder-pulse,23,231,0.42,2,0.957859,cinder pulse keeps cool-hand 11,True,15.2294,0.562111
538,535,lichen_bridge,proto-bridge-hum,24,233,0.42,2,0.957766,bridge hum keeps shared-bowl 11,True,13.9024,0.551111
539,535,orchid_engine,proto-engine-ring,25,235,0.42,2,0.957674,engine ring keeps gear-wash-thanks 11,True,16.2354,0.574111
540,540,moss_ward,proto-moss-breath,21,227,0.42,2,0.958,moss breath keeps blanket-share 8,True,11.5784,0.542
541,540,glass_harbor,proto-harbor-chime,22,229,0.42,2,0.957949,harbor chime keeps net-knot-thanks 11,True,12.7214,0.555
542,540,cinder_garden,proto-cinder-pulse,23,231,0.42,2,0.957856,cinder pulse keeps shade-bow 12,True,15.2844,0.576
543,540,lichen_bridge,proto-bridge-hum,24,233,0.42,2,0.957764,bridge hum keeps rope-touch 12,True,13.9574,0.565
544,540,orchid_engine,proto-engine-ring,25,235,0.42,2,0.957671,engine ring keeps valve-pause 12,True,16.2904,0.588
545,545,moss_ward,proto-moss-breath,21,227,0.42,2,0.958039,moss breath keeps warm-cup 9,True,11.6334,0.555889
546,545,glass_harbor,proto-harbor-chime,22,229,0.42,2,0.957946,harbor chime keeps lamp-touch 12,True,12.7764,0.568889
547,545,cinder_garden,proto-cinder-pulse,23,231,0.42,2,0.957854,cinder pulse keeps shade-bow 0,True,15.3394,0.589889
548,545,lichen_bridge,proto-bridge-hum,24,233,0.42,2,0.957761,bridge hum keeps rope-touch 0,True,14.0124,0.578889
549,545,orchid_engine,proto-engine-ring,25,235,0.42,2,0.957669,engine ring keeps valve-pause 0,True,16.3454,0.601889
550,550,moss_ward,proto-moss-breath,21,232,0.43,2,0.958255,moss breath keeps blanket-share 11,True,11.6921,0.570778
551,550,glass_harbor,proto-harbor-chime,22,234,0.43,2,0.958163,harbor chime keeps tea-before-crossing 1,True,12.8351,0.583778
552,550,cinder_garden,proto-cinder-pulse,23,236,0.43,2,0.95807,cinder pulse keeps cool-hand 2,True,15.3981,0.604778
553,550,lichen_bridge,proto-bridge-hum,24,238,0.43,2,0.957978,bridge hum keeps shared-bowl 2,True,14.0711,0.593778
554,550,orchid_engine,proto-engine-ring,25,240,0.43,2,0.957885,engine ring keeps gear-wash-thanks 2,True,16.4041,0.616778
555,555,moss_ward,proto-moss-breath,21,232,0.43,2,0.958253,moss breath keeps warm-cup 12,True,11.7471,0.584667
556,555,glass_harbor,proto-harbor-chime,22,234,0.43,2,0.95816,harbor chime keeps net-knot-thanks 2,True,12.8901,0.597667
557,555,cinder_garden,proto-cinder-pulse,23,236,0.43,2,0.958068,cinder pulse keeps shade-bow 3,True,15.4531,0.618667
558,555,lichen_bridge,proto-bridge-hum,24,238,0.43,2,0.957975,bridge hum keeps rope-touch 3,True,14.1261,0.607667
559,555,orchid_engine,proto-engine-ring,25,240,0.43,2,0.957883,engine ring keeps valve-pause 3,True,16.4591,0.630667
560,560,moss_ward,proto-moss-breath,21,232,0.43,2,0.95825,moss breath keeps warm-cup 0,True,11.8021,0.598556
561,560,glass_harbor,proto-harbor-chime,22,234,0.43,2,0.958158,harbor chime keeps lamp-touch 3,True,12.9451,0.611556
562,560,cinder_garden,proto-cinder-pulse,23,236,0.43,2,0.958065,cinder pulse keeps seed-count 4,True,15.5081,0.632556
563,560,lichen_bridge,proto-bridge-hum,24,238,0.43,2,0.957973,bridge hum keeps signal-hush 4,True,14.1811,0.621556
564,560,orchid_engine,proto-engine-ring,25,240,0.43,2,0.957881,engine ring keeps orchid-cup 4,True,16.5141,0.644556
565,565,moss_ward,proto-moss-breath,21,232,0.43,2,0.958248,moss breath keeps door-watch 1,True,11.8571,0.612444
566,565,glass_harbor,proto-harbor-chime,22,234,0.43,2,0.958155,harbor chime keeps tea-before-crossing 4,True,13.0001,0.625444
567,565,cinder_garden,proto-cinder-pulse,23,236,0.43,2,0.958063,cinder pulse keeps cool-hand 5,True,15.5631,0.646444
568,565,lichen_bridge,proto-bridge-hum,24,238,0.43,2,0.957971,bridge hum keeps shared-bowl 5,True,14.2361,0.635444
569,565,orchid_engine,proto-engine-ring,25,240,0.43,2,0.957878,engine ring keeps gear-wash-thanks 5,True,16.5691,0.658444
570,570,moss_ward,proto-moss-breath,21,232,0.43,2,0.958245,moss breath keeps blanket-share 2,True,11.9121,0.626333
571,570,glass_harbor,proto-harbor-chime,22,234,0.43,2,0.958153,harbor chime keeps net-knot-thanks 5,True,13.0551,0.639333
572,570,cinder_garden,proto-cinder-pulse,23,236,0.43,2,0.958061,cinder pulse keeps shade-bow 6,True,15.6181,0.660333
573,570,lichen_bridge,proto-bridge-hum,24,238,0.43,2,0.957968,bridge hum keeps rope-touch 6,True,14.2911,0.649333
574,570,orchid_engine,proto-engine-ring,25,240,0.43,2,0.957876,engine ring keeps valve-pause 6,True,16.6241,0.672333
575,575,moss_ward,proto-moss-breath,21,237,0.44,2,0.958453,moss breath keeps door-watch 4,True,11.9708,0.641222
576,575,glass_harbor,proto-harbor-chime,22,239,0.44,2,0.958361,harbor chime keeps tea-before-crossing 7,True,13.1138,0.654222
577,575,cinder_garden,proto-cinder-pulse,23,241,0.44,2,0.958268,cinder pulse keeps cool-hand 8,True,15.6768,0.675222
578,575,lichen_bridge,proto-bridge-hum,24,243,0.44,2,0.958176,bridge hum keeps shared-bowl 8,True,14.3498,0.664222
579,575,orchid_engine,proto-engine-ring,25,245,0.44,2,0.958893,engine ring keeps gear-wash-thanks 8,True,16.6828,0.687222
580,580,moss_ward,proto-moss-breath,21,237,0.44,2,0.958451,moss breath keeps blanket-share 5,True,12.0258,0.655111
581,580,glass_harbor,proto-harbor-chime,22,239,0.44,2,0.958358,harbor chime keeps net-knot-thanks 8,True,13.1688,0.668111
582,580,cinder_garden,proto-cinder-pulse,23,241,0.44,2,0.958266,cinder pulse keeps shade-bow 9,True,15.7318,0.689111
583,580,lichen_bridge,proto-bridge-hum,24,243,0.44,2,0.958173,bridge hum keeps rope-touch 9,True,14.4048,0.678111
584,580,orchid_engine,proto-engine-ring,25,245,0.44,2,0.958891,engine ring keeps valve-pause 9,True,16.7378,0.701111
585,585,moss_ward,proto-moss-breath,21,237,0.44,2,0.958448,moss breath keeps warm-cup 6,True,12.0808,0.669
586,585,glass_harbor,proto-harbor-chime,22,239,0.44,2,0.958356,harbor chime keeps lamp-touch 9,True,13.2238,0.682
587,585,cinder_garden,proto-cinder-pulse,23,241,0.44,2,0.958263,cinder pulse keeps seed-count 10,True,15.7868,0.703
588,585,lichen_bridge,proto-bridge-hum,24,243,0.44,2,0.958171,bridge hum keeps signal-hush 10,True,14.4598,0.692
589,585,orchid_engine,proto-engine-ring,25,245,0.44,2,0.958888,engine ring keeps orchid-cup 10,True,16.7928,0.715
590,590,moss_ward,proto-moss-breath,21,237,0.44,2,0.958446,moss breath keeps door-watch 7,True,12.1358,0.682889
591,590,glass_harbor,proto-harbor-chime,22,239,0.44,2,0.958353,harbor chime keeps tea-before-crossing 10,True,13.2788,0.695889
592,590,cinder_garden,proto-cinder-pulse,23,241,0.44,2,0.958261,cinder pulse keeps cool-hand 11,True,15.8418,0.716889
593,590,lichen_bridge,proto-bridge-hum,24,243,0.44,2,0.958168,bridge hum keeps shared-bowl 11,True,14.5148,0.705889
594,590,orchid_engine,proto-engine-ring,25,245,0.44,2,0.958886,engine ring keeps gear-wash-thanks 11,True,16.8478,0.728889
595,595,moss_ward,proto-moss-breath,21,237,0.44,2,0.958443,moss breath keeps blanket-share 8,True,12.1908,0.696778
596,595,glass_harbor,proto-harbor-chime,22,239,0.44,2,0.958351,harbor chime keeps net-knot-thanks 11,True,13.3338,0.709778
597,595,cinder_garden,proto-cinder-pulse,23,241,0.44,2,0.958258,cinder pulse keeps shade-bow 12,True,15.8968,0.730778
598,595,lichen_bridge,proto-bridge-hum,24,243,0.44,2,0.958166,bridge hum keeps rope-touch 12,True,14.5698,0.719778
599,595,orchid_engine,proto-engine-ring,25,245,0.44,2,0.958884,engine ring keeps valve-pause 12,True,16.9028,0.742778
600,600,moss_ward,proto-moss-breath,22,244,0.456,2,0.958651,moss breath keeps door-watch 10,True,12.26472,0.711667
601,600,glass_harbor,proto-harbor-chime,23,246,0.456,2,0.958558,harbor chime keeps lamp-touch 0,True,13.40772,0.724667
602,600,cinder_garden,proto-cinder-pulse,24,248,0.456,2,0.958466,cinder pulse keeps seed-count 1,True,15.97072,0.745667
603,600,lichen_bridge,proto-bridge-hum,25,250,0.456,2,0.959184,bridge hum keeps signal-hush 1,True,14.64372,0.734667
604,600,orchid_engine,proto-engine-ring,26,252,0.456,2,0.959091,engine ring keeps orchid-cup 1,True,16.97672,0.757667
605,605,moss_ward,proto-moss-breath,22,244,0.456,2,0.958648,moss breath keeps blanket-share 11,True,12.31972,0.725556
606,605,glass_harbor,proto-harbor-chime,23,246,0.456,2,0.958556,harbor chime keeps tea-before-crossing 1,True,13.46272,0.738556
607,605,cinder_garden,proto-cinder-pulse,24,248,0.456,2,0.958464,cinder pulse keeps cool-hand 2,True,16.02572,0.759556
608,605,lichen_bridge,proto-bridge-hum,25,250,0.456,2,0.959181,bridge hum keeps shared-bowl 2,True,14.69872,0.748556
609,605,orchid_engine,proto-engine-ring,26,252,0.456,2,0.959089,engine ring keeps gear-wash-thanks 2,True,17.03172,0.771556
610,610,moss_ward,proto-moss-breath,22,244,0.456,2,0.958646,moss breath keeps warm-cup 12,True,12.37472,0.739444
611,610,glass_harbor,proto-harbor-chime,23,246,0.456,2,0.958554,harbor chime keeps net-knot-thanks 2,True,13.51772,0.752444
612,610,cinder_garden,proto-cinder-pulse,24,248,0.456,2,0.958461,cinder pulse keeps shade-bow 3,True,16.08072,0.773444
613,610,lichen_bridge,proto-bridge-hum,25,250,0.456,2,0.959179,bridge hum keeps rope-touch 3,True,14.75372,0.762444
614,610,orchid_engine,proto-engine-ring,26,252,0.456,2,0.959128,engine ring keeps valve-pause 3,True,17.08672,0.785444
615,615,moss_ward,proto-moss-breath,22,244,0.456,2,0.958644,moss breath keeps warm-cup 0,True,12.42972,0.753333
616,615,glass_harbor,proto-harbor-chime,23,246,0.456,2,0.958551,harbor chime keeps lamp-touch 3,True,13.57272,0.766333
617,615,cinder_garden,proto-cinder-pulse,24,248,0.456,2,0.958459,cinder pulse keeps seed-count 4,True,16.13572,0.787333
618,615,lichen_bridge,proto-bridge-hum,25,250,0.456,2,0.959218,bridge hum keeps signal-hush 4,True,14.80872,0.776333
619,615,orchid_engine,proto-engine-ring,26,252,0.456,2,0.959125,engine ring keeps orchid-cup 4,True,17.14172,0.799333
620,620,moss_ward,proto-moss-breath,22,244,0.456,2,0.958641,moss breath keeps door-watch 1,True,12.48472,0.767222
621,620,glass_harbor,proto-harbor-chime,23,246,0.456,2,0.958549,harbor chime keeps tea-before-crossing 4,True,13.62772,0.780222
622,620,cinder_garden,proto-cinder-pulse,24,248,0.456,2,0.958498,cinder pulse keeps cool-hand 5,True,16.19072,0.801222
623,620,lichen_bridge,proto-bridge-hum,25,250,0.456,2,0.959215,bridge hum keeps shared-bowl 5,True,14.86372,0.790222
624,620,orchid_engine,proto-engine-ring,26,252,0.456,2,0.959123,engine ring keeps gear-wash-thanks 5,True,17.19672,0.813222
625,625,moss_ward,proto-moss-breath,22,249,0.466,2,0.958849,moss breath keeps warm-cup 3,True,12.54342,0.782111
626,625,glass_harbor,proto-harbor-chime,23,251,0.466,2,0.958798,harbor chime keeps lamp-touch 6,True,13.68642,0.795111
627,625,cinder_garden,proto-cinder-pulse,24,253,0.466,2,0.959515,cinder pulse keeps seed-count 7,True,16.24942,0.816111
628,625,lichen_bridge,proto-bridge-hum,25,255,0.466,2,0.959423,bridge hum keeps signal-hush 7,True,14.92242,0.805111
629,625,orchid_engine,proto-engine-ring,26,257,0.466,2,0.95933,engine ring keeps orchid-cup 7,True,17.25542,0.828111
630,630,moss_ward,proto-moss-breath,22,249,0.466,2,0.958888,moss breath keeps door-watch 4,True,12.59842,0.796
631,630,glass_harbor,proto-harbor-chime,23,251,0.466,2,0.958795,harbor chime keeps tea-before-crossing 7,True,13.74142,0.809
632,630,cinder_garden,proto-cinder-pulse,24,253,0.466,2,0.959513,cinder pulse keeps cool-hand 8,True,16.30442,0.83
633,630,lichen_bridge,proto-bridge-hum,25,255,0.466,2,0.95942,bridge hum keeps shared-bowl 8,True,14.97742,0.819
634,630,orchid_engine,proto-engine-ring,26,257,0.466,2,0.959328,engine ring keeps gear-wash-thanks 8,True,17.31042,0.842
635,635,moss_ward,proto-moss-breath,22,249,0.466,2,0.958885,moss breath keeps blanket-share 5,True,12.65342,0.809889
636,635,glass_harbor,proto-harbor-chime,23,251,0.466,2,0.958793,harbor chime keeps net-knot-thanks 8,True,13.79642,0.822889
637,635,cinder_garden,proto-cinder-pulse,24,253,0.466,2,0.95951,cinder pulse keeps shade-bow 9,True,16.35942,0.843889
638,635,lichen_bridge,proto-bridge-hum,25,255,0.466,2,0.959418,bridge hum keeps rope-touch 9,True,15.03242,0.832889
639,635,orchid_engine,proto-engine-ring,26,257,0.466,2,0.959325,engine ring keeps valve-pause 9,True,17.36542,0.855889
640,640,moss_ward,proto-moss-breath,22,249,0.466,2,0.958883,moss breath keeps warm-cup 6,True,12.70842,0.823778
641,640,glass_harbor,proto-harbor-chime,23,251,0.466,2,0.95879,harbor chime keeps lamp-touch 9,True,13.85142,0.836778
642,640,cinder_garden,proto-cinder-pulse,24,253,0.466,2,0.959508,cinder pulse keeps seed-count 10,True,16.41442,0.857778
643,640,lichen_bridge,proto-bridge-hum,25,255,0.466,2,0.959415,bridge hum keeps signal-hush 10,True,15.08742,0.846778
644,640,orchid_engine,proto-engine-ring,26,257,0.466,2,0.959323,engine ring keeps orchid-cup 10,True,17.42042,0.869778
645,645,moss_ward,proto-moss-breath,22,249,0.466,2,0.95888,moss breath keeps door-watch 7,True,12.76342,0.837667
646,645,glass_harbor,proto-harbor-chime,23,251,0.466,2,0.958788,harbor chime keeps tea-before-crossing 10,True,13.90642,0.850667
647,645,cinder_garden,proto-cinder-pulse,24,253,0.466,2,0.959505,cinder pulse keeps cool-hand 11,True,16.46942,0.871667
648,645,lichen_bridge,proto-bridge-hum,25,255,0.466,2,0.959413,bridge hum keeps shared-bowl 11,True,15.14242,0.860667
649,645,orchid_engine,proto-engine-ring,26,257,0.466,2,0.959321,engine ring keeps gear-wash-thanks 11,True,17.47542,0.883667
650,650,moss_ward,proto-moss-breath,22,254,0.476,2,0.959088,moss breath keeps warm-cup 9,True,12.82212,0.852556
