tick,day,slot,avatar_room,selected_resident,loop_frame,scheduler_frame,action_frame,memory_frame,offscreen_frame,consequence_frame,dashboard_frame,replay_frame,single_world_state_object,boundary_visible
2190,122,12,river gate,Sera,2190,2190,2190,2190,2190,2190,2190,519,True,True
2191,122,13,arrival court,Tovan,2191,2191,2191,2191,2191,2191,2191,520,True,True
2192,122,14,tool alcove,Nia,2192,2192,2192,2192,2192,2192,2192,520,True,True
2193,122,15,rain court,Ari,2193,2193,2193,2193,2193,2193,2193,520,True,True
2194,122,16,fiber loft,Fay,2194,2194,2194,2194,2194,2194,2194,520,True,True
2195,122,17,west hearth,Milo,2195,2195,2195,2195,2195,2195,2195,521,True,True
2196,123,0,arrival court,Sera,2196,2196,2196,2196,2196,2196,2196,522,True,True
2197,123,1,tool alcove,Tovan,2197,2197,2197,2197,2197,2197,2197,522,True,True
2198,123,2,rain court,Nia,2198,2198,2198,2198,2198,2198,2198,523,True,True
2199,123,3,fiber loft,Ari,2199,2199,2199,2199,2199,2199,2199,523,True,True
2200,123,4,west hearth,Fay,2200,2200,2200,2200,2200,2200,2200,523,True,True
2201,123,5,river gate,Milo,2201,2201,2201,2201,2201,2201,2201,523,True,True
2202,123,6,arrival court,Sera,2202,2202,2202,2202,2202,2202,2202,523,True,True
2203,123,7,tool alcove,Tovan,2203,2203,2203,2203,2203,2203,2203,523,True,True
2204,123,8,rain court,Nia,2204,2204,2204,2204,2204,2204,2204,523,True,True
2205,123,9,fiber loft,Ari,2205,2205,2205,2205,2205,2205,2205,524,True,True
2206,123,10,west hearth,Fay,2206,2206,2206,2206,2206,2206,2206,524,True,True
2207,123,11,river gate,Milo,2207,2207,2207,2207,2207,2207,2207,524,True,True
2208,123,12,arrival court,Sera,2208,2208,2208,2208,2208,2208,2208,524,True,True
2209,123,13,tool alcove,Tovan,2209,2209,2209,2209,2209,2209,2209,524,True,True
2210,123,14,rain court,Nia,2210,2210,2210,2210,2210,2210,2210,524,True,True
2211,123,15,fiber loft,Ari,2211,2211,2211,2211,2211,2211,2211,524,True,True
2212,123,16,west hearth,Fay,2212,2212,2212,2212,2212,2212,2212,525,True,True
2213,123,17,river gate,Milo,2213,2213,2213,2213,2213,2213,2213,526,True,True
2214,124,0,tool alcove,Sera,2214,2214,2214,2214,2214,2214,2214,527,True,True
2215,124,1,rain court,Tovan,2215,2215,2215,2215,2215,2215,2215,527,True,True
2216,124,2,fiber loft,Nia,2216,2216,2216,2216,2216,2216,2216,527,True,True
2217,124,3,west hearth,Ari,2217,2217,2217,2217,2217,2217,2217,527,True,True
2218,124,4,river gate,Fay,2218,2218,2218,2218,2218,2218,2218,527,True,True
2219,124,5,arrival court,Milo,2219,2219,2219,2219,2219,2219,2219,528,True,True
2220,124,6,tool alcove,Sera,2220,2220,2220,2220,2220,2220,2220,528,True,True
2221,124,7,rain court,Tovan,2221,2221,2221,2221,2221,2221,2221,528,True,True
2222,124,8,fiber loft,Nia,2222,2222,2222,2222,2222,2222,2222,528,True,True
2223,124,9,west hearth,Ari,2223,2223,2223,2223,2223,2223,2223,528,True,True
2224,124,10,river gate,Fay,2224,2224,2224,2224,2224,2224,2224,528,True,True
2225,124,11,arrival court,Milo,2225,2225,2225,2225,2225,2225,2225,528,True,True
2226,124,12,tool alcove,Sera,2226,2226,2226,2226,2226,2226,2226,529,True,True
2227,124,13,rain court,Tovan,2227,2227,2227,2227,2227,2227,2227,529,True,True
2228,124,14,fiber loft,Nia,2228,2228,2228,2228,2228,2228,2228,529,True,True
2229,124,15,west hearth,Ari,2229,2229,2229,2229,2229,2229,2229,529,True,True
2230,124,16,river gate,Fay,2230,2230,2230,2230,2230,2230,2230,529,True,True
2231,124,17,arrival court,Milo,2231,2231,2231,2231,2231,2231,2231,530,True,True
2232,125,0,rain court,Sera,2232,2232,2232,2232,2232,2232,2232,531,True,True
2233,125,1,fiber loft,Tovan,2233,2233,2233,2233,2233,2233,2233,532,True,True
2234,125,2,west hearth,Nia,2234,2234,2234,2234,2234,2234,2234,532,True,True
2235,125,3,river gate,Ari,2235,2235,2235,2235,2235,2235,2235,532,True,True
2236,125,4,arrival court,Fay,2236,2236,2236,2236,2236,2236,2236,532,True,True
2237,125,5,tool alcove,Milo,2237,2237,2237,2237,2237,2237,2237,532,True,True
2238,125,6,rain court,Sera,2238,2238,2238,2238,2238,2238,2238,532,True,True
2239,125,7,fiber loft,Tovan,2239,2239,2239,2239,2239,2239,2239,532,True,True
2240,125,8,west hearth,Nia,2240,2240,2240,2240,2240,2240,2240,533,True,True
2241,125,9,river gate,Ari,2241,2241,2241,2241,2241,2241,2241,533,True,True
2242,125,10,arrival court,Fay,2242,2242,2242,2242,2242,2242,2242,533,True,True
2243,125,11,tool alcove,Milo,2243,2243,2243,2243,2243,2243,2243,533,True,True
2244,125,12,rain court,Sera,2244,2244,2244,2244,2244,2244,2244,533,True,True
2245,125,13,fiber loft,Tovan,2245,2245,2245,2245,2245,2245,2245,533,True,True
2246,125,14,west hearth,Nia,2246,2246,2246,2246,2246,2246,2246,533,True,True
2247,125,15,river gate,Ari,2247,2247,2247,2247,2247,2247,2247,534,True,True
2248,125,16,arrival court,Fay,2248,2248,2248,2248,2248,2248,2248,534,True,True
2249,125,17,tool alcove,Milo,2249,2249,2249,2249,2249,2249,2249,535,True,True
2250,126,0,fiber loft,Sera,2250,2250,2250,2250,2250,2250,2250,536,True,True
2251,126,1,west hearth,Tovan,2251,2251,2251,2251,2251,2251,2251,536,True,True
2252,126,2,river gate,Nia,2252,2252,2252,2252,2252,2252,2252,536,True,True
2253,126,3,arrival court,Ari,2253,2253,2253,2253,2253,2253,2253,536,True,True
2254,126,4,tool alcove,Fay,2254,2254,2254,2254,2254,2254,2254,537,True,True
2255,126,5,rain court,Milo,2255,2255,2255,2255,2255,2255,2255,537,True,True
2256,126,6,fiber loft,Sera,2256,2256,2256,2256,2256,2256,2256,537,True,True
2257,126,7,west hearth,Tovan,2257,2257,2257,2257,2257,2257,2257,537,True,True
2258,126,8,river gate,Nia,2258,2258,2258,2258,2258,2258,2258,537,True,True
2259,126,9,arrival court,Ari,2259,2259,2259,2259,2259,2259,2259,537,True,True
2260,126,10,tool alcove,Fay,2260,2260,2260,2260,2260,2260,2260,537,True,True
2261,126,11,rain court,Milo,2261,2261,2261,2261,2261,2261,2261,538,True,True
2262,126,12,fiber loft,Sera,2262,2262,2262,2262,2262,2262,2262,538,True,True
2263,126,13,west hearth,Tovan,2263,2263,2263,2263,2263,2263,2263,538,True,True
2264,126,14,river gate,Nia,2264,2264,2264,2264,2264,2264,2264,538,True,True
2265,126,15,arrival court,Ari,2265,2265,2265,2265,2265,2265,2265,538,True,True
2266,126,16,tool alcove,Fay,2266,2266,2266,2266,2266,2266,2266,538,True,True
2267,126,17,rain court,Milo,2267,2267,2267,2267,2267,2267,2267,539,True,True
2268,127,0,west hearth,Sera,2268,2268,2268,2268,2268,2268,2268,540,True,True
2269,127,1,river gate,Tovan,2269,2269,2269,2269,2269,2269,2269,540,True,True
2270,127,2,arrival court,Nia,2270,2270,2270,2270,2270,2270,2270,540,True,True
2271,127,3,tool alcove,Ari,2271,2271,2271,2271,2271,2271,2271,540,True,True
2272,127,4,rain court,Fay,2272,2272,2272,2272,2272,2272,2272,540,True,True
2273,127,5,fiber loft,Milo,2273,2273,2273,2273,2273,2273,2273,540,True,True
2274,127,6,west hearth,Sera,2274,2274,2274,2274,2274,2274,2274,540,True,True
2275,127,7,river gate,Tovan,2275,2275,2275,2275,2275,2275,2275,541,True,True
2276,127,8,arrival court,Nia,2276,2276,2276,2276,2276,2276,2276,541,True,True
2277,127,9,tool alcove,Ari,2277,2277,2277,2277,2277,2277,2277,541,True,True
2278,127,10,rain court,Fay,2278,2278,2278,2278,2278,2278,2278,541,True,True
2279,127,11,fiber loft,Milo,2279,2279,2279,2279,2279,2279,2279,541,True,True
2280,127,12,west hearth,Sera,2280,2280,2280,2280,2280,2280,2280,541,True,True
2281,127,13,river gate,Tovan,2281,2281,2281,2281,2281,2281,2281,541,True,True
2282,127,14,arrival court,Nia,2282,2282,2282,2282,2282,2282,2282,542,True,True
2283,127,15,tool alcove,Ari,2283,2283,2283,2283,2283,2283,2283,542,True,True
2284,127,16,rain court,Fay,2284,2284,2284,2284,2284,2284,2284,542,True,True
2285,127,17,fiber loft,Milo,2285,2285,2285,2285,2285,2285,2285,543,True,True
2286,128,0,river gate,Sera,2286,2286,2286,2286,2286,2286,2286,544,True,True
2287,128,1,arrival court,Tovan,2287,2287,2287,2287,2287,2287,2287,544,True,True
2288,128,2,tool alcove,Nia,2288,2288,2288,2288,2288,2288,2288,544,True,True
2289,128,3,rain court,Ari,2289,2289,2289,2289,2289,2289,2289,545,True,True
2290,128,4,fiber loft,Fay,2290,2290,2290,2290,2290,2290,2290,545,True,True
2291,128,5,west hearth,Milo,2291,2291,2291,2291,2291,2291,2291,545,True,True
2292,128,6,river gate,Sera,2292,2292,2292,2292,2292,2292,2292,545,True,True
2293,128,7,arrival court,Tovan,2293,2293,2293,2293,2293,2293,2293,545,True,True
2294,128,8,tool alcove,Nia,2294,2294,2294,2294,2294,2294,2294,545,True,True
2295,128,9,rain court,Ari,2295,2295,2295,2295,2295,2295,2295,545,True,True
2296,128,10,fiber loft,Fay,2296,2296,2296,2296,2296,2296,2296,546,True,True
2297,128,11,west hearth,Milo,2297,2297,2297,2297,2297,2297,2297,546,True,True
2298,128,12,river gate,Sera,2298,2298,2298,2298,2298,2298,2298,546,True,True
2299,128,13,arrival court,Tovan,2299,2299,2299,2299,2299,2299,2299,546,True,True
2300,128,14,tool alcove,Nia,2300,2300,2300,2300,2300,2300,2300,546,True,True
2301,128,15,rain court,Ari,2301,2301,2301,2301,2301,2301,2301,546,True,True
2302,128,16,fiber loft,Fay,2302,2302,2302,2302,2302,2302,2302,546,True,True
2303,128,17,west hearth,Milo,2303,2303,2303,2303,2303,2303,2303,547,True,True
2304,129,0,arrival court,Sera,2304,2304,2304,2304,2304,2304,2304,548,True,True
2305,129,1,tool alcove,Tovan,2305,2305,2305,2305,2305,2305,2305,548,True,True
2306,129,2,rain court,Nia,2306,2306,2306,2306,2306,2306,2306,548,True,True
2307,129,3,fiber loft,Ari,2307,2307,2307,2307,2307,2307,2307,548,True,True
2308,129,4,west hearth,Fay,2308,2308,2308,2308,2308,2308,2308,548,True,True
2309,129,5,river gate,Milo,2309,2309,2309,2309,2309,2309,2309,548,True,True
2310,129,6,arrival court,Sera,2310,2310,2310,2310,2310,2310,2310,549,True,True
2311,129,7,tool alcove,Tovan,2311,2311,2311,2311,2311,2311,2311,549,True,True
2312,129,8,rain court,Nia,2312,2312,2312,2312,2312,2312,2312,549,True,True
2313,129,9,fiber loft,Ari,2313,2313,2313,2313,2313,2313,2313,549,True,True
2314,129,10,west hearth,Fay,2314,2314,2314,2314,2314,2314,2314,549,True,True
2315,129,11,river gate,Milo,2315,2315,2315,2315,2315,2315,2315,549,True,True
2316,129,12,arrival court,Sera,2316,2316,2316,2316,2316,2316,2316,549,True,True
2317,129,13,tool alcove,Tovan,2317,2317,2317,2317,2317,2317,2317,550,True,True
2318,129,14,rain court,Nia,2318,2318,2318,2318,2318,2318,2318,550,True,True
2319,129,15,fiber loft,Ari,2319,2319,2319,2319,2319,2319,2319,550,True,True
2320,129,16,west hearth,Fay,2320,2320,2320,2320,2320,2320,2320,550,True,True
2321,129,17,river gate,Milo,2321,2321,2321,2321,2321,2321,2321,551,True,True
2322,130,0,tool alcove,Sera,2322,2322,2322,2322,2322,2322,2322,552,True,True
2323,130,1,rain court,Tovan,2323,2323,2323,2323,2323,2323,2323,552,True,True
2324,130,2,fiber loft,Nia,2324,2324,2324,2324,2324,2324,2324,553,True,True
2325,130,3,west hearth,Ari,2325,2325,2325,2325,2325,2325,2325,553,True,True
2326,130,4,river gate,Fay,2326,2326,2326,2326,2326,2326,2326,553,True,True
2327,130,5,arrival court,Milo,2327,2327,2327,2327,2327,2327,2327,553,True,True
2328,130,6,tool alcove,Sera,2328,2328,2328,2328,2328,2328,2328,553,True,True
2329,130,7,rain court,Tovan,2329,2329,2329,2329,2329,2329,2329,553,True,True
2330,130,8,fiber loft,Nia,2330,2330,2330,2330,2330,2330,2330,553,True,True
2331,130,9,west hearth,Ari,2331,2331,2331,2331,2331,2331,2331,554,True,True
2332,130,10,river gate,Fay,2332,2332,2332,2332,2332,2332,2332,554,True,True
2333,130,11,arrival court,Milo,2333,2333,2333,2333,2333,2333,2333,554,True,True
2334,130,12,tool alcove,Sera,2334,2334,2334,2334,2334,2334,2334,554,True,True
2335,130,13,rain court,Tovan,2335,2335,2335,2335,2335,2335,2335,554,True,True
2336,130,14,fiber loft,Nia,2336,2336,2336,2336,2336,2336,2336,554,True,True
2337,130,15,west hearth,Ari,2337,2337,2337,2337,2337,2337,2337,554,True,True
2338,130,16,river gate,Fay,2338,2338,2338,2338,2338,2338,2338,555,True,True
2339,130,17,arrival court,Milo,2339,2339,2339,2339,2339,2339,2339,556,True,True
2340,131,0,rain court,Sera,2340,2340,2340,2340,2340,2340,2340,557,True,True
2341,131,1,fiber loft,Tovan,2341,2341,2341,2341,2341,2341,2341,557,True,True
2342,131,2,west hearth,Nia,2342,2342,2342,2342,2342,2342,2342,557,True,True
2343,131,3,river gate,Ari,2343,2343,2343,2343,2343,2343,2343,557,True,True
2344,131,4,arrival court,Fay,2344,2344,2344,2344,2344,2344,2344,557,True,True
2345,131,5,tool alcove,Milo,2345,2345,2345,2345,2345,2345,2345,558,True,True
2346,131,6,rain court,Sera,2346,2346,2346,2346,2346,2346,2346,558,True,True
2347,131,7,fiber loft,Tovan,2347,2347,2347,2347,2347,2347,2347,558,True,True
2348,131,8,west hearth,Nia,2348,2348,2348,2348,2348,2348,2348,558,True,True
2349,131,9,river gate,Ari,2349,2349,2349,2349,2349,2349,2349,558,True,True
2350,131,10,arrival court,Fay,2350,2350,2350,2350,2350,2350,2350,558,True,True
2351,131,11,tool alcove,Milo,2351,2351,2351,2351,2351,2351,2351,558,True,True
2352,131,12,rain court,Sera,2352,2352,2352,2352,2352,2352,2352,559,True,True
2353,131,13,fiber loft,Tovan,2353,2353,2353,2353,2353,2353,2353,559,True,True
2354,131,14,west hearth,Nia,2354,2354,2354,2354,2354,2354,2354,559,True,True
2355,131,15,river gate,Ari,2355,2355,2355,2355,2355,2355,2355,559,True,True
2356,131,16,arrival court,Fay,2356,2356,2356,2356,2356,2356,2356,559,True,True
2357,131,17,tool alcove,Milo,2357,2357,2357,2357,2357,2357,2357,560,True,True
2358,132,0,fiber loft,Sera,2358,2358,2358,2358,2358,2358,2358,561,True,True
2359,132,1,west hearth,Tovan,2359,2359,2359,2359,2359,2359,2359,562,True,True
2360,132,2,river gate,Nia,2360,2360,2360,2360,2360,2360,2360,562,True,True
2361,132,3,arrival court,Ari,2361,2361,2361,2361,2361,2361,2361,562,True,True
2362,132,4,tool alcove,Fay,2362,2362,2362,2362,2362,2362,2362,562,True,True
2363,132,5,rain court,Milo,2363,2363,2363,2363,2363,2363,2363,562,True,True
2364,132,6,fiber loft,Sera,2364,2364,2364,2364,2364,2364,2364,562,True,True
2365,132,7,west hearth,Tovan,2365,2365,2365,2365,2365,2365,2365,562,True,True
2366,132,8,river gate,Nia,2366,2366,2366,2366,2366,2366,2366,563,True,True
2367,132,9,arrival court,Ari,2367,2367,2367,2367,2367,2367,2367,563,True,True
2368,132,10,tool alcove,Fay,2368,2368,2368,2368,2368,2368,2368,563,True,True
2369,132,11,rain court,Milo,2369,2369,2369,2369,2369,2369,2369,563,True,True
2370,132,12,fiber loft,Sera,2370,2370,2370,2370,2370,2370,2370,563,True,True
2371,132,13,west hearth,Tovan,2371,2371,2371,2371,2371,2371,2371,563,True,True
2372,132,14,river gate,Nia,2372,2372,2372,2372,2372,2372,2372,563,True,True
2373,132,15,arrival court,Ari,2373,2373,2373,2373,2373,2373,2373,564,True,True
2374,132,16,tool alcove,Fay,2374,2374,2374,2374,2374,2374,2374,564,True,True
2375,132,17,rain court,Milo,2375,2375,2375,2375,2375,2375,2375,565,True,True
2376,133,0,west hearth,Sera,2376,2376,2376,2376,2376,2376,2376,566,True,True
2377,133,1,river gate,Tovan,2377,2377,2377,2377,2377,2377,2377,566,True,True
2378,133,2,arrival court,Nia,2378,2378,2378,2378,2378,2378,2378,566,True,True
2379,133,3,tool alcove,Ari,2379,2379,2379,2379,2379,2379,2379,566,True,True
2380,133,4,rain court,Fay,2380,2380,2380,2380,2380,2380,2380,567,True,True
2381,133,5,fiber loft,Milo,2381,2381,2381,2381,2381,2381,2381,567,True,True
2382,133,6,west hearth,Sera,2382,2382,2382,2382,2382,2382,2382,567,True,True
2383,133,7,river gate,Tovan,2383,2383,2383,2383,2383,2383,2383,567,True,True
2384,133,8,arrival court,Nia,2384,2384,2384,2384,2384,2384,2384,567,True,True
2385,133,9,tool alcove,Ari,2385,2385,2385,2385,2385,2385,2385,567,True,True
2386,133,10,rain court,Fay,2386,2386,2386,2386,2386,2386,2386,567,True,True
2387,133,11,fiber loft,Milo,2387,2387,2387,2387,2387,2387,2387,568,True,True
2388,133,12,west hearth,Sera,2388,2388,2388,2388,2388,2388,2388,568,True,True
2389,133,13,river gate,Tovan,2389,2389,2389,2389,2389,2389,2389,568,True,True
2390,133,14,arrival court,Nia,2390,2390,2390,2390,2390,2390,2390,568,True,True
2391,133,15,tool alcove,Ari,2391,2391,2391,2391,2391,2391,2391,568,True,True
2392,133,16,rain court,Fay,2392,2392,2392,2392,2392,2392,2392,568,True,True
2393,133,17,fiber loft,Milo,2393,2393,2393,2393,2393,2393,2393,569,True,True
2394,134,0,river gate,Sera,2394,2394,2394,2394,2394,2394,2394,570,True,True
2395,134,1,arrival court,Tovan,2395,2395,2395,2395,2395,2395,2395,570,True,True
2396,134,2,tool alcove,Nia,2396,2396,2396,2396,2396,2396,2396,570,True,True
2397,134,3,rain court,Ari,2397,2397,2397,2397,2397,2397,2397,570,True,True
2398,134,4,fiber loft,Fay,2398,2398,2398,2398,2398,2398,2398,570,True,True
2399,134,5,west hearth,Milo,2399,2399,2399,2399,2399,2399,2399,570,True,True
2400,134,6,river gate,Sera,2400,2400,2400,2400,2400,2400,2400,570,True,True
2401,134,7,arrival court,Tovan,2401,2401,2401,2401,2401,2401,2401,571,True,True
2402,134,8,tool alcove,Nia,2402,2402,2402,2402,2402,2402,2402,571,True,True
2403,134,9,rain court,Ari,2403,2403,2403,2403,2403,2403,2403,571,True,True
2404,134,10,fiber loft,Fay,2404,2404,2404,2404,2404,2404,2404,571,True,True
2405,134,11,west hearth,Milo,2405,2405,2405,2405,2405,2405,2405,571,True,True
2406,134,12,river gate,Sera,2406,2406,2406,2406,2406,2406,2406,571,True,True
2407,134,13,arrival court,Tovan,2407,2407,2407,2407,2407,2407,2407,571,True,True
2408,134,14,tool alcove,Nia,2408,2408,2408,2408,2408,2408,2408,572,True,True
2409,134,15,rain court,Ari,2409,2409,2409,2409,2409,2409,2409,572,True,True
2410,134,16,fiber loft,Fay,2410,2410,2410,2410,2410,2410,2410,572,True,True
2411,134,17,west hearth,Milo,2411,2411,2411,2411,2411,2411,2411,573,True,True
2412,135,0,arrival court,Sera,2412,2412,2412,2412,2412,2412,2412,574,True,True
2413,135,1,tool alcove,Tovan,2413,2413,2413,2413,2413,2413,2413,574,True,True
2414,135,2,rain court,Nia,2414,2414,2414,2414,2414,2414,2414,574,True,True
2415,135,3,fiber loft,Ari,2415,2415,2415,2415,2415,2415,2415,575,True,True
2416,135,4,west hearth,Fay,2416,2416,2416,2416,2416,2416,2416,575,True,True
2417,135,5,river gate,Milo,2417,2417,2417,2417,2417,2417,2417,575,True,True
2418,135,6,arrival court,Sera,2418,2418,2418,2418,2418,2418,2418,575,True,True
2419,135,7,tool alcove,Tovan,2419,2419,2419,2419,2419,2419,2419,575,True,True
2420,135,8,rain court,Nia,2420,2420,2420,2420,2420,2420,2420,575,True,True
2421,135,9,fiber loft,Ari,2421,2421,2421,2421,2421,2421,2421,575,True,True
2422,135,10,west hearth,Fay,2422,2422,2422,2422,2422,2422,2422,576,True,True
2423,135,11,river gate,Milo,2423,2423,2423,2423,2423,2423,2423,576,True,True
2424,135,12,arrival court,Sera,2424,2424,2424,2424,2424,2424,2424,576,True,True
2425,135,13,tool alcove,Tovan,2425,2425,2425,2425,2425,2425,2425,576,True,True
2426,135,14,rain court,Nia,2426,2426,2426,2426,2426,2426,2426,576,True,True
2427,135,15,fiber loft,Ari,2427,2427,2427,2427,2427,2427,2427,576,True,True
2428,135,16,west hearth,Fay,2428,2428,2428,2428,2428,2428,2428,576,True,True
2429,135,17,river gate,Milo,2429,2429,2429,2429,2429,2429,2429,577,True,True
2430,136,0,tool alcove,Sera,2430,2430,2430,2430,2430,2430,2430,578,True,True
2431,136,1,rain court,Tovan,2431,2431,2431,2431,2431,2431,2431,578,True,True
2432,136,2,fiber loft,Nia,2432,2432,2432,2432,2432,2432,2432,578,True,True
2433,136,3,west hearth,Ari,2433,2433,2433,2433,2433,2433,2433,578,True,True
2434,136,4,river gate,Fay,2434,2434,2434,2434,2434,2434,2434,578,True,True
2435,136,5,arrival court,Milo,2435,2435,2435,2435,2435,2435,2435,578,True,True
2436,136,6,tool alcove,Sera,2436,2436,2436,2436,2436,2436,2436,579,True,True
2437,136,7,rain court,Tovan,2437,2437,2437,2437,2437,2437,2437,579,True,True
2438,136,8,fiber loft,Nia,2438,2438,2438,2438,2438,2438,2438,579,True,True
2439,136,9,west hearth,Ari,2439,2439,2439,2439,2439,2439,2439,579,True,True
2440,136,10,river gate,Fay,2440,2440,2440,2440,2440,2440,2440,579,True,True
2441,136,11,arrival court,Milo,2441,2441,2441,2441,2441,2441,2441,579,True,True
2442,136,12,tool alcove,Sera,2442,2442,2442,2442,2442,2442,2442,579,True,True
2443,136,13,rain court,Tovan,2443,2443,2443,2443,2443,2443,2443,580,True,True
2444,136,14,fiber loft,Nia,2444,2444,2444,2444,2444,2444,2444,580,True,True
2445,136,15,west hearth,Ari,2445,2445,2445,2445,2445,2445,2445,580,True,True
2446,136,16,river gate,Fay,2446,2446,2446,2446,2446,2446,2446,580,True,True
2447,136,17,arrival court,Milo,2447,2447,2447,2447,2447,2447,2447,581,True,True
2448,137,0,rain court,Sera,2448,2448,2448,2448,2448,2448,2448,582,True,True
2449,137,1,fiber loft,Tovan,2449,2449,2449,2449,2449,2449,2449,582,True,True
2450,137,2,west hearth,Nia,2450,2450,2450,2450,2450,2450,2450,583,True,True
2451,137,3,river gate,Ari,2451,2451,2451,2451,2451,2451,2451,583,True,True
2452,137,4,arrival court,Fay,2452,2452,2452,2452,2452,2452,2452,583,True,True
2453,137,5,tool alcove,Milo,2453,2453,2453,2453,2453,2453,2453,583,True,True
2454,137,6,rain court,Sera,2454,2454,2454,2454,2454,2454,2454,583,True,True
2455,137,7,fiber loft,Tovan,2455,2455,2455,2455,2455,2455,2455,583,True,True
2456,137,8,west hearth,Nia,2456,2456,2456,2456,2456,2456,2456,583,True,True
2457,137,9,river gate,Ari,2457,2457,2457,2457,2457,2457,2457,584,True,True
2458,137,10,arrival court,Fay,2458,2458,2458,2458,2458,2458,2458,584,True,True
2459,137,11,tool alcove,Milo,2459,2459,2459,2459,2459,2459,2459,584,True,True
2460,137,12,rain court,Sera,2460,2460,2460,2460,2460,2460,2460,584,True,True
2461,137,13,fiber loft,Tovan,2461,2461,2461,2461,2461,2461,2461,584,True,True
2462,137,14,west hearth,Nia,2462,2462,2462,2462,2462,2462,2462,584,True,True
2463,137,15,river gate,Ari,2463,2463,2463,2463,2463,2463,2463,584,True,True
2464,137,16,arrival court,Fay,2464,2464,2464,2464,2464,2464,2464,585,True,True
2465,137,17,tool alcove,Milo,2465,2465,2465,2465,2465,2465,2465,586,True,True
2466,138,0,fiber loft,Sera,2466,2466,2466,2466,2466,2466,2466,587,True,True
2467,138,1,west hearth,Tovan,2467,2467,2467,2467,2467,2467,2467,587,True,True
2468,138,2,river gate,Nia,2468,2468,2468,2468,2468,2468,2468,587,True,True
2469,138,3,arrival court,Ari,2469,2469,2469,2469,2469,2469,2469,587,True,True
2470,138,4,tool alcove,Fay,2470,2470,2470,2470,2470,2470,2470,587,True,True
2471,138,5,rain court,Milo,2471,2471,2471,2471,2471,2471,2471,588,True,True
2472,138,6,fiber loft,Sera,2472,2472,2472,2472,2472,2472,2472,588,True,True
2473,138,7,west hearth,Tovan,2473,2473,2473,2473,2473,2473,2473,588,True,True
2474,138,8,river gate,Nia,2474,2474,2474,2474,2474,2474,2474,588,True,True
2475,138,9,arrival court,Ari,2475,2475,2475,2475,2475,2475,2475,588,True,True
2476,138,10,tool alcove,Fay,2476,2476,2476,2476,2476,2476,2476,588,True,True
2477,138,11,rain court,Milo,2477,2477,2477,2477,2477,2477,2477,588,True,True
2478,138,12,fiber loft,Sera,2478,2478,2478,2478,2478,2478,2478,589,True,True
2479,138,13,west hearth,Tovan,2479,2479,2479,2479,2479,2479,2479,589,True,True
2480,138,14,river gate,Nia,2480,2480,2480,2480,2480,2480,2480,589,True,True
2481,138,15,arrival court,Ari,2481,2481,2481,2481,2481,2481,2481,589,True,True
2482,138,16,tool alcove,Fay,2482,2482,2482,2482,2482,2482,2482,589,True,True
2483,138,17,rain court,Milo,2483,2483,2483,2483,2483,2483,2483,590,True,True
2484,139,0,west hearth,Sera,2484,2484,2484,2484,2484,2484,2484,591,True,True
2485,139,1,river gate,Tovan,2485,2485,2485,2485,2485,2485,2485,592,True,True
2486,139,2,arrival court,Nia,2486,2486,2486,2486,2486,2486,2486,592,True,True
2487,139,3,tool alcove,Ari,2487,2487,2487,2487,2487,2487,2487,592,True,True
2488,139,4,rain court,Fay,2488,2488,2488,2488,2488,2488,2488,592,True,True
2489,139,5,fiber loft,Milo,2489,2489,2489,2489,2489,2489,2489,592,True,True
2490,139,6,west hearth,Sera,2490,2490,2490,2490,2490,2490,2490,592,True,True
2491,139,7,river gate,Tovan,2491,2491,2491,2491,2491,2491,2491,592,True,True
2492,139,8,arrival court,Nia,2492,2492,2492,2492,2492,2492,2492,593,True,True
2493,139,9,tool alcove,Ari,2493,2493,2493,2493,2493,2493,2493,593,True,True
2494,139,10,rain court,Fay,2494,2494,2494,2494,2494,2494,2494,593,True,True
2495,139,11,fiber loft,Milo,2495,2495,2495,2495,2495,2495,2495,593,True,True
2496,139,12,west hearth,Sera,2496,2496,2496,2496,2496,2496,2496,593,True,True
2497,139,13,river gate,Tovan,2497,2497,2497,2497,2497,2497,2497,593,True,True
2498,139,14,arrival court,Nia,2498,2498,2498,2498,2498,2498,2498,593,True,True
2499,139,15,tool alcove,Ari,2499,2499,2499,2499,2499,2499,2499,594,True,True
2500,139,16,rain court,Fay,2500,2500,2500,2500,2500,2500,2500,594,True,True
2501,139,17,fiber loft,Milo,2501,2501,2501,2501,2501,2501,2501,595,True,True
2502,140,0,river gate,Sera,2502,2502,2502,2502,2502,2502,2502,596,True,True
2503,140,1,arrival court,Tovan,2503,2503,2503,2503,2503,2503,2503,596,True,True
2504,140,2,tool alcove,Nia,2504,2504,2504,2504,2504,2504,2504,596,True,True
2505,140,3,rain court,Ari,2505,2505,2505,2505,2505,2505,2505,596,True,True
2506,140,4,fiber loft,Fay,2506,2506,2506,2506,2506,2506,2506,597,True,True
2507,140,5,west hearth,Milo,2507,2507,2507,2507,2507,2507,2507,597,True,True
2508,140,6,river gate,Sera,2508,2508,2508,2508,2508,2508,2508,597,True,True
2509,140,7,arrival court,Tovan,2509,2509,2509,2509,2509,2509,2509,597,True,True
2510,140,8,tool alcove,Nia,2510,2510,2510,2510,2510,2510,2510,597,True,True
2511,140,9,rain court,Ari,2511,2511,2511,2511,2511,2511,2511,597,True,True
