tick,day,snapshot_id,scene_id,storage_key,stores_open_obligations,stores_due_days,stores_trust_access,stores_followup_queue,stores_residual_debt,stores_replay_cursor,snapshot_integrity
431,24,v24-snapshot-0431,v24-scene-d24,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
432,25,v24-snapshot-0432,v24-scene-d25,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
433,25,v24-snapshot-0433,v24-scene-d25,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
434,25,v24-snapshot-0434,v24-scene-d25,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
435,25,v24-snapshot-0435,v24-scene-d25,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
436,25,v24-snapshot-0436,v24-scene-d25,ssrm_browser_world_v24_owned_task_obligation_state,1,1,0,0,1,1,0.666667
437,25,v24-snapshot-0437,v24-scene-d25,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
438,25,v24-snapshot-0438,v24-scene-d25,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
439,25,v24-snapshot-0439,v24-scene-d25,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
440,25,v24-snapshot-0440,v24-scene-d25,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
441,25,v24-snapshot-0441,v24-scene-d25,ssrm_browser_world_v24_owned_task_obligation_state,1,0,1,0,1,0,0.5
442,25,v24-snapshot-0442,v24-scene-d25,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
443,25,v24-snapshot-0443,v24-scene-d25,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
444,25,v24-snapshot-0444,v24-scene-d25,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
445,25,v24-snapshot-0445,v24-scene-d25,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
446,25,v24-snapshot-0446,v24-scene-d25,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
447,25,v24-snapshot-0447,v24-scene-d25,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
448,25,v24-snapshot-0448,v24-scene-d25,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
449,25,v24-snapshot-0449,v24-scene-d25,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
450,26,v24-snapshot-0450,v24-scene-d26,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
451,26,v24-snapshot-0451,v24-scene-d26,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
452,26,v24-snapshot-0452,v24-scene-d26,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
453,26,v24-snapshot-0453,v24-scene-d26,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
454,26,v24-snapshot-0454,v24-scene-d26,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
455,26,v24-snapshot-0455,v24-scene-d26,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
456,26,v24-snapshot-0456,v24-scene-d26,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
457,26,v24-snapshot-0457,v24-scene-d26,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
458,26,v24-snapshot-0458,v24-scene-d26,ssrm_browser_world_v24_owned_task_obligation_state,0,1,1,1,1,1,0.833333
459,26,v24-snapshot-0459,v24-scene-d26,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
460,26,v24-snapshot-0460,v24-scene-d26,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
461,26,v24-snapshot-0461,v24-scene-d26,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
462,26,v24-snapshot-0462,v24-scene-d26,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
463,26,v24-snapshot-0463,v24-scene-d26,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
464,26,v24-snapshot-0464,v24-scene-d26,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
465,26,v24-snapshot-0465,v24-scene-d26,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
466,26,v24-snapshot-0466,v24-scene-d26,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
467,26,v24-snapshot-0467,v24-scene-d26,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
468,27,v24-snapshot-0468,v24-scene-d27,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
469,27,v24-snapshot-0469,v24-scene-d27,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
470,27,v24-snapshot-0470,v24-scene-d27,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
471,27,v24-snapshot-0471,v24-scene-d27,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
472,27,v24-snapshot-0472,v24-scene-d27,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
473,27,v24-snapshot-0473,v24-scene-d27,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
474,27,v24-snapshot-0474,v24-scene-d27,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
475,27,v24-snapshot-0475,v24-scene-d27,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
476,27,v24-snapshot-0476,v24-scene-d27,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
477,27,v24-snapshot-0477,v24-scene-d27,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
478,27,v24-snapshot-0478,v24-scene-d27,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
479,27,v24-snapshot-0479,v24-scene-d27,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
480,27,v24-snapshot-0480,v24-scene-d27,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
481,27,v24-snapshot-0481,v24-scene-d27,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
482,27,v24-snapshot-0482,v24-scene-d27,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
483,27,v24-snapshot-0483,v24-scene-d27,ssrm_browser_world_v24_owned_task_obligation_state,1,1,0,1,1,1,0.833333
484,27,v24-snapshot-0484,v24-scene-d27,ssrm_browser_world_v24_owned_task_obligation_state,1,0,1,1,1,1,0.833333
485,27,v24-snapshot-0485,v24-scene-d27,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
486,28,v24-snapshot-0486,v24-scene-d28,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
487,28,v24-snapshot-0487,v24-scene-d28,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
488,28,v24-snapshot-0488,v24-scene-d28,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
489,28,v24-snapshot-0489,v24-scene-d28,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
490,28,v24-snapshot-0490,v24-scene-d28,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
491,28,v24-snapshot-0491,v24-scene-d28,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
492,28,v24-snapshot-0492,v24-scene-d28,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
493,28,v24-snapshot-0493,v24-scene-d28,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
494,28,v24-snapshot-0494,v24-scene-d28,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,0,0.833333
495,28,v24-snapshot-0495,v24-scene-d28,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
496,28,v24-snapshot-0496,v24-scene-d28,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
497,28,v24-snapshot-0497,v24-scene-d28,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
498,28,v24-snapshot-0498,v24-scene-d28,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
499,28,v24-snapshot-0499,v24-scene-d28,ssrm_browser_world_v24_owned_task_obligation_state,0,1,1,1,1,1,0.833333
500,28,v24-snapshot-0500,v24-scene-d28,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
501,28,v24-snapshot-0501,v24-scene-d28,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
502,28,v24-snapshot-0502,v24-scene-d28,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
503,28,v24-snapshot-0503,v24-scene-d28,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
504,29,v24-snapshot-0504,v24-scene-d29,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
505,29,v24-snapshot-0505,v24-scene-d29,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
506,29,v24-snapshot-0506,v24-scene-d29,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
507,29,v24-snapshot-0507,v24-scene-d29,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
508,29,v24-snapshot-0508,v24-scene-d29,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
509,29,v24-snapshot-0509,v24-scene-d29,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
510,29,v24-snapshot-0510,v24-scene-d29,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
511,29,v24-snapshot-0511,v24-scene-d29,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
512,29,v24-snapshot-0512,v24-scene-d29,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
513,29,v24-snapshot-0513,v24-scene-d29,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
514,29,v24-snapshot-0514,v24-scene-d29,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
515,29,v24-snapshot-0515,v24-scene-d29,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
516,29,v24-snapshot-0516,v24-scene-d29,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
517,29,v24-snapshot-0517,v24-scene-d29,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
518,29,v24-snapshot-0518,v24-scene-d29,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
519,29,v24-snapshot-0519,v24-scene-d29,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
520,29,v24-snapshot-0520,v24-scene-d29,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
521,29,v24-snapshot-0521,v24-scene-d29,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
522,30,v24-snapshot-0522,v24-scene-d30,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
523,30,v24-snapshot-0523,v24-scene-d30,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
524,30,v24-snapshot-0524,v24-scene-d30,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
525,30,v24-snapshot-0525,v24-scene-d30,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
526,30,v24-snapshot-0526,v24-scene-d30,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
527,30,v24-snapshot-0527,v24-scene-d30,ssrm_browser_world_v24_owned_task_obligation_state,1,0,1,1,1,1,0.833333
528,30,v24-snapshot-0528,v24-scene-d30,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
529,30,v24-snapshot-0529,v24-scene-d30,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
530,30,v24-snapshot-0530,v24-scene-d30,ssrm_browser_world_v24_owned_task_obligation_state,1,1,0,1,1,1,0.833333
531,30,v24-snapshot-0531,v24-scene-d30,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
532,30,v24-snapshot-0532,v24-scene-d30,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
533,30,v24-snapshot-0533,v24-scene-d30,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
534,30,v24-snapshot-0534,v24-scene-d30,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
535,30,v24-snapshot-0535,v24-scene-d30,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
536,30,v24-snapshot-0536,v24-scene-d30,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,0,1,1,0.833333
537,30,v24-snapshot-0537,v24-scene-d30,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
538,30,v24-snapshot-0538,v24-scene-d30,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
539,30,v24-snapshot-0539,v24-scene-d30,ssrm_browser_world_v24_owned_task_obligation_state,1,1,1,1,1,1,1.0
