tick_id,day,settlement_id,speaker_id,listener_id,observer_id,turn_index,avatar_action,dialogue_act,consent_or_boundary_state,speaker_line,listener_reaction,observer_reaction,relationship_delta,turn_visible,private_workspace_sealed,multi_resident_coherent
1505,84,orchard,Pim,Ivo,Mara,250,request_permission,permission negotiation,granted,"Pim: Ask first, then carry it near us.",Ivo: I can watch the handoff.,Mara: I track the owner badge.,0.0,True,True,True
1506,84,repair_ring,Juno,Pax,Vale,251,pickup_shared_object,local presence,observed,Juno: I see the avatar in the scene.,Pax: Keep the path clear.,Vale: I keep watching the room.,0.0,True,True,True
1507,84,riverbend,Lio,Cee,Ari,251,approach_group,local presence,observed,Lio: I see the avatar in the scene.,Cee: Keep the path clear.,Ari: I keep watching the room.,0.0,True,True,True
1508,84,roofward,Orr,Fay,Sera,251,request_permission,permission negotiation,granted,"Orr: Ask first, then carry it near us.",Fay: I can watch the handoff.,Sera: I track the owner badge.,0.0,True,True,True
1509,84,archive,Nia,Toma,Vell,251,pickup_shared_object,local presence,observed,Nia: I see the avatar in the scene.,Toma: Keep the path clear.,Vell: I keep watching the room.,0.0,True,True,True
1510,84,signal,Ren,Kesh,Milo,251,return_object,trust repair,repairing,Ren: I notice the repair attempt.,Kesh: Give the tool back and wait.,Milo: I track the owner badge.,0.0,True,True,True
1511,84,orchard,Pim,Ivo,Mara,251,wait_respectfully,local presence,observed,Pim: I see the avatar in the scene.,Ivo: Keep the path clear.,Mara: I keep watching the room.,0.0,True,True,True
1512,85,riverbend,Ari,Lio,Cee,252,pickup_owned_object,local presence,observed,Ari: I see the avatar in the scene.,Lio: Keep the path clear.,Cee: I track the owner badge.,0.0,True,True,True
1513,85,roofward,Sera,Orr,Fay,252,drop_object,local presence,observed,Sera: I see the avatar in the scene.,Orr: Keep the path clear.,Fay: I keep watching the room.,0.0,True,True,True
1514,85,archive,Vell,Nia,Toma,252,apologize,trust repair,repairing,Vell: I notice the repair attempt.,Nia: Give the tool back and wait.,Toma: I keep watching the room.,0.0,True,True,True
1515,85,signal,Milo,Ren,Kesh,252,offer_help,cooperative task,conditional,"Milo: Help with one step, not all of it.",Ren: Keep the owner badge visible.,Kesh: I keep watching the room.,0.0,True,True,True
1516,85,orchard,Mara,Pim,Ivo,252,inspect_inventory,local presence,observed,Mara: I see the avatar in the scene.,Pim: Keep the path clear.,Ivo: I keep watching the room.,0.0,True,True,True
1517,85,repair_ring,Vale,Juno,Pax,252,turn_left,local presence,observed,Vale: I see the avatar in the scene.,Juno: Keep the path clear.,Pax: I keep watching the room.,0.0,True,True,True
1518,85,riverbend,Ari,Lio,Cee,253,offer_help,cooperative task,conditional,"Ari: Help with one step, not all of it.",Lio: Keep the owner badge visible.,Cee: I keep watching the room.,0.0,True,True,True
1519,85,roofward,Sera,Orr,Fay,253,inspect_inventory,local presence,observed,Sera: I see the avatar in the scene.,Orr: Keep the path clear.,Fay: I keep watching the room.,0.0,True,True,True
1520,85,archive,Vell,Nia,Toma,253,turn_left,local presence,observed,Vell: I see the avatar in the scene.,Nia: Keep the path clear.,Toma: I keep watching the room.,0.0,True,True,True
1521,85,signal,Milo,Ren,Kesh,253,approach_group,local presence,observed,Milo: I see the avatar in the scene.,Ren: Keep the path clear.,Kesh: I keep watching the room.,0.0,True,True,True
1522,85,orchard,Mara,Pim,Ivo,253,request_permission,permission negotiation,granted,"Mara: Ask first, then carry it near us.",Pim: I can watch the handoff.,Ivo: I track the owner badge.,0.0,True,True,True
1523,85,repair_ring,Vale,Juno,Pax,253,pickup_shared_object,local presence,observed,Vale: I see the avatar in the scene.,Juno: Keep the path clear.,Pax: I keep watching the room.,0.0,True,True,True
1524,85,riverbend,Ari,Lio,Cee,254,approach_group,local presence,observed,Ari: I see the avatar in the scene.,Lio: Keep the path clear.,Cee: I keep watching the room.,0.0,True,True,True
1525,85,roofward,Sera,Orr,Fay,254,request_permission,permission negotiation,granted,"Sera: Ask first, then carry it near us.",Orr: I can watch the handoff.,Fay: I track the owner badge.,0.0,True,True,True
1526,85,archive,Vell,Nia,Toma,254,pickup_shared_object,local presence,observed,Vell: I see the avatar in the scene.,Nia: Keep the path clear.,Toma: I keep watching the room.,0.0,True,True,True
1527,85,signal,Milo,Ren,Kesh,254,return_object,trust repair,repairing,Milo: I notice the repair attempt.,Ren: Give the tool back and wait.,Kesh: I track the owner badge.,0.0,True,True,True
1528,85,orchard,Mara,Pim,Ivo,254,wait_respectfully,local presence,observed,Mara: I see the avatar in the scene.,Pim: Keep the path clear.,Ivo: I keep watching the room.,0.0,True,True,True
1529,85,repair_ring,Vale,Juno,Pax,254,listen_memory,sensory memory,shared,Vale: That sound marks where the object belongs.,Juno: I remember the room cue too.,Pax: I keep watching the room.,0.0,True,True,True
1530,86,roofward,Fay,Sera,Orr,255,drop_object,local presence,observed,Fay: I see the avatar in the scene.,Sera: Keep the path clear.,Orr: I keep watching the room.,0.0,True,True,True
1531,86,archive,Toma,Vell,Nia,255,apologize,trust repair,repairing,Toma: I notice the repair attempt.,Vell: Give the tool back and wait.,Nia: I keep watching the room.,0.0,True,True,True
1532,86,signal,Kesh,Milo,Ren,255,offer_help,cooperative task,conditional,"Kesh: Help with one step, not all of it.",Milo: Keep the owner badge visible.,Ren: I keep watching the room.,0.0,True,True,True
1533,86,orchard,Ivo,Mara,Pim,255,inspect_inventory,local presence,observed,Ivo: I see the avatar in the scene.,Mara: Keep the path clear.,Pim: I keep watching the room.,0.0,True,True,True
1534,86,repair_ring,Pax,Vale,Juno,255,turn_left,local presence,observed,Pax: I see the avatar in the scene.,Vale: Keep the path clear.,Juno: I keep watching the room.,0.0,True,True,True
1535,86,riverbend,Cee,Ari,Lio,255,offer_help,cooperative task,conditional,"Cee: Help with one step, not all of it.",Ari: Keep the owner badge visible.,Lio: I keep watching the room.,0.0,True,True,True
1536,86,roofward,Fay,Sera,Orr,256,inspect_inventory,local presence,observed,Fay: I see the avatar in the scene.,Sera: Keep the path clear.,Orr: I keep watching the room.,0.0,True,True,True
1537,86,archive,Toma,Vell,Nia,256,turn_left,local presence,observed,Toma: I see the avatar in the scene.,Vell: Keep the path clear.,Nia: I keep watching the room.,0.0,True,True,True
1538,86,signal,Kesh,Milo,Ren,256,approach_group,local presence,observed,Kesh: I see the avatar in the scene.,Milo: Keep the path clear.,Ren: I keep watching the room.,0.0,True,True,True
1539,86,orchard,Ivo,Mara,Pim,256,request_permission,permission negotiation,granted,"Ivo: Ask first, then carry it near us.",Mara: I can watch the handoff.,Pim: I track the owner badge.,0.0,True,True,True
1540,86,repair_ring,Pax,Vale,Juno,256,pickup_shared_object,local presence,observed,Pax: I see the avatar in the scene.,Vale: Keep the path clear.,Juno: I keep watching the room.,0.0,True,True,True
1541,86,riverbend,Cee,Ari,Lio,256,approach_group,local presence,observed,Cee: I see the avatar in the scene.,Ari: Keep the path clear.,Lio: I keep watching the room.,0.0,True,True,True
1542,86,roofward,Fay,Sera,Orr,257,request_permission,permission negotiation,granted,"Fay: Ask first, then carry it near us.",Sera: I can watch the handoff.,Orr: I track the owner badge.,0.0,True,True,True
1543,86,archive,Toma,Vell,Nia,257,pickup_shared_object,local presence,observed,Toma: I see the avatar in the scene.,Vell: Keep the path clear.,Nia: I keep watching the room.,0.0,True,True,True
1544,86,signal,Kesh,Milo,Ren,257,return_object,trust repair,repairing,Kesh: I notice the repair attempt.,Milo: Give the tool back and wait.,Ren: I track the owner badge.,0.0,True,True,True
1545,86,orchard,Ivo,Mara,Pim,257,wait_respectfully,local presence,observed,Ivo: I see the avatar in the scene.,Mara: Keep the path clear.,Pim: I keep watching the room.,0.0,True,True,True
1546,86,repair_ring,Pax,Vale,Juno,257,listen_memory,sensory memory,shared,Pax: That sound marks where the object belongs.,Vale: I remember the room cue too.,Juno: I keep watching the room.,0.0,True,True,True
1547,86,riverbend,Cee,Ari,Lio,257,return_object,trust repair,repairing,Cee: I notice the repair attempt.,Ari: Give the tool back and wait.,Lio: I track the owner badge.,0.0,True,True,True
1548,87,archive,Nia,Toma,Vell,258,apologize,trust repair,repairing,Nia: I notice the repair attempt.,Toma: Give the tool back and wait.,Vell: I keep watching the room.,0.0,True,True,True
1549,87,signal,Ren,Kesh,Milo,258,offer_help,cooperative task,conditional,"Ren: Help with one step, not all of it.",Kesh: Keep the owner badge visible.,Milo: I keep watching the room.,0.0,True,True,True
1550,87,orchard,Pim,Ivo,Mara,258,inspect_inventory,local presence,observed,Pim: I see the avatar in the scene.,Ivo: Keep the path clear.,Mara: I keep watching the room.,0.0,True,True,True
1551,87,repair_ring,Juno,Pax,Vale,258,turn_left,local presence,observed,Juno: I see the avatar in the scene.,Pax: Keep the path clear.,Vale: I keep watching the room.,0.0,True,True,True
1552,87,riverbend,Lio,Cee,Ari,258,offer_help,cooperative task,conditional,"Lio: Help with one step, not all of it.",Cee: Keep the owner badge visible.,Ari: I keep watching the room.,0.0,True,True,True
1553,87,roofward,Orr,Fay,Sera,258,inspect_inventory,local presence,observed,Orr: I see the avatar in the scene.,Fay: Keep the path clear.,Sera: I keep watching the room.,0.0,True,True,True
1554,87,archive,Nia,Toma,Vell,259,turn_left,local presence,observed,Nia: I see the avatar in the scene.,Toma: Keep the path clear.,Vell: I keep watching the room.,0.0,True,True,True
1555,87,signal,Ren,Kesh,Milo,259,approach_group,local presence,observed,Ren: I see the avatar in the scene.,Kesh: Keep the path clear.,Milo: I keep watching the room.,0.0,True,True,True
1556,87,orchard,Pim,Ivo,Mara,259,request_permission,permission negotiation,granted,"Pim: Ask first, then carry it near us.",Ivo: I can watch the handoff.,Mara: I track the owner badge.,0.0,True,True,True
1557,87,repair_ring,Juno,Pax,Vale,259,pickup_shared_object,local presence,observed,Juno: I see the avatar in the scene.,Pax: Keep the path clear.,Vale: I keep watching the room.,0.0,True,True,True
1558,87,riverbend,Lio,Cee,Ari,259,approach_group,local presence,observed,Lio: I see the avatar in the scene.,Cee: Keep the path clear.,Ari: I keep watching the room.,0.0,True,True,True
1559,87,roofward,Orr,Fay,Sera,259,request_permission,permission negotiation,granted,"Orr: Ask first, then carry it near us.",Fay: I can watch the handoff.,Sera: I track the owner badge.,0.0,True,True,True
1560,87,archive,Nia,Toma,Vell,260,pickup_shared_object,local presence,observed,Nia: I see the avatar in the scene.,Toma: Keep the path clear.,Vell: I keep watching the room.,0.0,True,True,True
1561,87,signal,Ren,Kesh,Milo,260,return_object,trust repair,repairing,Ren: I notice the repair attempt.,Kesh: Give the tool back and wait.,Milo: I track the owner badge.,0.0,True,True,True
1562,87,orchard,Pim,Ivo,Mara,260,wait_respectfully,local presence,observed,Pim: I see the avatar in the scene.,Ivo: Keep the path clear.,Mara: I keep watching the room.,0.0,True,True,True
1563,87,repair_ring,Juno,Pax,Vale,260,listen_memory,sensory memory,shared,Juno: That sound marks where the object belongs.,Pax: I remember the room cue too.,Vale: I keep watching the room.,0.0,True,True,True
1564,87,riverbend,Lio,Cee,Ari,260,return_object,trust repair,repairing,Lio: I notice the repair attempt.,Cee: Give the tool back and wait.,Ari: I track the owner badge.,0.0,True,True,True
1565,87,roofward,Orr,Fay,Sera,260,wait_respectfully,local presence,observed,Orr: I see the avatar in the scene.,Fay: Keep the path clear.,Sera: I keep watching the room.,0.0,True,True,True
1566,88,signal,Milo,Ren,Kesh,261,offer_help,cooperative task,conditional,"Milo: Help with one step, not all of it.",Ren: Keep the owner badge visible.,Kesh: I keep watching the room.,0.0,True,True,True
1567,88,orchard,Mara,Pim,Ivo,261,inspect_inventory,local presence,observed,Mara: I see the avatar in the scene.,Pim: Keep the path clear.,Ivo: I keep watching the room.,0.0,True,True,True
1568,88,repair_ring,Vale,Juno,Pax,261,turn_left,local presence,observed,Vale: I see the avatar in the scene.,Juno: Keep the path clear.,Pax: I keep watching the room.,0.0,True,True,True
1569,88,riverbend,Ari,Lio,Cee,261,offer_help,cooperative task,conditional,"Ari: Help with one step, not all of it.",Lio: Keep the owner badge visible.,Cee: I keep watching the room.,0.0,True,True,True
1570,88,roofward,Sera,Orr,Fay,261,inspect_inventory,local presence,observed,Sera: I see the avatar in the scene.,Orr: Keep the path clear.,Fay: I keep watching the room.,0.0,True,True,True
1571,88,archive,Vell,Nia,Toma,261,turn_left,local presence,observed,Vell: I see the avatar in the scene.,Nia: Keep the path clear.,Toma: I keep watching the room.,0.0,True,True,True
1572,88,signal,Milo,Ren,Kesh,262,approach_group,local presence,observed,Milo: I see the avatar in the scene.,Ren: Keep the path clear.,Kesh: I keep watching the room.,0.0,True,True,True
1573,88,orchard,Mara,Pim,Ivo,262,request_permission,permission negotiation,granted,"Mara: Ask first, then carry it near us.",Pim: I can watch the handoff.,Ivo: I track the owner badge.,0.0,True,True,True
1574,88,repair_ring,Vale,Juno,Pax,262,pickup_shared_object,local presence,observed,Vale: I see the avatar in the scene.,Juno: Keep the path clear.,Pax: I keep watching the room.,0.0,True,True,True
1575,88,riverbend,Ari,Lio,Cee,262,approach_group,local presence,observed,Ari: I see the avatar in the scene.,Lio: Keep the path clear.,Cee: I keep watching the room.,0.0,True,True,True
1576,88,roofward,Sera,Orr,Fay,262,request_permission,permission negotiation,granted,"Sera: Ask first, then carry it near us.",Orr: I can watch the handoff.,Fay: I track the owner badge.,0.0,True,True,True
1577,88,archive,Vell,Nia,Toma,262,pickup_shared_object,local presence,observed,Vell: I see the avatar in the scene.,Nia: Keep the path clear.,Toma: I keep watching the room.,0.0,True,True,True
1578,88,signal,Milo,Ren,Kesh,263,return_object,trust repair,repairing,Milo: I notice the repair attempt.,Ren: Give the tool back and wait.,Kesh: I track the owner badge.,0.0,True,True,True
1579,88,orchard,Mara,Pim,Ivo,263,wait_respectfully,local presence,observed,Mara: I see the avatar in the scene.,Pim: Keep the path clear.,Ivo: I keep watching the room.,0.0,True,True,True
1580,88,repair_ring,Vale,Juno,Pax,263,listen_memory,sensory memory,shared,Vale: That sound marks where the object belongs.,Juno: I remember the room cue too.,Pax: I keep watching the room.,0.0,True,True,True
1581,88,riverbend,Ari,Lio,Cee,263,return_object,trust repair,repairing,Ari: I notice the repair attempt.,Lio: Give the tool back and wait.,Cee: I track the owner badge.,0.0,True,True,True
1582,88,roofward,Sera,Orr,Fay,263,wait_respectfully,local presence,observed,Sera: I see the avatar in the scene.,Orr: Keep the path clear.,Fay: I keep watching the room.,0.0,True,True,True
1583,88,archive,Vell,Nia,Toma,263,listen_memory,sensory memory,shared,Vell: That sound marks where the object belongs.,Nia: I remember the room cue too.,Toma: I keep watching the room.,0.0,True,True,True
1584,89,orchard,Ivo,Mara,Pim,264,inspect_inventory,local presence,observed,Ivo: I see the avatar in the scene.,Mara: Keep the path clear.,Pim: I keep watching the room.,0.0,True,True,True
1585,89,repair_ring,Pax,Vale,Juno,264,turn_left,local presence,observed,Pax: I see the avatar in the scene.,Vale: Keep the path clear.,Juno: I keep watching the room.,0.0,True,True,True
1586,89,riverbend,Cee,Ari,Lio,264,offer_help,cooperative task,conditional,"Cee: Help with one step, not all of it.",Ari: Keep the owner badge visible.,Lio: I keep watching the room.,0.0,True,True,True
1587,89,roofward,Fay,Sera,Orr,264,inspect_inventory,local presence,observed,Fay: I see the avatar in the scene.,Sera: Keep the path clear.,Orr: I keep watching the room.,0.0,True,True,True
1588,89,archive,Toma,Vell,Nia,264,turn_left,local presence,observed,Toma: I see the avatar in the scene.,Vell: Keep the path clear.,Nia: I keep watching the room.,0.0,True,True,True
1589,89,signal,Kesh,Milo,Ren,264,approach_group,local presence,observed,Kesh: I see the avatar in the scene.,Milo: Keep the path clear.,Ren: I keep watching the room.,0.0,True,True,True
1590,89,orchard,Ivo,Mara,Pim,265,request_permission,permission negotiation,granted,"Ivo: Ask first, then carry it near us.",Mara: I can watch the handoff.,Pim: I track the owner badge.,0.0,True,True,True
1591,89,repair_ring,Pax,Vale,Juno,265,pickup_shared_object,local presence,observed,Pax: I see the avatar in the scene.,Vale: Keep the path clear.,Juno: I keep watching the room.,0.0,True,True,True
1592,89,riverbend,Cee,Ari,Lio,265,approach_group,local presence,observed,Cee: I see the avatar in the scene.,Ari: Keep the path clear.,Lio: I keep watching the room.,0.0,True,True,True
1593,89,roofward,Fay,Sera,Orr,265,request_permission,permission negotiation,granted,"Fay: Ask first, then carry it near us.",Sera: I can watch the handoff.,Orr: I track the owner badge.,0.0,True,True,True
1594,89,archive,Toma,Vell,Nia,265,pickup_shared_object,local presence,observed,Toma: I see the avatar in the scene.,Vell: Keep the path clear.,Nia: I keep watching the room.,0.0,True,True,True
1595,89,signal,Kesh,Milo,Ren,265,return_object,trust repair,repairing,Kesh: I notice the repair attempt.,Milo: Give the tool back and wait.,Ren: I track the owner badge.,0.0,True,True,True
1596,89,orchard,Ivo,Mara,Pim,266,wait_respectfully,local presence,observed,Ivo: I see the avatar in the scene.,Mara: Keep the path clear.,Pim: I keep watching the room.,0.0,True,True,True
1597,89,repair_ring,Pax,Vale,Juno,266,listen_memory,sensory memory,shared,Pax: That sound marks where the object belongs.,Vale: I remember the room cue too.,Juno: I keep watching the room.,0.0,True,True,True
1598,89,riverbend,Cee,Ari,Lio,266,return_object,trust repair,repairing,Cee: I notice the repair attempt.,Ari: Give the tool back and wait.,Lio: I track the owner badge.,0.0,True,True,True
1599,89,roofward,Fay,Sera,Orr,266,wait_respectfully,local presence,observed,Fay: I see the avatar in the scene.,Sera: Keep the path clear.,Orr: I keep watching the room.,0.0,True,True,True
1600,89,archive,Toma,Vell,Nia,266,listen_memory,sensory memory,shared,Toma: That sound marks where the object belongs.,Vell: I remember the room cue too.,Nia: I keep watching the room.,0.0,True,True,True
1601,89,signal,Kesh,Milo,Ren,266,move_forward,local presence,observed,Kesh: I see the avatar in the scene.,Milo: Keep the path clear.,Ren: I keep watching the room.,0.0,True,True,True
1602,90,repair_ring,Juno,Pax,Vale,267,turn_left,local presence,observed,Juno: I see the avatar in the scene.,Pax: Keep the path clear.,Vale: I keep watching the room.,0.0,True,True,True
1603,90,riverbend,Lio,Cee,Ari,267,offer_help,cooperative task,conditional,"Lio: Help with one step, not all of it.",Cee: Keep the owner badge visible.,Ari: I keep watching the room.,0.0,True,True,True
1604,90,roofward,Orr,Fay,Sera,267,inspect_inventory,local presence,observed,Orr: I see the avatar in the scene.,Fay: Keep the path clear.,Sera: I keep watching the room.,0.0,True,True,True
1605,90,archive,Nia,Toma,Vell,267,turn_left,local presence,observed,Nia: I see the avatar in the scene.,Toma: Keep the path clear.,Vell: I keep watching the room.,0.0,True,True,True
1606,90,signal,Ren,Kesh,Milo,267,approach_group,local presence,observed,Ren: I see the avatar in the scene.,Kesh: Keep the path clear.,Milo: I keep watching the room.,0.0,True,True,True
1607,90,orchard,Pim,Ivo,Mara,267,request_permission,permission negotiation,granted,"Pim: Ask first, then carry it near us.",Ivo: I can watch the handoff.,Mara: I track the owner badge.,0.0,True,True,True
1608,90,repair_ring,Juno,Pax,Vale,268,pickup_shared_object,local presence,observed,Juno: I see the avatar in the scene.,Pax: Keep the path clear.,Vale: I keep watching the room.,0.0,True,True,True
1609,90,riverbend,Lio,Cee,Ari,268,approach_group,local presence,observed,Lio: I see the avatar in the scene.,Cee: Keep the path clear.,Ari: I keep watching the room.,0.0,True,True,True
1610,90,roofward,Orr,Fay,Sera,268,request_permission,permission negotiation,granted,"Orr: Ask first, then carry it near us.",Fay: I can watch the handoff.,Sera: I track the owner badge.,0.0,True,True,True
1611,90,archive,Nia,Toma,Vell,268,pickup_shared_object,local presence,observed,Nia: I see the avatar in the scene.,Toma: Keep the path clear.,Vell: I keep watching the room.,0.0,True,True,True
1612,90,signal,Ren,Kesh,Milo,268,return_object,trust repair,repairing,Ren: I notice the repair attempt.,Kesh: Give the tool back and wait.,Milo: I track the owner badge.,0.0,True,True,True
1613,90,orchard,Pim,Ivo,Mara,268,wait_respectfully,local presence,observed,Pim: I see the avatar in the scene.,Ivo: Keep the path clear.,Mara: I keep watching the room.,0.0,True,True,True
1614,90,repair_ring,Juno,Pax,Vale,269,listen_memory,sensory memory,shared,Juno: That sound marks where the object belongs.,Pax: I remember the room cue too.,Vale: I keep watching the room.,0.0,True,True,True
1615,90,riverbend,Lio,Cee,Ari,269,return_object,trust repair,repairing,Lio: I notice the repair attempt.,Cee: Give the tool back and wait.,Ari: I track the owner badge.,0.0,True,True,True
1616,90,roofward,Orr,Fay,Sera,269,wait_respectfully,local presence,observed,Orr: I see the avatar in the scene.,Fay: Keep the path clear.,Sera: I keep watching the room.,0.0,True,True,True
1617,90,archive,Nia,Toma,Vell,269,listen_memory,sensory memory,shared,Nia: That sound marks where the object belongs.,Toma: I remember the room cue too.,Vell: I keep watching the room.,0.0,True,True,True
1618,90,signal,Ren,Kesh,Milo,269,move_forward,local presence,observed,Ren: I see the avatar in the scene.,Kesh: Keep the path clear.,Milo: I keep watching the room.,0.0,True,True,True
1619,90,orchard,Pim,Ivo,Mara,269,turn_right,local presence,observed,Pim: I see the avatar in the scene.,Ivo: Keep the path clear.,Mara: I keep watching the room.,0.0,True,True,True
1620,91,riverbend,Ari,Lio,Cee,270,offer_help,cooperative task,conditional,"Ari: Help with one step, not all of it.",Lio: Keep the owner badge visible.,Cee: I keep watching the room.,0.0,True,True,True
1621,91,roofward,Sera,Orr,Fay,270,inspect_inventory,local presence,observed,Sera: I see the avatar in the scene.,Orr: Keep the path clear.,Fay: I keep watching the room.,0.0,True,True,True
1622,91,archive,Vell,Nia,Toma,270,turn_left,local presence,observed,Vell: I see the avatar in the scene.,Nia: Keep the path clear.,Toma: I keep watching the room.,0.0,True,True,True
1623,91,signal,Milo,Ren,Kesh,270,approach_group,local presence,observed,Milo: I see the avatar in the scene.,Ren: Keep the path clear.,Kesh: I keep watching the room.,0.0,True,True,True
1624,91,orchard,Mara,Pim,Ivo,270,request_permission,permission negotiation,granted,"Mara: Ask first, then carry it near us.",Pim: I can watch the handoff.,Ivo: I track the owner badge.,0.0,True,True,True
1625,91,repair_ring,Vale,Juno,Pax,270,pickup_shared_object,local presence,observed,Vale: I see the avatar in the scene.,Juno: Keep the path clear.,Pax: I keep watching the room.,0.0,True,True,True
1626,91,riverbend,Ari,Lio,Cee,271,approach_group,local presence,observed,Ari: I see the avatar in the scene.,Lio: Keep the path clear.,Cee: I keep watching the room.,0.0,True,True,True
1627,91,roofward,Sera,Orr,Fay,271,request_permission,permission negotiation,granted,"Sera: Ask first, then carry it near us.",Orr: I can watch the handoff.,Fay: I track the owner badge.,0.0,True,True,True
1628,91,archive,Vell,Nia,Toma,271,pickup_shared_object,local presence,observed,Vell: I see the avatar in the scene.,Nia: Keep the path clear.,Toma: I keep watching the room.,0.0,True,True,True
1629,91,signal,Milo,Ren,Kesh,271,return_object,trust repair,repairing,Milo: I notice the repair attempt.,Ren: Give the tool back and wait.,Kesh: I track the owner badge.,0.0,True,True,True
1630,91,orchard,Mara,Pim,Ivo,271,wait_respectfully,local presence,observed,Mara: I see the avatar in the scene.,Pim: Keep the path clear.,Ivo: I keep watching the room.,0.0,True,True,True
1631,91,repair_ring,Vale,Juno,Pax,271,listen_memory,sensory memory,shared,Vale: That sound marks where the object belongs.,Juno: I remember the room cue too.,Pax: I keep watching the room.,0.0,True,True,True
1632,91,riverbend,Ari,Lio,Cee,272,return_object,trust repair,repairing,Ari: I notice the repair attempt.,Lio: Give the tool back and wait.,Cee: I track the owner badge.,0.0,True,True,True
1633,91,roofward,Sera,Orr,Fay,272,wait_respectfully,local presence,observed,Sera: I see the avatar in the scene.,Orr: Keep the path clear.,Fay: I keep watching the room.,0.0,True,True,True
1634,91,archive,Vell,Nia,Toma,272,listen_memory,sensory memory,shared,Vell: That sound marks where the object belongs.,Nia: I remember the room cue too.,Toma: I keep watching the room.,0.0,True,True,True
1635,91,signal,Milo,Ren,Kesh,272,move_forward,local presence,observed,Milo: I see the avatar in the scene.,Ren: Keep the path clear.,Kesh: I keep watching the room.,0.0,True,True,True
1636,91,orchard,Mara,Pim,Ivo,272,turn_right,local presence,observed,Mara: I see the avatar in the scene.,Pim: Keep the path clear.,Ivo: I keep watching the room.,0.0,True,True,True
1637,91,repair_ring,Vale,Juno,Pax,272,start_conversation,local presence,observed,Vale: I see the avatar in the scene.,Juno: Keep the path clear.,Pax: I keep watching the room.,0.0,True,True,True
1638,92,roofward,Fay,Sera,Orr,273,inspect_inventory,local presence,observed,Fay: I see the avatar in the scene.,Sera: Keep the path clear.,Orr: I keep watching the room.,0.0,True,True,True
1639,92,archive,Toma,Vell,Nia,273,turn_left,local presence,observed,Toma: I see the avatar in the scene.,Vell: Keep the path clear.,Nia: I keep watching the room.,0.0,True,True,True
1640,92,signal,Kesh,Milo,Ren,273,approach_group,local presence,observed,Kesh: I see the avatar in the scene.,Milo: Keep the path clear.,Ren: I keep watching the room.,0.0,True,True,True
1641,92,orchard,Ivo,Mara,Pim,273,request_permission,permission negotiation,granted,"Ivo: Ask first, then carry it near us.",Mara: I can watch the handoff.,Pim: I track the owner badge.,0.0,True,True,True
1642,92,repair_ring,Pax,Vale,Juno,273,pickup_shared_object,local presence,observed,Pax: I see the avatar in the scene.,Vale: Keep the path clear.,Juno: I keep watching the room.,0.0,True,True,True
1643,92,riverbend,Cee,Ari,Lio,273,approach_group,local presence,observed,Cee: I see the avatar in the scene.,Ari: Keep the path clear.,Lio: I keep watching the room.,0.0,True,True,True
1644,92,roofward,Fay,Sera,Orr,274,request_permission,permission negotiation,granted,"Fay: Ask first, then carry it near us.",Sera: I can watch the handoff.,Orr: I track the owner badge.,0.0,True,True,True
1645,92,archive,Toma,Vell,Nia,274,pickup_shared_object,local presence,observed,Toma: I see the avatar in the scene.,Vell: Keep the path clear.,Nia: I keep watching the room.,0.0,True,True,True
1646,92,signal,Kesh,Milo,Ren,274,return_object,trust repair,repairing,Kesh: I notice the repair attempt.,Milo: Give the tool back and wait.,Ren: I track the owner badge.,0.0,True,True,True
1647,92,orchard,Ivo,Mara,Pim,274,wait_respectfully,local presence,observed,Ivo: I see the avatar in the scene.,Mara: Keep the path clear.,Pim: I keep watching the room.,0.0,True,True,True
1648,92,repair_ring,Pax,Vale,Juno,274,listen_memory,sensory memory,shared,Pax: That sound marks where the object belongs.,Vale: I remember the room cue too.,Juno: I keep watching the room.,0.0,True,True,True
1649,92,riverbend,Cee,Ari,Lio,274,return_object,trust repair,repairing,Cee: I notice the repair attempt.,Ari: Give the tool back and wait.,Lio: I track the owner badge.,0.0,True,True,True
1650,92,roofward,Fay,Sera,Orr,275,wait_respectfully,local presence,observed,Fay: I see the avatar in the scene.,Sera: Keep the path clear.,Orr: I keep watching the room.,0.0,True,True,True
1651,92,archive,Toma,Vell,Nia,275,listen_memory,sensory memory,shared,Toma: That sound marks where the object belongs.,Vell: I remember the room cue too.,Nia: I keep watching the room.,0.0,True,True,True
1652,92,signal,Kesh,Milo,Ren,275,move_forward,local presence,observed,Kesh: I see the avatar in the scene.,Milo: Keep the path clear.,Ren: I keep watching the room.,0.0,True,True,True
1653,92,orchard,Ivo,Mara,Pim,275,turn_right,local presence,observed,Ivo: I see the avatar in the scene.,Mara: Keep the path clear.,Pim: I keep watching the room.,0.0,True,True,True
1654,92,repair_ring,Pax,Vale,Juno,275,start_conversation,local presence,observed,Pax: I see the avatar in the scene.,Vale: Keep the path clear.,Juno: I keep watching the room.,0.0,True,True,True
1655,92,riverbend,Cee,Ari,Lio,275,move_forward,local presence,observed,Cee: I see the avatar in the scene.,Ari: Keep the path clear.,Lio: I keep watching the room.,0.0,True,True,True
1656,93,archive,Nia,Toma,Vell,276,turn_left,local presence,observed,Nia: I see the avatar in the scene.,Toma: Keep the path clear.,Vell: I keep watching the room.,0.0,True,True,True
1657,93,signal,Ren,Kesh,Milo,276,approach_group,local presence,observed,Ren: I see the avatar in the scene.,Kesh: Keep the path clear.,Milo: I keep watching the room.,0.0,True,True,True
