tick_id,day,season,resource,from_region,to_region,migration_amount,ecology_before,ecology_after,migration_cause,feedback_visible,care_action
469,30,summer_dry,seeds,orchard_fen,roofward,0.1024,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
470,30,summer_dry,seeds,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
471,30,summer_dry,seeds,roofward,signal_ridge,0.0,0.913,0.916,none,False,none
472,30,summer_dry,seeds,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
473,30,summer_dry,seeds,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
474,30,summer_dry,seeds,orchard_fen,roofward,0.1024,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
475,30,summer_dry,seeds,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
476,30,summer_dry,seeds,roofward,signal_ridge,0.0,0.916,0.919,none,False,none
477,30,summer_dry,seeds,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
478,30,summer_dry,seeds,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
479,30,summer_dry,seeds,orchard_fen,roofward,0.1024,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
480,31,summer_dry,seeds,riverbend,archive_quarter,0.10304,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
481,31,summer_dry,seeds,roofward,signal_ridge,0.0,0.919,0.922,none,False,none
482,31,summer_dry,seeds,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
483,31,summer_dry,seeds,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
484,31,summer_dry,seeds,orchard_fen,roofward,0.0,0.94,0.93,none,True,none
485,31,summer_dry,seeds,riverbend,archive_quarter,0.10304,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
486,31,summer_dry,seeds,roofward,signal_ridge,0.0,0.922,0.925,none,False,none
487,31,summer_dry,seeds,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
488,31,summer_dry,seeds,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
489,31,summer_dry,seeds,orchard_fen,roofward,0.0,0.93,0.92,none,True,none
490,31,summer_dry,seeds,riverbend,archive_quarter,0.10304,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
491,31,summer_dry,seeds,roofward,signal_ridge,0.0,0.925,0.928,none,False,none
492,31,summer_dry,seeds,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
493,31,summer_dry,seeds,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
494,31,summer_dry,seeds,orchard_fen,roofward,0.0,0.92,0.91,none,True,none
495,31,summer_dry,seeds,riverbend,archive_quarter,0.10304,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
496,32,summer_dry,seeds,roofward,signal_ridge,0.10368,0.928,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
497,32,summer_dry,seeds,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
498,32,summer_dry,seeds,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
499,32,summer_dry,seeds,orchard_fen,roofward,0.0,0.91,0.913,none,False,none
500,32,summer_dry,seeds,riverbend,archive_quarter,0.0,0.94,0.93,none,True,none
501,32,summer_dry,seeds,roofward,signal_ridge,0.10368,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
502,32,summer_dry,seeds,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
503,32,summer_dry,seeds,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
504,32,summer_dry,seeds,orchard_fen,roofward,0.0,0.913,0.916,none,False,none
505,32,summer_dry,seeds,riverbend,archive_quarter,0.0,0.93,0.92,none,True,none
506,32,summer_dry,seeds,roofward,signal_ridge,0.10368,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
507,32,summer_dry,seeds,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
508,32,summer_dry,seeds,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
509,32,summer_dry,seeds,orchard_fen,roofward,0.0,0.916,0.919,none,False,none
510,32,summer_dry,seeds,riverbend,archive_quarter,0.0,0.92,0.91,none,True,none
511,32,summer_dry,seeds,roofward,signal_ridge,0.10368,0.94,0.94,summer_dry resource movement,True,open fish passage / shade seeds / ration oil
512,33,autumn_wind,fish,archive_quarter,orchard_fen,0.11056,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
513,33,autumn_wind,fish,signal_ridge,riverbend,0.1112,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
514,33,autumn_wind,fish,orchard_fen,roofward,0.11184,0.919,0.927,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
515,33,autumn_wind,fish,riverbend,archive_quarter,0.11248,0.91,0.918,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
516,33,autumn_wind,fish,roofward,signal_ridge,0.11392,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
517,33,autumn_wind,fish,archive_quarter,orchard_fen,0.11056,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
518,33,autumn_wind,fish,signal_ridge,riverbend,0.1112,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
519,33,autumn_wind,fish,orchard_fen,roofward,0.11184,0.927,0.935,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
520,33,autumn_wind,fish,riverbend,archive_quarter,0.11248,0.918,0.926,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
521,33,autumn_wind,fish,roofward,signal_ridge,0.11392,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
522,33,autumn_wind,fish,archive_quarter,orchard_fen,0.11056,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
523,33,autumn_wind,fish,signal_ridge,riverbend,0.1112,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
524,33,autumn_wind,fish,orchard_fen,roofward,0.11184,0.935,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
525,33,autumn_wind,fish,riverbend,archive_quarter,0.11248,0.926,0.934,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
526,33,autumn_wind,fish,roofward,signal_ridge,0.11392,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
527,33,autumn_wind,fish,archive_quarter,orchard_fen,0.11056,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
528,34,autumn_wind,fish,signal_ridge,riverbend,0.1112,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
529,34,autumn_wind,fish,orchard_fen,roofward,0.11184,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
530,34,autumn_wind,fish,riverbend,archive_quarter,0.11248,0.934,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
531,34,autumn_wind,fish,roofward,signal_ridge,0.11312,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
532,34,autumn_wind,fish,archive_quarter,orchard_fen,0.11136,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
533,34,autumn_wind,fish,signal_ridge,riverbend,0.1112,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
534,34,autumn_wind,fish,orchard_fen,roofward,0.11184,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
535,34,autumn_wind,fish,riverbend,archive_quarter,0.11248,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
536,34,autumn_wind,fish,roofward,signal_ridge,0.11312,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
537,34,autumn_wind,fish,archive_quarter,orchard_fen,0.11136,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
538,34,autumn_wind,fish,signal_ridge,riverbend,0.1112,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
539,34,autumn_wind,fish,orchard_fen,roofward,0.11184,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
540,34,autumn_wind,fish,riverbend,archive_quarter,0.11248,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
541,34,autumn_wind,fish,roofward,signal_ridge,0.11312,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
542,34,autumn_wind,fish,archive_quarter,orchard_fen,0.11136,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
543,34,autumn_wind,fish,signal_ridge,riverbend,0.1112,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
544,35,autumn_wind,fish,orchard_fen,roofward,0.11184,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
545,35,autumn_wind,fish,riverbend,archive_quarter,0.11248,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
546,35,autumn_wind,fish,roofward,signal_ridge,0.11312,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
547,35,autumn_wind,fish,archive_quarter,orchard_fen,0.11056,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
548,35,autumn_wind,fish,signal_ridge,riverbend,0.112,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
549,35,autumn_wind,fish,orchard_fen,roofward,0.11184,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
550,35,autumn_wind,fish,riverbend,archive_quarter,0.11248,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
551,35,autumn_wind,fish,roofward,signal_ridge,0.11312,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
552,35,autumn_wind,fish,archive_quarter,orchard_fen,0.11056,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
553,35,autumn_wind,fish,signal_ridge,riverbend,0.112,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
554,35,autumn_wind,fish,orchard_fen,roofward,0.11184,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
555,35,autumn_wind,fish,riverbend,archive_quarter,0.11248,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
556,35,autumn_wind,fish,roofward,signal_ridge,0.11312,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
557,35,autumn_wind,fish,archive_quarter,orchard_fen,0.11056,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
558,35,autumn_wind,fish,signal_ridge,riverbend,0.112,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
559,35,autumn_wind,fish,orchard_fen,roofward,0.11184,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
560,36,autumn_wind,fish,roofward,signal_ridge,0.11248,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
561,36,autumn_wind,fish,archive_quarter,orchard_fen,0.11312,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
562,36,autumn_wind,fish,signal_ridge,riverbend,0.11056,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
563,36,autumn_wind,fish,orchard_fen,roofward,0.1112,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
564,36,autumn_wind,fish,riverbend,archive_quarter,0.11264,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
565,36,autumn_wind,fish,roofward,signal_ridge,0.11248,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
566,36,autumn_wind,fish,archive_quarter,orchard_fen,0.11312,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
567,36,autumn_wind,fish,signal_ridge,riverbend,0.11056,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
568,36,autumn_wind,fish,orchard_fen,roofward,0.1112,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
569,36,autumn_wind,fish,riverbend,archive_quarter,0.11264,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
570,36,autumn_wind,fish,roofward,signal_ridge,0.11248,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
571,36,autumn_wind,fish,archive_quarter,orchard_fen,0.11312,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
572,36,autumn_wind,fish,signal_ridge,riverbend,0.11056,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
573,36,autumn_wind,fish,orchard_fen,roofward,0.1112,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
574,36,autumn_wind,fish,riverbend,archive_quarter,0.11264,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
575,36,autumn_wind,fish,roofward,signal_ridge,0.11248,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
576,37,autumn_wind,fish,archive_quarter,orchard_fen,0.11312,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
577,37,autumn_wind,fish,signal_ridge,riverbend,0.11056,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
578,37,autumn_wind,fish,orchard_fen,roofward,0.1112,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
579,37,autumn_wind,fish,riverbend,archive_quarter,0.11184,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
580,37,autumn_wind,fish,roofward,signal_ridge,0.11328,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
581,37,autumn_wind,fish,archive_quarter,orchard_fen,0.11312,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
582,37,autumn_wind,fish,signal_ridge,riverbend,0.11056,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
583,37,autumn_wind,fish,orchard_fen,roofward,0.1112,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
584,37,autumn_wind,fish,riverbend,archive_quarter,0.11184,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
585,37,autumn_wind,fish,roofward,signal_ridge,0.11328,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
586,37,autumn_wind,fish,archive_quarter,orchard_fen,0.11312,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
587,37,autumn_wind,fish,signal_ridge,riverbend,0.11056,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
588,37,autumn_wind,fish,orchard_fen,roofward,0.1112,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
589,37,autumn_wind,fish,riverbend,archive_quarter,0.11184,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
590,37,autumn_wind,fish,roofward,signal_ridge,0.11328,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
591,37,autumn_wind,fish,archive_quarter,orchard_fen,0.11312,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
592,38,autumn_wind,fish,signal_ridge,riverbend,0.11056,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
593,38,autumn_wind,fish,orchard_fen,roofward,0.1112,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
594,38,autumn_wind,fish,riverbend,archive_quarter,0.11184,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
595,38,autumn_wind,fish,roofward,signal_ridge,0.11248,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
596,38,autumn_wind,fish,archive_quarter,orchard_fen,0.11392,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
597,38,autumn_wind,fish,signal_ridge,riverbend,0.11056,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
598,38,autumn_wind,fish,orchard_fen,roofward,0.1112,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
599,38,autumn_wind,fish,riverbend,archive_quarter,0.11184,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
600,38,autumn_wind,fish,roofward,signal_ridge,0.11248,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
601,38,autumn_wind,fish,archive_quarter,orchard_fen,0.11392,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
602,38,autumn_wind,fish,signal_ridge,riverbend,0.11056,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
603,38,autumn_wind,fish,orchard_fen,roofward,0.1112,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
604,38,autumn_wind,fish,riverbend,archive_quarter,0.11184,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
605,38,autumn_wind,fish,roofward,signal_ridge,0.11248,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
606,38,autumn_wind,fish,archive_quarter,orchard_fen,0.11392,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
607,38,autumn_wind,fish,signal_ridge,riverbend,0.11056,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
608,39,autumn_wind,fish,orchard_fen,roofward,0.1112,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
609,39,autumn_wind,fish,riverbend,archive_quarter,0.11184,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
610,39,autumn_wind,fish,roofward,signal_ridge,0.11248,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
611,39,autumn_wind,fish,archive_quarter,orchard_fen,0.11312,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
612,39,autumn_wind,fish,signal_ridge,riverbend,0.11136,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
613,39,autumn_wind,fish,orchard_fen,roofward,0.1112,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
614,39,autumn_wind,fish,riverbend,archive_quarter,0.11184,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
615,39,autumn_wind,fish,roofward,signal_ridge,0.11248,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
616,39,autumn_wind,fish,archive_quarter,orchard_fen,0.11312,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
617,39,autumn_wind,fish,signal_ridge,riverbend,0.11136,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
618,39,autumn_wind,fish,orchard_fen,roofward,0.1112,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
619,39,autumn_wind,fish,riverbend,archive_quarter,0.11184,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
620,39,autumn_wind,fish,roofward,signal_ridge,0.11248,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
621,39,autumn_wind,fish,archive_quarter,orchard_fen,0.11312,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
622,39,autumn_wind,fish,signal_ridge,riverbend,0.11136,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
623,39,autumn_wind,fish,orchard_fen,roofward,0.1112,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
624,40,autumn_wind,fish,riverbend,archive_quarter,0.11184,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
625,40,autumn_wind,fish,roofward,signal_ridge,0.11248,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
626,40,autumn_wind,fish,archive_quarter,orchard_fen,0.11312,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
627,40,autumn_wind,fish,signal_ridge,riverbend,0.11056,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
628,40,autumn_wind,fish,orchard_fen,roofward,0.112,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
629,40,autumn_wind,fish,riverbend,archive_quarter,0.11184,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
630,40,autumn_wind,fish,roofward,signal_ridge,0.11248,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
631,40,autumn_wind,fish,archive_quarter,orchard_fen,0.11312,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
632,40,autumn_wind,fish,signal_ridge,riverbend,0.11056,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
633,40,autumn_wind,fish,orchard_fen,roofward,0.112,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
634,40,autumn_wind,fish,riverbend,archive_quarter,0.11184,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
635,40,autumn_wind,fish,roofward,signal_ridge,0.11248,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
636,40,autumn_wind,fish,archive_quarter,orchard_fen,0.11312,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
637,40,autumn_wind,fish,signal_ridge,riverbend,0.11056,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
638,40,autumn_wind,fish,orchard_fen,roofward,0.112,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
639,40,autumn_wind,fish,riverbend,archive_quarter,0.11184,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
640,41,autumn_wind,fish,roofward,signal_ridge,0.11248,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
641,41,autumn_wind,fish,archive_quarter,orchard_fen,0.11312,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
642,41,autumn_wind,fish,signal_ridge,riverbend,0.11056,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
643,41,autumn_wind,fish,orchard_fen,roofward,0.1112,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
644,41,autumn_wind,fish,riverbend,archive_quarter,0.11264,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
645,41,autumn_wind,fish,roofward,signal_ridge,0.11248,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
646,41,autumn_wind,fish,archive_quarter,orchard_fen,0.11312,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
647,41,autumn_wind,fish,signal_ridge,riverbend,0.11056,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
648,41,autumn_wind,fish,orchard_fen,roofward,0.1112,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
649,41,autumn_wind,fish,riverbend,archive_quarter,0.11264,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
650,41,autumn_wind,fish,roofward,signal_ridge,0.11248,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
651,41,autumn_wind,fish,archive_quarter,orchard_fen,0.11312,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
652,41,autumn_wind,fish,signal_ridge,riverbend,0.11056,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
653,41,autumn_wind,fish,orchard_fen,roofward,0.1112,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
654,41,autumn_wind,fish,riverbend,archive_quarter,0.11264,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
655,41,autumn_wind,fish,roofward,signal_ridge,0.11248,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
656,42,autumn_wind,fish,signal_ridge,riverbend,0.11312,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
657,42,autumn_wind,fish,orchard_fen,roofward,0.11056,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
658,42,autumn_wind,fish,riverbend,archive_quarter,0.1112,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
659,42,autumn_wind,fish,roofward,signal_ridge,0.11184,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
660,42,autumn_wind,fish,archive_quarter,orchard_fen,0.11328,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
661,42,autumn_wind,fish,signal_ridge,riverbend,0.11312,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
662,42,autumn_wind,fish,orchard_fen,roofward,0.11056,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
663,42,autumn_wind,fish,riverbend,archive_quarter,0.1112,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
664,42,autumn_wind,fish,roofward,signal_ridge,0.11184,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
665,42,autumn_wind,fish,archive_quarter,orchard_fen,0.11328,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
666,42,autumn_wind,fish,signal_ridge,riverbend,0.11312,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
667,42,autumn_wind,fish,orchard_fen,roofward,0.11056,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
668,42,autumn_wind,fish,riverbend,archive_quarter,0.1112,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
669,42,autumn_wind,fish,roofward,signal_ridge,0.11184,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
670,42,autumn_wind,fish,archive_quarter,orchard_fen,0.11328,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
671,42,autumn_wind,fish,signal_ridge,riverbend,0.11312,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
672,43,autumn_wind,fish,orchard_fen,roofward,0.11056,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
673,43,autumn_wind,fish,riverbend,archive_quarter,0.1112,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
674,43,autumn_wind,fish,roofward,signal_ridge,0.11184,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
675,43,autumn_wind,fish,archive_quarter,orchard_fen,0.11248,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
676,43,autumn_wind,fish,signal_ridge,riverbend,0.11392,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
677,43,autumn_wind,fish,orchard_fen,roofward,0.11056,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
678,43,autumn_wind,fish,riverbend,archive_quarter,0.1112,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
679,43,autumn_wind,fish,roofward,signal_ridge,0.11184,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
680,43,autumn_wind,fish,archive_quarter,orchard_fen,0.11248,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
681,43,autumn_wind,fish,signal_ridge,riverbend,0.11392,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
