tick,day,repair_id,scene_id,agent,obligation_id,repair_kind,deferral_requested,deferral_accepted,partial_repair,full_repair,residual_debt_visible,repair_deferral_score
499,28,v24-repair-0499,v24-scene-d28,Sova,v24-obligation-sova-0499,full,0,0,0,1,0,1.0
500,28,v24-repair-0500,v24-scene-d28,Sova,v24-obligation-sova-0500,none,0,0,0,0,1,1.0
501,28,v24-repair-0501,v24-scene-d28,Vonn,v24-no-open-vonn-0501,none,0,0,0,0,0,1.0
502,28,v24-repair-0502,v24-scene-d28,Melo,v24-obligation-melo-0496,full,0,0,0,1,0,1.0
503,28,v24-repair-0503,v24-scene-d28,Vonn,v24-obligation-vonn-0503,full,0,0,1,1,0,1.0
504,29,v24-repair-0504,v24-scene-d29,Sova,v24-obligation-sova-0500,full,0,0,1,1,0,1.0
505,29,v24-repair-0505,v24-scene-d29,Keth,v24-no-open-keth-0505,none,0,0,0,0,0,1.0
506,29,v24-repair-0506,v24-scene-d29,Ori,v24-obligation-ori-0506,full,0,0,0,1,0,1.0
507,29,v24-repair-0507,v24-scene-d29,Nari,v24-obligation-nari-0507,partial,0,0,1,0,1,1.0
508,29,v24-repair-0508,v24-scene-d29,Nari,v24-obligation-nari-0507,full,0,0,0,1,0,1.0
509,29,v24-repair-0509,v24-scene-d29,Ori,v24-no-open-ori-0509,none,0,0,0,0,0,1.0
510,29,v24-repair-0510,v24-scene-d29,Sova,v24-obligation-sova-0510,full,0,0,0,1,0,1.0
511,29,v24-repair-0511,v24-scene-d29,Sova,v24-obligation-sova-0511,full,0,0,1,1,0,1.0
512,29,v24-repair-0512,v24-scene-d29,Nari,v24-obligation-nari-0508,none,0,0,0,0,1,1.0
513,29,v24-repair-0513,v24-scene-d29,Vonn,v24-no-open-vonn-0513,none,0,0,0,0,0,1.0
514,29,v24-repair-0514,v24-scene-d29,Keth,v24-obligation-keth-0514,full,0,0,0,1,0,1.0
515,29,v24-repair-0515,v24-scene-d29,Nari,v24-obligation-nari-0508,none,0,0,0,0,1,1.0
516,29,v24-repair-0516,v24-scene-d29,Sova,v24-obligation-sova-0516,full,0,0,0,1,0,1.0
517,29,v24-repair-0517,v24-scene-d29,Sova,v24-no-open-sova-0517,none,0,0,0,0,0,1.0
518,29,v24-repair-0518,v24-scene-d29,Ori,v24-obligation-ori-0518,full,0,0,0,1,0,1.0
519,29,v24-repair-0519,v24-scene-d29,Melo,v24-obligation-melo-0519,full,0,0,0,1,0,1.0
520,29,v24-repair-0520,v24-scene-d29,Vonn,v24-obligation-vonn-0520,partial,0,0,1,0,1,1.0
521,29,v24-repair-0521,v24-scene-d29,Vonn,v24-obligation-vonn-0520,none,0,0,0,0,1,1.0
522,30,v24-repair-0522,v24-scene-d30,Sova,v24-obligation-sova-0522,none,0,0,0,0,1,0.8
523,30,v24-repair-0523,v24-scene-d30,Ori,v24-obligation-ori-0523,full,0,0,0,1,0,1.0
524,30,v24-repair-0524,v24-scene-d30,Melo,v24-obligation-melo-0524,full,0,0,0,1,0,1.0
525,30,v24-repair-0525,v24-scene-d30,Nari,v24-obligation-nari-0508,full,0,0,0,1,0,1.0
526,30,v24-repair-0526,v24-scene-d30,Sova,v24-obligation-sova-0522,full,0,0,0,1,0,1.0
527,30,v24-repair-0527,v24-scene-d30,Keth,v24-obligation-keth-0527,full,0,0,0,1,0,1.0
528,30,v24-repair-0528,v24-scene-d30,Nari,v24-obligation-nari-0528,deferral,1,1,0,0,1,1.0
529,30,v24-repair-0529,v24-scene-d30,Nari,v24-obligation-nari-0528,none,0,0,0,0,1,0.8
530,30,v24-repair-0530,v24-scene-d30,Vonn,v24-obligation-vonn-0520,full,0,0,1,1,0,1.0
531,30,v24-repair-0531,v24-scene-d30,Vonn,v24-obligation-vonn-0531,full,0,0,0,1,0,1.0
532,30,v24-repair-0532,v24-scene-d30,Vonn,v24-obligation-vonn-0532,full,0,0,0,1,0,1.0
533,30,v24-repair-0533,v24-scene-d30,Keth,v24-no-open-keth-0533,none,0,0,0,0,0,1.0
534,30,v24-repair-0534,v24-scene-d30,Sova,v24-obligation-sova-0534,none,0,0,0,0,1,1.0
535,30,v24-repair-0535,v24-scene-d30,Nari,v24-obligation-nari-0528,full,0,0,1,1,0,1.0
536,30,v24-repair-0536,v24-scene-d30,Vonn,v24-obligation-vonn-0536,full,0,0,0,1,0,1.0
537,30,v24-repair-0537,v24-scene-d30,Nari,v24-obligation-nari-0537,none,0,0,0,0,1,1.0
538,30,v24-repair-0538,v24-scene-d30,Melo,v24-obligation-melo-0538,full,0,0,0,1,0,1.0
539,30,v24-repair-0539,v24-scene-d30,Vonn,v24-obligation-vonn-0539,none,0,0,0,0,1,1.0
