tick_id,day,settlement_id,resident_id,project_id,failure_mode,failure_trigger,plan_quality_before,plan_quality_after,recovery_step,recovery_success_visible,failed_plan_not_erased,regression_or_debt_visible,retry_scheduled
1628,91,orchid_engine,Eli,b41913dbe2,valve knock,mid-task uncertainty,0.68,0.694,schedule retry,True,True,True,True
1630,91,glass_harbor,Oren,5a399028bb,fog seal leak,mid-task uncertainty,0.618,0.632,request safer tool,True,True,True,True
1632,91,lichen_bridge,Sol,76f402ab6a,bell mistune,mid-task uncertainty,0.668,0.682,ask resident lead,True,True,True,True
1634,91,moss_ward,Fay,69fbe1ae68,wet footing,mid-task uncertainty,0.612,0.626,pause and inspect,True,True,True,True
1636,91,cinder_garden,Wren,88d6240bdd,calendar mismatch,mid-task uncertainty,0.668,0.682,restock material,True,True,True,True
1638,92,moss_ward,Ari,27a5f6be30,ledger miscopy,mid-task uncertainty,0.68,0.694,restock material,True,True,True,True
1640,92,cinder_garden,Vale,50e2b859c6,basket spill,mid-task uncertainty,0.604,0.618,schedule retry,True,True,True,True
1642,92,orchid_engine,Bea,2899e764df,valve knock,mid-task uncertainty,0.668,0.682,request safer tool,True,True,True,True
1644,92,glass_harbor,Puck,ed218dd38f,fog seal leak,mid-task uncertainty,0.598,0.612,ask resident lead,True,True,True,True
1646,92,lichen_bridge,Kio,505b3ed3bc,bell mistune,mid-task uncertainty,0.668,0.682,pause and inspect,True,True,True,True
1648,92,moss_ward,Milo,022ca473b4,wet footing,mid-task uncertainty,0.612,0.626,restock material,True,True,True,True
1650,92,cinder_garden,Juno,46bd9e887d,calendar mismatch,mid-task uncertainty,0.668,0.682,schedule retry,True,True,True,True
1652,92,orchid_engine,Dax,5ea66d74e7,gear jam,mid-task uncertainty,0.612,0.626,request safer tool,True,True,True,True
1654,92,glass_harbor,Nia,aa85d5f3cf,lamp sputter,mid-task uncertainty,0.68,0.694,ask resident lead,True,True,True,True
1656,93,orchid_engine,Cai,fee339b1d9,valve knock,mid-task uncertainty,0.682,0.696,ask resident lead,True,True,True,True
1658,93,glass_harbor,Sera,c5ce3bb82a,fog seal leak,mid-task uncertainty,0.612,0.626,pause and inspect,True,True,True,True
1660,93,lichen_bridge,Luma,6e76849c77,bell mistune,mid-task uncertainty,0.694,0.708,restock material,True,True,True,True
1661,93,orchid_engine,Dax,1194905158,orchid dim,schedule conflict,0.36,0.38,ask resident lead,True,True,True,True
1662,93,moss_ward,Tala,ffd144b235,wet footing,mid-task uncertainty,0.612,0.626,schedule retry,True,True,True,True
1664,93,cinder_garden,Pax,f91854767d,calendar mismatch,mid-task uncertainty,0.688,0.702,request safer tool,True,True,True,True
1666,93,orchid_engine,Eli,ee36774892,gear jam,mid-task uncertainty,0.618,0.632,ask resident lead,True,True,True,True
1668,93,glass_harbor,Oren,4691632fda,lamp sputter,mid-task uncertainty,0.694,0.708,pause and inspect,True,True,True,True
1670,93,lichen_bridge,Sol,797e050dde,token shortage,mid-task uncertainty,0.632,0.646,restock material,True,True,True,True
1672,93,moss_ward,Fay,23961e054e,cord snap,mid-task uncertainty,0.682,0.696,schedule retry,True,True,True,True
1674,94,lichen_bridge,Rin,0d07f43a57,bell mistune,mid-task uncertainty,0.694,0.708,schedule retry,True,True,True,True
1676,94,moss_ward,Ari,2ea8f2d96e,wet footing,mid-task uncertainty,0.618,0.632,request safer tool,True,True,True,True
1678,94,cinder_garden,Vale,5e37aea90d,calendar mismatch,mid-task uncertainty,0.688,0.702,ask resident lead,True,True,True,True
1680,94,orchid_engine,Bea,ff802a82b5,gear jam,mid-task uncertainty,0.612,0.626,pause and inspect,True,True,True,True
1682,94,glass_harbor,Puck,b9f27156b1,lamp sputter,mid-task uncertainty,0.682,0.696,restock material,True,True,True,True
1684,94,lichen_bridge,Kio,a9335a1d29,token shortage,mid-task uncertainty,0.612,0.626,schedule retry,True,True,True,True
1686,94,moss_ward,Milo,48ae12c016,cord snap,mid-task uncertainty,0.682,0.696,request safer tool,True,True,True,True
1688,94,cinder_garden,Juno,5f79a57e6f,heat spike,mid-task uncertainty,0.626,0.64,ask resident lead,True,True,True,True
1690,94,orchid_engine,Dax,3645f43e1d,orchid dim,mid-task uncertainty,0.694,0.708,pause and inspect,True,True,True,True
1692,95,cinder_garden,Wren,88d6240bdd,calendar mismatch,mid-task uncertainty,0.682,0.696,pause and inspect,True,True,True,True
1694,95,orchid_engine,Cai,b805ef5f3b,gear jam,mid-task uncertainty,0.612,0.626,restock material,True,True,True,True
1696,95,glass_harbor,Sera,39906512c4,lamp sputter,mid-task uncertainty,0.682,0.696,schedule retry,True,True,True,True
1698,95,lichen_bridge,Luma,c11ee45638,token shortage,mid-task uncertainty,0.612,0.626,request safer tool,True,True,True,True
1700,95,moss_ward,Tala,5b51e19d49,cord snap,mid-task uncertainty,0.694,0.708,ask resident lead,True,True,True,True
1702,95,cinder_garden,Pax,301d0ea001,heat spike,mid-task uncertainty,0.618,0.632,pause and inspect,True,True,True,True
1704,95,orchid_engine,Eli,b41913dbe2,orchid dim,mid-task uncertainty,0.694,0.708,restock material,True,True,True,True
1706,95,glass_harbor,Oren,5a399028bb,net tear,mid-task uncertainty,0.632,0.646,schedule retry,True,True,True,True
1708,95,lichen_bridge,Sol,76f402ab6a,rope slack,mid-task uncertainty,0.682,0.696,request safer tool,True,True,True,True
1710,96,glass_harbor,Nia,aa85d5f3cf,lamp sputter,mid-task uncertainty,0.694,0.708,request safer tool,True,True,True,True
1712,96,lichen_bridge,Rin,1ca3ca05c1,token shortage,mid-task uncertainty,0.618,0.632,ask resident lead,True,True,True,True
1714,96,moss_ward,Ari,27a5f6be30,cord snap,mid-task uncertainty,0.694,0.708,pause and inspect,True,True,True,True
1716,96,cinder_garden,Vale,50e2b859c6,heat spike,mid-task uncertainty,0.618,0.632,restock material,True,True,True,True
1718,96,orchid_engine,Bea,2899e764df,orchid dim,mid-task uncertainty,0.682,0.696,schedule retry,True,True,True,True
1720,96,glass_harbor,Puck,ed218dd38f,net tear,mid-task uncertainty,0.612,0.626,request safer tool,True,True,True,True
1722,96,lichen_bridge,Kio,505b3ed3bc,rope slack,mid-task uncertainty,0.682,0.696,ask resident lead,True,True,True,True
1724,96,moss_ward,Milo,022ca473b4,ledger miscopy,mid-task uncertainty,0.626,0.64,pause and inspect,True,True,True,True
1726,96,cinder_garden,Juno,46bd9e887d,basket spill,mid-task uncertainty,0.682,0.696,restock material,True,True,True,True
1728,97,moss_ward,Fay,23961e054e,cord snap,mid-task uncertainty,0.696,0.71,restock material,True,True,True,True
1730,97,cinder_garden,Wren,f54993de4d,heat spike,mid-task uncertainty,0.626,0.64,schedule retry,True,True,True,True
1732,97,orchid_engine,Cai,fee339b1d9,orchid dim,mid-task uncertainty,0.696,0.71,request safer tool,True,True,True,True
1734,97,glass_harbor,Sera,c5ce3bb82a,net tear,mid-task uncertainty,0.626,0.64,ask resident lead,True,True,True,True
1736,97,lichen_bridge,Luma,6e76849c77,rope slack,mid-task uncertainty,0.708,0.722,pause and inspect,True,True,True,True
1738,97,moss_ward,Tala,ffd144b235,ledger miscopy,schedule conflict,0.626,0.646,restock material,True,True,True,True
1740,97,cinder_garden,Pax,f91854767d,basket spill,mid-task uncertainty,0.702,0.716,schedule retry,True,True,True,True
1742,97,orchid_engine,Eli,ee36774892,valve knock,mid-task uncertainty,0.632,0.646,request safer tool,True,True,True,True
1744,97,glass_harbor,Oren,4691632fda,fog seal leak,mid-task uncertainty,0.708,0.722,ask resident lead,True,True,True,True
1746,98,orchid_engine,Dax,3645f43e1d,orchid dim,mid-task uncertainty,0.708,0.722,ask resident lead,True,True,True,True
1748,98,glass_harbor,Nia,9a5c1e063a,net tear,mid-task uncertainty,0.632,0.646,pause and inspect,True,True,True,True
1750,98,lichen_bridge,Rin,0d07f43a57,rope slack,mid-task uncertainty,0.708,0.722,restock material,True,True,True,True
1752,98,moss_ward,Ari,2ea8f2d96e,ledger miscopy,mid-task uncertainty,0.632,0.646,schedule retry,True,True,True,True
1754,98,cinder_garden,Vale,5e37aea90d,basket spill,mid-task uncertainty,0.702,0.716,request safer tool,True,True,True,True
1756,98,orchid_engine,Bea,ff802a82b5,valve knock,mid-task uncertainty,0.626,0.64,ask resident lead,True,True,True,True
1758,98,glass_harbor,Puck,b9f27156b1,fog seal leak,mid-task uncertainty,0.696,0.71,pause and inspect,True,True,True,True
1760,98,lichen_bridge,Kio,a9335a1d29,bell mistune,mid-task uncertainty,0.626,0.64,restock material,True,True,True,True
1762,98,moss_ward,Milo,48ae12c016,wet footing,mid-task uncertainty,0.696,0.71,schedule retry,True,True,True,True
1764,99,lichen_bridge,Sol,76f402ab6a,rope slack,schedule conflict,0.696,0.716,schedule retry,True,True,True,True
1766,99,moss_ward,Fay,69fbe1ae68,ledger miscopy,mid-task uncertainty,0.626,0.64,request safer tool,True,True,True,True
1768,99,cinder_garden,Wren,88d6240bdd,basket spill,mid-task uncertainty,0.696,0.71,ask resident lead,True,True,True,True
1770,99,orchid_engine,Cai,b805ef5f3b,valve knock,mid-task uncertainty,0.626,0.64,pause and inspect,True,True,True,True
1772,99,glass_harbor,Sera,39906512c4,fog seal leak,mid-task uncertainty,0.696,0.71,restock material,True,True,True,True
1774,99,lichen_bridge,Luma,c11ee45638,bell mistune,mid-task uncertainty,0.626,0.64,schedule retry,True,True,True,True
1776,99,moss_ward,Tala,5b51e19d49,wet footing,mid-task uncertainty,0.708,0.722,request safer tool,True,True,True,True
1778,99,cinder_garden,Pax,301d0ea001,calendar mismatch,mid-task uncertainty,0.632,0.646,ask resident lead,True,True,True,True
1780,99,orchid_engine,Eli,b41913dbe2,gear jam,mid-task uncertainty,0.708,0.722,pause and inspect,True,True,True,True
1782,100,cinder_garden,Juno,46bd9e887d,basket spill,schedule conflict,0.696,0.716,pause and inspect,True,True,True,True
1784,100,orchid_engine,Dax,5ea66d74e7,valve knock,mid-task uncertainty,0.626,0.64,restock material,True,True,True,True
1786,100,glass_harbor,Nia,aa85d5f3cf,fog seal leak,mid-task uncertainty,0.708,0.722,schedule retry,True,True,True,True
1788,100,lichen_bridge,Rin,1ca3ca05c1,bell mistune,mid-task uncertainty,0.632,0.646,request safer tool,True,True,True,True
1790,100,moss_ward,Ari,27a5f6be30,wet footing,mid-task uncertainty,0.708,0.722,ask resident lead,True,True,True,True
1792,100,cinder_garden,Vale,50e2b859c6,calendar mismatch,mid-task uncertainty,0.632,0.646,pause and inspect,True,True,True,True
1794,100,orchid_engine,Bea,2899e764df,gear jam,mid-task uncertainty,0.696,0.71,restock material,True,True,True,True
1796,100,glass_harbor,Puck,ed218dd38f,lamp sputter,mid-task uncertainty,0.626,0.64,schedule retry,True,True,True,True
1798,100,lichen_bridge,Kio,505b3ed3bc,token shortage,mid-task uncertainty,0.696,0.71,request safer tool,True,True,True,True
1800,101,glass_harbor,Oren,4691632fda,fog seal leak,mid-task uncertainty,0.722,0.736,request safer tool,True,True,True,True
1802,101,lichen_bridge,Sol,797e050dde,bell mistune,mid-task uncertainty,0.646,0.66,ask resident lead,True,True,True,True
1804,101,moss_ward,Fay,23961e054e,wet footing,mid-task uncertainty,0.71,0.724,pause and inspect,True,True,True,True
1806,101,cinder_garden,Wren,f54993de4d,calendar mismatch,mid-task uncertainty,0.64,0.654,restock material,True,True,True,True
1808,101,orchid_engine,Cai,fee339b1d9,gear jam,mid-task uncertainty,0.71,0.724,schedule retry,True,True,True,True
1810,101,glass_harbor,Sera,c5ce3bb82a,lamp sputter,mid-task uncertainty,0.64,0.654,request safer tool,True,True,True,True
1812,101,lichen_bridge,Luma,6e76849c77,token shortage,mid-task uncertainty,0.722,0.736,ask resident lead,True,True,True,True
1814,101,moss_ward,Tala,ffd144b235,cord snap,mid-task uncertainty,0.646,0.66,pause and inspect,True,True,True,True
1815,101,glass_harbor,Nia,e283abe06a,fog seal leak,schedule conflict,0.36,0.38,request safer tool,True,True,True,True
1816,101,cinder_garden,Pax,f91854767d,heat spike,mid-task uncertainty,0.716,0.73,restock material,True,True,True,True
1818,102,moss_ward,Milo,48ae12c016,wet footing,mid-task uncertainty,0.71,0.724,restock material,True,True,True,True
1820,102,cinder_garden,Juno,5f79a57e6f,calendar mismatch,mid-task uncertainty,0.64,0.654,schedule retry,True,True,True,True
1822,102,orchid_engine,Dax,3645f43e1d,gear jam,mid-task uncertainty,0.722,0.736,request safer tool,True,True,True,True
1824,102,glass_harbor,Nia,9a5c1e063a,lamp sputter,mid-task uncertainty,0.646,0.66,ask resident lead,True,True,True,True
1826,102,lichen_bridge,Rin,0d07f43a57,token shortage,mid-task uncertainty,0.722,0.736,pause and inspect,True,True,True,True
1828,102,moss_ward,Ari,2ea8f2d96e,cord snap,mid-task uncertainty,0.646,0.66,restock material,True,True,True,True
1830,102,cinder_garden,Vale,5e37aea90d,heat spike,mid-task uncertainty,0.716,0.73,schedule retry,True,True,True,True
1832,102,orchid_engine,Bea,ff802a82b5,orchid dim,mid-task uncertainty,0.64,0.654,request safer tool,True,True,True,True
1834,102,glass_harbor,Puck,b9f27156b1,net tear,mid-task uncertainty,0.71,0.724,ask resident lead,True,True,True,True
1836,103,orchid_engine,Eli,b41913dbe2,gear jam,mid-task uncertainty,0.722,0.736,ask resident lead,True,True,True,True
1838,103,glass_harbor,Oren,5a399028bb,lamp sputter,mid-task uncertainty,0.646,0.66,pause and inspect,True,True,True,True
1840,103,lichen_bridge,Sol,76f402ab6a,token shortage,mid-task uncertainty,0.716,0.73,restock material,True,True,True,True
1842,103,moss_ward,Fay,69fbe1ae68,cord snap,mid-task uncertainty,0.64,0.654,schedule retry,True,True,True,True
1844,103,cinder_garden,Wren,88d6240bdd,heat spike,mid-task uncertainty,0.71,0.724,request safer tool,True,True,True,True
1846,103,orchid_engine,Cai,b805ef5f3b,orchid dim,mid-task uncertainty,0.64,0.654,ask resident lead,True,True,True,True
1848,103,glass_harbor,Sera,39906512c4,net tear,mid-task uncertainty,0.71,0.724,pause and inspect,True,True,True,True
1850,103,lichen_bridge,Luma,c11ee45638,rope slack,mid-task uncertainty,0.64,0.654,restock material,True,True,True,True
1852,103,moss_ward,Tala,5b51e19d49,ledger miscopy,mid-task uncertainty,0.722,0.736,schedule retry,True,True,True,True
1854,104,lichen_bridge,Kio,505b3ed3bc,token shortage,mid-task uncertainty,0.71,0.724,schedule retry,True,True,True,True
1856,104,moss_ward,Milo,022ca473b4,cord snap,mid-task uncertainty,0.64,0.654,request safer tool,True,True,True,True
1858,104,cinder_garden,Juno,46bd9e887d,heat spike,mid-task uncertainty,0.716,0.73,ask resident lead,True,True,True,True
1859,104,lichen_bridge,Luma,ef4a1eb826,bell mistune,schedule conflict,0.36,0.38,schedule retry,True,True,True,True
1860,104,orchid_engine,Dax,5ea66d74e7,orchid dim,mid-task uncertainty,0.64,0.654,pause and inspect,True,True,True,True
1862,104,glass_harbor,Nia,aa85d5f3cf,net tear,mid-task uncertainty,0.722,0.736,restock material,True,True,True,True
1864,104,lichen_bridge,Rin,1ca3ca05c1,rope slack,mid-task uncertainty,0.646,0.66,schedule retry,True,True,True,True
1866,104,moss_ward,Ari,27a5f6be30,ledger miscopy,mid-task uncertainty,0.722,0.736,request safer tool,True,True,True,True
1868,104,cinder_garden,Vale,50e2b859c6,basket spill,mid-task uncertainty,0.646,0.66,ask resident lead,True,True,True,True
1870,104,orchid_engine,Bea,2899e764df,valve knock,mid-task uncertainty,0.71,0.724,pause and inspect,True,True,True,True
1872,105,cinder_garden,Pax,f91854767d,heat spike,mid-task uncertainty,0.73,0.744,pause and inspect,True,True,True,True
1874,105,orchid_engine,Eli,ee36774892,orchid dim,mid-task uncertainty,0.646,0.66,restock material,True,True,True,True
1876,105,glass_harbor,Oren,4691632fda,net tear,mid-task uncertainty,0.736,0.75,schedule retry,True,True,True,True
1878,105,lichen_bridge,Sol,797e050dde,rope slack,mid-task uncertainty,0.66,0.674,request safer tool,True,True,True,True
1880,105,moss_ward,Fay,23961e054e,ledger miscopy,mid-task uncertainty,0.724,0.738,ask resident lead,True,True,True,True
1882,105,cinder_garden,Wren,f54993de4d,basket spill,mid-task uncertainty,0.654,0.668,pause and inspect,True,True,True,True
1884,105,orchid_engine,Cai,fee339b1d9,valve knock,mid-task uncertainty,0.724,0.738,restock material,True,True,True,True
1886,105,glass_harbor,Sera,c5ce3bb82a,fog seal leak,mid-task uncertainty,0.654,0.668,schedule retry,True,True,True,True
1888,105,lichen_bridge,Luma,6e76849c77,bell mistune,mid-task uncertainty,0.736,0.75,request safer tool,True,True,True,True
1890,106,glass_harbor,Puck,b9f27156b1,net tear,mid-task uncertainty,0.724,0.738,request safer tool,True,True,True,True
1892,106,lichen_bridge,Kio,a9335a1d29,rope slack,mid-task uncertainty,0.64,0.654,ask resident lead,True,True,True,True
1894,106,moss_ward,Milo,48ae12c016,ledger miscopy,mid-task uncertainty,0.724,0.738,pause and inspect,True,True,True,True
1896,106,cinder_garden,Juno,5f79a57e6f,basket spill,mid-task uncertainty,0.654,0.668,restock material,True,True,True,True
1898,106,orchid_engine,Dax,3645f43e1d,valve knock,mid-task uncertainty,0.736,0.75,schedule retry,True,True,True,True
1900,106,glass_harbor,Nia,9a5c1e063a,fog seal leak,mid-task uncertainty,0.66,0.674,request safer tool,True,True,True,True
1902,106,lichen_bridge,Rin,0d07f43a57,bell mistune,mid-task uncertainty,0.736,0.75,ask resident lead,True,True,True,True
1904,106,moss_ward,Ari,2ea8f2d96e,wet footing,mid-task uncertainty,0.66,0.674,pause and inspect,True,True,True,True
1906,106,cinder_garden,Vale,5e37aea90d,calendar mismatch,mid-task uncertainty,0.73,0.744,restock material,True,True,True,True
1908,107,moss_ward,Tala,5b51e19d49,ledger miscopy,mid-task uncertainty,0.736,0.75,restock material,True,True,True,True
1910,107,cinder_garden,Pax,301d0ea001,basket spill,mid-task uncertainty,0.646,0.66,schedule retry,True,True,True,True
1912,107,orchid_engine,Eli,b41913dbe2,valve knock,mid-task uncertainty,0.736,0.75,request safer tool,True,True,True,True
1914,107,glass_harbor,Oren,5a399028bb,fog seal leak,mid-task uncertainty,0.66,0.674,ask resident lead,True,True,True,True
1916,107,lichen_bridge,Sol,76f402ab6a,bell mistune,mid-task uncertainty,0.73,0.744,pause and inspect,True,True,True,True
1918,107,moss_ward,Fay,69fbe1ae68,wet footing,mid-task uncertainty,0.654,0.668,restock material,True,True,True,True
1920,107,cinder_garden,Wren,88d6240bdd,calendar mismatch,mid-task uncertainty,0.724,0.738,schedule retry,True,True,True,True
1922,107,orchid_engine,Cai,b805ef5f3b,gear jam,mid-task uncertainty,0.654,0.668,request safer tool,True,True,True,True
1924,107,glass_harbor,Sera,39906512c4,lamp sputter,mid-task uncertainty,0.724,0.738,ask resident lead,True,True,True,True
1926,108,orchid_engine,Bea,2899e764df,valve knock,schedule conflict,0.724,0.744,ask resident lead,True,True,True,True
1928,108,glass_harbor,Puck,ed218dd38f,fog seal leak,mid-task uncertainty,0.64,0.654,pause and inspect,True,True,True,True
1930,108,lichen_bridge,Kio,505b3ed3bc,bell mistune,mid-task uncertainty,0.724,0.738,restock material,True,True,True,True
1932,108,moss_ward,Milo,022ca473b4,wet footing,mid-task uncertainty,0.654,0.668,schedule retry,True,True,True,True
1934,108,cinder_garden,Juno,46bd9e887d,calendar mismatch,mid-task uncertainty,0.73,0.744,request safer tool,True,True,True,True
1936,108,orchid_engine,Dax,5ea66d74e7,gear jam,schedule conflict,0.654,0.674,ask resident lead,True,True,True,True
1938,108,glass_harbor,Nia,aa85d5f3cf,lamp sputter,mid-task uncertainty,0.736,0.75,pause and inspect,True,True,True,True
1940,108,lichen_bridge,Rin,1ca3ca05c1,token shortage,mid-task uncertainty,0.66,0.674,restock material,True,True,True,True
1942,108,moss_ward,Ari,27a5f6be30,cord snap,mid-task uncertainty,0.736,0.75,schedule retry,True,True,True,True
1944,109,lichen_bridge,Luma,6e76849c77,bell mistune,mid-task uncertainty,0.75,0.764,schedule retry,True,True,True,True
1946,109,moss_ward,Tala,ffd144b235,wet footing,mid-task uncertainty,0.66,0.674,request safer tool,True,True,True,True
1948,109,cinder_garden,Pax,f91854767d,calendar mismatch,mid-task uncertainty,0.744,0.758,ask resident lead,True,True,True,True
1950,109,orchid_engine,Eli,ee36774892,gear jam,mid-task uncertainty,0.66,0.674,pause and inspect,True,True,True,True
1952,109,glass_harbor,Oren,4691632fda,lamp sputter,mid-task uncertainty,0.75,0.764,restock material,True,True,True,True
1954,109,lichen_bridge,Sol,797e050dde,token shortage,mid-task uncertainty,0.674,0.688,schedule retry,True,True,True,True
1956,109,moss_ward,Fay,23961e054e,cord snap,mid-task uncertainty,0.738,0.752,request safer tool,True,True,True,True
1958,109,cinder_garden,Wren,f54993de4d,heat spike,mid-task uncertainty,0.668,0.682,ask resident lead,True,True,True,True
1960,109,orchid_engine,Cai,fee339b1d9,orchid dim,mid-task uncertainty,0.738,0.752,pause and inspect,True,True,True,True
1962,110,cinder_garden,Vale,5e37aea90d,calendar mismatch,mid-task uncertainty,0.744,0.758,pause and inspect,True,True,True,True
1964,110,orchid_engine,Bea,ff802a82b5,gear jam,mid-task uncertainty,0.654,0.668,restock material,True,True,True,True
1966,110,glass_harbor,Puck,b9f27156b1,lamp sputter,mid-task uncertainty,0.738,0.752,schedule retry,True,True,True,True
1968,110,lichen_bridge,Kio,a9335a1d29,token shortage,mid-task uncertainty,0.654,0.668,request safer tool,True,True,True,True
1970,110,moss_ward,Milo,48ae12c016,cord snap,mid-task uncertainty,0.738,0.752,ask resident lead,True,True,True,True
1972,110,cinder_garden,Juno,5f79a57e6f,heat spike,mid-task uncertainty,0.668,0.682,pause and inspect,True,True,True,True
1974,110,orchid_engine,Dax,3645f43e1d,orchid dim,mid-task uncertainty,0.75,0.764,restock material,True,True,True,True
1976,110,glass_harbor,Nia,9a5c1e063a,net tear,mid-task uncertainty,0.674,0.688,schedule retry,True,True,True,True
1978,110,lichen_bridge,Rin,0d07f43a57,rope slack,mid-task uncertainty,0.75,0.764,request safer tool,True,True,True,True
1980,111,glass_harbor,Sera,39906512c4,lamp sputter,schedule conflict,0.738,0.758,request safer tool,True,True,True,True
1982,111,lichen_bridge,Luma,c11ee45638,token shortage,mid-task uncertainty,0.654,0.668,ask resident lead,True,True,True,True
1984,111,moss_ward,Tala,5b51e19d49,cord snap,mid-task uncertainty,0.75,0.764,pause and inspect,True,True,True,True
1986,111,cinder_garden,Pax,301d0ea001,heat spike,mid-task uncertainty,0.66,0.674,restock material,True,True,True,True
1988,111,orchid_engine,Eli,b41913dbe2,orchid dim,mid-task uncertainty,0.75,0.764,schedule retry,True,True,True,True
1990,111,glass_harbor,Oren,5a399028bb,net tear,mid-task uncertainty,0.674,0.688,request safer tool,True,True,True,True
1992,111,lichen_bridge,Sol,76f402ab6a,rope slack,mid-task uncertainty,0.744,0.758,ask resident lead,True,True,True,True
1994,111,moss_ward,Fay,69fbe1ae68,ledger miscopy,mid-task uncertainty,0.668,0.682,pause and inspect,True,True,True,True
1996,111,cinder_garden,Wren,88d6240bdd,basket spill,mid-task uncertainty,0.738,0.752,restock material,True,True,True,True
1998,112,moss_ward,Ari,27a5f6be30,cord snap,mid-task uncertainty,0.75,0.764,restock material,True,True,True,True
2000,112,cinder_garden,Vale,50e2b859c6,heat spike,mid-task uncertainty,0.66,0.674,schedule retry,True,True,True,True
2002,112,orchid_engine,Bea,2899e764df,orchid dim,mid-task uncertainty,0.744,0.758,request safer tool,True,True,True,True
2004,112,glass_harbor,Puck,ed218dd38f,net tear,mid-task uncertainty,0.654,0.668,ask resident lead,True,True,True,True
2006,112,lichen_bridge,Kio,505b3ed3bc,rope slack,mid-task uncertainty,0.738,0.752,pause and inspect,True,True,True,True
2008,112,moss_ward,Milo,022ca473b4,ledger miscopy,mid-task uncertainty,0.668,0.682,restock material,True,True,True,True
2010,112,cinder_garden,Juno,46bd9e887d,basket spill,mid-task uncertainty,0.744,0.758,schedule retry,True,True,True,True
2012,112,orchid_engine,Dax,5ea66d74e7,valve knock,mid-task uncertainty,0.674,0.688,request safer tool,True,True,True,True
2013,112,moss_ward,Tala,825eef3be9,cord snap,schedule conflict,0.36,0.38,restock material,True,True,True,True
2014,112,glass_harbor,Nia,aa85d5f3cf,fog seal leak,mid-task uncertainty,0.75,0.764,ask resident lead,True,True,True,True
2016,113,orchid_engine,Cai,fee339b1d9,orchid dim,mid-task uncertainty,0.752,0.766,ask resident lead,True,True,True,True
2018,113,glass_harbor,Sera,c5ce3bb82a,net tear,mid-task uncertainty,0.668,0.682,pause and inspect,True,True,True,True
2020,113,lichen_bridge,Luma,6e76849c77,rope slack,mid-task uncertainty,0.764,0.778,restock material,True,True,True,True
2022,113,moss_ward,Tala,ffd144b235,ledger miscopy,mid-task uncertainty,0.674,0.688,schedule retry,True,True,True,True
2024,113,cinder_garden,Pax,f91854767d,basket spill,mid-task uncertainty,0.758,0.772,request safer tool,True,True,True,True
2026,113,orchid_engine,Eli,ee36774892,valve knock,mid-task uncertainty,0.674,0.688,ask resident lead,True,True,True,True
2028,113,glass_harbor,Oren,4691632fda,fog seal leak,mid-task uncertainty,0.764,0.778,pause and inspect,True,True,True,True
2030,113,lichen_bridge,Sol,797e050dde,bell mistune,mid-task uncertainty,0.688,0.702,restock material,True,True,True,True
2032,113,moss_ward,Fay,23961e054e,wet footing,mid-task uncertainty,0.752,0.766,schedule retry,True,True,True,True
2034,114,lichen_bridge,Rin,0d07f43a57,rope slack,mid-task uncertainty,0.764,0.778,schedule retry,True,True,True,True
2036,114,moss_ward,Ari,2ea8f2d96e,ledger miscopy,mid-task uncertainty,0.674,0.688,request safer tool,True,True,True,True
2038,114,cinder_garden,Vale,5e37aea90d,basket spill,mid-task uncertainty,0.758,0.772,ask resident lead,True,True,True,True
2040,114,orchid_engine,Bea,ff802a82b5,valve knock,mid-task uncertainty,0.668,0.682,pause and inspect,True,True,True,True
2042,114,glass_harbor,Puck,b9f27156b1,fog seal leak,mid-task uncertainty,0.752,0.766,restock material,True,True,True,True
2044,114,lichen_bridge,Kio,a9335a1d29,bell mistune,mid-task uncertainty,0.668,0.682,schedule retry,True,True,True,True
2046,114,moss_ward,Milo,48ae12c016,wet footing,mid-task uncertainty,0.752,0.766,request safer tool,True,True,True,True
2048,114,cinder_garden,Juno,5f79a57e6f,calendar mismatch,mid-task uncertainty,0.682,0.696,ask resident lead,True,True,True,True
2050,114,orchid_engine,Dax,3645f43e1d,gear jam,mid-task uncertainty,0.764,0.778,pause and inspect,True,True,True,True
2052,115,cinder_garden,Wren,88d6240bdd,basket spill,mid-task uncertainty,0.752,0.766,pause and inspect,True,True,True,True
2054,115,orchid_engine,Cai,b805ef5f3b,valve knock,mid-task uncertainty,0.668,0.682,restock material,True,True,True,True
2056,115,glass_harbor,Sera,39906512c4,fog seal leak,mid-task uncertainty,0.758,0.772,schedule retry,True,True,True,True
2057,115,cinder_garden,Juno,5d450b0d31,heat spike,schedule conflict,0.36,0.38,pause and inspect,True,True,True,True
2058,115,lichen_bridge,Luma,c11ee45638,bell mistune,mid-task uncertainty,0.668,0.682,request safer tool,True,True,True,True
2060,115,moss_ward,Tala,5b51e19d49,wet footing,mid-task uncertainty,0.764,0.778,ask resident lead,True,True,True,True
2062,115,cinder_garden,Pax,301d0ea001,calendar mismatch,mid-task uncertainty,0.674,0.688,pause and inspect,True,True,True,True
2064,115,orchid_engine,Eli,b41913dbe2,gear jam,mid-task uncertainty,0.764,0.778,restock material,True,True,True,True
2066,115,glass_harbor,Oren,5a399028bb,lamp sputter,mid-task uncertainty,0.688,0.702,schedule retry,True,True,True,True
2068,115,lichen_bridge,Sol,76f402ab6a,token shortage,mid-task uncertainty,0.758,0.772,request safer tool,True,True,True,True
