tick,day,resident,schedule_before,schedule_after,changed_by_avatar,changed_offscreen,diff_summary,agency_flag,visible_after_return
3043,170,Ari,work,negotiate debt,True,False,work -> negotiate debt by interrupt_work,agency preserved,True
3044,170,Fay,rest,negotiate debt,False,True,rest -> negotiate debt by wait_offscreen,agency preserved,True
3045,170,Milo,negotiate debt,seek tool,True,False,negotiate debt -> seek tool by repair_trust,agency preserved,True
3046,170,Sera,seek tool,care duty,False,False,seek tool -> care duty by move,agency preserved,True
3047,170,Tovan,care duty,private task,False,False,care duty -> private task by talk,agency preserved,True
3048,170,Nia,private task,recover focus,True,False,private task -> recover focus by offer_help,agency preserved,True
3049,170,Ari,recover focus,rest,True,False,recover focus -> rest by borrow_tool,agency preserved,True
3050,170,Fay,work,rest,True,False,work -> rest by return_tool,agency preserved,True
3051,170,Milo,rest,seek tool,True,False,rest -> seek tool by interrupt_work,agency preserved,True
3052,170,Sera,negotiate debt,seek tool,False,True,negotiate debt -> seek tool by wait_offscreen,agency preserved,True
3053,170,Tovan,seek tool,care duty,True,False,seek tool -> care duty by repair_trust,agency preserved,True
3054,170,Nia,care duty,private task,False,False,care duty -> private task by move,agency preserved,True
3055,170,Ari,private task,recover focus,False,False,private task -> recover focus by talk,agency preserved,True
3056,170,Fay,recover focus,work,True,False,recover focus -> work by offer_help,agency preserved,True
3057,170,Milo,work,negotiate debt,True,False,work -> negotiate debt by borrow_tool,agency preserved,True
3058,170,Sera,rest,negotiate debt,True,False,rest -> negotiate debt by return_tool,agency preserved,True
3059,170,Tovan,negotiate debt,care duty,True,False,negotiate debt -> care duty by interrupt_work,agency preserved,True
3060,171,Nia,care duty,private task,True,False,care duty -> private task by repair_trust,agency preserved,True
3061,171,Ari,private task,recover focus,False,False,private task -> recover focus by move,agency preserved,True
3062,171,Fay,recover focus,work,False,False,recover focus -> work by talk,agency preserved,True
3063,171,Milo,work,rest,True,False,work -> rest by offer_help,agency preserved,True
3064,171,Sera,rest,seek tool,True,False,rest -> seek tool by borrow_tool,resident boundary respected,True
3065,171,Tovan,negotiate debt,seek tool,True,False,negotiate debt -> seek tool by return_tool,agency preserved,True
3066,171,Nia,seek tool,private task,True,False,seek tool -> private task by interrupt_work,agency preserved,True
3067,171,Ari,care duty,private task,False,True,care duty -> private task by wait_offscreen,agency preserved,True
3068,171,Fay,private task,recover focus,True,False,private task -> recover focus by repair_trust,agency preserved,True
3069,171,Milo,recover focus,work,False,False,recover focus -> work by move,agency preserved,True
3070,171,Sera,work,rest,False,False,work -> rest by talk,agency preserved,True
3071,171,Tovan,rest,negotiate debt,True,False,rest -> negotiate debt by offer_help,agency preserved,True
3072,171,Nia,negotiate debt,care duty,True,False,negotiate debt -> care duty by borrow_tool,resident boundary respected,True
3073,171,Ari,seek tool,care duty,True,False,seek tool -> care duty by return_tool,agency preserved,True
3074,171,Fay,care duty,recover focus,True,False,care duty -> recover focus by interrupt_work,agency preserved,True
3075,171,Milo,private task,recover focus,False,True,private task -> recover focus by wait_offscreen,agency preserved,True
3076,171,Sera,recover focus,work,True,False,recover focus -> work by repair_trust,agency preserved,True
3077,171,Tovan,work,rest,False,False,work -> rest by move,agency preserved,True
3078,172,Nia,negotiate debt,seek tool,True,True,negotiate debt -> seek tool by offer_help,agency preserved,True
3079,172,Ari,seek tool,private task,True,False,seek tool -> private task by borrow_tool,agency preserved,True
3080,172,Fay,care duty,private task,True,False,care duty -> private task by return_tool,agency preserved,True
3081,172,Milo,private task,work,True,False,private task -> work by interrupt_work,agency preserved,True
3082,172,Sera,recover focus,work,False,True,recover focus -> work by wait_offscreen,agency preserved,True
3083,172,Tovan,work,rest,True,False,work -> rest by repair_trust,agency preserved,True
3084,172,Nia,rest,negotiate debt,False,False,rest -> negotiate debt by move,agency preserved,True
3085,172,Ari,negotiate debt,seek tool,False,False,negotiate debt -> seek tool by talk,agency preserved,True
3086,172,Fay,seek tool,care duty,True,False,seek tool -> care duty by offer_help,agency preserved,True
3087,172,Milo,care duty,recover focus,True,False,care duty -> recover focus by borrow_tool,agency preserved,True
3088,172,Sera,private task,recover focus,True,False,private task -> recover focus by return_tool,agency preserved,True
3089,172,Tovan,recover focus,rest,True,False,recover focus -> rest by interrupt_work,agency preserved,True
3090,172,Nia,work,rest,False,True,work -> rest by wait_offscreen,agency preserved,True
3091,172,Ari,rest,negotiate debt,True,False,rest -> negotiate debt by repair_trust,agency preserved,True
3092,172,Fay,negotiate debt,seek tool,False,False,negotiate debt -> seek tool by move,agency preserved,True
3093,172,Milo,seek tool,care duty,False,False,seek tool -> care duty by talk,agency preserved,True
3094,172,Sera,care duty,private task,True,False,care duty -> private task by offer_help,agency preserved,True
3095,172,Tovan,private task,work,True,True,private task -> work by borrow_tool,agency preserved,True
3096,173,Nia,work,negotiate debt,True,False,work -> negotiate debt by interrupt_work,resident boundary respected,True
3097,173,Ari,rest,negotiate debt,False,True,rest -> negotiate debt by wait_offscreen,agency preserved,True
3098,173,Fay,negotiate debt,seek tool,True,False,negotiate debt -> seek tool by repair_trust,agency preserved,True
3099,173,Milo,seek tool,care duty,False,False,seek tool -> care duty by move,agency preserved,True
3100,173,Sera,care duty,private task,False,False,care duty -> private task by talk,agency preserved,True
3101,173,Tovan,private task,recover focus,True,False,private task -> recover focus by offer_help,agency preserved,True
3102,173,Nia,recover focus,rest,True,False,recover focus -> rest by borrow_tool,agency preserved,True
3103,173,Ari,work,rest,True,False,work -> rest by return_tool,agency preserved,True
3104,173,Fay,rest,seek tool,True,False,rest -> seek tool by interrupt_work,resident boundary respected,True
3105,173,Milo,negotiate debt,seek tool,False,True,negotiate debt -> seek tool by wait_offscreen,agency preserved,True
3106,173,Sera,seek tool,care duty,True,False,seek tool -> care duty by repair_trust,agency preserved,True
3107,173,Tovan,care duty,private task,False,False,care duty -> private task by move,agency preserved,True
3108,173,Nia,private task,recover focus,False,False,private task -> recover focus by talk,agency preserved,True
3109,173,Ari,recover focus,work,True,False,recover focus -> work by offer_help,agency preserved,True
3110,173,Fay,work,negotiate debt,True,False,work -> negotiate debt by borrow_tool,agency preserved,True
3111,173,Milo,rest,negotiate debt,True,False,rest -> negotiate debt by return_tool,agency preserved,True
3112,173,Sera,negotiate debt,care duty,True,False,negotiate debt -> care duty by interrupt_work,resident boundary respected,True
3113,173,Tovan,seek tool,care duty,False,True,seek tool -> care duty by wait_offscreen,agency preserved,True
3114,174,Nia,private task,recover focus,False,False,private task -> recover focus by move,agency preserved,True
3115,174,Ari,recover focus,work,False,False,recover focus -> work by talk,agency preserved,True
3116,174,Fay,work,rest,True,False,work -> rest by offer_help,agency preserved,True
3117,174,Milo,rest,seek tool,True,False,rest -> seek tool by borrow_tool,agency preserved,True
3118,174,Sera,negotiate debt,seek tool,True,False,negotiate debt -> seek tool by return_tool,agency preserved,True
3119,174,Tovan,seek tool,private task,True,False,seek tool -> private task by interrupt_work,agency preserved,True
3120,174,Nia,care duty,private task,False,True,care duty -> private task by wait_offscreen,agency preserved,True
3121,174,Ari,private task,recover focus,True,False,private task -> recover focus by repair_trust,agency preserved,True
3122,174,Fay,recover focus,work,False,False,recover focus -> work by move,agency preserved,True
3123,174,Milo,work,rest,False,False,work -> rest by talk,agency preserved,True
3124,174,Sera,rest,negotiate debt,True,False,rest -> negotiate debt by offer_help,agency preserved,True
3125,174,Tovan,negotiate debt,care duty,True,False,negotiate debt -> care duty by borrow_tool,agency preserved,True
3126,174,Nia,seek tool,care duty,True,False,seek tool -> care duty by return_tool,agency preserved,True
3127,174,Ari,care duty,recover focus,True,False,care duty -> recover focus by interrupt_work,agency preserved,True
3128,174,Fay,private task,recover focus,False,True,private task -> recover focus by wait_offscreen,agency preserved,True
3129,174,Milo,recover focus,work,True,False,recover focus -> work by repair_trust,agency preserved,True
3130,174,Sera,work,rest,False,False,work -> rest by move,agency preserved,True
3131,174,Tovan,rest,negotiate debt,False,False,rest -> negotiate debt by talk,agency preserved,True
3132,175,Nia,seek tool,private task,True,False,seek tool -> private task by borrow_tool,resident boundary respected,True
3133,175,Ari,care duty,private task,True,False,care duty -> private task by return_tool,agency preserved,True
3134,175,Fay,private task,work,True,False,private task -> work by interrupt_work,agency preserved,True
3135,175,Milo,recover focus,work,False,True,recover focus -> work by wait_offscreen,agency preserved,True
3136,175,Sera,work,rest,True,False,work -> rest by repair_trust,agency preserved,True
3137,175,Tovan,rest,negotiate debt,False,False,rest -> negotiate debt by move,agency preserved,True
3138,175,Nia,negotiate debt,seek tool,False,False,negotiate debt -> seek tool by talk,agency preserved,True
3139,175,Ari,seek tool,care duty,True,False,seek tool -> care duty by offer_help,agency preserved,True
3140,175,Fay,care duty,recover focus,True,False,care duty -> recover focus by borrow_tool,resident boundary respected,True
3141,175,Milo,private task,recover focus,True,False,private task -> recover focus by return_tool,agency preserved,True
3142,175,Sera,recover focus,rest,True,False,recover focus -> rest by interrupt_work,agency preserved,True
3143,175,Tovan,work,rest,False,True,work -> rest by wait_offscreen,agency preserved,True
3144,175,Nia,rest,negotiate debt,True,False,rest -> negotiate debt by repair_trust,agency preserved,True
3145,175,Ari,negotiate debt,seek tool,False,False,negotiate debt -> seek tool by move,agency preserved,True
3146,175,Fay,seek tool,care duty,False,False,seek tool -> care duty by talk,agency preserved,True
3147,175,Milo,care duty,private task,True,False,care duty -> private task by offer_help,agency preserved,True
3148,175,Sera,private task,work,True,False,private task -> work by borrow_tool,resident boundary respected,True
3149,175,Tovan,recover focus,work,True,False,recover focus -> work by return_tool,agency preserved,True
3150,176,Nia,rest,negotiate debt,False,True,rest -> negotiate debt by wait_offscreen,agency preserved,True
3151,176,Ari,negotiate debt,seek tool,True,False,negotiate debt -> seek tool by repair_trust,agency preserved,True
3152,176,Fay,seek tool,care duty,False,False,seek tool -> care duty by move,agency preserved,True
3153,176,Milo,care duty,private task,False,False,care duty -> private task by talk,agency preserved,True
3154,176,Sera,private task,recover focus,True,False,private task -> recover focus by offer_help,agency preserved,True
3155,176,Tovan,recover focus,rest,True,False,recover focus -> rest by borrow_tool,agency preserved,True
3156,176,Nia,work,rest,True,False,work -> rest by return_tool,agency preserved,True
3157,176,Ari,rest,seek tool,True,False,rest -> seek tool by interrupt_work,agency preserved,True
3158,176,Fay,negotiate debt,seek tool,False,True,negotiate debt -> seek tool by wait_offscreen,agency preserved,True
3159,176,Milo,seek tool,care duty,True,False,seek tool -> care duty by repair_trust,agency preserved,True
3160,176,Sera,care duty,private task,False,False,care duty -> private task by move,agency preserved,True
3161,176,Tovan,private task,recover focus,False,False,private task -> recover focus by talk,agency preserved,True
3162,176,Nia,recover focus,work,True,False,recover focus -> work by offer_help,agency preserved,True
3163,176,Ari,work,negotiate debt,True,False,work -> negotiate debt by borrow_tool,agency preserved,True
3164,176,Fay,rest,negotiate debt,True,False,rest -> negotiate debt by return_tool,agency preserved,True
3165,176,Milo,negotiate debt,care duty,True,False,negotiate debt -> care duty by interrupt_work,agency preserved,True
3166,176,Sera,seek tool,care duty,False,True,seek tool -> care duty by wait_offscreen,agency preserved,True
3167,176,Tovan,care duty,private task,True,True,care duty -> private task by repair_trust,agency preserved,True
3168,177,Nia,recover focus,work,False,False,recover focus -> work by talk,agency preserved,True
3169,177,Ari,work,rest,True,False,work -> rest by offer_help,agency preserved,True
3170,177,Fay,rest,seek tool,True,False,rest -> seek tool by borrow_tool,agency preserved,True
3171,177,Milo,negotiate debt,seek tool,True,False,negotiate debt -> seek tool by return_tool,agency preserved,True
3172,177,Sera,seek tool,private task,True,False,seek tool -> private task by interrupt_work,resident boundary respected,True
3173,177,Tovan,care duty,private task,False,True,care duty -> private task by wait_offscreen,agency preserved,True
3174,177,Nia,private task,recover focus,True,False,private task -> recover focus by repair_trust,agency preserved,True
3175,177,Ari,recover focus,work,False,False,recover focus -> work by move,agency preserved,True
3176,177,Fay,work,rest,False,False,work -> rest by talk,agency preserved,True
3177,177,Milo,rest,negotiate debt,True,False,rest -> negotiate debt by offer_help,agency preserved,True
3178,177,Sera,negotiate debt,care duty,True,False,negotiate debt -> care duty by borrow_tool,agency preserved,True
3179,177,Tovan,seek tool,care duty,True,False,seek tool -> care duty by return_tool,agency preserved,True
3180,177,Nia,care duty,recover focus,True,False,care duty -> recover focus by interrupt_work,resident boundary respected,True
3181,177,Ari,private task,recover focus,False,True,private task -> recover focus by wait_offscreen,agency preserved,True
3182,177,Fay,recover focus,work,True,False,recover focus -> work by repair_trust,agency preserved,True
3183,177,Milo,work,rest,False,False,work -> rest by move,agency preserved,True
3184,177,Sera,rest,negotiate debt,False,False,rest -> negotiate debt by talk,agency preserved,True
3185,177,Tovan,negotiate debt,seek tool,True,False,negotiate debt -> seek tool by offer_help,agency preserved,True
3186,178,Nia,care duty,private task,True,False,care duty -> private task by return_tool,agency preserved,True
3187,178,Ari,private task,work,True,False,private task -> work by interrupt_work,agency preserved,True
3188,178,Fay,recover focus,work,False,True,recover focus -> work by wait_offscreen,agency preserved,True
3189,178,Milo,work,rest,True,False,work -> rest by repair_trust,agency preserved,True
3190,178,Sera,rest,negotiate debt,False,False,rest -> negotiate debt by move,agency preserved,True
3191,178,Tovan,negotiate debt,seek tool,False,False,negotiate debt -> seek tool by talk,agency preserved,True
3192,178,Nia,seek tool,care duty,True,False,seek tool -> care duty by offer_help,agency preserved,True
3193,178,Ari,care duty,recover focus,True,False,care duty -> recover focus by borrow_tool,agency preserved,True
3194,178,Fay,private task,recover focus,True,False,private task -> recover focus by return_tool,agency preserved,True
3195,178,Milo,recover focus,rest,True,False,recover focus -> rest by interrupt_work,agency preserved,True
3196,178,Sera,work,rest,False,True,work -> rest by wait_offscreen,agency preserved,True
3197,178,Tovan,rest,negotiate debt,True,False,rest -> negotiate debt by repair_trust,agency preserved,True
3198,178,Nia,negotiate debt,seek tool,False,False,negotiate debt -> seek tool by move,agency preserved,True
3199,178,Ari,seek tool,care duty,False,False,seek tool -> care duty by talk,agency preserved,True
3200,178,Fay,care duty,private task,True,False,care duty -> private task by offer_help,agency preserved,True
3201,178,Milo,private task,work,True,False,private task -> work by borrow_tool,agency preserved,True
3202,178,Sera,recover focus,work,True,False,recover focus -> work by return_tool,agency preserved,True
3203,178,Tovan,work,negotiate debt,True,False,work -> negotiate debt by interrupt_work,agency preserved,True
3204,179,Nia,negotiate debt,seek tool,True,False,negotiate debt -> seek tool by repair_trust,agency preserved,True
3205,179,Ari,seek tool,care duty,False,False,seek tool -> care duty by move,agency preserved,True
3206,179,Fay,care duty,private task,False,False,care duty -> private task by talk,agency preserved,True
3207,179,Milo,private task,recover focus,True,False,private task -> recover focus by offer_help,agency preserved,True
3208,179,Sera,recover focus,rest,True,False,recover focus -> rest by borrow_tool,resident boundary respected,True
3209,179,Tovan,work,rest,True,False,work -> rest by return_tool,agency preserved,True
3210,179,Nia,rest,seek tool,True,False,rest -> seek tool by interrupt_work,agency preserved,True
3211,179,Ari,negotiate debt,seek tool,False,True,negotiate debt -> seek tool by wait_offscreen,agency preserved,True
3212,179,Fay,seek tool,care duty,True,False,seek tool -> care duty by repair_trust,agency preserved,True
3213,179,Milo,care duty,private task,False,False,care duty -> private task by move,agency preserved,True
3214,179,Sera,private task,recover focus,False,False,private task -> recover focus by talk,agency preserved,True
3215,179,Tovan,recover focus,work,True,False,recover focus -> work by offer_help,agency preserved,True
3216,179,Nia,work,negotiate debt,True,False,work -> negotiate debt by borrow_tool,resident boundary respected,True
3217,179,Ari,rest,negotiate debt,True,False,rest -> negotiate debt by return_tool,agency preserved,True
3218,179,Fay,negotiate debt,care duty,True,False,negotiate debt -> care duty by interrupt_work,agency preserved,True
3219,179,Milo,seek tool,care duty,False,True,seek tool -> care duty by wait_offscreen,agency preserved,True
3220,179,Sera,care duty,private task,True,False,care duty -> private task by repair_trust,agency preserved,True
3221,179,Tovan,private task,recover focus,False,False,private task -> recover focus by move,agency preserved,True
3222,180,Nia,work,rest,True,True,work -> rest by offer_help,agency preserved,True
3223,180,Ari,rest,seek tool,True,False,rest -> seek tool by borrow_tool,agency preserved,True
3224,180,Fay,negotiate debt,seek tool,True,False,negotiate debt -> seek tool by return_tool,agency preserved,True
3225,180,Milo,seek tool,private task,True,False,seek tool -> private task by interrupt_work,agency preserved,True
3226,180,Sera,care duty,private task,False,True,care duty -> private task by wait_offscreen,agency preserved,True
3227,180,Tovan,private task,recover focus,True,False,private task -> recover focus by repair_trust,agency preserved,True
3228,180,Nia,recover focus,work,False,False,recover focus -> work by move,agency preserved,True
3229,180,Ari,work,rest,False,False,work -> rest by talk,agency preserved,True
3230,180,Fay,rest,negotiate debt,True,False,rest -> negotiate debt by offer_help,agency preserved,True
3231,180,Milo,negotiate debt,care duty,True,False,negotiate debt -> care duty by borrow_tool,agency preserved,True
3232,180,Sera,seek tool,care duty,True,False,seek tool -> care duty by return_tool,agency preserved,True
3233,180,Tovan,care duty,recover focus,True,False,care duty -> recover focus by interrupt_work,agency preserved,True
3234,180,Nia,private task,recover focus,False,True,private task -> recover focus by wait_offscreen,agency preserved,True
3235,180,Ari,recover focus,work,True,False,recover focus -> work by repair_trust,agency preserved,True
3236,180,Fay,work,rest,False,False,work -> rest by move,agency preserved,True
3237,180,Milo,rest,negotiate debt,False,False,rest -> negotiate debt by talk,agency preserved,True
3238,180,Sera,negotiate debt,seek tool,True,False,negotiate debt -> seek tool by offer_help,agency preserved,True
3239,180,Tovan,seek tool,private task,True,True,seek tool -> private task by borrow_tool,agency preserved,True
3240,181,Nia,private task,work,True,False,private task -> work by interrupt_work,resident boundary respected,True
3241,181,Ari,recover focus,work,False,True,recover focus -> work by wait_offscreen,agency preserved,True
3242,181,Fay,work,rest,True,False,work -> rest by repair_trust,agency preserved,True
3243,181,Milo,rest,negotiate debt,False,False,rest -> negotiate debt by move,agency preserved,True
3244,181,Sera,negotiate debt,seek tool,False,False,negotiate debt -> seek tool by talk,agency preserved,True
3245,181,Tovan,seek tool,care duty,True,False,seek tool -> care duty by offer_help,agency preserved,True
3246,181,Nia,care duty,recover focus,True,False,care duty -> recover focus by borrow_tool,agency preserved,True
3247,181,Ari,private task,recover focus,True,False,private task -> recover focus by return_tool,agency preserved,True
3248,181,Fay,recover focus,rest,True,False,recover focus -> rest by interrupt_work,resident boundary respected,True
3249,181,Milo,work,rest,False,True,work -> rest by wait_offscreen,agency preserved,True
3250,181,Sera,rest,negotiate debt,True,False,rest -> negotiate debt by repair_trust,agency preserved,True
3251,181,Tovan,negotiate debt,seek tool,False,False,negotiate debt -> seek tool by move,agency preserved,True
3252,181,Nia,seek tool,care duty,False,False,seek tool -> care duty by talk,agency preserved,True
3253,181,Ari,care duty,private task,True,False,care duty -> private task by offer_help,agency preserved,True
3254,181,Fay,private task,work,True,False,private task -> work by borrow_tool,agency preserved,True
3255,181,Milo,recover focus,work,True,False,recover focus -> work by return_tool,agency preserved,True
3256,181,Sera,work,negotiate debt,True,False,work -> negotiate debt by interrupt_work,resident boundary respected,True
3257,181,Tovan,rest,negotiate debt,False,True,rest -> negotiate debt by wait_offscreen,agency preserved,True
3258,182,Nia,seek tool,care duty,False,False,seek tool -> care duty by move,agency preserved,True
3259,182,Ari,care duty,private task,False,False,care duty -> private task by talk,agency preserved,True
3260,182,Fay,private task,recover focus,True,False,private task -> recover focus by offer_help,agency preserved,True
3261,182,Milo,recover focus,rest,True,False,recover focus -> rest by borrow_tool,agency preserved,True
3262,182,Sera,work,rest,True,False,work -> rest by return_tool,agency preserved,True
3263,182,Tovan,rest,seek tool,True,False,rest -> seek tool by interrupt_work,agency preserved,True
3264,182,Nia,negotiate debt,seek tool,False,True,negotiate debt -> seek tool by wait_offscreen,agency preserved,True
3265,182,Ari,seek tool,care duty,True,False,seek tool -> care duty by repair_trust,agency preserved,True
3266,182,Fay,care duty,private task,False,False,care duty -> private task by move,agency preserved,True
3267,182,Milo,private task,recover focus,False,False,private task -> recover focus by talk,agency preserved,True
3268,182,Sera,recover focus,work,True,False,recover focus -> work by offer_help,agency preserved,True
3269,182,Tovan,work,negotiate debt,True,False,work -> negotiate debt by borrow_tool,agency preserved,True
3270,182,Nia,rest,negotiate debt,True,False,rest -> negotiate debt by return_tool,agency preserved,True
3271,182,Ari,negotiate debt,care duty,True,False,negotiate debt -> care duty by interrupt_work,agency preserved,True
3272,182,Fay,seek tool,care duty,False,True,seek tool -> care duty by wait_offscreen,agency preserved,True
3273,182,Milo,care duty,private task,True,False,care duty -> private task by repair_trust,agency preserved,True
3274,182,Sera,private task,recover focus,False,False,private task -> recover focus by move,agency preserved,True
3275,182,Tovan,recover focus,work,False,False,recover focus -> work by talk,agency preserved,True
3276,183,Nia,rest,seek tool,True,False,rest -> seek tool by borrow_tool,resident boundary respected,True
3277,183,Ari,negotiate debt,seek tool,True,False,negotiate debt -> seek tool by return_tool,agency preserved,True
3278,183,Fay,seek tool,private task,True,False,seek tool -> private task by interrupt_work,agency preserved,True
3279,183,Milo,care duty,private task,False,True,care duty -> private task by wait_offscreen,agency preserved,True
3280,183,Sera,private task,recover focus,True,False,private task -> recover focus by repair_trust,agency preserved,True
3281,183,Tovan,recover focus,work,False,False,recover focus -> work by move,agency preserved,True
3282,183,Nia,work,rest,False,False,work -> rest by talk,agency preserved,True
3283,183,Ari,rest,negotiate debt,True,False,rest -> negotiate debt by offer_help,agency preserved,True
3284,183,Fay,negotiate debt,care duty,True,False,negotiate debt -> care duty by borrow_tool,resident boundary respected,True
3285,183,Milo,seek tool,care duty,True,False,seek tool -> care duty by return_tool,agency preserved,True
3286,183,Sera,care duty,recover focus,True,False,care duty -> recover focus by interrupt_work,agency preserved,True
3287,183,Tovan,private task,recover focus,False,True,private task -> recover focus by wait_offscreen,agency preserved,True
3288,183,Nia,recover focus,work,True,False,recover focus -> work by repair_trust,agency preserved,True
3289,183,Ari,work,rest,False,False,work -> rest by move,agency preserved,True
3290,183,Fay,rest,negotiate debt,False,False,rest -> negotiate debt by talk,agency preserved,True
3291,183,Milo,negotiate debt,seek tool,True,False,negotiate debt -> seek tool by offer_help,agency preserved,True
3292,183,Sera,seek tool,private task,True,False,seek tool -> private task by borrow_tool,resident boundary respected,True
3293,183,Tovan,care duty,private task,True,False,care duty -> private task by return_tool,agency preserved,True
3294,184,Nia,recover focus,work,False,True,recover focus -> work by wait_offscreen,agency preserved,True
3295,184,Ari,work,rest,True,False,work -> rest by repair_trust,agency preserved,True
3296,184,Fay,rest,negotiate debt,False,False,rest -> negotiate debt by move,agency preserved,True
3297,184,Milo,negotiate debt,seek tool,False,False,negotiate debt -> seek tool by talk,agency preserved,True
3298,184,Sera,seek tool,care duty,True,False,seek tool -> care duty by offer_help,agency preserved,True
3299,184,Tovan,care duty,recover focus,True,False,care duty -> recover focus by borrow_tool,agency preserved,True
3300,184,Nia,private task,recover focus,True,False,private task -> recover focus by return_tool,agency preserved,True
3301,184,Ari,recover focus,rest,True,False,recover focus -> rest by interrupt_work,agency preserved,True
3302,184,Fay,work,rest,False,True,work -> rest by wait_offscreen,agency preserved,True
3303,184,Milo,rest,negotiate debt,True,False,rest -> negotiate debt by repair_trust,agency preserved,True
3304,184,Sera,negotiate debt,seek tool,False,False,negotiate debt -> seek tool by move,agency preserved,True
3305,184,Tovan,seek tool,care duty,False,False,seek tool -> care duty by talk,agency preserved,True
3306,184,Nia,care duty,private task,True,False,care duty -> private task by offer_help,agency preserved,True
3307,184,Ari,private task,work,True,False,private task -> work by borrow_tool,agency preserved,True
3308,184,Fay,recover focus,work,True,False,recover focus -> work by return_tool,agency preserved,True
3309,184,Milo,work,negotiate debt,True,False,work -> negotiate debt by interrupt_work,agency preserved,True
3310,184,Sera,rest,negotiate debt,False,True,rest -> negotiate debt by wait_offscreen,agency preserved,True
3311,184,Tovan,negotiate debt,seek tool,True,True,negotiate debt -> seek tool by repair_trust,agency preserved,True
3312,185,Nia,care duty,private task,False,False,care duty -> private task by talk,agency preserved,True
3313,185,Ari,private task,recover focus,True,False,private task -> recover focus by offer_help,agency preserved,True
3314,185,Fay,recover focus,rest,True,False,recover focus -> rest by borrow_tool,agency preserved,True
3315,185,Milo,work,rest,True,False,work -> rest by return_tool,agency preserved,True
3316,185,Sera,rest,seek tool,True,False,rest -> seek tool by interrupt_work,resident boundary respected,True
3317,185,Tovan,negotiate debt,seek tool,False,True,negotiate debt -> seek tool by wait_offscreen,agency preserved,True
3318,185,Nia,seek tool,care duty,True,False,seek tool -> care duty by repair_trust,agency preserved,True
3319,185,Ari,care duty,private task,False,False,care duty -> private task by move,agency preserved,True
3320,185,Fay,private task,recover focus,False,False,private task -> recover focus by talk,agency preserved,True
3321,185,Milo,recover focus,work,True,False,recover focus -> work by offer_help,agency preserved,True
3322,185,Sera,work,negotiate debt,True,False,work -> negotiate debt by borrow_tool,agency preserved,True
3323,185,Tovan,rest,negotiate debt,True,False,rest -> negotiate debt by return_tool,agency preserved,True
3324,185,Nia,negotiate debt,care duty,True,False,negotiate debt -> care duty by interrupt_work,resident boundary respected,True
3325,185,Ari,seek tool,care duty,False,True,seek tool -> care duty by wait_offscreen,agency preserved,True
3326,185,Fay,care duty,private task,True,False,care duty -> private task by repair_trust,agency preserved,True
3327,185,Milo,private task,recover focus,False,False,private task -> recover focus by move,agency preserved,True
3328,185,Sera,recover focus,work,False,False,recover focus -> work by talk,agency preserved,True
3329,185,Tovan,work,rest,True,False,work -> rest by offer_help,agency preserved,True
3330,186,Nia,negotiate debt,seek tool,True,False,negotiate debt -> seek tool by return_tool,agency preserved,True
3331,186,Ari,seek tool,private task,True,False,seek tool -> private task by interrupt_work,agency preserved,True
3332,186,Fay,care duty,private task,False,True,care duty -> private task by wait_offscreen,agency preserved,True
3333,186,Milo,private task,recover focus,True,False,private task -> recover focus by repair_trust,agency preserved,True
3334,186,Sera,recover focus,work,False,False,recover focus -> work by move,agency preserved,True
3335,186,Tovan,work,rest,False,False,work -> rest by talk,agency preserved,True
3336,186,Nia,rest,negotiate debt,True,False,rest -> negotiate debt by offer_help,agency preserved,True
3337,186,Ari,negotiate debt,care duty,True,False,negotiate debt -> care duty by borrow_tool,agency preserved,True
3338,186,Fay,seek tool,care duty,True,False,seek tool -> care duty by return_tool,agency preserved,True
3339,186,Milo,care duty,recover focus,True,False,care duty -> recover focus by interrupt_work,agency preserved,True
3340,186,Sera,private task,recover focus,False,True,private task -> recover focus by wait_offscreen,agency preserved,True
3341,186,Tovan,recover focus,work,True,False,recover focus -> work by repair_trust,agency preserved,True
3342,186,Nia,work,rest,False,False,work -> rest by move,agency preserved,True
3343,186,Ari,rest,negotiate debt,False,False,rest -> negotiate debt by talk,agency preserved,True
3344,186,Fay,negotiate debt,seek tool,True,False,negotiate debt -> seek tool by offer_help,agency preserved,True
3345,186,Milo,seek tool,private task,True,False,seek tool -> private task by borrow_tool,agency preserved,True
3346,186,Sera,care duty,private task,True,False,care duty -> private task by return_tool,agency preserved,True
3347,186,Tovan,private task,work,True,False,private task -> work by interrupt_work,agency preserved,True
3348,187,Nia,work,rest,True,False,work -> rest by repair_trust,agency preserved,True
3349,187,Ari,rest,negotiate debt,False,False,rest -> negotiate debt by move,agency preserved,True
3350,187,Fay,negotiate debt,seek tool,False,False,negotiate debt -> seek tool by talk,agency preserved,True
3351,187,Milo,seek tool,care duty,True,False,seek tool -> care duty by offer_help,agency preserved,True
3352,187,Sera,care duty,recover focus,True,False,care duty -> recover focus by borrow_tool,resident boundary respected,True
3353,187,Tovan,private task,recover focus,True,False,private task -> recover focus by return_tool,agency preserved,True
3354,187,Nia,recover focus,rest,True,False,recover focus -> rest by interrupt_work,agency preserved,True
3355,187,Ari,work,rest,False,True,work -> rest by wait_offscreen,agency preserved,True
3356,187,Fay,rest,negotiate debt,True,False,rest -> negotiate debt by repair_trust,agency preserved,True
