tick_id,day,owner,project_id,energy,fatigue_before,fatigue_delta,fatigue_after,movement_effort,comfort,pain,rest_action,recovery_visible
489,28,Milo,north_lantern_relay,0.900243,0.05,0.028,0.078,0.19716,0.73716,0.06,none,false
490,28,Nia,archive_weather_log,0.837088,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
491,28,Ari,west_bridge_repair,0.90322,0.05,0.0697,0.1197,0.946334,0.713614,0.095,none,false
492,28,Fay,herb_roof_garden,0.930245,0.05,0.0541,0.1041,0.782902,0.727242,0.06,none,false
493,28,Milo,north_lantern_relay,0.905143,0.078,-0.014,0.064,0.19408,0.80248,0.06,ambient recovery,true
494,28,Nia,archive_weather_log,0.841988,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
495,28,Ari,west_bridge_repair,0.90812,0.1197,-0.014,0.1057,0.203254,0.786634,0.06,ambient recovery,true
496,28,Fay,herb_roof_garden,0.935145,0.1041,-0.014,0.0901,0.199822,0.792562,0.06,ambient recovery,true
497,28,Milo,north_lantern_relay,0.889743,0.064,0.028,0.092,0.20024,0.73184,0.06,none,false
498,28,Nia,archive_weather_log,0.846888,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
499,28,Ari,west_bridge_repair,0.91302,0.1057,-0.014,0.0917,0.200174,0.791954,0.06,ambient recovery,true
500,28,Fay,herb_roof_garden,0.940045,0.0901,-0.014,0.0761,0.196742,0.797882,0.06,ambient recovery,true
501,28,Milo,north_lantern_relay,0.894643,0.092,-0.014,0.078,0.19716,0.79716,0.06,ambient recovery,true
502,28,Nia,archive_weather_log,0.866138,0.05,0.0,0.05,0.191,0.8078,0.06,routine rest,true
503,28,Ari,west_bridge_repair,0.93227,0.0917,-0.0417,0.05,0.191,0.8078,0.06,routine rest,true
504,29,Fay,herb_roof_garden,0.959295,0.0761,-0.0261,0.05,0.191,0.8078,0.06,routine rest,true
505,29,Milo,north_lantern_relay,0.913893,0.078,-0.028,0.05,0.191,0.8078,0.06,routine rest,true
506,29,Nia,archive_weather_log,0.871038,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
507,29,Ari,west_bridge_repair,0.900535,0.05,0.0577,0.1077,0.863694,0.725874,0.06,none,false
508,29,Fay,herb_roof_garden,0.96,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
509,29,Milo,north_lantern_relay,0.918793,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
510,29,Nia,archive_weather_log,0.875938,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
511,29,Ari,west_bridge_repair,0.905435,0.1077,-0.014,0.0937,0.200614,0.791194,0.06,ambient recovery,true
512,29,Fay,herb_roof_garden,0.96,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
513,29,Milo,north_lantern_relay,0.903393,0.05,0.028,0.078,0.19716,0.73716,0.06,none,false
514,29,Nia,archive_weather_log,0.880838,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
515,29,Ari,west_bridge_repair,0.910335,0.0937,-0.014,0.0797,0.197534,0.796514,0.06,ambient recovery,true
516,29,Fay,herb_roof_garden,0.96,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
517,29,Milo,north_lantern_relay,0.887993,0.078,0.028,0.106,0.20332,0.72652,0.06,none,false
518,29,Nia,archive_weather_log,0.851083,0.05,0.0541,0.1041,0.782902,0.727242,0.06,none,false
519,29,Ari,west_bridge_repair,0.8786,0.0797,0.0577,0.1374,0.870228,0.714588,0.06,none,false
520,29,Fay,herb_roof_garden,0.96,0.05,0.0,0.05,0.191,0.8078,0.06,routine rest,true
521,29,Milo,north_lantern_relay,0.907243,0.106,-0.055,0.051,0.19122,0.80742,0.06,routine rest,true
522,30,Ari,west_bridge_repair,0.89785,0.1374,-0.055,0.0824,0.198128,0.795488,0.06,routine rest,true
523,30,Fay,herb_roof_garden,0.96,0.05,0.0,0.05,0.191,0.8078,0.06,routine rest,true
524,30,Milo,north_lantern_relay,0.912143,0.051,-0.001,0.05,0.191,0.8078,0.06,ambient recovery,true
525,30,Nia,archive_weather_log,0.855983,0.1041,-0.014,0.0901,0.199822,0.792562,0.06,ambient recovery,true
526,30,Ari,west_bridge_repair,0.90275,0.0824,-0.014,0.0684,0.195048,0.800808,0.06,ambient recovery,true
527,30,Fay,herb_roof_garden,0.927522,0.05,0.05905,0.10905,0.893991,0.725361,0.06,none,false
528,30,Milo,north_lantern_relay,0.917043,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
529,30,Nia,archive_weather_log,0.860883,0.0901,-0.014,0.0761,0.196742,0.797882,0.06,ambient recovery,true
530,30,Ari,west_bridge_repair,0.90765,0.0684,-0.014,0.0544,0.191968,0.806128,0.06,ambient recovery,true
531,30,Fay,herb_roof_garden,0.932422,0.10905,-0.014,0.09505,0.200911,0.790681,0.06,ambient recovery,true
532,30,Milo,north_lantern_relay,0.901643,0.05,0.028,0.078,0.19716,0.73716,0.06,none,false
533,30,Nia,archive_weather_log,0.831128,0.0761,0.0541,0.1302,0.788644,0.717324,0.06,none,false
534,30,Ari,west_bridge_repair,0.91255,0.0544,-0.0044,0.05,0.191,0.8078,0.06,ambient recovery,true
535,30,Fay,herb_roof_garden,0.893345,0.09505,0.07105,0.1661,0.986542,0.695982,0.095,none,false
536,30,Milo,north_lantern_relay,0.906543,0.078,-0.014,0.064,0.19408,0.80248,0.06,ambient recovery,true
537,30,Nia,archive_weather_log,0.79667,0.1302,0.06265,0.19285,0.992427,0.693517,0.06,none,false
538,30,Ari,west_bridge_repair,0.9318,0.05,0.0,0.05,0.191,0.8078,0.06,routine rest,true
539,30,Fay,herb_roof_garden,0.912595,0.1661,-0.055,0.1111,0.204442,0.784582,0.06,routine rest,true
540,31,Milo,north_lantern_relay,0.925793,0.064,-0.014,0.05,0.191,0.8078,0.06,routine rest,true
541,31,Nia,archive_weather_log,0.81592,0.19285,-0.055,0.13785,0.210327,0.774417,0.06,routine rest,true
542,31,Ari,west_bridge_repair,0.897343,0.05,0.06265,0.11265,0.974783,0.723993,0.06,none,false
543,31,Fay,herb_roof_garden,0.917495,0.1111,-0.014,0.0971,0.201362,0.789902,0.06,ambient recovery,true
544,31,Milo,north_lantern_relay,0.930693,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
545,31,Nia,archive_weather_log,0.82082,0.13785,-0.014,0.12385,0.207247,0.779737,0.06,ambient recovery,true
546,31,Ari,west_bridge_repair,0.902243,0.11265,-0.014,0.09865,0.201703,0.789313,0.06,ambient recovery,true
547,31,Fay,herb_roof_garden,0.883037,0.0971,0.06265,0.15975,0.985145,0.706095,0.06,none,false
548,31,Milo,north_lantern_relay,0.935593,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
549,31,Nia,archive_weather_log,0.82572,0.12385,-0.014,0.10985,0.204167,0.785057,0.06,ambient recovery,true
550,31,Ari,west_bridge_repair,0.907143,0.09865,-0.014,0.08465,0.198623,0.794633,0.06,ambient recovery,true
551,31,Fay,herb_roof_garden,0.887937,0.15975,-0.014,0.14575,0.212065,0.771415,0.06,ambient recovery,true
552,31,Milo,north_lantern_relay,0.940493,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
553,31,Nia,archive_weather_log,0.81032,0.10985,0.028,0.13785,0.210327,0.714417,0.06,none,false
554,31,Ari,west_bridge_repair,0.912043,0.08465,-0.014,0.07065,0.195543,0.799953,0.06,ambient recovery,true
555,31,Fay,herb_roof_garden,0.892837,0.14575,-0.014,0.13175,0.208985,0.776735,0.06,ambient recovery,true
556,31,Milo,north_lantern_relay,0.959743,0.05,0.0,0.05,0.191,0.8078,0.06,routine rest,true
557,31,Nia,archive_weather_log,0.82957,0.13785,-0.055,0.08285,0.198227,0.795317,0.06,routine rest,true
558,32,Ari,west_bridge_repair,0.931293,0.07065,-0.02065,0.05,0.191,0.8078,0.06,routine rest,true
559,32,Fay,herb_roof_garden,0.912087,0.13175,-0.055,0.07675,0.196885,0.797635,0.06,routine rest,true
560,32,Milo,north_lantern_relay,0.96,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
561,32,Nia,archive_weather_log,0.83447,0.08285,-0.014,0.06885,0.195147,0.800637,0.06,ambient recovery,true
562,32,Ari,west_bridge_repair,0.936193,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
563,32,Fay,herb_roof_garden,0.896687,0.07675,0.028,0.10475,0.203045,0.726995,0.06,none,false
564,32,Milo,north_lantern_relay,0.96,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
565,32,Nia,archive_weather_log,0.83937,0.06885,-0.014,0.05485,0.192067,0.805957,0.06,ambient recovery,true
566,32,Ari,west_bridge_repair,0.941093,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
567,32,Fay,herb_roof_garden,0.901587,0.10475,-0.014,0.09075,0.199965,0.792315,0.06,ambient recovery,true
568,32,Milo,north_lantern_relay,0.9446,0.05,0.028,0.078,0.19716,0.73716,0.06,none,false
569,32,Nia,archive_weather_log,0.84427,0.05485,-0.00485,0.05,0.191,0.8078,0.06,ambient recovery,true
570,32,Ari,west_bridge_repair,0.906635,0.05,0.06265,0.11265,0.974783,0.723993,0.06,none,false
571,32,Fay,herb_roof_garden,0.906488,0.09075,-0.014,0.07675,0.196885,0.797635,0.06,ambient recovery,true
572,32,Milo,north_lantern_relay,0.9495,0.078,-0.014,0.064,0.19408,0.80248,0.06,ambient recovery,true
573,32,Nia,archive_weather_log,0.82227,0.05,0.04,0.09,0.2798,0.7249,0.095,none,false
574,32,Ari,west_bridge_repair,0.925885,0.11265,-0.055,0.05765,0.192683,0.804893,0.06,routine rest,true
575,32,Fay,herb_roof_garden,0.925737,0.07675,-0.02675,0.05,0.191,0.8078,0.06,routine rest,true
576,33,Nia,archive_weather_log,0.84152,0.09,-0.04,0.05,0.191,0.8078,0.06,routine rest,true
577,33,Ari,west_bridge_repair,0.945135,0.05765,-0.00765,0.05,0.191,0.8078,0.06,routine rest,true
578,33,Fay,herb_roof_garden,0.930638,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
579,33,Milo,north_lantern_relay,0.9544,0.064,-0.014,0.05,0.191,0.8078,0.06,ambient recovery,true
580,33,Nia,archive_weather_log,0.84642,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
581,33,Ari,west_bridge_repair,0.950035,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
582,33,Fay,herb_roof_garden,0.915238,0.05,0.028,0.078,0.19716,0.73716,0.06,none,false
583,33,Milo,north_lantern_relay,0.9593,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
584,33,Nia,archive_weather_log,0.83102,0.05,0.028,0.078,0.19716,0.73716,0.06,none,false
585,33,Ari,west_bridge_repair,0.954935,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
586,33,Fay,herb_roof_garden,0.899838,0.078,0.028,0.106,0.20332,0.72652,0.06,none,false
587,33,Milo,north_lantern_relay,0.9373,0.05,0.04,0.09,0.2798,0.7249,0.095,none,false
588,33,Nia,archive_weather_log,0.83592,0.078,-0.014,0.064,0.19408,0.80248,0.06,ambient recovery,true
589,33,Ari,west_bridge_repair,0.959835,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
590,33,Fay,herb_roof_garden,0.904738,0.106,-0.014,0.092,0.20024,0.79184,0.06,ambient recovery,true
591,33,Milo,north_lantern_relay,0.9422,0.09,-0.014,0.076,0.19672,0.79792,0.06,ambient recovery,true
592,33,Nia,archive_weather_log,0.85517,0.064,-0.014,0.05,0.191,0.8078,0.06,routine rest,true
593,33,Ari,west_bridge_repair,0.96,0.05,0.0,0.05,0.191,0.8078,0.06,routine rest,true
594,34,Fay,herb_roof_garden,0.923988,0.092,-0.042,0.05,0.191,0.8078,0.06,routine rest,true
595,34,Milo,north_lantern_relay,0.96,0.076,-0.026,0.05,0.191,0.8078,0.06,routine rest,true
596,34,Nia,archive_weather_log,0.86007,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
597,34,Ari,west_bridge_repair,0.9446,0.05,0.028,0.078,0.19716,0.73716,0.06,none,false
598,34,Fay,herb_roof_garden,0.928888,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
599,34,Milo,north_lantern_relay,0.96,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
600,34,Nia,archive_weather_log,0.86497,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
601,34,Ari,west_bridge_repair,0.9495,0.078,-0.014,0.064,0.19408,0.80248,0.06,ambient recovery,true
602,34,Fay,herb_roof_garden,0.933788,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
603,34,Milo,north_lantern_relay,0.9446,0.05,0.028,0.078,0.19716,0.73716,0.06,none,false
604,34,Nia,archive_weather_log,0.86987,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
605,34,Ari,west_bridge_repair,0.9544,0.064,-0.014,0.05,0.191,0.8078,0.06,ambient recovery,true
606,34,Fay,herb_roof_garden,0.938688,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
607,34,Milo,north_lantern_relay,0.9495,0.078,-0.014,0.064,0.19408,0.80248,0.06,ambient recovery,true
608,34,Nia,archive_weather_log,0.85447,0.05,0.028,0.078,0.19716,0.73716,0.06,none,false
609,34,Ari,west_bridge_repair,0.9593,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
610,34,Fay,herb_roof_garden,0.957938,0.05,0.0,0.05,0.191,0.8078,0.06,routine rest,true
611,34,Milo,north_lantern_relay,0.96,0.064,-0.014,0.05,0.191,0.8078,0.06,routine rest,true
612,35,Nia,archive_weather_log,0.87372,0.078,-0.028,0.05,0.191,0.8078,0.06,routine rest,true
613,35,Ari,west_bridge_repair,0.96,0.05,0.0,0.05,0.271,0.8001,0.095,routine rest,true
614,35,Fay,herb_roof_garden,0.96,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
615,35,Milo,north_lantern_relay,0.96,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
616,35,Nia,archive_weather_log,0.87862,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
617,35,Ari,west_bridge_repair,0.96,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
618,35,Fay,herb_roof_garden,0.9446,0.05,0.028,0.078,0.19716,0.73716,0.06,none,false
619,35,Milo,north_lantern_relay,0.9446,0.05,0.028,0.078,0.19716,0.73716,0.06,none,false
620,35,Nia,archive_weather_log,0.88352,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
621,35,Ari,west_bridge_repair,0.938,0.05,0.04,0.09,0.2798,0.7249,0.095,none,false
622,35,Fay,herb_roof_garden,0.9495,0.078,-0.014,0.064,0.19408,0.80248,0.06,ambient recovery,true
623,35,Milo,north_lantern_relay,0.9292,0.078,0.028,0.106,0.20332,0.72652,0.06,none,false
624,35,Nia,archive_weather_log,0.88842,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
625,35,Ari,west_bridge_repair,0.9429,0.09,-0.014,0.076,0.19672,0.79792,0.06,ambient recovery,true
626,35,Fay,herb_roof_garden,0.9544,0.064,-0.014,0.05,0.191,0.8078,0.06,ambient recovery,true
627,35,Milo,north_lantern_relay,0.9341,0.106,-0.014,0.092,0.20024,0.79184,0.06,ambient recovery,true
628,35,Nia,archive_weather_log,0.90767,0.05,0.0,0.05,0.191,0.8078,0.06,routine rest,true
629,35,Ari,west_bridge_repair,0.96,0.076,-0.026,0.05,0.191,0.8078,0.06,routine rest,true
630,36,Milo,north_lantern_relay,0.95335,0.092,-0.042,0.05,0.191,0.8078,0.06,routine rest,true
631,36,Nia,archive_weather_log,0.92692,0.05,0.0,0.05,0.191,0.8078,0.06,routine rest,true
632,36,Ari,west_bridge_repair,0.9446,0.05,0.028,0.078,0.19716,0.73716,0.06,none,false
633,36,Fay,herb_roof_garden,0.9593,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
634,36,Milo,north_lantern_relay,0.95825,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
635,36,Nia,archive_weather_log,0.91152,0.05,0.028,0.078,0.19716,0.73716,0.06,none,false
636,36,Ari,west_bridge_repair,0.9495,0.078,-0.014,0.064,0.19408,0.80248,0.06,ambient recovery,true
637,36,Fay,herb_roof_garden,0.9439,0.05,0.028,0.078,0.19716,0.73716,0.06,none,false
638,36,Milo,north_lantern_relay,0.96,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
639,36,Nia,archive_weather_log,0.91642,0.078,-0.014,0.064,0.19408,0.80248,0.06,ambient recovery,true
640,36,Ari,west_bridge_repair,0.9544,0.064,-0.014,0.05,0.191,0.8078,0.06,ambient recovery,true
641,36,Fay,herb_roof_garden,0.9488,0.078,-0.014,0.064,0.19408,0.80248,0.06,ambient recovery,true
642,36,Milo,north_lantern_relay,0.96,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
643,36,Nia,archive_weather_log,0.90102,0.064,0.028,0.092,0.20024,0.73184,0.06,none,false
644,36,Ari,west_bridge_repair,0.9593,0.05,0.0,0.05,0.191,0.8078,0.06,ambient recovery,true
645,36,Fay,herb_roof_garden,0.9537,0.064,-0.014,0.05,0.191,0.8078,0.06,ambient recovery,true
646,36,Milo,north_lantern_relay,0.96,0.05,0.0,0.05,0.191,0.8078,0.06,routine rest,true
647,36,Nia,archive_weather_log,0.92027,0.092,-0.042,0.05,0.191,0.8078,0.06,routine rest,true
