tick_id,day,season,region_id,sight_cue,sound_cue,smell_cue,temperature_cue,wetness_cue,body_cue,rhythm_marker,sensory_bound_to_region
439,28,summer_dry,signal_ridge,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
440,28,summer_dry,orchard_fen,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
441,28,summer_dry,riverbend,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
442,28,summer_dry,roofward,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
443,28,summer_dry,archive_quarter,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
444,28,summer_dry,signal_ridge,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
445,28,summer_dry,orchard_fen,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
446,28,summer_dry,riverbend,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
447,28,summer_dry,roofward,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,ambient-rate,True
448,29,summer_dry,archive_quarter,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
449,29,summer_dry,signal_ridge,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
450,29,summer_dry,orchard_fen,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
451,29,summer_dry,riverbend,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
452,29,summer_dry,roofward,shored route marker,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
453,29,summer_dry,archive_quarter,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
454,29,summer_dry,signal_ridge,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
455,29,summer_dry,orchard_fen,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
456,29,summer_dry,riverbend,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
457,29,summer_dry,roofward,shored route marker,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
458,29,summer_dry,archive_quarter,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
459,29,summer_dry,signal_ridge,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
460,29,summer_dry,orchard_fen,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
461,29,summer_dry,riverbend,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
462,29,summer_dry,roofward,shored route marker,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
463,29,summer_dry,archive_quarter,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,ambient-rate,True
464,30,summer_dry,orchard_fen,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
465,30,summer_dry,riverbend,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
466,30,summer_dry,roofward,shored route marker,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
467,30,summer_dry,archive_quarter,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
468,30,summer_dry,signal_ridge,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
469,30,summer_dry,orchard_fen,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
470,30,summer_dry,riverbend,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
471,30,summer_dry,roofward,shored route marker,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
472,30,summer_dry,archive_quarter,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
473,30,summer_dry,signal_ridge,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
474,30,summer_dry,orchard_fen,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
475,30,summer_dry,riverbend,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
476,30,summer_dry,roofward,shored route marker,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
477,30,summer_dry,archive_quarter,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
478,30,summer_dry,signal_ridge,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
479,30,summer_dry,orchard_fen,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,ambient-rate,True
480,31,summer_dry,riverbend,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
481,31,summer_dry,roofward,shored route marker,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
482,31,summer_dry,archive_quarter,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
483,31,summer_dry,signal_ridge,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
484,31,summer_dry,orchard_fen,shored route marker,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
485,31,summer_dry,riverbend,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
486,31,summer_dry,roofward,shored route marker,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
487,31,summer_dry,archive_quarter,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
488,31,summer_dry,signal_ridge,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
489,31,summer_dry,orchard_fen,shored route marker,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
490,31,summer_dry,riverbend,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
491,31,summer_dry,roofward,shored route marker,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
492,31,summer_dry,archive_quarter,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
493,31,summer_dry,signal_ridge,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
494,31,summer_dry,orchard_fen,shored route marker,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
495,31,summer_dry,riverbend,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,ambient-rate,True
496,32,summer_dry,roofward,shored route marker,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
497,32,summer_dry,archive_quarter,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
498,32,summer_dry,signal_ridge,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
499,32,summer_dry,orchard_fen,shored route marker,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
500,32,summer_dry,riverbend,shored route marker,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
501,32,summer_dry,roofward,shored route marker,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
502,32,summer_dry,archive_quarter,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
503,32,summer_dry,signal_ridge,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
504,32,summer_dry,orchard_fen,shored route marker,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
505,32,summer_dry,riverbend,shored route marker,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
506,32,summer_dry,roofward,shored route marker,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
507,32,summer_dry,archive_quarter,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
508,32,summer_dry,signal_ridge,moving trade tokens,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,flower-node,True
509,32,summer_dry,orchard_fen,shored route marker,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
510,32,summer_dry,riverbend,shored route marker,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,season-pulse,True
511,32,summer_dry,roofward,shored route marker,quiet exchange,dry herb dust,warm pressure,dry route,seasonal travel pace,ambient-rate,True
512,33,autumn_wind,archive_quarter,moving trade tokens,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,flower-node,True
513,33,autumn_wind,signal_ridge,moving trade tokens,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
514,33,autumn_wind,orchard_fen,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
515,33,autumn_wind,riverbend,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
516,33,autumn_wind,roofward,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,flower-node,True
517,33,autumn_wind,archive_quarter,moving trade tokens,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
518,33,autumn_wind,signal_ridge,moving trade tokens,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
519,33,autumn_wind,orchard_fen,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
520,33,autumn_wind,riverbend,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,flower-node,True
521,33,autumn_wind,roofward,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
522,33,autumn_wind,archive_quarter,moving trade tokens,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
523,33,autumn_wind,signal_ridge,moving trade tokens,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
524,33,autumn_wind,orchard_fen,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,flower-node,True
525,33,autumn_wind,riverbend,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
526,33,autumn_wind,roofward,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
527,33,autumn_wind,archive_quarter,moving trade tokens,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,ambient-rate,True
528,34,autumn_wind,signal_ridge,moving trade tokens,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,flower-node,True
529,34,autumn_wind,orchard_fen,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
530,34,autumn_wind,riverbend,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
531,34,autumn_wind,roofward,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
532,34,autumn_wind,archive_quarter,moving trade tokens,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,flower-node,True
533,34,autumn_wind,signal_ridge,moving trade tokens,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
534,34,autumn_wind,orchard_fen,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
535,34,autumn_wind,riverbend,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
536,34,autumn_wind,roofward,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,flower-node,True
537,34,autumn_wind,archive_quarter,moving trade tokens,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
538,34,autumn_wind,signal_ridge,waiting caravan,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
539,34,autumn_wind,orchard_fen,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
540,34,autumn_wind,riverbend,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,flower-node,True
541,34,autumn_wind,roofward,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
542,34,autumn_wind,archive_quarter,moving trade tokens,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
543,34,autumn_wind,signal_ridge,moving trade tokens,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,ambient-rate,True
544,35,autumn_wind,orchard_fen,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,flower-node,True
545,35,autumn_wind,riverbend,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
546,35,autumn_wind,roofward,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
547,35,autumn_wind,archive_quarter,moving trade tokens,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
548,35,autumn_wind,signal_ridge,waiting caravan,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,flower-node,True
549,35,autumn_wind,orchard_fen,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
550,35,autumn_wind,riverbend,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
551,35,autumn_wind,roofward,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
552,35,autumn_wind,archive_quarter,moving trade tokens,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,flower-node,True
553,35,autumn_wind,signal_ridge,waiting caravan,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
554,35,autumn_wind,orchard_fen,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
555,35,autumn_wind,riverbend,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
556,35,autumn_wind,roofward,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,flower-node,True
557,35,autumn_wind,archive_quarter,moving trade tokens,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
558,35,autumn_wind,signal_ridge,moving trade tokens,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
559,35,autumn_wind,orchard_fen,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,ambient-rate,True
560,36,autumn_wind,roofward,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,flower-node,True
561,36,autumn_wind,archive_quarter,moving trade tokens,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
562,36,autumn_wind,signal_ridge,waiting caravan,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
563,36,autumn_wind,orchard_fen,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
564,36,autumn_wind,riverbend,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,flower-node,True
565,36,autumn_wind,roofward,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
566,36,autumn_wind,archive_quarter,moving trade tokens,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
567,36,autumn_wind,signal_ridge,waiting caravan,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
568,36,autumn_wind,orchard_fen,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,flower-node,True
569,36,autumn_wind,riverbend,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
570,36,autumn_wind,roofward,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
571,36,autumn_wind,archive_quarter,moving trade tokens,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
572,36,autumn_wind,signal_ridge,moving trade tokens,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,flower-node,True
573,36,autumn_wind,orchard_fen,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
574,36,autumn_wind,riverbend,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
575,36,autumn_wind,roofward,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,ambient-rate,True
576,37,autumn_wind,archive_quarter,moving trade tokens,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,flower-node,True
577,37,autumn_wind,signal_ridge,moving trade tokens,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
578,37,autumn_wind,orchard_fen,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
579,37,autumn_wind,riverbend,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
580,37,autumn_wind,roofward,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,flower-node,True
581,37,autumn_wind,archive_quarter,moving trade tokens,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
582,37,autumn_wind,signal_ridge,waiting caravan,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
583,37,autumn_wind,orchard_fen,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
584,37,autumn_wind,riverbend,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,flower-node,True
585,37,autumn_wind,roofward,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
586,37,autumn_wind,archive_quarter,moving trade tokens,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
587,37,autumn_wind,signal_ridge,waiting caravan,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
588,37,autumn_wind,orchard_fen,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,flower-node,True
589,37,autumn_wind,riverbend,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
590,37,autumn_wind,roofward,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
591,37,autumn_wind,archive_quarter,moving trade tokens,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,ambient-rate,True
592,38,autumn_wind,signal_ridge,waiting caravan,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,flower-node,True
593,38,autumn_wind,orchard_fen,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
594,38,autumn_wind,riverbend,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
595,38,autumn_wind,roofward,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
596,38,autumn_wind,archive_quarter,moving trade tokens,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,flower-node,True
597,38,autumn_wind,signal_ridge,waiting caravan,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
598,38,autumn_wind,orchard_fen,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
599,38,autumn_wind,riverbend,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
600,38,autumn_wind,roofward,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,flower-node,True
601,38,autumn_wind,archive_quarter,moving trade tokens,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
602,38,autumn_wind,signal_ridge,moving trade tokens,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
603,38,autumn_wind,orchard_fen,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
604,38,autumn_wind,riverbend,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,flower-node,True
605,38,autumn_wind,roofward,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
606,38,autumn_wind,archive_quarter,moving trade tokens,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
607,38,autumn_wind,signal_ridge,waiting caravan,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,ambient-rate,True
608,39,autumn_wind,orchard_fen,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,flower-node,True
609,39,autumn_wind,riverbend,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
610,39,autumn_wind,roofward,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
611,39,autumn_wind,archive_quarter,moving trade tokens,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
612,39,autumn_wind,signal_ridge,waiting caravan,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,flower-node,True
613,39,autumn_wind,orchard_fen,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
614,39,autumn_wind,riverbend,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
615,39,autumn_wind,roofward,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
616,39,autumn_wind,archive_quarter,moving trade tokens,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,flower-node,True
617,39,autumn_wind,signal_ridge,waiting caravan,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
618,39,autumn_wind,orchard_fen,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
619,39,autumn_wind,riverbend,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
620,39,autumn_wind,roofward,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,flower-node,True
621,39,autumn_wind,archive_quarter,waiting caravan,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
622,39,autumn_wind,signal_ridge,waiting caravan,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
623,39,autumn_wind,orchard_fen,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,ambient-rate,True
624,40,autumn_wind,riverbend,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,flower-node,True
625,40,autumn_wind,roofward,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
626,40,autumn_wind,archive_quarter,moving trade tokens,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
627,40,autumn_wind,signal_ridge,waiting caravan,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
628,40,autumn_wind,orchard_fen,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,flower-node,True
629,40,autumn_wind,riverbend,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
630,40,autumn_wind,roofward,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
631,40,autumn_wind,archive_quarter,waiting caravan,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
632,40,autumn_wind,signal_ridge,waiting caravan,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,flower-node,True
633,40,autumn_wind,orchard_fen,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
634,40,autumn_wind,riverbend,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
635,40,autumn_wind,roofward,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
636,40,autumn_wind,archive_quarter,moving trade tokens,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,flower-node,True
637,40,autumn_wind,signal_ridge,moving trade tokens,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
638,40,autumn_wind,orchard_fen,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
639,40,autumn_wind,riverbend,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,ambient-rate,True
640,41,autumn_wind,roofward,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,flower-node,True
641,41,autumn_wind,archive_quarter,moving trade tokens,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
642,41,autumn_wind,signal_ridge,waiting caravan,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
643,41,autumn_wind,orchard_fen,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
644,41,autumn_wind,riverbend,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,flower-node,True
645,41,autumn_wind,roofward,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
646,41,autumn_wind,archive_quarter,moving trade tokens,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
647,41,autumn_wind,signal_ridge,waiting caravan,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
648,41,autumn_wind,orchard_fen,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,flower-node,True
649,41,autumn_wind,riverbend,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
650,41,autumn_wind,roofward,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
651,41,autumn_wind,archive_quarter,waiting caravan,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
652,41,autumn_wind,signal_ridge,moving trade tokens,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,flower-node,True
653,41,autumn_wind,orchard_fen,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
654,41,autumn_wind,riverbend,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
655,41,autumn_wind,roofward,waiting caravan,guild hammers,leaf mold,mild air,damp boards,shared guild work,ambient-rate,True
656,42,autumn_wind,signal_ridge,waiting caravan,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,flower-node,True
657,42,autumn_wind,orchard_fen,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
658,42,autumn_wind,riverbend,shored route marker,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
659,42,autumn_wind,roofward,moving trade tokens,wind in route posts,leaf mold,mild air,damp boards,seasonal travel pace,season-pulse,True
