tick_id,day,settlement_id,negotiator_a,negotiator_b,witness_id,object_id,avatar_state,topic,negotiation_round,terms_before,terms_after,outcome,continued_during_avatar_absence,visible_negotiation_trace,private_workspace_sealed
1500,84,riverbend,Cee,Nox,Ari,binding cord,listen_later,repair loan,250,due:79 holder:Lio,due:79 holder:Lio,terms reviewed without avatar,True,True,True
1501,84,roofward,Bex,Fay,Sera,shade cloth,offer_return_help,care loan,250,due:77 holder:Orr,due:77 holder:Orr,avatar-present negotiation observed,False,True,True
1502,84,archive,Nia,Toma,Vell,signal spool,choose_repay,memory loan,250,due:75 holder:Vell,due:75 holder:Vell,terms reviewed without avatar,True,True,True
1503,84,signal,Ren,Kesh,Oda,oil lantern,choose_ignore,signal loan,250,due:82 holder:Oda,due:82 holder:Oda,terms reviewed without avatar,True,True,True
1504,84,orchard,Pim,Suf,Ivo,dry cord,absent,repair loan,250,due:83 holder:Mara,due:83 holder:Mara,terms reviewed without avatar,True,True,True
1505,84,repair_ring,Wren,Juno,Pax,cool cloth,listen_later,care loan,250,due:81 holder:Vale,due:81 holder:Vale,terms reviewed without avatar,True,True,True
1506,84,riverbend,Ari,Lio,Cee,cedar plank,choose_ignore,repair loan,251,due:70 holder:Lio,due:70 holder:Lio,terms reviewed without avatar,True,True,True
1507,84,roofward,Sera,Orr,Bex,herb ledger,absent,memory loan,251,due:77 holder:Bex,due:86 holder:Bex,late loan renegotiated without avatar,True,True,True
1508,84,archive,Vell,Rin,Nia,memory tag,listen_later,archive loan,251,due:84 holder:Toma,due:84 holder:Toma,terms reviewed without avatar,True,True,True
1509,84,signal,Oda,Milo,Ren,wind wrap,offer_return_help,care loan,251,due:85 holder:Kesh,due:85 holder:Kesh,avatar-present negotiation observed,False,True,True
1510,84,orchard,Ivo,Mara,Pim,seed satchel,choose_repay,resource loan,251,due:83 holder:Pim,due:83 holder:Pim,terms reviewed without avatar,True,True,True
1511,84,repair_ring,Pax,Vale,Wren,copper wire,choose_ignore,craft loan,251,due:72 holder:Juno,due:72 holder:Juno,terms reviewed without avatar,True,True,True
1512,85,roofward,Fay,Sera,Orr,herb ledger,choose_ignore,memory loan,252,due:86 holder:Bex,due:86 holder:Bex,terms reviewed without avatar,True,True,True
1513,85,archive,Toma,Vell,Rin,memory tag,absent,archive loan,252,due:84 holder:Toma,due:84 holder:Toma,terms reviewed without avatar,True,True,True
1514,85,signal,Kesh,Oda,Milo,wind wrap,listen_later,care loan,252,due:85 holder:Kesh,due:85 holder:Kesh,terms reviewed without avatar,True,True,True
1515,85,orchard,Suf,Ivo,Mara,seed satchel,offer_return_help,resource loan,252,due:83 holder:Pim,due:83 holder:Pim,avatar-present negotiation observed,False,True,True
1516,85,repair_ring,Juno,Pax,Vale,copper wire,choose_repay,craft loan,252,due:72 holder:Juno,due:72 holder:Juno,terms reviewed without avatar,True,True,True
1517,85,riverbend,Lio,Cee,Nox,binding cord,listen_later,repair loan,252,due:79 holder:Lio,due:79 holder:Lio,terms reviewed without avatar,True,True,True
1518,85,roofward,Orr,Bex,Fay,shade cloth,offer_return_help,care loan,253,due:77 holder:Orr,due:86 holder:Orr,late loan renegotiated without avatar,True,True,True
1519,85,archive,Rin,Nia,Toma,signal spool,choose_repay,memory loan,253,due:75 holder:Vell,due:75 holder:Vell,avatar-present negotiation observed,False,True,True
1520,85,signal,Milo,Ren,Kesh,oil lantern,choose_ignore,signal loan,253,due:82 holder:Oda,due:82 holder:Oda,terms reviewed without avatar,True,True,True
1521,85,orchard,Mara,Pim,Suf,dry cord,absent,repair loan,253,due:83 holder:Mara,due:83 holder:Mara,terms reviewed without avatar,True,True,True
1522,85,repair_ring,Vale,Wren,Juno,cool cloth,listen_later,care loan,253,due:81 holder:Vale,due:81 holder:Vale,terms reviewed without avatar,True,True,True
1523,85,riverbend,Nox,Ari,Lio,cedar plank,choose_ignore,repair loan,253,due:70 holder:Lio,due:70 holder:Lio,terms reviewed without avatar,True,True,True
1524,85,roofward,Fay,Sera,Orr,herb ledger,absent,memory loan,254,due:86 holder:Bex,due:86 holder:Bex,terms reviewed without avatar,True,True,True
1525,85,archive,Toma,Vell,Rin,memory tag,listen_later,archive loan,254,due:84 holder:Toma,due:84 holder:Toma,terms reviewed without avatar,True,True,True
1526,85,signal,Kesh,Oda,Milo,wind wrap,offer_return_help,care loan,254,due:85 holder:Kesh,due:85 holder:Kesh,terms reviewed without avatar,True,True,True
1527,85,orchard,Suf,Ivo,Mara,seed satchel,choose_repay,resource loan,254,due:83 holder:Pim,due:83 holder:Pim,avatar-present negotiation observed,False,True,True
1528,85,repair_ring,Juno,Pax,Vale,copper wire,choose_ignore,craft loan,254,due:72 holder:Juno,due:72 holder:Juno,terms reviewed without avatar,True,True,True
1529,85,riverbend,Lio,Cee,Nox,binding cord,offer_return_help,repair loan,254,due:79 holder:Lio,due:79 holder:Lio,avatar-present negotiation observed,False,True,True
1530,86,archive,Nia,Toma,Vell,memory tag,absent,archive loan,255,due:84 holder:Toma,due:84 holder:Toma,terms reviewed without avatar,True,True,True
1531,86,signal,Ren,Kesh,Oda,wind wrap,listen_later,care loan,255,due:85 holder:Kesh,due:85 holder:Kesh,terms reviewed without avatar,True,True,True
1532,86,orchard,Pim,Suf,Ivo,seed satchel,offer_return_help,resource loan,255,due:83 holder:Pim,due:83 holder:Pim,terms reviewed without avatar,True,True,True
1533,86,repair_ring,Wren,Juno,Pax,copper wire,choose_repay,craft loan,255,due:72 holder:Juno,due:72 holder:Juno,avatar-present negotiation observed,False,True,True
1534,86,riverbend,Ari,Lio,Cee,binding cord,listen_later,repair loan,255,due:79 holder:Lio,due:79 holder:Lio,terms reviewed without avatar,True,True,True
1535,86,roofward,Sera,Orr,Bex,shade cloth,offer_return_help,care loan,255,due:86 holder:Orr,due:86 holder:Orr,avatar-present negotiation observed,False,True,True
1536,86,archive,Vell,Rin,Nia,signal spool,choose_repay,memory loan,256,due:75 holder:Vell,due:75 holder:Vell,terms reviewed without avatar,True,True,True
1537,86,signal,Oda,Milo,Ren,oil lantern,choose_ignore,signal loan,256,due:82 holder:Oda,due:82 holder:Oda,terms reviewed without avatar,True,True,True
1538,86,orchard,Ivo,Mara,Pim,dry cord,absent,repair loan,256,due:83 holder:Mara,due:83 holder:Mara,terms reviewed without avatar,True,True,True
1539,86,repair_ring,Pax,Vale,Wren,cool cloth,listen_later,care loan,256,due:81 holder:Vale,due:81 holder:Vale,terms reviewed without avatar,True,True,True
1540,86,riverbend,Cee,Nox,Ari,cedar plank,choose_ignore,repair loan,256,due:70 holder:Lio,due:88 holder:Lio,late loan renegotiated without avatar,True,True,True
1541,86,roofward,Bex,Fay,Sera,herb ledger,absent,memory loan,256,due:86 holder:Bex,due:86 holder:Bex,terms reviewed without avatar,True,True,True
1542,86,archive,Nia,Toma,Vell,memory tag,listen_later,archive loan,257,due:84 holder:Toma,due:84 holder:Toma,terms reviewed without avatar,True,True,True
1543,86,signal,Ren,Kesh,Oda,wind wrap,offer_return_help,care loan,257,due:85 holder:Kesh,due:85 holder:Kesh,avatar-present negotiation observed,False,True,True
1544,86,orchard,Pim,Suf,Ivo,seed satchel,choose_repay,resource loan,257,due:83 holder:Pim,due:83 holder:Pim,terms reviewed without avatar,True,True,True
1545,86,repair_ring,Wren,Juno,Pax,copper wire,choose_ignore,craft loan,257,due:72 holder:Juno,due:72 holder:Juno,terms reviewed without avatar,True,True,True
1546,86,riverbend,Ari,Lio,Cee,binding cord,offer_return_help,repair loan,257,due:79 holder:Lio,due:79 holder:Lio,terms reviewed without avatar,True,True,True
1547,86,roofward,Sera,Orr,Bex,shade cloth,choose_repay,care loan,257,due:86 holder:Orr,due:86 holder:Orr,avatar-present negotiation observed,False,True,True
1548,87,signal,Milo,Ren,Kesh,wind wrap,listen_later,care loan,258,due:85 holder:Kesh,due:85 holder:Kesh,terms reviewed without avatar,True,True,True
1549,87,orchard,Mara,Pim,Suf,seed satchel,offer_return_help,resource loan,258,due:83 holder:Pim,due:83 holder:Pim,avatar-present negotiation observed,False,True,True
1550,87,repair_ring,Vale,Wren,Juno,copper wire,choose_repay,craft loan,258,due:72 holder:Juno,due:72 holder:Juno,terms reviewed without avatar,True,True,True
1551,87,riverbend,Nox,Ari,Lio,binding cord,listen_later,repair loan,258,due:79 holder:Lio,due:88 holder:Lio,late loan renegotiated without avatar,True,True,True
1552,87,roofward,Fay,Sera,Orr,shade cloth,offer_return_help,care loan,258,due:86 holder:Orr,due:86 holder:Orr,terms reviewed without avatar,True,True,True
1553,87,archive,Toma,Vell,Rin,signal spool,choose_repay,memory loan,258,due:75 holder:Vell,due:75 holder:Vell,avatar-present negotiation observed,False,True,True
1554,87,signal,Kesh,Oda,Milo,oil lantern,choose_ignore,signal loan,259,due:82 holder:Oda,due:82 holder:Oda,terms reviewed without avatar,True,True,True
1555,87,orchard,Suf,Ivo,Mara,dry cord,absent,repair loan,259,due:83 holder:Mara,due:83 holder:Mara,terms reviewed without avatar,True,True,True
1556,87,repair_ring,Juno,Pax,Vale,cool cloth,listen_later,care loan,259,due:81 holder:Vale,due:81 holder:Vale,terms reviewed without avatar,True,True,True
1557,87,riverbend,Lio,Cee,Nox,cedar plank,choose_ignore,repair loan,259,due:88 holder:Lio,due:88 holder:Lio,terms reviewed without avatar,True,True,True
1558,87,roofward,Orr,Bex,Fay,herb ledger,absent,memory loan,259,due:86 holder:Bex,due:86 holder:Bex,terms reviewed without avatar,True,True,True
1559,87,archive,Rin,Nia,Toma,memory tag,listen_later,archive loan,259,due:84 holder:Toma,due:84 holder:Toma,terms reviewed without avatar,True,True,True
1560,87,signal,Milo,Ren,Kesh,wind wrap,offer_return_help,care loan,260,due:85 holder:Kesh,due:85 holder:Kesh,terms reviewed without avatar,True,True,True
1561,87,orchard,Mara,Pim,Suf,seed satchel,choose_repay,resource loan,260,due:83 holder:Pim,due:83 holder:Pim,avatar-present negotiation observed,False,True,True
1562,87,repair_ring,Vale,Wren,Juno,copper wire,choose_ignore,craft loan,260,due:72 holder:Juno,due:90 holder:Juno,late loan renegotiated without avatar,True,True,True
1563,87,riverbend,Nox,Ari,Lio,binding cord,offer_return_help,repair loan,260,due:88 holder:Lio,due:88 holder:Lio,avatar-present negotiation observed,False,True,True
1564,87,roofward,Fay,Sera,Orr,shade cloth,choose_repay,care loan,260,due:86 holder:Orr,due:86 holder:Orr,terms reviewed without avatar,True,True,True
1565,87,archive,Toma,Vell,Rin,signal spool,choose_ignore,memory loan,260,due:75 holder:Vell,due:75 holder:Vell,terms reviewed without avatar,True,True,True
1566,88,orchard,Ivo,Mara,Pim,seed satchel,offer_return_help,resource loan,261,due:83 holder:Pim,due:83 holder:Pim,terms reviewed without avatar,True,True,True
1567,88,repair_ring,Pax,Vale,Wren,copper wire,choose_repay,craft loan,261,due:90 holder:Juno,due:90 holder:Juno,avatar-present negotiation observed,False,True,True
1568,88,riverbend,Cee,Nox,Ari,binding cord,listen_later,repair loan,261,due:88 holder:Lio,due:88 holder:Lio,terms reviewed without avatar,True,True,True
1569,88,roofward,Bex,Fay,Sera,shade cloth,offer_return_help,care loan,261,due:86 holder:Orr,due:86 holder:Orr,avatar-present negotiation observed,False,True,True
1570,88,archive,Nia,Toma,Vell,signal spool,choose_repay,memory loan,261,due:75 holder:Vell,due:75 holder:Vell,terms reviewed without avatar,True,True,True
1571,88,signal,Ren,Kesh,Oda,oil lantern,choose_ignore,signal loan,261,due:82 holder:Oda,due:82 holder:Oda,terms reviewed without avatar,True,True,True
1572,88,orchard,Pim,Suf,Ivo,dry cord,absent,repair loan,262,due:83 holder:Mara,due:83 holder:Mara,terms reviewed without avatar,True,True,True
1573,88,repair_ring,Wren,Juno,Pax,cool cloth,listen_later,care loan,262,due:81 holder:Vale,due:90 holder:Vale,late loan renegotiated without avatar,True,True,True
1574,88,riverbend,Ari,Lio,Cee,cedar plank,choose_ignore,repair loan,262,due:88 holder:Lio,due:88 holder:Lio,terms reviewed without avatar,True,True,True
1575,88,roofward,Sera,Orr,Bex,herb ledger,absent,memory loan,262,due:86 holder:Bex,due:86 holder:Bex,terms reviewed without avatar,True,True,True
1576,88,archive,Vell,Rin,Nia,memory tag,listen_later,archive loan,262,due:84 holder:Toma,due:84 holder:Toma,terms reviewed without avatar,True,True,True
1577,88,signal,Oda,Milo,Ren,wind wrap,offer_return_help,care loan,262,due:85 holder:Kesh,due:85 holder:Kesh,avatar-present negotiation observed,False,True,True
1578,88,orchard,Ivo,Mara,Pim,seed satchel,choose_repay,resource loan,263,due:83 holder:Pim,due:83 holder:Pim,terms reviewed without avatar,True,True,True
1579,88,repair_ring,Pax,Vale,Wren,copper wire,choose_ignore,craft loan,263,due:90 holder:Juno,due:90 holder:Juno,terms reviewed without avatar,True,True,True
1580,88,riverbend,Cee,Nox,Ari,binding cord,offer_return_help,repair loan,263,due:88 holder:Lio,due:88 holder:Lio,terms reviewed without avatar,True,True,True
1581,88,roofward,Bex,Fay,Sera,shade cloth,choose_repay,care loan,263,due:86 holder:Orr,due:86 holder:Orr,avatar-present negotiation observed,False,True,True
1582,88,archive,Nia,Toma,Vell,signal spool,choose_ignore,memory loan,263,due:75 holder:Vell,due:75 holder:Vell,terms reviewed without avatar,True,True,True
1583,88,signal,Ren,Kesh,Oda,oil lantern,absent,signal loan,263,due:82 holder:Oda,due:82 holder:Oda,terms reviewed without avatar,True,True,True
1584,89,repair_ring,Juno,Pax,Vale,copper wire,choose_repay,craft loan,264,due:90 holder:Juno,due:90 holder:Juno,terms reviewed without avatar,True,True,True
1585,89,riverbend,Lio,Cee,Nox,binding cord,listen_later,repair loan,264,due:88 holder:Lio,due:88 holder:Lio,terms reviewed without avatar,True,True,True
1586,89,roofward,Orr,Bex,Fay,shade cloth,offer_return_help,care loan,264,due:86 holder:Orr,due:86 holder:Orr,terms reviewed without avatar,True,True,True
1587,89,archive,Rin,Nia,Toma,signal spool,choose_repay,memory loan,264,due:75 holder:Vell,due:75 holder:Vell,avatar-present negotiation observed,False,True,True
1588,89,signal,Milo,Ren,Kesh,oil lantern,choose_ignore,signal loan,264,due:82 holder:Oda,due:82 holder:Oda,terms reviewed without avatar,True,True,True
1589,89,orchard,Mara,Pim,Suf,dry cord,absent,repair loan,264,due:83 holder:Mara,due:83 holder:Mara,terms reviewed without avatar,True,True,True
1590,89,repair_ring,Vale,Wren,Juno,cool cloth,listen_later,care loan,265,due:90 holder:Vale,due:90 holder:Vale,terms reviewed without avatar,True,True,True
1591,89,riverbend,Nox,Ari,Lio,cedar plank,choose_ignore,repair loan,265,due:88 holder:Lio,due:88 holder:Lio,terms reviewed without avatar,True,True,True
1592,89,roofward,Fay,Sera,Orr,herb ledger,absent,memory loan,265,due:86 holder:Bex,due:86 holder:Bex,terms reviewed without avatar,True,True,True
1593,89,archive,Toma,Vell,Rin,memory tag,listen_later,archive loan,265,due:84 holder:Toma,due:84 holder:Toma,terms reviewed without avatar,True,True,True
1594,89,signal,Kesh,Oda,Milo,wind wrap,offer_return_help,care loan,265,due:85 holder:Kesh,due:85 holder:Kesh,terms reviewed without avatar,True,True,True
1595,89,orchard,Suf,Ivo,Mara,seed satchel,choose_repay,resource loan,265,due:83 holder:Pim,due:83 holder:Pim,avatar-present negotiation observed,False,True,True
1596,89,repair_ring,Juno,Pax,Vale,copper wire,choose_ignore,craft loan,266,due:90 holder:Juno,due:90 holder:Juno,terms reviewed without avatar,True,True,True
1597,89,riverbend,Lio,Cee,Nox,binding cord,offer_return_help,repair loan,266,due:88 holder:Lio,due:88 holder:Lio,avatar-present negotiation observed,False,True,True
1598,89,roofward,Orr,Bex,Fay,shade cloth,choose_repay,care loan,266,due:86 holder:Orr,due:86 holder:Orr,terms reviewed without avatar,True,True,True
1599,89,archive,Rin,Nia,Toma,signal spool,choose_ignore,memory loan,266,due:75 holder:Vell,due:75 holder:Vell,terms reviewed without avatar,True,True,True
1600,89,signal,Milo,Ren,Kesh,oil lantern,absent,signal loan,266,due:82 holder:Oda,due:82 holder:Oda,terms reviewed without avatar,True,True,True
1601,89,orchard,Mara,Pim,Suf,dry cord,listen_later,repair loan,266,due:83 holder:Mara,due:83 holder:Mara,terms reviewed without avatar,True,True,True
1602,90,riverbend,Ari,Lio,Cee,binding cord,listen_later,repair loan,267,due:88 holder:Lio,due:88 holder:Lio,terms reviewed without avatar,True,True,True
1603,90,roofward,Sera,Orr,Bex,shade cloth,offer_return_help,care loan,267,due:86 holder:Orr,due:86 holder:Orr,avatar-present negotiation observed,False,True,True
1604,90,archive,Vell,Rin,Nia,signal spool,choose_repay,memory loan,267,due:75 holder:Vell,due:75 holder:Vell,terms reviewed without avatar,True,True,True
1605,90,signal,Oda,Milo,Ren,oil lantern,choose_ignore,signal loan,267,due:82 holder:Oda,due:82 holder:Oda,terms reviewed without avatar,True,True,True
1606,90,orchard,Ivo,Mara,Pim,dry cord,absent,repair loan,267,due:83 holder:Mara,due:92 holder:Mara,late loan renegotiated without avatar,True,True,True
1607,90,repair_ring,Pax,Vale,Wren,cool cloth,listen_later,care loan,267,due:90 holder:Vale,due:90 holder:Vale,terms reviewed without avatar,True,True,True
1608,90,riverbend,Cee,Nox,Ari,cedar plank,choose_ignore,repair loan,268,due:88 holder:Lio,due:88 holder:Lio,terms reviewed without avatar,True,True,True
1609,90,roofward,Bex,Fay,Sera,herb ledger,absent,memory loan,268,due:86 holder:Bex,due:86 holder:Bex,terms reviewed without avatar,True,True,True
1610,90,archive,Nia,Toma,Vell,memory tag,listen_later,archive loan,268,due:84 holder:Toma,due:84 holder:Toma,terms reviewed without avatar,True,True,True
1611,90,signal,Ren,Kesh,Oda,wind wrap,offer_return_help,care loan,268,due:85 holder:Kesh,due:85 holder:Kesh,avatar-present negotiation observed,False,True,True
1612,90,orchard,Pim,Suf,Ivo,seed satchel,choose_repay,resource loan,268,due:83 holder:Pim,due:83 holder:Pim,terms reviewed without avatar,True,True,True
1613,90,repair_ring,Wren,Juno,Pax,copper wire,choose_ignore,craft loan,268,due:90 holder:Juno,due:90 holder:Juno,terms reviewed without avatar,True,True,True
1614,90,riverbend,Ari,Lio,Cee,binding cord,offer_return_help,repair loan,269,due:88 holder:Lio,due:88 holder:Lio,terms reviewed without avatar,True,True,True
1615,90,roofward,Sera,Orr,Bex,shade cloth,choose_repay,care loan,269,due:86 holder:Orr,due:86 holder:Orr,avatar-present negotiation observed,False,True,True
1616,90,archive,Vell,Rin,Nia,signal spool,choose_ignore,memory loan,269,due:75 holder:Vell,due:75 holder:Vell,terms reviewed without avatar,True,True,True
1617,90,signal,Oda,Milo,Ren,oil lantern,absent,signal loan,269,due:82 holder:Oda,due:91 holder:Oda,late loan renegotiated without avatar,True,True,True
1618,90,orchard,Ivo,Mara,Pim,dry cord,listen_later,repair loan,269,due:92 holder:Mara,due:92 holder:Mara,terms reviewed without avatar,True,True,True
1619,90,repair_ring,Pax,Vale,Wren,cool cloth,offer_return_help,care loan,269,due:90 holder:Vale,due:90 holder:Vale,avatar-present negotiation observed,False,True,True
1620,91,roofward,Fay,Sera,Orr,shade cloth,offer_return_help,care loan,270,due:86 holder:Orr,due:86 holder:Orr,terms reviewed without avatar,True,True,True
1621,91,archive,Toma,Vell,Rin,signal spool,choose_repay,memory loan,270,due:75 holder:Vell,due:75 holder:Vell,avatar-present negotiation observed,False,True,True
1622,91,signal,Kesh,Oda,Milo,oil lantern,choose_ignore,signal loan,270,due:91 holder:Oda,due:91 holder:Oda,terms reviewed without avatar,True,True,True
1623,91,orchard,Suf,Ivo,Mara,dry cord,absent,repair loan,270,due:92 holder:Mara,due:92 holder:Mara,terms reviewed without avatar,True,True,True
1624,91,repair_ring,Juno,Pax,Vale,cool cloth,listen_later,care loan,270,due:90 holder:Vale,due:90 holder:Vale,terms reviewed without avatar,True,True,True
1625,91,riverbend,Lio,Cee,Nox,cedar plank,choose_ignore,repair loan,270,due:88 holder:Lio,due:88 holder:Lio,terms reviewed without avatar,True,True,True
1626,91,roofward,Orr,Bex,Fay,herb ledger,absent,memory loan,271,due:86 holder:Bex,due:86 holder:Bex,terms reviewed without avatar,True,True,True
1627,91,archive,Rin,Nia,Toma,memory tag,listen_later,archive loan,271,due:84 holder:Toma,due:84 holder:Toma,terms reviewed without avatar,True,True,True
1628,91,signal,Milo,Ren,Kesh,wind wrap,offer_return_help,care loan,271,due:85 holder:Kesh,due:94 holder:Kesh,late loan renegotiated without avatar,True,True,True
1629,91,orchard,Mara,Pim,Suf,seed satchel,choose_repay,resource loan,271,due:83 holder:Pim,due:83 holder:Pim,avatar-present negotiation observed,False,True,True
1630,91,repair_ring,Vale,Wren,Juno,copper wire,choose_ignore,craft loan,271,due:90 holder:Juno,due:90 holder:Juno,terms reviewed without avatar,True,True,True
1631,91,riverbend,Nox,Ari,Lio,binding cord,offer_return_help,repair loan,271,due:88 holder:Lio,due:88 holder:Lio,avatar-present negotiation observed,False,True,True
1632,91,roofward,Fay,Sera,Orr,shade cloth,choose_repay,care loan,272,due:86 holder:Orr,due:86 holder:Orr,terms reviewed without avatar,True,True,True
1633,91,archive,Toma,Vell,Rin,signal spool,choose_ignore,memory loan,272,due:75 holder:Vell,due:75 holder:Vell,terms reviewed without avatar,True,True,True
1634,91,signal,Kesh,Oda,Milo,oil lantern,absent,signal loan,272,due:91 holder:Oda,due:91 holder:Oda,terms reviewed without avatar,True,True,True
1635,91,orchard,Suf,Ivo,Mara,dry cord,listen_later,repair loan,272,due:92 holder:Mara,due:92 holder:Mara,terms reviewed without avatar,True,True,True
1636,91,repair_ring,Juno,Pax,Vale,cool cloth,offer_return_help,care loan,272,due:90 holder:Vale,due:90 holder:Vale,terms reviewed without avatar,True,True,True
1637,91,riverbend,Lio,Cee,Nox,cedar plank,absent,repair loan,272,due:88 holder:Lio,due:88 holder:Lio,terms reviewed without avatar,True,True,True
1638,92,archive,Nia,Toma,Vell,signal spool,choose_repay,memory loan,273,due:75 holder:Vell,due:75 holder:Vell,terms reviewed without avatar,True,True,True
1639,92,signal,Ren,Kesh,Oda,oil lantern,choose_ignore,signal loan,273,due:91 holder:Oda,due:94 holder:Oda,late loan renegotiated without avatar,True,True,True
1640,92,orchard,Pim,Suf,Ivo,dry cord,absent,repair loan,273,due:92 holder:Mara,due:92 holder:Mara,terms reviewed without avatar,True,True,True
1641,92,repair_ring,Wren,Juno,Pax,cool cloth,listen_later,care loan,273,due:90 holder:Vale,due:90 holder:Vale,terms reviewed without avatar,True,True,True
1642,92,riverbend,Ari,Lio,Cee,cedar plank,choose_ignore,repair loan,273,due:88 holder:Lio,due:88 holder:Lio,terms reviewed without avatar,True,True,True
1643,92,roofward,Sera,Orr,Bex,herb ledger,absent,memory loan,273,due:86 holder:Bex,due:86 holder:Bex,terms reviewed without avatar,True,True,True
1644,92,archive,Vell,Rin,Nia,memory tag,listen_later,archive loan,274,due:84 holder:Toma,due:84 holder:Toma,terms reviewed without avatar,True,True,True
1645,92,signal,Oda,Milo,Ren,wind wrap,offer_return_help,care loan,274,due:94 holder:Kesh,due:94 holder:Kesh,avatar-present negotiation observed,False,True,True
1646,92,orchard,Ivo,Mara,Pim,seed satchel,choose_repay,resource loan,274,due:83 holder:Pim,due:83 holder:Pim,terms reviewed without avatar,True,True,True
1647,92,repair_ring,Pax,Vale,Wren,copper wire,choose_ignore,craft loan,274,due:90 holder:Juno,due:90 holder:Juno,terms reviewed without avatar,True,True,True
1648,92,riverbend,Cee,Nox,Ari,binding cord,offer_return_help,repair loan,274,due:88 holder:Lio,due:88 holder:Lio,terms reviewed without avatar,True,True,True
1649,92,roofward,Bex,Fay,Sera,shade cloth,choose_repay,care loan,274,due:86 holder:Orr,due:86 holder:Orr,avatar-present negotiation observed,False,True,True
1650,92,archive,Nia,Toma,Vell,signal spool,choose_ignore,memory loan,275,due:75 holder:Vell,due:93 holder:Vell,late loan renegotiated without avatar,True,True,True
1651,92,signal,Ren,Kesh,Oda,oil lantern,absent,signal loan,275,due:94 holder:Oda,due:94 holder:Oda,terms reviewed without avatar,True,True,True
1652,92,orchard,Pim,Suf,Ivo,dry cord,listen_later,repair loan,275,due:92 holder:Mara,due:92 holder:Mara,terms reviewed without avatar,True,True,True
1653,92,repair_ring,Wren,Juno,Pax,cool cloth,offer_return_help,care loan,275,due:90 holder:Vale,due:90 holder:Vale,avatar-present negotiation observed,False,True,True
1654,92,riverbend,Ari,Lio,Cee,cedar plank,absent,repair loan,275,due:88 holder:Lio,due:88 holder:Lio,terms reviewed without avatar,True,True,True
1655,92,roofward,Sera,Orr,Bex,herb ledger,listen_later,memory loan,275,due:86 holder:Bex,due:86 holder:Bex,terms reviewed without avatar,True,True,True
1656,93,signal,Milo,Ren,Kesh,oil lantern,choose_ignore,signal loan,276,due:94 holder:Oda,due:94 holder:Oda,terms reviewed without avatar,True,True,True
1657,93,orchard,Mara,Pim,Suf,dry cord,absent,repair loan,276,due:92 holder:Mara,due:92 holder:Mara,terms reviewed without avatar,True,True,True
1658,93,repair_ring,Vale,Wren,Juno,cool cloth,listen_later,care loan,276,due:90 holder:Vale,due:90 holder:Vale,terms reviewed without avatar,True,True,True
1659,93,riverbend,Nox,Ari,Lio,cedar plank,choose_ignore,repair loan,276,due:88 holder:Lio,due:88 holder:Lio,terms reviewed without avatar,True,True,True
1660,93,roofward,Fay,Sera,Orr,herb ledger,absent,memory loan,276,due:86 holder:Bex,due:86 holder:Bex,terms reviewed without avatar,True,True,True
1661,93,archive,Toma,Vell,Rin,memory tag,listen_later,archive loan,276,due:84 holder:Toma,due:96 holder:Toma,late loan renegotiated without avatar,True,True,True
1662,93,signal,Kesh,Oda,Milo,wind wrap,offer_return_help,care loan,277,due:94 holder:Kesh,due:94 holder:Kesh,terms reviewed without avatar,True,True,True
1663,93,orchard,Suf,Ivo,Mara,seed satchel,choose_repay,resource loan,277,due:83 holder:Pim,due:83 holder:Pim,avatar-present negotiation observed,False,True,True
1664,93,repair_ring,Juno,Pax,Vale,copper wire,choose_ignore,craft loan,277,due:90 holder:Juno,due:90 holder:Juno,terms reviewed without avatar,True,True,True
1665,93,riverbend,Lio,Cee,Nox,binding cord,offer_return_help,repair loan,277,due:88 holder:Lio,due:88 holder:Lio,avatar-present negotiation observed,False,True,True
1666,93,roofward,Orr,Bex,Fay,shade cloth,choose_repay,care loan,277,due:86 holder:Orr,due:86 holder:Orr,terms reviewed without avatar,True,True,True
1667,93,archive,Rin,Nia,Toma,signal spool,choose_ignore,memory loan,277,due:93 holder:Vell,due:93 holder:Vell,terms reviewed without avatar,True,True,True
1668,93,signal,Milo,Ren,Kesh,oil lantern,absent,signal loan,278,due:94 holder:Oda,due:94 holder:Oda,terms reviewed without avatar,True,True,True
1669,93,orchard,Mara,Pim,Suf,dry cord,listen_later,repair loan,278,due:92 holder:Mara,due:92 holder:Mara,terms reviewed without avatar,True,True,True
1670,93,repair_ring,Vale,Wren,Juno,cool cloth,offer_return_help,care loan,278,due:90 holder:Vale,due:90 holder:Vale,terms reviewed without avatar,True,True,True
1671,93,riverbend,Nox,Ari,Lio,cedar plank,absent,repair loan,278,due:88 holder:Lio,due:88 holder:Lio,terms reviewed without avatar,True,True,True
1672,93,roofward,Fay,Sera,Orr,herb ledger,listen_later,memory loan,278,due:86 holder:Bex,due:95 holder:Bex,late loan renegotiated without avatar,True,True,True
1673,93,archive,Toma,Vell,Rin,memory tag,offer_return_help,archive loan,278,due:96 holder:Toma,due:96 holder:Toma,avatar-present negotiation observed,False,True,True
1674,94,orchard,Ivo,Mara,Pim,dry cord,absent,repair loan,279,due:92 holder:Mara,due:92 holder:Mara,terms reviewed without avatar,True,True,True
1675,94,repair_ring,Pax,Vale,Wren,cool cloth,listen_later,care loan,279,due:90 holder:Vale,due:90 holder:Vale,terms reviewed without avatar,True,True,True
