tick_id,day,settlement_id,resident_id,avatar_action,sequence_id,consent_state,gaze_keyframes,posture_keyframes,gesture_keyframes,speech_hook,duration_ms,refusal_or_consent_visible,no_forced_action,animation_matches_consent_state
1844,103,roofward,Sera,wait_respectfully,seq:roofward:1844:Sera,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
1847,103,orchard,Pim,ask_handoff,seq:orchard:1847:Pim,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1848,103,repair_ring,Vale,refuse_handoff,seq:repair_ring:1848:Vale,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
1850,103,roofward,Sera,ask_handoff,seq:roofward:1850:Sera,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
1851,103,archive,Vell,refuse_handoff,seq:archive:1851:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
1852,103,signal,Milo,return_object,seq:signal:1852:Milo,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1855,104,roofward,Sera,ask_handoff,seq:roofward:1855:Sera,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1856,104,archive,Vell,refuse_handoff,seq:archive:1856:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
1857,104,signal,Kesh,return_object,seq:signal:1857:Kesh,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1860,104,riverbend,Cee,return_object,seq:riverbend:1860:Cee,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1864,104,orchard,Pim,ask_handoff,seq:orchard:1864:Pim,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
1865,104,repair_ring,Pax,refuse_handoff,seq:repair_ring:1865:Pax,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
1867,104,roofward,Sera,ask_handoff,seq:roofward:1867:Sera,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1868,104,archive,Vell,refuse_handoff,seq:archive:1868:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
1869,104,signal,Kesh,return_object,seq:signal:1869:Kesh,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1872,105,roofward,Sera,ask_handoff,seq:roofward:1872:Sera,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
1873,105,archive,Vell,refuse_handoff,seq:archive:1873:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
1874,105,signal,Ren,return_object,seq:signal:1874:Ren,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1876,105,repair_ring,Pax,inspect_inventory,seq:repair_ring:1876:Pax,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
1877,105,riverbend,Cee,return_object,seq:riverbend:1877:Cee,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1880,105,signal,Ren,idle,seq:signal:1880:Ren,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
1881,105,orchard,Pim,ask_handoff,seq:orchard:1881:Pim,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
1882,105,repair_ring,Juno,refuse_handoff,seq:repair_ring:1882:Juno,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
1884,105,roofward,Sera,ask_handoff,seq:roofward:1884:Sera,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
1885,105,archive,Vell,refuse_handoff,seq:archive:1885:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
1886,105,signal,Ren,return_object,seq:signal:1886:Ren,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1888,105,repair_ring,Pax,inspect_inventory,seq:repair_ring:1888:Pax,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
1889,105,riverbend,Cee,return_object,seq:riverbend:1889:Cee,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1890,106,archive,Vell,refuse_handoff,seq:archive:1890:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
1891,106,signal,Milo,return_object,seq:signal:1891:Milo,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1892,106,orchard,Ivo,wait_respectfully,seq:orchard:1892:Ivo,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
1894,106,riverbend,Cee,return_object,seq:riverbend:1894:Cee,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1896,106,archive,Nia,inspect_inventory,seq:archive:1896:Nia,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
1898,106,orchard,Pim,ask_handoff,seq:orchard:1898:Pim,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1899,106,repair_ring,Vale,refuse_handoff,seq:repair_ring:1899:Vale,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
1900,106,riverbend,Ari,idle,seq:riverbend:1900:Ari,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
1901,106,roofward,Sera,ask_handoff,seq:roofward:1901:Sera,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
1902,106,archive,Vell,refuse_handoff,seq:archive:1902:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
1903,106,signal,Milo,return_object,seq:signal:1903:Milo,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1904,106,orchard,Ivo,wait_respectfully,seq:orchard:1904:Ivo,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
1906,106,riverbend,Cee,return_object,seq:riverbend:1906:Cee,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1908,107,signal,Kesh,return_object,seq:signal:1908:Kesh,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1911,107,riverbend,Cee,return_object,seq:riverbend:1911:Cee,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1912,107,roofward,Fay,wait_respectfully,seq:roofward:1912:Fay,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
1915,107,orchard,Pim,ask_handoff,seq:orchard:1915:Pim,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
1916,107,repair_ring,Pax,refuse_handoff,seq:repair_ring:1916:Pax,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
1918,107,roofward,Sera,ask_handoff,seq:roofward:1918:Sera,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1919,107,archive,Vell,refuse_handoff,seq:archive:1919:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
1920,107,signal,Kesh,return_object,seq:signal:1920:Kesh,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1923,107,riverbend,Cee,return_object,seq:riverbend:1923:Cee,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1924,107,roofward,Fay,wait_respectfully,seq:roofward:1924:Fay,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
1928,108,riverbend,Cee,return_object,seq:riverbend:1928:Cee,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1932,108,orchard,Pim,ask_handoff,seq:orchard:1932:Pim,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
1933,108,repair_ring,Juno,refuse_handoff,seq:repair_ring:1933:Juno,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
1935,108,roofward,Sera,ask_handoff,seq:roofward:1935:Sera,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
1936,108,archive,Vell,refuse_handoff,seq:archive:1936:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
1937,108,signal,Ren,return_object,seq:signal:1937:Ren,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1940,108,riverbend,Cee,return_object,seq:riverbend:1940:Cee,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1944,109,repair_ring,Pax,inspect_inventory,seq:repair_ring:1944:Pax,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
1945,109,riverbend,Cee,return_object,seq:riverbend:1945:Cee,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1948,109,signal,Ren,idle,seq:signal:1948:Ren,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
1949,109,orchard,Pim,ask_handoff,seq:orchard:1949:Pim,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1950,109,repair_ring,Vale,refuse_handoff,seq:repair_ring:1950:Vale,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
1952,109,roofward,Sera,ask_handoff,seq:roofward:1952:Sera,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
1953,109,archive,Vell,refuse_handoff,seq:archive:1953:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
1954,109,signal,Milo,return_object,seq:signal:1954:Milo,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1956,109,repair_ring,Pax,inspect_inventory,seq:repair_ring:1956:Pax,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
1957,109,riverbend,Cee,return_object,seq:riverbend:1957:Cee,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1960,109,signal,Ren,idle,seq:signal:1960:Ren,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
1961,109,orchard,Pim,ask_handoff,seq:orchard:1961:Pim,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1962,110,riverbend,Cee,return_object,seq:riverbend:1962:Cee,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1964,110,archive,Nia,inspect_inventory,seq:archive:1964:Nia,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
1966,110,orchard,Pim,ask_handoff,seq:orchard:1966:Pim,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
1967,110,repair_ring,Pax,refuse_handoff,seq:repair_ring:1967:Pax,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
1968,110,riverbend,Ari,idle,seq:riverbend:1968:Ari,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
1969,110,roofward,Sera,ask_handoff,seq:roofward:1969:Sera,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1970,110,archive,Vell,refuse_handoff,seq:archive:1970:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
1971,110,signal,Kesh,return_object,seq:signal:1971:Kesh,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1972,110,orchard,Ivo,wait_respectfully,seq:orchard:1972:Ivo,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
1974,110,riverbend,Cee,return_object,seq:riverbend:1974:Cee,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1976,110,archive,Nia,inspect_inventory,seq:archive:1976:Nia,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
1978,110,orchard,Pim,ask_handoff,seq:orchard:1978:Pim,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
1979,110,repair_ring,Pax,refuse_handoff,seq:repair_ring:1979:Pax,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
1980,111,roofward,Orr,wait_respectfully,seq:roofward:1980:Orr,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
1983,111,orchard,Pim,ask_handoff,seq:orchard:1983:Pim,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
1984,111,repair_ring,Juno,refuse_handoff,seq:repair_ring:1984:Juno,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
1986,111,roofward,Sera,ask_handoff,seq:roofward:1986:Sera,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
1987,111,archive,Vell,refuse_handoff,seq:archive:1987:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
1988,111,signal,Ren,return_object,seq:signal:1988:Ren,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1991,111,riverbend,Cee,return_object,seq:riverbend:1991:Cee,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
1992,111,roofward,Orr,wait_respectfully,seq:roofward:1992:Orr,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
1995,111,orchard,Pim,ask_handoff,seq:orchard:1995:Pim,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
1996,111,repair_ring,Juno,refuse_handoff,seq:repair_ring:1996:Juno,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
2000,112,orchard,Pim,ask_handoff,seq:orchard:2000:Pim,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
2001,112,repair_ring,Vale,refuse_handoff,seq:repair_ring:2001:Vale,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
2003,112,roofward,Sera,ask_handoff,seq:roofward:2003:Sera,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
2004,112,archive,Vell,refuse_handoff,seq:archive:2004:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
2005,112,signal,Milo,return_object,seq:signal:2005:Milo,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
2008,112,riverbend,Cee,return_object,seq:riverbend:2008:Cee,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
2012,112,orchard,Pim,ask_handoff,seq:orchard:2012:Pim,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
2013,112,repair_ring,Vale,refuse_handoff,seq:repair_ring:2013:Vale,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
2015,112,roofward,Sera,ask_handoff,seq:roofward:2015:Sera,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
2016,113,signal,Ren,idle,seq:signal:2016:Ren,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
2017,113,orchard,Pim,ask_handoff,seq:orchard:2017:Pim,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
2018,113,repair_ring,Pax,refuse_handoff,seq:repair_ring:2018:Pax,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
2020,113,roofward,Sera,ask_handoff,seq:roofward:2020:Sera,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
2021,113,archive,Vell,refuse_handoff,seq:archive:2021:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
2022,113,signal,Kesh,return_object,seq:signal:2022:Kesh,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
2024,113,repair_ring,Pax,inspect_inventory,seq:repair_ring:2024:Pax,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
2025,113,riverbend,Cee,return_object,seq:riverbend:2025:Cee,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
2028,113,signal,Ren,idle,seq:signal:2028:Ren,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
2029,113,orchard,Pim,ask_handoff,seq:orchard:2029:Pim,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
2030,113,repair_ring,Pax,refuse_handoff,seq:repair_ring:2030:Pax,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
2032,113,roofward,Sera,ask_handoff,seq:roofward:2032:Sera,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
2033,113,archive,Vell,refuse_handoff,seq:archive:2033:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
2034,114,orchard,Pim,ask_handoff,seq:orchard:2034:Pim,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
2035,114,repair_ring,Juno,refuse_handoff,seq:repair_ring:2035:Juno,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
2036,114,riverbend,Ari,idle,seq:riverbend:2036:Ari,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
2037,114,roofward,Sera,ask_handoff,seq:roofward:2037:Sera,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
2038,114,archive,Vell,refuse_handoff,seq:archive:2038:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
2039,114,signal,Ren,return_object,seq:signal:2039:Ren,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
2040,114,orchard,Ivo,wait_respectfully,seq:orchard:2040:Ivo,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
2042,114,riverbend,Cee,return_object,seq:riverbend:2042:Cee,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
2044,114,archive,Nia,inspect_inventory,seq:archive:2044:Nia,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
2046,114,orchard,Pim,ask_handoff,seq:orchard:2046:Pim,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
2047,114,repair_ring,Juno,refuse_handoff,seq:repair_ring:2047:Juno,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
2048,114,riverbend,Ari,idle,seq:riverbend:2048:Ari,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
2049,114,roofward,Sera,ask_handoff,seq:roofward:2049:Sera,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
2050,114,archive,Vell,refuse_handoff,seq:archive:2050:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
2051,114,signal,Ren,return_object,seq:signal:2051:Ren,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
2052,115,repair_ring,Vale,refuse_handoff,seq:repair_ring:2052:Vale,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
2054,115,roofward,Sera,ask_handoff,seq:roofward:2054:Sera,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
2055,115,archive,Vell,refuse_handoff,seq:archive:2055:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
2056,115,signal,Milo,return_object,seq:signal:2056:Milo,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
2059,115,riverbend,Cee,return_object,seq:riverbend:2059:Cee,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
2060,115,roofward,Sera,wait_respectfully,seq:roofward:2060:Sera,observed,room>avatar>room,neutral>attentive>neutral,small-turn>idle-hands>small-turn,I heard the request.,760,True,True,True
2063,115,orchard,Pim,ask_handoff,seq:orchard:2063:Pim,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
2064,115,repair_ring,Vale,refuse_handoff,seq:repair_ring:2064:Vale,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
2066,115,roofward,Sera,ask_handoff,seq:roofward:2066:Sera,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
2067,115,archive,Vell,refuse_handoff,seq:archive:2067:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
2068,115,signal,Milo,return_object,seq:signal:2068:Milo,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
2071,116,roofward,Sera,ask_handoff,seq:roofward:2071:Sera,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
2072,116,archive,Vell,refuse_handoff,seq:archive:2072:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
2073,116,signal,Kesh,return_object,seq:signal:2073:Kesh,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
2076,116,riverbend,Cee,return_object,seq:riverbend:2076:Cee,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
2080,116,orchard,Pim,ask_handoff,seq:orchard:2080:Pim,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
2081,116,repair_ring,Pax,refuse_handoff,seq:repair_ring:2081:Pax,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
2083,116,roofward,Sera,ask_handoff,seq:roofward:2083:Sera,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
2084,116,archive,Vell,refuse_handoff,seq:archive:2084:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
2085,116,signal,Kesh,return_object,seq:signal:2085:Kesh,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
2088,117,roofward,Sera,ask_handoff,seq:roofward:2088:Sera,deferred,work>avatar>work,busy>half-open>busy,wait-sign>point-task>resume,Wait until this routine phase is done.,860,True,True,True
2089,117,archive,Vell,refuse_handoff,seq:archive:2089:Vell,refused,avatar>object>away,open>guarded>turned,palm-out>hold-tool>step-back,No. Ask later and leave it here.,980,True,True,True
2090,117,signal,Ren,return_object,seq:signal:2090:Ren,granted,avatar>owner>object,neutral>open>shared,point-owner>offer-object>nod,"Yes, but keep the owner badge visible.",900,True,True,True
