tick_id,day,settlement_id,resident_id,location,schedule_role,energy,fatigue,hunger,thirst,temperature,wetness,pain,comfort,safety,breath_rate,movement_effort,rest_debt,injury_degradation,dominant_need,visible_body_marker,frequency_hz,flower_phase,private_workspace_sealed,bounded_need_update
2238,125,orchid_engine,Dax,orchid bay,orchid keeper,0.12,0.56312,0.86,0.072,0.88,0.76,0.00948,0.535483,0.32,18.40808,0.057371,0.006757,1.9e-05,hunger,pauses near meal shelf,16.378269,0.640367,True,True
2239,125,moss_ward,Tala,moss lane,water carrier,0.12,0.592,0.13,0.86,0.2,0.84,0.010192,0.608569,0.345,18.601152,0.064983,0.014469,2e-05,thirst,looks toward water vessel,11.99422,0.600711,True,True
2240,125,glass_harbor,Nia,steam alcove,net mender,0.12,0.3095,0.86,0.01,0.18,0.88,0.0207,0.512088,0.315,15.9592,0.047973,0.010861,6.2e-05,wetness,shakes cloak and avoids puddles,12.224851,0.618956,True,True
2241,125,cinder_garden,Pax,cool basin,seed sorter,0.12,0.4005,0.834,0.86,0.88,0.0,0.198884,0.645099,0.3,17.998302,0.03958,0.552486,0.001176,thirst,looks toward water vessel,15.707825,0.6514,True,True
2242,125,lichen_bridge,Rin,rope bridge,signal keeper,0.12,0.55052,0.033,0.86,0.18,0.88,0.05231,0.60627,0.3,18.619063,0.060542,0.006606,0.006314,wetness,shakes cloak and avoids puddles,14.878191,0.644944,True,True
2243,125,orchid_engine,Eli,orchid bay,meal runner,0.12,0.5583,0.86,0.22,0.855,0.76,0.048546,0.529233,0.32,18.594278,0.064074,0.0067,0.006292,hunger,pauses near meal shelf,17.386003,0.675089,True,True
2244,125,moss_ward,Ari,moss lane,cook,0.12,0.3143,0.009,0.86,0.206,0.84,0.022412,0.621134,0.32,15.997472,0.047203,0.007162,7e-05,thirst,looks toward water vessel,10.731177,0.635433,True,True
2245,125,glass_harbor,Oren,steam alcove,salt washer,0.12,0.5443,0.86,0.04,0.18,0.88,0.130092,0.494585,0.315,18.963552,0.055942,0.025686,0.000718,wetness,shakes cloak and avoids puddles,13.207083,0.653678,True,True
2246,125,cinder_garden,Vale,cool basin,ash sweeper,0.12,0.62052,0.046,0.86,0.88,0.0,0.010813,0.76657,0.33,18.950081,0.042195,0.029321,4.3e-05,thirst,looks toward water vessel,16.001327,0.686122,True,True
2247,125,lichen_bridge,Sol,rope bridge,meal marker,0.12,0.612,0.06,0.86,0.18,0.88,0.054831,0.602627,0.3,19.248986,0.066587,0.007393,0.000198,wetness,shakes cloak and avoids puddles,14.943405,0.679667,True,True
2248,125,orchid_engine,Bea,orchid bay,valve listener,0.12,0.2912,0.86,0.022,0.88,0.76,0.02882,0.532389,0.32,15.80492,0.045719,0.003494,0.000115,hunger,pauses near meal shelf,16.069848,0.709811,True,True
2249,125,moss_ward,Fay,moss lane,path watcher,0.12,0.5471,0.165,0.86,0.2,0.8276,0.103486,0.591674,0.32,18.811918,0.054415,0.013129,0.001012,thirst,looks toward water vessel,12.7892,0.670156,True,True
2250,126,cinder_garden,Juno,seed shelf,ember tender,0.12,0.2532,0.042,0.86,0.819,0.0,0.007329,0.770787,0.39,15.015973,0.030132,0.554832,2.8e-05,thirst,looks toward water vessel,14.040235,0.7139,True,True
2251,126,lichen_bridge,Luma,meal room,rope weaver,0.12,0.53662,0.106,0.86,0.18,0.88,0.05072,0.597765,0.3,18.47052,0.054513,0.071364,0.000182,wetness,shakes cloak and avoids puddles,14.248469,0.707444,True,True
2252,126,orchid_engine,Dax,meal shelf,orchid keeper,0.12,0.56756,0.86,0.082,0.795,0.86,0.01891,0.515974,0.3,18.58906,0.05954,0.013568,5.7e-05,hunger,pauses near meal shelf,16.821411,0.737589,True,True
2253,126,moss_ward,Tala,tool nook,water carrier,0.12,0.60076,0.069,0.86,0.18,0.88,0.020957,0.606967,0.335,18.793339,0.065977,0.021678,6.2e-05,wetness,shakes cloak and avoids puddles,12.444387,0.697933,True,True
2254,126,glass_harbor,Nia,lamp pier,net mender,0.12,0.3413,0.86,0.02,0.18,0.88,0.03134,0.510386,0.3,16.40104,0.048164,0.014957,0.006124,wetness,shakes cloak and avoids puddles,12.775144,0.716178,True,True
2255,126,cinder_garden,Pax,seed shelf,seed sorter,0.12,0.40062,0.847,0.86,0.88,0.0,0.202284,0.642995,0.32,17.939902,0.039641,0.557293,0.00158,thirst,looks toward water vessel,16.068645,0.748622,True,True
2256,126,lichen_bridge,Rin,meal room,signal keeper,0.12,0.55496,0.042,0.86,0.18,0.88,0.06295,0.603488,0.3,18.727303,0.060733,0.013266,0.00644,wetness,shakes cloak and avoids puddles,14.157329,0.742167,True,True
2257,126,orchid_engine,Eli,meal shelf,meal runner,0.12,0.56706,0.86,0.16,0.803,0.88,0.058216,0.506085,0.3,18.819898,0.066648,0.013504,0.006409,wetness,shakes cloak and avoids puddles,16.707203,0.772311,True,True
2258,126,moss_ward,Ari,tool nook,cook,0.12,0.3101,0.022,0.86,0.18,0.8692,0.032966,0.61263,0.31,16.058794,0.047977,0.010883,0.000135,wetness,shakes cloak and avoids puddles,11.128179,0.732656,True,True
2259,126,glass_harbor,Oren,lamp pier,salt washer,0.12,0.51042,0.86,0.05,0.18,0.88,0.140732,0.492883,0.3,18.748592,0.056133,0.006125,0.006999,wetness,shakes cloak and avoids puddles,13.490059,0.7509,True,True
2260,126,cinder_garden,Vale,seed shelf,ash sweeper,0.12,0.60096,0.057,0.86,0.88,0.0,0.003526,0.766596,0.35,18.630755,0.042063,0.007212,7e-06,thirst,looks toward water vessel,16.260888,0.783344,True,True
2261,126,lichen_bridge,Sol,meal room,meal marker,0.12,0.62076,0.013,0.86,0.18,0.88,0.065716,0.606526,0.3,19.401893,0.066783,0.014842,0.000329,wetness,shakes cloak and avoids puddles,15.38061,0.776889,True,True
2262,126,orchid_engine,Bea,meal shelf,valve listener,0.12,0.253,0.86,0.032,0.828,0.88,0.03874,0.509202,0.3,15.56244,0.048297,0.003036,0.000193,wetness,shakes cloak and avoids puddles,15.200415,0.807033,True,True
2263,126,moss_ward,Fay,tool nook,path watcher,0.12,0.51322,0.176,0.86,0.18,0.88,0.114126,0.57922,0.31,18.576958,0.055654,0.006159,0.001241,wetness,shakes cloak and avoids puddles,11.925576,0.767378,True,True
2264,126,glass_harbor,Puck,lamp pier,lamp guard,0.12,0.56228,0.86,0.03,0.18,0.88,0.041573,0.508748,0.3,18.672239,0.060348,0.006747,0.006209,wetness,shakes cloak and avoids puddles,13.314795,0.785622,True,True
2265,126,cinder_garden,Wren,seed shelf,shade caller,0.12,0.62076,0.771,0.86,0.816,0.0,0.025401,0.680416,0.32,19.080005,0.048457,0.014793,0.000234,thirst,looks toward water vessel,16.234387,0.818067,True,True
2266,126,lichen_bridge,Kio,meal room,bridge caller,0.12,0.3152,0.02,0.86,0.18,0.88,0.012012,0.614278,0.3,16.024072,0.047816,0.01392,2.4e-05,wetness,shakes cloak and avoids puddles,13.840648,0.811611,True,True
2267,126,orchid_engine,Cai,meal shelf,gear washer,0.12,0.54582,0.86,0.17,0.828,0.88,0.07668,0.503131,0.3,18.71828,0.05498,0.025819,0.006574,wetness,shakes cloak and avoids puddles,17.417314,0.841756,True,True
2268,127,glass_harbor,Nia,net room,net mender,0.12,0.3031,0.86,0.03,0.18,0.88,0.04198,0.508683,0.3,16.08288,0.048356,0.003637,0.006208,wetness,shakes cloak and avoids puddles,11.880737,0.8134,True,True
2269,127,cinder_garden,Pax,shade tent,seed sorter,0.12,0.40074,0.858,0.86,0.88,0.0,0.205684,0.641131,0.3,18.041502,0.039702,0.562102,0.001992,thirst,looks toward water vessel,15.342265,0.845844,True,True
2270,127,lichen_bridge,Rin,rest alcove,signal keeper,0.12,0.5654,0.013,0.86,0.185,0.85,0.0733,0.610712,0.3,18.893803,0.060319,0.020051,0.006586,thirst,looks toward water vessel,14.600313,0.839389,True,True
2271,127,orchid_engine,Eli,engine ring,meal runner,0.12,0.54182,0.86,0.176,0.873,0.88,0.068586,0.504426,0.3,18.629718,0.066835,0.006502,0.012546,wetness,shakes cloak and avoids puddles,17.005008,0.869533,True,True
2272,127,moss_ward,Ari,rain gate,cook,0.12,0.2719,0.033,0.86,0.18,0.88,0.043606,0.607663,0.3,15.780634,0.048385,0.003263,0.000223,wetness,shakes cloak and avoids puddles,11.386972,0.829878,True,True
2273,127,glass_harbor,Oren,net room,salt washer,0.12,0.51054,0.86,0.06,0.18,0.88,0.151372,0.49118,0.3,18.813632,0.056325,0.012252,0.007302,wetness,shakes cloak and avoids puddles,13.891614,0.848122,True,True
2274,127,cinder_garden,Vale,shade tent,ash sweeper,0.12,0.6054,0.066,0.86,0.88,0.0,0.007078,0.765127,0.315,18.836469,0.042127,0.014476,2.1e-05,thirst,looks toward water vessel,15.572193,0.880567,True,True
2275,127,lichen_bridge,Sol,rest alcove,meal marker,0.12,0.60552,0.024,0.86,0.185,0.85,0.010503,0.61944,0.3,18.918219,0.065189,0.007266,2.1e-05,thirst,looks toward water vessel,14.449263,0.874111,True,True
2276,127,orchid_engine,Bea,engine ring,valve listener,0.12,0.2488,0.86,0.048,0.88,0.88,0.01044,0.51373,0.3,15.35064,0.047788,0.006022,0.006021,wetness,shakes cloak and avoids puddles,15.507287,0.904256,True,True
2277,127,moss_ward,Fay,rain gate,path watcher,0.12,0.54934,0.185,0.86,0.18,0.88,0.054766,0.587637,0.3,18.621998,0.054586,0.012751,0.00011,wetness,shakes cloak and avoids puddles,12.348251,0.8646,True,True
2278,127,glass_harbor,Puck,net room,lamp guard,0.12,0.57272,0.86,0.01,0.18,0.88,0.052213,0.507046,0.3,18.840479,0.06054,0.01362,0.006313,wetness,shakes cloak and avoids puddles,13.758353,0.882844,True,True
2279,127,cinder_garden,Wren,shade tent,shade caller,0.12,0.60552,0.784,0.86,0.877,0.0,0.028924,0.678292,0.3,19.028744,0.048521,0.007266,0.000292,thirst,looks toward water vessel,16.585736,0.915289,True,True
2280,127,lichen_bridge,Kio,rest alcove,bridge caller,0.12,0.277,0.029,0.86,0.185,0.85,0.022362,0.616942,0.3,15.704172,0.047403,0.003324,6.9e-05,thirst,looks toward water vessel,12.945667,0.908833,True,True
2281,127,orchid_engine,Cai,engine ring,gear washer,0.12,0.54594,0.86,0.186,0.874,0.88,0.08706,0.50147,0.3,18.78176,0.055167,0.03237,0.012749,wetness,shakes cloak and avoids puddles,16.678355,0.938978,True,True
2282,127,moss_ward,Milo,rain gate,blanket keeper,0.12,0.55496,0.046,0.86,0.18,0.88,0.013226,0.610964,0.3,18.428957,0.059838,0.012834,2.6e-05,wetness,shakes cloak and avoids puddles,12.098875,0.899322,True,True
2283,127,glass_harbor,Sera,net room,tea maker,0.12,0.57766,0.86,0.01,0.18,0.88,0.130858,0.494463,0.3,19.36175,0.067955,0.020048,0.000502,wetness,shakes cloak and avoids puddles,13.744176,0.917567,True,True
2284,127,cinder_garden,Juno,shade tent,ember tender,0.12,0.249,0.013,0.86,0.88,0.0,0.010729,0.773723,0.355,15.134373,0.030193,0.55782,4.9e-05,thirst,looks toward water vessel,14.836073,0.950011,True,True
2285,127,lichen_bridge,Luma,rest alcove,rope weaver,0.12,0.57274,0.119,0.86,0.185,0.85,0.06107,0.599949,0.3,18.89382,0.054099,0.078237,0.000304,thirst,looks toward water vessel,15.17597,0.943556,True,True
2286,128,moss_ward,Ari,dry loft,cook,0.12,0.3037,0.042,0.86,0.18,0.85,0.0104,0.617296,0.305,15.8794,0.047187,0.0,2.1e-05,thirst,looks toward water vessel,10.684051,0.9271,True,True
2287,128,glass_harbor,Oren,quiet bunk,salt washer,0.12,0.54666,0.86,0.07,0.18,0.88,0.162012,0.489478,0.3,19.238672,0.056516,0.018811,0.007626,wetness,shakes cloak and avoids puddles,13.29969,0.945344,True,True
2288,128,cinder_garden,Vale,ember bed,ash sweeper,0.12,0.60984,0.079,0.86,0.88,0.0,0.010657,0.763175,0.335,18.822343,0.042192,0.021794,4.3e-05,thirst,looks toward water vessel,15.95095,0.977789,True,True
2289,128,lichen_bridge,Sol,signal post,meal marker,0.12,0.61428,0.033,0.86,0.205,0.81,0.020539,0.623954,0.32,18.986033,0.06457,0.014638,6.2e-05,thirst,looks toward water vessel,14.858386,0.971333,True,True
2290,128,orchid_engine,Bea,gear wash,valve listener,0.12,0.2806,0.86,0.058,0.745,0.88,0.01953,0.512275,0.3,15.72318,0.047952,0.009389,0.00606,wetness,shakes cloak and avoids puddles,16.034711,0.001478,True,True
2291,128,moss_ward,Fay,dry loft,path watcher,0.12,0.54946,0.158,0.86,0.18,0.85,0.065166,0.594613,0.305,18.665598,0.054173,0.0,0.00024,thirst,looks toward water vessel,12.742732,0.961822,True,True
2292,128,glass_harbor,Puck,quiet bunk,lamp guard,0.12,0.57716,0.86,0.02,0.1824,0.88,0.062829,0.505347,0.3,18.948575,0.060731,0.020546,0.006439,wetness,shakes cloak and avoids puddles,13.037443,0.980067,True,True
2293,128,cinder_garden,Wren,ember bed,shade caller,0.12,0.61428,0.795,0.86,0.88,0.0,0.03253,0.676395,0.3,19.137978,0.048586,0.014638,0.000357,thirst,looks toward water vessel,15.868528,0.012511,True,True
2294,128,lichen_bridge,Kio,signal post,bridge caller,0.12,0.2788,0.042,0.86,0.271,0.81,0.031532,0.621115,0.32,15.697192,0.046768,0.00667,0.000132,thirst,looks toward water vessel,13.324749,0.006056,True,True
2295,128,orchid_engine,Cai,gear wash,gear washer,0.12,0.54606,0.86,0.126,0.757,0.88,0.09627,0.499997,0.3,18.83822,0.055333,0.038923,0.012941,wetness,shakes cloak and avoids puddles,17.077079,0.0362,True,True
2296,128,moss_ward,Milo,dry loft,blanket keeper,0.12,0.5594,0.057,0.86,0.18,0.7848,0.023105,0.625199,0.305,18.512628,0.058112,0.0,7.3e-05,thirst,looks toward water vessel,12.509905,0.996544,True,True
2297,128,glass_harbor,Sera,quiet bunk,tea maker,0.12,0.51642,0.86,0.02,0.18,0.88,0.141498,0.49276,0.3,18.81319,0.068147,0.006197,0.000785,wetness,shakes cloak and avoids puddles,13.895996,0.014789,True,True
2298,128,cinder_garden,Juno,ember bed,ember tender,0.12,0.2448,0.022,0.86,0.88,0.0,0.0034,0.773816,0.305,15.2484,0.030061,0.560758,7e-06,thirst,looks toward water vessel,14.110468,0.047233,True,True
2299,128,lichen_bridge,Luma,signal post,rope weaver,0.12,0.57286,0.06,0.86,0.205,0.81,0.0709,0.612656,0.32,18.874,0.053476,0.085111,0.000446,thirst,looks toward water vessel,14.409522,0.040778,True,True
2300,128,orchid_engine,Dax,gear wash,orchid keeper,0.12,0.572,0.86,0.022,0.687,0.88,0.02742,0.511013,0.3,18.68452,0.060094,0.020432,0.000112,wetness,shakes cloak and avoids puddles,16.856332,0.070922,True,True
2301,128,moss_ward,Tala,dry loft,water carrier,0.12,0.60952,0.078,0.86,0.18,0.85,0.031534,0.609595,0.34,18.924402,0.065568,0.008992,0.000125,thirst,looks toward water vessel,12.494383,0.031267,True,True
2302,128,glass_harbor,Nia,quiet bunk,net mender,0.12,0.2989,0.86,0.04,0.18,0.88,0.01262,0.513381,0.3,15.86472,0.047827,0.007224,2.5e-05,wetness,shakes cloak and avoids puddles,12.565511,0.049511,True,True
2303,128,cinder_garden,Pax,ember bed,seed sorter,0.12,0.40086,0.86,0.86,0.88,0.0,0.209084,0.640347,0.3,18.063102,0.039764,0.566912,0.00241,thirst,looks toward water vessel,16.109486,0.081956,True,True
2304,129,orchid_engine,Bea,sleep cot,valve listener,0.12,0.3124,0.86,0.016,0.88,0.8,0.02933,0.525107,0.3,16.09998,0.046528,0.0,0.006119,hunger,pauses near meal shelf,15.423541,0.0987,True,True
2305,129,moss_ward,Fay,warm hearth,path watcher,0.12,0.54958,0.169,0.86,0.18,0.88,0.075806,0.586191,0.3,18.750638,0.054965,0.006595,0.000391,wetness,shakes cloak and avoids puddles,12.010887,0.059044,True,True
2306,129,glass_harbor,Puck,salt steps,lamp guard,0.12,0.5116,0.86,0.03,0.2024,0.84,0.072925,0.510932,0.32,18.273551,0.060113,0.006139,0.006585,hunger,pauses near meal shelf,13.144204,0.077289,True,True
2307,129,cinder_garden,Wren,ash path,shade caller,0.12,0.62304,0.804,0.86,0.76,0.01,0.035068,0.673109,0.3,19.240807,0.048831,0.022114,0.000427,thirst,looks toward water vessel,16.289207,0.109733,True,True
2308,129,lichen_bridge,Kio,lichen wall,bridge caller,0.12,0.3106,0.011,0.86,0.18,0.88,0.042172,0.610532,0.3,16.159032,0.048359,0.010397,0.006216,wetness,shakes cloak and avoids puddles,13.881643,0.103278,True,True
2309,129,orchid_engine,Cai,sleep cot,gear washer,0.12,0.50618,0.86,0.142,0.88,0.8,0.10607,0.512829,0.3,18.49822,0.053909,0.0,0.013153,hunger,pauses near meal shelf,17.314171,0.133422,True,True
2310,129,moss_ward,Milo,warm hearth,blanket keeper,0.12,0.52984,0.066,0.86,0.18,0.88,0.033745,0.605281,0.3,18.300868,0.060207,0.006358,0.00014,wetness,shakes cloak and avoids puddles,11.657263,0.093767,True,True
2311,129,glass_harbor,Sera,salt steps,tea maker,0.12,0.56118,0.86,0.03,0.2,0.84,0.151618,0.498341,0.32,19.24151,0.067529,0.012931,0.001088,hunger,pauses near meal shelf,13.311807,0.112011,True,True
2312,129,cinder_garden,Juno,ash path,ember tender,0.12,0.2406,0.035,0.86,0.679,0.0136,0.004899,0.769568,0.3,15.235393,0.03036,0.563645,1.7e-05,thirst,looks toward water vessel,14.482942,0.144456,True,True
2313,129,lichen_bridge,Luma,lichen wall,rope weaver,0.12,0.57298,0.069,0.86,0.18,0.88,0.08154,0.597274,0.3,19.01904,0.055068,0.091987,0.006609,wetness,shakes cloak and avoids puddles,14.837478,0.138,True,True
2314,129,orchid_engine,Dax,sleep cot,orchid keeper,0.12,0.57644,0.86,0.038,0.865,0.8,0.00965,0.528256,0.3,18.6223,0.058174,0.007349,1.9e-05,hunger,pauses near meal shelf,17.219218,0.168144,True,True
2315,129,moss_ward,Tala,warm hearth,water carrier,0.12,0.61828,0.091,0.86,0.18,0.88,0.01087,0.605941,0.31,19.008018,0.065796,0.016412,2.2e-05,wetness,shakes cloak and avoids puddles,12.908722,0.128489,True,True
2316,129,glass_harbor,Nia,salt steps,net mender,0.12,0.3307,0.86,0.01,0.206,0.84,0.02268,0.518971,0.32,16.16308,0.047208,0.011192,7.1e-05,hunger,pauses near meal shelf,11.928455,0.146733,True,True
2317,129,cinder_garden,Pax,ash path,seed sorter,0.12,0.40098,0.86,0.86,0.724,0.0136,0.211032,0.637587,0.3,18.075994,0.040071,0.571724,0.002832,thirst,looks toward water vessel,15.353833,0.179178,True,True
2318,129,lichen_bridge,Rin,lichen wall,signal keeper,0.12,0.56984,0.026,0.86,0.18,0.88,0.01394,0.61325,0.3,18.582043,0.059851,0.026889,0.006028,wetness,shakes cloak and avoids puddles,14.500851,0.172722,True,True
2319,129,orchid_engine,Eli,sleep cot,meal runner,0.12,0.55058,0.86,0.192,0.88,0.8,0.0098,0.528232,0.3,18.3646,0.064176,0.0,2e-05,hunger,pauses near meal shelf,16.924265,0.202867,True,True
2320,129,moss_ward,Ari,warm hearth,cook,0.12,0.2995,0.013,0.86,0.18,0.88,0.02104,0.613674,0.3,15.92124,0.047979,0.003594,6.3e-05,wetness,shakes cloak and avoids puddles,11.454624,0.163211,True,True
2321,129,glass_harbor,Oren,salt steps,salt washer,0.12,0.54678,0.86,0.08,0.2424,0.84,0.171708,0.495127,0.32,19.218048,0.055891,0.025373,0.007969,hunger,pauses near meal shelf,14.052976,0.181456,True,True
2322,130,lichen_bridge,Kio,rope bridge,bridge caller,0.12,0.3424,0.02,0.86,0.18,0.88,0.01064,0.614498,0.3,16.28784,0.047792,0.014506,2.1e-05,wetness,shakes cloak and avoids puddles,13.188635,0.2005,True,True
2323,130,orchid_engine,Cai,orchid bay,gear washer,0.12,0.5423,0.86,0.152,0.88,0.76,0.11555,0.518512,0.32,18.8363,0.05328,0.006508,0.013384,hunger,pauses near meal shelf,16.69355,0.230644,True,True
2324,130,moss_ward,Milo,moss lane,blanket keeper,0.12,0.53428,0.079,0.86,0.2,0.84,0.01012,0.614701,0.32,18.12352,0.058982,0.012769,2e-05,thirst,looks toward water vessel,11.982157,0.190989,True,True
2325,130,glass_harbor,Sera,steam alcove,tea maker,0.12,0.56994,0.86,0.01,0.185,0.88,0.162208,0.489447,0.315,19.41265,0.06852,0.01977,0.001413,wetness,shakes cloak and avoids puddles,13.755028,0.209233,True,True
2326,130,cinder_garden,Juno,cool basin,ember tender,0.12,0.2424,0.046,0.86,0.799,0.0,0.007489,0.770282,0.33,15.148933,0.030135,0.566554,3.2e-05,thirst,looks toward water vessel,14.835796,0.241678,True,True
2327,130,lichen_bridge,Luma,rope bridge,rope weaver,0.12,0.5331,0.082,0.86,0.18,0.88,0.09218,0.594011,0.3,18.68408,0.055259,0.058384,0.006793,wetness,shakes cloak and avoids puddles,15.076233,0.235222,True,True
2328,130,orchid_engine,Dax,orchid bay,orchid keeper,0.12,0.58088,0.86,0.048,0.846,0.76,0.018795,0.533993,0.32,18.641572,0.057538,0.01432,5.7e-05,hunger,pauses near meal shelf,16.468996,0.265367,True,True
2329,130,moss_ward,Tala,moss lane,water carrier,0.12,0.62704,0.032,0.86,0.2,0.84,0.021272,0.618556,0.33,19.078032,0.065183,0.023936,6.4e-05,thirst,looks toward water vessel,12.178571,0.225711,True,True
2330,130,glass_harbor,Nia,steam alcove,net mender,0.12,0.3265,0.86,0.02,0.236,0.88,0.03276,0.510158,0.315,16.20156,0.04819,0.01511,0.000136,wetness,shakes cloak and avoids puddles,12.31792,0.243956,True,True
2331,130,cinder_garden,Pax,cool basin,seed sorter,0.12,0.4011,0.86,0.86,0.88,0.0,0.214432,0.639491,0.3,18.097594,0.03986,0.576537,0.003261,thirst,looks toward water vessel,15.741053,0.2764,True,True
2332,130,lichen_bridge,Rin,rope bridge,signal keeper,0.12,0.57428,0.037,0.86,0.18,0.88,0.02458,0.610227,0.3,18.690283,0.060042,0.03378,0.006077,wetness,shakes cloak and avoids puddles,14.919989,0.269944,True,True
2333,130,orchid_engine,Eli,orchid bay,meal runner,0.12,0.55934,0.86,0.202,0.88,0.76,0.01928,0.533915,0.32,18.42908,0.063547,0.006712,5.8e-05,hunger,pauses near meal shelf,17.332288,0.300089,True,True
2334,130,moss_ward,Ari,moss lane,cook,0.12,0.3313,0.022,0.86,0.206,0.77,0.03054,0.630874,0.32,16.21624,0.04595,0.00757,0.000124,thirst,looks toward water vessel,10.81646,0.260433,True,True
2335,130,glass_harbor,Oren,steam alcove,salt washer,0.12,0.5129,0.86,0.09,0.2054,0.88,0.182094,0.486265,0.315,18.961564,0.056878,0.006155,0.008334,wetness,shakes cloak and avoids puddles,13.182249,0.278678,True,True
2336,130,cinder_garden,Vale,cool basin,ash sweeper,0.12,0.62028,0.022,0.86,0.88,0.0,0.014299,0.769612,0.3,19.088593,0.042257,0.029238,7.1e-05,thirst,looks toward water vessel,16.046851,0.311122,True,True
2337,130,lichen_bridge,Sol,rope bridge,meal marker,0.12,0.62304,0.042,0.86,0.18,0.88,0.031437,0.60853,0.3,19.219022,0.066166,0.022114,0.000125,wetness,shakes cloak and avoids puddles,14.942018,0.304667,True,True
2338,130,orchid_engine,Bea,orchid bay,valve listener,0.12,0.2742,0.86,0.026,0.88,0.76,0.03881,0.53079,0.32,15.69486,0.045899,0.00329,0.006196,hunger,pauses near meal shelf,16.020438,0.334811,True,True
2339,130,moss_ward,Fay,moss lane,path watcher,0.12,0.5157,0.182,0.86,0.2,0.84,0.085926,0.590212,0.32,18.392558,0.054347,0.006188,0.000563,thirst,looks toward water vessel,12.626633,0.295156,True,True
2340,131,cinder_garden,Juno,seed shelf,ember tender,0.12,0.2382,0.009,0.86,0.819,0.0,0.010279,0.774275,0.35,15.043673,0.030185,0.569412,5.2e-05,thirst,looks toward water vessel,14.037826,0.3389,True,True
2341,131,lichen_bridge,Luma,meal room,rope weaver,0.12,0.56922,0.093,0.86,0.18,0.88,0.10282,0.590989,0.3,19.10912,0.055451,0.065215,0.006999,wetness,shakes cloak and avoids puddles,14.484309,0.332444,True,True
2342,131,orchid_engine,Dax,meal shelf,orchid keeper,0.12,0.59132,0.86,0.01,0.806,0.86,0.028403,0.514455,0.3,18.883619,0.059711,0.021416,0.000114,hunger,pauses near meal shelf,16.936911,0.362589,True,True
2343,131,moss_ward,Tala,tool nook,water carrier,0.12,0.6118,0.041,0.86,0.18,0.88,0.032103,0.608544,0.32,19.030616,0.066178,0.007342,0.000128,wetness,shakes cloak and avoids puddles,12.531189,0.322933,True,True
2344,131,glass_harbor,Nia,lamp pier,net mender,0.12,0.2883,0.86,0.03,0.18,0.88,0.0434,0.508456,0.3,15.9434,0.048381,0.00346,0.006223,wetness,shakes cloak and avoids puddles,12.583313,0.341178,True,True
2345,131,cinder_garden,Pax,seed shelf,seed sorter,0.12,0.40122,0.86,0.86,0.88,0.0,0.217832,0.638947,0.32,18.039194,0.039921,0.581352,0.003696,thirst,looks toward water vessel,16.101874,0.373622,True,True
2346,131,lichen_bridge,Rin,meal room,signal keeper,0.12,0.57872,0.009,0.86,0.18,0.88,0.03522,0.611885,0.3,18.798523,0.060234,0.040725,0.006147,wetness,shakes cloak and avoids puddles,14.199127,0.367167,True,True
2347,131,orchid_engine,Eli,meal shelf,meal runner,0.12,0.5681,0.86,0.212,0.828,0.88,0.0292,0.510728,0.3,18.6562,0.066126,0.013529,0.000117,wetness,shakes cloak and avoids puddles,16.653983,0.397311,True,True
2348,131,moss_ward,Ari,tool nook,cook,0.12,0.2571,0.035,0.86,0.18,0.8692,0.041094,0.609769,0.31,15.577562,0.048124,0.003085,0.000206,wetness,shakes cloak and avoids puddles,10.928562,0.357656,True,True
2349,131,glass_harbor,Oren,lamp pier,salt washer,0.12,0.54902,0.86,0.1,0.18,0.88,0.122734,0.495763,0.3,19.026604,0.055809,0.012743,0.006245,wetness,shakes cloak and avoids puddles,13.611525,0.3759,True,True
2350,131,cinder_garden,Vale,seed shelf,ash sweeper,0.12,0.60072,0.033,0.86,0.861,0.0,0.017633,0.767939,0.32,18.832999,0.042317,0.007209,0.000106,thirst,looks toward water vessel,16.327444,0.408344,True,True
2351,131,lichen_bridge,Sol,meal room,meal marker,0.12,0.6078,0.055,0.86,0.18,0.88,0.010807,0.610271,0.3,18.942841,0.065795,0.007294,2.2e-05,wetness,shakes cloak and avoids puddles,15.219143,0.401889,True,True
2352,131,orchid_engine,Bea,meal shelf,valve listener,0.12,0.306,0.86,0.036,0.828,0.88,0.00992,0.513813,0.3,15.91952,0.047779,0.006962,2e-05,wetness,shakes cloak and avoids puddles,15.359062,0.432033,True,True
2353,131,moss_ward,Fay,tool nook,path watcher,0.12,0.55182,0.193,0.86,0.18,0.88,0.026566,0.591189,0.31,18.437598,0.054078,0.01281,5.3e-05,wetness,shakes cloak and avoids puddles,11.909309,0.392378,True,True
2354,131,glass_harbor,Puck,lamp pier,lamp guard,0.12,0.55204,0.86,0.04,0.18,0.88,0.013565,0.51323,0.3,18.401791,0.059844,0.012764,0.006027,wetness,shakes cloak and avoids puddles,13.217662,0.410622,True,True
2355,131,cinder_garden,Wren,seed shelf,shade caller,0.12,0.6078,0.813,0.86,0.771,0.0,0.037545,0.673433,0.32,19.023268,0.048676,0.007294,0.000502,thirst,looks toward water vessel,16.205684,0.443067,True,True
2356,131,lichen_bridge,Kio,meal room,bridge caller,0.12,0.2982,0.031,0.86,0.18,0.88,0.02128,0.611475,0.3,15.90968,0.047983,0.003578,6.4e-05,wetness,shakes cloak and avoids puddles,13.789808,0.436611,True,True
